-0.0051126+0.00022693i,-0.0043813-0.00028067i,-0.0042449+0.00064217i,-0.0023238+0.0015866i,-0.00046761+0.0025253i,0.00025207+0.002045i,-0.00022664+0.0019694i,-0.00020388+0.0022386i,0.00061043+0.001504i,0.001147+0.0006439i,0.0010252+0.00042387i,0.00044318+0.0001259i,0.00067631-0.00064161i,0.00089066-0.00093687i,0.00022069-0.00058562i,-0.00030462+0.00047025i,0.00042495+0.0011277i,0.00084497+0.0011743i,0.00033024+0.00086932i,3.8124e-05+0.0010795i,-0.00051675+0.00079698i,-0.00056344-0.00042231i,0.00017348-0.00056719i
0.00052558-0.00044644i,0.00066132+0.0001749i,0.00049336+0.00016683i,0.00032321+0.0015578i,0.00052922+0.0024684i,0.00043024+0.0018417i,7.1495e-05+0.00042339i,-0.00012915-0.00054528i,-0.00027618-0.00065333i,-0.00047476-0.00085151i,-0.00020571-0.00041962i,0.00026258+0.00042361i,-1.3876e-05+0.00018426i,-0.00059991+0.00026928i,-2.3213e-05+0.001222i,0.00051164+0.0010742i,0.00059737+0.00062696i,0.00083191+0.00086798i,0.00022101+0.001407i,-0.00043366+0.00083552i,-0.0002819+0.00013435i,0.00050488-0.00017209i,0.00097475-0.00010408i
-0.00045608-0.0013363i,-0.001265-0.0015328i,-0.0017505-0.0019812i,-0.0011631-0.00053349i,-0.00057471+0.0017406i,-0.00043078+0.0017639i,-0.00026746+0.00098422i,-0.00064017+0.00031435i,-0.00095056+0.00017753i,-0.00016935+0.00080466i,4.4463e-05+0.00099155i,0.00012979+0.00065901i,0.00026293-0.0005508i,-8.6942e-05-0.0012105i,0.00022478-0.00023762i,-9.8862e-05+0.00044378i,-0.00038404+0.00076388i,0.0002032+0.00059141i,0.00076511-0.00020572i,0.0007003-0.00040326i,0.00039194+0.0001266i,0.00031063+0.00023841i,0.00028695+0.00013545i
0.00066243+0.0027437i,0.00047425+0.0023289i,0.00127+0.0018738i,0.0019747+0.0022593i,0.0022174+0.0019572i,0.0017322+0.0011572i,0.00068244+0.0005186i,-0.00021411+0.0010639i,-0.00042907+0.0011439i,-0.00031114+0.00061044i,2.1978e-05+9.2411e-05i,0.00020231-0.00030306i,-0.00028462-0.00022229i,-0.00071567+0.00034774i,-0.0013343+0.0001335i,-0.0012517-0.00045897i,-0.00010744-0.0005116i,0.00043315+1.0205e-05i,6.7382e-05-9.4542e-05i,-5.8533e-05-0.00020964i,-0.0002218+0.00011431i,-0.00018255+0.00030118i,-0.00018087-2.9334e-06i
7.5758e-06-0.00081335i,-0.00023334-0.0009379i,-0.0011894-0.001136i,-0.00051703-6.305e-05i,0.00076145+0.00068627i,0.00044892+0.0002841i,-0.0005089+2.6192e-05i,-0.00064668-0.00010619i,-0.00036886+0.00032138i,-7.4349e-05+0.00073396i,-0.00038498+0.00041003i,-0.00025414+0.00035805i,0.00020329+0.00096369i,0.00013684+0.0013058i,0.00034025+0.0011556i,-7.843e-05+0.00078332i,-0.0011807+0.0001219i,-0.0010693-0.00060627i,0.00017391-0.0005756i,9.7888e-05+0.00018289i,-0.00043491+0.00074289i,-0.00035785+0.00015087i,-0.00023441-0.00042997i
-0.00073349-0.0019499i,-0.0012462-0.0016232i,-0.001261-0.00067686i,-0.00080646+0.0009209i,7.0738e-05+0.0023379i,0.00062559+0.0020612i,0.00019275+0.0011854i,-0.00058208+0.00075227i,-0.00093816+0.00048179i,-0.00055461+0.00053074i,0.00022973+0.00077349i,0.00029096+0.00035638i,-0.00034815-0.00066357i,0.00014517-0.00034147i,0.00088388+0.00052922i,0.001135+0.00083284i,0.0012657+0.00066689i,0.00030096+0.0011138i,-0.00041032+0.0014057i,4.6441e-05+0.0014956i,0.00092297+0.00078321i,0.0019711+0.00037511i,0.0016549+0.00075158i
-0.00082204-0.0002815i,-0.0011435+0.00037027i,-0.00081751+0.0012264i,0.00015653+0.00047215i,0.00063801+3.6067e-05i,0.00021343+0.00044618i,-5.1207e-05+9.4519e-05i,0.00012822-0.00018737i,0.00061274+0.00016958i,0.0010864+0.00060321i,0.00021299-6.4847e-06i,-0.00059069-0.00059675i,7.5438e-05-0.00051921i,0.00017998-0.00053977i,3.527e-05-1.2602e-05i,0.00019308+0.00070422i,-0.00019606+0.00012281i,3.0268e-05-0.00067274i,0.00053947-0.0011593i,0.00047489-0.0003824i,-0.00035294+0.00059076i,-0.00034524+0.00022619i,6e-06-0.00036238i
-0.0037142+0.00071722i,-0.003829+0.0011075i,-0.0019967+0.0026634i,-0.0005322+0.0038682i,0.00051574+0.003386i,0.001003+0.0016399i,0.00082459+0.0004602i,0.00050142-0.00014944i,0.00034209-0.00031217i,7.8525e-05-3.248e-05i,-0.00029475-0.00037283i,0.00033945-0.0011764i,0.00016821-0.00099769i,-6.9093e-05-0.00095916i,-9.6608e-05-0.0010001i,0.00014963-0.00027007i,0.00045524+0.00069505i,-3.8671e-05+0.00092306i,-2.9677e-06+0.001029i,0.00030198+0.00097652i,0.00030489-2.991e-05i,0.00046962-0.00039747i,0.00012895+0.00013265i
-3.2065e-05+0.0015113i,-0.00071242+0.0014571i,0.00022976+0.00095505i,0.0015592+0.00133i,0.0024776+0.00248i,0.0020924+0.0015742i,0.00075123-0.00019157i,-0.00031936+0.00028324i,-0.00041223+0.00024036i,3.6443e-05-0.00033675i,-4.8633e-05+0.00053153i,-0.00051603+0.00032183i,-0.00079899-0.00028665i,-0.00098807+7.9743e-06i,-0.00073149+3.7963e-05i,-0.00048147+0.00037004i,-0.00031475+0.00066535i,-0.00027787+0.00029342i,-2.9485e-05+0.00038724i,0.00011238+0.00059719i,0.00028851+0.00056735i,-0.00025246+0.00068795i,-0.00077975+7.1996e-05i
-0.002611-0.0001656i,-0.0031386+0.00070196i,-0.0026913+0.0019138i,-0.00017506+0.0029682i,0.0016134+0.0027276i,0.0012902+0.0010289i,0.00031822-0.00026789i,0.00031118-0.00037827i,0.00094449+0.00085588i,0.0009165+0.0011925i,5.5169e-05+0.00070323i,-0.00021441+0.0006711i,0.00029445+0.00048589i,0.00060423+0.00047124i,0.00044742+0.00046695i,0.00077089+0.00032508i,0.00090012-0.00015279i,0.00092599-0.00052349i,0.00062787-0.00036105i,0.00033184-2.0106e-06i,6.0259e-05-4.5379e-06i,-0.00040445-0.00031829i,-0.0002643-5.4611e-05i
0.00036676-0.00070027i,-1.9153e-06+0.00023923i,-0.00031001+0.0013875i,0.00051887+0.0012332i,0.001925+0.00071113i,0.0013624+0.00038172i,-0.00010532-0.00010441i,-0.00016105-0.00078132i,-0.00018647-0.00038408i,-0.00072811+0.00040546i,-0.00037447+0.00075321i,-0.00043106+0.00048529i,-0.00037948+0.00051597i,0.00019541+0.00053208i,0.00016643+0.00020647i,-0.00022799+8.587e-05i,-0.00012644-0.00029914i,-6.5367e-05-0.0001479i,-0.00044648+0.00036725i,-0.00077058+0.00044218i,-0.00098752+0.00059799i,-0.0003967+0.00013343i,-0.00021135-0.00030032i
-0.0019774-0.00042781i,-0.0017926-0.00056139i,-0.00039039+0.0010356i,0.00074392+0.0017537i,0.0010603+0.0016628i,0.0010475+0.00095545i,0.00094393+6.2485e-06i,0.00060352-4.3521e-05i,-0.00039825+0.00035216i,-0.00050442+0.00041099i,-3.6458e-05+0.00056466i,-4.5799e-05+1.695e-05i,-0.00026687-0.00058428i,-0.0003506-0.0002117i,0.00014274+3.9789e-05i,0.00031925+0.00034686i,-6.6632e-05+0.0004848i,-0.00017764+0.00057915i,-0.00054812+0.00076616i,-0.00075514+0.00067113i,-0.00058447+0.00044514i,-0.00058514+0.00024665i,-0.00069933+6.9913e-05i
0.0015665-0.0010732i,0.0020545-0.0018553i,0.0012818-0.0033612i,-0.00030501-0.0023075i,-0.0016529-0.00037099i,-0.0017389+0.00058307i,-0.00097418+0.00064571i,-0.00033032+0.00044128i,-0.0001748+0.00063251i,-0.00047338+1.6333e-05i,-0.00043746-0.00063588i,-0.00041212-6.8254e-05i,-5.8815e-05-9.5035e-05i,-5.7746e-05-0.00021356i,-0.00066651-9.4832e-05i,-0.00020326-8.1067e-05i,0.00062838+0.00057642i,0.00036197+0.00079843i,-0.00050672+0.00031429i,-0.00067054-0.00036789i,-3.2966e-05-0.0007548i,0.00022104-0.0006616i,0.00056228-0.00054184i
-0.0011594-0.00016051i,-0.0017142-0.00056007i,-0.0013683+0.00022779i,-0.00104+0.0011464i,-0.0010158+0.0016065i,-0.0005651+0.00178i,0.00018833+0.0010673i,0.00027894+0.00020937i,-5.6511e-06+0.00020251i,-0.00044926+0.00060516i,-0.00058481+0.00071355i,-9.2464e-05+0.00063531i,-0.00024487+0.00068102i,-0.0004977+0.00079306i,-1.1531e-05+0.00062268i,-6.438e-05+0.0010891i,-0.00011696+0.00073227i,0.00014457-0.0002729i,0.00012787-0.00013232i,4.77e-05+0.00037723i,-8.4661e-05+0.00065878i,0.00047739+0.00092987i,0.00061813+0.0013094i
-1.5107e-05-0.00036994i,-0.0022644-0.00074155i,-0.0031453-0.00016198i,-0.0021722+0.0013801i,-0.0007738+0.0018387i,-0.00029959+0.00055992i,-0.00027236-0.00026801i,-0.00018517-0.00028711i,-0.00031394-0.00054696i,0.00026845-4.2152e-06i,0.00041556+0.00042571i,-0.00015964+0.00026849i,0.00012506-0.0002582i,0.00023345-0.00036847i,-0.00023413+0.00029846i,-0.0001058+0.00074986i,0.00023354+0.0003666i,-9.9846e-05+6.3015e-05i,-0.00038046+5.9642e-06i,0.0001026-0.00051175i,0.00087622-0.00061599i,0.0011477-8.1557e-06i,0.00080482+0.00067483i
0.0022259-0.00021332i,0.0015678-0.0015498i,0.0016875-0.0011558i,0.0018978-0.00071964i,0.00083067-0.00043237i,-0.00054165-0.00023154i,-0.00099665-0.00090679i,-0.00061277-0.00045655i,-1.8449e-05-0.000144i,0.00020197+0.00018885i,-0.00040424+0.00071576i,-0.0017719+0.00053728i,-0.0018447+0.000665i,-0.0008384+0.00038845i,-8.3144e-05-0.00042641i,0.00098422-0.00054779i,0.00077249+0.00012393i,0.00030298-0.00015915i,0.000122+6.3296e-05i,-0.00058147+0.00027215i,-0.00018599-9.2691e-05i,0.00036811-0.00045551i,-4.3676e-05-0.0002372i
-0.00089935-0.00070152i,-0.0014211-0.00052445i,-0.0019622+0.00027443i,-0.0010816+0.00071055i,0.00030025+0.0010148i,0.00082192+0.00099402i,0.0011138+0.00074336i,0.00072856+0.00026738i,0.00013412+0.00035565i,-3.741e-05+0.00030839i,-0.0005632+0.0004588i,-0.00030047+0.00074637i,7.912e-05+0.00055541i,8.3159e-05+0.00064932i,0.00010532+0.00026281i,0.00043926-0.00043474i,0.00042891-0.00052424i,-6.2598e-05-0.00024071i,-0.0002476-0.00035256i,-1.7267e-05-0.00018365i,-0.00039319-0.00034373i,-0.00028135-0.00057813i,0.00021205-0.00028474i
-0.0008582+0.00081952i,-0.00054634+0.001202i,-0.0014228+0.0005502i,-0.0021022+0.00017274i,-0.00097898+0.0013053i,0.00046772+0.0020179i,-2.3893e-05+0.00073836i,-0.00054243-0.00055336i,-0.00033804-0.0012795i,-0.0002163-0.0011239i,-0.00011142-0.00011019i,0.00029676+0.00067114i,0.00015368+6.79e-05i,0.00011662-0.00020749i,-0.00048918+0.0002025i,-0.00091707+0.00010246i,-0.00061554+0.00011999i,-0.00076721+0.00028776i,-0.00068319+0.00033958i,0.00056492-0.00033582i,0.0010395+4.4144e-05i,0.00042524+0.00097633i,-0.00022908+0.00021481i
-0.0028311-7.6419e-05i,-0.0031897+0.0010348i,-0.0018233+0.0024009i,0.00064252+0.002454i,0.0020148+0.0015123i,0.0012204+0.00064069i,0.0004814+0.0004824i,0.00036132+0.0012531i,1.6044e-05+0.0013872i,-6.1164e-05+0.00052495i,-0.00032035-0.00042029i,-0.00049757-0.0011534i,6.9752e-06-0.0012655i,0.00040244-0.0009955i,0.00031808-0.0010206i,9.345e-05-0.00088067i,0.00046333+1.8532e-06i,0.00019382-2.0256e-05i,-0.00045738-0.0003233i,-0.00016129-0.0008805i,0.00064098-0.0010465i,0.00059519-0.00038578i,0.00027249-6.8774e-05i
-0.0010122-0.0013736i,-0.0015367-0.0028532i,-0.0020987-0.0022145i,-0.0016574-0.00026253i,-0.000966+0.0013661i,0.00045008+0.0005153i,0.0011296-0.00039343i,-0.00017256-0.00023087i,-0.0008584-9.9102e-05i,-0.00037055+9.2133e-05i,-0.00026751-3.9903e-05i,0.00028782-0.00088403i,0.00058517-0.0014379i,-0.00021169-0.00031065i,-0.00087585+0.00034221i,-0.00053969+8.3271e-05i,-0.00020336-0.00031452i,-0.00025432-0.00063009i,-0.00031838-1.3866e-05i,-0.00016839+0.00074911i,-1.496e-05+0.00052709i,-0.0001769-0.00030834i,-6.0637e-05-0.00039702i
0.0011505+0.00038078i,0.00093443+0.001264i,0.0017415+0.0027136i,0.0027644+0.0026093i,0.0031426+0.0027684i,0.0024223+0.0024314i,0.0014819+0.00089682i,0.0011668+0.00076438i,0.00067511+0.0014087i,0.00055224+0.0010517i,6.7235e-05+0.00075777i,-0.00039645+0.00074221i,0.00010324+0.00033865i,6.6548e-05-0.00014979i,-3.5868e-05-0.00014003i,0.00010076+0.00040665i,0.00027299+0.00028572i,0.00025148+0.00041085i,-0.00026361+9.8565e-05i,-0.00018553-0.00011834i,-9.3772e-05+0.00015426i,-0.00039317+0.00018365i,-0.00024824+2.9622e-05i
-0.002128-0.0016404i,-0.004135-0.0010369i,-0.0058135-0.00012182i,-0.004322+0.00077019i,-0.0012424+0.0013989i,-0.00055467+0.0003564i,-0.0011543-0.00069525i,-0.00076521-0.00038157i,0.00043031+0.00028515i,0.0009205+0.000416i,0.00083271+0.00021367i,0.00028299+4.5963e-05i,-3.8295e-05-0.00010762i,0.00060656-0.00067836i,0.00044096-0.0010147i,-0.00019668-0.00056059i,-0.00030262+0.00048208i,-0.00013205+0.00044464i,0.00046402-9.6569e-06i,0.0010279-0.000123i,0.00040938+0.00025878i,9.1113e-06+0.00071355i,0.00049643+0.00090979i
-0.00085871+0.0039335i,0.00098967+0.0047755i,0.0029871+0.0049273i,0.0030469+0.0037397i,0.0026967+0.0022765i,0.0011779+0.0010953i,-0.00044077-0.00047296i,-0.0009453-0.00077807i,-0.001085+0.00024513i,-0.00071929+0.00038962i,-0.00083499+0.00032894i,-0.0011296+0.00074535i,-0.0014871+0.00065234i,-0.0012816+0.00034731i,1.6209e-05+0.00016923i,0.001149+4.3549e-06i,0.0013283-3.3378e-05i,0.00076365+5.1907e-05i,1.2541e-05+0.00016499i,-0.00018441+0.00044526i,-0.00031203+0.0006915i,-0.00040681+0.00012205i,-0.00046877+0.00011145i
-0.0061035+0.010065i,-0.0064958+0.011574i,0.0015959+0.013644i,0.0086562+0.0090572i,0.010527+0.0023552i,0.0061433-0.0025998i,0.00072372-0.0024671i,2.3844e-05-0.00023135i,0.0013914+0.0015174i,0.0029313+0.0014907i,0.0026592-5.572e-05i,0.00091202-0.001362i,-0.00068073-0.0020603i,-0.0017785-0.0022555i,-0.0017016-0.0016859i,-0.00020136-0.00062777i,0.001386-0.00035489i,0.0014678-0.00093318i,9.9705e-05-0.00085906i,-0.00035954-9.4424e-05i,-5.0145e-05+0.00051201i,0.00010905+0.00090014i,0.00043193+0.00065806i
0.0026901-0.0037015i,0.0028818-0.0056393i,-0.0017718-0.0069207i,-0.005697-0.0035846i,-0.0055393+0.00065153i,-0.0016658+0.0019715i,0.0016328+0.00075118i,0.0011283+5.2889e-05i,0.00029609+0.00015817i,-0.00046201+0.00074599i,-0.0011237+0.0016556i,-0.0011879+0.0015825i,-0.00069265+0.0012143i,0.00029921+0.00078018i,0.00075743+0.00018837i,0.00049208-0.00062094i,-0.00066251-0.00092448i,-0.00089499-0.00038061i,-3.9162e-05-0.00025569i,-2.6231e-05-0.0010261i,-0.00063249-0.0010287i,-0.00044909-0.00035511i,-0.00025056-0.00010195i
0.0012251-0.0026328i,-0.00028435-0.0033729i,-0.0022073-0.0032503i,-0.0021139-0.00026852i,-0.00061146+0.0026339i,0.00086742+0.0023953i,0.0013442+0.00031348i,0.00064676-0.0010885i,-1.5449e-05-0.0011485i,-0.0013436-0.00041646i,-0.0013922+9.0664e-05i,-0.000687+0.00050506i,3.1277e-05+0.00067296i,0.00046093+0.0006466i,0.0002205+0.00056141i,-7.5696e-05+0.00051731i,2.0607e-05+0.00031836i,0.00016852-0.00044812i,0.00026776+0.00012954i,0.00098366+0.0012009i,0.00060486+0.0014436i,-0.00024672+0.0007087i,0.0001527+0.00010032i
-0.00015025+0.002095i,-0.00030144+0.0017156i,-0.00043258+0.00090098i,0.00043781+0.0015746i,0.0013694+0.002103i,0.0014499+0.0021838i,0.0005815+0.0012787i,-0.00025711+0.00084613i,-0.0012895+0.00058088i,-0.001825-0.00017616i,-0.00095151+0.00027148i,3.1415e-05+0.00070985i,-2.2738e-05+0.00042603i,6.2788e-05+0.00022562i,0.00074342+0.00057856i,0.00031067+0.00082467i,-0.00049065+0.00025454i,-0.00077571-0.00038233i,-0.00027878-0.00045363i,-0.00015253-0.00014894i,-0.00047902-0.00041821i,-7.7122e-05-0.00023023i,6.3538e-05+0.00042527i
-0.0043492+0.0003791i,-0.0045161+0.00028011i,-0.0039485+0.00063063i,-0.0021718+0.0020431i,-1.9653e-05+0.0029888i,0.00095153+0.0017778i,7.1589e-05+0.00052807i,-0.0013426+0.00034271i,-0.0015079-0.0002574i,-0.00068451-5.8625e-05i,-9.3674e-05+0.00064404i,-0.00015548+0.00037733i,-0.00018023+0.00025885i,5.3159e-05+0.00031617i,0.00042739+0.00013439i,0.00040088-0.00022857i,0.0004175+0.0001824i,-5.7792e-05+0.00042912i,-1.1411e-05-0.00010604i,0.00041784+0.00047683i,6.8179e-05+0.0011489i,-0.00011932+0.00043974i,-5.1575e-05+0.00014941i
0.00020216-0.0011968i,-0.00049041-0.0015743i,-0.0013033+0.00050378i,-0.0014915+0.0024598i,-0.00030186+0.0025674i,0.0012311+0.0023263i,0.0016329+0.00058362i,0.0011536-0.00065103i,0.0008279-0.00011726i,0.00027514+0.00016765i,-0.00038055+0.00043459i,0.00022491+0.00032373i,0.00084486+5.3309e-05i,0.0002438+0.00073893i,-3.4327e-05+0.00069033i,0.00024205-7.9003e-06i,6.7781e-05+0.00019986i,-0.00074077+0.000665i,-0.00068456-7.7126e-05i,-0.00016577-0.00073802i,-0.00037066-0.0002947i,-0.00053518-6.7021e-05i,-0.00024636+0.00073579i
0.0011901-0.0026125i,0.00060003-0.0029858i,-0.0016274-0.0034858i,-0.0031483-0.0019706i,-0.0018205+0.00062265i,-0.00024386+0.0020797i,0.00042604+0.0008404i,0.00049897-0.0010669i,-0.00045107-0.00096248i,-0.00073547+0.00027687i,-0.00051441+0.0012109i,-0.00028227+0.00081517i,-0.00030879-7.973e-05i,-0.00041924+0.0002346i,-0.0004165+0.00044173i,-0.00029931+0.00072083i,-0.00022065+0.001063i,-0.00048987+0.00019448i,-0.00081809-0.00030675i,-0.00085855-0.00014993i,-0.00025724-0.00027651i,0.00055811-0.00042915i,0.00073555+0.00019016i
-0.00015004-0.0014138i,-0.00048376-0.0017105i,-0.0022534-0.0012608i,-0.0028913+0.00083368i,-0.0019956+0.0025584i,-0.00052646+0.0019202i,-0.00023085+0.00056687i,-0.00033399-0.00014658i,-0.00076992-0.00056847i,-0.0012763-0.00029593i,-0.00087498-0.00035221i,-0.00047953-0.00024217i,-0.00076927+0.00027074i,-0.00051875+0.00061727i,0.00023268+0.00055366i,7.5837e-06+0.0005663i,-3.8445e-05+0.00099498i,0.00035409+0.0005275i,7.4299e-05+0.00036932i,-0.00046133+0.00060689i,-0.00082704+0.00040423i,-0.00046531+1.5645e-05i,0.00041515-0.00021217i
0.0011458-0.0043069i,0.00027296-0.004982i,-0.0021563-0.0047308i,-0.0034441-0.0016342i,-0.0023667+0.0012003i,-0.00055611+0.0019689i,0.0004374+0.0010069i,0.00016373-0.00013978i,-0.00015365-0.00042266i,-0.00035201-0.00041964i,-0.00022453-7.5505e-06i,-0.00049476+0.0010914i,-0.00058963+0.0014267i,-0.00053126+0.00080534i,-8.5073e-05+0.00026164i,0.00067917+0.00029488i,0.00057115+0.00030188i,0.00045246+0.00052379i,0.00026233-0.00028247i,0.00052349-0.0005176i,0.00022387+0.00055441i,-0.00086808+0.00042946i,-0.00084653-0.00067503i
-0.00034593-0.0033986i,0.00089175-0.0037349i,0.00034211-0.0020027i,-0.00020822+0.00064202i,0.00034917+0.0020179i,0.00067783+0.0013335i,0.0007674+0.00013042i,0.00062375-0.00013225i,0.00055427+0.0004029i,-0.00024311+0.00065064i,-0.00068225+0.00042617i,-0.00042743+0.00033172i,0.00027418+0.00020767i,0.00022575+0.00021263i,-3.9932e-05+0.00019639i,-0.00026275+7.1458e-05i,-2.7977e-05+0.00010658i,0.0005841+0.00042977i,0.00085778+0.00054857i,0.00070437+0.00047047i,7.4484e-05+0.00059528i,6.5503e-05+0.00015356i,8.7717e-05-0.00036483i
-0.0012367+0.00053469i,-0.0026602+0.0014453i,-0.0043467+0.0014306i,-0.0042061+0.0020231i,-0.0025275+0.0019515i,0.00010197+0.0007399i,0.00014086-0.00049823i,-0.00068371-0.00022366i,-0.00046732-3.638e-05i,-0.0012221-0.00049912i,-0.00092182-0.00030145i,0.00048711+0.00019574i,0.0010581+7.6789e-05i,0.00056911+0.00029796i,-0.00043909+0.00056117i,-0.00057517+1.2067e-05i,-0.0005975+9.4609e-05i,-0.00038431+0.00035636i,0.00059914-2.7192e-05i,0.0012509-0.00016339i,0.00085341-0.00013765i,0.00051408-0.00072307i,0.00082589-0.0011027i
-0.00069007-0.00051095i,-0.0003959-0.00027417i,-0.00052578-0.00071298i,-0.00054174-2.539e-06i,8.5646e-05+0.0010184i,0.00083235+0.00095843i,0.00020657+0.00031913i,-0.0005532-0.00046434i,-0.00037844-0.0013059i,0.00017312-0.00078904i,-7.2668e-05-8.3128e-05i,-0.00036208-0.00041055i,3.4027e-05-0.00070674i,0.00023692+0.00011175i,0.00035271+0.00010972i,0.00020485-0.00069521i,-0.00011648-0.00017564i,-0.00018753+0.00054729i,-0.00017674+0.00019845i,3.9436e-05-0.00063227i,0.00027564-0.00073904i,-5.5646e-05+0.00023731i,-0.00015021+0.0006428i
-0.0011687-0.00055112i,-0.0012615-0.001017i,-0.0013785-0.00029767i,-0.00034771+0.0012802i,0.0010321+0.0016394i,0.0013135+0.00073256i,0.00031149+0.00021361i,-0.00049464+0.00019476i,3.6955e-05+0.00063188i,0.00040644+0.00040425i,0.00029964+0.00046018i,4.2035e-05+0.00074147i,-0.00074582+0.00065267i,-0.00069913+0.00022263i,0.0006303-7.8941e-05i,0.00084057+0.0002551i,0.00021082+5.2955e-05i,-0.00059269+6.4544e-05i,7.4706e-05+0.00052701i,0.00061767+0.00076615i,-0.00025259+0.00031736i,7.0131e-05+3.4245e-06i,0.00027297-5.7129e-05i
0.0021025+0.0006751i,0.0010445-0.00092661i,-0.00041917-3.472e-05i,-0.0014018+0.0010876i,-0.00061777+0.00033477i,-9.8817e-05+0.00032835i,-0.0007576+0.00051829i,-0.00084529-0.0001835i,3.4022e-05-9.1392e-05i,0.00067176+0.00035385i,-0.00010841-0.00048935i,-0.0011016-0.00092265i,-0.00074997-0.00054073i,-0.00053223-0.00037402i,-0.0002596-0.00010315i,0.00048754+0.00068048i,0.00056182+0.000876i,-8.3518e-05+9.6531e-05i,-0.00026867-0.00030229i,-0.00015085-2.7799e-05i,-0.00051495+0.00035544i,-0.00013937+0.00035193i,0.00025706+0.00011184i
-0.00094076+0.0004629i,-0.0010393-0.00047701i,-0.0018008-0.00043888i,-0.0014184+0.00079493i,0.0001339+0.0024217i,6.803e-05+0.0022919i,-8.9946e-05+0.0009066i,0.00025954+0.00035819i,-0.00089166+0.00038903i,-0.0018303+0.0010956i,-0.00080287+0.0011234i,0.00020677+0.00089312i,-6.4895e-06+0.00070637i,0.00062106+0.00063806i,0.00085857+0.00080546i,0.00021497+0.00019372i,-0.00037394-0.00064449i,-0.00055768-0.001292i,0.00018793-0.0016851i,0.0005515-0.0011168i,0.00073928-0.0003405i,0.0011526-0.00021304i,0.0011085-0.00039974i
-0.00095564-8.6035e-05i,-0.00049145-0.0010648i,0.00052667-0.00087479i,0.00016354+0.0005952i,9.2942e-05+0.0012376i,9.8737e-05+0.0011069i,-9.926e-06-3.3942e-05i,-0.00029011-0.0008227i,0.00043629-0.00041523i,0.00065699+4.5295e-05i,-3.6532e-05-0.00011007i,-0.00037933-7.0013e-05i,-0.00048074+0.00074426i,-0.00036437+0.00062158i,3.311e-05+0.0004251i,0.00059985+0.00070805i,0.00034673+0.00034501i,3.745e-05-1.8428e-05i,-0.00019534-0.00069643i,-0.00031577-0.00030126i,-0.00017709+0.00056227i,-0.00042614+0.0002579i,-0.00046904+0.00025718i
-0.0023833-0.001426i,-0.0031808-0.0014139i,-0.0032043+0.00075077i,-0.0014263+0.0017666i,0.00087297+0.0015368i,0.0011343+0.0012228i,-0.00016582+0.00027138i,-0.00077492-0.00081441i,-0.00067542-0.00071656i,-0.00014647-0.00036573i,0.00026782-0.00038265i,0.00042664-0.00029658i,0.00057447-0.00031106i,0.0010281-0.00097022i,0.00087085-0.0010756i,0.00043972-0.00023252i,0.00028494+0.00042836i,0.0002978+0.00028159i,0.00014405+0.00012003i,0.00038416-0.00029067i,0.00063632-0.00036198i,0.0003322+0.00040634i,0.00075464+0.00099791i
0.0010556+0.00037822i,0.0011585+0.0011153i,0.000115+0.0011105i,-0.0008156+0.0015538i,-0.00068978+0.0016387i,8.7349e-05+0.0011031i,9.29e-05+0.00066369i,-0.00010767+0.00080339i,-5.6674e-05+0.0010664i,-0.00041295+0.00082683i,-0.00078035+0.00063447i,-0.00029775+0.00025464i,-0.0001167-0.00020851i,-0.00022065-0.00019i,0.00011812+8.1278e-05i,-0.00029528+0.0001975i,0.00011989+0.00023716i,0.0011204+0.00014379i,0.00097631+0.00053003i,0.00046307+0.00059965i,-0.0001544+0.00029793i,-0.00071543+0.00011918i,-0.00063095-0.0001642i
0.00032268+0.00024761i,-6.0926e-05+0.00032578i,-0.00055175-0.00015999i,-0.00070216-0.00079971i,-3.0656e-05-0.0013418i,-0.00029999-0.00060089i,-0.0010566+8.0535e-05i,-0.00089211+0.00011312i,2.3727e-06-0.00062179i,0.00057512-0.00066422i,0.00015216+0.00036352i,-0.00013018+0.00080512i,0.00012022+0.00053854i,-0.00013659+0.00045845i,-0.00054619+0.00050704i,-0.00033819+0.00053432i,-0.00020889+8.2459e-05i,0.0004345-0.00035582i,0.00067841-0.00018883i,0.00025262-0.00035281i,0.00038399-0.00050323i,0.00037346-0.00014764i,-8.7258e-05+0.00027378i
-0.0013996-0.00047236i,0.00025227-0.0013984i,0.00036781-0.00070026i,0.00019849+0.0008353i,0.00015066+0.0022865i,0.00037661+0.002002i,0.00021343+0.00036816i,-0.00059249-0.00053358i,-0.00072608-3.1288e-05i,-0.00023324+0.00058802i,-0.00013755+0.00039556i,-0.00045352-0.00055522i,-0.0005235-0.00059689i,8.9182e-05-8.8444e-05i,0.00077204-0.0001277i,0.00071579-6.6218e-05i,-5.8849e-05+0.00024421i,-0.00074083+0.00053927i,-0.00056508+0.00055226i,0.0001089+0.00062757i,0.00028349+0.00058317i,0.00017585+0.00076483i,-0.00060908+0.00068118i
