-0.0038598-9.7256e-06i,-0.0033354+0.00015179i,-0.0035475-3.6759e-05i,-0.0044353+0.00078314i,-0.004852+0.0018571i,-0.0029923+0.0020954i,-0.0017538+0.0021203i,-0.0013972+0.0021065i,-0.00090561+0.00089615i,-0.00025455+0.00015371i,-4.005e-05+4.1514e-05i,1.7379e-05-0.0005421i,-0.00024833-2.5676e-05i,-0.00074684+0.0007046i,-0.00086566+0.00023916i,-0.00084552+8.8841e-05i,-0.00057724+0.00044137i,-0.00017983+0.00011468i,0.00040618+0.00016109i,0.00058522+0.00016237i,-0.00017763-0.00030233i,-0.00037443-0.00027298i,0.00017973+0.00014759i
-0.00099641+0.0021396i,-0.00056387+0.0017143i,0.00037802+0.0020569i,0.0010446+0.0015294i,0.0014341+0.00017011i,0.0010279-0.00065369i,-0.00022425-0.00066868i,-0.0010526-0.00056306i,-0.0019695-0.00078225i,-0.0015104-0.00046239i,-5.9947e-05-0.00082259i,0.00047715-0.0016928i,0.00092683-0.001496i,0.0010527-0.00052231i,0.00018904+0.00033612i,-0.00056864+0.00062446i,-0.00074725+0.00092626i,-0.0010877+0.00043344i,-0.000985-0.00015525i,-1.9582e-05-0.00015482i,0.00070145+0.00037751i,0.00058804+0.00037538i,-0.00018041-0.00040833i
-0.00056475+3.6707e-05i,0.00051678-0.00052777i,0.00083621-0.0002061i,-0.00032191-0.00028773i,-0.0012266-0.00025111i,-0.0014443-6.6627e-05i,-0.0019484-0.00031151i,-0.0017527-0.00058181i,-0.0016044-0.00087997i,-0.0012934-0.0015857i,-0.00059956-0.0021244i,-0.00041025-0.0015667i,0.00044875-0.00084063i,0.00081302-0.00069644i,-0.00035882-0.00010482i,-0.0014131+0.00049674i,-0.0012959+0.00063267i,-0.0011226+0.00033436i,-0.00078428-0.00011509i,-0.0003294-0.00022489i,-0.00061004+0.00097195i,-0.00034169+0.0018875i,-2.6083e-06+0.00090138i
-0.0012638-0.0020346i,-0.0013982-0.0019187i,-0.0016426-0.0018493i,-0.0014564-0.0019959i,-0.00073125-0.0016728i,-0.0011124-0.00057669i,-0.0012798+0.00016708i,-0.0011444+0.00036051i,-0.001738+0.00016537i,-0.0022305+0.00027989i,-0.002033+3.0741e-05i,-0.00147-0.00033595i,-0.0010533+0.00014615i,-9.362e-05+0.00040812i,0.00027655+0.0012074i,-0.00028613+0.0015847i,-0.0012125+0.0012425i,-0.00099959+0.0010701i,-0.000566+0.00050637i,-0.00081446+0.00017262i,-0.0001172+0.00078714i,4.4729e-05+0.00037242i,-0.00039373-0.00019284i
0.00053623+0.00094837i,0.0010736+0.00054813i,0.0018284+0.00048712i,0.0017569-0.00035265i,0.0012832-0.00041024i,0.00069798+6.8207e-05i,-0.0003057+4.3408e-05i,-0.0010167-0.00019923i,-0.0015832-0.00014682i,-0.0012336-0.00066795i,-0.00013548-8.2093e-05i,0.00017869+0.00051632i,2.5978e-05-4.3211e-05i,-4.5132e-05-0.00038545i,-0.00022489-0.00081028i,-0.00046027-0.0011439i,-0.00086222-0.00092458i,-0.00087382+8.358e-05i,-0.00093973+0.0015713i,-0.00078365+0.0017955i,-0.00013408+0.00026096i,0.00025011-0.00090051i,0.00049287-0.00059721i
0.00066517+0.00068339i,0.00063579+0.00040173i,0.001767+0.00037947i,0.0014727+0.00019253i,-0.00038368-0.00091043i,-0.00093743-0.0013521i,-0.00077388-0.00071247i,-0.00087422-0.00058437i,-0.00058355-1.8149e-05i,-0.00022815+0.00044318i,5.8386e-05+1.8105e-05i,-6.8721e-05-0.00057587i,-0.00087796-0.00082984i,-0.0012858-0.00066261i,-0.001053-0.00031927i,-0.00078484+0.00032293i,-0.00066754+0.0010116i,-0.00039618+0.00090784i,0.00010527+0.00018983i,-7.1911e-05-0.00042173i,-2.364e-05-1.5138e-05i,0.0010655+0.0003521i,0.0005036+0.00054494i
-0.00078126-0.00085828i,-0.00037297-0.00053797i,-0.00069121-0.00061091i,-0.000543+7.395e-05i,-0.0010956+0.00072117i,-0.0011888+0.00029004i,-0.00081373+0.00017151i,-0.00033927+0.0010642i,-0.00023101+0.00073146i,-0.00028463-0.00041055i,-0.00039728-0.00027312i,-0.00095915-0.00017369i,-0.00097657-0.00079575i,-0.00091358-0.00051654i,-0.00098429-4.4724e-05i,-0.0013529-5.9838e-05i,-0.0015361+0.00051613i,-0.001603+0.00093568i,-0.0006398+0.00043327i,0.00065216-0.0001038i,0.00052607-0.00039611i,-0.00030302+0.00017458i,-0.00045279+0.00041951i
-0.00087593-0.00086356i,-0.00077744-0.00094759i,-0.0017597-0.00048656i,-0.0020292+0.00011591i,-0.0021114+0.00011623i,-0.0020443-0.00013138i,-0.0014314-7.5376e-05i,-0.00077983+5.9131e-05i,-0.0011792+3.7576e-05i,-0.0014747-0.00071968i,-0.0008679-0.001467i,-0.0010377-0.0018409i,-0.0010462-0.0016045i,-0.00067146-0.00051835i,-0.00053172-0.00054518i,-0.00030649-0.0014522i,-0.00014752-0.00163i,-9.6229e-05-0.00062705i,0.00010552+4.5154e-05i,0.00041307-0.00011057i,0.00020986-0.00059705i,8.8389e-05-0.00084215i,5.2089e-05-0.0010547i
-8.3844e-05-0.00026804i,-0.0002742-0.00040749i,0.00031287-0.00075867i,0.00018006-0.00093981i,-0.0013048-0.00017268i,-0.0013873-0.00024648i,-0.0014135-0.00099767i,-0.0013987-0.0011795i,-0.0013402-0.0015209i,-0.0016227-0.001604i,-0.00096857-0.0012426i,-0.000602-0.00064538i,-0.0014267-0.00068541i,-0.0011423-0.0008355i,-0.00022999-0.00033408i,-0.00037972-0.00025699i,-0.0009688-0.00012553i,-0.0007613+0.00010869i,-9.8708e-05-5.1611e-05i,0.0003164-0.00039454i,0.00018231-0.00024447i,0.00045017+0.00030208i,0.00089187+0.00087757i
-0.0035645-0.00043819i,-0.0018675-0.00038377i,-0.0010669+0.00097417i,-0.00060109+0.0013202i,0.00021001+0.00055176i,0.00077958+0.00030084i,0.00053169+9.3645e-05i,-0.00094019-0.00016713i,-0.0025283-0.00037131i,-0.0024519-0.00045365i,-0.0013999-0.00031826i,-0.0007443-8.3573e-05i,-0.00058974-0.0005897i,-0.00036166-0.00084187i,0.00034022-0.00051828i,0.00099203+0.00022612i,0.001194+0.00038099i,0.00017601+0.00042075i,-0.00061978+0.00057703i,-0.00072653-6.6157e-05i,-3.7723e-05-0.00055678i,0.00066912+4.0062e-06i,0.00059834+0.00014226i
2.3123e-05+0.00046112i,0.00061686+1.3422e-05i,-0.00025989-0.00027491i,-0.00080643-0.00023746i,-0.00088542+7.8975e-05i,-0.001166-0.00046039i,-0.0011161-0.0014315i,-0.001038-0.0012877i,-0.00074396-0.00097363i,-0.00078081-0.00086143i,-0.00044535-0.00032815i,0.00044935-0.00020885i,0.0013863+0.00025008i,0.0020941+0.0003754i,0.0011199+0.00038553i,0.000599+0.00058138i,0.00040188+0.00062077i,-0.00046977+0.0003269i,-0.00090653-0.00041368i,-0.00052858-0.00039955i,-0.00061796-0.00011916i,5.7295e-07-0.00038832i,0.0011821-0.00034305i
0.002889+0.0026534i,0.0030786+0.00057257i,0.0042619-0.0010496i,0.0039926-0.0024291i,0.0013725-0.0040253i,-0.0012481-0.0035917i,-0.0019727-0.001455i,-0.0018502-0.00014532i,-0.0016335+0.00014667i,-0.00079168+0.0001517i,0.00031262-0.00013939i,0.00069857-0.00084159i,0.00062257-0.00049208i,0.00026254-0.0003127i,2.2626e-05-0.0013067i,-0.00010649-0.0012885i,-0.00065525-0.00045942i,-0.0014453+0.00029159i,-0.00090127+0.0005521i,-6.1922e-05+0.00081934i,-0.00011913+0.00070505i,0.00015044-0.00013427i,0.00028192-0.00032793i
-0.0008424+0.0013925i,0.00010174+0.0014477i,-0.00034734+0.00063219i,-0.00065601-0.00074555i,-0.00077954-0.00061151i,-0.0010502+0.00047869i,-0.0013398+0.00053575i,-0.0011159+0.00051167i,-0.0010717+0.00033263i,-0.0013895-0.00045106i,-0.00073058-0.00081855i,0.00059898-0.00092938i,0.0012478-0.00030341i,0.00132+0.00024179i,0.00058193+0.00036626i,-0.00069886+0.00088118i,-0.0011906+0.00099128i,-0.00042727+0.0011531i,0.00030773+0.00060483i,-0.00029763-0.00042185i,-0.0001039-0.0008121i,-9.4526e-05-0.00040738i,-0.00058312-0.00031026i
-0.0012682-0.00037344i,-0.0007627-0.0011222i,-0.00061101-0.0018897i,-0.0009419-0.0014896i,-0.0009687-0.0008492i,-0.00016472+0.00021818i,5.0104e-05+0.0012016i,-0.00050675+0.0013955i,-0.00054895+0.00097609i,-0.00091808+0.00017543i,-0.0011835-0.0007816i,-0.0009016-0.0016908i,-0.00016514-0.0018387i,0.00015478-0.0010279i,-0.00024995-0.00034168i,-0.0010419+0.00038011i,-0.00090171+0.0011711i,-0.00035088+0.0019424i,-0.00024084+0.0013397i,-0.00021066+0.0008489i,0.00018586+0.00054317i,0.00040078+0.00041532i,0.00030564+0.00013966i
-8.6796e-05-0.0022399i,-0.00030244-0.0026237i,-0.00071145-0.0035159i,-0.00088747-0.0034003i,-0.00097923-0.0026517i,-0.00057289-0.0020003i,-5.3242e-05-0.00092949i,-0.00057004-0.00049995i,-0.0013639-0.00082181i,-0.0017514-0.0018013i,-0.0017519-0.0026049i,-0.0015663-0.0020593i,-0.0014736-0.00177i,-0.0016544-0.001241i,-0.0015754-2.6468e-05i,-0.001526+0.00041716i,-0.001409+0.00056862i,-0.00055128+0.00054353i,-0.00024057-3.8813e-05i,-0.00032551-0.00064554i,0.00040429-0.0010608i,0.00042738-0.00089043i,-6.2902e-05-0.00026213i
-1.3621e-05+0.0011567i,0.00044546+0.0010131i,3.9538e-06+0.0012992i,0.00015706+0.00082983i,0.00070314+0.00014146i,0.0011898-0.00072477i,0.00044823-0.0014192i,-0.00039297-0.00095645i,-0.00065404-0.00022016i,-0.00099128+4.8048e-05i,-0.001341+0.00010988i,-0.001201+5.4941e-05i,-0.00050756+0.00026225i,-0.00017446-3.8681e-05i,-0.0010197-8.4506e-05i,-0.0016984-0.00054477i,-0.0011853-0.00045043i,-0.00070286-5.3877e-05i,-0.00063571-0.00070028i,-9.5711e-05-0.00063575i,-0.00012991-0.00035581i,0.0002937+9.7038e-06i,0.00076375+0.00062839i
-0.0021889+0.0001693i,-0.0011522-6.5868e-05i,-0.0016768+0.0011144i,-0.0019569+0.001491i,-0.0018778+0.0010802i,-0.0019173-4.6429e-07i,-0.0017666-0.00053293i,-0.0014609-6.9744e-05i,-0.0017896+0.0007301i,-0.0015107+0.00091792i,-0.00038605+0.00068245i,0.00023853+0.00028951i,0.00053759+0.00028074i,2.6488e-05+0.00052014i,-0.00046549+0.0002557i,-0.00090031+0.00028712i,-0.0011694+0.00073368i,-0.0011128+0.00077203i,-0.0004905+0.00015493i,0.00025781+3.9853e-05i,0.00034214+0.00035983i,0.00058925-6.0131e-05i,0.00047744-0.00050203i
0.0012789+0.00054825i,0.0011663-0.00011532i,0.0011086-0.00064451i,5.8207e-05-0.00083929i,-0.00052025-0.0007491i,-0.0011935-0.00068874i,-0.0014128+0.00026744i,-0.00088387+0.000945i,-0.0009481-0.0001984i,-0.00085726-0.00088331i,0.0001087-0.00057869i,0.00076049-0.00039187i,1.9868e-05-0.00021899i,-0.00019115-7.1269e-05i,-2.0397e-05-1.0491e-05i,-0.00035668+4.7062e-05i,-0.00087571+0.00028105i,-0.00064579+0.00020394i,0.00017568-0.00011245i,0.00028505-0.0002657i,0.00040881+0.000289i,-4.3271e-05+0.00060124i,-0.00019033+0.0006089i
0.0011518-0.00025304i,0.0016402+4.457e-05i,0.0016867+0.00016931i,0.0017115-0.000877i,0.001703-0.0017175i,0.00068721-0.0017185i,-0.00089988-0.0011343i,-0.0017772-0.0010947i,-0.00091697-0.0014485i,0.00048429-0.0006608i,0.0016501-0.00068156i,0.0019386-0.0019853i,0.0010772-0.0014974i,0.00045113-0.0008944i,0.00077831-0.0014661i,0.00045872-0.0012536i,-0.00036948-0.00082682i,-0.00054356-0.00058482i,-0.00093854-0.00038536i,-0.0010313+0.00025608i,0.0001374+0.00047562i,0.00067253+0.0003933i,0.00031921+0.00070844i
-0.00032147-0.00053896i,-2.2067e-06+0.0014466i,-1.1123e-05+0.0013255i,-5.2486e-05+0.00069162i,0.00069979+0.00034469i,0.00060978-0.00014088i,-0.00019752-0.00077879i,-0.00047346-0.0012614i,-0.0011838-0.0016141i,-0.0010725-0.0017657i,-0.00015484-0.0019793i,-0.00060872-0.0022519i,-0.0012099-0.0018309i,-0.00043952-0.0015928i,0.00046039-0.0014701i,0.00057186-0.00074678i,-5.8417e-05-0.00066757i,-0.00076048-0.00053972i,-0.0009353+0.00040643i,-0.0007465+0.00091847i,-0.00038957+0.00080403i,0.00022163+0.00024397i,0.00045655+3.1917e-05i
0.00017988+0.0009927i,-0.00022914+0.00093331i,-8.8163e-05+0.00073641i,0.00026155+0.00015416i,-0.00029252-0.00079524i,-0.0012776-0.0015301i,-0.0011722-0.0013645i,-0.00094355-0.00038022i,-0.0012036+0.00029809i,-0.00049696-0.00046214i,0.00018555-0.0012892i,-0.00015481-0.00094855i,-0.00096862-0.00083618i,-0.0011466-0.00083186i,-0.0010469-0.00062604i,-0.0006982-3.4006e-05i,-0.00084029+0.0010366i,-0.00071341+0.00078848i,-0.00077079+4.0733e-05i,-0.00096127-0.00057177i,-0.00072896-0.0010715i,-0.00066302-0.00075529i,-0.00042374-0.00031092i
0.0013124-0.00015389i,0.00089516-0.00084303i,0.0017097-0.0020823i,0.00082497-0.0023798i,-0.0012494-0.0018558i,-0.0021472-0.0013634i,-0.0012698-0.00024818i,-0.00051222+0.00041702i,1.7119e-05+0.00062336i,0.00031736+0.00043595i,-0.00046395+0.00016743i,-0.0011821-0.00034747i,-0.00088342-0.00084411i,-0.0003991+0.00018853i,-0.00018214+0.0011037i,-0.00014936+0.00093116i,0.0001008+0.001048i,0.00061097+0.0015103i,0.00050861+0.0012642i,-0.00014301+0.00025969i,0.00033456-0.00041353i,0.00046427-0.0007121i,-0.00014235-0.00099208i
-0.0021176-8.6531e-05i,-0.00038151+0.0007294i,-0.00054538+0.0021066i,8.9652e-05+0.002043i,0.00080397+0.0016803i,-0.00029379+0.0011259i,-0.00086288+0.00039261i,-0.00039486+8.5111e-05i,-0.0011965+0.00041185i,-0.0006932+0.0014469i,0.00073538+0.0016518i,0.00058719+0.00051901i,0.00048439+0.00024892i,0.00042736+0.00048954i,-6.2457e-05+0.0010303i,6.2648e-05+0.001146i,0.0002829+0.0010622i,0.00054884+0.0012939i,0.0003729+0.0011712i,0.00039071+0.00061708i,0.00072113+1.51e-05i,0.00061617-0.00034281i,0.0003502+0.00031887i
0.0016157-2.7551e-05i,0.00097714-0.001211i,0.00045619-0.0014791i,0.00034047-0.0011601i,0.00020295-0.0014106i,-0.0002747-0.0024535i,-0.00035934-0.0015812i,-0.00058783-0.00013745i,-0.0011641+0.00031435i,-0.0009495+0.00013127i,-0.00049284-0.00075132i,-0.00020811-0.00077008i,0.00045461-0.00031277i,0.00050509+0.00033583i,8.6311e-05+0.00090508i,0.00014021+0.00092206i,0.00026504+0.00091966i,-3.6681e-05+0.0006022i,-0.0010329+0.00031518i,-0.0011795-4.747e-06i,-3.671e-05-0.00012886i,-7.3047e-05+0.00043758i,-0.00083296+0.00072426i
-0.0014513+0.0016511i,-0.0015051+0.0012345i,-0.00027844+0.00077836i,0.00084515+0.00070303i,0.00045631-0.00026032i,-0.00047632-0.00091039i,-0.0011172-0.00032448i,-0.0016966+0.0006276i,-0.001207+0.00066969i,-0.00088771+0.00010596i,-0.00044658-0.00079706i,0.000741-0.0014002i,0.001392-0.001413i,0.0010964-0.0013773i,0.00029511-0.0011346i,-0.00051044+6.6895e-05i,-0.0010258+0.0014741i,-0.001237+0.0015524i,-0.0013795+0.0012081i,-0.0010335+0.0003768i,-0.00035255-0.00067982i,0.00030866-0.00067523i,0.00049241-0.00018901i
0.00094285+0.0020629i,0.0012614+0.0017741i,0.0017531+0.0028925i,0.0019926+0.0014254i,0.0015165-0.00032416i,0.00012234-0.0013394i,-0.0002759-0.001597i,-0.00029005-0.0010195i,-0.0010149-0.0012733i,-0.0008997-0.0015188i,0.00011025-0.0011444i,0.00027442-0.0011269i,-0.0003155-0.0013643i,-0.00088952-0.0011915i,-0.0010094-0.00066506i,-0.0010023-0.00060404i,-0.0016243-0.00051065i,-0.0021634-0.00023322i,-0.0011557+0.00051656i,-0.00058797+0.00065577i,-0.00044226+0.00038702i,0.00023982+7.5464e-05i,0.00031076-0.00075155i
0.001503-0.00066574i,0.0012637-0.00070569i,-0.00023668-0.0014937i,-0.001729-0.0019655i,-0.002133-0.001011i,-0.0022214-0.00062457i,-0.0017756-0.00052803i,-0.0021698-0.00019393i,-0.002748-0.0014869i,-0.0026474-0.0024133i,-0.0015262-0.0017857i,-0.0003832-0.0010024i,-0.00044216-0.00021464i,-0.00080961+0.0001216i,-0.0005817-0.00024449i,-0.00019492-0.00090219i,-0.00029132-0.00074822i,-0.00077951+0.00048689i,-0.0012601+0.0011018i,-0.0012725+0.00074687i,-0.00073054+0.00058991i,-0.00028775+0.00056192i,-0.00023026+0.00074612i
-0.0001309+0.00043977i,-0.0010671+0.00087687i,-0.0015359+0.0011097i,-0.0013362-0.00021988i,-0.00086923-0.0008598i,-0.0016464+0.00032104i,-0.0021585+0.00073004i,-0.0015754-1.2015e-05i,-0.001693-0.00053085i,-0.0017197-0.0016711i,-0.00048733-0.0017697i,0.00037759-0.00043402i,0.00037978+9.3646e-05i,-6.2055e-05+0.00036285i,-0.00079856+0.00052975i,-0.00092137+9.4299e-05i,-0.00086243+0.00044426i,-0.0012025+0.00031632i,-0.00086245+1.7038e-05i,-0.00016255-9.0737e-05i,-0.00019552-0.00061258i,-0.00038162-0.00011857i,-0.00051814-0.00015394i
9.5341e-05-0.00028076i,-0.00025104+0.00024918i,-0.00076609-0.00017979i,9.9073e-05-0.0023701i,0.00026819-0.0031581i,-0.0013191-0.0013039i,-0.0023057-0.00020447i,-0.002106-0.00043697i,-0.00091144-0.00086571i,-0.00011697-0.0011206i,0.00028357-0.00082338i,0.00025753-0.0003018i,-0.00034655+0.00016982i,3.7894e-05-5.1611e-06i,0.00057102-0.00031749i,-2.6992e-05-0.00041043i,-0.0003927-0.00022634i,5.7046e-05+0.00031155i,-8.6113e-05+0.00011093i,-0.00011921-0.0002623i,6.3941e-05+0.00034387i,-4.856e-05+0.00072919i,-0.00042097+0.00081136i
0.001542-0.00048042i,0.002303+0.0003092i,0.0019104+0.00062204i,9.1067e-05+0.00027959i,-0.00027894+0.00020021i,-0.00022495+7.0434e-05i,-0.0013103-0.0002822i,-0.00099912+1.2258e-05i,-0.00019897+0.0002369i,0.00039459-5.1293e-05i,-0.0002091-0.00099266i,-0.0004661-0.0015639i,0.00083433-0.0014018i,0.0010397-0.0015804i,0.00023597-0.0017783i,0.000232-0.0015075i,0.00037656-0.0012547i,0.00053266-0.00046124i,0.00087026+0.00041238i,0.00075815-0.00032353i,0.00055787-0.001017i,1.8851e-05-0.00037061i,-0.00074015-0.00011103i
0.0018023+0.00036534i,0.0011571+5.6529e-05i,0.00037633-0.0013847i,0.00046079-0.001823i,-0.00028889-0.00055839i,-0.0017094-0.00040239i,-0.0014305-0.00044929i,-0.00031333-0.0004969i,0.00024391-0.0001759i,0.00013036-0.00026893i,0.00013857-0.0008173i,-0.00038844-0.00057556i,-0.00027392-0.0010643i,-0.00020501-0.0013342i,-0.00019139-0.0014768i,3.0222e-05-0.0016647i,-0.00033583-7.6321e-05i,-0.00076899+0.00037661i,-0.0006474-0.00079125i,-0.00025628-0.0010104i,8.6923e-05-0.00061344i,0.00013397+0.00010656i,-0.00029877+0.00065684i
0.0027608-0.00068431i,0.0021533-0.0021573i,0.0019471-0.0023191i,0.0017294-0.0025444i,0.00036328-0.0029737i,-0.0017485-0.0021167i,-0.0017031-0.00064777i,-0.00063202-0.00019409i,0.00077296-2.4816e-05i,0.00069002+0.00016783i,-2.4434e-05-0.0002539i,0.00013378-0.00077044i,-0.00045561-0.0014197i,-0.00087934-0.0019114i,-0.00052452-0.0014404i,-5.2853e-05-0.00040375i,-0.00066098+0.00078962i,-0.00069346+0.00094142i,-0.00038884+0.00074829i,-0.00084448+0.00082319i,-0.00082915-0.00012231i,-0.0011438-0.00090208i,-0.0012958-0.0010114i
-0.00072812+0.00036607i,-0.00086755+0.00042441i,-0.00161-6.0313e-06i,-0.0020561+0.00010646i,-0.0020465+0.00053177i,-0.00043665-6.6348e-05i,0.00023275-0.00013143i,-0.00067814+0.00033554i,-0.0016637+0.00062469i,-0.0017242+0.00046266i,-0.00073048+0.00021853i,0.00017483-3.7337e-05i,0.00034042-0.0002848i,0.00041963+0.00030116i,0.00062361+0.00068573i,-0.00010566+0.00051287i,-0.0005342+0.00090425i,-0.00097671+0.0020924i,-0.0012681+0.0021618i,-0.00060377+0.0013035i,-0.00039896+0.0004417i,-0.0011723+0.00018822i,-0.0015428+0.00016148i
0.0011224+0.0005563i,0.0014153+0.00048708i,0.0017013-0.00047303i,0.001143-0.0010388i,7.3694e-05-0.00088652i,-0.00034709-0.00044519i,0.00024239-5.0704e-05i,0.00011732+0.0010512i,-0.00064545+0.00047288i,-0.0011221-0.00053561i,-0.0013463-0.00077187i,-0.00099509-0.00074459i,-0.00081381-0.00098753i,-0.00040623-0.00052915i,0.00026368+0.0014294i,-6.1458e-07+0.0026979i,-0.00074551+0.0025632i,-0.0010029+0.0012983i,-0.001343-0.00016706i,-0.0015518-0.0010778i,-0.00065474-0.00067533i,0.00063694+0.00021922i,0.00018656+0.00043017i
-0.0020974+0.0025893i,-0.0028887+0.0020664i,-0.0017502+0.0024497i,-0.00038134+0.0021497i,0.00012687+0.0011819i,0.00050804-9.8263e-05i,9.9812e-06+7.1931e-05i,-0.0010382+0.00091875i,-0.0022459+0.00065608i,-0.0026257-0.00021442i,-0.0011928+4.4852e-05i,0.00076278+0.00016298i,0.0010324-0.00027267i,0.00089438-0.00012554i,0.001687+0.00034567i,0.0015294+0.00030827i,0.00023249+0.00023198i,-0.00062324-0.00014131i,-0.00039843-0.00067939i,9.3299e-05-0.0004008i,-0.00021065-0.00057027i,0.00043156-0.00053959i,0.0012381-0.00050516i
0.0011118+0.001596i,0.00086116+2.783e-05i,0.0022377-0.0010278i,0.0023125-0.0018552i,0.00062699-0.0027521i,-0.00099582-0.0020382i,-0.0023319-0.00045434i,-0.0030097+0.00061031i,-0.0029749+0.00075218i,-0.0023733-0.00025249i,-0.0015817-0.00091683i,-0.00044066-0.00061367i,0.00047598-0.0010551i,0.0004558-0.0018436i,-0.00067022-0.0010494i,-0.0016913-0.00033164i,-0.0019154-0.00049855i,-0.0013472-0.00015462i,-0.0003241+0.00013376i,0.00028509+0.00013672i,0.00033821-0.00038123i,0.00064111-0.00053562i,0.00039586+0.00029531i
0.001374+0.00028274i,0.0014915+0.00066305i,0.002288-0.00018809i,0.0014674-0.0010438i,-7.1661e-06-0.0011089i,-0.0012857-0.00041044i,-0.0028566+0.0003778i,-0.0031201+0.00014795i,-0.0026002-0.0011107i,-0.0011842-0.0024593i,0.0001151-0.0025637i,0.00028342-0.0017374i,-0.00094159-0.001049i,-0.0015906-0.0021663i,-0.0016881-0.0021679i,-0.002862-1.2761e-05i,-0.0033081+0.00075976i,-0.0023508+0.00047295i,-0.0012727-0.00035227i,-0.0011635-0.00085736i,-0.0010375-0.000255i,-0.00056838+0.00060678i,-8.8259e-05+0.00043598i
-0.00080895-0.0017974i,0.00017611-0.0013331i,-0.00054949-0.000633i,-0.0016393-0.00042785i,-0.0017514-0.00040478i,-0.0012341-0.00025689i,-0.00076377+0.00028318i,-0.00067875-0.00066655i,-0.00052775-0.0024649i,-0.00032621-0.0027985i,-2.2133e-06-0.0028109i,-0.00037275-0.0026789i,-0.0017711-0.0012378i,-0.0027811-0.00053968i,-0.0020218-0.00033526i,-0.0019283+0.00074136i,-0.002526+0.0012938i,-0.0021379+0.0010437i,-0.00089372+9.4878e-05i,0.00050705-0.00043558i,0.00040705+0.00040103i,-0.00022738+0.0012934i,0.00017061+0.0010983i
-0.00052914+0.00020331i,0.00065475-5.8643e-05i,0.00041771+0.00062875i,0.000168+0.00014078i,0.00014226-0.0014039i,-0.00060928-0.0013783i,-0.0014254-0.0016414i,-0.0017723-0.0020502i,-0.00095503-0.001472i,0.00036201-0.001265i,0.0009077-0.0019703i,-0.00023163-0.0023634i,-0.0013508-0.001905i,-0.0011504-0.00020501i,-0.00052798+0.0007547i,-6.723e-06+0.00037071i,0.00023604+0.00016421i,8.431e-05+0.00035234i,-0.0001366+9.5439e-05i,0.00085058+4.3906e-05i,0.0011092+0.00079341i,0.00030563+0.0010458i,0.00075334+0.00069384i
0.0019915+0.00045253i,0.0024471-0.00089449i,0.0021808-0.001825i,0.0016717-0.0013999i,-7.1904e-05-0.0020317i,-0.0010465-0.0020725i,-0.00073492-0.00073941i,-0.0001751-0.00078194i,0.00061287-0.0012833i,-7.7917e-05-0.0011971i,-0.0012882-0.0016232i,-0.0013055-0.0011445i,-0.00054101-0.00010086i,0.00040423+0.00086196i,0.00062547+0.00069561i,0.00026855-0.00031125i,0.00017923-0.00015638i,-5.3707e-05+5.6925e-05i,-0.00053756-0.00056542i,0.00032178-0.00071416i,0.00068969-5.9674e-05i,0.00023718+0.00051625i,-3.7538e-05+0.00055592i
0.0011841-0.00014642i,0.00091685-0.0010486i,0.0014367-0.001505i,0.00070907-0.0018237i,-0.00059753-0.0020299i,-0.0011598-0.00093341i,-0.00071143-0.00025573i,-6.5102e-05-0.00042122i,-0.00011866+6.147e-05i,-0.00083526+0.00024871i,-0.0011211+0.00075526i,-0.00043617+0.00078985i,0.00091051-0.00038532i,0.0013671-0.0016095i,0.00079781-0.0028103i,-0.0001278-0.0032852i,-0.0013569-0.0026269i,-0.0019251-0.0013863i,-0.0023532+0.00034576i,-0.0020148+0.0002631i,-0.00089184-0.00066911i,-0.00016775-0.0010642i,-0.00029686-0.00096151i
-0.0023557+0.00050682i,-0.0022887+0.00076105i,-0.0029039+0.001232i,-0.0028119+0.0013823i,-0.0022347+0.0013578i,-0.0016577+0.0003007i,-0.00067053-0.0011275i,-0.00050944-0.00024843i,-0.0017184+0.0013161i,-0.0017349+0.0018347i,-0.00030312+0.0015264i,0.00093896+0.0011418i,0.0021407+0.00055065i,0.0014129-0.00060844i,-0.00019597-0.0011931i,-0.001365-0.00065014i,-0.0021085+0.0001943i,-0.0022145+0.00015572i,-0.0019115+8.4441e-05i,-0.0014506+0.00088431i,-0.0015692+0.00084368i,-0.0020323+0.00012943i,-0.0013367-0.00040134i
0.00013769-0.00099506i,-0.00014387+0.00034673i,-0.0011802-2.9643e-07i,-0.0016242-0.00050935i,-0.0006649-0.00043633i,0.00022289-0.00026151i,0.00049407-7.0664e-06i,0.0007051-0.0001921i,0.0003098+5.2214e-05i,-0.00063251+0.00022371i,-0.00045773+9.3021e-06i,0.00028309-0.0004429i,0.00084796-0.00082939i,0.0002505-0.00060045i,-0.00066837-0.0004439i,-0.0010798-7.9202e-05i,-0.0015006+0.0010677i,-0.0016006+0.0014773i,-0.00095147+0.0012913i,-0.00027707+1.1238e-05i,-0.000479-0.0016731i,-0.00029399-0.0015426i,-0.00071174-0.00066178i
