-0.0038598-9.7256e-06i,-0.0033354+0.00015179i,-0.0035475-3.6759e-05i,-0.0044353+0.00078314i,-0.004852+0.0018571i,-0.0029923+0.0020954i,-0.0017538+0.0021203i,-0.0013972+0.0021065i,-0.00090561+0.00089615i,-0.00025455+0.00015371i,-4.005e-05+4.1514e-05i,1.7379e-05-0.0005421i,-0.00024833-2.5676e-05i,-0.00074684+0.0007046i,-0.00086566+0.00023916i,-0.00084552+8.8841e-05i,-0.00057724+0.00044137i,-0.00017983+0.00011468i,0.00040618+0.00016109i,0.00058522+0.00016237i,-0.00017763-0.00030233i,-0.00037443-0.00027298i,0.00017973+0.00014759i
-0.0007928+0.0020779i,-0.00089276+0.0023797i,-0.00041372+0.0019528i,3.1927e-05+0.00057278i,-5.9646e-05-0.00077867i,-0.00054121-0.00095135i,-0.00043985-0.0004044i,-0.00050301-0.00013267i,-0.0015868-0.00012066i,-0.0016009-0.00017039i,-0.00024581+0.00026872i,0.00040765+0.000218i,0.00039505-2.7896e-05i,0.00078333+0.00063447i,0.00048485+0.00076304i,-0.00087636+0.00067305i,-0.00082071+0.00087003i,-0.00053025+0.00045941i,-0.00062983-0.00088418i,-0.00066914-0.0011883i,-0.0010518-0.00070997i,-0.00029624-0.00036647i,0.000508-0.00010562i
0.0010386+0.00083932i,0.0012753-8.477e-05i,0.0006657-0.00038557i,-0.00032843-0.0011454i,-0.0014016-0.0018525i,-0.0018303-0.00032967i,-0.0014063+0.00037625i,-0.0015799+0.00014761i,-0.0018849+0.0001739i,-0.0014201-0.00027387i,-0.00056698-0.00049993i,0.0002685-0.00011775i,-0.00069344+0.00013206i,-0.0014285-0.00048613i,-0.0013082-0.00063476i,-0.00092378-0.00020755i,-0.00035655+0.00054819i,-0.00026663+0.00098136i,-0.00089029+0.00077032i,-0.001612+0.00020016i,-0.0017793-0.00091956i,-0.0012861-0.0010067i,-0.00012704-0.00020616i
0.00089543-0.00061608i,0.0001286+0.00076174i,-6.3509e-05+0.00056322i,0.00013185-0.00036745i,7.547e-05-0.00043796i,-0.00029932+0.00011928i,-0.00027834+0.00047945i,-0.00078045+0.00020887i,-0.0013689-0.00017202i,-0.0018182-0.00048881i,-0.0023256-0.00079254i,-0.0023004-0.0012116i,-0.0019339-0.0012934i,-0.0010338-0.00075249i,-0.00091075-0.00068084i,-0.0011818-0.0014902i,-0.00087196-0.0013023i,-0.0008165-0.00048199i,-0.00038933-0.00016714i,4.388e-05+0.00049034i,-0.00046356+0.00063526i,-0.00078461+0.00021961i,-0.00018986+0.00046422i
-0.00012971+0.0012751i,-0.00084106+0.0011962i,3.7463e-05-0.00022279i,0.00037205-0.001095i,9.5566e-05-0.0014605i,-0.00022281-0.0017005i,-0.001225-0.0016218i,-0.00099733-0.00097732i,-0.00091757-0.00011078i,-0.0023858+0.00010201i,-0.0017108-0.00039356i,-0.00035883-0.00054963i,-2.1301e-05-0.00046249i,0.00048983-0.00054057i,0.00052558-0.00025197i,-0.00050269+0.00017293i,-0.0015434+0.00024254i,-0.0017386+7.3841e-05i,-0.0012202+0.00061701i,-0.00076573+0.00022953i,-0.00049346-0.00080412i,-0.00028543-0.0010598i,0.00067799-0.00042643i
0.0020203+0.0013418i,0.0016606+0.00032365i,0.0026158-0.00084948i,0.0020097-0.0018292i,0.00043426-0.0012792i,-0.00066698+0.00043658i,-0.0013121+0.00073711i,-0.0017126-7.7919e-05i,-0.0012768-0.00045893i,4.3022e-05-0.00034446i,0.00016621+0.00024656i,-0.00034197+0.00010436i,9.4694e-05-0.00051843i,0.0010576-0.00054631i,0.0011974-0.0010643i,0.00058908-0.0010253i,-0.00037747-0.00057758i,-0.00017836+3.9707e-05i,0.00053925+0.00016086i,0.00044517-0.00051424i,0.00036172-0.0012585i,0.00074444-0.0010145i,0.00080703-0.00028782i
0.0021716-0.001567i,0.0006825-0.0019387i,-0.00032738-0.0019716i,-0.0008063-0.00216i,-0.0016889-0.0015931i,-0.001674-5.4099e-05i,-0.0013531+0.00028839i,-0.00091812+0.0005611i,-0.00075172+0.00070076i,-0.00055538+0.00040951i,-0.00017775+0.00032883i,-0.00054851+0.00013273i,-0.00051986-0.00034573i,0.0002096-0.0010489i,0.00046785-0.00078934i,-0.00020524-0.00039193i,-0.0012056-0.00050194i,-0.00093153-0.00024207i,-9.2491e-05+5.8992e-05i,8.8212e-05-0.00018851i,-0.00045018+7.4818e-05i,-0.0011512+0.00030313i,-0.00057091+7.461e-05i
0.00091961+0.0013169i,0.0016099+0.0016549i,0.0031867+0.001801i,0.0027754+0.0005427i,0.0013715-0.0010925i,0.00092149-0.0010332i,0.00055601-0.00021525i,-0.00024045-0.00036039i,-0.0006723-2.4189e-05i,-0.00034262+0.00056432i,-0.00028475+0.00035282i,-0.00051106-0.00014972i,-0.00018037-0.00086338i,1.7082e-05-0.0011279i,-0.00035233-0.00083373i,-0.00052358-0.00084647i,-0.00019234-0.00052428i,-0.00025048-0.00029284i,-0.00020845-0.00014086i,-0.00032251-0.00035946i,0.00018488-0.00091072i,0.00066823-0.00053317i,0.00077651+0.00010556i
-0.0026217+0.0018698i,-0.0024275+0.0025539i,-0.0020989+0.0021818i,-0.0013133+0.0019032i,-0.00064779+0.0024711i,-0.00050292+0.0010556i,-0.0010302-0.00060608i,-0.0017653-0.00044795i,-0.0022035+0.00034725i,-0.0014807-5.2423e-05i,-0.00023344-0.00090636i,0.00032495-0.00074025i,-2.6985e-05-4.2871e-05i,0.00047376-7.2826e-05i,0.0013534+1.4384e-05i,0.0007102+0.00039428i,0.00012153+0.00064276i,-0.00011227+0.00094551i,-0.00032317+0.00072221i,0.0004588+6.8804e-05i,0.0010674+0.00018513i,0.0010394+0.00012101i,0.00095403-0.00012287i
-0.0005482-0.00037634i,-0.00061989-0.00047791i,-0.0013525-0.00049371i,-0.0013244-0.0010587i,-0.00028599-0.001192i,-0.00038382-0.0014625i,-0.00090066-0.0013689i,-0.00070157-0.00026398i,-0.0011079+4.6876e-05i,-0.0013455-0.00036654i,-0.00057076-0.00029173i,-0.00017655-0.00011811i,-0.00013657+0.00035528i,0.0002865+0.00063608i,0.00016559+0.0005295i,-7.0903e-05+0.00078997i,0.0002688+6.0167e-05i,0.00069797+0.0001258i,0.00019914+0.00039744i,3.6313e-05-0.00016454i,0.00025336-0.00026223i,-0.00014752+0.00027851i,-0.00021388+0.00050176i
-0.0025259+0.00093351i,-0.0010369-0.00010822i,-0.0004622+0.00025907i,-0.00090205+0.0011362i,-0.00069045+0.00050929i,-0.0005388-9.6586e-05i,-0.0012469-0.00011519i,-0.0014284-5.07e-05i,-0.00072139-0.00048245i,0.00017239-0.00062591i,-0.00057983-0.00037088i,-0.0010458-0.00048613i,-0.00030269+0.00036437i,-0.0010043+0.00072036i,-0.0012197+1.8547e-05i,-0.00033857-0.00017638i,0.00010929+0.0002697i,-0.00030166+0.00048226i,0.00012597+0.00059799i,0.0002108+0.00029115i,-0.0006198-0.00027019i,-0.00068214-2.2927e-05i,-0.00013912-1.3153e-05i
-0.00123+0.00017892i,-0.0011249+0.00096201i,-0.0012059+0.00083507i,-0.0015489-2.5258e-05i,-0.0015771-0.00063367i,-0.0013007-0.00032857i,-0.00094804-0.00036418i,-0.00042596-0.00066186i,-0.0004237-0.00054208i,-0.00061399-0.00061693i,-0.0011123-0.00082761i,-0.0019699-0.00086642i,-0.0015239-0.00021202i,-0.00068971+0.00096475i,-0.00086264+0.00052266i,-0.00052209+0.0001774i,0.000141+0.0014745i,-0.00024082+0.0020764i,-0.0006135+0.0015783i,-0.00067503+9.5956e-05i,0.00030086-0.00070216i,0.00041535-0.00036819i,-0.00077757-0.0001942i
0.00016637-0.00096956i,-0.00042667-0.00037092i,-0.0013286-0.0006441i,-0.0019432-0.0015846i,-0.0019205-0.0013957i,-0.00045039-0.00095362i,-0.00047817-0.00094092i,-0.0013027-0.0013361i,-0.0015307-0.00127i,-0.0011785-0.00030511i,-0.00017636+9.7773e-05i,0.00012304-7.4181e-05i,-0.00019064-0.0003659i,0.00020671-0.00059206i,-0.00013759+0.00010047i,-0.00035628+0.00093069i,-0.000523+0.0011179i,-0.0016117+0.00024253i,-0.0015069-0.00048763i,-0.00023568-0.00045228i,0.00014034+0.00016648i,-0.00044745+0.00084238i,-0.00044981+0.0002386i
-0.0006723+0.0015348i,0.00025514+0.0014814i,-0.00010783+0.0026076i,0.00019991+0.0025071i,0.00022715+0.00097844i,0.00035426+0.00013315i,0.00055777-6.8554e-05i,-0.00025755+0.00046794i,-0.00080361+0.00047587i,-0.00047788+0.00029116i,-0.00050475+0.0007996i,-0.0007353+0.00051407i,0.00012255+0.0003024i,0.00061089+0.00029138i,0.00013891+6.5637e-06i,-0.00062584+0.00016044i,-0.00087227+0.00031412i,-0.00066162+0.00021387i,-0.00064942+0.00029492i,-0.0012066+0.00055843i,-0.0013035+0.00044421i,-0.00045001-8.0239e-05i,0.00021766-0.00093922i
0.0026904-0.0013161i,0.001499-0.0023514i,0.00065405-0.0029701i,-0.00067701-0.0031151i,-0.0012931-0.0028195i,-0.0016429-0.0014506i,-0.0017533-0.00046897i,-0.0010559+0.00038551i,-0.00082318+0.00022518i,-0.00063972-0.00023724i,-0.00050621-0.00075769i,-0.00054898-0.0012579i,-0.0002864-0.00095918i,-0.00021034-0.00114i,-0.00048515-0.0013566i,-0.001101-0.00083168i,-0.00085128-0.00058044i,1.7279e-05-7.5613e-05i,8.9688e-05+0.00088929i,-0.00024102+0.00069246i,-0.00063821-0.00031745i,-0.0002696-0.00092854i,0.00043803-0.00098738i
0.00090312+0.0010102i,8.6321e-05+0.0011652i,-0.0002537+0.00061081i,0.0003506+0.00068379i,0.00068327+0.00087711i,0.00037778-0.00030712i,-0.00045603-0.0010364i,-0.0015966-0.00088814i,-0.0018472-0.00056173i,-0.00072588-0.00079855i,0.00047003-0.00091448i,0.00060879-0.0011172i,0.0005755-0.0017851i,7.6209e-05-0.0013793i,-0.00026592-0.00035328i,-0.00034263+0.0001143i,-0.00078322-1.5491e-05i,-0.00072942+0.00012454i,-0.00061851+2.7487e-05i,-0.00043112+0.00014332i,3.2098e-05-0.00031506i,0.00051298-0.00095951i,0.00025523-0.00024993i
-0.0011187+0.0017974i,-0.00076084+0.0016781i,-0.00092906+0.0021056i,-0.0010907+0.0018785i,-0.00033297+0.00035685i,-0.00047767-0.0012059i,-0.0018597-0.0013367i,-0.0017677-0.00048246i,-0.00087671+0.00018983i,-0.00096397+0.00026848i,-0.0010317-0.00015333i,-0.0011589-0.0003551i,-0.00058071-0.00061228i,0.00044701-0.001055i,0.00089393-0.0015119i,0.00010061-0.0011828i,-0.00037079-0.00056296i,-0.00012225+0.00017887i,9.7602e-05+0.00064403i,-0.00033854+0.00049279i,-0.00091465+7.5385e-05i,-1.2919e-05+2.0367e-05i,0.00071554+0.00028452i
0.002862+0.00037787i,0.0019636+1.8188e-06i,0.0017203-0.00081182i,0.0019995-0.0012469i,0.001031-0.0016426i,-0.00063602-0.0012944i,-0.0012164-0.00051572i,-0.0012095+0.00074227i,-0.00062691+0.0013527i,-0.00033152+0.00047011i,-0.00094895-0.00028268i,-0.00075648-0.00055428i,-0.00016713-0.00054907i,1.0463e-05-0.0004872i,-0.00025248-0.00021205i,-0.00046016+0.00053946i,-0.00074238+0.00068472i,-0.00095088+0.00025038i,-0.00052522-1.059e-05i,-7.3021e-05+0.00010638i,-0.00016908+5.1145e-05i,0.0004735-0.00032649i,0.00037204-0.00033024i
0.0010876+0.0025163i,0.0018558+0.002025i,0.0021321+0.00088804i,0.001398-0.00031156i,0.001142-0.0011137i,0.0005816-0.0016388i,-0.0001424-0.00093394i,-0.0010847-0.0001626i,-0.0013034+0.00027618i,7.7203e-05-5.8565e-05i,0.00060778-0.00039861i,-0.00025653-0.00063588i,-0.00018471-0.00061815i,0.00036578-0.00053166i,0.00036216-0.0012214i,0.00030914-0.001602i,0.00017621-0.00044718i,0.00025333+0.00056847i,0.00035755+0.000342i,0.00074033-0.00061805i,0.00089259-0.0012442i,0.00078252-0.0010017i,0.0013596-0.0006349i
-0.00062347-0.0014393i,-0.00049224-0.0016795i,-0.00060238-0.0020777i,-0.0012317-0.0018955i,-0.0024509-0.0005193i,-0.0026977+8.573e-05i,-0.0014815+0.00012745i,-0.00052454+0.00032687i,-0.00029474-0.00067643i,-0.00018835-0.0011075i,-0.00052247-0.0005745i,-0.00039389-0.00052255i,-4.302e-05-4.2644e-05i,4.1211e-05+0.0010897i,0.00054148+0.0014288i,0.0011529+0.00039781i,0.0011532-9.3154e-05i,7.2918e-05-0.00024795i,-0.00066997-0.00052008i,-0.00078417-2.4836e-05i,-0.0011159+0.00034411i,-0.0010067+0.00075511i,-0.00016734+0.00088398i
-0.00076798+0.0029761i,-4.7885e-06+0.0026337i,0.00034551+0.0021202i,0.00057535+0.0014133i,0.00041246+0.00025513i,-0.00045997-0.00067529i,-0.0012727-0.0014648i,-0.0018122-0.00099069i,-0.0019871-0.00022185i,-0.00036624-0.00015254i,0.00087266-0.00054521i,0.00033602-0.0007177i,-5.462e-05-0.00068017i,0.00029714-0.00074815i,-0.0001732-0.00046694i,-0.00079877+0.000517i,-0.00056937+0.0009539i,-0.00069516+0.00032194i,-0.00043834-0.00019398i,4.6969e-05-0.0005557i,0.00030565-0.0012821i,0.00052367-0.00091283i,0.00032476+8.9688e-05i
-0.000949-0.0003481i,-0.00075435+0.0001611i,-0.0010675+0.00068324i,-0.0017998+0.0015891i,-0.0016965+0.00069091i,8.0998e-05-0.00064662i,0.00068316-0.00018444i,-0.00062478+0.00022505i,-0.0017137-0.00023494i,-0.0014459-0.00085415i,-0.00091688-0.00047009i,-0.00087752-0.00050118i,-0.0008282-0.00064608i,-0.00059309-0.00042891i,-0.0008516-0.00035093i,-0.0014525-0.00019798i,-0.0011992+0.0001091i,-0.0007278-3.3701e-05i,-0.00065951-0.00013016i,-0.00010134-0.00035461i,0.00015064+0.00047276i,-9.8682e-05+0.0010832i,-5.7821e-05+0.00017259i
-0.00097169-0.0012262i,-0.00074556-0.00033276i,-0.00038005-0.0015629i,-0.0004092-0.0019704i,-0.0008323-0.001118i,-0.0010731-0.00060819i,-0.00028672-0.00074606i,-0.00035935-0.00043259i,-0.0007809-0.00039422i,-0.00078088-0.00085236i,-0.00066659-0.00027591i,-0.00061689+6.3058e-05i,-0.00080716-0.00035463i,-0.0013088-0.00031342i,-0.0010317+0.00014778i,-0.00040826+0.00063881i,-0.00013246+0.00042646i,7.3957e-05+0.00024026i,0.00029205-0.00014977i,0.00042867-0.00029295i,-2.7486e-05-0.0002553i,0.00019229-0.00012813i,0.00073278-0.00010865i
-0.00098419-0.001379i,-0.00080899-0.0010775i,-0.0017677-0.0005687i,-0.001791-0.00071701i,-0.00097805-0.00064075i,-0.00090332-0.00065134i,-0.00038394-0.001423i,-0.00014296-0.00077199i,-0.00078836-0.00028679i,-0.00088566-0.0012485i,-0.00054459-0.0017479i,-0.00058254-0.0019248i,-0.00067233-0.0012389i,-0.00044002-0.00045249i,-0.0007691-0.00046203i,-0.0014754-0.00088416i,-0.00085327-0.00038736i,2.8985e-05+9.312e-05i,0.0002868-2.3745e-05i,0.00038213+0.00023339i,0.0002045+0.00040556i,0.00039363-2.2174e-05i,0.001139-0.00062019i
-0.0010201+0.0021053i,0.0003874+0.0011796i,0.00020632+0.00025711i,0.0001935+5.4246e-05i,0.00040731+9.9314e-05i,-0.0003956+0.0001494i,-0.0011231+0.00018725i,-0.0012418+0.0004399i,-0.0017551+0.00037031i,-0.0012479+7.6559e-05i,4.9633e-05+0.00075483i,0.00057031+0.00071521i,0.00051542-0.00018823i,0.00058599-0.00043773i,0.00059828-0.00065479i,-0.0001453-1.4518e-05i,-0.00049147+0.00062316i,-0.00084504+0.00039279i,-0.00076763+0.00015186i,-0.000389-0.00022441i,0.00037943+8.7774e-05i,0.00065255+0.00044023i,0.00086106-0.00017247i
-0.0012987-0.00034978i,-0.0002448+0.0014918i,0.00030784+0.0011096i,-0.00025723-5.4561e-05i,-0.00059839-0.00026259i,-0.00025744-0.00045927i,-0.0003291-0.00062572i,-0.00093488-0.00078104i,-0.001552-0.00057845i,-0.001277-0.0012301i,-0.00046425-0.0012859i,0.00047392-0.00056565i,0.00016598-0.00049982i,-0.00040464-0.00032149i,-0.00056463+6.6149e-05i,-0.001268-7.1409e-05i,-0.00065196-0.00027364i,-4.0674e-05+0.00052905i,-0.00014412+0.0009788i,-0.00079201+0.0011133i,-0.00098519+0.00069589i,-0.00018381-0.00030647i,0.00011656-0.00044456i
-0.00019784-0.00064045i,0.00014288-0.00093184i,-0.0011348-0.0013197i,-0.0018921-0.00089392i,-0.0016561-0.0006461i,-0.00087065-0.00039381i,-0.00042336-7.4519e-05i,-0.0010647-0.00056963i,-0.00097264-0.001007i,-0.0003775-0.00020899i,-0.0001816-0.00010017i,-0.0005049-0.00065488i,-0.00096409-0.00066097i,-0.00054612-0.0001786i,4.2284e-05+0.0012415i,-0.00085952+0.001661i,-0.0011403+0.00085724i,-0.00036518+0.00017382i,-0.00063117-0.00035917i,-0.00044776-0.00052403i,-0.00044715-0.00048084i,-0.00099882-0.00052877i,-0.0010887+0.00013838i
-0.00073032-0.00081666i,-0.001129-0.0014573i,-0.0017919-0.0010943i,-0.0017949-0.00093829i,-0.0012355-0.0014665i,-0.00056303-0.00045412i,-0.00046014+8.7733e-05i,-0.0005909+6.7616e-06i,-0.0017142-0.00031334i,-0.0014499-0.00052444i,-0.00064241-0.00098647i,-0.00082472-0.0014261i,-7.3812e-05-0.0010337i,0.00062126-0.00033267i,0.00043463-0.00026359i,-0.00033137-0.00046756i,-0.00056576+0.0005338i,-0.00077949+0.00085194i,-0.00096718+0.00021599i,-0.00099639+0.000301i,-0.00054025+0.00061746i,-0.00017507+9.9202e-06i,-0.00016882-0.00060254i
-0.00055529-0.0028716i,-0.00052824-0.0022073i,-0.0011624-0.0016962i,-0.00089339-0.00023664i,-0.00089098-2.0976e-06i,-0.001242-0.000893i,-0.0013066-5.6941e-05i,-0.0015543+0.00047795i,-0.0018023-0.00043168i,-0.0010591-0.00050792i,-0.0010498+0.00028246i,-0.00080058+1.1e-05i,-0.00030912-0.00062806i,-0.00044659-0.00037361i,-0.00053706-0.00014295i,-0.00054231-0.00031153i,-0.00055463-0.00037463i,-0.00055659+8.2409e-05i,-0.00042594+4.7829e-05i,-0.00064027-0.00043071i,-0.00077466-0.00020489i,-0.00065991-0.00057229i,-0.00027928-0.00061451i
0.0019591+0.0019896i,0.0016015+0.0018448i,0.0030066+0.00083126i,0.0029535-0.00043349i,0.00079863-0.00043388i,-0.00060333-0.00058941i,-0.00065982-0.00022635i,-0.00072548-0.0006206i,-0.0012041-0.0011776i,-0.00060846-7.1575e-05i,8.8782e-05+0.00054931i,-0.00010517-0.00041281i,-0.00043636-0.0013902i,-0.00057283-0.0012089i,-0.00035992-0.00077935i,-0.0007352-0.00066945i,-0.00093519-0.00034704i,-0.0012403+0.00010214i,-0.0011814+0.00049201i,-0.00027683+0.00027891i,0.00011995-0.00036888i,-0.00034506-0.00063277i,0.00035964-0.00083147i
-0.0011175+0.0032494i,-0.00049738+0.0026229i,0.00064227+0.0023773i,0.00035549+0.001247i,-5.6747e-05-0.00010943i,0.00012406-0.00067426i,-0.00014294-0.00078297i,-0.0003402-0.00064916i,-0.00045906-0.00034058i,-0.00031051-0.0004697i,-0.00023331-0.00011744i,-0.00010784-0.00044673i,0.00034602-0.0013089i,9.4757e-05-0.00058443i,-0.00087949-7.7753e-05i,-0.0012435-0.00041054i,-0.0010617-0.00030304i,-0.00065048+0.00058505i,-0.00072089+0.00061803i,-0.00037276+0.00029341i,0.00042784-0.0001259i,0.00057294-0.00061457i,0.00068659+0.00018298i
-2.3883e-05-0.0020502i,-0.00092806-0.0014226i,4.0034e-06-0.001069i,0.00060776-0.0013298i,-7.7583e-05-0.0013007i,-0.00040233-0.00057301i,-0.00035348+0.00022735i,-0.00060725+0.00035552i,-0.0011059+0.00013281i,-0.001198+3.1926e-05i,-0.0012125-0.00011609i,-0.0010234-0.00069492i,-0.0010358-0.00092829i,-0.0010041-0.00079529i,-0.00043266-0.00053627i,-0.00029682+0.00010477i,-0.00047331+0.0007192i,-0.00058381+0.00071797i,-0.00022303-0.00019785i,0.00048757-5.9075e-05i,0.00040414+0.00049048i,8.2186e-06+0.00057884i,-6.9728e-05+0.0011357i
0.00084711+2.5796e-05i,0.00042022+0.00024984i,0.00070852+0.00023102i,0.00018355-0.001357i,-7.9527e-05-0.0015812i,-0.00046298-5.6262e-05i,-0.0010549+0.00088626i,-0.002093+0.00090132i,-0.0019845+0.0004161i,-0.0011582-0.00017973i,-0.00080063-0.00070496i,-0.00046343-0.0007826i,-0.0010046-0.000289i,-0.00061841+5.5598e-05i,0.00028914+0.00020446i,-4.6434e-05-0.00023348i,-0.00030718-0.00053112i,0.0001675-0.00013128i,0.00040848-0.00030562i,0.00049109-0.00069883i,0.00063004-0.00047178i,0.00042355+1.4487e-05i,0.00072754+0.00027846i
0.0013625+0.0027059i,0.00089865+0.0018995i,0.00099201+0.00032598i,0.0016502-0.0011401i,0.0010575-0.0023312i,-0.0004765-0.0017792i,-0.0006349-0.00055903i,-0.00060567-0.00056312i,-0.0012442-0.00063915i,-0.00092622-0.00063401i,-0.00022013-0.00065676i,-0.00027309-0.0010265i,-0.0002874-0.00086814i,0.00022267-0.00087717i,0.00072254-0.00085943i,0.00048856-0.00046038i,0.0005303+0.00030696i,6.3359e-05+0.00063915i,-0.00061268+0.0006856i,-0.00074375+0.00040223i,-0.00025814-0.00026164i,0.00083652+0.00016482i,0.0010267+0.00076267i
-0.00062715-0.00047024i,9.7806e-05-0.00087441i,-0.0011469-0.000669i,-0.0019555+0.00058528i,-0.0018475+0.00068444i,-0.0017295+0.00048158i,-0.0014129+0.0008552i,-0.00088205+0.0012402i,-0.00015914+0.00098467i,-0.00035868+0.00089072i,-0.00069583-0.00011699i,-0.00067255-0.0007958i,-0.0005582-0.00067212i,0.00033131-0.00042708i,0.0012531+0.00075696i,0.0006619+0.0013161i,-0.00088331+0.00057713i,-0.0010375-0.00021i,-0.0005224-0.00069886i,-0.00014268-0.00041225i,0.00011664-0.00022296i,5.7071e-05+6.1957e-05i,0.00065765+0.00048301i
0.00059207-0.0024743i,-0.00056-0.0015362i,-0.0013931-0.0010371i,-0.001032-0.0013972i,-0.0015803-0.00097915i,-0.0023968+0.00026954i,-0.0022253+0.00074849i,-0.0014248-5.4765e-06i,-0.00078133-0.00094052i,-0.00082691-0.00024586i,-0.00090194+0.00020431i,6.3739e-05-2.799e-05i,0.00097474-0.00084098i,0.0001742-0.0012195i,-0.00057383+0.00025662i,-0.00056753+0.00092774i,-0.00072835+0.00093842i,-0.00097931+0.0010998i,-0.00092086+0.00087328i,-0.00086941+0.00022166i,-0.00031852-0.00018317i,0.00042895+0.00042386i,-0.00018498+0.00091418i
0.00030057+0.00093225i,0.0007167+0.00044861i,0.0017281+0.0011977i,0.0013352+0.00056886i,0.0005854-0.0012279i,0.00054997-0.0017456i,-9.4767e-05-0.0010801i,-0.00032847-0.00014046i,-2.0868e-05+0.00028681i,-0.00017729-0.00039697i,-0.00073258-0.0012538i,-0.00099434-0.001311i,-0.00034578-0.00067993i,0.00023947-0.00015171i,6.9963e-05-0.00024787i,-0.00037002+2.6055e-05i,-0.0010139+0.0011912i,-0.0015101+0.0018119i,-0.0010999+0.00099394i,-0.00092297+4.8084e-05i,-0.00089644-0.00029969i,-0.00015518+0.00025509i,0.00043359+0.00042527i
-0.0030316+0.00039651i,-0.0026038+0.00046707i,-0.0022731-3.5117e-05i,-0.0017751-0.00049676i,-0.0009481-3.9901e-05i,-1.0293e-05+2.8797e-05i,-0.00063058-0.00027736i,-0.001929-2.705e-05i,-0.0021251-0.00041016i,-0.001771-0.0007396i,-0.0005017-0.0005314i,-0.00021556-0.00038395i,-0.00071193-0.00045156i,-0.00050886-9.9394e-05i,-0.00025913-2.1589e-05i,-0.00024857-0.00038553i,-0.00011714+0.00064002i,-0.00011543+0.0010087i,-0.00018068-0.00020465i,1.2953e-05-0.00065892i,0.00030969+0.00049605i,0.00031899+0.00058948i,-0.0002934-0.00070248i
-0.0020002-0.0019612i,-0.0020698-0.00097943i,-0.0025432-0.0010676i,-0.0024517-0.0010209i,-0.0029458-0.00036805i,-0.0019236+0.00058674i,-0.0013285+0.0011071i,-0.0021122+0.00093497i,-0.001832-0.00011747i,-0.0020269-0.00080996i,-0.0026991-0.00047804i,-0.0024973-0.00031467i,-0.0011238-0.0010564i,-0.00017968-0.0010827i,-0.00020239-0.00054552i,-0.00043319-0.00067247i,-0.00066065-0.00064414i,-0.00035987-0.00017479i,-0.00044011+0.00010535i,-0.00046291-0.00012705i,-0.00017507-2.009e-05i,-0.00039931-9.8982e-06i,-0.00022482+5.0634e-05i
0.00074298-0.0017391i,0.0012233-0.0019413i,0.0013776-0.0018328i,0.00072697-0.0014593i,-4.3787e-06-0.0010062i,-0.0012125-0.0005386i,-0.0017949-8.8869e-05i,-0.0014795-0.00033858i,-0.0017277-0.00073512i,-0.0012199+0.00018938i,-0.0011791+0.00056787i,-0.0017755-7.6344e-05i,-0.0015446-9.1142e-05i,-0.0012622-0.00054243i,-0.0006931-0.00064857i,-0.00012025+2.4098e-05i,-0.0005888+0.00011497i,-0.00020706+8.7381e-05i,-3.2717e-05+0.0002142i,-0.00050646-0.00022608i,-0.00041248-0.00052594i,0.00011181-0.00020562i,-0.00014169-0.00013533i
0.0011308+7.8711e-05i,0.00040004-0.00012722i,0.000882-0.0019005i,0.00066309-0.0024172i,-0.00022346-0.0018325i,-0.0009416-0.00095453i,-0.0013586-0.00013625i,-0.0011848-0.00021927i,-0.00073784-0.00059913i,-0.00055073-0.00055632i,-0.00086624+0.00045797i,-0.0011983+0.00089143i,-0.0012733+0.00017554i,-0.0011302-0.00077323i,-0.00010829-0.00050433i,0.00035304+0.00030682i,-9.0094e-05+0.00094017i,-0.00066933+0.0012688i,-0.001149+0.00029096i,-0.0012228-0.00033592i,-0.00016198+7.4407e-05i,0.00053144+0.00069364i,0.00011398+0.0005934i
-0.0013124-0.00065149i,-0.00081611+0.00069916i,-0.0016749+0.0014629i,-0.0012242+0.0021129i,-0.00027578+0.0015138i,-0.00014842+0.00068204i,-9.6005e-06+0.00077508i,-0.00010224+0.0012394i,-0.00037789+0.00066408i,0.00021177+0.00012154i,0.00059835+0.00086376i,0.00092542+0.0011582i,0.00042303+6.7354e-06i,0.00055121-0.0012644i,0.001321-0.0013809i,0.00058017-0.00037164i,0.00047368-0.00017962i,0.0006373-6.1234e-05i,-4.15e-05-1.2368e-05i,-0.00013731-0.00023494i,0.00018925-0.00036743i,0.0003184-0.00071259i,-3.373e-05-0.0012193i
-0.00021687-0.00031661i,0.00026597+0.00054588i,0.00062544-0.00018031i,0.00033684-0.0010838i,-0.00065544-0.0014853i,-0.00034141-0.0013224i,-0.00051434-0.00019703i,-0.0014199+0.00054224i,-0.0015834+0.00053803i,-0.0008678-0.00013092i,0.00019641-0.0012512i,0.00022675-0.0013879i,-8.1224e-05-0.00071868i,-0.00033285-0.0012099i,4.2074e-05-0.000887i,-0.00010291-0.00021576i,-0.00093432+0.00046046i,-0.0010003+0.00038081i,-0.00065128-0.0001483i,-0.0004448-0.00020521i,-3.9592e-05-0.00012963i,0.00098553+0.00028477i,0.0015248+0.00052148i
