-0.00063821+0.00014117i,-0.0010357-0.0013852i,-0.002315-0.0010897i,-0.0018892-0.00089235i,-0.00082406+0.00025394i,-7.8056e-05+0.001446i,-0.00021137+0.0018039i,-0.00022406+0.0022283i,0.00064604+0.0018759i,0.00071971+0.00074712i,9.5968e-05-0.00055001i,4.8987e-05-0.0011211i,4.7272e-05-0.001295i,-0.00022834-0.001308i,3.0809e-05-0.0010356i,3.8549e-05-0.0007162i,0.00035811-0.00011188i,0.00045836-3.6621e-05i,0.00024439+6.9838e-05i,-0.00052033+0.0002916i,-0.00024257+0.00046155i,0.00010708+0.00032119i,-0.00012364+0.00030869i
-0.0006018+0.0007987i,0.00031023+0.00035014i,0.00085627+0.00016768i,0.00037158-0.00054568i,0.00048861-0.0015769i,0.00020592-0.0017387i,-0.00056421-0.001837i,-0.00093189-0.0013996i,-0.00063961-0.00054445i,-0.00016749-0.00052514i,-7.5617e-05+0.00013274i,-0.00010874+0.0006719i,-0.00016919+0.0005195i,0.00030707+9.4316e-06i,0.00073599-0.00043108i,0.0010726-0.00041521i,0.00095924-0.00019642i,8.101e-05+0.00014363i,-0.00017192+0.00073454i,0.0002568+0.0015772i,0.00040424+0.0014022i,0.00068738+0.00029761i,0.00089666+3.4905e-05i
-0.00035559+0.00083991i,-6.1426e-05+0.00041106i,0.00016007-0.00027731i,0.00034916-0.001557i,0.00039719-0.002236i,0.00029415-0.0027448i,0.00062522-0.0023763i,0.00037261-0.00069801i,1.6718e-05+0.00018797i,0.00085142+0.00031615i,0.00090879+0.00010627i,0.00056058+1.7931e-05i,0.00085966+0.00018891i,0.00095935-0.00037365i,0.00088167-0.0008987i,0.00069182-0.00052039i,0.00013722-0.00061491i,-0.00062586-0.00079199i,-0.0011931-1.8107e-05i,-0.00093257+0.00033218i,-0.00020157+0.00026834i,0.00034402-0.00016188i,8.5411e-05-0.00064723i
0.00079702-0.00093351i,0.00057158-0.0017351i,0.00099534-0.0018146i,0.00035181-0.000814i,-0.00074109-8.089e-05i,-0.00060399-0.00079881i,-0.00010189-0.0015632i,0.00042756-0.00075399i,0.0010297+0.00059103i,0.00087588+0.00058534i,0.00075606+5.5071e-05i,0.00040008-7.6046e-06i,-0.00013554-0.00047231i,0.00042329-0.00042904i,0.0002433+0.00031453i,0.00016573+0.00041367i,0.00071585+7.1063e-05i,-0.00010067+4.2606e-05i,-0.0001943-2.3519e-05i,0.00049588-0.00026983i,0.00091807-0.00071662i,0.00095049-0.00065436i,-0.00028989-0.00018462i
0.0010512+0.00046538i,0.00063338+0.00056595i,0.0010724+0.00034465i,0.0010934-0.00020362i,0.0002978-0.00096502i,-0.0010253-0.0016966i,-0.0013335-0.0010179i,-0.00066207-0.00053007i,-3.9192e-05-0.00031737i,0.00041848+0.00025034i,0.00011486-0.0001923i,0.00014497-0.00057241i,0.00011926-0.0010857i,-9.3037e-05-0.0018535i,-0.00040939-0.0014052i,0.00016378-0.0005449i,0.00062684-0.000486i,0.00048407-0.00013714i,0.00036102+0.00057233i,0.00043252+0.00020186i,5.5319e-05-0.00028779i,-3.6767e-05-0.000393i,0.00059929-0.00010678i
0.00061824-0.00056485i,-0.00038313-0.00091398i,0.00028-0.00052497i,0.0010473-0.00069329i,0.00089841-0.0010709i,0.00064175-0.0013467i,0.0010629-0.0014002i,0.00085979-0.0012545i,-0.00052893-0.0013174i,-0.00062736-0.0004773i,-0.0009391+0.00067687i,-0.0013092+0.00054307i,-0.00051748-0.00052369i,-8.0921e-05-0.00067708i,0.00059717-0.00031913i,0.0009651-2.9757e-05i,-5.2281e-05+0.00010561i,-0.00063005-0.00021516i,-0.0001353-0.00053966i,0.00068302-0.00014266i,0.00036899+0.00027696i,-0.00014877+0.00010705i,0.00028645+0.0001294i
-0.0012462+0.00084256i,-0.0010374-0.0003824i,0.00065236-0.00010956i,0.0010865+5.3191e-05i,0.00029085-0.0014134i,0.00090504-0.0014725i,0.0014686-0.00063717i,0.0010676-0.00036209i,0.00075835-0.00061341i,0.00015014-0.0002218i,-0.00024539+0.00063595i,-9.283e-05+0.00085927i,0.00048382+0.00090318i,0.00081115+0.00024162i,0.0011111+0.00012i,0.00078305+0.00014411i,0.00036087+0.00031781i,0.00034016+7.8474e-05i,0.00030696-0.00034366i,-0.00019172-0.0004989i,-0.00090537-0.00056289i,-0.00030715-6.4387e-05i,-0.00018837-0.00044387i
-0.00038864-0.00038054i,-0.00041514+6.7683e-05i,-1.4573e-05+0.00048656i,0.00080688-2.6459e-05i,0.00093715-0.0014313i,-2.8611e-05-0.0015869i,-0.00072217-0.0011028i,-0.00053469-0.00082688i,-0.00040536-0.00026758i,-0.00072113+0.00055122i,-0.00054291+0.00037956i,-0.00061005+0.0001195i,-0.0010724-0.00036556i,-0.00058528-0.0006889i,0.00029531-4.6066e-05i,0.00052957-1.8979e-05i,0.00023735+0.00029769i,0.00032169+0.00033991i,0.00093963-0.00053858i,0.00052452-0.00057253i,-9.1427e-05-0.00049072i,0.00034471-0.00079861i,0.00041822-0.00082422i
0.0017166-0.00076961i,0.0012741-0.0002922i,0.0013597+0.00012315i,0.00073888-0.00030132i,-0.00036981-0.0016196i,-0.00041717-0.0020039i,0.00015881-0.0015478i,5.3791e-05-0.000944i,0.00017228-2.6628e-05i,0.00041342+0.00036208i,-2.0029e-05-0.00012189i,-8.5191e-05-0.00044213i,-3.2559e-05-0.00046041i,4.0187e-05-0.00029994i,-0.00023519+2.2559e-05i,-0.00050208+0.00063182i,-0.00031973+0.00098345i,0.00046307+0.00044465i,0.00039223+3.7672e-05i,-0.00019985-0.00029982i,-0.00020102-0.00048654i,0.00088337-0.00034752i,0.00081328-0.00013522i
0.001208-0.00065559i,0.0013229-0.00070889i,0.00047468-0.00091698i,7.5691e-05-0.00040755i,-0.0003396-0.00057869i,-0.00011286-0.00047174i,0.00018232+0.00050925i,-0.00018077+0.00060081i,-0.00010064+0.00034175i,0.00014039-0.00021603i,0.00024014-0.0008759i,0.00014012-0.00052356i,-0.00013076-0.00039909i,0.00010715-0.00021163i,-6.5509e-05+0.0010868i,-0.00025964+0.00080371i,-0.00047073-0.00048753i,-0.00051268-0.00068592i,-0.00040802-0.0001078i,-0.00057343-0.00021141i,-0.00065628-0.00014575i,-0.00092442+0.0007534i,-0.00066851+0.00038663i
-0.00069286-0.00061704i,-0.00063873+0.00040647i,0.00012995+0.00076612i,0.00066453-0.00027595i,0.00040741-0.001118i,0.00030565-0.0014055i,0.00055433-0.0015585i,0.00030584-0.0013848i,0.00041989-0.00075893i,0.00034614-7.8679e-06i,0.00047656+0.00065283i,0.00034717+0.00043617i,9.3404e-05-4.8713e-05i,-4.5775e-05-0.00040506i,-9.1429e-05-0.00029747i,-0.00044182+0.00058708i,0.00028657+0.0012145i,-0.00029923+0.001095i,-0.0015792+0.0010285i,-0.00082034+0.00040561i,4.3823e-05-6.4238e-05i,1.1717e-05-8.1305e-05i,3.8103e-05-2.9329e-05i
0.0013228-0.00022177i,0.0012255-8.4576e-05i,0.0015182-0.00018021i,0.0020197-0.0010644i,0.0015523-0.0020494i,0.00016375-0.002214i,-0.0010353-0.0017134i,-0.0011174-0.0009865i,-0.00086859-0.00014119i,-0.00050356+0.00019455i,-0.00076479+9.6536e-05i,-0.0016324+0.00026985i,-0.0014907+0.00019456i,-0.00042558-0.00039877i,-0.00032366-0.00052092i,-0.00067182-9.9826e-05i,-0.00023119+0.00023513i,0.00013458+0.00054858i,-0.00046973+0.00049906i,-0.00068874+0.00018708i,-0.00044558+0.00036738i,-0.0003984+0.00081538i,3.6425e-06+0.00083406i
0.0020789+0.0020425i,0.0013107+0.0019111i,0.00071535+0.00096708i,0.00074474-0.00012346i,0.00010163-0.0012046i,0.00020324-0.0020809i,0.0012255-0.0018839i,0.00039593-0.0010208i,-0.00060829+0.00018758i,0.0002498+0.00087619i,0.00056458+0.0006861i,-0.00024265+3.1009e-05i,-0.00080291+3.8369e-05i,-0.00067393+9.3666e-05i,-0.00061754-0.00038912i,-0.00074957-0.00081298i,-0.00040333-0.00039783i,0.00015841+0.00049851i,0.00054962+0.0006311i,6.4148e-05+0.0003801i,-0.0005532+0.00016282i,0.0002664-0.00013406i,0.00059314+0.00032274i
-0.001085-0.00064708i,-0.00094549-0.0010908i,-0.00061983-0.0010021i,0.00017999-0.00057815i,0.00050326-0.00045295i,0.00015393-0.0010988i,-0.00020148-0.000815i,-0.00042446+3.0876e-06i,-0.00046612-0.00024028i,-0.0003729-0.00042386i,-0.00018665+0.00053309i,-0.00039008+0.00067139i,-9.838e-05+2.2303e-05i,-5.0434e-05-0.0005808i,3.9456e-05-0.00018292i,0.00028115+0.00052867i,0.00016554+6.5069e-05i,0.00032469-0.0003536i,0.00096273-0.00058745i,0.00031707-0.00062677i,-0.00072796-0.00014313i,-0.0010425+0.00016878i,-0.00069523+0.00019533i
-0.00039002+0.00020642i,-0.00038751+0.00090284i,1.6046e-05+0.0013067i,0.00016249-0.00038175i,0.00084305-0.0017748i,0.00050982-0.0013224i,-0.00078638-0.00058994i,-0.00099782-0.00017005i,-0.00022186-5.7257e-05i,0.0001159+0.00025721i,0.00092054+0.00019415i,0.0015166+0.0001878i,0.00020337+0.00024107i,-0.0010784-4.0394e-05i,-0.00043004-0.00034566i,-0.00018138+0.00037865i,-0.00050942+8.1037e-05i,-0.00056417-0.00071559i,-0.00022437-0.00059322i,6.7281e-05-0.00051682i,0.00022172+0.00035384i,7.1964e-05+0.0012735i,0.00074131+0.00078057i
-9.0425e-05-0.00023301i,-0.0001681+7.6489e-06i,0.00038237-0.00025036i,0.00079826-0.00084548i,0.00050469-0.00072708i,0.00083986-0.0014035i,0.0008614-0.0020942i,-0.00028689-0.0015405i,-0.0009912-0.00095967i,-0.0011972+4.612e-05i,-0.0012766+0.00082737i,-0.00081254+0.0008342i,-0.00040855+0.00068322i,-0.00057456-0.00013205i,-0.00066607-0.0012607i,-0.00027792-0.00097322i,-0.00011275-2.7183e-05i,-0.0006719-1.5273e-05i,-0.00060957-0.0006295i,4.271e-05-0.00057851i,0.00055622-0.00036751i,0.00063672+0.00016175i,0.00052416+0.0007682i
0.00087689-0.00084872i,0.0005867-0.00078779i,0.0001482-0.00016172i,0.00067128-0.00034634i,0.0010843-0.00082453i,0.0005292-0.0014755i,0.00035094-0.0013654i,-4.5436e-05-0.00034698i,-0.00041496+0.00052591i,-0.00015054+0.0006134i,0.00012068+0.00050086i,-0.00015682+0.00030128i,1.1134e-05-0.00035814i,0.00021832-0.00042961i,0.00042421-9.8425e-05i,0.00076329-0.00013343i,0.00094518-0.00034806i,0.0004864+0.00015073i,-0.0007555+0.00029132i,-0.00059952+0.00017028i,-0.0001431+0.00037392i,-7.3616e-05+0.00015851i,0.00020592+0.00023835i
0.001733-0.0012027i,0.001545-0.00077173i,0.00052516-0.0011308i,-0.00058271-0.0011149i,-0.00044456-0.00084226i,0.00014653-0.0011022i,0.00041223-0.0017884i,0.00064553-0.0013691i,0.00049301-0.00040675i,-0.00024264-0.00042398i,-0.00025574-0.00016739i,7.7171e-05+1.361e-05i,9.9874e-05+1.9342e-05i,0.00012897+0.00016214i,0.00037343+2.7661e-05i,0.00025104+0.00029803i,-0.00011833+0.00036266i,-5.604e-05-3.6304e-06i,0.00080134-0.00057675i,0.0010306-0.00063005i,0.0010808-0.0004774i,0.00084169-0.00051357i,1.5021e-05-0.00032698i
-0.00071609+0.00089197i,-0.0013653+0.00077347i,-5.4866e-05+0.0011704i,0.00072687+0.00060338i,-5.6032e-05-0.00055509i,-0.00060616-0.00093404i,-0.0004884-0.00057731i,-9.0144e-05+9.1932e-05i,0.00026034+9.2702e-05i,0.00034374-0.00035188i,0.00015482-0.00026316i,-0.00027965+0.00010682i,-0.00049798-0.00023681i,-0.00041362-0.00015556i,0.00016751-0.00030133i,0.00044717-0.00029714i,0.00010992+4.4931e-05i,-7.0263e-06-0.00012414i,0.00034707+0.00016204i,0.0004774+0.00060078i,-5.5152e-05+0.00030262i,6.2594e-05-0.00058748i,0.00028326-0.00095836i
-3.8597e-06-0.0025917i,-0.0019096-0.0025719i,-0.001184-0.0018686i,-0.00081072-0.0024602i,-0.00079802-0.0031052i,-0.00047811-0.0025776i,7.4989e-05-0.0018905i,-9.636e-05-0.0019139i,-0.00054599-0.001664i,-0.0001845-0.00024032i,0.000599+0.00086233i,0.00069093+0.0010806i,0.00054954+0.0009822i,0.00059475+0.00079592i,0.00078581+0.00046068i,0.00055719-4.3488e-05i,-2.4624e-05-0.00048407i,-0.00027502-0.00084243i,0.00023635-0.00014184i,0.00053357+0.00011108i,7.4069e-05+6.7744e-05i,5.5034e-05-0.00044812i,-0.0001223-0.00056947i
0.0013231-0.0019219i,1.4458e-06-0.0015079i,-0.00087824-0.00062793i,0.00012247+4.765e-05i,0.00019753-6.7539e-05i,-0.00029627-0.0005672i,0.00034948-0.00088519i,0.0010372-0.00014461i,0.0005295+0.00010424i,0.00055027-0.00042159i,0.00048782-0.00017121i,-0.00025527+0.00010608i,-0.00067945+0.00012112i,-0.00032545+0.00057046i,-0.00040893+0.00062032i,-0.0008751+0.0002693i,-0.00028921+0.00012306i,-0.00050179+0.00011732i,-0.00072035+0.00031025i,-1.0184e-05-0.00019845i,0.00063654-0.00022873i,0.0016685+0.00038583i,0.0019908-0.00023256i
0.00073558+0.0010875i,0.0014049+0.00032217i,0.001777-0.0001345i,0.0015128-0.0006761i,0.00093921-0.0013247i,0.00068453-0.0016583i,0.00079397-0.0014016i,0.00078094-0.00094211i,0.00054446-0.00018653i,2.3531e-05+0.00058392i,-0.00066836-0.00019198i,-0.0005435-0.0010137i,0.0005256-0.00059665i,0.0010618-0.00053388i,0.0010748-0.00076899i,0.0010842-0.00048078i,-6.7707e-05-0.00022813i,-0.000674+6.2104e-05i,0.00010875+0.0012634i,0.0002297+0.0017055i,-0.00031439+0.00054087i,-0.00047134+0.00025837i,-0.00018548+0.00064731i
0.00042659-1.1063e-06i,0.0010622+0.00022632i,0.0005385+0.00071948i,0.00056193+0.00042346i,0.0008569+9.6284e-06i,0.00044769-0.00052418i,0.00036503-0.0013071i,-0.0001953-0.0012865i,-0.00036533-0.00037126i,0.00021155-0.00015541i,-5.9794e-06-0.0003234i,0.00042376+0.00031711i,0.001435+0.00038322i,0.0012729-0.00010893i,0.0005746-0.00026482i,-0.00024628+0.00012847i,-2.7938e-06+5.482e-05i,8.5653e-05-0.00052644i,-0.00019523-0.0012893i,0.00050273-0.00079968i,6.5864e-05+9.2829e-05i,-0.00024048-0.00052367i,0.00037018-0.0010048i
4.6293e-05-0.0011721i,-0.0011992-0.0014424i,-0.0010615-0.0016792i,-0.00032732-0.0009027i,-0.00056807-0.00057568i,-0.0009267-0.00053423i,-0.00069953-8.7563e-05i,-0.00044713+0.00049281i,-0.00083392-0.00020511i,-0.00061186-0.00050111i,-2.7444e-05-1.2082e-05i,0.00019528+0.0011826i,-0.00018119+0.0015555i,-0.00034986+0.00050435i,-0.00033025+0.00012645i,0.00012249+1.4748e-05i,0.00054306+0.00016956i,-1.6552e-05+8.1395e-06i,-0.00023732-0.00014021i,0.00038721-0.00042943i,0.00049381-0.0010166i,2.3705e-05-0.0011297i,-0.00053255+9.7599e-05i
0.0007949-0.00079849i,7.6452e-05-0.0010977i,-0.00051977-0.0014687i,-0.00078824-0.0009899i,-0.00081723-0.0003942i,-2.1086e-05+2.2482e-05i,0.00082356+0.00026769i,0.00054397-6.4451e-06i,0.00030382-3.059e-05i,6.9049e-05+0.0004191i,-0.00014437+0.00026668i,-0.00011726+0.0007556i,0.00041545+0.00083931i,0.00056303+0.00013646i,7.3816e-05-4.0266e-05i,-0.0002383-0.00068787i,1.6653e-05-0.0011867i,-2.9381e-05-6.748e-05i,-0.00033141+0.00047526i,0.00052939+0.00013993i,0.00076896+0.00027564i,-0.00018229-6.6276e-05i,-0.00076123-1.6437e-05i
-0.00045276-0.0002646i,0.00010025-0.00030693i,0.00042794-0.00049018i,0.0002396-0.00082703i,1.1573e-05-0.0017681i,0.00079263-0.0018403i,0.00083368-0.00078915i,0.00018808-0.00081962i,0.00057657-0.00071938i,0.00091521-0.00021681i,0.00063181+0.00022009i,-6.6714e-05+0.00045838i,-5.2353e-05+0.00015102i,5.2626e-05+0.00071786i,-0.00063882+0.0010011i,-0.00085174+0.00060716i,-0.00071951-6.8023e-05i,-5.0614e-05-0.0004578i,0.00058002-4.3915e-05i,0.00051063+0.00050744i,7.5038e-05+0.00067575i,0.00016265+0.00040172i,7.8319e-05-0.00017635i
-0.00043399-0.0024499i,-0.00091934-0.0014527i,-0.0015214-0.00020764i,-0.0014563-0.00010956i,-0.00040458-0.00016259i,0.00011453-0.00064579i,-0.0002847-0.002266i,0.00023065-0.0034169i,0.0017429-0.001991i,0.0013846-2.756e-05i,-0.0003049-8.147e-05i,-0.00062621-0.0004236i,0.0002565+9.321e-05i,0.00086384+0.00024735i,0.00035019+0.00028072i,0.00040948+0.00011553i,0.00077269-0.00029922i,-0.00011744+0.00012656i,-0.00085957+0.00057492i,-0.00063711+0.00010747i,0.00041112-1.5548e-05i,0.00073757-0.00021213i,0.00014956-0.00058376i
0.0018444+0.00026047i,0.0018353+0.00019208i,0.0014444-0.00045891i,0.00033064-0.00090727i,-0.00012826-0.0008779i,2.0012e-05-0.0014998i,-3.3501e-05-0.0025378i,-0.00039042-0.0022886i,-0.0005557-0.001104i,-0.00036902+3.5433e-05i,-0.00053593+0.00057985i,-0.00085671+0.00075497i,-0.0010069+0.00038131i,-0.00063706-4.5562e-05i,-0.00039857-0.00037984i,0.00026606-0.00038142i,0.00042378+5.4992e-05i,-0.0004221+5.945e-05i,-0.00048674-0.00016427i,-0.00051847-1.6029e-05i,-0.00061032+0.00042622i,-0.00014174-6.1703e-05i,-0.00047101-0.0007139i
-7.486e-05+0.0020428i,-0.00032956+0.0019986i,-1.3691e-05+0.0012156i,0.00034414+6.5443e-05i,0.00013659-0.0003787i,-3.8042e-05+0.0001466i,-0.00011859-0.00033615i,-0.00092689-0.00080972i,-0.0013684-0.001103i,-0.00026788-0.0012197i,0.00047217-0.0004675i,0.00084219+0.00034276i,0.00063423+0.0007148i,-0.0005506+0.00063656i,-0.0010684+3.2491e-05i,-0.00019335-0.00012949i,0.00056039-3.542e-05i,0.00044559-0.0002782i,0.00018602-0.00049688i,-0.00030505+0.00051955i,-0.00068558+0.00072413i,-0.00021402+2.0308e-05i,0.00023573-8.0467e-05i
-0.00031051+6.4344e-05i,-3.9292e-05-0.00074582i,-0.00058387-0.0007881i,0.00020241-0.00090531i,0.00063517-0.0011529i,0.0003039-0.0014078i,0.00016533-0.00025297i,1.4622e-05+0.00076644i,7.2007e-05+0.00073137i,0.00027937+0.00054321i,0.00082351+0.00039984i,0.00070444+0.00014043i,0.00021208-0.00062456i,0.00071187-0.0011887i,0.00048171-0.00090422i,2.2347e-05-0.00079873i,-6.7739e-05-0.00022299i,-0.00051167+0.00011023i,-0.00023632-0.00018898i,-2.1145e-05-0.00076089i,-0.00087767-7.9627e-05i,-0.00058594+0.0014797i,0.00024461+0.0017927i
1.1983e-05-0.0015269i,-3.6609e-05-0.0012535i,-0.00061136-0.00072237i,-0.0013258-0.00033546i,-0.00050104-0.00081131i,0.0017234-0.0010435i,0.0031095-0.00069447i,0.0026097-0.00044274i,0.0012033-0.00031839i,-0.0001575-0.00039737i,-0.00013614-0.00017041i,0.0005126-6.8338e-05i,0.00091198+0.00020872i,0.0011365-8.733e-05i,0.0014615-0.0002177i,0.00075983+0.00037027i,-0.00062794+9.6067e-05i,-0.00041638-0.00029975i,0.00089066+1.4505e-07i,0.00065565+0.0003306i,-0.00043647-0.00016043i,-0.00095614-0.00017941i,-0.00093005-4.2774e-05i
0.00061644-5.1104e-05i,0.00062219-0.00098139i,0.00052172+0.00012455i,0.00099456+0.00038219i,0.0013494-0.00086745i,0.001157-0.0022993i,0.00036493-0.0029387i,-0.00014426-0.0020687i,0.00016456-0.00082375i,0.00052674+8.3164e-05i,0.00022815+0.00089223i,-0.00020941+0.0010581i,-0.00055898+0.00041585i,-0.00052788-0.0010469i,-0.00036569-0.00079752i,-0.00016824+0.00046681i,0.0004635+0.00024141i,0.00046696+4.3221e-06i,-0.00031082+0.00014839i,-0.00096925+0.00015497i,-0.00093606+0.00085043i,-0.00078663+0.0015212i,-0.00014978+0.00095558i
0.00047342+0.0011946i,-0.00018468+0.00085038i,0.00011013+0.00069625i,0.00077531-0.00022256i,0.00037285-0.0015098i,-0.00087178-0.0021655i,-0.002345-0.002528i,-0.0021122-0.0019929i,-0.00097079-0.00058692i,6.4777e-05-0.00012273i,0.00044604-6.6591e-05i,0.00023378-0.00072606i,2.8548e-05-0.0018943i,0.00018728-0.0019304i,-0.00029373-0.001304i,-0.001126-0.001159i,-0.0011328-0.0010672i,-0.00083021-8.8501e-05i,-0.00011229+0.00062178i,-0.00034382+0.00051212i,-0.00076824+0.00092859i,-0.00046046+0.0011979i,0.00021926+0.00059329i
0.0012031-0.0001601i,0.0005104-0.00011226i,0.0005528-0.00054158i,0.0006166-0.0010752i,-0.00015097-0.0015507i,-0.00070618-0.0012897i,-0.00066806-0.0005036i,-0.00069465+4.5383e-05i,-0.00043238+3.9875e-05i,-0.000383+0.0003054i,-0.0010159+0.00043535i,-0.00082814-0.00023554i,0.00056288-0.00097903i,0.00050485-0.00019168i,-0.00014677+0.00063556i,-1.4578e-05-3.8016e-05i,0.00019424-0.00054777i,0.00034125-0.00057413i,-1.8526e-05-0.00029205i,-0.00085185+0.00040016i,-0.00031822-0.00027105i,0.00036684-0.00086701i,-0.00040598+7.8007e-05i
-0.0012096+9.7404e-05i,-0.00039601+0.00012533i,-0.00030607+0.00034089i,0.00017753+0.00038814i,0.00037035-0.00040958i,0.00024794-0.0002358i,0.0005279+0.0013038i,-7.9623e-05+0.0016506i,-0.00047524+0.0011072i,0.00021839+0.00071918i,0.00022126+0.00048121i,0.00056639+0.00056759i,0.00044414+0.00060605i,-0.00054494-0.00068028i,-0.00036554-0.001386i,-9.4904e-05-0.0011796i,0.00022012-0.00048845i,0.0011418-0.00027336i,0.00060957-0.00014236i,9.5412e-05+0.00016356i,0.00081539-0.00039989i,0.00090938-0.00063175i,0.0007744+0.00021181i
-6.8842e-05-0.00030903i,0.00043598+2.0427e-05i,0.001139-0.00011151i,0.00054937-0.0011658i,-0.00030495-0.0021626i,2.8079e-05-0.002408i,0.00084466-0.0016505i,0.00095589-3.2922e-05i,0.00062547+9.1007e-05i,-0.0004272-0.00035707i,-0.00066261-0.00079674i,2.5565e-05-0.0010963i,0.00036367-0.001277i,0.00093705-0.00086168i,0.0006138-1.7296e-05i,1.4245e-05-0.00020136i,-0.00030193-0.00047814i,-0.00067897-0.00032679i,-0.00062742-0.0003617i,-0.00074845-0.00061964i,6.4814e-05-0.00034671i,0.00041856-0.00036103i,0.00030368-0.00027753i
0.00013417+1.2733e-05i,-0.00019972-0.00099027i,3.5924e-05-0.0014241i,-0.00057124-0.0010284i,-0.00096097-0.001692i,8.6491e-05-0.001794i,0.0013674-0.001639i,0.0014012-0.0020811i,0.00081135-0.00085057i,0.00041858+0.0005436i,-0.00025335+0.00090022i,-0.00059388+0.00054468i,-0.00014884+0.00030177i,0.00069622+0.00085751i,0.0011914+0.0012458i,0.00040443+0.00052977i,-0.00028676+4.0382e-06i,-0.0010628+5.2519e-06i,-0.0011503-0.00031716i,-4.0723e-05-0.00024981i,0.00016787-0.00051618i,-1.1875e-06-0.00045493i,0.00041024+7.2453e-05i
-0.00034418-0.00070751i,-0.00057231-6.2396e-05i,-0.00056195-0.00016999i,-0.0010968-2.5271e-05i,-0.0010008-0.00022098i,-0.00066057-0.0012944i,-0.0011181-0.0024443i,-0.0010725-0.0023206i,-0.00037669-0.0013708i,-1.8354e-05-0.00030441i,0.00013252-0.00025084i,0.0004478-0.00036311i,0.00040958-0.00022988i,0.00018265-0.00038515i,0.00093262-0.00031786i,0.0010328+0.00027036i,0.00053092+0.00065279i,-0.00027607+0.00038682i,-0.00034121+8.0615e-05i,0.0002681-0.00023864i,-2.1118e-05+0.00010582i,-0.00011071+0.00038501i,-2.1762e-05+0.00033825i
0.00042614-0.00099555i,0.00069178-0.0012183i,0.0012162-0.0007948i,0.00066088-0.00083563i,-0.00017909-0.0012527i,-0.00062348-0.0011797i,-0.00043569-0.00031177i,-0.00074071+0.0011275i,-0.0010284+0.0012333i,-0.00052533+0.00078644i,0.00014362+0.00060534i,0.000377+0.00079162i,0.00049568+0.00016418i,0.00044694-0.00057491i,0.00017158-0.00031058i,0.00031885-0.00021314i,0.00027732-0.00059296i,0.00034993-0.00012962i,0.00028067+0.00081078i,0.00021374+0.0013917i,0.00034085+0.00077029i,0.00052689+0.00015727i,0.00047963+0.00024562i
0.00069343-0.001846i,0.00027331-0.0020201i,0.00025674-0.0016554i,0.00067861-0.00089223i,0.00071574-0.0002909i,0.0011317+0.00069599i,0.0014592+0.0012875i,0.0008026+0.0015796i,0.00041076+0.0011667i,0.00024624+0.00066821i,9.0585e-05+0.00084206i,4.5483e-05+0.00096583i,-0.00031256+0.00083625i,-0.0010024+7.314e-05i,-0.00090073+0.00025851i,-0.00029038+0.0010272i,0.00030208+0.00079419i,0.00083409+0.00074448i,0.00051799+0.00052551i,-0.00018736-0.0005528i,-0.00027102-0.00065317i,9.4231e-05-0.00046729i,0.00038212-0.00010584i
-0.00073433-0.00061751i,-0.0015004-0.00041021i,-0.0014752-0.00037617i,-0.00021459-2.7617e-05i,0.00061738-0.00030154i,0.0010065-0.0010826i,0.001711-0.00075193i,0.0024445-0.00011151i,0.0015854+0.00026657i,0.00043086-5.7277e-05i,-0.00041902-0.0010157i,-0.00045797-0.00059751i,0.00025547+0.00040277i,0.0001382-7.5624e-05i,0.00060777-0.00063916i,0.00028964-0.0003821i,-0.0001883-0.00041902i,0.00027609+0.00015095i,-9.5594e-05-2.5454e-06i,-0.0007957-0.00082055i,-0.00088225-0.00024793i,-0.00045329+0.00034852i,-0.00061655+0.00056402i
0.00017527-0.002118i,0.00068604-0.0020184i,-2.7742e-05-0.00050555i,-0.0002982-0.00020687i,0.00053233-0.0011096i,0.0012726-0.0026471i,0.0017971-0.0033108i,0.0018245-0.0026721i,0.0014573-0.0017305i,0.0007586-0.00078631i,0.00039738-0.00029273i,0.00025643-0.0001638i,-0.00052231+8.0477e-05i,-0.00061371+0.00037054i,7.3553e-05+0.00067499i,0.00042453+0.00012502i,6.5133e-05-0.00046931i,-0.00020318-0.00078401i,-1.5037e-05-0.00052284i,-0.00046982+0.000295i,-0.0011332+0.00059974i,-0.0015353+0.0001884i,-0.00092495-7.4408e-05i
-3.6943e-05-0.0010858i,-0.00098511-3.446e-05i,-0.001677+0.00017114i,-0.001355-0.0002738i,-0.0014124-0.00055523i,-0.0012235-0.00099154i,-0.00075135-0.0011062i,-0.00061315-0.00055777i,-0.00046622-0.00011997i,-0.00039732-0.00030737i,-1.572e-05+0.00040172i,-0.00011989+0.0011538i,0.00013499+0.0013652i,0.00050768+0.00081448i,0.00021217+4.3418e-05i,3.6277e-05-0.00024521i,-0.00052125+2.0921e-05i,-0.00085123+0.00064569i,-0.00030742+0.00015227i,-0.00044704-0.00062764i,-0.00058326-0.00082358i,-0.00049572-0.00073781i,-0.000739-0.00072522i
