-0.0011227-0.0014012i,-0.0010504-0.0019248i,-0.0015334-0.0016672i,-0.0011415-0.00055193i,-0.00086859+0.00069636i,-0.00055087+0.0014586i,-0.00020397+0.0013452i,0.00056243+0.00065958i,0.0014882+4.6527e-06i,0.0016134-0.0010614i,0.00093343-0.0011358i,0.00018761-0.00057062i,0.00051453-0.00077848i,0.00067451-0.00089047i,0.00024881-0.00022162i,-0.00026548+0.00042084i,-0.00034536+0.00035172i,-0.00024862+0.0003324i,-0.001034+0.00029272i,-0.0010661-1.2899e-06i,-0.00022286-0.00045879i,0.00015692-0.00084985i,2.1289e-05-0.00060369i
-0.0034069+0.0046921i,-0.0039974+0.0078542i,-0.00047324+0.0079604i,0.0026712+0.004743i,0.0037636-0.0015264i,0.0031009-0.0047433i,0.00083249-0.0041841i,-0.001461-0.0038112i,-0.0030672-0.0028108i,-0.0029031-3.9548e-05i,-0.00094104+0.0025424i,0.0010985+0.0021034i,0.0014392+0.00091768i,0.00055465+0.00083376i,-0.00019315+0.00021938i,-0.0014982-7.5158e-05i,-0.0018635+0.0006082i,-0.00084433+0.0020057i,0.00024999+0.0023009i,0.00025999+0.0010351i,0.00033609-0.00016582i,0.00085845-0.00064165i,0.00026102-0.00085941i
-0.0020368+0.0013451i,-0.0024342-0.00097614i,2.3957e-05-0.0017521i,0.003426-0.0016735i,0.0066318-0.0036953i,0.0048423-0.0060613i,0.0018781-0.0045529i,0.00056946-0.0025488i,-0.0024683-0.0010884i,-0.0045759+7.2849e-06i,-0.004913-0.0004271i,-0.0061575-0.0019197i,-0.006669-0.0032627i,-0.0054016-0.003231i,-0.0029943-0.0015874i,-0.00076258+0.00059086i,0.00066822+0.0030005i,0.00078016+0.0034493i,-0.00017211+0.0009689i,-0.001041-0.00082954i,-0.001967-0.00067399i,-0.0025325-0.00053136i,-0.0024162-0.00099937i
0.0020248-0.00417i,0.0013809-0.0022722i,-0.00010315-0.0016464i,-0.00051886-0.00097712i,0.00017452+0.00042658i,-0.00038509-0.0013569i,-0.0022909-0.0032932i,-0.0029373-0.0018144i,-0.0022486-0.00052185i,-0.001868-0.0010212i,-0.0010518-0.001877i,0.00068344-0.0013909i,0.0029472+0.0001003i,0.0031342+0.0019895i,0.0014513+0.0039902i,0.00049642+0.0044125i,0.00031118+0.0033313i,0.00016297+0.0018181i,-0.00017705+0.00084028i,-0.0010149+0.0011586i,-0.0012565+0.0018559i,-0.0012332+0.0021749i,-0.0019662+0.0021659i
-0.0025396-0.00092187i,-0.0044161-0.00027172i,-0.006163-0.0016443i,-0.0038669-0.002644i,-0.0020795-0.0017887i,-0.00020498-0.00045697i,0.0015535+0.00028079i,0.001624+0.001491i,0.0023139+0.002667i,0.002844+0.0023548i,0.0012504+0.0023002i,-0.0018475+0.0041964i,-0.0025221+0.0046721i,-0.00046366+0.0023218i,0.001162-0.00028082i,0.0012305-0.0013205i,0.0016606-0.0019958i,0.0023139-0.001992i,0.002641-0.0011299i,0.0027692-0.00016457i,0.0027759+0.00021645i,0.0030189+0.00059391i,0.0022454+0.00078256i
0.00037659-0.0009458i,0.0021866-0.00095272i,0.0039841+0.00047079i,0.005633+0.00064202i,0.0051691-0.0022983i,0.0036494-0.0032015i,0.00155-0.00098523i,2.7433e-05+0.00091777i,0.00095019+0.0021413i,0.001863+0.0021135i,0.0012277+0.00076884i,-0.00056791-0.0010108i,-0.00036938-0.0021616i,0.00096497-0.0016768i,0.00052493-0.0012782i,-4.7356e-05-0.0016919i,-0.00049598-0.0015092i,-0.0011418-0.0009949i,-0.0015126-0.00047186i,-0.0012833-0.00062185i,0.00011506-0.0011421i,0.0012142-0.00057045i,0.0015283+0.00031771i
0.0032425-0.0017168i,0.0033032-0.00061179i,0.00097484-0.0015455i,-0.00026462-0.0027202i,-0.00043069-0.0025433i,-0.0017565-0.0011193i,-0.0028698+0.00048682i,-0.0025799+0.00097054i,-0.0019651-4.4582e-05i,-0.0013222-0.00061552i,0.0008336+0.00052295i,0.0036765+0.0013758i,0.0050672+0.0017776i,0.0042892+0.0013193i,0.0020673+0.00059292i,-0.00049356-0.0004529i,-0.0018295-0.00059766i,-0.0017163+0.00071489i,-0.00068112+0.0015836i,6.0722e-05+0.00099316i,0.00020666+0.00029731i,6.8396e-05+0.00011259i,0.00033825-0.0010969i
0.0007374-0.0046585i,-0.0018757-0.0043719i,-0.0043009-0.0041835i,-0.0038665-0.0037906i,0.00013354-0.0029933i,0.0031041-0.003121i,0.00295-0.0034511i,0.0026841-0.003649i,0.00049181-0.0039511i,-0.0023902-0.0025283i,-0.0028831+0.00048322i,-0.0022086+0.0014945i,-0.0020828+0.0012262i,-0.002174+0.00074144i,-0.0016943-0.00034205i,-0.0007418-0.0010383i,-0.00016194-0.00046764i,0.00069542+0.0012025i,0.001108+0.0015943i,0.00041189+0.00017338i,-0.00084437-0.00039118i,-0.001344-0.00098785i,-0.00090797-0.0013697i
-6.3371e-05+0.0024i,0.0014893+0.0020285i,0.0054165+0.001819i,0.0071722+0.001035i,0.0060857-0.00044473i,0.0038134-0.0028321i,0.0018463-0.0043398i,0.0011296-0.0040695i,0.00038433-0.0040232i,-0.00094707-0.0036302i,-0.001094-0.0029307i,0.00010397-0.0024284i,0.00091899-0.002057i,0.00044252-0.00070557i,-5.5309e-06+0.0012484i,-0.00014703+0.0024292i,0.00013497+0.0026284i,0.00053442+0.0021048i,0.00061688+0.0011329i,0.00022396+0.00051219i,-0.00066216+0.00075073i,-0.0011209+0.00016385i,-0.001404-0.0004272i
-0.00047814+0.0018891i,-0.00012663+0.0031292i,0.0002942+0.0040292i,0.0020165+0.0012498i,0.0027115-0.0020475i,0.0023292-0.0027207i,0.0020659-0.0025528i,0.0013341-0.0024065i,0.00083598-0.0021908i,0.00061973-0.0014696i,0.00087959-0.00017651i,-0.000695+0.00057401i,-0.0017806+0.00056224i,-0.0020294+0.00013477i,-0.0021265+0.00038338i,-0.00086881+0.00075305i,0.00046578+0.0010561i,0.0010762+0.00015731i,0.00096748-0.0010573i,0.0010423-0.00083041i,0.0011146-0.0003485i,0.0010087+0.00028683i,0.00034794+0.0012458i
-0.0013296-0.0049449i,-0.0027883-0.0066483i,-0.0029595-0.0062108i,-0.0014337-0.0051893i,-0.00039508-0.0057133i,-0.00098513-0.0057302i,-0.0030308-0.0033597i,-0.0027797+0.0002395i,-0.00040618+0.0024674i,0.0011557+0.0016486i,0.0014672-0.0010496i,-0.00011981-0.0029597i,-0.0016837-0.0030564i,-0.0013544-0.001471i,-0.00033182-3.2368e-05i,0.00085162+0.00039366i,0.0011281+0.00030713i,-0.0003848-0.0007758i,-0.0021934-0.0014466i,-0.0022329-0.0010818i,-0.0011107-0.00039217i,-3.9467e-05+0.00013953i,0.0012546+0.0011721i
0.0026268-0.0037915i,0.0031697-0.002436i,0.0010445+0.00060184i,-0.00017567+0.001835i,0.0012544+0.0012227i,0.00084734-0.00056261i,-0.0021638-0.0011203i,-0.0042474+0.0015668i,-0.0036178+0.0033139i,-0.0011746+0.0033392i,0.0011793+0.0022769i,0.0025874+0.0015109i,0.0030786+0.0015584i,0.0029443+0.0006437i,0.0020863-0.00036076i,0.00037712-0.0010544i,-0.0010846-0.0010644i,-0.0016991+0.00036157i,-0.0024772+0.0026354i,-0.0024269+0.0025094i,-0.0017077+0.00087395i,-0.0009128+0.00029601i,0.00024371+0.00076261i
-0.0050017+0.0023136i,-0.0051744+0.004405i,-0.0045329+0.0060684i,-0.0016964+0.0031342i,0.0011218-0.0002213i,0.0013813-0.001373i,-0.00012063-0.0014372i,-0.0023675-0.00043021i,-0.0029325+0.00066151i,-0.0024836+0.0015547i,-0.0028582+0.0023676i,-0.0031343+0.0029491i,-0.0018167+0.0028958i,-0.00057878+0.0016608i,-8.9506e-05-0.00021385i,0.00051326-0.00091905i,0.00079015-0.0010206i,0.00043413-0.00011574i,0.00041669+0.0015108i,0.00067693+0.0011082i,-0.00030297+0.00023721i,-0.00084897+0.00025494i,-0.00030312+9.3754e-05i
0.0011625-0.0071237i,-0.00051291-0.0075054i,-0.0018834-0.0061435i,-0.0012931-0.0033008i,-0.00074996-0.001633i,0.00038484-0.00088734i,0.0016402+0.00058136i,0.002602+0.00063376i,0.0018528-0.0011456i,-0.00081912-0.0016613i,-0.0027223-0.00097655i,-0.0024797-0.00068754i,-0.00062596-0.00037179i,0.0013313+4.0906e-06i,0.0015176+0.00042874i,0.00035258+0.0014595i,0.00081559+0.0013518i,0.0016053+0.00084409i,0.00092713+0.00077677i,0.00065456+0.00091659i,-3.8342e-05+0.0016673i,-0.0010885+0.0016964i,-0.0010416-0.00023478i
0.0019039-0.0036535i,0.0016727-0.0029448i,0.00023419-0.0023988i,0.00046412-0.0012475i,0.0026433-0.00094704i,0.0041582-0.00089888i,0.0040223+5.4972e-05i,0.0049776+0.00039827i,0.0048152-0.0010255i,0.0019846-0.0021496i,0.00033002-0.0017379i,-0.00037981-0.00088467i,-0.00090702-0.00042832i,-0.00060146+0.0001831i,-0.00061957+0.00080973i,-0.0014103+0.00016476i,-0.0022103-0.00087692i,-0.00057663-0.0009238i,0.0016287-0.0011666i,0.0024067-0.0015367i,0.0025474-0.00035457i,0.0018794+7.2514e-05i,0.00076405+0.00032239i
-0.002304+0.0011195i,-0.0029479+0.0019752i,-0.003207+0.0030359i,-0.0011122+0.0023404i,0.0018289-0.0010921i,0.0024993-0.0043281i,0.0015088-0.0038803i,0.0017515-0.0012749i,0.0026617+0.00011013i,0.0025539+0.00031649i,0.001919-2.05e-05i,0.0012156-0.0011855i,-0.00034234-0.0022402i,-0.0009591-0.0025115i,-0.00089366-0.0016137i,-0.00092922-0.00024357i,-0.00036413+0.00028421i,2.653e-05-0.0003363i,9.1927e-05-0.0012048i,-0.00016818-0.0017725i,-0.00026505-0.0014434i,0.00022358-0.0014479i,0.00040723-0.00082107i
0.0049265+0.0014314i,0.0041772+0.0001421i,0.0054146-0.001632i,0.0053173-0.003498i,0.0034784-0.0050824i,0.0016371-0.0057041i,0.0003767-0.0047458i,-0.00019048-0.001902i,0.00012841+0.00048114i,0.00086306+0.0017028i,0.0016238+0.0016373i,0.0023985+0.00067177i,0.0024457+0.00031887i,0.00029149+0.00011015i,-0.0013096-0.00047548i,-0.0013932-0.00063086i,-0.0022574-0.0006673i,-0.0027959-0.0003627i,-0.0019555+0.00014858i,-0.0010256+0.00034415i,-0.00071901+0.00048763i,-0.00061698+0.00065465i,-0.00048559+0.0012079i
0.0029022+0.00088849i,0.0030786+0.0015233i,0.0041487+0.0016495i,0.0028566-0.00028991i,0.0004981-0.0025388i,-0.00039803-0.0030225i,-0.0010575-0.0026049i,-0.0015908-0.0028389i,-0.0026397-0.0023939i,-0.0028921-0.00068896i,-0.0018251+0.00018691i,-0.0018156+0.00061437i,-0.0020684+0.0021346i,-0.0013367+0.0026558i,-0.00069536+0.0022266i,-0.00066428+0.0012608i,-0.00017769+0.00061864i,-6.9003e-05+0.00098832i,-0.00033256+0.001342i,-0.00054874+0.0015966i,-0.00074068+0.00085067i,-0.0004265+0.00054855i,0.00015151+0.00072795i
-0.0016847-0.0013461i,-0.002879-0.00010885i,-0.0029252-0.00019394i,-0.0013019-0.00082232i,-6.8749e-05-0.0020614i,-0.00017015-0.0034925i,-0.0020153-0.003226i,-0.0022613-0.002873i,-0.0019861-0.0030284i,-0.0031437-0.0026191i,-0.003906-0.0027896i,-0.0029729-0.0028015i,-0.0012612-0.0010629i,-0.00046055+0.0005626i,0.00025122+0.0011796i,0.0013708+0.0013722i,0.0018809+0.0013566i,0.0018628+0.0010389i,0.00086081+0.0011509i,-0.00018498+0.0014158i,-0.00013665+0.00060381i,0.00027703-0.00040049i,0.00063735-0.00072203i
0.00079236-0.0014839i,0.0007271-0.0031136i,0.0021484-0.0016372i,0.0038457-0.00064833i,0.0045184-0.0017i,0.002969-0.0028714i,-0.0002208-0.0027856i,-0.0021637-0.0010338i,-0.00031375-0.0010252i,0.0011335-0.0021929i,0.00053451-0.002053i,2.1847e-05-0.0011963i,-0.0004459+0.00037149i,-0.00078497+0.00074958i,-0.00038537+0.000179i,-0.00043878+6.7118e-05i,-0.00050395-0.00019666i,-2.383e-05+7.0527e-05i,0.0009242+0.00028025i,0.0013114+3.1604e-05i,0.00070763-0.00011833i,0.00026009+0.00033306i,0.00043007+0.0011227i
-0.0007081+0.00043122i,0.00022675+0.0021177i,0.00068826+0.002238i,0.0011814+0.00085382i,0.0012754-4.671e-05i,0.00035063-0.00042573i,-0.00095116-0.00023578i,-0.0015603+0.00077115i,0.00048328+0.001461i,0.0017011+0.0012982i,0.00072136+0.00078518i,-4.0367e-05+0.00030167i,-0.00027523-0.00059874i,-0.00045354-0.0011277i,0.00026746-0.00060284i,0.0011951-9.095e-05i,0.001346+0.00023663i,0.0012553+8.4378e-05i,0.0022386-0.00023982i,0.0018875-3.5236e-05i,0.00056083-3.6135e-05i,0.0004835+0.00025997i,0.0001064+0.00081613i
-0.0036616-0.00090075i,-0.0055545-0.00040259i,-0.0042979+0.00024194i,-0.001208-0.00037943i,0.0015943-0.0014498i,0.0018149-0.0013398i,0.00055935+0.00066531i,0.00068813+0.0031407i,0.00088593+0.0038638i,0.0012718+0.0035369i,0.0015205+0.0033313i,0.0016101+0.0030056i,0.0018428+0.0016444i,0.0011866-0.00039473i,-0.0001859-0.0014123i,-0.0013591-0.0013253i,-0.0016171-0.00088025i,-0.0013341-0.0012411i,-0.0013475-0.00096611i,-0.0020324+0.00038916i,-0.0018244+0.0008034i,-0.00036669+0.00047102i,-7.9341e-05+0.00046801i
-0.00076413-0.0009693i,0.00094081-0.00053241i,0.0019802+0.00040737i,0.0026731+0.00034258i,0.0030696-0.0017619i,0.0025353-0.0033083i,0.0013928-0.0021458i,0.0010117+0.00021725i,0.00096754+0.0018366i,0.0008841+0.0024031i,0.0011877+0.001695i,0.00033397+0.0010527i,-0.00057241+0.0010594i,-0.00071776+0.0012972i,-0.0012218+0.00088855i,-0.0018218+0.00035294i,-0.0021069+0.00027538i,-0.0017736+0.00049112i,-0.0012995+0.00011983i,-0.0010381+0.0001785i,-0.00049274+0.0013266i,-0.00017282+0.0024179i,-0.00052455+0.003184i
-0.0030931-0.00035222i,-0.0034966+0.00058354i,-0.0040227+0.0029777i,-0.0015069+0.0033121i,0.0014013+0.0017097i,0.0015006-0.00095117i,0.0011651-0.0036835i,0.00051711-0.0033176i,-0.0011815-0.0020255i,-0.0018255-0.0010392i,-0.00043029-0.00074134i,0.00015346-0.0017643i,-0.00014959-0.0019864i,-0.00089146-0.0009958i,-0.0015236-8.8073e-05i,-0.0011519+0.00075956i,-0.00025585+0.0008544i,0.00032875+9.7041e-05i,2.7833e-05-0.00012229i,-0.00068445-0.00030507i,-0.00061108-0.00038903i,0.0004103+6.6764e-05i,0.0010022+0.00078031i
0.00031941-0.0035177i,-0.0017373-0.004177i,-0.0020345-0.0047657i,-0.00052373-0.0042921i,0.00099519-0.0028376i,0.0025534-0.0018106i,0.0027548-0.0024844i,0.00037578-0.0038885i,-0.0019813-0.0041966i,-0.0020262-0.0029757i,-0.0011574-0.0018854i,-0.0012548-0.0015191i,-0.0017734+5.1331e-05i,-0.00096652+0.0013206i,-0.00043575+0.0016158i,-0.00088491+0.0010984i,-0.00074273-2.6905e-05i,-0.00048073+4.9677e-05i,-0.00059998+0.0006044i,7.7696e-07+0.00082445i,0.00037709+0.00039253i,0.00060981+0.00023746i,0.0013651+0.00059737i
-0.0014789-0.0025071i,-0.00085405-0.0024554i,-0.00083006-0.0001303i,-0.00020365+0.0028674i,0.0016434+0.001593i,0.002439-0.0023024i,0.0010958-0.0033752i,-9.9073e-05-0.002603i,-9.4317e-05-0.0021834i,-0.00047869-0.0017194i,-0.00053404-0.0008477i,-0.00036122-0.00026432i,-0.00014736-0.0001896i,0.00097558+0.00067558i,0.0011494+0.0016689i,0.001103+0.0021933i,0.001169+0.002037i,0.00093356+0.0013305i,0.0015224+0.0010761i,0.0012502+0.00020751i,0.00084131-0.0011838i,0.0011991-0.0017801i,0.0012244-0.0014283i
-0.001801+0.00199i,-0.0011729+0.0020636i,0.00012443+0.002387i,0.0017115+0.0016506i,0.0021873-3.2366e-05i,-9.1481e-05-0.0017348i,-0.0025884-0.0014373i,-0.002031-0.00025297i,-0.00032036+0.00038321i,6.1545e-06+0.00059189i,-0.00013232+0.00048622i,-0.00027001+0.00049692i,0.0005695+0.00013458i,0.0013993-0.00031226i,0.0012132-0.00046756i,0.00086067-0.00021977i,0.00072099+0.00016215i,0.00082831+0.00082593i,-5.7841e-05+0.00032892i,-0.0006178-0.00053049i,-0.00055781+0.00010017i,-0.00098799-0.00021098i,-0.0016814-0.00091409i
0.0023367-0.0047885i,0.0015233-0.0043101i,-0.00044812-0.0042987i,-0.00083022-0.0024318i,-0.00089018-0.0011198i,-0.00075345-0.0006997i,-0.0011528-0.00021055i,-0.0016927+0.0012004i,-0.0018138+0.0017241i,-0.0016251+0.00099562i,-0.00075723+0.0014476i,1.6599e-05+0.0017222i,0.0011907+0.00084915i,0.0021087+0.0004366i,0.0018074+0.00033581i,0.00071884+0.00043725i,-8.4951e-05+0.00035872i,-8.2801e-05+0.00087376i,0.00046001+0.001413i,-0.00031551+0.00096537i,-0.0017072+0.0012468i,-0.0020515+0.0014843i,-0.0015451+0.00077618i
0.0013373+0.0041197i,0.0011358+0.0037229i,0.0023208+0.0024596i,0.0037764+0.00014841i,0.0039886-0.001853i,0.0018673-0.0019581i,-0.00040669+0.00014214i,-0.0014613+0.0025227i,-0.0010795+0.00239i,-0.00047014+0.0016658i,-5.5688e-05+0.002077i,-7.7236e-05+0.0014729i,-0.00023046-7.249e-05i,-0.00015537-0.00080212i,-0.00079221-0.0004142i,-0.0010819+1.2278e-05i,-0.00092805+0.00042089i,-0.0010308+2.3266e-05i,-0.00074633-0.0001816i,-0.00081178+0.00074034i,-0.0013427+0.00099958i,-0.001008+0.0010735i,-0.00041608+0.00094275i
-0.0010483-0.0011416i,-0.0015546-0.00062588i,-0.0029626-9.5409e-07i,-0.0020396-0.00079246i,9.9566e-05-0.0028034i,0.00045334-0.0030549i,0.00031582-0.0022025i,-0.00012053-0.0015752i,-0.0014058-0.00089958i,-0.0021483-0.00016288i,-0.0017132+6.5588e-05i,-0.0012405+0.00035852i,-0.0011241-0.00038856i,-0.00095293-0.00046186i,-0.0011113+0.00051996i,-0.0015608+1.4712e-05i,-0.0017562-0.0005126i,-0.0016926-0.00053153i,-0.0010363-6.6187e-05i,-0.00056815+0.0005579i,-0.0003977+0.0010039i,0.00063922+0.0012731i,0.00087899+0.001379i
-0.0015348-0.0016686i,-0.0014266-0.0011543i,7.5326e-05+0.00075514i,0.0019349+0.00070274i,0.0029679-0.00025732i,0.0030314-0.0010829i,0.0029237-0.0017892i,0.0033081-0.0023912i,0.0026234-0.002264i,0.0012847-0.00132i,0.00075063-0.00071378i,-0.00031723-0.00052938i,-0.0017014-0.00049374i,-0.0015268-2.8189e-05i,-0.00061751+0.00029737i,0.00040905+0.00062937i,0.0011355+0.00069234i,0.00062748+0.00071586i,-0.00057511+0.00082573i,-0.00021718+0.00029089i,0.001031-0.00041671i,0.0018503-0.00032485i,0.001306+0.00057007i
-0.0021066+0.0012658i,-0.0016444+0.0013625i,-0.0004962+0.0037139i,0.0020467+0.0032942i,0.0046877+0.0011439i,0.0046942-0.0010684i,0.0028906-0.002049i,0.0022182-0.0022761i,0.0022973-0.0016318i,0.002228-0.00048159i,0.0016091-0.00037541i,0.0008599-0.00068617i,0.00039321-0.00060468i,-0.0006316-0.00015254i,-0.00035178-2.1049e-05i,-9.8155e-05+0.00055568i,-0.00059765+0.0010954i,-0.00023681+0.0009167i,-5.9467e-05+0.00069147i,0.00041483+0.00046204i,0.00085397-5.5511e-05i,0.00029497-0.00028129i,-0.00033939-0.00095798i
-0.00035973+0.00026265i,-0.001393+0.00086177i,-0.0017297+6.7026e-05i,-0.00027411-0.001438i,0.00091145-0.0030801i,0.00055022-0.0043525i,-0.00036092-0.0043869i,-0.00023702-0.0023882i,0.00075926-0.00042896i,0.00056522-0.00032613i,0.00017916+0.0001311i,-0.00056474+0.0015281i,-0.0002855+0.0016246i,-0.00023531+0.0014793i,-0.0009159+0.0012159i,-0.0010568+0.00085008i,-0.00079346+0.00077482i,0.00046751+0.00088196i,0.00078546+0.00040915i,0.00052144+0.00024611i,6.875e-05-3.6822e-05i,-0.00014749-0.00025579i,0.00029477-0.00026093i
-0.001531-0.0025261i,-0.0017345-0.0025345i,-0.0010043-0.00099101i,0.00080506-0.00040464i,0.0020013-0.0008241i,0.00078696-0.00156i,-0.0014172-0.0028109i,-0.0032352-0.0013825i,-0.0031823+0.00064662i,-0.0019324+0.0010721i,-0.0007131+0.0020083i,-0.00032433+0.0018408i,-2.2337e-05+0.0014882i,0.00054951+0.00090557i,0.00031359-0.00028371i,-0.00029204-0.00045773i,-0.00036167+0.00026834i,-0.00051598+0.00060643i,-0.00040346-0.00023648i,-0.00041318-0.0010331i,-0.00061838-0.001685i,-0.00081582-0.00095905i,-0.00044267-0.00024086i
-0.00083708-0.0015899i,-0.0016085-0.00047759i,-0.0023296-0.00048583i,-0.0011124+0.00012239i,0.0010417-0.0006093i,0.00097694-0.0020187i,-0.00089593-0.0025263i,-0.0028112-0.002253i,-0.0039607-0.0013323i,-0.003295-0.00016195i,-0.0010974+0.00047604i,0.00033527+0.0002771i,0.00078902+0.0010635i,0.00064525+0.0010174i,0.00037766-0.00039255i,-2.7831e-05-0.00019073i,-0.00033207-2.3055e-05i,-0.00042092-0.00045538i,-0.00065715-0.00040033i,-0.00076451+0.00034782i,-0.00098174-0.00017618i,-0.00077234-0.00059047i,-0.00045065-0.00034206i
0.0025939-0.0017707i,0.0016085-0.0037042i,0.0014303-0.0044758i,0.00053189-0.003915i,-0.00080847-0.0031532i,-0.0012451-0.0026188i,-0.0018717-0.0021311i,-0.0017286-0.00098343i,-0.0015795-0.00063723i,-0.0013024-0.00063539i,-0.00036254+8.3182e-05i,0.00014723+0.00026581i,0.00010886+0.00014994i,-0.0003271+0.00045924i,-0.00067765+0.00043448i,8.0872e-05-0.00046833i,0.00020778-0.00081748i,-0.0011145-0.00043585i,-0.00087418-0.00054325i,0.0002935-0.00022105i,0.00049118+0.00060272i,0.0002941+0.00065064i,-8.0367e-05+0.00035137i
0.00059582+0.00014239i,0.0011276+0.0003451i,0.0021787+0.0021146i,0.0025129+0.0021257i,0.0025085+0.00012726i,0.0019796-0.0013509i,0.0013141-0.00067365i,0.0015531+0.0006624i,0.0017945+0.00065297i,0.00088544+2.3131e-05i,-9.4689e-05-0.00046001i,-0.00016613-0.00067188i,-0.0008027-0.00054683i,-0.0013129-0.00031289i,-0.0012164-0.00036702i,-0.00094118-0.00046543i,-0.00023324-0.00077834i,-0.00037317-0.00046933i,-0.00070763+0.0001327i,4.3883e-05+0.0013148i,0.00028746+0.0013912i,0.00064789+0.000601i,0.00071117+0.00058326i
-0.00091419-0.00014197i,-0.0017846+0.0013722i,-0.0017268+0.0022863i,0.00043807+0.00099328i,0.0021658+0.00012666i,0.001881-0.00031996i,0.0012839+0.00041456i,0.0012359+0.00072634i,0.002093+0.00079391i,0.0015335+0.0010139i,0.00044884+0.00023176i,0.00024192-0.00049405i,-0.00042892-0.00048869i,-0.0008535-0.00053647i,-0.00057393-0.00054902i,-5.7363e-05-0.00035145i,-0.00025428+0.00058197i,-0.00064939+0.0015898i,-0.00042042+0.0013492i,0.00057588+0.00070732i,0.0010206+0.00041864i,0.00034478+0.0007905i,-0.00026744+0.0010986i
3.9033e-05+0.00037243i,-0.00054504-0.00022199i,2.6606e-05-4.9625e-05i,0.0026186+0.00020236i,0.0047757-0.00093776i,0.0037525-0.0023073i,0.0014067-0.0015062i,0.00075033+0.00099247i,0.0010049+0.002006i,0.0010797+0.0015152i,0.00013597+0.0015804i,-0.00079446+0.0011951i,-0.00078588+0.00089419i,-0.00022752+0.00051191i,-0.00081842-0.00083296i,-0.0013702-0.001255i,-0.00088621-0.00070114i,-0.00065777-0.000178i,-0.00013743-0.00011215i,0.00084397-0.00038016i,0.0010212-0.0010912i,0.00080931-0.00095285i,0.00072744+0.00028775i
-9.8356e-05+0.0014467i,0.0010657+0.0017328i,0.0027882+0.0018595i,0.0038274+0.00011904i,0.003597-0.0024501i,0.002751-0.0045773i,0.0012711-0.0035194i,0.00085926-0.0015055i,0.00072429-0.00034653i,0.00021233-0.00010825i,0.00022954-0.0005204i,0.00012078-0.00066116i,0.00031019-0.00013216i,0.00059245+0.00070377i,-0.00036227+0.00082604i,-0.0010496+0.00016057i,-0.00027648+0.0001972i,0.00060322+0.00047921i,0.00091199+0.00014692i,0.0004704-0.00063693i,-0.00023054-0.00066506i,-0.0004934-0.00010411i,-0.00013123+8.4685e-05i
0.0010934-0.00014498i,-8.4477e-05+0.0016997i,-0.0013457+0.0020113i,-0.0013768+0.00022994i,-0.001221-0.0014505i,-0.0016944-0.0019672i,-0.0016393-0.002472i,-0.0016982-0.0025447i,-0.0021005-0.0020532i,-0.0022215-0.0013432i,-0.0015568-0.00018242i,-0.00074688+0.001088i,-0.00064185+0.0023437i,-2.5774e-06+0.0032298i,0.00056798+0.0014755i,0.00034588-0.00013493i,0.00071465-0.00013398i,0.00037774+5.1456e-06i,-0.00063357-0.00054672i,-0.00087512-0.00075573i,-0.00016919-0.0005005i,0.00023845+0.00033123i,0.00018211+0.00053761i
-0.0020507-0.0023518i,-0.0040457-0.0035458i,-0.0039133-0.0031276i,-0.0015419-0.0015336i,0.00075469-0.0011724i,0.0012316-0.001933i,0.00020388-0.0021917i,-0.0005447-0.0023585i,-0.00093003-0.0019023i,-0.00092488-0.00090619i,-0.00077641-0.00015207i,-0.0008828+0.00062687i,-0.00027668+0.0010497i,-0.00014939+0.00061954i,-0.0007863+1.2608e-05i,-7.6527e-05+0.00016759i,0.00091789+0.00040987i,0.00097201+0.00011312i,0.0004425-4.7458e-05i,7.8134e-05+0.00015705i,-1.6669e-05+0.00018153i,-0.00017612-0.00036297i,-0.00060697-0.00054119i
-0.00030257+0.0001376i,0.0014527+0.00050696i,0.0020587+0.0018175i,0.0028154+0.0013846i,0.0041613-0.00016518i,0.0041756-0.00094519i,0.0016941-0.0010716i,0.00014369-0.00064953i,0.00083296+0.00028138i,0.00097744+0.00071485i,0.00049159+0.00046363i,-3.5804e-06-0.0010397i,-0.00022716-0.0018328i,-0.00039501-0.0015871i,-0.00026654-0.00063652i,3.4443e-05+0.00039758i,1.2034e-05+0.0010246i,-0.0010959+0.001239i,-0.0016535+0.00094324i,-0.00060706+0.00096268i,0.00025299+0.00070237i,0.00057621+0.00047189i,-0.00020334+0.0012082i
0.00013026-0.001514i,0.00037848+0.0010887i,8.7439e-05+0.0016122i,0.0011118+0.00044239i,0.0026732-0.00083702i,0.0025988-0.00072592i,0.00097055+0.0003883i,-8.0641e-05+0.0010724i,-0.00050354+0.00098271i,-0.00046328+0.0010453i,0.00013757+0.0009063i,0.00012767+0.00033319i,0.00017465-0.00036221i,0.00054403-0.00015121i,0.00089371-0.00014465i,0.00077523-0.00016836i,-0.0006115+6.501e-05i,-0.0018582+0.00015349i,-0.0014532+0.00043905i,-0.00075397+0.0011544i,-0.00043085+0.0013173i,-0.00074667+0.0014891i,-0.0013809+0.0016995i
