-0.0016357-0.0008362i,-0.001502+0.00020156i,-0.0024479+0.0011603i,-0.0021967+0.0016357i,-0.0010689+0.0018064i,-0.00023878+0.0014337i,0.00021804+0.0015855i,0.00046916+0.00050748i,0.00026312-0.00075138i,0.00094832-0.00093551i,0.0010129-0.00066332i,5.5091e-05-0.00032499i,-0.00047744-0.00011273i,-0.00053509-0.00051123i,0.00013965-0.0010588i,0.00039999-0.00099429i,0.00034979-0.00012393i,8.1579e-05+0.00055321i,-0.00037851+0.00067625i,-0.00053728+4.5345e-05i,-0.00074422+9.8507e-05i,-0.00098175+0.00041383i,-0.00031956-0.00020876i
0.00077066-0.00044867i,0.00079968-0.0012863i,0.0015478-0.00047069i,0.0015486-0.00041854i,0.00095726-0.00096923i,0.0014395-0.00070221i,0.0022541-0.00078713i,0.0017928-0.00083177i,0.0012979-0.00048458i,0.00059432+0.00021544i,-0.00019677+0.00060285i,-0.00062261+0.00017742i,-0.0011239-1.2663e-05i,-0.0013941+0.00029314i,-0.0015367+0.00059711i,-0.00074726+0.00069322i,3.6843e-05+9.7829e-05i,0.00018783-0.00044535i,-0.00012672-0.00010216i,-0.00053274+7.7097e-05i,0.00017591+7.7434e-05i,0.00031609-0.0005602i,0.00029382-0.0009737i
0.003064-0.0017812i,0.0018163-0.0010286i,0.00074616-0.00090455i,0.00049314-0.00069605i,-9.7081e-05-0.000753i,0.00060178-0.00094302i,0.001476-0.00084439i,0.0004333-0.0011345i,-0.00034514-0.00020379i,-0.00031934+0.00094478i,-9.3589e-05+0.00042709i,-0.00022489+2.8778e-05i,-0.00026822+0.00035658i,0.00016926+0.00016917i,0.00076399+0.0002653i,0.00057233+1.4556e-05i,0.000314-0.00065587i,0.00038967-0.00024104i,0.00037747-9.8893e-05i,0.00011227+0.00029339i,-0.00024914+0.00060435i,-0.00053763-0.00036757i,0.00038286-0.00096163i
0.00045437-0.0003203i,0.0010365-0.0012268i,0.0017528-0.0010158i,0.0016191-0.00034908i,0.0010011+0.00059018i,0.00088284+0.00084651i,0.001336-0.00057092i,0.0014817-0.0018587i,0.0011509-0.0014107i,0.00049676-0.00072461i,0.00020418-0.00070681i,-0.0005385-0.00024224i,-0.00057295-5.493e-06i,-0.00011645+0.00016426i,-0.00052781+0.00078328i,-0.00073019+0.001167i,-0.00028149+0.00072611i,0.00030576-0.00013481i,0.00055164-0.00056567i,0.00027756-0.00089719i,0.00053678-0.00041909i,0.00067553+0.0004498i,0.00016181+0.0007745i
-0.00032601+0.00069717i,-0.00092227-0.00010736i,-0.0011644+0.00024343i,-0.001083-0.00057264i,-0.00052581-0.00041632i,-0.00016371-0.00051107i,0.00055369-0.0014797i,0.0012033-0.0012131i,0.00084771-0.00079778i,0.00012955+0.00030803i,-0.00060492+0.0014288i,-0.0009405+0.00066149i,-0.00094105-0.00029871i,-0.0012543+1.5263e-05i,-0.0012042+1.7705e-05i,-0.00095605-0.00020585i,-0.0007737-0.0002245i,-0.00012025+0.00023178i,0.00020844-3.7622e-05i,-0.00045562-0.00013061i,-0.00045823+0.00016622i,-0.00023958+2.6063e-05i,-4.518e-05-6.2297e-05i
4.3413e-05-0.00031156i,-0.00066749-0.0016857i,-0.00079741-0.0015764i,-0.0004564-0.0010363i,0.00053325-0.00068561i,0.0014022-0.0002324i,0.0022024-0.00029618i,0.0021495-0.00087449i,0.0013009-0.00078717i,-1.7564e-05-0.00025961i,-0.0010441+0.00057547i,-0.00066122+0.0012684i,-0.00022275+0.0008187i,-0.00044685+0.00085848i,-0.00027205+0.00078737i,-0.00034668+0.00072166i,-0.00065639+0.00078229i,6.2945e-05-1.6028e-05i,0.00081801-0.00047167i,0.00076028-0.0004277i,0.000802-0.00049387i,-0.00021235-0.00018516i,-0.0015137+0.00061819i
-0.0017838-0.0014963i,-0.0021313-0.00097398i,-0.0021982-0.0015237i,-0.00076899-0.0013535i,0.0016723+0.00013697i,0.0025473+0.00092483i,0.0021592+0.00012937i,0.0016768-0.001121i,0.00018999-0.0010186i,-0.00041785-0.00086743i,0.00030305-0.0017232i,0.00016016-0.0017392i,0.00018121-0.00081017i,0.00099634+0.00036354i,0.0010134+0.00071382i,8.0738e-06+0.00021647i,-0.00035492+0.00027486i,-0.00080379+0.00066698i,-0.00119-3.1158e-06i,-0.0012532-0.00084164i,-0.0008541-0.00014372i,-0.00078004+0.0010413i,-0.0008226+0.00066905i
0.0029572-0.0024947i,0.0015181-0.0018739i,0.00048402-0.00074429i,0.00022625-0.00021236i,0.00075816-0.00044304i,0.0022248-0.00034596i,0.0030367-0.0007046i,0.0021594-0.0007878i,0.00032899-0.00020734i,-0.00078585-3.7514e-05i,-0.00069413-0.00027338i,0.00029462-0.00015926i,0.00035153+0.00022996i,-0.00026956+0.00047836i,-0.00071624-0.00012876i,-0.00055353-0.00050635i,-0.00051472+0.00030101i,-0.00099976-0.00020236i,-0.00092835-0.0007189i,-0.00049824-0.00077999i,-0.00024661-0.00093283i,5.592e-05-0.00058035i,0.00013442-0.00023391i
-0.00079856-5.0366e-06i,-0.00023726-0.00042883i,0.00038335-0.00051004i,-4.0745e-05-0.00052115i,2.95e-05-0.00022378i,0.00026815+0.00042023i,0.00093781-0.00062428i,0.0012913-0.001795i,0.00066812-0.0008439i,0.00022163+0.00034066i,-0.00031483-0.00038243i,-0.00028125-0.00095094i,0.00039622-0.00075211i,0.00046836-0.00083969i,5.2005e-05-0.00086314i,-9.5568e-05-5.2925e-05i,0.00045748+0.00069162i,0.00072183+0.00034357i,0.00051611+0.00082638i,0.00020721+0.0016128i,0.00022152+0.0011976i,0.00052859+1.6985e-05i,0.0003438-0.00012025i
-0.0006463-0.00091686i,-0.00083266-0.00074567i,-0.00036092+1.8425e-05i,0.00032657-0.00010182i,0.00065716-0.00059591i,0.0011596-2.9371e-05i,0.0021755-9.5131e-05i,0.001823-0.00086645i,0.00084364-0.00050875i,7.8915e-05+0.00016645i,-0.00051616+0.00034341i,-0.00053769-1.6725e-05i,0.00016209-0.00031508i,0.00048277-0.00023313i,0.00017926-7.8463e-05i,-7.2467e-05+0.00010388i,-8.0973e-05+0.00023682i,-1.0916e-05+0.00029016i,-0.00053811+0.00034028i,-0.00018463+0.00023792i,0.00021128+0.0005393i,-5.0676e-05+0.00077811i,0.00063549+0.0004308i
-0.00045136-0.0012001i,-0.0020826-0.0007439i,-0.0018242-0.00015864i,-0.00026049+0.00032104i,0.0002395+0.00030441i,0.00082881-0.00074875i,0.0014965-0.0013707i,0.0012665-0.00096948i,0.00039826-0.00045188i,-0.00031336-6.7071e-05i,0.00019666+7.8324e-07i,0.00079002+0.00035304i,-0.00025065+0.00044383i,-0.00022822-5.3918e-05i,0.00035704+0.00043999i,0.00028582+0.0010035i,4.5687e-05+0.00068372i,-2.9227e-05+7.9668e-05i,0.00031987+0.00011263i,-0.0001077+0.0003509i,-0.00049487+9.7162e-05i,-8.0852e-05+0.00045506i,-8.6717e-06+0.0006581i
-0.001762-0.002877i,-0.0030193-0.0036138i,-0.0037194-0.0015081i,-0.001788+0.00060591i,0.0011621+0.00048148i,0.0020926-0.00017332i,0.0024901-0.00050709i,0.0025391-0.00072646i,0.0013467-0.00070295i,0.00087873-0.00027602i,0.00063807-0.00039741i,0.00036056-0.00016212i,0.0001736+0.00062669i,-0.00052042+0.00047861i,-0.00049066+0.00085548i,1.938e-05+0.0013047i,0.00011006+0.00091404i,0.00010951+0.00017799i,0.00020016-0.00054737i,8.8454e-05-0.00037495i,-0.00016225+0.00036495i,-0.00036798+0.00066856i,9.5198e-05+0.00048263i
0.0012477-0.00074995i,0.00045862-0.0016105i,-0.00096729-0.0019991i,-0.00044914-0.00064582i,0.00085262+0.0013229i,0.0015488+0.0017431i,0.001716+0.00016503i,0.0015616-0.00087146i,0.00072579-0.00077474i,-0.00012192-0.00074688i,-4.2575e-05-7.9217e-05i,-8.2977e-05+0.00035385i,0.00030262+0.00015932i,0.00045833+0.00029738i,0.00022129+0.00046709i,0.00033338+0.0004226i,0.00047404+0.00047356i,0.00052309+0.00025852i,0.00064503+0.00020182i,0.00026505+0.00029537i,-0.00060107+6.0858e-05i,-0.00063676-0.00024707i,-0.00021831-0.00036401i
-0.0020978-0.00047275i,-0.0019399-6.3945e-05i,-0.0014174+0.00036699i,-0.00051423+0.001249i,0.00078417+0.001601i,0.0017386+0.00090212i,0.0027847-0.00034832i,0.0022468-0.001084i,0.00052944-0.00058536i,8.519e-05+0.00034622i,-9.5923e-05+0.00041717i,-8.0134e-05+2.9887e-05i,0.00040515+0.00044075i,0.00054927+0.00059505i,0.00084387-1.6462e-05i,6.6842e-06-0.00037564i,-0.00041152-0.00041441i,0.00033724-0.00042444i,0.00051758-0.00065678i,3.3318e-05-0.00058226i,-0.00019796-0.00019735i,-0.00042177-4.3588e-06i,-0.00024096+5.6651e-05i
-0.001222-0.0012921i,-0.0013593-0.0016225i,-0.0017522+8.0357e-05i,-0.001336+0.0018121i,0.00081835+0.001108i,0.0026487-0.00060857i,0.0033677-0.0014587i,0.0024449-0.0014005i,0.0011664-3.7249e-05i,0.00021801+0.00079707i,-0.00017577+0.00020488i,-0.00088059-4.2353e-05i,-0.00048695+0.00019264i,-0.00066517+0.00012372i,-0.00022147+0.00030306i,0.00021745+0.00032814i,0.00045157-0.00023908i,0.00038389+0.00061332i,7.434e-05+0.00043569i,-1.9847e-05-0.00070734i,-0.00049034-0.00020068i,9.8718e-05-0.00027191i,0.00050556-0.00057064i
0.001027-0.00044051i,0.00058385-0.00055978i,-0.00034754-0.0004158i,-0.00046349+0.00030656i,-0.00022643+0.00016145i,0.00068304-0.00057399i,0.0018515-0.00099983i,0.0015912-0.0015568i,0.00081905-0.00060052i,0.00033826+0.00038664i,-0.00017698+0.00044548i,0.00016185+0.00059177i,0.00037504+0.00062205i,8.3078e-06+0.00055491i,5.4731e-05+0.00043644i,-0.00016312+0.00052625i,-0.00050531+0.000615i,-0.00056375+0.00023775i,-0.00048576+0.0001442i,-0.00021591-0.00023198i,-0.00011146-0.00040398i,-5.3764e-05+0.00020007i,0.00028714+0.00028088i
-0.0019604-0.0013858i,-0.0020561-0.0019978i,-0.0014521-0.00033903i,-0.0012711+0.00046597i,9.8551e-05+0.00057088i,0.0021743+0.00035821i,0.0025209-0.00040309i,0.0018209-0.00054281i,0.00083591-0.00045994i,0.00058671-0.00027519i,0.00018971+0.00055221i,-0.00029731+0.0010294i,0.00024601+0.00077377i,0.00061534-3.4232e-05i,0.00020038-0.00037689i,0.00011818-0.00042654i,-3.341e-05-0.00021623i,-0.0005019+0.00054309i,-0.00017889+0.00092198i,0.00022469+0.00054258i,-0.00035663-8.5577e-05i,-0.0005529+0.00058574i,0.00046216+0.0015634i
0.00060983-0.0016895i,0.00075759-0.0030582i,-2.9363e-06-0.0030528i,-0.00092794-0.0018834i,-0.0010645-0.0002945i,0.0002187+3.3805e-05i,0.0011024-0.00039162i,0.00060489-0.00058696i,-0.00024393-0.00098818i,-0.00031236-0.00066134i,-0.0010561-0.00031779i,-0.001747-0.00025867i,-0.001106+0.00031174i,-0.00029881+0.0010505i,0.00029908+0.0011836i,0.00085505+0.00079921i,0.00074061+0.00069469i,0.00031169+0.00026033i,1.5559e-05-0.00024812i,-0.00051453-5.5794e-05i,-0.00044104+0.00011202i,0.0005628-0.0002512i,0.00091633-0.00041671i
0.00088795-0.0028829i,0.00075119-0.0031375i,-0.00030369-0.0024594i,-0.00048564-0.0017775i,0.00089502-0.00086172i,0.0022001-0.00012995i,0.0022163+0.00031247i,0.0011456+0.00032507i,0.00059922-0.0005384i,0.00051502-0.00078492i,0.00051658-0.00015177i,0.00074495+0.0004362i,0.0008763+0.00084944i,0.00080334+0.0011438i,0.00038639+0.0012378i,0.00017833+0.00059494i,-4.9535e-05-0.0002643i,-0.00060574+3.8819e-05i,2.099e-05+0.00065095i,4.3898e-05+0.00076851i,-0.00061167+0.00090389i,-0.00033903+0.00082577i,-0.00054901+0.0010206i
0.0013902-0.0024592i,-0.00028872-0.0012882i,-0.0011328-0.0001441i,-0.00087191+0.00027545i,-0.0002433+0.00026343i,0.0010762-0.00011527i,0.0027515-0.00064159i,0.0027259-0.0011364i,0.0016563+0.00022452i,0.00040507+0.0013011i,-0.00082242+0.0011649i,-0.0015418+0.00085253i,-0.00089177+0.00067641i,0.00045345+0.00072654i,0.0011715+3.591e-05i,0.00045031-0.00074491i,-0.00024453-0.0013902i,-4.6147e-05-0.0012594i,0.00032926-0.00079844i,4.4028e-05-0.00046549i,-0.00036822-0.00033238i,-0.00054433-0.00051293i,-0.00079753-0.00017683i
-0.0016391+0.00076817i,-0.00038412+0.00075847i,0.0014136+0.0012425i,0.0018288+0.0016873i,0.0012782+0.00060089i,0.0018249-0.00014004i,0.0020678-0.00060996i,0.0013866-0.0011091i,0.00046776-0.0004572i,4.176e-05+0.00014129i,-0.00035235+0.00014944i,-0.00061164-0.0002481i,-0.0006073-0.00014771i,-0.00066745-0.00022864i,-0.00044868-0.00035942i,8.8188e-06-0.00022848i,0.00023528-0.0001452i,0.00022024+0.0002081i,0.00021953+0.00040637i,0.0001057+0.000206i,-4.4661e-05-2.9694e-05i,1.6375e-05+0.00020105i,-0.00059337+0.00051556i
0.00035883-0.0037957i,-0.00082352-0.0042092i,-0.0014611-0.0031489i,-0.0027006-0.0021659i,-0.0021984-0.0012983i,0.00041732-0.00026608i,0.0019082-0.00012833i,0.0014803-0.00088993i,0.0011653-0.0014938i,0.0012823-0.00096918i,-0.00031634-0.00018133i,-0.0016315-7.6808e-05i,-0.00061652+0.00042857i,0.00076187+0.0015884i,0.001405+0.0025567i,0.0010606+0.0018899i,0.0008095+0.00070297i,0.00083072+0.00077322i,0.0011149+0.00035411i,0.00086956-0.00057046i,0.00044966-0.00049993i,-7.0506e-05-9.254e-05i,-0.0006543+0.00021692i
0.0028286+0.00017913i,0.0022527-0.00082256i,0.00044123-0.00095834i,0.00051948-0.00029964i,0.0013255+0.00053816i,0.0016918+0.00046161i,0.0018766-0.00056368i,0.0016647-0.00051913i,0.0010121-0.00022293i,0.00065588-0.00071096i,0.00014194-0.00090811i,-0.00074139-0.00046436i,-0.00075572+0.00045188i,9.4824e-05+0.00028468i,0.00025198+0.0004018i,-0.00012236+0.00066695i,-0.00068338+0.00093589i,-0.00073401+0.00047484i,-0.00033063+0.00018645i,5.1601e-05+0.00024937i,0.0010352+7.8102e-05i,0.0010261+0.00051676i,0.00033351+0.00059971i
-0.0010812+0.00043858i,-0.00079669+0.00056335i,-0.0007031+7.7932e-05i,-0.00060379-0.00037762i,0.00011657-0.00066042i,0.0013886-1.6966e-05i,0.002371+0.00037382i,0.0016387-0.00040229i,2.3218e-05-0.00060817i,-0.0004637+2.794e-05i,5.491e-05+0.00011321i,-0.00011048+0.0002734i,-0.00099221+0.00090775i,-0.00095066+0.00085247i,-0.00041734+0.00047193i,-0.00024038-0.00023152i,-6.3161e-05+0.00038225i,-0.00013294+0.00035062i,-0.00086842-0.00048482i,-0.0014364-0.00041124i,-0.0010075-0.00035297i,3.3943e-05+0.00013272i,0.00041826-5.662e-05i
0.00173+2.6362e-05i,0.0015797-0.001099i,0.00065253-0.0014785i,0.00037031-0.0015902i,0.00073265-0.0014779i,0.00087939-0.00089107i,0.0014397-0.00044245i,0.0010872-0.00059005i,-2.7426e-05-0.00049315i,-0.00047242+5.2342e-05i,-0.00011593+0.00021661i,0.00014383+0.00034955i,0.00032287+0.00065616i,3.7637e-05+0.00039613i,-1.896e-05+0.00019156i,0.00020152+0.00095453i,-3.1317e-05+0.0012592i,-0.00016074+0.00055134i,7.2077e-05+0.00048036i,0.00029726+0.00089718i,-0.00016322+0.00050381i,-8.0911e-05+1.9106e-07i,0.00059194-0.00040179i
0.00011877+0.00037712i,0.0007041-0.00017888i,0.00059961-0.00013258i,0.0015997+0.00041824i,0.0016333+0.00034562i,0.001847-0.00027313i,0.0022652-0.0010031i,0.0012953-0.0012539i,6.5341e-05-0.0002398i,-0.00052167+0.00015386i,-0.0010639-0.00039077i,-0.00076026-0.00027607i,-0.00019611-0.00071507i,-0.00023997-0.00083649i,-0.00063437+9.8656e-05i,-0.00029783+2.8045e-05i,0.00019299-0.00082049i,3.6074e-05-0.00027459i,-0.0005279+0.00012898i,-0.00021546-0.00027725i,0.00011945-0.00058264i,0.00029635-0.00070991i,-0.00017415-0.00074102i
0.0024529-0.0002314i,0.0022007-0.00050833i,0.0015741-0.0010157i,0.00050868-0.001183i,0.0001322-0.00042688i,0.00059211+4.3544e-05i,0.0014814-0.00036411i,0.0012829-0.00050248i,0.00047672-0.00059476i,0.00091994-0.00076869i,0.0011919-5.6317e-06i,0.00026482+0.00081908i,-0.00041614+0.00048378i,-0.00057605-0.00029848i,-0.00096736-0.00039239i,-0.00063371-0.00021678i,0.00022302-0.00042126i,-0.00028613+4.7503e-05i,-0.00064713+0.00048428i,-0.00024072+0.00057259i,0.00029019+0.00039227i,0.00029255+0.00014771i,0.00057507+0.00017119i
0.0013283-0.00087722i,0.0014693-0.0015288i,0.0012117-0.0020359i,0.00068655-0.0016166i,0.00054549-0.00093293i,0.0017001-8.181e-05i,0.0021078+0.00016168i,0.0012773-0.00018471i,0.0003184-0.00038195i,0.00014223-0.0016134i,0.00020222-0.0017707i,0.00010245-0.00067842i,-0.00018259-0.00037576i,-0.00098777-0.00028346i,-0.00082838+3.9218e-05i,-0.00083988+0.00051719i,-0.00082194+0.00040358i,-0.000315+0.00030024i,-0.00056613-2.8812e-05i,-0.00076268-0.00036445i,-0.00028806+0.00062103i,0.0010524+0.00070258i,0.0010742-0.00046184i
-0.00027383-0.0015483i,-0.0017157-0.0011408i,-0.0012219+0.00011405i,6.1139e-05+0.0003753i,0.0011056+0.00047944i,0.0016296+0.00047951i,0.0016409-0.0006045i,0.0011964-0.00153i,0.00035595-0.0012181i,-7.5002e-05-0.00038214i,-0.00020771+0.00033809i,3.1783e-05+0.0010762i,0.00031905+0.0013364i,0.00020333+0.00058118i,0.0003584+9.8842e-05i,0.00054395-0.00041274i,0.00039682-0.00053735i,1.1831e-05+0.00017366i,-0.00015647+0.00034495i,0.00043527+0.00033156i,0.00058553+0.00066172i,0.00013624+0.00052985i,0.00030217-0.00010033i
0.00028904+0.00011089i,0.00030774-0.00065272i,0.0011609-0.0010998i,0.0014831-0.0017296i,0.0011868-0.0018165i,0.0012908-0.0010679i,0.0016412-0.00046481i,0.0014848-3.4243e-05i,0.00092217-0.00023339i,-5.9907e-05-0.00034711i,-0.00043711-4.6223e-05i,-0.0005919+0.00041251i,0.000222+0.00040565i,6.4761e-05-0.00037824i,-0.00070243-0.00072978i,-0.00040299-0.00071419i,9.3566e-05-0.00063083i,-6.5834e-05-0.00040278i,0.00013054+0.00055142i,0.00054253+0.00064561i,0.00013045+0.00010189i,-0.00017133-0.00023393i,0.00011457-0.00047056i
-0.00069142-0.00109i,0.00032005-0.00050641i,-0.00057806-0.00025188i,-0.00065986-0.00016892i,0.0008243+0.00012472i,0.002426+0.00049438i,0.0025011+0.00044803i,0.0012255-0.00042935i,-0.00045865-0.00058982i,-0.00045109+0.000169i,-0.0003714+0.00044336i,-0.00038121+0.00039842i,0.00015766+0.00022668i,0.0007866+1.933e-05i,0.0013088+0.00065515i,0.0011235+0.0013366i,-0.00011881+0.00089971i,-0.00042175+0.00017951i,0.00034622-0.00012296i,0.00088728-0.00016172i,0.00061188-0.00011157i,-0.00010958-0.00041625i,-0.00034275-0.00052922i
-0.0010061-0.00025565i,-0.0012899+0.00026647i,-0.000366+2.7839e-05i,0.00049259-9.5832e-05i,0.00034954+0.00010184i,0.001039+0.00038392i,0.0020497-0.00023322i,0.0011525-0.00146i,1.2866e-05-0.0015804i,0.00026787-0.00089873i,0.00054038-0.00087379i,0.00018122-0.00054334i,0.00010234+0.00020924i,0.00026198+0.00036284i,0.00040135+0.00039307i,0.00019038+0.00047456i,0.00030664+0.00056379i,0.00040294+0.00099645i,-2.1592e-05+0.0013251i,4.5452e-05+0.00076003i,-0.00025492+0.00031581i,-2.3495e-05+7.3534e-05i,0.0003364-0.00085233i
-0.00042318-0.0021262i,-0.00035668-0.0015428i,-0.00047633+0.00013093i,-0.0003155+0.00072941i,-0.00040076+0.00035052i,0.00024712+0.00037911i,0.0013827+0.00012914i,0.0012494-0.00059523i,0.00055199+7.4478e-05i,0.00011809+0.0004187i,0.0003526+2.0001e-05i,0.00072491-0.00019577i,0.00024072-4.5501e-05i,-0.00059833+5.1814e-05i,-0.00040465+8.1995e-05i,-0.00023086+0.00073659i,-0.00018524+0.00095946i,4.5571e-05+0.00052858i,-0.00022742+0.00025874i,-0.00074225-0.00033952i,-0.00025434-0.00032347i,-8.2353e-05+0.0004185i,-0.00054091+0.00064151i
0.0017794-0.002572i,0.0010273-0.0026728i,0.00077835-0.0010781i,-0.00025888-0.00021421i,-0.00051584-0.00068007i,0.00034627-0.00063168i,0.0012908-0.00074602i,0.0016086-0.00077393i,0.0012438-0.00057941i,0.00053005-0.00028352i,-0.00021009+0.00028878i,-0.00053066+0.00074906i,-0.00055782+0.00079771i,-0.00082771+0.0012835i,-0.0015761+0.0013348i,-0.0020533+0.00050261i,-0.0012721+0.00013224i,-0.00042349+0.00060972i,-0.00044988+0.00021265i,3.3117e-05+2.0852e-05i,0.00097521+0.00069099i,0.0010391+0.00086369i,0.00031711+0.00057603i
0.00083284+0.00075393i,-0.00032747-0.00058934i,-0.00075801-0.0011372i,0.00017013-0.00066386i,0.00044992-0.00047295i,0.00058447+0.00032556i,0.0010323+0.00051718i,0.00081586-0.0002796i,0.00027515-0.001094i,0.00051313-0.00099124i,0.00074681-0.00080184i,-0.00067848-0.0007654i,-0.00094792-0.00021497i,-0.00035834+0.00064911i,-0.00036354+0.00060691i,0.00027403-0.00012999i,0.00074163-0.00076952i,0.00043293-0.0009138i,-0.00037994-0.0007225i,-0.00040987-8.2881e-05i,-0.00017274+0.00014025i,-0.00017891-0.00024271i,4.8248e-05-0.00041348i
0.00052054-0.0018306i,0.00011072-0.0023426i,0.0006662-0.0016189i,0.00088745-0.00032757i,0.0010341+0.00061467i,0.0017718+0.00050341i,0.0025873-0.00094678i,0.0022444-0.0014786i,0.00095876-0.00076753i,-0.0003191-0.00042509i,-0.0005154-0.00029862i,0.0003255+5.1803e-05i,0.00015564+0.00046478i,-0.00063985+0.00068026i,0.0003373+0.00057542i,0.0010969+0.0007495i,0.00039618+0.00076761i,-0.00059576-0.00025341i,-0.0011465-0.0006573i,-0.00046973-0.00029328i,-5.5204e-07+3.1915e-05i,-0.00071179-8.7132e-05i,-0.00037515-0.00050954i
-0.00030819-0.0021437i,0.00030751-0.0016753i,0.00071597-0.00034635i,-2.395e-05+0.00049675i,0.00028978+0.00071331i,0.0011669+0.00096315i,0.0013145+0.00056516i,0.00062846-0.00063336i,0.00033248-0.0011391i,0.00039878-7.7024e-05i,0.00021672+0.00026472i,-2.7061e-05-0.00053243i,7.5012e-05-0.00083201i,0.00043583-0.00029505i,0.00070182+0.00093516i,0.00056289+0.00073123i,0.00050203-0.00039452i,1.4398e-05-0.00043636i,-0.00049949-0.00070896i,-0.00072743-0.0012549i,-0.00117-0.00049526i,-0.00098692+0.00039637i,-5.9209e-05+0.00013187i
-0.0012407+0.00045321i,-0.00082016+0.0010301i,7.4202e-05+0.0020822i,0.00067361+0.0015416i,0.0014596+0.00089967i,0.0020862+0.00063679i,0.0022026+0.0001993i,0.0011317+0.00016091i,-0.00016291+6.1409e-05i,0.00075816-0.0005189i,0.00077812-0.00076837i,-0.00039764-0.00022127i,-0.00046679-0.00033887i,0.00021968-0.00060758i,-0.00017872-0.00039414i,-0.0010877+0.00021953i,-0.00098542+0.00020603i,-0.00060874+3.598e-05i,-0.00032343+0.00019226i,-0.00053195-0.00026226i,-0.00073003-4.7306e-05i,-0.00056915+0.00046131i,-0.00055764+0.00010166i
-0.00091245-0.0022279i,-0.0017153-0.0021633i,-0.002083-0.00043017i,-0.0011988+0.0010166i,0.00031449+0.00065829i,0.0013472-0.0002521i,0.0018696-0.0002416i,0.0015211-0.00011001i,0.00096901-0.00017851i,0.00076423+2.7304e-05i,0.0012714+6.86e-05i,0.0010503-0.00022362i,-1.3377e-05-0.00049696i,0.00038509+8.1294e-05i,0.0010421+0.00065066i,0.00076927+0.00063833i,0.00022383+0.00016454i,-7.3903e-05+5.0253e-05i,0.00012631+6.6293e-05i,-0.00029632-0.00025055i,-0.0013547-5.6006e-05i,-0.0014785+0.00071379i,-0.00070447+0.0012153i
0.0023286-0.0021171i,0.0020638-0.0030276i,0.00088554-0.0016219i,-0.00017119-0.00048369i,5.9644e-05-3.5759e-05i,0.00068723+0.00097427i,0.0014063+0.0010242i,0.0016345+0.0003907i,0.00095578-0.00013821i,0.00037469-0.00099021i,0.00019924-0.001295i,-0.00018891-0.00076443i,-0.00034499+0.00023073i,-0.00042855+0.0012876i,-0.0010622+0.00082369i,-0.0011807-0.00015123i,0.00013377-0.00021841i,0.0015773-0.00011621i,0.0019408-2.7881e-05i,0.0012044+0.0002496i,0.00041293+0.00074637i,0.00034454+0.00070632i,-4.6768e-05+0.0007851i
0.00068931+0.0016209i,0.0011462+0.0017101i,0.0016082+0.0012197i,0.0016096+9.8536e-05i,0.001037-0.00084641i,0.00077636-0.001239i,0.0014077-0.002163i,0.0012409-0.002006i,0.00083418-0.00022028i,0.00042833-0.00010533i,0.00014199-0.00072472i,-0.00019671-9.8767e-05i,-0.00089162+2.8077e-05i,-0.0013325-0.0002081i,-0.00048457-0.00023673i,-7.6322e-05-0.00011279i,-0.0006816-5.5682e-05i,-0.00049616+0.00042881i,-9.8087e-05+0.00044592i,-2.6427e-05+0.00031089i,0.0002849+0.00053024i,0.0005286+0.00017311i,0.00067111-0.00024817i
-0.0021022-0.0013747i,-0.0019235-0.00079613i,-0.0012286+0.0003693i,-0.0013345+0.00047316i,-0.00066762-0.00021647i,0.0012341+3.5177e-05i,0.0018626+1.4614e-05i,0.00072726-0.00075779i,-0.00014445-0.00093576i,-8.4225e-05-0.00047607i,-0.00021522-0.00038849i,-0.00068227-0.00021354i,-0.0011241-2.1428e-06i,-0.00066903+0.00026699i,-0.00041209+0.0013404i,-0.00033547+0.0015164i,-0.0001949+0.00058102i,0.00014412-6.7745e-05i,0.00047668-0.00062729i,0.00075118-0.00086236i,0.00050287-0.00079658i,0.00047495-0.0005608i,0.0010288-0.00073662i
-0.00023176+0.00014921i,-0.00017862-0.00093993i,-0.00015713-0.0013402i,7.4372e-05-0.00091911i,0.0011778-1.6465e-05i,0.0022623+0.0004687i,0.0021012+0.00027363i,0.0017495-0.00053708i,0.00099976-0.00032005i,0.00027629-2.6783e-05i,-0.00045325-0.00031317i,-0.00045888+0.00030534i,0.00023426+0.00069342i,0.00086238+0.0004781i,0.00066827+0.00020023i,-0.00024321+0.00079318i,-0.00094772+0.0014476i,-0.0010067+0.001245i,-0.00063257+0.00077691i,0.0002065+0.00017798i,0.00071125-0.00022825i,-0.00051901-0.00024555i,-0.00086759+0.00010731i
0.0012095-0.0013303i,-0.00023135-0.0013697i,0.00041978-0.00084782i,0.0012692-0.00032275i,0.0014098+0.00030441i,0.0022456-0.00027462i,0.0032641-0.00090543i,0.0028389-0.00086136i,0.0011026-0.00013449i,0.00011604-0.00047148i,-0.0002178-0.001075i,-0.00091395-0.00069701i,-0.0014087-0.0005516i,-0.00089943-2.7015e-05i,-0.00068624+0.00046385i,-0.00033054+0.00026125i,0.0001358+0.00054731i,-0.00034365+0.00082614i,-0.00028582+0.00023517i,0.0005354-0.00055142i,0.00086423-0.00093787i,0.00039631-0.00090184i,0.00033656-2.1476e-05i
