-0.0016357-0.0008362i,-0.001502+0.00020156i,-0.0024479+0.0011603i,-0.0021967+0.0016357i,-0.0010689+0.0018064i,-0.00023878+0.0014337i,0.00021804+0.0015855i,0.00046916+0.00050748i,0.00026312-0.00075138i,0.00094832-0.00093551i,0.0010129-0.00066332i,5.5091e-05-0.00032499i,-0.00047744-0.00011273i,-0.00053509-0.00051123i,0.00013965-0.0010588i,0.00039999-0.00099429i,0.00034979-0.00012393i,8.1579e-05+0.00055321i,-0.00037851+0.00067625i,-0.00053728+4.5345e-05i,-0.00074422+9.8507e-05i,-0.00098175+0.00041383i,-0.00031956-0.00020876i
-0.00043611-0.0006064i,-0.00049013-0.00032597i,-0.00076522+0.0018689i,-0.00092173+0.0021683i,0.00037458+0.0011951i,0.0016463+0.00070925i,0.001651+0.00034775i,0.00087967+0.00023123i,0.00032351+0.00026365i,-0.00013049+2.9358e-05i,-9.0452e-05-0.00022021i,0.00045624-0.00045687i,0.0007329-4.3752e-05i,0.00099403+0.00032513i,0.00084524+0.00024768i,8.4794e-05+0.00080997i,-0.0004223+0.0009889i,0.00010872+0.00015362i,0.00088114-0.00034819i,0.0006773+2.8405e-05i,-0.00013382+4.2323e-05i,-0.00010553+0.00011885i,0.00013716+0.00015888i
0.00029458-0.0026836i,-0.0008733-0.0029307i,-0.0011878-0.0032067i,-0.00077858-0.0017756i,7.0908e-05+8.8279e-05i,0.00084202+0.00059519i,0.0014945-4.2868e-05i,0.0010991-0.0011006i,0.00045756-0.00088675i,4.3004e-05-0.00012569i,0.00046561-0.00053353i,0.00086457-0.00095018i,0.00016436-0.00018823i,-0.00046897+0.00070933i,-0.00040636+0.0011788i,-7.4122e-05+0.00064964i,-0.00018899-0.00026292i,-0.00050974-7.4799e-05i,-0.00035838+0.0004025i,-0.00042641+0.00051629i,-8.3488e-05+0.00028284i,0.00021748+0.00053349i,2.2995e-06+0.00055725i
-0.00043261+0.00028217i,-0.00064513-0.00090987i,-0.00037454-2.4779e-05i,0.00046798+0.00029517i,0.00069275-0.0010164i,0.00093992-0.0014052i,0.0018015-0.0011067i,0.001149-0.0010451i,-0.00014799-0.00062011i,0.00053986-0.00024369i,0.00099299+0.00055656i,-0.00011105+0.0016616i,-0.00087757+0.0016042i,-0.00092255+0.0012888i,-0.00064323+0.00097596i,-4.8009e-05+0.00059377i,0.00090854+0.00062167i,0.0011617+0.00047651i,0.00031913-1.5215e-05i,-0.00021589+0.00020392i,-0.00021832+0.00030666i,-0.00035603-0.00012598i,-0.0012112-0.00052382i
0.001997-0.00025793i,0.0018678-0.0018115i,0.0014839-0.0020432i,0.00098569-0.00064933i,0.00089787+0.00014688i,0.0014703+0.00028848i,0.0017063-0.00025342i,0.0012009-0.0010029i,0.00014158-0.001156i,-0.00030069-0.00088193i,0.00011861-0.00035634i,3.1817e-05+0.00052646i,0.00010358+0.00076015i,-4.5471e-05+0.00017704i,-0.00034975-0.00014939i,1.4782e-05-5.9815e-05i,0.00024031-0.00012415i,0.00045919-0.00063728i,0.00044029-0.00097829i,9.9702e-05-0.00051698i,0.00015054-0.00031743i,0.00019697-0.00098682i,0.00054617-0.0011278i
-0.003501-0.0016386i,-0.0024643-0.0010526i,-0.0018248+0.00017968i,-0.0019948+0.0017981i,-0.00037058+0.0021376i,0.0028058+0.0010848i,0.0035209-0.00018312i,0.0023462-0.001557i,0.00045655-0.00094506i,-0.00061674+0.00028516i,0.00021889+0.00046186i,0.00059092+0.00047515i,-2.4504e-05+0.00037483i,-4.4405e-05-6.9173e-05i,0.00048067-3.6055e-05i,0.00044299+0.0006781i,-0.00038045+0.00084235i,-0.00036998+0.00019466i,-6.0955e-06+7.1788e-05i,-1.0188e-05-0.00013243i,-0.00044533-0.0003714i,-0.00041708+0.00015282i,-0.00035301+0.00058257i
-0.0010094-0.002818i,-0.0011788-0.003727i,-0.0007307-0.0020293i,-0.0010166-0.00046664i,-0.00091925-0.0002072i,0.00024881+0.00033823i,0.0010974+0.00031329i,0.0010469-0.00050129i,0.00030316-0.00037909i,-0.00012534-0.00037049i,-7.3523e-05-0.00055349i,-0.00028713-0.00051595i,-0.00081224+0.00043185i,-0.001128+0.00070822i,-0.00086326+2.8842e-05i,-0.00082274+0.00058735i,-0.00094879+0.00064315i,-0.00073406+0.00027146i,-0.00021794+0.0005621i,0.00084768+0.00043252i,0.0014553-0.00061056i,0.00054614-0.0010302i,-0.00039583-0.00018176i
-0.00027755-0.0024404i,-0.00029639-0.0016425i,-7.8905e-05-2.9751e-05i,0.0004713+6.3934e-05i,0.0005254-0.00026926i,0.0013691+7.7016e-05i,0.0023425-0.00068661i,0.0019176-0.00079556i,0.00067772+0.00024287i,-0.00017124+0.00062846i,0.00024322+0.00085737i,0.00075361+0.00043154i,0.00096123+0.00020881i,0.00058928+0.00085896i,0.00013647+0.00047291i,0.00012352-0.00026636i,-0.00021588+9.3582e-06i,-0.00072126+0.00032458i,-0.0008508-6.3152e-05i,-0.00025405-0.00035409i,0.00021376-0.00060624i,-0.00037891+6.6562e-05i,-0.0010226+0.00095526i
0.0016724-0.0032011i,-0.00032906-0.003163i,-0.0026788-0.002861i,-0.0014053-0.0015161i,0.00083086+0.00057814i,0.0019169+0.0013376i,0.002185+0.00043159i,0.0014642-0.00044818i,0.00060112-1.853e-05i,-7.6579e-05+0.00057976i,-0.00012964+0.00014614i,-0.00043445-0.0001138i,-0.00015554-0.00010355i,0.00081814-0.00044027i,0.0013066-0.00037396i,0.00082294+0.00038568i,-0.00039765-0.00044067i,-0.00086073-0.0011104i,-0.00048078-0.00051825i,3.3629e-05-0.00011759i,0.00049208+0.00068216i,1.4068e-05+0.0013321i,-0.0006769+0.001072i
0.00075791+0.000438i,0.00052854-0.00021875i,-0.0001429+0.00015574i,-0.00062645+0.00026664i,-0.00044143+0.00023034i,-0.00013939+8.0339e-05i,7.5446e-05-0.00034556i,-6.8005e-05-0.00020943i,-0.00071345+0.00019389i,-0.0008368+0.00029397i,-0.00081225+0.00023089i,-0.000695+0.00015182i,-0.0004698-0.0001866i,0.00035615-0.00021546i,0.0007642+1.0049e-07i,0.00068695+0.00027418i,0.00088559+3.7975e-05i,0.00056941+6.1564e-05i,0.00037536+0.00065805i,-0.0004527+0.00044536i,-0.0010276+0.00031182i,-0.00038383+1.9312e-06i,0.0002496+0.00040133i
-0.0014376-0.0018458i,-0.0018072-0.0016937i,-0.0016766-0.0014931i,0.00013156-0.00058426i,0.0013569+0.00032833i,0.0024762-0.00022536i,0.0035143-0.00058621i,0.0025424-0.00062701i,0.0013426-9.0227e-06i,0.0011143+0.0012317i,0.0011478+0.0012352i,0.00061846+0.00015595i,0.000127-0.00011758i,0.0010144+5.9571e-05i,0.0013175-0.000191i,0.00076222-0.00059651i,0.00010059-0.00054532i,-0.00062034-0.00023725i,-0.00082018-0.00053559i,-0.0012094-0.00089842i,-0.00087234-7.4338e-05i,-0.00021505+9.9857e-05i,-0.00058875-8.1362e-07i
-0.0013543-0.0004533i,-0.00031695-0.00089988i,-0.00069362-0.00022156i,-0.0012796+0.00058894i,-0.00071511+0.00052151i,0.00036493-0.00040051i,0.00079452-0.0014685i,0.00035995-0.0014293i,-0.0001097-0.001219i,2.2375e-05-0.00064414i,0.00069061+0.00020672i,0.00015999+0.00042402i,-9.0136e-05+4.6246e-05i,0.00037107-0.0003088i,0.00037808+0.00016188i,-0.00030826+0.00068163i,-0.00087592+0.00028683i,-0.00053539-3.2531e-05i,0.00019592-0.0005118i,0.000714-0.00043025i,0.000368+0.00030685i,0.00038251+0.00056232i,0.00024151+0.00052335i
7.8735e-05-0.0018186i,-0.0011536-0.0021119i,-0.0019014-0.0004465i,-0.0012844+0.0011316i,0.00061923+0.00086035i,0.0024512-0.00023744i,0.0025662-0.0012058i,0.0014418-0.0010995i,0.000389-0.00035338i,-0.00042577+0.00025552i,-0.00065167+0.00078488i,-0.00027419+0.0013561i,-0.00018358+0.0013936i,-0.00017366+0.00060225i,0.00021578+0.00011842i,0.00025406+0.00013423i,-0.00038598-0.00011159i,-0.00035833-0.00068792i,0.0010469-0.00037858i,0.0011872+0.00041701i,0.00026518+0.0002047i,0.00014882-0.00060174i,4.8803e-06-0.00046488i
-0.0030023-0.010184i,-0.0078811-0.010517i,-0.013557-0.0060537i,-0.010277+0.0004702i,-0.0046611+0.0045574i,0.00061586+0.0047597i,0.0028323+0.0013536i,0.0024845-0.001429i,0.0010884-0.0010603i,-0.0005055+0.0011706i,0.00033435+0.00176i,0.0020923+0.0013797i,0.0035071+0.0017822i,0.0047757+0.0021277i,0.0047855+0.0019946i,0.0027687+0.0016896i,0.00094579+0.00083323i,0.00086218-0.00065635i,0.0014354-0.0019543i,0.00079183-0.0025851i,-0.00064866-0.0017208i,-0.0012604-0.00028438i,-0.0003164+0.00072707i
0.00080718+0.0018055i,0.0021627+0.0024435i,0.0029844+0.0015982i,0.0030836-0.00012548i,0.0034565-0.00090467i,0.0024563-0.0009033i,0.0011779-0.00028259i,0.00084601+0.00017332i,0.001055-3.548e-05i,0.0010015-0.00071471i,0.00043164-0.0007051i,-0.00038168-0.00020135i,-0.0013865-0.00082781i,-0.0020727-0.00081248i,-0.0015201-1.2557e-05i,-0.00066489-4.3645e-05i,-0.00022273-0.0002758i,-0.0006046+0.00025035i,-0.00087979+0.0010222i,-0.00057217+0.00070354i,-0.0002232-0.00013643i,1.2415e-05+0.00025308i,0.00055268+0.00076123i
-0.00032168+0.00079941i,0.00076726+0.0015596i,0.0023329+0.00022088i,0.0019099-0.00098969i,-0.00014301-0.0014493i,-0.0012376-0.0009679i,-7.8262e-05+0.00032775i,0.00078129+0.0002675i,0.00023949-0.0001796i,-0.00034538-3.986e-05i,0.00024667-0.00066668i,0.0004193-0.0005786i,-0.00031229-0.00052438i,-0.00059063-0.0013491i,-0.00066859-0.0011924i,-0.00050002-0.0006747i,-9.1903e-05-0.0010364i,0.00065357-0.001325i,0.00081127-0.0011624i,0.00076751+8.6729e-06i,0.00048947+0.00080441i,0.00023278+0.0007554i,0.00042416-0.00019826i
0.0020695-0.00090392i,0.0021733-0.0012682i,0.0013264-0.0017873i,0.00031527-0.0017672i,0.00052177-0.0010366i,0.00173+2.5191e-05i,0.0025983+0.00077076i,0.0029869+0.00070449i,0.0019378+0.00016635i,0.00034912+6.87e-05i,-9.3997e-05-0.00064599i,-0.00043177-0.00042091i,-0.00068665+7.1279e-05i,-0.0011178-0.00017946i,-0.0013183+0.00017354i,-0.00049853+0.00049163i,0.00016164+0.00025443i,-0.00024743-0.00034774i,-0.00050844-0.00019243i,-0.00027542+0.0012696i,-0.00047112+0.0014942i,2.7062e-05+0.00071273i,0.00083916+8.3338e-05i
0.003221-0.00058322i,0.0025922-0.0012306i,0.0016713-0.00091941i,0.0010235-0.0014943i,0.0011357-0.0021349i,0.0021237-0.0014299i,0.0025253-0.00064606i,0.00090787-0.00032635i,-0.00037414-0.00053333i,-0.0004521-0.00095971i,-0.00048314-0.00095047i,-0.00093787+1.3922e-06i,-0.0010981+0.00049746i,-0.0010935+0.00023232i,-0.00094232+0.00052494i,-0.00082536+0.0007132i,-0.00052753+0.00055014i,-5.8665e-05+0.00051545i,-0.00010481+0.00048964i,0.00016448+0.00024092i,0.00042659+0.00048289i,0.00021278+0.00036113i,0.00014593-0.00048896i
-0.0010395+0.001081i,-0.00040277+0.0011699i,0.00056941+0.00033205i,0.00079278+0.00035053i,0.00056077+0.00031079i,0.0016089+3.5341e-06i,0.0022535+0.00054717i,0.0020542+0.00044126i,0.0012493-0.00013881i,0.00033254-0.0002756i,-0.00016857-0.00035737i,-0.00013999-0.00049727i,-0.00035887-0.00026754i,-0.00092678-1.5661e-05i,-0.001289+0.00029998i,-0.0012279+0.0011306i,-0.0012922+0.0013632i,-0.0005211+0.00067344i,0.00018836+0.00051562i,4.7306e-05+0.0010441i,0.00023654+0.0012405i,0.0011742+0.0011291i,0.00096585+0.00059932i
0.00046374-0.0019643i,-0.0007576-0.0025514i,-0.0017517-0.0014982i,-0.0014765-0.00012856i,-0.0003797+0.00053437i,0.001238+0.00049672i,0.0017741-0.00010285i,0.0012636-0.0009086i,0.0011249-0.0011672i,0.00085224-0.00085293i,-0.00033441+0.00079995i,-0.0014494+0.001932i,-0.00080289+0.00061634i,0.00019127-0.00026486i,0.00085021-0.00069722i,0.0013949-0.00061995i,0.00095942-0.0002623i,0.00018231-0.00073878i,7.2379e-06-0.00069493i,-4.1393e-05-0.00011598i,0.000298+0.00043385i,0.00095414+0.00071231i,0.00033993+5.7295e-05i
0.0015992-0.0025966i,0.0018809-0.002055i,0.0015724-0.00029321i,0.00065196+0.00017982i,-0.00032671-0.00041607i,-0.00050651+0.00069219i,0.00077445+0.00079467i,0.0016633+0.00031455i,0.00058444-0.00035899i,-0.00038752-0.00081101i,-0.00035905-0.0009051i,-0.00017211-0.00090856i,-0.00029221-0.00023432i,-0.0005707-3.6284e-05i,-0.00062908-0.00044443i,-0.00055559+0.00010903i,-0.00039576+0.00067207i,-3.3608e-05+0.00055756i,0.00017552+2.9212e-05i,-0.00025946-0.00041201i,-0.00059418-0.00050279i,-0.00029171+3.0416e-05i,-0.00029762+0.00042321i
-7.1113e-05-0.0010044i,-0.00068025-0.00079824i,-0.0017105-0.00043882i,-0.00059422-2.4731e-05i,0.0010071+0.00027997i,0.0017576+0.00098583i,0.0022548+0.00068707i,0.0018697-0.00020465i,0.0010871+0.00029748i,0.00036564+0.00029568i,0.00061951-0.0003344i,0.00093212-3.344e-06i,0.00047777+0.00041495i,9.8416e-05+0.00058062i,-0.00025822+0.00018213i,-0.00029512-0.00019633i,7.1007e-05+0.00064224i,0.00052213+0.00095831i,-0.0004548+0.00022469i,-0.0010752-0.00052199i,-0.00046074-0.00039913i,2.1017e-05+0.00048564i,-0.00024747+0.00039833i
0.00090201+0.0012053i,0.0016592+0.00078699i,0.0017264-0.00029481i,0.001973-0.00026978i,0.0020652-0.00017436i,0.0021449-0.00092655i,0.0020849-0.00096235i,0.0013225-0.00085593i,0.00059575-0.00078678i,9.7185e-05+9.4642e-05i,-0.00020778+0.00042418i,-0.00043727+0.00037796i,3.1072e-05+0.00095436i,0.00010545+0.0012507i,-5.3431e-05+0.00016638i,-0.0002043-0.00078299i,-0.00024156-0.00054647i,0.00041233-0.0001987i,0.00012528-0.00053201i,-0.00067171-0.0003129i,-0.00042228+0.00035279i,-6.8408e-05+0.0011124i,-0.00035787+0.0014535i
-0.0019072-0.0024327i,-0.0016086-0.0014758i,-0.00083418-0.00018943i,-0.00044656+4.0433e-05i,0.00060692-0.00034409i,0.0014595-0.00060478i,0.0015887-0.00054i,0.0013722-0.00045518i,0.0010125-0.00011357i,0.00036296+0.00018275i,0.00035233+0.00012179i,0.00046182+0.00035702i,-0.00033735+0.00072299i,0.00012655+0.00039368i,0.00082353+0.00042939i,0.0003042+0.00070053i,-0.00037897+0.00034483i,-0.00036764-0.00014618i,0.00056912-0.00013965i,0.00056884+0.00020817i,0.00023898-0.00021045i,-4.3376e-05+0.00020661i,-0.00047415+0.00084347i
0.0023047-0.0019015i,0.00083822-0.0020307i,-0.00013912-0.0009762i,-0.00060906-0.00052968i,-0.0003728-0.00087554i,0.0005833-1.8253e-05i,0.0011461+0.00011077i,0.0010169-0.0010424i,0.00019228-0.0014239i,-0.00015412-0.0012349i,-0.00020623-0.0016094i,-0.00063868-0.0017152i,-0.00090481-0.00040268i,-0.00044514-9.0212e-05i,-0.00054606+0.0004296i,-0.00060249+0.00086778i,3.5373e-05+0.00021175i,0.00040617-0.00027523i,0.00016712-6.639e-06i,-0.00015796+0.00087873i,-0.00051257+0.00072394i,-0.0006421-0.0002786i,-0.0001325-0.00067359i
0.00063021+0.0020213i,0.0014667+0.0023048i,0.0016442+0.0015982i,0.0022008+0.00030035i,0.0025612-0.00053771i,0.0018437-0.00065801i,0.0014584-0.00097243i,0.0010936-0.0012241i,-5.2329e-05-0.00085774i,1.6488e-05-0.00063988i,9.7808e-06-0.00080735i,-0.0007895-0.00085423i,-0.00061787-0.00011232i,-0.00013957+0.00020342i,-0.00068521-0.00034048i,-0.00028185-0.00067109i,0.00042463-0.00051345i,-0.00011584+0.00016537i,3.4838e-05+0.00045886i,3.4218e-05+0.0003652i,-0.00012981+0.00047831i,1.2887e-05+0.0003922i,-0.00027433+0.00033197i
-0.00047638-0.0016219i,-0.00021657-0.0019177i,-0.0003205-0.0017358i,-0.00049283-0.00063157i,-0.00042023+1.9013e-05i,0.00067423-0.00021895i,0.0018126-0.0006572i,0.001699-0.00052715i,0.00074881-0.00010907i,-0.00048676-0.00018186i,-0.00090993-0.00023473i,-0.00017799+0.00011144i,-0.00019722-0.0003413i,-0.00045334-0.00073898i,-7.2459e-05-0.00062161i,-0.00041362-0.00046433i,-0.00032631-0.00036258i,6.1184e-05-4.7994e-05i,-3.2599e-05-0.00030819i,-0.000123-0.00037037i,3.2908e-05-0.00024649i,0.00017075-8.3092e-05i,0.00043677+0.00040273i
-0.00027161+5.6865e-05i,0.0010844+0.00060351i,0.0024788+0.0014422i,0.0024157+0.001258i,0.0019842+0.00012158i,0.0014213-0.00074776i,0.00090502-0.00095753i,0.00091345-0.0012119i,0.0010639-0.00067426i,0.00083501+6.8459e-05i,0.00025941-1.6477e-05i,0.00038947+0.00023887i,0.00029179+0.00048394i,-8.9058e-05+0.00023544i,-0.00040867+2.7239e-05i,-4.6258e-05+0.00027576i,0.0003874+2.8334e-05i,0.0004311-7.58e-05i,0.00034568+0.00046282i,0.00048305+0.00057491i,0.00018311+4.6094e-05i,0.00023632-0.00029694i,0.00033807-0.00058777i
0.0015243+0.00033691i,0.0012083+0.00072257i,0.0012975+0.00037005i,0.0009666+0.00025463i,0.0010251-0.00050333i,0.0014573-0.00047416i,0.001734-0.00078873i,0.001338-0.001846i,0.00040705-0.0014828i,-0.0005849-0.00095693i,-0.0007898-0.00061496i,-8.6654e-05-0.00050008i,7.8767e-05+4.947e-05i,-0.00072558+0.00091004i,-0.0013598+0.00071281i,-0.0011058+0.00019945i,-0.00095206-0.00052623i,-0.00010199-0.00086534i,7.8547e-05-8.9788e-05i,-0.00047805-8.6475e-05i,-0.0001551-0.00016024i,0.00015557+0.00059889i,0.00018831+0.00049499i
-0.00095639+0.0014412i,-0.00051127+0.00086428i,0.00084413+0.00031141i,0.0019362+6.0573e-05i,0.0023379-0.00065196i,0.0022925+0.00048047i,0.0012853+0.00099086i,0.00057456-8.2151e-06i,0.00039127-0.00035565i,-4.7852e-05+0.00033622i,8.4523e-05+0.00079i,0.00079793+0.00054728i,0.00041679-0.00022338i,0.00029181-0.00016515i,7.8098e-05+2.1742e-06i,-0.00033836-0.0006997i,-0.00040088-0.0002631i,-0.00067936+0.00037486i,-3.8406e-05+4.4473e-05i,0.00036333-0.00023139i,-0.00022188-7.5249e-05i,-0.00038373-4.1105e-05i,-6.8282e-05-0.00024434i
-0.0010594-0.0025208i,-0.00082678-0.002197i,-0.0013172-0.00039611i,-0.00067275+0.001381i,0.00048989+0.0019061i,0.0011408+0.0010604i,0.0017068+0.00038255i,0.0016843+4.0257e-05i,0.0013603-0.00054434i,0.00071-0.00050285i,-0.00075654-0.00066327i,-0.0010331-0.00012102i,-0.00067546+0.00074818i,-0.00034454+0.00044381i,-0.00018563+0.0001136i,7.024e-05+0.00032505i,0.00048376+0.00044245i,0.0010156+0.00062412i,0.0011253-6.4603e-05i,0.0010638-0.00089947i,0.0005681-0.00063107i,-0.00045312-0.00042218i,-0.00058387-0.00087162i
0.0016411-0.0039196i,0.00011572-0.003003i,-0.00093662-0.0026229i,-0.00082125-0.0015009i,0.00013892-3.9396e-05i,0.0017219+0.00053068i,0.0025698-4.8906e-05i,0.0021746-0.00090975i,0.00086059-0.00055904i,-0.00040416+7.8604e-05i,-0.00036675-0.00029682i,2.4665e-05-0.00028725i,0.00012151+0.00011424i,-0.00033318+0.00012024i,-0.00019285-0.0002149i,-4.5922e-05-6.1414e-05i,-7.7192e-05-0.00017751i,0.00027545-0.00038369i,0.00019152+0.00013178i,0.00028811-0.00015107i,0.00078472-0.00010495i,0.00046048+0.00022587i,-0.00045032-0.00040102i
0.00074223-0.00046617i,-5.4647e-05-0.00090886i,-0.00081638-0.0010276i,0.00027139+0.00013747i,0.0014483+0.0012514i,0.0016906+0.0013328i,0.001481+4.5325e-05i,0.0011681-0.0006904i,0.00069504-0.00038355i,0.00040189-6.5278e-05i,-0.00022106-0.00037998i,-0.00014533-0.00094797i,-0.00047466-0.00064661i,-0.0011209-0.00036852i,-0.000352-0.0013791i,0.00098974-0.0015402i,0.0011468-0.00050134i,0.00071265+1.1747e-05i,-0.00015059+0.00062409i,-0.00075062+0.00063631i,-0.00099098+0.00077996i,-0.00086147+0.00050269i,0.0003153+0.00066582i
-0.00047942+0.0029426i,0.00085411+0.0030072i,0.002265+0.0024816i,0.0021588+0.0004233i,0.0014642-0.00056001i,0.0013997-0.0010845i,0.0015438-0.0011199i,0.0014599-0.00057815i,0.0011926-0.00027716i,0.00024565-0.00046058i,-0.00025259-0.00084792i,0.00015352-0.00099939i,-8.2663e-05-0.00086i,-0.0012979-0.00046949i,-0.00098007-0.00028932i,-0.00011017+9.4175e-05i,4.743e-05+0.00027011i,0.00015689+0.00050418i,-0.00014283+0.0003158i,2.967e-05-0.00014425i,8.5364e-05-0.00057215i,0.00011349-0.00035483i,0.00061632+0.00070128i
-0.0005891-0.0014462i,8.502e-05-0.0014642i,0.00094752-0.0004011i,0.00045063-0.00014054i,-0.00012436-9.9879e-05i,0.00032487-0.00033846i,0.0015967+0.00029383i,0.002262+0.00016724i,0.0014268-0.00066536i,2.7924e-07-0.00042022i,-0.00053976+0.00013765i,-0.00025481-5.8568e-05i,-0.0006918+0.00016672i,-0.00061963+0.0003684i,-0.00034424-0.00055552i,-0.00053702-0.0011502i,4.1427e-06-0.00099366i,0.00086708-0.00039466i,0.00060404+0.00063383i,-4.5351e-05+0.0010872i,-0.00023959+0.0012056i,2.2681e-05+0.00089187i,-3.7621e-05+0.0010553i
-0.0009132+0.00012639i,-0.00066076+0.00014891i,-0.00037647+0.00060734i,0.00073235+0.00063006i,0.001257+0.00022955i,0.0015016-0.00016129i,0.0019837-0.00033654i,0.00096104-0.00052114i,-0.00029793+4.8442e-05i,-0.00034155+0.00018044i,-0.00032864-0.00089666i,-9.391e-05-0.00049447i,0.00050079-0.00024895i,0.0011405-0.00032432i,3.6372e-06-7.9674e-05i,-0.00047339-0.00013164i,-1.9967e-05-4.9131e-05i,-0.00035869-0.00029659i,-0.00048675-9.7069e-05i,-0.00066969+0.00096424i,-0.00074013+0.00057931i,-0.0010896-0.00013947i,-0.00067246-0.00037661i
0.00012748-0.00011341i,-0.00038515-0.0002928i,-0.00090058+0.0010774i,0.00029634+0.00073044i,0.0024238-0.00051765i,0.0024494-0.0004166i,0.0012552-0.00054412i,0.00054067-0.0010006i,0.0002963-0.0011022i,0.00035806-0.0011198i,-7.3004e-05-0.00014999i,-0.00058172+0.00024582i,-0.0010777-0.00044875i,-0.0013413-0.00080813i,-0.0013563-0.00063212i,-5.793e-05-0.00044547i,0.00093827-0.00030709i,0.00087584+0.00042418i,0.00089459+0.0013098i,0.0004187+0.0015478i,0.00039074+0.00032592i,0.00034683+0.00018695i,-0.00038608+5.798e-05i
-0.00025473-0.000333i,-0.0010545+1.8539e-05i,-0.00071087-0.001245i,-0.00052106-0.0019506i,-0.00085077-0.0010101i,-0.0001714+0.00066152i,0.00064653+0.00073288i,0.00078449-2.4894e-05i,0.00023896+0.00017762i,-0.00026968+0.00050512i,0.00011527+0.00050435i,-1.4411e-05+0.00090631i,-0.001326+0.0014415i,-0.0017208+0.0017797i,-0.0013495+0.0020574i,-0.0011458+0.0020693i,-0.00018152+0.0012637i,3.8069e-05+0.00027984i,-0.000261-0.00045254i,0.00034976-0.00040465i,0.00045849-7.1653e-05i,4.2041e-05+0.0001785i,-0.00019182+0.0001873i
-0.0017385-0.00058476i,-0.00089373-0.0017979i,0.00026402-0.0011294i,0.00010852-0.00059093i,0.00046051-0.00091885i,0.0016003-0.00056333i,0.0027632-0.0011432i,0.0027899-0.0015352i,0.0013056-0.0011945i,0.0010519-0.00066041i,0.0011279-0.00058713i,0.00029569-0.00076529i,-0.00025539+9.4981e-05i,-0.00019237+0.00045304i,-0.00049058-9.7248e-05i,-0.00035335-0.00023022i,0.00040372-0.00019734i,0.00040324+0.00025885i,0.00016357+0.00098337i,0.0001696+0.0013372i,-6.3222e-05+0.00092651i,-0.0001041-0.0001279i,0.00028939+5.6309e-05i
0.0020609-0.00043715i,0.00087733+9.6559e-05i,0.00055584-7.1285e-05i,0.00076955-6.9614e-05i,0.00060011-0.00017206i,0.00091917-1.496e-05i,0.0017321+0.00027126i,0.001345-0.00023896i,0.00076471-0.00022998i,0.00025034+7.7297e-05i,0.00042787-0.00021867i,0.00056396-0.00015832i,5.5338e-06+0.00030976i,-0.00036715+0.00051129i,-0.00020418+0.00062079i,0.00011712+0.00051612i,0.00068187+0.00047198i,0.00047568+0.00068382i,-4.9898e-05+0.00018654i,-4.7398e-05-0.00010876i,-0.00037919+0.00091801i,0.00022278+0.0011036i,0.00052444+0.00032053i
0.00098359-0.0011469i,0.00075061-0.00014394i,-0.00067449-2.1107e-05i,-0.00078572+0.0011974i,0.00082617+0.0021141i,0.0016309+0.002084i,0.0018311+0.0013832i,0.0013614+0.00013986i,0.00056476-0.00029258i,0.00057218+0.00045286i,2.4133e-05+0.00099376i,-0.00050106+0.0010885i,0.0004125+0.001039i,0.0008817+0.00094513i,0.00053563+0.0005699i,0.00022125-0.00061178i,0.00062589-0.0011481i,0.00066841-0.00025406i,0.00023504+0.00021652i,-0.00010288-0.00011072i,-0.0004296-0.00016163i,-0.00045354+0.00027494i,-0.0006859+0.00014236i
-0.0018366-0.0010156i,-0.0021475+0.00015361i,-0.0015781+0.0013573i,-7.5042e-07+0.00085376i,0.00053148+0.00040883i,0.0008743+2.3958e-05i,0.0017468-0.0004332i,0.0013506-0.00015958i,4.8082e-05+0.00011347i,1.551e-05+0.00032828i,0.00051705+0.00075195i,0.00024553+0.00064869i,-0.00021765+0.00033345i,-0.00024759+0.00046853i,7.7078e-05+0.00039013i,-0.00031122-0.00033822i,-0.00013411-0.00092327i,0.00017461-0.00099475i,0.00020791-0.00091455i,5.0295e-05-0.00042815i,0.00020513-1.2189e-05i,0.00015726+0.0004194i,0.00022278+0.00049066i
0.0013633-0.0020418i,0.0011899-0.0025771i,0.000774-0.0021873i,0.00040611-0.00099036i,0.00085138+0.00015567i,0.0015861+0.0011986i,0.001799+0.00087331i,0.0012215-0.00012762i,0.00070767-0.0004774i,-0.00012652-5.8283e-05i,-0.00020528+0.00048008i,-0.00029057+0.0010085i,-0.0005254+0.00056972i,-0.00049384+0.00062152i,-0.00021867+0.00084919i,-0.00024909+0.00016023i,-0.00011218-0.00037326i,-0.00015729-0.00054077i,-0.00037816-0.00066656i,-0.00073251+0.00010601i,-0.00021037+0.00052698i,0.00050305+6.8112e-05i,0.00035253+0.00023041i
0.0013572+0.00095612i,0.00079454+0.00093669i,0.00021335+0.00041466i,9.5026e-05-0.00046642i,0.00090186-0.00063913i,0.0016462-0.0002315i,0.0018588+2.4835e-05i,0.001873-0.00022562i,0.0018389+0.0003883i,0.0011328+0.00048951i,-0.00010574-0.001056i,0.00014739-0.0018238i,0.00010319-0.0016444i,-0.00018467-0.000567i,-0.00034162+0.00077389i,-0.00022679+0.00046868i,0.0002421+9.5204e-05i,0.00020548+0.00074497i,0.00039251+0.0014242i,0.00060646+0.00067832i,0.00062775-0.000322i,0.00054227-0.00014255i,0.00065159-0.00027542i
