-0.0037895+0.00041105i,-0.0018681+7.1483e-05i,-0.0028687+0.0012049i,-0.0032736+0.0024393i,-0.0026476+0.0035816i,-0.001178+0.0026861i,0.00027349+0.0017914i,0.0012318+0.0018728i,0.0013988+0.0013803i,0.001648+0.00028827i,0.001798-0.00085686i,0.0012568-0.00090113i,0.00057514-0.00083219i,-0.00015198-0.00050707i,-0.00050565+0.00012614i,-0.00083066-0.0003345i,-0.00066575-0.00049667i,-0.00019135-0.00055617i,0.00038125-0.00050301i,-0.00059463-0.00019771i,-0.001409-0.00019443i,-0.0008467-0.00023504i,-0.00019328-0.00057207i
-0.00021802+0.00023403i,4.1966e-06+0.00053963i,-0.00078512-0.00061292i,-0.001768-0.0015624i,-0.0027456-0.0015174i,-0.0024973-0.00095453i,-0.0013159-0.00052302i,-0.00088562-4.2715e-05i,0.00014546+0.00030672i,0.001009+0.00070022i,0.00074353+0.00025441i,0.00039373-0.00081218i,-0.00012364-0.00096896i,-3.8518e-05-0.00079344i,0.00033944-0.00058021i,0.00049364-0.00014236i,0.00060852-0.00043983i,0.00028197-0.0011596i,2.7207e-05-0.0012299i,-9.1535e-05-0.0010527i,-0.0001893-0.00047067i,-3.7201e-05+0.00033243i,0.00010689+0.00023966i
0.0010705-0.0015708i,0.00075721-0.0014814i,-0.00086047-0.0011665i,-0.0016477-0.00033113i,-0.00188+0.00091417i,-0.0013942+0.00094219i,-0.00088393-0.00022188i,-0.00024157-0.0012037i,0.00090036-0.0019485i,0.0013285-0.002638i,0.0012032-0.0025981i,0.0011965-0.002326i,0.00084754-0.0019893i,0.00067792-0.001275i,0.00071879-0.00024778i,0.00059231+0.00038799i,0.00050146+0.00041823i,0.0002836+0.00073322i,2.5868e-05+0.00059786i,6.8407e-05+7.1965e-05i,0.00036696-0.00012492i,0.00040695-0.00044755i,0.00034152-0.00022887i
-0.0008818+3.6925e-06i,0.00058777-0.00012854i,0.000708-0.0004696i,-0.00085541+7.0899e-05i,-0.0015658+0.0010912i,-0.0020508+0.00073261i,-0.0018412+0.00023698i,0.00045328+0.00025847i,0.0022085+0.00032076i,0.0019072+0.00055658i,0.0017683+0.00075315i,0.0021206-0.00011502i,0.00093531-0.0012076i,-0.00022438-0.00060423i,-0.00013766+0.00057502i,0.00017938+0.0013312i,-2.6886e-05+0.0020219i,0.00036193+0.0019866i,0.001063+0.0013277i,0.0010992+0.0010376i,0.00098398+0.00058625i,0.0011775-0.00014954i,0.00064648+0.00051287i
-0.00028927-0.0003313i,-0.00049113+0.00023465i,-0.0014403+0.00060868i,-0.0032775+0.0013668i,-0.0039972+0.00097364i,-0.003899+0.0010927i,-0.0024841+0.00091864i,-0.00060958+0.00048286i,0.0006313+0.00085727i,0.0018472+0.00015851i,0.0013033-0.00014678i,0.00040294+6.7626e-05i,0.00080346-0.00046043i,0.00065367-0.00014475i,-0.00046942+0.0006661i,-0.00093447+0.00070152i,-0.00050298+0.00035162i,-0.00039449+0.00036474i,-0.0002416+0.00024486i,0.00044646-0.00011831i,0.00091496-0.00070725i,0.00044076-0.00030347i,-0.00037154+0.0001072i
0.00066922-0.0026901i,-0.00063306-0.00073949i,-0.0012711-0.00078052i,-0.0024531-0.0009787i,-0.0031766-0.00048593i,-0.0024665+0.00087181i,-0.0018893+0.0018364i,-0.0010704+0.001961i,0.00038458+0.0018042i,0.00096406+0.0018949i,0.00088033+0.00022482i,0.00050879-0.00060439i,0.00042313+0.000471i,0.00063585+0.00049123i,0.00042648-0.0007513i,-0.00031121-0.0010163i,-0.00029951-0.00027372i,-9.3671e-05-8.4204e-05i,0.0004883-0.00046454i,0.00030163-0.00081381i,-0.00030418-0.00068526i,-0.00038646+0.00014787i,5.7326e-05-0.00025211i
0.00039566-0.002386i,-0.00062064-0.0022067i,-0.0012864-0.0021754i,-0.002076-0.0018228i,-0.003145-0.00078352i,-0.0035334+0.00053744i,-0.0022277+0.00099215i,-0.00051123+0.0010247i,0.00017001-0.0005055i,0.00064287-0.0018013i,0.00038386-0.0019988i,0.00028318-0.0015416i,0.00039068-0.00062278i,0.00045408-0.00039439i,0.0007949-7.0487e-05i,0.00037558+0.00090033i,0.00030343+0.00081346i,0.00027142+0.00068135i,0.00032181+0.00081331i,0.00091018+0.00040465i,0.00060553-0.00023568i,0.00018226-0.00029476i,0.0003593-0.00022234i
-0.00061599-0.00084803i,0.00017017-0.00088287i,-0.00069131-0.001334i,-0.0018063-0.00092794i,-0.0016578+0.000567i,-0.0016506+0.00039474i,-0.0013839-0.00045866i,0.00060084-3.0338e-05i,0.0021343+0.00042875i,0.0016681+0.0003192i,0.0014466-0.0006458i,0.0019509-0.0010577i,0.0019412-0.00068365i,0.0013091-0.00075988i,0.00031399-0.00068226i,-0.00086305-0.00029702i,-0.00088373+0.00047165i,0.00021607+0.00061978i,0.00062001-3.2703e-05i,0.00029921-0.00022212i,0.00069161+2.143e-05i,0.00010061-0.00010371i,-0.00096249-0.00032586i
0.00030825-0.0025479i,0.00021963-0.00078445i,-0.00097785-0.0010889i,-0.0020655-0.00039899i,-0.0020448+0.0015634i,-0.0015302+0.0016634i,-0.00082434+0.0010737i,0.00028357-2.0451e-06i,0.0012448-0.0010149i,0.0012601-0.00066128i,0.001311+0.00031141i,0.0016568+0.0011843i,0.0010473+0.00087841i,-8.6713e-05+0.00011411i,-0.0003+0.00058687i,4.9552e-06+0.00065742i,-0.00025511+0.00054076i,0.00019771+0.0004467i,0.00059652-0.00032178i,0.00041635-0.00052996i,0.00059582-7.5626e-05i,0.00049583+0.00047358i,0.00031332+0.00059469i
-0.00084241-0.00067402i,-0.00013443-0.0012059i,-0.0012591-0.00043568i,-0.0026616-0.00037034i,-0.0021644+0.00013725i,-0.0015145+0.0011767i,-0.0004225+0.0016788i,0.00082297+0.0016402i,0.00051114+0.00073344i,0.0004637-8.5537e-05i,0.0011525-4.9741e-05i,0.0010875-0.00016205i,0.00051033+0.0001663i,0.00023903+0.0007457i,0.00024086+0.00040494i,-3.6112e-05-0.00019417i,-0.00021455-0.00024i,-0.00023482-0.00016988i,0.00015076-8.8029e-05i,0.00070589+0.00028151i,0.0011165+0.00059394i,0.00067695+0.000718i,-0.00023001+0.00048352i
-0.0012414-0.0017601i,-0.0021942-0.00071323i,-0.0033331+0.00024114i,-0.0028049+0.0013832i,-0.001844+0.0010817i,-0.00078188+0.00012062i,-0.00089323+0.00044473i,-0.00064295+0.00024997i,0.0009127-0.00071703i,0.0010944-0.0007317i,0.00020487-0.00051725i,-0.0001259-0.00062228i,0.00010733-0.00077483i,0.00022874-0.00047856i,0.0004939-0.00026118i,0.00036071-0.00025916i,-3.2937e-05-0.00040713i,-0.00013642-7.0411e-05i,-0.00040167+0.00094574i,-0.00058004+0.00089155i,0.00011238-9.2758e-05i,0.00050596-0.0010572i,-4.4198e-05-0.0011535i
-0.00065438-0.0014086i,0.00022963-0.00077651i,0.00028733-0.00084406i,-0.001535-1.9372e-05i,-0.004527+0.0010292i,-0.0038905+0.00056279i,-0.0013364-0.00034957i,-8.9581e-05+7.52e-05i,0.00055486+0.00088746i,0.00057043+0.00015614i,5.5854e-06-0.00071146i,-0.00034132-0.00073908i,-0.00012381-0.00084295i,0.00045693-0.00052787i,0.0010159-0.00028975i,0.0009593-0.00089342i,-0.00033458-0.00077415i,-0.0006234-4.5345e-05i,3.4959e-05+0.00012976i,3.0447e-05+0.00026936i,0.00050195+0.00065588i,0.00069062+0.00074282i,0.00038698+0.00028327i
0.00069426-0.00036968i,-0.00021962-0.00045842i,-0.00080918-0.00096587i,-0.00059457-0.0015785i,-0.00094575-0.0013816i,-0.0016332-0.00072713i,-0.00047647-0.0010095i,0.00045275-0.00096957i,0.0011981-0.00019034i,0.0021459+0.00013468i,0.0018232-1.2981e-05i,0.0010068-0.00024322i,0.0007502+0.0005005i,-0.00017221+0.00058818i,-0.0005535+3.1761e-05i,0.00036139-0.00018281i,0.00077489+9.5362e-05i,0.00062572+0.00012252i,0.00081914+7.1782e-06i,0.00039936+0.00014543i,-0.00022516-0.00083668i,-0.00063506-0.00096648i,-0.00091712-0.00037296i
-0.00084559-0.0024758i,-0.0021957-0.0017788i,-0.0026338-0.00053996i,-0.0031684+7.2536e-05i,-0.0029237+0.00022981i,-0.0016003+0.0014789i,-0.00059766+0.0015954i,-0.00015752+0.00076967i,-0.00046411+0.00034553i,-1.6106e-06+0.00018916i,0.00082503+0.00049004i,0.0003083+0.0014924i,-0.00010201+0.0011787i,0.00022104-4.9669e-05i,7.4844e-05+0.00035399i,-0.0001041+0.00088815i,-0.00030194+0.00059424i,-5.906e-05+0.00032497i,0.00092597+0.00025527i,0.0013162+0.00074668i,0.0010345+0.00087048i,0.00097589+0.00068805i,0.00010695+0.00025276i
0.0012644+0.000468i,0.0010373-0.00045487i,0.00035002-0.00096011i,-0.0015396-0.0013747i,-0.0021803-0.0014123i,-0.0031489-0.00050226i,-0.0027186-0.00038457i,-0.00072016-0.00056298i,0.00071546-0.00029026i,0.00070863-0.00024507i,0.00042471+0.00012567i,0.00027065+0.00051654i,0.00025777+0.00044617i,0.00031328+0.00046084i,-8.51e-05+0.00049979i,5.0472e-05+0.00031182i,0.00023027+0.00097755i,-0.0004422+0.0011437i,-0.00093178+0.00031444i,-0.00040993-0.00014641i,-3.1747e-05-0.00065196i,3.1219e-05-0.00060196i,0.00028996-0.00014093i
2.9648e-05-0.0002192i,-0.00068154+0.00017373i,-0.0023814+0.0005662i,-0.0022912+0.00097495i,-0.0015755+0.0017526i,-0.0010307+0.0018706i,-0.00020377+0.0011534i,8.4449e-05+0.00027901i,0.00050998-0.00017037i,0.0005967+0.00032409i,0.0003229+0.00054082i,0.00053116-0.00013334i,0.00062917-0.00026801i,0.00046578-0.00067686i,0.00035219-0.00063423i,-0.0003099-0.00039615i,-0.00056382-0.00046558i,0.00010508-0.00032151i,0.00046861-8.4771e-05i,0.00040887+0.00015051i,0.00054627+0.00032676i,0.00051978+0.00032496i,-8.3007e-05-8.1581e-05i
-0.00058741+0.00051601i,-0.00065855-2.4796e-05i,-0.00063948-0.00048784i,-0.00023298-0.00011088i,-0.00071989-0.00022777i,-0.0013771-0.0010294i,-0.0016868-0.00083529i,-0.00093418+0.00012925i,0.00056819+0.00054927i,0.0007591+0.00054482i,0.00024537+0.00010887i,0.00089008+0.00011735i,0.0015759+4.1895e-05i,0.0013951-0.00066513i,0.00061903-0.0010993i,0.00032928-0.00036866i,0.00025226+0.00083432i,0.00029545+0.0011133i,-0.00010234+0.00032012i,-8.3027e-05-0.00058458i,0.00063746-0.00059528i,0.00061233+0.00016211i,0.00024938+0.00094369i
-0.0020236+0.00080329i,-0.0015115+0.00018919i,-0.0013471+0.0010893i,-0.00071614+0.0012948i,-0.00053586+0.00011686i,-0.00065145-0.0010843i,-0.00047862-0.0015667i,-0.00038365-0.00051301i,0.0001842+0.00044072i,0.00093656+0.0003293i,0.00084186+0.00042665i,0.00047185+0.00023777i,0.00039768+7.678e-05i,3.3537e-05+9.0403e-05i,-0.00055006-0.00011813i,0.00019762+1.5604e-05i,0.0014808+0.00086966i,0.0010994+0.0012823i,0.00014575+0.001087i,0.00042723+0.00065584i,0.00088062-3.3219e-06i,0.00043677-0.00034132i,0.00060092-0.00064723i
-0.00012275-0.0017637i,-0.00016298-0.00094362i,-0.0017868-0.00091819i,-0.0023945-0.00041216i,-0.002198-0.00040926i,-0.0014711-0.00045337i,-0.00070232-0.00049164i,-0.00023668-0.00017104i,0.00052433+0.00026228i,0.00091062+0.00091222i,0.0012601+0.0012625i,0.00087675+0.00021716i,0.00014244-0.00057932i,-0.00010925-0.00010234i,0.00033837+0.00027712i,0.0012323+0.00090091i,0.0014019+0.0011229i,0.00055289+0.00070042i,0.00019748-7.8188e-05i,0.00032511-8.1475e-05i,-0.00022308+7.4258e-05i,-0.00078377-0.0010125i,-0.00024592-0.0014006i
0.00044607-0.0001346i,0.00029382-0.00040291i,-0.00017626-0.00045703i,-0.0010381+9.6425e-05i,-0.0012428+0.00020099i,-0.0012356+0.00038996i,-0.00088572-0.00013861i,0.00011944-0.00045946i,0.00070779-0.00022281i,0.00084962-0.00030513i,0.00044103-0.00017348i,-0.00026957-2.8822e-05i,-0.00036623+0.00019898i,0.00024219+7.4448e-05i,-0.0003781-0.00030381i,-0.00083807+0.00011652i,-0.00070214+5.9694e-05i,-0.00053393-0.00065923i,0.00044907+4.2406e-05i,0.00094871+0.00066444i,2.9874e-05+0.00051596i,-0.00070394+0.00033663i,-0.00054566+0.00069337i
-0.0013485+0.00072784i,-0.0011439+0.00088223i,-0.00099994+0.0014152i,-0.0013572+0.0016481i,-0.001353+0.0020718i,-0.0018146+0.0022475i,-0.0016085+0.0016819i,-0.00036916+0.0010018i,0.0010379+0.00096104i,0.0016865+0.00094914i,0.0013563+0.00013883i,0.00030766-0.00076804i,-0.00023776-0.0013715i,-0.0011794-0.0013172i,-0.0021969-0.00068772i,-0.0011695-0.00043113i,-0.00025746-0.00073404i,8.1021e-07-0.00067941i,0.00029187-5.8887e-05i,0.00043138+0.00031229i,0.00051924+4.483e-06i,0.00056868-0.00068009i,8.2876e-05-0.00018653i
-0.0014657+0.0024535i,-0.0013002+0.0021919i,-0.0007901+0.0022529i,1.501e-05+0.0015776i,-0.00018559-0.00017327i,-0.0015806-0.00081567i,-0.0021168-0.00036068i,-0.0014347-0.00020889i,0.00033194-7.2546e-05i,0.001047+0.00053282i,0.0014943+0.00059388i,0.0015206+0.00056481i,0.00025506+0.00049894i,-0.00018219+0.00019074i,-7.031e-05-6.5273e-05i,-3.8724e-05-0.00013986i,0.00040363-0.00027452i,0.00047026-0.0003775i,0.00020001-0.00025979i,-0.00021084-0.00016387i,-0.00032027-0.00038529i,-4.5866e-05-0.00052587i,-2.4486e-05-0.00045121i
0.00059692-0.00014749i,0.00012679-0.00046841i,-0.0008537-0.00062499i,-0.0011295-0.00024986i,-0.0011523-0.00035828i,-0.0019209-0.00036771i,-0.0023536+9.1016e-06i,-0.0015317+0.00026708i,7.1756e-05+0.00099868i,0.00095045+0.00090328i,0.0013823-4.3392e-05i,0.00099471-0.0001696i,0.00015419-0.00020842i,0.00026471-0.00010691i,0.0010966+0.00040435i,0.00093696+0.00041141i,-0.00040247+0.00030017i,-0.00047116+0.00044285i,0.00028927+0.00036286i,0.00061965+6.5439e-05i,0.00019176+9.737e-05i,-0.00034559+0.00066668i,-1.639e-05+0.0003385i
-0.00046279-0.00050611i,-0.00050285-0.00067138i,0.00046128-0.00017367i,0.0011043+0.0002566i,-0.00011001+0.00051835i,-0.0012427-0.00020767i,-0.0014937-0.00031657i,-0.00012478+0.00029209i,0.0010487+0.00040341i,0.0012895-0.00057219i,0.00098742-0.00078047i,0.00061248-0.00031947i,-0.00020855-7.2484e-05i,-0.00073918+4.6862e-05i,-4.3426e-05+4.3639e-05i,-0.00020494+0.00026932i,7.982e-05+0.00087706i,0.00041161+0.00054507i,0.00035991+0.00038378i,0.00043034+0.00024167i,0.00058599-0.0007847i,0.00088353-0.0008016i,0.00054306+0.0005022i
-0.00050533-0.0018954i,-0.00079992-0.0018896i,-0.0011317-0.0017708i,-0.0027083-0.0010307i,-0.0036367+0.00024187i,-0.0025811+0.00055165i,-0.0010148+0.00042735i,3.1249e-05+0.00043131i,0.00041039+0.00078711i,0.00072817+0.00089889i,0.0012941+0.00025042i,0.0013801-8.2516e-05i,0.00075354-0.00037255i,0.00021166-0.00058005i,-0.00044668-3.7153e-05i,-0.00075339+0.00020151i,-0.00032252+0.00018827i,0.00030989+0.00061178i,0.0002163+0.00060144i,-0.00072398+0.00054475i,-0.0010341+0.00061498i,-0.00039766+0.00024001i,-0.00022422-0.00028468i
9.8548e-05+0.0010379i,0.00021178+0.00044701i,-0.00074859+0.00066633i,-0.002086+0.0012297i,-0.0022673+0.0016022i,-0.0021276+0.00097915i,-0.0013598+0.00023078i,0.00030358+0.00082497i,0.0007087+0.0019536i,0.00073651+0.0013339i,0.00051611+0.00036115i,-0.00017476-0.00024004i,-0.00065832-0.00078883i,-0.00028301-6.2841e-05i,0.00012861+0.00084029i,0.0003066+0.00068137i,0.00069004+0.0012498i,0.00025876+0.0015076i,-0.00049782+0.000236i,-0.00021298-0.00064835i,-0.00012112-0.00065529i,-0.00061029-0.0007633i,-0.00071355-0.00042688i
-0.0016824+0.0017987i,-0.00064101+0.0013607i,0.00065078+0.00048383i,0.00060498+0.00061396i,-0.00098481+0.00049651i,-0.0015394+6.866e-05i,-0.0013331+0.00091577i,-0.00086079+0.0013334i,-6.5472e-05+0.0005484i,0.00020033-0.00085615i,8.6598e-05-0.00083589i,0.0004727-0.00026721i,0.00065593+0.00030349i,0.00048064+0.00051512i,2.6843e-05-0.00057529i,6.7087e-05-0.00096478i,-0.00021615-0.00052897i,-0.00025486+0.0002692i,1.5593e-05+0.00058731i,4.3909e-05+4.6857e-05i,-0.00029888+0.00031085i,-0.00094507+0.00045353i,-0.0010506-3.2927e-05i
-0.00027334-0.0016942i,-0.0015871-0.0017668i,-0.0022435-0.0015287i,-0.0019968+0.00026531i,-0.0027191+0.0022015i,-0.0030224+0.0021767i,-0.0019289+0.00038935i,-0.00079277-0.0002357i,-0.00027059+2.4946e-07i,-0.00063551-0.00019213i,7.5045e-05-0.00056951i,0.0011577-0.0008884i,0.0010422-0.00073809i,0.00022458-0.00084722i,0.00017985-0.0007487i,0.00028161-0.00051354i,-0.00062039-0.00034293i,-0.0010878-0.0003506i,-0.00079406-0.00029334i,-0.00045803+3.0906e-05i,8.191e-05-0.00043063i,0.0007737-0.00075758i,0.0012553-0.00039767i
-0.000556+0.0011156i,-0.00086191+0.0013451i,-0.0011112+0.00098941i,-0.0005289+8.952e-05i,-0.00024948-0.001394i,-0.00019171-0.0021281i,0.00081352-0.001557i,0.0011402-0.0011358i,0.0015433-0.00078374i,0.0022315-0.0010167i,0.0009173-0.0015179i,-0.00048054-0.00092601i,-0.00091131-0.00059888i,-0.001014-0.00062619i,-0.00031797-3.2717e-05i,-0.00016927+0.00063345i,-0.0010309+0.00031548i,-0.00071189+0.00016285i,-9.006e-05+0.000555i,-0.0004884+0.0005106i,-0.00023845+0.0006103i,0.00020044-6.0424e-05i,3.5562e-05-0.00094265i
-0.0014045+0.0009545i,-0.0010631+0.0014445i,-0.0023191+0.0010991i,-0.0027913+0.00082659i,-0.0027055+9.7366e-05i,-0.0025165-0.00087644i,-0.0011066-0.00042864i,0.00093486+0.00045369i,0.0022877+0.0003422i,0.0026152-0.00042926i,0.00223-0.0007114i,0.0012494-0.00032262i,4.7512e-05-0.00028644i,-0.00091204-0.00064032i,-0.00072275-0.00010085i,-0.00045457+2.3994e-05i,-0.00013893-0.00038063i,0.00054419+0.00035994i,0.00071217+0.00088194i,0.00066143+0.00035582i,0.00037183-0.00015705i,-0.00036855-6.2098e-05i,-0.00034352+0.00060698i
0.0005766+0.0013457i,0.00020735+0.0010773i,0.00068548+0.0013238i,0.00019071+0.0014566i,-0.00036483+0.00018899i,-0.00076038-0.00051951i,-0.0015932-7.9517e-05i,-0.00092802+0.000451i,0.00099866+0.001198i,0.0021763+0.0011291i,0.0020358-0.00011691i,0.0014572-0.00065327i,0.00087339-0.0006249i,0.00034759-0.00081563i,0.00017499-0.00063613i,0.00057581-0.00099756i,0.00063606-0.00034414i,0.00086975+2.4287e-05i,0.00090129+8.3217e-05i,0.00046405+0.00096524i,0.00045767+0.0011341i,0.00046198+0.00029921i,0.00037048-2.5545e-05i
0.00072609-0.001209i,-0.00076086-0.00057505i,-0.002197-0.00082373i,-0.0031262-0.00027128i,-0.0030098+0.00048957i,-0.0018746+0.0014788i,-0.00097691+0.0016254i,-0.00071672+0.00090417i,-0.00058638+0.00053823i,-0.00038904+3.2031e-05i,0.00035527+0.00016734i,0.00088574+0.00045151i,0.00074298+0.00085613i,0.00073598+0.0011691i,0.00084808+0.00090355i,0.00065869+0.00062317i,-6.0469e-05+0.00077046i,-0.00045188+0.0004871i,-0.00037521+0.00035831i,-0.00019568-3.0005e-06i,0.00014145-0.00027845i,-0.00017411+3.0493e-05i,-0.0005676-0.00011019i
-0.0023418-0.00094114i,-0.0026132-0.00055443i,-0.0038252-0.00024082i,-0.0041926+0.00044478i,-0.0036816+0.00038897i,-0.0031055-0.00014877i,-0.0029745+7.0141e-05i,-0.0020032+0.00026195i,-0.00098253-0.00068209i,-0.00062391-0.0012791i,-0.00013319-0.00097298i,0.00016427-0.00055311i,-0.00051917-0.00037248i,-0.00082504-0.00033693i,-0.00030037-0.00030917i,0.00014831-0.00032334i,-0.00046277-0.00060139i,-0.00076174-0.00058278i,-0.00015419-0.00010803i,0.00056779-0.00014095i,0.000429+4.9186e-05i,-0.00041277+0.00050318i,-3.9187e-05+0.00040492i
0.00070994-0.0010784i,5.0218e-05-0.0023429i,-0.0010681-0.0025259i,-0.0022077-0.0013321i,-0.0030801+4.9946e-05i,-0.001655+0.00079696i,0.00011605+0.0014664i,0.00054701+0.0013189i,0.00092921-0.00016542i,0.00098473-0.0012198i,0.00085927-0.0010862i,0.00068703-0.00040925i,0.00056302-0.00089538i,0.00016504-0.0013885i,0.00036724-0.0005764i,0.00042885+0.00023751i,0.00060809+0.00010106i,0.0003298+0.00033613i,0.00019865+0.00061447i,0.0006723+0.00041119i,0.00036073+8.3015e-05i,-1.9444e-05+0.00036785i,-2.1072e-05+0.00019123i
-0.00051141-0.0013359i,-0.0011451-0.0011181i,-0.0016259-0.0014519i,-0.0020823-0.0015023i,-0.0021878-0.0012565i,-0.0019439-0.00064336i,-0.0010903-0.00037929i,0.00034464-0.00075032i,0.0015439-0.0009166i,0.00245-0.00032753i,0.0027699-0.00031628i,0.0021763-0.00047276i,0.0013814-0.00018184i,0.00096669+0.00034197i,0.0011154+0.00079809i,0.0014054+0.00066076i,0.0011356+0.00056511i,0.0010578+0.00077949i,0.0012809+0.00059429i,0.00098255+0.0010131i,0.00042108+0.00076351i,0.00015062-0.00014174i,-0.00028096-0.00075658i
8.8051e-05+3.6125e-05i,-0.0011274+0.00047477i,-0.00073061+0.00032597i,-0.0016781+0.00029672i,-0.0019913+0.0010346i,-0.0013054+0.0011678i,-0.000535+0.00076689i,0.00056441+0.00093069i,0.0013586+0.0014847i,0.0018774+0.0014483i,0.0019618+0.00077944i,0.0017088+0.00060301i,0.00080287+0.00057058i,-0.00019791-0.0006096i,0.00015345-0.0013114i,0.0010475-0.00050547i,0.0013457+0.00053204i,0.0012577+0.00098905i,0.0010239+0.00081385i,0.00045175+0.00025564i,-0.00022616+2.6901e-05i,0.00041645-0.00034058i,0.00096464-0.00043193i
0.0012698+0.0022505i,0.0018193+0.0031416i,0.0020494+0.0018357i,0.00096938-0.00011758i,-0.00038458-0.0018454i,-0.0012049-0.0023984i,-0.0013137-0.00098535i,-0.0011937+0.00077921i,-0.00031215+0.0014627i,0.00085187+0.00074386i,0.0014563+0.00010776i,0.00096662+0.00037093i,-0.0006619+0.0004103i,-0.0010177+0.00024469i,-0.00031764-2.7213e-05i,-2.2941e-05-0.00056137i,0.00012205-0.00027582i,0.00012936+0.00019092i,0.00064461+5.3998e-05i,0.00050266+6.2678e-05i,0.00035469+1.76e-05i,0.00060435-0.00063i,0.00046355-0.00035145i
0.00053582+0.0012584i,9.5664e-05+0.0019068i,8.9412e-05+0.0020241i,0.00019646+0.00065749i,3.6275e-05-0.00014451i,-0.00090209+6.4244e-05i,-0.0017098+0.0010635i,-0.0016886+0.00087709i,-0.00095852-0.00010404i,0.00024936-0.00063787i,0.00074442-0.00055066i,0.00029964+0.00081966i,-0.00013644+0.001049i,-0.00031456-0.00018051i,-0.00022151-1.0423e-05i,0.00024312+0.00036729i,-0.00024973+0.00048801i,-0.0010843+0.00050183i,-0.00049255+0.00033197i,0.00021115+0.00019168i,5.2347e-05-0.00037434i,-8.7273e-05-0.0006021i,-0.00025415+0.0001221i
0.0018131-0.00081051i,0.0013874-0.0012208i,0.0014455-0.0010345i,-0.00016011-0.0013824i,-0.0022341-0.0019272i,-0.0030255-0.0015332i,-0.0023599-0.0012974i,-0.00029438-0.0017046i,0.0015533-0.0010504i,0.0015574-0.0010383i,0.00063139-0.00079862i,0.00024622+0.00039962i,0.00030882+0.0010209i,0.00025627+0.00070343i,-8.8218e-05+0.00032541i,-0.0002088+0.00034055i,0.0005033+0.00040114i,0.00048517-0.00025326i,0.00032121-0.0004315i,0.00063971-0.0002679i,-3.4744e-05+0.00017212i,-0.00065414+0.0008625i,-0.00019996-5.8443e-05i
-9.3337e-05+0.00091527i,0.00044697+0.0013908i,0.0010291+0.0012441i,-6.3339e-05+0.00060416i,-0.00061234+7.1359e-05i,-0.00081647-0.00032866i,-0.00034095-0.00022286i,0.00067713+1.3128e-05i,0.0011924+0.00041276i,0.0018823+0.00044893i,0.0017566+7.9128e-05i,0.0010068-0.00084867i,0.000604-0.0021305i,-0.00028188-0.0013931i,-0.0012169-0.00037724i,-0.00022702-0.00020652i,0.0009136+0.0002947i,0.00046132-0.00018223i,-0.00039569-0.00057026i,-0.0004807-0.0001089i,-0.0002661+0.00013511i,-0.00010015+7.0679e-06i,0.00011388-1.6599e-05i
-0.00069763-0.0024961i,-0.0015618-0.0024449i,-0.0029887-0.0022815i,-0.0040874-0.00054396i,-0.0046786+0.00050085i,-0.0035828+0.00035855i,-0.0016693+0.00010848i,-8.9052e-05-0.00010793i,0.001417+0.00011691i,0.0014519+0.00049994i,0.0013058+0.00098804i,0.0018174+0.0014685i,0.0017295+0.0011214i,0.00092626+0.00046351i,0.00053518+0.00016711i,0.00014144+0.00061716i,-6.7897e-05+0.0014847i,-0.00018879+0.0012546i,-0.00030455+0.00050498i,-5.2398e-05+0.00032729i,4.3177e-06+0.00056588i,-0.00036004+0.00043203i,-0.00012649+0.00042712i
0.00022045+0.00056279i,0.00049884-9.3714e-05i,-0.00021731-0.00047787i,-0.00016942-0.0012237i,-0.00044456-0.0015068i,-0.00053775-0.001053i,0.00041395-0.00018856i,0.00066717+0.00076208i,0.00052489+0.001635i,0.00083933+0.0012289i,0.00087408-0.0006429i,0.00026158-0.001203i,-0.00022193-0.00057977i,-7.8266e-05-0.00014664i,7.9556e-05+0.00073351i,-0.00012709+0.00040151i,0.00059323+0.00014042i,0.0011058+0.00039948i,0.0013443+0.00032717i,0.00093993-0.00049881i,-4.3314e-06-0.001286i,-0.00062741-0.00089565i,-0.00058143-0.00058819i
-0.00056641+0.0002832i,-0.00047561+0.0013288i,-0.00052794+0.001702i,-0.000466+0.0013508i,-0.001525+0.001593i,-0.0023921+0.001764i,-0.0019877+0.00097057i,-0.00081189+0.00019046i,0.00035784+0.00041705i,0.0011068+0.00066247i,0.0011104+0.00037527i,0.00059568+0.00025575i,0.00015063+0.000333i,-0.00036325+0.0002832i,-0.00056908+0.00015315i,-0.00051695+0.00065297i,-2.4828e-05+0.0014171i,0.00035532+0.0011878i,0.00042139+0.000616i,0.00089373+0.0005496i,0.00073403+2.8707e-05i,-0.00014262-0.00073678i,3.2653e-05-0.0007589i
-0.00073364+0.00028203i,-0.00092783+0.0007344i,-0.0017323+0.0014142i,-0.0021247+0.0008739i,-0.0012475-0.00068976i,-0.0013211-0.00087432i,-0.0012685-0.0004747i,-0.00055498-4.8378e-05i,0.00051213-8.2658e-06i,0.0011567-0.0002803i,-3.6087e-05-0.00033919i,-0.00087672-0.00041431i,-0.00049613-0.0014474i,-0.00071256-0.0023018i,-0.00081456-0.0016033i,-0.00031325-0.00078951i,-0.00011293-0.00030517i,0.00018416-8.2056e-05i,0.001096-0.00012371i,0.0010181-0.00017296i,0.0003933+0.00021873i,0.00038349+0.0003209i,0.0005128-3.4687e-05i
