-0.0037895+0.00041105i,-0.0018681+7.1483e-05i,-0.0028687+0.0012049i,-0.0032736+0.0024393i,-0.0026476+0.0035816i,-0.001178+0.0026861i,0.00027349+0.0017914i,0.0012318+0.0018728i,0.0013988+0.0013803i,0.001648+0.00028827i,0.001798-0.00085686i,0.0012568-0.00090113i,0.00057514-0.00083219i,-0.00015198-0.00050707i,-0.00050565+0.00012614i,-0.00083066-0.0003345i,-0.00066575-0.00049667i,-0.00019135-0.00055617i,0.00038125-0.00050301i,-0.00059463-0.00019771i,-0.001409-0.00019443i,-0.0008467-0.00023504i,-0.00019328-0.00057207i
-0.19271-0.066124i,-0.50491-0.10985i,-0.83508-0.11826i,-0.96021-0.13116i,-0.91447-0.12979i,-0.76401-0.019043i,-0.4521+0.090807i,-0.1557+0.063107i,-0.036096+0.0049347i,-0.012629-0.0092172i,-0.029494-0.015409i,-0.057074+0.0017811i,-0.04603+0.022504i,-0.023252+0.0089528i,-0.019511-0.0021775i,-0.023818+0.024958i,-0.018472+0.051013i,-0.0084716+0.03598i,-0.011923+0.0058185i,-0.024444-0.0038135i,-0.037096+0.0064453i,-0.039672+0.015865i,-0.024621+0.011206i
0.10567-0.098654i,0.21295-0.2411i,0.27713-0.2853i,0.29217-0.178i,0.27191-0.080668i,0.18441-0.053819i,0.065506-0.014135i,0.047086-0.017463i,0.095964-0.083701i,0.10605-0.10038i,0.091757-0.052098i,0.067575-0.019933i,0.040818-0.0096894i,0.032178-3.155e-05i,0.032694-0.0055505i,0.038021-0.029624i,0.046626-0.051195i,0.051592-0.053635i,0.040592-0.038224i,0.015236-0.014341i,-0.003129+0.0095117i,-0.0048376+0.027924i,0.0027432+0.034706i
0.088867+0.13606i,0.17873+0.20984i,0.21137+0.16675i,0.20807+0.087015i,0.32126+0.097237i,0.47412+0.079165i,0.43495-0.035292i,0.22927-0.065961i,0.059107-0.015616i,-0.009246-0.011163i,-0.015618-0.019841i,0.018066-0.0074557i,0.041456-0.0032121i,0.022831+0.004448i,-0.0015574+0.033931i,0.0027538+0.057737i,0.01304+0.049325i,0.0029762+0.0246i,-0.0087401+0.010533i,-0.0035229+0.0057078i,0.011702-0.0018577i,0.019077-0.010977i,0.015214-0.014736i
-0.14387+0.07616i,-0.22481+0.16825i,-0.24655+0.20977i,-0.28844+0.18281i,-0.37351+0.14441i,-0.36476+0.099077i,-0.25854+0.035028i,-0.15747+0.0087859i,-0.080072+0.025124i,-0.046153+0.024055i,-0.052269-0.0077853i,-0.062128-0.049903i,-0.065496-0.076032i,-0.047767-0.075235i,-0.02562-0.075998i,-0.036915-0.085542i,-0.062551-0.070094i,-0.065388-0.02807i,-0.04564+0.0054565i,-0.024054+0.015225i,-0.014489+0.0083717i,-0.016708+0.0013428i,-0.018065+0.0035785i
-0.045412-0.21391i,-0.092021-0.30377i,-0.011512-0.17988i,0.22396+0.034612i,0.32364+0.08443i,0.1506+0.096533i,0.024933+0.19565i,0.082177+0.17476i,0.11996+0.034078i,0.088733-0.02417i,0.053377-0.0028376i,0.016573+0.033846i,0.0012476+0.072946i,0.012583+0.076116i,0.023486+0.05353i,0.027528+0.051454i,0.044924+0.055828i,0.077331+0.033299i,0.086243-0.0064889i,0.055886-0.031615i,0.015707-0.029656i,-0.0078126-0.024139i,-0.018255-0.025014i
0.23181-0.013536i,0.35941-0.083392i,0.24092-0.23756i,-0.077139-0.39168i,-0.21451-0.40221i,-0.073949-0.30936i,0.056762-0.23007i,0.056036-0.15923i,0.028203-0.11173i,0.018288-0.11636i,0.017736-0.10928i,0.032357-0.072183i,0.044494-0.043116i,0.029187-0.011785i,0.0085609+0.028204i,0.014685+0.053769i,0.029998+0.050516i,0.021589+0.02828i,0.003028+0.014347i,0.0083169+0.01493i,0.027666+0.014403i,0.033559+0.012797i,0.029302+0.012016i
-0.069846+0.23201i,-0.10922+0.419i,-0.10101+0.538i,0.0037122+0.60139i,0.09615+0.5912i,0.041852+0.40516i,-0.1027+0.16602i,-0.14518+0.063593i,-0.070376+0.051029i,-0.02341+0.039958i,-0.028895+0.026758i,-0.037747+0.00093118i,-0.045283-0.032699i,-0.049134-0.049407i,-0.047435-0.050343i,-0.040832-0.05298i,-0.03333-0.048642i,-0.019412-0.022599i,0.0037819-0.0048576i,0.014543-0.020071i,0.007757-0.039378i,-0.00096624-0.03572i,-0.0060865-0.016697i
-0.201-0.076909i,-0.28886-0.13218i,-0.17516-0.20843i,-0.035315-0.34838i,-0.1417-0.43422i,-0.30164-0.27562i,-0.21295-0.025169i,-0.055551+0.047404i,-0.028973+0.00044675i,-0.032891-0.019589i,-0.006435-0.0094323i,0.022945+0.005531i,0.033859+0.014847i,0.035365+0.015691i,0.050646+0.0069274i,0.058344-0.0066099i,0.045241-0.013041i,0.024526-0.016259i,-0.0012929-0.0084477i,-0.020723+0.01683i,-0.021033+0.029655i,-0.01295+0.012239i,-0.0069396-0.01029i
0.092419-0.24098i,0.081845-0.44875i,-0.10705-0.46034i,-0.28574-0.1617i,-0.11308+0.15589i,0.23085+0.19359i,0.30419+0.049041i,0.17451-0.014204i,0.098557+0.011554i,0.071477+0.014493i,0.040905-0.004275i,0.0033811-0.015052i,-0.02384-0.0026664i,-0.024009+0.015827i,-0.021179+0.018945i,-0.031958+0.023276i,-0.035289+0.031935i,-0.025407+0.028738i,-0.014511+0.012555i,-0.0091439-0.0016128i,-0.011684+0.0037739i,-0.014527+0.0221i,-0.010627+0.030808i
0.18275+0.20517i,0.37656+0.46044i,0.54001+0.65294i,0.55208+0.5555i,0.33801+0.27344i,0.067895+0.075582i,-0.0036583-0.0026226i,0.047299-0.061649i,0.053092-0.092141i,0.025576-0.075542i,0.0056903-0.055236i,0.010546-0.040524i,0.027735-0.031288i,0.018884-0.018172i,0.0011889+0.0021318i,0.011497+0.0050143i,0.035002-0.012001i,0.045107-0.025588i,0.037087-0.023788i,0.026166-0.022044i,0.021134-0.03092i,0.017123-0.033453i,0.017449-0.021297i
-0.17627+0.072667i,-0.38586-0.002289i,-0.56258-0.22498i,-0.55445-0.36534i,-0.38718-0.25985i,-0.24038-0.077635i,-0.18782+0.048176i,-0.14334+0.098236i,-0.089146+0.071641i,-0.060275+0.043034i,-0.031696+0.047241i,-0.012408+0.038535i,-0.012929+0.021555i,-0.00075161+0.010129i,0.01212+0.0069132i,0.0057581+0.020404i,-0.01163+0.037229i,-0.02993+0.045281i,-0.028364+0.043827i,-0.008527+0.03076i,0.0029585+0.0098902i,-0.0076565-0.0089311i,-0.029476-0.016116i
-0.04467-0.089893i,0.012486-0.09437i,0.188+0.026238i,0.30296+0.1599i,0.21542+0.14265i,0.064607+0.059155i,0.0097102+0.0037421i,0.018337-0.029522i,0.033465-0.023429i,0.050455-0.016183i,0.028374-0.036017i,-0.025921-0.035604i,-0.056569-0.012169i,-0.048832-0.0022283i,-0.020821-0.017494i,-0.0027173-0.043959i,0.0067678-0.054263i,0.024624-0.045079i,0.030335-0.035033i,0.010884-0.021592i,-0.0045869-0.0011416i,0.0013983+0.013712i,0.015159+0.016943i
0.098179-0.084306i,0.14643-0.15717i,0.1066-0.212i,0.0082959-0.21879i,-0.036821-0.14331i,0.0055605-0.017955i,0.047629+0.060239i,0.033231+0.074365i,0.015783+0.04945i,0.020055+0.012274i,0.034861-0.0048142i,0.060159+0.0040834i,0.082663+0.016372i,0.068941+0.018953i,0.029609+0.02814i,0.013788+0.046448i,0.02048+0.046294i,0.016539+0.022731i,0.0049347+0.0034569i,0.0017824-0.0014811i,0.00042266-0.0011616i,-0.0045865+0.0033931i,-0.0041227+0.0058809i
0.012125+0.073833i,-0.057764+0.1462i,-0.22655+0.21905i,-0.31027+0.27553i,-0.16615+0.22693i,0.013421+0.031087i,0.052384-0.12979i,0.045298-0.13214i,0.047596-0.089071i,0.0098586-0.079069i,-0.038792-0.065488i,-0.051175-0.051638i,-0.043671-0.05312i,-0.030639-0.045238i,-0.014898-0.035433i,-0.017687-0.03743i,-0.031487-0.027748i,-0.029894-0.0059869i,-0.014523+0.0021174i,-0.0012815-0.004914i,0.0062167-0.0097805i,0.013967-0.0099169i,0.013515-0.0092006i
0.017491+0.041372i,0.14833+0.028923i,0.37409-0.071531i,0.45988-0.18333i,0.25185-0.15983i,-0.010791-0.019285i,-0.10163+0.067989i,-0.079817+0.047433i,-0.040712+0.026032i,-0.0013824+0.050259i,0.031089+0.071323i,0.038355+0.057491i,0.020264+0.036053i,0.01096+0.031669i,0.022643+0.038224i,0.04396+0.039931i,0.061402+0.023488i,0.062427+0.0011639i,0.044694-0.01067i,0.017588-0.011082i,-0.0042423-0.010825i,-0.01524-0.018185i,-0.017315-0.023326i
-0.10453+0.017345i,-0.25833+0.090745i,-0.40541+0.22443i,-0.36545+0.30798i,-0.12408+0.25632i,0.066091+0.16015i,0.09046+0.106i,0.053001+0.065785i,0.029219+0.006998i,0.022244-0.043526i,0.016323-0.053545i,0.010571-0.035286i,0.0047348-0.018156i,-0.0068451-0.017437i,-0.022262-0.027496i,-0.039113-0.025522i,-0.050888-0.0052985i,-0.052995+0.014319i,-0.047354+0.025395i,-0.029925+0.026621i,-0.011526+0.019871i,-0.0097779+0.02061i,-0.012877+0.03204i
0.016855-0.11131i,0.057142-0.21321i,0.11125-0.26323i,0.064331-0.19485i,-0.13093-0.051932i,-0.24958+0.061698i,-0.15787+0.077344i,-0.031241+0.025199i,-0.0024529-0.01109i,-0.021366-0.013611i,-0.033559-0.020161i,-0.038763-0.017217i,-0.027849-0.0003184i,-0.015675+0.0023175i,-0.020899-0.00019817i,-0.025681+0.0046304i,-0.018429+0.0043842i,-0.011866+0.00029326i,-0.0075339+0.0029917i,0.0025972+0.0067784i,0.01355+0.002163i,0.02023-0.0076348i,0.021371-0.016636i
0.081504-0.021684i,0.10591-0.061266i,0.051057-0.11664i,0.016739-0.20189i,0.11554-0.31543i,0.18609-0.37027i,0.1219-0.26531i,0.064339-0.091241i,0.072159-0.0090146i,0.075987-0.015775i,0.061148-0.029989i,0.057465-0.036563i,0.061214-0.035394i,0.059945-0.0089563i,0.071225+0.019997i,0.093825+0.010825i,0.096547-0.014617i,0.083167-0.023542i,0.068142-0.021753i,0.047584-0.014967i,0.029107-0.002439i,0.019525+0.0062689i,0.01249+0.0047875i
0.040243+0.13139i,0.1037+0.2373i,0.14562+0.29664i,0.094144+0.33971i,0.00060296+0.41407i,-0.023555+0.39559i,-0.025428+0.22926i,-0.053925+0.079362i,-0.067636+0.027581i,-0.075282+0.025245i,-0.077476+0.049406i,-0.071452+0.063679i,-0.078662+0.049958i,-0.076148+0.024706i,-0.070018+0.0024696i,-0.086175+0.0063768i,-0.094473+0.024153i,-0.077425+0.022835i,-0.054604+0.0046253i,-0.039946-0.015635i,-0.034601-0.027699i,-0.03368-0.025575i,-0.03163-0.013974i
-0.15116+0.014377i,-0.25884+0.03597i,-0.23589+0.0056701i,-0.11272-0.11848i,-0.081188-0.22162i,-0.1155-0.15163i,-0.046103-0.037355i,0.036862-0.044912i,0.03554-0.064187i,0.04974-0.033042i,0.077593-0.038706i,0.062691-0.059384i,0.045398-0.046163i,0.046198-0.028132i,0.057569-0.027424i,0.080257-0.040474i,0.089284-0.051227i,0.071243-0.043803i,0.039378-0.026999i,0.012197-0.011694i,0.0027048+0.0035115i,0.0047134+0.012463i,0.0091029+0.01344i
-0.017166-0.15287i,-0.072306-0.22074i,-0.14384-0.10874i,-0.12612+0.12092i,-0.010771+0.1712i,0.024489+0.005216i,-0.077713-0.092352i,-0.12219-0.020628i,-0.059394+0.028245i,-0.03546-0.0006851i,-0.049143-0.0036113i,-0.032421+0.015668i,-0.012051+0.018384i,-0.015959+0.019393i,-0.042586+0.031107i,-0.074012+0.057326i,-0.07764+0.077212i,-0.056446+0.067311i,-0.02623+0.047936i,0.0015376+0.033197i,0.013077+0.012982i,0.013024-0.0059665i,0.012243-0.012485i
0.17603-0.001285i,0.329-0.08309i,0.35183-0.24515i,0.19313-0.31892i,0.048614-0.14698i,0.065318+0.11662i,0.14969+0.21575i,0.15164+0.1428i,0.08883+0.060101i,0.059491+0.024698i,0.049583-0.0016095i,0.028239-0.021183i,0.016417-0.027329i,0.011803-0.023637i,0.015004-0.01156i,0.033423-0.0093185i,0.044705-0.015286i,0.034345-0.007124i,0.011184+0.0047419i,-0.0098682+0.0062324i,-0.020866+0.0060392i,-0.024322+0.0078699i,-0.022354+0.0083535i
-0.045236+0.18018i,-0.064437+0.35752i,-0.041584+0.45586i,-0.010569+0.37268i,-0.037002+0.18077i,-0.084418+0.0013701i,-0.086553-0.10054i,-0.045596-0.10707i,-0.0061677-0.068216i,-0.0097914-0.038471i,-0.030903-0.01274i,-0.037059+0.01558i,-0.030722+0.031508i,-0.010361+0.028614i,0.01203+0.0067427i,0.01971-0.022401i,0.021659-0.043778i,0.032195-0.05793i,0.042152-0.062586i,0.041324-0.050696i,0.037408-0.033874i,0.026505-0.023027i,0.011585-0.013838i
-0.12349-0.086718i,-0.23514-0.16633i,-0.2674-0.18915i,-0.16946-0.13086i,-0.04859-0.078628i,-0.0052147-0.03935i,-0.0020096+0.021052i,0.0076222+0.044153i,0.01632+0.012789i,0.016916-0.010125i,0.022624-0.0032444i,0.033536-0.00024142i,0.031449-0.0065566i,0.01745-0.0079722i,0.00098343+6.1805e-05i,-0.015185+0.022793i,-0.029722+0.049142i,-0.042059+0.062442i,-0.041953+0.058961i,-0.029957+0.044534i,-0.020245+0.035215i,-0.0089144+0.033417i,0.00054453+0.024805i
0.086552-0.065931i,0.16746-0.10636i,0.19819-0.10533i,0.14322-0.071994i,0.087907-0.028817i,0.084701-0.0067696i,0.07596-0.034321i,0.032236-0.058243i,-0.0032548-0.038191i,0.00062442-0.017852i,0.0037925-0.024041i,-0.013989-0.029356i,-0.024536-0.024954i,-0.021827-0.015404i,-0.0093191-0.013791i,0.0020881-0.037275i,0.0051435-0.064393i,0.007132-0.067437i,0.0037525-0.048926i,-0.0039041-0.029764i,-0.0034431-0.02509i,0.0013023-0.028097i,0.0053758-0.023408i
0.017973+0.056623i,-0.0068498+0.13169i,-0.044843+0.19989i,-0.047844+0.20805i,-0.062535+0.14448i,-0.14935+0.06505i,-0.20946+0.051232i,-0.14498+0.072271i,-0.044598+0.061578i,-0.0028283+0.042316i,0.017609+0.03691i,0.041017+0.029775i,0.044993+0.022444i,0.032164+0.01869i,0.015644+0.028783i,0.012701+0.056433i,0.019865+0.071917i,0.016496+0.057427i,0.0085268+0.029558i,0.0086063+0.0068443i,0.0082154-0.007027i,-0.0029489-0.011162i,-0.01516-0.0061251i
-0.01392-0.032396i,-0.031394-0.13775i,-0.062681-0.28344i,-0.10689-0.33849i,-0.090442-0.25347i,0.043998-0.12606i,0.16243-0.045233i,0.13412-0.01904i,0.04256-0.030719i,-0.01199-0.055248i,-0.037226-0.063983i,-0.053801-0.054659i,-0.058389-0.041045i,-0.045891-0.033334i,-0.03315-0.038547i,-0.035325-0.041264i,-0.031168-0.021965i,-0.011825+0.0089322i,-0.00032962+0.030908i,-0.0034528+0.038367i,-0.0075394+0.037718i,-0.0017353+0.032634i,0.0067142+0.02166i
0.034616+0.042174i,0.13317+0.13209i,0.26476+0.24578i,0.33041+0.29469i,0.2823+0.25453i,0.1549+0.18025i,0.045916+0.0717i,0.014347-0.021457i,0.029591-0.032113i,0.042698-0.0019165i,0.041252+0.011033i,0.040289+0.011161i,0.041619+0.021271i,0.040543+0.035322i,0.046306+0.036344i,0.057085+0.013295i,0.048618-0.026476i,0.023404-0.054162i,0.0070721-0.055635i,0.0011193-0.041662i,-0.0028835-0.026057i,-0.0072616-0.013706i,-0.0056515-0.0069063i
-0.1031+0.009293i,-0.25825+0.054399i,-0.42499+0.09788i,-0.48955+0.08497i,-0.46333+0.033622i,-0.38676+0.010315i,-0.24678+0.036462i,-0.11059+0.052235i,-0.049942+0.033116i,-0.038292+0.011956i,-0.034068+0.0098226i,-0.024516+0.01364i,-0.013948+0.00020183i,-0.014921-0.014727i,-0.027691-0.0070888i,-0.037072+0.022359i,-0.025923+0.055034i,-0.0039975+0.066134i,0.013789+0.045875i,0.026483+0.014458i,0.02945-0.0054776i,0.021628-0.012152i,0.0060609-0.010287i
0.028308-0.1123i,0.06405-0.2683i,0.11577-0.39157i,0.19624-0.35054i,0.29469-0.22605i,0.31744-0.14529i,0.21435-0.069888i,0.10825+0.0092987i,0.06894+0.03908i,0.053592+0.031764i,0.035741+0.016337i,0.007012+0.0026193i,-0.016371+0.0049574i,-0.013319+0.011639i,0.0014886+0.0016615i,0.0069149-0.025306i,0.0020681-0.05299i,-0.0039449-0.063892i,-0.01168-0.050181i,-0.020144-0.022509i,-0.021124-0.0021619i,-0.015936+0.0047121i,-0.0076872+0.0073029i
0.10179+0.075216i,0.23627+0.16697i,0.3169+0.23369i,0.20334+0.23217i,-0.011634+0.22775i,-0.10767+0.20527i,-0.08775+0.079037i,-0.074728-0.049396i,-0.059671-0.077435i,-0.025881-0.063383i,-0.0034965-0.052756i,0.014391-0.041949i,0.025142-0.035063i,0.018695-0.027676i,0.012452-0.017321i,0.014867-0.0031224i,0.016253+0.015059i,0.010541+0.026134i,0.0023573+0.020313i,-0.0017139+0.0033331i,-0.0005793-0.0099316i,0.0047374-0.0095769i,0.011667-0.0026834i
-0.10128+0.066457i,-0.23046+0.12874i,-0.31697+0.16048i,-0.24003+0.092305i,-0.095064-0.047204i,-0.037634-0.11336i,-0.0062467-0.043822i,0.055489+0.028428i,0.066068+0.019012i,0.02262+0.0049831i,-0.0014192+0.021217i,-0.0060603+0.035023i,-0.0095375+0.038071i,-0.0089674+0.032856i,-0.012864+0.029585i,-0.015634+0.03796i,-0.0059561+0.040489i,0.0084724+0.032062i,0.015753+0.026584i,0.014011+0.026303i,0.008787+0.025578i,0.003459+0.016337i,-0.00366+0.00022539i
-0.0083141-0.094843i,-0.008565-0.21088i,0.0024751-0.27513i,0.016944-0.19365i,0.046592-0.057623i,0.081955-0.0028464i,0.066196-0.018118i,0.016741-0.021777i,0.0034124-0.0019638i,0.020547-0.0039542i,0.014505-0.025947i,-0.0056539-0.036179i,-0.0065374-0.03095i,0.0064932-0.019829i,0.018894-0.023821i,0.01295-0.049597i,-0.014796-0.065548i,-0.038986-0.053236i,-0.039317-0.027477i,-0.02087-0.0080308i,-0.0053709-0.0033361i,-0.005075-0.0055872i,-0.0094342-0.0055607i
0.071201+0.026839i,0.13738+0.082733i,0.15907+0.14078i,0.093289+0.14077i,-0.015118+0.10435i,-0.097592+0.085605i,-0.12699+0.067078i,-0.11875+0.038143i,-0.091968+0.021289i,-0.063159+0.023877i,-0.025419+0.037733i,0.020127+0.039549i,0.034926+0.021052i,0.014534+0.007581i,0.0010277+0.022414i,0.019011+0.051324i,0.051733+0.061112i,0.066001+0.042204i,0.050653+0.010753i,0.020856-0.012263i,0.00043605-0.016397i,-0.002365-0.0060678i,0.0013123+0.0084096i
-0.043056+0.018309i,-0.11166+0.019351i,-0.16297-0.021421i,-0.13185-0.077937i,-0.05279-0.096506i,0.017435-0.062256i,0.093718+0.00013224i,0.1525+0.018896i,0.13587-0.013008i,0.082956-0.037322i,0.037274-0.047467i,-0.012225-0.043182i,-0.037773-0.017945i,-0.025368-0.0017398i,-0.015212-0.013489i,-0.031882-0.032726i,-0.053859-0.0369i,-0.053236-0.026273i,-0.033366-0.0076957i,-0.009421+0.011161i,0.0084601+0.01894i,0.015386+0.014989i,0.015375+0.0063442i
0.02501-0.044013i,0.077918-0.092197i,0.13565-0.10293i,0.11503-0.026053i,0.04505+0.071785i,0.009562+0.06603i,-0.037758-0.030642i,-0.096342-0.066554i,-0.087403-0.022254i,-0.048775+0.0048379i,-0.027792+0.0058282i,-0.0064087-0.0012347i,0.0042632-0.012322i,0.0011848-0.010802i,0.00065975-5.5558e-05i,0.0081008+0.010046i,0.02299+0.017594i,0.029555+0.016869i,0.020534+0.0025999i,0.0030836-0.016267i,-0.0138-0.024909i,-0.021579-0.022239i,-0.018261-0.017397i
0.010426+0.041413i,0.011184+0.12819i,0.0024886+0.20268i,0.00076646+0.13019i,-0.021879-0.026841i,-0.071479-0.047684i,-0.052183+0.040833i,0.014265+0.052547i,0.030571+0.0013792i,0.022475-0.017622i,0.024416-0.010943i,0.025092+0.0016118i,0.025573+0.0089092i,0.022674+0.005942i,0.021338+0.0051414i,0.026619+0.0015769i,0.023183-0.0098355i,0.014911-0.014997i,0.013301-0.011488i,0.016018-0.0064243i,0.019405-0.0022306i,0.017282-0.0010991i,0.0062349-0.0011544i
-0.053759-0.015898i,-0.15026-0.058384i,-0.24712-0.077872i,-0.21853+0.017829i,-0.059333+0.14026i,0.074251+0.11727i,0.083921+0.036516i,0.049601+0.041234i,0.046188+0.067669i,0.038781+0.052948i,0.008214+0.032502i,-0.01969+0.025223i,-0.026159+0.023027i,-0.019438+0.016039i,-0.023478+0.0047793i,-0.039326+0.0060091i,-0.044217+0.01957i,-0.036325+0.027573i,-0.027154+0.026216i,-0.017929+0.021103i,-0.013338+0.012297i,-0.014193+0.006317i,-0.010439+0.0065087i
0.0292-0.043931i,0.12042-0.11151i,0.21468-0.20855i,0.17115-0.27844i,0.012101-0.26444i,-0.092607-0.1806i,-0.12028-0.11392i,-0.12681-0.094212i,-0.11089-0.078094i,-0.071626-0.05472i,-0.026276-0.044187i,0.0070924-0.051577i,0.011102-0.052325i,0.0042523-0.030602i,0.017029-0.010271i,0.040238-0.014772i,0.048521-0.033081i,0.037649-0.038893i,0.019235-0.026506i,0.0045297-0.0076057i,0.0031719+0.0068066i,0.014665+0.0089816i,0.023996+0.0022144i
0.016185+0.053511i,0.036881+0.16412i,0.070467+0.30036i,0.11504+0.34434i,0.14757+0.28853i,0.1531+0.22795i,0.17509+0.17258i,0.19392+0.090943i,0.15529+0.016087i,0.085333-0.012908i,0.032957-0.0049355i,0.0058105+0.020497i,0.00068963+0.037242i,0.0035766+0.031264i,-0.0067792+0.022398i,-0.024724+0.030076i,-0.030922+0.044983i,-0.018589+0.045075i,0.0015007+0.028599i,0.016131+0.0098416i,0.017119-0.0030785i,0.0031254-0.0063424i,-0.011965-0.0028501i
-0.041895-0.012426i,-0.133-0.043037i,-0.23971-0.078767i,-0.2679-0.085768i,-0.21383-0.091043i,-0.16348-0.12316i,-0.13976-0.1198i,-0.098849-0.058013i,-0.040805+0.0020756i,-0.0020357+0.025354i,0.0064092+0.022664i,-0.00097243+0.0083988i,-0.0079124-0.0034781i,-0.0080152-0.0055961i,-0.00010368-0.0028223i,0.011874-0.0062716i,0.016617-0.016671i,0.0082961-0.020519i,-0.0071743-0.01852i,-0.019353-0.017277i,-0.02126-0.011957i,-0.013694-0.0039567i,-0.0049693+0.00029317i
0.032744-0.021595i,0.084027-0.072197i,0.13027-0.13246i,0.10836-0.14381i,0.033608-0.082563i,-0.016581+0.006583i,-0.049976+0.049248i,-0.095219+0.034374i,-0.11796+0.0065333i,-0.10209-0.0097784i,-0.067152-0.0098005i,-0.028881-0.0025206i,-0.0032471-0.0020373i,0.0056041-0.0084705i,0.0057273-0.019206i,-0.0010333-0.02675i,-0.0078284-0.023168i,-0.0073425-0.016226i,-0.0038176-0.013812i,-0.0014396-0.013955i,-0.00013667-0.015631i,-0.0002432-0.017232i,-0.0010263-0.012819i
0.0035034+0.039971i,0.011959+0.094488i,0.033331+0.1511i,0.08787+0.15362i,0.15023+0.093814i,0.17119+0.030816i,0.17842+0.0062058i,0.1923-0.0066137i,0.18035-0.023038i,0.14565-0.026694i,0.10626-0.026794i,0.065163-0.024974i,0.036674-0.017514i,0.02205-0.007612i,0.013054+0.010972i,0.015673+0.029726i,0.024262+0.032432i,0.024705+0.026532i,0.016817+0.023105i,0.0072762+0.021002i,0.00095819+0.019339i,-0.00099585+0.019103i,0.0018927+0.015846i
-0.032169-0.019862i,-0.072172-0.055836i,-0.1341-0.094163i,-0.21092-0.07447i,-0.26117-0.005004i,-0.25022+0.013791i,-0.2281-0.027348i,-0.21007-0.028886i,-0.16221+0.0082711i,-0.11095+0.018981i,-0.077915+0.010186i,-0.054214+0.0035037i,-0.042945+0.0050063i,-0.035128+0.011618i,-0.026359+0.0042546i,-0.028727-0.011117i,-0.033151-0.012975i,-0.025493-0.0055209i,-0.0093833+0.0022126i,0.0055115+0.0071366i,0.012106+0.0047127i,0.011685-0.0048389i,0.0077263-0.013333i
0.037262-0.020309i,0.096639-0.018618i,0.1895-0.0053026i,0.26581-0.025031i,0.27503-0.061828i,0.22923-0.020452i,0.19778+0.071114i,0.18033+0.091981i,0.13315+0.046425i,0.085547+0.015598i,0.062968+0.0061901i,0.049487-0.0048202i,0.036578-0.015119i,0.023834-0.017752i,0.01613-0.0076682i,0.020501+0.00572i,0.029154+0.0063346i,0.028274-0.0031509i,0.01905-0.012057i,0.011009-0.017096i,0.0037501-0.014539i,-0.0054948-0.0019698i,-0.010684+0.012586i
-0.0014453+0.023411i,-0.055148+0.074555i,-0.152+0.14903i,-0.2151+0.20402i,-0.20348+0.18641i,-0.15205+0.084209i,-0.097329-0.04015i,-0.055805-0.10067i,-0.022527-0.083036i,-0.0086259-0.051903i,-0.02344-0.028086i,-0.038292+0.0025328i,-0.032314+0.020626i,-0.019886+0.018572i,-0.010608+0.0090483i,-0.0080278-0.0012448i,-0.0134-0.0051404i,-0.016264+0.0002427i,-0.01368+0.0055876i,-0.012538+0.0067394i,-0.0082731+0.0029937i,-8.4275e-05-0.0064365i,0.0052201-0.014194i
-0.01771-0.013882i,-0.035941-0.080489i,-0.045749-0.18425i,-0.032399-0.22762i,-0.0092326-0.17333i,-0.020362-0.084425i,-0.079316+0.012066i,-0.11222+0.084167i,-0.093226+0.087466i,-0.066313+0.061292i,-0.032476+0.041163i,-0.00062898+0.016899i,0.0093401+0.002829i,0.0096643+0.0015106i,0.0057122-0.00023747i,-0.00081318-0.00038295i,-0.0028833+0.00033093i,-0.0043067-0.0036296i,-0.0081048-0.0081009i,-0.0089446-0.0063832i,-0.0062934-0.00070791i,-0.0040972+0.0048002i,-0.0038854+0.0088225i
0.010747-4.4715e-05i,0.081602+0.012137i,0.17668+0.020711i,0.18538+0.0074007i,0.10964+0.0039938i,0.10238+0.020871i,0.1832-0.010481i,0.20764-0.076083i,0.15505-0.10433i,0.10369-0.10182i,0.057452-0.090874i,0.017498-0.066591i,0.00051333-0.043936i,-0.0019226-0.027401i,0.0049998-0.011191i,0.012427-0.0042499i,0.011839-0.0026737i,0.0082423+0.0011992i,0.0048685+0.0043502i,-0.00031451+0.0024688i,-0.0043817-0.0010636i,-0.0029787-0.00081424i,0.00032916-0.00086136i
-0.020063+0.0090293i,-0.059463+0.072012i,-0.097773+0.17732i,-0.067223+0.23767i,-0.0062003+0.17392i,-0.058157+0.056045i,-0.17761+0.013223i,-0.19232+0.044489i,-0.12038+0.072466i,-0.066891+0.080814i,-0.031099+0.081751i,0.0014778+0.069205i,0.016638+0.052799i,0.012722+0.041874i,-0.001675+0.033313i,-0.0098574+0.031557i,-0.0028059+0.030153i,0.010288+0.021126i,0.019063+0.010242i,0.021994+0.0029352i,0.019591-0.0034042i,0.010749-0.011983i,0.0013876-0.015211i
-0.010376-0.031019i,-0.039634-0.092997i,-0.1053-0.18408i,-0.17688-0.22098i,-0.18606-0.14524i,-0.085393-0.010008i,0.056952+0.078658i,0.10682+0.078553i,0.067671+0.036201i,0.034849-0.00292i,0.017633-0.032653i,-0.0087743-0.045694i,-0.02702-0.04366i,-0.022109-0.041719i,-0.0068048-0.040458i,0.0027412-0.037712i,0.0027857-0.033391i,-0.0032409-0.02345i,-0.0087387-0.011295i,-0.0096199-0.002684i,-0.0094485+0.0044281i,-0.0075345+0.014146i,-0.0013682+0.020782i
