0.003716-0.001279i,0.003185-0.0023568i,0.0012928-0.0026524i,-0.00033849-0.0015918i,-0.0021673-0.0012898i,-0.0034886-0.00080925i,-0.0022703+0.0005235i,-0.00071252+0.001103i,0.00051029+0.0007019i,0.00044102-0.00014212i,-0.00025382-0.00066177i,3.5863e-05-0.00071264i,0.00050037-0.00062231i,6.5515e-05-0.00048351i,-0.00072478-0.00010641i,-0.00060967-2.9068e-05i,-0.0007702-0.00044041i,-0.0011017-0.00055575i,-0.00037523+0.00030858i,3.5584e-05+0.0011858i,0.00041641+0.0011593i,0.00079027+3.8855e-05i,0.00049307-0.00054538i
-0.0035628-0.0052352i,-0.0049871-0.0033116i,-0.0045125+0.0011779i,-0.0032619+0.0033954i,-0.0014879+0.0032876i,0.00071825+0.0025994i,0.0026978+0.00050861i,0.0044371-0.00044352i,0.0047631-0.00034007i,0.0028797-0.0020202i,0.0011768-0.0021065i,0.0012682-0.00058223i,0.002653-0.00078859i,0.0025391-0.0012338i,0.00052352-0.0011154i,2.7716e-05-0.00063444i,0.00059685-0.00020932i,0.00075423+5.1051e-05i,0.0015414+0.00075067i,0.0026975+0.0011548i,0.003399+0.00076029i,0.0028407+0.00091997i,0.0015602+0.00098977i
-0.0027121-0.0059883i,-0.0050144-0.0052092i,-0.004663-0.0025589i,-0.0016911-0.00034172i,0.0012745+0.0017657i,0.0024645+0.0028713i,0.0028275+0.0029446i,0.00328+0.0036554i,0.002782+0.0037976i,0.00162+0.0023449i,-0.00093091+0.0016304i,-0.003956+0.0033667i,-0.0045604+0.0035329i,-0.0028942+0.0013939i,-0.0013583+0.00034151i,-0.00047448+0.00076976i,0.0010213+0.0020041i,0.002371+0.0022945i,0.0018757+0.0016845i,0.00055433+0.0021761i,-0.0006127+0.0019067i,-0.0011727-4.6711e-05i,-0.0014682-0.0013311i
0.0010785-0.0040363i,0.0010973-0.0042265i,0.00077765-0.0026113i,0.00011084-0.00052377i,-0.0015135+0.0014098i,-0.0022749+0.0028305i,-0.0011024+0.0032724i,-8.5507e-05+0.00453i,-0.00051963+0.0048942i,-0.0010521+0.0022341i,-0.0021511-0.0012758i,-0.0035253-0.0038632i,-0.0032942-0.0040628i,-0.0011545-0.0021855i,-0.0014289-0.00078562i,-0.0035723-0.00033818i,-0.0037404+0.00092105i,-0.0035269+0.0022263i,-0.0026454+0.0019519i,-0.0018589+0.001512i,-0.0010763+0.00069572i,0.00036305-9.3278e-05i,0.0011253-0.00021036i
0.00020364-0.0047139i,-0.0010468-0.004843i,-0.001313-0.0036167i,-0.0018871-0.0007618i,-0.0028279+0.0023315i,-0.0015644+0.0045845i,-0.00025091+0.0049558i,-0.0016213+0.0040155i,-0.0027945+0.0038803i,-0.0015118+0.0033173i,-0.00013073+0.00042761i,0.00082259-0.0024858i,0.0021666-0.0027581i,0.0023134-0.0024607i,0.0013698-0.0028323i,0.0007485-0.0027883i,-2.947e-05-0.0030739i,-0.00076474-0.0034155i,-0.00041408-0.0035738i,-0.00032503-0.0025156i,-0.00065047-0.00081476i,-0.00084463-0.00064072i,-0.00080225-0.00047217i
-0.0023074-0.0039234i,-0.0021827-0.0022234i,6.9018e-05+0.00020233i,0.001405-0.00014653i,-0.0004669-0.00027076i,-0.0027747+0.0013551i,-0.002896+0.0010758i,-0.0043256-0.00049526i,-0.0058369+0.00041249i,-0.004224+0.0023133i,-0.00061539+0.0030561i,0.0021899+0.0028546i,0.0033101+0.0026252i,0.0034108+0.0018321i,0.0022759+0.00085647i,0.0010077+0.00081204i,0.00073549+0.00081066i,0.00016622-7.0648e-05i,0.00039235-0.00011441i,0.0018624+0.00019655i,0.0018673+0.00042791i,0.00048436+0.0012279i,0.00033791+0.0014061i
-0.0043529-0.0047681i,-0.0041983-0.003739i,-0.0019698-0.00010295i,0.0014216+0.0020408i,0.0020784+0.0021933i,0.00031193+0.0031201i,-0.0005917+0.0032043i,-0.0014005+2.536e-05i,-0.0035258-0.0027892i,-0.0047166-0.0015315i,-0.0039791+0.0011139i,-0.0040259+0.0012185i,-0.0044119+0.00040788i,-0.0023012-0.00025138i,0.00025292-0.00054028i,0.00095481+3.5562e-05i,0.00066139+0.00032619i,0.00026685+0.00021997i,0.0001071+0.00033956i,-0.0008766+0.00031495i,-0.001547-0.00046081i,-0.0018566-0.0011884i,-0.0016168-0.00072688i
-0.00096153-0.0041675i,-0.0023061-0.0023949i,-0.0023989+0.0012159i,-0.0013191+0.0039544i,-0.001182+0.0036433i,-0.00079635+0.0018205i,0.0010436+0.00073834i,0.0020746-0.0020367i,0.0010121-0.0045653i,-0.00098841-0.0037849i,-0.001462-0.0028051i,0.00041211-0.0033773i,0.0012805-0.0036389i,0.00013529-0.0014113i,-0.0011742+0.00033705i,-0.002626+0.00036998i,-0.0035975-0.00027473i,-0.0029674-0.0004226i,-0.0014948-6.4478e-05i,0.00033958-8.9884e-05i,0.0014072-0.00076293i,0.00057818-0.00071871i,-0.00022548+0.00010881i
-0.0032223-0.0045377i,-0.0039835-0.004136i,-0.0046764-0.001416i,-0.0032644+0.0006383i,-0.0002055+0.002032i,0.0012249+0.0040343i,0.0008656+0.0051797i,0.0018936+0.0032381i,0.0034527+0.00016962i,0.0032292-0.00040416i,0.0019915-5.8603e-05i,0.0020597+0.00043553i,0.0014668+0.00091383i,0.0010335+0.00035122i,0.0017698-0.00085723i,0.0017336-0.0012069i,0.0020117-0.0013381i,0.0018719-0.0014393i,0.00041255-0.0011893i,-0.00086752+0.00024001i,-0.0010127+0.00057231i,-0.00036821-0.00063717i,-0.0010633-0.0012444i
-0.0037885-0.0063092i,-0.0046265-0.0047119i,-0.002718-0.0013657i,-0.0010027+0.0013413i,-0.00099538+0.0029391i,-0.0016583+0.0029426i,-0.0011893+0.0024117i,0.00081296+0.0034901i,0.0028726+0.0040965i,0.0026896+0.0027549i,0.0013951+0.0022488i,0.00037018+0.0031713i,-0.00085261+0.0032884i,-0.00077649+0.0028692i,0.00020246+0.0025945i,-3.0189e-05+0.0015714i,-0.00060403+0.00035803i,-0.00052-2.9624e-05i,8.9237e-05+0.0009224i,0.00090472+0.0015943i,0.0015328+0.0017844i,0.0010099+0.0013271i,-4.5275e-05+0.00013897i
-0.0029773-0.0045347i,-0.0028301-0.0040008i,-0.001641-0.001204i,-0.00067041+0.0017843i,-0.00094509+0.0041199i,-0.0013862+0.0046464i,-0.0023086+0.004914i,-0.0019634+0.0062872i,0.0004715+0.0062312i,0.0013776+0.0039817i,-0.00072514+0.0019636i,-0.0031187-0.00043989i,-0.0038049-0.0024153i,-0.0025926-0.0020989i,-0.0015036-0.0013468i,-0.0012994-0.00050484i,-0.00070122+0.00023336i,0.00028774+0.00066887i,0.00049544+0.0014036i,0.00017983+0.0011191i,-0.00025052-0.00030035i,-0.00067436-0.001031i,-0.00050869-0.0010289i
-0.00082663-0.0014349i,-0.0017001-0.0017163i,0.00043592-0.00081402i,0.0015951-0.0010626i,0.00033417-0.0016784i,-0.0026674-0.0010778i,-0.0057279+0.00097306i,-0.0061495+0.0041542i,-0.0040011+0.0060169i,-0.0013724+0.0045417i,3.2449e-05+0.0018477i,0.00075584-0.00016927i,0.0014726-0.00073051i,0.00077394+0.00027293i,-0.0011724+0.00072569i,-0.0020522+0.000471i,-0.0022506+6.7219e-05i,-0.00237-0.0008405i,-0.0019843-0.0010083i,-0.00090136-0.00078871i,0.00010063-8.0923e-05i,0.00015955+0.00018178i,-0.00031947-0.00068434i
0.00055681-0.00051705i,-0.0011761+5.3215e-05i,-0.0010127+0.0018258i,-0.00030771+0.0019926i,-0.00085346+0.0014162i,-0.0031098+0.0009425i,-0.0061497+0.00064698i,-0.0072212+0.0011553i,-0.0057868+0.0033377i,-0.0029646+0.0039812i,-0.00096777+0.0034715i,-0.00027624+0.0029582i,0.00047488+0.0014709i,0.0007312+0.00025701i,0.00082975-0.00086736i,0.00090661-0.0011759i,0.0014319-0.001056i,0.0018154-0.0019457i,0.00060709-0.0023219i,-0.0002001-0.0013669i,0.00014544-0.00016151i,0.00048369+0.00075207i,0.00092098+0.0005935i
-0.0026185-0.0028663i,-0.0040321-0.001977i,-0.0019264+0.0009447i,0.00081051+0.0019676i,0.00067717+0.00051249i,-0.0027887-0.0017811i,-0.005962-0.0023912i,-0.0065727-0.0014308i,-0.0054162-7.2048e-05i,-0.0037753+0.00083763i,-0.002984+0.0026107i,-0.0022941+0.0037157i,-0.0017813+0.0029941i,-0.001505+0.0022955i,-0.0013361+0.0021529i,-0.0014959+0.0010192i,-0.0020224+0.00032947i,-0.0016961+0.00033118i,-0.00028502+0.00079123i,0.00023238+0.0011814i,0.00071119+0.00146i,0.00039202+0.0013887i,0.00042734+0.00076532i
-0.0021402-0.0031072i,-0.0031151-0.0034655i,-0.0019301-0.00011541i,0.00092933+0.0024762i,0.002915+0.0017419i,0.0016778-0.00051995i,-0.0015333-0.0023748i,-0.0028797-0.003663i,-0.0022158-0.0034638i,-0.0022819-0.0021836i,-0.0036507-0.00068736i,-0.0027503-0.0015355i,-0.00066664-0.0030485i,0.00046643-0.0023371i,0.00083062-0.00078132i,0.0010342-0.00035029i,0.0016071-0.00088274i,0.0014948-0.0014566i,0.00065243-0.00099462i,-0.00016311+4.8559e-05i,-0.00031682+0.00055881i,-0.00086081+0.0001368i,-0.0012301-0.00058678i
-0.0017406-0.002048i,-0.0028658-0.0025155i,-0.001392-0.0015928i,0.00017855-0.0004667i,0.0005666-0.0011907i,-0.00060083-0.0021786i,-0.0014212-0.0026639i,-0.00093263-0.0028566i,-0.00072955-0.002317i,-0.0012107-0.0017407i,-0.0010594-0.0010365i,0.00018855+0.00035483i,0.0012253+0.0012865i,0.00099496+0.0011379i,0.00070477+0.00021629i,0.00077927-0.00037025i,3.0155e-05+0.00016875i,-0.00063805+0.00015238i,-0.00063122-0.00027896i,0.00013405+0.00068242i,0.00058488+0.00030661i,-0.00028543-0.00042683i,-0.0010239+0.000424i
0.00010535-0.0051639i,-0.0010621-0.0034163i,-0.0026046-0.0011731i,-0.0026194+0.0006309i,-0.0021987+0.002679i,-0.0012814+0.0026425i,-4.819e-05+4.27e-06i,-2.5137e-06-0.0018398i,-0.0011347-0.0014005i,-0.0014477-0.0013715i,-0.0012362-0.00092713i,-0.0012999+0.00094084i,-0.00069189+0.0015974i,0.00056637+0.00064328i,0.0013773+0.0003362i,0.0014107+0.00058363i,0.00089097+7.2793e-05i,-1.4518e-05-0.0002291i,-0.00010073-0.00030563i,-0.00011805+0.00073272i,-0.00060277+0.001318i,-0.00071258+0.00035847i,-0.00084638+1.0449e-05i
0.0029101-0.0050219i,0.00017819-0.0039339i,8.0949e-06-0.0019555i,0.00028506-0.00073675i,-0.001165+0.00094188i,-0.0012882+0.0028398i,-0.00022833+0.0029984i,0.00050887+0.0016877i,8.6429e-05+0.0010317i,-0.0013991+0.00064164i,-0.0029773-7.6711e-05i,-0.0036718+5.1472e-05i,-0.002755+6.4693e-06i,-0.001042+0.00011342i,0.00034543+0.00039936i,0.00064857-0.00025183i,-0.00016681-0.00066567i,-0.00084379-0.00052968i,-0.00035892-0.00019728i,0.00040591+0.0005859i,-0.0001557+0.00043646i,-0.00043478-0.00042818i,-0.00019452-0.00056044i
-0.00064282-0.0030873i,-0.0010887-0.0023423i,-0.00061219-0.00034136i,0.000499+0.0013059i,0.00036211+0.0010422i,-0.0010131+0.0011168i,-0.0007287+0.0010578i,0.0004715+0.00070787i,-0.00077199+0.00073043i,-0.0013351+0.00074298i,-0.00044313-1.5604e-05i,-0.00046338-0.0017416i,0.00059976-0.0032493i,0.001346-0.0032063i,0.00087362-0.0014814i,0.0013587-0.0004259i,0.0017948+7.3405e-05i,0.0007904+1.75e-05i,7.6724e-05-1.1515e-06i,0.00025907+0.00021962i,0.0003393-0.00039268i,-0.00036182-0.00094857i,-0.00069703-0.00087999i
-0.0018629-0.0043656i,-0.0017311-0.0047246i,-0.0023694-0.0029136i,-0.0019353-0.00074971i,-0.0012957-6.0426e-05i,-0.0016603+0.00053365i,-0.0012265+0.00077365i,-0.0013018+0.00011273i,-0.0025867-0.0005826i,-0.0022787+0.00016868i,-0.0011648+0.00095713i,-0.00016927+0.00095727i,0.00021764+0.0010143i,0.00067774+0.00091224i,0.00063284+0.00055675i,-0.0001273+0.00059859i,-0.00083175+0.00020828i,-0.0021649-0.00038325i,-0.002491+0.00042038i,-0.00049525+0.0009385i,0.00035601+6.6761e-05i,0.00055829-0.00066343i,0.0014577-0.00066746i
-0.00097598-0.0036027i,-0.00085092-0.00099631i,-0.000572+0.0011651i,-0.00062653+0.0011902i,-0.0011833+0.00064432i,-0.0018242+0.00090372i,-0.00044308+0.00049693i,0.00078885-0.0018166i,0.00037714-0.0032655i,-0.001148-0.0022144i,-0.0015456-0.0010969i,-0.0012341+0.00012164i,-0.00063952+0.00087426i,0.00086615+0.00012872i,0.0012977-0.00063961i,0.0004876+6.3224e-05i,0.00025363+0.00071989i,0.0007561-3.1682e-05i,-6.2986e-06-0.00012144i,-0.00031561+0.00054458i,0.00028668+0.00022528i,3.213e-05-0.00029529i,-0.00089034-0.00026031i
0.00050147-0.0051966i,-0.00076378-0.0051472i,-0.0011209-0.0025196i,-0.00070572-0.00083082i,-0.00017152-0.00023247i,-0.00021677+0.00096257i,-0.00027785+0.0015902i,0.00095897+1.4546e-05i,0.0021647-0.0018978i,0.0011899-0.00239i,-0.00054701-0.0014239i,-0.0011286-0.00047762i,-0.00085123-0.00046432i,-0.00014305-0.0010049i,0.00040765-0.00078179i,0.00016989-0.00024619i,-0.00063744-0.00012084i,-0.0011728+0.00051869i,-0.00035302+0.0011657i,0.0011686+0.00092447i,0.0018762+0.00011607i,0.00099553-0.00040271i,0.00040464-0.00071987i
-0.00022145-0.0024778i,-0.0024554-0.0013751i,-0.0020958+0.0012531i,-0.00014178+0.0024009i,0.00084322+0.0019772i,1.1244e-05+0.0012366i,-0.00015154+0.0012894i,0.0018435+0.0011744i,0.0030168+0.00024501i,0.0027374-0.00015961i,0.0024946-0.00041279i,0.0024376-0.00036606i,0.0024785+0.00024664i,0.0018239+0.00053159i,0.0013153-0.00025527i,0.0010888-7.3982e-05i,0.00070543-0.00014753i,0.00065037-0.00091251i,0.00057362-0.00092083i,0.0007343-0.00067906i,0.0010635-2.2301e-05i,0.00036414+0.0001995i,-8.8727e-05-0.00088807i
-0.0020236-0.0039307i,-0.0023571-0.0029149i,-0.0021877-0.0011053i,-0.0017732-5.9794e-05i,-0.0017895+0.00046982i,-0.0018133+0.0010609i,-0.0015647+0.0017595i,0.00017216+0.0032211i,0.001424+0.0033556i,0.00087366+0.0021164i,0.00029145+0.0015199i,-0.00012972+0.0012626i,-0.00096206+0.0017983i,-0.0010465+0.0019907i,-0.00095014+0.0011282i,-0.0015198+0.00085198i,-0.0019739+0.00082533i,-0.0020344+0.00014069i,-0.0019954+0.00070813i,-0.0012073+0.0010698i,0.00082014+0.0002447i,0.0012818-0.00016482i,0.00023837-0.00011245i
-0.00080098-0.0026968i,-0.0025159-0.0017018i,-0.0017652-0.00032875i,-0.00028439-0.00059358i,-5.9685e-05-0.00066343i,-0.00055085+0.0011192i,0.00048961+0.0029694i,0.0012024+0.0044791i,0.00076059+0.0046723i,-8.5079e-05+0.0030607i,-0.0013949+0.0019895i,-0.0025317+0.0010141i,-0.0021415+0.00040354i,-0.00045515+0.00060214i,0.00069435+7.3289e-05i,0.00059969-0.000496i,0.00017208-0.00086934i,0.00051484-0.0011201i,0.00057652-0.00039512i,2.7471e-05+0.00089075i,-7.3319e-05+0.0013304i,0.00029359+0.0010528i,0.0001619+0.00092459i
2.3043e-05-0.0060636i,-0.0021079-0.0046459i,-0.0031818-0.0027766i,-0.0023439-0.00010868i,-0.0011515+0.0016519i,-9.3364e-05+0.0029772i,0.00012638+0.0033187i,-0.00067021+0.003464i,-0.0019468+0.0038652i,-0.0022373+0.0031081i,-0.0013089+0.0023542i,-6.683e-05+0.0006341i,4.9093e-07-0.0013309i,-0.00024355-0.0015022i,0.00047892-0.00099536i,0.00020017-0.00068935i,-0.00076725-0.00045222i,-0.00076572+0.00011778i,-0.00029366+0.0007198i,0.00016042+0.0004974i,0.00035352+0.0003346i,0.00020104+0.00020731i,0.00018606+0.00030349i
0.00019017-0.0026179i,-0.00032461-0.0023108i,0.00023953-0.0011023i,0.0010208+0.00096637i,0.0012067+0.003011i,-0.00050827+0.0039409i,-0.0022009+0.0041648i,-0.0035108+0.0034605i,-0.0044848+0.0020307i,-0.0037202+0.0011292i,-0.0011315+0.0010731i,0.0011532+0.00045574i,0.0011543+6.1681e-05i,0.00023112+0.00042748i,4.7754e-05-0.00029206i,-6.9357e-05-0.00073513i,-0.00018711-0.00040081i,3.1867e-05-3.023e-05i,-0.00039204+0.00049393i,-0.00090732+0.00081763i,-0.00012322+0.00090141i,-0.00011431+0.00085683i,-8.9785e-05+0.0012624i
-0.0024976-0.0031744i,-0.0020653-0.0030279i,-0.0013999-0.00033352i,-0.0015866+0.001449i,-0.0019411+0.0025625i,-0.0021758+0.0039102i,-0.0034085+0.0023583i,-0.0043329+0.00028835i,-0.0040831+0.00055681i,-0.0038706+0.0014813i,-0.0035778+0.0014726i,-0.0019209+0.00091052i,-0.00096769+0.00042367i,-0.0013167+0.00029554i,-0.001052-3.6589e-05i,-0.00015645-0.00022346i,-0.0003591-3.7148e-05i,-0.00093526-0.00094921i,-0.00037317-0.0013418i,-9.6579e-05-0.00090089i,-0.00034939-0.00039003i,2.0009e-05+0.00073844i,0.00066404+0.0014288i
9.1793e-05-0.00077355i,-0.0011949-0.0010988i,-0.0002935+0.00038741i,0.0011731+0.0014576i,0.00060029+0.0017659i,-0.0016186+0.0018418i,-0.0031113+0.00292i,-0.0026573+0.0027308i,-0.0024261+0.00080746i,-0.0023162-0.00058927i,-0.0018047-0.00018494i,-0.00079902+0.0010876i,-6.9653e-05+0.00087461i,-0.00045661-0.00030077i,-0.00093234-0.00027444i,-0.00032667-0.00010449i,0.0008549-0.00060852i,0.001012-0.00085338i,0.00095745-0.00059119i,0.00088912+0.00011906i,-0.00029748+0.00054435i,-0.0017387+0.00022349i,-0.0017621-0.00044646i
-0.0004437-0.005088i,-0.0016491-0.0039122i,-0.0018532-0.00065047i,-0.0017687+0.0018677i,-0.0023796+0.0024557i,-0.0030769+0.0024812i,-0.0029784+0.0014934i,-0.0024277-0.00030201i,-0.0024192-0.00043517i,-0.0019739+1.6026e-06i,-0.0014524+6.3612e-05i,0.00011734+0.00031435i,0.0018781+0.00026431i,0.0013815-0.0003757i,0.00026734-0.0011251i,0.00038424-0.00037868i,0.00020921+0.00025728i,-0.00056487+4.2386e-05i,-0.0011122+2.8315e-05i,-0.00090953-0.0003451i,0.00010315-0.0005788i,0.00066085-0.00054154i,0.00026176-0.00031994i
-0.0015289-0.0037538i,-0.0024791-0.0030261i,-0.0017402-0.00023127i,0.00018741+0.00062661i,-0.0004615+0.00074761i,-0.0019637+0.0010942i,-0.0024766+0.0010683i,-0.0024708+0.00029835i,-0.0014827+0.00038292i,-0.00013107+0.00077916i,3.2961e-05+0.00085436i,-0.00019933+0.0010144i,6.7715e-05+0.0011035i,8.6415e-05+0.00081264i,-0.00011226-0.00016557i,-0.0005992-0.0010374i,-0.0004965-0.00069846i,-0.00020116+0.00013954i,-0.00037398+0.00062066i,5.6432e-05+0.0015118i,0.00022381+0.00086113i,-0.0009721-0.00022726i,-0.0018827-0.00051072i
-0.0035611-0.002687i,-0.00285-0.0022239i,-0.0026054+0.00016798i,-0.0016658+0.0020552i,-0.0012844+0.0019317i,-0.0019435-0.0001826i,-0.0023599-0.0026594i,-0.0026-0.0022319i,-0.0025003-0.00021666i,-0.0021267+0.0014337i,-0.0016623+0.0012365i,-0.0012705+0.0011224i,-0.0010615+0.0010599i,-0.00097458-0.00065114i,-0.001364-0.0005562i,-0.0018959+0.00053853i,-0.0016162+0.00051388i,-0.0016288-0.000206i,-0.0013312-0.00036698i,-0.00099093+2.8011e-05i,-0.00072582-0.00023293i,-0.00034341-0.00076046i,-0.00046836-0.001118i
-0.0020434-0.00087344i,-0.0029926-0.0014516i,-0.0019604-0.00015094i,-0.00018674+0.0010414i,-0.00016923+0.0015581i,-0.0019571-0.00038537i,-0.0031465-0.0019801i,-0.0030065-0.0018488i,-0.0028974-0.0017i,-0.0019305-0.00096143i,-9.9864e-05+0.00040405i,-1.0709e-05+6.7124e-05i,-0.00055056-0.00080917i,-5.1611e-05-0.0010739i,0.00085918-0.0011957i,0.0012961-0.00056628i,0.0012203+0.00028804i,0.00096074+0.00017331i,6.585e-06+0.00045228i,-0.00036353+0.00099309i,0.00029737+0.0005171i,-0.00023916-0.00094562i,-0.0011075-0.0014748i
-0.00062538-0.004612i,-0.0015702-0.0042777i,-0.0006642-0.0025633i,0.00020547-0.0010682i,4.1203e-05-0.00051794i,-0.00051939-0.00080251i,0.00038114-0.00199i,0.0012316-0.0029642i,0.00050287-0.0031774i,-0.00069872-0.0018167i,-0.0019514+3.5242e-05i,-0.0015718+0.00068056i,0.0002354+0.0011701i,0.0013972+0.0014691i,0.00086754+0.000943i,8.0822e-05+0.00068813i,-0.00034142+0.00055436i,-0.0011216-0.00025925i,-0.00044966-0.00044896i,0.00054134+0.00025625i,0.00050973+0.00063624i,0.00056044+0.00049676i,1.2095e-05+0.0002101i
-0.00047793-0.0029071i,-0.0012963-0.0025622i,-0.00089366+0.00039578i,-7.8766e-05+0.0029217i,-0.000224+0.0031378i,-0.0017558+0.000906i,-0.0018463-0.00087816i,4.0944e-05-0.0017832i,0.00045298-0.0021823i,-0.0001852-0.0010744i,-0.00063713+0.00087346i,-0.00078655+0.0011979i,-0.00037703+0.0012941i,0.00039467+0.0012364i,0.0013094+0.00026924i,0.001461-0.00033034i,0.0012606-0.00017338i,0.00039079+0.00046609i,-0.00047329+0.00094146i,-0.00063441+0.001266i,-0.00045399+0.00163i,-0.00019273+0.00093758i,0.00038511-0.00064554i
-0.00050355-0.0022965i,-0.0011108-0.0012861i,-0.00063767+0.00079975i,0.00042018+0.001549i,0.0022678+4.0702e-05i,0.003498-0.0011987i,0.0030651-0.00023671i,0.003461+2.4545e-05i,0.0027893-0.0007268i,0.0010718-0.00060314i,-0.0003291+0.00054815i,-0.001757+0.00030122i,-0.0018405-0.00074275i,-0.00045512+1.0095e-05i,-3.7626e-05+0.00036259i,-0.00013598-0.0001107i,-0.00021436+0.00042467i,-0.00051436+0.00097829i,-0.00016727+0.00058129i,0.0010819+0.000378i,0.0013633+0.0011054i,0.00040829+0.0013109i,0.00035569+0.00070376i
0.00081163-0.00062043i,0.00063598-0.0010727i,0.00074966-8.3045e-05i,0.00070612+0.0015362i,0.0003045+0.0022156i,0.00010527+0.0018857i,-6.6238e-06+0.001135i,0.00081828+0.00091674i,0.001152+0.00082055i,9.7983e-05+0.00076778i,-0.001263+0.00036632i,-0.0015177-0.00027587i,-0.0013851-0.00039118i,-0.00080848+0.00018522i,-0.00017901+0.00042479i,-0.00028843+0.00029646i,-0.00051824+0.00053436i,-0.00048929+0.00061052i,-0.00030636+0.00060407i,-0.00050887+0.001193i,-0.00076779+0.0010123i,-0.00076414+0.00036273i,-0.00062452-0.00050235i
-0.0027554-2.7112e-05i,-0.0039535+0.0011246i,-0.0035571+0.0012447i,-0.0019991-0.00027074i,-0.0010129-0.00028635i,4.0524e-05+0.0010201i,0.0015438+0.0017848i,0.0026081+0.0030953i,0.0028258+0.0035774i,0.00098833+0.0028415i,-0.00090431+0.001773i,-0.00066261+0.00048981i,0.00046515-0.0001131i,0.0004096-1.063e-06i,-0.00039793+0.00027322i,-0.0010461+0.00082541i,-0.00070717+0.00046582i,0.00038824-0.00050597i,0.00071614-0.00038548i,0.00042821+0.0003084i,0.00064759+0.00079515i,0.00051857+0.0003268i,0.00011116-0.00098958i
-0.0041011-0.0061258i,-0.0047321-0.0058058i,-0.0025146-0.0029959i,0.001008-8.8971e-05i,0.001519+0.0015249i,0.00076667+0.0025422i,0.0011641+0.0041253i,0.00079305+0.0047805i,-0.00023597+0.0048304i,-0.00093451+0.004003i,-0.0015696+0.0011603i,-0.0014558-0.0012227i,-0.00064684-0.0012941i,-0.000625-1.0741e-06i,-0.00098322-0.0001019i,-0.00021545-0.0010746i,0.0004311-0.0012827i,9.8388e-05-0.00050585i,-6.1536e-05+6.189e-05i,-0.00022075-2.6668e-05i,0.00011435+9.2199e-05i,0.00037368+0.00069117i,-0.00034775+0.00052849i
-0.0017025-0.0028996i,-0.0012769-0.0016996i,-0.0007883+0.00028453i,-0.00046479+0.0015411i,0.00011339+0.0018768i,0.00026573+0.0028724i,-1.4013e-05+0.0036802i,-0.001063+0.0039255i,-0.0023999+0.0040466i,-0.0028776+0.0038479i,-0.001761+0.0019434i,-0.00027816+0.00017965i,0.00016582+0.00028867i,-5.6978e-05-0.00010099i,-0.00016976-0.0010809i,-0.00038204-0.0014108i,-0.00067643-0.0010795i,-0.00081601-0.00080717i,-0.00018939-0.0010263i,0.00073371-0.0003662i,0.000762+0.00031129i,-0.00033776-1.7267e-05i,-0.0011884-0.00011915i
-0.00026919-0.0048369i,-0.0032765-0.0037123i,-0.0035035-0.0020699i,-0.0025918-0.0016666i,-0.003131-0.00010795i,-0.0042755+0.0036403i,-0.004733+0.0052185i,-0.0053752+0.0038314i,-0.0054806+0.0024617i,-0.0042792+0.0024874i,-0.0018096+0.0020249i,0.00034459+0.00047107i,0.00058057-0.00097094i,0.00035612-0.001284i,0.00039236-0.00076387i,0.00077009-0.0010824i,0.0014152-0.00089039i,0.00094438-0.00037087i,0.00060308+4.6936e-05i,0.00048465+0.00053782i,0.00030539+0.00046436i,0.00053845+7.4978e-06i,0.0003076-0.00019183i
-0.00099024-0.0047023i,-0.00017326-0.0039353i,0.00056463-5.8751e-05i,0.0018275+0.0040968i,0.0029347+0.0061475i,0.0021154+0.004836i,-0.00014559+0.0024415i,-0.0017457+0.0010023i,-0.0024976+0.00048635i,-0.0021732+0.00078781i,-0.0012758+0.0012328i,0.00030394+0.0016392i,0.0011815+0.0010525i,0.00041897+0.00049424i,-0.00060183+0.00071629i,-0.0010104+0.00014538i,-0.00042007-0.00054383i,0.00030232-0.00047029i,3.0683e-05-0.00035527i,0.0005361+8.2237e-06i,0.0014157-7.6567e-05i,0.00084492-0.00036653i,1.6474e-05-0.00032673i
-0.00047266-0.0035614i,-0.0015463-0.0032547i,-0.0036262-0.0027199i,-0.0046946-0.00088778i,-0.0052224+0.0014903i,-0.0036892+0.0032953i,-0.0026569+0.0031242i,-0.0030132+0.0014391i,-0.0030141-0.00022413i,-0.003+2.2214e-05i,-0.0021276+0.0011136i,-0.00054141+0.0017547i,-0.00011649+0.0011002i,-8.3106e-06+0.00019633i,0.00052566-0.0012707i,0.0007159-0.0015634i,0.0011221-0.00037516i,0.001047-0.00013987i,0.00065536-8.0678e-05i,0.0012399+0.00025512i,0.0013379+3.6381e-05i,0.00065142-0.0005906i,1.3976e-05-0.0007543i
-0.013191-0.013761i,-0.0080555-0.014978i,-0.010445-0.0021758i,-0.0068568+0.0080726i,-0.001695+0.011921i,0.004614+0.0094229i,0.0033679+0.0012343i,-0.0025454-0.0025042i,-0.0051856-0.0013361i,-0.0042882+0.0027597i,-0.0014139+0.0038276i,0.0011665+0.0017907i,0.0021916-0.00021396i,0.00031302-0.0020567i,-0.0017806-0.0025255i,-0.0010331-0.0021814i,-0.00011898-0.0017892i,7.6874e-05-0.0018059i,6.0055e-05-0.0015977i,0.00028775-0.00074723i,0.00072361-0.00096385i,0.00096727-0.0010389i,0.00074192-2.4428e-05i
