-1.318e-05-0.00033526i,-0.00067819-0.00063417i,-0.00071184+0.00026293i,-0.00061806+0.00018296i,-0.00064718-0.0011684i,-0.00097769-0.0008649i,-0.0010678+0.00010984i,-0.0001825+0.0010673i,0.0010269+0.00094684i,0.0016493+0.00030569i,0.0018722-0.00040751i,0.0008415-0.0010743i,-1.2128e-05-0.00082521i,0.0003494+0.00028778i,0.00061543+0.00081485i,0.00049306+0.00047914i,0.00032513+2.8655e-05i,-6.9093e-05-0.00030617i,8.3454e-05-0.00023044i,-0.00011121-0.00020518i,-0.00012744-0.00050139i,0.00047973-0.00017791i,0.00037742+0.00038783i
-0.020919-0.020618i,-0.035839-0.056091i,-0.021752-0.11198i,0.042819-0.16184i,0.11548-0.14842i,0.1305-0.079694i,0.08892-0.02516i,0.037033-0.0044035i,0.0051254-0.00016567i,-0.00058583-0.0028167i,0.0069451-0.0062664i,0.013797-0.0093623i,0.015455-0.014973i,0.0079707-0.021259i,-0.0057091-0.022254i,-0.013565-0.01768i,-0.012811-0.0091409i,-0.01184+0.0071574i,-0.012764+0.030584i,-0.0082533+0.043084i,-0.00050613+0.037586i,0.0039372+0.029345i,0.0051861+0.024623i
0.01963+0.0052496i,0.024898+0.025332i,-0.0083692+0.058377i,-0.084503+0.077322i,-0.14314+0.050463i,-0.13179-0.0022982i,-0.080833-0.028433i,-0.032653-0.022321i,0.00012864-0.010933i,0.011583-0.0034839i,0.0079141+0.0014417i,0.0032884+0.0079243i,0.0024132+0.015479i,0.0046236+0.016554i,0.006658+0.009339i,0.0046522+0.0020299i,0.00068616+0.00056939i,0.0025493-0.0028826i,0.012112-0.016128i,0.018172-0.028439i,0.016267-0.029951i,0.012438-0.026455i,0.0075448-0.020829i
-0.012298+0.0085678i,-0.0057051+0.012757i,0.027579+0.013561i,0.081699+0.022875i,0.10726+0.049101i,0.07802+0.064669i,0.033088+0.054515i,0.0043005+0.03297i,-0.009157+0.017091i,-0.010151+0.0078035i,-0.0067662-0.0033882i,-0.0080084-0.01533i,-0.011316-0.019689i,-0.012361-0.014289i,-0.0080222-0.002582i,-0.00015114+0.0051768i,0.0055415-0.0021598i,-0.00066403-0.014105i,-0.020063-0.012142i,-0.035293+0.00016967i,-0.034009+0.0091041i,-0.024171+0.010686i,-0.015118+0.0075623i
-0.0028289-0.011954i,-0.015353-0.029179i,-0.038466-0.053095i,-0.055114-0.083053i,-0.040607-0.10309i,-0.013259-0.09141i,0.0026672-0.05905i,0.0053313-0.027861i,-0.0010102-0.010604i,-0.0073923-0.0044351i,-0.0064237+0.0028502i,0.0002002+0.0096203i,0.0060316+0.011465i,0.0067895+0.0089157i,-2.4261e-05+0.0033805i,-0.0099502+0.00090262i,-0.012926+0.0067586i,-0.0031768+0.019023i,0.017107+0.028437i,0.033935+0.025766i,0.035274+0.015377i,0.029343+0.0080144i,0.024767+0.003454i
0.01271+0.0070423i,0.024256+0.025003i,0.03063+0.059661i,0.011805+0.096746i,-0.030669+0.10112i,-0.050005+0.072047i,-0.035209+0.038168i,-0.013051+0.010115i,0.0033533-0.0049496i,0.0074639-0.0064908i,0.0009668-0.0035326i,-0.0061233-0.00092304i,-0.0062441+0.0018167i,0.00067146+0.0059249i,0.012007+0.0070476i,0.01942+0.0020709i,0.013851-0.0066288i,-0.0022268-0.019516i,-0.020732-0.033952i,-0.033143-0.039001i,-0.034646-0.032533i,-0.030616-0.025462i,-0.025348-0.018725i
-0.011123-0.00083171i,-0.020997-0.01561i,-0.011549-0.046065i,0.02929-0.073668i,0.06981-0.064824i,0.07162-0.02927i,0.043335-0.0019565i,0.014057+0.0089038i,-0.0038204+0.011048i,-0.008308+0.010214i,-0.0055866+0.0090143i,-0.002876+0.0064559i,-0.0014899+0.00013722i,-0.00383-0.0069939i,-0.0064619-0.0077389i,-0.0044163-0.0021492i,0.002466+0.0037427i,0.012361+0.014157i,0.020298+0.030179i,0.021814+0.037558i,0.0174+0.034367i,0.013549+0.030913i,0.011952+0.024238i
0.0094313-0.0045489i,0.009763+0.00012683i,-0.0061018+0.011431i,-0.044996+0.017848i,-0.071982+0.0026311i,-0.061462-0.022886i,-0.032863-0.033101i,-0.0077051-0.024096i,0.0063966-0.01118i,0.012234-0.0037739i,0.014743-0.0007313i,0.015355+0.00086601i,0.014182+0.0034019i,0.012642+0.0045367i,0.0073467+0.0028433i,-0.0037482+0.0018681i,-0.013781+0.0048449i,-0.016945+0.0026444i,-0.010022-0.010975i,0.0020178-0.023415i,0.0088597-0.026948i,0.0077001-0.025306i,0.0017772-0.019693i
0.0020927+0.00079951i,0.0054453+0.0048114i,0.017757+0.0072471i,0.038834+0.017787i,0.050164+0.035784i,0.038098+0.043728i,0.017519+0.03439i,0.0030838+0.017764i,-0.0045788+0.0072317i,-0.0086994+0.0042455i,-0.0098546+0.0034911i,-0.0090488+0.0024811i,-0.0086954-0.00092062i,-0.007228-0.0033541i,-0.00084616-0.0044052i,0.0077791-0.0099033i,0.012602-0.017108i,0.0068311-0.01699i,-0.010987-0.0038739i,-0.027272+0.011314i,-0.0289+0.016576i,-0.021886+0.015938i,-0.013574+0.014392i
-0.007061-0.0023904i,-0.015131-0.0098406i,-0.027006-0.022188i,-0.028928-0.038038i,-0.015087-0.047076i,-2.6794e-05-0.037121i,0.005491-0.017912i,0.0022461-0.0039834i,-0.0032675-0.0013964i,-0.0044334-0.0042534i,-0.0021344-0.0041586i,0.00031005-0.00049855i,0.0016929+0.004874i,0.0017846+0.0081439i,-0.001705+0.00998i,-0.0072987+0.013544i,-0.0050737+0.015858i,0.0097186+0.013359i,0.029082+0.0031204i,0.039671-0.0067831i,0.038148-0.0068612i,0.033068-0.0034158i,0.02666-0.004214i
0.0051656+0.00076245i,0.012524+0.0073185i,0.019371+0.023381i,0.0061932+0.04067i,-0.023863+0.039223i,-0.039013+0.022109i,-0.030685+0.0054751i,-0.012507-0.0060899i,0.0036465-0.0096554i,0.011099-0.0073244i,0.0086543-0.0064145i,0.0025487-0.008517i,-0.00014029-0.0079574i,0.0015593-0.0042372i,0.0039052-0.0026466i,0.0027871-0.0037879i,-0.004554-0.0053667i,-0.019165-0.0058514i,-0.034183-0.0054082i,-0.037763-0.0063979i,-0.032431-0.010852i,-0.02789-0.014615i,-0.022509-0.010451i
-0.002193-0.0005928i,-0.0087709-0.0037963i,-0.0073112-0.016177i,0.011474-0.029i,0.03302-0.022452i,0.035279-0.0054115i,0.021111+0.0047574i,0.006438+0.0073943i,-0.0036335+0.0075844i,-0.0088996+0.010018i,-0.010103+0.013341i,-0.0075863+0.014396i,-0.0036643+0.010503i,-0.00062841+0.0037882i,0.0024494-0.00047777i,0.0063926-0.0031337i,0.01201-0.0066518i,0.019979-0.0061159i,0.024414+0.003548i,0.02028+0.013279i,0.013691+0.016555i,0.012384+0.017206i,0.013007+0.013136i
-0.0035746-0.00057376i,-0.0032854+0.00077964i,-0.0076143+0.003602i,-0.020422+0.0038922i,-0.027321-0.0046372i,-0.019534-0.017816i,-0.0061065-0.021017i,0.0021568-0.011636i,0.0030846-0.0046041i,0.0040779-0.0052088i,0.0075541-0.0072642i,0.0096337-0.0079581i,0.0099039-0.0071436i,0.010421-0.0028852i,0.0085993+0.0031165i,0.0023981+0.0092688i,-0.0064925+0.015849i,-0.01478+0.013757i,-0.015168-0.002342i,-0.0062884-0.018306i,0.00037054-0.02199i,2.0051e-05-0.020194i,-0.0036467-0.016764i
0.0016089+0.0020649i,0.0073717+0.0044572i,0.015584+0.008752i,0.020626+0.015462i,0.019209+0.021362i,0.011122+0.022642i,0.001934+0.016158i,-0.0034262+0.0058694i,-0.0055517+0.0035513i,-0.0054508+0.0071046i,-0.0048878+0.010452i,-0.0047529+0.011685i,-0.0060517+0.0073119i,-0.0095408-1.4799e-05i,-0.01069-0.0065977i,-0.0078276-0.012383i,-0.0043447-0.016269i,-0.0049526-0.010839i,-0.010369+0.0090427i,-0.016318+0.026413i,-0.017048+0.02548i,-0.01411+0.017722i,-0.0096804+0.014086i
-0.0021964-0.00034599i,-0.0088541-0.0039174i,-0.013832-0.0086052i,-0.011329-0.015206i,-0.001906-0.020379i,0.0058289-0.015276i,0.0065304-0.0052117i,0.0022816+7.4479e-05i,-0.0018102-0.0011168i,-0.002666-0.0061278i,-0.003397-0.0088858i,-0.0045651-0.0050311i,-0.0023301+0.0012185i,0.0023721+0.0048635i,0.0056373+0.0048327i,0.0070799+0.0030638i,0.0091037+0.0017607i,0.014409-0.0038674i,0.020406-0.017644i,0.021212-0.026109i,0.019689-0.018685i,0.019812-0.0082462i,0.017793-0.0050363i
0.00032349+0.001021i,0.0041389+0.0038491i,0.0067366+0.011178i,0.0010092+0.019257i,-0.012643+0.02003i,-0.018486+0.010192i,-0.012594-0.0011523i,-0.0018384-0.0045722i,0.0066059-0.0022259i,0.010377-0.0006791i,0.01035-0.0046519i,0.0061503-0.011014i,0.0010237-0.01194i,-0.00062395-0.0063772i,-0.00080751+0.00060962i,-0.0014333+0.0064975i,-0.0035309+0.011372i,-0.0078943+0.016067i,-0.011122+0.019377i,-0.010382+0.015606i,-0.010182+0.0063598i,-0.012496+0.00054076i,-0.012047+0.0014816i
0.00093417+0.00045244i,-0.0014991-0.00085972i,-0.0013957-0.0053626i,0.0050293-0.011584i,0.0094915-0.0092178i,0.0061023-0.0014855i,-0.0011076+0.0051106i,-0.0040212+0.007244i,-0.0030624+0.0068722i,-0.0038871+0.0099335i,-0.0048452+0.015951i,-0.0023186+0.018481i,-1.7665e-05+0.01562i,-0.00076667+0.010483i,-0.0037474+0.0047032i,-0.0067437-0.002875i,-0.004997-0.010883i,0.0026969-0.015029i,0.010214-0.010289i,0.011525-0.00032898i,0.0088005+0.0042385i,0.0077737+0.004458i,0.008669+0.0026339i
-0.0021154-0.002603i,-0.0017218-0.0010796i,-0.0031529-0.00039899i,-0.0065599-0.00059313i,-0.0080523-0.0038654i,-0.0062068-0.0090934i,-0.0023214-0.010197i,-0.00013833-0.006753i,-0.00081297-0.0064068i,-0.00089276-0.010169i,-0.00091652-0.012306i,-1.5451e-05-0.010208i,0.0038351-0.0066414i,0.0095927-0.0041993i,0.014169-0.0024285i,0.014195+0.0010298i,0.0078429+0.0068139i,-0.0037003+0.00702i,-0.01456-0.0063358i,-0.016136-0.020783i,-0.0094091-0.020604i,-0.004038-0.015737i,-0.0029215-0.012544i
-0.0012722-0.0018483i,0.00095317-0.0015096i,0.0021873+0.00049108i,0.0039132+0.0033771i,0.007997+0.0049282i,0.0090232+0.0034257i,0.0062092-0.0018939i,0.003376-0.0062836i,0.0019461-0.0040039i,0.0016375+0.0024497i,0.0015412+0.0080544i,0.00060635+0.0092259i,-0.0014736+0.0069333i,-0.0046103+0.0037747i,-0.0079154+0.0025926i,-0.0078661+0.001344i,-0.0052687-0.0028779i,-0.00112-0.0021619i,0.0059996+0.011543i,0.0092242+0.023474i,0.0049176+0.019372i,-0.00058686+0.010824i,-0.0020452+0.0056485i
0.00027863+0.0025695i,-0.0032462+0.0020361i,-0.0044799-0.00053615i,-0.0022699-0.005651i,0.0018869-0.0074075i,0.0048964-0.0018989i,0.0055702+0.0040421i,0.002942+0.0048376i,-0.00056628+0.0015351i,-0.0017542-0.0019878i,-0.001536-0.0043063i,-0.0021285-0.0054134i,-0.00094697-0.0043574i,0.0020447-0.0024127i,0.003392-0.0026361i,0.0026201-0.0051672i,0.0020297-0.0068172i,0.0010008-0.011057i,-0.0039008-0.019049i,-0.0084132-0.020971i,-0.0055009-0.01332i,0.00078728-0.0057579i,0.0022732-0.0033359i
-0.0005242-0.0021267i,0.0020674-0.0028242i,0.0036329-0.00043708i,0.0016095+0.0052851i,-0.0053152+0.0083566i,-0.010065+0.0061943i,-0.0091942+0.0035166i,-0.0063613+0.0041355i,-0.0041095+0.0061849i,-0.0010857+0.0043732i,0.0029799-0.0017292i,0.0042069-0.0080917i,0.0020594-0.0095954i,0.0013187-0.0063146i,0.0044611-0.0030117i,0.0075817+0.0002819i,0.0069367+0.0064727i,0.0039444+0.015374i,0.0025588+0.019694i,0.0026531+0.016068i,0.00038852+0.010309i,-0.0041178+0.0072149i,-0.0056551+0.0070908i
-0.001238-0.000851i,-0.0039467+0.00075978i,-0.0069332-0.00015425i,-0.0054959-0.0039209i,-0.0017279-0.0056939i,-0.00116-0.0053503i,-0.0058468-0.0057034i,-0.0094038-0.0056712i,-0.0077982-0.0025743i,-0.0056255+0.0041688i,-0.0050089+0.011344i,-0.0031757+0.014799i,-0.001391+0.013905i,-0.002174+0.010993i,-0.0048043+0.0097426i,-0.0070361+0.0080556i,-0.007149+0.001428i,-0.0018434-0.0055832i,0.0082268-0.0055633i,0.015206-0.0016059i,0.013065-0.0014629i,0.0070535-0.0034214i,0.0038781-0.004764i
-0.00030956+0.00053052i,-0.00055874+0.00071782i,-0.00066373+1.6988e-06i,0.00014357-0.00025402i,0.00084055-0.0012959i,0.0018946-0.0042559i,0.0044082-0.0053253i,0.0052317-0.0048304i,0.0035266-0.0068055i,0.00038063-0.01082i,-0.0038034-0.012629i,-0.0048815-0.010019i,-0.00089122-0.0060277i,0.0044219-0.0049565i,0.0044836-0.0068197i,1.7383e-05-0.0067223i,-0.0042035-0.0010101i,-0.010627+0.0033749i,-0.021474-0.0017419i,-0.026184-0.008064i,-0.017464-0.0074785i,-0.006288-0.0044378i,-0.00090473-0.00032559i
0.0011048-0.0034436i,0.00099873-0.0048321i,0.00072353-0.0044136i,0.00064722-0.0019589i,0.00075586+0.0013856i,0.0015051+0.0044902i,0.0044125+0.0051857i,0.0079011+0.0031213i,0.0095798+0.0025676i,0.01002+0.0046785i,0.0086358+0.0066682i,0.0044816+0.0086003i,0.00042635+0.0098663i,-0.00077447+0.0086564i,0.0022063+0.0053751i,0.0053424+0.0011341i,0.0053212-0.0044108i,0.0079882-0.0073337i,0.018191-0.0043684i,0.024028+0.00031384i,0.018384+0.0017406i,0.010643+0.00099338i,0.0063198+0.0002091i
0.00044089+0.0029553i,0.0012016+0.0033859i,0.00052694+0.0030683i,9.6508e-05+0.0014747i,0.00072467-0.0015156i,-0.00027797-0.0009008i,-0.0036593+0.003087i,-0.0054663+0.004249i,-0.0035347+0.0027358i,-0.0020409+0.0021692i,-0.0016092+0.0027443i,0.00018281+0.0021215i,0.00043879-0.00064726i,-0.00026046-0.001738i,0.00013133+0.0018361i,0.000465+0.0048899i,0.0013347+0.0041963i,-0.00059113+0.001316i,-0.0084926-0.0022061i,-0.014015-0.0051589i,-0.011807-0.0058916i,-0.0073432-0.0049225i,-0.0047275-0.0040014i
-0.0013654-0.0012073i,-0.00037823-0.00024809i,0.0015743+0.00022806i,0.0021395+0.0005684i,0.00027385+0.00072231i,-0.0014931-0.0012274i,-0.0036356-0.0029226i,-0.0074-0.001765i,-0.00924+0.00087125i,-0.0068156+0.00091825i,-0.0031348-0.0017784i,0.0009297-0.0037113i,0.0040301-0.0044746i,0.0038595-0.0044815i,0.0014405-0.0053947i,-0.0012169-0.0063266i,-0.0024593-0.0016574i,-0.0026466+0.0064759i,-0.0044246+0.01072i,-0.006073+0.011485i,-0.0048219+0.01122i,-0.0027395+0.010192i,-0.0010673+0.0089827i
0.00024101-0.0025484i,-0.00021555-0.0030538i,-0.0019468-0.0017058i,-0.0021373-0.0014173i,0.00080784-0.0015892i,0.003536-0.0022379i,0.003408-0.0056741i,0.0003032-0.0090769i,-0.0018401-0.0082732i,-0.00081437-0.0040433i,0.00081191+9.9112e-05i,0.00024031+0.0029981i,-0.0018622+0.0051482i,-0.0011899+0.006031i,0.0029289+0.0066822i,0.0062922+0.0047466i,0.0058455-0.0017487i,0.0055954-0.0086131i,0.011072-0.011761i,0.016478-0.011274i,0.013408-0.010571i,0.0071042-0.010197i,0.0039596-0.01003i
0.00065854+0.0003069i,0.00052906+0.0013945i,-0.00028657-0.00054361i,-0.0010879-0.0015216i,-0.0025106+0.00052017i,-0.0024335+0.0024144i,0.0013236+0.0038508i,0.0051977+0.0029434i,0.0045167-0.0006029i,-0.00048999-0.0036324i,-0.0038978-0.0053136i,-0.0043156-0.0062286i,-0.002336-0.005682i,-0.0004241-0.0045966i,-0.0034163-0.002539i,-0.0082839+0.0022057i,-0.007913+0.0076632i,-0.006903+0.011603i,-0.014934+0.013508i,-0.021382+0.012028i,-0.015763+0.008778i,-0.0079904+0.0065259i,-0.0041344+0.0066394i
7.8958e-05-0.0017647i,0.00010663-0.0014414i,0.001114-0.0011163i,0.0017822-0.00066852i,0.00022234-0.00060384i,-0.0026749+4.2483e-06i,-0.002905+0.0031481i,0.00023168+0.007293i,0.0045043+0.0096153i,0.0057621+0.0086182i,0.0042224+0.0068344i,0.0025771+0.0064521i,0.0016327+0.0070389i,0.0027528+0.0061365i,0.0043948-0.00043208i,0.001916-0.0079841i,-0.003355-0.011916i,-0.0040411-0.013244i,0.0055545-0.014737i,0.015539-0.01376i,0.015579-0.008554i,0.011296-0.0032152i,0.0076885-0.00036177i
0.0011061+0.00053991i,-0.00075001-0.00051318i,-0.00083103+0.00070328i,-0.00025079+0.00041135i,0.0014577-0.0028317i,0.0013667-0.005297i,-0.0026977-0.0059799i,-0.0065646-0.0036581i,-0.0069145-0.00064886i,-0.0054874+0.0010422i,-0.0055439+0.0025983i,-0.00507+0.0030249i,-0.0043587+0.0016147i,-0.0025856+0.0013289i,0.0024526+0.004959i,0.010414+0.0069708i,0.015727+0.0037736i,0.013155+0.00042264i,0.0054175+0.00017544i,-0.0021301-0.0018008i,-0.0059681-0.0055456i,-0.006095-0.007022i,-0.0047942-0.0080323i
0.0033555+0.00042883i,0.0031092-0.00042428i,0.0045341-0.00071705i,0.0062077-0.00045377i,0.0067869+0.00042564i,0.0066263+0.0003535i,0.0061234-0.001882i,0.003321-0.0051022i,-0.00044188-0.0056755i,-0.00060722-0.004643i,0.00068588-0.0033944i,0.002233-0.0013874i,0.004611-0.00023022i,0.0036631+0.00023985i,-0.003145+0.0012488i,-0.010453+0.0042563i,-0.012217+0.0094318i,-0.010712+0.012913i,-0.010842+0.01377i,-0.0097175+0.015088i,-0.0042296+0.015631i,0.0012387+0.013389i,0.0039767+0.01085i
-0.00068864-0.00074474i,-0.0025216+0.00034578i,-0.0029542+0.00081554i,-0.0030185+0.00057471i,-0.0030303+0.0011453i,-0.0016392+0.0016949i,0.0013755+0.00044849i,0.0038707-0.0020367i,0.0043715-0.0027279i,0.0054793-0.0013069i,0.0069996+0.00053451i,0.0050315+0.0020416i,0.001347+0.0026128i,0.0012775+0.0013781i,0.0048473-0.003375i,0.0060612-0.01026i,0.0023639-0.015326i,-0.00068466-0.017896i,0.0020646-0.02143i,0.0058286-0.024128i,0.0042147-0.020724i,0.00089793-0.01565i,1.5768e-05-0.012345i
-0.0014016+0.00049597i,-0.00054897+0.00096738i,0.00031909+0.0021486i,0.00045062+0.0026912i,-0.00062011+0.0020346i,-0.0035385+0.0014054i,-0.005235+0.0024442i,-0.0036109+0.0033144i,-0.0026905+0.0025073i,-0.0045754+0.0025602i,-0.0058119+0.0022844i,-0.0049065-0.00043691i,-0.0036604-0.0024706i,-0.001926-0.0017112i,-2.3415e-05+0.0030694i,0.0032036+0.0089001i,0.0083618+0.01143i,0.01006+0.012516i,0.004026+0.015918i,-0.0036628+0.017299i,-0.0073204+0.013123i,-0.0071378+0.0087904i,-0.0054193+0.0061093i
0.00092215-0.0014528i,-0.00026483-0.002545i,0.00015045-0.0042464i,-0.00038352-0.005596i,-0.0020932-0.0062347i,-0.003243-0.005326i,-0.0034838-0.0027703i,-0.0023699+0.0016297i,-0.00078594+0.0031129i,-0.00045354+0.0011927i,-0.00081712-0.00050969i,0.00045586+0.0003657i,0.0023114+0.0020632i,0.0034682+0.0025454i,0.00087999+0.00088405i,-0.0081901+0.00012988i,-0.017226+0.0015812i,-0.018028-0.00013693i,-0.010406-0.0051902i,0.00057392-0.0074494i,0.0071754-0.0043837i,0.0080922-0.0007052i,0.0067275+0.0014102i
-0.001709+0.0016894i,-0.00030369+0.0020808i,-0.001004+0.0029464i,-0.001423+0.004084i,0.00059046+0.0036458i,0.0031014+0.0010977i,0.0024788-0.0024265i,-5.4966e-05-0.003919i,-0.0012819-0.003282i,-0.0013787-0.0033914i,-0.0026507-0.003226i,-0.004286-0.0018834i,-0.0042276-0.00077109i,-0.0025143-0.00068262i,0.0024616-0.0024163i,0.0086686-0.0083033i,0.011469-0.014068i,0.010444-0.014255i,0.0057296-0.011008i,-0.00025708-0.0090746i,-0.003874-0.0088127i,-0.0050817-0.0096428i,-0.0048867-0.010278i
-0.00078826-0.00043377i,-0.0013097-0.00059162i,-0.00040781-0.0016766i,0.0015605-0.0016382i,0.002722-0.00020854i,0.0037555+0.00081181i,0.0040248+0.00024119i,0.0032262-0.0015555i,0.0021209-0.0010581i,0.00066324+0.0016931i,0.00030337+0.0033291i,0.00071294+0.0036827i,0.0013168+0.0034263i,0.0014909+0.0033748i,-2.2397e-05+0.0063411i,-0.00039149+0.011505i,0.0015994+0.014962i,0.003241+0.015703i,0.0032104+0.017702i,0.003275+0.020214i,0.0052212+0.019313i,0.005907+0.016147i,0.0048214+0.012428i
0.00021759-0.00072011i,-0.00047732+0.00081707i,-0.0014392+0.0019952i,-0.0034075+0.0025952i,-0.0041321+0.0021273i,-0.0028333+0.0023414i,-0.00090421+0.0015685i,0.00089162-0.00052593i,0.0023248-0.00094588i,0.0024631+0.0012583i,0.0030135+0.002832i,0.0039545+0.0017846i,0.003647-0.00024376i,0.0028484-0.0029458i,0.0012949-0.0059213i,-0.0037867-0.0083549i,-0.010722-0.008895i,-0.013633-0.0087358i,-0.012121-0.013018i,-0.0087161-0.018577i,-0.0046305-0.017899i,-0.0014722-0.013014i,-0.00089384-0.0088224i
-0.0015996-0.0028923i,-0.00016069-0.0037375i,-4.4595e-05-0.0030253i,0.00016968-0.0019361i,-6.235e-05-0.001045i,-0.0004864-0.00091617i,-0.00046147-0.0012467i,-0.0011915-0.0011708i,-0.0026387-0.00079725i,-0.005081+0.00046167i,-0.0059036+0.0015891i,-0.0045997+0.00043865i,-0.0034024-0.00037263i,-0.0013216-0.00020645i,0.0032763-0.00074593i,0.0095455-0.0028073i,0.01488-0.0046115i,0.016847-0.0015249i,0.014955+0.0050841i,0.008148+0.0093749i,6.6345e-05+0.0085415i,-0.0038231+0.0044445i,-0.0044267+0.0013214i
-0.0008549+0.00070485i,-0.002421+0.00055535i,-0.0031509-0.0001317i,-0.0024812-0.00079434i,-0.0023503-0.0016026i,-0.0021196-0.0026137i,-0.0023443-0.0022845i,-0.0011935-0.00026432i,0.00073882+0.00025085i,0.0012193-0.00061009i,0.00093465-0.00042204i,0.0019212+0.00064889i,0.0029342+0.0013165i,0.0020824+0.0022375i,-0.0008882+0.0049025i,-0.0054684+0.0098782i,-0.010512+0.014082i,-0.013103+0.013033i,-0.010619+0.0067645i,-0.0029888+0.0007562i,0.0042521-0.00032175i,0.0064858+0.0018799i,0.0062386+0.0034454i
0.00098598-0.0009459i,0.0003762-0.00079273i,0.001286-0.00021207i,0.00079605+0.00027269i,-0.00048517-0.00036973i,-0.0022482-0.0012121i,-0.004903-0.0010073i,-0.0057474-0.00025444i,-0.0037028+0.00020191i,-0.00020962-0.0012528i,0.0019896-0.0029278i,0.0017479-0.0031934i,0.00063677-0.0030619i,-0.00067843-0.0031756i,-0.0017684-0.0049921i,-0.0028117-0.0096718i,-0.0032491-0.014298i,-0.0030723-0.015338i,-0.0046017-0.013963i,-0.0074419-0.01276i,-0.0083153-0.011285i,-0.0072311-0.0090171i,-0.0059003-0.0070164i
-0.0018205+0.00024435i,-0.0015061+0.00093157i,-0.0021642+0.00085683i,-0.0022495+0.00017785i,0.00044051+0.00094183i,0.0024691+0.0004146i,0.0020886-0.0019455i,0.00043662-0.002827i,-0.0005527-0.0011204i,-0.00046084+0.0020754i,-0.0012199+0.0043786i,-0.0016186+0.0060638i,-0.0014148+0.0065612i,0.00091303+0.0058275i,0.0044736+0.0046979i,0.0092168+0.0042555i,0.014099+0.0040755i,0.016012+0.0045847i,0.015452+0.0077129i,0.013524+0.011623i,0.0092873+0.013314i,0.0054287+0.012039i,0.0044581+0.0089852i
-0.00049115-0.0005901i,0.00020712-0.00040111i,0.0011745+0.0012136i,0.0014558+0.0021575i,0.0013467+0.0018105i,0.0019339-8.7604e-05i,0.0030945-0.0021871i,0.0037366-0.0033796i,0.001953-0.0027748i,0.0010851-0.0016773i,0.0022979-0.0016379i,0.0022951-0.0018763i,0.0012075-0.0012368i,0.0013393-0.00049192i,-0.00046704+0.00061836i,-0.0055955+0.0041272i,-0.010976+0.0082147i,-0.014429+0.0082098i,-0.016179+0.0021638i,-0.0136-0.005162i,-0.0068048-0.0074623i,-0.0012966-0.0064786i,0.00032127-0.0050101i
-0.00030372-0.0010039i,-0.0014324+0.00068787i,-0.0018295-0.00062174i,-0.00054072-0.0018054i,-0.00052485-0.00058834i,-0.00034392+0.0013945i,0.002561+0.0032525i,0.0043235+0.0030811i,0.0024565+0.002088i,-0.0013509+0.0010918i,-0.0034181-0.00024455i,-0.0027372-0.00059779i,-0.0020977+3.8344e-05i,-0.00082907+0.000201i,0.00085131-0.0027661i,0.0015826-0.0089165i,0.0023952-0.0138i,0.0041926-0.01257i,0.0059197-0.0063978i,0.0036876-0.00025502i,-0.0013613+0.0012438i,-0.0035971-0.00035514i,-0.0035732-0.0007438i
-0.0005556-0.00077094i,-0.0026544-0.0017706i,-0.0035224-0.00097753i,-0.0027566-0.00048444i,-0.0015872-0.00097538i,-0.0020942-0.00043131i,-0.0041238+0.0014159i,-0.0037039+0.002711i,-0.00021386+0.0013738i,0.0017185+0.00071143i,0.0012955+0.0017189i,0.0008385+0.0021923i,0.00098871+0.0018104i,0.0011029+0.0019291i,0.00205+0.0041915i,0.0039953+0.007099i,0.0040957+0.0089796i,0.0028238+0.0090095i,0.0023616+0.0064906i,0.0043779+0.0023684i,0.0075395+0.00055518i,0.0087881+0.00037078i,0.0075482+0.00049955i
0.00084928+0.00063528i,0.00026341+0.0023204i,0.00045527+0.00083923i,-0.00058626-0.00087169i,-0.0018466-0.0012373i,-0.0034153-0.001764i,-0.0062268-0.0028513i,-0.0067829-0.0023886i,-0.0045652-0.001319i,-0.0021255-0.0013112i,-0.00097761-0.00091931i,-0.00013036-0.00025283i,0.0012687-0.0017882i,0.00088311-0.0032634i,-0.0030166-0.0029477i,-0.0080129-0.0017576i,-0.010383-0.0018323i,-0.0099038-0.0040064i,-0.0098249-0.0057488i,-0.010731-0.005983i,-0.0097805-0.0061283i,-0.0071969-0.0055132i,-0.0053125-0.0038711i
0.00031248-0.0011654i,0.00098777-0.0015485i,0.00054854-0.0013052i,0.00037993-0.0013475i,0.0011949-0.0026874i,0.0019041-0.0041348i,0.0014377-0.0059132i,0.00043822-0.0064177i,2.0498e-05-0.0031464i,-0.0001293-0.00014454i,-0.0019373+0.00028184i,-0.0041965+0.0012939i,-0.0042352+0.003611i,-0.0016271+0.0040277i,0.0018931+0.00064258i,0.0052439-0.0043021i,0.0086086-0.0080753i,0.011351-0.0070377i,0.013324-0.0031008i,0.012677+0.0014617i,0.0089692+0.0053195i,0.0054864+0.0061496i,0.0037257+0.0045816i
