0.00041714+0.0020017i,0.0015889+0.0018974i,0.0011145+0.00030921i,-0.00018188-0.0014998i,-0.001608-0.0012687i,-0.0017998+0.00043692i,-0.00032044+0.0010736i,0.00089907+0.00039956i,0.0013655-0.00013726i,0.00092171-0.00087607i,0.00054958-0.00067899i,0.00039899+0.00051656i,-0.00010944+0.0014169i,-0.00055098+0.0015331i,-0.00059699+0.00074088i,5.0012e-05+0.00034531i,0.0011397+0.0007202i,0.0012443+0.00013087i,0.00015131+0.00010098i,3.0345e-05-1.7565e-05i,0.00043144-0.00037305i,0.00035336-0.00072938i,0.00063321-0.00017729i
0.037414-0.062573i,-0.062421-0.017044i,-0.14489+0.10858i,-0.078806+0.19727i,0.054937+0.15107i,0.097749+0.036502i,0.062797-0.018199i,0.034622-0.0085881i,0.033885+0.0028791i,0.036519+0.00019498i,0.030702+0.0015563i,0.022543+0.0074119i,0.021108+0.007509i,0.02955-0.0013556i,0.031818-0.013696i,0.021464-0.018182i,0.011989-0.018898i,0.0035096-0.02792i,-0.0054553-0.043801i,-0.0093538-0.052286i,-0.0088417-0.038111i,-0.0018003-0.012909i,0.0061929-0.0020525i
0.0024618+0.034197i,0.00435+0.066865i,0.031562+0.10332i,0.040603+0.089154i,-0.014218+0.026565i,-0.087296-0.004149i,-0.095571+0.011939i,-0.042469+0.013991i,-0.00023346-0.004113i,0.012865-0.0060185i,0.016744+0.0079708i,0.014908+0.019804i,0.016535+0.03295i,0.03527+0.044821i,0.05488+0.046315i,0.054956+0.04499i,0.044939+0.042038i,0.039438+0.032216i,0.033717+0.024475i,0.016677+0.022736i,-0.0069212+0.021245i,-0.019306+0.017475i,-0.017848+0.010359i
-0.084821+0.093675i,-0.063493+0.0087084i,-0.099072-0.11182i,-0.20037-0.11297i,-0.21298-0.0088844i,-0.092493+0.059068i,0.00562+0.051607i,0.018389+0.029634i,0.0076713+0.020515i,0.0081779+0.021673i,0.010854+0.016732i,0.0058839+0.004376i,-0.0053945+0.0034243i,-0.014968+0.022495i,-0.015976+0.044383i,-0.011594+0.046445i,-0.0022947+0.032071i,0.0052955+0.011941i,-0.0067045-0.0092875i,-0.024032-0.022893i,-0.019218-0.025192i,-0.0037309-0.021096i,0.0041443-0.013173i
-0.10547+0.011298i,-0.12104+0.021069i,-0.13906-0.032025i,-0.14598-0.10965i,-0.099504-0.11436i,-0.035681-0.067649i,-0.0070328-0.045342i,-0.012609-0.032197i,-0.018791-0.0022799i,-0.021852+0.019091i,-0.028511+0.025117i,-0.030111+0.019897i,-0.035852+0.0097647i,-0.052724+0.009473i,-0.06191+0.019952i,-0.055716+0.030026i,-0.043451+0.031952i,-0.022071+0.022392i,0.011627+0.0024455i,0.040982-0.014284i,0.044019-0.018345i,0.024282-0.011504i,0.0090027+0.00035176i
0.04728-0.1961i,0.081973-0.15177i,0.2091-0.038598i,0.33866-0.016919i,0.29712-0.066957i,0.12811-0.072447i,0.014515-0.036035i,-0.0014543-0.019688i,0.0038708-0.024176i,-0.0061973-0.022968i,-0.012906-0.013084i,-0.0087232-0.0062667i,-0.0087948-0.0097442i,-0.017564-0.017317i,-0.025247-0.018458i,-0.01997-0.011793i,-0.0083171+0.0019804i,-0.0062162+0.024938i,-0.009283+0.05326i,-0.010483+0.066894i,-0.0097527+0.054031i,-0.0064758+0.02715i,-0.0043852+0.0045207i
0.12337-0.14183i,0.079988-0.18162i,0.022328-0.12922i,0.018581-0.026412i,0.028736+0.041643i,0.022521+0.055322i,0.015839+0.049754i,0.010093+0.033155i,0.0028385+0.016247i,-0.0015071+0.0032769i,-0.0074208-0.0056752i,-0.0070464-0.0082747i,0.00099373-0.015444i,-0.0035264-0.031652i,-0.026197-0.04518i,-0.048264-0.048097i,-0.050746-0.043325i,-0.03601-0.040867i,-0.023317-0.055264i,-0.016289-0.070546i,-0.0041262-0.06268i,0.011531-0.044652i,0.016714-0.030787i
0.086088+0.24174i,0.082054+0.23559i,0.0043735+0.20628i,-0.048557+0.22374i,-0.036518+0.2001i,-0.024237+0.1089i,-0.02598+0.036782i,-0.0090416+0.023099i,0.0093377+0.016385i,0.009727-0.0094429i,-0.0050513-0.031185i,-0.01541-0.025761i,-0.00044489-0.01064i,0.029161-0.010925i,0.049396-0.017683i,0.048317-0.010412i,0.030758+0.0093434i,0.021986+0.024161i,0.035696+0.031069i,0.044587+0.035773i,0.029013+0.034469i,0.0074111+0.027597i,-0.0019511+0.018781i
-0.060373+0.26711i,0.017323+0.28673i,0.018704+0.18225i,-0.11201+0.098403i,-0.15396+0.076823i,-0.032391+0.035364i,0.060098-0.016967i,0.054708-0.029096i,0.042345-0.013766i,0.044273-0.011856i,0.04246-0.022931i,0.033629-0.029915i,0.020542-0.023992i,0.0098549-0.012036i,0.0038937-0.0087318i,0.0041463-0.019593i,0.0041608-0.032199i,-0.010918-0.027653i,-0.038595-0.0055123i,-0.05248+0.012494i,-0.036154+0.012937i,-0.0099682+0.0056205i,0.0049963+0.0050462i
-0.26455-0.11262i,-0.29944-0.13916i,-0.21945-0.22239i,-0.16321-0.35053i,-0.1836-0.32853i,-0.18627-0.14982i,-0.13274-0.029571i,-0.086546-0.01574i,-0.070956-0.0099841i,-0.041882+0.015368i,-0.0059193+0.027159i,0.0077128+0.021966i,0.0024475+0.015078i,-0.0093913+0.015316i,-0.011856+0.020469i,-0.0050263+0.022081i,-0.0032986+0.018227i,0.00091291+0.0077432i,0.022878-0.015148i,0.05063-0.039516i,0.056808-0.044575i,0.04159-0.02592i,0.026872+8.1444e-05i
-0.1721-0.34325i,-0.22396-0.2469i,-0.071928-0.010441i,0.18743+0.076076i,0.26573+0.0167i,0.15849+0.013032i,0.080794+0.06901i,0.063842+0.077942i,0.046926+0.049241i,0.038749+0.024938i,0.042532+0.0065656i,0.036884+0.00053168i,0.027142+0.0094729i,0.034444+0.015602i,0.052585+0.011621i,0.063422+0.0079519i,0.05893+0.0087961i,0.039081+0.024172i,0.022218+0.058807i,0.018703+0.080788i,0.012615+0.069113i,-0.0030358+0.042652i,-0.016557+0.020643i
0.2751-0.16665i,0.28437-0.20611i,0.19975-0.12014i,0.15006-0.0055821i,0.12683+0.0056495i,0.066633-0.026657i,0.010661-0.022484i,0.0045353-0.0046171i,0.013806+0.0038794i,0.0043485+0.017081i,-0.0063739+0.029994i,-0.0063216+0.025982i,-0.003097+0.0095851i,-0.012238-0.0056897i,-0.034039-0.014557i,-0.046365-0.018054i,-0.037438-0.028533i,-0.029924-0.051869i,-0.048964-0.068799i,-0.067879-0.057573i,-0.055205-0.031372i,-0.029738-0.021077i,-0.022602-0.021399i
0.3048+0.24285i,0.29308+0.16637i,0.11071+0.071129i,-0.0091827+0.12895i,-0.0040798+0.17482i,-0.046146+0.064567i,-0.12957-0.017102i,-0.12288-0.014728i,-0.069784-0.020604i,-0.053103-0.022982i,-0.058719-0.0017173i,-0.05563+0.016238i,-0.038079+0.015001i,-0.015648+0.011147i,0.0036464+0.027289i,0.016019+0.057668i,0.014567+0.082411i,0.015038+0.085656i,0.036323+0.07055i,0.059349+0.057196i,0.059791+0.047265i,0.042332+0.033212i,0.02325+0.019072i
-0.091388+0.34064i,-0.099707+0.36864i,-0.18861+0.28816i,-0.32471+0.24155i,-0.26518+0.22106i,-0.019924+0.13508i,0.10529+0.027723i,0.070993+0.0036468i,0.034405+0.021348i,0.028878+0.01026i,0.035162-0.0091448i,0.041162-0.021387i,0.022586-0.019193i,-0.007199+0.0072769i,-0.01858+0.032334i,-0.013297+0.029059i,-0.0037837+0.0077873i,-0.0065711-8.0764e-05i,-0.027911+0.012378i,-0.043265+0.023181i,-0.033001+0.013119i,-0.012039-0.009703i,0.0017952-0.021613i
-0.49242-0.025284i,-0.42262-0.0094553i,-0.126-0.18763i,-0.0018046-0.47781i,-0.11418-0.52214i,-0.16665-0.32959i,-0.10391-0.20529i,-0.072158-0.16002i,-0.06877-0.08825i,-0.049416-0.028152i,-0.035482-0.0097163i,-0.024185-0.0037071i,-0.0049788-0.003907i,0.0009109-0.017728i,-0.013953-0.028449i,-0.024143-0.020129i,-0.01634-0.0086518i,0.00051734-0.020745i,0.0036226-0.057569i,-0.018673-0.084303i,-0.037402-0.070966i,-0.028028-0.03323i,-0.0099521-0.0092978i
-0.3317-0.4644i,-0.41862-0.42038i,-0.2392-0.16361i,0.064082+0.018916i,0.19437+0.056329i,0.15488+0.089498i,0.12078+0.11676i,0.11127+0.074705i,0.083179+0.013528i,0.048496-0.017976i,0.012132-0.027092i,-0.013176-0.016023i,5.4022e-05-0.0064602i,0.024635-0.023898i,0.023231-0.046394i,0.0058245-0.047221i,-0.016215-0.032343i,-0.029541-0.0018603i,-0.012809+0.040282i,0.020391+0.064791i,0.034374+0.064179i,0.026815+0.054384i,0.01764+0.042831i
0.41091-0.33557i,0.40079-0.35588i,0.25808-0.17059i,0.20175-0.030143i,0.20869-0.04946i,0.1623-0.031432i,0.11747+0.043172i,0.093787+0.058858i,0.057179+0.03793i,0.032307+0.027784i,0.027806+0.022737i,0.018572+0.019013i,-0.0034674+0.021453i,-0.02923+0.026018i,-0.050733+0.028319i,-0.059412+0.027248i,-0.04534+0.015714i,-0.026538-0.0082669i,-0.026471-0.028569i,-0.025174-0.027942i,-0.0064501-0.018617i,0.0058844-0.018647i,-0.00086359-0.016455i
0.47402+0.091648i,0.49287+0.033046i,0.34141+0.029528i,0.27218+0.13201i,0.26285+0.12466i,0.11221-0.030728i,-0.053357-0.081346i,-0.056369-0.029077i,-0.0030303-0.027075i,-0.0076841-0.04858i,-0.026801-0.046974i,-0.029198-0.034103i,-0.014652-0.005726i,0.027743+0.015943i,0.074924+0.018358i,0.098317+0.02835i,0.099111+0.053194i,0.09237+0.064904i,0.084832+0.03986i,0.066565-0.0064526i,0.036805-0.036806i,0.0085808-0.03493i,-0.0064517-0.021304i
-0.041823+0.32128i,-0.087398+0.29958i,-0.27025+0.19718i,-0.44061+0.24253i,-0.32157+0.37806i,-0.034847+0.35322i,0.069025+0.19043i,0.024987+0.091274i,0.018447+0.065882i,0.044901+0.028552i,0.054805-0.015019i,0.044689-0.042639i,0.019929-0.043394i,0.0015651-0.019273i,-0.0086239-0.013057i,-0.02634-0.039687i,-0.034567-0.066821i,-0.026015-0.064709i,-0.020436-0.033095i,-0.019389+0.0016299i,-0.019556+0.018793i,-0.014359+0.01496i,-0.0040156+0.004514i
-0.50768+0.21368i,-0.41929+0.32592i,-0.074926+0.17807i,0.12252-0.14729i,0.019197-0.29617i,-0.10649-0.22952i,-0.12755-0.15679i,-0.13161-0.093727i,-0.11193-0.011209i,-0.056839+0.039676i,-0.011221+0.052725i,0.0095399+0.0447i,-0.0043977+0.017425i,-0.043012-0.0019162i,-0.074168+0.011678i,-0.078063+0.045052i,-0.061829+0.069843i,-0.042403+0.069323i,-0.028499+0.052151i,-0.020729+0.047349i,-0.0093276+0.052543i,-0.00041281+0.045154i,-0.00017763+0.027336i
-0.30758-0.51945i,-0.40003-0.54908i,-0.31908-0.26595i,-0.14498+0.13232i,0.00057625+0.36292i,0.10948+0.3611i,0.17151+0.22912i,0.15289+0.11733i,0.11412+0.066413i,0.087707+0.023324i,0.047965-0.0099638i,0.011742-0.006389i,0.011917+0.0086071i,0.037229+0.004955i,0.062092-0.015604i,0.062094-0.027219i,0.029245-0.0046733i,-0.0029946+0.035714i,0.011369+0.046404i,0.059508+0.0068132i,0.08445-0.042403i,0.069379-0.059621i,0.041966-0.04542i
0.42976-0.45003i,0.35829-0.48641i,0.10045-0.3153i,-0.10863-0.17656i,-0.18873-0.1147i,-0.16275-0.010513i,-0.05621+0.04522i,-0.0016342-0.016002i,-0.025034-0.034895i,-0.01746+0.0061445i,0.0065756+0.013702i,0.0052096-0.0010622i,-0.0084353-0.013008i,-0.029946-0.013238i,-0.04232-0.0088187i,-0.038767-0.026723i,-0.029852-0.059727i,-0.019537-0.075641i,-0.014802-0.062444i,-0.017615-0.032966i,-0.02216-0.0099575i,-0.021095-0.00073433i,-0.014562+0.0014081i
0.38622-0.029299i,0.37155-0.074001i,0.25098-0.012514i,0.20141+0.04976i,0.13983-0.047483i,-0.025682-0.15769i,-0.13702-0.1076i,-0.10595-0.021885i,-0.054112-0.015602i,-0.054293-0.012179i,-0.051347+0.01714i,-0.024985+0.016945i,-0.004612-0.011039i,0.0057462-0.026197i,0.0088831-0.012522i,0.012529+0.017638i,0.011454+0.036973i,-0.015635+0.045848i,-0.047247+0.072169i,-0.052901+0.10699i,-0.034202+0.11106i,-0.0091991+0.077216i,0.0063703+0.038416i
0.18402+0.22864i,0.23493+0.051852i,-0.020079-0.20866i,-0.39284-0.21829i,-0.46837+0.037833i,-0.23763+0.23662i,-0.030744+0.2139i,0.013023+0.11554i,-0.00039839+0.075575i,0.01318+0.046037i,0.025664-0.013289i,0.020665-0.04757i,0.021646-0.037626i,0.025565-0.016802i,0.029873-0.00035291i,0.034317+0.0015628i,0.028793-0.015012i,0.019325-0.036377i,0.020241-0.049112i,0.043674-0.047578i,0.076479-0.039548i,0.078762-0.040409i,0.043443-0.036784i
-0.23717+0.36028i,-0.12886+0.49361i,0.14507+0.33533i,0.38657-0.054257i,0.35241-0.37046i,0.10604-0.40775i,-0.050746-0.25464i,-0.044751-0.14261i,-0.025994-0.099133i,-0.0055608-0.036737i,0.03636+0.0090176i,0.048854+0.022246i,0.041143+0.032248i,0.032692+0.029983i,0.018903+0.021154i,0.024769+0.025604i,0.054605+0.030756i,0.071567+0.023104i,0.049244+0.020869i,0.0011967+0.034813i,-0.037441+0.046521i,-0.045911+0.050206i,-0.027374+0.044441i
-0.045956-0.36462i,-0.048365-0.3978i,0.026502-0.16586i,0.17661+0.16747i,0.32328+0.25595i,0.31769+0.10046i,0.16695-5.869e-05i,0.069228+0.048397i,0.069888+0.064071i,0.032967+0.021675i,-0.023666+0.030102i,-0.021261+0.054605i,0.010852+0.043233i,0.029684+0.017418i,0.020203+2.6259e-05i,-0.0061389+0.0069129i,-0.027062+0.020139i,-0.051264+0.015728i,-0.078847+0.0010604i,-0.085235-0.012318i,-0.062616-0.016822i,-0.026117-0.018925i,-0.0040582-0.020121i
0.32935-0.080011i,0.29285-0.060646i,0.056961-0.040586i,-0.22225+0.0033665i,-0.35509+0.13877i,-0.30062+0.22723i,-0.15279+0.13337i,-0.057482-0.020566i,-0.040765-0.059374i,-0.027566-0.031706i,-0.020605-0.039282i,-0.038923-0.047969i,-0.064887-0.018567i,-0.086277+0.03092i,-0.085548+0.077398i,-0.075399+0.10945i,-0.064353+0.13103i,-0.025846+0.12235i,0.024199+0.068113i,0.049362+0.024091i,0.058693+0.025027i,0.056793+0.026749i,0.028112+0.009518i
-0.14584+0.14582i,-0.24688+0.20669i,-0.21438+0.25971i,-0.054774+0.24395i,0.086932+0.066436i,0.1009-0.1608i,0.0121-0.19937i,-0.02159-0.076637i,0.028813-0.0302i,0.036596-0.069827i,0.0028376-0.06425i,-0.015729-0.031049i,-0.029955-0.017367i,-0.042483-0.018422i,-0.055176-0.030572i,-0.071421-0.038347i,-0.083368-0.032284i,-0.086255-0.0072499i,-0.069916+0.030336i,-0.039087+0.050593i,-0.01364+0.035045i,-0.0039253-0.00075927i,0.0018239-0.022224i
0.18801+0.033085i,0.36947-0.19853i,0.32337-0.45154i,0.015338-0.4531i,-0.14301-0.10226i,0.078537+0.24411i,0.30613+0.24375i,0.24064+0.096132i,0.10933+0.068525i,0.1195+0.062957i,0.14288+0.0035822i,0.10516-0.026307i,0.082848-0.025955i,0.086444-0.038639i,0.077881-0.055195i,0.054139-0.068884i,0.020658-0.088085i,-0.011824-0.10776i,-0.025539-0.11715i,-0.025291-0.11279i,-0.018663-0.095454i,0.0024674-0.071183i,0.015695-0.050614i
-0.27195+0.32427i,-0.30841+0.55788i,-0.14103+0.58397i,0.1866+0.34123i,0.37239+0.1183i,0.33173+0.15328i,0.28603+0.23732i,0.25638+0.14433i,0.16339+0.051953i,0.10669+0.087642i,0.10491+0.1008i,0.074945+0.053077i,0.036501+0.024177i,0.020622+0.019229i,0.021448+0.031151i,0.046217+0.04603i,0.081169+0.041879i,0.096554+0.040055i,0.095015+0.057726i,0.083738+0.084538i,0.065807+0.1185i,0.055433+0.13549i,0.049243+0.10506i
0.029458-0.40747i,-0.029132-0.49901i,-0.11184-0.27898i,-0.24441+0.092247i,-0.52662+0.27032i,-0.85234+0.25673i,-0.88938+0.28729i,-0.56843+0.35153i,-0.23541+0.28837i,-0.12803+0.17364i,-0.12605+0.12711i,-0.10516+0.1095i,-0.089347+0.10004i,-0.085615+0.1092i,-0.087377+0.10367i,-0.1092+0.093697i,-0.1285+0.091741i,-0.14025+0.066099i,-0.14302+0.027309i,-0.091398+0.0017138i,-0.0096142-0.03612i,0.027487-0.081449i,0.025698-0.093849i
0.13964+0.55797i,0.37987+0.72647i,0.46848+0.42896i,0.25214-0.018706i,0.046882-0.16588i,0.047745-0.15965i,-0.0025906-0.2103i,-0.14985-0.2086i,-0.21873-0.13488i,-0.2163-0.051675i,-0.17621+0.025146i,-0.12138+0.045539i,-0.10057+0.029714i,-0.084242+0.026532i,-0.062111+0.013589i,-0.066336+0.0092862i,-0.058096+0.058161i,0.0072418+0.093409i,0.074367+0.055521i,0.067292+0.020272i,0.038176+0.038291i,0.054964+0.056158i,0.069821+0.042292i
-0.86187+0.42838i,-1.0717+0.66704i,-0.78448+0.78521i,-0.22041+0.80571i,0.16749+0.84845i,0.29559+0.96512i,0.39659+0.8934i,0.47359+0.52739i,0.43475+0.15094i,0.32325-0.02463i,0.21158-0.039945i,0.12882-0.011424i,0.066129-6.0904e-05i,-0.000564+0.016126i,-0.063818+0.050458i,-0.11196+0.057961i,-0.17608+0.01449i,-0.24733-0.0084089i,-0.24376+0.029627i,-0.16372+0.058553i,-0.10153+0.060031i,-0.064717+0.051095i,-0.023054+0.0054075i
-2.147+4.9552i,-1.7951+2.8363i,1.1891+2.3535i,3.3424+0.7528i,3.6719-1.3409i,1.9637-2.9046i,-0.22891-2.0343i,-0.72641-0.10546i,0.16177+0.84047i,0.9291+0.56699i,0.70277-0.07021i,0.010225-0.26864i,-0.55241+0.049264i,-0.81347+0.6601i,-0.58954+0.97942i,-0.22982+0.77903i,-0.015065+0.3815i,-0.0066747-0.026407i,-0.20134-0.2984i,-0.36861-0.35532i,-0.3618-0.30567i,-0.22776-0.20545i,-0.067907-0.13557i
-0.15384-0.31014i,-0.37753-0.14261i,-0.38509+0.12618i,-0.0087261+0.15212i,0.45336-0.057515i,0.66496-0.13647i,0.65886-0.028382i,0.50175+0.0040799i,0.25214-0.04758i,0.081206-0.020298i,0.036831+0.051527i,0.041137+0.094117i,0.068077+0.10139i,0.094494+0.07017i,0.089773+0.020454i,0.077428-0.027996i,0.079587-0.071146i,0.061692-0.076824i,0.011176-0.043107i,-0.032204-0.020236i,-0.047009-0.00069132i,-0.032021+0.03085i,0.0066057+0.042543i
0.47318-0.51305i,0.45342-0.57398i,0.37368-0.32079i,0.3943-0.094287i,0.41456-0.15556i,0.30597-0.28089i,0.14205-0.24751i,0.035484-0.14264i,-0.0052364-0.066265i,-0.014136-0.016804i,0.020266+0.0099712i,0.044965+0.0022393i,0.010112+0.0057976i,-0.0094389+0.04917i,0.017334+0.10379i,0.05632+0.15514i,0.095993+0.1702i,0.11423+0.12721i,0.094959+0.060725i,0.057734+0.0087682i,0.019322-0.028415i,-0.023234-0.057274i,-0.06039-0.058043i
0.63979+0.32047i,0.80695+0.092861i,0.46158-0.24486i,-0.077897-0.22197i,-0.18352+0.09432i,0.099721+0.20996i,0.25638+0.076669i,0.17569-0.046539i,0.063405-0.06168i,0.043328-0.046259i,0.038494-0.059891i,-0.0098137-0.06246i,-0.032427-0.05262i,-0.017936-0.072904i,-0.0043719-0.097794i,0.01346-0.098912i,0.02859-0.068014i,0.036991-0.010302i,0.052123+0.028869i,0.054842+0.032672i,0.027067+0.029305i,-0.012099+0.038664i,-0.037019+0.062881i
-0.046267+0.34204i,-0.10826+0.29593i,-0.16821+0.12017i,-0.083294-0.040495i,0.081625-0.1045i,0.11542-0.045839i,0.061039+0.05794i,0.036103+0.10084i,0.044101+0.079878i,0.060527+0.027629i,0.069678-0.011716i,0.091855-0.017694i,0.10865-0.028947i,0.074731-0.033837i,0.013542-0.0083612i,-0.037364+0.007509i,-0.073226-0.013097i,-0.095858-0.052437i,-0.11455-0.083306i,-0.11832-0.097155i,-0.085639-0.10244i,-0.033016-0.099311i,0.0061156-0.088047i
-0.066216+0.029171i,0.066319+0.069194i,0.28961+0.059605i,0.38389+0.0025199i,0.23299-0.055654i,0.02627-0.038017i,-0.037321+0.024816i,0.018579+0.011745i,0.038257-0.049032i,-0.0034093-0.030965i,-0.025499+0.013097i,-0.042973+0.0039863i,-0.06322-0.0016321i,-0.047837+0.0048377i,-0.027286+0.0032133i,-0.026216+0.038826i,-0.0094994+0.097234i,0.035254+0.12084i,0.084179+0.11422i,0.10078+0.108i,0.076007+0.10212i,0.033191+0.075339i,-0.011044+0.037643i
0.030037-0.1094i,-0.018259-0.11103i,-0.16848-0.066826i,-0.33392+0.081098i,-0.31813+0.28063i,-0.18255+0.34274i,-0.11565+0.2507i,-0.12383+0.16164i,-0.11968+0.13926i,-0.074371+0.15118i,-0.026603+0.15636i,-0.010423+0.136i,-0.0055939+0.1066i,3.591e-05+0.080873i,-0.0058134+0.055948i,-0.016937+0.029826i,-0.021758+0.011932i,-0.02574+0.0065859i,-0.026256+0.0056647i,-0.0025298+6.3791e-05i,0.040013-0.014389i,0.071279-0.02479i,0.07839-0.017422i
-0.017252+0.36684i,0.077711+0.56241i,0.25086+0.52868i,0.33695+0.25274i,0.25556-0.024328i,0.11528-0.14988i,0.02697-0.15975i,0.007114-0.12237i,0.0037799-0.087895i,-0.0086125-0.079366i,-0.0018748-0.084239i,0.025649-0.081509i,0.033514-0.065287i,0.032389-0.039214i,0.041158-0.031751i,0.034746-0.051381i,0.016281-0.06372i,0.014072-0.063222i,0.012652-0.069327i,-0.01107-0.073082i,-0.03276-0.057729i,-0.033576-0.038821i,-0.027519-0.034241i
-0.52325+0.084492i,-0.69834-0.049466i,-0.65518-0.22394i,-0.49097-0.22678i,-0.27739-0.067341i,-0.048298+0.055293i,0.06866+0.090305i,0.096046+0.084234i,0.09499+0.019069i,0.022518-0.040918i,-0.058685-0.028076i,-0.079575-0.0049455i,-0.068404-0.014332i,-0.05888-0.035771i,-0.063698-0.04509i,-0.069876-0.036395i,-0.071266-0.027765i,-0.068383-0.0083727i,-0.046185+0.025755i,-0.018985+0.03804i,-0.016783+0.038139i,-0.02663+0.054672i,-0.026834+0.06487i
0.069265-0.10783i,0.2399-0.083525i,0.32535-0.021862i,0.22916-0.045734i,0.0094706-0.094051i,-0.18362-0.047653i,-0.20978+0.0059052i,-0.1738-0.0014483i,-0.16792+0.023695i,-0.11418+0.076925i,-0.030117+0.092572i,0.02425+0.082672i,0.048205+0.061704i,0.052988+0.043605i,0.06115+0.033414i,0.075588+0.021855i,0.08094+0.012433i,0.066518-0.0022549i,0.032698-0.010952i,0.0078234+0.0044803i,0.010227+0.011371i,0.019771-0.0071418i,0.019953-0.014827i
0.005368-0.24249i,-0.034761-0.1539i,0.055724-0.0023403i,0.21477+0.032054i,0.25401-0.053749i,0.16562-0.11758i,0.062994-0.071864i,0.038008+0.0051537i,0.065679+0.0087519i,0.065722-0.025931i,0.049547-0.04415i,0.039412-0.050191i,0.034935-0.034466i,0.043584-0.016537i,0.043229-0.024842i,0.023958-0.038271i,0.012173-0.036955i,0.01641-0.025399i,0.020945-0.019254i,0.0082689-0.023373i,-0.014219-0.016043i,-0.028303+0.00015581i,-0.033621+0.002953i
0.29949-0.41114i,0.073618-0.59434i,-0.33151-0.4139i,-0.45841-0.016328i,-0.2105+0.17756i,0.036013+0.095467i,0.072233-0.01739i,0.028713-0.042019i,0.018796-0.028742i,0.010506-0.033028i,-0.024822-0.029353i,-0.056823-0.0019705i,-0.077672+0.023193i,-0.090501+0.044364i,-0.084457+0.067366i,-0.070641+0.090348i,-0.051526+0.10501i,-0.020834+0.086819i,0.0012289+0.044193i,0.018483+0.011668i,0.040724-0.011244i,0.049436-0.032148i,0.036936-0.037133i
0.22815+0.56347i,0.50255+0.67835i,0.64642+0.4242i,0.46075+0.0061416i,0.10316-0.20485i,-0.12416-0.18183i,-0.17574-0.12649i,-0.17688-0.10938i,-0.19661-0.084447i,-0.19243-0.025293i,-0.1283+0.023384i,-0.049471+0.018176i,-0.0044642-0.01253i,0.017375-0.027794i,0.037157-0.032771i,0.050928-0.042443i,0.043673-0.042053i,0.02471-0.01761i,0.018393+0.013604i,0.015273+0.032744i,0.002221+0.041961i,-0.0094582+0.046563i,-0.0052577+0.041543i
-0.48781+0.095871i,-0.61931+0.02481i,-0.52775-0.1065i,-0.27505-0.13769i,-0.012853-0.037754i,0.14105+0.058118i,0.14864+0.080042i,0.10002+0.080454i,0.09322+0.068812i,0.1045+0.026566i,0.079674-0.0096587i,0.043837-0.0097023i,0.026615-0.0037909i,0.0096169-0.0025771i,-0.0094677+0.011722i,-0.017477+0.026618i,-0.020483+0.018726i,-0.029767-0.0062606i,-0.054913-0.025088i,-0.080724-0.023014i,-0.073576-0.0045785i,-0.037204+0.004602i,-0.01619-0.0049954i
0.024363-0.13866i,0.092619-0.066678i,0.18093+0.11506i,0.25024+0.18905i,0.22771+0.056636i,0.10897-0.076296i,0.035183-0.087749i,0.046115-0.092636i,0.040069-0.12522i,0.00012026-0.11877i,-0.016974-0.074314i,-0.013705-0.037113i,-0.018673-0.018905i,-0.031143-0.01265i,-0.048687-0.014153i,-0.067643-0.0061249i,-0.066387+0.008981i,-0.037022+0.0077206i,0.0079118-0.0077853i,0.040816-0.017843i,0.038851-0.017854i,0.019596-0.010759i,0.0094348-0.0018328i
0.3312-0.14486i,0.35573-0.27197i,0.17259-0.30322i,-0.062846-0.11996i,-0.13728+0.13885i,-0.11138+0.20302i,-0.11193+0.10794i,-0.11454+0.050136i,-0.091122+0.052347i,-0.05734+0.065105i,-0.028086+0.060777i,-0.015136+0.037176i,-0.010036+0.025223i,0.008374+0.030878i,0.027748+0.028841i,0.017623+0.017103i,-0.0066381+0.020044i,-0.011228+0.038333i,-0.0029857+0.047371i,-0.0035427+0.039543i,-0.0090653+0.022954i,-0.010306+0.0067616i,-0.0027325-0.0023629i
-0.024192+0.39571i,-0.066148+0.57313i,-0.091893+0.53646i,-0.079163+0.28971i,-0.011975+0.040605i,0.11162-0.11042i,0.18058-0.17344i,0.14358-0.16403i,0.08536-0.12401i,0.042351-0.095853i,0.0094246-0.070239i,0.0014496-0.045899i,0.0029277-0.044494i,-0.010162-0.055039i,-0.018267-0.066372i,-0.0099378-0.08755i,-0.0027434-0.10313i,-0.0017197-0.09585i,-0.014196-0.074922i,-0.037575-0.045761i,-0.045577-0.0053525i,-0.032268+0.028605i,-0.018819+0.035765i
-0.42813-0.16344i,-0.48646-0.28889i,-0.28767-0.3436i,-0.059304-0.3059i,-0.014145-0.17541i,-0.05714+0.012576i,-0.070115+0.12372i,-0.036636+0.12473i,0.0082222+0.072077i,0.016901+0.017388i,0.0055487+0.0063178i,0.011818+0.013243i,0.018679+0.0034559i,0.0079008-0.0016274i,-0.010709+0.013572i,-0.024277+0.032691i,-0.031052+0.033888i,-0.029887+0.025192i,-0.0095841+0.019589i,0.016636+0.0075046i,0.02525-0.0096704i,0.023051-0.019765i,0.01901-0.016967i
