-0.0028579+0.0027658i,-0.0029232+0.0019498i,-0.0037508+0.0022532i,-0.0020261+0.0022798i,-0.00057376+0.0016057i,-0.00032963+0.001433i,1.67e-05+0.0019282i,-0.00011103+0.0017706i,-0.0006378+0.00094743i,0.00022739+0.00056442i,0.0010066-4.8562e-05i,0.00070456-0.00038553i,-5.3452e-06-0.00084054i,-7.4438e-05-0.0014264i,6.3299e-05-0.000834i,-9.7749e-05-0.00016181i,-3.6249e-05+0.0001749i,-0.00011853+3.5611e-05i,-6.3289e-06-0.00090936i,0.00034381-0.0012735i,7.908e-05-0.00044719i,-0.0003718+0.00031686i,-0.00026245-4.2299e-05i
-0.39162+0.45861i,-0.62351+0.32066i,-0.80918+0.21055i,-0.806+0.16491i,-0.58939+0.076252i,-0.3589-0.10222i,-0.24965-0.18495i,-0.15829-0.085367i,-0.02725-0.0046936i,0.031079-0.043425i,0.0078079-0.068255i,-0.0033022-0.046337i,0.0065348-0.030548i,0.027271-0.0091242i,0.058957+0.016694i,0.071471+0.028952i,0.05752+0.026432i,0.03592+0.013655i,0.012568-0.0022156i,-0.0041145-0.015062i,-0.0041983-0.016364i,0.00093835-0.010805i,-0.0026012-0.0070979i
-0.27386+0.29428i,0.14914+0.22149i,0.46279+0.028254i,0.3594-0.1171i,0.0045283-0.015504i,-0.21661+0.25426i,-0.21463+0.41419i,-0.10781+0.38094i,-0.017191+0.22072i,-0.011594+0.068196i,-0.026466+0.0085777i,-0.020463-0.02398i,-0.033804-0.052649i,-0.036255-0.044585i,0.0021767-0.02404i,0.040993-0.011151i,0.053009-0.0065588i,0.043528-0.010117i,0.018159-0.01402i,-0.02379-0.010157i,-0.058552+0.0075809i,-0.055951+0.032122i,-0.033581+0.044195i
-0.07774-0.6537i,-0.035327-0.55933i,-0.061853-0.27304i,0.050439+0.00057547i,0.28198-0.0081551i,0.37163-0.19162i,0.28826-0.24371i,0.15945-0.17174i,0.074315-0.074505i,0.07772-0.012882i,0.084469-0.018035i,0.054283-0.013069i,0.062347+0.014579i,0.086393+0.027929i,0.083152+0.04474i,0.061948+0.054076i,0.026247+0.045204i,-0.0031886+0.038045i,-0.0089775+0.024416i,-0.010475-0.0058588i,-0.022295-0.033966i,-0.032406-0.039875i,-0.03239-0.029233i
0.66363-0.032428i,0.53605+0.12361i,0.2431+0.15088i,0.015312+0.078928i,-0.036284-0.025604i,-0.0026515-0.16129i,-0.0011638-0.23988i,-0.024617-0.1677i,-0.01778-0.050218i,-0.0044354+0.0018857i,0.00072925+0.0048014i,0.0054189-0.011295i,-0.0063175-0.0048462i,-0.01923+0.026189i,-0.025439+0.052034i,-0.028335+0.071054i,-0.018719+0.067128i,-0.014083+0.035892i,-0.016021+0.013758i,-0.0070576+0.0019019i,-0.0059584-0.018074i,-0.021825-0.027338i,-0.027083-0.018184i
-0.16148+0.41103i,-0.1526+0.43698i,0.020638+0.33045i,0.039302+0.23266i,-0.10322+0.28508i,-0.21478+0.37647i,-0.24389+0.35249i,-0.19758+0.23031i,-0.13835+0.10685i,-0.1048+0.056054i,-0.064587+0.043724i,-0.030277+0.010519i,-0.034917-0.026481i,-0.047695-0.028848i,-0.033122-0.0074323i,-0.0030981-0.0002261i,0.012167-0.010632i,0.014316-0.0058174i,0.021253+0.0098855i,0.026485+0.011454i,0.027019+0.0046582i,0.026413-0.004701i,0.014567-0.011339i
-0.17532-0.11912i,-0.34288-0.28718i,-0.3687-0.24462i,-0.1687-0.15098i,0.033432-0.11666i,0.16152-0.052819i,0.24729+0.012554i,0.2247-0.00050996i,0.12932-0.037014i,0.060725-0.04615i,0.030506-0.034333i,0.022929-0.0067209i,0.038998+0.013693i,0.054495+0.003785i,0.039684-0.023521i,0.0032682-0.031299i,-0.014318-0.016773i,-0.0047086-0.01507i,-4.3744e-06-0.021596i,0.0017652-0.0078549i,0.016466+0.011258i,0.029469+0.0074546i,0.026321-0.014737i
-0.15322+0.26412i,0.087002+0.33428i,0.16608+0.34255i,0.082785+0.29129i,0.01091+0.15648i,-0.034914+0.0021711i,-0.06049-0.060268i,-0.042184-0.020224i,-0.0017175+0.027004i,0.016141+0.024361i,0.0049889+0.0079653i,-0.001692+0.0002437i,-0.0035274-0.0057474i,-0.0040478+0.0050728i,0.012083+0.032312i,0.028025+0.047013i,0.021867+0.043013i,0.0066672+0.035482i,0.0029149+0.023943i,-0.0018096+0.0013256i,-0.024838-0.013777i,-0.041101-0.0035075i,-0.030603+0.012129i
0.075684-0.59448i,0.085405-0.66616i,0.059353-0.68763i,0.034171-0.53581i,0.053283-0.24893i,0.090048-0.061808i,0.073405-0.031557i,0.02693-0.060486i,-0.010555-0.070837i,-0.021752-0.046685i,-0.014751-0.027022i,-0.021642-0.015134i,-0.02508+0.0094666i,-0.010701+0.032769i,8.2835e-05+0.043748i,-0.00082518+0.039033i,-0.0031596+0.016442i,-0.00031881-0.011925i,0.00047392-0.028006i,0.0053187-0.028271i,0.020878-0.028836i,0.029315-0.034492i,0.024836-0.034061i
0.35893+0.29947i,0.23025+0.5837i,0.12802+0.77162i,0.097059+0.68087i,0.051018+0.36837i,-0.0337+0.099848i,-0.084296+0.0091534i,-0.071269+0.016325i,-0.03155+0.020447i,-0.0081073+0.0076936i,0.0096884+0.0060422i,0.03628+0.0025798i,0.043025-0.017649i,0.017319-0.039102i,-0.018989-0.043632i,-0.036595-0.032607i,-0.027957-0.017435i,-0.015024-0.00058536i,-0.011911+0.010121i,-0.014144+0.0064701i,-0.01672-0.0030527i,-0.021495-0.0079255i,-0.029478-0.002085i
-0.027887+0.16281i,-0.066973-0.14569i,-0.15034-0.4916i,-0.30464-0.57871i,-0.3269-0.30869i,-0.14985-0.0027328i,0.0069089+0.10208i,0.051793+0.083535i,0.03306+0.036584i,-0.0057553+0.0095493i,-0.027733+0.0032679i,-0.038358-0.0031859i,-0.040292+0.0089166i,-0.016489+0.030268i,0.013699+0.027243i,0.024576+0.013084i,0.019313+0.010168i,0.01402+0.010249i,0.013242+0.00927i,0.017508+0.016889i,0.030478+0.027493i,0.049811+0.029505i,0.062742+0.017356i
-0.38856+0.17891i,-0.23327+0.19972i,0.072167+0.29448i,0.36861+0.28751i,0.37621+0.094736i,0.1706-0.032322i,0.041379-0.026704i,0.01425-0.00031361i,0.02806+0.011748i,0.050383-0.0088055i,0.042607-0.030001i,0.026244-0.024656i,0.0099438-0.022667i,-0.0079218-0.020999i,-0.010057-0.015543i,-0.011487-0.013461i,-0.017175-0.0076598i,-0.014741-0.0017406i,-0.015329-0.0047399i,-0.029807-0.013092i,-0.048191-0.016535i,-0.057946-0.0098634i,-0.051732+0.003615i
-0.018098-0.46069i,0.041381-0.28977i,-0.07154-0.042903i,-0.20054+0.1343i,-0.15822+0.15254i,-0.10778+0.037171i,-0.11753-0.030149i,-0.074395-0.026896i,-0.029318-0.025064i,-0.022143+0.0069853i,-0.0024221+0.044112i,0.020832+0.047999i,0.034528+0.034542i,0.033022+0.019194i,0.022458+0.023462i,0.027489+0.034909i,0.033232+0.031632i,0.026831+0.029396i,0.028081+0.029357i,0.028873+0.017455i,0.016353+0.0052367i,0.0045442+0.00070065i,-0.0026953-0.0080054i
0.54559+0.017771i,0.47885-0.055381i,0.34478-0.23185i,0.26039-0.25847i,0.23754-0.097755i,0.26233+0.04768i,0.23302+0.081063i,0.12808+0.076723i,0.058779+0.078506i,0.040941+0.049703i,0.011078+0.0059595i,-0.027532-0.0064436i,-0.039629+0.0070277i,-0.026083+0.014927i,-0.016183+0.0059545i,-0.023938-0.0053021i,-0.029213-0.013216i,-0.022338-0.023398i,-0.011339-0.025097i,0.0055722-0.017772i,0.019465-0.019246i,0.018004-0.027501i,0.014484-0.024569i
-0.29897+0.34119i,-0.41873+0.51063i,-0.28935+0.58012i,-0.14509+0.43222i,-0.12803+0.19178i,-0.15295+0.0046061i,-0.14475-0.10266i,-0.12097-0.11463i,-0.096253-0.074476i,-0.071672-0.041939i,-0.037198-0.024416i,-0.0014792-0.021636i,0.0077813-0.025916i,-0.0041369-0.025783i,-0.017624-0.018542i,-0.020407-0.0076528i,-0.016228+0.0060824i,-0.01142+0.016954i,-0.006899+0.019935i,-0.0026887+0.021017i,0.0084838+0.021217i,0.019401+0.018636i,0.016712+0.016477i
0.023856-0.15779i,0.028829-0.4356i,-0.0015958-0.50688i,-0.05183-0.3865i,-0.10974-0.16319i,-0.07855+0.067732i,0.032409+0.16914i,0.10576+0.11725i,0.096775+0.028668i,0.059775-0.002809i,0.04605+0.0028621i,0.033989-0.0050913i,0.0088135-0.014435i,0.0002853-0.0062644i,0.017034-0.0017226i,0.029875-0.011384i,0.023045-0.023543i,0.0086615-0.029535i,-0.0074525-0.028469i,-0.017124-0.020444i,-0.011352-0.0070727i,-0.00059842+0.0025906i,0.0029331+0.0026848i
-0.24413+0.14184i,-0.12392+0.18829i,-0.13385+0.20969i,-0.11952+0.20733i,-0.00061623+0.074788i,0.031235-0.093971i,-0.046538-0.12319i,-0.096518-0.044327i,-0.076797+0.018551i,-0.052256+0.020794i,-0.060619+0.022743i,-0.04975+0.053285i,-0.0057446+0.056153i,0.019814+0.026044i,0.016356+0.0062497i,0.0065921+0.0077303i,0.0013001+0.014079i,0.00094856+0.018939i,0.0036942+0.018576i,-0.0036535+0.0049106i,-0.026015-0.0074708i,-0.040477-0.0026197i,-0.0333+0.0048436i
0.227-0.16703i,0.40405-0.031415i,0.47673-0.043915i,0.33468-0.057685i,0.13746+0.040518i,0.032032+0.092777i,-0.0050459+0.065768i,-0.00090332+0.038726i,0.014515+0.016772i,0.019696+0.0018343i,0.022115-0.022835i,0.0068749-0.055552i,-0.017677-0.044927i,-0.019823-0.0021849i,-0.0091988+0.023629i,-0.0041249+0.023976i,-0.0013334+0.012078i,0.002229-0.0035186i,0.00072698-0.013132i,0.0028162-0.01428i,0.014575-0.018168i,0.021145-0.023148i,0.020305-0.012751i
0.062819-0.03901i,-0.26307+0.072402i,-0.44702+0.22393i,-0.41843+0.27281i,-0.26183+0.20757i,-0.074849+0.10815i,0.016803+0.0256i,0.003249-0.013551i,-0.021428-0.014601i,-0.015974-0.0097928i,-0.00052905-0.0043139i,0.0080417+0.005553i,0.0074937+0.0034031i,-0.0023096-0.011654i,-0.013474-0.020583i,-0.01929-0.016302i,-0.019382-0.0010322i,-0.01585+0.014465i,-0.0071071+0.018502i,0.0018596+0.012223i,0.0036169+0.0039245i,0.0021017-0.00032834i,-0.002623-0.0044647i
0.25111+0.12146i,0.22459-0.14796i,0.2033-0.34107i,0.20113-0.46015i,0.081069-0.45014i,-0.066301-0.26579i,-0.062725-0.079024i,0.023522-0.011352i,0.063896-0.0227i,0.03701-0.031923i,0.01193-0.0078178i,0.019162+0.00087338i,0.016939-0.012156i,0.0018336-0.012345i,-0.0030463-0.0039601i,0.0016211-0.0015761i,0.0055039-0.0063432i,0.0049858-0.012017i,-0.0021558-0.0088644i,-0.010994+0.010951i,-0.0090315+0.032871i,-0.00018586+0.034365i,0.0056055+0.017593i
-0.47121+0.28529i,-0.21845+0.28462i,-0.032596+0.32037i,0.045061+0.44282i,0.1022+0.41917i,0.086265+0.24951i,0.013527+0.11958i,-0.040925+0.060284i,-0.052424+0.045441i,-0.026551+0.030381i,-0.028252-0.0021229i,-0.053587-0.00095649i,-0.042783+0.014215i,-0.011094+0.0067704i,0.012232-0.0057799i,0.023381-0.013861i,0.022574-0.016179i,0.019085-0.0076545i,0.020149-0.00118i,0.014589-0.012819i,-0.0042305-0.024354i,-0.019222-0.01822i,-0.021445-0.004949i
-0.21908-0.57776i,-0.30072-0.38997i,-0.34376-0.31727i,-0.37149-0.35911i,-0.27025-0.28429i,-0.059628-0.19244i,0.048775-0.17096i,0.037308-0.1184i,0.026005-0.055164i,0.027004-0.026882i,0.034785-0.010117i,0.044392-0.0085195i,0.036957-0.0080504i,0.023851+0.0068952i,0.012701+0.024021i,0.0015276+0.033712i,-0.007241+0.030069i,-0.011464+0.015345i,-0.0085128+0.0012112i,0.0033619-0.0063842i,0.015407-0.0099536i,0.017373-0.010005i,0.015649-0.0040403i
0.6739+0.1778i,0.68533+0.20798i,0.6593+0.16475i,0.53453+0.077711i,0.25631+0.043967i,-0.0032874+0.086255i,-0.094112+0.11573i,-0.071738+0.082502i,-0.04048+0.048821i,-0.015236+0.038457i,-0.00051998+0.0189i,-0.0061433-0.0009277i,-0.015244-0.0084987i,-0.02188-0.010714i,-0.025206-0.012584i,-0.021346-0.013583i,-0.013393-0.0092981i,-0.0094275-0.0029369i,-0.012759+0.0025657i,-0.0095892+0.0067982i,0.0017188+0.002779i,0.0054739-0.0058666i,0.00025082-0.0098689i
-0.096125+0.33436i,-0.32907+0.1286i,-0.50959+0.066016i,-0.39861+0.11378i,-0.10799+0.053444i,0.1008-0.063449i,0.14606-0.09502i,0.10915-0.056414i,0.06639-0.030392i,0.028506-0.026511i,0.010249-0.015988i,0.015679-0.0096189i,0.021786-0.015575i,0.023392-0.023422i,0.020432-0.028384i,0.011123-0.024575i,0.0032409-0.016128i,0.0043259-0.0094726i,0.0049164-0.0075732i,-0.005541-0.0082042i,-0.012739-0.0029705i,-0.0048244+0.0032411i,0.0039365+0.0046106i
-0.34147+0.11853i,0.036831+0.119i,0.29384+0.012393i,0.19743-0.058827i,-0.040047-0.022138i,-0.19217+0.052479i,-0.20428+0.10109i,-0.13047+0.10355i,-0.062493+0.070521i,-0.030317+0.037669i,-0.019979+0.021382i,-0.01894+0.017505i,-0.017813+0.022003i,-0.012287+0.026976i,-0.0015233+0.0262i,0.010226+0.018636i,0.015113+0.0088669i,0.0097562+0.0049029i,0.0033256+0.0053419i,-0.0011358+0.0026831i,-0.010473+0.00035001i,-0.019601+0.0046068i,-0.019536+0.0081701i
-0.040417-0.81738i,-0.21054-0.67869i,-0.26788-0.35512i,-0.14597-0.12912i,0.0071112-0.050123i,0.087012-0.023835i,0.095779-0.036204i,0.053532-0.071947i,0.0097508-0.073273i,-0.0066236-0.044015i,-0.0087581-0.021691i,-0.0061158-0.01029i,0.0040218-0.0052168i,0.013164-0.0027172i,0.012305+0.0041947i,0.0051779+0.014296i,-0.00041498+0.016938i,-0.0043541+0.0099186i,-0.0038195+0.0054507i,0.0037451+0.0046709i,0.0096201+0.0018573i,0.0080408-0.0010629i,0.0042037+8.7189e-05i
0.54215+0.54961i,0.54874+0.64618i,0.48304+0.53426i,0.36554+0.32358i,0.21235+0.12127i,0.079519-0.016993i,0.0087555-0.049754i,-0.0013846-0.0087548i,0.012975+0.025735i,0.020242+0.025797i,0.016449+0.0099171i,0.0094256-0.00012198i,0.0011737+0.0025683i,-0.0075948+0.0054015i,-0.014438+0.0037805i,-0.016494+0.0033731i,-0.014237+0.0066874i,-0.0085472+0.0071435i,-0.0060485+0.0034895i,-0.0068747+0.002806i,-0.0020458-0.001432i,0.0010746-0.013562i,-0.001795-0.022733i
-0.3915+0.10545i,-0.52932-0.16046i,-0.6057-0.31337i,-0.54282-0.22216i,-0.30676-0.015856i,-0.057044+0.095272i,0.044379+0.069408i,0.035626+0.013063i,0.010942-0.011997i,0.00041247-0.013518i,0.0056492-0.0049536i,0.014192-0.00033697i,0.014521-0.0027068i,0.01404-0.0039849i,0.016176-0.0077316i,0.013788-0.016436i,0.0085309-0.017073i,0.0088803-0.0052868i,0.01472+0.0075692i,0.02064+0.012913i,0.023889+0.01538i,0.02672+0.016175i,0.024756+0.01052i
-0.17866+0.073307i,0.13133+0.21671i,0.45648+0.19402i,0.51343+0.012552i,0.29308-0.11557i,0.060319-0.11092i,-0.032338-0.053678i,-0.047027-0.0044293i,-0.032149+0.020188i,-0.014134+0.013313i,-0.019852-0.0019032i,-0.030902-0.0040914i,-0.030945-0.0052285i,-0.024089-0.0072319i,-0.011281-0.0056762i,0.0020108-0.0077313i,0.0052745-0.016448i,-0.00068775-0.026163i,-0.0075933-0.03074i,-0.01494-0.028787i,-0.022338-0.021558i,-0.024273-0.0084327i,-0.01679+0.0045428i
0.27135-0.56458i,0.04947-0.53497i,-0.31836-0.22797i,-0.47267+0.10973i,-0.3177+0.16619i,-0.14954+0.029116i,-0.07967-0.039915i,-0.010705-0.038873i,0.027087-0.044232i,0.019225-0.037947i,0.019366-0.02061i,0.027603-0.0098648i,0.031777+0.0022285i,0.028285+0.014814i,0.014091+0.026394i,0.0024526+0.038754i,-0.00064471+0.042387i,-0.0040474+0.033502i,-0.0075477+0.021647i,-0.0062027+0.011921i,-0.0049945+0.0047793i,-0.0088373+0.0023002i,-0.014648+0.0046854i
0.20809+0.50033i,0.2389+0.46371i,0.32147+0.12847i,0.3157-0.19154i,0.17341-0.17233i,0.10496+0.028208i,0.10369+0.11037i,0.054186+0.089551i,0.0099177+0.067343i,-0.0036904+0.051431i,-0.0099893+0.03891i,-0.015952+0.022619i,-0.022877+0.010889i,-0.019953+0.0086597i,-0.017024+0.0032995i,-0.022104-0.0065357i,-0.022793-0.012044i,-0.017736-0.011371i,-0.01664-0.009963i,-0.015101-0.0084959i,-0.0027779-0.012332i,0.012018-0.024261i,0.01572-0.032711i
-0.285-0.10061i,-0.26008-0.11372i,-0.15725+0.089995i,-0.04278+0.28061i,0.017767+0.2279i,-0.01411+0.054599i,-0.046185-0.032215i,-0.020359-0.029577i,0.0044135-0.016209i,0.008126-0.012198i,0.0071236-0.013714i,0.006945-0.010861i,0.0064147-0.00908i,0.00053132-0.014685i,-0.0020243-0.018487i,0.0047689-0.014176i,0.011382-0.0036238i,0.011445+0.0056164i,0.008378+0.0099317i,0.0041539+0.013292i,0.00023991+0.021406i,0.0026802+0.032225i,0.0098237+0.034511i
-0.15267-0.013877i,-0.15278+0.026022i,-0.14008-0.030042i,-0.12796-0.10055i,-0.10975-0.064791i,-0.074298+0.037613i,-0.039548+0.082241i,-0.03184+0.054237i,-0.034517+0.02768i,-0.023961+0.016792i,-0.0092609+0.0051561i,0.0023622-0.0086947i,0.0066042-0.014806i,0.01043-0.0043206i,0.01859+0.0079469i,0.024692+0.0063056i,0.024153-0.0052791i,0.022796-0.0096297i,0.024419-0.0072263i,0.021076-0.0089631i,0.008818-0.011296i,-0.0053899-0.010336i,-0.012403-0.0061003i
0.30211-0.17243i,0.31336-0.22229i,0.17431-0.19871i,0.037423-0.1289i,0.04522-0.11802i,0.098254-0.17206i,0.068441-0.17841i,0.0073877-0.10208i,-0.0036599-0.03429i,0.0054962-0.015743i,-0.0012972-0.0093092i,-0.012063+0.0085922i,-0.017011+0.02086i,-0.024552+0.014191i,-0.034815+0.0074217i,-0.041317+0.015065i,-0.038434+0.023009i,-0.032699+0.01566i,-0.028266+0.0058638i,-0.020611+0.0045157i,-0.013121+0.0021578i,-0.011016-0.0030011i,-0.012937-0.0063418i
-0.044346+0.34285i,-0.03276+0.38624i,0.09824+0.24564i,0.17875+0.048142i,0.067886-0.010272i,-0.075562+0.047027i,-0.092205+0.073249i,-0.034056+0.041659i,0.00096781-0.0013411i,-0.0029078-0.023677i,-0.011732-0.021975i,-0.0042057-0.020248i,0.0052068-0.025221i,0.010061-0.021839i,0.013081-0.018398i,0.0099839-0.024203i,0.0058245-0.024326i,0.0056971-0.014503i,0.004468-0.0093342i,0.0028418-0.011605i,0.0071745-0.012283i,0.016428-0.012435i,0.021027-0.013085i
-0.094992-0.15381i,-0.15425-0.127i,-0.27798+0.088181i,-0.29804+0.31108i,-0.10635+0.29733i,0.084674+0.11447i,0.10832-0.00436i,0.043473-0.01411i,0.0012238+0.019568i,0.0068806+0.039555i,0.022578+0.025131i,0.016133+0.010621i,0.0091068+0.012453i,0.01223+0.0065211i,0.014802-0.0038723i,0.017199-0.0043077i,0.017258-0.0017344i,0.013941-0.00061079i,0.011259+0.00030868i,0.0092458+0.001924i,0.0048195+0.0050864i,-0.0015154+0.011906i,-0.0058571+0.016264i
-0.021977-0.11307i,0.0048799-0.24315i,0.05314-0.46556i,0.0067065-0.58578i,-0.14994-0.4251i,-0.22018-0.14424i,-0.14738-0.0013536i,-0.0661+0.0029883i,-0.034997-0.020117i,-0.032988-0.021897i,-0.026478-0.0063017i,-0.006677-0.0011438i,0.0029744-0.0044197i,0.0019536+0.0046064i,0.0036637+0.018407i,0.0065214+0.021462i,0.0027378+0.014257i,-0.0049845+0.0086733i,-0.0098753+0.0087011i,-0.012459+0.0058799i,-0.012343+0.00084185i,-0.0092094-0.00036749i,-0.0013439+0.00047631i
0.18191+0.05383i,0.27547+0.21494i,0.34108+0.44082i,0.37749+0.52317i,0.35747+0.37033i,0.25908+0.16643i,0.15+0.054091i,0.077871-0.0069151i,0.028558-0.028194i,0.014344-0.016529i,0.017285-0.016401i,0.0049411-0.019104i,-0.0078416-0.010962i,-0.010119-0.007241i,-0.015017-0.0087396i,-0.02271-0.0052981i,-0.019564-1.898e-05i,-0.0073449-0.0037496i,-0.0013944-0.011629i,-0.0032911-0.01194i,-0.0055996-0.008401i,-0.0074168-0.0066937i,-0.008288-0.0028951i
-0.18034+0.12898i,-0.32547+0.071676i,-0.43492-0.097746i,-0.44194-0.21317i,-0.31095-0.19365i,-0.14529-0.14594i,-0.055597-0.087171i,-0.0023351-0.0036659i,0.043981+0.026615i,0.043608+0.0036409i,0.015954+0.0004779i,0.0077701+0.015884i,0.013544+0.018971i,0.014643+0.011785i,0.014068+0.0026101i,0.014784-0.0070523i,0.0064057-0.0090643i,-0.0067368+0.0027528i,-0.0075644+0.014093i,4.5497e-05+0.013314i,0.0057422+0.007089i,0.010909-0.0016062i,0.012425-0.011496i
0.027038-0.079311i,0.11214-0.093005i,0.20528-0.060719i,0.2187-0.0045367i,0.13454+0.07319i,0.057254+0.13759i,0.027363+0.10935i,-0.0022562+0.027002i,-0.033544-0.0060163i,-0.033524+0.0088297i,-0.017272+0.010807i,-0.016184-0.0023625i,-0.021844-0.0030739i,-0.01548+0.0046563i,-0.0021378+0.0092904i,0.0088212+0.017465i,0.018649+0.022547i,0.023892+0.014165i,0.020436+0.0058939i,0.013437+0.0057947i,0.0096141+0.0089629i,0.0098106+0.010892i,0.011942+0.0087128i
0.041853-0.042145i,0.031354-0.057962i,0.029357-0.054563i,0.030863-0.088527i,-0.011421-0.16378i,-0.060215-0.17569i,-0.058403-0.099563i,-0.017723-0.022548i,0.016096-0.0050746i,0.016487-0.01892i,0.0073-0.01914i,0.010773-0.012073i,0.010327-0.012024i,0.0022088-0.0092809i,-0.0033301-0.0042756i,-0.0077946-0.0080164i,-0.013909-0.018981i,-0.01536-0.023592i,-0.0097812-0.021692i,-0.0043726-0.01962i,-0.004214-0.014399i,-0.010848-0.003121i,-0.015178+0.011566i
0.078685+0.075842i,0.049795+0.15459i,-0.059594+0.25674i,-0.11295+0.32316i,-0.062284+0.25322i,-0.044613+0.097335i,-0.06388+0.014704i,-0.035058+0.0060894i,-0.0017335+0.0054905i,0.0029311+0.013212i,0.0076368+0.023106i,0.012926+0.019539i,0.0079696+0.0095087i,-0.0054715+0.004007i,-0.016283+0.0032438i,-0.017573+0.0052804i,-0.011124+0.01127i,-0.0033959+0.015101i,0.0016273+0.012659i,0.0047092+0.0052608i,0.0029533-0.0034075i,-0.0034424-0.0094845i,-0.012564-0.010636i
-0.11681-0.016058i,-0.11611-0.14755i,-0.071388-0.38427i,-0.067879-0.48996i,-0.036213-0.30764i,0.084234-0.075064i,0.1193-0.0042679i,0.033754+0.01689i,-0.011576+0.042065i,-0.0058226+0.02127i,-0.013536-0.0062624i,-0.025424-0.0094113i,-0.022122-0.0063523i,-0.0075115-0.0091972i,0.0069075-0.013705i,0.012078-0.015578i,0.0039312-0.018017i,-0.012631-0.016624i,-0.023546-0.0086475i,-0.023186-0.0020723i,-0.014107-0.00054754i,0.0029066-0.0014808i,0.020768-0.0070032i
0.0076578-0.014553i,0.079118+0.12503i,0.23781+0.37388i,0.36497+0.45654i,0.25883+0.2638i,0.027758+0.070595i,-0.051526+0.010798i,-0.0091433-0.015289i,0.014573-0.024554i,0.0204-0.011091i,0.020918-0.0099198i,0.016482-0.015584i,0.015597-0.015308i,0.014015-0.0078694i,0.0087633+0.0018197i,0.0010851+0.013082i,0.0021224+0.025174i,0.012017+0.024476i,0.011767+0.012584i,0.0030413+0.0052167i,-0.0011163+0.0049741i,-0.0013462+0.011594i,0.00060515+0.021717i
0.033469-0.045607i,-0.085997-0.15258i,-0.3444-0.23095i,-0.48497-0.16928i,-0.31445-0.035514i,-0.06185+0.026989i,0.023333+0.024119i,0.0038386+0.022912i,-0.008869+0.023664i,-0.0083611+0.021067i,0.0015855+0.022562i,0.01186+0.019052i,0.011768+0.012034i,0.0080814+0.0087669i,0.009152+0.0063289i,0.014817-0.0035939i,0.016417-0.018484i,0.015923-0.020243i,0.019971-0.0096826i,0.021427-0.0025945i,0.012369-0.0026304i,-0.0053459-0.0079944i,-0.021767-0.012213i
0.079185+0.11657i,0.22654+0.12854i,0.37777+0.009619i,0.3851-0.13422i,0.25519-0.1801i,0.12826-0.1782i,0.057099-0.15765i,0.01405-0.10009i,-0.014509-0.043439i,-0.033082-0.014841i,-0.042717-0.0030132i,-0.036057+0.009577i,-0.019816+0.01405i,-0.016368+0.0041586i,-0.021577-0.0029499i,-0.020082+0.00093147i,-0.014241+0.0082059i,-0.011612+0.008553i,-0.011208+0.007298i,-0.0058628+0.0082413i,0.0026154+0.0027611i,0.0068845-0.0084911i,0.0055408-0.017503i
-0.12944+0.020104i,-0.17888+0.10683i,-0.1386+0.18915i,-0.089665+0.18674i,-0.093422+0.18527i,-0.076986+0.23988i,-0.014929+0.21679i,0.014628+0.099413i,0.0063633+0.0039499i,0.0051731-0.034515i,0.01334-0.040748i,0.013582-0.037985i,0.0078357-0.028892i,0.0092372-0.016386i,0.013936-0.0093022i,0.012463-0.007265i,0.0053629-0.0089994i,-0.001894-0.012514i,-0.0045585-0.015045i,-0.0033108-0.017082i,-0.00035902-0.012695i,0.0069982-0.00080739i,0.016676+0.010511i
-0.013508-0.13163i,-0.11603-0.15728i,-0.21522-0.025288i,-0.15055+0.12853i,-0.0095834+0.076347i,0.014918-0.06291i,-0.021694-0.067603i,-0.021054-0.0052545i,-0.0022288+0.031454i,0.0196+0.045757i,0.027434+0.031379i,0.012448+0.013485i,0.0025078+0.012662i,0.00037441+0.013717i,-0.0023682+0.011088i,-0.0053562+0.0082429i,-0.0064415+0.010805i,-0.0015722+0.014358i,0.0025925+0.0082925i,0.0017313-0.00030979i,0.00013668-0.0017573i,-0.0043668+0.0026585i,-0.012323+0.0094222i
0.15644-0.025878i,0.25669-0.18929i,0.17186-0.43758i,-0.096026-0.48325i,-0.25866-0.22718i,-0.20104+0.011648i,-0.098862+0.053623i,-0.034122+0.02538i,-0.0018312+2.6634e-05i,-0.010721-0.0060843i,-0.016737+0.014152i,7.0666e-06+0.021017i,0.007981+0.0113i,0.0055392+0.0055304i,0.0047355+0.0049084i,0.0085924+0.0036354i,0.01301-0.0030052i,0.010148-0.0037957i,0.0047832+0.008557i,0.001182+0.017946i,-0.0012676+0.014765i,-0.0012195+0.002485i,8.6147e-05-0.012155i
-0.026241+0.23819i,0.101+0.48706i,0.39477+0.61796i,0.61472+0.4538i,0.53831+0.14751i,0.31926-0.02334i,0.16846-0.046091i,0.076035-0.04163i,0.012393-0.033262i,-0.011744-0.030069i,-0.018413-0.040091i,-0.027675-0.037665i,-0.028101-0.023633i,-0.01921-0.016731i,-0.014174-0.013903i,-0.012931-0.0054135i,-0.010378+0.0044071i,-0.0058369+0.0035307i,-0.0067296-0.003491i,-0.011227-0.0041808i,-0.0076865-0.0025238i,0.0026254-0.0037961i,0.010023-0.0030908i
