-0.0027485-0.00035506i,-0.0015708-0.00031519i,-0.0015823+0.0010623i,-0.0011437+0.0020506i,-0.00075701+0.0026093i,-5.3998e-05+0.0015073i,0.00076317+0.00035018i,0.0012693-0.00022076i,0.0015368-0.00011747i,0.0014691+0.00017962i,0.001445-0.0003697i,0.0012167-0.00097921i,0.00079274-0.0015597i,0.00067893-0.0016548i,0.0014955-0.0010858i,0.0015494-0.00061277i,4.9852e-05-0.00011133i,-0.0009024+0.00022828i,-0.00097074-0.00054781i,-0.00087351-0.00060628i,-0.00078515-0.0001584i,-0.00074075+0.00017341i,-5.42e-05-8.8853e-05i
-0.28341-0.25103i,-0.44681-0.3862i,-0.49391-0.32502i,-0.38281-0.13049i,-0.17007-0.0039994i,0.011667+0.05067i,0.087689+0.084693i,0.082817+0.08189i,0.040244+0.055042i,0.0024879+0.033856i,-0.0129+0.013898i,-0.021468-0.005216i,-0.025626-0.0061828i,-0.016631+0.0075104i,0.0013826+0.017161i,0.016035+0.013718i,0.019472+0.0028848i,0.012967-0.0040439i,0.0030122-0.0051578i,-0.0042161-0.0030469i,-0.0066525-0.00033357i,-0.0078759-0.00031307i,-0.010815+0.0012626i
0.23146-0.27685i,0.41951-0.39165i,0.49129-0.33996i,0.39416-0.19345i,0.19801-0.077894i,0.010187-0.035627i,-0.091635-0.037528i,-0.10545-0.028886i,-0.064559-0.010315i,-0.017297-0.0085944i,0.0091663-0.012507i,0.024742-0.007312i,0.025828-0.0055352i,0.010284-0.007984i,-0.0081862-0.0071271i,-0.021115-0.00010703i,-0.025845+0.011629i,-0.02215+0.019961i,-0.012877+0.019176i,-0.005636+0.011499i,-0.0023538+0.0043513i,0.0010121+0.0021244i,0.0038431+0.000642i
0.23444+0.17316i,0.26955+0.30925i,0.10388+0.3337i,-0.096335+0.24177i,-0.12048+0.14835i,-0.015618+0.09206i,0.068139+0.056569i,0.075775+0.025838i,0.037322+0.0078695i,0.0077623+0.010804i,-0.0010127+0.013309i,-0.012667+0.011184i,-0.020382+0.01086i,-0.014631+0.0065725i,-0.0031427+0.0012811i,0.0094485-0.002486i,0.017309-0.0074966i,0.018629-0.012775i,0.01693-0.015524i,0.015086-0.015044i,0.013938-0.011107i,0.010085-0.0062211i,0.0029774-0.0033603i
-0.091792+0.22663i,-0.11642+0.27271i,-0.016289+0.14098i,0.1065-0.048267i,0.072083-0.13275i,-0.056158-0.10724i,-0.11794-0.050814i,-0.08563-0.014899i,-0.026328-0.010516i,0.0011594-0.018022i,0.0076027-0.013792i,0.0156-0.0066907i,0.017337-0.0075936i,0.0091859-0.0094444i,-0.004648-0.0069927i,-0.015787+0.00038396i,-0.018496+0.0033708i,-0.01705+0.0014458i,-0.016576+0.0038086i,-0.01417+0.0066715i,-0.0083025+0.0062185i,-0.0026939+0.004021i,0.002797+0.0015793i
-0.24477-0.037578i,-0.37771-0.039134i,-0.37733+0.051449i,-0.24585+0.14734i,-0.062024+0.11229i,0.083505+0.020139i,0.13316-0.023473i,0.10914-0.018672i,0.065614+0.0027683i,0.033689+0.01379i,0.011774+0.010195i,-0.0078479+0.0040271i,-0.017847+0.0034833i,-0.012342+0.0085615i,-0.00019026+0.0075104i,0.009004-0.0023851i,0.01036-0.0085683i,0.0077144-0.0061764i,0.0046084-0.00092719i,0.00091923+0.0033031i,-0.0027049+0.0055502i,-0.0063968+0.0060664i,-0.007622+0.0087011i
0.023113-0.25069i,0.086668-0.40068i,0.13727-0.4297i,0.12919-0.32274i,0.06987-0.14277i,-0.016485+0.0076319i,-0.075841+0.070768i,-0.080449+0.072291i,-0.050399+0.050176i,-0.017687+0.024811i,0.0039349+0.0068108i,0.018547-0.0051017i,0.019728-0.013275i,0.0080271-0.014716i,-0.0052017-0.0080045i,-0.011568+0.006535i,-0.0088594+0.020266i,-0.0008003+0.024163i,0.0053327+0.01824i,0.0056469+0.0095151i,0.001418+0.0036418i,-0.0012565-0.0015681i,-0.0022819-0.0060027i
0.20635+0.014628i,0.28835+0.10284i,0.21651+0.21204i,0.068551+0.25105i,-0.0051644+0.18229i,0.002321+0.065859i,0.023674-0.013782i,0.021763-0.033211i,0.0035003-0.013893i,-0.0040047+0.0096208i,-0.0026367+0.019303i,-0.0058379+0.02331i,-0.0082135+0.022968i,-0.0066536+0.015835i,-0.0027586+0.0046629i,0.00088698-0.0083587i,0.0020925-0.017037i,0.0011054-0.019012i,-0.0007382-0.018066i,-0.00087204-0.01607i,0.0024875-0.013229i,0.0054958-0.0097147i,0.0052465-0.0062665i
0.018311+0.15334i,-0.0047135+0.17411i,-0.022322+0.040491i,-0.023216-0.12641i,-0.050117-0.15573i,-0.084765-0.076741i,-0.084021-0.0021396i,-0.055573+0.021956i,-0.03001+0.0078482i,-0.020969-0.0072109i,-0.015088-0.0091542i,-0.0051928-0.010126i,0.00076715-0.012341i,0.00065672-0.012133i,-0.0033668-0.0047038i,-0.0057347+0.0076974i,-0.0071384+0.011927i,-0.011134+0.008057i,-0.012784+0.0067194i,-0.0093374+0.0077564i,-0.0053552+0.0075132i,-0.0028919+0.0080535i,-0.00068595+0.0079335i
-0.12887+0.065704i,-0.17619+0.11291i,-0.11862+0.17561i,-0.0088783+0.19851i,0.066714+0.10972i,0.091868-0.018733i,0.078661-0.08145i,0.053552-0.072411i,0.035758-0.038352i,0.023154-0.016288i,0.01046-0.008479i,-0.0012065-0.0031812i,-0.0084342+0.0027497i,-0.0086808+0.0064236i,-0.0046987+0.0026803i,-0.0030483-0.0072027i,-0.0022116-0.010753i,0.00076376-0.0049972i,0.0037515+0.00023445i,0.0039178+0.001367i,0.002958+0.0031876i,0.0015954+0.0052404i,0.00082794+0.0064401i
-0.084128-0.13466i,-0.12113-0.23192i,-0.13255-0.2736i,-0.10517-0.229i,-0.046762-0.10817i,-0.0069708+0.020936i,-0.00021327+0.08123i,-0.0058964+0.075726i,-0.0073927+0.048239i,-0.0018278+0.023287i,0.0038462+0.0057013i,0.0078453-0.0055099i,0.0089145-0.011851i,0.0045598-0.01317i,0.0001691-0.0076898i,0.0017468+0.0036315i,0.0069032+0.012395i,0.010999+0.012809i,0.011772+0.0078725i,0.008167+0.0021417i,0.00056357-0.0015905i,-0.0070091-0.0043753i,-0.01154-0.0057974i
0.11032-0.069004i,0.19655-0.054251i,0.22954+0.033493i,0.18292+0.1226i,0.093948+0.12542i,0.021638+0.054798i,-0.0098669-0.0090948i,-0.015555-0.026555i,-0.01191-0.01231i,-0.0031009+0.0040341i,0.0043253+0.0096004i,0.0031105+0.01238i,-0.00043792+0.015067i,-0.0013385+0.013066i,-0.0042103+0.005934i,-0.0097812-0.0034772i,-0.012109-0.0098146i,-0.009648-0.010147i,-0.0068398-0.0076811i,-0.005306-0.0049814i,-0.0022162-0.0029761i,0.0023348-0.0033457i,0.0061031-0.0056951i
0.056643+0.072838i,0.03749+0.098175i,-0.037219+0.041905i,-0.11002-0.053388i,-0.12403-0.080421i,-0.088162-0.037891i,-0.043554+0.005631i,-0.018686+0.017193i,-0.016188+0.0069849i,-0.018554+0.00010386i,-0.014626-0.00072827i,-0.0092466-0.0032933i,-0.0047787-0.0073622i,-0.0028555-0.0093691i,-0.0018681-0.0040101i,0.0031919+0.0053717i,0.0037367+0.0086222i,-0.0051114+0.0068842i,-0.010754+0.0052534i,-0.0064712+0.003577i,-0.00046697+0.0043215i,0.0024096+0.0077683i,0.0035+0.0097895i
-0.036462+0.067403i,-0.032011+0.096788i,0.036748+0.10793i,0.11341+0.093142i,0.11905+0.032578i,0.073107-0.037516i,0.030364-0.067865i,0.013266-0.06109i,0.011924-0.041415i,0.0088156-0.025525i,0.0033932-0.015408i,-0.0025925-0.0074659i,-0.0094333+0.00018637i,-0.011564+0.0041923i,-0.010961+0.00040471i,-0.013639-0.0055795i,-0.012287-0.0055988i,-0.0046294-0.00028638i,0.0010921+0.0039139i,0.0019623+0.002718i,0.0012847+0.00018681i,0.00058702-0.00095179i,0.00078531-0.0016522i
-0.079719-0.033435i,-0.1401-0.057128i,-0.1787-0.06284i,-0.16186-0.054336i,-0.085163-0.026535i,-0.0032442+0.018276i,0.033954+0.042686i,0.030413+0.037188i,0.016725+0.021717i,0.0087751+0.0090628i,0.0055394+0.0020277i,0.0054069-0.0039362i,0.0061985-0.010993i,0.0064642-0.015185i,0.0067142-0.012437i,0.010318-0.0063911i,0.014351-0.0029627i,0.014419-0.0022623i,0.012243-0.0019281i,0.0082714-0.0020672i,-0.00018842-0.0024214i,-0.0096074-0.00088597i,-0.012883+0.0018251i
0.024132-0.07169i,0.071379-0.1014i,0.1273-0.078617i,0.1499-0.010556i,0.10921+0.043337i,0.038882+0.044325i,-0.002904+0.016914i,-0.0076228-0.0013433i,0.0011303-0.0028117i,0.0083509+0.00016193i,0.010808+0.00041175i,0.0081992+0.0032921i,0.0036227+0.0086414i,0.00080179+0.011777i,-0.0033339+0.010851i,-0.0092132+0.0081691i,-0.01148+0.0054138i,-0.0087549+0.00017264i,-0.0047708-0.0026823i,-0.0020287+0.00041982i,0.001352+0.0022481i,0.0046548-0.0006523i,0.005162-0.0048957i
0.051377+0.012866i,0.052628+0.037399i,-0.010623+0.050617i,-0.094479+0.034418i,-0.11814+0.0073772i,-0.078729+0.0004034i,-0.028342+0.010208i,-0.003999+0.015566i,-0.0021926+0.011638i,-0.0035914+0.0071973i,-0.0015578+0.0062338i,0.0015578+0.0015814i,0.0022976-0.0072776i,2.8243e-05-0.011291i,-0.00054267-0.0089792i,0.0026426-0.005432i,0.0023659-0.0032056i,-0.0048518+0.0010534i,-0.010065+0.0035945i,-0.0071902-3.3961e-05i,-0.0003311-0.0041032i,0.0041708-0.0026175i,0.004806+0.0025815i
0.00072885+0.035777i,0.010193+0.044265i,0.047772+0.021909i,0.090586-0.01018i,0.084997-0.031497i,0.040995-0.038522i,0.0075388-0.034341i,-0.00015929-0.027754i,0.0044088-0.019411i,0.0054878-0.009682i,0.00039738-0.0032951i,-0.0041993+0.0014304i,-0.0047387+0.0074819i,-0.0026247+0.010435i,-0.0034723+0.006248i,-0.007459+0.0029153i,-0.0069498+0.0045414i,-0.00109+0.005244i,0.0031337+0.0045304i,0.0020995+0.0035668i,-0.0012468+0.0013585i,-0.0032177+0.00018566i,-0.0031103-0.00044189i
-0.03877+0.012003i,-0.072075+0.026583i,-0.097946+0.042911i,-0.09815+0.04327i,-0.058951+0.025239i,-0.0054888+0.015365i,0.022738+0.018824i,0.023115+0.020319i,0.013343+0.0167i,0.0043668+0.010887i,0.0005962+0.0040419i,0.00045588-0.0046197i,-0.00069551-0.013939i,-0.0033652-0.018138i,-0.0014507-0.015938i,0.0038893-0.014138i,0.0067818-0.01325i,0.0071303-0.010939i,0.0071486-0.0071888i,0.0061576-0.0035853i,0.0020731-0.00073379i,-0.0025476+0.0019013i,-0.0041096+0.0037528i
-0.012652-0.044626i,-0.0068836-0.077692i,0.021936-0.091383i,0.060841-0.064948i,0.068145-0.014707i,0.033605+0.018112i,0.00069352+0.019152i,-0.0042053+0.0077833i,0.0019691+0.0025879i,0.0050894+0.00017465i,0.0048982-0.0029644i,0.0063216-6.8561e-05i,0.010128+0.0097006i,0.010042+0.017492i,0.0053356+0.018504i,0.0012955+0.016893i,7.5773e-05+0.014186i,2.9062e-05+0.0073426i,-0.00068677+0.0014384i,0.0010571+0.0018701i,0.0035848+0.0024713i,0.0023004-0.0012772i,-0.00078554-0.0053126i
0.025976-0.013962i,0.037643-0.0040555i,0.01576+0.029688i,-0.034851+0.056818i,-0.064307+0.048461i,-0.049784+0.026277i,-0.01927+0.016842i,-0.0023856+0.016573i,-0.00024818+0.014345i,0.001236+0.0076933i,0.0051311+0.0014916i,0.0034823-0.0032966i,-0.0024603-0.0094685i,-0.0076334-0.013835i,-0.0087467-0.012966i,-0.0059256-0.010419i,-0.0053607-0.0066921i,-0.0080935+0.0002887i,-0.0096708+0.0032386i,-0.008026-0.0013147i,-0.0043191-0.0050511i,0.00064675-0.0031239i,0.0049937+0.00047859i
0.014542+0.013707i,0.019731+0.015006i,0.025344-0.008965i,0.033838-0.04136i,0.032434-0.047974i,0.012348-0.033247i,-0.0072593-0.01918i,-0.010352-0.011679i,-0.0042405-0.0068643i,0.0010804-0.0011929i,0.0016596+0.0028115i,0.00078103+0.006501i,0.0040469+0.011787i,0.009175+0.01243i,0.0082802+0.0080039i,0.0034202+0.00585i,0.0023977+0.0061991i,0.0049436+0.0046588i,0.0044314+0.0031131i,0.0010152+0.0029677i,-4.8685e-05+0.0032739i,-0.0002352+0.0028345i,-0.0021088+0.0017461i
-0.012065+0.017973i,-0.017316+0.037031i,-0.022362+0.055369i,-0.026044+0.056833i,-0.018691+0.035856i,-0.0010958+0.013963i,0.010363+0.0080181i,0.0092965+0.011253i,0.0030439+0.015434i,-0.0013714+0.016369i,-0.0030537+0.010064i,-0.0073304-0.0011495i,-0.014992-0.0092338i,-0.018061-0.011751i,-0.014217-0.010299i,-0.0096715-0.0093546i,-0.0061414-0.009459i,-0.0029055-0.0075681i,-0.00019489-0.0036966i,0.001452-0.00082148i,0.00074361-0.00025482i,-0.001417-0.00040961i,-0.0016567-0.00011073i
-0.0201-0.015321i,-0.029873-0.02894i,-0.022628-0.045641i,0.0040786-0.050433i,0.025844-0.028549i,0.017515-0.00061013i,-0.0023565+0.0083935i,-0.009894+0.003717i,-0.010153-0.0010138i,-0.0086747-0.0038463i,-0.0034491-0.0048787i,0.0042521-0.0035226i,0.012273+0.00038204i,0.016035+0.0058074i,0.012832+0.0089996i,0.0085547+0.0092442i,0.006916+0.0075237i,0.0048687+0.0034641i,0.0023548+5.5982e-05i,0.0028568+0.00026278i,0.0032055+0.00087957i,0.0011149+0.00036107i,-0.0028592-0.00020971i
0.0048002-0.020566i,0.014167-0.016988i,0.015114+0.0089553i,0.00088108+0.04172i,-0.01795+0.049288i,-0.020644+0.029341i,-0.009014+0.010656i,-0.0021291+0.0054979i,-0.0035935+0.0041711i,-0.0037574+0.00076948i,-0.0002257-0.002767i,-0.0011176-0.0036914i,-0.0085609-0.0038434i,-0.014168-0.0047227i,-0.01311-0.0048391i,-0.010478-0.0033165i,-0.010482-0.0010349i,-0.01129+0.0010369i,-0.010999+0.000469i,-0.00931-0.0028819i,-0.0053214-0.0043905i,0.00015807-0.0032236i,0.0037874-0.00080553i
0.010194+0.0036059i,0.012506+0.0055705i,0.0072782-0.003191i,0.0012773-0.024354i,0.00043092-0.032958i,-0.0043691-0.024238i,-0.013122-0.012873i,-0.015237-0.0078496i,-0.0087385-0.0084116i,0.00076209-0.0076954i,0.0069644-0.0034595i,0.0094584-0.00010505i,0.012666-8.4471e-05i,0.014772-0.00124i,0.010728-0.0030208i,0.0060748-0.0025668i,0.0056564-0.00042735i,0.0061254+0.00024284i,0.0042623+0.0022496i,0.0015688+0.0047064i,0.0007521+0.0036482i,0.00023863+0.0015765i,-0.0010563+0.00048277i
0.0024985+0.012472i,0.0034612+0.024593i,0.0062108+0.033124i,0.0048311+0.034245i,-0.00066601+0.023843i,-0.00034669+0.0069826i,0.0038377-0.0014818i,0.0054794+0.00015167i,0.0050877+0.0053123i,0.0044876+0.0099753i,0.0017238+0.010931i,-0.0059083+0.0073257i,-0.015314+0.0053849i,-0.019884+0.0060731i,-0.017724+0.0047659i,-0.012969+0.0022456i,-0.0088566+0.00073208i,-0.0049517+0.00049599i,-0.00099354+0.00038402i,0.0019215+0.00052185i,0.0012151+0.00093967i,-0.00082291+0.0018127i,-0.00032892+0.0026781i
-0.017014+0.0024114i,-0.029011+0.0026279i,-0.031155-0.0065297i,-0.018337-0.018006i,-0.00020826-0.016687i,0.005579-0.0031597i,-0.00085948+0.0052724i,-0.006445+0.0020159i,-0.0082112-0.0017094i,-0.0086526-0.001502i,-0.0056343-0.0027848i,0.0027501-0.0076504i,0.011421-0.012015i,0.013597-0.01167i,0.010385-0.008033i,0.0083583-0.0038659i,0.0072879-0.0021139i,0.0040458-0.0034835i,0.00065855-0.0044887i,0.0015815-0.0032577i,0.0031983+5.177e-06i,0.0022227+0.0023863i,-0.00024732+0.002708i
-0.0070558-0.017818i,-0.0069522-0.019169i,0.00020823-0.0078987i,0.0053136+0.012503i,-0.0020761+0.024129i,-0.0084684+0.016222i,-0.0047262+0.002583i,0.0005325-0.0026455i,0.00043664-0.0026424i,-0.0025782-0.0039273i,-0.0025632-0.0039605i,-0.0015566+0.0012515i,-0.0040547+0.0078202i,-0.0073452+0.0094978i,-0.0076552+0.0064549i,-0.0065605+0.0039151i,-0.0073273+0.0042565i,-0.008761+0.0041255i,-0.0092472+0.00187i,-0.0086372-0.0006313i,-0.005607-0.0027449i,-0.0019243-0.004173i,0.0014413-0.0035272i
0.0022252-0.0082802i,0.00093692-0.0086293i,-0.0040927-0.0072935i,-0.010382-0.010339i,-0.010529-0.012574i,-0.00732-0.0073529i,-0.0069421-0.001459i,-0.0063284-0.0017458i,-0.0037856-0.0062537i,0.00112-0.0092174i,0.005761-0.0081764i,0.0072755-0.0079929i,0.0072535-0.011641i,0.0068516-0.013833i,0.0045349-0.011701i,0.0020208-0.0076579i,0.0028975-0.0047843i,0.0054804-0.0027563i,0.0058125-6.2862e-05i,0.0034034+0.0028152i,0.0013879+0.0031304i,-0.00099099+0.0019176i,-0.0028867+0.0010413i
0.0052974+0.00078058i,0.0075101+0.0034047i,0.010562+0.0068595i,0.010727+0.0088695i,0.0047976+0.0058405i,-0.001088-0.0021543i,0.00043878-0.0071821i,0.005697-0.0053352i,0.011081+0.00024607i,0.01375+0.0056163i,0.01057+0.0086622i,0.003355+0.009983i,-0.0040665+0.012345i,-0.0074825+0.014456i,-0.0071399+0.012406i,-0.0068822+0.007558i,-0.0062271+0.0046151i,-0.0037816+0.0020548i,-0.00032042-0.00039692i,0.0017983-0.0009574i,0.0015867-2.6206e-05i,0.0020547+0.00032952i,0.0030466+0.00042768i
-0.0016486+0.0066466i,-0.0066919+0.0084709i,-0.0096962+0.0070777i,-0.0083889-0.00029853i,-0.0029989-0.006552i,0.0020339-0.0034084i,0.00054447+0.0023524i,-0.0018536+0.0040822i,-0.00088275+0.0049291i,-0.00029017+0.005368i,-0.0011254+0.0013276i,-0.0013638-0.0068095i,-0.00088184-0.014407i,-0.0012093-0.017587i,-0.0021286-0.014215i,-0.0013459-0.0089719i,0.00026215-0.0065977i,0.00025929-0.0056023i,-0.0010862-0.0035658i,-0.00019187-0.00098417i,0.0011728+0.0008436i,0.00039983+0.00236i,-0.0020933+0.0034201i
-0.0048348-0.0015181i,-0.0062276-0.0060242i,0.0011387-0.0042349i,0.0087983+0.0026396i,0.0055281+0.0078865i,-0.0020435+0.0061706i,-0.003062+0.0017621i,0.00040208+0.00058224i,0.00066549+0.0022981i,-0.0018459+0.0025922i,-0.0011891+0.0014565i,0.0026818+0.0032018i,0.0045064+0.0070735i,0.0032928+0.0074842i,0.0010268+0.0046554i,-0.00070704+0.0025423i,-0.0023675+0.0028153i,-0.003719+0.0035249i,-0.0042842+0.0037153i,-0.0049712+0.0027301i,-0.0041524+0.00070113i,-0.001865-0.001268i,1.7033e-05-0.0024762i
0.0038687-0.0055015i,0.0038159-0.0062645i,0.00057316-0.0039028i,-0.0056003-0.0017025i,-0.0091216-0.0027533i,-0.0074143-0.00024375i,-0.0044879+0.0037343i,-0.0040116+0.0042028i,-0.0055565+0.00052i,-0.0050155-0.0042589i,-0.0018291-0.0056659i,-0.0016419-0.0064014i,-0.0049832-0.009783i,-0.0065202-0.011754i,-0.005936-0.0090771i,-0.0041085-0.0056274i,-0.00074745-0.0035367i,0.0018652-0.0027822i,0.002913-0.0018949i,0.0019819+5.3596e-05i,0.00040859+0.00098767i,0.00055826+0.0010332i,0.00042103+0.0014812i
0.00020218-0.00079768i,0.002768-0.001317i,0.0037458+0.0017666i,0.0045149+0.0036532i,0.0013942+0.003084i,-0.0023513+0.0025671i,-0.0015946+0.00047817i,0.00088682-0.00095379i,0.004494-0.0010849i,0.0080624-0.0019537i,0.0096684-0.00027457i,0.009259+0.0035511i,0.0076381+0.0064866i,0.006267+0.0074338i,0.0032847+0.005566i,-0.0016611+0.0038021i,-0.003545+0.0030501i,-0.0015967+0.0017039i,0.00025849-7.23e-05i,0.00068463-0.00072054i,0.00043819-8.4368e-05i,-7.8354e-05-0.00032766i,-0.00075571-0.00066644i
-0.0051375+0.0042167i,-0.0038149+0.0081777i,-0.002927+0.0094598i,-0.0031352+0.0039365i,-0.0022238-0.0036699i,-0.00073344-0.0044891i,-0.00037352+0.00014614i,-0.00018758+0.0031297i,0.001702+0.004479i,0.0027897+0.005231i,-0.00010565+0.0042616i,-0.0042317-0.00026831i,-0.0061981-0.0063564i,-0.0072224-0.008807i,-0.0067529-0.0075909i,-0.0039031-0.0064146i,-0.0012128-0.0051385i,-0.00098794-0.0030612i,-0.0011705-0.0014127i,-0.00015223-0.0011142i,0.00040701+7.18e-05i,-0.00034164+0.0019135i,-0.0013943+0.0034071i
-0.0019823+0.00061635i,-0.0033207+0.00014602i,2.2416e-05+0.00056874i,0.0047157+0.00058624i,0.0039658+0.00053935i,-0.001958+0.0011515i,-0.004236+0.0020519i,-0.0033679+0.0039336i,-0.0025748+0.0068862i,-0.0015467+0.0077056i,0.00090335+0.0050418i,0.0050269+0.00088469i,0.0089685-0.00060813i,0.010335+0.0005849i,0.0083067+0.00059211i,0.0039193-0.00020763i,-0.00027077-5.2295e-07i,-0.0029339+0.0013151i,-0.0040494+0.0021635i,-0.0041426+0.0012329i,-0.0036146-0.00016938i,-0.0022095-0.0021126i,-0.00044168-0.0042516i
0.00028992-0.006221i,-0.00092288-0.0043538i,-0.0022679+0.00039734i,-0.0022018+0.0026232i,-0.0023896+0.00013937i,-0.0035164-0.0010822i,-0.0034048+0.0011664i,-0.0044893+0.0035617i,-0.0078726+0.0041386i,-0.0088503+0.0026848i,-0.0058071+0.0012462i,-0.0042396+0.0014771i,-0.0072127+0.0014976i,-0.010196-0.00027022i,-0.0085198-0.0017283i,-0.0043381-0.0022101i,-0.0015145-0.0023513i,-0.00020919-0.0015982i,0.00055008-0.00055465i,0.0011055-0.00061477i,0.0012826-0.00034635i,0.00083742+0.00012516i,0.00093074+0.00067985i
0.0014821-0.0022333i,0.00017406-0.0009618i,-0.0008309+0.0012633i,0.00053337+0.0019728i,0.00090911+0.0012731i,-0.0023941+0.001i,-0.0046183-5.4138e-05i,-0.004025-0.0023534i,-0.0034224-0.0044463i,-0.001664-0.0055259i,0.0024442-0.0043317i,0.0061341-0.0024679i,0.0074939-0.0019119i,0.0070416-0.0020307i,0.0039906-0.00099906i,0.00049519+0.0014417i,-0.0019474+0.0024042i,-0.0025793+0.00088668i,-0.00059803-0.00075438i,0.0010999-0.0011967i,0.0010177-0.0015091i,-0.00035471-0.00095029i,-0.0016004+0.00038598i
-0.0030798+0.0039599i,-0.002575+0.0049216i,-0.0015277+0.005011i,-0.0021931+0.0026119i,-0.003046-0.00087965i,-0.0029801-0.0011248i,-0.0015832-2.3579e-05i,-9.0712e-05-0.00081906i,0.0011624-0.0022566i,0.0029113-0.0017123i,0.0022509+0.0010851i,-0.00087784+0.0029782i,-0.0025209+0.0022653i,-0.0026715-2.9149e-06i,-0.0030094-0.0020715i,-0.0029515-0.0036215i,-0.00079747-0.0043079i,0.0012768-0.0035778i,0.0010593-0.0027365i,0.00071482-0.0019765i,0.0005617-0.0004955i,0.00088501+0.0013072i,0.0010268+0.0019671i
-0.0036213-0.0025448i,-0.0045723-0.00185i,-0.0026577-0.00032721i,-3.6758e-06+0.00045245i,0.00059856+0.00058882i,-0.0017492+0.00094732i,-0.0036169+0.0009548i,-0.002341+0.00037877i,0.0012355+0.0011266i,0.0038626+0.0037946i,0.0048472+0.0033449i,0.0050459-0.00061054i,0.0049664-0.0028173i,0.0049103-0.0029664i,0.0038804-0.0026183i,0.0012562-0.0011925i,-0.00039154+0.00091801i,-0.0012075+0.0021364i,-0.0030611+0.0021683i,-0.0041104+0.0024787i,-0.002447+0.0016707i,-0.0018938-0.0007784i,-0.0026681-0.0024805i
-0.0010911-0.0075056i,-0.0017059-0.0084729i,-0.002141-0.0047986i,-0.0019755-0.00066398i,-0.0021904-0.00061057i,-0.0027795-0.00087053i,-0.0025744+0.00039552i,-0.0020988+0.002065i,-0.0033937+0.0039238i,-0.0036231+0.0057117i,-0.001431+0.0063996i,-0.0011048+0.0056501i,-0.0040089+0.0053602i,-0.006779+0.0050571i,-0.0067211+0.0028262i,-0.0043155-0.00059685i,-0.0018389-0.002027i,-0.00075469-0.0017012i,-0.00023919-0.0011321i,0.0004934-0.00063747i,0.0014158-0.00063808i,0.00068354-0.00058067i,-0.00012901+0.00033241i
0.0018519-0.00081735i,0.0013937-0.00078139i,0.0020088+0.00030697i,0.0030302-0.00033484i,0.0020226-0.0021587i,-0.0013298-0.0025089i,-0.0033674-0.0013237i,-0.0038086-0.0014723i,-0.0043975-0.002988i,-0.0051678-0.0041095i,-0.0040206-0.004087i,-0.0020176-0.0037154i,-0.0012215-0.004629i,-0.00072911-0.0060701i,-0.0012763-0.0049066i,-0.0017583-0.0008563i,-0.00084649+0.0024087i,0.00040726+0.0018425i,0.00164-0.00078867i,0.0021513-0.001624i,0.0011516-0.00065426i,-0.00019066+0.00058293i,-0.00039845+0.0010795i
0.0045446+0.00082801i,0.0044769-0.00076362i,0.0042356-0.001683i,0.0017737-0.0018248i,-0.0013587-0.0015187i,-0.0039198-0.0010106i,-0.0041169-7.6584e-05i,-0.0021874-0.00097364i,0.00010174-0.0041704i,0.0011833-0.005767i,0.0010435-0.0036381i,0.00089806+1.5698e-05i,0.00107+0.0015765i,0.00062192+0.00074054i,-0.00066017-0.0010662i,-0.0013834-0.0034937i,-0.00015557-0.0048523i,0.00060633-0.0041891i,0.00039653-0.0030371i,-0.00032573-0.0017534i,-0.0005538+0.00021703i,-0.0001277+0.00081889i,-0.0002155+0.00018737i
-0.0018591+0.0011168i,-0.00095361-5.5418e-05i,0.0016326-0.00029749i,0.0041379-0.00021948i,0.0051532-0.00065422i,0.0028994-0.0014075i,3.6227e-05-0.0018123i,0.0011872-0.0018644i,0.0054095-0.0017638i,0.0080783-0.0014942i,0.0067011-0.001914i,0.0026263-0.0027717i,0.0001024-0.0027522i,-6.0767e-05-0.0023978i,0.00049238-0.0020638i,0.00046971-0.00078063i,0.00038064+0.00094367i,2.0673e-05+0.0018942i,-0.00083237+0.0022315i,-0.00093995+0.0018785i,0.00020145+0.00065522i,0.00024597-7.5301e-05i,-0.0011973-0.00070328i
0.00088729-0.0033462i,-0.00069319-0.0031951i,-0.0021453-0.0004946i,-0.0024584+0.0014917i,-0.0018167+0.0021736i,-0.001837+0.001314i,-0.0015845+0.00093591i,0.0003251+0.0021981i,0.0018863+0.0051649i,0.0021367+0.0080045i,0.0024135+0.0067718i,0.0017536+0.0040077i,-0.00035694+0.0034461i,-0.0019037+0.003178i,-0.0034562+0.0018044i,-0.0044904+9.0255e-05i,-0.0039328-0.00065614i,-0.0025777-0.00032803i,-0.0011184-0.00050991i,0.00081633-0.0015242i,0.0016277-0.0028737i,0.0012344-0.0024141i,0.0015382-0.00065923i
-0.0019028-0.0019589i,0.00019679-0.0010303i,0.00073674+0.00046229i,0.0012771+0.0005722i,0.0015678+0.00074227i,-0.00039525+0.00086647i,-0.0015981+0.00021786i,-0.0020202+0.00060418i,-0.0044336+0.0014546i,-0.0062909+0.0022932i,-0.0054775+0.0017495i,-0.0043164-0.00020927i,-0.0038619-0.0012731i,-0.0027566-0.002633i,-0.0012884-0.0026145i,-2.4818e-05-0.00093552i,0.00068107+0.00047749i,0.00088356-0.00010505i,0.00043184-0.00096611i,0.0001048-0.00079392i,-0.00030409-0.00035929i,-0.0010034+4.317e-05i,-0.00058029-6.1092e-05i
