-0.0034168+0.0012029i,-0.00089897+0.0009915i,-0.00088641+0.0016845i,1.5331e-06+0.0018816i,0.00085143+0.0017255i,0.00041414+0.000976i,-0.00010962+0.0011548i,0.00026156+0.0015748i,0.00044707+0.0010025i,0.00018644+0.00055183i,0.00044198-9.1859e-05i,0.00015311-0.00076388i,-0.00041662-0.00039747i,-0.00076976-8.8401e-05i,-0.00012506+0.0001295i,-0.00046778+0.00029244i,-0.0013242-0.0001415i,6.6475e-05-0.00055454i,0.00078427-0.0010533i,0.00040375-0.0011485i,-4.9839e-05-0.00082308i,-0.00040497-0.0003119i,0.0002385+0.00042187i
0.0011943+0.0002659i,0.0002946+0.00062717i,-0.00092518+0.0013954i,-0.0011801+0.001153i,-0.0002082-0.00070985i,-5.9025e-05-0.0014067i,-0.00069463-0.001327i,-0.00061442-0.00059209i,-9.697e-05-0.00010939i,-0.0006573-2.8634e-05i,-0.00052847+0.00057999i,8.7359e-05+0.00050928i,0.00027977-0.00023436i,0.00028423-0.0010556i,-9.7339e-05-0.00094614i,-0.00035829-0.00030594i,-0.0002816-8.8227e-05i,-0.00034091+0.00029505i,-0.0007662+0.00061376i,-0.00086195+0.00019115i,-0.00099467+0.00019061i,-0.00069133-0.00017082i,-0.00019604-0.00053771i
-0.00023645+0.00013433i,0.00065422+0.0002286i,0.0002326+0.00036679i,1.3439e-05-0.00024673i,0.00055238-0.00044917i,-0.00052859-0.00044793i,-0.0022827-0.00012209i,-0.0021524-0.00023254i,-0.0013494-0.00029425i,-0.00082627-0.00018576i,0.0002095-0.00046424i,0.0011778-9.3508e-05i,0.00083733+0.00036394i,2.0296e-05+0.00066404i,-0.00016724+0.0010986i,0.00056327+0.0011064i,0.00091903+0.00056712i,0.00063304-7.9904e-05i,0.00036131-0.00024202i,0.00044581-0.00046253i,0.00016464-0.0006393i,-0.00033394-0.000629i,-0.00014724-0.0007271i
-0.0013797+0.0020023i,-0.0016309+0.0020521i,-0.0008695+0.0014615i,0.0011735+0.0010548i,0.0019871-0.00038546i,0.0014608-0.0015271i,0.00060849-0.0009001i,-0.00024427+0.00022742i,-0.00080197+0.00078956i,-0.00039835+0.0003032i,0.00016147-0.0010533i,0.00060844-0.0015202i,0.00077265-0.0004839i,0.00065247+0.00019729i,0.00017528+0.00020751i,-0.00050418+0.00010709i,-0.00080502-0.00026767i,-0.00040582-0.00050496i,5.88e-05-0.00092673i,-0.00010081-0.00087581i,1.6415e-05-0.00033235i,0.00020703-0.00015781i,0.00017973+0.00073676i
-0.0019067-0.00063477i,-0.0018077-0.00032023i,-0.001121+0.001337i,-0.00048833+0.0012427i,0.00068087+0.00093488i,0.0014128+0.0012219i,0.00017046+0.00022694i,-0.00070474-0.00054135i,-0.00052928+0.00023576i,-7.4528e-05+0.00098602i,0.00011338+0.0010003i,0.00061783+0.00033955i,0.0008247-0.00013252i,0.00084178-0.00017555i,0.00037118-3.1063e-06i,-0.0010461-0.00036955i,-0.00075712-0.0008792i,-7.1629e-05-0.00061978i,-7.4459e-05-9.4977e-05i,7.064e-06+0.00044026i,0.00032186+0.00094152i,-0.00085121+0.0011644i,-0.0017713+0.00072757i
0.00053645+0.0011649i,0.00094041+0.0016262i,0.0020869+0.002249i,0.0027524+0.0012957i,0.0026667-2.7445e-05i,0.0015345-0.0010739i,-0.00015247-0.0010823i,-0.00042703-7.1466e-05i,-0.00017322+0.00078238i,-0.00040488+0.0015737i,-0.00019834+0.00073785i,-0.00023519-0.00059089i,-0.00076707+3.8593e-05i,-0.0011165+0.00062481i,-0.0013924+0.00076001i,-0.001428+0.0006243i,-0.00063486+0.00041175i,0.00042122+0.00043317i,0.00062588+0.00035016i,-3.4906e-05+0.00023993i,-0.00035828+0.00019861i,-0.00072916-0.0002543i,-0.00035229-0.00016607i
0.0014454+0.001168i,0.0026609+0.0015007i,0.0030737+0.0014194i,0.0026132+3.4632e-05i,0.0012119-0.0014165i,0.00013723-0.0022757i,0.00015687-0.0011168i,1.6148e-05+0.00037891i,-3.6866e-05+0.0011809i,-0.00042336+0.0011628i,-0.00072355+0.00076666i,-0.00031677-4.7746e-05i,-0.00063721-0.00031367i,-0.00023738-0.00036594i,0.0001796-0.00049889i,2.1819e-05-0.00076593i,-0.0005884-0.00017904i,-0.0010291+0.00056215i,-0.00030321+0.00029234i,0.00027684+0.00023047i,0.00052118+0.0005622i,0.00065582+0.001031i,0.00075923+0.00072918i
0.00073546+0.00027334i,-0.00041718+0.00017895i,-0.0012858+0.00066642i,-0.00070548+0.00068285i,-6.7343e-05+5.7372e-05i,0.00045488-0.00051478i,0.00067032-0.00026624i,0.00020263+0.00073549i,-0.00051936+0.0006729i,-0.0011895+0.0006898i,-0.0015247+0.00070407i,-0.00092425+0.00061532i,-0.00047405+0.0010725i,-0.00040332+0.00063618i,-0.00012124-0.00058988i,0.00018666-0.00013609i,0.00026262+0.00085607i,-0.00017245+0.00020369i,-0.00057263-0.00078907i,-0.00065281-0.0012817i,-0.0007475-0.0013674i,-0.00016146-0.00041534i,0.00045627+0.0003864i
0.00011285-0.00021428i,5.6491e-05+0.00062037i,0.00041452+0.00048685i,0.00037717+0.00025993i,0.00038397-0.00049002i,-0.00014506-0.00056733i,-0.0007372+0.00025569i,-0.00078449+0.00049516i,-0.00049741+0.00032536i,0.00025114+0.00010419i,0.0003651-0.00049603i,0.00038854-0.00011637i,0.0013876+0.00079401i,0.001586+0.0014816i,0.00072281+0.0008301i,0.00038728+0.00031177i,0.00050091+0.0003328i,0.00064054-8.0755e-05i,0.00051341+0.00035548i,-7.0453e-05+0.00081319i,-0.00062847+0.00054369i,-0.00048233+0.00017333i,0.00063592-0.00051481i
0.0012151+0.00028371i,-1.8355e-05+2.902e-05i,-0.00075965+0.00083277i,0.00037132+0.0011336i,0.001145+0.00092113i,0.00069298-9.9416e-05i,-2.7447e-05-0.0004437i,-0.00024694+0.0004967i,5.7312e-05+0.00093924i,0.00083401+0.0007971i,0.00146+0.00097876i,0.00069758+2.1029e-05i,-0.00035422-0.00073372i,0.00010744+0.00013306i,0.00047978+0.0011673i,-7.7569e-05+0.00113i,-0.00013379-3.4019e-05i,-0.00029901-0.00061709i,-0.00034715+0.00011931i,-0.00033169+0.00023937i,-0.00018416-0.00026324i,0.00047898-0.00078497i,0.0009535-0.00093795i
-0.00068004-0.00081266i,-0.00042434-0.00017544i,-0.00018815+0.00037492i,0.0005008-0.00054075i,0.00033777-0.0023107i,-0.00020254-0.0015534i,-0.00019674-7.3588e-05i,-0.00031131-0.00019063i,-0.00039056+7.8377e-05i,-0.00045517+0.00052278i,-0.00011713+0.00051482i,0.0008046+0.00084412i,0.0010899+8.9949e-05i,0.00064006-0.00075826i,0.00036136-4.7774e-05i,0.0003491+0.00073437i,2.6901e-05+0.00042895i,-0.00038355-0.00027877i,-0.00013575-0.00056887i,0.0003313-0.00037131i,0.0012418+0.00065653i,0.001054+0.0009499i,-0.0001514+0.00097598i
0.00024663+0.0011573i,-0.00024611+0.0009716i,-0.00010864+0.00099878i,0.00075077+0.0018125i,0.0017749+0.0019897i,0.0013377+0.00032802i,-7.6467e-05-0.00039694i,-0.00067825+0.00040657i,-0.001171+0.00096406i,-0.00087048+0.00092127i,-0.00015714+0.00068226i,0.0002942+1.8725e-05i,-2.2581e-05-0.0003993i,-6.5252e-05-0.00019264i,0.00017613-0.00035919i,8.3703e-05-0.00060209i,0.00016732+3.9303e-05i,0.00014588-0.00047108i,-0.0001496-0.0010354i,-0.00027226-1.9648e-05i,0.00026597+0.00050152i,6.7318e-05+0.00040121i,-0.00071895+2.8487e-06i
0.0005517-0.00018183i,0.00066189-0.0011248i,0.00086399-0.0015479i,0.00028564-0.001452i,-0.00041268-0.0016059i,-0.00036537-0.0014199i,-0.00042426-0.00069642i,-0.00038038-1.9947e-05i,0.00038332+0.00066405i,0.00093043+0.0011232i,0.00082644+0.0011003i,0.00038212+0.00057456i,-0.00030169+0.000391i,-0.00050424+0.00035619i,-0.00022701-0.00043805i,-7.6247e-05-0.00061469i,7.2078e-05-0.000316i,0.0006652-0.00037962i,0.0011695-0.00026713i,0.00041551-0.00033245i,-0.00085172-0.00042702i,-0.0011179-0.00027371i,-0.0002457-0.00019959i
-0.00030162+0.00074005i,-0.0014593+0.00087658i,-0.0015585+0.00069187i,-0.00073934+0.0012106i,0.00016881+0.00071245i,0.00058928-0.00036581i,9.6439e-05-0.00055624i,-0.00053665-0.00056891i,-0.0014356+0.00013261i,-0.0019067+0.00084382i,-0.00077183+0.0006986i,0.0010126+0.00040486i,0.0012442+3.6395e-05i,0.00037792+1.4088e-05i,-0.00032805+0.00052725i,-0.00054783+0.00051101i,5.6311e-05+6.4082e-05i,0.00019377+0.00016073i,0.0004327+0.0005605i,0.001126+5.0483e-05i,0.00070684-0.0004003i,0.00035802-0.0007621i,0.00046388-0.00085993i
0.0013218+0.00069195i,0.0012929+8.5095e-05i,0.0010762-0.00029032i,0.0011802-0.0012478i,0.0014061-0.0009458i,0.00047606-0.00014493i,-0.00061071+7.6522e-06i,-0.00071638+0.00026853i,-0.00031446+0.00072717i,-2.9525e-05+0.00066819i,0.00023074+0.00022262i,0.00018472+0.00031226i,-0.00043791+6.7652e-05i,-0.00069208+0.0001163i,-0.00081311+0.00050161i,-0.00030326+0.00013128i,-0.00016479-0.00063147i,0.00015252-0.00095754i,0.00025408-0.00034323i,-0.00016415+0.00011948i,-0.0008071+1.8857e-06i,-0.001118+9.8499e-05i,-0.0010109+0.00059625i
0.0022022+0.00072046i,0.0011899+0.00029059i,0.0011759-0.00018879i,0.001376-0.0010047i,0.00096671-0.0017882i,0.00060721-0.00079897i,0.00060951+0.00031231i,0.00038546+0.00025838i,0.00011482+0.00018408i,-0.00037342-0.00029715i,-0.00010982-0.00012479i,0.00029067+6.9009e-05i,0.00031274+0.00015252i,8.9412e-05+0.00092103i,0.00056666+0.00065137i,0.0015069+8.195e-05i,0.0012728-0.00011904i,0.00023034+0.0002024i,-0.00052+0.00050842i,-0.00049108+0.00094782i,-0.00069968+0.00075812i,-0.00091465-0.00029951i,-0.00018262-0.00019421i
-0.00029447-0.0006798i,-0.00060276-0.00010148i,-0.00057995+0.00036705i,-0.00079875+0.0002387i,-0.00098593-8.6139e-05i,-0.00074256-0.00028102i,-0.00045783+0.00027106i,-0.00035187+0.00059847i,0.00019399+0.00039049i,0.00022598+0.0006136i,1.9747e-05+0.00061505i,2.1771e-05+0.00029104i,0.00030243-0.00032894i,0.00038485-0.00056998i,0.0007353-0.00029204i,0.00068855+0.00019993i,-0.00050936-0.00034471i,-0.0011676-0.00055598i,-0.00050124-0.00099013i,-0.00034498-0.00082998i,-0.00059877+4.2501e-05i,-0.00035458+0.00035008i,-0.00065138-0.00018858i
-0.0016844+4.8199e-05i,-0.0016669+0.0011945i,-0.0013558+0.00093001i,-0.00046539+0.00093327i,0.00026063+0.0016086i,0.0011249+0.00074559i,0.00085399-0.00082848i,0.00021794-0.00087708i,-0.00043457+0.00026711i,-0.00074203+0.0012461i,-0.00092572+0.00080705i,-0.0007935-3.2845e-05i,0.00021126+0.00014356i,0.0010133+0.00027117i,0.00035306+0.00037936i,0.00055712+0.00010807i,0.0010834+0.00039978i,0.00053691+0.00078006i,-0.00019781-0.00031017i,-0.00045761-0.00084071i,8.0317e-05-0.00094628i,-0.00010861-0.00037499i,-4.2514e-05+0.00029755i
-0.00086055+0.0017165i,0.00060237+0.0019996i,0.00088994+0.0029402i,0.0011618+0.002616i,0.0019243+0.0020833i,0.0019669-0.00029866i,0.0010119-0.0010079i,-0.00028998+0.00017228i,-0.00063645+0.00055511i,-0.00055063+0.0010972i,-0.00057004+0.00096137i,-0.00023318+0.00082062i,6.8632e-05+0.00080213i,5.3767e-05+3.448e-05i,-0.00044429-0.00069345i,-0.0002799-0.00089465i,0.0003137-0.00012836i,0.0001503+0.00050446i,0.00021417+0.00013067i,0.00077475-0.00066303i,0.00075501-0.00084133i,0.00027215-0.00073278i,0.00052622+0.00016714i
0.00055689+0.00088612i,-0.00037776+0.0011631i,0.00029603+0.0014432i,0.0010659+0.00063378i,0.00096216-0.001287i,0.00051597-0.0020512i,-0.00037732-0.0008586i,-0.00086082+0.0005365i,-0.00065345+0.0010832i,-0.00025412+0.00012543i,-0.0001055-0.00020135i,8.3596e-06+0.00081305i,-3.3663e-05+0.0010567i,0.00019046+0.0011137i,0.00024508+0.0012449i,0.0002845+0.0013025i,2.7495e-05+0.0012242i,-0.00055691+0.00034053i,-0.00087598-0.00024575i,-0.00067698+5.9996e-05i,0.00019824-0.00012397i,0.00062595-0.00011496i,0.00039343-0.0001409i
0.00092033+0.00099709i,0.0013237-0.00013758i,0.0012975+0.00019151i,0.0011011+0.00064861i,0.00059551+4.2238e-05i,-2.7385e-05-0.00070582i,-0.00018905-0.00076698i,-9.7206e-06-0.00046898i,-0.00030372-0.000367i,-0.00077797-0.00047792i,-0.00041664-0.00020085i,0.00074587+0.00035053i,0.00077622+0.00067649i,0.00039574+0.00039548i,0.00068388-0.00023772i,0.00049852-0.00058235i,0.00044557-0.00068025i,0.00039424-0.0002637i,0.00010496+0.00019374i,-5.4432e-05+8.8368e-05i,-0.00023654-0.00052355i,-6.4077e-05-0.00075092i,-0.00047653-0.00028055i
-0.00036262+0.0014089i,0.00026835+0.00089462i,0.00062369+0.00057054i,0.0013829+0.00082897i,0.0017181+0.00063493i,0.00028579+6.5492e-05i,-0.0012643-0.00018922i,-0.0011637-1.6652e-05i,-0.00022952+0.00040783i,1.2569e-05+0.00079i,0.00059065+0.00031215i,0.0014406-0.00011679i,0.0014818-2.4742e-05i,0.0010579+0.00039787i,0.00046853+0.00036064i,-0.00028578+0.00030109i,-0.0005531+0.00072059i,-0.00024354+0.00049661i,-0.00019248+3.7159e-05i,-0.00063555+0.00050708i,-0.00031027+0.0010653i,0.0001609+0.0012843i,-0.00074699+0.00094493i
0.00049718-0.00039546i,-0.00046216+0.00015578i,-0.0016129-7.1602e-05i,-0.00059297-0.0011182i,0.00077969-0.0013554i,0.00015975-0.001773i,-0.0010387-0.00096769i,-0.0010451+0.00081425i,-0.00079472+0.00083679i,-0.00097131+0.00074936i,-0.0009873+0.00057997i,-0.00044317+0.00021767i,-5.3229e-05+0.00031202i,0.00025286+0.0003332i,0.00032641-1.0642e-05i,0.0008196-0.00017657i,0.0011655-0.000138i,0.0007391-0.000538i,0.00014346-0.00020375i,-5.1252e-05+0.00094751i,0.00011454+0.0010593i,-9.822e-05-7.1068e-05i,-0.00029919-0.00077431i
0.00066702-0.00086194i,0.00089925-0.0010628i,0.000412-0.00037835i,-8.0496e-05+0.00065172i,3.5373e-05-0.00014648i,0.00019639-0.00067325i,-0.00035942-0.00032041i,-0.0014163+9.6834e-05i,-0.0016364+0.00051384i,-0.00052293+0.0009222i,0.00026678+0.0010455i,0.00048555+0.00072992i,0.0011908-9.584e-05i,0.0017534-0.00014108i,0.0012726-0.0001707i,0.0010496-6.1671e-05i,0.00087664+0.00053071i,0.00022072+0.00073948i,0.0005091+0.00070349i,0.00067067+2.9012e-05i,-1.0609e-05-0.00045996i,-0.0002317+7.5932e-05i,0.0002537+0.00064976i
0.00093637+5.0196e-05i,0.0017463-0.0012401i,0.0010091-0.0007482i,0.0014023+0.0006533i,0.0020217+0.00087185i,0.000993-0.00037403i,-0.00040991-0.00084934i,-0.00056813-0.00022342i,-0.00071181+0.00092217i,-0.0010373+0.00069599i,-0.00099605-0.00049203i,-0.00064102-0.00059467i,-0.00080207+4.6388e-05i,-0.00020232+0.00016945i,0.00067868+0.00034642i,0.0009514+5.8502e-05i,0.00092955-0.00065612i,0.0007617-0.00079143i,0.00080649-0.00013487i,0.00056604-9.7585e-05i,3.0815e-05-0.00068245i,-0.00047976-0.00017903i,-0.00067669+0.00029253i
0.00019805+0.0023197i,-0.00091878+0.0030969i,-0.00059095+0.0027229i,-5.8733e-05+0.0013625i,0.00046381+0.00021183i,0.00061786+0.00024611i,0.00025808+0.00042009i,-0.00034394+5.8717e-05i,-0.001131-0.00073296i,-0.0011464-0.00051435i,-0.00082786+0.00019526i,-0.00046769+0.00036018i,0.00034747+0.00023016i,0.00030891+9.6933e-06i,-0.00069334-0.00022111i,-0.0006204+0.00020731i,-0.00041408+0.00045717i,-0.000282-2.7104e-05i,-6.887e-05+0.00041522i,0.00026975+0.00034832i,0.0003019-0.00021582i,-0.00050277-0.00051963i,-0.00052484-0.00046363i
0.00053994+0.0023925i,0.0013668+0.0017965i,0.0023949+0.0011863i,0.0023134+4.206e-05i,0.0018515-0.0015143i,0.00083156-0.002321i,0.00015418-0.001314i,-0.00049544-0.00067592i,-0.0011175-0.00079971i,-2.0101e-05+0.00031368i,0.0010102+0.00072181i,0.00038138+3.8923e-05i,-0.00034729+0.00040606i,-0.00088717+0.00096383i,-0.00046294+0.00076213i,9.6055e-05+0.00045364i,0.0001717-0.00054761i,-3.3912e-05-0.00054398i,-0.00025205+0.00038638i,-2.4119e-05+0.00045242i,-0.00014116+4.2518e-05i,0.00019526-0.000666i,0.00097969-0.00082883i
0.0011895+0.00037097i,0.0013337+0.00083894i,0.0018768+0.00068648i,0.0030314+0.00026543i,0.0022729-0.00066139i,0.0010082-0.0012898i,-0.00020895-0.00066599i,-0.0015408-1.5229e-05i,-0.0013286-0.00025941i,-0.00077571-0.00035i,-0.00030161+0.00060517i,-9.3473e-05+0.00079252i,3.8599e-06+0.00070186i,-9.5034e-05+0.0011107i,-0.00013719+0.00080424i,0.00066365+0.00013662i,0.00010439+0.00038632i,-0.00038916+0.00046581i,-0.00016631-0.00022276i,-0.00074408-0.00035765i,-0.00073053-9.4818e-05i,-0.00076318+5.0303e-05i,-0.00072192-0.00021208i
0.00085187-0.0028344i,-3.7292e-05-0.0026072i,-0.00025488-0.0024766i,-0.00071989-0.0023094i,-0.0014931-0.0012102i,-0.0016474+0.00017881i,-0.00015049-0.0002322i,0.00086457-0.00033108i,0.00066252-0.00025058i,6.94e-05-0.00023388i,8.2357e-06+0.00062975i,-0.00028136+0.0012334i,-0.00096224+0.00075041i,-0.00085711-0.00024724i,9.7181e-06-0.0004768i,0.00019646-0.00030811i,-0.00011405-0.00047863i,-0.00050228-0.00031386i,-0.00045855-0.00049617i,4.0695e-05-0.00074579i,0.0003886+2.2756e-05i,0.00023617+0.00050817i,0.00023971-0.00035624i
0.0022169+0.0014476i,0.0016162-0.00087905i,0.0011717-0.0017069i,0.00031201-0.00094314i,0.0001541-0.00092379i,0.00043582-0.00064182i,0.00042362-0.00061613i,-0.00012721-0.00098903i,-0.00073897-0.0007858i,-0.0006062-0.00056726i,-0.00060406-0.0004327i,-0.00034102+0.00029822i,-0.0001726+0.00023338i,-0.00045616-0.00022392i,-0.0003568-1.3321e-05i,1.5796e-05+0.00040015i,0.00024205+0.00031592i,-0.00035294+0.0002862i,-9.3033e-05+4.5567e-05i,0.00046968-0.00043835i,0.00021488-0.00054891i,0.00047959-0.00084753i,0.00019712-0.00054057i
0.00020578-9.2188e-06i,-0.00056192+0.001102i,-0.00079838+0.001564i,-0.00030267+0.00068531i,7.8018e-05-8.4105e-05i,-7.6877e-05-0.00024718i,-0.00064614-7.7623e-05i,-0.00071405+0.00062619i,-0.00023329+5.3379e-05i,0.00011584-0.00035074i,0.00039685+0.00019332i,0.00078689+0.0004946i,0.00066415+0.00051349i,0.00025897+0.00058262i,0.00031105+4.7492e-05i,0.0010682-0.00072675i,0.0013426-0.00047175i,0.00083961+0.00013211i,0.00034284+0.00026516i,4.5494e-06+0.00015914i,0.00012063+0.00028765i,-0.00059751+0.00076373i,-0.0010065+0.0005516i
0.00065184-0.0011093i,-0.00077358-0.001031i,-0.0015988-0.00069131i,-0.0012112-0.00030171i,-0.00043855+7.1425e-05i,-0.00030842-6.0777e-05i,-0.00038789+0.00013134i,-0.00047051-0.00014795i,-0.001068-0.000551i,-0.00094329-5.9007e-05i,-0.00024381+0.00037192i,9.5427e-05-0.00012894i,7.761e-05+7.7664e-05i,5.4826e-05+0.00073068i,0.0005669+0.0003304i,0.00036318-0.00041015i,0.0002764-0.00082614i,0.00060202-0.00080041i,0.00025844-0.00047186i,-0.00051672-0.00018154i,-0.00056174+3.66e-05i,-0.00060976-0.00029058i,-0.0003228-0.00047319i
0.00046642-8.377e-06i,0.00045072+1.916e-05i,0.00090268+6.2552e-05i,0.00052915-0.00046246i,-0.00029526-0.0019487i,-0.0010378-0.0020843i,-0.0014001-0.0013164i,-0.00073183-0.00013945i,-1.064e-05+0.0004032i,-4.8419e-05+0.00018917i,-1.9261e-05+0.00021938i,0.00046765+4.8422e-05i,0.00037848+0.0003773i,0.00014916+0.00044677i,0.00023363+8.9502e-05i,0.0004328+0.0001463i,0.00031389-1.3292e-05i,0.0002013-8.8326e-05i,4.6094e-05-0.00058995i,0.00042676-0.00092007i,0.00048827-0.00037164i,-0.00048823+0.00010536i,-0.0006881+0.00048895i
0.0002297+0.0010372i,-0.00016825+0.0012876i,-0.00058214+0.00095218i,4.7471e-05+0.00089799i,0.0010736+8.0022e-05i,0.0016419-0.00093194i,0.0014541-0.00098949i,0.00042351-0.00015922i,-7.5776e-05-0.00016308i,0.00030759-0.00044712i,0.00047667+2.1411e-05i,0.00050672+0.00061516i,7.3366e-05+0.00087001i,-0.00026756-0.00029799i,5.7031e-05-0.00073358i,0.00014582-0.00021743i,0.00010923+0.00032915i,-0.00014157+0.0008968i,-0.00041955+0.00048164i,-0.0004099-0.00014946i,-0.00078986-0.00038591i,-0.0020067+0.00033701i,-0.002125+0.0012476i
-4.4719e-05+0.0018996i,-0.00042439+0.0013811i,-0.00041954+0.00097556i,-0.00026723+0.00024598i,0.00016765-0.00048883i,-0.00034127-0.0008475i,-0.0012905-0.0010735i,-0.0011978-0.00013887i,-0.00091238+0.00021362i,-0.00052205+0.00019971i,0.0003837+0.00038396i,0.0004511+0.00011568i,-0.00010884-0.00053854i,-0.00020643-0.00069758i,-0.00029624-0.00018024i,-5.5681e-05+0.00023138i,0.00015567-8.2537e-05i,1.0826e-05+0.00039905i,5.6111e-05+0.00020761i,0.00014338+0.00010048i,-6.08e-05+0.00064101i,-0.00044412+6.186e-05i,-0.000192+2.6744e-05i
-0.00090637-0.00059039i,-0.0010101+0.00048722i,-0.00075092-7.2004e-05i,5.7243e-05-0.0012233i,0.00052414-0.00017456i,0.00053317+0.00097859i,0.00043877+6.854e-05i,0.00025143-0.00055584i,0.00063717+0.00024797i,0.00036523+0.00059332i,1.417e-05+0.00096122i,0.00015783+0.00041564i,0.00071159-0.00029562i,0.0010883-0.00030091i,0.00072882-0.00040841i,0.00067759-0.0002454i,0.0012292-1.7045e-05i,0.0013503+6.2621e-05i,0.00044352+0.00025717i,-0.00076582+0.00050116i,-0.0010939+6.4667e-05i,-0.00073437-0.00023965i,-0.00056444+1.0776e-05i
0.0010569+0.0008048i,0.00046327+0.0006488i,0.0008778+0.0017931i,0.0010429+0.0013707i,0.00053673-0.00060439i,0.00039131-0.0015469i,0.00028588-0.0016229i,0.00028724-0.00064832i,0.00013571+0.00043923i,0.00040485+0.00071618i,0.00078024-0.00014151i,1.9287e-05-0.00055854i,-0.00048846-0.00075092i,0.00027472-0.00073804i,0.00073507-0.00060797i,0.00054579-0.00072935i,0.00024716-0.00038459i,-8.1372e-05+0.00030604i,-0.00038214+0.00065708i,0.00029703+0.00030306i,0.00038319-0.00012397i,-0.00075411-0.00029107i,-0.00074322+1.8439e-05i
0.00018592-0.00012197i,-0.00074071+0.00077524i,-0.00035309+0.00097314i,0.0010304+0.00032578i,0.00099942-0.0002915i,-0.00063438-0.00063376i,-0.0017689-0.00010343i,-0.00141+0.00030907i,-0.00050031+0.00024599i,-6.4667e-05-0.00010521i,0.00037483+0.00022196i,0.00095593+0.00064585i,0.00029157+0.00080467i,-0.00056725+0.00080269i,8.3615e-05+0.00066002i,0.00025071-2.4681e-05i,-0.00027758-0.0012082i,1.7903e-05-0.00081134i,-5.3502e-05-0.00039189i,-0.00039905-6.6676e-05i,-0.00037059+0.00062278i,-1.269e-05+0.0005319i,0.00024283+9.3532e-06i
0.0010604-0.003018i,-0.00096089-0.0021169i,-0.0024502-0.00066478i,-0.0026407-6.4044e-05i,-0.0014234+0.00063598i,-0.000442+0.0014388i,3.7352e-05+0.0011548i,-0.00044847+0.00085345i,-0.00025156+0.00026309i,0.0001341-0.00014066i,-0.00046033-0.00021083i,-0.00051537+8.5794e-05i,0.00043392+0.00018818i,0.00078029+0.00030826i,0.00034668+0.00070434i,0.00035326+0.00047179i,2.6707e-05+9.5523e-05i,-0.00041727+0.00049656i,-0.0001848+8.9016e-05i,0.00018054+0.00013251i,-0.0004086+0.00051413i,-0.0014621-0.00039646i,-0.00084659-0.001044i
-0.0006001-1.6739e-05i,-0.00049684-0.00018967i,-0.00021969+0.0010976i,0.00011685+0.00082982i,0.00014803-0.00065101i,-0.00028191-0.0014482i,3.8641e-05-0.00094542i,0.00019177-6.9928e-05i,-0.00012704+0.00015361i,0.00012409+0.0001402i,8.7338e-05+0.00043859i,0.00019149+0.00039549i,0.00072241-3.6353e-06i,0.00091749-0.00052847i,0.00058223-9.642e-05i,8.7528e-06+0.00042742i,1.3224e-05+0.00026289i,0.00017192+0.00057279i,-5.915e-05+0.00013706i,7.7909e-05-0.00017793i,-0.00020389+0.00059986i,-0.00047621+0.00096031i,-0.00031499+0.00074922i
-0.00096209+0.0015488i,-0.00050005+0.0019735i,-0.0001146+0.0022417i,0.00093823+0.0015292i,0.002262+0.00018199i,0.0022052-0.0012271i,0.00070966-0.0017024i,-0.00085073-0.00033154i,-0.0014961+0.0011034i,-0.0003764+0.0009024i,0.00072032+0.00043268i,5.2512e-05+0.00050597i,-0.00060734+0.00048954i,-0.0005535-0.0001516i,-0.00021328+7.8579e-05i,-0.00021892+0.00065179i,-8.5084e-05+0.00094958i,0.00018129+0.00068911i,2.0013e-06+0.00013564i,0.00023606+0.00011192i,0.00014561+0.00032592i,0.00012328+0.0006494i,0.00043065+0.00075754i
0.00042088-0.00065512i,0.00043783-0.00020229i,0.00036467-0.00065607i,-0.00060959-0.00061782i,-0.00051933-0.00012323i,-0.00037003-1.4148e-05i,-0.00075831-0.00017391i,-0.00082722-2.7657e-05i,-0.00050358+8.8317e-05i,-0.00061274-0.00028058i,-0.0010183+5.7367e-05i,-0.00042156+0.00043582i,0.00046492+0.00069375i,0.00040197+0.00058793i,0.00021236+0.00024329i,0.00025493-0.00056085i,0.0001703+4.2769e-05i,0.0002908+0.00097562i,0.00041058-0.00033762i,0.00049335-0.0010592i,0.00040937-0.00053974i,0.00062875-0.0002478i,0.00039405-2.0252e-05i
9.8356e-05+0.0010973i,-0.000199+0.0027325i,-0.00089265+0.00335i,0.0004234+0.0019088i,0.0015763+0.00027754i,0.0017713-8.5146e-05i,0.00041211+0.00032532i,-0.00057435+0.00040305i,-0.0011296-3.54e-05i,-0.00090496-3.3978e-05i,0.0001885+0.00052633i,0.00044452+0.00065539i,0.00020141+4.8504e-05i,0.00022966+0.00042622i,0.00070678+0.0012593i,0.00022318+0.00093555i,-0.00013582-0.00030385i,0.00050906-0.00039969i,0.0013902-0.00027592i,0.00099429-6.5793e-05i,-0.00056031+0.00015874i,-0.0005525+0.00020349i,-0.00012705+0.00054248i
