-0.0034168+0.0012029i,-0.00089897+0.0009915i,-0.00088641+0.0016845i,1.5331e-06+0.0018816i,0.00085143+0.0017255i,0.00041414+0.000976i,-0.00010962+0.0011548i,0.00026156+0.0015748i,0.00044707+0.0010025i,0.00018644+0.00055183i,0.00044198-9.1859e-05i,0.00015311-0.00076388i,-0.00041662-0.00039747i,-0.00076976-8.8401e-05i,-0.00012506+0.0001295i,-0.00046778+0.00029244i,-0.0013242-0.0001415i,6.6475e-05-0.00055454i,0.00078427-0.0010533i,0.00040375-0.0011485i,-4.9839e-05-0.00082308i,-0.00040497-0.0003119i,0.0002385+0.00042187i
0.0059309-0.00062452i,0.024948-0.0041283i,0.044096-0.0094746i,0.021262-0.019465i,-0.039809-0.031734i,-0.067453-0.035363i,-0.048044-0.03057i,-0.02489-0.022575i,-0.011374-0.01283i,-0.0020669-0.0067011i,0.0016137-0.0053035i,0.0022542-0.0061519i,0.00078557-0.0070953i,-0.0036117-0.0050799i,-0.0064566-8.061e-05i,-0.0070633+0.0049684i,-0.0046209+0.0079517i,-1.8892e-05+0.0078635i,0.0030377+0.0045312i,0.0044053+0.0018815i,0.0049814+0.002738i,0.0064527+0.005345i,0.0082929+0.0046331i
-0.0007706-0.019693i,0.0038705-0.051752i,0.0055029-0.077174i,-0.0087656-0.044425i,-0.030971+0.033472i,-0.032142+0.069867i,-0.018981+0.046516i,-0.010812+0.018771i,-0.0063832+0.0012515i,-0.0093894-0.010499i,-0.01488-0.012055i,-0.012744-0.011302i,-0.0099933-0.010724i,-0.0091806-0.0065526i,-0.0068934-0.0022262i,-0.0036173+0.0014729i,0.00049739+0.0059444i,0.0040297+0.0081939i,0.0064183+0.0071222i,0.0075367+0.0049141i,0.0060958+0.0023248i,0.0046557+0.00096062i,0.0044046+0.00054028i
-0.010865-0.0090057i,-0.030136-0.033645i,-0.051892-0.056631i,-0.035032-0.039806i,0.02321+0.01119i,0.056315+0.037576i,0.040792+0.028946i,0.019087+0.016333i,0.0063212+0.0041039i,-0.00773-0.0040199i,-0.014466-0.0028061i,-0.012285-0.00082955i,-0.009724-0.00064709i,-0.0061951+8.737e-05i,-0.0030296-0.00020274i,-0.0010458+0.0003942i,0.0010161+0.0014947i,0.0024388+0.0018786i,0.0034746+0.0027736i,0.0029516+0.0018738i,-0.0014453+2.0177e-06i,-0.0074687-0.00041541i,-0.0099618+0.001666i
-0.010179+0.014286i,-0.034484+0.0276i,-0.061146+0.034246i,-0.053344+0.0077864i,-0.0059628-0.038946i,0.025435-0.054344i,0.024094-0.031058i,0.016825-0.0090813i,0.0091241-0.0010661i,0.0053475+0.0033454i,0.0068461+0.0049465i,0.0058072+0.0059612i,0.0060313+0.0077627i,0.0071435+0.0058604i,0.0047258+0.0021697i,0.001112+0.00044269i,-0.0017766+8.8842e-05i,-0.0038828+0.0011613i,-0.0055664+0.0030653i,-0.0057565+0.0036715i,-0.0047424+0.0038143i,-0.0051949+0.0050119i,-0.0067438+0.00753i
0.0022035+0.017862i,0.0071659+0.05091i,0.0053884+0.087379i,-0.019662+0.07547i,-0.056275+0.016693i,-0.062364-0.016065i,-0.031495-0.011882i,-0.0049854-0.0073182i,0.0046859-0.0018919i,0.01494+0.0022441i,0.019687-0.00083789i,0.016041+0.00079067i,0.014544+0.003458i,0.01202+0.00074271i,0.0062439-0.00087638i,0.0016988+0.00032036i,-0.0023329+0.0011437i,-0.0060624+0.0031748i,-0.0071551+0.0054433i,-0.0048966+0.0046033i,-0.001634+0.001371i,-0.00069888-0.0020827i,-0.001783-0.0036277i
0.015643+0.0072748i,0.054168+0.018869i,0.096644+0.040838i,0.087992+0.062428i,0.02935+0.072881i,-0.0067877+0.063952i,-0.0042949+0.032591i,-0.0035343+0.0054354i,-0.00034599+0.00059146i,0.0091451-0.00066213i,0.0089669-0.0035022i,0.0055245-0.0016554i,0.003435-0.0029356i,-0.000926-0.0041712i,-0.0032276-0.00081938i,-0.0032231+0.0023207i,-0.0029259+0.0026687i,-0.0035876+0.00065778i,-0.004759-0.0013965i,-0.0036747-0.001365i,-0.0016357-0.0024603i,0.00016666-0.0059656i,-0.00026281-0.0084279i
0.0048552-0.015372i,0.022718-0.041343i,0.056032-0.070942i,0.089123-0.06334i,0.10219-0.015468i,0.087408+0.011091i,0.047482+0.003325i,0.010567-0.00013071i,-0.0029414+0.0020356i,-0.0071757+0.0026779i,-0.009443+0.0055718i,-0.0092708+0.002853i,-0.012876-0.0020682i,-0.01508-0.00099881i,-0.010779+0.00073435i,-0.0062632+0.00039158i,-0.0046443-0.00088011i,-0.0038821-0.0030412i,-0.0043125-0.0041957i,-0.003943-0.003425i,-0.00027601-0.00040332i,0.0046518+0.0012452i,0.0061027-0.002314i
-0.009645-0.011615i,-0.040975-0.045303i,-0.0683-0.09428i,-0.047287-0.1276i,0.0092931-0.12434i,0.03131-0.097819i,0.011167-0.055533i,-0.0010778-0.017146i,-0.0047183-0.0040082i,-0.01315+0.0012879i,-0.014229+0.0063974i,-0.013116+0.0032984i,-0.016013+0.0021906i,-0.011308+0.004444i,-0.0041512+0.0021619i,-0.0035156-0.00068975i,-0.0043011-0.00084475i,-0.0042437-0.0014105i,-0.0023787-0.0032586i,0.00070874-0.0040616i,0.0039815-0.0025792i,0.0082604-0.0018977i,0.010013-0.0028931i
-0.024118+0.0044524i,-0.071795+0.014826i,-0.13921+0.023707i,-0.16917+0.0071869i,-0.14301-0.031026i,-0.10432-0.042593i,-0.065836-0.018273i,-0.027047-0.0015458i,-0.010409-0.0025755i,-0.010174-0.0018819i,-0.0082603-0.00080545i,-0.0056034-0.001629i,-0.00092367-0.00043735i,0.0042992-0.00057214i,0.0031442-0.0031336i,-0.0017051-0.0055853i,-0.0039628-0.0052517i,-0.0015508-0.0025003i,0.0030925-0.0019296i,0.0048533-0.0022808i,0.0009777-0.00076368i,-0.0030274+0.0028342i,-0.0021984+0.0056639i
-0.0042848+0.017017i,-0.011505+0.059057i,-0.027505+0.12077i,-0.052865+0.15929i,-0.074762+0.14854i,-0.069869+0.11545i,-0.037199+0.076109i,-0.010217+0.034643i,-0.0020838+0.010008i,2.6874e-05-0.0011311i,0.00076422-0.0065324i,0.0056432-0.0041868i,0.013534-0.0043129i,0.01339-0.0071504i,0.0069661-0.0065053i,0.0020941-0.0052707i,-0.00019272-0.0043066i,0.00054412-0.0028623i,0.0031408-0.00057359i,0.00278+0.00050583i,-0.00060318+0.0022535i,-0.0036177+0.0076729i,-0.0025953+0.012776i
0.020135+0.001174i,0.063565+0.0092009i,0.12712+0.036194i,0.16105+0.078556i,0.13899+0.1113i,0.10048+0.10477i,0.066588+0.061268i,0.033974+0.023816i,0.017466+0.010688i,0.013713+0.0025755i,0.009585-0.0012068i,0.010877-0.00043342i,0.012557-0.0052904i,0.0079929-0.0079153i,0.0068845-0.0043097i,0.0080986-0.0031658i,0.0058719-0.0051355i,0.0027054-0.0043762i,0.0018403-0.00085545i,0.0022404+0.0017058i,0.00046211+0.001564i,-0.0027196+0.0016589i,-0.0033059+0.00329i
0.017061-0.017099i,0.054732-0.063935i,0.11007-0.12401i,0.15034-0.14587i,0.15036-0.11547i,0.11971-0.077319i,0.070028-0.05254i,0.025685-0.025582i,0.011117-0.0038742i,0.013102+0.0030193i,0.013487+0.003851i,0.010065+0.0008346i,0.0031308-0.0017835i,0.00040938+0.00026662i,0.0059038+3.0218e-05i,0.012279-0.004563i,0.011065-0.0076239i,0.0024817-0.0061229i,-0.0039368-0.00016658i,-0.0048042+0.0036355i,-0.0056038+0.00058354i,-0.0091149-0.0037536i,-0.012103-0.0036125i
-0.0023001-0.0159i,-0.022531-0.061206i,-0.058703-0.13613i,-0.087685-0.19207i,-0.082268-0.1882i,-0.063507-0.14384i,-0.049293-0.084629i,-0.034821-0.031394i,-0.019583-0.001519i,-0.0060114+0.0061866i,0.00078224+0.0028488i,-0.0029643+0.0040752i,-0.005758+0.012283i,-0.0018708+0.013941i,0.00341+0.0083588i,0.0069516+0.0013758i,0.0057817-0.0047167i,-0.00030269-0.0053904i,-0.0053431-0.00048461i,-0.0038219+0.0030987i,0.00069146+0.0014774i,0.0016894-0.0024919i,-0.00034789-0.0040954i
-0.020705+0.012438i,-0.064699+0.031615i,-0.13438+0.056418i,-0.18497+0.061374i,-0.17965+0.040945i,-0.13749+0.020398i,-0.089659+0.015704i,-0.051153+0.014504i,-0.030907+0.011278i,-0.019492+0.0084235i,-0.012806+0.0058565i,-0.011521+0.0098017i,-0.0069386+0.015255i,-0.0016794+0.01297i,-0.00053493+0.0091809i,-1.3222e-05+0.0076445i,0.0012196+0.0037145i,0.0018828-2.3721e-06i,0.00082823-0.00047279i,-0.00035906-0.00039403i,0.0016005-0.0026031i,0.0049223-0.0084014i,0.005068-0.011884i
0.0030747+0.024276i,0.0034575+0.086108i,0.0058068+0.17825i,0.014007+0.23111i,0.016364+0.19825i,0.009329+0.12833i,9.1635e-05+0.067241i,-0.0097708+0.022953i,-0.018937+0.0028632i,-0.021875+0.0038744i,-0.017127+0.010824i,-0.0094457+0.014339i,-0.003805+0.010633i,-0.0024644+0.0058628i,-0.0029746+0.0077773i,-0.00038587+0.01256i,0.0063725+0.011355i,0.0099447+0.0026502i,0.0062233-0.006209i,0.0014491-0.0074659i,0.0017162-0.0043734i,0.0032224-0.0032245i,0.0028083-0.0045994i
0.019309+0.018167i,0.068798+0.050152i,0.15365+0.079725i,0.21752+0.076113i,0.2025+0.038649i,0.13138+0.0039051i,0.061473-0.011695i,0.017234-0.018995i,-0.0035801-0.020116i,-0.010151-0.0080631i,-0.0060011+0.0052127i,-0.0011133+0.0031347i,-0.0041664-0.0040574i,-0.0071903-0.002859i,-0.0060942+0.0040463i,-0.00087279+0.0098438i,0.0079564+0.0095314i,0.012718+0.0034112i,0.0088068-0.0010866i,0.0026074+0.00072779i,0.0019096+0.0048597i,0.0036737+0.0089799i,0.0046749+0.0099609i
0.0020467-0.010678i,0.024237-0.047266i,0.070269-0.11327i,0.10008-0.16641i,0.078655-0.15645i,0.03527-0.10962i,0.01126-0.068929i,0.0050693-0.045529i,0.00073232-0.031988i,-0.0027454-0.018378i,-0.0017749-0.010015i,-0.0025992-0.011461i,-0.0069738-0.011378i,-0.0056501-0.0057332i,-0.0022401-0.00025545i,-0.00088316+0.0037914i,0.0011619+0.0057027i,0.0035974+0.0054588i,0.0032026+0.0032645i,0.0014439+0.0011255i,0.00097213+0.0015672i,0.0015564+0.0031529i,0.0029134+0.0048451i
-0.022543-0.02435i,-0.068123-0.074032i,-0.13881-0.12668i,-0.18201-0.13042i,-0.15518-0.078964i,-0.087965-0.028452i,-0.031246-0.018706i,-0.00049901-0.022365i,0.0079031-0.019956i,0.0028534-0.017953i,-0.0056315-0.018001i,-0.0071147-0.01554i,-0.0026483-0.009888i,0.00093134-0.0055373i,0.0012911-0.0052322i,-0.0019772-0.0044526i,-0.0064386-0.00010672i,-0.0065512+0.0057525i,-0.0029447+0.0073643i,-0.0020849+0.0050429i,-0.0050535+0.0048694i,-0.007932+0.0066455i,-0.0071889+0.0088375i
-0.020682-0.0028476i,-0.080873+0.0068842i,-0.17252+0.050203i,-0.21374+0.11296i,-0.14319+0.12856i,-0.040674+0.08484i,0.0079853+0.035756i,0.01886+0.012277i,0.02132+0.0036987i,0.012134-0.0056969i,-0.0021073-0.010226i,-0.0039772-0.0051577i,0.0023373-0.0013505i,0.0022556-0.0038899i,-0.0028149-0.007335i,-0.008086-0.0066471i,-0.012521+0.00039559i,-0.013409+0.0085757i,-0.010286+0.009956i,-0.0078304+0.0036359i,-0.0075144-0.0028987i,-0.006913-0.0037655i,-0.0052269-0.00068794i
-0.00090384+0.01485i,-0.0031842+0.062003i,0.007478+0.14016i,0.044227+0.18934i,0.079511+0.14955i,0.081719+0.062143i,0.059165+0.019638i,0.040556+0.020092i,0.031988+0.016086i,0.02093+0.003867i,0.01176+0.00022492i,0.0086874+0.0033766i,0.0050174+0.0022962i,-0.0013437-0.0005527i,-0.0068162+7.8631e-06i,-0.008069+0.0012137i,-0.0084099+0.0012441i,-0.0077054+0.00027555i,-0.0026784-0.0020864i,0.0013386-0.0042686i,0.0010807-0.006687i,-0.00046795-0.0091061i,-0.0031828-0.0092196i
0.029186+0.0039569i,0.084693+0.0040998i,0.17054-0.0049179i,0.21618-0.034752i,0.16623-0.060505i,0.082138-0.049293i,0.040299-0.0165i,0.02757+0.0050155i,0.016879+0.010462i,0.013927+0.0093588i,0.016117+0.0056024i,0.013829+0.0046637i,0.0086308+0.0080399i,0.0051618+0.010001i,0.0053977+0.009123i,0.007711+0.0053875i,0.0073796-0.0019045i,0.0039129-0.0077773i,0.0015419-0.0084608i,0.0015059-0.0065069i,0.001921-0.0051637i,6.7964e-05-0.004892i,-0.0053921-0.0052257i
0.023375-0.013786i,0.06544-0.063567i,0.092668-0.15572i,0.061889-0.22311i,0.0059017-0.18416i,-0.020269-0.079177i,-0.018946-0.016411i,-0.022796-0.0006752i,-0.022634+0.0097367i,-0.0074899+0.011955i,0.0043405+0.0055803i,0.0063511+0.0045342i,0.0073669+0.008235i,0.009467+0.007286i,0.010724+0.0030521i,0.010961-0.0018733i,0.010054-0.0079104i,0.0064014-0.011941i,0.0032602-0.01065i,0.006299-0.0062439i,0.012208-0.0036274i,0.013872-0.0022538i,0.010452-0.00064508i
0.0021584-0.011774i,-0.020366-0.040592i,-0.086613-0.083474i,-0.16499-0.087796i,-0.16868-0.029326i,-0.10529+0.02387i,-0.066797+0.032077i,-0.057927+0.026468i,-0.043581+0.023536i,-0.026728+0.018031i,-0.014285+0.011813i,-0.0064133+0.0067874i,-0.0025921+0.0033492i,-0.00039087+4.4304e-05i,-2.7115e-05-0.0039973i,-0.0016289-0.0061512i,-0.0015854-0.0062192i,0.0025723-0.004398i,0.0049842+0.00088762i,0.001045+0.005832i,-0.0038035+0.0068003i,-0.003342+0.0051491i,0.00083448+0.0017079i
-0.013225+0.020224i,-0.054622+0.055862i,-0.10891+0.12357i,-0.11934+0.18943i,-0.077836+0.1879i,-0.038935+0.12825i,-0.028809+0.077648i,-0.024207+0.049109i,-0.01925+0.026844i,-0.01933+0.018292i,-0.014076+0.017458i,-0.008991+0.0090877i,-0.01077+0.0015903i,-0.010279-0.00016926i,-0.008802+0.0002974i,-0.0088382+0.0053306i,-0.0060267+0.010228i,-0.0033063+0.010239i,-0.0037027+0.0071858i,-0.0047099+0.0061655i,-0.0042336+0.0084163i,-0.0021427+0.0087428i,0.00039777+0.00473i
-0.020772+0.037582i,-0.025486+0.095967i,0.015086+0.16663i,0.0998+0.18249i,0.13471+0.12102i,0.08411+0.051732i,0.036711+0.021869i,0.027086+0.0036396i,0.014512-0.009829i,0.00061305-0.0035289i,-0.0013979+0.0043496i,-0.0039149+0.0039633i,-0.0083409+0.0025671i,-0.0089511+0.00087558i,-0.0055914+0.00090225i,-0.0028467+0.0027515i,-0.0015184+0.0065085i,-0.00071395+0.012451i,-0.00025912+0.014838i,-0.0017768+0.011556i,-0.0043915+0.0073574i,-0.0043694+0.0045363i,-0.00053614+0.0040003i
-0.013494+0.0097995i,0.0018296+0.020898i,0.066402-0.0056593i,0.12873-0.080933i,0.11082-0.13125i,0.047512-0.11276i,0.020969-0.078718i,0.016014-0.067427i,0.0040653-0.051514i,0.00020458-0.030144i,-0.0013175-0.016373i,-0.0029246-0.0046131i,-0.00017752+0.0007627i,0.0019641+0.0013628i,0.0044158+0.0023417i,0.0060046-0.00079451i,0.0028737-0.0028699i,-0.00064574+0.00020577i,-0.0023915+0.00014756i,-0.0073159-0.0060408i,-0.013503-0.010907i,-0.01411-0.010068i,-0.0098888-0.0067472i
-0.0036846-0.018348i,-0.0079645-0.068123i,-0.020527-0.13614i,-0.059823-0.179i,-0.097927-0.16266i,-0.085831-0.1175i,-0.056791-0.093749i,-0.046419-0.068075i,-0.033004-0.037212i,-0.019268-0.024916i,-0.014339-0.016212i,-0.0066584-0.0062423i,0.00076752-0.0037492i,0.004046-0.0011635i,0.0052798+0.00080147i,0.0033511-0.0031418i,-0.0020281-0.0072701i,-0.0065057-0.008429i,-0.0052248-0.00808i,0.00033652-0.0045042i,0.0050089+0.0015224i,0.0051037+0.0064353i,0.0013241+0.010243i
0.000406-0.036702i,-0.02304-0.080146i,-0.087857-0.090053i,-0.14815-0.022606i,-0.12526+0.041655i,-0.061862+0.024898i,-0.04622-0.0053236i,-0.045324+0.0045579i,-0.022443+0.01265i,-0.0088428+0.0012212i,-0.0087558-0.0034661i,-0.0048062-0.0024953i,0.0013107-0.0024921i,0.0044729-0.0010549i,0.0050611-0.0019645i,0.0053574-0.0042032i,0.0037708-0.0058278i,-0.0031202-0.0047583i,-0.0087946-0.0026917i,-0.0052307-0.0061087i,0.0017156-0.012883i,0.0058502-0.013414i,0.0085712-0.0069368i
0.0037952-0.027179i,-0.0048224-0.035311i,-0.011427+0.007934i,0.015995+0.08962i,0.063716+0.11039i,0.073069+0.056474i,0.04308+0.028657i,0.027316+0.034137i,0.028283+0.022094i,0.017625+0.007891i,0.0075769+0.0032306i,0.0037055-0.00047266i,0.0008922-0.0015683i,-0.0022346-0.0022311i,-0.006244+0.00054237i,-0.0060463+0.0030933i,-0.0032046-0.0023536i,-0.001446-0.0091291i,0.001947-0.010205i,0.0061698-0.0078348i,0.004829-0.0059244i,-0.00045294-0.0051701i,-0.0025305-0.0065178i
0.011047-0.0052558i,0.03619+0.00064843i,0.084562+0.018548i,0.14109+0.016165i,0.15355-0.0024926i,0.11523+0.00078465i,0.090209+0.013708i,0.078128+0.0021489i,0.045747-0.012325i,0.022121-0.0052783i,0.016205-0.0011569i,0.0075411-0.0017537i,8.1246e-05+0.0015407i,-0.004474+0.0041595i,-0.0076649+0.0085186i,-0.0057672+0.01089i,-0.004311+0.0048534i,-0.0042687-0.0035179i,-0.0054132-0.0031595i,-0.0071885+0.0070737i,-0.0063727+0.01645i,-0.0072524+0.017802i,-0.010592+0.013369i
0.032631+0.010496i,0.06921+0.017024i,0.092993-0.013738i,0.069354-0.077717i,0.03323-0.084136i,0.036912-0.017693i,0.063186+0.0029561i,0.046609-0.02432i,0.011497-0.016952i,0.0085968+0.00065909i,0.010421+0.00082512i,0.0048124+0.002968i,0.0024848+0.0084123i,0.0020161+0.010596i,0.004578+0.0096615i,0.0081556+0.0081245i,0.0074374+0.0075176i,0.0042497+0.005777i,0.0040629+0.0030323i,0.010492-0.0025289i,0.0171-0.010752i,0.014637-0.011768i,0.0086276-0.0029462i
0.03796+0.038175i,0.066412+0.064033i,0.051681+0.056673i,-0.028975+0.027593i,-0.092794+0.028552i,-0.063437+0.031267i,-0.024014+0.0070673i,-0.025122+0.0012136i,-0.018011+0.014345i,-0.0045713+0.011558i,-0.0021936+0.0032814i,0.0002802+0.0033878i,0.0020523+0.0046017i,0.0020076+0.00094452i,0.0029759-0.0081118i,0.0034803-0.015583i,0.008385-0.015125i,0.016367-0.0075923i,0.017668+0.00033191i,0.0067413+0.0052016i,-0.0092248+0.0051935i,-0.01689+0.0015597i,-0.013712-0.00029773i
0.011845+0.045613i,0.018144+0.08744i,0.0021791+0.12728i,-0.02764+0.15168i,-0.056008+0.13761i,-0.086425+0.091186i,-0.092288+0.064104i,-0.059883+0.054344i,-0.025925+0.032061i,-0.015547+0.016264i,-0.01002+0.012813i,-0.0037097+0.0063879i,-0.0021391+0.00034079i,0.00069251-0.004681i,0.0014971-0.0079719i,-0.00026163-0.0067136i,-0.00089118-0.0058691i,-0.00062716-0.0056161i,-0.0018396-0.0061656i,-0.0033973-0.0053868i,0.00072883+0.00023251i,0.0050652+0.0035371i,0.0030568-0.00029984i
-0.036044+0.033275i,-0.072239+0.064941i,-0.067832+0.084087i,-0.0042658+0.07311i,0.036611+0.048843i,0.0019332+0.04204i,-0.027369+0.056267i,-0.017383+0.049833i,-0.013607+0.023897i,-0.01447+0.018019i,-0.0044872+0.018647i,-0.0010452+0.010566i,-0.0011804+0.0036354i,0.0042292-0.0016002i,0.0070658-0.0026107i,0.007997+0.00028794i,0.0079295+0.0029308i,0.0034676+0.0059409i,0.00095314+0.0099386i,0.0078847+0.01338i,0.018438+0.0095291i,0.020988-0.00056041i,0.013415-0.0060707i
-0.073452+0.0033126i,-0.15195-0.0018187i,-0.16595-0.030025i,-0.082858-0.095176i,0.0038972-0.16244i,0.029953-0.15961i,0.020247-0.097465i,0.0096364-0.049028i,-0.0012577-0.021033i,-0.0046568-0.0014323i,-0.0015601+0.0061931i,0.0022075+0.0069066i,0.0058011+0.0026615i,0.0072075-0.0003169i,0.0093043-0.00057294i,0.011684-0.0035428i,0.012309-0.0062669i,0.0082306-0.0044363i,-0.0020228-0.003139i,-0.014771-0.0072312i,-0.024887-0.011997i,-0.024538-0.012545i,-0.015553-0.010777i
-0.06677-0.03892i,-0.13699-0.07509i,-0.17651-0.093166i,-0.1542-0.092458i,-0.11192-0.11864i,-0.075723-0.14719i,-0.048105-0.13112i,-0.032241-0.083941i,-0.015001-0.043388i,-0.010044-0.023769i,-0.013599-0.0092382i,-0.0086984-0.00095457i,-0.0056817+0.00042595i,-0.0077789+0.0073252i,-0.010576+0.015201i,-0.015453+0.01705i,-0.017564+0.01252i,-0.015082+0.0021084i,-0.010062-0.0039086i,-0.0027852+0.0033949i,0.0050308+0.018875i,0.010173+0.027068i,0.010557+0.023063i
-0.0056872-0.066122i,-0.0023841-0.11649i,0.004095-0.10527i,0.01146-0.0013808i,0.030552+0.10325i,0.024193+0.093536i,-0.012763+0.027902i,-0.023736+0.001809i,-0.012786-0.0099782i,-0.015598-0.020888i,-0.022228-0.016752i,-0.020091-0.0075194i,-0.015748+0.0032579i,-0.009117+0.014584i,0.00092619+0.021688i,0.010338+0.026072i,0.013459+0.029843i,0.0070833+0.029408i,-0.0041288+0.02303i,-0.010947+0.012058i,-0.010202-0.00087816i,-0.0030512-0.0067901i,0.006002-0.0050912i
0.056641-0.071977i,0.12582-0.12588i,0.17465-0.11352i,0.19324-0.020348i,0.21797+0.072918i,0.22028+0.10384i,0.15591+0.078114i,0.080247+0.040317i,0.034475+0.014929i,0.0092441-0.0037792i,-0.0059201-0.010331i,-0.010517-0.0048644i,-0.0040206+0.0026296i,0.0033069+0.0055687i,0.0076749+0.0030557i,0.013055-0.0029904i,0.019223-0.0050306i,0.023903-0.003467i,0.02511-0.0096806i,0.01899-0.019143i,0.0063017-0.020929i,-0.0043047-0.014945i,-0.0066079-0.0081439i
0.095239-0.022032i,0.17004-0.056091i,0.16647-0.077344i,0.080071-0.071797i,0.024703-0.055664i,0.051644-0.043884i,0.080311-0.039359i,0.058826-0.027617i,0.030783-0.0074812i,0.020633+0.0038805i,0.013916+0.0011028i,0.0094554-0.0024264i,0.008776-0.0044641i,0.00075894-0.0063759i,-0.0090186-0.0078241i,-0.016443-0.011718i,-0.021477-0.015845i,-0.017709-0.015146i,-0.010397-0.0071683i,-0.0071327+0.0068777i,-0.0077538+0.019488i,-0.0086073+0.023066i,-0.0091741+0.020399i
0.061074+0.057729i,0.090937+0.086613i,0.048804+0.064347i,-0.076595+0.032892i,-0.18822+0.050174i,-0.19366+0.061931i,-0.11729+0.030623i,-0.062583+0.0050369i,-0.035947+0.015739i,1.3054e-05+0.02533i,0.020352+0.016032i,0.018367+0.007632i,0.010203+0.003919i,0.00036235+0.0032478i,-0.0044683+0.011213i,-0.0045789+0.023433i,-0.0095746+0.029818i,-0.015644+0.024384i,-0.012026+0.0095752i,0.00067771-0.010304i,0.013762-0.028233i,0.015308-0.030589i,0.0095342-0.016738i
-0.00060459+0.090437i,-0.0012926+0.15744i,0.008717+0.16169i,0.0020335+0.10696i,-0.031376+0.09527i,-0.046227+0.11782i,-0.038595+0.10331i,-0.034229+0.075667i,-0.0223+0.057755i,-0.0042069+0.031782i,0.0045985+0.01071i,0.0071576+0.006161i,0.0034895+0.0044496i,-0.0039991-0.0034281i,-0.0069408-0.010091i,-0.0009405-0.012536i,0.0088006-0.012591i,0.012653-0.0067402i,0.010504+0.004929i,0.004225+0.01571i,-0.006826+0.018905i,-0.014495+0.016742i,-0.011883+0.01031i
-0.030464+0.058542i,-0.023606+0.11789i,0.025044+0.1307i,0.090132+0.028166i,0.1143-0.11801i,0.080308-0.14951i,0.041914-0.077072i,0.037264-0.024682i,0.022178-0.022372i,-0.013068-0.020503i,-0.026362-0.0075038i,-0.018158-0.0017979i,-0.012166-0.0033935i,-0.012706-0.0068411i,-0.017322-0.0088463i,-0.024557-0.0085122i,-0.027343-0.013886i,-0.02218-0.019994i,-0.019415-0.019659i,-0.02126-0.014413i,-0.014737-0.0037754i,-0.0012997+0.002858i,0.0046764+0.00045033i
-0.043616+0.032786i,-0.061003+0.084503i,-0.041862+0.10493i,-0.0043834+0.027588i,-0.013871-0.1011i,-0.058046-0.15309i,-0.05667-0.11775i,-0.035825-0.092282i,-0.043138-0.077292i,-0.049111-0.036461i,-0.036874-0.0040985i,-0.031792+0.0057027i,-0.029138+0.009776i,-0.018278+0.0099085i,-0.011591+0.011801i,-0.011017+0.019644i,-0.0097985+0.026547i,-0.0055441+0.023896i,0.0050433+0.016038i,0.020918+0.011394i,0.030001+0.004496i,0.02521-0.005173i,0.013066-0.0062947i
-0.086688+0.010575i,-0.1807+0.04432i,-0.19996+0.089614i,-0.10236+0.13732i,-0.0043477+0.16509i,0.013513+0.14005i,-0.017778+0.081434i,-0.049799+0.037724i,-0.052336+0.023139i,-0.025077+0.013492i,-0.0066011+0.0012297i,-0.0077791-4.2534e-05i,-0.00297+0.0035694i,0.012702-0.0012814i,0.02545-0.013497i,0.03375-0.024524i,0.040432-0.025083i,0.037099-0.014763i,0.018072-0.0081048i,-0.011404-0.012359i,-0.035715-0.0142i,-0.03954-0.0073606i,-0.029231-0.0027599i
-0.094187-0.043972i,-0.19929-0.085892i,-0.22719-0.061765i,-0.098378+0.043569i,0.084099+0.12633i,0.16563+0.1236i,0.12744+0.090131i,0.07871+0.074167i,0.065008+0.049864i,0.049806+0.010609i,0.025318-0.0099528i,0.012492-0.014934i,0.0093306-0.017876i,0.0045519-0.016052i,-0.0044991-0.016564i,-0.018902-0.02242i,-0.029626-0.028014i,-0.024727-0.024025i,-0.008069-0.012469i,0.010123-0.0004049i,0.020371+0.011143i,0.020392+0.016528i,0.015953+0.013639i
-0.01506-0.13861i,-0.028373-0.25773i,-0.068935-0.27069i,-0.10486-0.15645i,-0.077262-0.062359i,-0.02258-0.047555i,0.015487-0.05215i,0.038699-0.05344i,0.038678-0.054453i,0.023634-0.040101i,0.014808-0.025147i,0.00806-0.025154i,-5.1537e-05-0.024351i,-0.0012553-0.014697i,0.0024345-0.00025022i,0.0028948+0.016244i,-0.0048587+0.028737i,-0.017333+0.0337i,-0.021493+0.036316i,-0.017177+0.034211i,-0.012223+0.019149i,-0.0087109+0.0022986i,-0.0062413-0.0040688i
0.12646-0.13654i,0.20248-0.24648i,0.14735-0.27649i,-0.049078-0.18081i,-0.19576-0.046434i,-0.19438+0.011989i,-0.13381-0.008079i,-0.098569-0.036102i,-0.074623-0.027847i,-0.031092-0.0075189i,0.0037176-0.0059697i,0.0099339-0.0057685i,0.011729+0.0019996i,0.020563+0.0048377i,0.03062+0.0025894i,0.042603-0.0029259i,0.048722-0.0092446i,0.040816-0.013749i,0.027869-0.017669i,0.021366-0.024764i,0.014845-0.029982i,0.0054744-0.022891i,0.0035058-0.011679i
