-0.0019468-0.0006434i,-0.0020329-0.00062604i,-0.0022107+0.00038458i,-0.001278+0.0023288i,-0.00034304+0.0025549i,-0.00079155+0.0016756i,-0.0010272+0.00069737i,1.9761e-05+0.0014005i,0.0008931+0.0023305i,0.00074648+0.0020646i,0.0001536+0.0014592i,-0.00060018+0.00066611i,-0.00071571+0.00017839i,-0.00041303-7.1661e-05i,0.00067532-0.00015646i,0.000369-0.00028244i,-0.00034099-0.00047413i,-7.9838e-05-0.00055341i,-8.6034e-05-0.00029047i,0.00010103-0.00017257i,0.00034186-0.00077299i,0.00021132-0.00075607i,0.00032128-0.00087485i
-0.0013702-0.0016083i,-0.0011613-0.0016836i,-0.0013613-0.0015066i,-0.0013472-0.0013327i,-0.00038622-0.00031218i,-3.7803e-05+0.00013185i,0.00018516-0.00024416i,8.9829e-07-0.00068539i,-0.0010696-0.0007386i,-0.0021418-0.00042289i,-0.0019987+0.000268i,-0.0015454+0.00078918i,-0.00096747+0.00065634i,5.6186e-05+0.00036794i,0.00027382+0.00034657i,-0.00017571-0.00017611i,-0.0004477-0.00062162i,-0.00054749-0.00098589i,3.3896e-05-0.0014399i,0.00086517-0.0007387i,0.00041932+0.00013368i,0.00015875+3.4723e-05i,7.7706e-05-0.00032645i
0.00075466-0.00030259i,-0.00073414-0.00060177i,-0.0012689-0.0016053i,-0.0007909-0.0021741i,-0.00027905-0.00089123i,-0.00065987+0.00023144i,-7.5516e-05+7.6333e-05i,0.00082709-0.00058663i,0.00058548+2.562e-05i,0.0001499+0.00092566i,-0.00074574+0.00087193i,-0.001184+0.00047499i,-0.0010125+0.00053986i,-0.0011073+0.00078611i,-0.0010972+0.00055925i,-0.00039328+0.00025391i,-0.00029567+0.00014699i,-0.00046402-0.00037972i,-0.00059386-0.00096341i,-0.00054174-0.00038221i,-0.00067855-0.0003187i,-0.00038515-0.00024043i,-0.00010131+0.00020241i
-3.2279e-05-0.0030368i,0.00036623-0.0016109i,-0.0010821-0.0020076i,-0.0025643-0.0022322i,-0.0020615-1.865e-05i,-0.00024544+0.0018419i,0.00073883+0.0017583i,0.00043815+0.00066976i,-0.00028643+5.2339e-05i,-0.00045194+0.00023036i,-0.00023072+0.00071953i,-0.00033984+0.00064882i,-0.001033+0.00033618i,-0.001785+0.0004165i,-0.0019875-0.00010126i,-0.0013371-0.0003848i,-0.00053519-0.00047352i,-0.00048139-0.00067197i,-0.00015452-0.00036306i,-6.4045e-05+0.00048827i,-0.00011972+0.001275i,-0.00030645+0.00090229i,-0.00091833+0.00079986i
0.0013295-0.0017201i,0.001573-0.0015451i,0.00092435-0.0012393i,0.000293-0.00030507i,0.00096963-0.00014295i,0.0011038-0.00033313i,0.00042396-0.00052466i,0.00057376-0.00035334i,0.00084432-0.00036842i,0.00037911-0.00055596i,-0.00041863+0.00029472i,-0.0014989+0.00061069i,-0.0013249+0.00019691i,-1.6106e-05+0.00037482i,0.00033942+0.00092748i,9.9062e-05+0.0011043i,0.00012727+0.00092983i,-0.00012988-0.00010211i,3.6807e-05-0.00098395i,-0.0006935-0.00032224i,-0.0010476+9.1416e-05i,-0.00052523+0.00059495i,-0.00029538+0.00087976i
-0.00069168+0.00030775i,-0.00050336+0.00074376i,-0.00024488+0.001716i,0.00087455+0.0014153i,0.0009725+0.0005307i,0.00095938+0.00047166i,0.00076848+0.0008079i,0.00064506+0.00081168i,0.00035536+0.00064669i,-0.00045973+0.0009819i,-0.00091209+0.00121i,-0.00049844+0.0013585i,-0.00030637+0.00090318i,-0.00050412+0.00036504i,-6.7337e-06+0.00022484i,0.00011727+0.00033546i,-8.4148e-05+0.00028169i,0.00016799+6.4607e-05i,0.00064038+0.00060621i,0.00028579+0.0010962i,0.00052402+0.00081025i,0.00097865+0.00052188i,0.00019938+0.00010949i
6.87e-05-0.00072586i,-0.00012511-0.00068666i,2.6245e-06-0.0011413i,0.00017914-0.0021299i,-5.2568e-05-0.00082137i,1.4072e-05+0.00070677i,6.3418e-05+0.00065743i,0.0003269+0.00026226i,0.00036556-0.00026484i,-0.00065024+0.00056801i,-0.0011244+0.00097293i,4.498e-05-4.9902e-05i,0.00060946-0.00048737i,3.6124e-05-0.00016192i,-0.0001642+0.00014461i,-0.00033535-0.0003725i,-0.0010903-0.00079225i,-0.00045328-0.00051435i,0.00031489-0.00027443i,-0.00030935-0.00041664i,-0.00029977-0.00075433i,-0.00058844-0.00098516i,-0.00065919-0.0011408i
0.0014761+0.0014862i,0.0022506+0.00060552i,0.0036275+0.00063512i,0.0031656+6.444e-05i,0.0016908-0.00057332i,9.6045e-05-0.00026626i,-0.0005127-0.0001234i,-0.00016779-0.00059559i,-7.3332e-05-9.1598e-05i,0.0002709+0.00054373i,0.00026239+0.0008919i,-0.00010376+0.00062302i,-0.00079598+8.6368e-05i,-0.00083566-0.00040337i,-0.00031449-0.00090836i,-0.0005652-0.0010249i,-0.0006468-0.0008557i,-9.9692e-05-0.00043631i,-0.00051913+0.00040287i,-0.00035871+0.00037952i,8.5136e-05-0.00028114i,-4.8992e-05-0.00059727i,0.00010339-0.00017041i
-0.00031433-2.055e-05i,0.00030056-0.00057277i,-0.00052978-0.00031335i,-0.00084536-0.00033012i,9.0029e-05-0.00038767i,0.00033423-0.00044731i,0.00030088-9.5291e-05i,0.00040344+0.00054902i,-0.00020645+0.00084537i,-0.00032827+0.00038511i,0.00020092+4.2851e-05i,0.00041111+0.00018763i,0.00052005+0.00022451i,0.0005043+0.00085775i,0.0001893+0.00058748i,-0.00013878-0.00056175i,-0.00037186-0.00053825i,-0.00071508-8.1346e-05i,-0.00064738-0.00014029i,-0.00022635-3.9101e-05i,-0.00024023+0.00043553i,-0.00037845+0.00077472i,-0.00038183+7.3272e-05i
-8.6036e-06-0.00027478i,-0.00040617+0.00024878i,-0.00021103+0.00093032i,0.0001891+0.00083093i,0.0003389+0.0012136i,0.00038876+0.0010375i,0.00080429+2.1395e-05i,0.00033701-0.00072954i,0.00041181-0.00047933i,0.00036028-0.00026936i,0.00028156+0.00027704i,0.00060605+0.00095923i,0.00019235+0.00066303i,-0.00026283+0.00047535i,7.1466e-05+0.0017176i,0.00038134+0.0011203i,-0.00027493-0.00047037i,-0.00068243-0.0006938i,-0.00037192-0.00050433i,-0.00078515-0.00039352i,-0.0011437+2.18e-05i,-0.0003736+0.00072453i,0.00016155+0.00052833i
0.00049099-0.0015539i,-0.00012963-0.001628i,-0.0012609-0.0016197i,-0.0010357-0.001436i,-0.00025374-0.0012154i,-0.00016607-0.00049043i,0.00027952-0.00040258i,0.00020785-0.00057531i,-0.00021287-0.00057683i,6.2068e-05-9.949e-05i,-0.00059199+0.00032617i,-0.0011836-3.0938e-05i,-0.00055344+0.00029258i,-9.2523e-06+0.001252i,-0.00026715+0.00099884i,-0.0008332+0.00013665i,-0.0010014-0.0002524i,-0.0013198+0.00037145i,-0.0011726+0.00056958i,-0.00030344+0.0010824i,0.00055049+0.0015887i,0.000688+0.0010508i,0.00028225+0.0002555i
-0.00059178+0.00011657i,0.00014713-0.00030776i,0.00036553-0.0013187i,0.0011479-0.0022508i,0.0011407-0.0014996i,0.00072142-0.00046324i,0.00052351-3.3883e-05i,0.00037715+0.00050953i,-9.067e-05+0.00070526i,-0.00019867+0.00049035i,3.1973e-06+0.00044482i,3.6524e-05+0.00012118i,0.00033778+0.00027822i,0.00034536+0.00091353i,-0.00078757+0.0011734i,-0.0007575+0.00019593i,0.00043956-0.00097022i,0.00096118-0.00043908i,0.0007667+0.0010198i,5.7552e-05+0.0013172i,-0.00098562+0.00026572i,-0.00092487+0.00011333i,-0.00074376+0.00056272i
-0.00022189+0.00063389i,-0.00040771+0.00056807i,-0.00025052+0.00065899i,-2.6313e-05+0.00048788i,-3.9026e-05-0.00025792i,-0.00011463-0.0002978i,-5.8868e-05+0.00033649i,0.00047465+0.00023178i,0.00048238-0.00013042i,0.00059439+0.00044586i,0.000232+0.0010657i,-0.00092745+0.00063443i,-0.0010316-0.00041155i,-0.00012286-0.00094382i,0.00036216-0.00031765i,-1.9363e-05+8.6842e-05i,-0.00024258-0.00034036i,-0.00083406-0.00082253i,-0.0006673-0.00076928i,0.00054264+0.00011579i,0.00056104+0.00040262i,0.00013012-0.00023927i,0.00039258-0.00057778i
-0.001073+0.00067519i,6.8643e-05+0.00074845i,0.00077804+0.00077602i,0.00080011-0.00031525i,0.0010287-0.00093596i,0.00026512-0.00069323i,-0.00075772-0.00077803i,-0.00072043-0.0011068i,-0.00015741-0.00092561i,-2.5378e-05+0.00018409i,0.00038905+0.0009917i,0.00024956+0.0011733i,-6.6018e-05+0.0011205i,0.0002558+0.00013196i,0.00044136-0.0003398i,-0.00038717-0.00015247i,-0.0011796-0.00077035i,-0.0011853-0.0017977i,-0.00042912-0.0011198i,0.00033036+0.0002317i,5.1478e-05+0.0006278i,-0.00024234+0.00025787i,1.6161e-05+0.00031868i
-0.0017829+0.00099171i,-0.00086331+0.0012179i,-0.00069903+0.0024211i,8.5567e-05+0.0027002i,0.0011254+0.0025866i,0.001016+0.0024647i,0.00049317+0.0010759i,0.00030983-2.7684e-05i,0.00027768+2.7213e-05i,1.9132e-05+0.00015278i,0.00016858+0.00073202i,-6.3091e-06+0.0012634i,5.1488e-05+0.0010733i,0.00023076+0.00057735i,0.00044685+0.00033957i,0.00035413+0.00046494i,-0.00030557+0.00061123i,-0.00012216+0.0006008i,-6.6669e-05+9.5944e-05i,-0.00055339-0.00052235i,0.00013181-0.00057328i,0.00037594-5.1453e-05i,-0.00038879+0.00030891i
0.00084627-0.00056353i,0.00073614-0.0013446i,0.00074027-0.0017682i,0.0010089-0.0015141i,0.00093794-0.00071249i,0.00041434-0.00027603i,0.00020761-0.00089052i,-0.00032414-0.0013019i,-0.00027894-0.00043577i,0.00011818+0.00090256i,-4.3677e-06+0.00097918i,2.1752e-05+0.0004586i,-0.00035477+0.0002083i,-0.00072453-0.00010735i,-0.00091787-9.0865e-05i,-0.00058689-0.0001112i,-1.247e-05-0.00039438i,0.00021719-0.00030685i,6.7822e-05-0.00018636i,-0.00021111+0.00019562i,-0.00023165+0.0010761i,-0.00034814+0.00076375i,-0.00020457+0.0002852i
-0.00075681+0.001915i,-0.00034167+0.0027221i,0.00089444+0.0033029i,0.0014127+0.0029277i,0.0016577+0.0020119i,0.0016846+0.00084559i,0.00046643+5.4227e-05i,-0.00010564-0.00041417i,-7.5154e-05-0.00010046i,-0.00032809+0.00051275i,-0.00030515+0.00093157i,-1.2504e-05+0.00059456i,-0.00034589-1.3971e-05i,-0.00075146-0.00033516i,-0.0006989+0.00046582i,-0.00028211+0.00089139i,-0.00013357+2.0587e-05i,7.4048e-05-0.00043487i,0.00047612-0.00014862i,-0.0002674+3.8988e-05i,-0.00010791-0.00016469i,0.00088686-0.00044111i,0.00053843+0.00016828i
-0.00030856-0.0015644i,-0.00087868-0.0016919i,-0.00089022-0.0012361i,-0.00014244-0.0015828i,0.00014089-0.0013691i,0.00013248-0.00059229i,0.00036068-7.5277e-05i,0.00087443+0.00034054i,0.00025508+0.00087873i,-0.00092919+0.001729i,-0.0012974+0.0019318i,-0.001015+0.00076105i,-0.00076663-1.2778e-05i,-0.00029384+0.000391i,-0.00014698+0.00051363i,-0.00045349-3.5711e-06i,-0.00088623-0.00082923i,-0.0010411-0.0010163i,-0.00070399-0.00095677i,-0.00036864-0.0012373i,-0.00034901-0.00066058i,-0.00024614+0.00011772i,-0.0002609+0.00029356i
0.0005253-0.00020364i,0.00058866-0.00060333i,0.00010088+0.00029156i,0.00054108+0.0013342i,0.0023922+0.0013801i,0.0020811+0.0003194i,0.00094877-0.00054109i,0.00065271-0.00063253i,0.00043849+0.00014296i,0.00023861+0.00052199i,0.00031696+0.00046312i,-0.00048473+0.00010429i,-0.0013941+0.0006145i,-0.00093308+0.0011192i,-0.00088677+0.00060084i,-0.00097134+1.1464e-05i,-0.00091861-0.0001707i,-0.00083727+0.00020847i,-0.00023922+0.00047554i,0.00025707+0.00032023i,2.5988e-05-0.00055357i,0.00020678-0.00028593i,0.00036341-6.7046e-05i
-0.00041044-0.0024641i,-0.00061555-0.0017453i,-0.00076242-0.0014926i,-0.00115-0.001906i,-0.00043419-0.0018229i,6.6641e-05+2.5502e-05i,2.3922e-05+0.00065715i,0.00057565+0.0003949i,0.00076259+0.0002602i,-0.00011084+0.00025834i,-0.00048847+0.00044867i,-0.00029524+0.00070542i,-6.98e-05+0.00095095i,-0.00056348+0.00045723i,-0.00097703-0.00023701i,-0.00035377-0.00052767i,5.6134e-06-8.4325e-05i,-0.00036269-8.1681e-05i,-0.00020804-0.00023254i,0.00020543+0.00010468i,-0.00018424+0.00068407i,6.5675e-05+0.00073238i,0.00063481+0.00019792i
-0.00036656-0.00084424i,-0.00016169-0.00019186i,-0.00099914+0.00053518i,-0.0021246+0.0014697i,-0.0015445+0.0010012i,0.00034877-0.0001204i,0.001336-0.0010358i,0.00094164-0.0013055i,0.00086858-0.00072978i,0.00060907+0.00013341i,-0.00027491+0.00023266i,-0.00035843+0.00018193i,-0.00027479+0.00047483i,-0.00044574+0.00065088i,-0.00027711+0.00090302i,5.4265e-05+0.00063767i,-2.3381e-05+0.00026827i,-0.00080166+5.6859e-05i,-0.00081277-0.00047878i,-0.00032009-0.00076956i,0.00031183-0.00058724i,0.00063849-0.00030028i,0.00019242-0.00029803i
0.00018904-0.0030105i,-0.00092409-0.0026866i,-0.00093457-0.0029276i,-0.0012891-0.0025042i,-0.0027579-0.00098939i,-0.0018812+0.00072667i,-0.00014676+0.000788i,-0.00035933+5.4943e-05i,-0.0007007-0.00051855i,-0.0010257-0.0010127i,-0.0016885-0.00050615i,-0.0018798-9.7043e-05i,-0.0014504+0.0002703i,-0.00056617+0.00056095i,-0.00058601-0.00018948i,-0.000646-0.00056668i,-0.00046067-0.00038243i,-0.00038096-0.00072161i,-0.00031408-0.00048i,-0.00047494+0.00023753i,7.0189e-05+0.00084044i,0.0004805+0.0010746i,-0.00052415+0.00052472i
0.00073385-0.0021369i,0.00073665-0.0022897i,0.00035048-0.0020372i,-0.00061317-0.0019408i,-0.000855-0.00033809i,0.00027712+0.0014431i,0.00019799+0.00067612i,5.5746e-05-6.7996e-05i,0.00034689+0.00036693i,-0.00016344+0.0004852i,-0.00040994+0.00025484i,-0.00057398-0.0002324i,-0.0011302-1.2364e-05i,-0.0011839+0.0006566i,-0.00069255+0.00093816i,-0.00050165+0.00083122i,-0.00086187+0.00040444i,-0.00059731-2.761e-05i,-1.7723e-06-0.00049942i,0.00070447-0.00046271i,0.0012772+0.00013297i,0.00045876+0.00021793i,-0.00031784-0.0002441i
-0.00049537+2.5215e-05i,0.00072955+0.00018335i,0.00092074+0.00062262i,0.00093809+0.0014132i,0.0014583+0.0017202i,0.0013664+0.00038936i,0.00027776-0.00013445i,-0.00013943+0.00043476i,-0.00017155-0.00013815i,-0.00060835-0.00030692i,-0.00011655+0.00058053i,0.00019193+0.00089977i,0.00015955+0.00030933i,-4.8174e-06-3.0917e-05i,-0.00060826-0.0001892i,-0.00069243-0.00048868i,-8.8513e-05-0.00031719i,-0.00059952-0.00010916i,-0.0012349-0.00016955i,-0.0006878-0.00030686i,8.2314e-05+6.1376e-05i,0.00036583+0.00047255i,0.0012739-0.00028642i
-0.001809+0.0015945i,-0.00018311+0.002493i,0.00034124+0.0039864i,0.00039605+0.0034314i,0.00061277+0.0011078i,0.00028668-0.0001477i,-9.2091e-05-0.00076771i,6.6572e-05-0.0013497i,0.00037329-0.00070724i,0.00047427+0.00053341i,0.00070945+0.0010667i,0.00064437+0.0010108i,0.0003748+0.00090163i,-0.00020088+0.00011247i,-0.00077285+0.00019326i,-0.00077951+0.00080116i,-0.000667+0.00061912i,-0.00094408-0.00021093i,-0.0015942-0.0010596i,-0.0013837-0.00083411i,-0.00091132-1.1277e-05i,-0.00066705+0.0011221i,-7.9988e-05+0.0017603i
-0.0018132-4.8015e-06i,-0.0020105-0.00074379i,-0.0025882+0.00099246i,-0.0018582+0.0024048i,-0.0010119+0.0016521i,0.00020638+0.00048386i,0.00078553-0.00032366i,0.00064313-0.00047739i,0.00068186-8.0833e-05i,0.00021395-4.9221e-05i,-0.00063542+0.0001851i,-0.00049704+0.00052919i,-0.00065496+0.00034572i,-0.0014189+0.00022188i,-0.0010267+0.00066972i,5.0529e-06+0.00062553i,-0.00028022+5.1771e-05i,-7.4949e-05-0.00014795i,-0.00021564-0.00035167i,-0.00077365-3.378e-05i,-0.00017956+0.00057971i,0.00051146+0.001055i,0.0005596+0.0012159i
-8.1607e-05-0.0014794i,0.00096483-0.0020037i,0.002566-0.0013185i,0.0024848-0.00097702i,0.0015872-0.00081736i,0.0017732-0.00051131i,0.0014171-0.00019295i,0.00065807-0.00042477i,6.4247e-05-0.0006236i,-0.00024126+1.647e-05i,0.00012008+0.00023975i,9.4393e-05+0.00035725i,0.00010473+0.00073002i,0.00038958+0.00033202i,-3.3864e-05-0.00025599i,0.00035599-0.00065926i,0.00055-0.00068267i,3.4215e-05-0.00070963i,-0.00043287-0.00066201i,-0.00074829-0.00064433i,0.0001416-0.0011276i,0.0005984-0.00053306i,0.00013155+0.00047644i
0.0010704+0.0016328i,0.00084672+0.0021222i,0.0014048+0.0024844i,0.0019129+0.0010617i,0.0013128-0.0011672i,0.00044511-0.0016995i,0.00038352-0.0011802i,0.00039966-0.0013555i,0.00025736-0.00028647i,-4.5718e-05+0.0010898i,-0.00031404+0.0010356i,-0.00089299+0.00073065i,-0.00069757+0.00049757i,-2.7508e-05+2.9333e-05i,0.00016967-0.0005525i,-7.1447e-05-0.00073496i,0.00014787-0.00095707i,0.00025126-0.0015698i,-0.00032902-0.0010371i,-0.00030112-0.00047167i,0.00023833-0.00053793i,-4.0788e-05-0.0008958i,-0.00033739-0.00054728i
0.00035796-0.00042841i,0.00074963-0.00012436i,0.00094297-0.00093941i,0.0017543-0.0013488i,0.0020886-0.00099399i,0.0014595+0.00053862i,0.00024273+0.00092748i,-0.00022853-3.6113e-05i,0.00044012-5.4302e-05i,0.00038909+0.00096565i,-0.00013318+0.00091159i,-0.00037133+0.00060752i,-0.00034515+0.00074544i,-0.00092375+0.00060998i,-0.00087549+0.00029548i,-0.00029239+0.00035525i,-0.00035446+0.00023684i,-0.00083936+7.7105e-05i,-0.00071705+0.00088568i,-0.0004348+0.00046984i,-0.00083774-0.00095354i,-0.00056724-0.0012624i,0.00045029+0.00020146i
-0.0011539+0.00012904i,-0.00085162+0.00023171i,-0.0011029+0.00069397i,-0.0013912+0.00095244i,-0.00094851+0.0011859i,2.5324e-06+0.0013717i,0.0002877+0.00072314i,-0.00071831+0.0002097i,-0.001024+0.000364i,-6.427e-06+0.00075902i,0.00022649+0.0006639i,-2.971e-05+0.0011238i,-0.00045594+0.001034i,-0.00079416+0.00014599i,-0.00081131+7.6964e-05i,-0.00069105+0.00047929i,-0.00094437+0.00070249i,-0.0010634+0.00093584i,-0.00046079+0.00050316i,0.00033643-0.00012675i,0.0005315+0.00020959i,0.00061715+0.0007375i,0.00062104+0.00086855i
0.0010052-0.00050951i,0.0015919-0.00066214i,0.0022807+7.259e-05i,0.0018647+0.00043536i,0.00064951-0.00032058i,-0.00011309+0.00014527i,-0.00019247+0.00066939i,0.00053011+0.00039292i,0.00095526+0.00055267i,0.00081655+0.00062235i,0.00089266+8.2221e-05i,0.00021439-0.00041037i,-0.00023487-0.00054673i,0.00020149-0.00071267i,0.00048868-0.00047902i,-0.00036486+0.0003396i,-0.0013424+0.00030944i,-0.0011665+0.00027654i,-0.00022219-0.0002313i,0.00024897+0.00030035i,0.00024501+0.0012533i,-0.00033558+0.00055941i,-0.00019484-0.00025128i
-0.00014033-1.9654e-05i,0.00013811+0.00054307i,-0.00023344+0.00040637i,-0.00092613+0.00028016i,-0.0010046+0.00076184i,-0.00027444+0.00074145i,4.5866e-05+0.00050731i,0.00054042-0.00024311i,0.00053078-0.00030463i,-0.00024335+0.00012254i,-0.00040901+0.00088233i,-5.6329e-05+0.0018186i,-0.00050622+0.0014311i,-0.00079972+0.00071164i,-0.00099463+0.00050768i,-0.001079-0.00021275i,-0.00060521-0.00032485i,-0.00064522-0.00041059i,-0.00033739-3.8303e-05i,0.00036036+0.00068912i,0.00057022+0.000448i,0.00029762+0.00023539i,0.00042349+2.8144e-06i
0.00033273+0.00010188i,0.00054271+0.0010965i,0.0017916+0.00091653i,0.0025704-0.00012093i,0.0015889-0.0012217i,0.00098208-0.0014948i,0.00075176-0.00060935i,0.00060507-0.00040547i,0.00050579-0.00011888i,-1.9842e-06+0.00049891i,-0.00051958+0.0014108i,-0.00047503+0.0011666i,-0.0006602+0.00025375i,-0.00072632+5.2263e-08i,-0.00050696-0.00012415i,-0.00032979-7.9475e-05i,-0.00040349+0.00045437i,-0.00052147+0.0009386i,-0.00073129+0.00059353i,-0.00057376+0.00034867i,0.00075141+0.00011913i,0.0010995+7.6408e-05i,0.00030622+0.00071564i
-0.00014332-2.2061e-05i,-0.00043513-0.00021712i,-0.00072017-7.6926e-05i,-0.00088627-0.0002554i,-0.00038344-0.00048922i,-0.00027186-0.00020279i,-0.00089787-0.00053602i,-0.0011267-0.00053606i,-0.00082758-0.00052332i,-0.00054274-0.00026352i,-0.00051297+0.00010191i,-0.00024634-9.452e-05i,-0.00035352+0.00019461i,-0.00040637+0.00063264i,-0.00029138+0.00059882i,-0.00029337+0.00093161i,-0.00043491+0.00087607i,-0.00018219+5.0229e-06i,0.00040593-0.00024808i,0.00055568-3.58e-05i,-0.0006002-0.00056549i,-0.00049138-0.00068225i,0.00028251+3.2352e-05i
-0.00094162-0.0022711i,-0.00027387-0.0020237i,-0.00019322-0.0011284i,-0.00048728+0.00040842i,0.00035967+0.0013445i,0.00014612+0.0016257i,0.00037336+0.0012357i,0.0011521+0.0011492i,0.00031698+0.00052319i,6.2293e-06+2.0856e-05i,-0.00016349+0.00052369i,-0.00092608+0.0010143i,-0.0014932+0.0011116i,-0.001221+0.00073379i,-0.001003+0.00067182i,-0.00071544+0.00088013i,-0.00068442-7.8155e-05i,-0.00081601-0.00063531i,-0.00026647-4.2075e-05i,1.672e-05+0.00061068i,-0.00024604+0.00056809i,-0.0007287+0.00055109i,-0.00031081-6.0369e-05i
-0.00038087-0.0010425i,-0.00072319-0.0011013i,-0.00048908-0.0022277i,-0.00066988-0.0026821i,-0.001197-0.0018474i,8.6668e-05-0.00014371i,0.0011022+2.0366e-05i,0.00078706-0.0004237i,0.0003777+8.5953e-05i,-0.00039808+0.00023315i,-0.00059331+4.1667e-05i,-9.0153e-05+0.00054387i,-0.00018122+0.00065557i,-0.00050411+0.00027073i,-6.643e-05+0.00031409i,7.0932e-05+0.00045112i,-0.0011248+0.00047817i,-0.0018427+8.2509e-05i,-0.0012356-0.00047347i,-0.00045569-0.00014588i,0.00042226+0.00010127i,0.00074935-0.00067113i,0.0010231-0.00050974i
-6.4064e-05-0.00035093i,0.00039152-0.00027323i,0.00097366-0.00019834i,0.0013191-9.4286e-05i,0.00018409-0.00048903i,-0.00017472-0.0010696i,0.00064063-0.00083992i,0.0007627-0.00067863i,0.00018149-0.00049156i,-0.00088259-0.00031851i,-0.0018995-4.2747e-05i,-0.001717+0.00031778i,-0.0010314+0.00017896i,-0.00095462-0.00042135i,-0.00090631-0.00030669i,-0.00055456+0.00031519i,-0.00080432+0.00077239i,-0.00056392-1.8587e-05i,-0.00031171-0.00078797i,-0.00023782-0.0004569i,-0.00033487-0.00035216i,-0.00089127-0.00065109i,-0.0005904-0.00079357i
-0.00022027+0.00050197i,-0.001111+0.00071729i,-0.0017275+0.0013892i,-0.0015156+0.00082161i,-0.00060424+0.00048533i,-0.00041114+0.00080278i,-0.00039914-0.00047006i,0.00012581-0.00094431i,0.00014436+0.00074549i,-0.0005404+0.0016348i,-0.00068416+0.0013741i,-0.00065381+0.0011672i,-0.00099414+0.001368i,-0.00069055+0.001019i,-0.00088777+0.00017319i,-0.0010558+0.00016338i,-0.00067796+7.404e-05i,-0.00047985+0.00011957i,-0.00065883+0.00014553i,-0.00049681-0.00043665i,6.0856e-05-0.0009121i,-0.00035621-0.00097975i,-0.0002821-0.00054451i
0.00027816+0.0014397i,-0.00046333+0.0014411i,-0.00013403+0.0023948i,0.0005057+0.0025969i,0.00023039+0.0013302i,0.00027321+0.00088799i,0.00040852+0.00066314i,0.00032797+0.00077853i,8.4348e-05+0.0015077i,0.00012625+0.0017576i,0.00021537+0.0013962i,1.894e-05+0.00052247i,-0.00040039+0.00046569i,-0.00026498+0.00093758i,-0.00016774+0.00096968i,-0.00045319+0.00058103i,-0.00052109-8.8601e-05i,-0.00028459-0.00044002i,-0.00011018-0.00096742i,0.0002028-0.00062338i,-1.3972e-05+0.00022399i,-0.00023038+0.00028482i,0.00025842-0.00025324i
-0.0018238+0.00016425i,-0.00062012+0.00011819i,-0.00059667+0.00047597i,-0.0005828+0.0011674i,0.0002727+0.0012971i,0.00062892+0.0011866i,0.0010354+0.00030156i,0.00091395-0.00034182i,0.00040672-5.2284e-05i,0.00010511+0.00020277i,-0.00046748+0.00062131i,-0.00076763+0.00061618i,-0.00085257+0.00073451i,-0.001201+0.0005637i,-0.00092689-0.0003511i,-0.00046899-0.0006247i,-0.00027699-0.00028735i,-0.00042205-5.0604e-05i,-0.00035085+7.2857e-05i,-7.8799e-05+0.00023654i,0.00018532+0.0004261i,0.000595+0.00060194i,0.00054761+0.00031916i
-0.00031011-0.00075254i,0.00023538-0.00042926i,-0.00075302-0.00094513i,-0.0009359-0.00086715i,-0.00094757-0.00054157i,-0.00073868+0.00022329i,0.00058053+0.00057393i,0.0013707-9.0964e-05i,0.00035071-0.00055448i,-0.0012771-0.00047488i,-0.0011876-6.1488e-05i,-0.00038611+0.00031618i,-0.00095776+6.0828e-05i,-0.0010959-0.00030164i,0.00030879-3.4906e-05i,0.00058345+0.00031943i,-0.00041405+0.00031207i,-0.00038902-0.00033577i,0.00055475-0.00075891i,0.0006248+8.5557e-06i,0.00020531+0.00064066i,0.00024064+0.00088996i,0.00068989+0.00054975i
0.0011281+0.00090442i,0.00077469-7.2928e-05i,0.0020294-0.00057402i,0.0024038-0.00064297i,0.0017544-0.00053955i,0.0010847-0.00040297i,0.0011582-0.00045906i,0.0012695-0.0006596i,0.0011186-0.00037846i,2.1977e-05+0.00079885i,-0.00095922+0.0016679i,-0.00054224+0.0014093i,0.00022901+4.0105e-05i,0.00051174-0.00074507i,0.00023223-0.00039129i,-0.00037849+0.00021169i,-8.7613e-05+0.00084762i,0.00036615+0.00067839i,0.00076461+0.00031104i,0.00034302+0.00019238i,0.00019988+0.00054391i,-0.00010473+0.00086252i,-0.00046101+0.00058054i
0.00081248+0.0014296i,0.00063378+0.00057613i,0.00073019-0.0004308i,0.00029553-0.0011037i,0.00010444-0.00091033i,0.0010335-9.2169e-05i,0.0013932+0.00015031i,0.00069625-0.0003284i,0.00012632+5.3223e-05i,-0.0001622+0.00043813i,0.00012076+0.0006707i,0.00020903+0.00083208i,-0.00087443+0.00072958i,-0.0012484+0.00065153i,-0.00061661+0.00045105i,0.00023643-8.9534e-05i,0.00034384-0.00027463i,-0.00037819-0.00021826i,-0.0010427-0.00012538i,1.4535e-05+0.00017963i,0.00050045+0.00024865i,-0.0003598-5.1256e-05i,-0.00021878-0.00012471i
