-0.0020231+0.0010112i,-0.00024891+0.0002944i,-0.00085851-0.00013717i,-0.00053131+0.00019054i,2.9897e-07+0.001392i,-0.00039428+0.0012822i,-0.00077908+0.0013402i,-0.00036862+0.0020916i,-0.00010743+0.0015285i,-1.4107e-05+0.00058946i,4.9572e-05+8.9811e-05i,-0.00047339-0.0003308i,-0.00078549-0.00047057i,-0.00073999-0.00091869i,-0.00093672-0.00044912i,-0.0010625+0.00051683i,-0.0004665+0.00051107i,1.6981e-05+0.00018248i,-0.00021606-0.00035758i,-0.00060752-0.0010455i,0.00032732-0.00089174i,0.00089391-0.00020889i,-0.00021449+0.00022766i
0.0010162-0.00081137i,0.00099966-0.001196i,-0.00063204-4.397e-05i,-0.0012035+0.00078588i,-0.0011768+0.0009036i,-0.0012769+0.00080792i,-0.0010639+0.00032815i,-0.00078877+7.2227e-05i,-0.00016067+0.00016922i,-0.00016544+0.0010317i,-0.00013626+0.0015329i,0.00066853+0.0011996i,0.00061629+0.0010225i,0.00015016+0.00091769i,0.00016862+0.00037797i,0.00020063+0.00011639i,-0.00037229+0.00069069i,-7.6853e-05+0.00081452i,7.2906e-05+0.00030818i,-0.00045599-0.00047965i,-0.00025852-0.00061303i,-0.00032847+0.00063965i,-0.00025031+0.0005976i
-0.00058846-0.00034446i,-0.0001297+0.00052579i,-0.000671+0.0013018i,0.00037906+0.0020446i,0.0013012+0.0015724i,0.00099538+0.00064089i,-0.00020405+0.00041481i,-0.0011598-0.00015445i,-0.00030986-0.00055058i,0.00014536+0.00038096i,1.8209e-05+0.00092761i,0.00052124+0.00054714i,0.00082183+0.00070438i,0.00054887+0.00099407i,-0.00032828+0.00076828i,-0.00063533+9.4814e-05i,8.0008e-05-0.00062694i,0.00046918-0.0011946i,-0.00013566-0.0014395i,-0.00012622-0.0010695i,-3.7558e-06-0.00042384i,4.7883e-05-0.0003083i,5.969e-06-0.00041833i
0.00082615+3.9279e-05i,0.0010209-0.00052598i,0.00063787-0.00091651i,0.0010898-9.3151e-05i,0.001455-0.00028894i,1.9983e-05-0.0010951i,-0.0013078-0.0011366i,-0.0014175-0.0012177i,-0.00024291-0.0011961i,0.0010731-0.00087057i,0.0010241-0.00040979i,0.00023816-2.5913e-05i,-0.00044327+0.00043865i,-0.00056483-8.9608e-05i,-0.00030004-0.0006883i,-0.00031397-0.0007636i,-0.00051758-0.00024196i,-0.00016516+0.00086372i,-8.894e-05+0.0012743i,-6.1679e-05+0.00058786i,0.0001549+9.4862e-05i,0.00013674-0.00012473i,0.00049379-0.00024521i
-0.0010248-0.00059217i,-0.0016716+0.001173i,-0.001905+0.0021049i,-0.00079411+0.0011831i,-5.7152e-05+0.00061144i,0.00088956+0.00021412i,0.0011526-0.0006898i,0.00086083-0.00088292i,0.00058252-0.00084147i,-0.0004647-0.00097207i,-0.00038887-0.0010231i,7.7485e-06-0.0015955i,-0.0005647-0.0013234i,-0.00073755-0.0015812i,0.00019324-0.0010846i,0.001082+0.00031019i,0.00085884+0.0010322i,0.00027305+0.00079577i,-0.00013905+0.00056761i,-0.00029442+0.00041823i,-0.00013481-0.00076442i,0.00055572-0.0016463i,0.00088643-0.00069372i
0.00073959+0.0011333i,0.001058+0.0007603i,0.0014227+0.00060201i,0.00094868+0.0016635i,0.00083933+0.0021148i,0.0017747+0.00091881i,0.0016632-0.000175i,0.00077675+9.437e-05i,-1.5988e-05+0.00089243i,-0.00083338+0.0013091i,-0.00092176+9.2638e-05i,-0.00077632-0.00076321i,-0.00034907-0.00054883i,0.00074887-0.00084259i,0.00088002-0.00075818i,0.00077149-0.00041122i,0.0014273+0.00023227i,0.0015111+0.0010601i,0.00092311+0.0011004i,0.00011444-0.00011243i,-9.3027e-05-0.00071412i,0.00031752+0.00034322i,0.00032354+0.00036425i
-0.00067831+0.0021335i,-0.00016488+0.0018342i,0.00057115+0.0019234i,0.0011111+0.0011667i,0.00059411-0.00068633i,0.00027749-0.0017432i,-0.00024129-0.00038617i,-0.00090834+0.00098468i,-0.0011107+0.00026599i,-0.0011953-0.000539i,-0.0019015+6.949e-05i,-0.0018874+0.00070425i,-0.00067625+0.00084885i,0.00010739+0.0014136i,-0.00015461+0.0019621i,-0.000346+0.0015367i,0.00057144+0.0010029i,0.00072254+0.0002313i,0.00081847-0.001026i,0.0011553-0.00093579i,0.00098213+0.00012266i,0.00038439+0.00010278i,-0.00042946-0.00039746i
0.00095929+0.0009048i,0.0014908+0.00071837i,0.00085208+0.00088136i,-0.0001198+0.0020032i,-0.00076666+0.0022776i,-0.00088187+0.0013456i,-0.00096938-1.067e-05i,-0.0013472-0.0014288i,-0.00069692-0.0019145i,0.00032606-0.0018021i,-0.00025213-0.00034724i,-0.00119+0.0013614i,-0.0010711+0.0013994i,-0.0012894+0.0011954i,-0.00054475+0.0011056i,-1.121e-05-5.9881e-05i,-0.00020669-0.00058549i,-0.00015084-0.00034424i,-0.00018859-0.00067304i,0.00047781-0.00094298i,0.0011115-0.00062296i,0.00053199-0.00077291i,8.5379e-06-0.00045865i
0.00088416-0.00090269i,0.0010337+0.00019825i,0.00071805-0.00016339i,0.00038504-0.00051473i,-0.00036606-2.7586e-05i,-0.001334-0.00034167i,-0.0015766-0.00094369i,-0.0004333-0.001563i,0.002148-0.0012981i,0.0033207-0.00041004i,0.0018686+0.00017134i,0.00048847+0.00065512i,8.8309e-06+0.0005814i,-0.00025773+0.00083214i,-0.00036424+0.00067815i,-8.9772e-05+9.4771e-05i,0.00030202+9.5169e-05i,-0.00012399-9.0237e-05i,-0.00031697-0.0004415i,-0.00044097-0.0010321i,-0.00054341-0.0013961i,9.4279e-05-0.00072999i,0.00083948-0.00015348i
0.00045972-0.0022314i,0.00084481-0.0010419i,6.2043e-05-0.0010408i,-0.00046875-0.00052824i,-0.00048177+0.00019986i,-7.7351e-05-6.2724e-05i,0.00033583-0.0010088i,0.00088319-0.0018686i,0.0016521-0.001277i,0.0020816-0.00052202i,0.0013925-0.00079244i,0.00077234-0.0012605i,0.0002684-0.0017695i,0.00015665-0.0018128i,0.00078243-0.00098009i,0.00083494-0.00017609i,0.00017964+0.00039709i,0.00079284+0.00095858i,0.0012414+0.0013198i,0.00033137+0.00077387i,0.00013145+0.00049271i,0.00047278+0.00012839i,0.0003923-0.00041369i
-0.0014246-0.00093076i,-0.0022928-7.0521e-05i,-0.0028567+0.00097064i,-0.0018596+0.001858i,-0.00039468+0.0019606i,0.00036634+0.0013413i,0.00016444+0.00097309i,-0.00016564+0.0011565i,-9.8689e-05+0.00050727i,1.6798e-05-0.00033231i,0.00088867-0.00095878i,0.0011897-0.0019592i,0.00097202-0.0025379i,0.0011388-0.0018779i,0.00080124-0.0012967i,0.00011028-0.0010966i,-1.4066e-05-0.00025877i,0.00027634+0.00024422i,0.00010247+0.00012869i,-0.00021802-2.3817e-05i,0.00029314-0.00087076i,0.00026559-0.0011998i,0.00044396-0.00081236i
0.0018576-0.0022509i,0.0020763-0.0020921i,0.00040367-0.0017507i,-0.00013013-0.00078348i,-9.5593e-05-0.00013858i,-0.00090598+0.00028559i,-0.0013094+0.00070189i,-0.0011906+0.00048279i,-0.0016453-0.00018625i,-0.0016584-0.00036886i,-0.0012797-0.00089058i,-0.0010099-0.0013612i,-0.00010618-0.0010368i,0.00037322+8.6198e-05i,1.8696e-05+0.000865i,-0.00010919+0.00069849i,-9.8505e-05+0.0002053i,0.00046154+3.2926e-05i,0.0010489-0.00023152i,0.00074931-0.00056911i,0.00052743-0.00044232i,0.00021773+2.9379e-06i,-0.00017824-0.00032577i
-0.00051088+0.00032893i,-0.0011933+2.9515e-06i,-0.002439+0.00047163i,-0.0019493+0.001272i,-0.0010807+0.0012832i,-0.0010464+0.00059905i,-0.0016069-0.00025319i,-0.0016257-0.0010378i,-0.0012192-0.0015253i,-0.00087527-0.00055127i,-0.001577+0.00079626i,-0.0016904+0.0014382i,-0.0013606+0.0018121i,-0.0006964+0.0010683i,0.00067814+0.00057259i,0.00085425+0.00061464i,0.000489-0.00041913i,-7.4648e-05-0.00076929i,-0.00041607-0.0001877i,0.0002817+0.00010067i,0.00049993+0.00029029i,0.0005594+0.00045009i,0.00055435+0.00051901i
-0.00097295+0.0008165i,-0.0012728+0.00025886i,-0.00045218-0.00039718i,0.00024298+0.0001929i,0.00090606+0.00063395i,0.00088259-3.0203e-05i,0.0001113-2.7546e-05i,0.00061542+0.00027259i,0.0013118+0.00024994i,0.00053466+0.0003016i,-0.00095118+0.0011008i,-0.0015839+0.0020193i,-0.0017232+0.0010872i,-0.0018009+0.0001194i,-0.00068696-3.4716e-05i,0.00024343+7.7143e-05i,0.00025275+0.00054551i,-0.00019462+0.00064176i,-0.00039204+9.919e-05i,-0.00040906-0.00023529i,-0.00047939+0.00049303i,0.00033824+0.0014609i,0.00063971+0.0011045i
0.0023503-0.00096331i,0.0024319-0.00057755i,0.0013507-0.0007993i,-0.00063205+5.1965e-05i,-0.0016219+0.00078434i,-0.0011552+0.00063752i,-0.00044757-0.0002022i,0.00073432-0.00014567i,0.0020636+5.6531e-05i,0.0014016+0.00027287i,0.00019598+0.00043475i,-0.00013181+0.00014367i,-4.8807e-05-0.00039267i,-9.075e-05-0.00019237i,-0.00028061+0.00078082i,-0.000369+0.0010885i,-0.00071695+0.00015832i,-0.0006121+8.1497e-05i,0.00011523+0.00099754i,-0.00038896+0.0016702i,-0.00083385+0.0013506i,-0.0006473+1.4133e-05i,-0.0002472-6.0974e-05i
-3.1938e-05-1.3039e-05i,-0.00052949-0.00027339i,-0.00025653-0.00039023i,0.00043604+0.00074819i,0.0002664+0.0010423i,-0.00041882+0.00092987i,-0.00065376+0.00062949i,0.00031061-0.00026666i,4.1933e-05-0.00093408i,-0.00074403-0.0013131i,0.00016197-0.0018475i,0.0015178-0.0016285i,0.0018214-0.0013539i,0.0013585-0.0010312i,0.00048544-0.0011227i,-0.00025464-0.0012047i,-0.00072334-0.00076354i,-0.0008062-0.00036749i,-9.6514e-05+0.00021557i,0.00034657-0.00032106i,-3.0556e-05-0.00087615i,-3.9181e-05-0.00028432i,0.00017672-3.1512e-06i
0.00063578+0.00012224i,0.0020703-0.00069696i,0.0027799-0.00041956i,0.0030308+0.00036755i,0.0021649+0.0010208i,0.00025181+0.0005541i,-0.00082398-0.00060646i,-0.00038384-0.0017161i,9.387e-05-0.0023055i,0.00024365-0.0026359i,0.0007882-0.002708i,0.00082682-0.0018491i,0.001033-0.0009194i,0.0006998-0.00097003i,8.8222e-05-0.0010659i,-3.0649e-05-0.0009737i,-0.00030122-0.00070516i,4.4602e-05-0.00031314i,0.0004577-2.503e-05i,0.00019708-0.00057375i,-9.0655e-05-0.0014185i,-0.00031981-0.0012155i,-0.000204-0.0003277i
-0.00040769-9.8102e-05i,-0.0015882+0.00091077i,-0.0015031+0.0015584i,-0.0013947+0.00040179i,-0.0011381-0.00037976i,-0.00060041-0.00064343i,-0.00051622-0.0012722i,0.00061548-0.0018522i,0.0019052-0.0017116i,0.0012523-0.0010007i,-0.00044104-0.00070274i,-0.000854-0.00069021i,-0.00052067-0.0001079i,-0.0002675+0.00022288i,-0.00038121-0.00023716i,-0.00023763-0.00047638i,-0.00032331+0.00013323i,-0.00085049+0.00019386i,-0.00050321-0.00030536i,-2.9281e-05-0.00099235i,0.00098299-0.00099249i,0.00096483-8.6814e-05i,-4.1379e-05+0.00038338i
0.0012778-0.00030945i,0.0013179-0.00078128i,5.14e-05-0.001422i,-0.0016039-0.00093679i,-0.0016217-0.00015703i,-0.00030878+0.00071899i,-0.00026101+0.00065879i,-0.00070536+0.00060746i,-2.4855e-05+0.00061852i,-0.00035074+0.00047634i,-0.001542+0.00089777i,-0.001827+0.001202i,-0.0018066+0.00083996i,-0.0015404+0.0006631i,-0.00038224+0.00059582i,0.00048153+0.00061458i,0.0004689+0.0013009i,0.0003199+0.0016633i,-0.00025005+0.00072119i,-0.00084463+0.00013092i,-0.00065668+0.0007948i,-6.9087e-05+0.00068575i,0.00019225-8.7763e-05i
-0.0036217+0.00082321i,-0.003495+0.0022314i,-0.0033221+0.0038116i,-0.0019342+0.0046339i,0.00073024+0.0040557i,0.0019055+0.0020475i,0.0002784-0.00018063i,-0.0013292-0.00088153i,-0.0020979+0.00025109i,-0.0022584+0.0006301i,-0.0010533+0.00018972i,-0.00024489-0.00029767i,-0.00069528-0.00098396i,-0.00078819-0.00076372i,-0.00093681+0.0004401i,-0.00094539+0.00042623i,-0.00023552+0.00086062i,-0.00035042+0.0012814i,-0.00031995+0.00082771i,-0.00035749+0.00085434i,-0.00071073+0.00042161i,-0.00014816-0.00011385i,-0.00019335-0.00022469i
-0.00064003+0.0004953i,-0.00050901-0.00015218i,-0.00069826+0.00045683i,3.2399e-05+0.0012775i,0.0011872+0.0012167i,0.0018697+0.00048009i,0.0013779+0.00084807i,0.00024403+0.0001524i,-0.00089846-0.0013583i,-0.0011393-0.0018831i,0.00028823-0.0018356i,0.0017267-0.0015324i,0.0019719-0.00162i,0.00097024-0.00096287i,0.00036157-0.00090935i,0.00025662-0.00071009i,-0.0002304-3.546e-05i,3.5579e-05+8.9592e-05i,-0.00020083+1.2461e-05i,-0.0011168-7.1917e-05i,-0.00092255-0.00015192i,-5.2772e-05-0.00055865i,-0.00033686-0.00090398i
0.00042241+0.0013386i,0.00099938+0.0016859i,0.0021241+0.001279i,0.0028667+0.0010594i,0.0013087+0.0019058i,-0.00016225+0.0010527i,-0.00030889-0.00033779i,-0.00058389-0.0010928i,0.00049103-0.001635i,0.001356-0.0011962i,0.0018851-0.00094218i,0.0025569-0.00084723i,0.0017045-0.00070954i,0.0008631-0.00050108i,0.00024539+0.00034169i,-0.00050034+0.0011119i,-0.00023454+0.00089734i,-1.0987e-05+0.0003601i,-0.00033646+0.00017955i,-0.00075401-0.00011307i,-0.00022735-0.00037298i,0.00094439-0.00021012i,0.00087551-0.00019641i
-0.0021733-4.262e-05i,-0.0029399+0.00082979i,-0.0029954+0.0012974i,-0.002061+0.0015562i,-0.0012762+0.0012925i,-0.00026631-0.00029039i,0.00099018-0.0014793i,0.0017448-0.0012536i,0.0011809-0.0011284i,0.00073828-0.00055937i,0.0002781+4.1459e-05i,-0.00011637+0.00031087i,-0.00046213+0.0001492i,-0.0010498-0.00073211i,-0.00039158-0.000497i,-0.00013931+0.00059759i,-0.00054661+0.00027812i,-0.0001928-0.00011565i,-0.00010713-0.00014492i,7.3082e-05-0.00028782i,0.0001974+0.00033137i,0.00041006+0.00071243i,0.00036695+0.00057628i
0.00033372+0.0027694i,0.00074238+0.0029247i,0.0016304+0.0019698i,0.0015053+0.0013012i,0.0014897+0.00059549i,0.0017458-7.0378e-06i,0.0012476-0.00023821i,0.00049708-7.9248e-05i,0.00011061+0.00030188i,-0.0011474-0.0001217i,-0.0017908-0.00015307i,-0.0014683-0.00023055i,-0.0019335-0.00047498i,-0.0022011+0.00022352i,-0.0014146+0.00052653i,-0.00023474+0.00033184i,0.00053704+0.00071878i,0.00046678+0.001123i,0.00041111+0.00088946i,2.7199e-05+0.00044794i,-0.00016742+0.00011209i,0.00021128+0.00018076i,-0.00021991-7.4979e-05i
-0.0012553-0.0011449i,-0.0012327-0.0013943i,-0.00057475+0.00052599i,-0.00029601+0.0012251i,0.00038293+0.00040041i,0.00079971-0.00081992i,5.2169e-05-0.00096617i,-0.00082611-0.00087769i,-0.0015869-0.0014548i,-0.0019271-0.0018666i,-0.0020175-0.0013807i,-0.0025694-0.00069381i,-0.0020923-0.00048688i,-0.0010602-7.232e-05i,-0.00057326+0.00071503i,-0.0005734+0.00061785i,-0.00031918-0.0001353i,0.00012703-1.0153e-05i,0.00011873-6.8908e-05i,0.00014291+3.718e-05i,0.00047006+0.00022652i,0.0010216-5.6162e-05i,0.0010799-0.00019496i
0.002685-7.445e-05i,0.0017668+0.00025898i,0.00085193+0.00055502i,-8.4557e-05+0.00049121i,5.4313e-05-0.00017201i,0.00098655-0.0011013i,0.00023562-0.001507i,-0.00010573-0.0013867i,0.00033138-0.0010924i,0.00013469-0.0011235i,0.00011408-0.0010821i,0.00079459-0.00045877i,0.00062655+0.0002341i,4.5216e-05+0.00019034i,0.00016443+0.00075354i,-0.00023312+0.00061705i,-0.0012104-0.00030808i,-0.0012611+0.00027679i,-0.00064286+0.00048886i,-0.00031626+0.00024584i,-0.0006482+0.00042227i,-0.00043212+0.00012433i,-8.8491e-07-0.00045597i
-0.00097531-0.00078596i,-0.00016098+0.00029462i,-0.00013397+0.0018276i,-0.00062686+0.0024354i,0.00022775+0.0017692i,0.00025658+0.00089982i,-0.00075663-0.00015117i,-0.00095179-0.0012457i,-0.00015367-0.0016344i,0.00075576-0.00078308i,0.0016163-0.00015559i,0.0025094-0.00016985i,0.0021433+0.00043067i,0.00080004+0.0012626i,0.0001023+0.00055769i,0.00091971-0.00051009i,0.0013553-0.0006286i,0.00016919-0.00051542i,-0.0005994-0.00079725i,-0.00050222-0.0006999i,-0.00018593-0.00053159i,-0.00089699-0.00035818i,-0.0014969-0.00027344i
-0.00023351+0.0027059i,0.0001222+0.0027944i,0.001812+0.0019735i,0.0026884+0.00054591i,0.002724-0.00081697i,0.001494-0.0014376i,0.00054255-0.00098195i,0.00085529-0.00037798i,0.00088455+4.6333e-05i,0.00053495+0.00044307i,0.00024905+0.0010529i,-0.00019813+0.0016833i,-0.0010718+0.0013922i,-0.0014275+0.00036222i,-0.0011876-0.00053574i,-0.00030344-0.0004557i,0.00061194+0.0005284i,0.00088553+0.00085503i,0.0012167+6.8394e-05i,0.00072055-0.00073821i,8.2906e-05-0.00090741i,-0.0007114-0.0009395i,-0.0012833-0.00090884i
-0.00018463+0.0011674i,0.00058588+0.00098404i,0.00059107+0.0011537i,0.0012641+0.0013065i,0.0025377+0.00078149i,0.0022238-0.0016404i,0.00027109-0.0022224i,-0.0009237-0.00071049i,-0.00044102-0.00043907i,-0.00042239-0.0015438i,-0.00089825-0.0022075i,-0.0010394-0.0024098i,-0.0014809-0.0024647i,-0.0016295-0.0014656i,-0.00090032+5.142e-05i,-0.00047695+0.0010677i,-4.7271e-05+0.00078356i,0.00031168-0.00027408i,0.00048762-0.00066134i,0.00028698-0.00025298i,-0.00031324-2.0437e-05i,-0.00034108-6.0021e-05i,0.00027-0.00015778i
0.0011501+0.00052981i,0.0017154+0.00012093i,0.0018518-0.00056575i,0.0011978-0.0013627i,0.00093318-0.0020756i,0.0009197-0.0012801i,0.00065979+0.00019744i,0.00032575+0.00079813i,-0.00017026+0.00024771i,-0.00052866-0.00069279i,-0.0007944-0.00051224i,-0.00075764+7.3705e-05i,-0.0003793-0.00030975i,0.0005078-0.00033567i,0.00055032+0.00050067i,-0.00028681+0.00084431i,-0.00070289-5.3439e-05i,-0.00024792+0.00010168i,-0.00033694+0.00063437i,-0.00035832+3.901e-06i,-0.00028197-0.0001867i,-0.00051377-0.00015897i,0.00011251-0.00012654i
-0.00050331+0.00026025i,-0.001553-0.00045654i,-0.0028726-0.00056469i,-0.0014021+0.00044527i,0.000679+0.0020507i,0.0013142+0.00257i,0.00082564+0.0023061i,0.00050561+0.0014579i,0.00056518+0.00033733i,0.00067427+0.0001507i,0.00082071-8.6442e-05i,0.0012681-7.1704e-05i,0.001609+0.00058824i,0.0010859+0.00096513i,0.00058841+0.000675i,0.00029937+0.00080295i,0.00012381+0.00066221i,0.00053642-0.00015354i,0.0013018-0.00041864i,0.0015438-5.7027e-05i,0.0012321-0.00031219i,0.001178-0.00087036i,0.00056615-0.00094063i
0.0012571-0.001094i,0.00089084-0.001379i,0.0012853-0.0016265i,0.00092511-0.00018728i,0.00053022+0.0010652i,0.00017281+0.0016i,-0.00081783+0.0014159i,-0.00047316+0.00045013i,0.00037478-0.00013366i,0.00044139+1.1406e-05i,0.00052719+0.00078678i,0.00088013+0.0017361i,0.00045985+0.0024131i,-0.00054244+0.0023225i,-0.0011582+0.0016725i,-0.00039796+0.00076813i,0.0010931+0.00010967i,0.00090519+0.00017225i,3.4271e-05-0.00025904i,-0.00048927-0.00074624i,-0.00017219-0.00020969i,0.00016779+0.00067646i,-0.00022614+0.00050542i
-0.0015972-0.00033579i,-0.0024204+0.00075296i,-0.002257+0.00064735i,-0.00057147+0.00039232i,-7.0721e-06+0.00027077i,-0.0004188-0.00055455i,-0.00030731-0.0024719i,0.00030572-0.0032433i,0.00012167-0.00252i,-1.5605e-05-0.0013783i,-0.00037823-5.8242e-05i,-0.00066809+0.00044419i,-0.00060077+0.00060691i,-0.001025+0.00094499i,-0.0011491+0.00067925i,-7.5017e-06+0.0001762i,0.00073616+0.00054288i,0.00070394+0.00079067i,0.00017463+0.00038031i,-0.00025648+0.00039474i,-0.00020161+0.00026957i,-0.0002357+8.3258e-05i,-0.00049312-1.806e-05i
-0.00069429-0.00040444i,-0.0014551-0.0011359i,-0.0027202-0.00085339i,-0.0020847-0.00076222i,-0.0009194-0.00078248i,-0.00064857-0.0011515i,-0.00053215-0.0021014i,0.0004374-0.0024243i,0.001208-0.0021519i,0.0014323-0.0017961i,0.00058215-0.0013491i,-0.00077779-0.00068168i,-0.0015082-0.00079476i,-0.0015218-0.0019188i,-0.00085048-0.002303i,-0.00017948-0.00064617i,4.2791e-05+0.0015558i,4.2032e-05+0.0022884i,-0.00020756+0.0011681i,-0.0006869-0.00023892i,-0.0008681+0.00012995i,-0.0012974+0.00051191i,-0.0014303+2.014e-05i
0.00066268+0.0014348i,0.0013641+0.0006216i,0.0017778+0.00072381i,0.0020677+0.00060214i,0.0024282+0.00046243i,0.002673-0.00012464i,0.0024401-0.00030912i,0.0023626+0.00010324i,0.0028851-0.00038154i,0.002409-0.00053787i,0.00090754+0.00017085i,-1.4335e-05-0.00021622i,-5.0103e-05-0.0012596i,0.0010471-0.0015136i,0.0019904-0.00069471i,0.00069717+0.00076402i,-0.00034264+0.0013272i,-0.00058712+0.0013184i,-0.0008658+0.00084869i,-0.00065997-9.6958e-05i,-0.00057259-0.00061994i,-0.00056262-0.00054907i,-0.00070786-0.00050013i
-0.00013193-0.002161i,-0.0010314-0.0013959i,-0.0026133+0.00021176i,-0.0027698+0.0024445i,-0.0011362+0.0034046i,0.00079981+0.003448i,0.0013543+0.0038126i,0.00026848+0.0035583i,-0.0007763+0.0022529i,-0.0010399+0.0010586i,-0.00059148+0.0011499i,0.00055604+0.0008087i,0.0013429+0.00022999i,0.0017277+0.00095139i,0.0011508+0.00059774i,2.4977e-06-0.00036833i,-0.00029893-0.00017358i,0.00029477+0.00034955i,0.0010812-0.00017256i,0.0010572-0.0012354i,0.0011573-0.0016851i,0.0011848-0.0013315i,0.00025922-0.00050219i
-0.0005088+0.0011451i,-0.00049311+0.0017409i,-8.1716e-05+0.0027085i,0.00020084+0.0032417i,-0.00045448+0.0036838i,-0.0005423+0.0032012i,-0.0010437+0.0017022i,-0.002407+0.00086338i,-0.0032917+0.00022745i,-0.0032107+0.0003594i,-0.0024236+0.0007971i,-0.00092383+0.001098i,0.00044304+0.0011343i,0.00017861+0.0015544i,-0.0011793+0.0015179i,-0.00080464-4.5811e-05i,4.2795e-05-0.0010608i,0.00040182-0.00087453i,0.0013786-0.0013412i,0.0019139-0.0015537i,0.0023316-0.0010841i,0.0024557-0.0011263i,0.0011241-0.001085i
-0.0027043-0.0018785i,-0.0031778-0.0016928i,-0.0032377-0.00027128i,-0.0021743+0.0013165i,-0.00071093+0.0020013i,-0.0005049+0.0011924i,-0.00090632-0.00087838i,-0.00095623-0.0021864i,-0.0013085-0.0024964i,-0.0022149-0.0015648i,-0.0017864-0.00066772i,-0.00057636-0.00036775i,-0.0017134+0.00065241i,-0.0029324+0.00077763i,-0.0022418+9.4327e-06i,-0.00083351-0.00049962i,-0.000131-0.00043584i,-5.153e-06-0.00035708i,0.00022593-0.00054635i,0.00039942+0.00015851i,0.00059703+0.00097447i,0.00016468+0.00084713i,-0.00026757+0.00031215i
0.00097089-0.0011715i,0.0006517-0.0021105i,-0.00036806-0.0018238i,0.00045347-0.0012402i,0.00096599-0.0012725i,0.00086406-0.0016906i,0.00094353-0.0027041i,0.0020898-0.0026905i,0.0037435-0.0020352i,0.0035589-0.0014558i,0.0012958-0.00077815i,-0.00074581-0.0005512i,-0.0020146-0.0017363i,-0.0023675-0.0029243i,-0.001849-0.0026919i,-0.00091194-0.0005049i,-0.00045711+0.0014973i,-0.00068439+0.0015773i,-0.00074319+0.0013508i,-0.0010949+0.001104i,-0.00087367+0.0010801i,-0.00040527+0.0015287i,-0.00050061+0.00087365i
0.00064205+0.0010002i,0.00012836+0.0013075i,0.00061074+0.0016135i,0.0006245+0.0012534i,0.0013222-2.7165e-05i,0.0028084-0.0013109i,0.0033483-0.00076241i,0.0030983+0.00042752i,0.0026315+0.0009857i,0.001963+0.0010749i,0.0012776+0.00051893i,0.00012862-0.00039026i,-0.00060393-0.0015372i,0.00059466-0.0016421i,0.0017403-0.00048471i,0.00065063-1.8857e-05i,-0.00066733+0.0013545i,-0.000926+0.0021659i,-0.00083081+0.00067211i,-0.00019301-0.0002817i,0.00032973-0.00020252i,-0.00066652+0.00011563i,-0.0010745-0.00036805i
-0.0010477+0.0017207i,-0.0019593+0.0013331i,-0.0025022+0.0012916i,-0.0011558+0.0028877i,0.000373+0.0037752i,0.0018177+0.0039652i,0.0020312+0.0041971i,0.00079077+0.0033115i,-0.00059742+0.0023728i,-0.0010149+0.0019255i,-9.9028e-05+0.0017551i,0.0010321+0.001628i,0.001348+0.0013902i,0.0018247+0.00071029i,0.0019618+5.0268e-05i,0.00038193-0.00058913i,-0.00087574+0.0010833i,-0.0006343+0.0028073i,-0.00025783+0.0014017i,0.00027077-0.00067179i,0.00091932-0.0012976i,0.00072328-0.0013953i,0.0005875-0.00080644i
-0.001204+0.00013946i,-0.000465+0.00086129i,-0.00028931+0.0017643i,-0.00053476+0.0029126i,-0.00066088+0.0041208i,-0.0018594+0.0044207i,-0.0029028+0.0026059i,-0.0035+2.8043e-05i,-0.0039563-0.00086848i,-0.0035675-0.00058993i,-0.0025243+0.00049167i,-0.00054188+0.0012545i,0.00069155+0.0019204i,0.00083944+0.0029658i,0.00078981+0.0028161i,0.00099517+0.0019761i,0.0010763+0.00099983i,0.0012025-0.00018368i,0.0010437-0.0006456i,0.001127-0.0012587i,0.0012144-0.0014591i,0.00078694-0.00061927i,0.00080915+5.1043e-05i
-0.0007753+0.0020986i,-0.00027002+0.0017578i,0.0010446+0.0019882i,0.00079712+0.0015374i,0.00014616+0.00062547i,-0.0010358-0.00054787i,-0.0028128-0.0025294i,-0.0031959-0.0042082i,-0.0017314-0.0053133i,-0.00050318-0.0046488i,-0.00039241-0.0033591i,-0.00041937-0.0021346i,-0.0010575+0.00025475i,-0.002709+0.0015528i,-0.0033882+0.0014468i,-0.0020215+0.00094357i,-0.00080678+0.00034847i,-0.00052178-0.00046053i,0.00033363-0.00086048i,0.00047879-0.0002472i,0.00044609-0.00027716i,0.00034531-0.00019779i,5.7882e-05+4.1947e-05i
0.0012741+0.00036216i,0.00143-0.00047636i,-0.00025928-0.00065077i,-0.00067036-0.00072735i,-0.00063306-0.0016874i,-0.00083748-0.0026224i,-0.00043534-0.0034334i,0.00087785-0.0038837i,0.0020013-0.0024045i,0.0022612-0.0015125i,0.0013395-0.0019993i,-0.0002802-0.0021451i,-0.0017648-0.0021781i,-0.0028561-0.0022642i,-0.0027305-0.0025685i,-0.001696-0.0025723i,-0.00087135-0.001687i,-0.00069852-0.00046527i,-0.00063442+0.00079625i,-0.00065667+0.0010922i,-0.00074503+0.00052379i,-0.00060259+0.00010937i,-0.0006139+0.00023179i
