-0.0020231+0.0010112i,-0.00024891+0.0002944i,-0.00085851-0.00013717i,-0.00053131+0.00019054i,2.9897e-07+0.001392i,-0.00039428+0.0012822i,-0.00077908+0.0013402i,-0.00036862+0.0020916i,-0.00010743+0.0015285i,-1.4107e-05+0.00058946i,4.9572e-05+8.9811e-05i,-0.00047339-0.0003308i,-0.00078549-0.00047057i,-0.00073999-0.00091869i,-0.00093672-0.00044912i,-0.0010625+0.00051683i,-0.0004665+0.00051107i,1.6981e-05+0.00018248i,-0.00021606-0.00035758i,-0.00060752-0.0010455i,0.00032732-0.00089174i,0.00089391-0.00020889i,-0.00021449+0.00022766i
0.0013427+0.00078648i,0.00088967+0.00065845i,0.0020583+0.00076974i,0.0023864+0.00033291i,0.0013929-0.00058176i,0.0017804-0.00067061i,0.0028452-0.00072972i,0.0026789-0.00042953i,0.0022435+0.00088143i,0.001922+0.0018462i,0.0011976+0.0011801i,2.5716e-06-0.00091932i,-0.001151-0.0029712i,-0.00051208-0.003754i,0.00038309-0.0029964i,0.00024439-0.0012504i,-0.00063017+0.00049344i,-0.0010747+0.001609i,-0.00079583+0.0013767i,-0.0011237+0.00036537i,-0.0014651-0.00047201i,-0.00073207-0.00085116i,-0.00011437-0.0015303i
-0.00013579+0.0029168i,0.00062049+0.0032491i,0.0026377+0.0024645i,0.0040919+0.0018253i,0.0040998+0.0017809i,0.0033379+0.0022557i,0.0024272+0.0031726i,0.0014383+0.0039334i,0.00047567+0.0032297i,9.8123e-06+0.0020434i,-0.00027487+0.0015933i,-0.0004914+0.00053071i,-2.6142e-05-0.00060951i,0.00098447-0.00060724i,0.0012542+2.9399e-05i,0.00061263+0.00052528i,-6.713e-05+0.0012157i,-0.00042366+0.0016779i,-0.001033+0.0010795i,-0.00082986+1.3816e-05i,-0.00036622-0.00071399i,0.00034701-0.0010485i,0.00052128-0.00095968i
-0.00066618-0.00041031i,-0.0010708+0.00059225i,-0.00069731+0.00099677i,-0.00030244+0.0021558i,-0.00082176+0.0024524i,-0.00055162+0.0022693i,-0.00016439+0.0025014i,-0.0001337+0.0017644i,-0.00038592+0.00025171i,-0.0011413-0.00085069i,-0.0011686-0.0002354i,3.0393e-05+0.0011358i,0.0011504+0.0018382i,0.0014452+0.0027971i,0.00069376+0.0034254i,0.00014917+0.0028168i,-0.0002969+0.0019155i,-0.00078992-0.0001609i,-0.00025662-0.0010968i,0.00060029-0.0014973i,0.00056733-0.0017879i,0.00036944-0.00076032i,0.00041855-6.722e-05i
-0.0031949-0.0014495i,-0.0021242-0.00098007i,-0.002453+0.0013686i,-0.0040315+0.003971i,-0.0037458+0.0034995i,-0.0027134+0.00088594i,-0.0028325-0.00085091i,-0.0026747-0.0011343i,-0.0013047-0.0014519i,-0.00098696-0.001476i,-0.00089058-0.00083257i,0.00020212+0.0001871i,0.0011239+0.0011397i,0.00059459+0.0028938i,-0.0017345+0.0032037i,-0.0026097+0.0016699i,-0.0019401+0.00064232i,-0.00072727+7.2563e-05i,-0.00014508-0.00033537i,0.00012959-0.00012208i,0.00049282-0.00027961i,-0.00011308-0.0012538i,-0.00063012-0.001107i
0.00041716-0.00030241i,0.00035851-0.0001295i,-0.00079478+0.00015204i,-0.0015968-0.00027011i,-0.0013907-0.00065664i,-0.00053367-0.0017605i,-0.0010477-0.0033396i,-0.00074703-0.0037085i,0.00015897-0.0027112i,0.00082756-0.0020155i,0.00065534-0.0021567i,0.00026227-0.0016883i,-0.00054908-0.00057786i,-0.0023436-0.00012044i,-0.0029838-2.95e-05i,-0.0022467+2.6821e-05i,-0.0011415+9.3157e-05i,-0.00029343-0.00040063i,0.00017315+0.00040327i,0.00025969+0.0013639i,0.00054155+0.0003557i,0.00023794-1.3342e-05i,-0.00028427+0.00038441i
-0.0013839+0.0013647i,-0.0011645+0.0026534i,-0.0004157+0.0019134i,0.0011605+0.0006772i,0.003206+0.00042701i,0.004023-9.9991e-05i,0.0032254-0.0018862i,0.001666-0.002932i,0.00084351-0.0022413i,0.00074922-0.0015781i,0.00032527-0.0011167i,-0.00048243-0.00128i,-0.00072791-0.0030221i,-0.00027927-0.0044767i,-0.00068191-0.0042036i,-0.00070511-0.0025989i,-0.00038713-0.00080762i,6.8749e-05-0.00028176i,0.00081223+0.00016171i,0.000213+0.00058897i,-6.7153e-05+0.0003268i,-0.00018191-0.00026528i,-0.00028554-0.00078236i
-0.0015633-0.00040396i,-0.0026909+2.6116e-05i,-0.0023685+0.00024608i,-0.00083547+0.0010191i,0.00099965+0.0024512i,0.0021521+0.0026963i,0.0023591+0.0013803i,0.0024038-0.00017189i,0.00068519-0.00039598i,-0.00096661+0.00075071i,-0.00038852+0.00094025i,-0.00010671-0.00099449i,0.00028964-0.0033754i,0.0019037-0.0039475i,0.0020507-0.0024883i,0.0008115+5.0697e-05i,0.00020135+0.00075675i,0.0012687+0.0012779i,0.0015267+0.0011232i,0.00049713-0.00023521i,0.00023162-0.00063416i,0.00024737-0.00014368i,-0.00015649+5.9802e-05i
8.4213e-05-0.00094641i,0.00026395-0.0020353i,-0.0001499-0.0010823i,0.00017991+0.0014598i,-0.00046585+0.0032271i,-0.0011253+0.0032499i,-0.0010523+0.0022721i,-0.00015309+0.0020157i,9.1454e-05+0.0020687i,-0.0007918+0.0020227i,-0.00053887+0.0014947i,0.00034712+0.00060332i,0.0017147+0.00020878i,0.0030414+0.00058118i,0.0027551+0.0017424i,0.0016635+0.0018036i,0.00053423+0.0014801i,-5.3492e-05+0.001119i,-0.0002518+2.7518e-05i,0.00016397-0.0011847i,0.00035069-0.0013925i,-0.00094191-0.00056524i,-0.0010651+0.00010614i
0.0010425+0.0015278i,0.00097941+0.0015345i,0.0011292+0.0012224i,-5.4863e-05+0.0007115i,-0.00078396-0.00082824i,-0.0012136-0.0022723i,-0.0022462-0.0015482i,-0.0020665+0.00021097i,-0.0010354+0.00077546i,-0.0012783+0.00025126i,-0.0013104+4.1991e-05i,-0.00084861+0.0014859i,-0.00010822+0.0038295i,0.00018004+0.0044419i,-0.00040847+0.0036881i,-0.00064701+0.0023738i,-0.0014315+0.0011502i,-0.0014946+0.0008793i,-0.00065315+0.00019566i,-0.00040094-0.00086205i,-0.00050367-0.0011416i,-0.0005212-0.00091174i,-0.00052589-0.00053772i
0.00041094-5.5702e-05i,-0.00049199+0.00035597i,-0.00064692+0.001554i,-0.00065703+0.00050604i,0.00047086-0.00078106i,0.00084881-0.0010507i,-0.00026011-0.0012342i,-0.0012182-0.0011523i,-0.0015564-0.001693i,-0.0012256-0.0018234i,-0.00090028-0.0010269i,-0.0011772+3.7829e-05i,-0.0023342+0.0011012i,-0.0037266+0.0021461i,-0.0045402+0.0024334i,-0.0037124+0.0014934i,-0.002393+0.00050976i,-0.0010008+0.0003207i,-0.00013264+0.00037147i,-4.3106e-05+3.5295e-05i,0.00019581-1.2754e-05i,-0.00010372+0.00027088i,-0.00098695-0.00073539i
-0.0017539+0.0018351i,-0.0027875+0.0031873i,-0.0028587+0.0036627i,0.00020067+0.0039461i,0.0032819+0.0044808i,0.0040129+0.0032023i,0.0024426+0.00055799i,0.00032697-0.0015489i,0.0002994-0.0011946i,0.00052341-0.00060177i,0.00018835-0.00085369i,-0.0013044-0.0014006i,-0.0029118-0.0020332i,-0.0041133-0.0015658i,-0.0032899-0.0010883i,-0.0011241-0.0011431i,-0.00066115-0.0010726i,-0.0011585+0.00022836i,-0.00053857+0.0015107i,-6.7742e-05+0.00075912i,-9.7232e-05-0.00028457i,0.00062887+8.6199e-05i,0.00090776+0.00037703i
0.0015161-0.00072443i,0.00032178-0.0018542i,-0.00052455-0.0019838i,2.3991e-05-0.00018928i,0.00034513+0.0029895i,0.00041429+0.0034055i,0.00085194+0.0012442i,0.0020872-2.3825e-05i,0.0026952-0.0016709i,0.0020929-0.0012041i,0.0016641-9.2034e-05i,0.0017099-0.00098739i,0.0016496-0.0026745i,0.0016108-0.003793i,0.0011032-0.0041963i,0.00062216-0.0023189i,0.0010204-0.00020257i,0.001781+0.00026658i,0.00087603+0.00022531i,-0.00023623+4.4605e-05i,9.8802e-05+0.00042818i,0.00087356+0.00043173i,0.0011766+0.00038206i
1.283e-06-0.00012033i,0.00020401-0.00047996i,6.4869e-05-0.00094639i,-0.0010081-0.0016894i,-0.0022931-0.0018615i,-0.0032395-0.0020937i,-0.0018915-0.002176i,0.00056595-0.00072255i,0.0015634+0.00096549i,0.0013434+0.00096091i,0.0011916+0.00055411i,0.001594+0.00014309i,0.0031502-0.00045763i,0.0042465-0.0010347i,0.0036077-0.0013497i,0.0017442-0.00052839i,0.0011253+0.0002499i,0.0010653+0.00071456i,0.00049025+0.00039124i,-0.00024037-0.00058061i,-0.00099688-0.00043142i,-0.0013728+0.00023759i,-0.0009215+0.00095295i
0.00049176-0.0020583i,-0.00061924-0.0013204i,-0.0016607-0.00016461i,-0.0023763+0.00034613i,-0.0023358-0.00096842i,-0.0010279-0.0030656i,-0.00089804-0.0036804i,-0.001515-0.0024616i,-0.0023432-0.0012068i,-0.0024981-0.0007194i,-0.00098217+6.65e-05i,0.00087763+0.00083297i,0.0017482+0.0016942i,0.0021027+0.0022006i,0.0023893+0.001904i,0.0020465+0.0016882i,0.00077655+0.0014228i,0.00028555+6.3861e-05i,0.0011805-0.00093374i,0.0014746-0.001307i,0.00071967-0.0015167i,0.00044075-0.001153i,0.00050027+1.2359e-05i
-5.6993e-05+0.00033825i,-0.0013315+0.00015911i,-0.0011813+0.00019116i,0.00079327+0.00052521i,0.0041826+0.00027204i,0.0054141+0.00032516i,0.0029265+0.00012171i,-3.8623e-06-0.0010666i,-0.0013483-0.0028648i,-0.00088685-0.0034347i,-0.00044978-0.0025539i,-0.0010184-0.0010434i,-0.001961+0.0015i,-0.0022293+0.002904i,-0.0017746+0.0027023i,-0.0012448+0.0016919i,-0.0010994+0.0012205i,-0.00083405+0.0014838i,-5.961e-05+0.00082671i,0.0008007+1.3835e-05i,0.0011901-0.00036399i,0.0011786-0.00068821i,0.0011274-0.00083459i
-6.0725e-05-0.00025042i,-0.00094049-0.00026607i,-0.0021923+0.0006855i,-0.00018981+0.0030046i,0.0027667+0.0057301i,0.0034688+0.0065046i,0.0017569+0.0042873i,-0.00027066+0.0008593i,-0.00027561-0.0015412i,0.0011563-0.0020987i,0.0013142-0.0015898i,-0.00090817-0.0012858i,-0.0033164-0.0012281i,-0.0045078-0.00023685i,-0.0045919+0.0007215i,-0.0037418+0.00042293i,-0.0021084+0.0003585i,-0.0013128+0.00027163i,-0.00058265-0.00020714i,0.00036611-0.00042972i,8.019e-05-0.00018634i,-0.0003519+0.00019781i,-0.00012963+0.00030555i
-0.00038806+0.00034091i,-0.0010906+0.00097654i,-0.00086241+0.0010118i,-0.0018561+0.002034i,-0.0038097+0.0032295i,-0.0039973+0.0041018i,-0.0033709+0.003564i,-0.0022583+0.0026663i,0.00017544+0.0027329i,0.00071938+0.0025498i,-0.00070041+0.0015695i,-0.0011668-0.0007503i,-0.00076124-0.0030943i,-0.0016548-0.0039315i,-0.0028256-0.0031955i,-0.0029265-0.0017457i,-0.0016087-0.00052974i,0.00046842-0.000221i,0.0013318-0.00071156i,0.00059838-1.2486e-05i,-0.00029551+0.00072026i,-0.0012556+0.00022479i,-0.00088797+6.739e-05i
-0.0028478+0.00091084i,-0.0029832+0.0013008i,-0.0046233+0.00199i,-0.0059317+0.0013201i,-0.0060325-0.00097452i,-0.0062328-0.0030393i,-0.0058819-0.0037453i,-0.0036542-0.0016965i,-0.0017612+0.0021028i,-0.00071251+0.0040393i,9.3767e-05+0.0037465i,0.00097986+0.0026421i,0.002259+0.00061042i,0.0025629-0.0017422i,0.0017852-0.0031616i,0.00053905-0.0020468i,-7.6627e-05-0.00021672i,-1.5317e-05-8.8823e-05i,-0.00046064-0.00054196i,-0.00098511-0.00076903i,-0.00095688-0.0010823i,-0.00044229-0.00098174i,0.00020736-5.643e-05i
-0.0011137-0.00065878i,-0.0008399+0.0011459i,-0.0016411+0.0014945i,-0.00087714-0.00073344i,0.0017049-0.0035594i,0.0030884-0.0057162i,0.0030429-0.0071806i,0.0019826-0.0056666i,7.4714e-05-0.0028639i,-0.00057111-0.0014846i,0.00036329+8.5412e-05i,0.0012435+0.001645i,0.0018289+0.0018684i,0.0027192+0.0017931i,0.0034326+0.0010194i,0.002741+0.0007612i,0.0017148+0.00082466i,0.00077334-9.8609e-05i,0.00013821-0.00061661i,0.00089388-0.00074418i,0.00115-0.000324i,0.00031247+0.00035217i,-0.000311+8.0936e-05i
0.00078309-0.0014334i,0.00085996-0.0025144i,0.0019882-0.0024411i,0.0050932-0.0014683i,0.0093616-0.00098829i,0.011078-0.00079602i,0.01005-0.0011933i,0.0085243-0.0025229i,0.0059421-0.0041384i,0.0032278-0.0046565i,0.0014388-0.0037131i,-8.2751e-05-0.0016647i,-0.0010473+0.001443i,-0.00058069+0.0047437i,0.0011224+0.0054387i,0.0022508+0.0040734i,0.0016081+0.0029628i,0.00068153+0.0024041i,0.00036773+0.0019236i,0.00070083-5.8567e-05i,0.0013512-0.0013858i,0.001851-0.00032366i,0.0015209+0.00033411i
0.0010986+0.00047471i,0.0030788+0.0010285i,0.0044252+0.0021827i,0.0048942+0.004872i,0.0041459+0.0073494i,0.0038566+0.008861i,0.0038849+0.0082352i,0.003726+0.0041826i,0.0030656-0.00059532i,0.0022473-0.0034286i,0.0013289-0.0046001i,-0.00014662-0.004565i,-0.0023128-0.0034019i,-0.0043497-0.0010359i,-0.0045077+0.0012747i,-0.0035405+0.0019461i,-0.002077+0.0023788i,-0.0003494+0.0025543i,0.0003253+0.0016711i,0.00055383+6.391e-05i,0.00060139-0.00058532i,2.7303e-06-0.00017565i,0.00011044-3.4347e-05i
-0.00014143-0.00088765i,-0.0020736-0.00076231i,-0.0048735+0.0024138i,-0.0071506+0.0073566i,-0.0081616+0.0094303i,-0.0076418+0.0078794i,-0.0078293+0.0061294i,-0.0073207+0.0042225i,-0.0045919+0.0015021i,-0.0018642+8.3532e-05i,-0.00098372-0.00029434i,-0.00079104-0.00082387i,-0.0004668-0.0020144i,-0.0018489-0.0031027i,-0.0025583-0.0030248i,-0.0026116-0.001767i,-0.002466-0.00089029i,-0.00094185-0.00053627i,0.00026547-0.00019154i,0.00079664-0.00055961i,0.00086309-0.00072485i,0.00029206-0.001009i,-0.00025002-0.00069628i
0.0001053+0.00034052i,-0.00027447+0.0015048i,-0.0028725+0.0015888i,-0.0074485-0.00034779i,-0.0097592-0.0029011i,-0.009343-0.0047696i,-0.0092178-0.0046575i,-0.0081522-0.0020565i,-0.0059896+0.0014295i,-0.0043738+0.0025897i,-0.0037776+0.0024368i,-0.0024016+0.0023032i,0.0011157+0.0012576i,0.0024396-0.0016639i,-0.00015621-0.0039609i,-0.0019926-0.0035236i,-0.001497-0.0021132i,-0.00084745-0.0020185i,-0.0013484-0.0026361i,-0.0010681-0.0022252i,-0.00052724-0.0010085i,-0.0005107-4.5554e-05i,-0.00035185+0.00071865i
0.00033413-0.0004783i,-0.0023167-0.0028793i,-0.00236-0.0049708i,-0.0003298-0.007515i,0.0014688-0.010247i,0.0028601-0.011688i,0.0016877-0.010292i,-0.00062702-0.0058739i,-0.00089339-0.001752i,-0.0010976+0.00087167i,-0.0016789+0.0023024i,-0.0012197+0.0024448i,0.00013156+0.0022558i,0.002254+0.0016717i,0.0035318-9.0877e-06i,0.0022611-0.00060095i,0.0013279-0.00037945i,0.001648-0.00049762i,0.00082779-0.0010027i,-0.00079084-0.00076959i,-0.00090145-0.00060786i,-0.00057338-0.0006247i,-0.00084811-0.00038436i
0.0005255-0.0014324i,0.00047738-0.0029278i,0.0032533-0.0047131i,0.0073094-0.0042224i,0.010352-0.0016469i,0.010896-0.00043566i,0.0094765-0.0020716i,0.007807-0.0024071i,0.0064662-0.0013333i,0.0039739-0.00063552i,0.0020802-0.00060205i,0.00098882-0.0016039i,-0.00056015-0.00144i,-0.00063435+0.0013408i,0.0010038+0.0030095i,0.0020954+0.0019748i,0.0019603+0.0024269i,0.001064+0.0026992i,-0.00043143+0.0013892i,-0.00039087+2.5192e-07i,0.0010957-0.00065609i,0.0015069-0.00019322i,0.00098818-8.7228e-05i
-5.3955e-05-0.0024605i,0.00046906-0.0027946i,0.00080219-0.0017156i,0.0018979+0.0036846i,0.003272+0.0093613i,0.0041335+0.010735i,0.0056457+0.0084006i,0.0065748+0.0043145i,0.0055884+4.4229e-05i,0.004518-0.0024309i,0.0038567-0.0033627i,0.0017591-0.004211i,-0.00050868-0.0039109i,-0.0017317-2.0383e-05i,-0.0018002+0.0036135i,-0.00065718+0.0030968i,-9.6825e-05+0.0020994i,0.00032522+0.002904i,0.0010336+0.0019162i,0.0017528-0.00044727i,0.0020504-0.0010867i,0.0011404-0.00020856i,1.3926e-05+0.00031658i
-0.00027956+0.002025i,-0.0005141+0.0050788i,-0.0010072+0.0080215i,-0.0022649+0.010812i,-0.0050019+0.01104i,-0.0063575+0.0087022i,-0.0047923+0.0068684i,-0.0024916+0.0043392i,-0.00037138+0.0010546i,0.00047851-0.0013722i,0.00038305-0.0019483i,0.00036516-0.0017892i,-0.00060159-0.0022735i,-0.0026681-0.0020775i,-0.0038504-0.0012533i,-0.0031518-0.00029338i,-0.0025907+0.0006174i,-0.0017035+4.5947e-05i,0.00048559-0.00021096i,0.00046153+0.00056906i,-0.0012216+0.00073627i,-0.0012034+0.00045738i,-0.00052841+0.00025729i
0.00079057+0.00028736i,-0.00071855+0.00020551i,-0.0043558+0.0010383i,-0.0067484+0.0014156i,-0.0060936-0.0013172i,-0.0065473-0.0036626i,-0.0084115-0.0025678i,-0.007626-0.0010187i,-0.004417-0.0010896i,-0.003094-0.00095255i,-0.0028554+0.0011161i,-0.002355+0.0027574i,-0.00091169+0.0024695i,0.00014015+8.3537e-05i,-0.001124-0.0029687i,-0.0022194-0.0029823i,-0.0016146-0.0016832i,-0.0013964-0.0010781i,-0.0020096-0.00098099i,-0.0015329-0.0010956i,-0.00097503-0.00028871i,-0.0010158+0.00042439i,-0.00052792+9.3593e-06i
0.0013175+0.00043961i,0.00048831-0.00079299i,-0.0011369-0.0022395i,-0.00053855-0.0044882i,0.001829-0.0067415i,0.0014902-0.0080704i,-0.0015143-0.008126i,-0.0038491-0.0068867i,-0.00405-0.0034411i,-0.0047966+0.00033511i,-0.0050748+0.0021803i,-0.0033472+0.0035406i,-0.00068995+0.0038497i,0.0014382+0.001269i,0.0013743-0.0009299i,0.00029834-0.00050361i,0.00023871+0.0002962i,0.00081009-0.00031754i,-1.403e-05-0.0013666i,-0.00088133-0.0011342i,-0.00078029-0.00060277i,-0.00038212-0.0009898i,-0.0001176-0.00028214i
-0.0020357+0.00075986i,-0.0028155-0.00083561i,-0.0028964-0.0034047i,0.001396-0.0036093i,0.007458-0.00097086i,0.0099506-0.0011166i,0.0074194-0.0036849i,0.0031613-0.0042089i,0.00059076-0.0018485i,-0.00044233+3.6739e-05i,-0.00090946+0.00019243i,-0.00064405-0.00062471i,-2.821e-06-0.00019256i,0.0012829+0.0011337i,0.0026478+0.0012704i,0.0017979+0.00091528i,0.00039829+0.0014198i,0.00011266+0.0020923i,0.0001559+0.0015515i,-9.7281e-05+0.00037179i,-0.00013885-0.0010134i,0.00058067-0.0011779i,0.00071045-0.00055011i
0.0022004+0.0016377i,0.0047413+0.00043642i,0.0077655+0.00061248i,0.0075687+0.0028788i,0.005257+0.0046788i,0.0044843+0.004781i,0.0056928+0.0020606i,0.0056854-0.0016074i,0.0039824-0.002703i,0.0034249-0.001924i,0.0039279-0.0022333i,0.0033489-0.0037512i,0.0014277-0.0035967i,-0.00032271-0.00037879i,-0.00057462+0.0028799i,0.00024466+0.0031757i,0.0003222+0.002686i,-0.0012249+0.0027694i,-0.00066071+0.0019203i,0.00070084+0.00045804i,0.00098253-0.00021902i,0.0011897-0.00071703i,0.00072969-0.0010166i
0.001188-0.00063938i,0.0017423+0.00091484i,0.0028093+0.0034564i,0.0021422+0.0055586i,-0.00028397+0.0048373i,-0.0019393+0.0040202i,-0.00025888+0.0048684i,0.0032069+0.0041636i,0.0054841+0.0013043i,0.0053478-0.00073868i,0.0047517-0.0021646i,0.0043334-0.0032781i,0.0028424-0.0024067i,-8.7222e-05-0.00094369i,-0.0022249+0.00037369i,-0.0015573+0.00088498i,-0.00026849+0.00083049i,0.00015739+0.00094927i,1.2965e-05-0.00011584i,0.00035838-0.00083993i,0.00073434-0.00039796i,-0.00016281-0.00027451i,-0.00084317-0.00045733i
0.00053842+0.0028334i,0.0008618+0.0037374i,0.00093205+0.0053384i,-0.00037892+0.0041643i,-0.0035876+0.0017289i,-0.0062222+0.0014592i,-0.0066169+0.004123i,-0.0042216+0.0061832i,-0.00041552+0.0034927i,0.0013361+3.4977e-05i,0.00022271-0.00036676i,-0.00080632+0.00079889i,-0.00078615+0.00096339i,-0.0011418-0.0012774i,-0.0017274-0.0031215i,-0.0012617-0.0030749i,-0.00020496-0.0017548i,-0.00023381-0.0010529i,-0.00058351-0.001718i,-0.00011505-0.0026878i,3.88e-05-0.0022848i,-0.00024301-0.001362i,0.00045719-0.00021986i
-0.00084682+0.00016072i,-0.0029911-0.00053988i,-0.0048317+0.00069306i,-0.0041078+0.0023249i,-3.0861e-06+0.001428i,0.0013826-0.00083643i,-0.0027041-0.0005837i,-0.0056507+0.0020106i,-0.0042925+0.0026045i,-0.0037539+0.0008427i,-0.0064185+0.00091607i,-0.0075079+0.0023603i,-0.004636+0.0021759i,-0.00070501-0.00017095i,0.00086344-0.0027713i,-0.00012005-0.0028285i,-0.00034512-0.0016692i,0.00057403-0.00017187i,0.00035599+0.00016546i,-0.00062696-0.0004959i,-0.0010988-0.00019581i,-0.00090769+8.4039e-05i,-0.00053107-0.00021068i
-0.00095454-0.0006156i,-0.00059758+3.8193e-05i,-0.0018183-0.0016874i,-0.0034683-0.0028131i,-0.0022245-0.0020013i,0.00083054-0.0035598i,0.0011252-0.007439i,-0.0022424-0.0072786i,-0.0043543-0.0031426i,-0.003819-0.0004664i,-0.0037672+6.5098e-06i,-0.0031985+0.00076395i,-0.0011113+0.002135i,0.00029496+0.00269i,0.00063713+0.001775i,0.0005361+0.0016296i,-0.00024883+0.0023612i,-0.00020139+0.0020955i,0.00043645+0.0018718i,0.00078378+0.0015626i,0.00056491+0.0012071i,-8.0509e-05+0.0017376i,-0.00061147+0.001786i
0.00012012-0.00076632i,0.0013118-0.0025449i,0.00088567-0.0037421i,-0.0013891-0.0035711i,-0.0018354-0.0015909i,0.00077432-0.00030716i,0.0046346-0.0039907i,0.0052152-0.0076352i,0.0023603-0.0065758i,0.0013834-0.0032903i,0.0028204-0.001399i,0.0035998-0.0015704i,0.0023043-0.00060522i,0.0006858+0.0025963i,0.00048732+0.0043017i,0.00023141+0.0033989i,-0.00064752+0.0023473i,-0.0010158+0.002021i,5.987e-05+0.0012767i,0.00040448+0.00054435i,-0.00037013+0.00070794i,-0.00071356+0.00071619i,-0.00074759-0.0003326i
-0.0013312+0.0018294i,-0.00018578+0.0015875i,0.001959+0.00015482i,0.0052207-0.0015008i,0.0062169-0.0012185i,0.0059403-0.00020149i,0.0069994+0.00040457i,0.0079871-0.0010069i,0.0070458-0.0023054i,0.0061607-0.0014218i,0.0065395-0.0010828i,0.0056995-0.0023777i,0.0034-0.0030028i,0.00029541-0.0014409i,-0.0014407+0.00078266i,-0.0015961+0.0011547i,-0.0016095+0.00056299i,-0.001451+0.00080194i,-0.00052304+0.00021952i,0.00011893-0.00067432i,-0.00084421-0.00090129i,-0.0018268-0.0011094i,-0.0016744-0.0012168i
0.00055642+0.0011763i,0.0018541+0.0024415i,0.0032463+0.0043636i,0.0055771+0.005419i,0.0068841+0.0037151i,0.003647+0.0017878i,-0.00011937+0.0042719i,0.00030053+0.0062011i,0.0024134+0.0029376i,0.003052+0.00044933i,0.0025913-0.00040374i,0.0023874-0.0016001i,0.00195-0.0015786i,0.00071873-0.0014506i,-1.0424e-05-0.0014082i,-0.00064375-0.0011671i,-0.00046739-0.00069249i,-1.3295e-06-0.0011233i,-0.00011524-0.0024042i,-0.0007941-0.0024933i,-0.0012462-0.0018233i,-0.00059617-0.0012389i,-0.00012709-0.0012565i
-0.00017758-0.00017684i,3.8273e-05+0.00062017i,0.0011338+0.0026765i,0.0013406+0.0077597i,-0.00057931+0.0099951i,-0.0039755+0.0066415i,-0.0074515+0.004471i,-0.0083276+0.0055941i,-0.006264+0.0044744i,-0.0045348+0.0011418i,-0.0044328+8.3366e-05i,-0.0038438+0.00099624i,-0.0019699+0.00021679i,0.00049262-0.0019676i,0.00083769-0.0034312i,-4.9897e-05-0.0032511i,0.0002769-0.0022199i,0.00068941-0.0010515i,0.00037323-0.00043628i,0.00086171+3.6582e-05i,0.0012294+8.2401e-05i,0.0011921-0.00051045i,0.00098147-0.00065445i
-0.014066+0.0051113i,-0.011845+0.010721i,-0.010318+0.023344i,-0.0067597+0.025832i,1.9705e-05+0.020708i,0.0067512+0.0080086i,0.002078-0.0027653i,-0.0066876-0.0019834i,-0.0084273+0.0029469i,-0.0051503+0.0027563i,-0.0039249-0.00016276i,-0.0052643-0.00086369i,-0.0044459-0.0013351i,-0.002586-0.0027008i,-0.0020906-0.0031736i,-0.0023235-0.0013961i,-0.00075085+0.0012561i,0.0019203+0.0017469i,0.0019121+0.00090052i,0.00060004+0.00019989i,-0.0004005+0.00048206i,-0.0010841+0.0014826i,1.1418e-05+0.00102i
-0.0015651+0.0013284i,-0.001605+0.00055054i,-0.0060772-0.00050924i,-0.0096521-0.0040564i,-0.0066213-0.0073395i,0.00054717-0.0073092i,0.0046391-0.0067064i,0.0038405-0.0068129i,0.0012715-0.004878i,1.118e-05-0.0018511i,-0.0003909-0.00034404i,-0.0015774+0.00073069i,-0.0025123+0.0013342i,-0.0019379+0.0018273i,-0.00069772+0.0026143i,-0.0008209+0.0029125i,-0.00071762+0.0025219i,0.00030798+0.0027408i,0.0010681+0.0020392i,0.00087526+0.00080921i,-0.00014727+0.00096589i,-0.00057125+0.0013995i,-0.00035281+0.0011101i
-0.0016799+0.0033686i,-0.0019384+0.003919i,-0.0021135+0.0018962i,0.0008568-0.0039313i,0.0041246-0.0070837i,0.0059528-0.004112i,0.0081229-0.0008234i,0.0098523-0.0020292i,0.0083819-0.0042961i,0.00533-0.0025817i,0.0049893-0.0011506i,0.0044613-0.0012617i,0.0017668-0.00052251i,-0.0010841+0.0011702i,-0.002291+0.0032671i,-0.0021109+0.003419i,-0.0019703+0.0018819i,-0.00085234+0.00081024i,-6.5936e-07-0.00013572i,-0.00037375-0.00091112i,-0.00061318-0.0011567i,-0.00066206-0.0007942i,-0.0010926-0.00035632i
-0.0012112-0.00017133i,-0.0016605-0.0020699i,0.0020052-0.0030633i,0.0093174-0.0017917i,0.013527+0.0015651i,0.0094907+0.0033378i,0.0039721+0.0026485i,0.0040251+0.00069735i,0.0055039-0.002206i,0.0050158-0.0033722i,0.0050776-0.0017039i,0.0058325-0.00069485i,0.0044551-0.0014823i,0.0013712-0.0016477i,-0.00030785-0.00050068i,-0.00063916+0.00022537i,-0.00067145-0.00043777i,-0.0012231-0.0009129i,-0.0017921-0.0011912i,-0.00052169-0.0023618i,0.00029709-0.0021026i,2.8406e-06-0.0014096i,-0.00025758-0.00092682i
