-0.002622+0.001005i,-0.0013267+0.00063637i,-0.0016592+0.0011801i,-0.0006168+0.0014712i,0.00025601+0.0014263i,-0.00057221+0.0012298i,-0.0015191+0.00095594i,-0.00076257+0.001374i,0.00069131+0.00108i,0.001187+0.00020604i,0.00072213-6.9492e-05i,0.00075242-0.00027221i,0.00072495-0.0007275i,-0.00033426-0.0006084i,-0.0012912-0.00018385i,-0.0009949-0.00020123i,-0.00027296-0.00069443i,-3.0039e-05-0.0010692i,0.00022329-0.00088055i,-4.1261e-05-0.00027684i,-7.0304e-05-0.0002906i,0.00051325-0.00067988i,0.00047323-0.00067879i
-0.0031007-0.0013924i,-0.0031621-0.00072104i,-0.0030225+0.0010772i,-0.0015736+0.0029769i,-0.00015925+0.0024206i,0.00021889+0.0001926i,-4.0432e-05-0.0011223i,0.00024424-0.001319i,0.00016783-0.00095865i,-0.00017288-0.00028152i,0.00036727-0.00027024i,0.00010474-0.00161i,-0.00048937-0.00222i,-0.0001697-0.0011077i,-0.00027242-0.00041099i,-0.00025704+0.00023872i,0.00012649+0.00079084i,0.00050664+7.7196e-05i,0.0014655-0.00085306i,0.0011008-0.0010397i,0.00012989+0.00010709i,-1.1298e-05+0.00089412i,-0.00045481+0.0013016i
-0.0026823-8.0572e-05i,-0.0018301+0.00056954i,-0.0019294+0.0026538i,-0.0020412+0.0039061i,-0.0016478+0.002889i,-0.00012799+0.00050801i,0.00072486-0.00060238i,0.00054964-0.00010408i,0.00036715+0.00021736i,0.00012347-0.00010906i,0.0010302-0.00068429i,0.0024536-0.0011439i,0.0025118-0.00065385i,0.00094576-4.0793e-05i,-0.00048262+3.1876e-05i,-0.00091712-2.8273e-05i,-0.0011394+0.00017368i,-0.00053407+0.00010343i,3.5108e-05+8.4156e-06i,-0.00025997-0.00018098i,-0.00098238+7.3959e-05i,-0.0010897-0.00022073i,-0.00044409-0.0010929i
0.0028394+0.0038527i,0.0026593+0.003675i,0.0039416+0.0024314i,0.0046546+0.00090865i,0.0038971-0.00030554i,0.0018517-0.0011323i,0.0001231-0.00095432i,0.00029959-0.00019083i,0.00046565-4.2601e-05i,0.00058435-0.00035876i,0.0013103+3.1143e-06i,0.0010555+0.00090629i,8.7149e-05+0.00097973i,-0.00070606+3.8149e-06i,-0.0013748-0.00094232i,-0.0018741-0.00078225i,-0.0016298-0.0001496i,-0.0012809+4.7468e-05i,-0.0013481-3.9699e-05i,-0.0013187-0.00056941i,-0.00030564-0.00090278i,3.2853e-05-0.00091999i,-0.00014703-0.00086144i
0.0010504+0.0038622i,0.0012635+0.0032162i,0.0026107+0.0025037i,0.0029125+0.00058348i,0.0019642-0.00071573i,0.00048241-0.00077318i,-0.00040753-0.00058031i,-0.00042225-0.00071805i,-0.00050972-0.00084342i,-0.00011004-0.00015697i,0.00019883+0.00026277i,-0.0010074-0.00021545i,-0.001706-0.00060912i,-0.001538-0.00052868i,-0.00095868-0.00086299i,-0.00055523-0.0011749i,-0.00079527-0.0015654i,-0.0010841-0.0018078i,-0.00087956-0.0018668i,-0.00061761-0.0023813i,-0.00051386-0.0024421i,6.1241e-05-0.0016355i,-5.6014e-05-0.00096974i
0.00019494+0.00089778i,0.00017037+0.00098073i,0.00057177+0.0018863i,0.0014172+0.0028782i,0.0016613+0.0018965i,0.0008697+0.00069632i,-0.00051607+9.6278e-06i,-0.00021441-0.00042862i,-0.00052532+6.426e-05i,-0.0009288+0.00065287i,-0.00023402+0.0007682i,-0.00053696+0.00014669i,-0.0016601-0.00054091i,-0.0014178-0.00037528i,0.00014392+7.2226e-05i,0.0013569-0.00053127i,0.0017626-0.0014026i,0.0014341-0.0018001i,0.0012805-0.0018231i,0.000973-0.001482i,0.00059141-0.0012196i,0.00073183-0.00032694i,0.00016237+0.00045918i
0.0014188-0.0015377i,0.0011029-0.0010223i,0.00091734-0.00025208i,0.00059298-0.00027535i,0.00029757-0.00050967i,0.00040357-0.00088013i,0.00036446-0.00040045i,0.00033141-8.7995e-05i,0.00060422-0.00073151i,0.00049149-0.0012892i,0.00078441-0.00085215i,0.0013142-0.00045461i,0.00052861-0.00041022i,-0.0011807+0.0001912i,-0.0012708+0.00015289i,0.0005383+0.00047684i,0.00093399+0.0012868i,0.00061676+0.00042425i,0.00031411-0.00037602i,5.5301e-05+0.00020099i,-0.00096568+0.00072959i,-0.0014878+0.00022024i,-0.00092999-0.00030131i
0.00018017+0.0012962i,0.00048115+0.0017806i,0.00078256+0.0027313i,0.00039474+0.0026529i,0.00075022+0.0012183i,0.0012547+4.8858e-05i,0.00041508-0.0001731i,-0.00072433-0.00024818i,-0.00094197-0.00051312i,0.00011062-0.00013387i,0.0012908+0.00031128i,0.0019341+0.000402i,0.00094136+1.3742e-05i,-0.00048856-0.00067342i,-0.0011087-0.00019332i,-0.0014706+0.0014927i,-0.00090217+0.0021239i,0.00036821+0.0011248i,0.00021523+0.00014632i,-0.00023869-0.00013403i,-0.00037858-7.3448e-05i,-0.00035504+0.00045853i,0.00034163+0.00071499i
-0.0033588+0.00094464i,-0.0031824+0.0011379i,-0.003383+0.0024404i,-0.002117+0.004478i,-0.00058217+0.0043413i,-4.402e-05+0.0033455i,-0.00043307+0.0019277i,-0.00041287+0.00032541i,-3.2979e-05+2.2262e-05i,0.00036931+0.00088067i,0.00088409+0.0023403i,0.00084056+0.0023836i,0.00073873+0.0015273i,0.00016924+0.00082224i,-0.0004681-0.0005495i,-0.0013661-0.00095482i,-0.0029312-0.00065816i,-0.003398-0.00063076i,-0.0024052-0.00083022i,-0.0011395-0.00054189i,-0.00069307+6.2217e-05i,-0.00082548+0.00039662i,-0.0010943+0.00041365i
-0.0040867-0.0019456i,-0.0043476-0.00040557i,-0.0037814+0.00060924i,-0.0023382+0.0017799i,-0.00093845+0.0021823i,-0.00071208+0.0012485i,-0.00072708+0.0010216i,-0.00021674+0.00097717i,0.00036611+0.000277i,-0.00012206-5.2755e-05i,-0.00088559+0.00057131i,-0.0014997+0.00085038i,-0.0012165+0.0001907i,0.00033846+0.00011542i,0.00098466-0.00054391i,-0.00027085-0.0019902i,-0.0015882-0.0028425i,-0.0012001-0.0027624i,-0.00063606-0.0022004i,-0.0010076-0.0018643i,-0.00050224-0.001684i,0.00026919-0.00087933i,0.00057892+0.00049611i
0.00079954-0.0032046i,0.00071392-0.0034368i,0.00031965-0.0036957i,-0.00022072-0.0027736i,-0.00063846-0.0015437i,-0.00043142-0.00080101i,-8.0288e-05-0.00045981i,0.00085455-0.00045025i,0.0005257-0.00068301i,-0.0008243-0.00011375i,-0.00099854+0.00018214i,-0.00017841-0.00090752i,0.00011578-0.00068051i,0.00054252+0.00085589i,0.00077507+0.00076644i,0.0013647+2.7162e-05i,0.0019103-0.00090715i,0.0015985-0.0016286i,0.00090148-0.0023581i,0.00076193-0.0028563i,0.001276-0.001788i,0.0011653-0.00073437i,0.00072501-0.00059545i
0.0014499-0.00026527i,0.0024945+0.00086893i,0.0021501+0.0012362i,0.0008581+0.00093776i,0.00027105+0.0010758i,0.00043734-0.00026661i,0.00095962-0.00141i,0.001007-0.0010127i,0.00035903-0.00063398i,0.00062348-0.00065981i,0.0017359-0.00076226i,0.0022789-0.00024192i,0.0012308+0.00054113i,-0.00083023+0.00084524i,-0.0011916+0.0011285i,-0.00046593+0.0011412i,0.00042098+0.0013644i,0.0005591+0.0013364i,0.0010389+0.00031886i,0.0014456+0.00025962i,0.00082405+0.00032638i,-0.0005159-0.00032548i,-0.0014932-0.00078859i
0.0011492+0.0023747i,0.0016433+0.0022484i,0.0028917+0.0019042i,0.0028959+0.00094857i,0.0022321+0.00065723i,0.00054289+0.00035182i,-0.00016137-0.00037007i,-0.00027945-0.00050983i,-0.00038134-0.00051325i,-4.5566e-05-0.00062872i,0.00028434+0.0002966i,0.00017415+0.0015801i,-0.00027392+0.0017016i,-0.0013095+0.00052653i,-0.002368+0.00041402i,-0.0022016+0.0013404i,-0.0015555+0.0016463i,-0.0012387+0.0013295i,-0.0013891+0.00098117i,-0.0013649+0.00052418i,-0.00018357-1.8937e-05i,0.00026617-0.000288i,-0.0003884-0.00044422i
-0.0015923+0.00011076i,-0.0015981+0.0011872i,-0.0011993+0.0023922i,-0.00024423+0.0021334i,0.00094582+0.00093881i,0.00063997+0.00054468i,-0.00059561+0.00051514i,-0.00074323+0.00061772i,-0.00079668+0.00061414i,-0.00085262+0.00024947i,-0.00052925+1.7005e-07i,-0.00085236+0.00039575i,-0.001217+0.00052907i,-0.0010893-0.00080701i,-0.0016128-0.0018179i,-0.0027626-0.0010497i,-0.003107+2.8238e-05i,-0.0027927+0.00018253i,-0.0022996-0.00060284i,-0.0014665-0.00084885i,-0.0012713-0.00033525i,-0.0013669-0.00053615i,-0.00038775-0.0008402i
0.00065771+0.0010523i,0.001204-0.00015083i,0.0023609-0.00014225i,0.0032536+0.00062634i,0.0025819+0.00023959i,0.0012581-0.00027172i,0.00029151+0.00027376i,0.000266+0.0006282i,6.4119e-05-3.2657e-05i,-0.00054764-0.00062721i,-0.00028631-0.0011209i,-0.00038695-0.0017367i,-0.00048714-0.0014859i,0.0010458-0.0012738i,0.0013044-0.0012025i,-0.00068902-0.0012009i,-0.0023443-0.0015924i,-0.0019225-0.0018527i,-0.001219-0.0024071i,-0.0016241-0.0019023i,-0.0016362-0.00069741i,-0.0011066-0.00053836i,-0.00080971+0.00010169i
0.00076939+0.00016714i,0.0011758+0.00064854i,0.0016896+0.0010554i,0.0016572+0.0019842i,0.0011594+0.0016326i,0.00049686-0.00042361i,0.00073165-0.0015408i,0.0012957-0.0009178i,0.0011922-0.00013356i,0.0013445+0.0001998i,0.0016315-0.00053729i,0.00098997-0.0013658i,0.00081362-0.00043677i,0.00088408+0.0013944i,0.0003767+0.0015429i,0.00075073+0.0011701i,0.00087349-0.00014874i,0.00032182-0.0010057i,0.00013201-0.0012594i,0.00053018-0.0018782i,0.0013025-0.0010453i,0.0010759-0.00033905i,-2.104e-06-0.0007936i
-0.001201-0.00031812i,-0.0023477+0.00030131i,-0.0032717+0.0017943i,-0.0013833+0.0029479i,0.00032999+0.0033411i,2.2755e-05+0.0028034i,-0.00070453+0.0013296i,-0.00068079-0.00021926i,-0.00051246-0.00060549i,-0.00024787+0.0003288i,0.00047193+0.0012202i,0.00091487+0.0012512i,0.00070216+0.0010147i,0.00034477+0.0013988i,4.2665e-05+0.0021234i,0.00025183+0.0015975i,0.00093121+0.0008252i,0.00049955+0.00062401i,-0.00031293+0.00028777i,4.9774e-05+2.808e-05i,0.00049122+0.00019347i,-3.9412e-05+0.00023485i,-0.00069514-6.6839e-05i
-0.0027592-0.00092572i,-0.0025587-0.00079819i,-0.001897+0.0012314i,-0.00082143+0.0030748i,0.00044663+0.0029845i,0.00040134+0.0019899i,-0.00031708+0.0010717i,2.9652e-05+0.00071116i,2.8519e-05+0.00015076i,-0.00085914-8.7767e-06i,-0.0014018+0.00072062i,-0.0013441+0.00068239i,-0.001188+0.00027446i,-0.0018372-0.00020691i,-0.0026559-0.0012163i,-0.0023148-0.0006175i,-0.0014555+0.00096605i,-0.0013111+0.0013367i,-0.0013047+0.0009921i,-0.00087874+0.0007953i,-0.00082301+0.00029768i,-0.00073012-0.00018653i,-0.00073027-0.00059661i
0.00041773+0.0020361i,0.0011811+0.0014227i,0.0022908+0.0022407i,0.003286+0.0028893i,0.0027377+0.0016566i,0.0020199-0.00029417i,0.0010636-0.00052257i,-8.0699e-05+0.00011567i,-6.0229e-05+0.00044693i,0.00045263+0.00018345i,-0.00017212-0.0010499i,-0.00077894-0.0017274i,-0.00049244-0.0011752i,-0.00069351-0.0018148i,-0.0015292-0.0035856i,-0.0016946-0.003018i,-0.0011082-0.0016669i,-0.00077321-0.0013554i,-0.0012477-0.0015811i,-0.001192-0.0010071i,-0.00042808-0.00025591i,0.00019787+0.0001843i,-5.5536e-05+0.00076625i
-0.0026096+0.0013463i,-0.0031313+0.0021996i,-0.0016122+0.0038193i,0.00089533+0.0035901i,0.0022703+0.0027703i,0.0018952+0.00091677i,0.0010343-0.00087889i,0.00050429-0.00099956i,-0.00020539-0.0003391i,-7.7269e-05+0.00081738i,0.0012853-6.1225e-05i,0.0017791-0.0017501i,0.0022463-0.0021635i,0.0031944-0.0021059i,0.0029921-0.0017494i,0.0020974-0.00087985i,0.0012268-8.9434e-05i,0.00099329+0.00010714i,0.00095575+0.00021613i,0.0010491+9.0839e-05i,0.0013279-0.00055799i,0.0012212-0.0004299i,0.00066748+0.00047155i
-0.00080355+0.0013839i,-0.00054818+0.0011644i,0.00084902+0.0022058i,0.0012699+0.0028108i,0.0014799+0.0027879i,0.0016157+0.0011925i,0.00054477+0.00030597i,-0.00073361-0.00021783i,-0.0010816-0.00081127i,-0.00031111-0.00063812i,0.0012389-0.00060007i,0.0020943-0.00028708i,0.0024039+0.00078407i,0.0017105+0.001576i,0.00049633+0.0021275i,-0.00032273+0.0021939i,-0.0006013+0.0012177i,-0.00024692-6.6779e-06i,0.00035419-0.00011903i,0.00067865-0.00082477i,0.00073363-0.0012752i,0.00052121-0.00012316i,-0.00050678+0.00062911i
0.00092695-5.7881e-05i,0.0011553+0.00012626i,0.0011499+0.0012928i,0.00082596+0.0011407i,0.00064629+0.00020713i,0.00065687-0.00058051i,7.8642e-05-0.00071015i,-0.00016813-0.00062528i,8.5931e-05-0.00089678i,8.0508e-05-1.8615e-05i,0.0004815+0.00071247i,0.00071743+0.0010382i,8.7938e-06+0.0017705i,-0.0015275+0.0018184i,-0.0031404+0.0015277i,-0.0032795+0.001207i,-0.0017231+0.00065622i,-0.00035472+0.00043303i,-0.00018835+0.00013651i,-0.00067868-0.0001219i,-0.00088982+2.3427e-05i,-0.0015838-0.00021819i,-0.0020472-0.00070043i
-0.0019404+0.0032664i,-0.0016163+0.0037567i,-0.00031605+0.0041747i,0.0010541+0.003567i,0.0015398+0.0016811i,0.0011281+8.1238e-05i,0.00029078-0.00084i,0.00038566-0.00045205i,0.00049155+0.00028528i,0.00014615+8.8863e-05i,-0.00021652-0.00020093i,-0.0015595-0.00040849i,-0.0032847-0.00063904i,-0.0037143-0.0009119i,-0.0028024-0.0013827i,-0.0019607-0.0017993i,-0.0022538-0.0013475i,-0.0018736-0.00040904i,-0.00094897+0.00031294i,-0.00033046+0.00011979i,-0.0010519-0.00082683i,-0.0016051-0.0018293i,-0.00036761-0.0019138i
-0.0040603+0.00037546i,-0.0035111+0.00053935i,-0.0021027+0.002139i,-2.5626e-06+0.0035994i,0.0013909+0.0029162i,0.0011319+0.00022504i,0.00017592-0.00098742i,4.4583e-05-7.6496e-05i,1.5983e-05+0.00060307i,-0.0002289-0.00015743i,0.00015734-0.00083858i,-4.7458e-05-0.0010799i,-0.00043897-0.002025i,0.00026439-0.0028035i,0.001113-0.0036052i,0.0012231-0.0037i,0.00072558-0.0030276i,0.00059132-0.0024417i,0.00043455-0.0013866i,-0.00014888-0.00050136i,-0.00041689-0.00096288i,-0.00012271-0.0013711i,0.00072316-0.0011897i
0.0013312-0.0021452i,0.0012927-0.0024813i,0.00048647-0.0025192i,0.00053991-0.0013379i,-0.00020156-5.492e-05i,-0.0007396+0.00053355i,-0.00065532+0.00042649i,-0.00061162-0.00029719i,-0.00088767-0.00095054i,-0.00030108-0.0011229i,0.0015709-0.00068745i,0.0020658+9.1828e-05i,0.0015002-9.322e-05i,0.0020688-0.00041414i,0.0035561+0.00056085i,0.0033878+0.0012963i,0.0019331+0.0011504i,0.00090501+0.00049583i,0.001161-3.0695e-05i,0.00039183-0.00023225i,0.00040189-0.0006927i,0.0014492-0.00091589i,0.00071045-0.0006671i
-0.00052993+0.00050978i,0.0010597-0.00038609i,0.00084365-0.00034105i,-0.00023239-0.00025333i,0.00027273-0.00014819i,0.00045534+0.00093051i,-0.00081723+0.0018739i,-0.0011565+0.0010931i,3.6376e-05+8.1586e-05i,0.00016123-0.00015513i,0.00047599+0.00040777i,0.0018156+0.0020031i,0.0021377+0.0028019i,0.00086377+0.0039518i,-0.00048521+0.0048803i,-0.0011853+0.0041312i,-0.0012702+0.0023828i,-0.00078769+0.00094893i,2.468e-06-0.00013705i,0.00033655-0.00031944i,0.0005166+9.1172e-05i,0.00021944+0.000524i,-0.00034655+0.00089692i
-0.00089991-0.00040759i,-0.0010587-0.00093853i,-0.0017711-0.00018269i,-0.0012933+0.00012735i,0.00059388+0.0003103i,0.0011655-0.00013724i,0.00033215-0.00050838i,0.00043961-0.00016511i,0.0011192+0.00039996i,0.0012487+0.0010672i,0.0006589+0.0016979i,-0.00074491+0.0015194i,-0.0019948+0.0014111i,-0.0035401+0.0019306i,-0.0045736+0.0017062i,-0.0043577+0.0011896i,-0.00297+0.00079799i,-0.0016692+0.00030112i,-0.00054399-3.4068e-05i,0.00051051-0.00028551i,8.2014e-05-0.00037274i,-0.00067053-0.00027927i,-0.0010588-0.00097926i
6.9366e-05-0.001315i,0.0001688+0.00024816i,-0.00086425+0.0016279i,-0.0010361+0.0026798i,-0.00024378+0.0018804i,0.00047783+0.00012649i,0.00087657-0.00079973i,0.00087205-0.00081787i,-0.00033066-0.00017814i,-0.0010349+0.00034327i,-0.0017574-0.00015105i,-0.0028274-0.0004706i,-0.0028384-0.001056i,-0.0029251-0.0032432i,-0.0025132-0.0043839i,-0.0015829-0.0035671i,-0.0017343-0.0024344i,-0.0012428-0.0019806i,0.00013792-0.0012916i,-0.00019041-0.00082572i,-0.00055072-0.001149i,-0.00045025-0.0011998i,-0.00056632-0.00088683i
-0.00084544-0.00093625i,-0.0012193-0.0014475i,-0.0015688-0.0010081i,-0.0012138+0.0002188i,0.00062047+0.0016477i,0.0018907+0.0014276i,0.0011257+0.0005166i,-0.00017728+0.00051299i,-0.0007415+3.8266e-05i,-0.00067848-4.7006e-05i,0.00073721-0.00028053i,0.0014465-0.00058371i,0.0013723-0.0021277i,0.0016714-0.0033072i,0.0022328-0.0034944i,0.0019897-0.0033141i,0.0014378-0.0022348i,0.0015581-0.0016333i,0.0014983-0.0011045i,0.00075559-0.00098681i,0.00037991-0.0011143i,0.00091721-0.00081372i,0.00073972-0.00053595i
-9.9408e-05-0.0012551i,-0.00011459-0.0012827i,-0.00065197-0.00019304i,-0.00071262+0.0010815i,-0.00015287+0.0016459i,3.2315e-05+0.00055642i,0.00025791+6.1995e-05i,0.00073118+0.00068633i,0.0004788+0.00021157i,0.00098219+1.983e-05i,0.0018503+0.00053341i,0.0024081+0.0010874i,0.0039293+0.0013429i,0.0052661+0.0019102i,0.0047298+0.0025096i,0.0036431+0.0019274i,0.0030453+0.001123i,0.002192+0.00025151i,0.0013148-0.00084081i,0.00085155-0.0012173i,0.00087834-0.00019002i,0.00089736+0.00033869i,0.00069061+0.00078003i
0.0016455+0.0031516i,0.0015993+0.0027549i,0.0027046+0.0027903i,0.0031088+0.0021313i,0.0024432+0.00061185i,0.000665-0.00084458i,-4.1073e-05-0.00035861i,-6.3306e-05+0.00069326i,0.00023779+0.00058984i,0.001118+0.0011031i,0.00068768+0.0015631i,-0.00051913+0.0014709i,-0.00098443+0.0018664i,-0.00094112+0.0031657i,-0.0011577+0.0044273i,-0.0019739+0.0047518i,-0.002095+0.0040339i,-0.0017523+0.0020297i,-0.00093414+4.0671e-05i,3.4585e-05-0.00048143i,0.00052345+0.00025344i,-9.0083e-05+0.00019673i,-0.000918+0.00043396i
5.0039e-05-0.001062i,-3.4784e-05-0.0011996i,-0.00024293-0.0010363i,-9.4855e-05-0.00016794i,-0.000821+0.0010875i,-0.0013808+0.00099094i,-0.00057742-0.00028378i,9.7387e-05-0.0012502i,0.00027977-0.00076255i,-0.00045644+0.00017668i,-0.0017323+0.000582i,-0.0027895+0.00081599i,-0.0038231+0.00072331i,-0.0046144+0.00022391i,-0.0053769-0.00052103i,-0.0050512-0.00024102i,-0.0035834+0.00014375i,-0.0025549+0.00040397i,-0.0019762+0.00071107i,-0.0010955-0.00011521i,-0.0013446-4.1954e-05i,-0.0019887+0.00029256i,-0.0017867-0.00074244i
-0.001686-0.001411i,-0.0014936+0.00024092i,-0.0017212+0.00075089i,-7.6195e-05+0.0024487i,0.00078443+0.0027244i,0.0003131+0.0012418i,0.00025079+0.00035686i,-4.2793e-05+0.00026236i,-0.00049859+0.00051807i,-0.00042463+0.00055131i,-0.00049119-0.0011946i,-0.00058148-0.0027083i,-0.00027445-0.0032382i,-0.00032978-0.0047523i,-0.00097488-0.005888i,-0.0021651-0.0051865i,-0.0019263-0.0027732i,-0.0011933-0.00082042i,-0.000721-0.000917i,-0.00024716-0.00090792i,-0.00036343-0.00041606i,0.00023668-0.00012136i,-8.2694e-05-0.00093596i
0.0017437-0.0025918i,0.00082612-0.0023638i,-0.00032943-0.0019675i,-0.00023444-0.0007957i,3.2145e-05+0.0010815i,-0.00016128+0.001265i,-0.00044129+0.00030969i,-0.00048088+0.00010753i,-0.00028989+0.00042113i,-0.00026776+0.0007217i,0.0005728+0.00066756i,0.001664-0.00022883i,0.0032628-0.0012746i,0.0043969-0.0019092i,0.0038359-0.002454i,0.0029675-0.0024664i,0.00133-0.0017441i,0.00047445-0.0010899i,0.00093653-0.00081279i,0.00085886-0.00062443i,0.00082352-0.00079512i,0.00041245-0.00046584i,0.00079381-0.00097116i
0.0026664-0.0043035i,0.0025148-0.0045796i,0.00078297-0.005284i,-0.0013111-0.0037314i,-0.0023176-0.00093854i,-0.0019692+0.00041384i,-0.0012047-0.00014157i,-0.00030904-0.00033675i,2.9981e-05-0.00071335i,1.3526e-05-0.00055502i,-4.2205e-05+0.00074499i,-0.00011175+0.0024972i,0.00064714+0.0035912i,0.0016047+0.003673i,0.0023019+0.0037783i,0.0032153+0.002949i,0.0023276+0.0008687i,0.00032018-0.00029764i,-0.00066813-5.1237e-05i,-0.00062916-4.1069e-05i,-0.0007554+0.0002719i,-0.00058408+0.00080858i,0.00062415+0.00073112i
0.0027947+0.00083647i,0.0025394+0.0015324i,0.0027124+0.0021052i,0.0022415+0.0018899i,0.0011873+0.00097702i,-7.3075e-05-0.00040367i,-0.00082925-0.0011748i,-0.00093864-0.0012882i,-0.00023609-0.00091922i,0.00035929-0.00026726i,-0.00039626+0.00042365i,-0.001263+0.0017553i,-0.0022222+0.0028444i,-0.0031814+0.0033228i,-0.0027775+0.0041664i,-0.0019695+0.0045404i,-0.0014096+0.0028275i,-0.0010201+0.00016918i,-0.00051015-0.0014612i,-0.000434-0.0012058i,-0.00071348-0.00018295i,-0.001003+0.00063733i,-0.0011385+0.00072831i
-0.0021155-0.0022952i,-0.0025172-0.0014214i,-0.0030432+0.00045387i,-0.0017982+0.0013852i,0.00097694+0.0013035i,0.0017394+0.00096047i,0.0010534+0.00026913i,0.00086888-2.2309e-05i,0.00047651+0.00037744i,-0.0003527+0.00079146i,-0.00094373-0.00022428i,-0.0011582-0.0014094i,-0.0015117-0.001017i,-0.0026611-0.00085115i,-0.0040795-0.00084827i,-0.004791-0.00040575i,-0.0040624-0.00028908i,-0.0012891-0.00032048i,0.00099945-0.00026033i,0.0011191-0.00069242i,0.00030049-0.00095153i,2.571e-05-0.00026378i,-0.00084956+6.5285e-05i
-0.0020812-0.0030883i,-0.0035882-0.0028389i,-0.0050578-0.0013351i,-0.0040448+0.0013685i,-0.0020872+0.002958i,0.00019042+0.0013182i,0.00088241-0.00036958i,0.00013999-0.00022847i,-0.0015975-7.0676e-05i,-0.0018887+0.00027231i,-0.00029837-0.00059253i,0.0009104-0.002008i,0.0012921-0.00243i,0.0011206-0.0029653i,0.00016838-0.003513i,-0.000711-0.0036386i,-0.00057703-0.0025829i,-0.00014133-0.0011949i,0.00056429-0.00018131i,0.00084139-0.00016166i,-7.3671e-06-0.00064443i,-0.00023026-0.00087068i,-3.2653e-05-0.00050078i
0.0046916+0.00071908i,0.0037722+0.00035355i,0.0043269-0.00087716i,0.0032688-0.00088856i,0.00057363-0.0010087i,-0.0011707-0.0015456i,-0.00083216-0.0012181i,-0.00038776-0.00030299i,-0.00041171-0.00043137i,-0.00053577-0.0014059i,-0.00021368-0.0014437i,0.00047644-0.00058441i,0.0010365+0.0001817i,0.0021075-0.00016146i,0.0025446-0.00063632i,0.0013608-0.00071363i,-3.2849e-05-0.00051595i,-0.00097633+0.00046866i,-0.00061075+0.0011637i,-0.00035684+0.00068375i,-9.9614e-05-0.00015325i,0.00049063-0.00047867i,0.00054615-0.0014091i
-0.00020513+6.5734e-05i,0.00066812-0.00064744i,0.0013584-0.00057014i,0.00041051+0.00049226i,-0.0001551+0.00076933i,0.00010518-0.00068633i,-0.00019751-0.0014485i,-2.0565e-05-0.00084768i,0.00059813-9.6269e-05i,0.00082024+0.00034823i,0.00094812+0.00064325i,0.00060391+0.001315i,-0.00014606+0.0016073i,-0.00015326+0.0013416i,0.00063283+0.0010471i,0.00076157+0.00029144i,-0.00023631+5.6863e-05i,-0.00080664+0.00040759i,-0.00118+0.0004182i,-0.0012852-0.00055206i,-0.00078827-0.00032819i,-0.0007168+0.00072104i,6.1608e-05+0.00057729i
0.0004991+0.00088978i,0.00048754+0.0011419i,0.00081713+0.0023113i,0.0013569+0.0032894i,0.0020381+0.0021628i,0.0020631+0.00083964i,0.0011488+0.00078048i,-0.00019004+0.0011539i,-0.00015985+0.0012613i,0.00092025+0.00050465i,0.0010813+0.00074285i,-0.0005483+0.0019687i,-0.0021916+0.0028319i,-0.0036792+0.0032845i,-0.0044096+0.0025703i,-0.003045+0.0010943i,-0.001966-0.00034903i,-0.0018034-0.0017195i,-0.0010629-0.0019653i,-0.00051415-0.0017892i,-0.0011872-0.0019735i,-0.0017689-0.0013417i,-0.00069948-0.0004466i
0.00017247+0.0012099i,0.00072294+0.00029692i,0.0004938+0.00136i,0.0011804+0.002749i,0.0022287+0.0025959i,0.0018899+0.00096834i,0.0012865+0.00019665i,0.00047336+0.00045577i,-0.00014301+0.0011652i,0.00054021+0.0020104i,0.00060777+0.00085521i,9.2472e-06-0.0010162i,-0.000666-0.0010632i,-0.0022024-0.00056702i,-0.0029324-0.00080349i,-0.002913-0.00034469i,-0.0022345+9.0628e-05i,-0.00048236-0.0010125i,0.00054944-0.0018329i,0.00039242-0.0017704i,0.00073319-0.0013018i,0.00069464-0.0013256i,-0.00073916-0.001258i
0.0019325-0.0024991i,0.0011827-0.0025711i,0.0005444-0.0012748i,-0.00018692-8.7167e-05i,-0.0016528+0.00031239i,-0.0023695+0.00023501i,-0.0023073+0.00031719i,-0.0016478+0.00052883i,-0.00083399+8.4927e-05i,-0.00089166+4.1048e-05i,-0.00062218+0.00033627i,0.00060362-0.00057807i,0.0015762-0.0018677i,0.0015775-0.0027609i,0.00099953-0.0025765i,0.0002521-0.0010122i,-0.00015851-0.0002715i,0.00039471+3.5788e-05i,0.0011655-0.00026707i,0.0010697-0.00024403i,0.00063942+0.00012229i,0.00046148+7.5877e-05i,0.00060994+0.00024307i
-0.0017733+0.001899i,-0.0010771+0.0016696i,-0.00079354+0.0024992i,0.00014222+0.0022752i,0.0016372+0.0015472i,0.00091045+0.00042143i,-9.8628e-06-0.00043977i,9.2905e-05-0.0003166i,-0.0011205-0.00027611i,-0.0021552-0.00056529i,-0.00085237-0.00058714i,0.0007804-0.00026503i,0.0017574+0.00060263i,0.0025279+0.00043013i,0.0024123-0.0003015i,0.0017111-0.0011122i,0.00061307-0.0011625i,-0.00012406+0.00031684i,9.2879e-07+0.00089254i,0.00031606+0.00072402i,-2.2517e-05+0.00080692i,-0.00024862+0.00059817i,-0.00035745+0.00028065i
