-0.002622+0.001005i,-0.0013267+0.00063637i,-0.0016592+0.0011801i,-0.0006168+0.0014712i,0.00025601+0.0014263i,-0.00057221+0.0012298i,-0.0015191+0.00095594i,-0.00076257+0.001374i,0.00069131+0.00108i,0.001187+0.00020604i,0.00072213-6.9492e-05i,0.00075242-0.00027221i,0.00072495-0.0007275i,-0.00033426-0.0006084i,-0.0012912-0.00018385i,-0.0009949-0.00020123i,-0.00027296-0.00069443i,-3.0039e-05-0.0010692i,0.00022329-0.00088055i,-4.1261e-05-0.00027684i,-7.0304e-05-0.0002906i,0.00051325-0.00067988i,0.00047323-0.00067879i
-0.0032089+0.0016948i,-0.0027827+0.0024227i,0.00043284+0.0041957i,0.0026367+0.0060075i,0.0024706+0.0048687i,0.0015746+0.00064669i,0.00075394-0.0009739i,0.00084241-0.0011764i,0.00073975-0.001333i,0.00081413-0.00046425i,0.0016669+7.1348e-05i,0.00093658+0.0013841i,-0.00017386+0.0015577i,-0.00062601+0.0014668i,-0.00078447+0.0012876i,-0.00058008-0.00020716i,-0.00076101-0.00024697i,-0.0012292-1.7803e-05i,-0.0012408-0.00029448i,-0.0014947-0.0001779i,-0.0020362-0.00018857i,-0.0017602-0.00051485i,-0.00085143-0.0012222i
0.00013388+0.0014434i,-0.00084469+0.0020087i,-0.00029198+0.0030294i,0.001904+0.0031425i,0.0024966+0.0016289i,0.0011494+0.00037742i,0.00059795-0.00024592i,0.00063351+0.00013702i,0.0012513+0.000973i,0.0018839+0.0017861i,0.0019797+0.0019146i,0.00056568+0.0014608i,-0.0014395+0.00099803i,-0.0026468+0.00094069i,-0.0024033+0.00061822i,-0.00091215-0.00034141i,0.0001987-0.00055025i,0.00025262-0.00042804i,-0.00025979-0.0014024i,-0.00061526-0.0022978i,-0.0011657-0.0024917i,-0.0009538-0.002327i,0.00010982-0.0014758i
0.0011007-0.0005121i,0.00102-0.0015102i,0.00017156-0.0019463i,-0.00022602-0.0016267i,0.00079422-0.0006131i,0.00061685+0.00018736i,-0.00024782+0.00032772i,0.00028761+0.00080987i,0.00037497+0.0011473i,0.00032117+0.0021173i,0.00048003+0.0027234i,0.00045882+0.0020889i,-0.00030712+0.00050456i,-0.0014673-0.0015449i,-0.0012271-0.0017953i,-0.00042261-0.00080239i,-1.5877e-05-0.00082252i,0.00011388-0.001417i,0.00020288-0.0017447i,3.178e-05-0.0011363i,0.00053336-0.00052927i,0.001055-0.00017375i,0.00078989+0.00070466i
-0.0023859-0.00010122i,-0.0026142+1.259e-06i,-0.0023418+0.0010912i,-0.001924+0.0028075i,-0.0011381+0.0027062i,0.0001492+0.0014845i,0.0010501+0.000407i,0.00040882+2.4183e-05i,-0.00049769+0.0002578i,-0.0011162+0.00047034i,-0.0011533+0.00085774i,-0.00045008+0.00079717i,0.00048008-0.00065243i,0.0015376-0.0016383i,0.0013928-0.0007608i,0.00015579+0.00062736i,-0.00042692+0.0011444i,-0.0006659+0.00069323i,-2.5217e-05-0.00016246i,0.0010861+0.00014536i,0.0023596+0.0012319i,0.0020495+0.00086827i,5.9988e-06+0.00035385i
0.0018917-0.00086669i,0.001622-0.00074142i,0.0010945+0.00011108i,0.0014301+1.6256e-05i,0.0015302-0.00025395i,0.00077768-0.00044596i,-0.00011984-0.00030829i,-0.0010467-0.00037484i,-0.0016975-0.0014048i,-0.0022666-0.0022806i,-0.0025087-0.0026956i,-0.0014058-0.0021436i,0.00047342-0.00029155i,0.0010759+0.0001948i,0.00049537-2.2786e-05i,-0.00045713+0.0007526i,-0.0010016+0.0012628i,-0.00064281+0.00062504i,-0.00045644-0.00079823i,-0.0011365-0.00026721i,-0.0019797+0.0013505i,-0.0017689+0.0019658i,-0.0018651+0.00072776i
-0.00079217+0.00015701i,4.4731e-05+0.00023694i,-0.00033855+0.0011067i,-2.63e-05+0.002475i,0.00087379+0.0021251i,0.0014435-0.00020817i,0.00053028-0.0016411i,0.00029458-0.0023113i,0.0016844-0.0031307i,0.0028637-0.0030493i,0.0024797-0.0028371i,0.00060374-0.0018005i,-0.00062951-0.0002446i,-0.0012874+0.00025969i,-0.001447-0.0002108i,-0.00053225-0.00070181i,-0.00051332-0.0013911i,-0.00051511-0.0016311i,5.2196e-05-0.00054849i,-0.000474+0.00030641i,-0.0014606+0.00021628i,-0.0024788-0.00058519i,-0.0017204-0.0013965i
-0.0027933+0.0014609i,-0.0029039+0.0024332i,-0.0023146+0.0039348i,5.7468e-05+0.0045601i,0.00098588+0.0031598i,0.00029621+0.00067812i,-0.000115-0.00045954i,0.0013096+0.00070403i,0.0025837+0.0028322i,0.0039431+0.003618i,0.0046092+0.0025303i,0.0031358+0.0012501i,0.0015618-3.7112e-05i,7.9201e-05-0.0013679i,-0.00052026-0.0015652i,5.4573e-05-0.0020031i,0.00023065-0.0025592i,-3.0439e-05-0.0021242i,-6.1762e-06-0.0016452i,0.00014332-0.0020166i,-0.0010567-0.0028342i,-0.0016455-0.0021875i,0.00039002-0.0012761i
0.012945-0.0013837i,0.012463-0.00014415i,0.012638-0.0055864i,0.0083794-0.0076283i,0.0021212-0.0054138i,-0.0023246-0.0029756i,-0.0013462-0.00029925i,0.0010274+0.0017769i,0.0015808+0.0020411i,0.00055632+0.0024393i,-0.0013429+0.0031298i,-0.0023234+0.0025679i,-0.0026431+0.0022365i,-0.0022078+0.0017041i,-0.0011726+0.0013653i,-0.0009783+0.0015077i,-0.00025186+0.00081008i,0.00058929-6.2263e-05i,0.0008289-0.00078865i,0.00082136-0.0012446i,0.0007545-0.0014437i,0.00065608-0.0015273i,-3.9257e-05-0.0012569i
0.00062667-0.0023972i,-0.00034108-0.0017949i,-0.00061116-0.0018445i,-0.00080096-2.1068e-05i,-0.0009357+0.0020095i,-0.00063061+0.0021371i,-0.00052539+0.0014346i,-0.00089946+0.00057638i,-0.0023759-0.00023239i,-0.0039436-7.98e-05i,-0.0043184+0.0012511i,-0.0028367+0.0019902i,-0.00024355+0.0015354i,0.0012115+0.00048694i,0.00079754+0.00010885i,2.3448e-05+0.0009715i,0.00026732+0.0013455i,-0.00021025+0.0010484i,-0.0007266+0.00019509i,0.00018787+0.00031276i,0.0013678+0.0015556i,0.0017581+0.002309i,0.0013654+0.0028045i
0.0011565+0.0015725i,0.0012677+0.0024151i,0.0014752+0.0027204i,0.0014645+0.0014995i,0.00084299+0.00031168i,-0.00024948-0.00073452i,-0.0016739-0.0018948i,-0.002303-0.001918i,-0.0015293-0.0028189i,-0.00072292-0.0041689i,-0.0013205-0.0044513i,-0.0022646-0.0039339i,-0.001732-0.0023876i,-0.0012851-0.00093222i,-0.001871-0.00096333i,-0.0018224-0.00066878i,-0.00079543-0.00042776i,0.00015342-0.0010563i,-0.00042609-0.00092672i,-0.0013499+0.00021017i,-0.0020873+0.0016796i,-0.0025687+0.0025114i,-0.002841+0.0014136i
-0.00092549+0.003361i,0.00028004+0.004537i,0.0012397+0.0054181i,0.0021101+0.0045337i,0.0034218+0.0033389i,0.0023461+0.0016885i,0.00084053+0.00014211i,0.0010961-0.0014363i,0.0019827-0.0018576i,0.0026844-0.0018297i,0.003349-0.0028867i,0.0026179-0.0032838i,0.00033233-0.0021209i,-0.0019234-0.0016992i,-0.002065-0.001774i,-0.001772-0.0012788i,-0.002387-0.0014484i,-0.0016303-0.0019836i,-0.00090346-0.0017727i,-0.0020894-0.0015979i,-0.0034665-0.00203i,-0.0037908-0.0015507i,-0.0031773-0.00095682i
-0.0022038-0.0017068i,-0.0018362-0.00093761i,-0.002221+0.00086127i,-0.0019342+0.0028035i,-0.0011623+0.0033939i,-0.0015593+0.0025855i,-0.0016817+0.00022501i,-0.00030546-0.00035933i,0.0017969+0.0013686i,0.0033931+0.0033788i,0.0040794+0.0044871i,0.0031668+0.0033479i,0.001502+0.0016119i,0.00077271+0.00058544i,0.00075402+7.5412e-05i,0.00089243-0.00078875i,0.00049463-0.0012924i,-0.00029252-0.00132i,0.0003535-0.0011936i,0.00090544-0.0018613i,6.8409e-05-0.0032103i,-0.000835-0.0030736i,-0.00068459-0.0027098i
-0.00086118-0.0037767i,-0.00025951-0.0033054i,-0.00088849-0.0041188i,-0.00079135-0.0023023i,-0.00021852+0.00038898i,0.00012464+0.00054396i,1.8613e-06-0.00025038i,-0.00019558+5.4226e-05i,-0.0010469+0.0018628i,-0.0025289+0.004098i,-0.0015106+0.0054902i,0.000395+0.0057187i,0.00066747+0.004151i,0.00082395+0.0018178i,0.0019862+0.0011447i,0.0022785+0.00043579i,0.0018682-0.0010351i,0.0010123-0.0015369i,0.00046041-0.0020094i,0.0015715-0.0013978i,0.0020946-0.00093311i,0.0016952-0.0008909i,0.00093548-0.00079906i
-0.0004406+0.0021616i,-0.00042417+0.0036603i,-0.00047929+0.004438i,0.001114+0.0036827i,0.0016325+0.0018745i,0.00081189-0.00071002i,0.0001075-0.0016393i,-0.00075371-0.00091871i,-0.0025989-0.00060598i,-0.0038078+0.00031019i,-0.0036337+0.0013036i,-0.0021254+0.00035101i,-0.001388-0.00043031i,-0.0012498-0.00020495i,-0.00062864+0.00027849i,-0.0002061+0.00038128i,0.00040295-0.00028999i,0.00020731-0.0014901i,0.00064794-0.0013548i,0.0021616+9.0058e-05i,0.0020998+0.0015307i,0.0020086+0.0020357i,0.0020529+0.0022921i
-0.00032735-0.0011586i,-0.00012576-0.00079347i,7.0826e-05+0.00017805i,-0.00056836+0.0015216i,-0.00077107+0.0022559i,-0.00011029+0.0022058i,-7.8323e-05+0.0016179i,-0.00073029-0.00028507i,-0.0008058-0.0027224i,-0.00024898-0.003523i,8.0229e-05-0.0040205i,-0.00022937-0.0032724i,-0.00076178-0.0014183i,-0.00095717-0.00030016i,-0.0010617+0.00060438i,-0.0016862+0.0014886i,-0.0011001+0.0017777i,5.3202e-05+0.0017707i,0.00031644+0.0017677i,-0.00055769+0.0020245i,-0.0011196+0.0026599i,-0.001165+0.0027295i,-0.0012643+0.0012787i
-0.00065892-0.00071267i,0.00018633+0.00099453i,-0.00017011+0.00024395i,-7.2676e-05+0.00054731i,0.001296+0.0022095i,0.00064719+0.0023374i,-0.0016838+0.00043955i,-0.0013245-0.0012742i,0.0015961-0.0012904i,0.0033311-0.00081573i,0.0037783-0.00091638i,0.002847-0.0010815i,0.00043631-0.0012804i,-0.0010465-0.0020552i,-0.0011579-0.002123i,-0.001692-0.0012865i,-0.0018202-0.00018113i,-0.0013285+0.00066739i,-0.0010627-0.00063688i,-0.0016631-0.0018643i,-0.0027147-0.001428i,-0.0034942-0.00055804i,-0.0030588+0.00031357i
-0.0020913+0.00020313i,-0.0025366+0.00039345i,-0.0027613+0.0016975i,-0.001135+0.0028683i,0.00049951+0.0027564i,0.00050733+0.0009291i,0.00040915-0.00058877i,0.0014269+0.00012679i,0.002924+0.0021678i,0.0037944+0.0032219i,0.003807+0.0029754i,0.0029375+0.0017131i,0.0011081-0.00034947i,9.6327e-05-0.0012266i,-5.5355e-05-0.0019715i,-0.00096876-0.0031029i,-0.0020728-0.0023138i,-0.0024547-0.00085856i,-0.0015146-0.00057186i,0.00070464-0.0019036i,0.0017518-0.0026627i,9.0905e-05-0.002344i,-0.00033107-0.0017024i
0.0016652-0.002423i,0.0021376-0.0014811i,0.0015532-0.0011979i,0.00053462+0.00019208i,-0.00048928+0.0011885i,-0.0018871-0.00021556i,-0.0012475-0.0010632i,-0.00015324+2.6022e-05i,-0.0013694+0.0015615i,-0.0029917+0.0023558i,-0.0024638+0.0029157i,-0.00099884+0.0029325i,0.00052994+0.0018945i,0.00098527+0.00082905i,0.00034173+0.00018763i,0.00077634-8.5331e-05i,0.00066967-0.0012114i,-0.0003682-0.0029031i,9.7674e-05-0.0038014i,0.0015825-0.0024844i,0.0023552-0.00083359i,0.0015613-0.00092725i,0.00020007-0.0019877i
0.0015552+0.0028772i,0.001485+0.0039728i,0.0016463+0.0039082i,0.00079943+0.0032129i,0.00019284+0.0011102i,0.00049406-0.0010067i,0.00080386-0.0013516i,-0.00018611-0.00025469i,-0.0020807-0.00051648i,-0.0033782-0.0016341i,-0.0032044-0.00070341i,-0.0021126+0.00048579i,-0.0014786+7.0512e-05i,-0.001141+4.4248e-05i,-0.00088706+0.00060255i,6.8515e-05+0.00074651i,0.0014723+0.00019545i,0.0028191-0.0020132i,0.0036453-0.0025507i,0.002067-0.00011483i,0.0002814+0.0010247i,0.00035983+0.00025569i,0.000619+3.3089e-06i
-0.001744-0.0013953i,-0.0031881-0.0019759i,-0.0031522-0.0013439i,-0.0019573+0.00076319i,-0.0012769+0.0012014i,0.00013405+0.00070249i,0.00086182+0.00086054i,-2.0181e-05-0.00020827i,4.368e-06-0.003025i,-0.00039836-0.004149i,-0.00067542-0.0034547i,-4.5971e-05-0.0016869i,0.00064743+3.1995e-05i,0.00025978-1.0373e-05i,0.00016052-0.00013606i,0.00031509+0.00087905i,0.0010565+0.0018875i,0.002223+0.0023506i,0.0013147+0.0022118i,-0.00048525+0.0014844i,-0.00076975+0.0011891i,0.00048542+0.0015199i,0.00045536+0.0015757i
-0.00072203+0.0010914i,-5.3004e-05-0.00020272i,0.001888+0.00029755i,0.0030634+0.0024351i,0.0030894+0.0037471i,0.0021104+0.0033414i,-0.00050576+0.0015181i,-0.00027109-0.00071007i,0.0028811-0.0012872i,0.0042819-0.00042117i,0.0028738-0.0010247i,0.0010312-0.002658i,-0.00059049-0.0025193i,-0.0015106-0.00080345i,-0.0014096-0.00066072i,-0.0017821-0.00091829i,-0.0027998+0.0008703i,-0.0021904+0.0032357i,-0.0022888+0.0033666i,-0.003079+0.00069207i,-0.0024077-0.0010387i,-0.0018699-0.00064165i,-0.0013112-4.4555e-05i
0.0016969+0.0063186i,0.0028246+0.006491i,0.0054976+0.0059309i,0.0053756+0.0042868i,0.0023094+0.0022708i,-0.0014067-4.3003e-05i,-0.0024363-0.0014384i,-0.00021314+9.6232e-05i,0.0014655+0.0036878i,0.0020536+0.0050623i,0.0025097+0.0030963i,0.0011748+0.00030277i,-0.00051531-0.0012074i,-0.0012-0.0017689i,-0.0025229-0.0018897i,-0.0033039-0.0018454i,-0.003666-0.0016617i,-0.0046871-0.001088i,-0.003488-0.0016956i,-5.3922e-05-0.0031966i,0.0022925-0.0023833i,0.00076302-0.00023034i,-0.0013176-0.00012857i
0.00091522-0.00029787i,-0.00040946-0.0007229i,-0.00030859-0.0015832i,0.00036676-0.00079602i,0.00022127-0.00067112i,-0.00019912-0.0016859i,0.0021108-0.0014259i,0.0033455+0.00097626i,0.0010516+0.0032057i,-0.001732+0.0031119i,-0.001554+0.0023157i,0.00023394+0.0019826i,0.00034248+0.00063056i,7.4056e-05-0.0010282i,-7.4395e-06-0.0014535i,-3.0986e-05-0.0018565i,-0.00087766-0.0034854i,-0.0015271-0.0056722i,-0.00091837-0.0059672i,0.00079241-0.0036765i,0.0015246-0.00094548i,-0.00012465+8.2993e-05i,-0.0012395-0.00037125i
-0.002226-0.0017757i,-0.0020176-0.0017341i,-0.0017122-0.00039158i,-0.00032836+0.0024774i,0.0012884+0.0032049i,0.0032934+0.00035992i,0.0041466-0.00059695i,0.00096688+0.0002521i,-0.0034004-0.0013426i,-0.0046204-0.0020916i,-0.0030561+0.00046577i,2.564e-05+0.0023664i,0.0013936+0.0011188i,0.0014008-0.00056775i,0.0014159-0.00059833i,0.0020691-0.0010287i,0.003377-0.0024063i,0.0044294-0.0035013i,0.0050872-0.0033813i,0.0033715-0.0014985i,0.00013476+1.6586e-05i,-0.0009435-0.00091807i,0.00028963-0.0014757i
-0.0031487+0.0018383i,-0.0014626+0.0013665i,-0.002325+0.0027892i,-0.0023442+0.0042886i,0.00046216+0.0044502i,0.0024989+0.0043318i,0.00083341+0.0041401i,-0.0019356+0.0013731i,-0.0013216-0.0031587i,0.00078945-0.004609i,0.00082259-0.0024096i,-6.9065e-05+0.00010809i,-0.00034494+0.00088448i,0.00024051+0.00086864i,0.0015093+0.0017387i,0.0019857+0.0028702i,0.0029815+0.0029849i,0.0038437+0.0028543i,0.0026976+0.0025849i,-0.00021594+0.00068043i,-0.0011761-0.0017762i,0.00016891-0.0019853i,0.0011657+3.6385e-06i
-0.00093243-0.0037337i,-0.00071687-0.0017489i,-0.001383-0.0015031i,-0.00179+0.00034063i,-0.0024117+0.0038325i,-0.0036766+0.0044447i,-0.0057203+0.0018236i,-0.0044985-0.0015963i,0.00077916-0.0029049i,0.003748-0.0005857i,0.0016476+0.00083389i,-0.0012864+0.00078034i,-0.0025052+0.0008644i,-0.0023541+0.00049083i,-0.0020589+0.00090807i,-0.0025152+0.0023022i,-0.0028076+0.0040095i,-0.0028386+0.0051127i,-0.0031496+0.0043816i,-0.0020225+0.00054493i,3.6775e-05-0.0020698i,0.00079493-0.00064138i,0.00023315+0.0012026i
-0.00024364-0.0027292i,-0.0012751-0.0023735i,-0.0021698-0.0021974i,-0.0021655-0.0011453i,-0.0023777-0.00042045i,-0.0040095-0.0023216i,-0.0036943-0.0051899i,-2.9045e-05-0.0046573i,0.0031215-0.00038597i,0.0030316+0.0024082i,0.00059546+0.0015282i,-0.0021802-0.0012465i,-0.0038312-0.0034496i,-0.0036079-0.0031129i,-0.0039131-0.0021854i,-0.0048445-0.0012784i,-0.0058162-0.00058217i,-0.0069903-0.00057425i,-0.0055805-0.00077146i,-0.0018091-0.00072031i,0.00069523+0.00065451i,0.00066636+0.0021452i,-0.00076338+0.00151i
0.005283+8.0425e-06i,0.0054061-0.00071965i,0.0041797-0.0028234i,0.00259-0.003038i,0.0012173-0.0030532i,0.00056371-0.0056241i,0.0033798-0.0069194i,0.0063559-0.0024684i,0.0038546+0.0023671i,0.00047255+0.0029148i,0.00057712+0.0012368i,0.00095409-0.0010559i,-0.00023822-0.0023161i,-0.00037905-0.0021849i,-0.00016204-0.0030474i,-0.000609-0.0043218i,-0.00064045-0.0056864i,-0.00087796-0.0079143i,-0.0012119-0.0082713i,-0.00093109-0.0042484i,-0.0015451+0.00070668i,-0.0019315+0.0017935i,-0.0014313-0.00073735i
0.0018525-0.0013006i,0.0018436-0.0013291i,0.00034107-0.002077i,-0.00031309-0.00080363i,0.0012503+0.00050638i,0.0055772+0.00014873i,0.0090528+0.0019143i,0.0057905+0.0049383i,-0.0006185+0.0034702i,-0.0026849-0.00032977i,-0.00042934-0.00039103i,0.0021699+0.0013098i,0.0034623+0.0021374i,0.0030907+0.0018926i,0.0028119+0.0005663i,0.0037217-0.00062489i,0.0055941-0.0019093i,0.006683-0.0036555i,0.0052172-0.0041065i,0.0016463-0.0033874i,-0.002205-0.0025477i,-0.0037093-0.0023448i,-0.0021762-0.0022617i
-0.0055171+0.00212i,-0.0048648+0.0026655i,-0.0029664+0.0050033i,-0.00063604+0.0064294i,0.0014532+0.0066359i,0.0030533+0.0084262i,-0.00055342+0.011378i,-0.0055485+0.0085387i,-0.0050716+0.00096807i,-0.0011892-0.0024417i,0.0011452-0.00023271i,0.0022692+0.0033094i,0.0034894+0.0045169i,0.0028215+0.0033992i,0.0016917+0.0036179i,0.0023282+0.0047823i,0.0040036+0.0053245i,0.0055583+0.0052743i,0.0049478+0.0037766i,0.0021569+0.0003983i,0.00012964-0.0035145i,9.9816e-05-0.0051979i,0.0016994-0.0032503i
0.0028357-0.001565i,0.0025815-0.0010199i,0.0026738-0.00059462i,0.00082834+0.0005238i,-0.001772+0.0024964i,-0.0063787+0.0036801i,-0.012318+0.0010523i,-0.011469-0.0048421i,-0.0036866-0.0064458i,0.00030156-0.0028785i,-0.0015154-0.00059368i,-0.0041986+0.00027005i,-0.0051579+0.00082736i,-0.00446+0.0011971i,-0.0040029+0.0026008i,-0.0040744+0.0044465i,-0.0041439+0.0058534i,-0.0039667+0.0074209i,-0.0022837+0.0071572i,0.0011604+0.0031713i,0.0043852-0.0012685i,0.0042178-0.0019191i,0.001826+0.000274i
4.2108e-05+0.0040415i,0.00022194+0.004783i,0.0019713+0.0037263i,0.0018559+0.0026437i,-0.00071055+0.00050711i,-0.0051872-0.0047452i,-0.0063795-0.012524i,-0.0013845-0.014158i,0.0028263-0.0057372i,0.0020182+0.0014103i,-0.00088713+0.00021982i,-0.0034481-0.0035877i,-0.0049263-0.0047917i,-0.0050033-0.0042324i,-0.005362-0.0042629i,-0.0067471-0.0046018i,-0.0081877-0.0042022i,-0.0090043-0.003293i,-0.0075594-0.0013831i,-0.0022926+0.0012744i,0.0024091+0.0037106i,0.0024664+0.0045679i,0.00034185+0.002968i
-0.0052008+0.00067465i,-0.0054495+0.00084136i,-0.0042886+0.0028875i,-0.0016953+0.0050879i,0.0013959+0.0023842i,0.0053613-0.0062007i,0.01195-0.01089i,0.015496-0.0045938i,0.0093614+0.0033769i,0.0020677+0.004482i,0.00067721+0.00092251i,0.0009103-0.0031275i,6.356e-05-0.0050652i,-0.00031989-0.0050019i,0.00082525-0.005967i,0.00071018-0.0084481i,-0.00099873-0.010183i,-0.002194-0.010115i,-0.0029861-0.0076895i,-0.0042852-0.0018404i,-0.0052897+0.0036918i,-0.0044703+0.0038717i,-0.002568+0.00058911i
-0.0011419-0.00053411i,-0.0014103-0.00018712i,-0.0010704+0.0013011i,-3.2528e-05+0.0021729i,0.0045226+0.0014309i,0.012232+0.0029766i,0.015958+0.010525i,0.010632+0.01708i,0.001184+0.01357i,-0.0025262+0.0054421i,0.00030698+0.0015129i,0.0044249+0.0011778i,0.0058939+0.0010105i,0.0053237+0.0004973i,0.0062685+0.00045398i,0.0073112-0.00027287i,0.0080616-0.0011596i,0.0083713-0.0027004i,0.0048746-0.0053823i,-0.0014398-0.0068303i,-0.005944-0.0052297i,-0.0058167-0.0026746i,-0.0027325-0.0021928i
0.0020607-0.0016318i,0.00094594-0.0010916i,-0.0010027-0.0014239i,-0.00096853+0.00097324i,0.0011217+0.0062047i,0.0011297+0.014741i,-0.0039222+0.021158i,-0.010758+0.017886i,-0.010297+0.0065466i,-0.0041221-0.00054518i,0.00050089+0.0011048i,0.0023903+0.0047979i,0.0027994+0.0063228i,0.002463+0.0068138i,0.0013267+0.0078035i,0.0012544+0.0085502i,0.0024727+0.0085769i,0.0047928+0.0072082i,0.0065091+0.002938i,0.0055863-0.0039307i,0.0021694-0.0085625i,0.00015698-0.007887i,0.0010856-0.0038021i
-0.0048559-0.0047524i,-0.005999-0.0030087i,-0.0072497-9.7398e-05i,-0.0049555+0.0037416i,-0.005467+0.0081275i,-0.013596+0.00904i,-0.023676+0.0024374i,-0.023462-0.0074373i,-0.012182-0.010417i,-0.0021363-0.0050632i,-7.6857e-05+0.00099672i,-0.0015118+0.0038323i,-0.0028343+0.0041304i,-0.0042593+0.0028796i,-0.0062236+0.0024959i,-0.0075557+0.0043037i,-0.006966+0.0057981i,-0.0045881+0.0067763i,7.6473e-05+0.0061659i,0.0055365+0.0029626i,0.0081039-0.00056483i,0.0071599-0.0018652i,0.0047767-0.00035504i
0.0036455-0.0052113i,0.0042031-0.0048582i,0.0024863-0.0056261i,-0.0017285-0.0046854i,-0.0072307-0.0061574i,-0.012402-0.014419i,-0.011278-0.026438i,-0.0011424-0.029407i,0.005601-0.019007i,0.0030028-0.0073935i,-0.0029391-0.0037823i,-0.006748-0.0040651i,-0.0070306-0.0039449i,-0.0063989-0.0045916i,-0.0067383-0.0051011i,-0.0078876-0.0050969i,-0.0086382-0.0051618i,-0.0091086-0.0036672i,-0.0068004+0.00079969i,-0.00079574+0.0062775i,0.0034533+0.0082096i,0.0035891+0.0067806i,0.0017227+0.0046725i
0.00022193+0.0032484i,0.0010326+0.0033033i,0.0029761+0.0023109i,0.0039621+5.7966e-05i,0.0065419-0.005528i,0.013597-0.014918i,0.024468-0.017568i,0.029323-0.0093526i,0.021296-0.00061978i,0.0085168+0.0010549i,0.00061731-0.0023568i,-0.0016744-0.0060291i,-0.0014899-0.0065946i,1.4197e-05-0.0059257i,0.0024644-0.0067772i,0.0034652-0.0078447i,0.0023211-0.0087484i,-0.0001653-0.0097643i,-0.0040209-0.0059782i,-0.0073256+0.0020718i,-0.0076787+0.0074466i,-0.0057431+0.0069772i,-0.0037076+0.0029949i
-0.0013206-0.001744i,-0.0012969-5.9212e-05i,-0.00074222+0.0018187i,0.0025964+0.0044137i,0.0097767+0.0071213i,0.020104+0.012324i,0.026824+0.022548i,0.021808+0.029795i,0.010286+0.023525i,0.0033871+0.011636i,0.0032738+0.0039739i,0.0043376+0.00033071i,0.0036751-7.9375e-05i,0.0042905+0.0012331i,0.0071369+0.0015292i,0.0092552+0.0012999i,0.0096948+0.00056227i,0.0085284-0.0013527i,0.0032551-0.0039889i,-0.0049672-0.0054187i,-0.01052-0.0039077i,-0.0096937-0.0022671i,-0.0061165-0.0016466i
0.0010806-0.0027375i,0.0005278-0.0017638i,-0.00017774+0.00030363i,-0.0015425+0.0051853i,-0.002774+0.013444i,-0.0057098+0.025852i,-0.014136+0.036533i,-0.022218+0.033987i,-0.019891+0.020581i,-0.0088719+0.010658i,-0.00017627+0.0081457i,0.0032795+0.007169i,0.0033519+0.005345i,0.001019+0.0050722i,-0.00095217+0.0069632i,-0.00068649+0.0079012i,0.0014243+0.0083383i,0.0036198+0.0066805i,0.0043796+0.00011945i,0.0024286-0.0085227i,-0.00073409-0.012605i,-0.0019563-0.010359i,-0.00042639-0.0067069i
0.0038984-6.4044e-05i,0.0028309+0.0017755i,0.0009829+0.0016285i,-0.0039397+0.00095083i,-0.01377+0.0013995i,-0.028148+0.00074693i,-0.042147-0.0048246i,-0.042778-0.013606i,-0.028383-0.015586i,-0.0128-0.0072255i,-0.0046147+0.0025703i,-0.003351+0.0059289i,-0.0044264+0.0046027i,-0.0069877+0.0021308i,-0.0093589+0.0010605i,-0.010119+0.00285i,-0.0098772+0.0049587i,-0.0065852+0.0054667i,0.0019248+0.0027393i,0.0093633-0.0021778i,0.010886-0.0058869i,0.0086935-0.0063873i,0.0063155-0.0036781i
-0.0015724+0.0032543i,-0.0017347+0.0026048i,-0.00092764+0.0018049i,-0.00018533-0.0014177i,-0.0017684-0.010691i,-0.0076214-0.027823i,-0.0087163-0.046239i,-0.00098231-0.050155i,0.0044114-0.036473i,0.001872-0.019624i,-0.0025258-0.0087813i,-0.0048009-0.0034209i,-0.004817-0.0021304i,-0.0045042-0.0038985i,-0.0063938-0.0063825i,-0.0084004-0.0072222i,-0.0081422-0.0067805i,-0.0061168-0.0047726i,-0.0017548-9.8324e-06i,0.0045389+0.0057801i,0.0084841+0.0074679i,0.0077861+0.0053049i,0.004954+0.0031504i
0.0017026+0.001455i,0.0024853+0.00098581i,0.0052509+3.267e-05i,0.0097612-0.00217i,0.01775-0.0074402i,0.029906-0.017515i,0.045119-0.023213i,0.050584-0.017539i,0.038299-0.0097731i,0.018582-0.0081172i,0.0045757-0.0095196i,-0.00019924-0.0090538i,0.00039702-0.0063605i,0.0026888-0.0044388i,0.0047293-0.0045664i,0.0048754-0.0055117i,0.0031872-0.0069679i,0.00081282-0.0068923i,-0.0022443-0.0015087i,-0.0050677+0.0062313i,-0.0051786+0.0098711i,-0.0034341+0.0088397i,-0.0033787+0.0056621i
0.00059501-0.0022853i,0.0012584-0.0017103i,0.0015252+0.0007559i,0.0048024+0.0064008i,0.012791+0.015778i,0.026094+0.027784i,0.036911+0.04159i,0.034065+0.048132i,0.022027+0.03774i,0.012165+0.018853i,0.0072349+0.005074i,0.0048988+7.3774e-05i,0.0038366+0.00060622i,0.0043129+0.0025073i,0.0065415+0.0039319i,0.0074312+0.0036324i,0.0076158+0.0016003i,0.0062835-0.00079908i,-0.00026706-0.0032446i,-0.0092745-0.0039654i,-0.012932-0.0017431i,-0.0096367-0.00034218i,-0.0059388-0.00090274i
