-0.0014316+0.0003225i,-0.0012717-0.00016464i,-0.0016567+0.0009025i,-0.0019484+9.2794e-05i,-0.0012258-0.0010226i,-3.6917e-05-0.00011083i,-0.00040464+0.00062232i,-0.00053461+0.00049218i,9.6674e-06+0.00033391i,0.00066966-0.00013964i,0.0008078-0.0011302i,-2.0771e-05-0.0013295i,-0.00032669-0.00072093i,0.00045301+0.00033688i,0.00053039+0.00047428i,1.9201e-05+5.569e-05i,4.2416e-06-0.00018872i,0.00041562-0.00025869i,0.00023228-8.364e-05i,-0.00032754+0.00065176i,-0.00049276+0.0011698i,-0.0013379+0.00016825i,-0.0010689-0.00038973i
0.00084386-0.00012239i,0.00063726+0.00047505i,0.00035846-0.00067119i,-0.00041116-0.00097088i,-0.0013652-0.00082427i,-0.00043626-0.00035132i,0.00073565+0.001065i,0.00015562+0.0011094i,-9.7403e-05+0.00010136i,-0.00019291-0.00060326i,-0.00027503-0.00094668i,0.00048577-0.00012086i,0.00023175+0.00074925i,0.00010928+0.00087171i,0.00017436+0.00045627i,0.00064006-0.00020976i,0.0014147-5.124e-05i,0.00098708+0.00059464i,0.00037055+0.0011405i,-0.00025883+0.00096444i,-0.00019847-0.00015318i,0.00040069-0.00047645i,0.00067367-0.00034702i
-0.00011466-0.0010507i,-0.00075379+5.5713e-06i,-0.0016111+0.00047912i,-0.00087465+0.00015199i,-7.3895e-05-0.00043893i,0.00055302-0.00049142i,0.00077988-0.00052044i,0.00085182-0.0010789i,4.0185e-05-0.00096818i,-0.0011792-0.00019307i,-0.00047648+0.00062308i,0.00085433+0.00042923i,0.00099364-0.00035947i,0.00031939-0.00056416i,0.00038215-0.00058838i,0.00060498-0.00073603i,0.00026131-0.00099725i,7.7971e-05-0.0015593i,0.00062803-0.00083728i,0.00051146+0.00034685i,-0.00025815+0.00042591i,-0.00048877+0.00031356i,-0.0003611+1.0297e-05i
-0.00031441-0.00034232i,-0.00064059-0.00024681i,6.9396e-05-0.00035328i,0.00084307-0.00087114i,0.0007694-0.00080354i,0.00067706-0.00051456i,0.00089862-0.00093976i,0.00059738-0.00089827i,-0.00028057-0.00047119i,-0.00086996-0.00054603i,-0.00083835-0.00018059i,-0.00016897-9.4382e-05i,0.00067884-5.1522e-05i,0.00058692-1.8022e-05i,-9.4271e-05-0.00059175i,-0.00037306-0.0011691i,-1.1114e-05-0.00038797i,0.00070392+0.00057961i,0.0015802+0.00091802i,0.0014807+0.00045571i,8.3639e-05+8.1401e-05i,-0.00019689+0.00058756i,-0.00019754+0.0007204i
0.00016203+0.0013235i,0.00064568+0.0012731i,0.00064998-0.00026822i,0.0010198-0.00071837i,0.0013003-0.00042703i,0.00099905-0.00050135i,0.00072409+0.00017138i,0.00050728+7.2423e-05i,-0.00010256-0.00087516i,-0.00056961-0.00067937i,-0.0006751+0.00020002i,-0.00018849+0.00031148i,-5.761e-05+3.108e-05i,-1.0251e-05-0.00039738i,0.0006768-0.00035945i,0.00052531+2.2176e-05i,3.1338e-05+0.00025227i,0.00017132+2.9873e-05i,2.6216e-06-0.00036833i,-0.00017281-0.00065739i,-0.00017615-0.00066675i,-6.4846e-05-0.00030211i,0.00010683+8.9887e-05i
0.0013136+0.00065753i,0.0017991+0.0013243i,0.0023794-0.00055222i,0.0019915-0.0019785i,0.0013638-0.0019733i,0.0017418-0.00091185i,0.0017594+0.00014839i,0.00083803-0.00018848i,0.00042742-0.0010211i,0.00034516-0.0011738i,0.00019466-0.00031001i,-0.00022343+0.00048991i,-0.00088977+0.00011523i,-0.00074698-1.7883e-05i,-9.6159e-05+0.00055824i,0.00036586+0.00066216i,-0.00026427+0.00084505i,-0.00091777+0.00011495i,-0.00082159+7.6362e-05i,-0.00043337+0.00074611i,0.00045239+0.0005181i,0.00047419+0.00035256i,0.00013194+0.00012593i
0.0013227+0.0011849i,0.0016573-0.00031711i,0.0020211-0.0013498i,0.0022893-0.0011478i,0.00066798-0.00095303i,-0.00091999-0.0011468i,-0.0010891-0.00056772i,-0.0014787+0.0010036i,-0.00091643+0.0016304i,-0.00032104+0.00083285i,-0.00030817-0.00030046i,-0.00070852-0.00027748i,-0.0012118+0.00048889i,-0.0009043+0.0012646i,-0.00064112+0.0010806i,-0.001251+0.0011565i,-0.0014819+0.0012303i,-0.00059603+0.00060987i,5.6726e-05+0.00043363i,0.00017872+0.00050319i,0.00048398+5.1282e-05i,0.0006371-0.00035046i,8.9967e-05-0.0009159i
-0.00056494+0.0012384i,0.00044373+0.00011225i,0.00080187-0.00067361i,0.0010331-0.00095806i,0.00053055-0.000681i,-0.00024978-3.2167e-05i,1.7818e-05-0.00065399i,2.3506e-05-0.00053401i,0.00033302+0.0003341i,0.00049715+0.00046633i,-1.9704e-05+0.00083922i,-0.00075386+0.001037i,-0.00065224+0.00063819i,0.00031314+0.00032772i,0.0010376+0.00040398i,0.00097993+0.00027863i,0.00077069-1.1722e-05i,0.0001028+0.00050499i,-0.00060051+0.00043724i,-0.00028796+0.00033937i,0.00035909+0.00055785i,0.00045174+0.00024767i,0.00011463-0.00028283i
-0.0010873+0.00065689i,-0.0012485+0.0009239i,-0.0010823+0.0014344i,-0.00084244+0.00073266i,-0.00047331+3.6732e-06i,0.00099687+0.00027851i,0.0015819+0.00045062i,0.00087378-0.00040962i,6.042e-07-0.00050086i,-0.00030332+0.00052879i,-0.00027601+0.0010167i,-0.00047777+0.00016636i,-0.00031525-0.00049783i,-0.00050653-0.00013108i,-0.00088647+0.00017999i,-0.0002782+0.0002021i,5.0039e-07+5.2711e-05i,-0.00053827-0.00018241i,-0.00082185-0.00036163i,-0.00021333-0.00049333i,0.00024976-0.00043657i,0.0002482-0.00038202i,-5.6562e-05-0.00034339i
0.00021655+0.00085669i,0.00062252+0.0012077i,0.00060531+0.0013817i,0.00035312+0.00052631i,-0.00033298-0.00018637i,4.0118e-05-6.5701e-05i,0.0006294+0.00050324i,0.00077091+0.00011529i,0.00080836+0.00045751i,0.00099424+0.00058357i,0.001235-0.00047346i,0.00090359-0.00050122i,0.00051469-0.00075625i,6.768e-05-0.0012491i,0.00080356-0.0010528i,0.00086513-0.00076398i,0.0002645-0.0006865i,0.00010227-0.00048179i,-1.1447e-05-0.00024708i,-0.00013561-0.00026376i,-0.00027004-0.00016697i,-0.00028993-0.00022563i,-0.00015079-0.00020539i
-0.0004212-0.0014756i,-0.0010048+3.7899e-05i,-0.001821-4.0977e-05i,-0.002345+0.0001125i,-0.0019319+0.00088371i,-0.00015681+0.0013861i,0.0010083+0.0013959i,0.0011426+0.0012295i,0.00014414+0.0004356i,-0.0012005-0.00033605i,-0.0006846-0.00083508i,5.4055e-06-0.0010263i,0.00048538-0.00050842i,0.00089493-7.508e-07i,0.00029881+0.00048851i,4.2742e-05+7.7947e-05i,0.00012635+0.00012947i,-0.00016362+0.00047565i,3.8152e-05+7.0817e-05i,0.00058581-5.8761e-05i,0.00061599-0.00035315i,0.0010655-7.9497e-05i,0.0011478+0.00041252i
0.0015604-0.00048591i,0.00054068-0.00063368i,-0.00050995-0.00039578i,-0.0010838-0.0010693i,-0.00056858-0.0012465i,-0.00056147-0.00045241i,-0.0010633-0.0002469i,-0.00072702+0.00039199i,-0.00020886+0.00020358i,-0.00041493-0.00041817i,-0.00044512-0.00028724i,3.839e-05-3.9628e-05i,-0.00071167+7.0684e-05i,-0.00095591-0.00015829i,0.00013484-0.00035152i,0.0007918-0.00058371i,0.00042372-0.00023082i,0.00019984+0.0004235i,0.00013655+0.00097948i,-0.0003306+0.00056671i,-4.6282e-05-0.00019698i,0.00092253+1.5668e-05i,0.0012272+0.00014379i
0.00049247+0.0017313i,0.00056892+0.0018385i,0.00068328+0.00058888i,0.0011739+0.0001139i,0.0017667+0.00054428i,0.0017406-8.8175e-05i,0.0012213-0.00048173i,-0.0001029-0.00041924i,-0.00056059-0.00058689i,-0.000386-0.00087858i,6.0406e-05-0.0013549i,0.00042402-0.00099946i,0.00051144+0.00043438i,-1.5207e-05+0.0012807i,-0.00045317+0.00063231i,-0.00031171+0.00046088i,-0.00026808+0.00068895i,0.00012396+0.00041606i,0.00010618-0.00018762i,-0.0002635+0.00024975i,-0.00083769+0.00059707i,-0.00071422+0.00023224i,-0.00078883+2.822e-05i
-0.0017845+0.0017348i,-0.0010328+0.0011558i,-0.00059626-0.00026488i,-0.00072678-9.3665e-05i,-0.0011865-7.5981e-05i,4.1784e-05-0.00053538i,0.00061218-0.00026058i,3.564e-05-0.00011849i,1.5541e-05+3.7679e-05i,0.00021503-9.078e-05i,0.00052495-0.00011221i,0.00094277+0.00012963i,0.0010288+0.00031801i,0.00047856+0.00029115i,0.00040213+9.6121e-05i,0.00025874+0.000183i,-0.00034089+0.00041262i,-0.00064011+0.00054817i,-0.00025259+0.00039997i,0.00060327+0.00014789i,0.00070695-1.3999e-05i,0.00047904+0.0001i,0.00025168+0.00081491i
0.00080853-0.00057063i,-0.00033272+0.00018984i,0.00035252-0.00021347i,0.00054351-0.0013335i,-0.00098959-0.0011927i,-0.0014965-0.00045397i,-0.0012573-3.3133e-05i,-0.00060632-4.8432e-05i,-0.00031637-0.000523i,-0.0013274-0.00095904i,-0.0012387-0.00051033i,4.5024e-05-9.3844e-06i,-0.00016441+0.00055399i,-0.00079167+0.00067424i,-0.00029198+0.00018358i,0.00029646-5.5919e-06i,-0.00012344-0.00041096i,-0.0010272-0.00062141i,-0.0008568-0.000494i,-0.00039083-0.00040879i,-0.00038096-0.00024367i,-0.00041152+0.00040438i,-0.00045354+0.00089474i
0.0023774+0.00060815i,0.001744-0.0001047i,0.001636-0.0010955i,0.0009404-0.0015895i,0.00050202-0.0014619i,6.4326e-05-0.00052086i,-0.00013724+0.00062141i,5.1079e-06+0.0012268i,5.4327e-05+0.0009812i,0.00025105+0.00024045i,0.00064592-0.00032043i,0.00064912+0.00042177i,0.00039352+0.00075837i,-0.00041386+6.2666e-05i,-0.00053299-0.00020604i,0.00060495-0.00060782i,0.0010047-0.00083922i,0.0010294-0.00087388i,0.00049502-0.00075477i,-0.000147-0.00011208i,9.2304e-05-5.7053e-05i,0.00026783-0.000717i,5.3197e-05-0.0010799i
-0.00023205-0.00015607i,-0.00070729-0.00041945i,-0.00087002-0.00039357i,-0.000424-0.00069106i,0.00028231-0.0011077i,0.0006473-0.0011296i,0.00046888-0.00038729i,-6.2667e-05-0.00053474i,6.486e-05-0.00079491i,0.0010114-0.00024104i,0.0017711+0.00034197i,0.0011796+0.0002821i,0.00072146-0.00011616i,0.0005863+0.00036097i,-0.00010453+0.00088307i,-0.00024638+0.00060244i,-0.00028333-0.0001439i,0.00017823-0.00066716i,-4.5561e-05+0.00035323i,-0.00079619+0.00058385i,-0.00053854+0.00018588i,2.3495e-05-0.00030049i,-0.00017459-0.00048922i
-0.0019872+8.8513e-05i,-0.00078185+0.00029214i,-0.0012992+0.0011547i,-0.0018992+0.0012065i,-0.0012762+0.00095235i,-0.00050856+0.0013755i,0.00017526+0.00075768i,0.0010135-0.00010218i,0.0012223-0.00016765i,0.0006289-0.00016533i,-0.00016434-0.00013278i,-0.00082934+6.4638e-05i,-0.00119-0.00022305i,-0.00091959-0.00057478i,-0.0004207-0.00032806i,-0.00068054-0.00038542i,-0.00032515-0.00096373i,0.00046463-0.0015623i,0.00070183-0.00069123i,0.00050766-2.033e-05i,-0.00018292+0.00019209i,-0.00059033+0.00037498i,-0.00029512+5.0503e-05i
0.00099496+0.00069063i,2.8041e-05+0.00033458i,-0.0013984-6.8603e-05i,-0.00085758-0.00064266i,0.00045398-0.00064785i,0.0014432+0.0004966i,0.0015761+0.00054312i,0.0010879-4.6477e-05i,0.00039643-0.00039022i,0.00018316-0.00020216i,0.00020646+0.00032085i,-0.00044067-5.4039e-05i,-0.00068516-0.00063915i,-0.00018513-0.00079242i,-0.00022176-0.0010644i,-0.0005184-0.00086339i,0.00014241-0.00056312i,0.00045525-0.00016377i,-0.00048518-0.00019007i,-0.00037431-0.00026796i,-0.0002709-0.000195i,-0.00023616-0.00068829i,-0.00025314-0.00068077i
-0.0014529+0.00066697i,-0.00069057+0.00058057i,-0.00024851+0.00084348i,-0.00047893+0.0013473i,-0.00028716+0.0014288i,0.000159+0.00088642i,0.00016115+0.00067798i,-0.00036225+0.00085282i,-0.00048233-0.00020839i,0.00039085-0.00059414i,0.00067017-3.5163e-05i,0.000164+0.00021356i,0.00045025+0.00025237i,0.00072583-0.00050805i,0.00076569-0.00068592i,0.0009146-0.00043224i,0.00078113-0.0011972i,0.00063287-0.001366i,0.00028321-0.00020376i,-0.00032159-0.00031657i,-0.00024716-0.00090569i,0.00054787-0.00037373i,0.00075639-0.00018394i
-0.00070084-0.00070485i,-0.0002494-0.00051375i,-0.00063544-2.2713e-05i,-0.0013962+0.0007255i,-0.0014736+0.00052487i,-0.00059441+5.4268e-05i,0.00055652+0.00036721i,-9.1668e-05+0.00059748i,-0.00038722+0.00036543i,0.00015261-0.00044573i,0.00061576-0.0005614i,0.00037469-9.9669e-05i,0.00021119+0.00034305i,0.00018463+0.0006385i,-0.00028171+0.00031032i,6.28e-05+0.00031796i,0.00048168+0.00044741i,0.00078598+0.0004949i,0.00099296+0.00068146i,0.00077804+0.00013997i,3.412e-05-0.00035853i,-0.0003157-0.00026019i,-0.00035957+3.4215e-05i
-0.00048931+0.0013794i,-0.0014934+0.0016816i,-0.00077886+0.00091545i,-0.00016043+0.0002981i,-0.00020308+0.00077729i,0.00039475+0.000167i,0.00087536-0.00054605i,-2.4709e-06-0.00033016i,-0.00016395+0.00012402i,0.0006706+0.00078318i,0.0007197+0.00092683i,0.00078194+0.0011428i,0.00033816+0.00087975i,-0.00016913+0.00049009i,-0.00033848+0.00013906i,-0.00018605+0.00030685i,0.00024898+0.00046374i,0.00056015-0.00044432i,0.00049539-0.0005439i,-3.3712e-05+0.00076881i,-0.0010314+0.00055239i,-0.0015252+0.00010273i,-0.00073082+0.0007213i
-0.0015969+0.0012692i,-7.7708e-05+0.0019614i,0.0008685+0.0017947i,0.0011923+0.00099839i,0.0010874+0.00069313i,0.001296+0.00053369i,0.0013061-0.00053341i,0.00064205-0.001062i,-0.00019145-0.0002117i,-0.0002466+0.00088182i,-0.00018593+0.00078129i,-0.00012063-0.00010192i,7.4883e-05-0.00064349i,-2.8824e-05-0.000426i,-0.0004483+0.00013693i,-0.00022208+6.3477e-05i,-9.8219e-05-9.7509e-05i,-0.00050159-0.00021166i,-0.00044734-0.00049208i,-0.00043765-0.0002643i,-0.00010029-0.00065189i,-8.3251e-05-0.00053289i,-0.00043071-0.00029729i
-0.00040861-0.00099855i,0.00020829-0.00046163i,-0.00040444+0.00057947i,-0.0007335+0.0012278i,-0.00047221+0.0020749i,0.0003784+0.0024652i,0.00042734+0.0016958i,0.00058945+0.00087353i,0.00048407+0.00017967i,-0.00088212-0.00015619i,-0.0017149-0.00063178i,-0.0012917-0.0010495i,-0.0006249-0.00090455i,-0.0001791-0.00071318i,0.0002137-0.00096024i,-0.00028547-0.00098278i,-0.00078194-0.00048854i,-0.00063965-0.00063369i,-0.00056394-0.0007196i,-0.00029169-0.00038098i,5.5464e-05+6.4928e-05i,-0.00022577+4.1181e-05i,-0.00071069+0.00017299i
-0.0016399+0.0018999i,-0.0010531+0.0035858i,-0.00033153+0.0025075i,-0.00066043+0.00072471i,-0.0010313-0.00078587i,-0.000567-0.0014794i,7.2741e-05-0.0011473i,-3.4455e-05-0.0010566i,-0.00045389-0.00048704i,-0.00024827-0.00020795i,0.00026603+0.00039692i,-0.00037439+0.0014643i,-0.0017208+0.0016429i,-0.0013193+0.00053576i,0.00030047-0.00017291i,0.0009879+0.00025907i,0.00098402+0.001027i,0.00057625+0.0010493i,0.00024047+0.00058153i,0.0002807+7.3562e-05i,0.00027012-0.00030061i,0.00016394-2.6547e-05i,0.00062766+7.3605e-05i
-0.00070716+0.00068327i,-0.00051639+0.00025041i,-4.3467e-06+0.001919i,-3.3189e-05+0.0010803i,0.0006847-0.00059269i,0.00065145+0.00048919i,0.00025314+0.00048012i,0.00012826-0.00056902i,0.00033768-0.00015934i,0.00067882+0.00024509i,0.0012795-0.00035391i,0.0014615-0.00060605i,9.1908e-05-0.00025984i,-0.0010531-0.00015499i,-0.000591-0.0010636i,-0.00046982-0.0010301i,-0.00048762-0.00042759i,-0.0002064-0.00035437i,-0.00048965-0.00017708i,-0.000559-0.00015088i,-0.00017087-0.00036988i,0.00021869-2.3117e-05i,-6.6826e-05+0.0006352i
0.0010894+0.0015501i,0.00093862+0.0011602i,-0.00035417+0.0006538i,-0.00077932+0.00076428i,-0.0012374+0.00096934i,-0.00089215+0.00040001i,0.00032765+0.00039322i,0.00024251+0.00021294i,-0.00089729-0.00031705i,-0.00083015-0.00025316i,-0.00029587-0.00022533i,0.00031248-0.0012502i,0.00067622-0.0014268i,0.00014878-0.00051618i,-0.00010456+5.2843e-06i,0.0002508+0.0001962i,0.00023272+0.00068266i,-0.00014757+0.0010824i,-0.00064117+0.0010829i,-0.00013789+0.0011072i,-0.00018421+0.00071403i,-0.0010523+0.00098869i,-0.00050442+0.00075273i
0.00044525+0.0024482i,0.0018583+0.0012563i,0.0033866+0.00069658i,0.0030311-0.00047038i,0.0016006-0.0017634i,3.5631e-05-0.0013955i,-0.00072566-0.00026158i,-0.00064281+0.00083328i,-0.00049875+0.0010958i,-0.00084561+8.2705e-05i,-0.00091271-0.00056058i,-0.0010206+4.0573e-05i,-0.00094738+0.00043889i,-3.4407e-05+0.00071342i,0.00044799+0.001065i,0.00015498+0.00031316i,-9.5967e-05-0.00022568i,-0.00080588+5.6778e-05i,-0.00092203-4.0174e-05i,-0.0002714-0.00058961i,-0.0002744-0.00039137i,-0.00055575+1.3351e-05i,-0.00050036-0.00038427i
-0.00068898+0.00021995i,-0.0010554+0.00098429i,-0.0022283+0.00099484i,-0.0029817+0.00038976i,-0.002541+0.00044325i,-0.00089341+0.00095503i,0.00017318+0.00054351i,5.2599e-05-0.00011878i,-0.00025068-0.00021848i,-0.00047286-7.4013e-05i,-0.0009709-2.1377e-06i,-0.00083548-0.00038557i,-0.00027097-0.0011452i,-4.837e-06-0.0010821i,0.00035913-0.00087967i,0.00079778-0.0008585i,0.00013617-0.00050665i,-0.0011962-0.00011726i,-0.0014103+0.00056339i,-0.00098499+0.00048741i,-0.00086854-4.0368e-05i,-0.0007045-0.00080882i,-0.00022477-0.0011941i
0.00010776-0.0016702i,0.00016537-0.0014832i,-0.00023201-0.0010149i,-0.001523-0.0015387i,-0.0012296-0.0018792i,0.00033823-0.00084995i,0.00036445-0.00039247i,-0.00012705-0.00076398i,8.2002e-05-0.00034377i,0.00059711-0.00029929i,0.00037189+0.00039683i,-0.0001233+0.00061258i,-3.1434e-05-4.3129e-05i,-0.00016617-0.00067409i,-0.00016443-0.00098516i,0.00023528-0.00063789i,0.00013808+0.0002725i,-0.00049059-5.6827e-07i,-0.00046811-0.00037699i,0.00016452-3.1561e-05i,4.126e-05+0.00032576i,-0.00013701+0.0011146i,0.00031361+0.0012383i
0.0016043+0.0023121i,0.0016825+0.0023272i,0.0026326+0.0020012i,0.0036741+0.0010203i,0.0023156+0.00023241i,0.00071719-0.00050073i,0.00062508-0.00086337i,0.0010636-0.00013173i,0.0018931+0.00080738i,0.00154+0.00036027i,0.0002128-0.00010061i,-0.00071926-0.00080722i,-0.00063456-0.0010244i,0.00021338-0.0002179i,0.00034516+0.00050535i,-0.00051589+0.0012011i,-0.00089062+0.00039146i,-0.00065254+4.0697e-05i,-0.00062939+3.8067e-05i,-0.00019152-9.5865e-05i,0.00025794+0.00042155i,0.00038728+0.00044626i,-0.00020542+0.00034773i
6.6186e-06+0.00048456i,-0.00056415+0.00074175i,-0.0014334+0.00012165i,-0.0013365-0.00071572i,-0.00070719-9.602e-05i,0.00038767+0.00040126i,0.0012602+0.00014817i,0.0011713+0.00011297i,0.00013156+3.1349e-05i,-0.00083164-0.00072529i,-0.0006175-0.0011325i,0.00015037+0.00023952i,0.00051954+0.00099835i,0.00043926-0.00025611i,0.00048463-0.00043368i,0.00031925+0.00020036i,-0.00025505+0.00046202i,-0.00082276+2.4278e-05i,-0.0011702-0.00081012i,-0.00085911-0.00094563i,-0.0008191-0.00067077i,-0.00060565-0.00049292i,0.00036253-0.00064677i
0.00083372-0.00052302i,0.00023784-0.00062328i,-0.0003784-0.0017732i,-0.00053484-0.001551i,-0.00011315-0.00050776i,0.00083028+0.00012038i,0.00081201+0.00030807i,-0.00052986+2.9402e-05i,-0.0018213-0.00050444i,-0.0017467-0.0015826i,-0.0013872-0.0012092i,-0.0003688-0.0009249i,0.00061416-0.0011087i,5.1911e-05-8.8473e-05i,-0.00040309+0.00026534i,0.00012767-2.7397e-05i,0.0006222+0.00012833i,0.00076662+0.00022229i,0.001139+0.00017723i,0.0011597+0.00036549i,0.0004287+4.9538e-05i,0.00061073-0.00023502i,0.0010806-0.00036094i
-0.00072167-0.001293i,-0.00080809-0.0011226i,-0.0019726-0.0016916i,-0.0021595-0.0020862i,-0.0014426-0.00078325i,-0.00076331+0.00089259i,6.4552e-05+0.00089212i,4.964e-05+0.00022523i,-0.00047619-2.2892e-05i,8.3136e-05+0.00046585i,0.00076871+0.00021352i,0.0010975-0.00030181i,0.0010536-0.00073403i,0.00092657-0.0010646i,0.00072652-0.00083285i,0.00032678+0.00014795i,-0.00034422+0.00027334i,-0.00069252-0.00068977i,-0.00031093-0.00093575i,-0.00029299-0.00034193i,-0.00030658+0.00031682i,-0.00030452+0.0001608i,9.6711e-05-0.00032036i
-0.00026887+0.0018588i,0.00056927+0.0012704i,0.0019578+0.00095675i,0.0018938+0.00084862i,0.0012177+0.00060783i,0.001019-0.00023644i,0.0010488-0.00024432i,0.00050692+0.00054475i,0.00094032+0.00062332i,0.0011173+0.00081692i,0.00018271+0.00079456i,-0.00019347+0.00054958i,5.6514e-06+0.0013386i,0.00033703+0.0010914i,0.00063482+0.00021916i,0.00062144-0.00015092i,0.00012196-8.5731e-05i,-0.00056251-0.00055248i,-0.00079341-0.00023665i,-0.00037003-8.1987e-05i,0.00049408-0.00026892i,1.6282e-05-0.00020479i,-0.00076432+0.00040184i
-0.00019988-0.0011181i,-0.00020855-0.00070974i,-0.00046014-0.0012185i,-0.00079647-0.0016617i,-0.00089945-0.0012936i,0.00021033-0.00097915i,0.001396-0.00065443i,0.0012442-0.00029692i,0.00041098+9.6828e-05i,-0.00018025+0.00079688i,-0.00018277+0.00070627i,0.0002026+0.00025812i,0.00089598-0.00048666i,0.0015784-0.0011338i,0.0010795-0.00069892i,-0.00021961-0.00039735i,-0.00046949-0.00051117i,-0.00087585-0.00015612i,-0.0011434-0.00047456i,-0.00065443-0.00073226i,-0.00047522-4.3965e-05i,-0.00013936+0.00085482i,0.00025805+0.00085787i
0.00092428+0.00095977i,-0.00022863+0.00053552i,0.00014732+0.0013038i,0.00020392+0.0014235i,0.00033683-0.00037776i,0.00034357-0.00062009i,-0.00010301-0.00012551i,-4.0332e-05-0.00012406i,5.1278e-05+0.00021256i,-0.00050064-0.00031064i,-0.00089688-0.00024827i,-0.00076976+0.00038746i,-0.00033641+0.00039948i,-0.00054651+0.00080914i,-0.00078515+0.00052017i,-0.0010533-0.00020881i,-0.001212-0.00061248i,-0.00050567-0.00084622i,0.00016711+1.0944e-05i,0.00036949+0.00080505i,0.00030439+0.001037i,-4.2433e-05+0.0007881i,-0.0005736-1.5751e-05i
-0.00027023+0.00099147i,0.00036833+0.0001238i,0.00024395-0.00048244i,-0.00025448+0.0001437i,-0.00066004+0.00010696i,-0.00015781-0.00066925i,0.00011886-0.0010382i,-0.00021975-0.00097211i,-0.00029302-0.0015668i,-0.0006194-0.0014305i,-0.00038354-0.00079479i,0.00017053-0.00066608i,0.00030999-0.00055182i,3.6855e-05-0.000373i,-0.00021672-0.00018052i,-0.00087465-4.2631e-06i,-0.00081736+4.2544e-05i,-0.0002347-1.8534e-05i,0.00051331-0.00024551i,0.00083828-0.0003823i,0.00032497-0.00053418i,0.00032774-0.0010129i,0.0010059-0.00048768i
-0.0023209-0.0010976i,-0.0017381-0.0015569i,-0.0020573-0.0010131i,-0.0023369+0.00030905i,-0.0018165+0.00085902i,-5.9338e-05+0.0012683i,0.00055611+0.0010106i,0.00060568-9.2907e-05i,0.00044484-0.00065178i,-2.7074e-05-0.00041376i,0.0006528-0.00017822i,0.0015981-0.00037122i,0.0015938+0.00032133i,0.00081666+0.0009642i,-0.00037035+0.00065182i,-0.00049839+0.00019257i,0.00018431-0.00028234i,0.00045583-0.00024481i,0.00059229-0.00019635i,-0.00029728-0.00015842i,-0.00042382-0.00022427i,-0.00013265-0.00023847i,-0.0001329-8.0149e-05i
-0.0008629-0.0016258i,-0.00071394+0.00031884i,-5.8279e-05+0.0012305i,-0.00025024+0.0014155i,-0.0010577+0.001217i,0.00011266+0.0015539i,0.0015327+0.0012535i,0.0015029+0.00048939i,0.00077111+9.9132e-05i,-0.00046518+0.0006702i,-0.0012669+0.00081967i,-0.00087369+0.00017207i,9.2728e-05-0.00070454i,0.00019088-0.0010716i,-0.00011369-0.00057159i,0.00014269-0.000319i,0.0011483-0.00054979i,0.0014529-0.00032747i,0.00094491-0.00027883i,0.00055132-0.00090509i,-0.0001347-0.00063448i,-0.0003065+0.00061265i,-0.00014559+0.00048516i
0.00079767+0.00063347i,0.00065495+0.0015429i,0.00020434+0.0010191i,-0.00017623-0.00018459i,-0.00061225-0.00011393i,-0.00071615+0.0011623i,-0.00027813+0.001731i,-0.00044248+0.00067524i,-0.00066266-0.00022522i,-0.0011679-7.6665e-05i,-0.0015225+0.00029594i,-0.0011283+0.00095935i,0.00016355+0.00070158i,0.00084306-0.0003172i,0.00038178-0.00086849i,-0.00039932-1.3402e-05i,-0.00037662+0.00064029i,-0.00013411+7.1229e-05i,0.00021182-0.00014711i,0.00067254+7.2823e-05i,-1.0718e-05+0.00097231i,-0.00091845+0.0019551i,-0.0012373+0.0011413i
0.0007294+0.00103i,0.00084294+0.0013376i,0.00063599+0.00012081i,-0.0012702-0.0015092i,-0.001691-0.0015686i,-0.00064277-1.0413e-05i,0.00057312+0.00071113i,0.00091381-0.00017378i,0.00033295-0.00075947i,-0.00041678-0.00070643i,-0.0010488-0.00041706i,-0.0010181-0.00029257i,-0.00018353+5.5992e-05i,0.00026149+0.00041322i,0.0005138+0.00021875i,0.0010804-7.5656e-05i,0.00043123-0.00022492i,-0.00027789-0.00048757i,-0.00014292-0.00066906i,-0.00085367-0.00072196i,-0.00036434-0.00030944i,1.8952e-05-0.00026469i,-0.00023573-0.00050489i
-0.0014485+0.00090826i,-0.0010988+0.0011458i,-0.00010704+0.00058012i,0.00017827+0.00042907i,0.00056731+0.00056958i,0.0023256-4.0817e-05i,0.0026855-0.00043265i,0.0013557-0.00068786i,7.1643e-05-0.0010035i,0.00018336-0.00098224i,0.00090874-0.00083964i,0.00080762-0.00020754i,0.0010203-0.00014932i,0.001269-0.0011051i,0.00052981-0.0012535i,0.00056661-0.00034423i,0.0007914-4.9087e-05i,-0.00022181-8.9291e-05i,-0.00079032+0.00040568i,-0.00042311+0.00024084i,0.00019383-0.0011026i,0.00031506-0.0010187i,0.00036153+0.00011403i
