-0.0014316+0.0003225i,-0.0012717-0.00016464i,-0.0016567+0.0009025i,-0.0019484+9.2794e-05i,-0.0012258-0.0010226i,-3.6917e-05-0.00011083i,-0.00040464+0.00062232i,-0.00053461+0.00049218i,9.6674e-06+0.00033391i,0.00066966-0.00013964i,0.0008078-0.0011302i,-2.0771e-05-0.0013295i,-0.00032669-0.00072093i,0.00045301+0.00033688i,0.00053039+0.00047428i,1.9201e-05+5.569e-05i,4.2416e-06-0.00018872i,0.00041562-0.00025869i,0.00023228-8.364e-05i,-0.00032754+0.00065176i,-0.00049276+0.0011698i,-0.0013379+0.00016825i,-0.0010689-0.00038973i
0.00084342+9.9337e-05i,0.00077862+1.712e-05i,0.00046342+0.00047077i,0.00013689+0.00016743i,0.0002918-0.0015265i,0.00061519-0.0019414i,9.2642e-05-0.001088i,0.00018501-0.00022045i,0.00070769+0.00071964i,0.00087038+0.00064026i,0.00045938+1.9969e-05i,0.00041088+0.00021491i,0.00096411+0.00034728i,0.00085051+0.00019551i,0.00012049-0.00051603i,0.00010291-0.0010702i,0.00024611-0.00083493i,5.3735e-05-0.00044969i,0.00020096-0.0001852i,-0.0001748-0.00011203i,0.00018047+1.1615e-05i,0.00056374+0.00061086i,0.00035586+0.00063474i
0.00028016-0.0014876i,-0.001018+8.2901e-05i,-0.0016409-3.2654e-05i,-0.00029152-0.00069443i,0.00025981-0.0008475i,0.0002601-0.0005921i,0.00039951+0.00018255i,-0.00029646+0.00061744i,-0.001591+0.00032154i,-0.0016249+0.00058594i,-0.00029274+0.00070844i,0.0010516+0.00090568i,0.0016127+0.0011036i,0.0006678+0.00044396i,-0.00010932-0.00033222i,0.00014948-0.00047413i,-0.00056651+0.00022353i,-0.00040787-4.2772e-05i,0.0004078-0.00084454i,0.00041528-0.00045647i,-8.3453e-05+0.00014339i,-0.00078154+0.00068941i,-0.00097721+0.00022624i
0.001559+0.0011225i,0.0015227+0.00034315i,0.0024416-0.00031499i,0.0017587-8.0136e-05i,1.1942e-05-2.1652e-05i,-0.00093565-5.7584e-05i,-0.00071344+5.6622e-05i,-0.00028552-0.00046136i,-0.00050073-0.0012784i,-0.00077712-0.0015966i,-0.0010865-0.0011725i,-0.001318-0.00091728i,-0.00052959-0.0010522i,0.0003383-0.0015596i,0.00022489-0.0015586i,0.00017276-0.0011464i,0.00061664-0.00025768i,0.00042538+3.3154e-05i,0.00041157-0.00061348i,-9.4752e-05-0.000288i,-0.00090266+0.00018787i,-0.0010746-0.00045409i,-0.00045592-0.00089799i
-0.0014737+0.0008982i,-0.0013462+0.00085931i,-0.0012583+0.00034589i,-0.00042945+0.00018278i,-0.00041182+0.0007416i,-3.4427e-05+0.0013232i,0.00092873+0.00066618i,0.00036782-6.8459e-06i,-0.00074125-0.00058111i,-0.00092796-0.0011337i,-0.00040898-0.0010166i,-0.00062244-0.0013341i,-0.00078529-0.0012708i,-0.00020651-0.00095555i,-0.00010731-0.0007486i,-0.00035654+8.3413e-05i,-0.00046729+0.00030117i,-0.00036991+0.00035001i,-0.00013863+0.00019788i,-0.00057702-0.00054839i,-5.9534e-05-0.00097191i,0.00095563-0.00056727i,0.0012125+0.00012791i
-0.00097546-0.00070027i,-0.00096482-0.00061732i,4.7466e-05-2.8774e-05i,-0.00029065-0.00063283i,-0.00050592-0.00046599i,0.00058795+0.00052399i,0.0016282+0.0010946i,0.00098389+0.0011806i,0.00051242+0.00029326i,0.00085298+0.00010905i,0.00086761-5.3692e-05i,0.00017047-2.6114e-06i,-0.00012588-0.0002792i,0.00039341-0.00062048i,0.0011514-0.00034363i,0.0011927-0.00061661i,0.00059627-0.0011353i,0.00050121-0.0014011i,0.00048004-0.0010632i,0.00035464-0.00020821i,0.00059488+0.0003633i,0.00064827+0.00031554i,0.00055102+0.00095355i
0.00046866+0.0010253i,0.00012382+0.00061604i,0.00019538-0.0008137i,2.4771e-05-0.0014485i,0.00016602-0.0009813i,0.0010647-0.00051072i,0.0013408-6.9126e-05i,0.00089088+0.00022071i,0.00044926+0.00078032i,-8.2435e-05+0.0016156i,-8.0675e-05+0.0014663i,-0.00017908+0.00069757i,-1.5842e-05+0.00040001i,0.00026245-0.0001528i,0.00041629-0.0011137i,0.00053489-0.00072436i,0.00024712+6.3485e-05i,5.8681e-05+0.00053722i,-6.5238e-05+0.00069574i,-0.00040478+0.00048339i,-0.00047091+0.00081754i,-6.8438e-05+0.0010705i,0.00019624+0.00034361i
0.00067569+0.0022525i,0.0012204+0.0014654i,0.00055731+0.0010671i,0.00047355+0.00039922i,0.00044558-0.00023265i,9.7165e-05-0.0005671i,-0.00015476-0.00026456i,-0.00033991+0.0002764i,0.00030854+0.00029544i,0.00021679+0.00049463i,-0.00069518+0.0007748i,-0.00054898+0.0011839i,-0.00012663+0.0015247i,-0.00027854+0.0010668i,0.00018603-4.7796e-05i,0.00042271+0.00015848i,-0.00034197+0.00080758i,-0.00083869+0.00092337i,-0.00050587+0.0010216i,-0.00029046+0.00090198i,-0.00072228+3.1464e-05i,-0.00093425-0.00050723i,-0.00042543-0.00076517i
-0.00072682-0.00067183i,-0.00049028-0.00048598i,6.4848e-05+0.00019401i,0.00015426+0.00050532i,-0.00067521+0.00063031i,-0.00062385+0.00011599i,-0.00051812-0.00074077i,-0.0005651-0.00096639i,-0.00059092-0.00087426i,-0.00029152-0.00062469i,-0.00046037-0.00035761i,-0.00042981-0.0009438i,-0.00010029-0.00093619i,-0.00063264-0.00049929i,-0.00065257-0.00065168i,-0.00026968-0.00030272i,-0.00019355-4.2798e-05i,-0.00026006-0.00029844i,-0.00061579-0.00066288i,-0.0003574-0.00083406i,0.00012254-0.00079322i,-7.0695e-05-0.0011476i,-0.00027712-0.0011586i
0.0019179-0.0013343i,0.0020842-0.00012582i,0.0016437-0.00079132i,0.00073939-0.0017514i,-0.00033062-0.00097049i,2.2556e-05-1.9115e-05i,0.00029723-0.00025155i,-0.00021585-0.000377i,-0.00047918-0.00034057i,-0.00010574-0.0014907i,-1.4264e-05-0.0014145i,-0.00014475-0.00050434i,-0.00013854-0.00091513i,0.00037693-0.001082i,0.00021492-0.0010273i,0.00015018-0.0012192i,0.00044283-0.0013495i,0.00045496-0.00090579i,-0.00029746-0.00038162i,-0.0010012-0.00038361i,-0.00078181-0.00048404i,-0.00044731-0.00082559i,-0.00015987-0.00047595i
-0.00047002+0.0016766i,-0.00027589+0.0017226i,0.00021411+0.0012096i,0.00072512+0.00091726i,0.00035485+0.00037305i,0.0004115-5.914e-05i,0.00070941+0.00064891i,0.0003521+0.0011896i,0.00033098+0.00065605i,0.001267-2.1092e-05i,0.0014777-0.0010284i,0.00071598-0.0015279i,0.00034987-0.0011449i,0.00073791-0.00051766i,0.00052282+3.184e-05i,-0.00020307-0.00014973i,-0.00039338-0.00081555i,-0.00015609-0.0010071i,0.00060893-0.00093265i,0.00081058-0.0006637i,-0.00027541-0.00012043i,-0.00054858-0.00025631i,0.00018044-0.00034436i
-0.00078469+0.0013457i,0.00071846+0.0017106i,0.0015055+0.0009835i,0.00091104+0.00040076i,0.00051793+0.00014318i,0.00049027+0.00034942i,0.00050431+0.001345i,0.00041557+0.00185i,7.1661e-05+0.0014759i,-3.4574e-05+0.0012723i,-0.00078306+0.0014411i,-0.00097478+0.001023i,0.0001528+0.00097118i,4.5083e-05+0.00072184i,-0.00045239+0.00036422i,-0.00067765+0.00086077i,-0.00070658+0.00034302i,-0.00053404+9.9155e-05i,-0.00089469+0.0003513i,-0.00069051+0.00055905i,0.00077409+0.0010077i,0.00057084+0.00079694i,-0.00022708+0.00023255i
-0.000536+0.00022411i,-0.00082016-0.00015714i,-0.0016665+0.00092619i,-0.0010579+0.001553i,0.00041146+0.0013571i,0.001494+0.001057i,0.0012177+0.00044392i,0.00034528-0.00032056i,0.00024459-0.00094864i,-0.00036004-0.00040096i,-0.0014866+0.00063569i,-0.0011194+0.0004239i,-0.00061861-0.00053296i,-0.00091081-0.00084846i,-0.00070064-0.00052041i,-0.00038584+2.4734e-05i,-8.5907e-05+0.00046537i,-0.00034261+0.00050657i,-0.00032077-0.00012484i,-0.00030289-0.00021735i,-0.00093496+0.00045158i,-0.0010207+7.7737e-05i,-0.00063742-0.00038553i
-0.00090072+0.002233i,-0.00048837+0.0021453i,-0.0002284+0.0021033i,0.00020686+0.0017162i,0.0012758+0.00074957i,0.0016557-0.00017405i,0.0017673-0.00052096i,0.0014412-0.0009843i,0.00090466-0.0013334i,0.00089582-0.0016486i,0.00072798-0.0011742i,0.00049927-0.00027655i,0.00015172+0.00020013i,2.9239e-05+9.0298e-05i,-0.00019992-0.00011009i,-0.00014547-9.9303e-07i,0.00068637+0.00023261i,0.00059807+0.00023768i,0.00040019-0.0001069i,0.00035824+0.00011983i,-0.00053432+0.00047036i,-0.00039782+0.00024935i,0.00045776+0.00012977i
0.00037543-0.00042075i,0.00048039-0.00019565i,0.00074656-0.00028421i,0.00050982-0.0012213i,1.5841e-05-0.00099457i,0.00020209-0.00029159i,0.00066353-0.00082281i,0.0010076-0.00090248i,0.0011502-0.00026983i,0.0016282-0.00083316i,0.0017125-0.0012521i,0.0015897-0.00050201i,0.001753-0.0004207i,0.00063007-0.00024203i,-0.00032221+0.00063803i,-0.00030804+0.0010887i,-4.7544e-05+0.0016629i,0.00031271+0.0010826i,0.00046522+0.00020403i,-0.00012493-0.00050555i,-0.0002068-0.00056008i,-0.00015099+0.00048096i,-0.00061813+0.00066442i
-0.00080597+0.0018822i,-4.2859e-05+0.0024941i,0.0008797+0.0018919i,0.0007318+0.0010096i,7.1025e-05+0.00050016i,0.00018588+0.00012142i,0.00017248+0.00032696i,-0.0012214+0.0001413i,-0.002135+0.00075124i,-0.00075061+0.0010243i,0.00022992+0.00012747i,0.00068607-6.3214e-05i,0.00091898-0.00080182i,0.00084466-0.0011549i,0.0009672-0.00024943i,0.00036434+0.00024212i,9.3552e-05+0.00027054i,0.00045322+0.00023661i,1.2763e-05-4.6269e-05i,-0.00032525-2.2099e-06i,-0.00025096+0.00037343i,-0.00034837+4.5061e-05i,-0.00023876-0.00030485i
-0.00063135-0.00056116i,-0.0014483-0.00061356i,-0.0023727-0.00061609i,-0.0026944+0.00059313i,-0.0024556+0.0014304i,-0.00099547+0.0011331i,-0.00012066+0.00062956i,-0.00042062+0.00076552i,-0.0015688+0.00086882i,-0.0014306+0.0011343i,-0.00076218+0.00063094i,-0.00096286+0.00040241i,-0.00098551+0.00068988i,-0.00055307+2.4742e-05i,0.0007026-0.00040792i,0.0012583-0.00021207i,0.00078657-0.0004626i,0.00017858-0.00059179i,-0.00044255-0.00051796i,-0.00061822-0.00043185i,-0.0009324-0.0001979i,-0.00068768-0.00030517i,-0.00044907-0.00039799i
0.0001803+0.00053076i,-0.00039659+1.636e-05i,-0.00083399-0.00023527i,-0.0014989+0.0001538i,-0.0015091+0.00025099i,-0.00042855+0.00043112i,0.00021528+0.00024741i,0.0001041+0.00032685i,-0.00025347+0.0012133i,-0.00081348+0.00076513i,-0.0014388-0.00057705i,-0.0014939-0.00053755i,-0.00084237+0.00028417i,-0.00099925+7.4916e-05i,-0.001118-0.00089918i,-0.00014285-0.0007609i,0.00090557-0.00021911i,0.00074111+0.00081145i,-0.00054962+0.0010271i,-0.00086182-0.00040504i,-0.00044503-0.0012144i,-0.00015406-0.00045092i,0.00023782-7.8509e-05i
0.0013179+0.00010621i,0.0017044+0.00035138i,0.0025512+0.00018893i,0.0026477-0.00019837i,0.0011595-5.3084e-05i,0.00052722+0.00037054i,0.0019467+0.0010653i,0.0029577+0.0012598i,0.003001+0.00041696i,0.0015888-0.00034814i,5.0275e-05-0.0004807i,-5.4716e-05+0.0002632i,-0.00024655+0.00050374i,-0.00071275+0.00031384i,0.00014166+2.6593e-05i,0.0010167-0.00075797i,0.00027897-0.00061428i,-0.00037917-4.9895e-05i,-0.00056972+1.6332e-05i,-0.00051898+0.00015175i,-5.0959e-05-4.3281e-05i,0.00060003-0.0003486i,0.00016833-0.0001041i
-0.00034128+0.0011721i,-0.0013221+0.00061528i,-0.0017632+0.00056745i,-0.0015914+0.000387i,-0.0010839+0.00026823i,0.00045055-0.00031244i,0.0017238-0.00073885i,0.0022399-0.00079773i,0.002356-0.0010232i,0.0016098-0.00086938i,0.0008457-0.00076565i,0.0013115-0.0006469i,0.001851-0.00072947i,0.0013219-0.00090922i,0.00061676+0.00025431i,-4.5589e-05+0.00055791i,-0.00037023-0.00015598i,-0.00052375-0.00026108i,-0.00034556-0.00054109i,-0.00018671-0.00085849i,-0.00014538-0.00045691i,5.1296e-05-0.00038594i,-6.5828e-05-0.0008417i
-0.0012603+0.00069926i,-0.0018833+0.00043452i,-0.0024672-0.0005482i,-0.0012823-0.00074239i,0.00035663-0.00053994i,0.00047147-0.00067068i,-0.00022341-0.0012516i,-0.00082586-0.0013423i,-0.001052-0.0011278i,-0.0013253-0.00051294i,-0.0013079+0.00021876i,6.5945e-05+0.00022186i,0.0013297+0.00054893i,0.0018447+0.00055929i,0.001175-0.00037456i,-0.00036045-0.000615i,-0.00084716-0.0011893i,-0.00052835-0.0017205i,-0.00034589-0.00062569i,-0.00055396+0.00043422i,-0.0009543+0.00030376i,-0.00092776-0.00054407i,-0.00092355-0.0011538i
0.0012191+0.0006979i,0.0017861-0.00092604i,0.00096777-0.00049928i,-0.0010437-0.00040244i,-0.0016918-0.0007182i,-0.001005-0.0011327i,-0.00064623-0.0015106i,-0.0015063-0.0021092i,-0.0022654-0.0020796i,-0.0018096-0.00069853i,-0.0012662-0.00016966i,-0.00061606-0.0001776i,-0.0002239-0.00028226i,-0.00070162-0.00018172i,-0.00073282+0.00071175i,-8.0463e-05+0.00049464i,2.3719e-05-0.00010014i,-0.00037513+0.00057774i,-0.0009511+0.0011268i,-0.0011683+0.00045893i,-0.00075869+0.00020469i,-0.00057137+0.00096121i,-0.00036761+0.0013033i
-0.00064486+0.0015401i,-0.00037342+0.0011722i,-0.00098981-0.0002545i,-0.0011479-0.00054987i,-0.0003519+7.2296e-05i,3.2764e-05+0.00065953i,0.00075363+0.0009948i,0.00073689+0.00057578i,-0.00034494-0.00012082i,-0.00077636-0.00023399i,-0.00096037-0.00013182i,-0.0012059-0.00035106i,-0.0011046-7.1978e-05i,-0.00033185-0.00030434i,0.0006282-0.00081447i,0.00040929-0.00036896i,-0.00042176+0.00040155i,-0.00020199+0.00084098i,0.00012839+0.00027275i,0.00040656-0.00027662i,8.8349e-05-0.00049248i,-0.00058239-0.00082839i,-0.00052913-0.00088925i
-0.00068671+0.00093807i,-0.00048857+0.00089085i,0.00015201-0.00012471i,-0.00050833-0.0004766i,-0.0010916-0.00045544i,-0.00037228+0.00063347i,0.00020825+0.001181i,-0.00022471+0.0015982i,-0.0012997+0.0022833i,-0.0012076+0.00134i,-0.00047118-0.00046676i,-0.00026496-0.00098337i,1.2106e-05-0.0003759i,0.00071535-0.00048491i,0.00088731-0.00031969i,0.00064987+0.00057089i,0.00035804+0.00011155i,3.5579e-05-0.00048914i,-0.00017325-0.00075023i,-0.00045392-0.00083383i,2.4811e-06-0.00010547i,0.00074106+0.00025701i,0.00084057+3.4659e-05i
-0.00048787+2.4981e-05i,-0.00031752-0.00015073i,-0.001014-0.00018164i,-0.0013189-0.00056356i,-0.0010631+0.00019868i,-0.00054546+0.0015641i,-0.00018311+0.0011332i,0.00075541+0.00026372i,0.0008869+0.00015362i,0.00065917+0.00029093i,0.00074115+0.00076672i,0.00067576+0.0008355i,0.0005292+0.00075446i,0.00051009+0.00058316i,0.00043798+0.00042507i,0.00052338+0.00020824i,-0.00043698+3.0793e-05i,-0.0013607-0.00059789i,-0.00078015-0.000256i,-0.00033607+0.0010186i,-0.00015771+0.00081344i,0.00022736+0.00018094i,0.00041262+0.00041522i
0.002183+0.0030964i,0.0030848+0.0020692i,0.0025158+0.0011707i,0.0015808+0.00058052i,0.002141+0.00031917i,0.0012378+0.0007602i,4.7528e-06+0.00016086i,0.00076011-0.00097769i,0.0013593-0.0014268i,0.00050136-0.00085074i,-0.00017128-0.00014907i,-0.0002713+0.00081402i,-0.00022003+0.00098766i,0.00016167+0.00035124i,0.00011708+0.0001993i,0.00031605-5.7825e-05i,0.00034111-0.00029704i,-0.00011857-0.00083634i,-0.00038924-0.0013718i,-0.00091108-0.00080787i,-0.001391-0.00010118i,-0.0011207+0.00051636i,-0.00015856+0.0010101i
-0.0016159+0.0024782i,-0.000203+0.0017908i,0.0018192+0.0011245i,0.0015066-0.00011289i,0.00039096-0.0014751i,0.00090354-0.0028901i,0.0019274-0.0027291i,0.0013858-0.0023584i,0.00036015-0.0021522i,0.00050878-0.0018732i,0.00087216-0.0015948i,0.00078181-0.00077102i,0.00042676+2.4852e-05i,-0.00027052+0.00032545i,-0.00038167+0.00066281i,-0.00038186+0.00061222i,-0.00060816+3.3555e-05i,-0.00083104+0.00030057i,-0.00058372+0.00064883i,-0.00043778+0.00071453i,-0.00079382+0.00045542i,-0.00029838-0.00012427i,0.00031174-0.00079958i
7.5495e-05-0.0014749i,-0.00015569-0.0022169i,0.00065802-0.00062777i,0.0012179+0.00068664i,0.00085174+0.00045244i,0.00071152+5.7325e-05i,0.00027328+0.00022381i,-0.00046391-8.0511e-05i,-0.0012559-0.0011006i,-0.0017244-0.0016207i,-0.0015317-0.0016939i,-0.0011028-0.0015509i,-0.00072166-0.001295i,-0.00022602-0.00091127i,-0.00064276+0.00028994i,-0.00066386+0.00063687i,0.00019254-0.00030406i,-5.5368e-05-0.00024516i,-0.0011589+0.00053228i,-0.0012521+0.00051168i,-0.00052392+2.6693e-05i,0.00025473-0.00062721i,0.00024393-0.0011689i
1.8571e-05+0.0010766i,-0.0010061+0.0001719i,-0.0024589-0.00098412i,-0.002842-0.001103i,-0.0017249-0.0006818i,-0.00095017+7.3549e-05i,-0.00077544+0.0009113i,-0.0007774+0.0015853i,-0.0017821+0.00071076i,-0.0016192-0.00075827i,-0.00013895-0.0011088i,0.00077359-0.00062573i,0.00082795-0.00019739i,0.00033916-7.7254e-05i,0.00016316-6.0835e-05i,0.00047646+0.00068008i,0.00014964+0.0012185i,-0.0007009+0.00056269i,-0.0014097+0.00027664i,-0.0012699+0.0011558i,-0.00047613+0.0012241i,0.00049546+9.0502e-05i,0.00034864-0.00072241i
0.00081781+0.00017501i,0.0019403+0.0011927i,0.0023844+0.0007598i,0.00045835-0.00054383i,-0.00067095-9.8801e-05i,-0.0011348+0.00017329i,-0.0013014+0.00044292i,-0.0014549+0.0010594i,-0.001909+0.0011685i,-0.0015746+0.0010051i,-0.00091878+0.0010636i,-0.0002404+0.0011429i,-0.00023148-9.481e-05i,0.00044653-0.00083278i,0.0018522-0.0003006i,0.0015117-0.00019264i,0.00049825-0.00025437i,-9.9352e-05-0.00031713i,-0.00061452-0.00095035i,-0.00069864-0.00056084i,-0.00020102+0.00062925i,-0.00029202+0.00024291i,0.00013558+0.00016107i
0.00020418-0.00022124i,-0.00051325+0.00025394i,-0.00052026-0.00069507i,-0.00037883-0.0017833i,-0.00015617-0.00081921i,0.00060296+0.00021521i,0.00071925-0.00044233i,0.00024594-0.00034627i,0.00050487+0.00034013i,-1.2712e-05+0.00095784i,-0.00042371+0.0012486i,-0.00026427+0.0011664i,-0.00066322+0.0015326i,-0.00069226+0.0016498i,-0.00024982+0.0013586i,0.00038964+0.00082817i,0.00069725+0.00045408i,0.00083917+0.0002222i,0.00085479-0.00011549i,0.00038771-0.00021267i,-0.00063678-0.00030585i,-0.001189-0.00044505i,-0.00081437-0.00062107i
-0.00022732+0.00064804i,-4.1623e-05+0.0010956i,0.00042575+0.00032421i,-0.00019365-0.00024451i,-0.00070089-0.00020378i,7.3966e-05-4.3582e-05i,0.0012832-0.00039398i,0.0016927-0.00038071i,0.0017371-9.3448e-05i,0.00076296-0.00011217i,-0.00075038-0.0004499i,-0.0010056-0.00078808i,-0.00099658-0.00017836i,-0.00038253+0.0002609i,-0.00045846-0.0002915i,-0.00022994-0.00020456i,0.00063811+0.0012949i,0.0009399+0.0013073i,0.00043861+0.00031677i,5.5385e-05-0.00010905i,0.00069849-0.00046601i,0.00093085-0.00014745i,0.00037257-0.00017905i
-0.00089353-0.00023756i,-0.00029308+0.00079989i,-0.0010469+0.0019077i,-0.00087164+0.00026253i,-0.00049414-0.00072931i,-2.6381e-05-0.00041278i,0.00068866-0.0003237i,0.00070535+0.00013966i,0.00090198+0.00041037i,0.0010269-0.00068212i,0.00090544-0.0023374i,0.00051577-0.0023155i,-2.9959e-05-0.00058316i,-0.00069055+0.00024855i,-0.0010573-0.00038464i,-0.00067788-0.00052857i,-0.00069665-4.073e-05i,-0.00075781+0.00078765i,3.686e-05+0.00099802i,0.00066939+0.00062769i,0.00080558+0.00023254i,0.0010256-0.00010141i,0.0005216-8.779e-05i
0.00079708-0.00030887i,0.00027658+0.0006403i,-0.00046866-0.00022786i,-0.00068416-0.00092605i,-0.00047468-5.4394e-05i,0.00015266+0.0011135i,0.00011968+0.0011329i,-0.00077521+0.00023008i,-0.0012434-0.0014588i,-0.00075727-0.0023555i,-0.00054809-0.0020307i,-0.00045734-0.00081141i,0.00030855-0.00011312i,0.0009098-0.00020473i,0.0011429+4.7322e-05i,0.00082171-3.6055e-05i,0.00058532+9.751e-05i,4.2532e-05-0.00022638i,-0.00066663-0.0011157i,-0.00024234-0.0015633i,0.00040578-0.00080396i,0.00063722+4.5103e-05i,0.00021118+0.000223i
-0.0001529+0.0016457i,-2.6201e-05+0.0020881i,0.0002349+0.00085946i,-0.00057716-4.1126e-05i,-0.0017053-0.00015788i,-0.001364+0.00017505i,-0.0010436-0.00017641i,-0.0015494-0.0015672i,-0.0011101-0.0019601i,-0.00097131-0.00084347i,-0.00090348-0.00011972i,8.2795e-05+0.00018735i,0.0010713+0.00047648i,0.0020585+0.00069148i,0.0022005+0.00052756i,0.0018935-2.3044e-06i,0.0016792-4.2599e-06i,0.0006782+1.6799e-05i,-0.00035065-0.00016718i,-0.00029707-0.00059099i,-0.0003772-0.00068718i,-0.00066546-0.00016193i,-0.0002741+0.00032149i
-0.00064805-7.4104e-05i,-0.00016213+0.00020295i,-0.00037936-0.00031592i,-0.0011092-0.00025726i,-0.0017137+0.00049007i,-0.0009411+0.0011219i,0.0010309+0.0010693i,0.0017173+0.00041384i,0.0010924-8.6218e-05i,-5.8202e-05+0.0003545i,-0.00077137+0.00091546i,-0.00018557+0.00077378i,4.803e-05+0.00075296i,-0.00037107+0.001304i,-0.00038828+0.0012786i,-2.5594e-05+0.00080248i,-0.00012955+0.00056297i,0.00064354+0.00016697i,0.0020733-0.00069474i,0.0016395-0.00073455i,8.431e-05-0.00057688i,-0.0011563-0.0010143i,-0.0011162-0.00043245i
0.00042612+0.0022583i,-0.00037279+0.0025358i,-0.00018825+0.0012416i,0.00024664+0.00023626i,-0.00068842+0.00072356i,-2.3582e-05+0.00064297i,0.0014066-3.2405e-05i,0.0016259+0.00013105i,0.0015941+0.00089793i,0.0012804+0.0013342i,0.0010492+0.0006263i,0.00033455+0.00070909i,-0.0010701+0.00029661i,-0.0014381-0.00046309i,-0.0010467-0.00038444i,-0.00012316-0.0005416i,0.00078502-0.00081043i,0.0010661+0.00021342i,0.0012906+0.00082711i,0.00080295+0.00073845i,-3.3609e-05-0.00021898i,-0.00024464-0.00077392i,0.00016482-0.00053854i
-0.00086115+0.0015925i,-0.00061893+0.0012825i,-0.00059254+0.0004916i,-0.00023305-0.00018653i,2.867e-05+0.0005506i,0.00085441+0.0013106i,0.0010722+0.00089003i,0.00072415+0.00076805i,0.0005408+9.8487e-05i,0.00051407-0.00061725i,0.00081528-0.0010275i,0.0010573-0.0014314i,0.00067236-0.0010653i,-3.9792e-05-0.00095124i,-0.0007106-0.0012375i,-0.00052828-0.001856i,-0.00027127-0.0018024i,-0.00034597-0.00046789i,-0.00038843+0.00083424i,-0.00045756+0.0014347i,-0.00026646+0.0018005i,-0.00022307+0.0011461i,-0.00054485-0.00039884i
-0.00064775-0.00037446i,-0.0010705-0.00047774i,-0.0014457-0.0001684i,-0.0015354+0.00074172i,0.00012681+0.0018777i,0.001023+0.0014152i,0.00061205+0.00011361i,0.00096696-0.00046558i,0.00060717-0.0013027i,0.00031134-0.0017306i,0.0012217-0.0014585i,0.0018378-0.0010197i,0.0015784-0.00089397i,0.000646-0.00072613i,0.00016058+1.3931e-05i,0.00051541-9.4778e-05i,0.0006331-0.00021915i,0.00051321+2.2758e-05i,9.0351e-05-0.00043029i,-0.00019285-0.0003334i,-0.00047162+4.2425e-06i,-0.00098049+9.1939e-05i,-0.00097198+9.1734e-05i
0.00034946+0.00043805i,0.0007695+0.00094858i,0.0010422+0.00093409i,0.00091933-0.00075094i,0.00037974-0.0016014i,0.00027236-0.0010103i,0.00057561-0.00061527i,-0.00032684-0.00089222i,-0.00064993-0.0014874i,-9.7504e-05-0.00080705i,-0.00022896+0.00048853i,-0.00061502+0.00091232i,-1.184e-05+0.00095357i,0.00023793+0.00081609i,0.00018323+0.0007173i,0.00039615+0.0010789i,0.00039721+0.00071776i,0.00042594-0.0003523i,0.00014864-0.00073654i,-0.00039986-0.0009177i,-0.00066206-0.00076436i,-0.00065463-9.5599e-05i,-0.00013767+8.5051e-06i
0.00034936+0.0021412i,0.00077314+0.0026365i,0.0003942+0.0011207i,0.0011627-0.00090137i,0.00077858-0.0010885i,-0.00029242-0.00026398i,-3.1689e-05+0.00016347i,-0.0001425+0.00096824i,-0.00082982+0.00091939i,-0.001425+0.00079336i,-0.0017646+0.0007974i,-0.0014371+4.4783e-05i,-0.0010546+8.809e-05i,-0.0013266+0.00051064i,-0.0015257+0.00049491i,-0.0014554+5.7783e-05i,-0.0011702+0.00019137i,-0.00015694+0.00078816i,0.0003548+0.00071982i,6.7531e-05-5.1576e-05i,-0.00049995-0.00059448i,-0.0010238-0.00058431i,-0.0013382-0.00054108i
-0.0018394+0.00136i,-0.0017643+0.0025204i,-0.0020587+0.0027728i,-0.0016385+0.002414i,-0.00022427+0.0014563i,0.0015653+0.00072149i,0.0016142+0.00080409i,0.00090852+0.0005873i,0.00053085+0.00091626i,-0.00045153+0.0014492i,-0.00072222+0.0011298i,-0.00063017+0.00073888i,-0.00010274-0.00017814i,-0.00016905-0.00097845i,-0.0010369-0.00062962i,-0.00087637-5.7445e-06i,0.0002326+0.00026133i,0.00080303+0.00083664i,-0.00031833+0.0016337i,-0.00065059+0.0016861i,-0.00054753+0.00064991i,-0.00039573-0.00071598i,-0.00062176-0.0011021i
4.3784e-05-0.0020548i,0.0010744-0.0011951i,0.00055241-0.00049998i,-0.0006084-0.00062932i,-0.00086118-4.4114e-07i,-0.00033089+0.001545i,0.00014706+0.0024608i,2.1577e-05+0.0014324i,-0.00016224+0.00017321i,-0.00024161-0.00042951i,0.00025647-0.00060643i,0.0004342-1.2828e-06i,0.00011509+5.0887e-06i,-7.1037e-05-0.00027564i,-0.00058172+0.00026553i,-0.00017277+0.00085811i,0.00022455+0.00083667i,-0.00015832+0.0001044i,-0.00094297-3.8942e-06i,-0.0013827+0.00031261i,-0.00079411+0.0013658i,0.0001184+0.0019053i,0.0003244+0.0018331i
0.00060384-0.00043568i,0.00036065+0.00015404i,-0.0010399-0.00054529i,-0.0018415-0.00054374i,-0.0014966+0.00050525i,-9.7859e-05+0.0012449i,0.00060524+0.00083522i,0.00039772-0.0010496i,0.00050886-0.0021622i,0.00073455-0.0016358i,0.0013356-0.00028953i,0.0018698+0.00016398i,0.0020496+0.0003945i,0.0018985+0.00062805i,0.0020172+0.001188i,0.0020256+0.0012713i,0.0014147+0.00022411i,-6.5233e-05-0.00043662i,-0.00032898-0.00062825i,0.00025688-0.00072909i,0.00012871-0.0004805i,-0.00018621-0.00014978i,-4.2493e-05+0.00014629i
