-0.0018912+0.0016958i,-0.0012541+0.00024244i,-0.0011998-0.0004606i,-0.00019199-0.00086902i,3.9651e-05-0.00059833i,-0.00069996+0.00091162i,-0.0012628+0.0016665i,-0.000786+0.0013414i,0.00029567+0.00065781i,0.00090171-0.0001011i,0.00060533-0.00064366i,0.00016278-0.0012322i,-0.00031123-0.0010529i,-8.287e-05-0.0008056i,0.00024771-0.001162i,0.00018805-0.00077223i,0.00030285-7.0835e-05i,0.00025159+0.00011195i,-0.00020692+0.00024853i,0.00025342+0.0004992i,0.000539+0.00057284i,-0.00016868-0.0004802i,-9.4053e-05-0.0015263i
0.00058023-0.001818i,0.0011562-0.0018229i,0.00057111-0.0022714i,-0.00084318-0.0023705i,-0.0012418-0.0019543i,-0.00037163-0.0011988i,0.00034485-9.4661e-05i,0.00017506+0.00024225i,-0.00080198+0.00010557i,-0.0012433+0.00080854i,-0.0012208+0.0006461i,-0.00085761+5.0486e-05i,-0.0005329+0.00060625i,-0.00042647+0.00065854i,0.00053107+8.4759e-05i,0.00052559+0.0004053i,0.00010797+0.00013326i,0.0003331-0.00017023i,0.00025206+0.00020407i,0.00060857+0.0001375i,0.00081713+0.00049111i,8.9279e-05+0.0004394i,-0.00030348-0.00013142i
0.0010332-0.0021755i,0.0013803-0.0019911i,0.0015137-0.0026352i,0.00074647-0.0027957i,-0.0013399-0.0025519i,-0.0027338-0.0017289i,-0.0012435-0.0001677i,5.3427e-05+0.00061807i,-0.00028631-0.00045486i,-0.00043701-0.0007339i,-0.00017243+0.00028397i,-0.00034418+0.0007533i,-0.00095365+0.00044107i,-0.00083931+0.00046927i,-0.00031202+0.0011873i,0.00020977+0.0013744i,0.00051738+0.00097986i,0.00051579+0.00038303i,0.00033806+0.00030565i,0.00021832+0.00062979i,-6.8639e-05+3.0039e-05i,-0.00051191-0.00067597i,-0.00056796+4.3198e-05i
0.00067743+6.8411e-05i,0.00079798-0.0009954i,0.00096613-0.0011654i,0.0013435-0.0016834i,0.0005057-0.0020411i,-0.0010877-0.0013284i,-0.0014879-0.00084478i,-0.00016672-0.00043565i,0.00048149-0.00019028i,-0.00017971-0.00064264i,-0.00028881+6.9074e-05i,-0.00014145+0.00032559i,2.1312e-05-0.00040916i,-0.00033639-0.00043279i,-9.8869e-05-7.0593e-05i,-0.00029409+0.00022044i,-9.3433e-05+0.00026841i,0.00038905+0.00056576i,-0.0003102+5.9262e-05i,-0.00052818-0.00019893i,0.00061581+0.0003094i,0.00044935+0.00072394i,-0.00026268+0.00065262i
0.0026452+0.00044726i,0.0040358-0.0010372i,0.0051291-0.0022534i,0.0028343-0.0028595i,0.00016762-0.0024419i,-0.00076427-0.0006664i,-0.00082182+5.5588e-05i,-0.00069262-0.00040291i,-0.00081556-0.00097618i,-0.0012526-0.0003901i,-0.0012834+0.00022098i,-0.00082705+0.00016546i,-0.00068331+0.00021777i,-0.00054255+0.00028189i,-8.8462e-05+0.00035623i,0.00032017-0.00030752i,7.3268e-05-0.00051673i,0.00014178+0.00026823i,0.00069249+0.0002266i,-7.7538e-05-0.00029184i,-0.00073201-0.00012871i,-0.0002337+0.00024379i,0.00087361+0.0002729i
-0.0013796+0.00038853i,-0.00074053+0.00094682i,-0.00083635+0.00094377i,-0.00036852-4.6377e-05i,-0.00058717-0.00063344i,-0.00021943-0.0010676i,0.00036997-0.001123i,0.00029187-0.001055i,8.6534e-05-0.00079504i,0.00025161-8.2075e-05i,2.6085e-05+4.2217e-05i,-0.00075683-0.00031074i,-0.0011642-0.00023252i,-0.0012658-0.00013072i,-0.0004976-4.1907e-06i,8.8623e-05-5.2625e-05i,0.00045717-0.00037532i,0.00058971-9.9451e-05i,0.00067573-5.117e-05i,0.0010539+0.00065422i,0.00045795+0.0012411i,-0.00062892+0.00056125i,-0.00047087-0.00021082i
-0.0027569+0.0010476i,-0.0032756+0.0011319i,-0.0016908+0.0025979i,0.00054353+0.0022364i,0.00053526+0.0014258i,-3.0748e-06+1.2252e-05i,0.00049273-0.00069544i,0.0002842-0.00060266i,-0.00074506-0.0013264i,-0.00063172-0.0015749i,0.0011167-0.00070446i,0.0016952-0.00035383i,0.00064028-7.3226e-05i,0.00056495-0.00013164i,0.0012178-0.00052491i,0.0010496-0.00035229i,-9.3796e-05+0.00028295i,-0.0005011+0.00062841i,0.0001799+0.00054564i,0.00051104+0.00070849i,-8.5735e-05+0.0010568i,-0.00055233+0.00053398i,-0.00021088-0.00030831i
-0.00043953-0.00095669i,-0.0011885-0.0019035i,-1.0523e-05-0.0024608i,0.00082926-0.0023417i,0.00015753-0.0024507i,-0.00014815-0.001619i,0.0003099-0.00068826i,0.00077928+0.00019032i,0.00052206+0.00044566i,-5.4948e-05+0.00022477i,-0.00067759+0.00034455i,-0.0011683-0.00018775i,-0.00097201-0.00039485i,-0.00053061+0.00027674i,-1.5755e-05+0.00088672i,-1.103e-05+0.00096846i,0.00030044+0.0003188i,0.00077046+0.00070683i,0.00047901+0.0015729i,-0.00039144+0.00080638i,-0.00056934-0.00043832i,0.00011608-0.00078516i,0.00023989-0.00030445i
0.0014328-0.0010155i,0.0013139-0.0022114i,0.0017692-0.0026297i,0.0012978-0.0026824i,-9.6425e-05-0.0027989i,-0.00086499-0.001759i,-3.8668e-05-7.6984e-05i,0.0010846+0.00032002i,0.00082586-0.00024323i,0.00012205-0.00020502i,-0.00016638-0.00012625i,-0.00068022-0.00021496i,-0.00066173-0.0007646i,-0.00068806-0.0003932i,-0.00029328+0.00053233i,0.00034505+0.00045845i,-8.9315e-06+0.00028828i,0.00010242+0.00053343i,0.0008785+0.00035547i,7e-05-0.00011058i,-0.00053373-0.00060561i,0.00048698-0.00075136i,0.00065638-0.00030881i
-0.00065841+0.0016293i,-0.00034014+0.0012056i,0.00088864+0.00037056i,0.00021773-0.0016553i,-0.00051397-0.0029593i,-0.00025818-0.0015045i,-0.00041824+8.1481e-05i,-0.00014055+9.3675e-05i,-5.8316e-05+0.00068591i,-0.0002781+0.00071651i,-0.00030239+0.00019002i,-0.00024156+0.00023484i,-0.00015948+0.00034534i,-0.00063896-0.00013084i,-0.00051018-0.00040286i,5.9859e-05+0.00046365i,0.00013548+0.00036137i,0.00054309+1.7031e-05i,0.00071499+0.00076883i,-5.3733e-05+0.00075708i,0.00022727+0.00094186i,0.00046775+0.0016983i,2.8514e-05+0.00097792i
0.001228-0.00058309i,0.0010277-0.00084995i,0.0011495-0.0024556i,0.001183-0.003492i,0.00024327-0.0023832i,-0.000455-0.00089595i,-0.00011727-0.00046456i,-0.00039225-0.00032688i,-0.0011512+0.00012719i,-0.0011801-0.0002545i,-0.0013274-0.00040095i,-0.0013674+0.00047834i,-0.0014457+0.00024843i,-0.0012472-2.906e-05i,-0.00065993-1.5561e-06i,-0.00063819+0.0001295i,-0.00035896+4.321e-05i,0.00078084-0.00028522i,0.0016737+6.3584e-05i,0.0017167+0.00035023i,0.00064221+0.00030152i,-0.00014565+8.0426e-05i,-0.00042601-0.0005643i
0.0012183-0.0018119i,0.0011378-0.0012753i,0.0013736-0.0025805i,0.00064331-0.0040258i,-0.00054078-0.0034462i,-0.001024-0.0013806i,-0.00097188-0.00017105i,-0.00078346-7.7149e-05i,-0.0002983+7.1691e-05i,-0.00016817+0.00028437i,-0.00044432+0.00053588i,-0.00068067+0.00084997i,-0.00099825+0.00054273i,-0.0014083+0.00015862i,-0.00078403-4.1685e-05i,0.00061957+0.00026856i,0.0007716+0.00090616i,0.00018735+0.00068338i,8.3517e-05+0.00029077i,-0.0001162+0.00065722i,-0.00024788+8.1928e-06i,-0.00033777-3.3734e-05i,-0.00046128+0.00085213i
0.00025512+0.00036795i,0.001685+0.00040565i,0.0020164-0.00076006i,0.0012285-0.0015923i,0.00040023-0.0019282i,-0.0012273-0.0010282i,-0.00073741-0.00015913i,0.00032074+8.0968e-05i,0.0005292+0.00051116i,0.00034938-0.00031619i,-1.945e-05-0.00040191i,4.9489e-05+0.00035707i,3.6078e-05+0.00042405i,-0.00013925+0.0003574i,0.00026736+0.00029903i,0.00055079+0.00021749i,0.00040031+0.00033007i,0.00041167+0.00019723i,0.00034672-0.00012971i,3.1127e-06+9.9602e-05i,0.0003365+0.00057095i,0.00030624-0.00050719i,-0.00030303-0.0013865i
0.00061086+0.00043576i,0.0007969-0.00069845i,0.00026082-0.001612i,-0.00099338-0.0012736i,-0.0007711-0.00058546i,0.00021039+0.00025304i,0.00044364+0.00049904i,-7.2929e-05+0.00021657i,-0.00093941-0.00035447i,-0.0015129-0.00035647i,-0.001511+0.00022288i,-0.0011993+0.00031657i,-0.00070032-0.0001742i,-0.00064054+0.00078504i,-0.00040946+0.0016535i,0.00026995+0.0012841i,0.00027039+0.00084579i,0.00040672+0.00086884i,0.00068655+0.0010685i,0.00032346+0.00094151i,-0.00042784+0.00059879i,-0.00037841+0.00084754i,0.00023669+0.0010508i
-0.0014062+0.00087643i,0.00012649+0.00024866i,0.00066904-0.00053081i,0.00164-0.001607i,0.0015055-0.0014828i,-0.00021867+7.2739e-05i,-0.0011922+0.00083578i,-0.0011915+0.00068432i,-0.00039149+4.7473e-05i,0.00016745-0.00029025i,1.8987e-05+2.3981e-05i,0.0002862+0.0003607i,0.0002062+0.00023806i,-0.00025406-0.00010579i,-9.2164e-05+0.00010313i,0.00089001-0.00014643i,0.0012013-9.8712e-05i,0.00052231+0.0002628i,-5.9171e-05+0.00015743i,0.00032448+0.00032502i,0.00041589+0.00091999i,0.0001894+0.00062776i,0.00047618+0.00040757i
0.0014482-0.00074964i,0.0014832-0.00072649i,0.00098457-0.0019911i,0.00052904-0.0027662i,-0.00053213-0.0030875i,-0.0012208-0.0021132i,-0.00062161-0.0008209i,-0.00012734-0.00079565i,0.00022158-0.0002429i,-0.00052847-0.00075182i,-0.00067742-0.0011359i,-4.2242e-05-0.00040343i,-0.0010228+0.00037061i,-0.001398+0.00073286i,5.2879e-05+0.00064842i,0.00062288+0.00069331i,6.3132e-05+0.00047568i,7.7655e-05+3.8782e-05i,0.00020282-0.00016231i,-0.00018822-0.00027702i,-0.00044996-6.4627e-05i,-0.00031934-0.00011798i,-0.00059849-6.8768e-05i
0.002521+0.0019214i,0.0027792+0.00083154i,0.0032455-0.00031315i,0.0029585-0.0014524i,0.0018739-0.0025308i,0.00027871-0.0020715i,-0.00066005-0.00043235i,-0.00055045+0.00021511i,0.00020096-0.00030256i,0.00016365-0.00080498i,-0.00013223-0.00055572i,-0.00072349-0.00058679i,-0.0012987-0.00044498i,-0.0013362-0.00023631i,-0.00049285+0.00026836i,0.00049943+0.00055447i,0.0006459-0.00014314i,0.00089579+8.6291e-05i,0.00097789+0.00079474i,0.00084989+0.00057969i,-0.0003066-1.9898e-06i,-0.00048789-0.00069062i,8.6743e-05-0.00067792i
-0.00058868-0.0033402i,-0.00082753-0.00313i,-0.0021664-0.0038387i,-0.002225-0.0029356i,-0.002899-0.0010594i,-0.0028144+0.00018426i,-0.0014227+0.00014486i,-0.00071347-0.00020422i,-0.0013854-0.00057581i,-0.0017988-0.00040339i,-0.0013418-0.0001683i,1.7284e-05+7.0317e-05i,0.00098421+0.00045308i,0.0011354+0.00055223i,0.0012014+0.00062918i,0.00072303+0.0002907i,8.8382e-05-0.00017806i,-0.00041751+0.00011839i,1.7571e-05+0.00040737i,0.00019919+0.00065352i,-0.00019915+0.00078367i,-0.00032296+0.00027606i,-0.00028877+0.00010205i
-0.00049925-0.00054573i,0.00067796-0.00067561i,0.0018636-0.00080044i,0.0016724-0.00099506i,-0.00026709-0.0014614i,-0.0013875-0.00043694i,-0.00050507+0.00045634i,0.00048314+0.00097683i,-0.00012401+0.0004248i,-0.00064754-0.0005381i,-0.00035569-0.00058861i,-0.00047987-0.00060218i,-0.00041841-0.00072159i,0.00047778-0.00069556i,0.00052517-0.00041304i,0.00028117+0.0001632i,0.00029676+0.00010271i,0.00065641+0.00041237i,0.00089798+0.00075116i,0.00081771+0.00025006i,0.00045859+0.00044921i,-0.00031969+0.00080542i,-0.00021247+0.00023195i
-0.00064498+0.00028043i,0.00025715-0.00029403i,0.0029918-0.001293i,0.0034885-0.0020214i,0.0011558-0.0018851i,-1.2469e-05-0.00081789i,-0.00027348-0.0008404i,-0.00046279-0.00087214i,-6.8823e-05-0.00018652i,-0.00027347-0.0003846i,-0.0011035-0.000152i,-0.00080195+0.00072064i,-0.00039717+0.00060275i,-0.00031977+0.000406i,-0.0001952+0.00034623i,0.00042174+0.00049484i,0.00069103+0.0013575i,0.00015139+0.0011678i,-0.0001451-0.00017775i,-3.2632e-05-0.00098452i,0.00018025-0.00020076i,0.0004065+0.00059669i,-3.1116e-05+0.00061705i
0.0032819-0.0015289i,0.0034371-0.0017978i,0.003093-0.0036976i,0.0023624-0.005099i,0.0013299-0.0046471i,0.00018761-0.0022675i,-0.00017432-0.00056333i,0.00050612-0.00057075i,-0.00018617-0.00087716i,-0.0011758-0.00083819i,-0.00092678-0.00054158i,-0.00081018-0.00038182i,-0.00076581-0.00011918i,-0.00051549+0.00051727i,-0.00036654+0.00054599i,-0.00035831+0.00067449i,-0.00050173+0.00080579i,-0.00038138+0.0012986i,-0.00015803+0.0013053i,-0.00042199+0.00050779i,-0.00098292+0.00022819i,-0.00024718+7.6479e-05i,0.00086379+0.00012055i
-0.0014456-6.6971e-05i,-0.0011485-0.00045139i,-0.00068987-0.00037463i,-0.00017557-0.001i,-2.3477e-06-0.0013736i,0.00037663-0.00065152i,0.00041009-0.00081918i,-0.00050505-0.0010424i,-0.00051022-0.0004245i,-0.00024795+0.00018489i,-0.0011051+0.00072544i,-0.0012057+0.00065404i,-0.00073517+0.00080856i,-0.00032247+0.00083053i,-0.0001501+0.00050916i,-4.7151e-05+0.00017474i,0.00028382-6.5969e-05i,-6.1293e-05+0.00028768i,-0.00018124+0.00041875i,4.2876e-05-0.00010436i,0.00013739-7.4799e-05i,0.00042343+0.00067865i,0.0010602+0.00052074i
-0.00039122-0.0010369i,-5.4449e-05-0.0019234i,0.00063666-0.0032503i,-3.748e-05-0.00243i,-0.0013994-0.00069112i,-0.00086918+0.00036701i,-0.00015734+0.00055456i,-0.00030979+0.00056565i,-0.00023609+2.6518e-05i,-0.00023058-0.00064971i,-0.00059507-4.4027e-05i,-0.00087265+0.00071351i,-0.00026256+0.00035502i,-6.4746e-05+0.00062998i,-3.9077e-05+0.00087117i,0.00056909+0.00046288i,0.0011485+0.00015533i,0.00099727-0.00036638i,0.00051593-0.00066657i,0.00011677+0.00011392i,-0.00028666+0.0010984i,-0.00012781+0.0010388i,-0.00038342+0.00063344i
0.00080282+0.0001813i,0.0012466-0.00081234i,0.0022843-0.0017506i,0.0017905-0.002164i,0.00067002-0.0021949i,0.00065312-0.00085435i,0.00048679+0.00043285i,0.00035861+0.00081579i,-5.5644e-05+0.00073528i,-0.00045764+0.00028886i,-0.00047782+0.0002649i,-0.00032886+0.00047485i,-0.00064736-7.0652e-05i,-0.00095368+0.00031321i,-0.00039945+0.00099956i,0.0001498+0.000731i,0.00057169+0.00087728i,0.00062687+0.0015712i,0.000554+0.00095546i,0.00064043-0.0002539i,0.00083476-0.00013432i,0.00067489+1.1939e-05i,0.0004401-0.0001122i
-0.00070659-0.001223i,5.7251e-05-0.0011316i,0.0001693-0.0019106i,-0.00073147-0.0023985i,-0.00093442-0.0014813i,-0.00052006-0.00079767i,-0.00095877-0.0011392i,-0.0008166-0.0013174i,-0.0010016-0.0012552i,-0.0014221-0.00058785i,-0.00069724-0.00027043i,0.00051956-0.00089281i,0.0010561-0.0012914i,0.00046209-0.00059243i,-0.00072115+1.651e-05i,-0.0003861-1.384e-05i,0.00083771-0.00059034i,0.0010913-0.0010169i,0.00017861-0.00057281i,2.8988e-05-0.00069385i,0.00039905-0.00068508i,0.00018206-0.00014897i,-1.2702e-05+0.00031665i
0.0023018-0.00067303i,0.0026515-0.0011937i,0.0019177-0.0027633i,0.00075901-0.0041781i,0.00052056-0.0041841i,-0.00013121-0.0023029i,-0.00034676+0.00019133i,-0.00057224+0.00060886i,-0.00082945+0.00010893i,-0.00031358+5.4433e-05i,-0.00035171+3.3029e-05i,-0.00054944-0.00034138i,-0.00092851-0.00037827i,-0.0013524-6.0448e-05i,-0.000569+2.7864e-05i,0.00031815+0.00054802i,0.00056567+0.00028953i,0.0008357+0.00021839i,0.0010536+0.00076198i,0.00028766+0.00039296i,-0.00040072-6.4234e-05i,-0.00018403+2.6344e-05i,0.00014979+0.00034971i
0.001772-7.3496e-05i,0.0015884-0.00015996i,0.0013713-0.00038034i,0.00079231-0.0018351i,0.00018182-0.0019478i,-0.00028705-0.00044107i,-0.00077864+0.0006253i,-0.001812+0.00063491i,-0.0021609+0.00050889i,-0.0013568+0.00026108i,-0.00037938-0.00040474i,-0.00019799-0.00033692i,-0.00046936-0.00011178i,5.7903e-05+0.0001113i,0.00049036+0.00031968i,-0.00019678+0.00055395i,2.752e-05+0.00075464i,2.0609e-05+0.00028212i,-0.00013627-0.00045964i,0.00013468-0.0008455i,0.00098934-0.0007473i,0.0012235-0.00071817i,0.00093889-0.0011998i
-0.00064478-0.0019659i,-0.00092888-0.0023922i,-0.0013734-0.0030303i,-0.0012303-0.0021629i,-0.00068401-0.0012278i,-0.00034382-0.00080217i,-0.00019816+0.0003136i,-0.00050777+0.00052021i,-0.00091061-0.00034951i,-0.00068022-0.00084015i,-0.00042152-0.00093796i,-0.00064478-0.00050203i,-8.5529e-05-7.1022e-05i,0.00058616+0.0005333i,0.00072467+0.00086891i,0.00057444+0.0013771i,0.00067996+0.0012494i,0.00074092+8.6696e-05i,0.00057152+7.1357e-05i,0.00063939+0.00049107i,0.00037366+0.0005183i,0.00046745+0.00013708i,0.001389-0.00062038i
-3.3822e-05+6.5552e-05i,0.00098687-0.000453i,0.0011541-0.00077448i,0.00090036-0.00086456i,0.00039992-0.00038487i,-0.0005477-0.00034933i,-0.00058749-0.0010192i,-0.00019544-0.00076971i,-0.00011699+1.1926e-05i,-0.00032881+0.0004107i,-0.00076418+0.00067395i,-0.00012752-0.00057282i,0.00065654-0.0010695i,0.00080492+0.000104i,0.00083041+0.00066395i,0.0006546-5.0173e-05i,0.00033954+2.649e-05i,0.00077766+0.00059897i,0.0010406+0.00053446i,0.00053474+0.00053808i,8.2795e-05+0.00080787i,-0.00011071+0.00093135i,-0.00091997+0.0010168i
0.0032718+0.00085889i,0.0038244+0.00016304i,0.0036692-0.0011689i,0.0022157-0.0027689i,0.0006144-0.0031582i,6.1307e-05-0.0015584i,0.00017972+0.00023886i,0.00045747+0.00097014i,0.0010384+0.00074442i,0.00042536+0.00028356i,-0.00060998+0.00032255i,-0.0012918+0.00018095i,-0.0017344-0.00028224i,-0.0017663+8.3199e-05i,-0.001967+0.00072371i,-0.0015054+0.00094636i,-0.00099566+0.00082295i,-0.00085456+0.00038764i,-0.00015521+0.00067188i,-0.00017251+0.0012612i,-0.00061143+0.00035816i,-0.00034746-0.00061532i,6.8703e-05-0.00095021i
-0.0016262+0.00036286i,-0.0018428-0.00037568i,-0.0010138-0.0013824i,0.00018695-0.0020614i,0.0011125-0.0023685i,0.0015889-0.0015603i,0.0010434-0.00064138i,-0.0003112-0.00011346i,-0.00075283-0.00041082i,-0.00045196-0.00067835i,-0.00031793-1.61e-05i,-0.00058967+0.00026196i,-0.00036366-9.6617e-05i,-0.00028748-0.00022878i,-0.00021848+0.00034837i,-0.00019339+0.0007283i,9.9203e-05+0.000138i,0.00090566+7.1941e-05i,0.0010736+0.00074269i,0.00094838+0.00011242i,0.00041733-0.00032752i,-0.00060995-0.0002527i,-0.00095589-0.00026266i
0.00063565-0.0014397i,0.00079856-0.0018923i,0.00087102-0.001542i,-0.00016564-0.0012474i,-0.0015061-0.00089103i,-0.001936+0.00027924i,-0.0017153+0.00029734i,-0.00073636-0.00036579i,2.8111e-05+0.00054953i,0.00013429+0.0013293i,-0.00065001+0.00083311i,-0.0013223+0.00022438i,-0.0007573+0.00035159i,0.00067141+0.00031955i,0.0013412+6.694e-05i,0.0019739+5.5273e-05i,0.0018329-0.00010743i,0.0012647-0.00028408i,0.00056689-0.0007643i,4.2604e-05-0.00080622i,-0.00030693-0.00083247i,-0.00045403-0.00084775i,-6.191e-05-0.00017735i
0.0033394+0.0013777i,0.0031836+0.00062993i,0.0039181-0.00051807i,0.0023421-0.0023476i,0.00049565-0.0024833i,0.00027432-0.00073074i,7.5049e-06+0.0001716i,-0.00046727-0.00024561i,-0.00061122-0.00014937i,-0.001032-0.0002851i,-0.001155-0.00038241i,-0.00085438-0.00067241i,-0.001013-0.00028667i,-0.00069549+0.00046481i,-0.00034596+5.9536e-06i,-0.00063779-0.0003822i,0.000225+0.00051688i,0.0010978+0.0013967i,0.00029258+0.0012388i,-0.0002603+0.00073825i,1.6009e-05+0.00031865i,9.3155e-05+0.00062609i,0.00051029+0.00041906i
-0.0034006-0.0010983i,-0.0019078-0.0013339i,-0.0018697-0.00094513i,-0.0019112-0.00077583i,-0.00072138-0.0010918i,9.061e-05-0.00062579i,0.00035712+5.0546e-05i,2.9337e-05+6.5511e-05i,-0.00053397-0.00052324i,-0.00085312-0.0006679i,-0.00077154-9.9975e-05i,-0.00023903+0.00050597i,-0.00043692+0.00042776i,-0.00088415-7.6691e-05i,-0.00050193-0.00013986i,-1.3025e-05-0.00018679i,5.9046e-05-3.2889e-05i,-0.00038046+0.00052519i,-0.00023477+0.0010621i,0.00045405+0.0015316i,-7.864e-06+0.00071837i,-0.00013475-0.00039857i,6.401e-05-2.1811e-05i
0.00030666-0.0009889i,0.0011272-0.0010272i,0.00086145-0.0014309i,-2.0683e-05-0.0017007i,-0.00071749-0.0012525i,-0.00091552-0.0007274i,-5.6509e-05+0.00014084i,0.00011186+0.00074159i,-0.00019057+9.3381e-05i,-0.00018318-0.00028116i,0.00012841+0.00037982i,0.00026819+0.00016055i,0.0001284-0.00012464i,-0.00020735+0.00029685i,-0.00051806+0.00012067i,3.8796e-05+8.0132e-05i,0.0011875+0.00027068i,0.0011476+2.0029e-05i,-1.7096e-05-0.00047842i,-0.00046474-0.00020737i,-0.00053566-6.5521e-05i,-0.00053707-0.00055932i,-0.00066339+6.198e-05i
-0.0011517+0.0012843i,-0.0002815+0.0011076i,0.00023196+0.00050456i,0.00087381-0.00025503i,0.00034522+0.00034607i,-0.00074963+0.00083145i,-0.00099999+0.00052462i,-0.00065407+2.2278e-06i,-0.00072605-0.00044791i,-0.0003842-0.001029i,-8.1207e-05-0.00131i,-0.00072077-0.0010249i,-0.0011111-0.0015483i,-0.00087956-0.0016424i,-7.4276e-05-0.00060374i,0.00070591+8.0437e-05i,0.00055258+0.00066012i,0.00020459+0.00060678i,-0.00045901-9.1198e-05i,-0.00062657+0.00020474i,-0.00027323+0.00065859i,4.5294e-05+0.00065731i,0.00013455+0.00022556i
0.00032147-0.0017787i,-9.6263e-05-0.0012104i,-0.0002427-0.001822i,-0.00019844-0.002472i,-0.00016965-0.002312i,-6.7595e-05-0.00169i,0.00033165-0.00075659i,0.00021459-0.00018207i,2.0819e-05-0.00080047i,0.00016506-0.00030192i,-4.8831e-05+0.00070748i,-6.735e-05+0.00044348i,0.00018839-0.00013552i,-0.00043447-0.00010234i,-0.00073411+0.00041418i,-0.00023825+0.00060616i,0.0009108+0.00071189i,0.0012663+0.00093119i,0.00070295+0.00066071i,0.00019977+0.00015395i,5.0395e-05-2.346e-05i,-0.00030704-0.00018738i,-0.00066105-0.00031876i
0.0027084+0.0020017i,0.0030932+0.0011602i,0.0033797-0.0011803i,0.0033333-0.0030457i,0.0017408-0.0024335i,-0.00031352-0.00080026i,-0.0012394+7.3297e-06i,-0.0010201+0.00012723i,-0.00075356+0.00033136i,-0.00049509-0.00010528i,-0.00078464-0.00069234i,-0.0012604-0.0006396i,-0.0017753-0.00048803i,-0.0018078-0.00055964i,-0.00033262+3.4454e-05i,0.00066819+0.00058856i,0.00056942-8.8601e-05i,0.00060558-0.00060966i,0.00064705-8.7716e-05i,0.00071405+0.00012212i,0.00021362-0.0001087i,-0.00052299-0.00042081i,-0.00064091-0.00069102i
0.00020904-0.0017474i,-9.1923e-05-0.00022122i,-0.00026881+0.00043073i,-0.00089365+0.00011446i,-0.001764-0.00072175i,-0.0013141-0.00080768i,-0.00055624-0.0003931i,-0.00027002-0.00020071i,0.00032694+0.0001618i,-0.00021015+0.00064562i,-0.00057573+0.00025319i,0.00013544+7.9023e-06i,5.7228e-05+0.00026018i,-0.00036872+5.9637e-05i,0.00059778+2.526e-05i,0.0017598+0.00028073i,0.00151+0.00037615i,0.0012031+0.00063495i,0.00083924+0.0012461i,-7.6961e-05+0.0014387i,-0.0003587+0.00076364i,-4.2028e-05-0.00014227i,-0.00021825+0.00030696i
0.00036065-0.0018943i,-0.00059056-0.0028192i,-0.0010402-0.003231i,-0.00039243-0.0032848i,-0.00054653-0.0031567i,-0.00069439-0.0019754i,-0.00025227-0.00053664i,3.8764e-05-3.3297e-05i,-0.00035677-0.00014093i,-0.00078806-0.00014602i,-0.00076012-0.0001403i,-0.00056323-0.00032032i,-0.00013819-0.00073889i,0.00038537-0.00074363i,0.0015146-0.00062453i,0.0017677-0.00031278i,0.00030161+0.0002533i,-0.00019261+0.00030355i,0.00083536+0.00025798i,0.0010086+0.00064406i,-5.7567e-05+0.00055006i,-0.00057012+4.6945e-05i,-0.000713-2.5076e-05i
0.00014681-0.0020241i,0.00057365-0.0020146i,0.00056653-0.001283i,0.00035911-0.0012577i,7.4413e-06-0.0011375i,1.9932e-06-0.00037227i,-2.9605e-05-6.3756e-05i,-0.00015227-0.00035995i,-0.00014128-0.00030015i,-0.00090839+0.00035899i,-0.0017483+0.0001426i,-0.00079679-0.0003787i,-0.00014577-0.00065473i,-0.00024707-0.00044122i,0.00010547-0.00032217i,0.00016867-6.7529e-05i,-9.1294e-05+0.00021054i,4.2985e-05-0.00019906i,0.00044335+0.00015346i,0.0011154+0.00018634i,0.00078602+0.00025578i,0.00022302+0.00067455i,0.00050985+0.00025831i
-0.0015044+0.00077844i,-0.00089324+0.00076688i,-0.00071608+0.00052743i,-0.00021183+0.00062901i,0.00010562+0.0013136i,-0.00028569+0.0018768i,-0.00039944+0.0018047i,-0.00033064+0.0011686i,-0.00021713+0.00025584i,-0.00020033+0.00029633i,0.00012937+0.00095267i,0.00079806+0.00053202i,0.00071968-0.00042947i,0.00022441-0.0006971i,0.00018191-0.00044657i,0.00068649-2.3489e-05i,0.0010596+0.00052318i,0.0010869+0.00091623i,0.00078337+0.0013411i,0.00085118+0.00096122i,0.00085044+0.0001141i,0.00030892-0.0001079i,0.00016022+0.00022861i
0.0022814-0.00079186i,0.0020469-0.0013907i,0.0020438-0.0028992i,0.0012797-0.0031893i,-0.00027349-0.0022925i,-0.0011074-0.0014257i,-0.00044757-0.00082669i,-0.00018706-0.00059276i,-0.00047028-0.00065805i,-0.001351-0.00080384i,-0.0018128-0.00069441i,-0.0011213-0.00032376i,-0.00049067-0.00015321i,-0.00025407-2.2754e-05i,0.00053682+0.00025593i,0.00087095+0.00097957i,0.00060214+0.0010195i,-0.00028183+0.00011772i,-0.00097811-0.0002932i,-5.6636e-05-0.00030807i,0.00050296-9.3618e-05i,0.00010132+0.00033618i,-0.00036126+0.00016403i
