-0.0018726+0.00028385i,-0.0011713-0.0013042i,-0.0014943-0.00014624i,-0.0015829+0.0010482i,-0.0012952+0.001193i,-0.0006849+0.0019171i,-0.00034607+0.0027956i,-0.00034475+0.0028042i,0.0010816+0.0019771i,0.0024625+0.001207i,0.0014884+0.00047256i,-0.00034032+0.00020668i,-0.00035338+0.00034224i,0.00035267+0.00026059i,0.00026669-0.00068738i,-0.00019201-0.0014298i,-0.0001691-0.001014i,0.00012912-0.00025127i,0.00060864-0.00018664i,0.00040694+0.00010945i,-0.00032275+0.00030016i,-0.00065254+7.4998e-06i,-0.0010634+0.00035825i
0.0015313+0.0029465i,0.0017446+0.0031839i,0.0010191+0.0032268i,0.0011831+0.0019758i,0.0016082+0.00094518i,0.0011732+0.00071471i,0.00023799+0.00043364i,0.00029586+0.00057932i,0.0011259+0.0011634i,0.00054755+0.0014821i,0.00032784+0.0011562i,0.00052693+0.00060659i,3.0076e-05+0.0014632i,7.7806e-05+0.0015095i,0.00032705+0.00037867i,-0.00060456-4.3587e-06i,-0.0011136-0.00016476i,-0.00034053-0.00042354i,0.00033684-0.00062355i,5.5077e-05-0.00081477i,3.9396e-05-0.00088641i,-0.00015372-0.00053466i,6.6278e-05+0.00030408i
-0.0020299+0.00031896i,-0.0029668-0.00096598i,-0.0043357-0.0026941i,-0.0050278-0.0022632i,-0.003417-0.0010103i,-0.00081395-0.0011052i,-0.00011108-0.0011721i,-0.0005496-0.00053113i,-0.001077-0.00048912i,-0.0011855-4.2769e-05i,-0.001006+0.00051962i,-0.0014551+0.00092475i,-0.0014955+0.0014198i,-0.0010355+0.00097623i,-0.00019837-0.00036942i,0.00057441-0.0013249i,0.0011109-0.0015731i,0.001754-0.0015153i,0.0013555-0.00076896i,0.00079875+0.00046935i,0.00085627+0.00084785i,-0.00013998+0.0004722i,-0.00062941+0.00018708i
-0.00050084-0.0014318i,0.0010065-0.0016456i,0.0019226-0.0014696i,0.0012716-0.0012138i,0.00054422-0.00054957i,0.00054616+2.8772e-05i,0.0003821+4.3896e-05i,-0.00011241-0.00071007i,0.00066729-0.0012182i,0.00062228-0.00076543i,-0.00029468-0.00023962i,1.4787e-05-0.0010032i,-0.00033773-0.0018123i,-0.00090645-0.0014456i,-0.00015648-0.00029611i,0.0004067+0.00027196i,0.00052418+0.00063376i,0.00066602+0.0012286i,0.00019301+0.0010366i,-3.3567e-05+0.00093046i,0.00016735+0.00064095i,-0.00037691+0.00017064i,-0.00025488-0.00025078i
0.0038474+0.0010071i,0.0016844-0.00064898i,0.0017202-0.0007515i,0.0020405-0.00099228i,0.0016362-0.0030344i,0.0011582-0.0028958i,0.0008903-0.0004387i,0.0012363+0.00056058i,0.001581+0.00024574i,0.00097484+0.00022254i,5.8095e-05+0.0006586i,0.00037248-0.00012454i,0.0017059-0.0018868i,0.001911-0.0019224i,0.0004182-0.00077263i,-0.00028326-7.556e-05i,-0.00018474+2.3235e-05i,-0.00072902+0.00045334i,-0.00076984+0.00078603i,-0.00080199+0.0011179i,-0.000994+0.00061299i,-0.00081019-0.0001049i,-0.00030943-0.0001603i
-0.00011592+0.0030376i,-0.00023747+0.0018668i,-0.0015336+0.00059123i,-0.0031671+0.00055768i,-0.0028883+0.00099715i,-0.002155+0.00013839i,-0.0017029-0.00072899i,-0.0010288-0.00011869i,-0.001168+0.00089444i,-0.0013636+0.00063022i,-0.0010851+0.00011284i,-0.0010025+0.00020984i,-0.00047238+0.00063166i,9.2378e-05+0.0017568i,0.00044747+0.0010684i,0.0010021-0.00038507i,0.00059482-0.00020033i,-0.00014408-6.7194e-06i,5.4443e-05-0.00064434i,0.00015236-0.00056576i,-0.00030396+0.00023478i,-0.00077124+0.0012968i,-0.00067784+0.0016388i
-0.0051672-0.0010363i,-0.0040974+0.00077543i,-0.0021467+0.0013516i,-0.00054224+0.00072723i,0.0004711+0.00029202i,0.00059013-0.00056652i,0.00020391-0.0012835i,-0.00012535-0.00098416i,-0.00046505+1.2243e-05i,-0.0012804+0.0011192i,-0.0011273+0.002261i,-0.00015459+0.002428i,-0.00093232+0.0021797i,-0.00142+0.0014096i,0.0002615+0.00075196i,0.0011492-0.00019472i,0.00062138-0.0015812i,0.00045267-0.00073388i,0.00083819+0.00050616i,0.00051235+0.00017082i,-4.742e-05+0.0001364i,-0.00034054-9.4898e-05i,-0.00044336+0.00024938i
0.0045346-0.0035124i,0.0031038-0.0050633i,0.0016679-0.0045776i,-0.00076407-0.0033738i,-0.0019021-0.0025185i,-0.0013701-0.0020345i,-0.00053274-0.0017888i,0.00042042-0.0010736i,0.00086844-0.0004218i,0.00051757+0.00020798i,-0.00082764+0.0012796i,-0.0026143+0.0015587i,-0.0029635+0.00064109i,-0.0021706+0.00048884i,-0.0011394+0.00041044i,0.00031552-0.00070356i,0.00050866-0.0014093i,-0.00018673-0.00063892i,-0.00086989+0.00047571i,-0.00053223+0.00017959i,3.8683e-05-0.00047853i,-0.00080312-0.00068479i,-0.0010061+4.9613e-05i
0.00096993+0.0004178i,-0.00042307+0.00073715i,-0.0019113+0.00047347i,-0.001588+0.00031538i,-3.752e-05+0.00051894i,0.00019382+0.0007418i,0.00089567+0.0008262i,0.001787+0.0010764i,0.0013996+0.001498i,0.00013543+0.001771i,-0.0012873+0.00074415i,-0.0010167-0.00039903i,0.00048079-0.0012251i,0.0010356-0.001534i,0.0011973-0.00061185i,0.00093995+0.00035414i,0.00085702+9.4872e-05i,6.1601e-05-0.00045736i,-0.0010597-0.00060163i,-0.0013985-0.00058553i,-0.0011352-0.00055229i,-0.00022437+8.6503e-05i,0.0010675+0.00042367i
0.00092944-0.00055202i,0.0014986-0.0018049i,0.0017245-0.0033786i,0.00065042-0.0034423i,-0.00081599-0.003383i,-0.0013863-0.0023827i,-0.0011382-0.00078302i,-0.0012153-0.00022696i,-0.0010823-0.00042987i,-7.3581e-05-0.00055939i,0.0011496-0.00024189i,0.0019028-0.00013952i,0.0021468+0.00062071i,0.0022006+0.0016467i,0.0011384+0.00096426i,0.0003653-0.00015239i,0.0009289-0.00010241i,0.0009509+0.00048664i,0.00021388-0.00037892i,-6.5039e-05-0.00102i,0.00047826-0.00067701i,0.00046255+5.3762e-05i,9.5016e-05+0.0010921i
0.00079392-0.00083028i,0.00075562+0.0001963i,1.1316e-06+0.00051982i,-0.00081251-0.00029206i,-0.0012173-0.00082554i,-6.0054e-05-0.0012187i,0.00052626-0.0010816i,-0.0001947-0.0012606i,-0.00062691-0.0012337i,-0.00025892-0.00022087i,0.00079958+0.0013693i,0.00067687+0.0021114i,-0.00025378+0.0018374i,-0.00024585+0.0021641i,-2.3082e-06+0.0016488i,0.00020435+4.3992e-05i,0.00057229-0.00046269i,0.00051682+0.00013103i,4.209e-05+0.0010191i,-5.7458e-05+0.0010803i,-0.00038045+0.00026567i,-0.00011098-0.00050633i,-6.4532e-05-7.7443e-05i
-0.0021795-0.0022917i,-0.0030804-0.0025423i,-0.0031947-0.0011498i,-0.0023037-7.6594e-05i,-0.00076218+0.00028921i,0.00047869+0.00024604i,0.0019155-0.00055766i,0.0031682-0.001056i,0.0020512-0.0011337i,-0.000672-0.00034899i,-0.0023542+0.00076604i,-0.002325+0.00088775i,-0.0017873+0.00019489i,-0.00093991-0.00026145i,-0.00034952+1.2527e-05i,0.00015181+0.00037783i,0.00071896+0.00012333i,0.00028917-0.0001392i,-0.00033824-0.00028049i,-7.854e-05-0.00038303i,-1.4299e-05+0.00015279i,-0.00035745+0.00023408i,-0.00030694-0.00035789i
-0.001635+0.00087295i,-0.0016972-6.274e-05i,-0.0015297-0.0011793i,-0.0009822-0.0012626i,-0.00018091-0.00098666i,0.0012721-0.00043018i,0.0016409+0.00025502i,0.0008482+0.0011876i,0.00067631+0.0016229i,-0.00049719+0.0012494i,-0.0020275-0.00014519i,-0.001838-0.0014046i,-0.00096746-0.0015965i,-0.00020032-0.0018164i,-0.00012164-0.0014059i,-7.1263e-05-1.9185e-05i,0.00043351-0.00043221i,0.00053566-0.0014265i,0.0001391-0.00060572i,-0.00043547+6.0859e-05i,5.1806e-05-0.00016114i,0.0009185-0.00037469i,0.00075358-0.00038406i
-0.00079301-0.00067029i,-0.00019381-0.00011669i,-0.00020904+0.00086564i,-0.00097774+0.00094936i,-0.00042779+0.0013999i,0.00092063+0.00081741i,0.0002193+7.7961e-05i,-0.0018975+0.00017732i,-0.002795+0.00019675i,-0.0014318+0.00047818i,0.00046259+0.00044748i,0.001906+0.00012772i,0.0024305-0.00019754i,0.0016637-0.00085356i,0.00083891-0.00097014i,0.00018171-0.00017054i,7.5599e-06+0.00030479i,0.00060441+0.00050681i,0.00037137+0.00079557i,-0.00017172+0.00018168i,0.00025326+0.00029288i,0.00014713+0.0010178i,-0.00041433+0.0008566i
0.00084559-0.00095835i,0.00021685-0.0010629i,0.00044031-0.0014638i,0.0003382-0.0016508i,-8.646e-05-0.0018106i,-0.00011793-0.0018919i,0.0011209-0.0015871i,0.0012625-0.0014422i,0.00061149-0.00081025i,0.00058608-0.00024859i,0.00064599+0.0011956i,0.00093743+0.0027557i,0.001393+0.002283i,0.0014555+0.0013165i,0.00062153+0.0011248i,-0.00052731-6.0435e-05i,-0.00058677-0.0004786i,0.00024413+0.00015159i,0.00060613+0.00022477i,3.412e-06+0.0007267i,-0.00011725+0.00087316i,0.00031231-0.00011111i,0.00066351-0.00045702i
-0.0015583-9.4227e-05i,-0.0018154+0.00050688i,-0.0028694+0.00067529i,-0.0027357+0.0011764i,-0.00092944+0.001093i,0.00077833-0.00045132i,0.0019825-0.0012794i,0.0023871-0.00062848i,0.0015753+5.9389e-05i,-0.00076279+0.0010179i,-0.0020107+0.0024335i,-0.0020647+0.0025734i,-0.0014967+0.0018048i,-0.00085446+0.0015034i,-0.00011088+0.0014955i,7.6395e-05+0.0010775i,-0.00062591-0.00042098i,-0.00085309-0.0012482i,-0.00087242-0.0014001i,-0.0004785-0.0011173i,0.00012898-0.00018964i,0.00041966+6.7887e-05i,0.00082174+0.00034611i
-0.0027152-0.00098345i,-0.0022321-0.0011333i,-0.0018559+0.00038025i,-0.00056273+0.0019454i,0.0011734+0.0019698i,0.0025585+0.00057229i,0.0019234+0.00054778i,0.00016728+0.0020512i,-0.00058728+0.0021638i,-0.00060715+0.00088332i,-0.00024195-0.000337i,0.00020119-0.0017619i,-0.00059817-0.002591i,-0.0018039-0.0015212i,-0.0014841-0.00018582i,-0.0005018+0.00015034i,-0.00027003-0.00019375i,-0.00046725-0.00062978i,-0.0007703-0.0016129i,-0.00095998-0.0016476i,-0.0011147-0.00041777i,-0.00054673+0.0002033i,0.0011317+0.00014936i
-0.0025057+0.0014126i,-0.0017929+0.00084346i,-0.0015566-0.00023747i,-0.002272-0.0011319i,-0.0018782-0.00095988i,-0.0014099-0.00043094i,-0.0014619-0.00090358i,-0.00088196-0.0011876i,-0.00086947-0.00082287i,-0.00058148-0.00025094i,0.00031632+4.3769e-05i,0.0008534-0.00089247i,0.00098812-0.0020117i,0.0010485-0.0023816i,0.00069055-0.0017762i,2.5051e-06-0.0017217i,-0.00019772-0.001593i,-5.7047e-05-0.00035572i,0.00037144+0.00039775i,0.0005312+0.00028951i,-0.00049337+6.606e-05i,-0.00093731+0.00011648i,-0.00081059+0.00011901i
0.0019366-0.00059238i,0.0027546-0.0013941i,0.0024103-0.0018043i,0.0007127-0.0016964i,-0.00013494-0.0012769i,0.00092154-0.00087898i,0.0018561-0.0013167i,0.0015188-0.0023267i,0.0012635-0.0020849i,0.0010047-0.00062973i,0.00088986+0.0015504i,0.0010149+0.0029217i,0.0018121+0.0026867i,0.0025414+0.0018088i,0.0020675+0.00052328i,0.001136-0.00081116i,0.001194-0.00049768i,0.00068259+0.00052895i,5.5975e-05+0.00011043i,0.00030327-0.00041158i,-0.00043641-0.00044579i,-0.00069468-0.00059293i,-0.0003329-0.00033059i
0.00025749+1.2282e-05i,0.00018168-0.000956i,-0.0004108-0.001229i,-0.0021854-0.00098078i,-0.0025444-0.0013792i,-0.0010014-0.0012189i,0.0011679-0.00021747i,0.0026997+0.0010481i,0.0025219+0.0014874i,0.00067939+0.0012422i,-0.00094006+0.0013242i,-0.0018802+0.001535i,-0.001651+0.0013065i,-0.00029604+0.0012638i,0.00086563+0.00065869i,0.0013323-0.00068072i,0.0010452-0.00071932i,0.00058001-0.00033106i,0.00038948-0.00013373i,9.7467e-05-2.7803e-05i,4.1707e-05-0.00024326i,8.5427e-05-0.00044537i,0.00027573-0.00063589i
-0.0022791+8.3027e-05i,-0.00081903-0.00017884i,-0.00022428-0.00063971i,-0.00034749-0.0012648i,3.9431e-05-0.0010287i,0.00063048-0.00026306i,0.00041669+0.00028307i,-0.00058425+0.0012771i,-0.00079866+0.001442i,-0.00057327+0.00013302i,-0.0008293-0.00068334i,-0.00096102-0.00082291i,-0.001263+3.3963e-05i,-0.0015437+0.0010972i,-0.00035655+0.00078284i,0.00053612-8.156e-06i,-0.0001036-0.00045783i,-0.00032799+0.00016585i,0.00062634+0.00050003i,0.0013025-2.8928e-05i,0.00097508-0.00032109i,3.5481e-05-0.00024411i,-0.00039495+7.8313e-06i
0.00098104-0.0019872i,0.00028978-0.0013947i,4.4758e-05+8.1089e-05i,0.00019723+5.6683e-07i,0.0010264+7.6872e-05i,0.00086102-0.00013437i,-0.00010293-0.00083637i,-0.00091972-0.001184i,-0.0014926-0.0010121i,-0.0014152-0.00030894i,-0.0002726+0.00019728i,0.0010581+5.6672e-06i,0.00082441-0.00081935i,-0.00066949-0.00059342i,-0.001562-0.00038304i,-0.0011013-0.0010843i,-5.6862e-06-0.00095182i,0.00010968+0.00028338i,-0.00057409+0.0011323i,-0.0011629+0.00075674i,-0.0013473+0.00011226i,-0.00091499+0.00024831i,-0.00046099+0.00068631i
-0.00084822+0.0027518i,-0.00090649+0.0017596i,-0.00079746+0.00069569i,-6.2972e-05-0.00037799i,-0.00010847-0.0004187i,-0.00069653-0.00087895i,0.00048902-0.0021058i,0.001615-0.0020248i,0.0014103-0.0012251i,0.00031737-0.00032703i,6.937e-05+0.00067335i,0.0005211+0.0015231i,0.0015048+0.00051766i,0.0020582-0.00022166i,0.0014703-0.00034333i,0.00085746-0.00090192i,0.00049377-0.0013549i,0.00021892-0.00074724i,0.00013346-0.00046249i,-0.00017069-0.00073979i,-0.00022948-0.00038885i,0.00015377+3.7501e-05i,0.00010942+0.00044377i
-0.0017312-0.0014656i,-0.00078079-0.00085981i,-0.001723-0.00054314i,-0.0031066-0.00038927i,-0.0018892-0.00055689i,0.00039587-0.00095183i,0.0010522-0.00021981i,0.0010069+0.0010497i,0.0010501+0.0012134i,0.00011154+0.0017191i,-0.00076911+0.0024998i,-0.00067187+0.0031295i,0.00055224+0.0026927i,0.0014188+0.0011501i,0.0010733+2.7847e-05i,0.00028682+8.4409e-05i,-0.00021199+0.00064506i,-0.00034015+0.00045271i,0.0004459-0.0004969i,0.00091934-0.00044209i,0.00036373-0.00037194i,-0.00049317-0.0004499i,-0.00071324-0.00086807i
0.00063933-0.0014398i,-0.0014018-0.0011537i,-0.0023623-0.0015172i,-0.001268-0.001975i,-0.00046985-0.0014435i,0.00033744-0.00052713i,0.00035809+0.0004117i,-0.00063305+0.0013578i,-0.0012282+0.0023216i,-0.00053586+0.00234i,0.00056738+0.00095774i,0.00028278-1.8721e-05i,-0.001196+0.00013137i,-0.00097111+0.00097085i,9.8463e-05+0.0012312i,-6.5742e-05+0.00040439i,-0.00043789-0.00018458i,-0.00017061-0.00025752i,1.6338e-05+0.00031707i,0.00018078+0.0006281i,0.00053496+0.00034379i,0.001022+0.00037889i,0.0010724-0.00014669i
0.0005269-0.00090708i,-0.00016375-0.0014098i,-0.00052986-0.0020367i,-0.00079987-0.0015693i,-0.00019983-0.00011123i,0.0001929+0.0010065i,0.000533+0.00095886i,-0.00029744-0.00041534i,-0.0012264-0.0010569i,-0.00029142+0.00021905i,-0.00019242+0.0013623i,-0.00094668+0.0012866i,-0.0015037-6.7459e-05i,-0.0015405-0.00087851i,-0.00081849-0.00014806i,-0.00030146-0.00023089i,9.1965e-05-0.0010891i,0.00061536-0.0012178i,0.00050554-0.0010491i,0.00043071-1.7406e-05i,-4.4697e-05+0.00056015i,-0.00058279+0.00038071i,-0.00060256+0.0006085i
-0.00038489-0.00028036i,5.5069e-05-0.001291i,0.00021024-0.0020882i,-0.0010106-0.0022358i,-0.0025165-0.0015602i,-0.002138-0.0010828i,-0.00030178-0.00042925i,0.0010969+5.7919e-05i,0.0011541+0.00046467i,0.00037335+0.00028679i,9.1663e-05-0.00011174i,0.00029604-0.00052694i,0.0013213-0.0014495i,0.0018115-0.0018356i,0.00024592-0.0013085i,-2.986e-05-0.0005363i,0.00075174-2.243e-05i,0.00045519+2.459e-05i,-0.00048238+4.1509e-05i,-0.0016759-8.0876e-05i,-0.0016069-0.00038918i,-0.00066702+6.8849e-05i,-0.00070848+1.9452e-05i
0.0014186-0.0010095i,0.00030231-0.0016053i,-3.6146e-05-0.0018147i,-0.00060372-0.0025382i,-0.0016136-0.0034687i,-0.0012038-0.0023887i,-0.000796-0.00030991i,-0.00010162+0.00056056i,0.001218+0.00073259i,0.0010253-4.1497e-05i,0.00047837-0.00073427i,-0.00014791+0.00014446i,0.0011676+0.0012958i,0.0022102+0.0017369i,0.0012635+0.00080742i,0.00094499+9.4092e-05i,0.00085277+0.00049327i,0.0010188-0.00040272i,0.0016034-0.0010536i,0.0013895-0.00077223i,0.00052786+0.0003174i,0.00022282+0.00032491i,-9.8655e-05-0.00049737i
0.0020475+0.0039659i,0.0020034+0.0019724i,0.0020706+0.00022796i,0.0026177-0.00076301i,0.0028262-0.0019968i,0.002508-0.0022776i,0.001754-0.001065i,0.0010111+4.7962e-05i,0.00085078+0.0004495i,0.0012779+0.00057113i,0.00071841+0.0018358i,-0.00052136+0.0031363i,-0.0012885+0.0042754i,-0.0011663+0.004313i,-0.00064388+0.0020394i,0.00044886+0.0002403i,0.00049388-3.8772e-05i,0.00011078-0.00011692i,0.00049132+0.00051277i,0.0011253+0.00041317i,0.0010383+2.9164e-05i,1.4617e-05+0.00020513i,-0.00064671-0.00052007i
-0.0003374+0.0018997i,-3.2041e-05+0.0014444i,-0.00011985-0.00012751i,1.2547e-05-0.0015721i,0.0005523-0.0023694i,0.0014-0.0022261i,0.0016937-0.00059466i,0.00088006-0.00068508i,0.00015591-0.0013893i,-0.00046807-0.00026291i,-0.0014012+0.0010354i,-0.002024+0.00040075i,-0.0028952+4.3737e-06i,-0.0034119+0.00078124i,-0.00219+0.001165i,6.4827e-05+0.00039547i,0.0010455-0.00052603i,0.00026993-0.00010364i,5.5226e-05+0.00055708i,9.3727e-05+0.00083192i,-4.8734e-05+0.0012654i,-5.1929e-05+0.00096854i,-0.00015479+0.00030203i
0.0033045-0.0022561i,0.0039619-0.0021261i,0.0038261-0.0014159i,0.0023637-0.00059345i,0.00068524+0.00082679i,-0.0011207+0.0011318i,-0.00086878+0.00033608i,-8.186e-05+0.00038741i,-0.00017156+0.00067578i,5.2115e-06+0.00051828i,-0.0010873-0.00028577i,-0.0015732-0.0021934i,-0.0010417-0.0040338i,-0.00061062-0.003326i,-0.00032802-0.0015143i,6.3006e-05-0.00071093i,0.00023404+0.00042976i,0.00036618+0.001574i,9.8819e-05+0.00081942i,-0.00060136-0.00029944i,-0.0010542-0.000373i,-0.00046226-0.00078733i,-0.00028333-0.0011393i
-0.0018911+0.0020879i,-0.0020565+0.0026815i,-0.0020308+0.0020766i,-0.00094531+7.8308e-06i,-0.00045596-0.0019087i,-0.0011439-0.0023463i,-0.00118-0.0016536i,-0.00074557-0.00065979i,-0.00061971+0.00043211i,-0.00035636+0.00098831i,0.00025326+0.000498i,0.002246-0.00029492i,0.0040532-0.00084591i,0.0033871-0.00097146i,0.0016242-0.00078664i,3.0725e-06-0.00015901i,-0.0016222+9.8648e-05i,-0.002536-0.00082657i,-0.0012411-0.0016817i,0.00025652-0.0017i,0.0004153-0.00082834i,0.0005386-0.00050338i,0.00046987-0.0002779i
0.0029873+0.0021789i,0.0041288+0.0018332i,0.0034412+0.0014316i,0.0020194-8.0217e-05i,0.0015783-0.0024235i,0.0018986-0.0020302i,0.0016188-0.00071361i,0.0002447-0.0003628i,-0.00084316-2.8736e-05i,-0.00054624+0.00099495i,-0.00045913+0.0018833i,-0.00098673+0.0031941i,-0.00070291+0.0047871i,-4.5247e-05+0.00511i,0.00042703+0.003189i,0.00041475+0.0008413i,0.00043487-0.0012677i,2.3518e-05-0.001654i,-0.00056294-0.0012278i,4.3138e-06-1.23e-05i,0.00061247+0.0011539i,0.00028551+0.0006892i,-0.00047938-0.00016549i
0.00038568-8.9409e-05i,-0.00048252-0.0011709i,-0.0002788-0.0011176i,0.00038523-0.001183i,0.0013714-0.00092068i,0.0010359+0.00088965i,0.00070246+0.00099662i,0.00082349+0.00048077i,0.00062691+0.00027966i,0.00042469+0.0006297i,-0.00034625+0.0013325i,-0.002397+0.0019575i,-0.0041784+0.0019392i,-0.0035201+0.0016122i,-0.0019053+0.0013198i,0.00011745+0.00071291i,0.0013741+2.7458e-05i,0.0012779-0.00013595i,0.0002866+1.5893e-05i,-0.0010397-5.9502e-06i,-0.00067601+0.00035614i,0.0002008+0.00062706i,2.8534e-05+0.0008334i
4.8464e-06-0.00062941i,-0.00046233-0.00065957i,-0.0015759-0.0018989i,-0.0020089-0.0016996i,-0.0024885-0.00036653i,-0.0024242+0.00049932i,-0.0014262+0.00083075i,-0.00057432+0.00066246i,8.2812e-05+0.00069934i,0.00026303+0.00014495i,-0.00022105-0.00080039i,-0.0012213-0.0023995i,-0.00083599-0.0046565i,2.0418e-05-0.004831i,0.0003742-0.0026499i,0.00079039-0.00049649i,0.00086164+0.001007i,0.00095755+0.0023676i,0.00064765+0.0016257i,-0.00069492-0.00048337i,-0.0014106-0.0013385i,-0.00097642-0.00020684i,-0.00091899+0.00069316i
0.0017131-0.0028515i,0.0015587-0.0021288i,0.00036871-0.0012962i,-0.0021534+0.00047323i,-0.0036797+0.0012705i,-0.0031755-9.3023e-05i,-0.0018272-0.0013882i,-0.001071-0.0011901i,-0.0015332-0.00044488i,-0.0013769+0.00014727i,-3.9497e-06-0.00029014i,0.0020818-0.0016967i,0.0036419-0.0023422i,0.0032544-0.0012723i,0.0021173+0.00038642i,0.0011942+0.00062724i,-0.00024982+4.16e-06i,-0.0017815-0.00037385i,-0.00086117-0.00052955i,0.0010264-0.00099969i,0.00088344-0.0007189i,-8.6667e-05+7.7613e-05i,-0.00031211+0.00070892i
-0.0029034-0.0020566i,-0.0044841-0.0020616i,-0.002693-0.0022983i,-0.0011513-0.0032994i,-0.00070995-0.0038618i,0.0013071-0.0033198i,0.0031794-0.0024693i,0.0027874-0.0020826i,0.0011018-0.0017613i,-0.00066601-0.0011964i,-0.00093765+0.00053343i,0.00082029+0.0029398i,0.002481+0.0041142i,0.0027577+0.0028164i,0.0012851+0.00094322i,-0.00018526+0.00018696i,-0.00091118-0.0011909i,-0.00091374-0.0019489i,-0.0002005-0.00059372i,-0.00014681+0.0014006i,0.00011878+0.0014049i,0.00083139+0.00043839i,0.00083308+0.00046644i
-0.0008476+0.0018285i,0.00042993+0.0026337i,-0.0002093+0.0020105i,-0.0010957+0.00057749i,0.00026015+0.00039318i,0.003359+0.00077242i,0.0039587+0.0014825i,0.0024247+0.0015586i,0.0022222+9.1347e-05i,0.0012995-7.079e-05i,-0.0010215+0.0011425i,-0.0036668+0.0019618i,-0.0054225+0.0021776i,-0.0050317+0.0022768i,-0.0027796+0.00097228i,-0.0001501-0.00061076i,0.0010243-0.00071867i,0.0012817-0.00042654i,0.0019333-0.00097756i,0.00093616-0.00069563i,-0.00021243+0.00099681i,-0.00055745+0.0011884i,-0.00028433+0.00095069i
-0.0014188-0.004603i,-0.0010405-0.0048784i,-0.00036606-0.0048016i,-0.00015401-0.0020489i,0.00043627+0.001083i,0.0001738+0.0021159i,-0.00093469+0.001767i,-0.0010188+0.0018918i,-0.00089145+0.0022454i,-0.0010502+0.0021852i,-0.0012383+0.00063232i,-0.0023289-0.0017353i,-0.003296-0.0030618i,-0.0036217-0.0031199i,-0.0023141-0.0027786i,-0.00071052-0.0011718i,-9.3197e-05+0.00074112i,-7.7369e-05+0.0013757i,-0.00017026+0.000605i,-0.0013463-0.00063826i,-0.0016011-0.0014425i,-0.00032987-0.0013018i,-0.00016949-0.00040913i
0.0030344+0.0033667i,0.0022442+0.0019149i,0.00027263+0.00059136i,-0.0026473+2.8723e-05i,-0.0043827-0.0014296i,-0.0036283-0.0014785i,-0.0023273-0.001316i,-0.0022157-0.00078955i,-0.0030494+0.00081943i,-0.0029312+0.0015754i,-0.0013338+0.00066313i,0.0017789-0.00098688i,0.0040741-0.0021623i,0.0042386-0.0031606i,0.0038157-0.0020136i,0.002331+0.00042713i,0.00055295+0.00092408i,-0.00037049+0.00054162i,-0.00021554+0.00078333i,0.00065077+0.00025375i,0.00082854+0.00012045i,0.00011624+0.00040576i,-1.968e-05+0.00011184i
0.00027006-0.0024513i,-0.00066976-0.0034751i,-0.0020607-0.0038007i,-0.0028896-0.0036462i,-0.0021483-0.0034984i,2.471e-05-0.0032971i,0.002176-0.0018298i,0.0027079-0.00096846i,0.0014363-0.0024528i,1.5534e-06-0.0029222i,-0.00039579-0.00028791i,0.00097479+0.0025706i,0.0034314+0.0040485i,0.0043209+0.0038795i,0.0034497+0.0023869i,0.0019901+0.00041769i,0.0013932-0.00093202i,0.0014368-0.0014266i,0.0015104-0.0010837i,0.001849+0.00023461i,0.0014059+0.00032265i,0.00019309-0.00041115i,-0.00043212+1.3733e-05i
-0.0010005-0.0044436i,-0.0027091-0.0051459i,-0.0021433-0.0059616i,-0.00049674-0.0068628i,0.00075742-0.0057614i,0.0011984-0.0023676i,0.002507+0.00086388i,0.0038939+0.00233i,0.0042449+0.0018518i,0.0028496-0.00012842i,0.00034718-3.1016e-05i,-0.0012054+0.0035102i,-0.0012008+0.0054076i,-0.00033517+0.0047628i,0.00019019+0.003082i,-0.00017402+0.0016397i,-0.00066634+0.001146i,-0.00082436+0.0010205i,-0.00098644+0.0013474i,-0.0016849+0.0017272i,-0.0014676+0.001068i,-0.00094547-8.2738e-05i,-0.00083238-0.0007504i
0.0056478+0.0047723i,0.0051395+0.0024836i,0.0033312-6.3722e-05i,0.0020212+5.4209e-05i,0.0019328+0.0014331i,0.00063177+0.0023036i,-0.0018234+0.0019898i,-0.003663+0.0025017i,-0.0025654+0.0042109i,5.169e-05+0.004145i,-0.00014266+0.0014835i,-0.0025896-0.0018205i,-0.0053177-0.0029473i,-0.0058295-0.0018364i,-0.003508-0.00048303i,-0.0015983-0.00028202i,-0.00098942-1.4026e-05i,-0.0007321+0.00049628i,-0.00087434-0.00010477i,-0.0010536-0.0010179i,-0.0013718-0.001051i,-0.0018099+8.2301e-06i,-0.0016243+0.00074303i
-0.00027206+0.0025382i,0.0020215+0.00052059i,0.0030069-0.00082272i,0.00065088-0.00022777i,-0.0024617-0.00021845i,-0.0039828-0.0013876i,-0.0036034-0.0022602i,-0.0028445-0.0026097i,-0.0034421-0.0017287i,-0.0037261+0.00010425i,-0.0012266+0.00052053i,0.001018-0.0010192i,0.0010033-0.0028761i,0.00030774-0.0041574i,-0.00027991-0.0029141i,-0.00031727-0.0019751i,-0.00022865-0.0022314i,-0.00030248-0.0022578i,0.00029384-0.001964i,0.00098503-0.0015076i,0.00047734-0.00060896i,1.2147e-05-0.00011869i,0.00043711-7.8449e-05i
