-0.0018726+0.00028385i,-0.0011713-0.0013042i,-0.0014943-0.00014624i,-0.0015829+0.0010482i,-0.0012952+0.001193i,-0.0006849+0.0019171i,-0.00034607+0.0027956i,-0.00034475+0.0028042i,0.0010816+0.0019771i,0.0024625+0.001207i,0.0014884+0.00047256i,-0.00034032+0.00020668i,-0.00035338+0.00034224i,0.00035267+0.00026059i,0.00026669-0.00068738i,-0.00019201-0.0014298i,-0.0001691-0.001014i,0.00012912-0.00025127i,0.00060864-0.00018664i,0.00040694+0.00010945i,-0.00032275+0.00030016i,-0.00065254+7.4998e-06i,-0.0010634+0.00035825i
-0.0021843+0.00061061i,-0.00055773+0.0022595i,0.00040991+0.0029701i,1.9255e-05+1.1997e-05i,-0.00016828-0.0040177i,0.00091651-0.0058879i,0.0028811-0.0051149i,0.0035775-0.0033144i,0.0018427-0.0026715i,0.0002378-0.0022819i,0.00024936-0.0015609i,0.0023262-0.00018817i,0.0038358+0.00074466i,0.0038861+8.0647e-05i,0.0032674-0.0006956i,0.0023517-0.00052777i,0.0016017-0.00036636i,0.0013251+0.00017506i,0.0013813+0.0016061i,0.0013971+0.0024864i,0.00028201+0.0016604i,-0.00042097-0.0003278i,-0.00010565-0.0010816i
0.0037092+0.0027355i,0.0022896-0.0001072i,0.0022735-0.0017885i,0.0033378-0.002239i,0.0048266-0.0039847i,0.0059002-0.0038982i,0.0052705-0.00032007i,0.003503+0.0025295i,0.0032401+0.0030412i,0.0023969+0.0026103i,0.00047929+0.0021745i,-0.001114+0.003266i,-0.0012519+0.0050854i,0.00040849+0.005538i,0.0015347+0.004335i,0.0015041+0.0031022i,0.00053405+0.0022779i,-5.2533e-05+0.00092954i,-0.00039622+0.00043288i,-0.0011317+0.00092406i,-0.0015706+0.00084898i,-0.00095304+0.00029951i,-0.00025705+0.00018023i
-0.0033179+0.0022596i,-0.0027628+0.0026157i,-0.0014823+0.001591i,0.00093797+0.0017606i,0.0024659+0.0044666i,0.0025371+0.0057253i,0.0010533+0.0037206i,-0.0011025+0.002052i,-0.0019351+0.00285i,-0.001648+0.0035319i,-0.0008157+0.0021719i,-0.0018731+0.00038785i,-0.0035908+0.00095236i,-0.0036867+0.0026836i,-0.0033349+0.002785i,-0.0030767+0.00080497i,-0.0024846-0.00070176i,-0.0018356-0.00067736i,-0.0015641-0.0011484i,-0.0012807-0.0017714i,-0.0014397-0.0018234i,-0.0007152-0.00094193i,-0.0002281-0.00013907i
0.0011259-0.0039284i,0.00045956-0.0025336i,-0.0017023-0.0036188i,-0.0038087-0.0027221i,-0.0060058+0.00046454i,-0.007006+0.0017358i,-0.0049191+0.00055444i,-0.0021691-0.00026216i,-0.0023087-1.5165e-05i,-0.0031885+0.00042375i,-0.002117+0.00020041i,-0.00045683-0.0018549i,-0.00090379-0.0049037i,-0.0019421-0.0054806i,-0.0019581-0.0041482i,-0.0012875-0.0033904i,1.5016e-05-0.0028812i,0.0012597-0.0014801i,0.0028444-0.00057249i,0.002731-0.0004353i,0.00098029-0.00038119i,-5.8898e-05-0.00059873i,0.00013797-0.00019844i
0.0036966-0.00017747i,0.0010051-0.00099109i,-0.00033404-0.0023982i,-0.0024638-0.00395i,-0.0042951-0.0060005i,-0.0033021-0.0068598i,-0.0011871-0.0046732i,0.00071089-0.0024237i,0.0022861-0.002616i,0.0015716-0.0031179i,0.0012734-0.0009667i,0.0032016+0.0010989i,0.0048633+0.00054831i,0.0044716-0.0015331i,0.0037146-0.0028616i,0.003198-0.0022077i,0.0028541-0.0013981i,0.0024649-2.6386e-05i,0.0017484+0.0012303i,0.0012013+0.00054062i,0.00044504-0.00042241i,-4.0101e-05-0.00040774i,-0.0003607+0.00010744i
-0.00061882+0.00079702i,0.00047485-0.00024643i,0.00068642-0.0020395i,0.00094599-0.0041589i,0.0032209-0.0050841i,0.0062375-0.0045124i,0.0054363-0.0025577i,0.0017099-0.00049133i,0.00097814-0.00049754i,0.0010378-0.00026215i,-0.00079062+0.0010661i,-0.0014507+0.0020481i,0.00025885+0.0024665i,0.0029775+0.002338i,0.004125+0.0018504i,0.002473+0.0019046i,0.00047246+0.0021655i,-0.0014033+0.001848i,-0.0016164+0.0016218i,-0.0010074+0.00095759i,-0.00085339-0.0001769i,-0.00018259-0.0012112i,0.00030398-0.0014755i
0.0005558+0.00026388i,0.001339-0.0017897i,0.0020405-0.0019766i,0.0039533-0.0007645i,0.0055492+0.0014037i,0.0054086+0.0036961i,0.0041898+0.0045309i,0.0023761+0.0032149i,0.0012578+0.0018546i,-0.00015099+0.0014683i,-0.001941+0.0012377i,-0.0041257+0.00090772i,-0.0043653+0.0023366i,-0.0029161+0.0049228i,-0.002069+0.0048905i,-0.0012743+0.0024471i,-0.00074344-0.00056788i,-0.00046502-0.0024833i,-0.0007492-0.0028585i,-0.0012097-0.0021034i,-0.00091124-0.00099184i,-0.00034629-0.00078902i,0.0002366-0.00067638i
-0.00055619+0.0019672i,-0.002174+0.0040731i,-0.0019963+0.0052894i,-0.0011568+0.0043943i,-0.0028527+0.004439i,-0.0049297+0.0041008i,-0.0040434+0.0029533i,-0.0018661+0.0019683i,-0.0006108+0.0013526i,-0.00091418+4.5183e-05i,-0.00013894-0.0016002i,0.00064289-0.0029759i,-0.00082314-0.0038133i,-0.002238-0.0023317i,-0.0022553+1.9397e-05i,-0.0021338+0.00037229i,-0.00088736-0.00068836i,0.0013031-0.0013567i,0.0016842-0.0012686i,0.00025096-0.0012221i,-0.00055258-0.0011683i,-0.00046772-0.00057483i,-0.00042122-0.00018928i
0.00052285+0.0047232i,0.0022024+0.0012123i,0.0011882-0.00054852i,-0.0009526-0.0029097i,-0.0023876-0.0064731i,-0.003611-0.007975i,-0.0041625-0.0053659i,-0.0037379-0.0018588i,-0.0024951+0.00011203i,-0.00074955+0.0012821i,0.00066447+0.0022722i,0.0026298+0.0021295i,0.0038758+0.00032064i,0.0021571-0.0022488i,0.00011947-0.0037743i,0.00092595-0.0028241i,0.0018136-5.1999e-05i,0.0007806+0.0019523i,-0.00045106+0.0025353i,-0.0003981+0.0018038i,-0.00023763+0.00053593i,-0.00076765-9.201e-05i,-0.00053787-1.4989e-05i
-0.0020404-0.0013192i,-0.0014178-0.0024068i,-0.0018715-0.0024713i,-0.0003453-0.0033959i,0.0038243-0.0057745i,0.0068313-0.0070937i,0.0060258-0.0062788i,0.0024875-0.0041779i,0.00058816-0.002503i,-0.00026468-0.0011986i,-0.0012527+0.00057382i,-0.00061612+0.0028819i,0.00011721+0.0038045i,0.0013806+0.0019919i,0.0027947-0.00030925i,0.0022878-0.000617i,5.2765e-05-0.00043622i,-0.0025014-0.0011454i,-0.00229-0.0011929i,-0.00086322-0.0003746i,-0.00055556+0.00044463i,-0.00038283-0.00013721i,-0.00073401-0.0008449i
0.002396-0.0024587i,0.00032462-0.0012047i,0.00071523-0.0020873i,0.0023283-0.0017573i,0.0038489+0.0024442i,0.0062889+0.0055908i,0.0069851+0.0047619i,0.0050663+0.0020873i,0.0033522+0.00042333i,0.001587-0.001386i,-0.00068103-0.0030321i,-0.0024447-0.0030621i,-0.0026252-0.0016618i,-0.00072358+0.00010756i,0.0016067+0.0016172i,0.0025391+0.0018144i,0.0016671+0.00016637i,0.00066645-0.0019945i,0.00098631-0.002029i,0.00088432-0.001023i,-0.00017466-0.00087439i,-0.0011458-0.00038384i,-0.0013063-0.00012293i
0.0037808+0.0042016i,0.0036595+0.0011011i,0.0029952-0.0010675i,0.00024493+0.00037234i,-0.0037629+0.0033643i,-0.0061431+0.0055627i,-0.0043928+0.0065444i,-0.001384+0.0062285i,0.00024054+0.0047172i,0.0012958+0.0027011i,0.0029973+0.00076012i,0.0030899-0.0011759i,0.0015119-0.0021341i,-0.00042729-0.0003213i,-0.001736+0.0015589i,-0.00087984+0.00092647i,0.0017101+6.2838e-05i,0.0039612-0.00031394i,0.0034022+0.00031856i,0.0019173+0.00019828i,0.00099973-0.00091334i,0.0002464-0.00031269i,-0.00012084+0.00017859i
-0.0026829-0.0052755i,-0.0029941-0.004353i,-0.0047016-0.004275i,-0.0078639-0.0035402i,-0.010675-0.0042627i,-0.0098636-0.0051971i,-0.007029-0.0044308i,-0.0053312-0.0019153i,-0.0047122+0.00044377i,-0.0040079+0.0016029i,-0.0014369+0.0039066i,0.0019451+0.0049625i,0.0030452+0.0033169i,0.0016307+0.0014323i,0.00015991+0.00016959i,-0.0011036-0.00025408i,-0.0022905+0.00034727i,-0.0029361+0.0013478i,-0.0030291+0.001759i,-0.0014133+0.0012727i,8.3243e-05+0.0003781i,0.00044334-0.00040821i,0.00051458-0.00020455i
0.0039348-0.0016915i,0.00079549-0.00080203i,-0.00086749-0.0021542i,0.00016074-0.0052375i,0.0030274-0.0087661i,0.0049817-0.01002i,0.0048484-0.0095548i,0.0028883-0.007764i,-1.3973e-05-0.0052099i,-0.0030377-0.0024562i,-0.0048492+0.0010024i,-0.0043034+0.0036931i,-0.0026925+0.0031718i,-0.00095706+0.0018255i,-0.00028692+0.00089428i,-0.0003238-0.00077235i,-0.00078965-0.00082698i,-0.0017006-0.0010862i,-0.001002-0.0010081i,-0.00017152+4.193e-05i,-0.00062002+0.00048739i,-0.00042714+0.00048297i,2.1003e-05+0.00072265i
-0.00022177+0.0034818i,-0.0017656+0.00073589i,-0.0013572-0.0026854i,0.0021563-0.0018094i,0.0067099+0.0022541i,0.009608+0.0043422i,0.010549+0.0035498i,0.0098839+0.0015848i,0.0073326-0.00077417i,0.0036706-0.0030052i,0.0012095-0.004i,-0.00026846-0.0039658i,-0.0012997-0.0021645i,-0.00041674-0.00055264i,0.0013116-0.00065724i,0.0019316-0.00062626i,0.0020547-0.0011867i,0.0022621-0.0025578i,0.001575-0.0028577i,0.00048956-0.0021479i,-0.00063385-0.00094549i,-0.0018454+0.00020182i,-0.0021821-0.00017993i
-0.0029156-0.0011383i,0.0015973-0.0014034i,0.0031646+0.0015589i,0.00060161+0.0048114i,-0.0016643+0.0072285i,-0.0028449+0.0091511i,-0.003257+0.0094731i,-0.0017247+0.0087606i,0.00036577+0.0072265i,0.0022324+0.0039797i,0.003721+0.00019976i,0.003902-0.002652i,0.0032651-0.0042908i,0.0029809-0.0030031i,0.0018799-0.00071457i,0.0011226+0.00035415i,0.0016449+0.0022125i,0.0025175+0.003473i,0.0024196+0.0034379i,0.0011462+0.0018191i,0.00038952-0.00035274i,0.00070408-0.0013722i,0.00029099-0.0010164i
0.0047406-0.0025016i,0.0046141-0.00066342i,0.0014222-0.00039617i,-0.0042273-0.0024873i,-0.0089439-0.0047324i,-0.010659-0.0047512i,-0.0099758-0.0026875i,-0.0091224-0.00077198i,-0.0074028+0.00096388i,-0.0052961+0.0030675i,-0.0028313+0.0051218i,0.0005458+0.0063099i,0.0023037+0.0052763i,0.0023552+0.003443i,0.0018316+0.0021896i,0.0016935+0.0018179i,0.0010079+0.001723i,-0.00066915+0.0017221i,-0.0018513+0.0014063i,-0.0010012+0.00010242i,-3.8058e-05-0.00034546i,0.00016847-0.00016864i,0.00069372+2.5785e-05i
0.00014802+0.0019972i,-0.0030652-0.0014163i,-0.0050554-0.004781i,-0.0019186-0.0081716i,0.0015742-0.011003i,0.0017441-0.012145i,0.00076427-0.011197i,0.00029442-0.0085242i,-0.0016859-0.0060309i,-0.0045585-0.0042001i,-0.0062141-0.001949i,-0.0054926+0.00049466i,-0.0039896+0.0022836i,-0.0026076+0.0020295i,-0.0011465+0.0014046i,-0.0012393+0.00086585i,-0.002104-0.00037587i,-0.0022907-0.001377i,-0.0014526-0.0015963i,-0.00077122-0.00083081i,-0.00028089+0.00033272i,-0.00028491+0.0018414i,-0.00017312+0.0019467i
-0.0029056+0.0017457i,-0.00090935+8.9924e-05i,0.0034218-0.0017095i,0.0059561-0.00059425i,0.0084727+0.0008503i,0.010878+0.00010392i,0.011071-0.0006019i,0.0087038-0.00015643i,0.0061872-0.00082186i,0.0034811-0.0026847i,0.00011678-0.0039987i,-0.0026689-0.0040934i,-0.0038239-0.0032362i,-0.0036411-0.0022479i,-0.0035037-0.0006603i,-0.0018577+0.00023409i,0.00049949-0.00037129i,0.0022208-0.00039544i,0.0018252-0.0002997i,-0.00012282-0.0018155i,-0.0011191-0.002414i,-0.0013937-0.0018515i,-0.0016306-0.0010558i
0.0013885-0.0041582i,0.0026306-0.0018497i,0.0036789+0.00044287i,0.00056034+0.0028513i,-0.0031287+0.007354i,-0.0021466+0.010844i,0.00057921+0.010366i,0.0021882+0.0085501i,0.0025958+0.0073101i,0.0034043+0.0054612i,0.0057243+0.0028446i,0.0059495+0.00034072i,0.0045936-0.0011844i,0.0027823-0.0017859i,0.00071664-0.0026969i,0.00031418-0.0027067i,0.0014198-0.0014921i,0.0017723+0.0002672i,0.00033281+0.00086425i,0.00015479+0.00037616i,0.00069415-0.00046653i,0.00049908-0.0015409i,0.00085821-0.0018089i
0.0083646+0.0039858i,0.0071923+0.0039275i,0.0021799+0.0026599i,-0.0042449-0.0015455i,-0.0090903-0.0050495i,-0.011383-0.0028558i,-0.0096286+0.00065831i,-0.0072632+0.00042263i,-0.0056768+0.00063379i,-0.0044653+0.0034225i,-0.0025699+0.0056224i,-9.8856e-05+0.0051989i,0.0015622+0.0031689i,0.0033106+0.0015179i,0.0043431-3.1463e-05i,0.0026304-0.00077295i,0.0001991-0.0002004i,-0.0017232+0.00047002i,-0.0015009+0.00041878i,0.00011886+0.00022753i,0.00073184-0.00027863i,0.0010704-0.0001004i,0.0010931+0.00014435i
-0.0031483+0.0019264i,-0.0050264-0.00094271i,-0.0034981-0.007677i,0.00093293-0.012779i,0.0032893-0.014252i,-2.5762e-05-0.014186i,-0.0042339-0.011456i,-0.0039648-0.0079685i,-0.0015964-0.0060874i,-0.0022193-0.0038063i,-0.0036167-0.0012435i,-0.0037148+0.0010578i,-0.0021797+0.0028174i,0.00083839+0.004141i,0.0032678+0.0046014i,0.0044142+0.0038206i,0.0034752+0.0017421i,0.0015751-0.00071766i,-0.00023149-0.0013021i,-0.0014411-0.00046582i,-0.0010353+0.00041883i,-0.00070195+0.00092976i,-0.0015073+0.0016512i
-0.0032999-0.0019349i,-0.0018784-0.0033187i,0.003419-0.0024343i,0.0071927+0.00052704i,0.010047+6.7642e-05i,0.012322-0.0032249i,0.010535-0.0053585i,0.0068461-0.0034483i,0.0043943-0.0012905i,0.0025608-0.0022346i,0.00071817-0.0040567i,-0.00039204-0.0043182i,-0.0011281-0.0028233i,-0.0026182-0.00033197i,-0.0038608+0.001348i,-0.0034674+0.00093992i,-0.0016428+0.00010745i,0.00022962-0.00032532i,0.00064077+8.8454e-05i,-0.00055875-0.00013786i,-0.0017107+2.9297e-05i,-0.0017088+0.00028019i,-0.0016446-6.2778e-05i
0.0039578-0.0010296i,0.0055783+0.00047389i,0.0036318+0.0035536i,-0.0011551+0.006499i,-0.0026513+0.009222i,0.001965+0.011548i,0.0067301+0.0096189i,0.0058391+0.0055883i,0.0028392+0.0033677i,0.0022245+0.0022462i,0.0025492+0.0010462i,0.0024197+0.00011013i,0.0013902-0.00054902i,-0.00095239-0.0021097i,-0.0030409-0.0029438i,-0.0027706-0.0019643i,-0.00080455-0.0004282i,-0.00048717+0.00064408i,-0.00046379+0.00045346i,0.00087041-0.00014689i,0.0014155-0.0010007i,0.0012756-0.0013128i,0.00091709-0.0017846i
0.0027911-0.0018922i,0.0011826-0.0013773i,-0.004094-0.0028945i,-0.0094116-0.0050794i,-0.012834-0.0028252i,-0.012421+0.0045327i,-0.0082451+0.0095068i,-0.0044692+0.0082842i,-0.0026072+0.0039594i,-0.0021629+0.0029638i,-0.0012283+0.0040457i,0.00030211+0.0039269i,0.0023108+0.0022179i,0.0042988-0.00095014i,0.0051802-0.00337i,0.0038234-0.0038167i,0.0012648-0.002753i,-0.00037534-0.0019967i,-0.0005975-0.00092145i,-0.00081809+0.00051411i,-0.00023054+0.0012943i,0.00058839+0.0015511i,0.0007313+0.0018102i
-0.00099447-0.001191i,-0.003031-0.00066923i,-0.0024038-0.003507i,0.00080825-0.0079286i,0.0013721-0.0094734i,-0.0032906-0.0097647i,-0.007522-0.0085328i,-0.0072376-0.005278i,-0.0043422-0.0022352i,-0.0037781-0.00029312i,-0.0050093+0.0007298i,-0.0040365+0.00086426i,-0.0021962+0.00089643i,0.00068427+0.001592i,0.0040056+0.0021243i,0.0038712+0.0020134i,0.0010257+0.0012718i,-0.00060645-0.00011718i,-0.00045534-0.0011878i,-0.00067522-0.0016543i,-0.00035623-0.00079128i,0.00013937+0.00047152i,0.00020007+0.00051253i
0.00048413-0.0046884i,-0.0022762-0.0086457i,9.6156e-05-0.0090977i,0.0046111-0.004565i,0.0060599-0.002757i,0.0061247-0.0071492i,0.005157-0.011633i,0.0024793-0.0095616i,0.00062998-0.0039395i,-0.00031329-0.0012873i,-0.0015178-0.00083773i,-0.0016077-0.00034725i,-0.00079857+0.0012935i,-0.0013334+0.0036748i,-0.0012572+0.0049528i,0.00026006+0.0037156i,0.0015525+0.0012132i,0.0026859-1.4822e-05i,0.0025943-0.00078863i,0.0014196-0.0020258i,-0.00028281-0.0020044i,-0.00072644-0.0018212i,-0.00030341-0.0021507i
0.0021338+0.00020519i,0.0059956+0.0013885i,0.0049329+0.003366i,-0.0013125+0.0045566i,-0.0013479+0.0045228i,0.0071346+0.0056583i,0.012779+0.0052327i,0.010042+0.0022441i,0.0052337+0.00050466i,0.0026479+0.00021299i,0.0020515-0.00061618i,0.0011592-0.0016156i,-0.00059059-0.0017032i,-0.0025249-0.0012775i,-0.0035335-0.0010002i,-0.0029443-0.00064422i,-0.0018236+0.00010791i,-0.00086307+0.0012288i,1.8006e-05+0.0018297i,0.00088719+0.0012682i,0.0012517+0.0009298i,0.00076127+0.00064346i,0.00073776-9.0137e-05i
0.0062516-0.00067194i,0.0051001-0.00010226i,0.0022352-0.0040265i,-0.0011462-0.008857i,-0.0045931-0.0061991i,-0.0077655+0.0033731i,-0.0057526+0.010931i,-0.00090784+0.0095209i,0.001354+0.0039588i,0.0012813+0.0025353i,-0.00057803+0.0030021i,-0.0014814+0.0025985i,0.00030051+0.0014616i,0.0027417-0.00055133i,0.003475-0.0015307i,0.0021768-0.00032381i,0.00049385+0.001657i,-0.0016511+0.0023766i,-0.0024587+0.0021807i,-0.002166+0.0026261i,-0.0019402+0.0027333i,-0.0012203+0.0012731i,-0.00059804+0.00060144i
-0.014214+0.0068413i,-0.015124+0.011862i,-0.013306+0.01797i,-0.0024804+0.016559i,0.0037896+0.011755i,0.0011067+0.0040906i,-0.007803-0.001157i,-0.010975+0.00058317i,-0.0075735+0.0048278i,-0.0037812+0.0073916i,1.4023e-05+0.0050155i,0.0024376+0.00071624i,0.0026269-0.00078331i,0.0017714-0.0012001i,0.00057814-0.002041i,-0.0012623-0.0024555i,-0.0019004-0.0034813i,-0.0016128-0.0046365i,-0.0017769-0.0049475i,-0.002331-0.0038453i,-0.0028715-0.0020054i,-0.0022667-0.0010666i,-0.0020191-0.0004972i
-0.0098591-0.0025045i,-0.010786-0.002108i,-0.0092687+0.0017743i,-0.0057467+0.0049187i,-0.001471+0.00081695i,0.0035743-0.0088323i,0.0042879-0.014336i,0.00062152-0.01124i,-0.0022009-0.0061028i,-0.0025415-0.0042413i,-0.0019793-0.0035007i,-0.0020563-0.0021907i,-0.0027325-0.00065303i,-0.0027635+0.0011859i,-0.0015335+0.001141i,0.00040177-0.0013885i,0.0016107-0.0025184i,0.0026642-0.0016448i,0.0037679-0.0011121i,0.003566-0.001943i,0.0023074-0.0017445i,0.001588-0.00090631i,0.0009912-0.00084035i
0.00059693-0.0061403i,0.00022904-0.006236i,-0.0021236-0.0062434i,-0.0041855-0.0060505i,-0.0001839-0.003066i,0.009051-0.00048758i,0.015074-0.0015761i,0.012069-0.0038938i,0.0052122-0.0038577i,0.0018854-0.001738i,0.0010108+0.00019582i,0.00095601+0.00069447i,0.00064779-0.00023341i,-0.00088708-0.0015578i,2.5875e-05-0.00059882i,0.0033762+0.0019529i,0.0049175+0.0034i,0.003705+0.00438i,0.00318+0.0052054i,0.0032543+0.0047613i,0.0020103+0.0026016i,0.0014854+0.0014263i,0.0014514+0.0013049i
0.0064394+0.0045356i,0.0057677+0.0030954i,0.0052836-0.0010309i,0.0032084-0.0035233i,0.0024869+0.00086129i,0.0033817+0.0097077i,0.0040119+0.014444i,0.0045115+0.011848i,0.0043404+0.0069696i,0.0035217+0.0037942i,0.0023775+0.0019679i,0.0019651+0.00083516i,0.0022738+0.00011352i,0.0035037-0.00032562i,0.0030614+0.00054754i,-0.00019442+0.002484i,-0.0033789+0.004011i,-0.004945+0.0037059i,-0.004893+0.0026376i,-0.0031201+0.0023384i,-0.0016791+0.0025651i,-0.0020532+0.002114i,-0.001423+0.0010835i
0.0001649+0.0025743i,0.0024349+0.0051262i,0.0028956+0.0072725i,0.0024057+0.0076718i,-0.0025835+0.0053159i,-0.012203+0.0021944i,-0.01496+0.0017851i,-0.0096297+0.0033446i,-0.0045171+0.0042675i,-0.003717+0.003509i,-0.0043064+0.0015602i,-0.0037077+0.0015154i,-0.0013297+0.0033353i,0.001127+0.0043877i,0.00058351+0.0031866i,-0.0023506+0.0010493i,-0.0036604-0.0016099i,-0.0032952-0.0040106i,-0.0033217-0.0052914i,-0.0036961-0.0047607i,-0.00358-0.0031541i,-0.0026726-0.0023803i,-0.0016162-0.0013418i
-0.0052853-0.0045962i,-0.011046-0.0039046i,-0.016073-0.0018021i,-0.016245-0.001182i,-0.012259-0.0058738i,-0.0071419-0.013043i,-0.0057523-0.01453i,-0.0068009-0.010111i,-0.0057032-0.0048401i,-0.0023337+5.8689e-05i,0.00011503+0.002083i,0.00011917+0.00048057i,-0.0017467-0.00073469i,-0.0029899-0.00066325i,-0.0017639-0.0016169i,0.00090345-0.0042628i,0.0035208-0.0057491i,0.0051474-0.0047957i,0.0062705-0.0038962i,0.0059067-0.0031209i,0.0035724-0.0022532i,0.001415-0.0018393i,0.00014632-0.0012468i
0.0042891-0.0026832i,0.0034469-0.0090606i,0.0038274-0.015013i,0.0055553-0.015639i,0.0097822-0.012471i,0.016499-0.0097285i,0.017604-0.0087408i,0.012144-0.0080182i,0.0063415-0.0069i,0.0028344-0.0056834i,0.001784-0.0031016i,0.0022856-0.0016767i,0.0023706-0.003411i,0.0024244-0.0053686i,0.0029114-0.0043129i,0.0037745-0.0015541i,0.0035563+0.0022946i,0.0017893+0.0060254i,0.00031326+0.0062101i,0.00039997+0.0034101i,0.001118+0.0016851i,0.00083907+0.0013822i,0.0001074+0.0013047i
0.0022094+0.0027331i,0.010942+0.0036582i,0.017013+0.0045169i,0.015877+0.0057861i,0.012235+0.0095422i,0.010868+0.014236i,0.0096789+0.013337i,0.0068739+0.0079164i,0.002895+0.0040464i,-0.00094345+0.0027219i,-0.0025888+0.0019295i,-0.0014049+0.0015779i,0.00055363+0.00073572i,0.0022965+0.00064219i,0.0027801+0.0027875i,0.0016636+0.0048781i,-0.0007307+0.0047533i,-0.0033366+0.0036828i,-0.0043753+0.0031444i,-0.0037309+0.0027145i,-0.001819+0.0016918i,-0.00067804+0.00098032i,-0.00066161+0.0010683i
-0.00016175+0.0044554i,-0.00076368+0.013076i,-0.0037465+0.020251i,-0.0080435+0.019029i,-0.012435+0.01413i,-0.015612+0.012538i,-0.013219+0.011981i,-0.0075093+0.010801i,-0.0035218+0.0075687i,-0.0010558+0.0036177i,0.0004762+0.0014074i,-0.00039031+0.00078331i,-0.0017372+0.0026831i,-0.0018654+0.0056613i,-0.0020932+0.0060232i,-0.0035168+0.0025516i,-0.0033737-0.0026006i,-0.0014583-0.0060483i,-0.00094475-0.0064816i,-0.0014137-0.0049918i,-0.0014962-0.0037778i,-0.0010002-0.002867i,-0.00079102-0.001332i
-0.0030299-0.0026101i,-0.012445-0.0051314i,-0.021087-0.009006i,-0.019627-0.013113i,-0.014103-0.017047i,-0.011721-0.019424i,-0.010797-0.015707i,-0.0079609-0.0081391i,-0.0049118-0.0037497i,-0.0042533-0.0018809i,-0.0032831-0.0013251i,-0.0022801-0.0018278i,-0.0033597-0.0022735i,-0.0048916-0.002646i,-0.0046442-0.0024481i,-0.0021958-0.0026719i,0.0023768-0.001991i,0.0055248+0.00057222i,0.0047869+0.0021248i,0.0033737+0.001695i,0.0020056+0.00072842i,0.0010311+0.00021128i,0.0012585-0.00029681i
-0.0021619-0.0096031i,-0.0010164-0.01956i,0.0039281-0.025517i,0.0091692-0.02247i,0.01425-0.016932i,0.016846-0.014739i,0.013154-0.013329i,0.0062594-0.0085571i,0.0024518-0.0023224i,0.0006357+0.0023757i,-0.00038503+0.0053781i,0.0012186+0.0054516i,0.0018171+0.0023037i,0.0014005-0.00067047i,0.0022074-0.0020762i,0.0022965-0.0012598i,0.00058454+0.0017953i,-0.00024609+0.0038852i,0.0003555+0.0033577i,0.0009714+0.002107i,0.0015135+0.0015719i,0.00072418+0.0012542i,-4.2176e-05+0.00068323i
0.0045205+0.0029713i,0.014155+0.0052132i,0.021669+0.010335i,0.018772+0.015081i,0.013292+0.017582i,0.014059+0.017777i,0.015614+0.01183i,0.012513+0.0039508i,0.0072275+0.00087235i,0.0035715-0.00070855i,0.0016575-0.0025546i,0.0013657-0.0013954i,0.0039607+0.0016941i,0.0065108+0.0022288i,0.006094+0.00057688i,0.0025372-4.8289e-05i,-0.0025788+9.6323e-05i,-0.0062637-0.0006237i,-0.0071732-0.00069583i,-0.0061638-0.0012552i,-0.0047142-0.0013105i,-0.003288-0.0001401i,-0.00203+5.6838e-06i
0.0031373+0.0064544i,-0.0007195+0.015921i,-0.010374+0.021017i,-0.018743+0.01615i,-0.02114+0.010451i,-0.018725+0.011581i,-0.01183+0.013267i,-0.0040418+0.0094384i,-0.0016409+0.0046131i,-0.0023621+0.0030016i,-0.0029506+0.0021032i,-0.0038532-0.00012794i,-0.0048859-4.653e-05i,-0.0040526+0.0019577i,-0.0020857+0.0024273i,0.00045943-0.00029005i,0.0028764-0.004557i,0.004148-0.0056952i,0.0051998-0.0038434i,0.0049468-0.0019524i,0.0032315-0.0010031i,0.0011263-0.00034154i,-1.7018e-05-2.8107e-05i
-0.0062277-0.0026584i,-0.015561-0.0067564i,-0.021346-0.012945i,-0.015712-0.019268i,-0.0091109-0.022634i,-0.01158-0.021101i,-0.014374-0.012322i,-0.0099676-0.0027616i,-0.0032731+0.00041806i,0.0010595+0.0012154i,0.003579+0.0026156i,0.0038333+0.0019124i,0.00070695-0.00088503i,-0.0022782-0.0022445i,-0.0021699-0.0011132i,0.00064301-0.00011356i,0.0031812+0.00016905i,0.0040941+0.00075399i,0.0034586+0.0010409i,0.0025006+0.0011912i,0.0022422+0.00077365i,0.00065746-0.00019282i,-0.00071177-7.0691e-05i
-0.0014761-0.0049188i,0.0022394-0.015994i,0.011161-0.022448i,0.018652-0.016322i,0.020153-0.010005i,0.018303-0.012548i,0.010246-0.015176i,0.0012434-0.010833i,-0.0026942-0.0059247i,-0.0043316-0.0047735i,-0.0048571-0.003308i,-0.0026374-0.0016349i,0.00022244-0.0024056i,0.0014087-0.0036889i,0.0013651-0.0030077i,0.00016221+0.00042018i,-0.00057951+0.0045339i,-0.001819+0.0061289i,-0.0037156+0.0056462i,-0.0037339+0.0051766i,-0.0027213+0.0051754i,-0.0019397+0.0037285i,-0.0015786+0.0011826i
