-0.0022362+0.00023333i,-0.0015734+0.00043094i,-0.0015637+0.00038113i,-0.00054966+0.0010249i,-0.00063067+0.0018278i,-0.00093738+0.0021225i,9.59e-05+0.0024482i,0.00063344+0.0019623i,0.00084427+0.0011542i,0.00052787+0.00010951i,8.227e-05-3.0012e-05i,0.00021463+0.00040464i,-0.00014485+0.00018643i,-0.00050788-0.00024171i,-0.0002053-0.00032395i,-0.00057235-0.000297i,-0.0010759-0.00032242i,-0.001073-0.00073303i,-0.0010485-0.00087064i,-0.00098023-0.00049893i,-0.00059259-0.00046205i,-0.00021455-0.00088711i,-0.00051836-0.00039618i
0.00052874+0.0033843i,0.0019548+0.002287i,0.0031126+0.00098799i,0.0032053+0.00016175i,0.0031179+0.00029294i,0.0024148+0.0012216i,0.00045589+0.0016771i,-0.00069134+0.0021042i,-0.00054359+0.0019349i,0.00031057+0.0012066i,0.0014943+0.00096686i,0.0015081+0.00089171i,0.00040498+0.00023917i,-0.00086937+0.000158i,-0.0012512+5.5604e-05i,-0.00061224-0.00089784i,-9.4811e-05-0.00081855i,-0.00018097-0.00042269i,-0.00036694-0.00040371i,-0.00045585-9.0535e-05i,-0.0004321-5.0693e-05i,7.2427e-05+0.0002111i,0.00064229+0.00052045i
-0.00070907-0.00081979i,-0.0008112+0.00064677i,-0.00086087+0.0005941i,0.00011275-5.1074e-05i,0.0013916+0.00059805i,0.001914+0.00080282i,0.0015324+0.00066694i,0.00078713+0.0014864i,-0.00022085+0.0017419i,-0.0009294+0.0016854i,-0.00048223+0.0014194i,0.00032331+0.0014191i,0.00015588+0.0011508i,-0.00030416+0.00039435i,-0.00012163+0.00085996i,-0.00012516+0.00096851i,-0.00039777+5.3074e-05i,-6.0849e-05-0.0003408i,5.9471e-05-0.00027354i,-0.0006481-0.00050999i,-0.0002708-0.00039457i,0.00084567+0.00014018i,0.00048863+0.00042711i
0.0005177-0.0010056i,0.00038269-0.00075278i,-0.00066956-0.00094376i,-0.00055049-0.0004928i,0.00069998-7.4294e-05i,0.0011542-1.5846e-05i,0.00081275+6.5461e-05i,0.0010792+0.0005725i,0.0012259+0.0010437i,0.00051979+0.00036878i,-0.00016743-5.9141e-05i,0.00030943+0.00034517i,0.0014121+0.0006425i,0.0014422+0.00067616i,0.00077443+0.00060883i,-2.6852e-05+0.00026257i,-0.00060707-0.00020513i,4.7262e-05-0.00027925i,0.00086987+0.0002687i,0.001437+0.00030112i,0.0010212-0.00043141i,0.00042207-0.00056484i,0.00039893-8.1748e-05i
-0.0013965+0.00019838i,0.00021383-0.00031454i,0.00035178+0.0005883i,-1.2293e-06+0.001701i,0.00068375+0.0012347i,0.0016465+0.0017943i,0.0016489+0.0025002i,0.00087964+0.0017186i,8.1812e-05+0.00050225i,-1.6265e-05+0.00025873i,-0.00021138+0.0011144i,-0.00030547+0.00088386i,-0.00010817+0.00016152i,-6.3619e-05+0.00020108i,0.00013113+0.00048598i,0.00022276+0.00022192i,-0.00023273-0.00026665i,-0.00030874-0.00038148i,0.00049903-0.0008206i,0.00085056-0.00075551i,0.00038787+1.8971e-05i,6.2163e-05+0.00037409i,0.00013884+0.00038003i
-0.002397+0.0006182i,-0.00071427+0.0012884i,-0.00031738+0.0012624i,-0.00083899+0.0011687i,-0.00034036+0.0012959i,0.001526+0.0011519i,0.0020319+0.001224i,0.0011494+0.0012574i,0.00062531+0.00099138i,0.00020472+0.0011214i,0.00053059+0.00060227i,0.00099812-0.00028927i,7.1018e-05-0.00030313i,-0.00026978+0.00023713i,0.00023375+0.00028335i,0.0002939+0.00057798i,0.00038697+0.00044867i,0.00065349+0.00020183i,0.00032649-0.0002269i,0.00012668-0.00044383i,-0.00055085+0.00058593i,-0.0010927+0.00093562i,-0.00076511-0.00038737i
-0.00078948-0.00060474i,-0.00039225-0.0008003i,0.00017251-0.00040955i,0.0005085+2.6135e-05i,0.0004438+0.0011954i,0.00040858+0.0022039i,-0.0003011+0.0016502i,-0.00061963+0.0012595i,-0.00033989+0.0020623i,-0.00017765+0.0021904i,-3.3324e-05+0.001096i,7.5581e-05+0.00055262i,-0.0004512+0.00028301i,-6.7544e-06+5.7641e-05i,0.00027342+0.00025716i,-0.00060719+0.0011703i,-0.00045153+0.0015814i,0.0001509+0.00055661i,0.00018947+3.0999e-05i,-0.00034829+0.00029609i,0.00010684+4.6382e-05i,0.00072727-0.0004433i,0.00013773-0.00067746i
0.0032242+0.0025477i,0.0045534+0.002387i,0.0051607+0.0019318i,0.0035321+0.00082188i,0.0024587+0.0006302i,0.0010674+0.0011006i,0.00018609+0.0013753i,0.0008855+0.0011796i,0.0013383+0.00060362i,0.00041113+0.00017554i,-0.00052868+0.00069395i,-0.0012372+0.00087874i,-0.0011638+6.5594e-05i,-0.0005636-8.3539e-05i,-0.00028545-3.671e-05i,-0.0003079+0.00019591i,-0.00049335+0.00036993i,-8.1965e-05+0.0001376i,0.00013419+0.0001857i,0.0004667+0.00016933i,0.00094818+0.00043042i,0.0012053+0.0007445i,0.00091378+2.6895e-06i
0.00077796-0.00032903i,-0.00025374-0.00019657i,5.5795e-06-0.0013261i,0.00096192-0.0015471i,0.0006674-0.00040375i,-0.00020667+0.00065434i,0.00023815+0.00090816i,0.00069074+0.0012496i,0.0007154+0.0015336i,0.00026944+0.0012507i,-0.00057842+0.00073313i,-0.00031722+0.00069883i,4.7934e-06+9.2292e-05i,-0.00069929-0.00041867i,-0.00077818+0.00028488i,-0.00056743+0.00060568i,-0.00021853+0.00024217i,0.00032756+0.00023023i,0.00030176-0.00052164i,-0.00013937-0.0010113i,0.00019392-0.0001811i,0.00060458+0.00014608i,0.00083675+0.0001336i
-0.0032567-0.00015865i,-0.0022848+0.00035486i,-0.00065794+0.00092302i,0.00065886+0.00099129i,0.0018895+0.0016967i,0.0023046+0.0015097i,0.0012716+0.00043407i,0.00023247-5.3362e-05i,-3.9847e-05-0.00032934i,-0.00018343-0.00049878i,7.4091e-05+0.00022098i,1.1205e-05+0.0013089i,-0.00064672+0.0010649i,-0.00055428-0.00029686i,-0.00018263-0.00083253i,0.00010348-0.00018775i,0.00014274+0.00068195i,-0.00065122+7.4092e-05i,-0.00069882-0.00090379i,-0.00074703-0.00036173i,-0.00041861+7.356e-05i,0.00068982-5.2733e-05i,7.0444e-05+0.0003431i
0.00083296+0.0001988i,0.001666+0.00012041i,0.001424+0.00014556i,0.0010474+0.00014774i,0.0014084-0.00014292i,0.00088567-0.0002635i,0.00028261-0.00024553i,8.6536e-05+5.5594e-05i,0.00017441+0.00061221i,0.00086727+0.00052432i,0.00064024+0.00028168i,-0.00053009-0.0001876i,-0.00042012-0.00040902i,8.6542e-05+0.00022827i,-0.00065931+0.00084617i,-0.00069839+0.00046485i,-0.00083516-3.5155e-05i,-0.00080019-0.00022186i,0.0003986-0.00029356i,0.00043579+0.0002559i,-0.00063025+0.00075258i,-0.00071627+0.00027355i,-0.00060754-0.00046836i
0.0024241+0.00031826i,0.0022661+0.00031837i,0.002804-0.00011092i,0.0026759-3.8674e-05i,0.0013224+0.00039139i,0.00089606+0.00041276i,0.0012388+0.00074263i,0.00057946+0.001618i,0.00019418+0.0013201i,1.4055e-05+0.0014717i,-0.00018695+0.00098037i,0.00032283+0.00019183i,0.00039539+0.00044623i,-0.00030356+0.0009153i,-0.00026258+0.00067188i,0.00041565+0.00064723i,0.00075251+0.00036407i,0.00079959+0.00020948i,0.00022906+4.498e-06i,-9.3876e-06-0.00034454i,-3.3738e-05+0.0001413i,0.00010493+0.00045008i,-4.9182e-06+0.00064534i
-0.00026336+0.001552i,0.0011363+0.0011198i,0.002253+0.0016716i,0.0025665+0.0023513i,0.0019141+0.0021842i,0.00079429+0.0011984i,0.00043607+0.00074192i,0.00070867+0.0011713i,0.00097452+0.0017011i,0.0010263+0.0011308i,0.00038345+0.00024522i,4.0734e-05+0.0002547i,-0.00027634-0.00013695i,-0.00037123-0.00080127i,-0.00055766-0.00017834i,-0.0007372+0.00050483i,0.00041293+0.00052894i,0.0013934+0.0007968i,0.0014+0.0012304i,0.00055752+0.0010985i,0.00045758+0.00033553i,4.7373e-05-0.00012698i,-0.00026158+7.3515e-05i
-0.00027387+0.00043461i,0.00087701+0.00085849i,0.00082737+0.00081809i,0.00012313+0.00039475i,0.00039411+0.00029381i,0.00033938-5.4106e-05i,-0.0006507+0.00065978i,-0.0011902+0.0018224i,-0.00029944+0.0017824i,0.00044105+0.0012973i,0.00034601+0.0004715i,-0.00010205+6.5956e-05i,0.00042567+0.00044479i,0.00055601+0.00071272i,0.00014242+0.0011085i,1.0993e-05+0.0013896i,-0.0005082+0.00049266i,-0.00064128-6.6583e-05i,-8.5573e-05+5.5359e-05i,-0.0001847-0.00040494i,-0.0003142-0.00067362i,0.00024722-0.00063342i,0.00034926-0.00048722i
0.0011029+0.00062952i,0.0013954-2.7028e-05i,0.0022793-0.00038847i,0.0025729-0.0015314i,0.0020876-0.0018762i,0.0011995-0.0014217i,0.00070708-5.4416e-05i,0.00023873+0.0013259i,0.0001394+0.0015548i,0.00058709+0.0018172i,0.00094051+0.0013779i,0.00072531+0.00031079i,-2.371e-05+7.1958e-05i,-0.00034232+5.7354e-05i,-3.1202e-05-4.4769e-05i,0.00030389+0.00016229i,-0.00016577+0.00013287i,-0.00035883+9.1927e-06i,3.3175e-05+0.00036205i,9.8126e-07+0.00025802i,0.00012656+0.00021151i,0.00013802+0.00049922i,0.00015859+0.00037374i
2.9359e-06+0.00058579i,0.00012204-0.00017866i,0.0013789-0.00030894i,0.0014971+0.00059062i,0.0012079+0.0014589i,0.0013916+0.001444i,0.00068737+0.0006247i,0.00047301+0.00053921i,0.001122+0.0006608i,0.00049645+0.00060531i,-0.00079333+0.00025977i,-0.00080182+0.00034019i,-0.00063209+0.00037082i,5.2323e-05-0.0001721i,4.7908e-05-0.00057583i,-0.00039282-4.3787e-06i,-0.00058754+0.00076103i,0.00010798+0.00023608i,0.0010499-0.00043362i,0.0004697-0.00075149i,-9.0024e-05-8.7277e-05i,-0.0001207+1.9638e-05i,-0.00029293-0.0014018i
8.9676e-05+0.00087152i,0.0012593+0.00039437i,0.0018538-0.0003259i,0.0020258-0.0004697i,0.0021328+0.0001756i,0.0019985+0.00070844i,0.0013611+0.00092041i,0.00088472+0.0011074i,0.00079168+0.00014567i,0.00083845-0.00018184i,0.0014354+0.00052455i,0.0016556+0.00070915i,0.00067878+0.00039989i,0.00052783-0.00030975i,0.00013142-0.00011339i,-0.00016436+0.00078555i,-0.00036398+0.00060309i,5.1708e-06-0.00012353i,0.00028326-0.00021113i,-5.08e-05+3.0188e-05i,0.00049576+0.00036671i,0.00061259+0.00046496i,0.00019593+1.2427e-05i
-0.00017564+0.0010138i,0.00051851+0.0014459i,0.00039297+0.001894i,0.00095413+0.0012481i,0.0025769+0.00040474i,0.0022085-1.1508e-05i,0.0010079+5.8178e-05i,0.00059934+0.00010546i,0.00052444+0.0003912i,0.00077057+0.0009912i,0.00024552+0.00049777i,-0.00043013-5.4737e-05i,-0.00077386-0.00030723i,-0.0013337-0.00035617i,-0.00076103-7.4554e-05i,7.7731e-05+0.00075866i,-8.6851e-05+0.0010276i,-0.0005699+0.00021523i,-0.00034423-7.7949e-05i,0.00032559+0.00033679i,-0.00031445+4.1457e-05i,-0.0012309-0.00018121i,-0.0012589-0.00022835i
0.0022051-0.0018672i,0.0012217-0.000971i,0.00042769-0.00032966i,0.00017241-0.00022868i,0.00032525+0.0010968i,0.00071001+0.0027996i,0.0012367+0.0026904i,0.0017125+0.0017919i,0.0014097+0.00076463i,0.00054033+0.00052125i,0.00029066+0.0013288i,0.00034394+0.0021349i,6.3006e-05+0.0014523i,0.000224+0.00013817i,0.00046082-0.00057905i,0.00021851-0.00043344i,9.7739e-05+0.00064883i,0.00093212+0.00077037i,0.0011095+0.00066746i,0.00027049+0.0010846i,0.00010745+0.0009842i,-6.7266e-05+0.00048597i,-0.00020756-0.00021735i
-0.00027901+0.0008847i,-6.8731e-05+0.00084791i,0.00081117+0.00075541i,0.00092119+0.0019854i,0.0006451+0.0024963i,0.00097178+0.002232i,0.00068449+0.0027864i,0.0005731+0.0027601i,0.00077415+0.0020655i,0.0012578+0.00098172i,0.00078037-1.1518e-05i,0.00033401-0.00037226i,3.4092e-05-0.00033574i,-0.00082877+7.7829e-05i,-0.00047615+0.00015389i,0.00041331-0.00013441i,0.0007003+0.00016747i,0.00075891-0.00030925i,0.00020084-0.00065266i,-0.00026445-0.0003934i,-0.00071573-0.00050408i,-0.00097459-0.00051022i,-0.00047971-0.00059609i
-0.00074898-2.1895e-05i,0.0016763+0.00082269i,0.0016605+0.0016007i,0.00019404+0.00077861i,-0.00028094-0.00024832i,-0.00052669+0.00091801i,-0.00055012+0.0020132i,9.771e-05+0.0018966i,0.00075838+0.0016881i,0.0010213+0.00056404i,0.00078958-0.00047737i,-0.00013125+0.00028642i,5.9043e-05+0.00053298i,0.0006666-0.00025177i,0.00035588-0.00032676i,-0.00044601-0.00029416i,-0.00042802-0.00018054i,8.6798e-05+0.00060732i,-0.00036117+0.0010064i,-0.00091576+0.00097553i,-0.00069086+0.00089663i,-0.00049223+0.0013599i,-0.00071404+0.001251i
-0.00056702-0.0016983i,-0.00023539-0.0013424i,0.00021455-0.0015391i,-0.00025695-0.00097153i,-0.0012078+0.0002972i,-0.0012586+0.00096316i,-0.00054451+0.00051572i,0.00048532+0.00089014i,0.0012889+0.0016966i,0.0014266+0.0013027i,0.00080256+0.0005967i,-0.00075724+0.00041215i,-0.00091807-0.00031218i,-0.00022101-0.00068887i,-6.6818e-05-4.9333e-05i,-0.0001063+0.00045633i,-9.6065e-05+0.00067831i,-0.00024453+0.00037603i,-0.0004234+0.00040605i,-0.00027984+0.00030402i,0.00035776-0.00018556i,0.00088562+0.00034414i,0.00064281+4.1808e-05i
0.0020676+0.00051101i,0.001512-0.00063947i,0.0028027-0.00050477i,0.0039115+0.00014006i,0.0035295-0.00051302i,0.0024115-0.001297i,0.001264-0.00011685i,0.00089318+0.0011149i,0.0010676+0.00066591i,0.00097195+0.0001434i,0.0005688+0.00062824i,0.00015524+0.00047915i,-0.00045763+7.7669e-06i,-0.00097451+0.00021415i,-0.00010446+0.0007475i,0.00060438+0.00088623i,7.6324e-05+0.00010766i,-0.00030011-0.00036124i,-0.00030913-0.00080267i,-2.2746e-05-0.00089569i,0.00027015-0.00033276i,0.00029779-0.00055609i,0.00041956-0.00076548i
0.00051742+0.001926i,0.0010929+0.0017142i,0.0014086+0.0010478i,0.00080218+0.00036092i,0.00081997+0.00015616i,0.00077153+0.00037971i,0.00065894+0.00058475i,0.00082596+0.00086161i,0.0006663+0.0014484i,0.00088837+0.0010601i,0.0013826+0.00026792i,0.0015648-0.00023559i,0.0017474-0.000361i,0.0017323-1.9682e-05i,0.00097637+0.00047046i,0.00094218+0.00070218i,0.00067565+0.00069335i,0.00011782+0.00027975i,-6.8117e-05-0.0006945i,-4.7326e-05-0.0011587i,-0.00047962-0.0004514i,-0.00092371-0.00018351i,-0.00066443-0.00012142i
-0.00054017-0.00023439i,-0.00016836-0.00058535i,0.00088878-0.00072342i,0.0011635-0.00081271i,0.0012215-0.00021087i,0.0014862+0.0010908i,0.0015923+0.0015925i,0.0013475+0.0017109i,0.00097917+0.0014713i,0.00069449+0.00069887i,2.6369e-06+0.00034836i,-0.000354+0.0011777i,-0.00065634+0.00088892i,-0.00081779-0.00095846i,-0.00075925-0.0011971i,-0.00055676-0.00046763i,-0.00043649+0.00015803i,-0.00040451+0.00073726i,0.00038377+1.7307e-05i,0.00079648-0.00079884i,0.00039456-0.00038621i,8.0221e-05-0.00018072i,-0.00045924-0.0002228i
-0.0001909-0.00079701i,6.3679e-05+0.0001981i,8.0446e-05+0.00052136i,0.00064624+0.00025184i,0.0016493+0.00041262i,0.0019303+0.00080262i,0.001598+0.00073956i,0.0012261+0.00035041i,0.00082275+0.00078785i,0.00058145+0.00079839i,0.00062341+0.00061386i,0.00081933+0.00068677i,0.00036673+1.5881e-05i,3.9933e-06+0.00021067i,-8.8368e-05+0.0010259i,-1.4688e-06+0.00097642i,-8.1683e-05+0.00051632i,0.00026692+0.00020428i,0.00037713+0.00041859i,-0.00017716-2.4851e-05i,-0.000388-0.0004043i,-0.00047282-0.00021753i,-0.00017978-1.8384e-05i
0.0018156-0.00096957i,0.0021725-0.00079659i,0.0013544-0.0012645i,0.00028237-0.00052856i,0.00017659+0.001154i,0.00013399+0.0021015i,0.00086767+0.0020017i,0.0011639+0.0017215i,0.00055615+0.00098911i,0.00075286-0.00013888i,0.00087863-0.00027385i,0.00079526+0.00020236i,0.00074433+0.00049909i,-0.00024131+0.0002859i,-0.00064774+7.7289e-05i,5.109e-05+0.00065622i,0.00039559+0.0014241i,-0.00022623+0.0015214i,-0.00094353+0.0010316i,-0.00044443+0.00015872i,0.00054464+0.00013714i,0.00044044+0.00090668i,0.00022052+0.00077641i
-0.00027136+0.0027852i,-0.00014394+0.0029307i,-0.00013904+0.0017776i,-0.00032164+0.0012224i,-6.4377e-05+0.0013757i,1.0144e-05+0.0015076i,-0.00035307+0.0018144i,0.00011591+0.0023754i,0.00081072+0.0019289i,0.00064451+0.0014193i,7.3788e-05+0.001295i,-1.3444e-05+0.00012565i,0.00037617-6.377e-05i,7.6311e-05+0.00031818i,-0.00045054-0.00015346i,-0.0002192+1.0768e-05i,0.00058921+0.00086688i,0.0010753+0.0005479i,0.00033631-0.00010051i,-0.00087008+1.1351e-05i,-0.0010229+0.0003414i,-0.00048231+0.00061722i,5.4616e-05+0.00087695i
-0.0012164-0.00085514i,-0.0010431-0.00086118i,-0.00025955-0.0018365i,0.0011206-0.002328i,0.00098822-0.0014198i,0.00069793-0.00043514i,0.00041693+0.00037406i,-8.0656e-05+0.00065505i,0.00029784+9.0137e-05i,-0.00018038+5.568e-05i,-0.00076426+0.00068234i,-0.00056527+0.001081i,0.00018618+0.00039862i,0.00034637-0.00028266i,-0.00011108+0.00021234i,-0.00024207+0.0010047i,-8.161e-05+0.00093111i,0.00021632+2.6511e-05i,-0.00010522-0.00021695i,-0.00019955+3.8191e-05i,-0.00029265-6.2707e-05i,-0.00067333-0.00055394i,-0.00069949-3.7365e-05i
0.0025037+0.00058631i,0.0029971-0.00089577i,0.003449-0.00092652i,0.0031814-0.00051054i,0.0018615-0.00087262i,0.0010736-0.00122i,0.0011496-0.00047807i,0.00058541+0.00046337i,0.00077251+0.00093604i,0.0010615+0.00121i,0.00037792+0.0014102i,-0.00024596+0.0010189i,-0.00063908+0.00038571i,-0.00047364+0.00056787i,-0.00054949+0.0009304i,-0.00071683+0.00086102i,-0.0002201+0.00044509i,0.00029521-4.9569e-05i,-0.00031082+8.9825e-06i,-0.0012413-0.0001335i,-0.00097375-7.5319e-05i,-0.00064507+0.00046285i,-0.00064271+0.00077538i
0.0012828-0.0016981i,0.00095822-0.0020307i,0.00086194-0.0023061i,0.00085582-0.0013152i,0.0006331-0.00050064i,0.0013714+0.00052509i,0.0022274+0.00083782i,0.0018191+0.000573i,0.00074617+0.00041009i,-0.00018771+1.2453e-05i,-0.00016268-0.00010911i,5.0509e-05+0.00010261i,5.4442e-05-0.0002084i,4.8298e-05-0.00046823i,-0.00020502-0.00048469i,0.00029961-0.00015275i,0.000572-0.00034373i,0.00010669-0.00049257i,6.9752e-05-0.00020689i,0.00028584+0.00034111i,0.0011435+0.00027498i,0.00096036-0.00029475i,0.00055678+0.00053133i
-0.0004858+0.00097965i,-4.4897e-05+0.00020673i,0.0017631-6.7298e-05i,0.0017115+0.00035271i,0.0016894+0.00052964i,0.0024825+0.00052705i,0.0025676+0.00068765i,0.0012485+0.0014502i,0.00070205+0.001688i,0.00097087+0.0014594i,0.00013126+0.00062584i,-0.00017918+1.8332e-06i,0.00030941-0.00027591i,-1.849e-06-0.0001387i,-0.00065662+0.00020294i,-0.00097489-0.0001207i,-0.0012157-0.00025361i,-0.00089204-0.00020746i,-0.00035129+0.00054675i,-0.00014436+0.00085977i,-0.00017613-0.00013298i,-0.00015214-0.00085147i,0.00030877-0.00092617i
0.00057932+0.0024154i,0.0010524+0.0015239i,0.0012677+0.00082633i,0.0016793+0.00065089i,0.00089779+0.00079951i,0.00065398+0.00051822i,0.0011864+0.00020703i,0.00057052+0.00089375i,-0.0001256+0.0014666i,0.00037956+0.00085754i,0.00059998+0.00074181i,0.00066475+0.0020061i,0.00046959+0.0023458i,-0.00040051+0.001343i,-0.00065378+0.0005973i,0.00010459+0.00084506i,0.00022911+0.0013143i,-0.00028315+0.0014169i,-0.00069668+0.00041856i,-0.00033634-0.00028161i,7.3387e-05+0.00056637i,0.0001824+0.00055575i,0.00056999+0.00045659i
-0.00089067+0.0010769i,0.00069736+0.0022377i,0.0013764+0.0024579i,0.0018191+0.0019259i,0.001686+0.0021143i,0.0012895+0.0014411i,0.00045955-5.428e-06i,-0.00065771-0.0001443i,-0.00053552+0.00062727i,-5.9811e-05+0.00097947i,0.00045433+0.00080236i,0.00085457+0.00012781i,0.0006315-0.000512i,-0.00054371-0.00092459i,-0.00099179-0.0011785i,-0.00028056-0.00075483i,-0.0001953-0.00038188i,-0.00031535-0.00017203i,0.00015748-0.0001227i,-0.00044849-0.00050275i,-0.00089374-0.00074875i,-0.0009512-0.00033226i,-0.00037003-0.0003584i
-0.0014718+3.0601e-05i,-0.0010721-0.00023818i,0.0010224-9.7615e-05i,0.0022811+0.00057506i,0.0010709+0.0013597i,-0.00041147+0.0015529i,-0.00044755+0.0014598i,0.0001962+0.001566i,0.00065247+0.0010285i,0.00055825+0.00047633i,-6.0276e-05+0.00040566i,-0.00027488+7.399e-05i,-0.00026959-0.0006212i,-0.0006336-0.00086867i,-0.0010314-0.00043335i,-0.00081298-0.00071449i,-0.00057587-0.00085313i,-0.0012761-0.00029538i,-0.0017769+0.00023862i,-0.0010316+0.00028677i,-0.00052301+0.00054804i,-0.00057206+0.0011214i,-0.00043509+0.00071565i
-0.00069104+0.00047567i,0.00027452+0.0015043i,0.00080621+0.0023051i,0.0016989+0.001862i,0.001826+0.00092998i,0.001544+0.00073312i,0.00083513+0.0006425i,0.00041934+0.00096745i,0.00088227+0.00086473i,0.0011798+0.00060318i,0.0011141+0.00071045i,0.0012283+0.0005436i,0.00048961+0.00013718i,-0.00033609-0.00021449i,-0.0001795-4.2668e-05i,0.0002295+0.00015372i,-2.3708e-05+0.00057115i,0.00028284+0.00030086i,0.00061845-0.00029256i,0.00073766+0.00032905i,0.00018604+0.00089336i,-0.00081866+0.00095132i,-0.00021951+0.00086178i
-0.0013675+0.0010732i,0.00039449+0.0021698i,0.00098588+0.0014518i,0.001327+0.00082824i,0.0012267+0.00091351i,0.0013394+2.6277e-05i,0.00092348+0.00028007i,-6.8582e-05+0.00085084i,0.00024567+0.00073063i,0.0003076+0.00016321i,-0.00010395-7.5892e-05i,-3.0087e-05+9.5495e-05i,0.00022912+0.00014273i,-4.5629e-05-0.00021924i,-0.000203-0.00031442i,0.00076532-0.00050625i,0.001275+0.00020156i,0.0010966+0.00029603i,0.00054144-0.00088402i,-0.00037402-0.00062037i,-0.00026466+0.00030158i,-3.9968e-05+0.0003333i,-0.00048119-0.00022203i
-0.00059528+0.0010289i,-0.00022017+0.00063372i,0.0022817+0.00032986i,0.0033646+0.0005413i,0.0028131+9.4851e-05i,0.0012886-0.00067468i,0.00019029-0.00028569i,0.00018387+0.00067829i,6.5486e-05+0.0014447i,0.00010112+0.0015021i,-0.00013556+0.00061204i,-0.00078369+6.6897e-05i,-0.00078263+0.00025393i,-0.00021475+0.00046571i,0.00064498+0.00046943i,0.00057063+0.00020636i,-0.00026206-0.00026718i,-0.00038424-0.00033074i,-0.00032727+5.9267e-05i,-0.00057349-0.0006331i,-0.00056455-0.00086681i,0.00013468-0.00039883i,0.00073718-0.00045961i
0.0018196-0.0013289i,0.0015631-0.0017636i,0.0010867-0.0014742i,0.0010323-0.0016867i,0.0011128-0.00072845i,0.0010158+0.0013559i,0.00032432+0.0020971i,0.00033728+0.0019597i,0.0010292+0.0019276i,0.00091736+0.0011202i,0.00052723+0.00036988i,0.00074365+0.00048694i,0.00040842+0.00069421i,-8.4084e-05+0.00020681i,-0.0002941-0.0002222i,-0.00047818+0.00014608i,9.135e-05+0.0005402i,0.0008455+0.00019362i,0.00087586-0.00041861i,0.00043895-0.0006007i,0.00052355-0.00038565i,0.00067028+0.00024417i,0.00015187+0.0007263i
-0.00092271+0.00093231i,0.00050829+0.0019474i,0.0012548+0.0024783i,0.0022662+0.0024344i,0.0025759+0.0017431i,0.0014956+0.0007611i,0.0013596+0.00079024i,0.0016557+0.0018452i,0.0011159+0.0020039i,0.00066896+0.0011357i,0.00081356+0.0011704i,0.00040738+0.0013892i,-3.4589e-05+0.00067828i,-0.00013849+0.00026587i,-0.00041141+0.00038899i,-9.4325e-05+0.00074595i,0.00053228+0.00081239i,-5.5774e-05+0.00029047i,-0.00022328+0.00017482i,0.00040654+0.00045359i,-0.00013377+0.00034842i,-0.00058536-3.0282e-06i,-0.0004284+0.00055964i
0.00078805+0.004218i,0.0014678+0.002725i,0.0033161+0.002097i,0.0038638+0.0014565i,0.0030249+0.00023497i,0.0012457+0.00061509i,-0.00083185+0.0014632i,-0.0014788+0.0016749i,-0.00019887+0.001193i,0.0017062+0.00026119i,0.0017093-0.00012462i,-0.00015574-0.00039975i,-0.00064868-0.00046116i,-0.00029202-0.00027962i,1.0609e-05-0.00012426i,-0.00061984+0.0007954i,-0.0010994+0.0012747i,-0.00031186+0.00067279i,-2.3751e-05+0.00048694i,0.00027598+0.00013017i,0.00025445-1.0887e-05i,-0.00017247+0.00053088i,-1.886e-05+0.0006938i
-0.0011867+0.00077163i,-0.00063776+0.0005402i,0.00062656+0.0019822i,0.001509+0.0018502i,0.0017714+0.00053957i,0.00034888+0.00060582i,-0.00068953+0.00066577i,-0.00034858+0.0010313i,0.00042681+0.0013799i,0.00040968+0.00072895i,0.0001313+0.00041941i,0.00056599+0.00040626i,0.001031+0.00022258i,0.00048677+3.5243e-05i,-0.00035505+0.00076812i,-0.00075349+0.0020502i,-0.0009498+0.0015242i,-0.00056696+0.00023405i,0.00066971+0.00014162i,0.00073788+0.0004698i,-0.00045886+0.00075991i,-0.00034322+0.00054754i,0.00048164+9.4752e-05i
-0.00102-0.0022469i,0.00042276-0.002344i,0.00089023-0.0018626i,0.00024745-0.00035567i,-0.00045391+0.00036159i,-0.0003923+0.00059985i,0.00032397+0.00044868i,0.00087383+0.0011143i,0.00073129+0.0010169i,0.0005767+0.000127i,0.00022198+0.0010204i,9.2275e-05+0.0012713i,0.00063679+0.00030072i,0.001111+3.1171e-05i,0.0005552+0.00015492i,5.7544e-05+0.00033149i,0.00038974+4.8124e-05i,0.00032703-0.00018004i,3.3849e-05+0.00032265i,-0.00035768+0.00054562i,-0.00042403-0.00010541i,9.7192e-05-0.0010911i,0.00010318-0.0014082i
0.0035259-0.00096879i,0.0036452-0.0012126i,0.0032417-0.001714i,0.003156-0.0012009i,0.002012+0.00022251i,0.0011195+0.0010405i,0.00099965+0.0012967i,0.00095475+0.0017989i,0.0010282+0.0017592i,0.0010886+0.0010497i,0.000694+0.0011439i,1.232e-05+0.0011993i,-0.00044215+0.00079019i,-0.00034816+0.00079196i,-7.5826e-05+0.00018554i,0.00027389-6.174e-05i,0.000296+0.00010035i,-0.00015613+5.8791e-05i,0.0001478-0.00034089i,0.0002842-0.00046625i,-0.00024983-5.6919e-05i,-0.00035928+0.00022908i,-9.6741e-05-0.0001347i
