0.00029968+0.00099141i,0.00071523-0.00023433i,-0.00095754-0.00013546i,-0.0018427+5.9771e-05i,-0.00070229+0.00052073i,-0.00027212+0.0011904i,-0.00087251+0.00088254i,0.0001591+0.0011642i,0.0019311+0.0013985i,0.0015842+0.0014218i,-0.00029651+0.00091877i,-0.00082474+0.00020697i,-0.00027318+0.00012496i,0.00020067+0.00043957i,0.00019701+0.00038347i,0.00043858+0.00032761i,0.00042377+0.00086869i,0.00029632+0.00020966i,0.00057293-0.00052645i,-4.0318e-05-0.00013609i,-0.0005732+0.00048992i,-0.00036562+0.00096606i,-0.00051198+0.0010357i
-0.0009881+0.0023666i,0.00021982+0.0024483i,0.00053312+0.0019868i,2.5407e-05+0.0018315i,0.00046255+0.0010739i,0.00034883-0.00015483i,-0.00051583-0.00051694i,-0.00045986-3.973e-05i,0.00026591-0.0004888i,0.00033056-0.00064494i,-0.00035867-0.00024061i,-0.00087719+0.00034942i,-0.00093454+0.00082779i,-0.00018899+0.000429i,0.00029876+0.00024181i,-2.4562e-05+0.00031866i,6.2958e-05+0.0002312i,-0.00048808+9.3162e-06i,-0.00057279-0.00028977i,0.00021929-0.00040584i,0.00080236-0.00029346i,0.0014424+0.00037556i,0.0013471+0.00014626i
7.1281e-05-0.0024392i,0.00069783-0.0020832i,-0.00059161-0.0014806i,-0.0021124-0.00019507i,-0.0010725+0.00090752i,0.00047109+0.00069149i,0.00066993+3.8089e-05i,9.0597e-05-0.00051119i,-0.00053777-0.00033009i,-0.001198-0.00020725i,-0.0010375-6.2909e-05i,0.00011751+0.000841i,0.00056366+0.0006436i,-0.00011496+0.00067367i,-0.0002431+0.00067189i,0.00017181-0.00021743i,-3.4718e-05-0.00083371i,-0.00070368-0.0008652i,-0.00042457-0.00038433i,-1.8027e-05+0.00016967i,0.00047293+0.00060309i,0.00052178+0.00087512i,-0.00055195+0.0010227i
-0.00051585-0.00084761i,-0.00090878+6.9818e-05i,-0.00095119+0.0014607i,-0.00093342+0.001756i,-0.00024775+0.00051362i,0.00041908-0.00054054i,0.00080581-0.00082416i,0.00089115-0.00018183i,0.00024704+0.0010029i,-0.00012946+0.00095536i,0.00010433+7.462e-05i,0.00036282-0.00068976i,5.8542e-06-0.0012815i,-0.00037658-0.00037683i,-0.00084378+0.0002722i,-0.00068646-0.00059661i,-0.00033749-0.00086608i,-0.00044399+0.0002075i,-0.00030103+0.0011509i,3.7118e-05+0.0010748i,0.00033602+0.00075713i,0.00062471+0.00028094i,3.2667e-05-0.00018364i
0.00060043+0.0010087i,0.00059176+0.00018209i,0.00019665-0.0010311i,0.0001339-0.00045327i,8.243e-05-0.00010962i,0.001147-8.2471e-05i,0.0015917-0.00015325i,0.00025948-0.00010788i,-0.00075786+0.00042213i,-0.00062437+0.00057157i,0.00028799+0.00083857i,0.00065427+0.0011213i,0.00024327+0.00063797i,0.00016984+8.6274e-05i,-0.00035342-0.00022113i,-0.00013192-0.00027706i,-0.00016751-0.00034228i,-0.00091541-0.00030167i,-0.00071933-1.9421e-05i,-0.00016267+0.00027949i,-0.00021371+0.00012524i,-0.00012817+0.00062673i,-2.9969e-05+0.00056i
-0.0014301+0.00080345i,-2.2441e-07-3.7317e-05i,-0.00017119+6.2302e-05i,-0.0010983-0.00013921i,-0.00087434-0.00084145i,0.00027328-0.00093093i,0.00082989-0.00080756i,0.00023685-9.6556e-06i,-7.2571e-05+0.00040009i,-0.00035478+0.00016313i,-0.00051788+0.00039181i,-0.00047697+0.00043403i,-0.00032995+4.3032e-05i,-0.00023569-0.00027236i,-0.00033279-0.0007423i,-0.0008347-0.00097916i,-0.0010203-0.00057847i,-0.00042261+0.0003507i,0.00011481+0.00071885i,0.00036053+0.00032623i,0.00055629-0.00021579i,0.00023789-8.9985e-05i,-0.00037015-0.00040518i
0.0029716-0.00094999i,0.0032119-0.00014906i,0.0034364-0.00034966i,0.0014068-0.0003783i,-0.00014383+9.7766e-05i,-0.000408+0.00053623i,-0.00032572+0.00065267i,-0.00063083+0.00093416i,-7.5853e-05+0.0017602i,0.00086771+0.0018727i,0.00021912+0.000903i,0.00032614-0.00022236i,0.00078755-0.00049382i,0.00055075-0.00026065i,0.00020316+0.00030346i,0.00025115+0.00056426i,0.00034662+0.00015354i,-0.00027115-3.4492e-05i,-0.00051664+3.262e-06i,-2.4378e-05+0.00020563i,0.00023241+0.00060934i,0.00030042+0.00082204i,0.00070765+0.00025837i
-0.0036134-0.00040433i,-0.0032992-9.4099e-05i,-0.0034438-0.00017274i,-0.0029964-0.00033947i,-0.0011339-0.00018735i,0.0010809+0.00029249i,0.0016722-2.115e-06i,0.00075291+0.00013735i,2.5949e-05+0.00076559i,-5.6934e-05+0.0012292i,-0.00023978+0.0012456i,-0.00068424+0.00077507i,-0.0008638+0.00063083i,-0.00077482+0.00063809i,1.7891e-05+2.0919e-05i,0.00080635-0.00034587i,0.00043278+0.00064592i,0.00029079+0.0008698i,0.00041344-3.6675e-05i,0.00030138-0.00082712i,-1.7558e-05-0.00035883i,-0.00069438+0.00032375i,-0.00056465+0.00052746i
3.9212e-06-0.0020797i,0.0013313-0.0026268i,0.0017784-0.0028859i,0.0009652-0.0023948i,0.0005236-0.0013375i,0.0011429-0.00064015i,0.0012195-0.00051837i,0.00084031-0.00034706i,0.00013735-2.2612e-05i,8.298e-05-0.00037511i,0.00048264-0.00045146i,0.00088037-9.2924e-06i,0.00040592+0.00048141i,-0.00027763+0.00030999i,0.00013874+0.00090046i,9.5277e-05+0.00096655i,-0.00034207-0.00030364i,-1.6386e-05-0.00037695i,-0.00010491+0.00038567i,-0.0002187+0.00045289i,-0.00014995+0.00033339i,-0.00032039+0.00039454i,-0.00037861+0.00049561i
0.0031011+0.0032147i,0.0031246+0.0028407i,0.0037103+0.0018591i,0.0026167-0.00029035i,0.0015005-0.0025661i,0.00013472-0.0040851i,-0.002145-0.0042089i,-0.0042264-0.0031554i,-0.0046915-1.4235e-05i,-0.0030852+0.0020669i,-0.0011679+0.0021682i,0.00010592+0.0014509i,0.00053444-5.6469e-05i,0.00028141-0.00078896i,0.00050789-0.00054657i,0.0004232-0.00081509i,-0.00051248-0.00081255i,-0.0010709+0.00040752i,-0.00031247+3.1909e-05i,0.0005348-0.0010092i,0.00093958-0.00035815i,0.00092723+0.00039507i,0.00062445+0.00026471i
-0.00076695-7.1113e-05i,-0.00047231-0.00050992i,0.00066329-0.001342i,0.00088151-0.00075782i,0.0013934-6.603e-05i,0.00092387-0.00044668i,-0.00095331-0.00072383i,-0.0022867+0.00010678i,-0.0026447+0.0015673i,-0.0020162+0.0016026i,-0.0011097+0.0010611i,-0.00040564+0.00092746i,-0.00040261+0.00064651i,-0.00010021-0.00042161i,0.00053146-0.00011135i,0.00026713+0.00026017i,-0.00051931-4.3298e-05i,-0.0006741+0.0010988i,-0.00040403+0.0018591i,-0.00022985+0.0011031i,0.00011142+0.00031837i,-1.2532e-05+7.7621e-05i,4.5526e-05+0.0003246i
0.002077-0.00061575i,0.003207-0.00095843i,0.0025799-0.0013366i,0.0013843-0.0014661i,0.0014066-0.00030779i,0.0010053+0.00034559i,0.00017906+0.000104i,-0.00070195+0.00091205i,-0.0021148+0.0014797i,-0.0028503+0.00059672i,-0.002121+0.00016143i,-0.0015002+0.00067097i,-0.00067693+0.00051519i,0.00046169-5.5238e-05i,0.00096956-0.00035732i,0.0010678+2.2037e-05i,0.00082955+0.00059847i,0.00021604+0.00068636i,-0.00027582+0.00039889i,-0.00061522-0.00022355i,-0.00091651-0.00067989i,-7.6063e-05-0.00063584i,-0.00024358-0.00015391i
-0.0027247+0.0036522i,-0.0025197+0.0034451i,-0.00061949+0.003727i,0.0014115+0.0034338i,0.0017299+0.0016824i,0.0014378-0.00050415i,0.00074424-0.0015791i,-0.00041312-0.00087749i,-0.00058684+0.00021237i,-0.00028249+0.00045576i,-0.00013673+0.00010091i,-0.00037453-8.6658e-05i,-0.00020853-0.00013337i,0.00025225-0.00024306i,-0.00031218+0.00027357i,-0.00018201+0.00046082i,-0.00013719-9.2349e-05i,-0.0007127-9.2278e-05i,-0.00033603+0.00056859i,0.0002856+0.00086518i,0.00049976+0.00060833i,0.00059313+0.00065285i,0.00056962+0.00018976i
-0.00030024+0.0010285i,0.00070327+0.00031187i,0.0015142-0.00055166i,0.0013476-0.00052334i,0.0010679+0.00021513i,0.00099935-8.8302e-05i,0.00072868-0.0010641i,0.00022781-0.00068436i,-7.2164e-05+0.0010973i,-5.5178e-05+0.0022255i,0.00051074+0.0023224i,0.00026762+0.0025409i,-0.00011477+0.0013379i,-0.00031375+0.00029482i,7.875e-05+0.00057539i,0.00056678+0.00061311i,0.00090618+0.00031933i,0.00030241+0.00063795i,7.2893e-05+0.00089419i,0.00036778+0.00056157i,-0.00031301+0.00050591i,-0.00053598-8.5938e-05i,0.00022094-0.00072275i
-0.00094742+0.00071161i,0.00044621-0.00016839i,0.0017559+0.0010446i,0.0006437+0.0013915i,0.00065076-2.1965e-05i,0.00099646-0.00089081i,3.3092e-05-0.00063262i,-0.00041176+0.00026258i,-0.00039577+0.00041928i,-0.0010293-0.00015346i,-0.0011381+0.00021875i,-0.0011319+0.0011158i,-0.00090352+0.0008818i,-0.00072911+0.00045347i,-0.00030065+0.00075599i,-7.7759e-05+0.00093729i,-0.00050264+0.0002188i,-0.0010536+8.3009e-05i,-0.00079675-0.00010974i,-7.9378e-05-0.00046384i,-1.0445e-06-0.0003119i,0.00026598-0.00055777i,0.00015146-0.00075147i
-0.00017507-0.0007941i,0.00044108-0.0010997i,-0.00070524-0.00073266i,-0.0016742-0.00014469i,-0.0010949+0.00025378i,0.00016341+0.00038804i,0.00065112-0.00040854i,0.00047102-0.0018588i,0.00012331-0.0023329i,0.00050885-0.0019657i,0.0002405-0.0012654i,-0.00088226-0.0005857i,-0.00071533-0.00045338i,-0.000187-0.0002788i,-0.0003637+0.00031918i,-0.00022443+0.00021039i,0.00011263+0.00032662i,1.1159e-05+0.00083922i,-9.0012e-05+0.00039646i,0.00029788+0.00013376i,0.00021554+0.00056341i,-7.847e-06+0.00030892i,5.8289e-06-0.00022218i
-0.0025043+0.00069034i,-0.0017047+0.0011452i,-0.0010122+0.0011358i,-0.001288+0.00053898i,-0.00082132+0.00088058i,0.00011238+0.0007106i,0.00026481-0.00055604i,-0.00048346+4.4111e-05i,-0.0009307+0.00075244i,-0.00039718+0.0010765i,-0.00023057+0.00087425i,-0.00041031+0.00040861i,0.00040577+0.00044388i,0.00085819+0.00068971i,0.00061333+0.00074141i,9.5031e-06+0.00025993i,-0.00066312+0.00037847i,-0.00054301+0.00080633i,-0.00065344-0.00013026i,-0.0002959-0.00030535i,9.5227e-05+0.00060634i,0.00010674+0.00049489i,0.00014375+0.00038363i
-0.0018311-0.0013177i,-0.00039973-0.0010525i,-0.00027144-0.00026334i,-0.00048753+0.00045603i,7.0145e-05+0.00028273i,0.00069374-0.00075761i,0.0009293-0.0015912i,-0.00016634-0.001073i,-0.0014329-0.00029029i,-0.0021994+0.00021274i,-0.0028029+0.0010427i,-0.0024793+0.00050629i,-0.0014839-0.00030705i,-0.00034374-0.00014372i,0.00032826-0.00014165i,0.00029444-0.00062812i,0.0002147-0.00098852i,-1.0626e-05-0.00024405i,-0.00057604+0.00028754i,-0.00041561+0.00047361i,-0.00013608+0.00042187i,-0.00010858+0.00062597i,0.00019676+0.0006268i
0.00079094+0.002577i,0.00063678+0.0015724i,0.0012466+0.00061535i,0.0014299-0.00026624i,0.0012293-0.00053663i,0.001113-0.00093847i,0.00038502-0.0009146i,-0.00027961-0.00073116i,-0.00042413-0.00045166i,-0.0003167-0.0004107i,-0.00054149-0.0011822i,3.9481e-06-0.0009049i,0.00020173-0.00025048i,-0.00071982-0.00019788i,-0.00060145-0.00082898i,-0.00049053-0.0012551i,-0.00081164-0.00075383i,-0.0010187+0.0001156i,-0.0013863+0.00043765i,-0.00060889+0.00011332i,0.00062783-0.00038224i,0.00068623-0.00023657i,0.00037192+0.00037188i
-0.0019854-0.001099i,-0.0016747-0.0001721i,-0.00080386+0.00064423i,-0.00011459+0.0006271i,0.00077895+0.0010204i,0.00038277+0.00059909i,0.00025077-0.00081802i,0.00031767-0.00011205i,0.0005603+0.0011579i,0.0008094+0.00084197i,0.00027204+0.00067136i,0.00040371+0.00023375i,0.00041989-0.0001683i,-2.561e-05-6.5354e-05i,0.00024736-0.00041257i,0.00055837-0.00062498i,0.00027234-0.00011177i,0.00032769+0.00033197i,0.00077334+0.00069542i,0.0010807+0.0011777i,0.0010349+0.0012472i,0.00058756+0.00036338i,9.9531e-05-0.00053563i
0.00054637+0.0012338i,0.0022835+0.001347i,0.0027079+0.0024147i,0.0019432+0.0028606i,0.0015471+0.0016703i,0.0010665-7.9847e-05i,0.0002717-0.0011162i,-0.00058156-0.00033486i,-0.0013276+0.0011071i,-0.0014937+0.0014273i,-0.0010537+0.0010575i,-0.00029588+0.0010969i,5.6648e-05+0.00081626i,0.0004296+7.6649e-05i,0.00075246-0.00077018i,0.00035744-0.00024873i,-0.00019565+0.00028016i,-0.00051049-0.0001147i,-0.00068338-0.00023136i,-0.00084595+7.2116e-05i,-0.00056916+0.00011512i,-6.3545e-05+0.00050371i,-1.3938e-05+0.0004253i
-0.0010061-0.00026593i,-0.00021326+0.00013289i,-0.00017083+0.00036026i,0.00059384+0.00043922i,0.001673+0.0004193i,0.0017695-0.00055024i,0.0012661-0.00161i,-0.00031071-0.0012682i,-0.00066199-0.0006176i,-7.2993e-05+0.00021594i,-0.00037885+9.0563e-05i,-0.00061663-0.00059682i,-0.00069758-0.00085822i,-4.4052e-05-0.0010606i,0.00019252-0.00035972i,0.00015421+0.00051016i,-1.0541e-05+0.001062i,-0.00015258+0.00067415i,0.00085556+1.6508e-05i,0.0017102+7.7916e-05i,0.0014629+0.00041777i,0.0011219+0.0004267i,0.00045979+0.00050907i
0.00032529+0.00044851i,-0.0011403+0.00079194i,-0.00064587+0.00066505i,-0.00048157+0.00036025i,-0.0006378+0.00087912i,0.00059696+0.0010535i,0.00064465+9.708e-05i,-0.00054717-0.00067472i,-0.00052768-0.0004607i,0.00050489+0.00043147i,0.001302+0.00053538i,0.0011935+0.00011951i,0.00059767+9.32e-05i,0.00015428-0.00054754i,6.7877e-05-0.00055372i,-0.00023658-0.00032701i,-0.00019215-0.00062647i,0.00023186-8.1457e-05i,0.00066612+0.00032671i,0.00053545+0.00016902i,-0.00013067+0.00026471i,-0.00021063+0.0002455i,-6.561e-05-0.00016977i
0.0013248-8.0174e-05i,0.0011457-0.00027498i,-0.00012241-0.00079748i,-0.00091323-0.0005057i,-0.00089669-0.00037523i,-0.00017728-0.00043134i,0.00025359-0.00082211i,-0.00089441-0.00045023i,-0.0015347+0.0008955i,-0.0013977+0.001086i,-0.00089749+0.00046693i,-0.00014151+0.00074611i,-0.00060366+0.00043156i,-0.0011055-0.0003779i,-0.00071956-8.3655e-05i,-0.00043391-3.5756e-05i,-0.00017673-0.00047316i,0.00011303-0.0002868i,-1.1425e-05+0.00026444i,-0.0002823+0.00064137i,-7.1766e-06+0.00065137i,0.00049201+0.00099364i,-4.9325e-05+0.0006833i
0.0012851+0.00058995i,0.0013949-0.00072857i,0.002057-0.0011153i,0.0017106-0.001006i,0.00079137-0.00086871i,0.00044278+5.9058e-05i,-9.2628e-05+0.0002185i,-0.0011609+0.00033708i,-0.0017381-9.0611e-05i,-0.0020962-0.00087107i,-0.0024922-0.00098031i,-0.0019444-0.00042921i,-0.00094957-0.0004711i,-0.00018584-0.00089165i,-0.00021748-0.0009152i,-0.00018785-0.00064483i,-1.8255e-05+0.00016924i,-0.00012173-6.0305e-05i,-0.0003255+3.6793e-06i,-0.00065698+0.00077488i,-0.0003931+0.00043747i,0.00019967-2.321e-05i,-3.1366e-05-0.00024055i
0.0022482-0.00030925i,0.0018879-0.0014127i,0.0010108-0.0018273i,0.00045885-0.001496i,-0.00059776-0.00085446i,-0.0014416-0.001519i,-0.0012421-0.0017243i,-0.001055-0.00031268i,-0.00060176+0.00082988i,-0.00016088+0.00044736i,-0.00030096+0.00016519i,-5.2369e-05-0.00035768i,0.00048149-0.00067045i,0.00065009-0.00051803i,-0.0003211-0.00026346i,-0.00089621-0.00038291i,-0.00025442-0.00094086i,0.00030424-0.00096039i,0.00030589+7.5528e-05i,0.00030752+0.00040961i,0.00013438-0.00012706i,0.00022356+1.5327e-05i,-0.00022562+0.00027914i
-0.0018697+0.001678i,-0.00036333+0.0020983i,0.00012736+0.0018398i,5.0092e-06+0.0011078i,0.00088773+0.00098876i,0.00089264-9.7945e-05i,0.00069763-0.0012205i,-0.00026483-0.00035851i,-0.00075637+0.00081027i,-0.00060449+0.0016194i,-0.00074566+0.0017587i,7.9915e-05+0.0015886i,0.0010604+0.00073207i,0.00091557+6.3618e-05i,0.00031975+0.00014596i,0.00039479+5.7667e-05i,0.00029072+0.00012151i,-0.00036252+0.00034166i,-0.00011447+0.0003026i,0.00073768+0.00092569i,0.00037185+0.0011963i,-0.00033558+0.00014792i,0.00016345-0.00014687i
0.0012432-0.0006889i,0.0018116-0.0024101i,0.0016521-0.0035417i,0.0012228-0.0028778i,0.0011041-0.0016757i,0.0014351-0.00065081i,0.0011294-0.00017442i,-0.00010672-1.5351e-06i,-0.0012133+0.00013811i,-0.0016437+0.00012015i,-0.0014645+0.00018282i,-0.00075468+0.00012657i,-0.00036745-0.0005095i,-2.2329e-05-0.00046826i,0.00029111+0.00025299i,0.00065326+8.0102e-06i,0.00071046-0.00040786i,1.7472e-05+1.0021e-05i,-0.00062252+0.00037991i,-0.00047853+0.00085808i,2.014e-05+0.00057701i,-0.00030672-9.1661e-05i,-0.00018577+0.0001999i
-0.0013222+7.5946e-05i,-0.0015013+0.0011598i,-0.0019309+0.0013135i,-0.0011218+0.00074074i,0.00064359+0.00046878i,0.0018579+0.00022769i,0.00093314+0.00019444i,0.00016102-6.6908e-05i,0.00061223+2.1548e-05i,0.0013791-0.00031814i,0.0019504-0.00061805i,0.00081532-0.00042713i,-6.7473e-06-0.00054341i,-0.00018298-0.0008953i,-4.848e-05-0.00045152i,-0.00011279+0.00035119i,-8.1297e-06+8.3865e-05i,-5.6939e-05+0.00020468i,-6.2889e-06+0.00061194i,0.00022652-0.00010293i,0.00076651+0.00022226i,0.00097889+0.00034283i,-0.00020487-4.7345e-05i
0.0013936+0.0013608i,0.0021394+0.00013338i,0.0030243-0.00014307i,0.0020072+0.00042657i,0.00026188+0.00016094i,-0.00035074-0.00094805i,1.4556e-05-0.0016277i,-1.679e-05-0.0012846i,4.4469e-05-0.00013016i,0.0004209+0.0003437i,0.0006266+0.00041901i,0.00046296+0.00020967i,-6.2198e-05-0.0002057i,-0.00016415-0.00014223i,-0.00024972-1.4215e-05i,-0.00030065-0.0001657i,-0.00027627-0.00079347i,-0.00013319-0.00067132i,-5.2625e-05-0.00067407i,-7.4678e-05-0.00042243i,0.00046507+0.0001727i,0.00037581-0.00017742i,-0.00053924-0.00069397i
6.4508e-05+0.0010265i,0.0017201+0.00033995i,0.0024354-0.00016396i,0.0024484+3.4353e-05i,0.002268-0.00066838i,0.001578-0.0011345i,0.00024641-0.00080575i,-0.0010975+0.00017994i,-0.0018749+0.00070838i,-0.002581+0.0010603i,-0.0020171+0.001106i,-0.00017112-3.7163e-05i,0.00051172-0.00053317i,0.00021795-0.00021309i,4.7712e-05+6.2842e-05i,0.00032335+0.00041309i,0.00062102+8.7908e-05i,0.00029174-0.00047302i,-0.00029798+0.00025256i,-9.6443e-05+0.0009303i,-0.00069047+0.00050367i,-0.00083314+0.0003932i,-0.00029075-0.000181i
0.0014538+0.00015003i,0.0014688-0.0015909i,0.00018758-0.0017452i,-0.00067039+0.00016508i,-0.00036203+0.0015559i,0.00085976+0.0010676i,0.00075114+0.00015417i,-0.00051433-0.00014875i,-0.0004332-0.00094451i,-0.00050428-0.0013658i,-0.00090767-0.001029i,-9.9558e-07-0.0005374i,0.00062078-0.00060431i,0.0002903-0.00087744i,-1.0296e-06-0.00023345i,-0.00054186+0.00027935i,-0.00077528+1.4297e-05i,-0.00056071-0.0002294i,0.00024626-0.00060631i,0.00024663-0.00048544i,0.00012737-0.00041999i,0.00053109-0.00067984i,0.00054521-0.00048589i
-0.002307+0.00056773i,-0.0021672+0.00053038i,-0.0029056-0.00075038i,-0.0025752-0.00031191i,-0.001771+0.0011531i,-0.00029985+0.0013793i,-6.5507e-05-0.00051459i,-0.00085356-0.0014712i,-0.0006464-0.00049442i,7.0405e-05+0.0010212i,0.00050115+0.0016197i,0.00010505+0.0010633i,0.00038259+8.8049e-06i,0.00069748-0.00068977i,0.0010725-0.00029984i,0.00071037+0.0007769i,-0.00025895+0.00046568i,-0.00047599-8.54e-05i,0.00072121+0.00059178i,0.0017059+0.00055922i,0.00099677+1.4137e-05i,0.00053894+0.0004225i,0.00077153+0.00062906i
-0.0013634+0.00044677i,0.00021706+0.0021465i,0.00080464+0.0032554i,0.0010081+0.0025087i,0.0013223+0.0019099i,0.0022889+0.00051674i,0.0012015-0.00018917i,-0.00049964+0.00048891i,-0.0016073+0.0014201i,-0.0018093+0.0023444i,-0.00098162+0.0023859i,0.00011676+0.00091043i,0.0004386-0.00050384i,-4.0031e-05-0.00062041i,0.00018796-0.0001686i,2.7228e-05+0.00013427i,-0.00022455-6.3935e-06i,0.00031964+0.00028261i,-7.476e-06+0.00045358i,-0.00037754+0.00080455i,-9.801e-05+0.00072371i,0.00064648-3.2658e-05i,0.000509-0.00018261i
0.0012661+0.0015001i,0.0018798+0.0016024i,0.0014046+0.00077105i,0.00032128+0.00022682i,0.00073564-6.0262e-05i,0.0015801-0.00022863i,0.00078847-7.6805e-05i,-0.00043891+0.00091627i,-0.0010283+0.0013431i,-0.00039612+0.00053i,-0.00012993+2.781e-05i,-0.00051655+0.0005116i,-0.00079022+0.00064037i,-0.00046001+0.00014084i,-0.00052246-0.00015335i,-0.00092206+5.7251e-05i,-0.0002375+0.00020824i,0.00041081-0.00014786i,-0.00035403-0.00023872i,-0.00098655-0.00024528i,-0.00025582-0.00036832i,0.00035521+0.00013851i,-1.787e-06+0.00030512i
-0.0011636-0.0025961i,-0.0014932-0.0025955i,-0.0020081-0.002997i,-0.0023021-0.0022531i,-0.0020432-0.00053428i,-0.00090188+0.00025041i,0.00020221-0.00029317i,0.00015703-0.00026518i,0.00084601+1.4171e-05i,0.0021637+0.00025722i,0.0018416+0.00024313i,0.00051985+0.00010714i,-0.00046108+0.00022591i,-0.00073348-0.00023766i,-0.00036451-0.0006074i,6.8681e-05-0.00049809i,0.00052669+0.00021207i,0.0008336+0.00055885i,0.00074602+0.00081227i,0.00013265+0.00084566i,-0.00012563-0.0002228i,0.00026762-0.0003362i,0.00021573+0.00037851i
-0.00041312+0.0015142i,-0.0011863+0.0021768i,-0.0026024+0.0011987i,-0.0021204+0.00061411i,-4.5816e-05+0.00073015i,0.0014076+0.00068916i,0.00059634+0.00048553i,-5.3898e-05+0.00070053i,0.00029886+0.0017269i,9.0635e-05+0.0022794i,-0.00023307+0.0018652i,-0.00066324+0.0009334i,-0.00024679-3.8843e-05i,0.00052341+0.00013897i,0.00021501+0.00013888i,-0.00057404+0.00034257i,-0.0006412+0.00075634i,0.00016747+0.00025008i,0.00083457-5.8998e-05i,0.00092854-0.0003365i,0.00026907-0.00014546i,-0.00027175-0.00014683i,-0.0001479-0.00038744i
-0.00011999-0.0016382i,0.00048078-0.0014333i,-0.00013701-0.0019558i,-0.0017989-0.0022271i,-0.0016962-0.0016511i,-0.00040003-0.0001729i,0.00035046+0.00012863i,0.00050568-0.00011163i,-0.00097138-0.00015128i,-0.0024569-0.0010029i,-0.0019655-0.0015291i,-0.001205-0.0017205i,-0.00027488-0.0011688i,9.7289e-05-0.0010501i,-1.9235e-06-0.00070883i,-0.00019167-7.9651e-05i,-0.0003365-1.8633e-05i,-0.0004364-8.6436e-06i,-0.00073171+0.00013511i,-0.0010026+0.00038347i,-0.00042499-0.00028266i,0.0012301-0.00010056i,0.0010308+0.0004128i
-0.00063561-0.00051573i,0.00068934-0.0008441i,0.00027289-6.395e-05i,-0.00094763+0.00031488i,-0.0002383-4.9072e-05i,0.00097772-3.9674e-05i,0.00057224-0.00074278i,-0.00037952-0.0015881i,-0.00018984-0.0011705i,-9.2432e-05-0.00028697i,-0.00043928+0.00027993i,-0.00063392+2.5967e-05i,-0.00067072-2.2157e-05i,-0.00073389+0.00010639i,-0.00034834-0.00064864i,-0.00033576-0.00024867i,-0.00050453+0.00057578i,-0.00048838+0.00040665i,-0.00021942+0.00067572i,-0.00021783+0.00099106i,-0.00035854+0.00063271i,0.00068766+0.00042027i,0.0012812+0.00072694i
-0.0015807-0.00046115i,-7.3513e-05-9.831e-05i,0.0010341-0.0005527i,0.00016697-0.00026044i,-0.00022333-0.00027494i,0.00058741-0.0012385i,0.0013384-0.0012806i,0.0013655-0.00039937i,0.00045945+0.0011775i,-0.00066043+0.00205i,-0.0012313+0.0021065i,-0.0010643+0.00086805i,-0.00060609-0.00037633i,0.00010404-0.00076263i,0.00080852-0.0013874i,0.00048583-0.0015095i,0.000322-0.00082686i,0.00039627+0.00018305i,0.00024013+0.0010186i,-0.00027008+0.0010129i,-0.00028192+0.00017236i,8.2117e-05-0.00011296i,0.00014555+0.00055776i
-0.0016042+0.00024778i,-0.0011789-0.0004796i,-0.002052-0.000826i,-0.002048-0.00017893i,-0.00057362+0.00064641i,0.0015027+0.00055005i,0.0017924-0.00063659i,0.00011493-0.00079745i,-0.0015606+7.7888e-05i,-0.0025884+0.00074437i,-0.0027833+0.00091556i,-0.0018413+0.0004462i,-0.0010603+0.00021364i,-0.00066912-0.00018883i,-0.000777+0.0002319i,-0.0010547+0.00047432i,-0.00094177+0.00059056i,-0.00064255+0.0010523i,-0.00029534+0.00038425i,-0.00027104+0.00017176i,-0.00021534+0.00098924i,-0.00034639+0.0009401i,-9.3989e-05+0.00019352i
-0.0018966+0.0018926i,-0.00077112+0.0024662i,0.00029279+0.0022606i,0.00062864+0.0021277i,0.0012486+0.0015904i,0.0010658+9.696e-05i,-0.00011127-0.0010048i,-0.0008935-0.00086158i,-0.00084874-0.00013484i,0.00018597+0.000215i,0.0008656-0.00019076i,0.00071996-0.00013086i,-5.0299e-07+0.00023744i,-0.00039921+0.00025574i,5.6752e-05+6.1943e-06i,0.00010595-0.00044654i,-0.00086975-0.00041761i,-0.0011152-0.00032167i,-0.00018489-0.000365i,7.8914e-05-0.00043509i,-0.00049511-0.00048212i,-0.00075927-0.0002418i,-0.00050153-0.00031506i
0.00026467+0.00023169i,0.0011694+0.00062839i,0.00064449+0.0018684i,0.00064349+0.0018564i,0.00064368+0.00090434i,-0.00036596-0.00020373i,-0.0008639-0.0010788i,-0.00094375-0.00036957i,-0.00027377+0.0010741i,0.00088183+0.0017803i,0.0011487+0.0012696i,0.00097768+0.00080462i,0.00049076+0.00033469i,0.00082262-0.00029189i,0.00085701-0.00011251i,0.00039476+0.0001659i,1.5541e-05-0.00016411i,0.00013242+0.00029462i,0.00051193+0.00072867i,0.00027941-4.3168e-05i,0.00032767-0.00040337i,0.00063808+0.00045275i,0.00011572+0.00066575i
