0.00029968+0.00099141i,0.00071523-0.00023433i,-0.00095754-0.00013546i,-0.0018427+5.9771e-05i,-0.00070229+0.00052073i,-0.00027212+0.0011904i,-0.00087251+0.00088254i,0.0001591+0.0011642i,0.0019311+0.0013985i,0.0015842+0.0014218i,-0.00029651+0.00091877i,-0.00082474+0.00020697i,-0.00027318+0.00012496i,0.00020067+0.00043957i,0.00019701+0.00038347i,0.00043858+0.00032761i,0.00042377+0.00086869i,0.00029632+0.00020966i,0.00057293-0.00052645i,-4.0318e-05-0.00013609i,-0.0005732+0.00048992i,-0.00036562+0.00096606i,-0.00051198+0.0010357i
0.00051953-0.00019803i,0.00085171-6.3655e-06i,0.0013377+0.00036051i,0.00046946+0.00011446i,-0.00070946-0.00042237i,-9.4088e-05-0.00055959i,0.00071037-0.00026366i,-1.1864e-05+0.00028523i,-0.0011297-0.00024656i,-0.0014146-0.00013951i,-0.0011656-2.6429e-05i,-0.00049614-0.00025265i,-0.00050589-0.00020726i,-0.00079284-0.00029818i,-0.00069048-2.0007e-05i,-0.00068964-0.00067117i,0.00031206-0.0014746i,0.00066872-0.0010226i,-3.7417e-06-0.00045275i,0.00054992+2.2612e-05i,0.00073311+6.1339e-05i,0.00027352-0.00034326i,0.00011043-8.9345e-05i
6.1966e-05-0.00015416i,-0.00072553+0.00029337i,-0.00098166+0.00032428i,-0.0010978+0.00057064i,-0.0014559+8.8783e-05i,-0.00022665-0.00065501i,4.5245e-05-0.0010796i,-0.00085727-0.00050172i,-0.0013221+0.00023018i,-0.0010821+0.00081808i,-0.00033147+0.0010092i,0.0002893+0.00044042i,-0.00011713+8.0091e-05i,-0.00038041-2.1803e-05i,-0.00019222+0.00018431i,-0.00032247+0.00021123i,-2.8572e-05+0.0004736i,-3.0868e-05+0.00029844i,-0.00059768-0.00067439i,-0.00070876-0.00029742i,1.8166e-05+0.00068198i,0.00036048+0.0010158i,9.2243e-05+0.00043293i
-0.00057764+0.002128i,0.0010463+0.0015753i,0.00059605+0.0012971i,-0.0014938+0.0014672i,-0.00091446+0.00091253i,-0.00030004+0.00033972i,-0.00028119-0.00018339i,-9.4149e-05-6.9794e-05i,-0.0005231+0.00055922i,-0.00021373-4.0082e-06i,0.00030893+0.00015449i,0.00017438+0.00018587i,0.00011977-0.00026324i,3.2285e-05+0.00031213i,-0.00025182+0.00059033i,-0.00067419-0.00028799i,-0.0010437-0.00096122i,-0.0006246-0.00083571i,-0.00064855-0.00017684i,-0.0005567+0.00031588i,5.4868e-05-0.00024216i,6.3706e-05+0.00053782i,-0.00013303+0.00096809i
-0.00071322-1.5523e-05i,-4.5473e-05-0.00048104i,0.0007988+0.00037361i,0.0019462+0.0012982i,0.0023+0.0011223i,0.0020762-0.00012792i,0.0015644-0.00068005i,0.00046294-0.00019021i,-0.00013163+0.00032146i,-0.00071722+0.00046624i,-0.0012265+0.00026164i,-0.00042191+3.4827e-05i,0.00092415-0.00026075i,0.00070172-0.00016424i,0.00050003-0.00033372i,0.00063964-0.00047937i,-0.00038014-6.9141e-05i,-0.00032411+0.00013034i,0.0002248+0.00021794i,0.00029816+0.00047688i,0.00032767+0.0004337i,0.00013948+0.00046984i,0.00023443+0.00056685i
0.0018369-0.00010889i,0.0016531-0.00049468i,0.00025843-0.0016699i,-0.00042787-0.0012039i,-5.1001e-05+0.00013679i,-0.00041047-0.00026409i,-0.0011268-0.00084585i,-0.0010273-0.00065504i,-0.00050586-0.00022932i,0.00014609+0.00013447i,-0.00038883+0.00019807i,-0.00062864+0.00049525i,-0.00013889+7.6928e-05i,0.00026344-0.00073546i,0.00046667-0.00073218i,0.00052543-0.00021864i,0.00057739-5.9047e-05i,0.0001884+0.00010062i,-0.00025742+0.00046018i,-0.00044574+0.00014464i,7.0743e-06+2.4584e-05i,0.00071912-0.00021646i,0.00087931-2.2084e-05i
-0.0029004+0.0014702i,-0.0019098+0.0013666i,-0.0019432+0.00147i,-0.0016201+0.0015339i,-0.00038291+0.0012979i,0.00041636+8.4708e-05i,-0.00016764-0.00073351i,-0.00093129-0.0003411i,-0.00056781-0.00022724i,-0.00076492-7.17e-05i,-0.00081381-0.00030927i,-7.8245e-05-0.00036733i,0.00042025-0.00027811i,-7.3617e-05-0.00074183i,-0.00012174-0.00088045i,0.00070217-0.00033345i,0.000225+0.00012922i,-0.00043963+0.00025795i,-0.0001001+0.00095952i,0.00036951+0.001393i,-5.6801e-05+0.001447i,-0.00021636+0.00097725i,0.00036896+0.00020148i
0.0022023-0.0035286i,0.0010994-0.0030785i,-0.0003941-0.0033457i,-0.0012957-0.0032189i,-0.0018698-0.0018888i,-0.001444-0.00050878i,-0.00030485+0.00060592i,0.00026553+0.0013355i,0.00034042+0.0012973i,7.3053e-05+0.00037611i,0.00013883-0.00025219i,-1.7312e-05-0.00080369i,-0.00079865-0.0011163i,-0.00083168-0.00034286i,0.00017821-0.00020528i,6.8977e-05-0.00049735i,-0.00064882-0.00040358i,-0.00030975-0.00042841i,-8.8497e-05-0.00020314i,-0.00028625-3.0287e-05i,-8.3852e-05+2.3653e-05i,-0.00022229+0.00014942i,-0.00080286+0.00069811i
-0.00051021+3.4457e-05i,-0.00051739-0.001176i,6.3026e-05-0.0029904i,-0.00016104-0.0019931i,-3.5521e-06-0.0010221i,0.00099879-0.0007202i,0.001361-0.00017641i,0.00039254+0.00022067i,-6.936e-06+0.00071901i,-0.00027838+0.0005412i,-0.00078719+0.00081635i,-0.00088463+0.00077098i,-0.00094147-0.00050598i,-0.00082145-0.00029723i,-0.00014047+0.00018181i,0.00047313+8.9354e-05i,0.00052388+0.00049935i,0.00064655-9.0005e-06i,0.00070594-0.00014836i,0.00050395+0.00091036i,-0.00050448+0.001113i,-0.00052271+0.0010947i,-4.4836e-05+0.00051195i
-0.0024981-0.0011375i,-0.0017575-0.0009535i,-0.0011697-0.00013435i,-0.0016917-8.6248e-05i,-0.0015137-0.00033502i,-0.00050714-0.00017996i,-1.2933e-05-0.00052377i,-0.00010766-0.0010673i,-0.00028069-0.0010498i,-0.00043318-6.7958e-06i,-0.00057191+0.0010584i,-0.00049257+0.0010226i,2.614e-05-8.1593e-05i,0.0001524-0.0012863i,-0.00038018-0.0012176i,-0.0010369-0.00055639i,-0.0006646+4.9291e-05i,-0.00013556+0.00031587i,0.00012512+0.00017154i,0.00020215-0.00025336i,-3.6615e-05-0.00029284i,-0.00039115-7.3617e-05i,5.9003e-05-0.00010449i
-0.00087939-0.00024071i,-0.00041436-0.00013772i,-0.00092256-0.0004259i,-0.00088063+0.00017805i,-0.00021453+0.0013507i,0.00031794+0.00083658i,0.00029558-0.00028905i,-0.00026394-0.00064584i,-0.0006001-5.253e-05i,-0.00075273+0.00059384i,-0.0010349+0.00025243i,-0.0003371-1.9229e-05i,0.00033143-0.00016333i,0.00021479-0.0003057i,-0.00022776+0.00023523i,-0.00037264+0.00069075i,-0.00014468+0.00020845i,0.00022615-4.433e-05i,0.00038018-1.0465e-05i,0.00047988+0.00026452i,0.0008447+2.8809e-05i,0.00048579-7.8196e-05i,0.00044543+0.00028504i
0.00039351-0.00047882i,0.00059583-0.0010293i,-8.7276e-05-0.0017882i,-0.00070288-0.0012422i,-0.00073794-0.00050243i,0.00050603-0.00054506i,0.00030348-0.0011996i,-0.0011328-0.00034239i,-0.0013301+0.00065203i,-0.00014571+0.00047121i,0.00032024+0.00069345i,-0.00030792+0.00089389i,-0.0004132+0.00033706i,-0.00052269-0.00019891i,-0.00078519-0.00045371i,-0.00062483-0.00082308i,-0.00015883-0.00049641i,0.00012749+8.3885e-05i,-0.00024391+0.00012293i,-0.0010003+0.00020466i,-0.0011133+0.00029749i,-0.00066865+0.00037901i,-0.00084594+0.00028756i
-0.00079494+6.3031e-07i,-0.000784+5.6863e-06i,-0.0009752+0.0002701i,-0.00028527+0.00013018i,0.00094465-0.00031663i,0.0010253-0.00094137i,0.00011341-0.0010998i,-0.00014498-0.00059472i,0.00027834+8.476e-05i,0.0005426+0.0001153i,0.00051831-0.00045363i,0.00019022+0.0002123i,-0.00039917+0.00064412i,-0.00032436-0.0003812i,0.00045272-0.00077109i,0.00078413-0.00014088i,-7.852e-05+0.00034307i,-0.00073378+0.00049866i,-0.0004925+0.00054329i,-0.00066013+0.00013049i,-0.00028652+0.0003229i,-8.0109e-05+0.00062637i,-0.00082957+0.00080078i
-0.001427+0.0017811i,-0.00010551+0.0028251i,-9.1098e-05+0.0030736i,2.7047e-05+0.0018862i,0.001218+0.00098289i,0.0010061-0.00015362i,-0.00052775-0.00093964i,-0.0011052-0.0010463i,-0.00067086-0.00015573i,-0.00073913+0.00024785i,-0.00075945+6.8197e-05i,-0.00062678-0.00051331i,-0.00024648-0.00043438i,0.00048728+0.00019341i,0.00096772+0.00010111i,0.00062785-0.00023733i,0.00015228-0.00079496i,-8.0877e-05-0.00071252i,0.00034159-0.00046744i,-9.1092e-05-0.00096451i,-0.00097561-0.0011399i,-0.00072057-0.0010194i,-0.00087991-0.00081754i
-8.4268e-05-0.0032889i,-0.00068705-0.0022366i,-0.0016956-0.0027992i,-0.0014854-0.0025877i,-0.00048368-0.0012573i,0.00038216-0.00095086i,0.0011807-0.0010178i,0.00058584-0.00053818i,-0.00041425-0.0002031i,-0.00054792+0.00046411i,-0.00036597+0.00020018i,-0.00036821-0.00024811i,-0.00048691+0.00012281i,-0.0002686-7.2448e-05i,0.00056234-7.7325e-06i,0.0010017+0.00099312i,0.00065738+0.0010041i,0.00027432+0.00066966i,0.00015578+0.0004404i,-4.9587e-05+6.0368e-05i,0.00013924+0.0004159i,0.00033392+0.00042386i,-0.0002381+0.00027589i
-0.00083459-0.00037548i,0.00059969+0.0001124i,0.00045727-5.5846e-05i,-0.00053826-0.00020219i,-1.0836e-05+0.00036511i,0.0014607+0.00021692i,0.00090025-0.00035991i,-0.00086946-2.444e-05i,-0.0014444+0.00082855i,-0.0012742+0.00062202i,-0.00069179+0.00017244i,-0.00047135+0.0007269i,-0.0011492+0.00064451i,-0.0010101+8.4419e-05i,-0.00033354-0.00039666i,-0.00029169-0.00039609i,-0.00037204+0.00025189i,-0.0003521+0.00048222i,-0.00016217+0.00028115i,-0.00016912+0.00036179i,-3.722e-05+0.00054317i,0.00025864+0.00051155i,0.00012644+0.00088026i
-0.0013258-0.00098258i,0.00036186-0.00070926i,0.00024779-0.00063441i,-0.00053352-0.0011423i,0.00026414-0.00086476i,0.0015641-0.00016202i,0.0012757-0.00016572i,0.00014901+8.1691e-05i,0.00031537+0.0011309i,4.1255e-05+0.00093311i,-0.00016304+0.00071945i,-0.00019622+0.00067776i,-0.00010824-0.00021747i,4.7902e-05-0.00012782i,-9.2707e-05+0.00033057i,-0.00039852-8.8523e-05i,-0.00031328-0.00029086i,0.00016797-0.00013229i,6.6204e-06-1.8355e-05i,2.0103e-05-1.6209e-05i,7.3642e-05-0.00039619i,-0.00078916-0.00038203i,-0.0012039-0.00058575i
-9.3964e-06+0.00022803i,2.7577e-05-0.0011318i,0.00011557-0.001721i,0.00062831-0.0012755i,0.00098308-0.0005725i,0.0020055-0.00045455i,0.0019451-0.00027036i,-5.6554e-05+8.423e-05i,-0.00088829-0.00031274i,-0.00068716-0.0005082i,-0.00053386-0.00055558i,0.00027793-0.00085908i,0.00047765-0.00077048i,0.00071388-0.00051081i,0.00049955-0.00071382i,-0.00016355-0.00095193i,-0.00026709-0.00099545i,-0.00079936-0.0011144i,-0.00052357-0.00066284i,-0.0001964-0.00044521i,-0.00083576-0.00025767i,-0.0007904+0.00011549i,3.318e-05+5.8795e-05i
-0.0001107-0.00012027i,0.0007006-0.00023675i,0.0010166-0.00039967i,0.0013998-0.00013868i,0.0011095+8.4975e-05i,0.00080335-0.00098829i,0.00052672-0.0014224i,-0.0002116-0.00085414i,5.1677e-05-0.00047731i,0.00090282+0.00010221i,0.0015153+0.00094764i,0.0013755+0.0010058i,0.00063497+0.00056804i,-0.00032632+0.00021235i,-3.7964e-05-0.00011123i,-0.0005944+0.00012813i,-0.00093787+0.00018106i,-0.00031452-0.00011002i,0.00044512+0.00024056i,0.001062+0.0005145i,0.00054608+0.0002049i,0.0002441+0.0002326i,9.9957e-06+0.00038195i
0.00097468+0.00067012i,0.00081669-0.00030713i,0.00098793-0.00070421i,0.0001935-0.00031516i,-0.00057787-0.0005425i,1.4427e-05-0.00022022i,-8.9807e-05+0.00023746i,-0.00033208+8.1963e-05i,-0.00014791+0.00047315i,-0.00035306+0.00023828i,-0.00090525-0.00042408i,-0.00015655-0.00092019i,0.00099238-0.0017992i,0.0010133-0.0012826i,0.00039991+8.2929e-05i,-0.00057445-0.00048837i,-0.00095407-0.00081978i,-0.00010363-3.5201e-05i,0.0009424+0.0003679i,0.0002411+0.00014247i,-0.00077595-0.00012537i,-0.00041873-0.00041927i,-0.00037437-0.00057604i
-0.0013586-0.00013846i,-0.00058628-0.00083711i,-0.00037466-0.0011789i,-1.289e-05-0.00024763i,0.0003788+0.00056136i,0.00034265+0.00024375i,6.7134e-05-0.00090082i,-0.0004429-0.00070822i,-0.0010293+0.00058341i,-0.00074061+0.0017158i,8.6503e-05+0.0016585i,-5.4194e-05+0.00091485i,-8.9814e-05-2.6185e-05i,0.00051862-0.00055979i,0.00029098-0.0002924i,1.917e-05-0.00019724i,-5.1512e-05-4.0008e-05i,-2.5522e-05+0.00076428i,0.00030919+0.00083965i,0.00054924+0.00081661i,5.4324e-05+0.0010395i,0.0001472+0.00020669i,0.0012143-0.00060827i
0.0016905-0.0018683i,0.0014508-0.0015747i,0.00064985-0.0012831i,0.00049108-0.00016703i,0.00030884+0.00092938i,0.0005383+0.00188i,0.00076144+0.0013937i,-2.9847e-05+0.00039532i,4.8231e-05+0.00049932i,0.0002074+0.00038353i,-0.0005949+0.00040372i,-0.00089854+0.00088321i,-0.0012119+0.00065958i,-0.00092908-0.00041858i,0.00047505+6.0086e-05i,0.00064354+0.0010431i,-0.00021986+0.00096032i,0.00011616+0.0008818i,0.00079238+0.00081408i,0.00076692+0.00024022i,0.0010138-1.6339e-05i,0.0012732-0.00041715i,0.00028592-0.00067514i
-0.002047-0.00046336i,-0.0011289+0.00011501i,-0.0016062-0.0010466i,-0.0020407-0.0019119i,-0.0013252-0.00097452i,0.00025937-0.00018435i,0.00064432-0.000307i,0.00027162-0.00031606i,-0.00013966+0.00047106i,4.3432e-05+0.0010516i,0.0001317+0.0010247i,-0.00019908+0.00029707i,-0.00063002+5.0296e-05i,-0.0009846+0.00013253i,-0.00072453-0.00037372i,0.00026873-0.00015929i,0.00065738+0.00012355i,0.0001821+0.00020833i,0.000197+0.0005778i,-8.8061e-06+0.00018791i,-0.00019856-0.00015456i,4.8941e-05-0.00046289i,-0.00019896-0.0005175i
0.00097212-0.00015988i,0.00088266-0.0011831i,0.0013232-0.0010572i,0.0018363-0.00047785i,0.0015285-0.00091598i,0.00086154-0.0013103i,5.9003e-05-0.0010011i,-0.00020805+0.00016764i,-0.00056045+0.00081686i,-0.00065372+0.0010138i,0.00035938+0.00037449i,0.00085654-0.0010605i,0.00018871-0.0015181i,-0.0002344-0.0011658i,0.00028455-0.00042186i,0.00059476-3.2344e-05i,0.00038873-0.00038519i,-0.000196-0.00044297i,-0.00027619-0.00013552i,0.00025995+0.00043904i,0.00055466+0.00020942i,0.0011912+3.2272e-05i,0.0014904+0.00042305i
-0.001639-0.0011306i,-0.00080498-0.0011074i,0.00056317-0.0010376i,0.0001161+0.00013451i,-0.00014608+0.00097038i,0.00056502+0.00070947i,0.00028947-8.9962e-05i,-0.00051459+0.00041129i,-0.00095039+0.00082098i,-0.0011672+0.0005466i,-0.00058461+0.0010137i,-0.00032094+0.00093307i,-0.00098669+0.00028724i,-0.00027695-0.00045322i,0.00025688-0.00074476i,2.5722e-05-0.00055257i,-0.0004881-0.00024463i,-0.00050887+0.0003888i,0.00069652+0.0006363i,0.00070967-0.00048674i,-0.00015603-0.00075517i,-0.00044643-9.5993e-05i,-0.00029789+0.00049541i
0.00092976-0.0038372i,0.00012907-0.0038151i,-0.0017634-0.0041339i,-0.00303-0.003224i,-0.001908-0.001861i,-0.0011034+0.00013244i,-0.00046339+0.00077445i,0.0002665+0.00054314i,0.00015875+0.00025171i,-0.00078608+0.000406i,-0.0010269+0.00052734i,2.0051e-06+0.00029016i,-0.00010341-0.00029597i,-0.001161-0.00036018i,-0.0014279-0.00050207i,-0.00052222-0.00079292i,0.0002985-0.00056603i,0.00049362+0.00015812i,0.00032208+0.00085114i,-0.00014334+0.00144i,-0.00024889+0.0012466i,-0.00032471+0.0003825i,-0.00018173-0.00060968i
-0.00026779-0.0010459i,-0.00018199-0.00083342i,-0.00088403-0.00041975i,-0.0012557-0.00014033i,-0.0009969+0.0010438i,0.00028803+0.0010629i,0.0015368-0.0001966i,0.0014439+9.4771e-06i,0.00025272+0.00097912i,-0.00094336+0.0016662i,-0.0010159+0.001216i,-0.0010176+0.00022238i,-0.0011002-3.9186e-05i,-0.00091388+0.00012463i,-0.00085572-0.00015348i,-0.00069182-0.00015129i,2.6231e-05+0.00047261i,0.00042893+0.00056488i,0.00029739+0.00018885i,0.00068755+0.00029978i,0.00062107+0.00094036i,-1.0156e-05+0.00086987i,-0.00021603+0.00021861i
-0.00026591-0.00059113i,-8.9514e-05+0.00035482i,-0.0010664+0.0011527i,-0.00062301+0.0012957i,7.9598e-05+0.0014299i,0.00081206+0.00056969i,0.00070942-0.00082323i,-0.00043884-0.00056119i,-0.0014141+0.00017187i,-0.0016241-0.00041662i,-0.0012185-0.00033187i,-0.00072513+0.00040276i,-0.00042342+0.00037373i,6.1947e-05+3.8306e-05i,0.00050654-0.00029104i,0.00018036-0.00037962i,0.00017837-5.9651e-05i,0.00044252+9.3409e-05i,-1.268e-05+0.00049781i,-0.00023761+0.00042869i,0.00051574+0.00069191i,0.00026187+0.00047774i,6.406e-05-0.00027192i
-0.0028815+0.00010206i,-0.0023871+0.00016383i,-0.0023061+0.00057991i,-0.0013994+0.0022492i,0.00018571+0.0028153i,0.0012701+0.0010064i,0.0009126-0.00054544i,-0.00060957-0.0003392i,-0.00092252+0.00077508i,-0.00030419+0.0018599i,-0.0003409+0.001565i,-0.00053103+0.00096045i,-1.4995e-05-0.00012419i,0.00033437-0.00098176i,7.1501e-05-0.00080694i,-0.00057874+0.00022904i,-0.0011829+0.0003424i,-0.0013287-4.618e-05i,-0.0012162-0.00043308i,-0.00047097-0.00034148i,0.00025059-0.00032461i,0.00039574-0.00037493i,7.4084e-05+0.00042282i
-0.0016265+0.0014051i,-0.00071822+0.0015067i,-0.00077449+0.0018696i,0.00016677+0.001926i,0.0016371+0.00065933i,0.0018497-0.00050323i,0.0007545-0.00073933i,-0.00041629-0.00065958i,-0.00063136+0.00048491i,-0.00065998+0.0016961i,0.00020527+0.0014357i,0.00048886+0.0005399i,-0.00064798-0.00063072i,-0.00041965-0.0015634i,-2.4307e-05-0.00093773i,0.00014799-0.0001633i,0.00015491-0.00076986i,-0.00034664-0.0013523i,-0.00011717-0.00097516i,0.00020306-0.00027033i,-1.0608e-05+0.0007321i,-0.00081315+0.00083284i,-0.0010915-0.0002348i
0.0018317+0.00086402i,0.0018182-0.00018787i,0.0006559-0.00021228i,-0.00074582+0.00042696i,-0.0005349+0.00010559i,0.0011448-0.00012162i,0.00071916-0.00047063i,-0.00042801-0.00016215i,-0.0012313+0.00065872i,-0.00088696+0.00054478i,-0.00063543-0.00019269i,-0.00036294-0.00052985i,-8.1508e-05-0.00055647i,0.0004635-0.0004709i,0.00043581+0.00012988i,-0.00010614+0.00043232i,-0.00029587+0.00010284i,2.4038e-06+4.0624e-05i,0.00097868+0.00057057i,0.0014084+0.00072202i,0.00081184-0.00029605i,0.00077714-0.00083078i,0.00069266-0.00023521i
-0.00025785-0.0015098i,-0.00048393-0.00036405i,-0.0001152+8.2649e-05i,0.00019506+0.00038972i,0.00066897+0.00057834i,0.0011674-7.4158e-05i,0.0011966-0.00019077i,0.0011129+0.00030028i,0.00024232+0.0008478i,-0.00055673+0.00013815i,-0.00027827-0.00065334i,-0.00064041-0.00023052i,-0.00097234-0.00010853i,-0.00082311-0.00028755i,-9.6861e-05+0.0003069i,0.00027122+0.00064481i,-0.00048938+0.00052895i,-0.0010822+0.00065998i,-0.0008522+0.0013018i,-0.00060459+0.0012873i,-0.00034552+0.00069396i,-9.9071e-05+0.00016001i,0.00026464+0.00030565i
-7.0217e-06-0.00017842i,5.797e-05-0.00033564i,-0.00024501-0.0011063i,-0.00053481-0.0012129i,-0.00021718+0.00037277i,0.00064701+0.000218i,0.00067995-0.00078734i,0.00040709-0.0003989i,0.00033462+0.00042954i,1.204e-05+0.00017942i,-0.00055179-2.9303e-05i,-3.929e-05+8.9219e-05i,0.00038715-0.00087798i,-0.00035873-0.0016487i,-0.0010948-0.0010135i,-0.00096213-0.00034445i,-0.00064434-0.00012803i,8.8533e-05-0.00046998i,0.00030074-0.00029016i,0.00014403+0.00031867i,0.00058346+0.00079786i,0.00059209+0.00060142i,0.00038498+0.0002437i
-0.0010057+0.0016633i,0.0007404+0.0019781i,0.00053906+0.0031495i,0.00043505+0.0028174i,0.0018618+0.0011258i,0.0023869+0.0003678i,0.00071998-2.7871e-05i,-0.00037847+0.0002711i,-0.00055288+0.0010836i,-0.0012539+0.0010331i,-0.00053868+0.00077195i,0.00042414+0.0011779i,0.00074918+0.0010837i,0.0010591-0.00030422i,5.9925e-05-0.0005463i,-0.00031596+0.0001133i,0.00039265+0.00063389i,0.00021069+0.00092264i,-0.00020654+0.00023986i,0.00032475-0.00062534i,0.00069937-0.00011145i,0.00038463+0.00010507i,-0.00032805-0.00038075i
0.00021501+0.00051224i,0.0011025-0.00076461i,0.001923-0.0010663i,0.0018785+0.00012406i,0.001255+0.00033175i,0.00095779-0.00053526i,0.00051608-0.00047348i,-4.0185e-05+0.00017925i,-4.9818e-05+0.00070533i,-0.00056291+0.00063188i,-0.0010082+0.00056963i,-0.0012383+0.00048995i,-0.0011059+0.0006159i,-0.00033548+0.00036148i,-2.2172e-06+0.00013317i,-0.00055255-0.00027494i,-0.00092769-0.00041643i,-0.00044133-0.0001215i,7.1925e-05+0.00036908i,-5.3276e-05+0.00055132i,0.00012039-9.7323e-05i,-3.4965e-05-0.00097654i,-0.00014451-0.00040765i
-0.00096322-0.00088609i,-0.0008032-0.00014045i,-0.0013265-0.0011949i,-0.0016106-0.00074865i,-0.00087166+0.001386i,0.00065373+0.0010553i,0.00109-0.00081235i,0.00021056-0.00081681i,-0.00025307+0.00045278i,-0.00012849+0.0013637i,-0.00050696+0.00077307i,-0.00080212-0.00052826i,-0.00071929-0.00037319i,-0.00049049+0.0007392i,-0.0002549+0.0013008i,-9.3983e-06+0.00080219i,0.00010452+2.578e-05i,-0.00011428-0.00020444i,0.0011192+0.00028496i,0.0014844+0.00033801i,0.00044097+0.00069925i,-0.00011865+0.00090449i,-5.9454e-05-0.00022778i
-0.00025266+0.0020051i,0.00075717+0.0011831i,0.00073643+0.00065758i,0.00025114+0.00029325i,0.00044136-0.00018758i,0.00085176-0.0010743i,0.00013897-0.0016406i,-0.00054526-0.0011606i,9.1756e-06-3.2575e-05i,0.00017671+0.00096697i,-1.29e-05+0.00048402i,0.00078752+0.00018525i,0.00048353+0.00021603i,-0.00057084-0.00019948i,-0.00050814-0.00045924i,9.7281e-05-0.00042848i,0.00067499-4.6594e-05i,0.00051647+0.00049592i,0.00016966+0.00079727i,0.00049056+0.00086771i,0.00049191+0.00064913i,0.00052005+0.00043178i,0.0007162+0.00021113i
-2.2239e-05+0.00011903i,-0.00054336+0.00076778i,-0.00056842-0.00020968i,-0.00027102-0.00022038i,6.4321e-05+0.00057346i,0.001111+0.00041388i,0.00119+0.00025623i,0.00030619-0.00035101i,-0.00044365-0.00037688i,-0.0010205-0.00046582i,-0.00067914+0.00024584i,0.00041727+0.00094641i,0.00055008+0.00054722i,-0.00062324+0.00040776i,-0.00093116+0.00048242i,-0.00036824-0.00018173i,-0.00011612-0.00065801i,-0.00016153-0.00061273i,0.00026519-2.2043e-05i,0.00046736+0.00031582i,0.00044845+0.00032672i,0.00010757+0.00017856i,-0.00027312-0.00014817i
-0.00012664+0.0022915i,0.0012985+0.0020008i,0.0011064+0.0011337i,0.0010885+0.00021549i,0.0015542-0.00072252i,0.0011078-0.00098608i,-0.00019171-0.00094898i,-0.00076543-0.00081171i,-0.0003009-0.00030135i,-0.00013877-0.0002479i,-0.00018776-0.00067998i,0.00037414-0.00054866i,0.00067039-0.00022429i,7.5754e-05-0.00099257i,-0.00021434-0.0013486i,-0.00056948-0.0003279i,-0.00088041-0.00011477i,-0.00017046-0.00042337i,-0.00025092+0.00021508i,-0.00059028+0.00042066i,0.00045933+0.00018792i,0.0012714+0.00052572i,0.00034159+0.00064168i
0.0008771+9.7587e-05i,0.0015708+0.0006481i,0.0022457+0.00075573i,0.0012213+5.6404e-05i,0.00068791-0.00045323i,0.00043331-0.00025266i,0.00040717-0.00012942i,0.00046511-4.7831e-05i,7.8695e-05+0.00070024i,-0.00042571+0.00053238i,-0.00069371-0.00033294i,-0.00047985-0.00046809i,-0.00082496-0.00029186i,-0.00077427-0.00041086i,-0.00010362-0.00048115i,-0.00046436-0.00080658i,-9.0976e-05-0.00027555i,0.00041264+0.00081498i,-0.00024247+0.0009592i,-0.00046046+0.00072851i,5.165e-05+0.00046422i,0.00022307+0.00054289i,-5.2917e-05+0.00096958i
0.0010787+0.0012732i,0.00049238+0.00057412i,0.00049164-0.00035598i,0.0014474-0.00072868i,0.0016349-0.00047676i,0.001116-0.00060864i,0.00048143-0.00064547i,-3.49e-05-0.00013842i,-0.00039453+0.00024076i,-0.00077055+5.4151e-05i,-0.0010776-2.4255e-05i,-0.00010028-0.00013307i,0.00022839-0.00010131i,-0.0003947-0.00047876i,-6.7874e-06+1.1665e-05i,9.0837e-05+0.00051065i,-0.00048727-0.00050831i,-0.00047386-0.0007472i,-0.00033735-0.00096581i,-0.00035051-0.0013603i,0.00091705-0.00084923i,0.0012346-0.00041688i,0.00070508-0.00084409i
-0.0011586-0.00061228i,-0.00053756-0.0020815i,0.00058768-0.0026323i,0.0013462-0.0014942i,0.0015442+5.8931e-05i,0.0010544-0.00046913i,8.7995e-07-0.0009152i,-0.0007557-0.00017219i,-0.00033987+0.00096225i,0.00036348+0.0018838i,-4.6876e-05+0.0011333i,-0.00062916-0.00060809i,-0.00056329-0.0010479i,-0.00074407-0.00053797i,-0.00084716-0.0001258i,6.6231e-05+0.00026708i,0.0003741+0.00096026i,0.00013345+0.0013906i,-0.00050824+0.00040926i,-0.00065634-0.0004719i,-0.00042843-0.00051637i,-0.00012559-0.00057959i,8.7452e-05-0.0010821i
9.1101e-05-0.0013133i,0.00098114-0.0021838i,0.00068968-0.002389i,-0.00031927-0.0014025i,-0.00097399-0.00028623i,-0.00067185-4.2482e-05i,0.00056543+0.00033037i,0.0002678+0.00086434i,-0.00068561+0.00099618i,-0.00027594+0.00088682i,0.00035565+0.00086587i,0.00020653+0.00034831i,0.00017007-0.0011742i,0.00034781-0.00057721i,0.0001597+0.00059728i,-1.5147e-05+0.00069984i,0.00030483+0.0010281i,0.00022484+0.0010885i,-0.00046716+0.00099507i,-0.0010202+0.00067082i,-0.0008842+0.00031786i,2.7587e-05+0.0002693i,-0.00019375+0.00010267i
