-0.00020649+0.00033112i,0.00036968+0.00048932i,0.000891-3.2558e-05i,-0.00015699-0.00073295i,-0.0019606-3.7484e-06i,-0.0024244+0.00089512i,-0.0012606+0.00079829i,3.6355e-05+0.00044395i,0.00091957+0.0004327i,0.0010311+0.00011107i,0.00095614-0.00032809i,0.00044729-0.00047547i,-0.00048857+7.8335e-05i,-0.0011708+0.00061156i,-0.0013239+0.00099312i,-0.00084101+0.00080973i,-0.00028687+0.0004523i,0.00016182+0.00074192i,-0.0002328+0.00088101i,-0.0004726+0.00049907i,0.00032649-0.00022239i,0.00029974-0.00017854i,-0.00061001-6.0504e-05i
0.00045704+0.0017274i,-7.086e-05+0.0013741i,0.00047246+0.00035088i,0.00057236-0.00097963i,-0.00060116-0.0016778i,-0.00097567-0.0024184i,-0.00099046-0.0029967i,-0.00064198-0.00094309i,1.8285e-05+0.0010659i,0.00032201+0.00071182i,0.00019429+0.00015317i,-0.00034035+0.00026211i,-0.00062433+0.000244i,-0.00078199+0.00023812i,-0.0010803+6.3285e-05i,-0.00063665-0.00011573i,0.00010606-0.000182i,0.00044104+0.00026208i,0.00021743+1.9285e-05i,0.00019553-0.001062i,0.00017587-0.00048301i,1.5028e-05+0.00011941i,-0.00014113-0.00053164i
-0.0016746+0.00065485i,-0.0010826+0.0011543i,-0.00051011+0.0014555i,-1.8011e-05+0.0018847i,0.0007339+0.0020425i,0.00076465+0.00059725i,0.0003346-0.00051647i,0.00031198-0.00036075i,-0.00040002-8.5097e-05i,-0.0015454+0.00055932i,-0.0011285+0.00070517i,-0.00019061+6.4118e-05i,0.00018042-0.00043132i,0.0002161+0.00021398i,0.00051624+0.00082184i,0.00076777+0.000228i,0.00088951+0.00084108i,0.0011428+0.00065556i,0.00047394+0.00023225i,-0.00038813+0.00071068i,-0.00043416+0.00051049i,1.13e-05+0.0002892i,0.00032211-0.00011875i
-0.00086642+0.00299i,0.00043864+0.00314i,0.0022804+0.0024408i,0.0016725+0.0012718i,0.0009017-0.00018455i,0.00061123-0.0012102i,-0.00012762-0.0012614i,-0.0010676-0.00087725i,-0.00066663+0.00052003i,-0.0001708+0.0013955i,-0.00060758+0.0010298i,-0.00049544+0.00024569i,2.2228e-05-0.00034845i,-0.00044789-0.00077192i,-0.00084262-0.0010805i,-0.0003279-0.00080937i,0.00021112+0.00013951i,0.00033416+0.00080825i,0.00039804+0.0010491i,0.00045119+0.0012035i,0.001118+0.00017261i,0.00092581-0.00041475i,0.00014854-0.00026045i
-0.0006771-0.001935i,-0.0011728-0.00077356i,-0.00029995-0.00069958i,0.0010242-0.00025671i,0.0013426+0.00081685i,0.0009216+0.00023987i,-0.00038737-0.00049028i,-0.0012833-0.0015704i,-0.00069493-0.001583i,0.00031915-0.00032145i,0.00043933-1.9124e-05i,0.00023606+0.00054855i,0.00018974+0.00077318i,0.00024502+0.00011234i,0.0003423+0.00012788i,2.8295e-05+0.00056215i,-0.00049504+0.00032677i,-0.00053012+0.00015827i,-0.00030928+0.00046946i,0.00059702+0.00075445i,0.00090454+0.00054229i,0.0002665-5.7716e-05i,0.00019511+1.6129e-05i
-0.0005212+6.497e-05i,-0.00072978+0.0013614i,-0.00041711+0.0010744i,-0.00039736-0.00077861i,0.0003789-0.00097222i,0.00063167-0.0010943i,-0.00011703-0.001567i,-0.00089455-0.0012257i,-0.00043591-0.00059132i,0.00051825-0.00028001i,-0.00015576+4.8541e-05i,-0.00068067+0.00037978i,0.00023238+0.00083177i,0.00062408+0.00027195i,0.00041994-0.00066034i,0.00023465-0.00016047i,0.00078138+0.00061009i,0.00086658+0.00061443i,0.00043471+0.00055751i,0.00053661-0.00013076i,0.0015289-0.00062483i,0.0017511+0.0001615i,0.00081171+0.00018279i
-0.00077211+0.0028429i,0.0010126+0.0024182i,0.0011171+0.0028812i,0.00067414+0.0016753i,0.00035395-0.00059697i,-0.00010254-0.0020292i,-0.0010387-0.0031429i,-0.0010272-0.0023902i,4.8192e-05-0.0002291i,0.00042582+0.0005854i,0.00031584-0.00045268i,0.00088609-0.00084854i,0.0012995-0.00088494i,0.00061371-0.0010255i,-0.00012304-0.00084584i,-0.00063212-0.00035759i,-0.00054823+0.000332i,-0.00016249+0.00012148i,0.00022725-0.0001122i,3.8373e-05+0.00049884i,-0.00035219+0.00086522i,-0.000282-1.2201e-05i,0.00023714-0.00062667i
-0.0029578+9.0496e-05i,-0.002428+0.0010039i,-0.0020197+0.001905i,-0.00061457+0.00076094i,0.0012613-0.00036079i,0.0016146-0.0010501i,0.00079609-0.0020841i,-0.00049963-0.001888i,-0.0014694-0.00082244i,-0.0014528-0.00015463i,-0.0010193-0.00013393i,-0.00066725-0.00080782i,-0.00021752-0.00045313i,0.00017956+0.00029729i,0.00038196-0.00023554i,8.2e-05-1.4055e-05i,-0.00027866+0.00061967i,0.00014945-0.00033198i,-8.4482e-05-0.001013i,-0.00070018-0.00048783i,-0.00065719-0.0006081i,-0.00019861-0.00031218i,5.7739e-06+0.00042096i
-0.0010625-0.00058291i,-0.00093935-0.00056604i,-0.00085064+0.00050084i,-0.00078549+0.00081497i,-0.00085233+0.00015376i,-0.000172-0.00064849i,0.00022273-0.0015869i,-0.00095652-0.0016112i,-0.0011253-0.0004867i,-9.6779e-05+0.00090632i,0.0006172+0.0010483i,0.00092339+4.9724e-05i,0.00036232+0.00015939i,-0.00022512-0.00016043i,-0.00047476-0.00071863i,-0.0006574-0.00011547i,-0.00019684-4.5185e-06i,-0.00030177-0.00032984i,-0.00014121+0.00028546i,0.00050832+0.0004001i,0.00085052+0.00013506i,0.00082237-9.0764e-05i,0.00030632+0.00022167i
0.00010074-0.00040791i,0.00036153-0.00019382i,-0.00076669-0.00018307i,-0.00039689-0.00024142i,-2.8183e-05-0.0005453i,-0.00065917-0.00099772i,-0.00063673-0.0010955i,-0.00082977-0.00080823i,-0.0010821-0.00092724i,-0.00086549-0.00039745i,-0.00088338+8.5326e-05i,-0.00057546+8.4414e-05i,-0.00019211+4.2502e-05i,-2.7071e-05+0.00061596i,0.00036083+0.00064932i,0.00027142+0.00030486i,2.6193e-05+0.00042393i,-0.00040649+0.00033285i,0.00018178+0.00020728i,0.00092088+0.00027031i,0.0002724+0.00050892i,-0.00048101+0.00054211i,-0.0005025-0.00050062i
0.0022057+0.00023073i,0.0003266-0.00033375i,-0.00036078-0.0013783i,-0.00048126-0.00086081i,-0.00091926+0.00010538i,-0.00081506+0.00053874i,-0.00074479+0.00049998i,-0.001002+0.00043336i,1.6326e-05+0.00059716i,0.00044649+0.00046624i,-4.4462e-05+0.00018339i,-5.3979e-05+0.00058871i,0.00044696+0.0014174i,6.4126e-05+0.0010475i,-0.00041331+0.00023704i,-0.00032101+0.00025095i,-0.00014789+0.00031612i,3.7555e-05+0.00037819i,-0.00039534+0.00050334i,-0.00086359+0.00014882i,-0.0009715+0.00012707i,-0.00086032+0.00035093i,4.5483e-06+0.00022657i
0.0008462+0.002209i,0.002279+0.0025045i,0.002613+0.0013688i,0.0019264+0.0006727i,0.0011303+7.9878e-05i,-0.00026575-0.00093931i,-0.00086529-0.0016111i,-0.00056881-0.00092322i,0.00035748-0.00023852i,0.00073913+1.7631e-05i,0.00039573-0.00015963i,0.00030628-0.00039034i,5.721e-05-0.00050401i,-0.00013983-0.0012559i,-0.00038383-0.001054i,-7.4517e-05-0.00034757i,0.00052797+0.00017501i,0.00075771+0.000655i,0.00093709+0.00098527i,0.00067171+0.00091981i,0.0006723+0.00069723i,0.0010147+0.00084759i,0.0009644+8.0353e-05i
-0.0021766+0.0018674i,-0.001449+0.0022512i,-0.00071263+0.0019593i,0.00073595+0.0017058i,0.00091659+0.0015017i,0.00060214-0.00033392i,-0.00064389-0.0019622i,-0.0017687-0.0012669i,-0.0012054+0.00012485i,0.00017226+0.00086813i,7.8883e-05+0.00080391i,-0.00033527+0.00069572i,0.00030533+9.857e-05i,0.00036865-0.00052972i,0.00033994-0.00094292i,0.00063456-0.0012678i,0.0013002-0.00070404i,0.00084379+0.00041196i,-0.0010012+0.00025246i,-0.0011211-0.00039695i,-0.0008625-6.9192e-05i,-0.00066675+0.00054229i,0.00018705+0.00066886i
-0.0015839+0.00095952i,-0.0012741+0.00087743i,-0.0011318+0.00062885i,-0.0011422+7.1701e-05i,-0.0011098+0.00026034i,-0.0015106-0.00041341i,-0.0014162-0.00065797i,-0.0012434+7.8587e-05i,-0.00076135+0.00027843i,0.00025924-0.00040496i,0.00090818-4.0334e-06i,0.00066578+0.00097629i,0.00036166+0.00093656i,0.00022043+5.6345e-05i,7.4816e-06+1.8944e-05i,0.00011125+0.0010464i,0.00020091+0.0012629i,-9.3329e-05+0.00026494i,0.00035971-0.00070923i,0.00059252-0.00039287i,-0.00063739+0.00029082i,-0.0014228-5.6499e-05i,-0.0010409-0.00059618i
-0.00088349+0.00022846i,-0.0012326+0.00046117i,-0.00095426+0.00026183i,-0.00076001+0.0002096i,-0.00073692+7.1512e-05i,-0.00051032-0.0011245i,-0.00013433-0.0024583i,0.00051723-0.0020251i,0.00047469-0.00051624i,-9.049e-05-8.5166e-06i,3.6755e-05-0.00026201i,-0.00024104+0.00026121i,-0.0014633+0.00025401i,-0.0013295-0.00060747i,-0.0010087-0.00081232i,-0.00055578-0.00024264i,0.0001881+0.00023345i,6.5354e-05+0.00024373i,0.00030041+7.5639e-05i,0.000843+0.00012747i,0.00024798+0.0001032i,-0.00040652-0.00064392i,-0.00064511-0.0011596i
-0.00061256+0.00071366i,-0.00071181+0.0010351i,0.00013478+0.0015848i,0.0011126+0.0011514i,0.0021451+0.00056396i,0.0019504-5.5055e-05i,0.00032352-0.0013185i,-0.0010246-0.00096411i,-0.0012527+0.00010671i,-0.00015155+0.00023236i,0.00018321-0.00040754i,0.00053478-0.00083426i,0.00052847-0.00054368i,0.00063094-0.0010944i,0.00066234-0.0011577i,0.00043548-0.00052388i,0.0011182+0.0003331i,0.00047046+0.00048603i,-0.00032247+4.3627e-05i,-0.00036559+0.00038312i,-0.00030402+0.00076241i,-1.1955e-06-3.1397e-05i,0.00031472-0.00046088i
-0.0013509+0.0021368i,-0.0003667+0.0040382i,-0.00038725+0.0035445i,-0.0011823+0.0012773i,-0.00092049-0.00041843i,-0.00067001-0.0016421i,-0.0011675-0.002374i,-0.0013738-0.0019642i,-0.0011031-0.00079741i,-0.00098899+0.00040899i,-0.0012428+0.00059207i,-0.00090771-0.00019643i,-0.00025568-0.001225i,9.8195e-05-0.0011943i,2.0644e-05-0.00040355i,0.0001428+0.00027503i,-5.99e-05+0.001123i,-8.0021e-05+0.0012413i,0.00026513+0.00066226i,-0.00011097+0.00033056i,-0.0001395+0.00025913i,0.00076858+0.00037087i,0.0004218-0.00021406i
-0.0012556-0.0024185i,-0.00072532-0.0016227i,-0.00011366-0.00058356i,-2.665e-05+0.00020581i,0.00055853+0.00040699i,0.00059971-0.00082973i,-4.0043e-05-0.0012429i,-0.00067481-0.00082164i,-0.0005843-0.00030487i,-0.00027053+0.00017043i,-0.00018768+0.00074376i,0.00017061+0.0010148i,-0.00023409+0.00020227i,-0.0001283-0.00016514i,0.0003797+0.0004382i,0.00019018+0.0010288i,-0.00023421+0.0011987i,-0.00085045+0.0011094i,-0.00078245+0.00045517i,3.1931e-05+7.8409e-05i,-0.00010583+1.6685e-05i,-0.00015212-0.00035322i,5.2517e-05-9.1784e-05i
0.0014562+0.0014936i,0.00071147+0.002275i,0.00055355+0.0022417i,0.001342-0.00026775i,0.00059896-0.0021917i,-0.00084885-0.0028222i,-0.0009869-0.003041i,-0.0011237-0.002214i,-0.00090518-0.00097647i,-0.00016396-0.0006962i,0.00021944-0.00067264i,0.00053849-0.00019659i,0.00046162-0.00044603i,1.3343e-05-0.00068042i,-0.00021554-0.0005473i,-0.00060017-0.00046087i,-0.00069883-0.00032487i,-0.00011435-0.00046268i,0.00042404+0.00025232i,9.5899e-05+0.00051955i,-1.0521e-05-0.00017599i,0.00016573-0.00030248i,0.00011764+0.00031985i
-0.00086499+0.00046376i,-0.00052521+0.0016813i,-0.0007607+0.0032628i,-1.578e-05+0.003552i,0.00073557+0.0025699i,0.0010259+4.3329e-05i,0.00094511-0.001632i,-0.00012325-0.00045624i,-0.00078484+0.00018968i,-0.00059011+0.00085085i,-0.0005861+0.0015138i,3.9789e-05+0.00056542i,0.0013325-0.00037585i,0.0012224+8.4754e-05i,0.000123+0.00056641i,0.00017115+0.00038911i,0.00048109+0.00094095i,0.00075853+0.0012511i,0.00088989+0.00045509i,0.00040949-0.00023089i,0.00062735-0.00018731i,0.0010383-0.00013741i,7.0473e-05-0.000279i
-0.0012123+0.0011561i,-0.00078922+0.00036133i,5.2572e-05-0.00032329i,-0.00022766-0.0014973i,-0.0013368-0.002471i,-0.0010309-0.0022458i,-0.00087715-0.0018626i,-0.00123-0.0008175i,-0.0007684+0.00021039i,-0.0002673-0.00014927i,1.0481e-05-0.00066084i,0.00011297-0.00098864i,0.00020095-0.00090921i,0.00016197-0.00025971i,-0.00029036-0.00024054i,-6.016e-05+7.4893e-05i,6.8001e-05+8.3967e-05i,-0.000554-0.00031799i,-0.00056027-0.00063093i,0.00013332-0.0001628i,0.00012235+0.00013226i,-0.00032986-0.00042897i,-0.0003163-0.00015084i
4.6281e-05-0.00057528i,0.00075071-0.00020368i,0.00056798-0.0004754i,9.866e-05-0.00048087i,-0.00014486-0.00028978i,-0.00052561-0.0010561i,-0.00084518-0.0013545i,-0.00058948-0.00079827i,-0.00054432-0.00022447i,-0.00017481-0.00047422i,0.00013073-0.00030204i,-0.00024334+0.00039847i,-0.0007498+4.3415e-05i,-0.0010227+0.00062732i,-0.00049275+0.0010578i,0.0001049+0.00079885i,0.00046054+0.00065408i,0.00051021+0.00011484i,0.0008536-0.00025198i,0.00066703+8.9456e-05i,-0.00053773+9.4097e-05i,-0.0012794+0.00043711i,-0.00053582+0.0003014i
0.0014969+0.001329i,0.00091935+0.00049625i,0.00092433-0.00019009i,0.00035586-0.00078129i,-0.00027606-0.0020547i,-0.00095278-0.0028434i,-0.0013746-0.0019218i,-0.0015772-0.00076186i,-0.00082634-0.00062489i,5.2308e-05-0.00051205i,-1.2019e-05+0.00010312i,0.00018099+0.00078761i,0.00014259+0.00071386i,-0.00064024-6.3985e-05i,-0.0016446-0.00054988i,-0.0012431-0.0005116i,0.00022797-0.00035874i,0.00029462+0.0001037i,-0.00023151+0.00030061i,-4.825e-05+0.00055681i,-5.1894e-05+0.00069095i,-0.00036887+0.00053732i,-0.000813+0.00022884i
0.00015417+0.001576i,-0.00056982+0.0012237i,0.00024519+0.00029862i,0.00021184-0.00028079i,-0.00026222-0.000349i,-0.001413-0.0010534i,-0.0019367-0.0019689i,-0.0017092-0.0013655i,-0.00095528-0.00058608i,-0.00015035-0.00054453i,0.00010807+0.00038464i,0.00017344+0.001067i,9.7064e-05-0.00043794i,-5.7341e-05-0.00098416i,-0.00029626-0.00051455i,-0.0003739-7.0653e-05i,0.00019584-6.0885e-05i,0.0007158+9.561e-05i,0.00035994+0.00077257i,-0.00013282+0.0008146i,0.00041532+0.00035074i,0.00065427-0.00040027i,6.4088e-05-0.00020666i
-0.00063343+0.00028141i,0.000211-0.00030042i,0.0016706-0.00046275i,0.001195-0.0010266i,0.00075543-0.00073941i,0.00064494-0.00080874i,0.000396-0.0014746i,-0.00016514-0.00085427i,7.6964e-06-0.00030638i,0.00054842-5.6566e-05i,0.00017471+0.00089836i,-0.00035394+0.0016206i,0.00020437+0.00071118i,0.00073255-2.0175e-05i,0.00028854+0.0008272i,-0.00053165+0.00070192i,-0.00013247-3.4096e-06i,0.00086045-3.5542e-05i,0.00075958+0.00035613i,-0.00032039+0.0010106i,-0.00041638+0.00093999i,-0.00064992+0.0005743i,-0.00018191+0.00038656i
-0.0028271+0.00070716i,-0.0020033+0.0012112i,-0.001175+0.0019592i,-0.00024169+0.0022449i,-0.0001438+0.0013977i,-0.00014236-9.5481e-06i,-0.00018393-0.00098194i,-0.0003733-0.00014701i,-0.00062634+0.00031941i,-0.0004661-5.8508e-05i,-8.0394e-05+0.00021829i,-0.00050144+0.00039994i,-0.0010785+0.00023333i,-0.00084536-4.2424e-05i,2.1542e-05-0.0001273i,-0.00041518+0.00058448i,-0.00092765+0.00070819i,-0.00040946-0.00030521i,2.7152e-05-0.00071147i,0.00021358-3.2013e-05i,-0.00069051+0.00094117i,-0.0013853+0.00046482i,-0.00039213+1.5415e-05i
0.00038355+0.0011475i,0.00057783+0.00080207i,0.0015168-0.0010378i,0.0014559-0.0026193i,0.00032291-0.0032855i,-0.00093639-0.0027693i,-0.0013215-0.0013115i,-0.0010722-0.00061272i,3.9633e-05-0.00081585i,0.00054513-6.7897e-05i,-4.5969e-05+0.00097008i,-0.00021991+0.0011223i,0.00037654+0.0010232i,4.9973e-05+0.0011756i,-0.00045168+0.0012286i,-0.000347+0.0008231i,-2.5003e-05+0.00036492i,0.00036531+7.2331e-05i,0.00014955-0.00038635i,0.0002167-0.00070818i,0.00036421-0.00027887i,0.00023124-8.8406e-05i,-0.00018483-0.00026948i
-0.00019027-0.00034476i,-0.00080766+3.709e-05i,-0.0018448+0.0017841i,-0.0012904+0.0020527i,-0.00027522+0.00065969i,4.6357e-05-0.0006853i,-3.801e-05-0.0010318i,-0.00011521-0.00064404i,0.00037311+8.333e-05i,0.00077694+0.00035111i,3.9944e-05-0.000189i,-0.0002921+0.00017454i,-0.00056515-0.00011287i,-0.00060433-0.00060438i,0.0001231+0.00035297i,-0.00011943+0.00074722i,-0.00095863+0.00071666i,-0.00082066+0.0010459i,0.00027776+0.00033934i,0.00064641-2.8829e-05i,5.9963e-05+0.00035706i,-0.00097109+9.0356e-05i,-0.00095742-0.00048577i
-0.00085149+0.0015727i,-0.0014113+0.0014406i,-0.00089537+0.00063547i,0.00020149+0.00013i,0.00042133+6.0233e-05i,7.2986e-06-0.0002943i,7.8661e-06-0.00090973i,0.00032248-0.000958i,-0.00061975-0.00026486i,-0.0017251+0.00026092i,-0.0013331+0.00038384i,-0.00050005+0.00047637i,0.00037175+0.00058384i,0.00074787+0.00050852i,0.00024735+0.00043502i,-0.0001094+0.00011964i,-0.00020817-0.00079852i,0.00019721-0.0011647i,0.00050113-0.00047427i,0.0010369-2.343e-05i,0.0012007+0.00014912i,0.0007874+0.0003435i,0.00053284+0.00015451i
-0.0021773-0.00084781i,-0.0023552-4.9329e-05i,-0.0023568+0.00088887i,-0.0015534+0.0012395i,-0.0012725+0.0005693i,-0.0011458-0.00023983i,-8.1446e-05-0.0011683i,0.00043945-0.0012704i,0.00025958-0.00069284i,0.00037643-0.00065538i,0.00057999-0.000361i,0.00037117+0.00025185i,0.0002986+0.0003424i,0.00082577+0.00034545i,0.00064021+0.00034707i,5.375e-05+0.00022429i,-6.5782e-05+0.00025096i,5.4264e-05+0.00019016i,0.00084732-0.00019619i,0.00085354+0.00026842i,-0.00041125+0.00041575i,-0.00073448+0.00043025i,-0.00026428+0.00029176i
-0.00045253-0.0018123i,-0.00044796-0.0015096i,0.00038939-0.001576i,0.0010618-0.00041743i,0.0010516-0.00030778i,6.0615e-05-0.0013022i,-0.00016157-0.0017892i,-0.00034614-0.0011186i,-0.00031176-0.00027759i,-1.9137e-06-0.00015122i,3.5994e-05+0.00058176i,0.00015436+0.0011019i,0.00063044+0.00057002i,0.00061015+0.00017206i,-0.00025982-0.00020197i,-0.0002846-5.9979e-05i,-0.00013915+0.00096534i,-0.000256+0.00086728i,0.00024098-0.0001212i,0.00036401-0.00079064i,-0.00010557-0.0003389i,-0.00024464-0.0002368i,6.7628e-05-0.00013388i
-0.00052183+0.0021609i,-0.0011294+0.0014613i,-0.00067762+0.00076611i,-0.0010638+0.00024682i,-0.001264-0.00042165i,-0.00055612-0.00052431i,-0.00069691-0.00055442i,-0.0016548-0.00075362i,-0.0016256-0.00051133i,-0.00020995-0.00037732i,0.00081114+0.00038543i,0.0002964+0.00063562i,0.00020219-8.3876e-05i,-0.00033845-0.00063713i,-0.00092391-0.0007592i,-0.0010515-0.00030042i,-0.00048988+0.00028204i,0.00044007+0.00023804i,0.00078379+0.00019965i,0.00027623+0.00040551i,-0.00067682+0.00034905i,-0.0013043+0.00074502i,-0.00067971+0.0012086i
-0.0026012+0.0002762i,-0.0017819+0.00061388i,-0.00094027+0.0016506i,0.0006331+0.0011931i,0.0015372+3.8325e-05i,0.0013134-0.0007127i,0.00046933-0.0010545i,6.9798e-05-0.00036541i,-0.00014735-0.00010483i,1.7786e-05+0.0002355i,0.00069714+0.00076018i,0.00083162+0.0010486i,0.00045824+6.2609e-05i,0.00071715-0.0004028i,0.00052563+0.00034925i,-9.6122e-05+0.00039453i,-2.6425e-05-0.00024529i,0.00043811-0.0004543i,0.00059752-0.00019964i,0.00052224+0.00024711i,0.00012229+0.00053559i,-6.7515e-05+0.00019295i,-0.00054183-3.4549e-05i
-0.0032405+0.00060732i,-0.00076271+0.00049372i,0.00038617+0.0011069i,0.00078229+0.0012661i,0.0015094-0.00019626i,0.0007547-0.0016845i,-0.00057461-0.00224i,-0.0016422-0.0018569i,-0.0012769-0.00056938i,-0.00032469+0.00050922i,0.00019399+0.00067728i,6.1697e-05+0.0003689i,-0.0002884+0.00024901i,-0.0004053-0.00021647i,-0.00014497-0.0013358i,0.00039967-0.0015193i,0.00051324-0.00042536i,6.2392e-05+5.6048e-05i,-0.00017008-0.00027235i,0.00012009-0.00044166i,0.00022489-0.00027788i,0.00021173+3.4318e-05i,0.00027186+0.00062887i
0.00038042+0.0012893i,0.00061517+0.0011534i,0.0005882+0.00063429i,0.00063469+0.0005413i,0.00020742+0.00017697i,-0.00049241-0.0010557i,-0.000483-0.0014067i,-0.0011926-0.00062357i,-0.0014281-7.8357e-05i,-0.00060749-0.00046437i,-0.00034266-0.0010561i,0.00045558-0.00087768i,0.0012323-0.0003269i,0.00017746+9.5552e-06i,-0.00053642-0.00018644i,-0.00073566-0.0002242i,-0.00080449-7.4125e-05i,-0.00060214+4.9849e-05i,-0.00038092+8.696e-05i,-0.00030079-2.8381e-06i,3.7288e-05-0.00031786i,-7.3038e-05-0.00023994i,-0.00039159+0.00071827i
-0.0026645-0.00067366i,-0.0032862+0.00016835i,-0.0023859+0.0012748i,-0.00033648+0.0017828i,0.00087294+0.0013711i,0.0015818+0.00042626i,0.00057557-0.0014609i,-0.0012248-0.0014885i,-0.0013678-0.00050627i,-0.00081281-0.00014141i,-0.00021467+0.00053052i,0.00037767+0.00065299i,0.0006449-0.00021212i,0.0011567+9.3264e-05i,0.0012712+0.00050928i,0.00055389+0.00018423i,-0.00049051+0.00011863i,-0.00050076-5.7259e-05i,0.00011649-0.00017935i,0.00016741-0.00013852i,-9.3552e-05-0.00044888i,-0.00018081-0.00039093i,0.0002353+4.7138e-05i
0.00041396+0.0018683i,0.00066915+0.0020502i,0.00066599+0.0013229i,-0.0004067+0.0012593i,-0.00080984+0.00089258i,-0.00038492-0.00058223i,-0.001036-0.0013848i,-0.00078315-0.0009156i,0.00018469-0.00030043i,1.3075e-05-0.0002304i,-0.00059716-0.00010505i,-0.00031067-0.00032479i,0.00032521-0.00060075i,0.00049203-0.00035787i,0.00037245-0.00023135i,0.00057262+0.000225i,0.00048661+0.00072097i,0.00062726+0.00088847i,0.00065179+0.00077714i,-0.00020901+0.00014599i,-0.00070574-0.00064358i,-9.2569e-05-0.00081602i,0.00012114-0.00046884i
-0.00053414+0.0001938i,-0.00038601+0.00029027i,-0.00046824+0.00026264i,-0.00077765-0.00059407i,-0.00071293-0.001055i,-0.00043385-0.0011018i,-0.00056446-0.0014831i,-0.0015968-0.0012674i,-0.0019703-0.00050699i,-0.0012965-0.00064464i,-0.00096568-0.00076688i,-0.00075658+0.00010074i,-0.00011909+0.0005758i,-0.00017621-0.00032589i,-0.00046029-0.0014018i,-0.00073658-0.00065761i,-0.0010747+0.00021385i,-0.00053741+4.2029e-05i,1.1313e-05+0.00028426i,0.00013932+0.00061694i,0.0005112-2.0439e-05i,0.00033548-0.0007223i,-0.00023946-0.00069563i
3.7427e-06-0.0011279i,-0.00040246-0.00032541i,0.00057811+0.00024137i,0.00049104-0.00025816i,9.8504e-05+0.00011681i,-0.0002306-0.00018193i,-0.0011375-0.0017635i,-0.0007005-0.0012421i,-0.00017414-0.00024589i,0.00013344+0.00024279i,0.00050515+0.00078162i,3.1687e-05+0.00077648i,-0.00024175+0.00077212i,-0.0003663+0.00075846i,-0.0007031+0.00032332i,0.00014538-7.2147e-05i,0.00068217+0.00018579i,-0.00014811+0.00049147i,-0.00087731+4.6042e-05i,-0.0011175-0.0012557i,-0.0005453-0.0017663i,-8.0998e-05-0.00067701i,-0.00032007+0.00012405i
0.0019024-0.0012591i,0.0016172-0.00083907i,0.00093254-0.00097861i,9.6686e-05-0.0012244i,-0.00090895-0.0013342i,-0.00093769-0.0011772i,-0.00034101-0.00095971i,-1.4893e-05-0.00010581i,-0.00078366+0.00010378i,-0.0016311-0.00058779i,-0.0011599-0.00019263i,-0.00057421+0.0010032i,-0.00041071+0.0016205i,-0.00067961+0.00099187i,-0.0009164+0.0011854i,6.3432e-05+0.0015041i,0.00060221+0.0009355i,-0.00017988+0.00031756i,-3.5892e-05-0.00018765i,4.2122e-05+4.2462e-05i,-3.4863e-06-4.9831e-05i,0.00088549-0.00044081i,0.00083986-0.00019236i
-0.00042006+0.0025522i,1.3369e-05+0.0025196i,0.00032208+0.0018694i,0.00074535+0.0011809i,0.00033915+9.4591e-05i,7.0209e-05-0.0019507i,-0.00015092-0.0032634i,-0.00018223-0.0025258i,0.00031266-0.00078408i,0.00043333-4.6082e-05i,-9.0967e-05-1.6681e-05i,2.6556e-05+0.0002274i,0.00027655+0.00011787i,0.00021923+3.2758e-05i,0.0007528+0.00010462i,0.00050968+0.00038981i,7.3995e-05+0.00055796i,0.00017363+0.00024284i,-0.00036106-0.00037276i,-0.00073405-0.0011494i,-0.0011307-0.0010935i,-0.0014599-0.00034406i,-0.0013663+0.00069338i
-0.0017061+0.00096166i,-0.0011619+0.0010762i,4.9459e-07+4.8214e-05i,0.00050027+0.00017035i,0.00043843+0.00041381i,0.00013258-0.0007672i,-0.00032736-0.0019125i,-0.00067223-0.0014923i,-0.00096799-0.0005458i,-0.00067406-0.0004737i,-0.00017778-0.00070322i,5.3233e-05-0.00066121i,0.00066745-1.6744e-05i,0.00058754+0.00065503i,-0.00011561+0.00049478i,-0.00057224+0.00034154i,-0.00083628+0.00056812i,-0.00081826+0.00040943i,-0.0010172-0.00045891i,-0.00091653-0.00076744i,-0.00078312-0.00097175i,-0.00071176-0.00082445i,-0.00046934-0.00075873i
-9.0347e-05+0.00057952i,-0.00028753+0.00041784i,3.684e-05+8.8093e-06i,0.00077127-0.00052715i,0.00074765-0.00079018i,-0.0010137-0.0011025i,-0.0021859-0.0010733i,-0.0016592-0.0004906i,-0.00063417-0.00038251i,-0.00017229-0.00035126i,1.7866e-05-3.8419e-05i,-2.034e-05+0.00052528i,0.00014241+0.00042111i,0.00039332-3.161e-05i,-0.00021483-0.00050099i,-0.00075122-0.00047581i,-0.0012293-0.0002593i,-0.0011604-0.00028728i,-0.00098958+2.2301e-06i,-0.00080887+8.3589e-05i,-9.8532e-05+0.00032221i,-7.2953e-05+0.00017876i,-0.0005269-0.00055415i
