-0.00075411+0.0010241i,-0.0010309+0.00025602i,-0.0022785-0.00041652i,-0.0020917-0.0002776i,-0.0020212+0.00098911i,-0.0022488+0.0019995i,-0.0012561+0.0024432i,0.00075798+0.0016118i,0.0018365+0.00035289i,0.0011001-0.00022022i,-7.0064e-05-0.00051711i,-0.0002951-0.0012422i,-0.00022195-0.00078755i,-0.00027794+0.00066637i,-0.00021901+0.0014319i,-0.00031161+0.001117i,-0.0001086+0.00049594i,-6.1171e-06+0.00041178i,-9.1047e-05+0.0010865i,-0.00044937+0.00096539i,-0.00018256+0.00021661i,-0.00023096-0.00067568i,-0.00057957-0.00039193i
-0.085858-0.14199i,-0.086568-0.13712i,-0.0114-0.071606i,0.048395-0.056265i,0.010411-0.062466i,-0.022981-0.0081428i,0.017075+0.025004i,0.034787-0.011119i,0.0070993-0.035115i,-0.0058441-0.021315i,-0.0024881-0.0055215i,0.0011091+0.00042185i,0.00191-0.0040521i,0.0018929-0.0092204i,0.0056536-0.0082611i,0.0087562-0.0030634i,0.0055242+0.0024947i,-0.0016763+0.0041775i,-0.007718+0.0062249i,-0.0049662+0.0067532i,0.0032796+0.0012421i,0.006513-0.0057713i,0.0062319-0.0075883i
0.16735+0.042321i,0.17078+0.036902i,0.067572+0.048644i,0.010022+0.12677i,0.065115+0.16879i,0.085916+0.099665i,0.028519+0.02735i,-0.0037278+0.0087754i,0.00046798-0.0022213i,0.0021817-0.012213i,0.0002952-0.0097378i,-0.0047814+0.0021876i,-0.0064255+0.018181i,-0.001892+0.025501i,0.0018313+0.019595i,0.0044508+0.0074213i,0.0064241-0.0013007i,0.0046594-0.0043559i,-0.0037741-0.010274i,-0.017537-0.020682i,-0.026186-0.026065i,-0.024599-0.022394i,-0.019303-0.014203i
-0.15514+0.078422i,-0.14551+0.088382i,-0.033678+0.0063127i,0.031613-0.11971i,0.014461-0.14775i,0.031639-0.071229i,0.063745-0.028008i,0.033289-0.027102i,-0.010814-0.0067275i,-0.01987+0.014223i,-0.010427+0.015168i,-0.0026399+0.0053308i,-0.00021179-0.0051586i,0.001093-0.011171i,0.0018839-0.012425i,0.0011962-0.0080578i,0.00025118-0.0034323i,0.0026702+0.0012461i,0.013657+0.013855i,0.025376+0.028732i,0.020581+0.033489i,0.0071551+0.027406i,0.0011603+0.017944i
0.062248-0.1725i,0.040297-0.18798i,-0.013491-0.062314i,-0.0018111+0.069169i,0.037922+0.053964i,-0.0012325-0.031443i,-0.04854-0.043002i,-0.031022-0.013897i,-0.0076482-0.0090389i,-0.0076579-0.013912i,-0.012159-0.012964i,-0.010735-0.0042326i,7.0131e-05+0.0063078i,0.010207+0.0077637i,0.010025+0.0026256i,0.0016068-0.0021343i,-0.0045946-0.0013507i,-0.0057518-0.0029796i,-0.010102-0.014928i,-0.014659-0.027283i,-0.0090698-0.026265i,0.00071318-0.014987i,0.0049429-0.0052935i
0.064524+0.17661i,0.10321+0.17941i,0.078946+0.029922i,-0.01802-0.10199i,-0.067644-0.077464i,-0.017007-0.0070981i,0.011905+0.0036052i,-0.0076928-0.00072038i,-0.0087147+0.0068309i,0.0057346+0.0080223i,0.011313+0.002137i,0.0080581-0.0069499i,-0.0023123-0.011261i,-0.013722-0.0090821i,-0.016716-0.0062587i,-0.01024-0.0053731i,-0.0022414-0.0043449i,0.0020358+0.0002744i,0.0050843+0.005358i,0.0058687+0.0059422i,0.0021242+0.003227i,-0.001749+3.1882e-05i,-0.0028187-0.0023804i
-0.17688-0.085236i,-0.23049-0.060912i,-0.14139+0.053135i,0.0032013+0.1061i,0.02493+0.041124i,-0.042058-0.0033517i,-0.04625+0.011352i,-0.0087087+0.015916i,0.001988+0.0035551i,-0.0067061-0.0039462i,-0.01593-0.0021896i,-0.013106+0.0057906i,0.0010926+0.0055712i,0.0093474+0.00094499i,0.006444+0.0041309i,0.00089407+0.011061i,-0.00028762+0.011799i,0.0008094+0.0091039i,-0.0046079+0.012095i,-0.014032+0.020299i,-0.016413+0.022881i,-0.011521+0.017253i,-0.0074246+0.012238i
0.21045-0.051196i,0.24949-0.11264i,0.10349-0.15449i,-0.077349-0.095257i,-0.084661+0.0037071i,0.0044479+0.026709i,0.034806+0.012251i,0.02242+0.014077i,0.015575+0.015378i,0.01078+0.0094172i,0.0019264+0.00059049i,-0.013186-0.0055622i,-0.022049-0.0014723i,-0.016751+0.0035262i,-0.0061128+0.0028549i,0.0015551-8.5049e-05i,0.0027548-0.003044i,0.002547-0.0075876i,0.010351-0.015871i,0.023542-0.022365i,0.030791-0.019427i,0.02689-0.011863i,0.017575-0.0063577i
-0.13715+0.17835i,-0.13151+0.27536i,0.014192+0.25448i,0.13386+0.12894i,0.078218+0.051091i,-0.021328+0.058i,-0.033886+0.045549i,-0.0109+0.0056516i,-0.01017-0.0072788i,-0.019021+0.0029541i,-0.016521+0.014865i,-0.0053462+0.018081i,0.00027944+0.011955i,0.0011409+0.0038877i,0.0034693-0.0017119i,0.0064398-0.0026623i,0.0083111-0.00088089i,0.0043911+0.0021484i,-0.0067671+0.0097315i,-0.016149+0.015912i,-0.016453+0.010196i,-0.011066+0.00029253i,-0.0052044-0.0018091i
-0.010777-0.22873i,-0.074659-0.32271i,-0.16564-0.23607i,-0.15379-0.057692i,-0.015765+0.0093901i,0.084995-0.018643i,0.082416-0.022277i,0.05441-0.012423i,0.036199-0.019162i,0.026188-0.022954i,0.019011-0.015297i,0.0080801-0.0020277i,0.0015137+0.010206i,0.0011227+0.01493i,-0.00045698+0.010012i,-0.0061899+0.00099513i,-0.0095862-0.0031083i,-0.0057716-0.0020079i,0.00084537-0.0037226i,0.0032579-0.0092097i,-0.0016821-0.011505i,-0.0079327-0.0086274i,-0.0088883-0.004217i
0.15488+0.18067i,0.27471+0.22748i,0.31215+0.1089i,0.20609-0.051654i,0.054772-0.065911i,-0.01802-0.0089527i,-0.028568-0.010881i,-0.030779-0.024364i,-0.023646-0.011014i,-0.0084295+0.0071807i,0.0047035+0.014949i,0.012187+0.0072471i,0.010379-0.0044413i,0.0033924-0.0086957i,-0.00011331-0.0060428i,0.0010159-0.0026492i,0.0011987-0.0023284i,0.0008523-0.0022036i,0.0053821+0.0017654i,0.013308+0.008244i,0.014891+0.012434i,0.012402+0.011863i,0.010427+0.0080039i
-0.23968-0.044708i,-0.38275-0.014432i,-0.36599+0.091594i,-0.19218+0.14761i,-0.038243+0.063455i,0.018556-0.030156i,0.02932-0.040047i,0.016055-0.03004i,-0.0054792-0.026588i,-0.01563-0.024793i,-0.018872-0.025343i,-0.016322-0.016142i,-0.0057272-0.0046198i,0.0039668-0.0024336i,0.0039062-0.0029409i,-0.0010974+0.0015893i,-0.0019462+0.0074364i,-0.00195+0.0066774i,-0.010946-0.0030934i,-0.023546-0.015313i,-0.024571-0.019396i,-0.017077-0.015256i,-0.011481-0.010134i
0.22113-0.1192i,0.33347-0.23195i,0.2705-0.31175i,0.082163-0.26032i,-0.032531-0.10258i,-0.050137+0.012624i,-0.057054+0.042958i,-0.051454+0.048243i,-0.029788+0.043647i,-0.012584+0.02685i,-0.0013449+0.0068454i,-0.0010413-0.0069964i,-0.0071254-0.0065076i,-0.0077025+0.0019078i,-0.0051965+0.0072806i,-0.0018559+0.0057856i,0.0010636+0.0022079i,0.004832+0.0017014i,0.011752+0.0070969i,0.016746+0.015348i,0.014635+0.016714i,0.0088186+0.010083i,0.003264+0.0040191i
-0.098686+0.23195i,-0.13628+0.40192i,-0.061244+0.44766i,0.050309+0.30563i,0.064517+0.09962i,0.032177-0.01563i,0.031266-0.033837i,0.030238-0.020495i,0.011669-0.0083024i,-0.01005-0.0035291i,-0.024435+0.0015556i,-0.023238+0.0065861i,-0.013353+0.0042445i,-0.00653-0.0027741i,-0.002163-0.0061003i,0.0018004-0.0033983i,0.0039522-0.0019374i,0.0023172-0.0036772i,-0.0031076-0.0024533i,-0.0074091+0.002481i,-0.0077558+0.007745i,-0.0063962+0.011269i,-0.0047908+0.012384i
-0.062447-0.24621i,-0.12352-0.41569i,-0.20175-0.4187i,-0.21427-0.22646i,-0.12822-0.02455i,-0.054794+0.060697i,-0.025587+0.068452i,0.011353+0.051264i,0.037046+0.025922i,0.034967+0.010425i,0.02098+0.005095i,0.0052195+0.0044963i,-0.0022159+0.0082671i,-0.00089604+0.0091436i,0.0023804+0.0046245i,0.0020385-0.00021215i,-0.001221-0.0010536i,-0.0019643-0.000685i,0.0024945-0.0054809i,0.011241-0.015324i,0.017348-0.021423i,0.01643-0.020347i,0.011511-0.015049i
0.18707+0.16013i,0.34292+0.27637i,0.42397+0.25646i,0.34846+0.1034i,0.18293-0.0095734i,0.078007-0.03967i,0.046097-0.053368i,0.018349-0.05421i,-0.0017787-0.033976i,-0.0079243-0.007099i,-0.0093392+0.012935i,-0.0055599+0.018787i,-0.0026012+0.014239i,-0.0036468+0.0071868i,-0.006694+0.0018697i,-0.0076417+2.8642e-06i,-0.0050398-0.00043216i,-0.002153+0.0020321i,-0.0032994+0.0093115i,-0.00777+0.016663i,-0.01082+0.016503i,-0.0093748+0.010475i,-0.0040697+0.0052337i
-0.24498-0.022953i,-0.44505-0.043256i,-0.50972-0.0095531i,-0.36601+0.057475i,-0.15782+0.07761i,-0.033095+0.071658i,0.012485+0.060107i,0.022814+0.017707i,0.011414-0.01964i,0.0022321-0.028154i,0.0021198-0.025413i,0.0033745-0.017745i,0.0069921-0.008822i,0.012277-0.0034805i,0.0136-0.0022991i,0.0089436-0.002484i,0.0040634-0.0010999i,0.0037954-0.002027i,0.0045899-0.010153i,0.0024445-0.020092i,-0.0016204-0.020868i,-0.0045182-0.014969i,-0.0063506-0.0087821i
0.20619-0.12633i,0.38753-0.22067i,0.43439-0.27671i,0.28709-0.24845i,0.11269-0.16535i,0.024305-0.10991i,-0.016949-0.085134i,-0.038727-0.044964i,-0.035588-0.0092815i,-0.019445+0.0046054i,-0.0039582+0.0096539i,0.0014723+0.0086556i,-0.0020792+0.0063399i,-0.0054905+0.0062043i,-0.0059647+0.0068653i,-0.0045042+0.0075398i,-0.002166+0.0058197i,-0.00013505+0.0046762i,0.0011746+0.0074958i,0.0035745+0.012208i,0.00533+0.015151i,0.0054519+0.012744i,0.0045001+0.0066823i
-0.092683+0.2084i,-0.19862+0.38826i,-0.23094+0.46382i,-0.14693+0.36798i,-0.048704+0.21106i,0.0017661+0.11106i,0.018843+0.062406i,0.0095159+0.02753i,-0.0096779+0.0075752i,-0.020124-0.0031287i,-0.023742-0.01085i,-0.021936-0.014316i,-0.015075-0.015797i,-0.0089984-0.015827i,-0.0072796-0.013156i,-0.0065785-0.0083425i,-0.0034777-0.0034194i,-0.0029445-0.0014014i,-0.010044-0.0017507i,-0.019085-0.0026064i,-0.022272-0.0043621i,-0.019695-0.0051381i,-0.012803-0.0016745i
-0.042302-0.22339i,-0.047921-0.43034i,-0.043353-0.51435i,-0.044308-0.39123i,-0.043249-0.2118i,-0.046285-0.10522i,-0.047578-0.041294i,-0.025603+0.0086301i,0.0012434+0.024069i,0.011063+0.015811i,0.0096716+0.0067487i,0.0055264+0.0045188i,0.0025412+0.0095071i,0.0040164+0.012877i,0.0070441+0.010539i,0.0086151+0.0057692i,0.0073139+0.001088i,0.0062348-0.0007033i,0.012764+0.00030428i,0.023166+0.001672i,0.025696+0.0036271i,0.019643+0.0049823i,0.010604+0.0019208i
0.14701+0.1447i,0.25756+0.31321i,0.28772+0.40212i,0.21593+0.32031i,0.11614+0.1806i,0.066185+0.095246i,0.055823+0.046375i,0.038705+0.013107i,0.015599+0.0043675i,4.5588e-05+0.0091721i,-0.0088578+0.011985i,-0.014407+0.010834i,-0.015944+0.0074481i,-0.013107+0.0036104i,-0.0096037-0.00038587i,-0.008225-0.0020571i,-0.0064981-0.00042344i,-0.0060724+0.0016012i,-0.010338+0.0051859i,-0.014148+0.0085505i,-0.012433+0.0092422i,-0.0082672+0.0078843i,-0.0024228+0.0063483i
-0.19605-0.033775i,-0.37076-0.11388i,-0.43168-0.18878i,-0.32155-0.17839i,-0.17037-0.1067i,-0.088741-0.042342i,-0.044357-0.0057989i,-6.5163e-05-0.0054467i,0.018692-0.020607i,0.014935-0.021828i,0.0090413-0.011845i,0.0072313-0.00030462i,0.010042+0.006512i,0.012089+0.0055837i,0.010764+0.00031542i,0.0075306-0.0028962i,0.0049979-0.0019424i,0.006495-0.00097474i,0.0099198-0.0058721i,0.0115-0.015439i,0.011522-0.02068i,0.0098253-0.018357i,0.0046902-0.011787i
0.17438-0.078896i,0.35476-0.098895i,0.44459-0.058923i,0.3479+0.0030285i,0.1905+0.035479i,0.10677+0.029084i,0.065924+0.00067792i,0.025307-0.013701i,0.0028253-0.0069934i,-0.0015737+0.0016496i,-0.0044266+0.0053741i,-0.0081402+0.0051123i,-0.0091201+0.0024721i,-0.0080033+0.0019423i,-0.0055434+0.005543i,-0.0030815+0.0094001i,-0.0010128+0.0084248i,0.0010927+0.0062083i,0.0034468+0.0086481i,0.0044003+0.014467i,0.0020443+0.016083i,0.00010155+0.01273i,0.00017213+0.0076027i
-0.087128+0.14614i,-0.22292+0.24659i,-0.32661+0.24397i,-0.28969+0.13524i,-0.17367+0.033808i,-0.084282+0.0018023i,-0.035541-0.0034967i,-0.018249-0.015728i,-0.01923-0.021445i,-0.020134-0.018301i,-0.014698-0.014735i,-0.0031572-0.0131i,0.0061584-0.013714i,0.0079108-0.013754i,0.0045148-0.012627i,0.00045414-0.011005i,-0.00057892-0.0083324i,-0.0009348-0.0086383i,-0.005423-0.014713i,-0.011891-0.020801i,-0.014519-0.020706i,-0.012757-0.016022i,-0.0095777-0.0085113i
-0.011796-0.15906i,0.048829-0.30096i,0.13656-0.33588i,0.1684-0.21073i,0.13724-0.072755i,0.083012-0.027159i,0.029393-0.020172i,0.00022258-0.0032405i,-0.0014843+0.0079837i,0.0039276+0.0055042i,0.003977+0.0035132i,-0.0017434+0.0062506i,-0.0078274+0.0098967i,-0.0082497+0.010644i,-0.0034331+0.0081065i,0.0016177+0.0064368i,0.0022279+0.0046649i,0.0014028+0.0031514i,0.0054788+0.0050838i,0.012858+0.0090882i,0.01535+0.011054i,0.012242+0.0091764i,0.0085922+0.0049143i
0.086468+0.11363i,0.10791+0.2537i,0.04666+0.32301i,-0.044823+0.23368i,-0.080676+0.098682i,-0.062513+0.032489i,-0.036949+0.015956i,-0.022641+0.0081738i,-0.017178+0.0047678i,-0.01445+0.0059909i,-0.0093144+0.0068831i,-0.0064627+0.0040099i,-0.0073503-0.00015707i,-0.00699-0.0027677i,-0.006877-0.0030637i,-0.0067001-0.0013516i,-0.0038526-0.00044683i,-0.0033175-0.00090699i,-0.0096161+0.00038621i,-0.017183+0.0035663i,-0.01896+0.0052768i,-0.01616+0.0042043i,-0.011769+0.0029891i
-0.12255-0.040683i,-0.20288-0.13585i,-0.17053-0.2206i,-0.036749-0.19839i,0.047896-0.10772i,0.043662-0.042562i,0.023156-0.0071187i,0.022409+0.010375i,0.02202+0.0068138i,0.011693-0.00023926i,0.0021095-0.00042011i,-0.0016952+0.0042936i,3.8846e-05+0.0083785i,0.0038618+0.0081886i,0.0062589+0.004654i,0.0054326+0.0015417i,0.0021453+0.0017109i,0.0009872+0.003119i,0.0046651-0.00063678i,0.011304-0.0084575i,0.01581-0.01158i,0.014902-0.0082416i,0.0096288-0.0028979i
0.10784-0.028888i,0.20866+0.0021532i,0.21277+0.08202i,0.084343+0.12217i,-0.03325+0.091028i,-0.052813+0.055865i,-0.025661+0.032609i,-0.0085555+0.012569i,-0.0045458+0.0061316i,-0.0025402+0.0066217i,-0.0010946+0.0018482i,-0.0013011-0.0037388i,-0.00062861-0.0039022i,-0.00045531-0.0029628i,-0.0021208-0.0021157i,-0.0034154-0.0014503i,-0.0030209-0.0010564i,-0.0022318+0.0015943i,-0.0024343+0.008634i,-0.0043262+0.016271i,-0.0050426+0.01809i,-0.0045733+0.014275i,-0.0035888+0.0092725i
-0.062679+0.082757i,-0.14923+0.10417i,-0.18411+0.039128i,-0.10167-0.055114i,0.0032332-0.072767i,0.041307-0.038677i,0.041266-0.017793i,0.033993-0.017011i,0.01908-0.017293i,0.0050011-0.013096i,-0.0023016-0.0073239i,-0.0034446-0.0015412i,-0.00068374+0.0015683i,0.0011581+0.0016081i,0.0019633+0.0015569i,0.0028361+0.0027835i,0.003655+0.0040045i,0.0046953+0.0019696i,0.0034433-0.0045629i,0.00054485-0.013352i,-0.0020613-0.019334i,-0.002154-0.018882i,0.00013386-0.013303i
0.0031529-0.085414i,0.050196-0.13464i,0.098308-0.089422i,0.071201+0.033679i,0.0085014+0.1014i,-0.008143+0.079634i,-0.0051339+0.035243i,-0.0093049+0.0091423i,-0.0073176+0.0021015i,-0.0014765+0.00044515i,-0.002634-3.0738e-05i,-0.0068051+0.0004814i,-0.0080063+0.0019308i,-0.0064004+0.0019543i,-0.0031656+7.3374e-05i,-0.0016132-0.0012788i,-0.0023134-0.002316i,-0.0015169-0.0012839i,0.0038883+0.003209i,0.0097625+0.0083319i,0.010382+0.010232i,0.0061112+0.0088122i,0.0014084+0.0064152i
0.037089+0.06134i,0.025888+0.11356i,-0.024715+0.097745i,-0.041902-0.0071963i,-0.0031896-0.086374i,0.023157-0.086969i,0.017782-0.063575i,0.0045058-0.04279i,-0.0025816-0.025098i,-0.0032357-0.011908i,-0.0025532-0.0012884i,-0.0014566+0.0029404i,-0.00017302+0.0016157i,0.001291-0.00033606i,0.0028906-0.0035093i,0.0044062-0.0037575i,0.0059187-0.0001324i,0.0039702+0.00082514i,-0.004146-0.0014576i,-0.013287-0.0039557i,-0.016426-0.0045617i,-0.013433-0.0041372i,-0.0072614-0.0036887i
-0.053942-0.018186i,-0.06596-0.055327i,-0.016306-0.0551i,0.049417+0.019571i,0.053774+0.08002i,0.020817+0.068124i,-0.004818+0.041971i,-0.011225+0.029298i,-0.007088+0.015998i,-0.0055772+0.0048964i,-0.0042622+0.0010043i,-0.0015448+0.0013845i,0.00011533+0.0024657i,0.00093711+0.0022742i,-0.00042647+0.00038637i,-0.0041845-0.00052104i,-0.006407-1.5538e-05i,-0.0030947-0.00092073i,0.0059592-0.0035288i,0.015508-0.0056949i,0.01792-0.005796i,0.013404-0.0028826i,0.0066541+0.00017052i
0.047946-0.01783i,0.073205-0.0025344i,0.033651+0.0038389i,-0.049385-0.041992i,-0.081348-0.09375i,-0.062224-0.085954i,-0.036787-0.046911i,-0.019138-0.02051i,-0.012796-0.0093398i,-0.010359-0.0037416i,-0.0053097-0.00080826i,-0.0025785+1.0447e-05i,-0.0028517+0.0010391i,-0.0020999+0.0010275i,-0.00058887-0.00062178i,0.002697-0.0038161i,0.0059827-0.0073075i,0.0037247-0.0066988i,-0.0035985+2.0976e-05i,-0.010524+0.0065458i,-0.012566+0.0084503i,-0.0097568+0.0062497i,-0.0067875+0.0023984i
-0.017398+0.032073i,-0.036206+0.035751i,-0.0055083+0.016673i,0.067787+0.017863i,0.089146+0.049838i,0.057432+0.064851i,0.035802+0.054826i,0.027677+0.034863i,0.017743+0.016854i,0.007349+0.0088792i,0.0003514+0.0049672i,-0.0037886+0.001664i,-0.0043773+0.00017923i,-0.0032145+0.00058833i,-0.004146+0.0032633i,-0.0060002+0.0072817i,-0.0064139+0.0094556i,-0.0045859+0.0067651i,-0.0025374-0.0016891i,-0.00077735-0.010758i,0.00048672-0.012661i,0.00090861-0.008151i,0.0015395-0.0028903i
-0.0080424-0.033796i,-0.0056549-0.046485i,-0.036181-0.023486i,-0.1055+0.0051037i,-0.13475+0.0012127i,-0.096142-0.003719i,-0.045071-0.0034612i,-0.016541-0.0074397i,-0.00939-0.0059549i,-0.0076064-0.0018966i,-0.0065531-0.0026524i,-0.0067235-0.0029501i,-0.0049822-0.00039442i,-0.0024687+0.0016021i,-0.00076527+0.00035732i,-0.001464-0.0037031i,-0.0029944-0.0054533i,-0.002611-0.0019778i,-0.00032142+0.0071401i,0.0020983+0.016124i,0.0039422+0.016249i,0.0032909+0.0096423i,0.0012219+0.0037628i
0.021075+0.014731i,0.030796+0.021829i,0.047659-0.0040512i,0.091111-0.032589i,0.12314-0.015872i,0.11033+0.0076676i,0.078062+0.005056i,0.044858-0.0053094i,0.022557-0.0090285i,0.012636-0.0075333i,0.0042906-0.0043209i,-0.0019506-0.00046896i,-0.0020572+0.0011125i,0.00097515+0.00039373i,0.0044262+0.00081803i,0.006458+0.0035119i,0.0060773+0.0058325i,0.0045261+0.0035342i,0.00080722-0.0034422i,-0.0036729-0.0090934i,-0.0052585-0.0096274i,-0.0028587-0.0066035i,9.3547e-05-0.0029164i
-0.022588-0.0030785i,-0.036537+0.0048342i,-0.045442+0.041342i,-0.063578+0.088695i,-0.076793+0.087924i,-0.058821+0.045584i,-0.036112+0.0097973i,-0.022486-0.0031712i,-0.01237-0.0025105i,-0.0085227-0.00059214i,-0.0080548+0.0024335i,-0.0065429+0.005269i,-0.0037255+0.0041769i,-0.0019849+0.0020381i,-0.0019943-0.00085485i,-0.00318-0.0032499i,-0.0039997-0.0022651i,-0.00024021+0.0016951i,0.0070095+0.0054493i,0.012671+0.007729i,0.011463+0.0064695i,0.0047493+0.0024155i,0.00077044+0.00037727i
0.014772-0.012973i,0.024007-0.031524i,0.028109-0.068946i,0.045614-0.11621i,0.071648-0.12528i,0.066957-0.091842i,0.038844-0.054416i,0.015142-0.029476i,0.0033901-0.01895i,-0.00086166-0.014626i,-0.0026775-0.0070821i,-0.0028036-0.0011076i,-0.0019504+8.612e-05i,-0.00048787-0.00077685i,0.001384-0.0033409i,0.0040145-0.0042429i,0.006563-0.0032834i,0.005312-0.0043334i,-0.0012783-0.0049998i,-0.0076549-0.0038585i,-0.0082107-0.0023711i,-0.0046363-0.00093994i,-0.0018701-0.00098459i
0.00078606+0.014109i,0.0051732+0.033148i,0.017948+0.064503i,0.017011+0.10026i,-0.012115+0.098807i,-0.035197+0.067093i,-0.03434+0.041367i,-0.02055+0.022852i,-0.008893+0.011397i,-0.0065485+0.0076596i,-0.0051309+0.0053341i,-0.0033884+0.0022692i,-0.0032258+0.0018834i,-0.0036033+0.0031587i,-0.0046198+0.0039476i,-0.004359+0.0043683i,-0.0031303+0.0031679i,-0.000148-0.00026647i,0.0061308-0.0044127i,0.010535-0.0069348i,0.00878-0.0065853i,0.0037856-0.0035228i,0.00011348-0.00047079i
-0.013827-0.013329i,-0.031048-0.02912i,-0.06021-0.056867i,-0.079981-0.093741i,-0.063202-0.10403i,-0.034324-0.074733i,-0.012871-0.037229i,-0.0018445-0.014894i,-0.0051782-0.0064045i,-0.010174-0.002296i,-0.0086382-0.0017101i,-0.0050587-0.0031794i,-0.0019095-0.0021863i,-0.0001679-0.00054421i,-0.00067974-0.0013353i,-0.0021473-0.0031052i,-0.0038986-0.0042258i,-0.0059307-0.0030959i,-0.0087309+0.0012341i,-0.010842+0.0059037i,-0.0083574+0.0058773i,-0.0043137+0.0020116i,-0.0020091+0.0001996i
0.015364-0.00051434i,0.037364+0.0062301i,0.069256+0.021727i,0.086979+0.054727i,0.063501+0.084209i,0.030474+0.083173i,0.016914+0.057709i,0.011132+0.02762i,0.0068722+0.0098674i,0.006753+0.00328i,0.0051743-0.00054731i,0.00012869-0.00027952i,-0.0013892+0.0035935i,0.00080487+0.0055239i,0.0023731+0.0053031i,0.0029296+0.0042296i,0.0026865+0.003178i,0.0020097+0.0011731i,0.002615-0.0039946i,0.0028149-0.0078292i,0.0016422-0.0058395i,0.0014489-0.00089512i,0.0015795+0.0014598i
-0.012026+0.007028i,-0.03603+0.014602i,-0.073984+0.01924i,-0.1045+0.0093849i,-0.09196-0.0074297i,-0.049662-0.013035i,-0.014703-0.014686i,-0.00048767-0.012064i,-0.00056372-0.0023805i,-0.0024564+0.0033722i,-0.003835+0.0021134i,-0.0061896-0.00064198i,-0.0062945-0.0024225i,-0.0041345-0.0037589i,-0.0038602-0.0041145i,-0.0045269-0.0013864i,-0.0043489+0.0025345i,-0.0035014+0.0060415i,-0.00185+0.01023i,-9.0644e-05+0.011623i,3.7093e-05+0.0067726i,-0.0025115+0.00081852i,-0.0034491-0.0019537i
0.0057474-0.012197i,0.021829-0.029208i,0.056067-0.043103i,0.096009-0.031902i,0.1082-9.3581e-05i,0.08685+0.017003i,0.053108+0.013242i,0.024674+0.0037404i,0.01165-0.0030713i,0.0057588-0.0059828i,-0.0001575-0.0046851i,-0.0017021+0.00011494i,0.00045716+0.0028688i,0.0026631+0.0023488i,0.0036135+0.0011502i,0.0030501-0.00055325i,0.0013522-0.001467i,0.00041466-0.0022269i,-0.001134-0.0050789i,-0.003469-0.007539i,-0.0026995-0.0060656i,0.0002319-0.0029552i,0.0013341-0.00086569i
0.0025304+0.01572i,-0.0010744+0.036936i,-0.017134+0.062976i,-0.041773+0.06505i,-0.048695+0.032046i,-0.035477-0.00091292i,-0.021358-0.013456i,-0.0095586-0.012287i,-0.00086475-0.0066876i,0.0018914-0.002136i,0.00027031+0.0011378i,-0.0028039+0.0028262i,-0.0058572+0.0031088i,-0.0060033+0.0031382i,-0.0033823+0.0027952i,-0.00039384+0.0028341i,0.0031664+0.0034953i,0.0066472+0.0033707i,0.0088544+0.0042773i,0.008905+0.0058787i,0.0051249+0.0051323i,-0.0005417+0.0039084i,-0.0030524+0.00293i
-0.007493-0.002519i,-0.0156-0.022405i,-0.00904-0.056375i,0.016653-0.082679i,0.038279-0.075576i,0.035407-0.050866i,0.021026-0.025334i,0.0091331-0.0092637i,-0.00037114-0.0069343i,-0.0059994-0.0064496i,-0.004575-0.0032341i,0.00094714-0.002173i,0.0034621-0.0023206i,0.0032593-0.0016741i,0.0030155-0.0020445i,0.0011757-0.0037843i,-0.00022646-0.0041032i,-0.0014455-0.0033486i,-0.0039689-0.0031564i,-0.0053345-0.0029931i,-0.0017591-0.0025693i,0.0023625-0.0024167i,0.0022061-0.0012641i
0.010776+0.0010982i,0.024277+0.011578i,0.031135+0.037004i,0.010875+0.057679i,-0.024318+0.04964i,-0.041134+0.029383i,-0.033451+0.013794i,-0.017664+0.0019562i,-0.0085981-0.0042091i,-0.004821-0.0044487i,-0.0023874-0.0034888i,-0.0018139-0.0025199i,-0.0022004+0.00076387i,-0.0017751+0.0027649i,-0.0013482+0.0028339i,-0.00054908+0.0022511i,0.0011184-2.8211e-05i,0.0025716-0.0019215i,0.0049286-0.0026161i,0.0068582-0.0030741i,0.004988-0.00097352i,0.0024518+0.0016378i,0.0012156+0.0019951i
-0.0033914+0.00764i,-0.020384+0.0054254i,-0.041102-0.011309i,-0.045613-0.035679i,-0.030966-0.038773i,-0.013885-0.023672i,-0.0015946-0.0095574i,0.00046818-0.00078682i,-0.0041326+0.004043i,-0.0044334+0.0061167i,-0.00081838+0.0030415i,-0.0007723-0.0029324i,-0.0010633-0.005755i,0.00027981-0.0066692i,0.00014804-0.0072413i,-0.00074791-0.0048625i,-0.0020175-0.00080781i,-0.0030251+0.0014739i,-0.0042122+0.003182i,-0.0049148+0.003933i,-0.0036091+0.0006851i,-0.0020264-0.0032113i,-0.00097851-0.0036735i
0.0049127-0.0031191i,0.017703-0.007697i,0.040331+0.0018123i,0.047514+0.02932i,0.029662+0.052312i,0.010327+0.053284i,0.0011113+0.036775i,-0.00046868+0.017039i,-0.0002401+0.0075331i,-0.00071735+0.003862i,-0.0024085+0.0010533i,-0.0038365+0.0028476i,-0.0027547+0.0055167i,-0.0006039+0.0041873i,0.00043613+0.0013825i,0.00049811-0.00039538i,-0.00083101-0.0010467i,-0.00095482-0.0022311i,0.00068611-0.0044915i,0.0018087-0.0057264i,0.0022415-0.0030424i,0.0010144+0.00028206i,9.6141e-05+0.00083408i
