0.0016075-0.00011194i,0.0022112-0.0014828i,0.0014859-0.0031476i,-0.00047904-0.0030658i,-0.0020896-0.0017635i,-0.0025894-3.3707e-05i,-0.0015994+0.001464i,-0.00065048+0.0013343i,8.0742e-05+0.0013427i,0.00013049+8.5902e-06i,-0.00030725-0.0013862i,0.00021368-0.0010533i,0.00068778-0.00045728i,0.0003124-5.4293e-05i,9.1739e-06+1.4613e-05i,-0.00033934+9.4478e-05i,-0.00078225+0.00018545i,-0.00075936-4.0571e-05i,0.00017103-0.00011263i,0.00067397-6.3402e-05i,0.00011125-0.00036293i,-1.6901e-05-3.9121e-05i,-0.00025461-0.00051407i
-0.00077391-0.00041132i,9.4663e-05-0.00080717i,0.00013308-0.00077033i,-7.7206e-05-0.0003954i,0.00039448-0.00062887i,0.00029082-0.00056368i,-0.00013533-0.00030218i,0.00085062-0.00012019i,0.0011146+0.00042729i,0.0010075+0.00081239i,0.0014657+0.00027509i,0.00075492-0.00030131i,0.00027888-0.00044782i,0.00064874-0.00057069i,0.00064959-0.00016641i,-0.00032885+0.00061757i,-0.00079998+0.00058739i,0.00019458+0.00063392i,-1.9363e-05+0.00077925i,-0.00040656+0.00020666i,-6.1958e-05+9.7649e-05i,0.00010362-6.0116e-06i,-0.00036862-0.00014991i
0.0014178+0.0020179i,0.0017408+0.0017852i,0.0021752+0.00013576i,0.0016789-0.0012271i,0.00083059-0.0015088i,0.0003439-0.0016166i,0.00043433-0.001446i,0.00036745-0.00038931i,0.00053943+0.00042798i,-0.00039152+0.00043134i,-0.0006798+0.00047964i,0.00013471+0.00054981i,-0.00041661+0.0010645i,-0.0010502+0.00063058i,-0.0008788-0.00050022i,-0.00092523-0.00080376i,-0.0011828-0.00056506i,-0.00057152-0.00014232i,6.6039e-06-0.00061111i,-5.2281e-05-0.000819i,8.8951e-05-0.00076005i,9.0136e-05-0.00048832i,-3.2193e-05-0.00027878i
0.00070514-0.0014096i,0.00045676-0.0023933i,0.0011099-0.0026061i,0.00073284-0.0028005i,-0.00041086-0.002012i,-0.00094713-0.001306i,-0.00042152-0.0016278i,-0.00022631-0.0011807i,-0.0010426-0.00034316i,-0.0006848-0.00041712i,0.00013911-0.00012502i,-4.9183e-05+0.00024596i,0.00029776-9.367e-05i,0.00082521-0.00045128i,0.00023512+0.00032906i,-5.7395e-05+0.00023873i,0.00011953-0.00038413i,0.00048234+5.6038e-05i,-6.9392e-05+0.00056734i,-0.00048089+0.00053137i,-0.00017632+0.00044016i,0.00031058-0.00019671i,0.00010563-0.00039824i
-4.4567e-05+0.00069262i,-0.00067831+0.0012359i,-0.0010013+0.00014256i,-0.0011569-0.00032245i,-0.001303+2.8383e-06i,-0.0013182+0.00059093i,-0.0016035+0.00068237i,-0.0013789+0.00030217i,-0.00081975+0.00034776i,-0.00090079+0.0016332i,-0.00061162+0.0016462i,-0.0001744+0.0010285i,-0.00069354+0.00037536i,-0.00040691+0.00016983i,0.0005214+0.00038835i,0.00094026+0.00062665i,0.00033066+0.00049251i,-0.00027045-0.00025089i,-0.00039707-0.00077182i,-0.00041142-0.00046101i,-0.00029633+0.00016169i,-0.00027188+3.611e-05i,-0.00034298-0.00032858i
0.00024054-0.00084869i,0.00029838-0.00072576i,5.7343e-05-0.00091599i,3.3232e-05-0.0012218i,-3.0987e-05-0.00062212i,-0.00037871-0.00021903i,-0.0004515-0.00070616i,-0.00041462-0.00077834i,-0.00031769+1.6574e-06i,-8.6834e-05+0.00048741i,-6.232e-06+0.00023136i,-0.00058076-0.0003155i,-0.00087409-0.00026469i,-1.0218e-05+0.00030604i,0.00029254+0.00061915i,0.00025395+0.00036181i,0.00018082+0.00029434i,-0.00035147+0.00028659i,-0.00054168-6.3591e-05i,-0.00069907+1.5361e-05i,-0.00061883+0.00050851i,-0.00025267+0.00050475i,4.6696e-05-0.00037671i
0.0005111-0.0021857i,0.00068397-0.001877i,0.00048324-0.0010865i,0.00068798-0.00086718i,0.00057904-0.0014755i,2.2777e-05-0.0013489i,0.00019352+0.00014501i,0.00022892+0.0014865i,0.00055545+0.0010483i,0.00089923+0.00031159i,0.00021745-1.4056e-05i,-6.3826e-05+0.00043077i,0.00035708+0.0002967i,6.9572e-05-0.00041984i,-0.00045278-0.0004278i,0.0001174-0.00022071i,0.00052579-3.1599e-05i,-0.0004363+0.00016263i,-0.00074861+0.00035863i,-0.00019154+0.000688i,-7.9404e-05+0.00027852i,-0.00036477-0.00036359i,-0.00070346-0.00041951i
-0.0014137+0.0013175i,-0.00094664+0.0016342i,-0.00020924+0.00048416i,0.0001955-0.00044259i,0.00017987-0.00045773i,-4.4919e-05-0.00064283i,-0.00040315-0.00063305i,-0.0012617+0.00010995i,-0.0011013+0.00093998i,3.0751e-05+0.00024688i,0.00056977-0.00036593i,0.00064703-0.00066666i,0.00023848-0.00049034i,-0.00076191-0.00012716i,-0.0011964+5.8049e-05i,-0.000498+0.00027427i,-0.0006096+0.00056614i,-0.0012725+0.00063063i,-0.0011312+5.5676e-05i,-0.00040758-0.00063834i,4.5284e-05+9.7781e-05i,4.3497e-05+0.0007234i,-0.00033428+0.00042592i
-0.00079017-0.00070467i,-0.0010159-0.00052241i,-0.00060088-0.0011433i,5.1761e-05-0.0016413i,-9.5031e-05-0.0012086i,-0.0002969-0.0001949i,-0.00046452-0.00011764i,-5.503e-06-0.00052734i,0.00047575+0.00016653i,-5.1375e-05+0.00051329i,-0.00039496+0.00072932i,-0.0002694+0.00018668i,0.00016974-0.00072606i,0.00052731-0.0005404i,0.00060551-0.000278i,0.00031301-0.00035301i,-7.7546e-05-0.00068803i,-0.00038199-0.00035261i,-0.00011353-0.00022146i,0.00029132+0.00016151i,2.7391e-05+0.00021176i,-0.00016682-0.00087983i,0.0003433-0.001006i
0.0032983+0.00033564i,0.0018244-0.00052325i,0.0015502-0.0014349i,0.0010908-0.001734i,0.000145-0.0014927i,-0.00019359-0.00083103i,0.00035394-0.00050863i,0.00024772-0.00054902i,-0.00012653-0.00023523i,-5.1582e-05-0.00049052i,0.00029088-0.00093957i,8.2166e-05-0.00048885i,-0.00063661-0.00037482i,-0.00059907-0.00011649i,-0.00025046-0.00025495i,-0.00031158-0.00074753i,-0.0003645-2.3445e-05i,-0.00019427+0.00051535i,-0.0010034+0.00016238i,-0.001162-1.4411e-05i,-0.00030604-9.4107e-05i,-1.052e-06-7.8942e-05i,-0.00026086+0.00041285i
-0.00066721+0.00022621i,-0.00075096+5.2581e-05i,0.0004473-0.00086789i,0.00044916-0.0013942i,-0.00087548-0.0016036i,-0.0013801-0.0013425i,-0.0014469-0.0005854i,-0.0014654-0.00031695i,-0.00049817-0.00071767i,0.00060225-0.00054727i,0.00013447-0.00069716i,-2.7534e-05-0.00092044i,6.1584e-05-3.3158e-05i,0.00031168+0.00010851i,0.00038673-0.00036464i,-0.00052241+0.00031871i,-0.00044856+0.0003254i,0.00031303-0.00038429i,2.5047e-05-0.00044411i,-0.00074341-0.00059982i,-0.00022976-0.00055985i,0.00072863+0.00017218i,0.00094773+0.00059372i
-0.00012506+0.00074747i,-2.7881e-05+0.00086543i,0.00058504+0.00030253i,0.00073256-0.00067643i,0.0011036-0.00091825i,0.00087235-0.00045085i,-0.00054086+0.00021834i,-0.00047574-1.2196e-05i,0.00036774-0.00015884i,0.0014323+0.00017959i,0.0022031+0.00027954i,0.0010861+1.7661e-05i,-6.0812e-05-0.00013686i,-0.00045971-0.00036411i,-0.00026708-0.00056333i,-0.0005671-0.00049189i,-0.0010518-0.00039183i,-0.00068305-0.00010629i,-0.00059707+0.00035117i,0.0001642-0.00013496i,0.00073864-0.00022357i,0.00020454-3.4738e-05i,0.0003809-0.00025138i
-0.00044739+0.0014235i,-0.00015873+0.0015236i,0.00093239+0.0010792i,0.0013893-0.00051661i,0.0010279-0.00053813i,0.00028646-8.5007e-05i,-0.00072121-0.0004423i,-0.0013124-0.00045861i,-0.00020896+0.00021512i,0.00090049+0.00056539i,0.0014202+0.00024074i,0.0014271+2.1712e-05i,0.00028261+0.00014338i,-5.4067e-05+0.00015293i,0.00045719+0.0005505i,0.00064476+0.00062245i,0.00057772+0.00025583i,0.00010277-0.00010585i,0.00014708-0.00040999i,0.00063263-4.3558e-05i,0.00057062+0.0001031i,0.00036715+0.00046517i,0.00057344+0.00052527i
0.00082778-0.0017235i,0.0003511-0.0028141i,-0.00012106-0.0022639i,-0.0001891-0.0014906i,-0.0003407-0.0012053i,-0.00058884-0.00092471i,-9.4504e-06-0.00061045i,0.00013412+4.9946e-05i,-0.00032165+0.0008853i,9.1468e-05+0.00083065i,0.00063067+0.00029966i,0.00070446+0.00052936i,-0.00045823+0.0014519i,-0.0012142+0.0012061i,-0.00051226+0.00088531i,-0.00044979+0.00077806i,-0.00039657+0.00038814i,0.00015882+0.0002239i,0.00079438+0.00042229i,0.0011803+0.00052573i,0.0006726+0.00072085i,0.00013704+0.00086642i,-0.00019408+0.0015417i
8.8735e-05-0.0009581i,0.00016646-0.00049592i,9.26e-05-0.00034452i,-0.00023648-0.00029141i,-0.00058608-0.00075475i,-0.00022795-0.0010395i,9.5086e-05-9.158e-06i,-0.00032313+0.00057224i,-3.5405e-05+0.00072491i,-0.00016875+0.00082276i,-2.9102e-05-0.00027534i,-2.0142e-05-0.00055017i,-0.00091996-0.00061206i,-0.00067709-0.00036591i,0.00020461+0.00046089i,7.8219e-05+0.00070069i,1.5275e-05+0.00053523i,0.00075577+0.00089353i,0.00049911+0.0011597i,-4.5445e-05+0.00063528i,0.00048028+0.00015151i,0.000183+0.0003427i,-0.0007883+0.00086761i
0.0013609+0.0016113i,0.00076036+0.0012667i,0.0014577+0.00030564i,0.0012936-0.0015837i,0.00068286-0.0028562i,0.00031084-0.0014912i,0.00024104-0.00011506i,-0.00027584+0.00066092i,4.1137e-06+0.00074861i,0.00056198-0.00060804i,0.0005999-0.00074241i,0.00089172+0.00023107i,0.00064332+0.00052213i,5.8287e-05+0.00073333i,-7.8579e-05+0.00088179i,8.4752e-05+0.00016684i,-0.00075734-0.00046676i,-0.001052-0.00032819i,2.6104e-06+0.00045438i,0.00011114-0.0001629i,0.00056607-0.0012664i,0.00061979-0.00034849i,-0.00019447+9.9608e-05i
-0.00026331-0.00043035i,0.0010961-0.00075985i,0.0013442-0.00062391i,0.0011649-0.00088567i,0.00022104-0.00080644i,-0.00016104-0.00082349i,-0.00049444-0.00054949i,-0.0013598-6.1349e-05i,-0.0014612-0.00018904i,-0.00071442+8.2932e-05i,0.0003568+0.00090688i,0.00062846+0.00069844i,-0.00033022+0.00016351i,-0.00048801+0.00048914i,0.00012092+0.00066253i,-0.00033275+0.00017693i,-0.0011707-0.00018301i,-0.0010149+0.00030798i,0.00030023+0.00017705i,0.00061119-0.00039689i,-0.00012012-0.00052617i,-0.00055158-0.00041079i,0.00022777-0.00024508i
-0.00088859+0.0024675i,-0.0017259+0.0012031i,-0.0015754+5.9684e-05i,-0.00080513-0.00034149i,-0.00063086-0.00033843i,-7.2533e-05-0.00019665i,-7.5378e-05-5.4233e-05i,-0.00063059+0.00054148i,-0.00065358+0.00031495i,-0.0011044-0.00047046i,-0.00046241-0.0013512i,-0.0003679-0.0013224i,-0.00035659-0.00086341i,-8.9952e-06-0.00038463i,-0.0011348-0.00031686i,-0.0017369-0.0008107i,-0.0012522-0.00029976i,-0.00063889+0.00055901i,-0.00038168+0.00060039i,-0.00085625-0.00029804i,-0.00067293-0.00067241i,0.00010437-0.00027889i,-0.00026576+0.00034971i
0.00069849-0.0016603i,-0.00017695-0.0016288i,-0.00032036-0.0019938i,-0.00045257-0.0022262i,-0.0011278-0.0014523i,-0.0015969-0.00046165i,-0.0019157+4.0631e-05i,-0.0015925+0.00038011i,-0.0002385+0.00045655i,0.00058245-0.00046026i,-0.00016375-0.00088775i,-0.00047691-0.00057204i,0.00055831+0.000381i,0.00061212+0.0015184i,-8.7144e-05+0.0013814i,0.00051853+0.00061827i,0.00054511-4.2438e-05i,-0.00036557+5.4003e-05i,-0.00055652+0.00045862i,-0.00035861+5.2692e-05i,0.00019716+0.00039702i,0.00059242+2.9268e-05i,-9.0788e-05-0.00078919i
0.0010268-0.00033331i,0.00071083-0.0008702i,0.00085055-0.00092233i,-0.00012955-0.00014014i,-0.00088324+0.00067579i,-0.00037494+0.00082762i,-0.00056077+0.00025299i,-0.00062838-0.00014496i,0.00034055+0.00034046i,0.00068867+0.00056283i,0.0004494-0.00012617i,0.00033407-0.00025351i,-8.8303e-05+0.00026876i,-0.00038936+0.00063401i,-0.00024424+0.00051305i,0.00030892-0.00010328i,0.00089944-0.0005098i,0.00078204-0.00015371i,0.00034686+6.219e-05i,0.00040414+2.445e-05i,0.00040928+0.001325i,-0.00044551+0.0020955i,-0.00063683+0.0011907i
-0.0013881-0.00026048i,-0.00058666-0.0013295i,0.00023843-0.00086593i,0.0016302-0.00067016i,0.0019199-0.0008387i,0.0011558-0.00054007i,0.00035819-0.0007177i,-0.00037717-0.00029727i,-0.00072094+1.0928e-05i,0.00069658-0.00032067i,0.0020152+0.00049438i,0.0012777+0.00084713i,0.00027036-0.00010956i,0.00029206-0.00042157i,0.00030539-0.00044693i,0.00036137-0.00052628i,0.00045334-0.00025988i,0.00029487-0.00082125i,0.00055136-0.0006558i,0.00078926-0.0003458i,0.00036062-0.00097498i,0.00063154-0.0010298i,0.000939-0.00011353i
0.00036661+0.00062216i,0.00061573+0.0011965i,0.001211+0.0014171i,0.0018402+6.9452e-05i,0.0016461-0.0013121i,0.00043289-0.0010738i,-0.00011426-4.3555e-05i,0.00048098+0.00028489i,0.00037658+0.00040967i,0.0004557+0.00068927i,0.0004282+0.00051964i,-0.00013214-0.00051119i,-0.00015066-0.00055532i,-0.00022016+0.00019422i,-0.0007848-0.00019019i,7.4973e-05-0.00069804i,0.00086123-1.4203e-05i,0.0002721+0.00020368i,-0.00077634+0.00065984i,-0.0011223+0.0014011i,-0.00039681+0.00094272i,-0.00027253+0.00059846i,-0.0001939+0.00060852i
-0.0020048+0.00040353i,-0.0017584+0.0010225i,-0.0013242+0.0006774i,-0.0015101-0.00050788i,-0.0014084-0.00087551i,-0.00079275-0.00053374i,-0.0004081-0.00021292i,-0.00071546+0.0005058i,-0.00039693+0.00059166i,0.00038244+0.00027615i,0.00075775+0.00060154i,3.9829e-05+0.00052141i,-7.6979e-06-0.00056146i,0.00049576-0.0007936i,-0.00015927+0.00034275i,-0.0007536+0.0010058i,-0.00027424+0.00032459i,0.00017172-0.00010579i,0.00012429-7.9084e-05i,-0.00060931-0.00026748i,-0.00040274+0.00016286i,0.00021587+0.00044808i,0.00042375-0.00019083i
0.0013517+0.002133i,0.0022031+0.00072228i,0.0030221+5.1028e-05i,0.0026256-0.0014089i,0.0012117-0.0012751i,0.00045689+0.00018552i,0.00053452+0.0002621i,3.7327e-05+0.00022996i,-0.00032554+0.00097036i,0.00032323+0.00084776i,0.00077003+0.00040455i,0.00014209-9.6419e-05i,3.0805e-05-0.00077463i,0.00066141-0.0012207i,0.00079721-0.0010626i,0.00053969-0.00071025i,0.00011357-0.00064497i,-0.0002105-0.00051806i,-0.00023929-0.00043553i,-0.00029631-6.9044e-05i,-0.00056356-0.00015263i,-0.0004841-2.5622e-05i,0.00037052-0.00011857i
0.00058784+0.0016864i,-0.000112+0.00084234i,-0.00033295-0.00053144i,0.00021392-0.0021244i,-5.2783e-05-0.0026444i,-6.7746e-05-0.0018393i,0.00040346-0.00085813i,0.00020918-0.00024107i,0.00017862+0.0001591i,-7.0178e-05-0.00014834i,-0.00064036-0.000265i,-0.00069583-8.3515e-05i,-0.0006278-0.00022115i,2.8856e-05+0.00042237i,0.00089758+0.001048i,0.00057213+7.7896e-05i,-0.00029151-0.0009471i,-0.00054008-0.00076531i,-0.00045802-0.00023822i,-0.00026316-4.5134e-05i,0.00027926+8.322e-05i,0.00040344-0.00015909i,0.00048786-0.00011695i
-0.0008891-0.00083788i,0.00095174-0.0020294i,0.0020348-0.0015545i,0.0016165-2.9607e-05i,0.0018648+0.0011354i,0.0023783+0.00067199i,0.0016131-0.00030286i,0.00015215-0.00045648i,-0.00015979-2.6729e-05i,0.00013458+0.00055152i,-3.4542e-05-0.00013051i,-0.00089948-0.0020209i,-0.00088663-0.0015378i,-0.00045699+0.00017575i,-0.00055611+0.00023294i,-0.0009847+1.0785e-05i,-0.00068614+0.00042592i,-0.00031449+0.00039626i,-0.00017298-1.6346e-05i,-0.0002902-0.00015396i,-0.00085399-0.0001459i,-0.00075012-6.4633e-05i,-0.00080777+0.00038811i
0.00018226+0.0011135i,-0.00045845+0.0017014i,-0.0001441+0.00023009i,0.00016523-0.00088166i,-3.4843e-05-0.0010129i,0.00020316-0.0010046i,0.00012042-0.00019604i,-0.0010509+0.00078693i,-0.00059934+0.00089899i,0.00062162+0.00010099i,0.00064634-0.00066614i,0.00033543-0.00029765i,-0.00027028-5.0557e-05i,-0.00083022-0.00053824i,-0.00037947-0.00062788i,0.0002933-0.00014815i,0.00042801+0.00038266i,-0.00010068+0.00016788i,-0.00014182+0.00013326i,9.9643e-05+0.0007431i,0.0002029+0.001264i,-0.00025189+0.001197i,4.3137e-05+0.00092253i
0.0013932-0.002112i,0.0011478-0.002342i,0.00010404-0.0028218i,0.00022237-0.0028331i,0.00015134-0.0016715i,-0.00059067-0.00056597i,-0.00075081+2.9412e-05i,-0.00051114-0.00014366i,7.2321e-05-0.00043689i,0.00014802+4.543e-05i,0.0002114+0.00048838i,0.00047201+0.00045986i,0.00049338+4.3529e-05i,8.8601e-05-0.00019536i,0.00039034-8.6297e-05i,0.0004719+4.9627e-05i,0.00015164+0.00023342i,0.0003289+2.493e-05i,6.5713e-05-0.00069627i,-0.00017362-0.0010381i,0.00027093-0.00056794i,6.1047e-05+0.00030037i,-0.00053351+0.0010916i
0.0002873+0.00013907i,0.00015583-0.00087754i,0.00088083-0.0010503i,0.00091803+1.7527e-06i,0.00037246-0.00046782i,-0.00057389-0.00096849i,-0.00091526-0.00010863i,-0.00064354+0.00045623i,-0.00033188+0.00080778i,0.00044085+0.0008153i,0.00080632-5.2142e-05i,0.00077551-0.00075402i,0.0005904-0.00038595i,3.929e-05-0.00035667i,0.00012057-0.00094148i,0.00010797-0.0015214i,0.00018842-0.0011478i,0.00012176-0.00093134i,0.00039999-0.00018513i,0.00068815+0.00059852i,0.00036931+0.00013077i,-0.00024048-0.00027567i,-0.00028122-0.00010874i
-0.003196+0.00091401i,-0.0031454+0.0012562i,-0.0018699+0.00084952i,0.00012564+0.00023255i,0.0019783+3.7977e-05i,0.0017668-6.1357e-05i,0.00074884-0.0010103i,0.00035433-0.0012765i,-0.00010251-0.00034812i,-0.00058163+0.00048188i,-0.00039536+0.0004062i,0.00024322-0.00064252i,8.3418e-05-0.00048047i,-0.0004034-0.00020606i,5.0548e-05-0.00068972i,0.00040012-0.00027109i,0.00023752+0.00076639i,-0.00027357+0.0012173i,4.509e-05+0.00031441i,1.7636e-06-0.00050397i,-0.00055227-0.00059884i,0.00027643-0.00025369i,0.0009651-3.8646e-05i
-0.00061453+0.00096366i,0.00069364+0.00087216i,0.0012241+0.00075616i,0.0010507-0.00023918i,0.00063314-0.00052577i,-0.00010301+3.9844e-05i,-0.00029082+0.00050797i,-0.00024659+0.00058139i,2.296e-05+0.00040065i,-0.00011901+0.00027698i,0.00013359+0.00015953i,0.00099505-1.4102e-05i,0.00097574+0.00019594i,0.00056009+0.00035565i,0.0003809+8.9919e-05i,-0.00036464+8.8118e-05i,-0.00057824+0.0002457i,-0.00025187-0.0001616i,-0.00025049-0.00098601i,0.00018106-0.00055584i,0.00046683+0.00053133i,0.00019346+0.00096521i,0.00011722+0.00015451i
-0.00066579+0.00047846i,-0.00030134-0.0004628i,0.00026756-0.0022219i,0.00020401-0.00262i,6.2385e-05-0.0015939i,0.00012478-0.0001305i,0.00016751+7.3053e-05i,-0.00073603+0.00026777i,-0.0013553+0.00046784i,-0.00052651+7.2611e-05i,-0.00031653+0.00010632i,-0.00028053+6.0695e-05i,-0.00022132-0.00033057i,0.00022755-0.00035568i,0.00030981-0.00039514i,-0.00037081+0.0001872i,-0.00081672+0.00057013i,-0.0014038-0.00042794i,-0.0011948-0.0011901i,-0.0005036-0.00048246i,0.00024742+0.00017183i,0.00049527+6.0833e-05i,0.00041994+8.9375e-05i
0.0012883+0.00059235i,0.0016251-0.00039914i,0.001885-0.0015325i,0.00046247-0.0024154i,-0.00076727-0.0024215i,-0.000861-0.00087572i,-0.0013001+0.001035i,-0.0013944+0.00095425i,-0.00068427-0.00023166i,-0.00043183-0.00026489i,-0.00057401-0.00055177i,-0.00090642-0.00050548i,-0.00033296+0.00014886i,-2.6201e-05+2.8686e-05i,0.00037799-0.00042075i,0.00042621-0.00065126i,0.00011767-9.5672e-06i,0.00012958+0.00041782i,0.00047495+0.00030895i,0.00067016+0.00044624i,-6.4281e-05+0.0003313i,-0.00027381+0.00031737i,0.00029325-3.5013e-05i
0.0017516+0.0024113i,0.0022481+0.0018183i,0.0026995+0.00055969i,0.0020332-0.00042797i,0.00016649-0.00056448i,-0.00080263-0.00024846i,-0.00015956-0.00050054i,0.00093432-0.00067219i,0.0012364-0.00037384i,0.00082758-0.00054463i,0.00053341-0.00069928i,0.00022286-0.0011679i,0.00048039-0.00032892i,9.9579e-05+0.00055593i,-0.00037374-0.00044194i,-0.00022312-0.001152i,0.00016907-0.00010454i,9.1941e-05+0.0012632i,-7.4856e-05+0.0013251i,1.6979e-05+0.00041123i,0.00038601-0.00046131i,0.00021842-0.00074916i,0.00024957-0.0015226i
-0.00076294-0.00090677i,3.1088e-05-0.0018254i,0.0015243-0.0023333i,0.0010338-0.0019389i,-0.00014951-0.0012012i,-0.00035856-0.0011297i,-0.0008889-0.0010909i,-0.0010432-0.00027156i,-0.00081679+0.00060368i,-0.0011673+0.00020116i,-0.0015867-0.00036129i,-0.0012843-0.00040523i,-0.00033348-9.4687e-05i,0.00091838-0.00044387i,0.0010244-0.00076626i,0.00074831-0.00052603i,0.0011642-0.00023454i,0.00027297+7.0398e-05i,-0.00053421+0.00045881i,-3.818e-05-0.00046716i,0.00013275-0.0011899i,0.00031243-0.00070241i,-0.00036215+0.00017464i
0.0006095-5.9339e-05i,0.00083417-0.0011762i,0.00024027-0.0018985i,-0.00019905-0.00033106i,2.1391e-05+0.00074299i,0.0006747+7.7988e-05i,0.00072433-0.00028996i,5.6973e-05-0.00048979i,-0.0002693+7.9442e-05i,7.0558e-05+0.00094495i,0.0006131+0.0005319i,0.00077524-5.2026e-05i,0.00065837+0.00017903i,0.00024879+0.00029324i,0.00010791+8.7862e-05i,0.0002145+4.5908e-05i,-0.00022248-0.00056001i,-0.00053835-0.00054773i,-0.00023131-0.00035321i,9.9906e-05+3.5328e-05i,0.00068985-4.9424e-05i,0.00039754-0.00057583i,-0.00026493-4.4099e-05i
0.00077486-0.0012319i,-0.00010053-0.0014851i,-0.00036433-0.0025683i,-0.00027121-0.0019721i,-0.00067589-0.00059562i,-0.00096005-0.0005259i,-0.00076944-0.0012986i,-0.00052067-0.001328i,-0.0008219-0.00068845i,-0.00060798-0.00075226i,-0.00028919-0.00083996i,-0.00059335-0.0005805i,-0.0004278-0.0003295i,-0.0004904+0.00062079i,-0.00050767+0.00085571i,-0.00056572-0.00035037i,-0.00054674-0.0010201i,1.6132e-05-0.00097334i,0.00094149-0.00075945i,0.00031451-0.00014544i,-0.00094068-0.00015587i,-0.00067046-0.00039143i,-0.00035236-0.00033275i
0.00027976+0.0010024i,0.00082013+0.00038795i,0.0021642+0.00041929i,0.0015248-0.00024066i,-0.00044242-0.0014201i,-0.0017051-0.0018001i,-0.0016613-0.00093858i,-0.0013171-0.00064726i,-0.00074509-0.00053027i,0.00016282+0.00014996i,-0.00071608+0.0006204i,-0.0011043+0.00059682i,-0.00094805+0.00029603i,-0.00036401-3.5021e-05i,3.0965e-05-0.00048491i,-1.225e-06-0.00051024i,0.00051822+1.7256e-05i,0.00044289+0.00089586i,-5.9445e-05+0.00098927i,-0.00064137+0.00013181i,-0.00051135-0.00045846i,0.00013919+8.5359e-05i,0.00018143+0.00094322i
-0.0020277+0.00022725i,-0.00090362+0.00057707i,-0.00050666-0.00064029i,-0.00068526-0.0013179i,-0.00021105-0.00084609i,-8.4431e-05-0.00017504i,-0.00042244-0.00028476i,-0.0010365-0.00024846i,-0.00078285-0.00054733i,0.0001586-0.00075419i,-0.00055526+9.1398e-05i,-0.00097274+0.00025857i,-0.00036587-0.00021882i,-0.00060119-0.0006621i,-0.00044455-0.00093585i,-0.00032331-0.00063582i,7.257e-05-0.0004428i,-0.00011106-0.00031423i,-0.00096902-0.00053553i,-0.00037753-0.00084818i,0.00037246-0.0002254i,-0.00011321-4.1639e-05i,-3.5902e-06+0.00042118i
-0.0004906-0.0010396i,-0.00034854-0.0012061i,-0.0013083-0.0010825i,-0.0010063-0.0003522i,6.3285e-05+0.00029533i,0.00084624+0.00055056i,0.00024476+0.00041355i,-0.00048947+0.00025805i,-0.00067206-9.6606e-06i,-0.0010568-0.0006751i,-0.00083431-0.00099232i,0.00010943-0.00053298i,0.00045593+0.00011009i,-9.9568e-05-0.00020499i,0.00022835-0.00040863i,1.2123e-05-0.00015729i,-0.0005365+0.00016831i,-0.00034782+0.00013578i,0.00042672-0.00037806i,0.00037303-0.0006988i,-0.00031774-0.00068155i,5.3467e-05-0.00092216i,0.00059308-0.0010226i
-0.00024376-0.00059218i,0.00012561-0.00056815i,-5.9475e-05-0.00080086i,0.00019155-8.5073e-05i,0.00033443+0.00039458i,0.00012618-0.00019764i,-0.00073048-0.00068062i,-0.00095596-0.0010236i,-0.00028004-0.0008572i,-0.00076602-0.00027397i,-0.00091594+0.00024458i,-0.00011862+0.00051098i,0.00065267+0.00077862i,0.00055376+0.00046844i,-0.00018863-0.00020368i,-5.3887e-05-0.00018784i,-0.00029956+0.00028025i,-0.0011248+0.00053002i,-0.00093512+0.00045534i,-0.00031059+0.00026052i,-1.5241e-05+0.00058742i,0.0001966+7.6446e-05i,0.00044504-0.00033744i
0.00021938+0.00027946i,0.00083537+0.00057112i,0.00081812+0.00031362i,-8.1613e-05-2.5788e-05i,-0.0014371-0.00051765i,-0.0018191-0.00027612i,-0.0011248-0.00054462i,-0.00065866-0.00095474i,-0.00047559-0.00027091i,-0.00062267+2.3065e-05i,-0.0010579-0.00038359i,-0.00088408-0.00053497i,0.00017354-3.3556e-05i,0.00030552+7.6778e-05i,-5.6763e-05-0.00067789i,-3.9921e-05-0.00070098i,-0.00024706-0.00063793i,-0.0003063-0.00014418i,0.00023867+0.00079438i,4.6733e-05+0.00046114i,9.1079e-06-7.4165e-05i,0.00048677+5.1004e-05i,0.00027233+0.00031728i
-0.0006912-0.00023929i,7.4233e-05-0.00070038i,0.0007296-0.00074231i,0.00016872-0.0017795i,5.3141e-05-0.0022547i,0.0010422-0.00059877i,0.00084409+0.00069529i,-0.00014317+0.00095374i,-0.00070657+0.00092665i,-0.00072061+0.00082753i,-0.00050906+0.00018153i,0.00042793-0.00014504i,0.0006413+0.0003338i,-0.00028355+0.00083589i,-0.00054109+0.00042714i,-0.00058009-0.00080328i,3.5307e-05-0.0013647i,0.00028603-0.00064793i,-0.00012119+0.0004007i,-0.00071363+0.00035181i,-0.00028594-0.00056661i,0.0002674-0.00042092i,0.00023667+0.00048521i
