-0.0032377+0.00042889i,-0.0020541+0.00019174i,-0.0026382+0.0012835i,-0.0018914+0.0022175i,-0.00043769+0.0035321i,0.00016496+0.0032795i,0.00022938+0.0027787i,0.0002566+0.0025105i,0.00051493+0.0017451i,0.0010837+0.001119i,0.0007277+0.00063149i,-0.00043641-0.00021131i,-0.00071748-0.0010976i,-0.00015841-0.0011579i,-0.00015841-0.0012084i,-0.0010665-0.00072727i,-0.0012373+0.00021229i,-0.00041314+0.00022362i,0.00044756+0.0005207i,0.00071787-0.00027777i,0.00071334-0.0010524i,0.00049167+0.00032875i,0.00075774+0.00059945i
-0.0007346+0.00047644i,-0.00036176+0.00092684i,-0.00043467+0.0017335i,0.00023189+0.0014598i,0.0012424+0.0016874i,0.001358+0.0020072i,0.00082857+0.0014112i,-0.00062527+0.000549i,-0.0017285-0.0001682i,-0.001101+0.00031271i,-0.00072121+0.00048294i,-0.00073821+0.00059019i,-0.001109+0.00041198i,-0.0016399-0.0003402i,-0.0014322+0.00017823i,-0.0012729+0.00053144i,-0.001301-0.00015865i,-0.0012785-0.00063853i,-0.0010438-0.00073135i,-0.00064105-0.00055571i,-0.00012724-0.00033762i,0.00071042+2.6828e-05i,0.00097507-0.00012005i
0.00074391+0.0013008i,0.00048876+0.00022884i,0.00046712-0.00021102i,0.0018984-6.12e-05i,0.0019219+8.6041e-05i,0.0010749-0.00022355i,0.00077677-0.00012887i,0.00070048+2.0378e-05i,-6.5769e-07+0.00024172i,-0.00068968+0.00024977i,8.9649e-05+0.00010662i,0.00070697+7.2196e-05i,0.00013917-0.00058739i,-0.00027584-0.00048114i,-0.00039737+0.00031342i,8.2283e-05+0.00085916i,7.5177e-05+0.0011838i,-0.0004899+0.0013066i,-0.00082766+0.00028736i,-0.0008105-0.00083636i,-8.7083e-05-0.00020078i,-0.00015261+0.0010419i,-0.00080187+0.0013298i
-0.00070158+0.0016129i,-0.00021633+0.001302i,7.727e-05+0.00082192i,-0.0010197+0.0011407i,-0.00093744+0.00067027i,0.00039888+0.00025333i,0.00042661+0.00012906i,-0.00019087-0.00023905i,-0.00058155-0.0012706i,-0.00024827-0.0018129i,0.00049165-0.00089801i,0.00031209+5.559e-05i,-0.00053344+0.00042334i,-0.00049436+0.00040073i,-0.00034746+0.00049978i,-0.00024409+0.00032263i,-0.00011574-0.0003823i,0.00030426-0.00063036i,-0.00026649-0.00049238i,-0.00039783-0.00060818i,0.00035292-0.00072409i,-0.00012697-0.00094582i,-0.00055773-0.00059129i
-0.00215+0.00066028i,-0.0018011+0.00052851i,-0.0015905-5.312e-05i,-0.00026807+0.00042495i,0.0018645+0.0014194i,0.0028927+0.00074193i,0.0019906+2.7705e-06i,0.00058547-0.00039131i,-0.0004752-0.00028966i,-0.00036223+0.00021532i,6.163e-05-0.0001874i,-7.0454e-06-0.0012565i,-0.00072654-0.00095949i,-0.0016518+0.0003754i,-0.0011623+0.00066773i,-0.00067378+0.00069995i,-0.00018572+0.00024822i,0.00017828+0.00024291i,-3.0075e-05+0.00052978i,-0.00017794+0.00027997i,-0.00041092+0.00022991i,-0.00036241+0.00051247i,-0.00011913+0.00060941i
-0.00074501-0.001332i,-0.00073208-0.0015262i,-0.0015807-0.00086266i,-0.0019108+0.0009114i,-0.0010119+0.0015963i,0.00090008+0.0013736i,0.0017616+0.00096868i,0.00043869-0.00034044i,-0.00090502-0.0011432i,-0.0011416-0.00079604i,-0.00059467-0.00011689i,-0.00060324+0.00033827i,-0.00047629+0.00040359i,-0.00031448+0.00098367i,-0.00084175+0.00081983i,-0.00057142-0.00027221i,0.00026875-0.00087338i,0.0011628-7.4612e-05i,0.0013158+0.00047979i,0.00065425-0.00023553i,0.00030086-0.00018708i,0.00014528+0.00023868i,-0.00083566-3.54e-05i
0.00020282-0.000301i,0.00022504-0.00015612i,0.00013401-0.00012065i,5.4944e-06-0.0014425i,0.0004259-0.00060238i,0.00043569+0.0006285i,0.00012339+0.00047118i,4.1705e-05+0.00061482i,-0.00015441+0.00055218i,-0.00088276+4.288e-08i,-0.00049684-3.2273e-05i,-0.00066806+0.00015518i,-0.0012192+2.0927e-05i,-0.00055447+0.00021384i,-0.00085456+0.00066592i,-0.0014224+0.00044777i,-0.00096916+0.00014395i,-0.00031055+0.0003128i,-0.0001981-7.312e-05i,-0.0001685-0.00038792i,9.013e-05+0.00048588i,-0.00025831+0.00050938i,-2.9831e-05+0.00012628i
-0.00056837+0.0010211i,-0.00013006+0.00082703i,-0.0001581+0.0017403i,0.0002084+0.002306i,0.0011957+0.0020762i,0.0018702+0.0017293i,0.0016293+0.0012345i,0.00098306+0.00050042i,-6.6977e-05+9.1198e-05i,-0.00033331-0.00010066i,-0.00026631-0.00033174i,0.00012016-0.00022412i,-7.7526e-05-0.00051598i,-0.00073808-0.0012065i,-0.00056248-0.00081208i,-0.00047689-1.1184e-05i,-0.00075711+0.00049982i,-0.0012713+0.0011845i,-0.00085103+0.00082384i,-0.00045707-3.3454e-05i,-0.00047723+1.9586e-05i,-0.00026592+0.00019362i,3.0075e-05+0.00038107i
-0.00028028+0.00066149i,-0.00099752+0.00052199i,-0.00049761+0.00018131i,0.00050953+0.0004163i,0.00099871-5.4789e-05i,0.000783-0.0008905i,0.00026448-0.00044257i,0.00012229-0.00029099i,-0.00021729-0.00077374i,-0.00035882-0.00050993i,-0.00020528+0.00033676i,0.00055916+0.0008466i,-0.00034822+0.00084378i,-0.0018083+0.00024561i,-0.0019634-9.4811e-05i,-0.0012416+9.0563e-05i,-0.00019293+0.00014638i,0.0003319+7.3866e-05i,0.00010961+9.1083e-05i,-0.00026911-0.00017264i,0.00010899-0.00055018i,0.00067338-0.00022146i,-1.094e-05+0.00042601i
0.00091611+0.0025836i,0.0018124+0.00084382i,0.0020785-0.00039979i,0.0025659+0.00018167i,0.0020916+0.00058266i,0.00097432-0.00014648i,0.00077081-0.00024859i,0.00012759+0.00075441i,-0.00026077+0.00052831i,0.00011151+7.7117e-05i,0.00016701+0.00028693i,0.00056127+0.00011856i,-0.000288-0.00020612i,-0.0015767-8.4258e-05i,-0.0010772-0.0001952i,-0.00057012-0.00013082i,-0.00082747-0.00017317i,-0.00081208-0.00061569i,-0.0010293-0.0008657i,-0.0012264-0.0009979i,-0.00083338+9.3124e-07i,-0.00089486+0.00065291i,-0.00042741+0.00087657i
-0.0015622+0.0011408i,-0.0022473+0.0018075i,-0.0022767+0.0023497i,-0.001736+0.0017096i,-0.00060345+0.0012097i,0.00029689+0.0010557i,0.00027851+0.00089524i,8.3636e-05+0.00038324i,0.00014949-7.3841e-05i,-0.00020365-0.00037123i,-0.00032237+1.3565e-05i,-0.00032409+0.00020437i,-0.0010464-0.00043502i,-0.00146-0.00026197i,-0.0011113+0.00015747i,-0.00062739+3.7676e-05i,4.6121e-05-0.00014059i,4.5942e-05-0.00023979i,-7.8809e-05-0.00059307i,0.00031395-7.3823e-05i,-0.0002377+0.00020451i,-0.00045023-0.00044398i,-2.2684e-05+1.0959e-05i
0.0016168+8.4666e-05i,0.0012848-0.0013721i,0.00064981-0.0013107i,0.00086239-0.00017223i,0.0017728+0.00053286i,0.0017102+0.00081212i,0.00079639+0.00028715i,0.0004941-0.0006472i,0.00072152-0.00049082i,0.00040146+6.1599e-05i,0.00025981+0.00031373i,0.00071799-0.00013247i,0.00092761-0.00097072i,7.6995e-05-0.0010252i,-0.00092233-0.00076607i,-0.00092052-0.00039848i,-0.00063049-0.00020306i,-0.00094236+0.0002872i,-0.00076011+0.00058394i,-0.00037522+0.00011532i,0.00012019-0.00034863i,0.00076352-0.00010056i,0.0003703+0.00037108i
7.9426e-05-0.00098651i,-0.001475-0.0018601i,-0.0016881-0.0018277i,-0.0011844-0.00056011i,-0.0010314+8.3607e-05i,-0.00069848+0.00052112i,-2.5094e-07+0.00062425i,0.00043637+0.00021526i,-0.00051077-7.7095e-06i,-0.0011701+0.0001668i,-0.0010565+0.00044348i,-0.0012422+0.00089247i,-0.0010248+0.00076167i,-0.00059346+0.00047147i,0.00024237+0.00012503i,0.00076367+0.00015512i,-0.00027562+0.00060007i,-0.0010381+0.00076784i,-0.00026024-0.00012837i,0.00023729-0.00039844i,-1.2359e-05-0.00017702i,0.00048085-5.3584e-05i,0.0010837+0.00084552i
0.0017797-0.00033953i,0.00084805-0.0014734i,0.00057333-0.00172i,0.00070453-0.00098386i,0.00046717+1.6137e-05i,0.00086877+0.0008704i,0.0013129+0.0015326i,0.00098253+0.00080737i,0.0011406-0.00092411i,0.00143-0.00080471i,0.00032351+4.293e-05i,-0.00062773+0.00088477i,-0.00032727+0.0009365i,0.00018967+0.00052832i,-0.00023671+0.00063836i,-0.00057001+3.8093e-05i,-0.00040183-0.00042144i,-0.00055628-0.00033299i,-0.00045693+0.00012286i,-3.0929e-05-8.6595e-05i,0.00027643-0.0003823i,5.5531e-05-0.0001387i,-0.00060484+0.00050547i
-0.0016262+0.0022736i,-0.00072252+0.0022002i,-0.00025693+0.0019746i,-0.0006178+0.0020215i,-4.3224e-05+0.0021157i,0.00057285+0.0017165i,0.00042107+0.0011294i,0.00030144+0.001532i,-0.00044815+0.0015889i,-0.0012308+0.00033916i,-0.00087215-0.00013087i,-0.00028163-4.7491e-05i,-0.00089216-0.00032745i,-0.00091039-0.00027622i,-0.00087279-0.00023534i,-0.001075+0.00031275i,-0.00052699+4.7178e-05i,-0.00050462-0.00035781i,-0.00034829+0.0003537i,-0.00012293+0.00066099i,7.7961e-05+0.00053727i,2.4507e-05+0.00088936i,-0.00036117+0.0008708i
-0.00037925-0.0029068i,-0.00056427-0.003806i,-0.0002874-0.0036173i,-0.00035439-0.0016352i,0.00056038+0.00084045i,0.0015223+0.0024339i,0.0014102+0.0016732i,0.00067793+0.00052817i,-0.00037781+8.3776e-05i,-0.00067041+5.0482e-05i,5.8874e-06+0.00072827i,0.00060335+0.0011453i,0.0006423+0.00029235i,0.00051705-0.00034465i,0.00014416+0.00047334i,-0.00026407+0.00064091i,-0.00045757-0.00012145i,-0.00032421-0.00012077i,-2.5184e-05-1.333e-05i,-0.00024825-0.00032812i,-0.00024407+0.00019837i,-0.0005128+0.00040385i,-0.00060433+0.00016037i
-0.00033271-3.2726e-07i,-0.0001952+0.001664i,-0.0010232+0.0027519i,-0.0017561+0.0023973i,-0.0010744+0.0018409i,0.00051819+0.0013245i,0.001158+0.0007548i,0.00042813-6.404e-05i,-0.00014939-0.00076495i,-0.00016035-0.00025568i,0.00023213+0.00053212i,-2.3518e-05+0.0006848i,-0.00094549+0.00022111i,-0.0007683-0.00027075i,-0.0006317-0.00038133i,-0.00033823+0.00046151i,-0.00033258+0.0004081i,-0.00038844+0.00014161i,-0.00055911+0.0002599i,-0.0007818+0.00047927i,-0.00045249-2.1905e-05i,-0.00020638-0.00021301i,-2.1087e-05+0.00040774i
-0.00031687+0.00082003i,-0.00057315-0.00097496i,-0.0013718-0.0013359i,-0.0013248-0.00031949i,-0.00025216-1.3814e-05i,0.0010268+0.000414i,0.0013663+0.00041884i,0.001064-8.3177e-05i,0.00047249+9.5545e-05i,0.0001191+0.00038245i,-0.00036482+0.0006126i,-0.00077665+0.00010453i,-0.00051423-0.00070756i,9.9164e-05-0.00039516i,0.00068583+0.00018398i,0.00030892+0.00064666i,-0.00018568+3.2786e-05i,-5.1155e-05-0.00039354i,-0.00090957-8.7155e-05i,-0.0015636-7.8206e-05i,-0.001305-0.00048071i,-0.0013131-0.00026318i,-0.0007099+0.00040567i
0.00091804-0.00023155i,0.0016137-0.00023395i,0.0021865+0.00012561i,0.0020585+0.00011534i,0.0017634-7.1338e-06i,0.0011518+0.000175i,0.00091314+0.00088928i,0.00097781+0.00083664i,0.00063208+5.5388e-05i,0.00039041-0.00013576i,-3.8187e-05+0.00059914i,-0.00021312+0.0008273i,-0.00042408+0.00027291i,-0.00066493-9.3531e-05i,-0.001044+8.6915e-05i,-0.0013082+0.00031819i,-0.00046295-0.00037916i,0.00049451-0.0012045i,0.00037791-0.00084793i,0.00039081-0.00058011i,0.00056444-0.00073327i,1.7614e-05-0.00047243i,-6.4959e-05-0.00022355i
0.00018075+0.0012262i,-0.00012144+0.0018318i,0.00018921+0.0010815i,0.00033137+0.00052645i,0.00060258+0.00073034i,0.0015124+0.00074501i,0.00081439+0.00075991i,4.5685e-05+0.00046614i,0.00059726-0.0002692i,0.0013173+0.00021569i,0.00074444+0.0013507i,0.000132+0.0012858i,-0.00055693+0.0011357i,-0.00085569+0.00081794i,-0.00070438+0.00070382i,-0.00084094+0.0005762i,-0.00038283-0.00045598i,0.00057562-0.00067698i,0.0012049-0.00026635i,0.00086939-0.000571i,-0.00026463-0.00054375i,-0.0001487-0.0001522i,0.00027467-0.00052496i
-0.00079844-0.00012228i,-0.0007461+0.00012648i,-0.0011604-0.00019517i,-0.0016443+0.00064845i,-0.001204+0.0016231i,0.00020714+0.0015391i,0.0015493+0.0010345i,0.0014164+0.00068657i,0.0002572+0.00074045i,-0.00011744+0.00054498i,-0.00022576-0.00042152i,-0.00014251-0.00085634i,-5.8033e-05-0.00052714i,-0.00050901-0.00079984i,-0.00059483-0.00069853i,-0.00070259-0.00035244i,-0.00057712-0.00034606i,-0.00069687-6.2303e-05i,-0.00057574+0.00015947i,-0.0002056+0.00048537i,4.3472e-06-0.00010416i,-0.00019093-0.001104i,-0.00059199-0.0008819i
-0.00099524+0.00048174i,-0.0013709+0.00052602i,-0.00068488+0.0017059i,0.00059016+0.0028062i,0.0012772+0.0026183i,0.0013513+0.0019478i,0.0016613+0.0013668i,0.0022568+0.0013291i,0.0020191+0.001512i,0.00051569+0.00086463i,-0.00025909-0.0005547i,-0.00015309-0.0015375i,-0.00019239-0.00098826i,-0.00046267-0.00015909i,-0.00096641+0.00070908i,-0.00070652+0.0011993i,-0.00091953+9.7888e-05i,-0.0015052-0.00070067i,-0.0009227-0.00044665i,-0.00034094-6.5995e-05i,-5.4145e-05-0.00019831i,0.00072201-0.00044302i,0.00070416-3.645e-05i
-0.00077828+0.0031365i,1.0563e-06+0.0024742i,0.0022602+0.00054422i,0.0023794-0.0010787i,0.0015302-0.00078332i,0.00010308+0.00078845i,0.00046882+0.0041303i,0.0032674+0.0066934i,0.0063758+0.0053278i,0.0072871+0.0020678i,0.0059411-0.00087751i,0.0033862-0.0026504i,0.0010783-0.003682i,-0.00089222-0.0036225i,-0.00187-0.0019628i,-0.0019123-0.00019925i,-0.0016714+0.00059224i,-0.0014694+0.00097653i,-0.0014942+0.001079i,-0.00033107+0.00059025i,0.00054037+0.00046712i,3.4968e-05+9.0425e-05i,-0.00049373-0.00085973i
-0.00026242-0.0015813i,-0.0010803-0.0018922i,-0.0019682-0.0022422i,-0.0015854-0.0012181i,-0.00015019+0.00030595i,0.00025006+0.00062619i,-0.0003645-0.00042756i,-0.001063-0.0015801i,-0.0018161-0.00099044i,-0.0029446-0.00024105i,-0.0026593+0.00092725i,-0.0011678+0.002238i,-0.00052901+0.002781i,6.8639e-05+0.0020326i,0.00078576+0.0011318i,0.00059337+0.00069217i,0.00035367+0.00023035i,-0.00023942-0.00050248i,-0.00015081-0.000635i,0.00050167+0.00015969i,0.00028124+0.0005539i,-0.00017995+0.00075566i,-0.00017428+0.00054801i
0.0010481+0.0011391i,0.0016051-0.00055166i,0.0016186-0.0016556i,0.0018848-0.00064102i,0.001412+0.00064116i,0.00032286+0.00057157i,8.2522e-05+0.00026533i,0.00011883-0.00040211i,-0.00059434-0.00070352i,-0.0017155-0.00053195i,-0.001027-0.00029551i,-0.00023427-0.00047334i,-0.00073675-0.00063175i,-0.00057259-0.0003237i,-0.00075176-4.4067e-05i,-0.0010583+0.00015305i,-0.00091789+0.00023032i,-0.00093227+0.00017671i,-0.00049299+7.8299e-07i,1.8677e-07+0.00034682i,0.00018373+0.00081636i,-2.881e-05+0.0006909i,-0.00013663+0.00030154i
-0.0014911+0.00079467i,-0.0015633+0.00098562i,-0.0015749+0.00077788i,-0.0012613+0.0012301i,-0.00058382+0.001274i,6.8075e-05+0.0015227i,0.00064334+0.00080783i,-5.9011e-05-0.00095011i,-0.00090332-0.0010238i,-0.00088446+0.00013439i,-0.00098325+0.00052251i,-0.00097361+0.00056379i,-0.00079676+0.00060405i,-0.00062273+0.00088755i,-0.00035529+0.0004425i,0.00020221+0.0002301i,0.00057103+0.00062158i,-0.00026848+0.00049714i,-0.00037478+0.00021746i,0.00069508+0.0001475i,0.0010257+0.00012797i,0.00055303+0.00053473i,0.00039752+0.00068722i
-0.00081042-0.00040582i,-0.0010276-0.00044768i,-0.00017363-0.00032644i,-0.00030106+0.0001939i,0.00084195+0.00067542i,0.0027018+0.0010068i,0.0021598+0.00039334i,-0.00047868-0.00047187i,-0.0012627-0.00096832i,-0.0011059-0.00065243i,-0.0011156+0.00073752i,-0.0004798+0.00094783i,1.2131e-05+0.00038244i,0.00039678+0.00014628i,-8.3194e-05+0.0003182i,-0.00065495+0.001265i,-0.00091063+0.00097662i,-0.0003191+0.00013746i,-0.00022236+0.00018965i,0.00057325-0.00035164i,0.0011226-0.00037102i,0.00076806+5.7675e-05i,0.0013304+0.00013844i
-6.2111e-05+0.00016075i,-0.00052919+0.0010111i,-0.00090383+0.00043148i,-0.00081605+0.00021912i,0.00016715+0.00025991i,0.0011937+0.0012228i,0.0011192+0.0010885i,0.00038577-0.00045843i,-0.00046262-0.00087549i,-0.00058132+0.00038597i,-0.00063732+0.0009719i,-0.0011124+0.00073557i,-0.00053745+0.00081524i,-0.00035982+0.00037715i,-0.00074616+0.00038631i,-0.00031762+0.00061799i,8.0629e-05+0.00032899i,0.00049071+5.0634e-05i,0.00047684+8.6897e-05i,9.6791e-05+0.00019003i,-2.4646e-05-0.00041206i,0.00034083-0.00068872i,0.00032057-0.00026584i
-0.00046644-0.0017638i,0.00017824-0.0026605i,-5.8045e-05-0.0018595i,-0.0009709-0.00064175i,-0.00054659+0.00068408i,0.00047436+0.0011534i,0.00060859+0.00032905i,-0.00044141-0.0002407i,-0.00093554-0.00075063i,-0.00080471-0.00082413i,-0.00094007-0.00021741i,-0.00028361+0.00036351i,0.00026071+0.00072438i,0.00042289+0.00078087i,-0.00011633-0.00013994i,-0.0011465-0.00052958i,-0.00077885-0.0002666i,5.2375e-05-0.00011571i,0.00026338-0.00063782i,0.00084162-0.00081248i,0.00056204-0.0004459i,0.00030877+0.00016542i,0.0010691+1.2482e-05i
0.00019809+0.0014075i,0.00030802+0.0019134i,-0.00045996+0.0013293i,-0.00022304+0.00062538i,0.0013993+0.00091518i,0.0017744+0.00051823i,0.0011966-1.6902e-05i,0.00021769+5.1717e-05i,-0.00086051+7.7399e-05i,-0.00078911+0.00035051i,5.3874e-05+0.00058256i,0.00025658+0.00055867i,-0.00019511+0.00030205i,2.898e-05+0.00053049i,-9.3173e-05+0.001105i,-0.00064865+0.00091793i,-0.00079004+0.00052788i,-0.00066284+0.00035303i,-0.00058211+0.0003734i,0.0001012+0.00015917i,0.00042815+4.0334e-05i,-0.00027796+3.1322e-06i,-0.00043653+7.0758e-05i
0.00032432+0.00023939i,0.00043841+0.0005773i,0.00010176+1.6045e-05i,-0.00098884-0.00046437i,-0.00088434-0.00041809i,-0.00011221-0.00019184i,4.4122e-05-0.00018737i,0.00013642-0.00013743i,0.00071189-0.00089815i,0.00095585-0.0017616i,0.00040242-0.00069959i,0.00029426+0.0006582i,0.00057998+0.00072134i,-0.00076388+0.00013177i,-0.00055608-0.0001684i,0.00068812-0.00017748i,4.7068e-05-0.00029672i,-0.00027226-0.00015408i,0.0004394-0.00012831i,0.00071735+0.00064535i,4.5226e-05+0.00072751i,2.7854e-06-0.00033234i,0.00045424-0.00026529i
-0.00030149+0.00071416i,0.0005952+0.0018043i,0.00071781+0.0021773i,0.00059918+0.0012869i,0.0015894+0.00065662i,0.0022674+0.0014388i,0.0015199+0.0014389i,0.00044204+0.00044121i,-0.00029938-0.00060941i,-0.00040537-0.00022623i,0.00019032+0.00099039i,-1.6871e-05+0.00059073i,-0.00065953-0.00015172i,-0.00034656-0.00050105i,-0.00052512-0.00065743i,-0.0010578-0.00065874i,-0.00093087-0.00036241i,-6.4818e-05+0.00026859i,0.00030374+0.0011801i,0.00023801+0.00088085i,0.00042559-9.7495e-05i,0.00036361-0.00011953i,0.00031604+0.00048581i
-0.00077093+0.00043515i,-0.00018744-0.0003175i,0.00074997-0.00018666i,0.00026552+0.00018964i,-0.00021708+0.00066922i,0.00045544+0.00093374i,0.0010146+0.00074589i,0.0011502+0.0010831i,0.00059722+0.00035312i,-7.0895e-05+6.5557e-05i,-0.00072542+0.00080406i,-0.00093375+0.0004252i,-0.0004905-0.00044354i,-0.00043877-0.00053304i,-0.00033706-0.00016375i,-0.00071607+0.00034036i,-0.00087572+0.00033759i,-0.0003593+0.00041892i,-0.00012767+0.00029619i,5.4483e-05-0.0006637i,-0.00058024-0.00066599i,-0.00076613+0.00049397i,0.00021393+0.0010034i
0.00014392-0.00090005i,-0.0010195-0.00087148i,-0.0011991-0.00071523i,-0.00072664-0.00032223i,0.00024091-0.00025845i,0.0010282-0.00021918i,0.00069357-0.00050314i,-0.00034569-0.0009334i,-0.0010067-0.0010349i,-0.00071502-0.00080697i,-0.00078785-0.0005872i,-0.00089009-0.00065116i,-0.0008876-0.0002058i,-0.00064965-0.00021131i,-0.00031487-0.00049248i,-0.000572-0.00011997i,-0.00048321+0.00056581i,-0.00049245+0.0012586i,-0.00058081+0.0011351i,9.1473e-05-0.00026871i,3.9305e-05-0.0014522i,-0.00017949-0.0011765i,-7.6161e-05-0.00064249i
0.0006816-0.00099105i,0.00035842-0.00079457i,-0.00027692-0.0005987i,-0.00080654-0.0010224i,-0.00043476-0.0012686i,0.0001341+0.00014019i,8.5048e-05+0.00018691i,7.7887e-05-7.5715e-05i,0.00029599+8.2987e-05i,-0.000558-0.000317i,-0.001228-4.9323e-05i,-0.00080779+0.00040211i,-0.00073575+0.00020715i,-0.00072438+0.00025727i,-0.00091309+0.00030807i,-0.00045517-0.00029485i,8.9682e-05-0.0001564i,-5.4631e-05+0.00017811i,0.00021821-0.00049577i,0.00040363-0.00033073i,0.00016697-0.00015384i,0.00048529-0.00043781i,0.00034924+4.562e-05i
0.0001239+0.00013115i,0.00051923-0.0005359i,-0.00038227+0.00035632i,-0.0003638+0.001512i,0.0010861+0.0016233i,0.0019975+0.0012106i,0.0012631+0.00051614i,1.4119e-05-0.0001353i,0.00028051-0.00015882i,5.1038e-05+0.00021286i,-0.00062978+0.00060995i,-9.0364e-05+0.00071412i,0.00049195+0.00049214i,0.00049818-0.0003172i,-0.00011381-0.00060433i,-0.00032152-0.00013314i,0.00034621+0.00033438i,5.8595e-05+0.00081494i,-0.00033456+0.00058276i,-0.00018704+0.0001394i,-0.00049964-0.00023243i,-0.0006709-0.00084286i,-0.00041624-0.00098095i
6.819e-05+0.0023571i,0.00061695+0.0012749i,0.0013893-6.2923e-05i,0.0013862-0.00028761i,0.00069152+5.7651e-05i,0.00082196+0.00019243i,0.00097766+0.00072065i,-0.00010041+0.0008042i,-0.0011979+0.00089594i,-0.00075099+0.001125i,-0.00048373+0.0013793i,-0.00026332+0.0016759i,-0.00026249+0.0010153i,-0.00063784+0.00034879i,-0.001398+0.00010434i,-0.0013725-0.00049851i,-0.00090153-0.0011781i,-0.0001091-0.001211i,0.00060324-0.00030835i,0.00051975+0.00086767i,-0.00018221+0.00073264i,-0.00040163+0.00068664i,-0.00035914+0.0008827i
0.00051336+0.00059954i,0.0010864-0.00066423i,0.0011757-0.00038549i,0.0015381-3.5875e-05i,0.0016655+0.00030315i,0.0014633+0.0010716i,0.00072043+0.0006473i,0.00081925+0.00045516i,0.0004743+0.00053733i,-0.00041679+0.0001115i,0.00015753-0.00038379i,0.00018305-0.00063931i,-0.00068377-0.00048967i,-0.0011766+9.236e-05i,-0.0011032-0.00012974i,-0.00051679-0.00048985i,-0.00038261+6.9015e-05i,-0.00043006+0.00069448i,-0.00047779+0.00056023i,-5.4948e-05-0.00028854i,0.00017319-0.0003904i,0.00028808+0.00024202i,-0.00011061+0.00013814i
-0.00080982+0.00041918i,0.00041891+0.00076751i,0.0005417+0.0015682i,-0.00010242+0.0011786i,0.000491-7.5567e-05i,0.0010423-0.00079521i,0.0010468-0.00063498i,0.00065379+4.1017e-05i,-0.00045196+0.00046016i,-0.0014748-0.00035032i,-0.00091735-0.00078456i,-0.00071311-5.0733e-05i,-0.00070338+0.00060227i,0.00014665+0.00035276i,0.00035911+4.1703e-05i,0.00014844+0.0003795i,-0.00033052+0.00019757i,-0.0010001-0.00067716i,-0.00043714-0.00051884i,-0.00033024+0.00033936i,-0.00097727+0.00065451i,-0.001222+0.00045148i,-0.00063254+0.00051823i
-0.0016771+0.00075861i,-0.00094977+0.00037837i,-0.0004003+0.00036417i,-6.7718e-05+0.0011007i,0.00087825+0.0014432i,0.00079197+0.0011038i,-0.00010618+0.0002954i,-0.00076312+4.3956e-05i,-0.0012867+0.00055681i,-0.0010672+0.0011189i,-0.00016894+0.0012998i,0.00037244+0.00065495i,0.00038511+8.7385e-05i,-0.00084017+3.8419e-05i,-0.0014115+0.00018456i,-0.00050047+0.00039737i,-0.00072971+0.00036432i,-0.0010766+0.00015857i,-2.488e-05-0.00030776i,0.0002621-0.00085282i,-0.00023656-0.00085275i,3.1845e-05-0.00045807i,0.00028123+0.00026089i
0.00087515+0.00094243i,0.0017083+0.00083883i,0.0015411+0.00029617i,0.0010777-0.00080504i,0.00099091-0.00065921i,0.00056674+0.00015243i,-0.00030963-0.00027526i,-0.00027158-0.00012687i,-0.00034808-0.00029337i,-0.00075401-0.00030292i,-0.00049722+0.00027057i,-0.00027777+0.00019762i,0.00050771-0.0002249i,0.00036108-9.7204e-06i,-0.00041735+0.00013927i,0.00025295-0.00010674i,0.00053956-2.6045e-06i,0.00048409+0.00027887i,0.00024958-1.3402e-05i,0.00017042-0.00015299i,0.00052022-0.00023736i,8.9225e-05-2.7739e-05i,-0.00066063+6.3786e-05i
-0.00074723+0.00011425i,-3.0555e-06+0.0012957i,3.0005e-05+0.0017185i,-0.00072296+0.0012909i,-0.00072357+0.0012448i,0.00072226+0.0012767i,0.0014501+0.00083146i,0.00099195+0.00042156i,0.00054559+0.00030039i,3.291e-05-4.6858e-05i,0.00030002-0.00020741i,8.4273e-05-9.7481e-05i,-0.00092143-0.00028259i,-0.0012277+9.3203e-05i,-0.001214+0.000487i,-0.00070984+5.1126e-05i,-0.00032392-0.00087536i,-0.0013259-0.00074604i,-0.0015386+0.00023422i,-3.9617e-05-8.9376e-05i,0.00058085-0.00026848i,-0.00015738+0.00061923i,-0.00052508+0.00036766i
0.0009806-0.00093691i,-0.00046219-0.00098534i,-0.00020995-0.0015958i,-0.00023346-0.00076635i,-0.00032497+0.00041194i,-0.00029539+0.00047231i,-6.0861e-05+0.00076872i,-0.00011037+0.00066576i,-0.00077905+0.00063239i,-0.00052437+0.00055763i,-0.00035557+0.00077293i,-0.00080155+0.00057313i,-0.00081951-0.00048963i,-9.0776e-05-0.00055591i,0.00036364+3.0208e-05i,-0.00052511+0.00056483i,-0.0013814+0.00075287i,-0.00070051+0.00022341i,0.00087755-4.3089e-06i,0.0010252+0.00053658i,0.00035183+0.0005959i,-0.0004042+0.00017678i,-0.0011248+0.00055765i
