-0.0020988-0.00035189i,-0.0036171-0.00089888i,-0.0046756-0.00053389i,-0.0036379-0.00033941i,-0.0033273+0.00031006i,-0.0026652+0.00089341i,-0.00067907+0.001179i,0.00058583+0.0013959i,0.00090182+0.0011432i,0.00051989+0.00046071i,-2.6456e-06-0.0003598i,-0.00034811-0.00014436i,-0.00090408+0.0006016i,-0.00057899+0.00071943i,-5.9531e-05+0.00052131i,9.1246e-05+0.00012446i,0.00023401-0.00040086i,-0.00015577+8.1792e-05i,-0.00039315+9.0827e-06i,-0.000266-0.00017422i,-0.00030458-0.00038017i,-0.00035697-0.00050492i,-9.2816e-05-0.00057006i
-0.0010967-0.0024426i,-0.0013183-0.0021341i,-0.0015037-0.0013042i,-0.001+0.00075312i,-0.0009176+0.0017974i,-0.00056308+0.001721i,-0.00050227+0.0016923i,-4.5449e-05+0.0010446i,-5.0581e-05-0.00028322i,-0.00033637-0.00080834i,0.00070668-0.00058302i,0.00056882-0.00049526i,-1.4311e-05-0.00080099i,0.00012308-0.00050109i,-0.00045584-0.00015017i,-0.00044655-0.00037649i,-0.00052273+6.8272e-05i,-0.00067038+0.00032967i,-0.00014537+0.00055541i,0.00078525+0.00065457i,0.00062335+0.00041222i,0.00055393-3.4853e-05i,0.00064803+0.00069452i
-0.00169+0.0023738i,-0.00093651+0.0015808i,-0.00063581+0.0016939i,0.00095814+0.00080658i,0.0017586-0.00028454i,0.0010184-0.00019803i,0.00059886+0.00012888i,0.00039691+0.00028409i,-0.00023708-0.00041457i,-0.00091561-0.00071827i,-0.00062431+0.00010422i,0.00012982+0.00046065i,0.00066309+9.689e-05i,0.00028226+0.0005174i,-0.00014544+0.0011584i,-4.4075e-05+0.0006677i,0.00033109-0.00031541i,0.00031881-0.00040953i,-4.4094e-05-0.00026881i,0.00025812+7.3994e-05i,0.00022916+0.00077228i,-0.00023521+0.0011805i,-0.00045273+0.0013111i
-0.00071422+0.0011732i,-0.0011477-0.00037823i,-0.00071483-0.0011034i,-0.0010133-0.0008897i,-0.0013101-0.00073567i,-0.0010143-0.00064343i,-0.00033978-0.00075171i,0.00064394-0.00063443i,0.0010183-0.00035274i,0.00020045-0.00073447i,-0.00037189-0.00013209i,0.00027069+0.00030705i,-0.00012754+0.0001073i,-0.00074403+0.00045798i,-0.00053657+0.00062405i,-0.00063194+0.00061736i,-0.0010729+0.00010833i,-0.00042584-0.0003946i,0.00029916+0.00023041i,0.00025354+0.00046845i,0.00012283+0.00021601i,9.9966e-06+0.00032078i,0.00086303+7.953e-05i
0.0012933+0.0002465i,-0.00036099+0.0015842i,-0.0014284+0.0015707i,-0.00098319+0.00098055i,-0.00065208+0.00056802i,-0.00142+0.00038039i,-0.0013271+0.0011484i,-0.00031473+0.0008437i,-0.00060044+0.00023484i,-0.00086365+0.00032788i,-0.0011269+6.1927e-05i,-0.0011857-0.00049031i,-0.0012522-0.00062786i,-0.0013049-0.00057474i,-0.00099003-0.00038201i,-0.0012099+0.00016616i,-0.00063414+0.00058643i,-6.5212e-05+0.00091481i,-0.00011153+0.0010982i,-3.7757e-06+0.00040484i,0.00025415+8.8228e-07i,2.1255e-05-2.2534e-05i,-0.00022122+0.00018987i
0.0013892-0.00057427i,0.0016785-0.0018213i,0.0017882-0.002116i,0.00084162-0.0017288i,0.00021895-0.0021743i,0.0004335-0.00067918i,0.00047104+0.00099236i,0.00070123+0.00091506i,0.00052863-0.00030125i,-0.00027781-0.00088618i,-0.00080283-0.00045577i,-0.00052029-0.00036721i,-0.00081451-0.00056517i,-0.0010842-0.00071285i,-0.00034513-0.0006653i,0.00036003-0.00081716i,0.0007789-0.00079918i,0.00010803-0.00083987i,-0.00037354-0.00043582i,0.00029547+0.00058753i,0.00072419+0.00031442i,0.00056059-0.00010506i,-4.7127e-05+0.0001753i
-0.00016723-0.00021344i,-0.00044528-0.00049017i,0.00022779+0.00017539i,-0.00015244-0.00025295i,-0.00044514-0.0010618i,-7.9765e-05-0.00026471i,0.00024987+0.00043687i,0.00026158+0.00028914i,9.829e-06+0.00050488i,-0.00016565+0.00063547i,0.00023828-0.00014372i,0.00079444-0.00067883i,8.6451e-05-0.00082602i,-0.00097451-0.0010288i,-0.00080896-0.00066324i,-2.7404e-05-0.00041551i,0.00039917-0.00090609i,-3.3749e-05-0.0011435i,-0.00038024-0.00030475i,-0.00031089+5.402e-05i,-6.8057e-05+0.00013149i,0.00039848+0.00078537i,0.00055062+0.00098725i
-0.0010788+0.0014497i,-0.0018168+0.0014841i,-0.0014822+0.0022046i,-0.0013451+0.0016832i,-0.00091645+0.00059738i,-0.0004169-0.00047709i,-0.00020432+1.9132e-05i,-0.00028534+0.00061268i,-0.00059064+0.00044754i,-2.4222e-05+2.5504e-05i,0.00039674+7.0591e-05i,0.00014528+0.00034396i,3.8114e-06-0.00029156i,0.00015356-0.00011646i,-0.00014952+0.00042615i,-0.00040071+0.00020563i,-7.7693e-06-0.00012806i,8.7581e-05-2.2994e-05i,2.053e-05+0.00034851i,0.00027176+0.00036915i,-0.00012131-0.00019467i,-0.00063107-0.00071565i,-0.00062051-0.00052255i
0.0018161+0.0010847i,0.0043411+0.0028123i,0.0023146+0.0015361i,0.0013593+0.00037558i,0.00085538-4.7049e-05i,-0.00018353-0.00043125i,0.00011495-0.00063079i,0.00079761-0.00046926i,0.00054903-0.00041184i,0.00021695-0.00012064i,-0.00057212-0.00018968i,-0.0010763-0.00092828i,-0.00030742-0.0010523i,-0.00021307-0.00051795i,-0.00031265-0.00029498i,-0.00049286-0.00038783i,-0.0009852-0.00023397i,-0.00048521-2.9189e-05i,-0.00033064+0.00078683i,5.8175e-05+0.0011556i,0.00092379+0.00067398i,0.0012586+2.9647e-05i,0.0011012+0.00057623i
0.0010718-0.00016092i,0.0012818+0.00087735i,-0.0010992-0.00032249i,-0.0025308-0.00063766i,-0.0012849-0.00034413i,-0.00086939-0.0002774i,-0.0011085-0.00060203i,-0.00023013-0.0010581i,4.744e-05-0.0010063i,-0.00073549-0.00047904i,-0.00040062-0.00011921i,0.00036492-0.00042664i,-0.00021745-0.00058418i,-0.00045808-9.9838e-05i,-0.00035499-0.00047081i,-0.00069844-0.0012471i,-0.00044044-0.0011859i,0.00014461-0.00079049i,0.00029566-0.00033635i,-0.00028118-3.3096e-05i,-0.00061075-0.00015429i,-0.00090625-1.1915e-05i,-0.00054021+0.00026563i
-0.0011928+0.00011053i,-9.4502e-05+0.00074636i,-0.0010735+4.442e-05i,-0.0013765-0.00063431i,-0.00050765-0.00064515i,-0.00011446-0.00046305i,-0.00027181+0.00056402i,0.0002667+0.00068414i,0.00049888-0.00027643i,-0.00049668-0.00041037i,-0.00073982-0.00024745i,-0.00017215-0.00076379i,-8.9996e-05-0.00072017i,-0.00049695-0.00010426i,-0.00037559-0.00033313i,-0.0004243+0.00025996i,-0.0011517+0.00047372i,-0.00068338+7.7608e-05i,-0.00057095+0.00067748i,-0.0002165+0.00053883i,0.00053075+0.00029874i,0.00043925+0.00033168i,0.00064879+0.00029705i
0.00069503-0.00050429i,0.00054756-8.243e-05i,0.00063174+0.00065983i,0.0012696+0.00086306i,0.00064204-6.2822e-05i,9.0343e-05-0.00084688i,-6.1992e-05+0.00023346i,0.00012336+0.00038937i,0.00086997-0.00094199i,0.00022696-0.0006817i,-0.00093383-0.00013671i,-0.00062024-0.00054288i,-6.0522e-05-0.00070238i,-0.00042206-0.00047115i,-0.0016131-0.00036536i,-0.0018293+1.5983e-05i,-0.0011487+0.00042624i,-0.00052747+0.00072489i,7.518e-06+0.00019397i,0.00023882-0.00059524i,0.00015009-7.5703e-05i,0.00012983+0.00063014i,0.0003533+0.00021115i
0.00086269-0.00050254i,0.00044119-0.00050558i,-0.00056031-0.0015746i,-0.00099899-0.0020047i,-0.00070411-0.0012021i,-4.1518e-05-0.00047675i,0.00033585+0.00062108i,0.00065611+0.0010168i,0.0014125-8.1274e-05i,0.001229-0.0011189i,0.00034174-0.0011645i,-0.00028192-0.0010235i,-0.0011159-0.00093926i,-0.0012438-0.00026307i,-8.1184e-05-0.00034983i,0.0006735-0.00065826i,0.00042012-0.00044298i,0.00010738+0.00033069i,-5.5443e-05+0.00024881i,0.0001904+5.6798e-05i,-0.00015875+0.00055525i,-0.0005109+0.00052276i,-0.00057541+0.00030631i
0.00030394-0.00087155i,0.0019133-0.00049893i,0.00083767-0.00086148i,-0.00069014-0.00051232i,-0.0013336-0.00064966i,-0.001047-0.00020863i,-0.00029887+0.00076635i,0.00022964+0.00061064i,0.0010338-0.00092412i,0.0010504-0.002227i,0.00028258-0.0018854i,-0.00077798-0.0015964i,-0.0011763-0.0014421i,-0.00051606-0.0010864i,0.00022972-0.00068227i,0.00043312-0.00049779i,0.00023269-8.0342e-05i,6.1731e-05+0.00038138i,0.00030003+0.00047047i,-8.702e-05+0.00038767i,-0.00055245-0.00051015i,-0.00029537-0.00090061i,-0.00052789-0.0007482i
0.00099694-0.0004022i,9.9997e-05-0.00044206i,0.00068326-0.00029178i,0.00092226-5.9809e-05i,0.00015416+7.8826e-05i,4.1797e-05+0.0013104i,0.00049573+0.0012487i,0.00043202+0.00032388i,-0.00014831-0.0010336i,-0.00056666-0.00097532i,-0.00056366-3.0221e-06i,-0.00059868+1.1333e-05i,-0.00079776-7.0853e-05i,-0.0010915+0.00018115i,-0.0010297-0.00041394i,-0.00080549-0.00098025i,-0.00052583-0.00068613i,-0.00015148+1.4123e-06i,-0.00045623+3.9368e-06i,-0.00026601-0.00068609i,0.00034328-0.00071562i,0.00010432+0.0001823i,-0.00011652+0.0005675i
0.0015516-0.00039258i,0.0018361-0.0017269i,0.0019685-0.0029129i,0.0013765-0.0024555i,0.00075714-0.0015812i,0.00069242-4.2978e-05i,0.00094611+0.00062758i,0.00059496-9.4537e-05i,0.0011379-0.00041359i,0.00097534+6.438e-05i,3.2373e-06-4.254e-05i,6.5778e-05-0.00094048i,0.00031839-0.0010107i,-0.00038543-0.00035631i,-0.00064488+0.00047069i,-0.00046644+0.00027637i,-0.0012408-0.00055966i,-0.0010912-0.0009881i,1.8399e-05-0.0005094i,0.00069536+0.00052684i,-6.4553e-05+0.00095295i,-0.00080121+0.00055684i,-0.00045161+0.00055295i
0.0017019-0.00027011i,0.0017967+0.0010076i,0.0014801+0.00093828i,0.00046253-0.00049021i,-0.0007692-0.0015996i,-0.0016526-0.0014411i,-0.0010479-0.0006151i,-0.0003602-1.3726e-05i,0.00035405+5.138e-05i,0.0006543-0.00042866i,6.035e-05-0.00047678i,-0.00024554-0.00039251i,-0.0004619-0.00039928i,-0.00055243+5.1157e-05i,0.00020106+0.00027217i,0.00024966-0.00053699i,-0.00017627-0.000472i,-0.00069548+0.00013363i,-0.001088+0.00014083i,-0.00029158+0.0005962i,7.6378e-05+0.00090575i,0.00034625-0.00010469i,0.00028151-0.00035756i
0.00016613+0.00082219i,5.4115e-05-0.00026964i,0.00010458-0.00018666i,0.00057191+0.00057634i,6.5437e-05+0.00076314i,-0.00097509+0.00099587i,-0.00062639+0.00075074i,0.00054427-0.00042596i,-0.00010652-0.00077889i,-0.0012007-0.00079928i,-0.00087457-0.00029392i,-0.00021644+0.00080587i,-0.00049116+0.00086681i,-0.000298+0.00046869i,-0.0003485-0.00013827i,-0.00057954-0.00035795i,-0.00043289+5.1343e-05i,-0.00088184-0.00066036i,-0.00094381-0.00077773i,-0.00016963-0.00035408i,-8.4434e-05-0.00030589i,-0.00010446-3.923e-05i,0.0001929+0.00013636i
-0.0005352+0.00033409i,-0.00018476-0.00030343i,0.00043533+0.0006083i,0.00045734+0.0010339i,0.00041187+0.00067802i,-0.00026467+0.00082796i,-0.00078873+0.00099566i,0.0002449+0.00012879i,0.0011473-0.00067011i,0.00058857-0.00036687i,-0.00072781+0.00030685i,-0.00063128+0.00013474i,5.1452e-05+0.00016045i,-0.00012891+0.00079993i,-0.00060347+0.00051836i,-0.00095456+4.1577e-05i,-0.0008781+0.00025541i,-0.0009373+4.9694e-05i,-0.00075124-0.00023642i,-0.00013865+0.00055537i,4.1634e-05+0.00071814i,-9.5905e-05-0.00046318i,-0.00023905-0.00039356i
0.00070942+0.001936i,0.0009216+0.0022296i,0.00061734+0.0017533i,0.00095059+0.00017421i,0.001288-0.00038324i,-4.0182e-05+0.0004298i,-0.00082157+0.0010414i,0.00013341+0.0013712i,0.00056404+0.00053595i,0.0004236-0.00045649i,0.00034163-0.00077398i,0.00049764-0.00015178i,8.7359e-05-0.00037696i,-0.0004755-0.00030894i,-0.00023071+0.00025726i,0.00025407-0.00012373i,0.0003741-0.00022004i,3.4281e-06-0.0001104i,3.3693e-05-0.00014587i,0.00085301+3.8527e-05i,0.00051007-0.00035527i,-3.0509e-05-0.00051309i,-9.1496e-05-0.00045349i
0.0006647-0.0015144i,0.00070847-0.0011276i,0.00042927-0.0010862i,-0.0002113-0.00079716i,-0.0006136-9.4172e-05i,6.4294e-05+0.0007041i,0.00052819+0.00078333i,0.0013161+0.00038106i,0.0014131-1.7883e-05i,0.00053408-0.0003352i,7.8746e-05-0.00048285i,-0.00062898-0.00078836i,-0.00097186-0.00074205i,-0.00040849-9.7082e-05i,0.00025272+0.00084427i,1.8931e-05+0.0011255i,-5.1494e-05+0.00074091i,0.00028972+0.00022361i,0.00016999+0.00018258i,-0.00041556+0.00045796i,-0.00039283+0.00056138i,-0.0004457+0.00060337i,-0.0005938+0.00070238i
0.0010013-0.00062106i,-0.0002837-0.00072034i,-0.00033833-0.00043274i,-0.0003163-0.00019077i,-0.0012646+0.00020398i,-0.0014055+0.00070648i,-0.00071447+0.00065378i,0.0006036+0.00023686i,0.0009729+0.00034854i,0.00067572+4.1505e-05i,0.0002554+0.00071961i,9.1614e-05+0.00060499i,0.00030909-3.8485e-05i,9.1993e-05+0.00027364i,-0.00015863+0.0007862i,0.00039882+0.00088891i,-5.0665e-06+0.00087195i,-0.0013186+0.00043008i,-0.0007667-0.00034865i,1.7722e-05-0.00094743i,8.4554e-05-0.00079577i,0.00025106-0.00030088i,0.00031882-0.00021538i
-0.00090877+0.001298i,-0.00037049+0.00080563i,-0.00050251+0.00099128i,0.00018299+0.0011582i,0.00096315+0.00083839i,0.001076+0.0010679i,0.0004947+0.0014391i,0.00033621+0.0010926i,-0.00014391+0.00075626i,-0.00055081+0.00079232i,0.00018566+0.00041093i,0.00044407-0.00058389i,-0.00016354-0.00048036i,-0.00014016+0.00015452i,-0.00052953-0.00038347i,-0.00085169-0.00073013i,-0.00045086-0.00032995i,8.9034e-05-0.00032043i,0.00072854-0.00053372i,0.00064256-0.0002082i,0.00011851+1.5399e-05i,-0.00026297-0.00026685i,0.00037887-0.00050003i
-0.0020163-0.0015717i,-0.0005888-0.0013366i,-0.00068151-0.00091371i,-0.0022643+0.0005732i,-0.0018456+0.0014384i,-0.00070825+0.0016019i,-0.00052503+0.00078072i,-4.4822e-05-9.9987e-05i,0.00028053-0.00033675i,-0.0010156-0.00038324i,-0.0013975-0.00062369i,-0.00053854-0.00041061i,-0.00039281-0.00010976i,-0.00053923-5.9305e-05i,-0.00013627+0.00025235i,7.4836e-05+0.00016575i,-0.00028153-0.00010811i,-0.0011877+6.2488e-05i,-0.0014304-7.2413e-05i,-0.00061417-0.00063293i,-0.00043738-0.00062819i,-0.00082072+0.00026934i,-0.00046086+0.001147i
0.00023262+0.001083i,0.00033206+0.0016787i,0.00099406+0.0017666i,0.0015003+0.0014242i,0.00080721+0.0011813i,-2.981e-05+0.00059729i,-1.7929e-05+0.00056577i,0.00053051+0.00039579i,0.00040632-0.00032111i,-0.00018013-8.1782e-05i,4.9702e-05-0.00021469i,0.00054283-0.00063973i,-0.00032841-0.00078483i,-0.00093513-0.00095371i,-0.00096163-0.00075415i,-0.00096227-0.0010132i,-0.00019932-0.00076027i,0.00010104-0.00057236i,-0.00021803-0.000218i,-0.00060545+3.3905e-05i,-0.00083123-0.00036171i,-7.6414e-05-3.0765e-05i,0.00037096+9.4199e-05i
0.0020636+7.4717e-05i,0.0016156-0.00064353i,0.00233-0.0017654i,0.0014449-0.0021858i,0.00034227-0.0020648i,-0.00096662-0.00090911i,-0.001181-0.00015631i,0.00032926-9.514e-05i,0.00063254-0.00055365i,0.00017964-0.00089377i,0.00037826-0.00065837i,0.00046765-0.00090402i,5.9796e-05-0.0016694i,3.0103e-05-0.0015873i,-0.00011172-0.0002786i,-0.0006362+7.3625e-05i,-4.5036e-05-0.00085507i,0.00019977-0.0009219i,-0.00040039-5.061e-05i,-0.00014982+0.00020105i,-0.00038761+2.1737e-05i,-0.00086977-0.00031939i,-0.00078223-0.00011712i
-0.00082497+0.0010999i,0.00014873+0.0011998i,0.0014112+0.0006632i,0.0013071+0.00091184i,0.0008285+0.0011727i,2.8838e-05+0.0011258i,-0.00052375+0.0012573i,0.00018116+0.0010498i,0.00063317+0.00048733i,0.00011723+0.0006692i,-0.00059156+0.00067566i,-0.0011164-0.0002724i,-0.0010713-0.00073047i,-0.00066091+0.00011821i,-0.00035102+0.00055508i,-0.00059505+0.00055237i,-9.6879e-05+0.00080691i,0.00043207+0.00052858i,-0.0003951+0.00012514i,-0.00075167+0.00037637i,-0.00012473+0.00061317i,0.00014598+0.00026135i,-0.0001847+0.00071862i
-0.0010092+0.00057006i,-0.00097821+0.00015673i,-0.00040773+0.00033376i,3.2779e-05+0.00063547i,-0.00038147+0.00067106i,-0.00045616+8.3088e-05i,-1.4586e-05+0.0004704i,0.00021487+0.00036075i,0.00032159-0.00063397i,-2.0784e-05-0.00062344i,-0.00063552+0.00041012i,-0.00083+0.00046011i,-0.00070011-0.00036204i,0.00014982-0.00059619i,0.00083676-0.00043086i,0.0003203-0.00028832i,-0.00033282-0.00040537i,2.8678e-05-0.00037472i,0.00030564-0.00045142i,0.00034552-0.00084643i,0.00037293-0.00026828i,0.00017971+0.00078579i,6.34e-05+0.00096863i
-0.00045756-0.00021394i,0.00011246-0.0010183i,-0.0001601-0.00091707i,-0.0002264-0.00087378i,-0.0008771-0.00027051i,-0.00094203+0.00038996i,0.00026383-0.00012058i,0.00054233-0.00033864i,-0.00011327-0.0003266i,0.00021735-0.00031295i,0.00034531-0.00029176i,3.8152e-06-0.00058903i,-0.00034894-0.0010648i,-0.00033435-0.001385i,6.9568e-05-0.00042956i,0.00035058+0.00071595i,0.00031474-2.2085e-05i,-0.00010772-0.00058537i,-0.00034747-0.0002103i,-0.00048806-0.0009628i,-0.00024132-0.00073455i,0.00013153+0.00070559i,-0.00014333+0.0014239i
-0.00025239-0.0016923i,-0.00085581-0.00083986i,-0.0009438-0.00044742i,-0.0015273-3.9515e-05i,-0.0019215+8.9117e-05i,-0.0010308+0.0008468i,0.00021496+0.0011904i,0.00044778+0.00046954i,0.00031604-0.0003304i,0.00010093-0.00010504i,-0.00071994+0.00041565i,-0.00057451-0.00023184i,-0.00058753-0.00099052i,-0.00085366-0.00075141i,-0.00025126-2.7596e-08i,0.00048058+0.00010197i,0.00056738+0.00021579i,0.00029912+0.0010717i,-0.00031402+0.0009794i,-0.0006024+0.00053809i,-0.00039388+0.00049319i,-1.0145e-05+0.00011187i,0.00016115-0.00040529i
0.00079989-0.0032617i,0.0015421-0.002596i,0.0017572-0.0023772i,0.00083922-0.0018051i,-0.00066602-0.0013842i,-0.00047629-0.00017594i,0.00055294+0.00072837i,0.0009998+0.0011412i,0.00078769+0.00070115i,0.00023997-0.00041996i,-0.00011469+3.5459e-05i,7.3818e-05+0.0012244i,-4.3126e-05+0.00061825i,-0.0003173-0.00047887i,0.00021635-0.00053656i,0.00074289-0.00055683i,0.00081143-0.0003312i,0.00047256+0.00049869i,0.00039723+0.00089094i,0.0009015+0.00090113i,-1.1451e-05+0.00050761i,-0.00036392+0.0006606i,0.00049223+0.00074098i
-8.9126e-05+0.00017857i,-1.4381e-05+0.00019295i,0.0002515+0.00049756i,0.00096476+0.00067242i,0.00082318+0.00091032i,-3.0984e-05+0.00041306i,0.00015175-0.00039275i,0.00014266+0.00022596i,0.00032097+0.00087956i,0.000358+0.0005949i,-0.00020335-0.0002363i,-0.00054469-0.00065301i,-0.00091308-0.00041607i,-0.0013383-0.00061074i,-0.0012501-0.00028432i,-0.00060937+0.00012215i,-0.00010412-0.0001226i,5.3834e-05-0.00020002i,-9.5051e-05+0.00012491i,-0.00025986+0.00035732i,-0.00023639+0.00036431i,0.00063586+0.00057533i,0.00076626+0.0013497i
-6.6207e-05+0.0011138i,-0.00049044+0.0021231i,-0.0013207+0.0016596i,-0.00053325+0.00053206i,0.00020105-7.8088e-06i,0.00024377-3.9722e-05i,0.00084062+0.00075034i,0.0015785+0.0010517i,0.00088252+9.0357e-05i,0.00026477-0.00045879i,0.00058834-3.0333e-05i,0.00089646+0.00016286i,0.00071503+9.1831e-05i,-4.2282e-05+0.00017103i,0.00059989-0.00014954i,0.00078899-0.00057756i,0.00024716-0.00018433i,0.00060585+0.00079293i,0.00069535+0.00084438i,0.00054441+0.00051612i,-0.0002038+0.00026717i,-0.00034441+8.1798e-05i,0.00052395+0.00034374i
0.00049693-0.00070663i,0.00098413-0.00040334i,0.00052212-0.00086118i,0.00027303-0.0016988i,0.00052363-0.0014532i,-0.00025228-0.00051072i,-0.0013604+0.00057484i,-7.4441e-06+0.00054772i,0.001054-0.00020243i,9.2605e-05-0.00043964i,1.3881e-06-0.00027267i,0.00046792-0.00031763i,0.00023462-0.00035032i,-0.00025094-0.00057557i,-0.00085645-0.0007813i,-0.00065201-0.00076404i,-8.6227e-05-0.00080688i,0.00015589-0.0010708i,5.107e-05-0.00050452i,5.8801e-06+0.00010389i,6.7198e-05-0.00019209i,0.0004405+0.00011412i,0.0010023+0.00020889i
0.00084278-0.00011231i,0.0010969-0.00026305i,0.0011214-0.0006859i,0.00036071-0.0010342i,-0.00028978-0.00087487i,-7.4044e-05+0.00030097i,3.0041e-06+0.0012163i,-6.4719e-05+0.00045433i,-0.00036086-0.00097016i,-0.00057198-0.0015936i,-0.00073445-0.0011314i,-0.00081404-0.00046436i,-0.0007986-0.00026713i,-0.00096353-0.00061321i,-0.00049151-0.0009891i,-0.00025528-0.00040227i,-0.00035679-3.7502e-05i,-0.00046819+0.00016364i,-0.00040661+0.00022049i,-0.00056243-0.00054798i,-0.0010572-0.000659i,-0.001196+0.00014797i,-0.00068036+0.00042073i
0.0023167+0.00071785i,0.0021916-0.00030392i,0.0023154-0.00091105i,0.0021878-0.00034785i,0.0017283+2.5677e-06i,9.9878e-05+0.00035208i,-0.00067574+0.00096807i,0.00021464+0.00065883i,0.00045974+0.00017979i,-0.00031902+0.00039781i,-0.00073856+0.00020766i,-0.00058757-0.00051118i,-0.0010381-0.00031605i,-0.0010152-0.00028807i,-0.00047998-0.00074619i,-0.00020032-0.00068359i,-5.0201e-05+7.9902e-06i,-0.00073332+0.00089617i,-0.00115+0.00067144i,-0.00031606-0.00042072i,-0.00027826-0.0011536i,-0.0011791-0.00090291i,-0.00065626-0.00056814i
-0.000422+0.0011973i,-0.00048774+0.0012433i,-0.00058202+0.001953i,-0.00056743+0.00091472i,-0.00097892-0.00016977i,-0.0012356+0.0001905i,-0.00060483+0.00094441i,0.00049893+0.0014252i,0.0011558+0.0011251i,0.00055737+0.00014784i,-9.1651e-05-0.00056715i,-3.5621e-05+4.3281e-05i,-8.8778e-05+0.00024908i,-0.00091645-0.00020503i,-0.00080707-0.00075529i,0.00017572-0.0011358i,0.00049339-0.00025057i,0.00034752+0.00086545i,7.5198e-05+0.00082561i,0.00011267+3.1596e-05i,-0.00014855-0.00058888i,-7.3546e-05-0.000345i,0.00076582-0.00010224i
-0.00047402-0.0011395i,-0.0010164-0.00053244i,-0.0018496-0.0005166i,-0.0018749-0.00092804i,-0.0013589-0.00029534i,-0.00066405+0.0002326i,-0.00013014-0.0005168i,0.0003824-0.0010252i,0.00033377-9.5055e-05i,-0.00010644+0.00017396i,0.00085626-0.00017645i,0.0015401-0.00038409i,0.0010807-0.00042874i,0.00024884+4.8389e-05i,0.00041642+0.00024594i,0.00087558+0.00062356i,-1.4798e-05+0.00087477i,-0.0013078+0.00031672i,-0.0014686-2.8463e-05i,-0.00070326+6.1395e-05i,0.000145+0.00060899i,-0.00021925+0.00086303i,-0.00080201+0.00034384i
0.00062219+0.00027185i,0.0010049-0.00034487i,0.0015173-0.00146i,0.0012079-0.0010543i,-0.00017957-0.00024075i,-0.00083781+0.00017388i,-0.00095266+8.0197e-05i,-0.00063851+0.00026288i,-0.00045325-7.9574e-05i,-0.00078321-0.00055057i,-0.00076375+7.3703e-05i,-8.1352e-05+0.00032934i,0.0007221-0.00058128i,0.00050562-0.0012377i,0.00033909-0.00074087i,0.00030872-0.00023198i,-0.00034523-9.5184e-05i,-0.0010923-0.00032337i,-0.00084188-0.00021288i,-0.00015176-7.068e-05i,0.00013916-4.8663e-05i,0.00021674-5.7977e-05i,1.8948e-05-0.00015705i
-0.0015351+3.1795e-05i,-0.00015266+0.001131i,-0.00057207+0.0023522i,-0.00094565+0.0012152i,-0.00050976-0.00029726i,-0.00055423+6.8868e-05i,-0.00013315+0.00089879i,0.00053221+0.0012184i,0.00041384+0.001114i,-0.00016401+0.00093357i,-0.0001745+0.00067988i,-0.00017284-0.00017375i,-0.00015251-0.00046821i,0.00030099-0.00048004i,-0.00022884-0.00035825i,-0.00056941+0.00012364i,-0.00078965+9.2586e-05i,-0.000454-0.00017596i,-0.00022939-0.00051583i,-0.00057528-0.00083996i,-0.00041907-0.00047767i,-0.00029829-0.00022418i,0.00023077+0.00021007i
-0.00046061-0.0010654i,-0.00013016-0.0010617i,-0.00052424-0.00054826i,-0.00020395-0.00049903i,0.00066988-8.439e-05i,0.00091532+0.00032566i,0.00071028+0.00067736i,6.2287e-05+0.00047686i,-0.00070226-0.00048238i,-0.0010546+2.0088e-05i,-0.00077991+0.00054039i,-0.00011866-0.00020486i,0.00017142-0.00035894i,-6.0119e-06-6.9211e-05i,0.00033172-0.00042549i,0.00045504-3.4868e-05i,-0.00048828+0.00026906i,-0.0004129-0.0008511i,-0.00034989-0.0015286i,-0.00076982-0.00055262i,-0.00045054+0.00073351i,-0.00063309+0.0010914i,-0.0010083+0.0011189i
0.00064523+0.00090655i,0.0015363+0.00062837i,0.001084+0.00027668i,0.00016274+0.00029009i,-0.0001916+0.00046786i,0.00027489-4.0822e-05i,0.00024384-0.00035858i,0.00060286-0.00025578i,0.00080551-0.00021729i,0.00062155-1.769e-05i,0.00043511-0.00021941i,5.3397e-06-0.00052588i,-4.8683e-05-0.00047888i,-0.00015103-0.00045017i,-0.0003924-0.00055388i,-0.00037824-0.00024955i,-0.00042888-0.00039156i,-0.00098615-0.00072221i,-0.001049-0.00026233i,-0.00067179+0.00016284i,-0.00019891-0.00014803i,-0.00050022-0.00088997i,-0.00097035-0.00099235i
-0.0011436-1.5072e-05i,-0.001349+0.00036577i,-0.0024184+0.00074597i,-0.0017869+0.00025918i,-0.00050606-0.00017143i,0.00028216+0.00019775i,0.00063488+0.0010259i,9.8827e-05+0.00070304i,-0.00059109-4.4065e-06i,-0.00088766+0.00015039i,-0.0010079+0.00042835i,-0.00052576+0.0001373i,-0.00088633-0.00079992i,-0.0011028-0.0010777i,-0.00057499-0.00063279i,-4.8934e-05-0.00059605i,1.3671e-05-0.00083667i,0.00044644-0.000522i,0.00033237+0.00022316i,-0.00097682-6.5908e-05i,-0.00099567-9.5341e-05i,-6.5503e-05+0.00032223i,0.00017602+0.00013465i
