-0.0020988-0.00035189i,-0.0036171-0.00089888i,-0.0046756-0.00053389i,-0.0036379-0.00033941i,-0.0033273+0.00031006i,-0.0026652+0.00089341i,-0.00067907+0.001179i,0.00058583+0.0013959i,0.00090182+0.0011432i,0.00051989+0.00046071i,-2.6456e-06-0.0003598i,-0.00034811-0.00014436i,-0.00090408+0.0006016i,-0.00057899+0.00071943i,-5.9531e-05+0.00052131i,9.1246e-05+0.00012446i,0.00023401-0.00040086i,-0.00015577+8.1792e-05i,-0.00039315+9.0827e-06i,-0.000266-0.00017422i,-0.00030458-0.00038017i,-0.00035697-0.00050492i,-9.2816e-05-0.00057006i
-0.023304-0.1102i,-0.061184-0.20235i,-0.094265-0.20593i,-0.073052-0.097021i,-0.024818-0.020839i,-0.053157-0.035078i,-0.12478-0.022874i,-0.11167+0.020571i,-0.049934+0.021893i,-0.017083+0.0093811i,-0.0039297+0.0072346i,4.0249e-05+0.0040963i,7.6046e-05+0.0057033i,-2.6303e-05+0.0077564i,-0.0016326+0.006677i,-0.00044434+0.0071265i,0.0027281+0.0043333i,-0.002264-0.0052155i,-0.021563-0.011281i,-0.040851-0.0043761i,-0.040766+0.002879i,-0.02839-0.0012138i,-0.018667-0.0074323i
0.082073+0.070029i,0.16825+0.12003i,0.20325+0.10011i,0.12134+0.01955i,0.020343-0.0060486i,0.039556+0.01872i,0.097004+0.0032754i,0.071199-0.012295i,0.020901+0.0080014i,0.0031666+0.013169i,-0.00035759-0.0023697i,-0.0018982-0.016472i,-0.0061434-0.024137i,-0.0083014-0.021687i,-0.0045245-0.016417i,-0.0011943-0.010215i,0.00017008+0.0019606i,0.0054618+0.014509i,0.017463+0.017468i,0.025381+0.0091192i,0.020651+0.001325i,0.012265-0.00060283i,0.0075659-0.0023873i
-0.11022-0.0016296i,-0.20906+0.0099447i,-0.22745+0.043823i,-0.10893+0.051757i,0.0026831-0.0058017i,-0.018727-0.033771i,-0.060907+0.019811i,-0.032528+0.047504i,-0.0050944+0.020605i,-0.0075352+0.0064442i,-0.0092752+0.010165i,-0.007404+0.015079i,-0.0035447+0.019069i,-0.00024932+0.017586i,-0.0015443+0.013839i,-0.0039826+0.0077344i,-0.006191-0.00014792i,-0.0078792-0.0011433i,-0.0045889+0.0095801i,0.0045726+0.02362i,0.0094818+0.028379i,0.0031672+0.025179i,-0.0038452+0.022523i
0.084532-0.066823i,0.15838-0.13742i,0.15346-0.17351i,0.036209-0.10925i,-0.052055+0.0050261i,-0.017049+0.031614i,0.038348-0.03087i,0.040067-0.053407i,0.027827-0.020569i,0.019052+0.00035372i,0.0033618+0.00060699i,-0.012922-0.004821i,-0.023511-0.0063473i,-0.021961-0.00054605i,-0.010281+0.0036149i,0.0013899+0.0051321i,0.01127+0.0033i,0.018996-0.007387i,0.017626-0.029743i,0.0070063-0.050825i,0.0032837-0.050957i,0.011392-0.037403i,0.015796-0.026882i
-0.021478+0.10112i,-0.039142+0.20146i,-0.018284+0.23365i,0.035856+0.12557i,0.042645-0.0080696i,-0.011759-0.021204i,-0.037993+0.033782i,-0.025456+0.02891i,-0.022256-0.0080888i,-0.020087-0.0092543i,-0.0076842+0.0037715i,0.0070519+0.0089245i,0.020845+0.0077525i,0.026569+0.0039588i,0.022236+0.0013579i,0.012402-0.00056042i,-0.00053797-0.00083034i,-0.011917+0.0066067i,-0.014728+0.024608i,-0.0081953+0.037822i,-0.0053497+0.032228i,-0.0095274+0.021477i,-0.0097425+0.015016i
-0.042753-0.092875i,-0.086981-0.18588i,-0.12686-0.20488i,-0.11764-0.074997i,-0.042166+0.071629i,0.035695+0.076819i,0.044606+0.0013128i,0.023267-0.02331i,0.02399-0.014642i,0.024452-0.018123i,0.011499-0.015625i,-0.0025865-0.0032656i,-0.012497+0.0068394i,-0.015968+0.0087988i,-0.015162+0.0018839i,-0.013154-0.0066685i,-0.0087947-0.010259i,-0.0056413-0.014226i,-0.0096509-0.020611i,-0.016199-0.020859i,-0.016104-0.014555i,-0.012693-0.012365i,-0.010763-0.011946i
0.093432+0.040618i,0.18515+0.091619i,0.23944+0.090801i,0.18101-0.0082392i,0.051742-0.10146i,-0.022811-0.076653i,-0.016118-0.0040222i,-0.01079+0.018307i,-0.024071+0.013932i,-0.019016+0.014115i,-0.00040909+0.0085798i,0.013515-0.0032051i,0.017335-0.016499i,0.012381-0.021929i,0.007093-0.013582i,0.0037772-4.1027e-05i,0.0016541+0.012238i,0.0083967+0.018886i,0.024101+0.012969i,0.033793-0.0012235i,0.029456-0.0069177i,0.021428+0.0009641i,0.016157+0.0065954i
-0.091797+0.021007i,-0.19695+0.032074i,-0.25096+0.057686i,-0.1622+0.10238i,-0.0014562+0.11004i,0.065607+0.046314i,0.032915-0.01475i,0.011445-0.02293i,0.012817-0.016634i,0.0027205-0.016827i,-0.0064961-0.010848i,-0.0075639-0.0020358i,-0.0075712+0.0058862i,-0.0063579+0.0093701i,-0.0058143+0.006633i,-0.005385+0.0015417i,-0.0068115-0.0051008i,-0.018041-0.0049135i,-0.03868+0.0091173i,-0.052218+0.025289i,-0.046301+0.023908i,-0.032462+0.0078842i,-0.021817-0.00036409i
0.06388-0.066693i,0.14564-0.1377i,0.18794-0.19406i,0.10395-0.20178i,-0.03931-0.15079i,-0.091183-0.060795i,-0.048654+0.0057312i,-0.017674+0.020623i,-0.017582+0.021455i,-0.010071+0.025233i,-0.00020781+0.015632i,-0.0018952-0.0018977i,-0.0086887-0.011529i,-0.010866-0.0096243i,-0.0064427-0.0044738i,-0.00064341-0.0013339i,0.0076482+0.0011358i,0.02092-0.0014097i,0.036543-0.013324i,0.044265-0.021327i,0.036737-0.014318i,0.025089-0.0028426i,0.016973+0.0011913i
-0.006325+0.090347i,-0.036778+0.19481i,-0.057104+0.26973i,-0.010851+0.24474i,0.066922+0.14116i,0.075334+0.034004i,0.031814-0.017683i,0.013631-0.026065i,0.010077-0.026263i,-0.0067083-0.019317i,-0.016953-0.0084241i,-0.013371-0.00012996i,-0.0054119+0.0082921i,0.0014449+0.014174i,0.0030677+0.014572i,-0.0011959+0.010703i,-0.0077784+0.0088495i,-0.012081+0.01496i,-0.0091326+0.025639i,0.00030127+0.029883i,0.0058122+0.022607i,0.0037053+0.013772i,0.0030266+0.0077141i
-0.043236-0.072643i,-0.076096-0.17384i,-0.095649-0.25984i,-0.12412-0.23151i,-0.15026-0.10394i,-0.11306+0.0078843i,-0.040824+0.039202i,-0.007429+0.027716i,0.0022438+0.018723i,0.015652+0.0089778i,0.016872-0.0024254i,0.0065966-0.0053803i,-0.0011934-0.0046402i,-0.0031499-0.005616i,0.00064582-0.0066294i,0.0066094-0.0080426i,0.0098728-0.011527i,0.0037315-0.022309i,-0.016227-0.037487i,-0.036174-0.04403i,-0.034564-0.037868i,-0.018331-0.027846i,-0.0094192-0.018303i
0.072647+0.030241i,0.15424+0.098607i,0.22+0.17755i,0.23327+0.17665i,0.19331+0.09102i,0.11464+0.015048i,0.041082-0.0080497i,0.011368-0.0093021i,0.0039221-0.0082082i,-0.0040422-0.00021484i,-0.0051202+0.0078913i,-0.001627+0.0090416i,0.0039683+0.0049377i,0.0075615-0.00089646i,0.0037276-0.0025099i,-0.003635+0.00059054i,-0.0079242+0.0067699i,0.0017366+0.020305i,0.027081+0.036482i,0.046361+0.043767i,0.03959+0.036756i,0.018909+0.022901i,0.0049635+0.010411i
-0.072653+0.017836i,-0.17626+0.0037189i,-0.27408-0.035638i,-0.28209-0.043981i,-0.19066-0.0015657i,-0.07045+0.02982i,0.0036233+0.023846i,0.014745+0.014385i,0.0073661+0.010352i,0.0068649-0.00065169i,0.0052602-0.0062245i,0.0030783-0.0033654i,0.0014014-0.00040979i,-0.00063215+0.000737i,-0.0022818-0.00066543i,-0.0022636-0.0035146i,-0.0025306-0.0076213i,-0.012228-0.012046i,-0.030937-0.013641i,-0.040134-0.012455i,-0.03196-0.0090369i,-0.018639-0.0037422i,-0.0089091+0.0026154i
0.047043-0.056627i,0.14114-0.10019i,0.25485-0.11416i,0.29034-0.10398i,0.21481-0.10088i,0.095926-0.083934i,0.01819-0.050856i,-0.00035891-0.033762i,-0.0041502-0.025103i,-0.010259-0.0062874i,-0.0077852+0.0064482i,-0.0034456+0.00553i,-0.0048635+0.0022959i,-0.0061471+0.0016682i,-0.0029555+0.0020799i,0.0019578+0.0051361i,0.0069501+0.0092707i,0.01785+0.0046233i,0.030988-0.011935i,0.033822-0.025787i,0.02672-0.025212i,0.018451-0.017043i,0.0090529-0.011802i
-0.0073338+0.06513i,-0.062005+0.15036i,-0.16231+0.21304i,-0.22535+0.20673i,-0.18425+0.14901i,-0.092237+0.070287i,-0.029215+0.015342i,-0.0083892+0.0018768i,-0.0041146-0.0025102i,-0.00332-0.010624i,-0.0033898-0.013133i,-0.0019837-0.013797i,-0.0026278-0.012023i,-0.0050241-0.0062466i,-0.007281-0.0025786i,-0.0091204-0.0053357i,-0.012115-0.0086661i,-0.018296+0.0030888i,-0.022795+0.030523i,-0.02278+0.050098i,-0.019553+0.045187i,-0.012146+0.027916i,-0.0018157+0.016151i
-0.032609-0.053558i,-0.033111-0.14993i,0.020373-0.25498i,0.084342-0.28291i,0.07813-0.21044i,0.026173-0.093638i,-0.0056007-0.014621i,-0.010986+0.00034621i,-0.010084-0.0011504i,-0.0023009+0.0071714i,0.0065097+0.0095158i,0.0065993+0.0058757i,0.0031869+0.0042672i,0.00083891+0.0032175i,0.0014532+0.0032433i,0.0056297+0.0057744i,0.0096644+0.0048955i,0.010728-0.0091596i,0.0068437-0.035107i,0.0028994-0.051912i,0.0029158-0.04407i,0.001462-0.026644i,-0.0038808-0.014837i
0.0535+0.022654i,0.10199+0.099385i,0.10548+0.22144i,0.050351+0.29168i,-0.0034413+0.24306i,-0.01638+0.12921i,-0.0051203+0.045452i,0.0027508+0.023866i,2.3581e-05+0.021204i,-0.0065675+0.012461i,-0.010542+0.0037179i,-0.013109-0.00092045i,-0.011138-0.00034852i,-0.0037269+0.001397i,0.00062418+0.0024929i,-0.0031519+0.0031983i,-0.0086756+0.0054569i,-0.0054316+0.015388i,0.005854+0.029679i,0.011589+0.034939i,0.0096982+0.027992i,0.0092104+0.017458i,0.01036+0.0069192i
-0.051829+0.010023i,-0.13054-0.027865i,-0.19442-0.12535i,-0.17577-0.20883i,-0.092022-0.18338i,-0.017187-0.084387i,0.013255-0.014186i,0.010651-0.00059548i,0.0042531-0.00051305i,0.005784+0.0015532i,0.0056807+0.00076564i,0.0035834+0.0018322i,0.0033021+0.0045852i,0.0022554+0.0050098i,0.0023861+0.0022416i,0.0057252-0.0030265i,0.0071522-0.0079334i,-0.0028845-0.010267i,-0.022336-0.0084846i,-0.034559-0.004341i,-0.031546-0.0034014i,-0.023898-0.0039227i,-0.018221+0.00089048i
0.035152-0.037002i,0.11833-0.046534i,0.22108+0.0049458i,0.25132+0.095734i,0.17912+0.12747i,0.080899+0.079285i,0.028101+0.02307i,0.021054+0.0011701i,0.019881-0.0045952i,0.007167-0.0064551i,-0.0034766-0.003118i,-0.006647+0.00047329i,-0.005984-0.00014263i,-0.0035444-0.0027067i,-0.0015694-0.0014408i,-0.0023792+0.0034759i,-0.00039707+0.0088603i,0.012882+0.0092511i,0.035284+0.00091352i,0.04926-0.0050846i,0.042962-0.0026717i,0.028731-0.00090473i,0.017735-0.005363i
-0.012476+0.046711i,-0.073351+0.097464i,-0.1776+0.10575i,-0.2344+0.034878i,-0.17198-0.043086i,-0.059647-0.060646i,-4.2794e-05-0.041422i,0.0050177-0.025526i,0.0027493-0.016213i,0.006288-0.010548i,0.0077323-0.0069261i,0.0080484-0.0054467i,0.0062896-0.0049371i,0.0025983-0.0038236i,-4.4758e-06-0.0038255i,-0.0020461-0.0065137i,-0.004331-0.0086402i,-0.012905-0.0030648i,-0.026695+0.0095616i,-0.03277+0.01565i,-0.026339+0.012449i,-0.016025+0.010008i,-0.0078892+0.010462i
-0.019725-0.038316i,0.0016411-0.10912i,0.081414-0.16945i,0.16341-0.1491i,0.14703-0.071495i,0.056149-0.0174i,-0.0055816-0.0044997i,-0.013277-0.0071319i,-0.010167-0.0067097i,-0.010363+0.0038087i,-0.0053787+0.012823i,-0.0015503+0.012456i,-0.0019647+0.0086685i,-0.0027196+0.0047403i,-0.0031684+0.0010931i,-0.00081232+0.0014589i,0.0050057+0.0029189i,0.009257-0.0049838i,0.0091373-0.02083i,0.0087243-0.027735i,0.0088117-0.022145i,0.0074739-0.01635i,0.0023172-0.013171i
0.03315+0.027403i,0.053434+0.093041i,0.020983+0.18073i,-0.061989+0.19739i,-0.10281+0.11665i,-0.068327+0.030529i,-0.028879+0.00018782i,-0.020285+0.0011659i,-0.019799+0.0018133i,-0.014287-0.00082878i,-0.0072951-0.0037012i,-0.0039212-0.0069898i,-0.0040516-0.0060166i,-0.0039105+0.0014705i,-0.0030937+0.0071978i,-0.0058451+0.0061768i,-0.010504+0.0051594i,-0.00733+0.012463i,0.0048494+0.024648i,0.011684+0.028368i,0.0067008+0.022056i,0.00051497+0.016239i,0.001683+0.012099i
-0.039635-0.00073841i,-0.090327-0.040877i,-0.11411-0.12276i,-0.064847-0.1701i,-0.0028956-0.11056i,0.0066046-0.01496i,-0.0017485+0.027328i,-0.00029445+0.022727i,-0.0027558+0.012549i,-0.0028566+0.0093347i,0.0019204+0.004811i,0.0042399-0.0011997i,0.0034255-0.003378i,0.00056776-0.0023824i,-0.00038026-0.00078705i,0.0033308-0.00097067i,0.0046154-0.0038609i,-0.0034068-0.0099084i,-0.018552-0.017526i,-0.025956-0.021798i,-0.018267-0.019719i,-0.0096067-0.014632i,-0.0079057-0.0092008i
0.025023-0.022468i,0.086833-0.016293i,0.14972+0.040112i,0.1401+0.10784i,0.067883+0.1009i,0.024724+0.040521i,0.020604+0.004561i,0.018364+0.002737i,0.014363+0.0057469i,0.0084411+0.0026232i,-0.00041422-0.0012775i,-0.0063635+0.0005315i,-0.0050456+0.0035363i,6.0993e-05+0.0026656i,0.0031658+0.001722i,0.0020703+0.003592i,0.00095598+0.0078189i,0.0070081+0.010918i,0.017948+0.011527i,0.020853+0.012598i,0.014355+0.011968i,0.0099999+0.0091078i,0.0090951+0.0052914i
-0.014201+0.031937i,-0.063894+0.059798i,-0.13928+0.053443i,-0.15766+0.0051651i,-0.087244-0.015965i,-0.01529+0.008157i,0.010914+0.019889i,0.015753+0.0087996i,0.013497+0.0040889i,0.010479+0.0044111i,0.0074852+0.0023288i,0.0033586+0.00091665i,0.00099567+0.00041299i,-0.00050925-0.00054041i,-0.0014415-0.001713i,-0.00062448-0.0040559i,-0.00048092-0.0058571i,-0.0055989-0.0019169i,-0.013476+0.0061484i,-0.016229+0.0098578i,-0.013139+0.005508i,-0.0092383-0.00024738i,-0.0068481-0.0014046i
-0.0086154-0.027102i,0.016047-0.077041i,0.079403-0.11595i,0.12666-0.097458i,0.099158-0.060551i,0.042023-0.051698i,0.012038-0.045148i,0.0035816-0.02918i,0.00015136-0.01798i,-0.0046859-0.0098425i,-0.007078-0.001308i,-0.0039363+0.0038038i,-0.00057141+0.0050699i,0.0017743+0.0033098i,0.0035819-0.00015308i,0.0036702-0.00094689i,0.0052236-0.00056912i,0.0086479-0.0064338i,0.011061-0.017803i,0.010895-0.021508i,0.0081979-0.012309i,0.0054545-0.003398i,0.0030706-0.0022936i
0.020988+0.017458i,0.026297+0.069432i,-0.0021542+0.13283i,-0.048194+0.14071i,-0.046602+0.091024i,-0.011694+0.047215i,0.002052+0.021247i,0.00063667+0.0021687i,-0.00064987-0.0060365i,-0.002599-0.0065526i,-0.00356-0.0051662i,-0.0029519-0.0058364i,-0.0053169-0.0071739i,-0.0092405-0.0043831i,-0.0094336-0.0007766i,-0.0081757-0.0011686i,-0.0084752-0.0014693i,-0.0073752+0.0051382i,-0.0032029+0.017448i,-0.00086647+0.022577i,-0.0013524+0.015626i,-0.00083369+0.0074333i,-0.00034226+0.0036446i
-0.025632-0.0049993i,-0.05807-0.042631i,-0.072972-0.11188i,-0.052403-0.15014i,-0.042085-0.11781i,-0.051589-0.070846i,-0.044509-0.03857i,-0.026784-0.017197i,-0.016633-0.0074258i,-0.010165+5.5591e-05i,-0.0012665+0.0040415i,0.0056662+0.0020391i,0.0065123-0.0014373i,0.0042614-0.0037481i,0.00030647-0.0025918i,-0.00068337+0.00059816i,0.00095933+0.00099377i,-0.0021221-0.0037973i,-0.0093175-0.010559i,-0.010306-0.012568i,-0.0047066-0.0082858i,-0.0012854-0.0033157i,-0.00086073-0.00053289i
0.024512-0.0087601i,0.06969+0.0056749i,0.11787+0.055362i,0.12083+0.10433i,0.087828+0.097379i,0.062603+0.067658i,0.04074+0.044659i,0.01872+0.02366i,0.0069002+0.012212i,0.002328+0.0077024i,0.00015181+0.0046821i,-0.0026797+0.0028998i,-0.0035464+0.0030102i,-0.00074063+0.0043677i,0.00099739+0.0048053i,-0.00094135+0.0041318i,-0.0022252+0.0041019i,0.003105+0.0041752i,0.012415+0.0033866i,0.014448+0.002613i,0.0086776+0.0004838i,0.0040305-0.0012711i,0.0025041-0.0011373i
-0.0094496+0.015387i,-0.052354+0.027684i,-0.11904+0.014884i,-0.1529-0.018639i,-0.13103-0.024406i,-0.09375-0.0061589i,-0.053637+0.0035353i,-0.021802+0.0063033i,-0.010436+0.0071589i,-0.0066591+0.0046415i,-0.0039219-0.00040669i,-0.0040291-0.0037066i,-0.0047728-0.0029117i,-0.0039735-0.0007829i,-0.0020494+1.7615e-05i,0.0011422-0.00022278i,0.0016497+0.00033781i,-0.0033306+0.0033391i,-0.01089+0.0082991i,-0.0136+0.0092603i,-0.0075109+0.0076134i,-0.00052071+0.006818i,0.0013927+0.0050925i
0.0048895-0.015807i,0.034394-0.047105i,0.098104-0.071651i,0.14895-0.062269i,0.14714-0.040249i,0.11438-0.026344i,0.073678-0.014304i,0.039177-0.0078876i,0.020961-0.0060774i,0.01162-0.0061481i,0.0048449-0.005476i,0.0011202-0.0010371i,0.00074461+0.0035126i,0.00074752+0.0037737i,0.0020588+0.0027136i,0.0022819+0.002342i,0.0014343+0.0018936i,0.0034097-0.00079769i,0.0077952-0.0064604i,0.009442-0.0096706i,0.0045972-0.0085461i,-0.00039262-0.0081361i,-0.0019502-0.0072078i
0.0079266+0.013837i,-0.0011013+0.054062i,-0.043296+0.10477i,-0.091762+0.12231i,-0.10054+0.1028i,-0.076493+0.07071i,-0.04456+0.036059i,-0.017141+0.01365i,-0.0019169+0.00548i,0.002749+0.0041652i,0.0014385+0.0051535i,-0.00018199+0.0051206i,-0.0013654+0.0029502i,-0.0023549+0.0014342i,-0.0016215+0.001399i,1.3232e-05-0.00044912i,0.0008383-0.0017243i,0.0016259+0.0024965i,0.0029778+0.0097248i,0.0033004+0.012266i,0.0035298+0.0096595i,0.0055188+0.0056209i,0.0059103+0.0020166i
-0.015264-0.0084605i,-0.027365-0.044461i,-0.018781-0.10792i,0.017911-0.15121i,0.04422-0.14397i,0.046202-0.10961i,0.03565-0.067092i,0.020199-0.035196i,0.0091937-0.019716i,0.0020291-0.0095351i,-0.0012434-0.0030128i,0.00035726-0.0023253i,0.0022141-0.0048193i,0.0020999-0.0065325i,6.9738e-05-0.007425i,-0.002266-0.0046969i,-0.0032002-0.00074876i,-0.0052003-0.0021855i,-0.0093742-0.0080911i,-0.01094-0.0099858i,-0.011172-0.0055365i,-0.011503-4.3176e-05i,-0.0093563+0.0026797i
0.016602+0.00054317i,0.043516+0.022159i,0.068053+0.07761i,0.055787+0.1315i,0.021535+0.13645i,-0.0025943+0.10532i,-0.010949+0.060873i,-0.008232+0.023951i,-0.0060645+0.0066722i,-0.0044075+0.0024539i,-0.00048253+0.0028114i,0.0027338+0.001225i,0.0038748+0.00045525i,0.003747+0.002618i,0.0022253+0.0021838i,-0.00094908-0.00041463i,-0.0017528-0.0014657i,0.0027273-0.0017461i,0.0095961-0.00081141i,0.013295+0.00057861i,0.014196-0.00097382i,0.012592-0.0034684i,0.0074926-0.0030521i
-0.012214+0.0057578i,-0.044546+0.0017776i,-0.091409-0.03231i,-0.11249-0.084389i,-0.092443-0.10638i,-0.059235-0.091514i,-0.031556-0.059862i,-0.017839-0.031755i,-0.015898-0.016406i,-0.014396-0.0082251i,-0.010013-0.0047475i,-0.008319-0.0044677i,-0.0093797-0.0033289i,-0.0098437-0.0013483i,-0.0085645+0.00060034i,-0.0043673+0.0018591i,-0.0010457+0.0021671i,-0.0028861+0.0039297i,-0.0084298+0.0067267i,-0.012522+0.0078146i,-0.011801+0.0083548i,-0.0081382+0.0089561i,-0.0036646+0.0086771i
0.0041882-0.0094066i,0.031128-0.019719i,0.083647-0.011636i,0.12433+0.026916i,0.11724+0.062961i,0.080481+0.071185i,0.042219+0.05456i,0.016733+0.030404i,0.0049765+0.014187i,0.0025647+0.0054699i,0.0031535+0.00038533i,0.0020724-0.0018094i,0.00174-0.00063029i,0.0032375-2.4915e-05i,0.0045978+0.00072945i,0.0036584+0.0026215i,0.00076636+0.0021186i,-0.000721-0.0011786i,0.0010882-0.0054223i,0.0035969-0.007566i,0.0044928-0.009004i,0.0037054-0.01014i,0.00069606-0.0082007i
-0.0027448+0.0055207i,-0.01926+0.025427i,-0.065275+0.042849i,-0.11523+0.033776i,-0.12292+0.0053518i,-0.092342-0.012924i,-0.05229-0.013951i,-0.022476-0.0047788i,-0.0080983+0.0047909i,-0.0037916+0.010243i,-0.0037747+0.010877i,-0.0049968+0.010065i,-0.0064512+0.010117i,-0.0073939+0.010206i,-0.0059712+0.0086464i,-0.0026447+0.0052652i,-0.0010041+0.0031036i,0.00087516+0.0053174i,0.0037003+0.0098196i,0.0042122+0.012219i,0.0037403+0.012781i,0.0048119+0.011535i,0.0062609+0.0066167i
-0.0052709-0.0079304i,-0.00099713-0.031876i,0.029286-0.066246i,0.078386-0.077472i,0.10449-0.052679i,0.092683-0.020646i,0.063852-0.0015739i,0.038898+0.0035035i,0.021694+0.0025983i,0.0094813+7.3524e-05i,0.0016271-0.003643i,-0.00065757-0.0070801i,0.00070001-0.0091155i,0.0027407-0.0082088i,0.0034416-0.0072278i,0.0030244-0.0051475i,0.0017308-0.0011692i,-0.0007132+0.00048196i,-0.0039436-0.0020178i,-0.0064688-0.00753i,-0.0092993-0.011462i,-0.011051-0.01037i,-0.008476-0.0058693i
0.0084865+0.0040309i,0.01414+0.025039i,0.004058+0.064829i,-0.031814+0.094478i,-0.062274+0.084526i,-0.061739+0.052568i,-0.039877+0.02299i,-0.016362+0.0034847i,-0.0022528-0.0058842i,0.0031447-0.0052491i,0.0063859-0.00069891i,0.0088181+0.001807i,0.0080139+0.003204i,0.0059286+0.0055226i,0.0039817+0.005576i,0.00066012+0.0026317i,-0.0012313+0.00016966i,0.0020043-0.0006119i,0.0086898+0.00012377i,0.013386+0.0032837i,0.013821+0.0060003i,0.011477+0.0039464i,0.0069789+0.00015892i
-0.0052922-0.00098359i,-0.018447-0.014775i,-0.026752-0.05054i,-0.011721-0.08892i,0.016833-0.095138i,0.033013-0.072235i,0.031921-0.045825i,0.020689-0.029336i,0.007227-0.02037i,-0.0018302-0.011563i,-0.0056515-0.0032549i,-0.0070179-0.00012401i,-0.0080383-0.0022936i,-0.0085448-0.0055106i,-0.006777-0.0074235i,-0.0036047-0.0064775i,-0.0014825-0.0042898i,-0.0024157-0.00042128i,-0.0058845+0.0044352i,-0.0097734+0.0058517i,-0.01206+0.004691i,-0.009768+0.0041832i,-0.0046284+0.0049423i
0.0034889-8.6467e-05i,0.020026+0.004106i,0.041351+0.029275i,0.044299+0.066542i,0.020942+0.081928i,-0.0019193+0.066656i,-0.011899+0.039638i,-0.014652+0.015735i,-0.012913+0.0025784i,-0.0078033-0.0012008i,-0.0020442-0.0022736i,0.0013-0.00313i,0.0020015-0.0011315i,0.0033705+0.0017108i,0.0041995+0.0030824i,0.0022352+0.0034294i,-0.00023879+0.002772i,-0.0018128-0.0011186i,-0.00078968-0.0079389i,0.0023082-0.012169i,0.0054627-0.012026i,0.006021-0.0097237i,0.0025015-0.00653i
-0.0049293+0.0033573i,-0.01907+0.0065104i,-0.046478-0.0031312i,-0.064011-0.03159i,-0.052682-0.055269i,-0.031865-0.054102i,-0.017699-0.037228i,-0.010563-0.017401i,-0.0098864-0.0017581i,-0.0087937+0.0061684i,-0.0059115+0.0071592i,-0.0056026+0.0053597i,-0.0064589+0.0042804i,-0.0072037+0.0043821i,-0.0078474+0.0040434i,-0.0063625+0.0014584i,-0.004143-0.00057002i,-0.00061581+0.0014887i,0.0022569+0.0061272i,0.00026993+0.010705i,-0.0028031+0.014153i,-0.0021655+0.011916i,0.00060023+0.0052254i
0.0028733-0.0013331i,0.014294-0.0098259i,0.040412-0.013006i,0.065309+0.0036092i,0.064111+0.028185i,0.043087+0.038105i,0.02249+0.035079i,0.0090344+0.027732i,0.0028512+0.018984i,0.00093458+0.0098926i,-0.00077877+0.0016015i,-0.002528-0.0034414i,-0.0020531-0.0046361i,0.00056185-0.0041407i,0.0026046-0.0028321i,0.0038855-0.00025882i,0.004044+0.0024218i,0.00064533+0.0025319i,-0.0050434-2.0708e-07i,-0.0064353-0.0049567i,-0.0043204-0.0093265i,-0.0023605-0.007576i,-0.0010466-0.0022736i
-0.0010366+0.0077654i,-0.0062785+0.018621i,-0.025797+0.030599i,-0.052378+0.026449i,-0.061245+0.0065126i,-0.047203-0.0070085i,-0.024625-0.0082277i,-0.0040518-0.0040718i,0.0079324+5.8342e-05i,0.011342+0.0023895i,0.012079+0.0032165i,0.010179+0.0030567i,0.0067943+0.0023566i,0.0040385+0.0025894i,0.0020132+0.0040957i,3.7782e-05+0.0036751i,-0.0014495+0.0021212i,-0.0003706+0.00088178i,0.0029973+0.00061951i,0.0067187+0.0030466i,0.0087494+0.0053161i,0.0070966+0.0036771i,0.0038081+0.00046348i
-0.0035213-0.0031872i,-0.0035147-0.012996i,0.0076673-0.028566i,0.032176-0.034152i,0.047477-0.021059i,0.04586-0.0047992i,0.03854+0.0020604i,0.028204+7.5466e-06i,0.017313-0.0029869i,0.0084943-0.0018085i,0.0012368+0.0017741i,-0.0029623+0.0033923i,-0.003966+0.0015909i,-0.0033998-0.00069935i,-0.0018509-0.0027018i,8.0143e-05-0.0036253i,0.0012707-0.002961i,0.00022151-0.00012891i,-0.0040618+0.00459i,-0.0085211+0.0060195i,-0.0096957+0.0039755i,-0.0075453+0.0021709i,-0.0035564+0.0017056i
0.0013748+0.0039238i,0.0051005+0.01058i,0.0033417+0.028328i,-0.011751+0.043381i,-0.026484+0.039493i,-0.026176+0.024516i,-0.018439+0.0075348i,-0.010826-0.0071356i,-0.0063641-0.012293i,-0.0048422-0.010153i,-0.0032729-0.0077549i,-0.0011638-0.0071188i,0.00093638-0.0057219i,0.0024173-0.0021961i,0.0024341+0.0004033i,0.00060322+0.0010698i,-0.0011454+0.0013329i,-0.0014516-0.00026494i,0.00058752-0.0040936i,0.0049191-0.0060437i,0.0081259-0.0047154i,0.0060963-0.002769i,0.00059154-0.001628i
-0.0023815+0.00095081i,-0.0077674-0.0033227i,-0.010986-0.017776i,-0.0033579-0.036541i,0.011501-0.041775i,0.017613-0.034734i,0.014815-0.02596i,0.0066204-0.017703i,-0.0033705-0.011299i,-0.0064213-0.0055968i,-0.0033215+0.0005802i,-1.0732e-05+0.0039817i,0.00085809+0.0046435i,-0.00067849+0.0046384i,-0.0021165+0.0024368i,-0.0019145-0.00093654i,-0.0009981-0.0027635i,0.0010378-0.00063301i,0.0025083+0.0040951i,0.0011377+0.0063695i,-0.0013098+0.0061835i,-0.0012893+0.0044496i,0.0003519+0.0014967i
