-0.0021904+6.7555e-06i,-0.0020668+4.3503e-05i,-0.0031552+0.00022474i,-0.0039086+0.0003436i,-0.0036169+0.00098636i,-0.0020775+0.0013872i,-0.00079604+0.001359i,0.00045032+0.00091405i,0.00088647+0.00037384i,0.00085992+1.2033e-05i,0.00043451-0.00073715i,-0.0002511-0.00044499i,5.8988e-05-0.0001815i,9.6871e-05-0.00033079i,0.00035136+0.00067664i,0.00030682+0.00040922i,0.00011739-0.00022958i,0.00016018-2.2472e-05i,-0.00013392+0.00015375i,-0.00073458+0.00043437i,-0.00025062+0.00031541i,0.0002691-4.2577e-05i,-0.00011565-0.00041629i
0.00090947-0.0012299i,0.00062372-0.0005541i,5.2503e-05-0.0013308i,-0.0018627-0.0013341i,-0.0028332-0.00045142i,-0.0017409-7.0854e-05i,-0.00022088+0.00064772i,0.0006162+0.00039232i,3.2642e-05-0.00073564i,-0.00072592-0.0010846i,-0.0011387-0.00042402i,-0.0015437-0.00022999i,-0.0011065-0.00026118i,7.7542e-05-0.00049842i,0.0005059-0.00022533i,0.00059184+0.00041863i,0.00048785+0.00023568i,-0.00036762-0.00053333i,-0.00058284-0.00063874i,-0.00031446-0.00048283i,-0.00029577-0.00014707i,-0.00049221+3.8885e-05i,-0.00059951-0.00029425i
0.002069+0.00066261i,0.0014171+0.00063065i,0.00025787-7.2921e-05i,-0.00097395-0.001196i,-0.0014414-0.0018649i,-0.0010908-0.00048545i,-0.00087033+0.00023458i,-0.00035002-0.00018413i,0.00013527-0.00045727i,-0.00049366-0.00047347i,-0.0010748-0.00038568i,-0.00076086-0.0002254i,-0.00014468+0.00022759i,0.00025246+0.00013213i,-0.00016593-0.00046329i,-0.00061984-0.00025739i,-0.00096731-3.7439e-05i,-0.00024569-0.00030207i,0.0006079-0.00075086i,-7.9428e-05-0.00072395i,-4.6162e-05-0.00026677i,0.00041242+0.0002576i,7.4037e-05+0.00057512i
-0.0025528-0.00094859i,-0.0033855+0.00056412i,-0.0040578+0.0014646i,-0.0032726+0.00097822i,-0.0018955+0.00057471i,-0.00043581+0.00028759i,0.00037682+7.6214e-05i,4.3322e-05-0.00055815i,-0.000246-0.00079179i,0.00024884-0.00064754i,0.00055673-0.00043961i,-4.1644e-05+0.00054495i,-0.00045136+0.00071272i,-0.00010842+0.00035483i,0.00015396+0.00059053i,-9.7355e-05+0.00063381i,8.789e-05+2.121e-05i,0.00056874-0.00039923i,0.00029463-5.1448e-05i,-5.0922e-05+0.00018707i,-0.00054837+3.94e-06i,-0.00095373-1.4535e-05i,-0.00079446-0.00048058i
1.357e-05-0.00067543i,-0.00025537-0.0015397i,-0.001007-0.001693i,-0.0015152-0.0012672i,-0.0014565-0.00039164i,-0.00094561+0.0008323i,-0.00048491+0.0011981i,0.00031309-0.00016673i,0.000237-0.0010346i,-0.00021868-0.00065174i,0.00029415-0.00020392i,0.00056355-7.7841e-05i,0.0007394-0.00029925i,0.0003666-0.00087581i,0.00049992-0.0011221i,0.00046353-0.00057817i,-0.00030422-0.0003864i,-0.00051836-0.00026434i,-0.00014959+0.00014288i,-0.00047923+0.00059504i,-0.0010408+0.00086585i,-0.00050671+0.00028873i,0.00020586-0.00048018i
-0.0023124-0.0004691i,-0.0019275-0.00011849i,-0.0019867+0.00036485i,-0.0022818+0.0012883i,-0.0018137+0.001131i,-0.00038044+0.00032845i,-0.00021525-0.00064392i,-0.00084175-0.0015832i,-0.00071229-0.0011891i,-0.00044544-0.00037986i,-0.00032733-3.625e-05i,0.00028398-0.00046147i,0.00051833-0.00093943i,0.00059235-0.00057811i,0.0006772+0.00032565i,0.00072983+0.0003393i,0.00052947+0.00012148i,5.8797e-05-0.00031842i,-0.00021712-0.00057754i,-9.6663e-05+0.00025427i,-0.00066919+0.00035418i,-0.00048913+0.00018454i,6.6545e-05+1.4316e-06i
-0.00072907-2.954e-06i,-0.00056945+0.00011506i,-0.00088819+0.00074221i,-0.00098639+0.00080982i,0.00038712+0.0012658i,0.00062099+0.00072489i,0.00048986-0.00033499i,3.1492e-05-0.00036953i,-0.00062638-0.00061432i,-0.00065767-0.00054627i,-0.00025696-0.00041375i,0.00044479-0.00027649i,0.0011535-1.0797e-06i,0.00092245+0.00020102i,0.00036129-0.00016909i,0.00037848-0.0010895i,-8.5797e-07-0.00075824i,-0.001156-8.5598e-05i,-0.0012921-7.2309e-05i,-0.00085911+0.0005479i,0.0002761+0.00063915i,0.00056113-0.00030696i,0.00017722-0.00058215i
-0.0010234+5.107e-05i,-0.0022988+0.00038489i,-0.0030412+0.0010648i,-0.0026166+0.0014432i,-0.0023214+0.00047253i,-0.0018621+0.00020429i,-0.0011997+0.00083412i,-0.0003308+0.00032914i,-0.00021858-0.00052182i,0.00022502+0.000158i,0.00081843+0.0010996i,0.0010841+0.00060646i,0.0012153-5.7752e-05i,0.00054805+0.00060026i,-0.0001044+0.00079558i,-0.00038501-0.0001194i,-0.00011029-0.00061231i,0.00061894-0.00056259i,0.00055549-0.00029964i,0.00024883-1.9405e-05i,-0.00011228-8.2199e-05i,0.00032962+0.00032818i,0.00080476+0.00080706i
-0.0030596-0.0015972i,-0.0025914-0.00054789i,-0.0028842+0.00036597i,-0.0023927+0.00012174i,-0.0015223+0.001037i,-0.00035547+0.0015101i,0.00050465+0.00041857i,0.00036846-0.00032978i,-0.00032782-2.2536e-06i,-0.0011128+0.00028709i,-0.0010458+0.00037733i,-0.00044408+0.000631i,0.00032292+0.00077888i,0.00055265+0.00059254i,0.00063981+0.00038819i,0.00051605+0.00026814i,0.00010471-5.2595e-05i,-0.00013143+3.2043e-05i,-2.2691e-06+0.00058944i,-0.00043625+0.00080678i,-1.7569e-05+0.00072331i,0.00052696+0.00074084i,0.00061859+0.00031599i
0.00081263-0.00018011i,0.00010223-2.7423e-05i,-0.00039848-0.00084849i,-0.00091166-0.0008589i,-0.00091917-0.00072635i,-0.00030493+0.00015641i,-6.7968e-05+0.0010333i,0.00030079+0.00066679i,-0.00023904-0.00010758i,-0.00077664-0.00027821i,-0.00087362-0.00043837i,-0.00089044-0.00026749i,-0.00048227+0.00020037i,3.5885e-05+0.00025061i,0.0003551+0.00036688i,-1.2396e-05+0.00094682i,-0.00065134+0.00077349i,-0.00039005+0.00026381i,-8.8465e-05-0.00028814i,-0.00056955-0.00054849i,-0.00022531+0.00034857i,-8.417e-05+2.4069e-05i,-0.00041727-0.00074334i
-0.0018345+0.00029212i,-0.0017789+0.0013744i,-0.0019295+0.0015845i,-0.0012675+0.00044894i,-0.00076771-0.00011388i,-0.00066261+6.4143e-06i,-0.00010499-0.00033175i,6.9952e-05-0.00074975i,-0.00033813-0.00062643i,-0.0004751+1.6069e-05i,-0.00022172+0.00083752i,-0.00053571+0.0012466i,-0.00029339+7.0996e-05i,0.00021287-6.2522e-05i,0.0002692+0.00069349i,0.00037166+0.00076278i,0.00020049+0.00041251i,-0.00024928+9.9279e-05i,-0.00016639-0.0003241i,0.00022466-8.4088e-05i,0.00040387+0.00064487i,0.00033901+0.00068333i,0.00021378+0.00028089i
0.0006937-0.00085955i,-0.00035561-0.00019086i,-0.00073451+8.3477e-05i,-0.00010617-0.00047347i,-0.00073813-0.00037673i,-0.001191+0.00025426i,-0.00045401+0.00043545i,-0.00014426-0.00028513i,-0.00080358-0.0014406i,-0.00097635-0.0019403i,-0.00040448-0.0015817i,-0.00033074-0.0013485i,-0.00035696-0.0014957i,-0.00035908-0.00098162i,-6.0162e-05-0.00026934i,-0.00017388-0.00036936i,0.00023018-0.00035129i,0.0011104-0.00019527i,0.0013685+3.7068e-05i,0.0011169+0.00031019i,0.00082347+0.00034304i,0.00019875+0.00031637i,3.873e-05-0.00030478i
0.00101+0.0013835i,0.0012744+0.0013999i,0.00031299+0.0017039i,-0.0005869+0.0012593i,-0.00013686+0.00077369i,0.00016808+0.00078341i,0.00053617+0.00025863i,0.00010047-0.00060187i,-0.00038869-0.0012305i,-0.00039841-0.00050899i,-0.00018284+0.00025248i,-0.00018971+0.00038039i,-0.00039956+0.00015528i,0.0004836+0.00029127i,0.00061936+0.00058678i,0.00032382-0.00025364i,0.00076542-0.0012235i,0.00015848-0.00057892i,0.00045985+0.00050372i,0.00118+0.00016569i,0.00081953-0.00016154i,0.00025362-0.00029232i,0.00024861-0.00042307i
-0.0022713+0.00049065i,-0.0016349+0.0019573i,-0.00089943+0.0020368i,-0.00055895+0.0013111i,-0.00079252+0.0004455i,-0.00079421+8.569e-05i,-0.00058472+0.00038268i,-0.00060413+0.00042214i,-0.00098446-0.00028549i,-0.0011003-0.00036663i,-0.00028904+0.00023949i,-0.00010519+0.0005188i,-0.00087925+0.00062381i,-0.001286+0.00059186i,-0.00030813-4.4863e-05i,0.00069278-0.00015245i,7.7319e-06+0.00065919i,-0.0011255+0.00079174i,-0.0013503+9.5262e-05i,-0.00067302+0.00020033i,0.00013208+0.00050159i,0.00069872-0.00026953i,0.00051633-0.00034131i
-0.00045118-0.001405i,-0.0011783-0.0016137i,-0.0027372-0.0010272i,-0.0024098-0.00017215i,-0.0010854+1.2339e-05i,-0.00088185+0.00043712i,-0.0011248-0.00011649i,-0.00058063-0.0013083i,0.00013088-0.001214i,-0.00012803-0.00076675i,-0.00027931-0.00057666i,0.00034902-0.0003661i,0.00024223-0.0007858i,-0.00013723-0.0008395i,-0.00049013-0.00048644i,-0.00054034+4.0769e-05i,-0.00054329+0.00014292i,-0.00097298-0.00016916i,-0.00064418-0.00021767i,-2.6457e-05+0.00016881i,3.1396e-05+5.6902e-05i,0.00022341-0.00064669i,-6.8062e-05-0.00041067i
0.0015542+0.000124i,0.00092909-0.00040456i,0.00012951-0.00071109i,-0.00091335-5.4491e-05i,-0.0016074-0.00023419i,-0.00099064-0.00054422i,0.00046987-0.00057804i,0.0012196-0.00034192i,0.00049409-0.00033135i,-0.00015743-0.00081643i,7.2104e-05-0.00082223i,0.00011371-9.5669e-05i,0.00030057+0.00046944i,0.00048017+0.0007966i,0.0005485+0.00024589i,0.00037505+1.4949e-05i,-4.8835e-05+0.0010403i,-0.0007993+0.001374i,-0.0011767-0.00016984i,-0.00042986-0.000712i,-0.00047603+0.00036349i,-4.9591e-05+1.2471e-05i,0.00053148-0.00052171i
-8.7359e-05+0.00085842i,-0.0012071+0.00083662i,-0.0016861-0.00010497i,-0.0011601-0.00022926i,-0.00042329+0.00015658i,0.00054328+2.4929e-05i,0.00024748+0.00051912i,-0.00026379+0.00024823i,-0.00069589-0.00055965i,-0.0008068-0.00010764i,-0.0003771+0.00045389i,-0.0006104-0.00028156i,-0.0010758-0.00035156i,-0.0012169+0.00041821i,-0.0006524-0.00012924i,0.00023156-0.00082418i,0.00061044+0.00053939i,0.00072182+0.0013281i,0.00075508+0.00070412i,0.00050154-0.0002506i,0.00032842-0.00030135i,0.00072915+0.00035623i,0.00039768+0.00074266i
-0.0008571-0.0015713i,-0.0021309-0.00036991i,-0.0036119+0.00091988i,-0.0028173+0.00062318i,-0.0015074+0.00049396i,-0.0013506+0.00052553i,-0.00091817-0.00049138i,-0.00011019-0.0008765i,-0.00022215-0.00057131i,-0.00075121-3.0872e-06i,-0.00057559+0.00057925i,7.3074e-05+0.00057624i,0.00022421+0.00025691i,-7.4868e-05+0.00027549i,9.8551e-05+0.00014255i,0.00023742+3.279e-05i,0.00060367-1.4399e-05i,0.0014208-8.1999e-05i,0.0013255+3.0875e-05i,0.00030768+0.00024206i,-0.00065837+0.00092302i,-0.00049236+0.00090418i,0.00054176+0.00049535i
0.0008055+0.00098424i,0.00039681-0.00034241i,-0.0004647-0.00093231i,-0.00059636-0.00041198i,-0.0006863-0.00023122i,-0.00065671-0.00055406i,-0.00034866-0.00096554i,5.0898e-05-0.0012966i,0.00053247-0.00057011i,0.00017002+5.0762e-05i,-6.0693e-05+0.0001783i,4.8658e-05-0.000136i,-0.00072775-0.00037275i,-0.0011025-0.00031934i,-0.0010867+5.4243e-05i,-0.00085523-0.00025564i,-0.001207+7.0862e-05i,-0.0012266+0.00055818i,-0.00060015-7.3644e-05i,-0.00011705-0.00019146i,-0.00011335+0.00037905i,-0.00034283+0.0003359i,0.00026934-0.00013968i
0.00081467-0.0025666i,0.0002793-0.0028021i,-0.0010008-0.0022905i,-0.0019447-0.0014581i,-0.0017352-0.00075257i,-0.00076949+0.00057746i,0.00017911+0.0013907i,0.00011082+0.00013177i,0.00011718-0.001148i,0.00029685-0.0011121i,-0.0005961+6.5076e-05i,-0.0011576+0.00073408i,-0.00072223+0.00075805i,-0.00037566+0.00045042i,-3.05e-05+0.00037592i,4.5002e-05+8.9209e-05i,-7.2483e-05+0.00041938i,0.00035868+0.00085454i,0.00077442+0.00047248i,0.00019404+6.5527e-05i,-0.00016018+0.00012314i,-0.00014375+8.96e-06i,0.00011592-0.00046672i
-0.0030864+1.1578e-05i,-0.0025325+0.00089144i,-0.0025174+0.0019585i,-0.0025712+0.0018423i,-0.0022308+0.0001881i,-0.001404-0.00065936i,-0.00032754-0.00048335i,0.00038374-0.00076344i,0.00041906-0.0011945i,5.6321e-05-0.00016457i,6.0205e-06+0.00106i,-0.00049823+0.0017484i,-0.00016848+0.0015383i,0.00086779+0.00059443i,0.00057137+0.00026749i,-0.00039647+0.00045544i,-0.00035937+4.9512e-06i,-0.00024264-0.0010131i,6.3844e-05-0.00058481i,0.00044781-9.8754e-05i,0.00038292-0.00031038i,0.00055238-0.00033988i,0.00056697-0.00034796i
0.0011882-4.605e-05i,0.00067897-0.00084056i,0.00028162-0.0015394i,-0.00056377-0.00091473i,-0.00093882-6.3794e-05i,-0.0012322+0.00028228i,-0.00078996-8.4217e-06i,-0.00061173-0.00051901i,-0.00071133-0.00066639i,6.4277e-05-0.00050832i,0.00015506-0.00016952i,-0.0006902-0.00022495i,-0.00039688-0.00051602i,0.00035865-0.00031359i,0.00066674-0.00057496i,0.0005951-0.00066703i,-0.00018233-3.8561e-05i,-0.00048405+1.0834e-05i,-0.00029937-0.00033948i,5.403e-05+0.00027264i,-3.2983e-05+0.00073946i,-0.00043693+0.00063322i,-0.00042609+0.00031606i
-0.0016631-0.00064995i,-0.0021737+0.00013679i,-0.0030469+0.00012257i,-0.0028151+0.00033638i,-0.002008+0.0003481i,-0.00089023+0.00025166i,-0.00023428+0.00052666i,-0.00011459-0.00068026i,0.00018795-0.0014767i,4.1992e-05-0.00020297i,-9.451e-05+0.0007703i,-0.00010359+0.00084986i,-0.00042425+0.00012177i,-4.067e-05-0.00036149i,0.0011835+0.00013947i,0.00092141+0.00059728i,-7.613e-05+0.0001189i,-0.00064972-0.00058548i,-0.0010019-0.0010287i,-0.0014835-0.00070201i,-0.0016002+3.807e-05i,-0.00084709+0.00038199i,-0.00016248+0.00054251i
-0.00060964+0.0014534i,-0.0022016+0.00089196i,-0.0021957+0.00025416i,-0.0019594+0.0001269i,-0.0010641+4.6854e-05i,-0.00056712+0.00068775i,-0.00046068+0.00073539i,-0.00049101+0.00024273i,-0.00057333-0.00072946i,-4.6731e-05-0.00094658i,0.00021344+0.00052344i,0.00024026+0.0010291i,9.119e-05+0.00057535i,-0.00020508+8.6626e-05i,-0.00030897+0.0001046i,4.2567e-05+0.00051238i,0.00039709+0.00067045i,-2.6235e-05+0.00078544i,-0.00069487+0.00066783i,-0.00084805+0.000269i,-2.5995e-05-0.00011264i,0.00017484-9.2258e-05i,-0.00026144+0.00022473i
0.00055665-0.0015655i,0.00027857-0.0022438i,-0.00030452-0.0017621i,-0.00031907-0.0015616i,9.2954e-05-0.0017089i,-0.00095872-0.0012572i,-0.0013787-0.00065595i,-0.00024634-0.00039322i,0.00040694-0.00041078i,-0.00042617-0.00039973i,-0.00059653-0.0001484i,2.9476e-05+0.0006153i,8.4332e-05+0.00029587i,0.00010248-0.00082501i,-0.00014037-0.00062941i,-0.00056625-0.00021422i,-0.0001072-0.00063576i,0.00032599-0.00079572i,0.00086661+0.00019816i,0.00098073+0.00056333i,0.00085669+0.00045781i,0.00053058+0.00050914i,0.0001541+0.00067807i
0.0024759+0.0016335i,0.0010823+0.0011042i,-4.384e-05-0.00023072i,-0.00017244-0.0008221i,3.9473e-05-0.0015294i,-4.7732e-05-0.0016691i,-2.1572e-05+4.7929e-05i,-5.1921e-05+0.00073592i,-0.00064698+5.9134e-06i,-0.0011974+0.00020821i,-0.00083539+0.00025568i,5.1483e-05-0.00038113i,0.00088028-0.0010267i,0.00063428-0.00063487i,0.00014394+0.00032617i,0.0004133+0.00069935i,0.0003566+0.00084261i,0.00026878+0.00073645i,0.00082179+0.00039091i,0.00071292-8.4017e-05i,0.00022324-0.00018788i,0.00064581+0.00031168i,0.0004219+0.0002287i
-0.00067324+0.0015805i,-0.00088811+0.002338i,-0.0005538+0.003518i,-0.00052986+0.0021212i,-0.00081237-0.00025165i,-0.00066721-0.0012617i,-0.0011156-0.00083404i,-0.0010233-0.00033993i,-0.00079948-0.00014406i,3.2817e-05+0.00017568i,0.00029768-1.4236e-05i,0.000763-2.4023e-06i,0.0010407+0.00039157i,-0.00029149-1.5949e-06i,-0.0010746-0.00031828i,-0.00091834-0.00052554i,-0.0008723-3.0848e-05i,-0.00083409+0.00052305i,-0.00054412-0.00027452i,0.00023088-0.00067545i,0.00030743-9.2573e-05i,-0.00020286+0.00059795i,8.7931e-05+0.00057272i
-0.0023072-0.00011895i,-0.0022067+0.00026779i,-0.0020819+0.0003869i,-0.0018534-0.00011391i,-0.0011016-0.00049413i,-0.000844-0.00016988i,-0.0002281-0.00010591i,0.00018729-0.0010356i,-1.9486e-05-0.00098657i,-0.00049033-0.0005328i,-0.00063312-0.00047365i,0.00040553-0.00045323i,0.00070545-8.4306e-05i,0.00053673+6.0131e-05i,0.0001236-0.00036553i,1.3994e-05-0.00024527i,-0.00032083-0.00036091i,-0.00083776-0.0004787i,-0.00082299-0.00029262i,-0.00054825+0.00010606i,-0.00057501+3.9745e-05i,-0.00041866+9.7748e-05i,9.7623e-05-1.1261e-05i
0.00093001-0.0016221i,-0.00045185-0.00086832i,-0.001656-0.0011534i,-0.0025694-0.0020827i,-0.0018841-0.001243i,-0.00063783+2.9647e-05i,-0.00027055+0.00043208i,0.00025655+0.00011121i,0.00010921-3.9266e-05i,-0.0010932-3.7938e-05i,-0.0017251-0.00033792i,-0.00098287-0.00040288i,-0.00015973-0.00058873i,-0.00016094-0.00090471i,-0.00039308-0.00016735i,0.00048867-0.00037251i,0.00098191-0.0010522i,0.00056036-0.00095854i,0.00077486-0.00048071i,0.00089111+0.00041418i,0.00092134+0.00058204i,0.0014611+0.00014698i,0.00062937-0.00037385i
0.00033755-0.00024947i,0.00055469-0.00077185i,-4.4942e-05-0.0015406i,-0.0003848-0.00068638i,-0.00023433+0.00024564i,-0.00065306+0.00025861i,-0.00060551+0.00035775i,8.8673e-05+0.00023829i,0.00055652-0.00041593i,-0.00025781-0.00055324i,-0.001488+0.0004278i,-0.0013296+0.00090686i,-0.00050153+0.00078098i,-0.0002661+0.00063815i,-4.8996e-05+0.00050926i,0.00023353-6.8393e-05i,-0.00063464-0.00075125i,-0.0010744-0.00043528i,-0.00043832+0.00039454i,0.00041818-0.00026588i,0.00077643-0.00083075i,0.00050395+0.00010863i,0.00072965+0.00048883i
0.0014761+0.00030714i,0.00065093-0.0007171i,-0.00055665-0.00066391i,-0.0014698-0.001312i,-0.00090061-0.0019344i,-0.00046649-0.0019425i,-0.00012437-0.0012094i,-0.00034906-0.00043827i,-0.00073809-0.00036713i,-0.0005252-0.00042546i,-9.625e-05-0.0007384i,0.00016611-0.0011623i,0.00076193-0.00088437i,0.00090852-0.00021723i,0.00019263+0.00016558i,-0.00025815+0.0006267i,-0.00047796+0.00018337i,-0.00023367-0.00054129i,0.0004864-0.00045879i,4.9773e-05+0.00016878i,-0.00079536+0.00075928i,-0.00070855+0.0011403i,-0.00041182+0.0011121i
0.0032092+0.0002198i,0.0017578+0.0012575i,0.0002598+0.0018073i,-0.00045873+0.00072267i,-0.00080765-0.00087455i,-0.0010059-0.00079533i,-0.0010152-0.0003593i,-0.00083873-0.00045265i,-0.00043873-0.00035034i,0.0005339-8.2219e-05i,0.0011348-0.00017862i,0.00057555-0.00041286i,0.00016625-0.00028504i,0.00026916+0.00043517i,-0.000194+0.00067903i,-0.00078255+0.00075569i,-0.00088739+0.00066593i,-7.7833e-05+0.00010379i,0.00074984+0.00029707i,0.0005013+0.00055205i,0.00024667+0.00037316i,0.00040496+0.00031989i,0.00020195+0.00013235i
-0.00053403+0.0012107i,-0.00064594-0.00021769i,6.2955e-05-0.00078249i,0.00096123-0.00061522i,0.00082682-0.00089023i,-0.00014438-0.00060524i,-0.00022677-0.00019799i,-0.00026877+0.00023598i,-5.8529e-05+0.00048478i,0.00018203-0.00070173i,-6.677e-06-0.0011565i,-0.00081142-0.00049485i,-0.0014822+9.977e-05i,-0.00035274+0.00065445i,0.00037586+0.00077842i,-0.00039526+9.3587e-05i,-0.0007024-0.00012905i,-0.00062467-0.00013947i,-0.0012359-0.00026424i,-0.00096913+0.00019916i,-0.00033841+0.00094712i,8.086e-07+0.00135i,0.0003727+0.0010267i
-0.00060152+0.00025413i,-0.00056159+0.00013096i,-0.00028167-0.00011029i,-0.00099369-0.00045405i,-0.0005137-0.001135i,0.00023659-0.0015423i,-0.00065516-0.0011798i,-0.00086047-0.00061972i,-0.00039701-0.00076412i,-0.00088997-0.00083799i,-0.00050644-0.00023315i,0.0001256-0.00039116i,6.3046e-05-0.00084019i,2.7031e-05-0.00059348i,0.00047211-0.00062912i,0.0013513-0.0011939i,0.001167-0.00064339i,-1.8775e-05+0.00063046i,0.00020687+0.001356i,0.00034745+0.0011043i,0.00017556+0.00035567i,0.00057183+0.00027468i,7.4014e-05+0.00027035i
0.0017443+0.0005828i,0.00093005+0.00042399i,-0.00020298+0.00088703i,-0.00055972+0.00034568i,7.9067e-05-0.00092893i,0.00039577-0.00068231i,0.00046848-0.00041502i,0.00047173-0.00059542i,0.00010732-0.00054113i,-0.00025693-0.00063537i,-0.00022765-0.00022733i,-0.00029645-0.00026807i,-0.00017106-0.00054031i,-0.00019304-0.00014618i,0.00011072+0.00023079i,0.0010403+0.00041283i,0.00044823-0.00029853i,-0.00046831-0.00038195i,-0.0003641+0.00018239i,5.0302e-06+0.00032733i,-0.0003692+0.00054289i,-0.0004284+0.00027372i,0.00029987+0.00035177i
0.0011855+0.0017806i,0.00011883+0.00035945i,-0.000676-0.0012244i,-0.00091857-0.0013196i,-0.0011016-0.00091938i,-0.0013916-0.00081079i,-0.00097823+6.9145e-05i,-0.00019923+9.0941e-05i,0.00021878-0.00029505i,0.00057124+8.1542e-05i,0.00064268-0.00022762i,0.0011344-0.00065902i,0.0012098+2.2715e-05i,0.00040021+7.6439e-05i,-0.00079016+0.00014845i,-0.00079167+0.0004019i,-0.00055734-0.0003036i,-0.00021047-0.00024227i,0.00022289+0.00028934i,-0.00011928+2.0649e-05i,2.8001e-05-0.00012454i,7.5001e-05+0.00051971i,-0.00011433-7.5914e-05i
-1.5691e-05-0.0012968i,0.0003817-0.0011945i,0.0011223-0.00074965i,0.00059206-0.0012171i,-0.00040668-0.0017082i,-0.00077267-0.001627i,-0.0010167-0.00058435i,-0.00060004+0.00016639i,8.9439e-05+5.044e-05i,0.00027934-0.0003025i,-0.00047544-0.0004279i,-0.00071018-0.0007131i,-0.00024584-0.0013432i,0.00023274-0.00042208i,6.6484e-05+0.00052861i,-0.00052752-0.00039537i,-0.00045261-0.0013555i,-0.00088687-0.0011349i,-0.00050022-2.193e-05i,0.0001997+0.00039867i,0.00030143-0.00021384i,-2.4698e-05-0.00031741i,-0.00019667+0.0005319i
0.00081904+0.00086274i,-3.8531e-05+0.00065662i,-0.00050656-0.00010804i,-0.0016441+1.8401e-05i,-0.0020058+0.00051095i,-0.0014279+0.00022392i,-0.00057491+0.00011357i,-0.00067222+0.0001009i,-0.00090024-0.00041495i,-0.00065319-0.00030757i,-0.00015172-9.8382e-05i,5.3899e-05-0.00028295i,0.00036029-0.00010332i,0.00030691-0.00046707i,-0.00028805-0.0011629i,-0.000168-0.00056301i,0.00013499-0.00021715i,0.00011214-0.00055873i,-0.00021827+4.8012e-05i,-0.00046231+0.00045674i,-0.00083874+0.00030399i,-0.00021372-0.00046512i,0.00091009-0.0010571i
-0.00091342-0.0017085i,-0.0025491-0.00054996i,-0.0029974+0.00034986i,-0.001925+0.00052352i,-0.00087859+0.0003386i,-0.00014434+0.00017166i,0.00043404-0.00010063i,0.00075355-0.00080759i,0.00046029-0.0011079i,-0.00047334-0.00024126i,-0.0005886+0.00075131i,0.00037656+0.00041027i,0.00039826-0.0001333i,-0.000223-5.0434e-05i,-0.00065364-0.00056929i,-0.00089679-0.00062728i,-0.00043486-0.00083803i,0.00035458-0.00069164i,0.00081433+0.00061727i,0.00067795+0.00106i,0.0001202+0.00095189i,-0.00097844+0.00033799i,-0.0015713-0.00049978i
-0.00056654+0.00089413i,0.00049716-0.00043979i,0.00020958-0.00050623i,-0.00059658-0.00019091i,0.0005415-0.00024462i,0.0012549-0.00052704i,0.00019473-0.00054287i,-0.00093653-0.00057139i,-0.0011365-0.00064225i,-0.00048833-0.00010411i,-2.133e-06-0.00022855i,4.1311e-05-0.00078212i,-5.1656e-05-0.00057031i,-0.00022704-5.1606e-05i,-0.0010116-0.00029984i,-0.00080224-0.00088636i,-7.244e-05-0.0011505i,-0.00019177-0.00065279i,-0.00070097-6.3343e-05i,-0.0004707+0.00031892i,-0.00037486+0.00031225i,-0.00054758+0.00020479i,-0.00023006-6.5402e-05i
4.9121e-05+0.002415i,0.00047754+0.00069943i,0.00058046-0.00059197i,0.0006377-0.001153i,0.00043164-0.0017832i,-6.6224e-06-0.0016698i,-0.00068563-0.0006993i,-0.00088154+5.7181e-05i,-0.00066075+0.0010416i,0.00015642+0.00092022i,2.4106e-05+0.00027731i,-0.00035089-0.00027907i,0.00015078-0.00048612i,0.00018804-0.00034684i,-0.00054107-0.00026181i,-0.00074044-0.00046759i,-0.00055514-0.0010081i,0.00020705-0.00043482i,0.00027619+0.00089962i,-0.00039414+0.00091938i,4.6486e-05+0.00073814i,0.00030151+0.00019351i,0.00040449-0.00021329i
0.00071184-0.00010508i,9.0385e-05+0.00037733i,-0.00014924+0.00054422i,0.00012992-1.4378e-05i,0.00011126-0.00061261i,-9.1349e-06+0.00021827i,0.00014679+0.00073744i,0.00067651-0.00019532i,0.0006964-0.00085116i,2.4029e-05-0.001133i,-0.00023513-0.00082067i,-3.9006e-05-0.00048745i,-0.00014328-0.00044119i,-8.794e-05-0.00041726i,-2.8437e-05+0.00040394i,3.2428e-05+0.00058094i,0.00055947-0.00035651i,-4.976e-05-0.00072924i,-0.00078923-0.00037429i,-0.00067302-4.1869e-05i,-0.0006751+9.9032e-05i,-7.012e-05-6.0255e-05i,0.00028466-0.00081562i
0.00047967+0.00060523i,0.0001326+0.00071878i,4.8075e-05+0.00041984i,0.00028382+0.00081411i,-0.00032867+0.0012215i,-0.00010535+0.0017815i,0.00017936+0.0016393i,0.00028498+0.00068743i,-8.9201e-05+0.00021418i,-0.00058625+0.00011386i,-0.00052936+0.00020483i,0.00026052+0.000473i,0.00054265+0.00045254i,-1.1105e-05-0.00010511i,0.000505-0.00045187i,0.0013717+0.00025928i,0.0014412+0.00049927i,0.00079086+0.0003294i,9.8855e-05+0.0010928i,-0.00041207+0.0013691i,-0.00050893+0.00095808i,-0.00052973+0.0008246i,-0.00034538-0.00040082i
