0.00097527-0.00028338i,0.0015912-0.0019216i,0.00038542-0.0028795i,-0.0019233-0.0021212i,-0.0039612+3.2146e-06i,-0.0037963+0.001833i,-0.0017318+0.00099956i,-0.00063765+0.00048339i,8.1061e-05+0.00026568i,0.00040226-0.0006418i,5.2392e-05-0.0012714i,-0.00065394-0.001394i,-0.0011786-0.00054515i,-0.0010588+0.00011323i,-0.00060688+0.00055066i,2.4996e-06+0.00034023i,0.00017026-0.00098699i,0.00061615-0.0010282i,0.00095156-2.9228e-05i,0.0012575+0.00082108i,0.00078306+0.0017644i,-7.0676e-05+0.001769i,-0.00010958+0.00069514i
0.0010187+0.00052867i,7.3282e-05+0.0020886i,-0.00071462+0.0030814i,-0.00046817+0.0021217i,0.0007147+0.0012011i,0.0011052+0.00027286i,0.00072924-0.00075609i,0.00060531-0.00097237i,0.00047656-0.00055437i,-0.00031378-0.00069901i,-0.00067012-0.0015198i,-0.0011444-0.0011452i,-0.0013962-0.00012976i,-0.00090683+0.00039753i,-0.00065491+0.00070724i,-0.00048033+0.00030519i,-0.00030968-0.00023974i,0.00032349-0.00011713i,0.0010283-7.06e-05i,0.0010232+0.00014322i,0.00021445-0.00022082i,-0.00064354-0.00058467i,-0.00029785-0.00049148i
-0.00049727+0.0011665i,-0.00072279+0.0012086i,-9.5924e-05+0.0011033i,5.5575e-05+0.00069934i,-0.00022135+0.00042621i,-0.00028515+4.8288e-05i,-0.00072892+9.3053e-05i,-0.00094875+0.00013864i,-6.753e-05-0.00061815i,-0.00034748-0.00041692i,-0.00098682+0.00018486i,-0.0009964-0.00026653i,-0.0010068-0.00036156i,-0.00044823+0.00019874i,-0.00013149-0.00014137i,-0.00067891-0.00012104i,-0.00078189+0.00090685i,-0.00020124+0.00089573i,0.00026605+0.00037209i,9.5539e-05-1.9231e-05i,-0.00054124+0.00024926i,-0.00095458+0.00042999i,-0.0011086-0.00013845i
-0.00058273-0.00045952i,5.5957e-05-0.00059372i,0.00065054-0.00064219i,0.00033471-0.00039864i,0.00016349+0.0003433i,-0.00022091+0.00050904i,-0.00053736-1.8777e-05i,-0.00031878+0.00016949i,-0.00016656+0.00033651i,-0.00041002-0.00047707i,-5.1419e-05-0.00048412i,0.00037144+0.00079877i,0.00030717+0.00092329i,0.00011168+0.00050744i,0.00028535+0.00034986i,7.818e-05+4.6743e-05i,0.00032426+0.00016743i,0.00045294+0.00023835i,-0.00022378+0.00021323i,-0.00047536-1.2239e-05i,-0.00066026-0.00066148i,-0.00090201-0.00075559i,-0.00037709-0.00044613i
0.0026191-0.001236i,0.0021446-0.00067679i,0.00036077-0.002087i,-0.0015845-0.0021039i,-0.0014328-0.00036357i,-0.0010363+0.00056817i,-0.00015489+0.00082482i,0.0002057+0.00079894i,-0.00039058-0.00028459i,-0.00077892-0.00084844i,-0.0012342-0.0004292i,-0.0010125+0.0003643i,-4.0737e-05+0.00062065i,0.00045767+0.00087259i,7.577e-05+0.00091414i,-4.1837e-05+0.00016558i,0.00014818-0.00021211i,0.0011125+4.1732e-05i,0.0014918+0.00011237i,0.00070039+0.00013388i,-0.00018948-1.8865e-05i,0.00043383-0.0002928i,0.00050318-0.00070442i
0.0024785-0.0022581i,0.0019234-0.0023583i,0.0012495-0.0027852i,7.6795e-05-0.0024034i,-0.0014602-0.00058394i,-0.0014192+0.0014707i,-0.00077772+0.0012272i,-0.00086029+0.00064022i,-0.00074213+0.00068259i,-0.00077358+0.00060126i,-0.00087509+0.00045693i,-0.00079378+0.00031894i,-0.00070776+0.00079506i,-0.0002874+0.0014476i,-0.00068759+0.0013875i,-0.00078509+0.00066263i,-0.0007096+0.00065718i,-0.00072359+6.4549e-05i,-9.3276e-05-0.00084473i,0.00017235-0.0013266i,-0.0001669-0.00096618i,-0.00018534+0.0005162i,-0.00010321+0.00076011i
-0.00026765-0.0019869i,-0.0010569-0.0021363i,-0.0013879-0.0019767i,-0.0019784-0.00072296i,-0.0022848-0.00049044i,-0.0017832+0.00027837i,-0.00094125+0.00030497i,-0.00080411-0.00019302i,-0.0012308+0.0002868i,-0.00056819+0.00061246i,-0.0002212+0.00031678i,0.00012357+0.0003042i,0.00019965+0.00014864i,7.5451e-05+0.000813i,0.00064238+0.00093211i,0.0014247+3.1218e-06i,0.0015703+0.00012032i,0.00077735+0.00028687i,0.00055723-0.00063036i,-9.987e-06-0.00073995i,-0.00057538-0.00044738i,-0.00041404-0.00031388i,-0.00019817-0.00024892i
0.00084088+0.00073144i,0.00095703+0.0014741i,0.00042082+0.00068023i,-0.00017823+0.0002385i,-0.00055996+0.00062604i,-0.00017962+0.0007869i,0.00053203+0.00096054i,0.00031878+0.00067174i,0.00054583+0.0001476i,0.0001945+4.7574e-05i,-0.00056784+3.3462e-05i,-0.00024951-0.0001063i,0.00046124-7.4435e-05i,0.00082728+6.4305e-05i,0.00098994-3.6192e-05i,0.00095915+8.7108e-05i,0.00085217-0.0003917i,0.00052999-0.0010413i,-0.00012052-0.00071623i,0.00025485-0.00015391i,0.00053435+0.00046645i,0.00060177+0.00066469i,0.00055191+0.00021775i
-0.00083429-0.0029337i,6.462e-05-0.0034122i,-0.00019345-0.0010306i,-0.00055207+0.00076987i,-0.00011109+0.00079281i,0.00088907+0.00085508i,0.0012996+0.00035955i,0.0011164+1.9672e-05i,0.00030069+3.4386e-06i,-0.00024998-0.00055927i,-0.00031569-0.00047615i,-0.00014202-0.00017688i,0.00014071-4.2916e-05i,0.00045187-0.00023984i,0.00069913-0.00048831i,0.0008125+6.8788e-05i,-6.4721e-05+0.00062687i,-0.00041748+0.00063725i,-0.0005028+0.00070294i,-4.629e-05+0.00042071i,0.00076869+0.00040454i,0.00041837+0.00025746i,-0.0002315-0.00041046i
0.0020828+0.002924i,0.0020579+0.0029615i,0.002295+0.0013837i,0.0010275+0.00038007i,-0.00041059-3.1423e-05i,-0.00096123-0.00026406i,-0.001286-0.00066035i,-0.0008746-0.00018265i,-0.00011592+0.0003657i,0.00090515-0.00026522i,0.00076537-0.00058391i,-0.00025309-0.00044308i,-0.00060872-0.00021215i,-0.0011191+0.00063914i,-0.00079822+0.00072385i,7.7245e-05-0.00050291i,0.00010135-0.0012421i,0.00028205-0.00052366i,0.00012731+3.6468e-05i,-0.00015222-0.00059572i,7.192e-05-0.00088611i,-0.00011677+0.00047078i,-0.00031544+0.0014083i
-0.0017056-0.00011274i,-0.00095209-1.4388e-05i,-0.0012574+0.0007448i,-0.0020319+0.0012465i,-0.00080767+0.0016081i,0.00051904+0.00093116i,-3.6303e-05+0.00021854i,-0.00088903+6.7239e-05i,-0.00073825+3.3002e-05i,0.00025112-0.0001105i,0.0009269-0.00022444i,0.00092855-0.00050513i,0.00042542-8.6163e-05i,0.00046132+0.00016836i,0.00056986-9.6509e-05i,-0.00021286-0.00010351i,-0.00062995+0.00057403i,-0.00065029+0.0012444i,-0.00018877+0.00059819i,0.00043634-4.3683e-05i,-3.5585e-05+0.00044466i,-0.000666+0.00081519i,-0.00056842-9.1255e-06i
-0.0012822+0.00050197i,-0.0015386+0.00052681i,-0.00061972+0.00064272i,-0.00052518-0.0001737i,-0.00042644-0.001012i,-9.1943e-05+0.00016811i,0.00029691+0.00014971i,0.0013024-0.00045569i,0.00085579+0.0001751i,0.00014794+0.00077195i,-0.00023284+0.00063104i,-0.00084755-0.00054343i,-0.0005439-0.00079104i,0.00025378-0.00017638i,-0.00022579+0.00012053i,-0.00084592+0.0003116i,-0.00059438+0.00019618i,0.00034409-2.7845e-05i,0.00062722+6.2804e-05i,0.00018587-2.086e-05i,-4.7951e-05+0.00029215i,9.3195e-05+0.00082168i,0.00018593+0.00060572i
-0.0010493-0.0016978i,-0.0006375-0.001494i,-0.00073883-0.00069204i,-0.00093088+0.0008666i,-0.00096491+0.001488i,-0.0011042+0.0006657i,-0.00095758+2.9839e-05i,-0.00070379+0.00056988i,-0.00028841+0.00067248i,-0.00025722-9.3184e-05i,0.00010986-0.00058897i,0.00094971-0.00031887i,0.0013326+0.00017153i,0.00016688+0.00045469i,-0.00087427+0.0007673i,-0.00033301+0.001135i,0.0010116+0.00081793i,0.00075916+0.00022318i,3.3229e-05+0.00038046i,-0.00022845+0.00074486i,-0.00024692+0.00071076i,-0.00032481+0.00030402i,-0.00076349-0.00038587i
0.0008661+0.0021249i,0.00083625+0.0015208i,0.0008568+0.00089595i,0.00040847+0.0014065i,0.00086828+0.0011509i,0.00076438+0.00031557i,-5.357e-05+6.1219e-05i,-0.00019684+0.00042378i,0.00027546+0.00098342i,0.00083926+0.00036391i,0.00075485-8.4946e-06i,-0.00032419+0.0004109i,-0.0010286+0.00082691i,-0.0006583+0.00067425i,-0.00080766-8.8819e-05i,-0.00063172-0.00036079i,4.272e-05-0.00068292i,0.00071593-0.0010043i,0.00076416-0.0003936i,-0.00048076+6.5651e-05i,-0.0013387-0.00015698i,-0.00091779-0.00019028i,-0.00019827-0.0001802i
-0.00054656-0.0008476i,-0.0010438+0.00024596i,-0.0015393+0.0010131i,-0.0014804+0.0016912i,-0.00063372+0.0012023i,0.00059812+0.00024919i,0.00071705-0.00026978i,0.00015435-0.0001198i,-0.00060675-0.00028971i,-0.0010484-0.0006685i,-0.0012297-0.00049131i,-9.2727e-05-3.8439e-05i,0.00069447+0.000881i,0.00034993+0.0010124i,-8.6769e-05+0.00051269i,-0.0006406+0.00045562i,-0.00076746+0.00046268i,-0.00031564+0.00028683i,4.7604e-05+0.00032001i,0.00041788+1.7303e-05i,0.00066452-0.0005726i,0.00048249-0.00046866i,-0.00038489-8.0142e-05i
-0.0015355-0.001219i,-0.0020224-0.0010972i,-0.0015454-0.0013596i,-0.001201-0.00062318i,-0.00062199+0.00060235i,-5.8856e-06+0.00089944i,0.00042468+0.00044897i,0.00038695+0.00033073i,0.00042487+0.00076155i,0.0002813+0.00098715i,-0.00056216+0.00040009i,-0.0009265-0.00051399i,-0.00037982-0.00049344i,0.00018079-0.00057998i,4.6347e-05-8.9839e-05i,-0.00024964+6.434e-05i,-0.00030494-0.00072082i,-0.00017983-0.00068037i,-0.00031084-0.00024372i,-0.0010629+5.9141e-05i,-0.0007404-0.00026228i,-2.5515e-05-0.00031492i,0.00031972+0.00023098i
0.0010438-0.00085149i,0.0011582-0.0010707i,0.00071471-0.0010965i,0.00026396-0.00012619i,-0.00062136+0.00035017i,-0.0010348+0.00038466i,-0.00086385+5.9847e-05i,-0.00069941+0.00038093i,-0.00068018+0.00027075i,-0.00074702-9.621e-05i,-0.00066238+0.00019432i,-3.5769e-05+0.0001924i,0.0006888+0.00044903i,0.00024344+0.000537i,-0.00018072+0.00047761i,0.00039568+0.00011194i,0.00046623+7.3541e-05i,0.00038968+0.0004165i,-4.0507e-05+0.00083165i,-0.00033616+0.0006298i,-7.0248e-05+0.00024602i,8.72e-05+0.00012632i,0.00034916-0.00013356i
-0.00063755-0.0019898i,-0.0010347-0.0018832i,-0.00044054-0.001841i,-0.00034781-0.00067956i,-0.00082983+0.00064277i,-0.00024917+0.00095236i,0.0002537-0.00013108i,-0.00076682-0.00030031i,-0.0018745+0.00054639i,-0.00087069+0.0012023i,8.5356e-05+0.0014919i,9.1585e-05+0.00094719i,0.00011885+0.00022365i,-0.00043605+0.00020939i,-8.1612e-05-5.0805e-05i,6.7231e-05-0.00070147i,-0.00078233-0.0005672i,-0.001333+0.00022098i,-0.00062697+0.0003154i,0.00012887+0.0003218i,-0.00045577+0.0002149i,-0.0011075-0.00062014i,-0.0012027-0.00042346i
-2.4527e-05-0.0022045i,8.2399e-05-0.0021377i,-0.00081812-0.0027916i,-0.0021189-0.0017431i,-0.0019022+0.00041843i,-0.00069175+0.0006613i,-3.4507e-05-0.00064407i,-0.00013745-0.00077773i,-0.0005429+0.00041778i,-0.00081331+0.00087928i,-0.00097023+0.00057396i,-0.00045492+0.00020312i,0.00025189+8.6516e-05i,0.00037355+0.0005282i,-0.00044467+0.00058424i,-0.00069093+0.00044571i,-0.00030625+0.00011711i,0.00013353-0.0009883i,0.00051219-0.0012876i,0.00027341-0.00059508i,-0.00029379-0.00053367i,0.00035356+0.00031016i,0.00053192+0.00081999i
-0.001028+0.00073532i,-0.0017874+0.00082354i,-0.0021911+0.0018784i,-0.0013329+0.0024787i,0.00086206+0.0011453i,0.0019121-0.00046108i,0.00068301-0.00079693i,0.00051169-0.00022395i,0.00049983-0.00030659i,0.00032655-0.00043814i,0.000323-0.00037404i,-0.00013059-0.00077958i,-0.00020375-0.00097109i,-0.00011265-0.00066101i,-0.00014339-0.0001093i,-0.00038897+0.00025273i,-0.0004915+7.6835e-05i,-0.00045356-0.00025314i,-0.00021487+0.00031968i,-0.00035916+0.00044011i,-0.00051329+0.00014772i,-5.3034e-05-0.00046554i,0.0003716-0.0004202i
0.0014184+9.8755e-05i,0.0019694-0.00046178i,0.0017394-0.00078079i,0.0010043-0.00095738i,-0.00057149-0.0011499i,-0.00070408-0.00074039i,-0.00036673-0.00035964i,-0.00075666+0.00036053i,-0.00040179+0.00067623i,-0.00020342+0.00026472i,-0.00073097-0.00037551i,-0.0011849+0.00017012i,-0.00051586+0.00030156i,-8.5944e-05-0.00052089i,-0.00015604-0.00018028i,-0.00015689+0.00075784i,-0.00075254+0.00076084i,-0.00090482+0.00011911i,-2.5467e-05+0.00021798i,0.00052806+0.00032647i,0.00026763-0.00018433i,-6.2857e-06-0.00028961i,3.3495e-05+6.4446e-05i
0.00016666-0.001691i,-0.00030529-0.0011364i,-0.0005017+0.00095499i,-0.0003933+0.0017731i,-0.0011762+0.0012069i,-0.00074799+0.00019838i,0.00016411-0.00040772i,-0.00010261-1.509e-05i,-0.00069748+0.00067058i,-0.00071717+0.00090242i,-0.00060147+0.000997i,-0.00054008+0.00058678i,-0.00038378+0.00023363i,0.00012784+0.00030059i,0.00034836-0.00024443i,0.00056075-0.00069681i,0.00057215-0.00037873i,0.0012008+0.00010789i,0.0015374-0.00019943i,0.00096313-0.00041098i,-8.5039e-05+3.3871e-05i,-0.00027008+0.00056378i,0.00067547+0.0004066i
0.0005248+0.00018883i,-0.00067583-6.8252e-05i,-0.0018174-0.00018524i,-0.0024987-0.00047124i,-0.002454-6.4131e-05i,-0.0014956-0.00035241i,-7.8542e-05-9.8602e-05i,-0.00065521+0.0001156i,-0.00094217-0.00046993i,-0.00023027-0.001022i,-0.00017979-0.0012987i,-0.00067436-0.00046778i,-0.00088852+0.0004989i,-0.00029386+0.00073153i,0.00086244+0.0005108i,0.00043398-7.8496e-05i,-0.0002106-0.00010195i,-0.00020366+0.0001776i,-0.0001328-0.0006789i,0.0001542-0.0011685i,0.00074056-0.00058083i,0.00061331-0.00028773i,0.00013279-0.00049257i
-0.00013016+2.4516e-05i,-0.00032866-0.00079213i,-0.00032194-0.00094528i,-0.00049296-0.00019652i,-0.0012238+0.00017358i,-0.001083-0.00061054i,-0.00025129-0.00064065i,-0.00037277-0.00038611i,-0.00045331-0.00043245i,-7.4045e-05-0.0012454i,-0.00037053-0.00090709i,-0.00091597+0.0001565i,-0.00082464-0.00054125i,-0.00043303-0.00053255i,0.00016109+0.00024429i,0.0005407+0.00016958i,0.0008087-0.0002192i,0.00060898-0.0001784i,0.00015243+4.1835e-05i,-5.9934e-05-7.1256e-05i,0.0001854-0.00058274i,0.00029473-0.00038206i,0.00020602+0.00016337i
-0.00056406-0.0013667i,-0.00014717-0.0014452i,-0.00087616-0.0011375i,-0.0013046-0.00055098i,-0.0006405+0.00017484i,8.5287e-05+0.00045007i,8.9743e-05-0.00020963i,0.00029434-5.5282e-05i,0.00057272+0.00033681i,0.0001841+0.00068073i,0.00017401+0.0012328i,0.00039727+0.00035958i,-0.0003569-0.00043538i,0.00019505+0.00034763i,0.00074499+0.0010955i,-0.00025626+0.0011641i,-0.00041123+0.00068385i,0.0002985-1.6648e-05i,0.00084655+7.3657e-05i,0.00045519+0.0003586i,0.00052239+5.5453e-05i,0.00057288+0.00029156i,0.00016461+0.00021633i
0.001365+0.0016694i,0.0011177+0.002114i,-8.6741e-05+0.0013619i,-0.00093569+0.00035408i,-0.00092674-0.00016886i,-0.00058861-0.00080082i,-0.0010024-0.0013137i,-0.0006967+0.00022104i,2.7413e-05+0.0011213i,3.8818e-05+0.00074015i,-0.00031254+0.00025262i,6.5824e-05+0.00011327i,0.00032512+0.00048658i,-1.6506e-05+0.00018889i,-0.00021728-0.00060988i,-0.00034224-0.0013665i,-0.00022823-0.00084806i,-0.00070882-0.0006284i,-0.00047484-0.0007265i,0.00023492+0.0003686i,1.6483e-05-0.00012168i,-0.00027884-0.000762i,0.00033303-0.00028022i
-0.0016948+0.0015474i,-0.0017483+0.0019758i,-0.0016644+0.0033777i,-0.00010684+0.0035584i,0.0012111+0.0025356i,0.0010963+0.0010645i,4.9193e-05+0.00033676i,-0.00088145+0.00049201i,-0.00021249-0.00044229i,0.00068447-0.00040272i,0.00036978+0.00047941i,0.00035024+0.0007765i,0.00030738-5.1575e-05i,-2.5955e-05-0.00066506i,0.00059991-0.00010519i,0.00036899+0.00019844i,-0.00014522+0.00039261i,-0.00048368+6.9334e-05i,9.7404e-05-0.0005248i,0.00092089-0.0004678i,0.00028371-0.00069713i,5.652e-06-0.0006254i,-0.00043905-1.8852e-05i
0.00050337-0.00075419i,0.00064626-0.00019483i,0.00021732+1.1844e-05i,-0.00031168-0.00013164i,-0.00076322+3.3353e-05i,-0.0010132+0.00024259i,-0.0013311-0.00028671i,-0.00052406-0.0005626i,0.00039258-0.00012015i,0.00024143+6.7639e-05i,-0.00026-0.0002222i,-0.00038319-0.00032722i,0.00020665-0.00017086i,-2.8199e-05-0.00038019i,-0.00034207-0.00093042i,-0.00062563-0.00091964i,-0.00080621-0.00068996i,0.00034144-0.00024233i,0.00046095-0.00014643i,-0.00068437-0.00010014i,-0.0013068+0.00026842i,-0.00074937+0.00035329i,0.00011764+0.0002392i
8.9314e-05-0.00044295i,-8.2587e-05-0.0012291i,-0.00090192-0.0011856i,-0.0014251-0.00029404i,-0.00076779+0.00053332i,-0.00065781+0.00089568i,-0.0011858+0.0011725i,-0.0010187+0.0013188i,-2.5204e-05+0.0012216i,0.00012496-0.00029498i,-0.00014229-0.0012836i,9.809e-05-0.00019308i,-0.00016583+0.00050522i,-0.00045514-6.5886e-05i,-0.00060469-0.00056737i,-0.0007408-0.00078105i,-0.00047845-0.00062831i,0.00030906-0.00069784i,0.00021757-0.00060149i,-0.00051975-0.00053237i,8.1503e-05-0.0008021i,0.00068605-0.00069444i,0.00042048-0.00024666i
0.0010864-0.0016258i,0.00052769-0.0022523i,-0.00027397-0.0020475i,-0.00028055-0.0011333i,0.0005331-0.00067217i,0.00071143-0.0002945i,0.00040826-0.00023201i,0.00029972-0.00011723i,0.00019647-2.2875e-05i,-0.00039794-0.00020554i,-0.0002801-0.00081627i,8.1353e-05-0.0004128i,0.00018196+0.00049244i,0.00075582+0.0012897i,-8.444e-05+0.0011804i,-0.00086264+0.0012002i,-0.00091261+0.00159i,-0.00053439+0.0012686i,-0.00032033+0.00058075i,-0.00058461-0.00031076i,9.3437e-05-0.0012035i,0.00061353-0.0012283i,0.0001158-0.0010868i
-0.0021728+0.0019204i,-0.0021089+0.00206i,-0.0012241+0.0027945i,-0.00056061+0.0023369i,0.00026731+0.0012608i,0.00098869-0.00025299i,-9.3168e-05-0.0011612i,-0.00080164-0.0006742i,-0.00059803+0.0001216i,-0.00016639+0.00060858i,0.0001584-0.00024405i,-5.8186e-05-0.0013872i,-0.00025176-0.0008532i,0.00031501+6.2537e-05i,0.00084362+0.00038834i,0.00051114+0.00044245i,-0.00036674-8.0926e-05i,-0.00080572-0.00073008i,-0.00041674-0.00054961i,-0.0003498-0.00039845i,-9.3039e-05-0.00014844i,0.00043185+0.00024122i,0.00015839+0.00028474i
-0.00054154+0.00035583i,-0.00087468+0.00025108i,-0.0012469-0.00037871i,-0.00083114-0.0003507i,-0.00065501+0.0004992i,-0.000681+0.00062718i,-0.00013614-0.0003199i,0.00045623-0.00031546i,6.9423e-05-0.00022136i,-0.00041815-0.00028184i,-7.372e-05-0.00046689i,0.00044653-0.0010041i,0.00088139-0.00058912i,0.00087195+8.9244e-05i,0.00055998+0.00035886i,0.00053068+0.00049465i,0.00029561-7.0506e-06i,0.00064549-4.6432e-05i,0.0011591+0.00033239i,0.00064981+0.0009957i,-3.6965e-05+0.0016613i,8.1638e-05+0.0014402i,0.00065029+0.0006562i
-0.00097921-0.00054196i,-0.0004293+0.00068632i,3.888e-05+0.0029663i,0.00063935+0.0034916i,0.0010191+0.002117i,0.00076688+0.00012602i,-2.8719e-05-0.00045407i,-0.00091533+0.00046045i,-0.00087457+0.0010055i,-0.00017355+0.00050984i,9.9251e-06-0.00030411i,0.00055256-0.00061017i,0.00026591-5.3466e-06i,-0.00030974+0.00018189i,3.3535e-05-0.00020316i,0.00017908-6.3486e-07i,-0.00017283+0.00072744i,-0.00045232+0.00074687i,-0.00037183-7.6962e-06i,-0.00022948-0.0001211i,-3.093e-05+0.00022325i,-7.0114e-05+0.00023751i,-0.00020708-0.00022671i
0.00013026+0.0011816i,0.00087628+0.00061743i,0.0016365-0.0011837i,0.00070146-0.0009791i,-0.00075385+0.00039808i,-0.00097165+0.00041251i,-0.0002145-3.5456e-05i,0.00028715-6.621e-05i,0.00047196-0.00019878i,0.00065803-0.00067056i,0.00078693-0.0012262i,0.00077907-0.0010817i,0.00026747-0.00056098i,-0.0001406-0.00073627i,-2.7529e-05-0.00082965i,-6.6561e-05+0.00011785i,-0.00063174+0.00060324i,-0.0007302+0.0012589i,-0.00010154+0.0015341i,8.5348e-05+0.0010291i,-0.00052983+0.00075071i,-0.00072335+0.0003153i,-0.00051722+0.00021298i
-0.00085546-0.00010005i,8.555e-05+0.0001957i,0.00076615-0.00013192i,0.001745-6.5342e-05i,0.0019927-0.00023714i,0.00055099-0.00032434i,-0.00050189-0.00082582i,-0.00034635-0.0010298i,0.00011327-0.00024073i,0.00034468-0.00032865i,0.00019373-0.00077782i,-5.4449e-05-0.00027141i,0.00010219-0.00038755i,0.00019894-0.00086508i,-0.00045337-0.00032756i,-0.00071704+0.00028611i,-0.00086184-2.1537e-05i,-0.00074186-0.00028089i,-0.00030132-0.00049838i,-0.00060029-0.0006256i,-0.00081045-0.00043547i,-0.00030861-0.00057612i,2.7506e-05-0.00038893i
-0.0012317+0.00078563i,-0.0003303+0.00087448i,-0.00033201+0.001423i,-0.00029701+0.0019634i,0.00029714+0.0016543i,0.00055455+0.00022955i,0.00026943-0.00087661i,-0.00024468-0.00047786i,-0.00015588+2.5693e-05i,0.00080172+0.00017633i,0.0017764-0.00088036i,0.0012331-0.0014026i,-0.00022905-0.00073429i,-0.00052554-0.00077784i,-2.1416e-05-0.00072097i,-0.0001149-0.00033195i,-3.6497e-05+0.00025398i,0.00055705+0.00057837i,0.0006508+0.00015306i,0.00025338-0.00012453i,-9.7272e-05-0.00028181i,0.00046203+0.00016777i,0.00042797+0.00043793i
-0.0017987+0.0013018i,-0.00026362+0.0011162i,0.00053101+0.0013728i,0.00062014+0.0012802i,0.00021543+0.00094049i,-0.00052548-0.00042355i,-0.00048442-0.0012365i,-0.00058608-0.00047282i,-0.001529+3.9961e-05i,-0.0011074-0.00017548i,0.00032651-6.5402e-05i,0.00044662-0.00062215i,0.00054986-0.00061186i,0.00068273-0.00014328i,8.3629e-05+0.00014354i,-0.00072862-4.6466e-05i,-0.00073742+1.6295e-05i,0.00026348+0.00060687i,0.00064743+0.00068672i,0.00040205+0.0006638i,0.00020364+1.6536e-05i,0.00037455-0.00064396i,0.00038659-0.00038484i
-0.0010133-0.001801i,-0.00025613-0.0012188i,-0.00068715-0.00097313i,-0.0013483+0.00083686i,-0.00066614+0.0015489i,-0.00015621+0.00074366i,-0.00033472+0.00037313i,0.00012226-0.00040375i,0.00018373-0.00065793i,-0.0003506+0.0001181i,-0.00049534+0.00078817i,0.00028245+0.00023607i,0.0014751+7.1927e-05i,0.0010928+0.00035278i,7.8642e-05-0.00079759i,-0.00029157-0.0010488i,-0.00058092-0.00030931i,-0.0005456-0.00030673i,-0.00066488-0.00015477i,-0.00041882-0.0002848i,0.00039147+6.5123e-05i,0.00080866+0.00031571i,0.00073021+0.00022946i
0.00049373+0.0026851i,-0.00017668+0.0020549i,0.0010101+0.0017455i,0.0019111+0.00087543i,0.0016781+0.00031382i,0.00080469-0.00017094i,-0.00036081+1.9034e-05i,-0.00061826+0.0005174i,-0.00036435+0.00040542i,-6.0932e-05+0.00018037i,0.00051434-0.00065695i,0.00016804-0.0011352i,-0.00028522-0.00070797i,-0.0001854-0.00041018i,-8.5369e-05-0.0002272i,-0.00011261-0.00059791i,0.00045951-0.00073046i,0.0007624-0.00047856i,0.00044644-0.00047274i,0.00047134-0.00076209i,0.0010258-0.0010929i,0.00049803-0.0010395i,-0.00058462-0.00092354i
-0.001462-0.00070508i,-0.00084638-0.00034783i,-0.00072907+0.0017338i,-0.0011066+0.0029294i,-0.00088968+0.001601i,0.00056859+0.00020562i,0.0011877-0.00077002i,0.0012282-0.0010408i,0.00079655-0.00027548i,-3.937e-05+0.000298i,-0.00066039+0.00016971i,-0.00054025+9.9998e-05i,0.00038581-3.8181e-05i,0.00045992+0.00028643i,0.00065798+0.00028898i,0.00063938+0.00012973i,-0.0005213+0.00017227i,-0.00074772-0.00017223i,-0.00034448+0.0002692i,-0.00051502+0.0005218i,-0.0006463+0.00018764i,-8.3511e-05+0.00059431i,0.00097349+0.00031361i
-0.00046655-0.00089877i,-0.00049436-0.00099469i,0.001306+0.00044258i,0.0015011+0.0010798i,0.00037502+0.0011659i,-0.00042449+0.00096575i,-0.00037714-0.00017309i,0.00016833-0.00082689i,0.00028753-0.0010599i,-0.00058163-0.0014551i,-0.00053328-0.0011218i,-0.00048289-0.00058545i,-0.0010839-0.00071129i,-7.0335e-05-0.0010482i,0.00011817-0.0001898i,-0.00063906+0.0003737i,-0.00050386-6.1906e-05i,0.00022561-0.00026405i,0.00017117-0.00010659i,-0.0001712-0.00030222i,-0.00018896+0.00011441i,-0.00010154+0.00053461i,0.00018137+0.00077637i
-0.00056897+0.0041854i,-0.00067127+0.0048089i,8.9847e-05+0.0038048i,0.0012073+0.0015537i,0.0013392-0.00051319i,0.0003368-0.0014565i,-0.00048781-0.0013464i,-0.00099524-0.00090802i,-0.00046696-0.0010694i,0.00019387-0.0018773i,0.0001574-0.0011692i,0.00032279-0.00018461i,2.9787e-05+4.8647e-05i,-0.00072244+0.00056041i,-0.00042611+0.0010791i,-0.0002238+0.0012177i,-0.00014014+0.00058497i,0.00024864-5.5027e-05i,0.00093676+4.9013e-05i,0.0008579+0.00067887i,-3.6695e-06+0.00058362i,-0.00018971+0.00088053i,0.0003798+0.0011974i
-0.00067141-0.001209i,-0.00033201-0.0019075i,-0.00064713-0.00085561i,-0.00018997+0.0010207i,0.00051204+0.0017388i,0.00035671+0.00082028i,0.00020227-4.393e-05i,0.00037513-7.9043e-05i,0.00041741-6.18e-05i,0.00068942-0.00078841i,0.0007577-0.00058129i,-0.00014658+0.00044886i,-0.00068012+0.00083403i,-0.00042095+0.00034375i,-9.7019e-05+3.9664e-05i,8.9189e-05+0.00027825i,-0.00018989+0.00030704i,-0.00038982-0.00067281i,0.00044176-0.00065538i,0.00090963+0.00086213i,-0.00039174+0.0011268i,-0.0013023+0.00084376i,-0.00086631+0.00033239i
