0.0051282-0.00053599i,0.0071045-0.0023802i,0.0050618-0.0063439i,8.7482e-05-0.0076657i,-0.0049014-0.0055459i,-0.0072259-0.0011141i,-0.0040715+0.00097053i,-0.00070148+0.00024858i,0.00019853-0.00034721i,2.7665e-06-0.00068592i,1.2766e-05-0.00018523i,0.00011154+8.5754e-05i,0.00034652+0.00025724i,-0.00043989+0.00088307i,-0.0013786+0.0010999i,-0.00077931-0.00023544i,-0.00064982-0.0010149i,-0.00060818-0.00034954i,0.00011146+2.5757e-05i,0.00041527+0.00022114i,0.00032533+6.3681e-05i,0.0003884-0.00044384i,0.00023902-0.00019385i
-0.0032155-0.0012655i,-0.002519-0.00045485i,-0.0016761-0.00042512i,-0.0010218-0.00016116i,-0.00061858+0.00024962i,-0.00042638-0.00068464i,-0.00033873-0.0020289i,-9.0803e-05-0.0015791i,-0.00072235-0.00028301i,-0.00081271+0.00031619i,0.00076949+0.00073581i,0.0010878+9.8177e-05i,0.00057424-0.00068685i,0.00036182-0.00089884i,0.00030937-0.0011964i,-0.00012839-0.000687i,-0.00078357+0.00023227i,-0.00049567+0.0002893i,0.00032491-0.00070158i,0.0009336-0.00076077i,0.00096087-0.00056943i,0.0006787-0.00075569i,0.00064166-0.00070712i
0.0002654+0.00035082i,-0.0015154+0.0002614i,-0.002153+4.0277e-05i,-0.0015622-0.0002529i,-0.0011196-0.00072257i,-0.00020161-0.0018131i,0.00019442-0.0019434i,-0.00027952-0.00093339i,8.4451e-05+0.00026809i,0.00047132+0.001102i,-1.0786e-05+0.00099594i,-0.00066001+0.00032578i,-0.00066338-0.00035772i,-0.00045154-0.0012435i,-0.00064152-0.00094433i,-0.0005827-0.00016109i,0.00039739-6.714e-05i,0.00088315-0.00024291i,0.00049565-3.3664e-05i,-0.00022118+2.0927e-05i,-0.00066855-0.00034316i,-0.00034679+0.00011905i,5.6402e-05+0.0009512i
0.00017729-0.00091346i,-0.00045452-0.001631i,-0.0016178-0.00054303i,-0.0018827+0.00093514i,-0.0026368-0.00016004i,-0.0031479-0.0012524i,-0.0023866-0.00071377i,-0.0020404+0.00066762i,-0.0015471+0.00064398i,-0.0010111+0.00046859i,-0.0011696+0.00019949i,-0.0016481-0.00038476i,-0.00068267-0.00026826i,0.00023548+0.00052603i,-4.9892e-05+0.0007894i,-0.00059339+0.00052635i,-0.00088848+0.00056335i,-0.00058061+0.00043586i,6.6505e-05-0.00014687i,-0.00039336+4.5644e-05i,-0.00082638+0.00038386i,-0.00053856+0.00036847i,0.00013062+0.00020992i
-0.002427-0.0011392i,-0.0022185+0.00024023i,-0.00095263+0.00065422i,8.8182e-05+4.0229e-05i,-0.0014782-0.00054276i,-0.0019203+7.757e-05i,-0.00088531+0.00032547i,-0.00062078-0.00023689i,-0.0010018-0.0003426i,-0.0013445+0.00014329i,-0.001451+0.00070083i,-0.00084491+0.00072863i,0.0001501+0.00038355i,0.00051732-4.3413e-05i,0.00021848-0.00025739i,0.00062658+8.7685e-05i,8.1729e-05+0.00052647i,-0.0002177+0.0004008i,0.00031301-0.00024403i,0.0002209-0.00091311i,-0.00020208-0.0010025i,0.00018918-0.00033195i,2.1813e-05-1.8069e-05i
0.0022276+0.0019849i,0.0021383+0.00217i,0.0031795+0.00040712i,0.0023417-0.0019678i,0.00021116-0.0028538i,-0.0017313-0.0026552i,-0.0025735-0.0015448i,-0.0014173-0.00032848i,-3.7949e-05+5.5183e-05i,-3.8842e-05+0.00017083i,0.00050214+0.00086329i,0.00049305+0.0013232i,-0.00013105+8.8161e-05i,0.00014592+6.2987e-05i,-0.00014044+0.00034709i,0.00012613+0.0001447i,0.000249-1.6832e-05i,-0.00059005-0.00071687i,-0.00073407-0.00045451i,-0.00045554+0.00075062i,-0.00038215+0.0009127i,-0.00011249+0.00047013i,0.00021098-0.00014907i
0.0017133+0.00060871i,0.0012934-0.0025104i,-7.2199e-05-0.0029317i,-0.0010963-0.0029708i,-0.0016786-0.0024513i,-0.0025157-0.0012157i,-0.0025605-0.0011006i,-0.0012141-0.00040118i,-0.00082734+0.00046424i,-0.00048029+0.00075901i,0.00053643+0.00098472i,0.0012399+0.00045502i,0.0017959-0.0003337i,0.0016979-0.00021575i,0.00020929-0.00018966i,-0.00095269-0.00036217i,-0.001444+0.00031929i,-0.0012664+0.00055708i,-0.00071115+0.00026933i,-0.00020382-0.0003268i,-1.159e-06-0.00035395i,0.00027933-0.0002967i,0.00056234+0.00016042i
-0.0052727-6.8223e-05i,-0.0047295+0.00084077i,-0.0040796+0.00048247i,-0.0029235-0.00054452i,-0.0028014-0.0019888i,-0.0038232-0.0032257i,-0.0040155-0.0024886i,-0.0028475-0.0014576i,-0.0010999-0.0013393i,-0.00024427-0.00078582i,-0.00048258+5.6884e-05i,-0.00049867+0.00017052i,-0.00062785-0.00030636i,-0.00081364-0.00017431i,-0.00035089+0.00038552i,2.3225e-05+0.00056803i,-0.00053255+0.00031291i,-0.0008051+3.433e-05i,-0.00037041-0.00027726i,0.00024218+0.00019187i,0.0008614+0.00066553i,0.00054859+0.00069453i,-0.00021069+0.0011239i
0.0014485+0.0009672i,0.0022028+0.0043947i,0.0036092+0.0044301i,0.0023967+0.00021572i,-0.00023285-0.0031155i,-0.0021261-0.0032421i,-0.0022133-0.0022164i,-0.0010654-0.0016083i,-0.00045089-0.00069695i,-0.00032097+0.00019083i,-0.00048992+0.00015107i,-0.00078824+0.00023677i,-0.00050405+0.00046038i,0.00021368+0.00021968i,0.0003977+0.00027593i,-0.00012711+0.00026339i,-7.2227e-05-3.5783e-06i,6.7572e-05+9.6668e-05i,0.00036241+0.00011209i,0.00073075+0.00016632i,0.00036738+0.00083019i,-0.00029485+0.00094354i,0.00024685+0.0002371i
0.0049698-0.0012124i,0.0037852-0.0026478i,0.0022533-0.0038156i,0.0003432-0.0035465i,-0.0013197-0.0028971i,-0.0010955-0.0022526i,-0.00039643-0.0017811i,-0.00028258-0.0014031i,-0.00045588-0.00078404i,-0.0010545-0.00042907i,-0.00069685-0.0002753i,0.00019913-0.00012178i,-3.2598e-05-0.00013662i,-0.00014067+0.00057442i,0.00016629+0.0011427i,0.0001369+0.0010026i,0.00039234+0.00074316i,0.00058228+0.00037935i,0.0006087-0.00026295i,-0.00018131+6.6321e-05i,-0.00093283+1.4909e-06i,-0.00092063-0.00084831i,-0.00070107-0.00049124i
-0.0030753-0.00035949i,-0.0025032-0.0023361i,-0.0022631-0.0027542i,-0.00046595-0.0030318i,0.00050593-0.0029318i,-0.00054253-0.0021248i,-0.0024745-0.0013358i,-0.0031001-0.0014317i,-0.0022206-0.0016669i,-0.001605-0.0012331i,-0.0012079-0.00019071i,-0.00034583+0.00058368i,-4.9525e-05+0.00065632i,-0.00034405+0.00010634i,-0.00035151-0.00025986i,0.00050605-0.00063436i,0.00019333-0.0003001i,-0.00043249-3.7813e-05i,-0.00040776-0.0002421i,-0.00096948-0.00010153i,-0.0006424-4.0497e-05i,-0.00061621+0.00015252i,-0.00033711+0.0002861i
-0.0043588-0.00062386i,-0.0033662+0.001075i,-0.0034867+0.0022597i,-0.0025801+0.0012253i,-0.00088978-0.00059353i,-0.0012139-0.0015526i,-0.0023378-0.0020912i,-0.0016098-0.0015859i,-0.00034484-0.00040491i,-0.00017821+0.00056809i,0.00010052+0.0012029i,-3.2148e-05+0.0011865i,-0.0005804+0.00085822i,-0.00050746+1.9132e-05i,7.4527e-05-0.00062452i,5.4241e-05-2.3681e-05i,-0.00081651+0.0004335i,-0.00022974-0.00025337i,0.00024712-0.00050475i,-0.00015743+2.8693e-05i,-0.0002244+0.00025196i,-0.0002155-0.00077226i,-0.00021204-0.00095247i
0.0043938-0.0023388i,0.0036342-0.00047787i,0.0027591+0.0010282i,0.0012861-0.00048871i,-0.00045685-0.0026159i,-0.0010744-0.0030441i,-0.00022926-0.0020215i,-0.00064605-0.0012364i,-0.00099165+3.087e-06i,-0.00070755+0.00087803i,-0.00088581+0.00044487i,-0.00053282+0.00011558i,0.00014557+0.00045171i,-0.0001376+5.0532e-05i,-0.0004195-0.00088049i,0.00011346-0.00063456i,0.00055119+9.7841e-05i,-7.5941e-05+0.0004828i,-0.00067061+0.00083005i,-0.00024002+0.0012181i,0.00030861+0.0012412i,0.0003661+0.00072776i,0.0001024-0.00030098i
-0.0048902+0.0032126i,-0.0032592+0.0022415i,-0.002216+0.0017128i,-0.0016064+0.0009852i,-0.0012142-0.00079853i,-0.0008652-0.0018563i,-0.0011105-0.0015468i,-0.00093413-0.0011879i,-0.00022061-0.00098649i,-0.00050723-0.00078789i,-0.00023544-0.00028223i,0.00058806-0.00014785i,0.00055654+0.00034369i,0.00062633-0.00014171i,0.00061507-0.00069385i,-0.0003464-0.00047322i,-0.0012745-0.00053954i,-0.0015293-0.00026798i,-0.0013407-0.00016446i,-0.00056584-0.00031111i,0.00011536+4.4975e-05i,0.00031359+0.00040448i,0.00046186+2.3155e-05i
-0.00058606-0.00044824i,0.00088449+0.0010248i,-0.00021316-0.00022412i,-0.0016952-0.00089672i,-0.0018425-0.00062301i,-0.0022551-0.0012018i,-0.0016555-0.0013108i,-0.00074932-0.0010105i,-0.00052366-0.00072232i,-0.00020183-0.00012196i,-0.0002272+0.00068026i,-0.00026478+0.00098291i,0.00021234+0.0004067i,0.0010925+8.9279e-05i,0.0011644+0.0003247i,0.00021634+0.00039162i,-9.5207e-05+0.00024101i,9.6561e-05+0.00022619i,0.00028472+0.00053112i,0.00055893+0.00065794i,0.00023602+0.00066031i,-0.00052809+0.00081949i,-0.00079827+0.00099375i
0.0029113-0.0034148i,0.00080551-0.0025622i,-0.00077771-0.0015904i,-0.00087885-0.0018295i,-0.00081803-0.0025072i,-0.00076617-0.002636i,-0.00083767-0.0021805i,-0.0013366-0.0012224i,-0.00082207-0.00075662i,-0.00024586-0.00070359i,-0.00058409-0.00048537i,-0.00071509-0.00013981i,-0.00039119+0.00047978i,-0.0004952+0.00087872i,-0.00085409-6.1184e-05i,0.00038521-0.00075321i,0.00081512+0.0001835i,-0.00028606+0.00092553i,-0.0009122-3.9492e-05i,0.00051683-0.00064293i,0.001287-0.00082341i,0.00031775-0.0010514i,-0.00028698-0.00050191i
-0.0033611+0.00041316i,-0.0034676+0.00047592i,-0.0020105+0.0019756i,-0.00047934+0.0019307i,-0.00048488+0.00038729i,-0.0020838-0.00061772i,-0.002102-0.0011194i,-0.0009768-0.0010612i,-0.00042088-0.00042804i,-0.00035917-0.00030639i,-0.00060356-6.4807e-05i,-0.00037018+0.00019031i,0.00036875-5.9248e-05i,0.00070331+0.00036096i,0.00040052+0.00034942i,-0.00021278+0.00020111i,-0.00050577+9.1518e-05i,-0.00065027-0.00021516i,-7.604e-05+0.00017264i,0.00075555+7.1302e-05i,0.00074617-0.00051779i,0.00050125-4.5869e-05i,-0.0003064+0.00032138i
-0.0033341-0.0016039i,-0.004391-0.00067833i,-0.0037643-0.0010362i,-0.0018609-0.0005689i,-0.0011451-0.0005167i,-0.001367-0.001393i,-0.002294-0.0016554i,-0.0022807-0.0007332i,-0.0014177-0.00011451i,-0.00068173-0.00040972i,0.0001877-0.00019473i,7.5047e-05+0.00052582i,-0.00029671+0.00090894i,0.00020285+0.00027554i,0.00053747-0.00065204i,0.00025799-0.0002018i,-0.00014377+0.00030747i,9.8305e-05+0.00016353i,-2.5807e-05-0.00034152i,-0.00026572-0.00094322i,-0.00025123-0.0016193i,-0.00019454-0.001296i,-0.00057002-0.00024995i
0.00061828+0.0013993i,0.00067072+0.0020122i,-8.6114e-05+0.0020279i,-0.0008971+0.00096012i,-0.00059793-0.0003904i,0.00010559-0.0013876i,9.8032e-06-0.001551i,-0.00024266-0.00084861i,-0.00057783-0.00015851i,-2.6624e-07-7.3356e-06i,-9.9784e-05+0.00023163i,-0.00075496+0.00069983i,-0.00095975+0.00072186i,-0.0010306+0.00096422i,-0.00014315+2.1149e-05i,0.0010093-0.00066451i,0.00081926+0.00023088i,1.9399e-05+0.00044759i,-0.00012351+0.00055038i,-0.00010235+0.0004572i,-1.9256e-05+0.00039586i,0.00046703+0.00040972i,0.00026677+0.00055049i
-0.0013934-0.0027596i,-0.0018681-0.002532i,-0.0020057-0.0016664i,-0.0017679-0.0010648i,-0.0019139-0.0020163i,-0.001981-0.0025332i,-0.0024792-0.0014236i,-0.0021383-6.0989e-05i,-0.00088422+0.00055861i,-0.00078727+0.00037348i,-0.00052944+0.00019265i,0.0003398-0.00042616i,0.00058291-0.00049247i,4.3742e-05-0.00076697i,-0.00099115-0.0009186i,-0.0013924-0.00015355i,-0.0013627-0.00011439i,-0.0011218-0.0003659i,-0.00019886-0.0006981i,0.00023708-0.0005781i,0.00045255+0.00029495i,0.00088749+0.00080566i,0.00091424+0.0003889i
-0.0014197+0.00033724i,-0.0020676+0.0010099i,-0.0022541+0.0012636i,-0.0011644+0.00043881i,-0.00064199-0.00080885i,-0.00080768-0.0015978i,-0.00089702-0.0010475i,-0.0012345-0.00066468i,-0.0007914-0.00096327i,-0.001154-0.00064169i,-0.0012595+0.00015075i,-5.5419e-05+0.0012721i,0.00018486+0.0013948i,-0.00023705+0.00062531i,-0.00022152-0.00022356i,-0.00057302-0.0010202i,-0.00031706-0.0010522i,0.00050518-0.00084435i,0.00046684-0.00089419i,1.6789e-07-0.0011973i,-0.00016102-0.00051362i,-0.00011668+0.0002221i,-1.0013e-05+0.00052577i
-0.00042394-0.00065896i,-0.00096649-0.00017013i,-0.00038413+0.00011062i,0.00027114-0.00087426i,-0.00065638-0.0020745i,-0.0015055-0.0019219i,-0.0012803-0.0016207i,-0.00067256-0.00038654i,-0.00058775+0.00093673i,-0.00059272-0.00017044i,-0.00058765-0.00085844i,-0.00014289-0.0005359i,0.0014995-0.00022561i,0.0018517+0.00020989i,0.00076324+0.00053635i,0.00046675+0.00036836i,0.00043948+0.00038295i,-0.00014374-0.00019268i,-0.00023257-0.00028212i,0.0004048+0.00016189i,0.00081795+2.2925e-05i,0.00018604-0.00034382i,9.3865e-05-0.00049887i
0.001435-0.00070275i,0.00031546-0.0017171i,-0.000997-0.0024482i,-0.0018173-0.0023679i,-0.0019756-0.0017693i,-0.0022185-0.0011755i,-0.0022241-0.001106i,-0.001308-0.0011031i,-0.00093123-0.0013837i,-0.00043199-0.00083339i,0.00037959+0.00049114i,0.0009079+0.00068818i,0.0011738+4.949e-05i,0.00086892+0.00061359i,0.00029864+0.00064027i,-0.00013977+1.4354e-05i,-0.00036278+0.00049296i,-8.7808e-06+0.00045161i,0.0004041-0.00011458i,0.0005487+0.0002906i,6.045e-05+0.0005085i,-6.3498e-05+0.00025049i,-0.00015307+0.00045232i
-0.00080578-0.00057824i,-0.0019214+0.00038965i,-0.0016807+2.3317e-05i,-0.00077954-0.00065853i,-0.00090348-0.0016955i,-0.0021439-0.0024809i,-0.0027172-0.0026409i,-0.0020661-0.0022459i,-0.00060179-0.00095568i,-0.00029648+0.00013274i,-0.00050167+0.00067977i,0.00017757+0.00085563i,0.00066542+0.00055192i,0.00088434+0.00022982i,0.00075758+9.3002e-05i,0.00030504-9.706e-05i,-0.00012386-0.00038922i,0.00027826-0.00048536i,0.00044004-0.00077325i,0.00092666-0.00094581i,0.001154+0.0002414i,0.00074722+0.00082446i,0.00079394+0.00058073i
-0.00065397-0.00268i,0.00050648-0.0017433i,0.00087408-0.0013067i,6.103e-06-0.0015542i,-0.0019624-0.0018378i,-0.0031088-0.0019314i,-0.0026318-0.0014686i,-0.001711-0.00090814i,-0.0015219-0.00023986i,-0.00149+0.00023976i,-0.0014361+0.00027135i,-0.00079374+0.00030849i,0.00036381+0.00026093i,0.00080035-5.6806e-05i,0.00074035-8.6463e-05i,0.00043173+0.00019593i,-0.00010835-0.00024968i,9.5181e-05-2.1712e-05i,-5.5101e-05+0.0002779i,1.5058e-06-6.2113e-05i,0.0001103-0.00018021i,0.00022267-0.00045316i,-0.00038376+3.7791e-05i
0.00055472+0.0025194i,0.00068048+0.0013625i,0.00062492-0.00052415i,0.0010722-0.0017833i,0.00089404-0.0024236i,-0.0007808-0.0024503i,-0.0019857-0.0016381i,-0.00048806-0.0011532i,0.00083018-0.0015397i,0.00059708-0.00089658i,-0.00020414-9.9618e-05i,9.5453e-05-0.00024714i,0.00016408-7.1222e-05i,-0.0011936-0.0006191i,-0.0013959-0.0011024i,-0.00042609-0.00097293i,-4.6801e-05-0.0007211i,0.00040617-0.00041357i,6.3418e-05-0.00020728i,1.4471e-05+1.8538e-05i,0.00023526+4.5432e-05i,-0.00022592+0.00037667i,-0.00074699+0.00026809i
0.00061179-0.0014631i,0.00039365-0.0012988i,-9.6998e-05-0.0019408i,-0.00042487-0.0027735i,-0.00081558-0.0033049i,-0.0022766-0.00276i,-0.0022901-0.0022885i,-0.0013-0.0021806i,-0.00077837-0.0014347i,-0.00044868-0.00045147i,-0.00056187+0.00028733i,-0.00012772+0.0010143i,0.00018249+0.0011235i,-0.00011046+0.00020707i,3.9139e-05-0.00029362i,0.00025678-0.00045085i,-0.00013341-0.00040311i,-0.00016148-4.9833e-05i,2.3168e-06+8.5774e-05i,0.00079416-0.00016265i,0.00092098-2.7943e-05i,0.00049995+0.00041954i,6.9844e-05+0.00057438i
-0.0010503+0.0024281i,-0.0017959+0.0028781i,-0.00032781+0.0032213i,0.0012294+0.0013576i,0.00024766-0.0013313i,-0.0013137-0.0020683i,-0.001367-0.0017521i,-0.00051753-0.0015926i,-6.8419e-05-0.0012274i,8.1006e-05-0.00060064i,0.00023726-0.00050976i,-0.00015288-0.00032569i,-0.0002671-0.00031657i,-0.00019423-0.000361i,-0.00051977-0.00053317i,-0.00095363-0.0005004i,-0.00057831+0.00022471i,-0.0006426+0.00058682i,-0.00082013+0.00036659i,-0.00046852+0.00016741i,7.3722e-05-0.00053458i,0.00049965-0.00029349i,0.00041753+0.00056272i
-0.00073988+0.0013378i,-0.00035495+0.00068109i,0.00058627+0.00032467i,0.0012663-0.0010944i,0.0002746-0.0025068i,-0.0012606-0.0022628i,-0.0017769-0.0011354i,-0.0015662+4.1094e-05i,-0.00089157+0.00020312i,-8.7952e-05-4.3481e-05i,-3.4725e-05+0.00022612i,-4.1714e-05+0.00047352i,0.00085103-0.00015183i,0.0011899-0.00055369i,0.00056784+0.00012783i,0.00028166+0.00026612i,0.00013927-0.00033743i,-0.00045255-0.00013066i,-0.00019026+0.00022312i,0.00083254+0.00018094i,0.0012193+0.0004463i,0.00044287+0.00070143i,-0.00012249+0.00084022i
-0.001273-0.0022467i,0.0011822-0.00072612i,0.0025829-0.00062108i,0.0012352-0.0022745i,0.0004222-0.0030133i,-0.00059133-0.0036877i,-0.0018618-0.0030564i,-0.0019547-0.0016749i,-0.0011365-0.00085338i,-0.00041772+5.0584e-06i,-0.00066812+0.00037172i,-0.00046768+0.00077556i,-0.00022069+0.00070613i,0.00023487+0.00030079i,0.00021019+2.1972e-05i,-1.0768e-05-0.00015138i,0.00019427-0.00095624i,-0.00034319-0.0014288i,-0.00059862-0.00062178i,-0.00029872-1.1905e-05i,0.0003415+4.756e-05i,0.00046761-0.00017497i,0.00024849-0.00019798i
-0.00063822-0.0019622i,-0.0035696-0.0022508i,-0.0033996-0.0014503i,-0.00093814-0.00057509i,-0.00032362-0.0011585i,-0.0010304-0.0015988i,-0.00081352-0.00014576i,-0.00078237+0.00037255i,-0.0007886+0.00033303i,-0.00021418+0.00079009i,0.00037974+0.00064798i,0.0010772+0.0001684i,0.0012419-0.00045776i,0.00055468-0.00097214i,0.00039563-0.00079981i,0.00025636+6.7731e-05i,0.00024836-0.00016466i,-6.2502e-05+0.0002304i,1.8427e-05+0.00080211i,0.00021782+0.00089375i,-0.00042643+0.00065444i,-0.000102+0.00025234i,0.0013638+2.7581e-05i
-0.0011835+0.0036662i,0.00048216+0.0028181i,0.001452+0.0023269i,0.00080679+0.0011329i,0.00023981-0.00059131i,-0.00043701-0.0015726i,-0.00067935-0.0016334i,-0.00063495-0.00092542i,-0.00075479-0.00027363i,-0.00094678-0.0002007i,-0.00045452+5.608e-05i,-0.00014375+0.00063454i,-0.00038958+0.00084087i,-1.9114e-05+0.00053725i,0.00091671-0.00078635i,0.0009526-0.0010691i,6.939e-05-0.00058419i,-0.00073523-0.00042797i,-0.00026266+0.00025756i,0.00016249+0.0005053i,0.00013652-0.00036217i,0.00044184-0.00042329i,-0.00010122+0.00054108i
-0.0016398-0.0050691i,-0.00042671-0.0029035i,-1.5202e-05-0.0030172i,-0.00063053-0.002967i,-0.0015996-0.0020157i,-0.0013677-0.00096154i,-0.001363-0.00074667i,-0.0011482-0.00090284i,-0.00042084-0.00058718i,-0.00016818-0.00053048i,-0.00045388+0.00028696i,-0.00015935+0.00039267i,0.00018277-0.00055338i,0.00053619-0.00070996i,0.00059976+8.2345e-05i,-0.00018395-0.00021658i,-0.00077918-0.00059847i,-0.001063-0.00037119i,-0.00088364+3.703e-05i,-0.00040571+0.00019994i,-8.827e-05+0.00076112i,-0.00027313+0.00073537i,-0.00047061+0.00044874i
0.0021389+0.00055824i,0.00016227+0.00053665i,-0.00079513+0.0005479i,-0.0005313-0.00018381i,-0.00082603-0.0011784i,-0.0015124-0.0023171i,-0.0015834-0.0021419i,-0.0010403-0.00066959i,-0.00095858-0.00022867i,-0.00082902-0.00021185i,-0.00036965-0.00011708i,-3.198e-05-0.00040609i,9.9805e-05-0.00025894i,-0.00050031-0.00077099i,-0.00064907-0.0014239i,-0.00026148-0.0010547i,-0.00031935-0.00035906i,-0.00010619-0.00042163i,0.00049198-0.00090889i,0.00083212-0.00062308i,0.00066536-0.00011262i,-1.5539e-05+0.0001517i,-7.561e-05+0.00053299i
-0.0028578+0.0021574i,-0.0030508+0.0030443i,-0.0029252+0.002049i,-0.00099839+0.00020708i,-0.00025867-0.0010457i,-0.0012363-0.0023493i,-0.001488-0.002862i,-0.0016041-0.0015854i,-0.0018287-0.00079275i,-0.0019039-0.00044513i,-0.0016315+0.00035082i,-0.00046661+0.00071597i,-0.00032334-0.00022726i,-0.00089483-0.0011237i,-0.00051285-0.00027178i,-0.00054782+0.001249i,-0.0003046+0.001995i,-0.00019766+0.0011733i,-0.00077313+0.00031601i,-0.0008624+8.7929e-06i,-0.00012315+7.2217e-06i,0.00017736+0.00045467i,-0.00047446+0.00010161i
0.00060765+0.0015342i,0.0011108+0.0017794i,0.002656+0.0013252i,0.0033977-0.00061967i,0.0012979-0.002303i,-0.0016804-0.0017588i,-0.0020852-0.0013665i,-0.00061663-0.00033346i,-0.00085796+0.00056839i,-0.0011947+0.00053961i,-0.00029493+0.00051586i,8.8645e-05+0.00062577i,-6.7552e-05+0.00036384i,-9.2597e-05+0.00021999i,-8.4518e-05+0.00019129i,-0.00042229+0.00023029i,-0.00058884+0.00017654i,-6.4144e-05-0.00012928i,0.00021967-3.3633e-05i,0.00030262+6.8969e-05i,0.00041667+0.00032311i,0.00043488-2.6602e-05i,0.00035324-0.00052688i
0.00080542-0.0021277i,0.0012836-0.0018081i,0.0003664-0.0022771i,0.00046076-0.0025323i,0.00061166-0.0028796i,-0.00090928-0.0033198i,-0.0018773-0.0020892i,-0.00095608-0.00059504i,-0.0001618-0.00013894i,-0.00039519+0.00013177i,-0.00029547+0.00066937i,-0.00010362+0.00074624i,-0.00047439+0.00070201i,-0.00062744+0.00097973i,-0.00037244+0.0013764i,5.7411e-05+0.0013747i,0.00030441+0.00022735i,0.00053009-0.0003825i,0.00051029-0.00045031i,0.00031316-0.00056811i,0.00055089+4.926e-05i,0.00040465+0.0003625i,0.0002662-8.9442e-05i
-0.0024656+0.00032569i,-0.0030882+0.0010979i,-0.0029178+0.00081666i,-0.001825+0.0007598i,-0.0014596+0.00049534i,-0.0012046-0.0010374i,-0.0012802-0.0013356i,-0.0017099-0.00099054i,-0.001802-0.0009343i,-0.0015836+0.00015769i,-0.0015869+0.0010491i,-0.00079332+0.00087787i,-1.3583e-05+0.00058022i,0.00024304+0.00060635i,-0.00017917+0.00082306i,-0.00048146+0.00096014i,0.00013318+0.0011575i,0.00058544+0.00084297i,0.00030603+0.00013775i,0.00038356+0.00013655i,0.0005815+0.00030581i,0.00035217+0.00018275i,0.00058788-3.1503e-05i
0.0036962+0.0017999i,0.0036777+0.0017923i,0.0027697+0.00047631i,0.00096325-0.0021554i,-0.00033703-0.003935i,-0.00064996-0.0032828i,-0.0011639-0.0017294i,-0.0008163-0.00064191i,6.0893e-05+6.9398e-05i,-5.2298e-06+0.00035918i,-0.00038981-0.00028476i,-0.00037408-0.00021382i,-0.00026692+9.914e-05i,-0.00042076+0.00013035i,-0.00077602+0.00051937i,-0.00022621+0.00073545i,-0.00019908+0.000842i,-0.00081213+0.00081715i,0.00017622+0.00076348i,0.00054975+0.00083017i,0.00036223+6.5113e-05i,0.00036001+0.00025054i,0.00027104+0.00063569i
0.0014771-0.0002826i,0.0014293-0.0012231i,0.00068622-0.0023449i,-0.0006469-0.0026514i,-0.0018025-0.0024072i,-0.002047-0.0019118i,-0.0012034-0.0014412i,-0.00040759-0.0012609i,-0.00054207-0.0015448i,-0.0011288-0.0010947i,-0.001401-0.00017484i,-0.00049695-0.00034389i,0.00050833+0.00011334i,0.0001471+0.00021838i,-0.00026337+0.0010652i,-0.00038694+0.0012829i,-0.00090138+0.00045302i,-0.001655+0.00073432i,-0.0017703+0.00074272i,-0.00080224+0.00045206i,0.00018268+0.00072414i,0.00021782+0.00059627i,0.00053187-0.00026372i
-0.0021581-0.0016971i,-0.0026002-0.0021341i,-0.0031976-0.0023215i,-0.0019491-0.0020849i,-0.0012303-0.0017025i,-0.0015912-0.00094596i,-0.0022703-0.00027601i,-0.0020073-0.000588i,-0.0011229-0.0012897i,-0.00022706-0.0016825i,8.9328e-06-0.00058399i,-0.00024787+0.00056937i,3.7969e-05+0.00071701i,0.00013041+0.00041324i,-6.7462e-05-0.00067155i,-0.00048325-0.00096889i,-0.00052143+0.00015732i,1.4783e-05+0.0010481i,0.00068695+0.00048161i,0.00062797-0.0003825i,-0.00054225-0.00020411i,-0.00068118-1.4484e-05i,0.00053133-0.00047803i
0.0024799+0.00010912i,0.00091627+0.00098356i,0.0013077+0.0008062i,0.001009-0.0010306i,-0.00029758-0.0024321i,-0.0015999-0.0020515i,-0.0015181-0.001398i,-0.00080749-0.0012739i,-0.0008291-0.00062356i,-0.0013669-5.0327e-05i,-0.00085083-0.0001672i,-0.00028672+0.00038871i,-7.6764e-05+0.0007339i,0.0009926+0.00027135i,0.0016194-2.847e-05i,0.00098043-0.0002114i,0.00047579+9.6813e-06i,0.00025626+0.00042424i,0.00010228-0.0002148i,0.00074709-0.00070648i,0.0011848-0.00049265i,0.00067196-0.00013413i,-0.00013075-5.2603e-05i
0.001063+0.00047934i,0.001525-0.00069056i,0.0021224-0.0010443i,0.0019798-0.00085386i,0.00059034-0.0017854i,-0.0011573-0.0025532i,-0.0017824-0.0023066i,-0.0011261-0.0010987i,-0.00058778-9.9411e-06i,-0.00031723+0.00031247i,-0.00057637+0.00040312i,-0.00061571+0.00046502i,-7.8703e-05+0.00085575i,0.00034793+0.00086556i,0.00050901+0.00019983i,0.00043417-0.00037895i,0.0003424-0.00056998i,0.00085905-0.00061853i,0.00076275-0.0011774i,0.00086479-0.0011517i,0.00096307-6.225e-06i,0.00053049+0.00024971i,7.4761e-05-0.00052347i
