0.0051282-0.00053599i,0.0071045-0.0023802i,0.0050618-0.0063439i,8.7482e-05-0.0076657i,-0.0049014-0.0055459i,-0.0072259-0.0011141i,-0.0040715+0.00097053i,-0.00070148+0.00024858i,0.00019853-0.00034721i,2.7665e-06-0.00068592i,1.2766e-05-0.00018523i,0.00011154+8.5754e-05i,0.00034652+0.00025724i,-0.00043989+0.00088307i,-0.0013786+0.0010999i,-0.00077931-0.00023544i,-0.00064982-0.0010149i,-0.00060818-0.00034954i,0.00011146+2.5757e-05i,0.00041527+0.00022114i,0.00032533+6.3681e-05i,0.0003884-0.00044384i,0.00023902-0.00019385i
-0.24229+0.02337i,-0.36093+0.057982i,-0.32559+0.080098i,-0.15039+0.048465i,-0.046439+0.0094181i,-0.057825+0.025831i,-0.066324+0.052762i,-0.045966+0.053459i,-0.013763+0.041914i,0.010773+0.01635i,0.011868-0.0019998i,0.012597-7.4692e-05i,0.021428-0.0022029i,0.02466-0.0074083i,0.020386-0.005177i,0.010737-0.0031299i,0.0022869-0.00028654i,0.0018033+0.00486i,0.0072349+0.0048187i,0.0098207-0.00074108i,0.0051991-0.0024911i,0.0034388+0.0023798i,0.0094203+0.00156i
0.1389+0.16316i,0.24093+0.26164i,0.21303+0.2155i,0.063803+0.095718i,-0.002465+0.035261i,0.038018+0.02859i,0.06164+0.035394i,0.044311+0.042377i,0.018276+0.024228i,-0.0058425+0.0048637i,-0.011144+0.0060809i,-0.005991+0.0044587i,-0.0087564-0.0029921i,-0.011127-0.0069525i,-0.0091606-0.0066064i,-0.0055157-0.0017448i,-0.0011696+0.0012966i,-0.0012098+0.00052748i,-0.0032551+0.00068506i,-0.00254+0.004358i,0.0020318+0.0072394i,0.0055944+0.0021743i,0.0018816-0.0039409i
0.084134-0.25527i,0.068366-0.39149i,0.053946-0.33085i,0.06042-0.14201i,0.048496-0.043515i,-0.0037472-0.064614i,-0.060572-0.087793i,-0.068354-0.073491i,-0.043804-0.044878i,-0.019187-0.019411i,-0.009442-0.0056489i,-0.0069164+0.0095936i,0.0022265+0.022204i,0.0032026+0.021658i,-0.0010404+0.016618i,0.0027413+0.009107i,0.0055049+4.5096e-05i,0.0018368-0.0013461i,-0.0016221+0.0048878i,0.00033187+0.0075386i,0.0017173+0.0029516i,-0.0023352+0.0010543i,-0.0049228+0.0053807i
-0.22416+0.1705i,-0.32858+0.2407i,-0.27488+0.22473i,-0.11946+0.11402i,-0.030267+0.028493i,-0.0011352+0.039707i,0.04568+0.065445i,0.071857+0.039751i,0.052573+0.0028692i,0.019906-0.015306i,-0.00086988-0.019309i,-0.0072164-0.025745i,-0.0098842-0.03451i,-0.006817-0.031729i,0.00025913-0.025502i,0.00048097-0.020338i,-0.0024563-0.013061i,-0.00019894-0.0072117i,0.0037503-0.0071409i,0.0013397-0.011383i,-0.0053676-0.010776i,-0.0066528-0.0049089i,-0.0029969-0.0036363i
0.24405+0.085941i,0.39468+0.15869i,0.37972+0.15872i,0.24248+0.10602i,0.15377+0.053336i,0.11772-0.014137i,0.076618-0.062772i,0.028319-0.047301i,-0.0024448-0.0035262i,-0.005993+0.016815i,-0.0052932+0.0088498i,-0.014037+0.0044313i,-0.015891+0.0088827i,-0.0099894+0.0069375i,-0.0061333+0.0032273i,-0.0022007+0.0038878i,0.0023411+0.0049258i,0.0043662+0.0037064i,0.0031711+0.0020006i,0.001555+0.0046295i,0.0032893+0.0069576i,0.002563+0.0025937i,-0.0032184-0.0021673i
-0.1191-0.26704i,-0.15072-0.43401i,-0.13859-0.45941i,-0.10217-0.34691i,-0.068258-0.23077i,-0.068119-0.13126i,-0.082547-0.035029i,-0.054304+0.023949i,-0.0025403+0.021228i,0.017735-0.00049765i,0.015776+0.0047208i,0.025783+0.016573i,0.032669+0.01615i,0.023339+0.017555i,0.012331+0.019354i,0.0070217+0.011227i,0.0027641-0.0011006i,-0.0022179-0.0058671i,-0.0029059-0.0036103i,0.00019206-0.0030731i,-0.00023869-0.0051979i,-0.0023343-0.0029636i,0.00010146+0.0043399i
-0.068523+0.23444i,-0.21352+0.32526i,-0.25375+0.30479i,-0.18132+0.19745i,-0.11883+0.09806i,-0.056016+0.025387i,0.00069168-0.052458i,0.0053388-0.10759i,-0.023281-0.10226i,-0.035911-0.060288i,-0.024065-0.029483i,-0.016199-0.022011i,-0.018747-0.017342i,-0.015389-0.010772i,-0.010783-0.009344i,-0.012096-0.0052198i,-0.013315+0.0026929i,-0.012036+0.008553i,-0.01136+0.010217i,-0.012839+0.0077979i,-0.012864+0.0069192i,-0.0059381+0.0052725i,0.0032374-0.00052345i
0.21119-0.055914i,0.36236-0.01415i,0.36693+0.039088i,0.25609+0.033283i,0.16292+0.013265i,0.08813-0.0017857i,0.012914+0.0053351i,-0.029195+0.045803i,-0.018617+0.071564i,-0.002214+0.050121i,-0.01267+0.020762i,-0.019639+0.013677i,-0.012513+0.0045199i,-0.0096069-0.013243i,-0.0091374-0.018i,-0.0049763-0.010089i,0.0038523-0.0013864i,0.013878+0.00033764i,0.017482-0.0016956i,0.019114+0.00015945i,0.022272+0.0010966i,0.016938-0.0017026i,0.0025261-0.004791i
-0.28031-0.063454i,-0.30466-0.16557i,-0.25719-0.17728i,-0.17311-0.066118i,-0.078209-0.017317i,-0.023444-0.022539i,0.012081+0.010674i,0.053389+0.022393i,0.053074-0.0034912i,0.027945-0.0099177i,0.022476-0.0052357i,0.020183-0.0068891i,0.014599+0.00052767i,0.015255+0.014218i,0.017138+0.018379i,0.012778+0.011114i,0.0037667+0.0026524i,-0.0026557-0.00077469i,-0.0042196-0.0023117i,-0.004994-0.0038743i,-0.0068893-0.0054442i,-0.0091066-0.0019218i,-0.0066452+0.0079362i
0.15991+0.13161i,0.083162+0.21299i,0.040029+0.19647i,0.081256+0.10039i,0.069821+0.032114i,-0.0050571+0.028595i,-0.062187+0.02752i,-0.090438+0.012819i,-0.081933+0.014619i,-0.043459+0.015614i,-0.019663+0.006332i,-0.011746+0.0085546i,-0.00049222+0.01409i,0.0055882+0.0096804i,0.0038369+0.0038335i,0.0033001+0.0021859i,0.0037065+0.0015766i,0.0026193+0.0045806i,0.0025508+0.011312i,0.00012116+0.016704i,-0.0066057+0.020693i,-0.0069082+0.020019i,0.00063728+0.0086617i
0.048234-0.20093i,0.14918-0.18849i,0.24104-0.14426i,0.18926-0.16344i,0.097623-0.13345i,0.099783-0.063005i,0.13266-0.033094i,0.13594-0.0163i,0.1173-0.013988i,0.066969-0.021403i,0.017116-0.0046519i,-0.001787+0.0074407i,-0.016247-0.0010733i,-0.030249-0.0067831i,-0.027922-0.0078605i,-0.018121-0.010116i,-0.011955-0.012945i,-0.0094572-0.016581i,-0.0067275-0.020589i,-0.001381-0.023462i,0.0042962-0.023734i,0.0042623-0.021151i,-0.0036069-0.014097i
-0.15566+0.25649i,-0.1537+0.13145i,-0.16271-0.0097449i,-0.12893-0.0106i,-0.054066-0.024914i,-0.032382-0.117i,-0.055079-0.16643i,-0.061396-0.14851i,-0.054704-0.10519i,-0.035778-0.060023i,-0.01376-0.036427i,-0.0010652-0.021443i,0.014526-0.0085013i,0.028811-0.0054284i,0.02854-0.0042559i,0.018052-0.0013507i,0.0067941+0.0054192i,-0.001093+0.013506i,-0.0036887+0.016864i,-0.0034907+0.011973i,-0.0061094+0.0024681i,-0.01133-0.00080613i,-0.006897+0.0020951i
0.1287-0.21009i,-0.0077914-0.10581i,-0.19969+0.048075i,-0.23977+0.11325i,-0.1689+0.091237i,-0.1062+0.091953i,-0.061902+0.12123i,-0.036022+0.12448i,-0.024142+0.097098i,-0.015385+0.055212i,-0.0097106+0.018431i,0.00095712-0.0058869i,0.011192-0.019195i,0.0098582-0.017363i,0.0050896-0.0075885i,0.0044666-0.0029887i,0.0083307-0.002613i,0.014391-0.00030564i,0.01947+0.0026427i,0.020433+0.007602i,0.018803+0.015558i,0.017527+0.015619i,0.012071+0.0054527i
-0.17613-0.037665i,-0.10024+0.053526i,0.12912+0.087292i,0.21038+0.034557i,0.15589+0.0038609i,0.13108-0.030073i,0.095654-0.084322i,0.041648-0.090825i,0.01693-0.062678i,0.00084375-0.030688i,-0.015809-0.0007278i,-0.032568+0.017038i,-0.043344+0.026771i,-0.038081+0.024458i,-0.030696+0.013703i,-0.024689+0.0096111i,-0.016078+0.0061765i,-0.011175-0.0010016i,-0.015451-0.0073518i,-0.02116-0.0099385i,-0.014299-0.012172i,-0.0046103-0.015049i,-0.0053882-0.010102i
0.34443+0.31165i,0.37723+0.095791i,0.26748-0.12356i,0.17161-0.18674i,0.094928-0.17435i,-0.03376-0.1191i,-0.10873-0.0059149i,-0.076491+0.060491i,-0.038237+0.04905i,-0.024591+0.018171i,-0.0097357+0.0049879i,0.0097515+0.0037727i,0.016663-0.0057281i,0.0077496-0.018353i,0.0022157-0.020943i,0.002407-0.016588i,0.0014047-0.010782i,0.0024807-0.0053574i,0.0059879+0.00012505i,0.008228+0.0013679i,0.0031598+0.0013965i,-0.0028721+0.0089569i,-0.00030469+0.013141i
-0.30111-0.35537i,-0.3761-0.25915i,-0.35923+0.019939i,-0.1989+0.20367i,-0.043868+0.20461i,0.049729+0.15583i,0.12863+0.072852i,0.13119-0.011585i,0.080436-0.024477i,0.052307-0.01068i,0.03031-0.027115i,0.0035694-0.043509i,-0.0032042-0.032208i,0.0080393-0.008656i,0.018124+0.0024005i,0.012734-0.0024585i,-7.2633e-05-0.0069711i,-0.0087219-0.0045541i,-0.0059456-0.0016692i,0.005818-0.0011896i,0.013292+0.0013605i,0.014906+0.0046965i,0.014137+0.0042522i
-0.14307+0.2626i,-0.027726+0.37198i,0.13764+0.14803i,0.12387-0.12075i,0.077422-0.18006i,0.084637-0.17592i,0.012502-0.17219i,-0.062038-0.10214i,-0.048074-0.041832i,-0.020186-0.020224i,-0.015093+0.013901i,-0.0074412+0.049429i,0.0048667+0.052979i,0.0068177+0.03503i,-0.0007087+0.024121i,-1.3299e-05+0.021686i,0.0045658+0.018162i,0.0031866+0.017873i,-0.0031161+0.021025i,-0.013079+0.02054i,-0.022295+0.014053i,-0.026861+0.0039247i,-0.024649-0.0013667i
0.68338-0.16354i,0.52972-0.40593i,0.17616-0.39454i,-0.058473-0.22066i,-0.13549-0.11216i,-0.13749-0.054193i,-0.067456+0.017279i,0.016704+0.036087i,0.026691+0.015857i,-0.00032018+0.010311i,0.0027894+0.0094231i,0.016197-0.0057339i,0.0023086-0.016395i,-0.018701-0.0085975i,-0.018759-0.00043531i,-0.0090322+0.00023971i,-0.0031963+0.0005897i,0.0020212-0.0033822i,0.0042476-0.011299i,-0.00053492-0.012282i,-0.0058676-0.004093i,-0.0063345+0.0054081i,-0.0049587+0.0073668i
-0.71948+0.05175i,-0.70013+0.20632i,-0.37107+0.40574i,0.039629+0.3865i,0.20493+0.19802i,0.13136+0.050829i,0.025223-0.028052i,-0.035179-0.053716i,-0.029278-0.041462i,-0.0086048-0.046641i,-0.037608-0.048488i,-0.062596-0.017957i,-0.037366+0.0028718i,0.0007165-0.009157i,0.011131-0.023715i,0.0019852-0.016345i,0.0010104-0.0010374i,0.0052104+0.0030135i,0.0041867-0.0016606i,0.0049609-0.0092574i,0.010879-0.017468i,0.014958-0.020146i,0.014282-0.016532i
0.1053+0.33648i,0.35777+0.40874i,0.32695+0.15614i,0.071464-0.03578i,-0.04231-0.079446i,-0.031578-0.096515i,-0.038894-0.037208i,-0.016023+0.037231i,0.0013827+0.025209i,-0.011648+0.011893i,0.012418+0.031217i,0.051638+0.029981i,0.053829+0.0064159i,0.025756-0.0058124i,0.0079742+0.0041896i,0.013341+0.0029589i,0.014295-0.012859i,0.0053051-0.013783i,0.00090947+0.001945i,0.0018957+0.020747i,0.0014158+0.027998i,-0.0038705+0.020828i,-0.010281+0.012766i
0.46243-0.73622i,0.13742-0.89259i,-0.096588-0.67261i,-0.11015-0.33498i,-0.067664-0.11258i,-0.035695-0.019387i,0.013584-0.028587i,0.026644-0.058279i,0.0025293-0.024216i,0.0064428+0.012783i,0.013807-0.014598i,-0.011513-0.049466i,-0.034607-0.03395i,-0.024695+0.00053968i,-0.00482+0.0034763i,-0.0059485-0.011368i,-0.017533-0.014513i,-0.020993-0.0089482i,-0.015601-0.0051915i,-0.0055184-0.0057821i,0.0020098-0.0052676i,0.0062661-0.00088375i,0.0072566+0.0045576i
-0.49665+0.6125i,-0.47939+0.66336i,-0.21841+0.53233i,0.022543+0.20232i,0.051557-0.020588i,0.020561-0.014736i,0.0068893+0.019021i,-0.016994+0.021103i,-0.016014+0.0059724i,-0.026793-0.023491i,-0.061728-0.0048032i,-0.055933+0.034404i,-0.02071+0.023672i,-0.0063062-0.011636i,-0.016498-0.018888i,-0.02104+0.0029388i,-0.0098516+0.015818i,-0.00080016+0.01273i,0.0014404+0.0030374i,-0.0024898-0.013424i,-0.010368-0.024165i,-0.010743-0.021185i,-0.0019312-0.015759i
0.12136+0.18562i,0.43935+0.20728i,0.37875+0.14507i,0.1422+0.16588i,0.046238+0.15336i,0.033557+0.02353i,0.010744-0.056065i,0.0026753-0.051016i,-0.0031296-0.030006i,0.0049732-0.012102i,0.026747-0.022448i,0.026486-0.042393i,0.0087224-0.035606i,0.0014181-0.0088233i,0.014075+0.009883i,0.022074+0.0039979i,0.013356-0.001704i,0.011187+0.0067333i,0.019181+0.013011i,0.025607+0.016071i,0.025785+0.016659i,0.014481+0.012636i,0.0019879+0.010635i
0.062145-0.84104i,-0.20585-0.79531i,-0.28163-0.59408i,-0.19495-0.35812i,-0.049795-0.18623i,0.046446-0.11118i,0.048803-0.060035i,0.035594+0.0040578i,0.051254+0.030972i,0.051072+0.010765i,0.018392+0.00033985i,-0.012059+0.023936i,-0.0087318+0.04462i,0.0055811+0.025097i,-0.0048323-0.010448i,-0.02416-0.018379i,-0.025694-0.0040415i,-0.019097+0.0039463i,-0.019039+0.005175i,-0.023216+0.0085378i,-0.024315+0.012569i,-0.018668+0.013256i,-0.013563+0.0096124i
0.05572+0.47866i,-0.05023+0.38902i,-0.023769+0.26466i,0.074813+0.092386i,0.10047-0.041523i,0.060519-0.07728i,0.031877-0.076678i,0.011186-0.073585i,-0.019414-0.06017i,-0.039673-0.02834i,-0.021124+0.0057033i,0.016303+0.007143i,0.018825-0.012876i,-0.015335-0.010325i,-0.034032+0.015987i,-0.019259+0.035574i,-0.00080143+0.032649i,0.0032857+0.020375i,-0.00014859+0.012242i,-0.0090401+0.0052461i,-0.018789+0.0012719i,-0.017908+0.0016922i,-0.012961+0.00040485i
-0.1411+0.41601i,0.12384+0.35369i,0.23566+0.27794i,0.30229+0.18116i,0.29021+0.030848i,0.15253-0.026598i,0.040182+0.0095632i,0.0048936+0.021952i,-0.0045886+0.010938i,-0.0011283-0.0008031i,-0.013506-0.0083845i,-0.028011+0.00097553i,-0.01456+0.0065416i,0.01755+0.0053392i,0.045519-0.00014468i,0.049214-0.012622i,0.040452-0.021816i,0.036919-0.029341i,0.031938-0.036005i,0.027774-0.035547i,0.024979-0.031803i,0.014274-0.027151i,0.0051808-0.015473i
-0.038333-0.67744i,-0.098653-0.46983i,-0.14624-0.25462i,-0.18544-0.10135i,-0.17045-0.059838i,-0.1232-0.13999i,-0.084783-0.17566i,-0.003401-0.12485i,0.051278-0.089273i,0.038542-0.062723i,0.029612-0.027203i,0.037994-0.0072392i,0.037528-0.004043i,0.023419-0.011424i,0.010906-0.020047i,0.0080125-0.02456i,-0.0016743-0.027384i,-0.025121-0.018156i,-0.038805+0.0060002i,-0.028339+0.023977i,-0.010776+0.024243i,-0.0030241+0.017111i,-0.001763+0.011356i
0.10789+0.03253i,-0.063933-0.019618i,-0.010688-0.084142i,0.038423-0.16681i,-0.0034228-0.11779i,-0.028557-0.0033607i,-0.044001+0.023371i,-0.076335+0.013616i,-0.078915+0.01087i,-0.064727+0.005008i,-0.06169+0.0071609i,-0.057727+0.011001i,-0.048929+0.011291i,-0.033006+0.0081369i,-0.012568-0.007778i,-0.0035997-0.027067i,-0.0057656-0.02106i,0.00015315+0.005301i,0.010773+0.015808i,0.0051625+0.0069582i,-0.0029504-0.0010853i,0.0058488-0.0049423i,0.012951-0.006159i
0.15002+0.83245i,0.39197+0.60859i,0.36136+0.28332i,0.21755+0.073679i,0.12079-0.033165i,0.065945-0.082469i,0.011955-0.059592i,-0.030407+0.0018309i,-0.041898+0.014604i,-0.04716-0.010077i,-0.04636-0.014767i,-0.02612-0.0054461i,-0.0090672-0.0061324i,-0.013629-0.012417i,-0.036925-0.0044477i,-0.055954+0.01177i,-0.04713+0.0071206i,-0.02855-0.016822i,-0.018795-0.027212i,-0.0051792-0.023136i,0.0045885-0.019343i,-0.004563-0.013221i,-0.018136-0.00057914i
-0.3832-0.88005i,-0.46321-0.72439i,-0.50186-0.30734i,-0.30759+0.10041i,-0.030146+0.19323i,0.069528+0.090482i,0.079716+0.020002i,0.084599-0.022769i,0.069774-0.018568i,0.072083-0.0011609i,0.04839-0.030655i,-0.0050557-0.043376i,-0.019395-0.027235i,-0.011759-0.0039868i,-0.0021571+0.03193i,0.0097034+0.055208i,0.0064588+0.057005i,-0.00086808+0.054929i,0.0015112+0.054467i,0.0093107+0.051023i,0.011232+0.042939i,0.0026544+0.033951i,0.0013745+0.024165i
-0.21653+0.1302i,-0.59297+0.41631i,-0.55815+0.49453i,-0.34101+0.27938i,-0.16088+0.066878i,0.031432-0.017915i,0.13287-0.059969i,0.10243-0.029674i,0.074283+0.003768i,0.04042-0.0096702i,-0.0065342+0.0057884i,-0.023685+0.039098i,-0.010376+0.048972i,0.024982+0.031539i,0.056737-0.0091446i,0.056458-0.035532i,0.037174-0.02793i,0.02615-0.0087862i,0.020132-0.00096142i,0.0053614+0.0031617i,-0.00026494+0.012478i,0.013579+0.013857i,0.017961+0.0055721i
0.64935+0.68071i,0.94325+0.42618i,0.92018+0.16137i,0.67146-0.076388i,0.33912-0.22265i,0.095646-0.20899i,0.039075-0.15595i,0.018543-0.13583i,-0.033954-0.083056i,-0.047524-0.043174i,-0.047359-0.047591i,-0.036842-0.040684i,-0.010451-0.036611i,-0.0074978-0.049009i,-0.020857-0.049511i,-0.029921-0.041522i,-0.032912-0.027065i,-0.0233-0.0061193i,-0.010901+0.00096949i,-0.013884-0.0082664i,-0.034228-0.010824i,-0.055688+0.0035683i,-0.056398+0.016112i
-0.56746-0.65556i,-0.33071-0.68835i,-0.023344-0.65604i,0.15826-0.6128i,0.17977-0.68335i,0.048667-0.77812i,-0.1607-0.65246i,-0.22208-0.34144i,-0.094257-0.12616i,-0.013957-0.098007i,-0.037785-0.077796i,-0.045948-0.029298i,-0.03699-0.01682i,-0.032632-0.014796i,-0.030779+0.0039687i,-0.020839+0.031246i,0.00035713+0.037211i,0.011639+0.014412i,0.017653-0.0083041i,0.023142-0.017969i,0.019546-0.0091578i,0.008634+0.0061394i,0.0028773+0.0092616i
-1.3866+8.2042i,-0.4418+8.8564i,3.4215+7.8899i,5.6689+3.6866i,5.0405-0.34205i,2.3848-2.0983i,0.33679-1.2493i,0.11441-0.051763i,0.76142+0.32169i,1.3429+0.0079462i,1.1592-0.56968i,0.46289-0.84133i,-0.20518-0.89938i,-0.86318-0.95786i,-1.0677-0.74559i,-0.38258-0.14355i,0.44799+0.19611i,0.53726+0.13911i,0.19555+0.18407i,0.024025+0.24741i,-0.10748+0.16916i,-0.23801+0.19878i,-0.12364+0.26997i
0.33186+0.55742i,0.26536+0.34072i,0.051009+0.14902i,-0.047924-0.14519i,-0.11496-0.48144i,-0.28836-0.51697i,-0.38354-0.22823i,-0.25084+0.0716i,-0.087745+0.12546i,-0.10532+0.045416i,-0.16078+0.036373i,-0.13226+0.047673i,-0.096074+0.035925i,-0.070251+0.031873i,-0.04824+0.024658i,-0.04741+0.015976i,-0.046293+0.0021471i,-0.024584-0.02749i,0.0013148-0.062421i,0.0049047-0.077971i,0.0060853-0.057455i,0.027179-0.022811i,0.042151+0.0026062i
-0.39624-0.24761i,-0.023634+0.006652i,0.25785+0.14913i,0.26816+0.046351i,0.050482-0.22665i,-0.20406-0.40145i,-0.28074-0.37116i,-0.18168-0.31364i,-0.086464-0.27551i,-0.060788-0.19402i,-0.05661-0.08959i,-0.039651+0.0036076i,-0.01061+0.034302i,-0.011767+0.0062076i,-0.02929+0.0070923i,0.00057038+0.032395i,0.03522+0.025635i,0.018668+0.0057347i,-0.0051565+0.0021102i,-0.0027324-0.00052859i,0.0019024-0.016998i,-0.012038-0.028292i,-0.025335-0.017662i
-0.074512-0.50785i,-0.22332-0.23111i,0.08316-0.025661i,0.47004-0.0061842i,0.70377+0.0090911i,0.7823+0.089352i,0.63552+0.12208i,0.35462+0.087375i,0.16038+0.0693i,0.096603+0.087225i,0.091021+0.094465i,0.082309+0.055888i,0.040287+0.0028614i,-0.011853-0.016162i,-0.045931-0.0054624i,-0.049945+0.012237i,-0.024202+0.013934i,0.0019759-0.0090664i,-0.0054814-0.02268i,-0.023625-0.0029178i,-0.012817+0.015392i,0.012847+0.0034377i,0.02096-0.016407i
0.65351+0.81697i,0.56081+0.34532i,0.23482-0.06627i,-0.015967-0.15089i,-0.0081113-0.039527i,0.11404-0.03565i,0.065806-0.11136i,-0.038031-0.053275i,-0.024814+0.026526i,-0.01588+0.016511i,-0.035812+0.010636i,-0.033855+0.030154i,-0.013804+0.05094i,0.036656+0.039383i,0.082726-0.013443i,0.085532-0.049387i,0.065411-0.051857i,0.037217-0.052201i,0.0050025-0.057723i,-0.01621-0.056229i,-0.013604-0.042335i,0.01045-0.028408i,0.028541-0.018788i
-0.66035-0.45242i,-0.40961-0.50477i,-0.34218-0.3919i,-0.20846-0.11386i,0.079508+0.135i,0.29509+0.23568i,0.34457+0.15575i,0.24144+0.0046299i,0.14575-0.0421i,0.14657-0.064832i,0.10773-0.11383i,0.02975-0.10294i,0.00078653-0.063537i,-3.4979e-05-0.027512i,-0.0018957+0.015513i,-0.011286+0.036307i,-0.026943+0.030288i,-0.035242+0.024657i,-0.023716+0.031123i,0.0029436+0.030561i,0.017973+0.018173i,0.0086747+0.016862i,-0.0004536+0.025429i
-0.4276-0.24336i,-0.71687+0.50315i,-0.53858+0.82823i,-0.2871+0.67514i,-0.10427+0.47857i,0.11194+0.33379i,0.23523+0.13398i,0.18158-0.032092i,0.073107-0.072782i,0.010369-0.039004i,-0.0092165-0.009194i,-0.025426-0.0013724i,-0.034823+0.0036338i,-0.022175-0.002792i,-0.016181-0.021379i,-0.0083305-0.026044i,0.017349-0.02968i,0.023189-0.039624i,0.0028366-0.027944i,-0.007484-0.00085457i,0.0038018+0.0081591i,0.017463-0.011724i,0.015274-0.034138i
1.3906+0.77898i,1.391+0.5016i,1.1043+0.38187i,0.64151+0.36307i,0.1911+0.46941i,-0.0096169+0.63088i,-0.01381+0.60763i,-0.0039793+0.43514i,-0.015996+0.27609i,-0.017605+0.15898i,0.0011036+0.058605i,0.016561-0.017263i,0.013097-0.03875i,0.009803-0.024029i,0.016116-0.0066594i,0.021579+0.0066791i,0.020534+0.017253i,0.017814+0.020671i,0.0093965+0.0064195i,-0.014649-0.016825i,-0.036488-0.02402i,-0.02651-0.017089i,-0.0011696-0.018166i
-0.51832-0.051866i,0.077733-0.51447i,0.2506-0.76694i,0.047785-0.51575i,-0.11528-0.109i,-0.099381+0.086382i,-0.019399+0.10503i,0.042693+0.077021i,0.0828+0.041862i,0.10399+0.011842i,0.094676-0.0015898i,0.057271+0.0035911i,0.027071+0.011951i,0.021818+0.0082926i,0.019405+0.0012446i,0.0054095+0.00070668i,-0.0071833+0.0037832i,-0.0053572-0.0017092i,0.008136-0.014046i,0.030418-0.019492i,0.051183-0.018833i,0.050997-0.015635i,0.031473-0.0085509i
-0.48233-1.1532i,-0.76958-0.87804i,-0.88022-0.58519i,-0.71457-0.18709i,-0.40627+0.070085i,-0.31717+0.012473i,-0.36453-0.042755i,-0.26956-0.014676i,-0.12016+0.00042096i,-0.020899+0.019311i,0.043493+0.012165i,0.060066-0.021796i,0.051648-0.033026i,0.036324-0.013381i,0.01778+0.016517i,0.0086432+0.030858i,0.0019162+0.025189i,-0.0093232+0.018902i,-0.021171+0.025459i,-0.020108+0.04336i,-0.0048949+0.053199i,0.0076429+0.045681i,0.013741+0.035601i
0.54104+0.57683i,-0.19381+0.67376i,-0.52263+0.77957i,-0.37763+0.56647i,-0.20762+0.24893i,-0.11746+0.16142i,-0.040451+0.17671i,-0.0076547+0.16319i,-0.01719+0.11475i,-0.060001+0.051901i,-0.089496+0.029399i,-0.071999+0.02592i,-0.049456+0.022841i,-0.029996+0.035129i,-0.010311+0.035578i,-0.0025667+0.0172i,0.00285+0.0012934i,0.011832-0.0071792i,0.011063-0.017351i,-0.0075952-0.027074i,-0.01769-0.024i,0.0024349-0.018375i,0.02724-0.017566i
-0.09759+0.73062i,0.45338+0.60586i,0.71991+0.52693i,0.67183+0.35835i,0.42303+0.14195i,0.22043+0.075858i,0.19118+0.051848i,0.14802-0.02451i,0.059193-0.055694i,0.036373-0.047475i,0.04147-0.049753i,0.036046-0.034797i,0.037552-0.0048771i,0.040783+0.01136i,0.032863+0.010215i,0.01409-0.00094008i,-0.0058764-0.0059171i,-0.016746-0.0012426i,-0.012202+0.003935i,0.0016715-0.00061492i,0.0026458-0.010252i,-0.010088-0.0089445i,-0.017294-0.0096797i
-0.74111-0.70785i,-0.36325-0.41076i,0.082688-0.38376i,0.15189-0.34669i,0.064582-0.15311i,0.055513-0.05422i,0.034223-0.067823i,0.024744-0.057521i,0.056402-0.032444i,0.060145-0.0027205i,0.040976+0.036679i,0.015278+0.055707i,-0.011697+0.055683i,-0.029961+0.043679i,-0.050514+0.026097i,-0.053674+0.024712i,-0.020679+0.024759i,0.015261+0.0030083i,0.021524-0.015537i,0.01165-0.0047586i,0.0089869+0.01567i,0.0091334+0.021028i,0.001378+0.016931i
1.1961+0.15628i,0.83725-0.096293i,0.25454-0.36784i,-0.16889-0.30183i,-0.23203+0.01577i,-0.095301+0.16338i,-0.02807+0.086107i,-0.054324+0.0061534i,-0.09063+0.012684i,-0.075045+0.061608i,-0.010129+0.069722i,0.034615+0.031366i,0.036687-0.0031444i,0.018245-0.023328i,0.011668-0.030228i,0.02573-0.03174i,0.027648-0.031419i,0.0084439-0.021248i,-0.010804-0.014228i,-0.024141-0.019452i,-0.030491-0.020637i,-0.0262-0.0087697i,-0.016616+0.013761i
-0.15419+0.071076i,-0.25581-0.25049i,-0.37952-0.15871i,-0.24289+0.016181i,-0.040484-0.0058205i,-0.025642+0.0053984i,-0.048787+0.096872i,-0.050964+0.12039i,-0.047341+0.09778i,-0.0061234+0.041671i,0.012127-0.029859i,-0.0033858-0.062367i,-0.018648-0.060964i,-0.024311-0.035187i,-0.01284-0.0051935i,-0.0057441+0.0077397i,-0.0058245+0.0087561i,0.003595+0.00024029i,0.01913-0.01183i,0.029635-0.020954i,0.02979-0.020476i,0.027928-0.004053i,0.031989+0.011662i
-0.98099-0.41318i,-0.89125+0.014673i,-0.54195+0.35514i,-0.23645+0.38538i,-0.11052+0.19647i,-0.096433+0.024889i,-0.066268-0.012108i,0.011711-0.0066428i,0.059948-0.027335i,0.050948-0.032172i,0.026669-0.026351i,-0.0058743-0.017216i,-0.024676+0.0090352i,-0.011006+0.019295i,-0.0010512+0.0018932i,-0.0098952-0.0086296i,-0.015193+0.0055743i,-0.0045651+0.024476i,0.0091474+0.027139i,0.012957+0.018923i,0.0065144+0.010215i,-0.0039852-0.00017655i,-0.0095439-0.013789i
