-0.0015336+0.0011735i,-7.5732e-05+0.00067925i,-0.00067268-0.0006538i,-0.0012278-0.00088405i,-0.0015165+0.00019513i,-0.0021051+0.00055274i,-0.0017922+0.00098415i,-0.00010525+0.0013042i,0.0010901+0.0014421i,0.00079968+0.00086509i,-6.4359e-05-7.8069e-05i,-0.00066285-0.00067507i,-0.00060565-0.00064741i,-0.00051547-0.0001732i,0.00027471+8.6646e-05i,0.00026498+0.00094631i,-6.4107e-05+0.00088309i,0.00025967-0.00011819i,5.315e-05+0.00011117i,-0.0004499+0.00060252i,-0.00029067-0.00014191i,0.00016654-0.00068261i,0.00031359-4.0757e-05i
-0.0005938-0.00024331i,0.00034015+0.00056518i,0.00055574+0.0023093i,0.0011779+0.0020732i,0.0016341+0.00052988i,0.001003-0.00012464i,0.00051647-0.00058292i,0.00046592-0.00027777i,-0.00041082-0.00014554i,-0.0006029-0.00014888i,-6.3109e-05-0.00013537i,-0.00016104-0.00058259i,-0.0010079-0.00074964i,-0.0009987-0.00086206i,-0.00063692-0.00079763i,-7.0064e-05-0.000475i,0.00015329+0.00040506i,-1.4807e-05+0.0010082i,-0.00011291+0.00045746i,-0.00036324+0.00021903i,8.3706e-05+0.00032339i,0.00075393+6.7664e-05i,0.00068073+2.462e-05i
-2.4648e-05+0.0014448i,0.00066658+0.0011735i,0.0014009+0.00097112i,0.0016715+0.00024775i,0.0004895-0.0011196i,-0.0001295-0.00087604i,0.00017176-0.00025206i,-0.00016686-0.00066803i,-0.00041995-0.00064008i,-0.00090401-0.00052329i,-0.0012896-0.00045276i,-0.0011627+4.1209e-05i,-0.00039884+0.00054897i,-7.9104e-05+0.00059712i,-0.00050422+0.00044195i,-0.00015879+0.00046924i,0.00068692+0.00036333i,0.00052527+7.3015e-05i,-0.00039303-0.00044114i,-4.311e-05-0.00015684i,0.00044452+0.00038357i,-0.00030752+0.00019859i,-0.0001065-0.00036333i
-0.00099963-0.00062249i,-0.00047238-7.2429e-05i,-0.00045568+0.00080275i,0.00038537+0.0010568i,0.00088041+0.00064756i,0.00010104-5.7604e-05i,-0.00014778-0.00070707i,0.0001084-0.00046519i,0.00030448-0.00057096i,2.0146e-05+3.0473e-05i,0.00055205+0.000187i,0.00059704-0.00071297i,-9.968e-05-0.00028713i,3.1335e-05+0.00011729i,-0.00023909+0.000449i,0.00022867+0.00092281i,-0.0001523+0.00093778i,-0.0012858+0.0006844i,-0.00054813-0.0001068i,0.00041128-0.00032445i,0.00073305-0.00056884i,-1.9681e-05-0.00087876i,0.0003062-0.0004357i
0.0011251-0.00010233i,0.0011487+5.7228e-05i,0.0016769+0.0013201i,0.0014501+0.00051194i,0.00063069-0.0011461i,0.00049294-0.0010428i,0.00068009-3.8879e-05i,0.0006017-5.4938e-05i,0.00073872-5.088e-05i,0.00049452+0.00019632i,-0.00053014-0.00017554i,6.1748e-05-0.00059084i,0.00036121-0.00062403i,-0.00037599-0.00036251i,4.9559e-05+0.00055633i,0.00025618+0.001019i,-0.00010023+0.00080853i,-0.00023934+0.00022839i,0.00041278+0.00037819i,0.0014764+0.0006115i,0.0014611-4.1702e-05i,0.00035536-0.00040119i,-7.3109e-05+0.00036461i
0.00026415-0.0013432i,0.00031288-0.00066446i,0.00046694-0.00073316i,0.00088612-0.00044601i,0.00038537-1.997e-06i,-0.00027301+0.00076594i,-0.00086684+0.00069067i,-0.001129+7.3716e-05i,-0.00065115-0.0002041i,-0.00050045+0.00043874i,-0.00075206+0.001144i,-0.00093416+0.00046795i,-0.00053152-0.00041865i,-0.00047875-0.00052541i,-0.00054112-0.0001194i,-0.00018676-9.5408e-06i,0.0002194-9.194e-05i,0.00023939-0.00010762i,-0.00015989+2.7922e-05i,0.00034516+0.0002658i,0.00031321+0.00038791i,-0.00077421+0.00081709i,-0.00061809+0.00067315i
0.00028691+0.00081726i,-0.00019521+0.0017331i,0.00075535+0.00035367i,0.0015196-0.00057052i,0.0010602-0.0008447i,7.584e-06-0.0012207i,-0.00081367-0.00053766i,-0.00045272-0.00063849i,0.00026526-0.0015674i,-0.00039454-0.0016816i,-0.00057771-0.0012127i,-0.00036-0.00047791i,-0.00088916+0.00014251i,-0.00058035+0.00086706i,-0.00055781+0.00077885i,-0.00078437-0.00080081i,-0.00062636-0.00075363i,-0.00038133-0.00018583i,-0.00048853-5.3036e-05i,-0.0011675+0.00042378i,-0.00096862+0.00023213i,-0.00031833-0.00042636i,-0.00063241-1.0984e-05i
3.4128e-05-0.001448i,-7.8146e-05-0.00048733i,-0.00014882-0.0015813i,0.00011129-0.00097493i,0.00014887+0.00030748i,-8.8741e-05+0.0010062i,-0.00020963+0.0001784i,-0.00016614-0.00094539i,-0.00035207-0.0013569i,-0.00033005-0.0016226i,-0.00026686-0.00068477i,-0.00026658+0.00026907i,-0.00025514+0.00047584i,-0.00045166+0.00089484i,-0.0004716+0.00053936i,-0.00033468+0.00011864i,-4.45e-05+0.00021386i,-0.00061719-0.00010965i,-0.00060664-0.00051458i,0.00067064-0.0011773i,0.0010111-0.00089283i,6.4148e-05-8.9649e-05i,-0.0006658+0.00015271i
0.0023745+0.00033987i,0.0026358+0.0012884i,0.0030146+0.0012491i,0.0024129+0.0003574i,0.001076-0.00091613i,0.00020011-0.00099796i,4.7551e-05-0.00072108i,0.00040437-0.0009749i,0.00032888-0.00028523i,-0.00082877+0.00070416i,-0.0011317-0.00020039i,-0.00051131-0.00068428i,-0.00061381-0.0001986i,-0.00010628+0.00040808i,0.0010752+0.00081561i,0.0016649+0.00083112i,0.00086843+0.0011148i,-0.00031826+0.0014129i,-0.00035279+0.00078598i,1.2545e-05-5.2277e-05i,0.00013042+0.00020214i,-0.0001107+0.00045279i,-0.00016538+2.8766e-05i
0.00022925+0.0015977i,0.0004187+0.0014656i,0.0016824+0.0007288i,0.0020279-0.00016777i,0.00098755-0.00093726i,-0.00010213-0.00091526i,-0.00037613-0.0003789i,-0.00067559-0.00025917i,-0.00089432-0.00016166i,-0.00028793-0.00026733i,-0.00010192-0.00028168i,4.6346e-05+5.0714e-05i,0.00056249-5.1625e-05i,0.00061719+5.0024e-05i,-0.00023985+0.00052445i,-0.00057377+0.0010545i,0.00081919+0.00063057i,0.0012581+0.00022663i,0.00086021-0.00011001i,0.0011067-8.2788e-05i,0.0010501+0.00048714i,0.00069866+0.00039792i,0.00072847+0.00011046i
-0.00035697+0.0011111i,-0.00027011+0.0013675i,0.00043359+0.0024289i,0.0016691+0.0019149i,0.0015662-0.00027337i,0.00083299-0.0011667i,0.0010777-0.00019077i,0.00079323+0.0004351i,0.00013386+0.00031229i,-0.0002142-0.00057711i,-0.00043106-0.00084854i,-0.00038942+3.7862e-06i,-0.00040335+0.00083875i,-0.00098282+0.0011118i,-0.00060721+0.00031511i,-0.00014408-0.00034749i,-0.0003075-6.2978e-06i,0.00011221-0.00022733i,0.00058943-0.00062438i,0.00042241+1.7028e-05i,-4.1135e-05+0.00013692i,0.00033798-0.00063267i,0.00012476-0.0002938i
0.00093612+2.7497e-05i,0.00015895-0.00043872i,-2.7741e-05-0.00086934i,-3.8779e-05-0.00057401i,0.00024698-0.00036249i,0.00018264-0.00079225i,0.00032187-0.0006962i,0.00014642-0.00022647i,-0.00049846-0.00050883i,-0.00049177-0.00054748i,-0.00027434-6.5157e-05i,-0.00011906+7.1474e-05i,-8.8227e-05+7.9588e-06i,-0.00033156+4.4107e-05i,-0.00020829-0.0003931i,-0.00015512-0.00040249i,0.00013531+1.0689e-05i,0.00023097-0.00022581i,-0.00032008-0.00022935i,-0.00046518+0.00015802i,-0.00037829+0.0002396i,-9.6656e-05-0.0005218i,-6.7878e-05-0.00053302i
0.0021125-0.00089622i,0.0013245-0.00057614i,0.0010705-0.001394i,0.0010699-0.0018001i,0.00038282-0.0016243i,0.00029821-0.00081864i,-0.00024693-0.00081214i,-0.00048923-0.0010483i,-0.00047122-0.00053967i,-0.00068149-0.00031882i,-0.00031475+0.0003517i,0.00020342+0.00070202i,0.00052922+0.00012638i,0.00024926+0.00078982i,7.3467e-05+0.0014201i,0.00034424+0.00088173i,0.00041632+0.00051856i,0.00038693+0.00050114i,0.00057332-0.00035296i,0.00069866-0.00071705i,-0.00023529-0.00041194i,-0.00099102-0.00034571i,-0.0014591-0.00033555i
0.00077559+0.00064251i,0.00055848+0.00020395i,0.00080998+0.00033095i,0.0015843+0.00013184i,0.00109-0.0009044i,0.00045657-0.0015882i,0.00023229-0.0010566i,-0.00013967-9.7366e-05i,-0.00070429+0.00042818i,-0.00088708+0.00060865i,-0.00058051+0.00067659i,0.00031966+0.0001941i,0.0012991+7.5085e-05i,0.00092323-0.0006636i,-1.3413e-05-0.00046307i,-0.00030587+0.00032236i,-0.00029803+0.00029971i,-0.00020952+0.00027746i,-0.00026167-4.4816e-05i,-5.9565e-05+0.00015084i,-0.00018111-3.954e-06i,-0.00039337-0.00021548i,-0.00013277-3.8275e-06i
0.0016394-0.00018791i,0.0014282-0.00059519i,0.0013187-0.00078152i,0.0010653+0.00049025i,0.001363+0.001023i,0.0012634+0.00021384i,0.00032981-0.00098334i,-0.00046653-0.0011369i,-0.00064708-0.0010595i,-0.00058926-0.00084076i,-0.00073341-0.00020842i,-0.0015991+0.00022409i,-0.00091701+0.0002969i,0.00026162-0.00067581i,0.00056943-0.00075492i,0.00035181-6.4082e-05i,0.00010693+7.9489e-05i,-0.0002011+0.00011519i,0.00054413+0.00015178i,0.0007755+0.0004685i,0.00023828+9.9728e-05i,0.00020354-0.00089496i,0.0004116-0.0010452i
-0.0012219-0.00091167i,-0.00041528-0.00010702i,-0.00060917+0.00087519i,-0.00041652+0.00079467i,0.00074683+0.0011139i,0.001356+0.0010205i,0.00072435+0.00039996i,0.00069145-0.00028374i,0.0010186-0.00060237i,1.6853e-05-0.00069321i,-0.001316-0.00033749i,-0.00064871+4.633e-05i,-0.00057559+8.0178e-05i,-0.0010574+0.00041124i,-0.00013885+0.00086014i,0.00051171+0.00064215i,0.00068061-7.2504e-05i,0.00089801-0.00045567i,-0.00057009-0.00041951i,-0.0013316-7.554e-05i,-0.00069203-3.6285e-05i,-0.00070992+5.8302e-06i,-0.00057981+0.00042888i
-0.00023271+0.0010508i,-0.00032087+0.00091501i,0.00049016+0.00048496i,0.0016101+0.00030221i,0.0019224+1.6823e-05i,0.0015617-0.00076255i,0.00091568-0.0010425i,0.00010842-0.00095465i,-0.00011099-0.00066496i,-1.8014e-05-0.00035111i,-0.00027964-0.00094661i,-0.00067736-0.0017162i,-0.00039457-0.001342i,-0.00039254-0.00058273i,-0.00082569+0.00010978i,-0.00034183+0.00044263i,-2.7029e-05+0.00015279i,-6.5395e-06+0.00015241i,0.00026414+0.00072537i,0.00050076+0.00026748i,0.00019616+8.7079e-05i,-0.00023721+0.0010318i,-0.00092477+0.00075715i
-0.0005166+0.00047533i,-0.0024188+0.0012918i,-0.0024146+0.0015204i,-0.00040289+0.0015034i,0.00052471+0.00056169i,0.00036923-0.00047739i,0.00033573-0.00039848i,-0.00028225+0.00024637i,-0.00098879-4.7189e-05i,-0.0011847-0.00015342i,-0.00040275-1.1333e-05i,2.7381e-05+2.0129e-05i,-0.00099988-0.00019445i,-0.0018297-0.0001785i,-0.0014661-0.0003349i,-0.00090871-0.00042259i,-0.00014042+0.00024658i,0.00048548-0.00032117i,0.00044576-0.00097337i,0.00033118-0.00031353i,0.00049209+4.7103e-05i,0.00034506+6.5797e-05i,0.00060668+0.00010376i
0.0012246-0.00082937i,0.00026656-0.00056759i,0.00034817-0.0011751i,0.00092496-0.001065i,0.0014549-0.00099327i,0.0010725-0.00028409i,0.00048266+0.0006872i,-8.2988e-05+0.00033625i,-0.00020582-0.00048811i,0.0004058-0.0011691i,0.0012338-0.0011132i,0.00065332-0.00028082i,-0.00046455-0.00017101i,-1.1161e-05-0.00079515i,0.00046814-0.00048726i,0.00019493+0.00066514i,0.00035926+0.0010844i,0.00104+0.00021417i,0.00089701-0.00010077i,0.00041486-0.00052915i,0.00038507-0.0010632i,-2.986e-05-0.00096047i,-0.00012179-0.00050344i
0.0010227+7.8101e-05i,0.0017435-0.00032467i,0.0020271-0.00052599i,0.0017606+0.00051937i,0.00073097+0.0010955i,0.00031386+0.001221i,-0.00047849+0.00091045i,-0.0012497-0.0005469i,-0.00082705-0.00066223i,-0.00063307-0.000132i,-0.00092669+1.1186e-05i,-0.00058434-2.754e-06i,-0.00037725-0.00039907i,-0.0007825-0.00082289i,-0.00049205-0.00018076i,-0.00045138+8.9229e-05i,-0.0003235-1.5492e-05i,0.00019215-5.5415e-05i,-0.00017005-0.00070869i,-0.00037351-0.00073086i,-0.00023948-0.0003371i,-3.0318e-05-0.00029984i,0.00014743-0.00014092i
-0.0006533+0.00040353i,-0.00013869+0.0011343i,0.0010249+0.0023567i,0.001822+0.0015203i,0.0023646+0.00091232i,0.0018991+0.0005218i,0.00089381-0.00030955i,-0.00016679-0.00045609i,-0.00068107-0.00036282i,-3.9493e-05-0.00040971i,9.958e-05-0.00021097i,-0.00035703+0.00021084i,-0.00058989+0.00032824i,-0.0011048+0.00087232i,-0.0011783+0.0012867i,-0.00048008-3.655e-05i,1.6439e-05-0.00092529i,0.00038882-0.00069238i,0.00024434-0.00053777i,-0.00033579+8.9046e-05i,0.00023059+0.00053735i,0.00025838+0.00088404i,-0.00060015+0.00063451i
-0.0027354-0.0011677i,-0.0024914+0.00024577i,-0.0025938+0.0016066i,-0.00072582+0.0018682i,0.00036408+0.0014571i,0.00041105+0.00066938i,0.0010434-7.7217e-05i,0.00086368-0.00062195i,-9.5042e-05-0.0010811i,0.00031054-0.00092575i,0.00079334-0.00012704i,0.00082786+4.6546e-05i,0.00068627-0.00050226i,-6.0505e-05-0.00065766i,-0.00033505-0.00079522i,-0.00045737-0.00087029i,-0.00044908+0.00018103i,-0.00012664+0.00058157i,-0.00014534+0.00040702i,-0.00027304+0.0006147i,-3.6458e-05+0.00013903i,0.00010393-0.0002178i,0.00014807-0.0003037i
0.00057966+0.0018887i,0.00043134+0.0026169i,0.0013564+0.0028972i,0.0020578+0.0018814i,0.0025618+0.00083654i,0.0020734-0.00038567i,0.0010052-0.00078404i,0.00065622-0.00023623i,0.00046922-0.00010665i,-8.1069e-05-0.00010113i,-0.00053573-0.00033508i,-0.00089071-0.0002718i,-0.0009195-0.00023852i,-0.00044507-0.00026113i,0.00010316+0.00028342i,-0.00015711+0.00038066i,-0.00055493+0.00021583i,-0.00090766-0.00015301i,-0.0004631-0.00052513i,-2.6972e-05-0.00047583i,0.00014523-0.00031539i,0.00018145+3.8059e-05i,-0.00018336+0.00042122i
0.00029934-0.00061454i,0.00055035+6.0527e-05i,0.00090481-0.00032423i,0.0012768-0.00032129i,0.00077143-0.00068615i,0.00031112-0.001389i,0.00013741-0.00068996i,0.00015077-7.5374e-05i,-0.00030763+0.00021715i,-0.00091351+8.4804e-05i,-0.0011466-0.00048112i,-0.0011464-0.00084685i,-0.00085102-0.00037528i,-0.00013309+0.00025687i,0.00048321-0.00026127i,0.00062631-0.00022807i,0.00069313+0.00056506i,0.00056703+0.001332i,0.00018876+0.00068158i,0.00114-0.00026507i,0.0013807-0.00066293i,0.0002234-0.00026244i,2.0284e-05+0.00028484i
-0.0016837-4.544e-05i,-0.0020112+0.0013278i,-0.0011055+0.0020758i,0.00069793+0.0019806i,0.0017373+0.0019397i,0.0017388+0.00057049i,0.0008834-0.00039962i,-0.00011076+0.00019129i,-0.00045571+8.9641e-05i,-0.0007312+0.00022619i,-0.00031884+0.00041457i,0.00023346-8.195e-05i,0.00031781-0.00037134i,0.00030842-0.00022918i,-3.3335e-05+0.00019387i,-0.00072287-2.6582e-05i,-0.00097815-0.00043062i,-0.00079244-0.00014717i,-0.0010193-0.00032284i,-0.0010073-0.00022183i,-0.00012629+0.00016376i,0.00029413+0.00010233i,-0.00069494-0.00034486i
-0.0017532-0.00080177i,-0.0008627-0.00046172i,-0.00010281+0.00042973i,0.0011592+0.0010056i,0.0021037+0.0014979i,0.0020007+0.00053173i,0.0013314-5.41e-05i,0.00054938+0.00031856i,-0.00044007+0.00030747i,-0.00069886+0.00064451i,-6.3349e-05+0.00066487i,-0.00056316+0.00039584i,-0.0014863+9.5319e-05i,-0.0012202+2.5446e-05i,-0.00060035+0.00060796i,-0.00010381+0.00073948i,-2.2274e-05+3.6992e-05i,-0.00063853-0.00025872i,-0.00095747+7.1224e-05i,-0.00047604+1.1052e-05i,-4.3089e-05-0.00022581i,-0.00015459+1.6729e-05i,-0.00012912-8.5905e-05i
0.00071586+0.00071774i,0.0012821+6.0431e-05i,0.0021603+0.00025854i,0.0015347+0.00018363i,0.00046154-0.00079413i,-0.0002445-0.0015518i,-0.00051004-0.00092201i,-2.9124e-05-0.0001834i,0.00034302+0.00026773i,-3.5985e-05+7.6952e-05i,-0.00066499-0.00053094i,-0.00093409-5.8433e-05i,-0.0010594+0.0001997i,-0.00049529-1.3841e-05i,2.8107e-05+8.2929e-05i,8.3306e-05+0.00030189i,-0.00016596+0.00051757i,-7.3797e-05-0.00050615i,0.00055637-0.0018229i,0.00063643-0.0016688i,0.00011132-0.0013932i,0.00017864-0.001243i,0.00022363-0.00080748i
-0.001175-0.00047048i,-0.00019086-0.00019693i,-0.00019191+0.0010899i,0.00038329+0.0021671i,0.00078203+0.0019702i,0.00094583+0.0013707i,0.00099184+0.00038474i,0.00037644-0.00050677i,8.2275e-06-0.00021582i,0.00016512+0.00013009i,0.00074818+0.00054981i,0.00057674+0.00072473i,4.8863e-05+0.00034494i,-0.00031333-0.00055116i,-0.00085982-0.0015795i,-0.00025919-0.0010972i,0.0011865+0.00021718i,0.0011776+0.00013865i,0.00039014-4.2871e-05i,-0.00014928+8.8931e-05i,-9.4509e-05-8.1123e-05i,-2.4848e-05-7.6303e-05i,-0.0006425-0.00062658i
0.00024673+0.00010376i,0.00050607-9.6694e-05i,0.00041497+0.00038619i,0.00049373+0.00037772i,0.00092219+0.00095447i,0.00081602+0.0012976i,0.00040332+0.00028019i,0.00010942-2.0039e-05i,-0.00017358+0.00014681i,4.3884e-06-0.00044158i,-0.00050181-0.001288i,-0.00067116-0.0014591i,-3.1053e-05-0.00028216i,-0.00019208+0.00054701i,0.00021604+0.0003522i,0.00048167-0.00015629i,-0.0006391-0.0011811i,-0.00088046-0.0014861i,-0.00031292-0.0013288i,-0.00049756-0.00055182i,-0.00091244-0.00058353i,-0.00098877-0.00078761i,-0.00084651+5.8224e-05i
0.0015427-0.0022394i,0.0010644-0.0013815i,0.00078945-0.00074463i,0.0011054-0.00049989i,0.00081344-0.00033163i,-0.0002804+0.00023938i,-0.0010106+0.00019205i,-0.0012969-1.8724e-05i,-0.0013836-0.00026599i,-0.00078285-0.00020467i,-0.00072706-0.00028224i,-0.0015021-0.00086852i,-0.001062-0.00073543i,-0.00028163-0.00047943i,-0.00029217-3.2248e-05i,-0.00057429+0.00072342i,-0.00023957+5.5764e-05i,-4.943e-05-5.9453e-05i,-9.806e-05+6.7711e-05i,3.8561e-05-0.00013377i,-0.00033673-0.00035237i,-0.0010893-0.00057779i,-0.00072498-0.00015674i
-0.00014031-0.00053166i,3.1362e-05-0.00045778i,-4.7593e-05+0.0015136i,0.00092498+0.0023326i,0.0021326+0.0017488i,0.0017597+0.00053918i,0.0013503+4.2459e-06i,0.00030254+0.00025482i,-0.00098511+0.00017308i,-0.00078919+1.4386e-05i,4.0384e-06+7.723e-05i,0.00018234+0.0004482i,0.00037786-7.0143e-05i,0.00027532-0.00047135i,4.3817e-05-0.00038534i,-0.00070321-0.00030557i,-0.0010607+0.00048437i,0.00026719+0.001044i,0.0011077-0.00019578i,0.00088117-0.00092421i,0.00046597-0.00064981i,0.00061327-0.00085156i,0.0004132-0.0012197i
-0.0014021-0.0011223i,-0.0010763-0.00083091i,-0.00094638-0.00072145i,-0.00011368+2.4695e-05i,0.0011844+0.00033098i,0.0012631-0.00017487i,0.00036325-0.00068266i,-0.00021475-0.0011744i,-0.00028194-0.00083434i,-8.6607e-05-0.00032597i,-0.00056401-0.00016675i,-0.0007224-1.7738e-05i,-0.0011255-0.00024133i,-0.0010928-0.00033904i,-0.00026735+0.00031738i,-0.00033813+0.00044465i,-0.00031124+0.00017228i,-0.00018931+0.00044133i,-0.00067018+0.0003195i,-0.0013327+6.4868e-05i,-0.0011477-0.00040671i,-0.00054577-0.00067837i,-1.789e-05-0.0002001i
-0.0015473-0.00055261i,-0.0016227-0.00020028i,-0.0015637+0.00076404i,-0.00016914+0.0011654i,0.0010133+0.0012981i,0.00063564+0.0011839i,-7.2963e-05+0.00016618i,-0.00047065-0.0001352i,-6.9124e-05+0.00075147i,0.00012128+0.0011871i,-0.00045121+0.00053459i,-0.00055385+6.2309e-05i,-0.00019726-0.00042815i,-0.00041191-0.00056633i,-0.00025415+0.00032221i,0.00027654+0.00039238i,-4.8659e-05+6.9957e-05i,-0.00060253+0.00011711i,-0.0010738+0.00014692i,-0.0010579-0.00062814i,-9.8691e-05-0.0010018i,0.00035018-0.00082323i,0.00036996-0.0013065i
0.0010628-0.0019236i,0.00063388-0.0020814i,3.7778e-05-0.0013497i,0.00081156-0.00052718i,0.0010521+4.6645e-05i,0.00039985+0.00043477i,-6.1886e-05-9.5834e-05i,0.00018306-0.00026919i,0.00022807-0.00020408i,-0.00035536-0.00020892i,-0.00028041-0.00010687i,7.4483e-05+0.00021904i,0.00033277+0.00034276i,-0.0001703+0.0001493i,-0.00012358+0.00033944i,0.00077456+0.00050444i,0.00046495-2.1196e-05i,0.00011599-0.00013549i,0.0002241-0.00023368i,0.00016159-0.00059565i,-0.00041266-0.0003978i,-0.00015448-0.00027409i,-4.6103e-05-0.00029574i
-0.00064953-0.0005148i,-0.00024243-7.1843e-05i,-8.2096e-05+0.00019674i,-0.00010224+0.0010528i,-0.00045824+0.0012502i,-0.00050292+0.00096944i,0.0001822+0.00033602i,0.00090698-0.00045361i,0.00058222-0.00076323i,0.00010213-0.00012483i,0.00030343+0.00043322i,-0.00013003+0.00077687i,-0.00047572-5.7124e-05i,8.6472e-05-0.0012382i,0.00026819-0.00089477i,-0.00048787+2.5431e-06i,-0.00033632+0.00019821i,8.668e-05+0.00033839i,0.00027441+0.00028936i,9.5148e-05-0.00035255i,0.00057012-0.0011882i,0.00044003-0.00078928i,0.00042314-0.00036811i
8.8693e-05-0.00057993i,-0.00064036-0.0004128i,-0.0005834-0.00080828i,0.0003153-9.6741e-05i,0.00022822+0.0010263i,-0.0001691+0.00054081i,-0.00010518-0.00017726i,-0.00035243-8.7403e-05i,-0.00052339-0.00025871i,-0.00068004-0.00063282i,-0.00076927-0.00086278i,-0.00022888-0.00044933i,0.00037239+0.00013302i,-0.00032575+0.00019954i,-0.0004394-0.00044102i,0.00021112-0.00022101i,-0.00013102-0.00011797i,-0.00020377-0.00051189i,0.00014686-0.00062075i,0.00043757-0.00074194i,0.00016538-0.00037144i,3.1605e-05+0.00035865i,6.773e-05+0.00080638i
0.00031232-0.0013294i,0.0012616-0.0015161i,0.00061714-0.0017391i,-0.0001491-0.00051693i,-7.9116e-07+0.0011489i,-0.00015035+0.0010023i,-0.00012796+0.00012993i,-0.00016555+0.00018456i,-0.00060297+0.00055226i,-0.0013025+0.00070724i,-0.0017294+0.0010638i,-0.00099317+0.00093551i,0.00030794+4.0628e-05i,0.00051961-0.00036643i,0.00025089-0.00023797i,-0.00075822+0.00046663i,-0.00092109+0.00029036i,-0.00058349+0.00017086i,-0.00031518-0.00015952i,0.00089983-0.00051311i,0.0015416+0.00011223i,0.00084294-1.5727e-05i,-0.00035176-0.00047764i
0.00037834+0.00030708i,0.0011585+0.0011991i,0.0015081+0.0013655i,0.0012491+0.00084073i,0.0014696+0.00030423i,0.0012262-0.00057237i,0.00074531-0.0004222i,0.00082837-0.00013615i,0.00072568-0.00057162i,-0.00031232-0.00057548i,-0.0012508-0.00098884i,-0.0010428-0.00087327i,-0.0008232-0.00030698i,-0.00021233+0.00046571i,0.00015878+0.00062698i,-1.2457e-05+0.00031518i,0.00012081+0.00012029i,0.00053589-0.0001083i,-3.4165e-05-0.00063553i,-0.0005752-0.00026785i,-0.00072267-0.00040612i,-0.00055311-0.00058788i,-0.00023389-0.00040423i
-0.00066179-0.0018927i,-0.0011646-0.0014224i,-0.00070475+0.00029076i,-5.3193e-05+0.0012831i,0.00027062+0.00062752i,0.00056124+0.00017465i,0.00026991+0.00019987i,0.00044017+1.8155e-05i,0.00071523-0.00013134i,5.5687e-05-8.9571e-05i,-0.00026253+0.00010301i,-0.00088658-0.00029926i,-0.0011736-0.00043695i,-0.0010271-7.9632e-05i,-0.00043312-5.4131e-05i,0.00039957+0.00013363i,0.00038516+0.00022126i,-0.00025165-0.00050577i,-0.00025641-0.0010624i,8.8367e-05-0.00081112i,0.00044603-4.9948e-05i,0.00092286-0.00039537i,0.0012659-0.0009482i
0.0010551-3.2025e-05i,0.00085186-0.00012402i,0.00081828+0.00029454i,0.00079833+0.0004323i,0.00078896+0.00047357i,0.00031308+5.5312e-05i,0.00019768-0.00027754i,0.00038193+0.00031425i,-0.00013264+0.00027675i,-9.8498e-05+0.00030926i,0.00058017+0.00015355i,0.00055359-0.00036079i,0.0002861-0.000299i,0.000469+0.00073505i,0.00060425+0.0014624i,0.00064467+0.00086351i,0.00017356+0.00026221i,-0.00038284+0.0002793i,4.379e-05+0.00024309i,0.00057524-6.3414e-05i,0.00022864-0.00010492i,-1.0168e-05-9.0716e-05i,0.00051598-0.00026555i
0.0021576-0.00076103i,0.0010051+7.6996e-05i,0.0015007-0.00017245i,0.0023251-0.0013428i,0.0014709-0.0017691i,0.00022962-0.0011399i,-0.00023922-0.0010211i,0.00027243-0.0010492i,-3.4657e-05-0.0017196i,-0.00073402-0.0021502i,-0.0009593-0.0016388i,-0.00082135-0.00087267i,1.1265e-05-0.00017442i,0.00049978+0.00032675i,0.00020567+0.00060994i,-0.00059215+0.00036941i,-0.00067424+6.3953e-05i,0.00014874-9.1563e-05i,0.00044906-0.00016138i,9.6924e-05-0.00052322i,-4.5888e-05-0.00057183i,-0.00013538-2.9109e-05i,0.00056516+0.00026529i
8.4828e-05+0.00013624i,0.00064847+0.00041266i,0.0011347+0.0009442i,0.0013544+0.0018641i,0.0013666+0.0014803i,0.00080699-0.00010956i,0.00041944-0.00030621i,-0.00027161+0.00030437i,-0.00052638+0.000434i,-0.00023872+0.00049801i,0.00014558-0.00028849i,0.00010843-0.00057026i,-0.0007009+0.00051615i,-0.00071084+0.0012078i,-0.00031538+0.00071343i,0.00015229+0.00043794i,-0.0001174+0.00056798i,-0.00053237+0.00092272i,-0.00013636+0.000764i,-8.6242e-05+0.00049098i,5.6026e-05+0.00043018i,0.00010792+0.00014778i,0.00023029-0.00021713i
-0.00013072+0.0018423i,8.3727e-05+0.0015483i,0.001235+0.0017867i,0.002763+0.0018904i,0.0028181+0.0015814i,0.0018718+0.00029442i,0.00062188-0.0003558i,-7.6942e-05+0.00043701i,-0.0005469+0.00092577i,-0.0010288+0.00052414i,-0.00029933+0.00029405i,4.5855e-06-8.6637e-05i,-0.0010243-0.00044079i,-0.00099357-0.00054749i,-0.00049053+0.00026954i,-0.0010678+0.00091418i,-0.00098661+0.00035213i,3.4303e-05+9.3922e-05i,0.00066619-5.4947e-06i,0.00059905-0.00026859i,0.00061992-0.00028308i,0.00089758+0.00011831i,0.0008497+0.00016677i
