-7.4456e-06+0.00049666i,0.00045883+6.5533e-05i,0.00064047-0.00044965i,0.00023058-0.0013525i,-0.00050684-0.0012219i,-0.0013504+0.00032308i,-0.0012791+0.0021709i,-0.00061829+0.0022363i,0.0006647+0.0012099i,0.00083908+0.00057534i,0.00040391+4.5689e-05i,0.00057594-0.00078037i,0.00020064-0.0008451i,-0.00020156-0.00021524i,-0.00034592-8.0315e-06i,-0.00041659-0.00020144i,-8.7683e-05-0.00051988i,-0.00017285-0.0003594i,-0.00053518-0.00046194i,-0.00038708-0.0002841i,-2.8696e-05+0.00045824i,-0.00036178+0.00041344i,-0.00096059+0.00040701i
0.0025476-1.4323e-05i,0.0016984+0.00056093i,-0.00024012+0.00078979i,-0.0015855+0.00024965i,-0.0015872-0.00022398i,-0.0008102+0.00051789i,-0.00037071+0.00091323i,-0.00052368+0.00049593i,-1.3899e-05+7.5636e-05i,-1.9148e-05+0.00057992i,-0.00044572+0.00077315i,-0.00046271+0.00025766i,-0.00080986+0.0013391i,-0.00064842+0.0017537i,0.00058067+0.00099439i,0.0014902+0.00034551i,0.0015302-0.00028484i,0.0010774-0.00027743i,0.0008387-6.8436e-05i,0.00062515+0.00034383i,0.00031705+0.00022634i,-0.00035775+0.0001014i,-0.00099982+0.00035086i
0.0016144-0.00030285i,0.0015401+0.0017201i,0.0013232+0.0031573i,0.001209+0.0029771i,0.0012127+0.0019778i,0.0013056+0.00087134i,0.00065972+0.00079418i,0.0001977-9.7497e-05i,0.00058682-0.0010617i,0.00044107-0.00046705i,0.00013959+0.00044118i,-0.0002649+0.00021221i,-0.00047596-4.8005e-05i,-0.00056747+3.7534e-06i,-8.0852e-05-0.00014383i,0.00052956-0.0001966i,-8.6066e-06+1.9523e-05i,-0.00070606+5.2559e-05i,-0.00069383-6.5607e-05i,-0.00037623+5.1734e-06i,-0.00067917-0.00020756i,-0.00023033+0.0003293i,0.0004544+0.0012489i
-0.001816+0.00092352i,-0.00091891+0.00097991i,-0.0010708+0.00079866i,-0.00081404+0.00084006i,-0.0002954+0.00077464i,-0.00099903+0.0015178i,-0.0013575+0.0011316i,-0.00067573+0.00082705i,2.7158e-06+0.0005344i,-0.00014109-0.00015491i,-0.00014783-0.0004666i,0.0004378-1.0054e-05i,0.000748+5.2429e-05i,0.00012059-0.00034853i,-0.00022602-0.00027375i,-0.00020716-0.00065208i,0.00014622-0.00096613i,0.00050013-0.00082968i,9.9706e-05-0.00099259i,-0.00044583-0.00031002i,-0.00050144+2.6028e-05i,-0.00042337+2.4643e-05i,-0.00048098+0.00028372i
-6.8583e-05+0.00010914i,0.0019188-0.00030059i,0.0020491-0.00053839i,0.00034294-0.000734i,-0.00061115-0.00027886i,-0.00055922+0.00014277i,-0.001004+0.00066221i,-0.0011791+0.00044248i,-0.0010499-0.00038285i,-0.0014499+3.7057e-06i,-0.0010636+0.00016582i,-0.00055762-0.00015291i,-0.00039009-0.00025748i,-0.00010127-0.0004617i,-0.00049269-0.00043427i,-0.00075074+5.9545e-05i,1.9942e-05+0.00030194i,0.00027+0.0001251i,9.1541e-05-7.4299e-05i,0.00026205-0.00019752i,0.00047271-0.00027991i,0.00075883-0.00055284i,0.00057034+1.7094e-05i
-0.00046354+0.00083607i,-0.00033502+0.0012923i,1.7655e-05+0.0021304i,-0.00014094+0.0014781i,-0.00013794+0.00073935i,5.2592e-05+0.0012265i,0.00027465+0.0012829i,0.00045421+0.00031728i,-0.00026477-0.00047967i,-0.00061686-0.00017481i,-0.00046791+0.00088901i,-0.00032095+0.0012475i,6.0486e-05+0.0011509i,0.0001944+5.4782e-05i,-6.4921e-05-0.00034692i,-0.00040845+1.1384e-05i,-0.00040207-0.00043434i,-4.7241e-05-0.00074064i,0.00043145-0.00056863i,0.00053325-0.00067366i,0.00037499-0.00031559i,-0.00010599+0.00044122i,-0.00042028+0.00078472i
-3.7334e-05+0.00019413i,0.0017864-0.000901i,0.0021424-0.0016541i,0.00058046-0.00066296i,4.7833e-05+0.001282i,0.00040696+0.0015503i,0.00050769+0.0013154i,0.00034312+0.0012971i,5.1551e-05+0.00067699i,-0.00010418-0.00026151i,-0.00068823-0.00073794i,-0.0012321-0.0005687i,-0.00035343-0.00071776i,0.00053132-0.00013652i,0.0005974+0.00015178i,0.00010459+0.00047031i,0.00028795+0.00099248i,0.00014407+0.0001901i,-0.00022431-0.00053441i,-0.00028214-0.00071366i,-0.00013799-0.0011486i,0.00045768-0.0010077i,0.00065479-9.754e-05i
-0.0012777-0.00029638i,-0.0015745+0.00069027i,-0.0019307+0.00062595i,-0.0017392+0.0008661i,-0.0020382+0.0014094i,-0.00097955+0.00099836i,0.00065708+0.000649i,0.0008559+0.00032955i,0.00027206-0.00010576i,-0.00041505-0.00026468i,-0.00033491+0.00011584i,0.00048817+0.00010202i,0.00033627-0.00021401i,-0.00054583-0.00030621i,-0.00078572-0.00059348i,-0.00071871-0.00033123i,-0.00038982-0.00060604i,0.00016382-0.00075577i,0.00050696+0.00023883i,0.00066281+0.00050976i,-0.00011606-8.0976e-05i,-0.00052242-0.00045265i,6.7214e-05-9.2733e-05i
0.0026139+0.0013513i,0.0045731+0.0020243i,0.003191+0.0014846i,0.0011606-0.00066371i,0.00022755-0.0017016i,-0.00021819-0.00080132i,-0.00034029+0.00018058i,-0.00035444+0.00033946i,0.00021407-0.00013147i,-0.00042178+0.00017485i,-0.0010513+0.00035765i,-0.00053676+0.0001309i,-0.00024014-3.6121e-05i,-0.00021625+0.00015894i,-0.00015359+0.00034223i,7.5098e-05+0.00019703i,0.00019592+0.00019095i,-0.00062811+0.00031427i,-0.001049-0.00015568i,0.00020586-8.438e-05i,0.00049345+0.00074897i,-0.0001829+0.0012128i,-0.00043922+0.00075006i
-0.0017697-0.0010226i,-0.0015532+0.00099755i,-0.00067408+0.001222i,-0.00022841+0.00032701i,-0.00049359+0.00082789i,-0.00014615+0.0019696i,0.00056524+0.0021411i,0.00049384+0.0013739i,-0.00026043+0.00063324i,-0.00046125+0.00045532i,-0.00027502+0.00082239i,-0.00036225+0.00042164i,0.00016219+0.00055076i,0.00093528+0.00099095i,0.00069011+0.0001204i,-0.00024975-0.00070515i,-0.00068841-0.00088169i,-0.0002934-0.0009692i,0.00065591-0.00071996i,0.0017226-0.00042554i,0.0013867-0.00052143i,-0.00012443-0.00026201i,-0.00096288-1.3732e-05i
-0.00068432+0.00081378i,-0.00097554+0.00090624i,-0.00092283+0.00060733i,-0.00068452-0.00079262i,-0.0015173-0.00066405i,-0.0020582+5.6149e-05i,-0.00085942+0.00048384i,-9.1714e-07+0.0016142i,-0.00023947+0.00085281i,0.00021482-0.00014292i,0.001323+0.00012923i,0.0011908-0.00053353i,0.00095199-0.0003411i,0.00065433+0.00010204i,5.3175e-05-0.0004144i,-0.00043136-0.0007798i,-0.0002928-0.00042074i,-0.00021017-0.00040671i,-0.00036034-5.8081e-05i,-0.00047796+0.00083936i,-0.00015002+0.00053898i,0.00035345-0.00030075i,0.00063762-0.00017429i
-0.0010065+0.00087657i,-0.00033288+0.0012712i,0.00012089+0.0010009i,0.00047545+0.00051648i,0.00082719+0.0012943i,0.00017757+0.0011003i,0.00015274+0.00017902i,0.00076678-0.00058741i,0.00053496-0.00078156i,0.00010255+0.00010235i,0.00052997+0.00086106i,0.00074153+0.00032513i,0.00091002-0.00018613i,0.00036198-0.00076095i,-8.2932e-05-0.0009751i,0.00056098-0.00092384i,0.00029231-0.00099924i,-0.00046506-0.00062665i,-0.00058594-0.00060457i,-0.00044975+0.00011263i,0.00019737-0.00012364i,0.0003592-0.0012133i,-7.5433e-05-0.00070241i
0.0017727+0.0018253i,0.0014538+0.0015173i,0.00095104+0.00076964i,0.00042248+0.0012442i,-9.0263e-05+0.00091357i,-0.00070891+0.00096684i,-0.00034709+0.0015389i,-0.0001485+0.00090096i,-0.00016279+0.00016238i,0.00013554+0.00058783i,8.3411e-05+0.0007627i,-0.00039212-0.00025069i,-0.00082124-0.00079253i,-0.00062905-0.00025049i,-0.00078405+0.0004716i,-0.001598+0.00052561i,-0.0016327+4.8719e-05i,-0.000667+0.00019725i,0.00041598+0.0003955i,0.00043544-0.00018969i,0.00048307-0.0005885i,0.00015251-0.00018272i,-0.0002732+0.00023736i
0.0016095+0.0013451i,0.0030792+0.0024767i,0.0026586+0.0017684i,0.0016678+0.00081627i,0.0012776+0.0011887i,0.0003906+0.00074612i,-0.00068399+0.00017808i,-0.00044354+0.00014873i,-0.00036404-0.00011436i,-0.0004898-1.0994e-06i,-0.00015971+0.00054275i,-0.00042925+0.0007565i,-0.00022065+0.00035195i,0.0004907+0.00026889i,0.000675-0.00015489i,0.00038048-0.00086073i,-7.1146e-06-0.00054031i,0.00019919-0.00027812i,0.00065137-0.00013861i,0.0001909+0.00011009i,-2.3445e-05-0.00053528i,0.00023086-0.00054011i,0.00039329+0.00015073i
-0.00023993+0.0019213i,1.6959e-05+0.0011506i,-1.6109e-05+0.00071768i,-0.0005424+0.00031445i,-0.00109-0.00068415i,-0.0014953-0.00022778i,-0.0014713+0.00070142i,-0.0013784+0.00056704i,-0.00090176+5.378e-05i,-0.00087028-0.00035137i,-0.00044412-0.0008976i,0.00037862-0.0010331i,0.00018491-0.00052074i,-4.3477e-05-0.00025734i,-0.00042225+0.00033083i,-0.0007268+0.00023369i,0.00019718-0.00036438i,0.00025919-7.2959e-05i,-0.00010027+0.00014607i,3.6069e-05-3.8168e-05i,1.7556e-05-0.0001848i,-0.00012197-5.5689e-05i,1.4093e-06-0.0003804i
-0.00082571+0.00043583i,0.00047677+0.0017959i,0.00093287+0.0018007i,0.00072332+0.00092706i,0.00042436+0.0013219i,1.2786e-05+0.0011489i,0.00035071+0.00057462i,-4.6816e-05+0.00045565i,-0.0010354+0.00032753i,-0.00037267+0.00024288i,0.00030179+0.00037046i,0.00022996+0.00017517i,-8.4468e-05+0.0001119i,-0.0003333+0.00017163i,-0.00050131-0.00062093i,-0.0008857-0.0011276i,-0.00051451-0.0010117i,0.00032592-0.00076613i,0.00062498-0.00061515i,0.00044361-0.00013064i,0.0004436+0.0010051i,0.0011386+0.00079616i,0.00093468-6.8436e-05i
0.00060779+0.00012432i,0.00065325-0.00066353i,-0.00021387-0.00070557i,-0.00099888-0.0010137i,-0.0010112-0.00053003i,-0.00055718+0.00034106i,-0.00018024+0.001383i,0.00033578+0.0017378i,0.00089372+0.0011306i,0.00010708+0.00071835i,-0.00031584+0.00084958i,0.00030946+0.00048226i,0.00031663-0.00027885i,-0.00032694+0.00039958i,0.00012159+0.00078676i,0.00061015+0.00027833i,0.00043126+1.6248e-05i,0.00032012+0.00017724i,0.00058954+0.00049217i,0.00034662+0.00058618i,0.00060854+0.00094586i,0.0012146+0.00085779i,0.00082293-0.00039036i
3.0649e-05+0.00043416i,-0.00012832+0.00075039i,-0.0010445+0.0010661i,-0.000726+0.0010408i,-0.00021459+0.0010032i,0.00058554+0.00077705i,0.00076056+0.0011672i,-0.00026756+0.0012937i,-0.00040962+0.0008697i,0.00025747+0.00077439i,0.00072747+0.00025362i,0.00059848-0.00040486i,0.00041773-0.0012264i,0.00075939-0.0013399i,0.0011119-0.00041257i,0.00092014+0.00019802i,7.5226e-05-8.1891e-05i,-0.0004283-0.00082076i,-0.00023314-0.0004413i,-0.00034484+0.00014698i,-0.00034323-0.00033114i,0.00012129-0.00066875i,0.00062015-0.00060221i
-0.0017337+0.00067459i,-0.00098971+0.0019419i,-0.00038506+0.0026525i,-0.00050064+0.0019124i,0.00011308+0.00095266i,0.00040495+0.00067074i,0.00029647+6.4633e-06i,-9.7313e-05-3.3709e-05i,-0.00031661+0.00036651i,0.00012817+0.00037675i,0.0010797-0.00013736i,0.0013911+0.00039083i,0.00054875+0.001095i,0.00071293-0.00051833i,0.0016821-0.0011968i,0.0015485+0.00047741i,0.00021318+0.001379i,-0.0010042+0.00050614i,-0.0016314-2.6702e-05i,-0.00083718-0.0002055i,0.00041632-0.0003611i,0.00076523+0.00037543i,0.00076917+0.0010605i
3.6136e-05+0.0018756i,-0.0013578+0.0025857i,-0.0027825+0.0011313i,-0.0021995-0.00051266i,-0.00051199+3.7841e-05i,0.0009686+0.00051674i,0.0013009+0.00059581i,0.00089861+0.00081711i,-0.0001061+0.00076082i,-0.00065756+0.00085968i,3.5372e-05+0.0006488i,0.00049777+4.6732e-05i,0.0010988-0.00026687i,0.00088428-0.00022357i,0.00077288-0.00020187i,0.0009374+0.00021751i,0.00047216-0.00062217i,0.00067513-0.0012777i,0.00074995-0.0008486i,0.00067928-0.00091844i,0.00072376-0.00098361i,1.9752e-05-0.00039746i,-0.00052394-0.00010201i
0.0010135+0.003031i,0.0015782+0.0030602i,0.0011167+0.0030362i,0.0010251+0.0024368i,0.00083116+0.0011609i,0.00017904+0.00056259i,-0.00070507+0.00038087i,-0.0011131+0.00022297i,-0.00072727+0.00016455i,-0.00062397-0.0001743i,-9.5732e-05-0.00066418i,0.00018391-0.00043911i,-8.0543e-05-0.00047375i,-0.00041728-0.00014525i,-0.00081693+0.00030398i,-0.00048484+0.00032236i,-0.00064693+0.00014752i,-0.00026183-0.00010107i,0.00041798+0.00016298i,-0.00052926+0.00058473i,-0.00066753+0.00025175i,-0.00016941-0.00016904i,0.00016971+0.00021517i
-0.00054368+0.00029825i,-0.0012214+0.0015865i,-0.00078164+0.0017244i,-0.0012618+0.0014377i,-0.0014123+0.0012405i,-0.00026528+0.0014143i,0.00045601+0.00087091i,0.00034494+5.4785e-05i,-0.00029674-0.00010385i,-0.00078536-0.00025967i,-0.00020518-0.00042072i,0.000667-5.7725e-05i,0.00036701+0.00043622i,-0.00020978+0.00039159i,3.3353e-05+0.00013883i,0.0002642-0.00045357i,-0.00016152-0.0010301i,-1.928e-05-0.0011937i,0.00023421-0.00083211i,-0.0002479+0.00031121i,-0.0011126+0.00035242i,-0.00083069-0.00010891i,-0.00011493-0.00017452i
-0.0019936-0.00070822i,-0.0013525-0.00057469i,-0.0016198-0.00068891i,-0.0017055-0.00035339i,-0.0014259+0.00060691i,-0.0006255+0.0010192i,2.0992e-05+0.0010089i,0.00019427+0.0010319i,-0.0001392+0.00086375i,-0.0007133+0.00027687i,-0.0011701-0.00047358i,-0.00083342-0.00051662i,9.2811e-05+0.00017352i,0.00012901+0.00083355i,0.00032083+0.00057709i,0.00018538-0.0005271i,0.0001423-0.00094397i,0.00074442-0.00085763i,0.0013124-0.0010715i,0.00081628-0.00042206i,0.00020218-0.0002325i,-0.000181-0.00031323i,-0.00060718+0.00020993i
0.00034979-0.0020129i,-0.0012635-0.0014696i,-0.00208-0.00098846i,-0.0018792-0.0011471i,-0.0014492+0.00044198i,-0.00066913+0.0027053i,-0.00055421+0.0023217i,-0.00034798+0.00051898i,-0.00018293-0.0007789i,0.00020945-0.00030144i,0.0007312+0.00071949i,0.00037399+0.0006778i,0.00012128+0.00048237i,-0.00028844+0.00088827i,-0.00065175+0.00079382i,0.00039486+0.00022459i,0.00088221+0.00035589i,0.00039324+0.00039746i,0.00041025-0.00020155i,0.00032518-0.00084251i,0.00058571-0.00051687i,0.00055653-6.4273e-05i,0.00081155-0.0001767i
-0.00028026+3.6996e-05i,0.00020235+0.0010145i,-0.0002835+0.001454i,-0.0008111+0.0019187i,-0.00068176+0.0019492i,0.00010825+0.00094324i,0.00028809-0.00018887i,0.00040159-9.4964e-05i,0.0004871+0.00079208i,-0.00013201+0.0014785i,-1.8534e-05+0.0014096i,0.00036603+0.00050139i,0.00087762-0.00073165i,0.0017834-0.0010326i,0.0023259-0.00047414i,0.0014471-0.00068263i,-4.4512e-05-0.0011426i,-0.00051169-0.00090839i,-0.00038735-0.00043978i,-0.00025218+7.2199e-05i,-0.00028024+0.00070555i,-0.00037537+0.0011622i,-0.00021462+0.00079567i
0.0023252+0.00038744i,0.0028535+0.00097007i,0.0020828-0.00081249i,0.00097411-0.0019952i,0.00020286-0.00048902i,0.00011315+0.00065532i,2.2786e-05+0.00051744i,0.00039945+0.00088074i,0.00065527+0.00070851i,0.00034475-0.00019185i,-0.00010843+6.575e-06i,-0.00092481+0.00084291i,-0.0014004+0.00059786i,-0.00058061+0.00019764i,0.00037489+0.00089441i,0.00034779+0.00043175i,-0.00037841-0.00019239i,0.00024746-0.00033579i,0.0015838-0.00041558i,0.0010576-0.00088518i,0.00053315-0.00093049i,0.00063814-0.00059684i,0.00060708-0.00012097i
-0.0019705-0.0028174i,-0.0038205-0.0023933i,-0.0074793-0.0016397i,-0.0072821+0.001145i,-0.0040949+0.003332i,0.00011741+0.0040887i,0.0018855+0.0028462i,0.0019319+0.0011365i,0.0010406-4.9347e-05i,-4.0109e-05+0.0010997i,0.00011836+0.0025383i,0.00055333+0.0020931i,0.0013647+0.0015146i,0.0028587+0.0012782i,0.0033204+0.0014777i,0.002326+0.0013593i,0.00067171+0.001152i,0.00017133+0.00090756i,0.00056379-3.9072e-05i,0.00052303-0.00022214i,-0.0001953-0.0001578i,-0.0011492-0.00034853i,-0.0011522-9.2585e-05i
0.0027477+0.0070788i,0.0048413+0.006133i,0.0088652+0.0038413i,0.0082452+0.00051548i,0.0039451-0.0028381i,-0.0014297-0.0026204i,-0.0035426+0.0013474i,-0.0020158+0.0030892i,0.00021858+0.0017178i,0.0011687-0.00042882i,0.00037403-0.0012659i,-0.00053929-0.0016159i,-0.0018377-0.0017583i,-0.0029505-0.0018565i,-0.0032947-0.0019441i,-0.0023519-0.0010851i,-0.00031052-0.00019077i,-4.8996e-05-0.00043899i,-0.0018846-0.00035758i,-0.0018509+0.00041346i,2.504e-05+0.0011508i,0.0014542+0.00030514i,0.001769-0.00056621i
-0.0013508+0.0011264i,-0.00066878+0.0014461i,0.0004728+0.00012354i,-1.6352e-05-1.0397e-05i,0.00035665+0.00036412i,0.0014167+0.0001814i,0.0015211+0.00068301i,0.00081072+0.0008338i,6.8114e-05+0.0004481i,0.00045867+0.00070227i,0.00082259+0.00064066i,-9.6488e-05+0.00016786i,-0.00084826-1.6992e-05i,-0.00047582-0.00036114i,9.2705e-05-0.0010597i,-8.7149e-05-0.00070543i,3.2698e-05+0.00040712i,-5.4878e-05+0.00012405i,-0.00022752-0.00016025i,-0.00043718-0.00028616i,-0.00061163-0.00089802i,-0.00023928-0.00034401i,0.00040729+0.00025939i
0.0016116+0.0018483i,0.0019609+0.0016451i,0.0025962+0.0009255i,0.0019945+0.00097848i,-0.0003943+0.00032242i,-0.0028025-0.00041847i,-0.0024129+0.00051641i,-0.0011343+0.0015081i,-0.00058063+0.0014774i,-0.00072954+0.0013091i,-0.00085422+0.00094397i,-0.00059841+2.1275e-05i,-0.0009468-0.00030603i,-0.0014422-0.00070615i,-0.00096172-0.00075946i,-6.1218e-05+0.0002223i,0.00035935+0.00037904i,3.5317e-05-0.00023442i,-0.0002177-0.00052141i,-0.00028921-0.00094624i,-0.00024535+9.5633e-05i,0.00047015+0.0011791i,0.0005447+0.0007733i
0.0022189+0.0035994i,0.0023625+0.0031463i,0.0026405+0.002215i,0.0018696+0.0013997i,0.00084981+0.00012617i,7.1427e-07-0.00022004i,-0.0011696+0.00062277i,-0.0010824+0.0010745i,-0.00031763+0.00017707i,0.00015601-0.00057853i,-0.00021591-0.0006397i,-0.00040652-0.0012297i,-0.00013087-0.0016037i,-5.3261e-05-0.0009427i,-0.00052546+2.1795e-05i,-0.00078425+0.0001261i,-0.00050428-0.00017551i,-0.0003316-0.00073457i,-0.00066029-0.00086388i,-0.00041021-0.00014754i,0.00063139+0.00060711i,0.0010401+5.5491e-05i,0.00052452-0.00073566i
0.0038875+0.00049631i,0.0035796-0.00067998i,0.0019986-0.0022921i,0.00023491-0.0017727i,-0.00091681-0.00024001i,-0.00085218+0.0010939i,0.00019931+0.0026888i,0.00068743+0.00215i,0.00033579+0.00049262i,-0.00074151-0.00023583i,-0.0011647-3.2043e-05i,-0.00044737+0.00052089i,-7.0793e-06+0.0015555i,-0.00010528+0.0018728i,-0.0002993+0.00095523i,-0.00053919+0.00063868i,-0.00055431+0.00059426i,-0.00033581+0.00039852i,0.0002396+0.00082621i,0.000245+0.00067853i,0.00018651-9.0344e-05i,-2.8489e-05-0.00076768i,-0.0005832-0.00090088i
-0.00083168+0.0029053i,-0.00075007+0.0039487i,3.7448e-05+0.0042203i,0.00097743+0.0023292i,0.0012773+0.0003277i,-0.00037186-0.0010979i,-0.0020582-0.0016749i,-0.0017139-0.0010935i,-0.001191-3.3905e-05i,-0.00061354+4.8309e-05i,-0.00045593-0.00023687i,-0.00048815-0.00092028i,-0.0013821-0.0012306i,-0.0016111-0.00068539i,-0.00095905-0.00042025i,-0.00027969-0.00054814i,0.00026418-9.2613e-05i,0.00046894+0.0006425i,0.00017732+0.00043849i,-0.00016164+0.00024278i,8.0767e-05+0.00081868i,0.00030631+0.00098204i,0.00028992+0.00078005i
-0.0010744+0.0034659i,-0.00024057+0.0030294i,0.00052864+0.0015879i,0.00071969+0.00040437i,-0.00032991+0.00033649i,-0.001427+0.00087477i,-0.0011739+0.0016519i,-0.00029345+0.001953i,-2.8288e-05+0.00065595i,-0.00031416-0.0003211i,0.00011758-7.6871e-06i,0.00040727-3.9344e-05i,6.1779e-05-0.00061657i,-0.00037142-0.0009964i,2.3096e-05-0.00065576i,9.645e-05-0.00033977i,0.00022293-0.00032107i,0.0001119-0.0001384i,-3.192e-05+0.00010199i,0.00025278+0.00058796i,0.00027194+0.00022219i,0.00069766-0.00013465i,0.00060042-0.00030277i
0.0012328+0.001705i,0.0027077+0.0012445i,0.0037348+0.0016103i,0.0027295+0.0006216i,0.0015359-0.00055672i,0.00021613-0.00062459i,-0.00091155+0.00033978i,-0.00042815+0.00085181i,0.00056313+0.00058466i,0.00060907-0.00023288i,0.00013755-0.0010516i,-0.00015467-0.0013054i,-0.00072842-0.0015722i,-0.0013292-0.0019839i,-0.0018774-0.0017079i,-0.0019368-0.00056423i,-0.0010254-1.4661e-05i,-0.00048545+1.1497e-05i,-0.00066183-6.4014e-05i,-0.00076691-8.7209e-05i,-0.00061593+0.0010834i,0.00023138+0.0010174i,0.00036536-0.00075033i
0.0017792+0.0017901i,0.0020393+0.001326i,0.0012435+0.0015323i,0.00074596+0.00092i,0.00046046-0.00018647i,-0.0005573+0.00038883i,-0.0014517+0.0016717i,-0.00076704+0.0016733i,0.00026602+0.00043246i,0.00025917-0.00020995i,-0.00041899+0.00022485i,-0.0012763+0.0007876i,-0.00097537+0.0011005i,-0.00025278+0.00048753i,-0.00055292+9.5043e-05i,-0.00074548+0.00045531i,-0.00036921+0.00059708i,-1.6002e-05+0.0003367i,-8.7156e-05+0.00027255i,-0.00028102+0.00047565i,-0.00032463+0.0004534i,-0.0007544+0.00032561i,-0.00068341-0.00011139i
0.0018596+0.0014977i,0.0028082+0.0021604i,0.0020328+0.0011948i,0.0014672+0.00056419i,0.0012684+0.00079123i,0.00064829+0.00019232i,0.0001052+0.00036029i,-0.00044804+0.0011195i,-0.001461+0.00041039i,-0.0017994+0.00019193i,-0.00073578+0.0010907i,2.0173e-05+0.00098819i,0.00023807+0.00019024i,0.00045483+0.00041509i,0.00063817+0.00031242i,0.00074457-0.00062486i,0.00040533-0.00094444i,0.00025771-0.00059724i,0.00012807-9.8881e-05i,-4.6069e-05+0.00023264i,-5.4542e-05+0.0002272i,0.00020073-0.00041328i,0.00031403-0.00042154i
0.000804+0.00224i,0.00079616+0.0015384i,0.0010526-0.00035628i,0.0006081-0.0010287i,7.5586e-05-0.00080536i,-4.6429e-05+0.00028198i,-0.00070744+0.0010751i,-0.00055307+0.0008877i,0.00047878-6.191e-05i,0.00093546-0.00064389i,0.00071878-0.00072438i,0.0001689-0.00051013i,-0.00030938-8.9941e-05i,-0.0010522-0.00020694i,-0.0014984-0.00038305i,-0.0010901+0.0003099i,-0.00039559+9.5443e-05i,0.00060616-0.00049137i,0.0010742+6.8373e-05i,0.00037833-6.9013e-05i,0.00049765-0.00084333i,0.00080219-0.00045808i,0.00061878-3.2274e-05i
0.00015993-0.0014436i,0.00041993-0.00057488i,-0.00016886+6.6324e-05i,-0.00036352+0.00049038i,5.5742e-05+0.0015797i,-0.00072284+0.0018313i,-0.00089049+0.0011601i,-0.00040936+0.00036421i,-0.00035636+2.317e-05i,-2.9687e-05+0.00069093i,-0.00039638+0.00096961i,-0.00063684+0.0010014i,-0.00028722+0.00071616i,-6.6442e-05+0.00017212i,0.00028023+0.00013787i,0.00080147+0.00076682i,0.00040175+0.0014763i,-0.00067731+0.0014309i,-0.00092527+0.000326i,-0.00013855-0.00059578i,0.00036457-0.00071238i,0.00013725-0.00076014i,0.00022376-0.001021i
0.00062769+0.0017108i,0.0013523+0.0021619i,0.002635+0.0015862i,0.0025705-0.0004942i,0.0009376-0.0017699i,-0.0010142-0.00094808i,-0.0010969+0.0011479i,-0.00028059+0.0017872i,-0.00025517+0.00052969i,-0.00040581-5.8385e-05i,-0.00031917+0.00037135i,-0.00081949+0.00065068i,-0.0018733+0.00032577i,-0.0011979-0.00065671i,5.0112e-05-0.00072051i,8.6098e-05+8.7245e-05i,-0.00014087+9.5144e-06i,-0.00041258+3.0981e-05i,0.00045885+0.00069229i,0.00022361+0.00091546i,9.6533e-05+0.00028244i,0.000378-0.00095019i,7.1224e-05-0.0011258i
-0.0014045-0.00023319i,-0.0012595+0.00016639i,-0.001837-0.00039766i,-0.0016713-6.8918e-06i,-0.00037545+0.0005863i,0.00093742+0.00098112i,0.0012242+0.00078664i,0.0009891+7.9422e-05i,0.00037394+3.0991e-05i,-8.6599e-05+4.972e-05i,0.00025231-0.00034945i,0.0010331-4.5314e-05i,0.0014124+0.00075142i,0.0011179+0.00092992i,0.00049075+0.00055142i,0.00022988-0.00030694i,0.0005259-0.00085799i,0.00077625-0.001253i,4.676e-05-0.0012057i,-5.3985e-05-0.00081983i,0.00057207+0.0002531i,0.00052116+0.0011579i,3.4758e-05+0.00056727i
0.00031946-0.00045847i,0.0012093-0.000388i,0.0013067+0.00013544i,0.001275+0.0011066i,0.00090916+0.0013089i,-0.00023257+0.00058234i,-0.00058344+0.00059797i,0.00036984+0.00090045i,0.00093597+0.00062972i,0.00065848+0.00016528i,6.6028e-05-0.00052374i,-0.00032848-0.0016398i,-0.00048961-0.0012831i,-0.00053068-0.00012067i,-0.0004799+4.0196e-05i,-0.00082944+0.00032874i,-0.00077651+0.00034438i,-0.00034334-3.2466e-05i,-0.00076465+8.9372e-05i,-6.7007e-05+0.00019445i,0.00089442+2.7647e-05i,0.00036684-0.00055574i,0.00022437-0.00091558i
0.0019886+0.0024145i,0.0028415+0.0025507i,0.0033429+0.0012048i,0.0020963-0.0011262i,0.0004846-0.00245i,-0.0011465-0.00071694i,-0.0017673+0.0013696i,-0.00065915+0.0016739i,0.00022544+0.00093942i,4.6331e-05+0.0004064i,0.00018314+1.5973e-05i,0.00097871-0.00047596i,0.00047262-0.00082133i,-0.00033113-0.00072506i,0.00011428-0.00080675i,0.0001571-0.00055419i,0.00023131-4.663e-05i,4.4685e-05+0.00020609i,-0.00017056+0.00059344i,1.7199e-05+0.00070378i,-0.00028292+0.00053244i,-0.00084522+0.00023905i,-0.00088801+0.00022077i
-9.1724e-05+0.001103i,-0.00035246+0.00094549i,-0.00053754-0.00084123i,-0.00086068-0.0013525i,-0.00043992-0.00016937i,0.00073144+0.00051341i,0.0007637+0.00038963i,0.00058568+0.00017688i,0.00044818+0.00027066i,2.4219e-05+0.0011195i,-0.00020112+0.0011852i,-8.6171e-05+0.00039009i,-1.7947e-05-0.00037156i,-0.00033591-0.0005269i,0.00036177-0.00025111i,0.0010998-0.00019538i,0.00054917-0.00014387i,0.00062081-5.785e-05i,0.00052393-0.0002349i,0.00053555-0.00041302i,0.00038717-0.00069446i,-0.00012298-0.00026317i,-0.00095277-0.00016306i
