0.00063045-7.0004e-05i,0.00099011-4.2222e-05i,0.00046223-0.0010401i,-0.00061818-0.0016269i,-0.00149-5.1328e-05i,-0.0014921+0.0022675i,-0.00040506+0.0037837i,0.0006999+0.0031733i,0.0017928+0.0013175i,0.0022166-0.00011581i,0.0014417-0.00098106i,0.00059553-0.001114i,0.00050404-6.5077e-05i,0.00033342+0.0010299i,-4.311e-05+0.00095268i,0.00027433+0.00089363i,2.464e-05+0.00055938i,-0.00013481+0.00040987i,-0.00046425+0.00071912i,-0.0010115+0.00017414i,-0.0010628-0.00053331i,-0.00030879-0.00018623i,0.00048437+0.0002581i
-0.00021256+0.0003555i,-0.00048384+0.00057036i,3.5761e-05+0.0019201i,0.00052765+0.0022095i,0.00092237+0.0015493i,0.00010989+0.0010956i,-0.00071826+0.0016607i,-0.0010317+0.0022237i,-0.00088943+0.00077745i,9.1951e-05-0.0006531i,6.1079e-05-0.00039527i,-0.00045604+0.00051787i,-0.00055246+0.00084554i,-0.00046864+0.00029591i,-0.00093127+0.00044151i,-0.0006728+0.00088818i,0.0004109+0.0007257i,0.00027355+0.0007472i,-4.7344e-05+0.00080103i,0.00055149+0.00015485i,0.00040118-0.00014126i,-0.00026441+0.00026452i,7.421e-05+0.00050441i
0.0015107+0.0016077i,0.0010117+0.0006172i,0.0014688-0.001159i,0.0010107-0.0016841i,-0.00016209-0.00061136i,-0.0013539+0.00072337i,-0.0012313+0.0014105i,-0.00028562+0.0013947i,-0.00010519+0.00044303i,-0.00054889-0.0010169i,-0.00025309-0.0014494i,0.00056999-0.0010159i,0.00065043-0.00024857i,-0.00017459+0.00014128i,-6.2719e-05-0.00026246i,0.00024868-0.00017712i,-5.4198e-05+0.00011139i,-0.00034226+0.00059461i,-6.8764e-05+0.00072638i,0.00036865+0.00032425i,0.00040831+0.00025523i,-0.00039096-0.00015993i,-0.00077565-0.0001587i
-0.0017193-0.0011946i,-0.002412-0.00092628i,-0.0016865+0.00066181i,0.00014159+0.0011257i,0.0014934+0.00085645i,0.0011766+0.00035731i,-0.00025331+5.7288e-05i,0.00014616+0.00033474i,0.00057655+5.5995e-07i,0.00063823-0.00050378i,0.0010783-0.00060847i,0.00091928-0.00061542i,0.00032425-7.6026e-05i,0.00050412+0.00021513i,0.00097641-0.00044549i,0.00080333-0.00023263i,0.000175+0.00038341i,0.00029948+0.00071778i,0.00092805+0.00071438i,0.00019843+0.00049304i,-0.00023571+0.00027366i,0.0001041+0.00018963i,-1.9114e-05-0.00023245i
0.0014667+0.00050167i,0.0024264+0.00053293i,0.0014524+0.00014917i,0.0006695-0.00038579i,-0.00051995-0.00021368i,-0.0019017-0.00016015i,-0.0017055+0.00013901i,-0.0011522+0.00060908i,-0.00014588+0.00039444i,0.00019943+0.00010509i,0.00061243-5.0662e-06i,0.0013336-6.7352e-05i,0.00041591+5.4253e-05i,-0.00061086+0.0004271i,-0.00047571+0.00088642i,-3.9351e-05+0.00071745i,4.8626e-05+0.00011201i,-0.00025039+0.00041664i,1.0395e-05+0.00019866i,0.00029446+9.8863e-05i,0.00016561+0.00034096i,4.2791e-05+0.00012033i,-0.00020708-0.00030224i
0.0013382+0.0002967i,0.0015724+0.0017568i,0.0012839+0.001427i,0.0012791+0.00039938i,0.00096791-0.0002517i,-5.179e-05+0.00059918i,-0.00046989+0.0021484i,0.00018605+0.0020103i,0.0006312+0.0011436i,0.00041025-0.00021348i,0.00013233-0.00077293i,-0.00093314-0.00066116i,-0.0015206-0.00034844i,-0.00069358+0.00026856i,-0.00047585-0.00036029i,-1.4925e-05-0.0009028i,0.00092255-0.0006368i,0.0011747-0.00046172i,0.0007234-0.00049985i,-7.2657e-05-6.0567e-05i,-0.0010389+0.00070151i,-0.0011839+0.00038103i,-0.00068743+0.00020818i
-0.0019323+0.00037013i,-0.0012752+0.00083413i,0.00012413+0.00063043i,0.0012867+0.00060299i,0.0014495+0.00061618i,0.0010816+0.0004873i,0.00017827+0.0003333i,-0.00038568+0.00067598i,-0.00015386+0.0010091i,0.00075166+0.00079122i,0.0012087+0.0010118i,0.00046749+0.00053873i,0.00017109+0.00013147i,0.00019562-0.00028129i,8.5037e-05-0.00075959i,-0.00073331-0.00049366i,-0.00064736-0.00045443i,0.00048617-0.00020953i,0.00063772-9.1001e-05i,7.6022e-05-0.00011328i,-0.00047178+0.00021503i,-0.00081736+0.0002198i,-1.6401e-06+0.00034995i
0.0012811-0.0023867i,0.0011848-0.0014399i,-0.00047632-0.00062272i,-0.0017585-0.0010836i,-0.0019625-0.00061348i,-0.0025146+0.0017661i,-0.0021104+0.003056i,-0.00066513+0.002024i,0.00019015+0.00036856i,0.00027195-0.00068832i,1.9964e-05-0.00030858i,0.00024848+0.00026508i,-1.8832e-05+0.00039961i,-7.6088e-05+0.00065509i,0.00070209+0.00092335i,0.00060848+0.00049355i,-3.0198e-05+0.00021909i,0.00016627-0.00026852i,0.00047678+4.626e-05i,-0.00031768+0.00076847i,-0.0007986+0.00037834i,-0.00042708-0.00013228i,0.00022205-0.00011349i
0.0011868+0.00056228i,0.0027092-0.00017892i,0.003136-0.0015083i,0.002609-0.0016759i,0.0012885-0.00075353i,0.0003063+0.00013483i,-0.00014296+0.00089606i,-0.00036468+0.0008479i,-0.00017448+0.00060209i,-0.00040198+0.00019458i,-0.00062353+8.0422e-05i,-0.0007235+0.00070852i,-0.00060779+0.00049458i,-0.00022341+0.00046427i,2.1499e-05+0.00057758i,-5.4739e-05+0.00020306i,-0.00012319+0.00016436i,-3.2642e-05-0.00025408i,0.00056816-0.00062178i,0.00061886-0.00031601i,0.00025715-0.00035374i,0.00042383-0.00012332i,0.00047134+0.0001754i
-0.0020534+0.0016789i,-0.0019961+0.0020486i,-0.0015598+0.0028281i,-9.252e-05+0.0019573i,0.00069785+0.00078364i,-4.0262e-05+0.0013812i,-0.00059796+0.0015276i,-0.00045216+0.0011044i,-0.00024938+0.00095592i,0.00042271+0.00038494i,0.0010231-0.00024626i,0.0009751-0.0004421i,0.00055366+4.5305e-05i,0.00038902+0.00052742i,0.0004807+0.00047393i,0.00046545+0.0004031i,0.00042387+0.00025431i,-9.0622e-06-0.00030787i,1.4736e-05-0.00059796i,0.00039072+2.7909e-05i,0.00010037+0.00042796i,-1.4466e-05+0.00063413i,0.00021148+0.0004986i
0.00037486-0.00092587i,0.00056221-0.00041308i,0.00087316-0.00053991i,0.00036611-0.0005677i,-6.38e-05+0.00098794i,-0.00079845+0.0019169i,-0.0018382+0.0019983i,-0.0014276+0.0016687i,-0.00038316+0.00079375i,0.00035442-0.00031503i,0.00083768-0.00049574i,0.0004252+5.4748e-05i,0.00083942+7.862e-05i,0.0012734+4.5722e-05i,0.00096015+0.00010628i,0.00053958-5.356e-06i,-0.0003924+0.00054615i,-0.00063139+0.0010872i,-0.0005087+0.00057052i,-0.00054382-0.0002544i,-2.2643e-05-0.00042421i,5.7032e-05-0.00029472i,0.00034779-0.00059579i
-0.00085031+0.00060194i,-0.00056858-0.00016007i,-0.00066731+0.00043441i,-5.7142e-05+0.0006363i,0.00031128+0.0010804i,-0.00062196+0.0017371i,-0.00086184+0.0020055i,-0.00013717+0.00142i,0.00040604+0.00033803i,0.00039669-0.00015577i,0.00032599-0.00043958i,0.00043271+0.00018381i,0.00059273+0.00028805i,0.00098946-0.00024539i,0.00096615-0.0005113i,0.00074423-0.00034039i,2.4977e-05+0.00013192i,-0.00025141+0.00085532i,0.00074268+0.0006251i,0.00091845-0.00025496i,0.00033458-0.00010819i,-0.00022444-0.00029584i,-4.8647e-05-0.00118i
-0.0021014-0.0003556i,-0.0014632+0.00040499i,-0.00093871+0.00091249i,-0.00051686+0.00051482i,-0.00015256+0.0014016i,7.1903e-05+0.0017975i,0.00059236+0.0016378i,0.0017929+0.0011371i,0.0013333-0.00028702i,0.00036773-9.1876e-05i,0.00043186+0.00020392i,0.00050347-0.00019817i,0.00079966-0.00012918i,0.0010084+0.00048629i,0.00048554+0.00090363i,0.00018076+0.00049847i,1.0721e-05+0.00016307i,8.1587e-05+0.00023354i,0.00019005+0.00047383i,-0.00065209-8.4652e-05i,-0.0012187-0.00029561i,-0.00088707-0.00040717i,-0.00058052-0.0004562i
0.0026964-0.0009749i,0.0030414-0.0012326i,0.0020566-0.001924i,0.00036184-0.0021151i,-0.001067-0.0006543i,-0.0015609+0.001164i,-0.0013969+0.0025752i,-0.00045068+0.0023517i,0.00053798+0.00057049i,0.00017469-6.5568e-05i,6.1827e-05+9.6527e-05i,-4.0192e-05-0.0004136i,-0.00041148-0.00084214i,-0.00061378-0.00029341i,-0.00039008+0.00023928i,0.00043942+1.7733e-05i,0.00081037+0.00014994i,0.00083411+0.0010886i,0.0006166+0.0013752i,0.00015634+0.00066798i,-6.4654e-05-9.7082e-05i,-0.00051546-0.00093326i,-0.00016168-0.00064584i
-0.00045437+0.0014098i,0.00058701+0.0010975i,0.0007686+0.00060018i,0.00096012-0.00024956i,0.00065383+0.00038239i,-0.00015396+0.00063435i,-0.00044029+0.0010233i,-0.00026623+0.0012787i,-0.00037834+0.00047076i,-0.00068359-0.00017786i,-0.0001326+0.00074772i,0.00041785+0.00055801i,0.00059259-0.00035876i,0.00040111-0.00026626i,9.2271e-05+8.352e-05i,0.00018671+2.6705e-05i,0.00056406+0.00017057i,0.00049116+0.00022116i,-9.8977e-05+0.00077885i,-0.00059584+0.00068676i,-0.00085934+0.00039737i,-0.00043922+0.00038515i,-6.9413e-05+0.00087363i
0.00093672-0.0020166i,0.00097586-0.0017168i,0.00074776-0.0017777i,5.4819e-05-0.00059336i,-0.00060662+0.0012884i,-0.00089317+0.0025588i,-0.0012311+0.0020521i,-0.0006941+0.00070818i,2.1039e-05-5.6349e-05i,-9.5054e-05-0.00046072i,5.3294e-05-0.00045379i,0.0005833+0.00011301i,0.00023521+0.00075284i,-0.00077737+0.00088509i,-0.00042382+0.00094987i,0.00058177+0.00052148i,0.0014038-7.2295e-05i,0.0016103+0.00020968i,0.0014196+0.00036701i,0.0015011-0.00042821i,0.00098429-0.00073266i,-0.00010701-0.00050797i,-0.00028683-0.00062833i
0.00081925-0.0010563i,0.00087009-0.0013887i,0.00082801-0.0012594i,0.00016613-0.0010925i,-0.00072002+0.00032573i,-0.0012591+0.0017047i,-0.00098023+0.0021602i,-0.00037943+0.0018485i,0.00028202+0.001174i,0.0004052+0.00041249i,0.00062983-4.9882e-05i,0.00068462+3.6991e-05i,0.00051119+0.0002927i,0.00021339+0.00046054i,-0.00016403+0.0002612i,-0.00054909+0.00012333i,-0.0008677-0.0003833i,-0.00022245-0.00027806i,0.00019623+0.00047367i,0.00050884+0.00064374i,0.00067054+0.00033634i,0.00029393+0.00065722i,0.00061432+0.00072535i
-2.0087e-05+0.00062297i,-0.00050245+0.00029196i,-0.00019559+0.00053294i,0.00079399+0.0011363i,0.00032179+0.001128i,-0.00092519+0.0009326i,-0.0011108+0.0011109i,-0.00047864+0.00092696i,0.0002689+5.0154e-06i,0.00045848-8.7917e-05i,0.00044069+0.00032569i,0.00040246-6.3163e-05i,0.00038602-0.00028457i,7.8651e-05-0.00019629i,-0.00038487+0.00035641i,-0.00014285+0.00036727i,0.00020354-0.00081805i,-0.00014614-0.00099774i,0.00029775+0.00010728i,0.00084563+0.00022247i,0.00089785-0.00093031i,0.00078953-0.0015335i,-0.00032798-0.00089561i
-0.00068091-0.00089891i,-0.00065732-0.00043908i,-2.3706e-05-0.00042329i,0.00039032-5.7221e-05i,-5.1428e-05+0.0005553i,-0.00045374+0.00043798i,-0.00085991+0.00051342i,-0.0011496+0.00090736i,-0.00094723+0.00012278i,-0.00078981-0.00068866i,-4.2265e-05-0.00016722i,0.00072363+0.00038974i,5.766e-05+0.00031035i,-0.00017267-3.7881e-05i,0.00030358-2.7871e-05i,0.00061768+7.7083e-05i,0.00011671+0.00013845i,-0.00049327-8.938e-05i,-0.00043513-0.00018979i,-0.00014654-0.00018662i,-0.00033969-0.00050463i,-0.00052408-0.00057574i,6.4352e-05+0.00010382i
-0.00060093-0.00024472i,-0.00013807+0.00017723i,0.00082053-0.00075874i,0.00094685-0.0013337i,0.00016836-0.0018935i,-0.00063344-0.00039476i,-0.00060942+0.0011085i,9.4049e-05+0.0013572i,0.00035915+0.00086316i,0.00076646+0.00016574i,0.0010836-1.3464e-06i,0.0010011-0.00021867i,0.00042888-0.0010351i,4.3027e-05-0.00094475i,0.00023676+0.00017729i,0.00017854+3.3249e-05i,-0.00013734-0.00038397i,-0.00049406+7.066e-05i,-0.00077291+0.000359i,9.3664e-05+0.000529i,0.00051458+0.00085494i,0.0002457+0.00068193i,0.00049112+0.00049578i
2.9274e-05+0.00038713i,-0.00044853+0.0010577i,-0.00087372+0.0010375i,-0.00065041+0.0012238i,-0.00071258+0.0018353i,-0.00032622+0.0017577i,-0.00045301+0.0012391i,1.545e-05+0.00088699i,0.0001261+6.9781e-05i,-0.00021386+0.00014318i,0.00013966+0.00030401i,-0.00018781-0.00051985i,-0.00017977-0.001008i,0.00053554-0.00072477i,0.00088738+2.722e-05i,0.00071534+0.00074771i,0.00074267+0.00075905i,0.00080121-9.312e-05i,0.00054227-0.00034581i,0.00015545-0.00035702i,0.00052814-0.00060969i,0.00062779-0.00050132i,0.00044608-0.00050038i
0.0006125+0.00025952i,0.0010749-0.00017499i,0.00096655-0.00041683i,0.00045057-0.00047796i,-0.00036859-0.00053579i,-0.00095166+0.00021442i,-0.0010564+0.00084992i,-0.00012916+0.0013949i,6.7623e-05+0.0012053i,-1.8437e-05+0.00077404i,0.0005124+3.3485e-05i,0.00028276-0.00059737i,-0.00055695-0.00057379i,-0.00052458+0.00011972i,-0.00030001+0.00028529i,7.2324e-05+0.00026059i,0.00032971+0.00023409i,-9.6753e-05+0.00041849i,-0.00050543+0.00029859i,-0.00047277-0.00034634i,0.00052992+6.8788e-05i,0.00083106+0.00077092i,0.00025692+0.00071561i
-0.0017773+0.00031238i,-0.0014734+0.0009803i,5.9766e-05+0.0014742i,0.0010085+0.0011115i,0.00090986+0.00057152i,0.00055066+0.00097708i,-0.0006643+0.0017971i,-0.0015915+0.001172i,-0.00052422-0.00031494i,0.0010419-0.00048784i,0.0017687-3.0212e-05i,0.0013326-0.00022099i,0.00077374-0.00035485i,0.00058872-0.00035983i,0.00027111-0.0009008i,-9.9345e-05-0.00070992i,3.1248e-05-0.00053191i,0.0005282-0.00054271i,0.00065643+9.6901e-05i,-0.00019235+0.00051357i,-0.00073289+0.00041481i,-0.00057702+9.6281e-05i,-0.00011342-0.00020728i
0.00011649+0.00018556i,0.00025671-0.00027005i,0.00031956-0.00049259i,0.00054575-0.00036242i,0.00012707-0.00018288i,-0.00035316+0.00049182i,0.00033119+0.001476i,0.0011181+0.002434i,0.001153+0.0021662i,0.00064652+0.00048397i,0.00054343-0.00037959i,0.00099425-0.00063552i,0.00028135-0.00048829i,-0.00089762-5.5289e-05i,-0.00067346+0.00040339i,-0.00036152-0.00011916i,-0.00057703-0.00026903i,-0.00078195+0.00019024i,-0.00070098-4.4389e-05i,-3.1098e-05-0.00063078i,-1.5204e-06-0.00017529i,-0.00036312-0.00018418i,-0.00063016-0.00077575i
0.00019003-0.0019213i,0.00095705-0.0016454i,0.00051834-0.0013725i,-9.5819e-05-0.00040624i,-0.00071184+0.0012115i,-0.0012312+0.0034037i,-0.0016675+0.003363i,-0.00093366+0.001516i,0.00010755-0.00021566i,-0.00020026-0.00036774i,0.0003261+0.00018273i,0.00049963+0.00086522i,-0.00021798+0.00056051i,-0.00063417-6.9388e-05i,-3.6539e-05+0.00062568i,0.0010608+0.00073925i,0.0007035+0.00066121i,-5.2207e-05+0.00060867i,0.00011656-0.00060421i,0.00063613-0.00070182i,0.00066178+0.00011205i,0.00039537+0.00054101i,-0.00023982+0.001307i
-0.00040229-0.0013188i,0.00056764-0.0013535i,0.00063835-0.0013644i,-0.00028785-0.00052223i,-0.00091164+0.00022284i,-0.00092566+0.0004176i,9.4877e-05+0.0015561i,0.0009653+0.0017136i,0.00098603+9.2553e-05i,0.00099705-0.00043727i,0.0011049+0.00026272i,0.0012347+0.00040997i,0.0011705-4.9958e-05i,0.00065832-0.00034996i,-0.00033088-0.00043255i,-7.2558e-05-8.1501e-05i,0.00024165+0.0007561i,-0.00020403+0.00056913i,5.4685e-05-0.00015084i,-7.808e-06-0.0011321i,-0.00040174-0.0019322i,-0.00034784-0.0016613i,-0.00029462-0.00057153i
-0.00076191-0.0010978i,-0.00019122-0.00041221i,-0.00070879+0.00021654i,-0.00071027+0.00026663i,-0.00069158-2.8606e-05i,-0.001208+0.00063067i,-0.0012707+0.0017111i,-0.0006633+0.0014974i,-0.00057032-0.00025165i,-0.00080985-0.00034825i,7.9376e-05+0.0010381i,0.00021043+0.0011272i,8.5843e-05+0.00038613i,0.000477-0.00027725i,0.00042301-0.00076795i,0.00056033-0.00036137i,0.00023147-0.0002273i,-0.00010208-0.00057555i,0.00025148-0.00023844i,0.00034919-0.00019893i,-5.4706e-05-0.00028557i,-0.0010384-0.00020432i,-0.00061573-6.9611e-05i
0.001445-0.0028457i,0.00069124-0.0029826i,-0.0011237-0.0024945i,-0.0011917-0.00071594i,-9.7719e-05+0.0016095i,6.707e-05+0.0029134i,-0.00032747+0.002689i,-0.00012847+0.0018809i,0.00028296+0.0011164i,0.00085349+0.00025514i,0.0012084-0.00011154i,0.00041611-0.00055167i,7.7042e-05-0.00029891i,0.0002394+0.00045814i,0.00020954+0.00048337i,-0.00039167+0.0006892i,-0.00037863+9.4946e-05i,0.00049711-0.00046134i,0.00026762-0.00060241i,-0.00027409-0.000414i,-0.00020776+0.00020828i,-5.6379e-05+0.00021423i,-0.00024189-0.00034247i
0.00096418-0.00058414i,0.00060445-0.00053617i,0.0010346-0.00026709i,0.00082862-4.5583e-05i,-0.00047913+0.00074426i,-0.0009976+0.00099382i,-0.00094886+0.00078656i,-0.00064606+0.00027049i,-0.00040106-0.00018606i,-0.00094652-0.00066507i,-0.00068451-0.00077462i,0.00062122-0.00046192i,0.00087687+0.00019939i,0.00052366+0.0014569i,0.0002815+0.0012823i,-9.1926e-05+8.3013e-05i,0.00034459-0.0005548i,0.0009339-8.5406e-05i,0.00082068+0.00024482i,0.00063878+0.00022436i,-0.00015156+0.0004273i,-0.0006592+0.00011289i,-0.00041087+8.1202e-05i
0.00017286+0.00077277i,0.001323+0.00055109i,0.0026805+0.00012357i,0.0026614+0.00012813i,0.0011129+0.00043143i,-0.0010497+0.00036428i,-0.0014806+0.00035654i,0.00016988+0.00042619i,0.001618+0.00033051i,0.0018244+0.00087387i,0.00086685+0.00049903i,4.5404e-05-0.00049712i,-0.00051915-0.00080589i,5.8102e-05-0.0012207i,-8.7546e-05-0.0014812i,1.2805e-05-0.00086502i,0.00081047+0.0006516i,-8.4867e-05+0.0013185i,-0.00068568+0.00043763i,-0.00033762+0.00017832i,0.00010731+0.00037815i,-0.0003734-0.00026217i,-0.00052115-0.00069021i
0.0006791-0.00087464i,-0.0008377-0.00070249i,-0.00023147-0.00011714i,0.00017716+0.00058481i,-0.00089564-6.8276e-05i,-0.0012723-1.3773e-05i,-0.0011223+0.0015572i,-0.00054487+0.002626i,0.00027036+0.0019137i,0.0009028+0.0015081i,0.0010885+0.00090662i,0.00055184-0.00039942i,0.00056257-0.00073036i,0.0010703+0.00037381i,0.0007273+0.00078132i,0.00034263+0.00029912i,0.00063504+0.0005458i,0.00049482+0.00053392i,0.00018304+0.00042624i,0.0005475+0.00066478i,0.00084349-0.00041095i,0.00079604-0.00083059i,-7.5585e-05-2.1222e-06i
0.0013847+5.7724e-05i,0.0015645+0.00074985i,0.00022948+0.00079271i,-8.4048e-05+0.00036609i,-0.00011072+0.0011224i,-0.0013391+0.0013566i,-0.0014916+0.0008129i,0.00011419+0.00053771i,0.0010047+0.00012205i,0.0010216-0.00024626i,0.00086211-0.00083143i,0.0008884-0.0012679i,0.00084112-0.00026418i,0.00012972+0.00081089i,0.00035096+0.0008182i,0.00031203+0.00083856i,-9.5159e-05+0.00059044i,-7.1914e-05+0.00014498i,-0.00019052-0.00014702i,-3.9301e-05-0.00025287i,0.00024604+2.1871e-05i,0.0003676-9.6338e-05i,-0.00045198+1.884e-06i
0.0003631-0.0013271i,0.0003516-0.0019602i,0.000427-0.0018455i,0.0012646-0.00056845i,0.00062117+0.00064099i,0.000254+0.0013235i,0.00017323+0.0022668i,-0.00011562+0.0025625i,0.00035412+0.0013062i,0.00080292+0.00023461i,0.00058128+0.00037151i,0.00025184+0.00059142i,0.00066387+0.00012576i,0.00031485-6.6365e-05i,-0.00053734+0.00025337i,0.00018773+0.00064791i,0.00024043+0.00090928i,-0.00065438+0.00040791i,-0.00069318-0.00047759i,-0.00020254-0.00024844i,0.00045054+0.00016573i,0.00069667-0.00044406i,-2.7935e-05-0.0010336i
-7.9069e-05-0.00045522i,4.1412e-05+0.00047311i,0.0012669+0.0001352i,0.0016822-0.00055608i,0.0004083-0.00039567i,-0.0010961+0.00027894i,-0.0019196+0.00054916i,-0.00082472+0.00084544i,-0.00045375+0.00080082i,-0.00027838+0.00040964i,0.00073256-6.1724e-05i,0.00041651-0.00044962i,-0.00065909-0.00040484i,-0.00029823-0.00014415i,0.00034491-0.00054306i,0.00016329-0.00090324i,0.00016074+9.9161e-05i,-0.00029538+0.0003946i,-0.00063887+0.00012243i,-0.0005659+0.00049798i,-0.00075437+0.00062968i,1.4046e-05+0.00051916i,0.0010432+0.0012339i
0.0022419-0.00030334i,0.0034933-0.00052681i,0.0027876-0.0013854i,0.00082264-0.0014969i,-0.00088221-0.0013158i,-0.0016463+0.00013744i,-0.0016198+0.0015097i,-0.00093556+0.0010556i,0.00025631-0.0001317i,0.0002184-0.00017203i,-0.00017818+1.3044e-05i,0.00024838+0.00022244i,-0.00010791+0.00037081i,-0.00041526+0.00017129i,-0.00010628+0.00030079i,-0.00045619+5.0046e-05i,9.078e-05-0.00062833i,0.00047219-0.00033667i,-0.00047818+0.00026888i,-0.00061746-0.00017654i,6.4402e-05-0.00066074i,2.8075e-05-0.00063466i,-0.00033219-0.00086111i
-0.00021928+0.0010646i,0.00069211+0.0011593i,0.00026007+0.00082385i,-0.0010188+0.00063117i,-0.0010499+0.00044268i,-0.00070519+0.00097557i,-0.00069359+0.0023212i,-0.00089121+0.001641i,-0.001213+0.00053149i,-0.0008204+0.0002812i,0.00037429-0.00033508i,0.0010267-0.00056643i,0.00074668-0.00040795i,-0.00031595-0.00049477i,-0.00016382-0.00069577i,5.879e-05-0.0007135i,-0.00070639-0.00087455i,-0.001052-0.00074742i,-3.3729e-05-0.00041335i,0.00050267+0.00053878i,0.00026971+0.00082934i,0.00048572-7.3854e-05i,0.00019867+5.8602e-06i
-0.00010488-0.0012927i,0.00046357-0.0010559i,0.0023849-0.00047372i,0.0024975-0.0001274i,0.00094579-6.6334e-05i,-0.00056032+0.00074802i,-0.00079952+0.0017968i,-0.0005202+0.0023136i,-0.00022454+0.00096724i,0.00036321+0.00011485i,0.00064163-0.00034986i,0.00020493-0.00065353i,-0.00039204-0.00022356i,-0.0006541-0.0003827i,-0.00045956-0.00065567i,-0.00045571-0.00031467i,-0.00022782+0.00047264i,0.00016234+0.00038472i,0.00022398+2.1058e-05i,0.00022987-6.1547e-05i,0.00018535-0.00021945i,-0.00067511-0.00036873i,-0.0015323-0.00013574i
0.0015043-0.00013072i,0.0015485-0.00024102i,-0.00032161-0.00056403i,-0.0013138-0.0011606i,-0.001381-0.00056352i,-0.0017815+0.00052902i,-0.0021522+0.00090578i,-0.00090395+0.00060815i,0.00040778+6.3261e-05i,0.00022495-0.00048751i,-0.00023795-0.00028071i,0.00017087-0.00023477i,0.00035057-0.00062312i,0.00015191-0.00048413i,-0.00019477-0.00017632i,-0.00010748-0.00026617i,-1.5253e-05+0.00044154i,-0.00021231+0.0014426i,-0.00065605+0.00072041i,-0.00093183-0.00052648i,-0.00090257-0.00048663i,-0.00071989-0.00010321i,-0.00028615+0.00026626i
-0.00085506+0.00079048i,-0.00036466+0.00053605i,0.00056518+0.00086177i,0.0010209+0.00043128i,0.0010501+0.0006911i,0.00045202+0.0014206i,-2.7202e-05+0.00093995i,-0.00019563+0.00043005i,0.0005682+0.00026689i,0.0014632-0.00013221i,0.0010313-0.00045945i,0.00037646+2.5569e-08i,-0.00027465+0.00030106i,-0.00096654-3.7061e-05i,-0.00042701-0.00020037i,3.0661e-06-9.3739e-05i,-0.00051366+0.00041602i,-0.00057559+1.006e-05i,0.00020916-0.00046308i,0.00038081+5.5851e-05i,0.00043664+0.00082473i,0.00053632+0.00078423i,0.00074957-0.00017128i
-2.2506e-06-0.0010615i,0.00015266-0.00030632i,-0.00016345+0.00069538i,-0.00050178+0.0014166i,-0.00070936+0.0015165i,-0.0010083+0.00131i,-0.00092014+0.0014904i,0.00049214+0.0017873i,0.00088338+0.00095568i,0.00092267+0.00027869i,0.0010105+0.00073576i,0.0008312+0.00061784i,0.00058888+0.00018694i,0.00016816+0.00051061i,0.00058701+0.00092751i,0.00084335+0.0014028i,-6.3652e-05+9.2515e-05i,-0.0006426-0.0011708i,6.4959e-06-0.0008814i,-3.2547e-05-0.00012614i,-0.00055476-0.0001034i,-0.00033916-0.00041439i,-0.00067858+0.00013324i
-0.00079736-0.00030865i,-0.0016162+0.00018226i,-0.0017363-1.8697e-05i,0.00018006-0.00060405i,0.001217+0.00020346i,0.00039922+0.00081i,-0.00063634+0.0010281i,-0.00066768+0.0012358i,-0.00052554+0.00073047i,-0.00018186+8.1469e-05i,-0.00018372+0.0002315i,-0.00026166+0.00042353i,-0.00047547-0.0001292i,-0.00044382-0.00035405i,0.00037864-0.0001737i,0.001056-0.00033177i,0.00085834-0.00016945i,-2.527e-05+0.0001605i,-3.3949e-05+0.0003463i,0.00012845+0.000108i,-0.00057421-0.00062664i,-0.00036532-0.00091156i,0.00074706-0.00038966i
0.00031622-0.00062464i,0.00045854-0.00043976i,0.00031097-0.0012606i,-3.0741e-05-0.00073861i,-0.00032033+0.00072301i,-0.00055566+0.0021507i,-0.00037918+0.0018994i,-0.00024672+0.0012374i,-0.0006723+0.00052093i,-0.0010597+0.00042972i,-9.9265e-05+0.00052772i,0.0015772+0.00028136i,0.001617+0.00038338i,0.0010795+0.0010534i,-0.00041239+0.0014421i,-0.0010818+0.00066238i,-0.00070539+0.00043078i,0.00023291-0.00039165i,0.00099654-0.0012011i,0.00065988-0.00068424i,0.00020459-0.00010933i,-0.00012271+0.00022435i,5.4023e-05+0.00039809i
0.00083548-5.1089e-05i,0.00035913+0.00046854i,0.00072667+0.00092941i,0.00082398-0.00022846i,-0.00034669-0.00066629i,-0.00067322+0.00048958i,-0.00071263+0.0012776i,-0.001442+0.00093328i,-0.00094341+0.00012659i,2.1315e-05-0.00019722i,0.00025465+6.083e-05i,8.6023e-05-0.00014892i,-0.00011081-0.00092995i,-0.00056795-0.0011689i,-0.00093978-0.0005817i,-0.00094497+0.00038051i,-0.00072658+0.00096558i,-0.00029537+0.0012407i,0.00011427+0.00093366i,0.00022166+1.2402e-05i,3.557e-05-0.00068382i,-0.00017372-0.00061523i,-9.3868e-05-3.0926e-05i
-0.00022253+0.00038425i,0.00078087+0.00064425i,0.00073581+0.00054957i,0.00030695+5.0416e-05i,0.00043927+0.00018641i,-0.0003004+0.0013219i,-0.0009933+0.0020716i,3.7205e-06+0.0015104i,0.00083988+0.00080067i,0.00046873+0.00046295i,0.00022428+0.00019747i,0.00017648-5.7271e-05i,-0.00020156+0.00014775i,-0.00038762+0.00098411i,0.00036857+0.0010587i,0.0008044+0.00041608i,0.00036252+0.00097873i,0.0004775+0.0013704i,0.00020736+0.0010847i,4.47e-05+0.00081021i,0.00082533+0.00051112i,0.00028861+0.00031068i,-0.00010107+0.00020593i
