-0.0014218+0.00070947i,0.00023762-7.8751e-05i,-0.00021218-0.00069261i,-0.00073623-0.00032582i,-0.0004762+0.00025435i,-0.00019995+0.0012277i,0.00019341+0.0017846i,0.0005638+0.001556i,0.0008628+0.0013888i,0.0013383+0.0014073i,0.0011757+0.00080088i,0.00043449+5.0743e-05i,-0.00019281+0.00062919i,-0.00054289-2.3258e-05i,-0.00097921-0.00084472i,-0.001433+0.00016538i,-0.0011382+0.00082461i,-0.00016659+0.00030178i,0.00064679+0.00069831i,0.00091075+0.0011676i,0.00026399+0.0002064i,-0.00012135-3.9613e-05i,0.00092469+0.0002745i
-0.00025265+0.00023266i,-0.00035749+7.8891e-05i,-0.00024575+0.00074462i,0.00036814+0.0012359i,0.0011588+0.0012586i,0.0016715+0.0011408i,0.0010666+0.00039237i,-1.715e-05-0.00041802i,-0.00062695-0.00018123i,-0.00039518+0.00013131i,-0.00035904+0.00022246i,-0.00041717+0.0003858i,-1.8589e-05+0.0003723i,0.00058898+0.00022518i,0.00080272+0.00049582i,0.00068271+0.0004444i,0.00067844-0.00024864i,0.00089083-6.6231e-05i,0.00056496+0.00047561i,-3.1368e-05+0.00054623i,0.00013213+9.8035e-05i,0.00047687+0.000383i,0.0001825+0.00036553i
-0.0031757+0.0012474i,-0.0017789+0.00050137i,-0.0015334+0.0014023i,-0.0013761+0.0015569i,0.00080474+0.0010515i,0.0021425+8.4839e-05i,0.0017738-0.00092706i,0.00044631-0.0017631i,-0.00028687-0.0011656i,0.00021849-7.1585e-05i,0.00036923+0.00059758i,-0.00021282+0.00094212i,-0.00097393+0.00039135i,-0.00066337-3.7838e-05i,0.00046053+0.00031271i,0.00093026+0.00049429i,0.00086779+0.00049903i,0.0009357+0.00098159i,0.0005983+0.00089319i,5.4634e-06+0.00020766i,-0.00025155+4.7698e-05i,4.9427e-05+0.00022085i,0.00018578-0.00012543i
0.00067953+0.0028891i,0.0012641+0.003096i,0.0013668+0.0020108i,0.00098994+0.00087667i,0.00042719+0.00034482i,0.00056171-0.0008805i,0.0012232-0.0011999i,0.00013474-3.4562e-05i,-0.00056973-0.00020332i,0.00060548-0.00041744i,0.00067867+2.1563e-05i,-6.249e-05-4.2254e-05i,0.00031221-0.00028527i,0.00052458-0.00033987i,0.00043311-7.5599e-05i,-0.00027969-9.4946e-05i,-0.00092426-3.7016e-05i,4.9765e-05+8.5597e-05i,0.0008268+0.00094159i,0.00031037+0.001353i,-0.00024332+0.0013358i,-0.00040054+0.0012991i,-0.00079817+0.0012073i
8.3876e-06+0.00036818i,-0.00070531+0.00036976i,-0.0012129+0.00041102i,-0.001064+0.00079244i,-0.00060843+0.00087348i,4.637e-05+0.0014037i,0.00048119+0.00049707i,0.00021277-0.00044393i,-6.7285e-05-0.00024865i,0.0006595-0.000124i,0.00030359+1.5087e-06i,-0.00034061-9.2651e-05i,-0.0004416-0.00062217i,-0.00031456-0.00034586i,0.00022102-3.9823e-05i,0.00074637-0.0001938i,0.00063711-9.4378e-05i,-3.855e-05-2.0942e-05i,0.0002642-0.00045662i,0.00054656-0.00016124i,-0.00029599+0.00056452i,-0.0003325+0.00019577i,0.00021089-0.00027806i
0.00018795-0.0013749i,0.0011512-0.0026894i,0.00078546-0.0018415i,0.00059244-0.00085603i,0.0017262-0.00056651i,0.0028208-0.00094658i,0.0021731-0.00060718i,0.00089325+0.00027271i,0.00035515+7.2454e-05i,0.00015618-0.00047821i,4.0694e-05+0.0002258i,-0.00043736+0.0012384i,-0.00044158+0.0011043i,0.00051822+0.00061699i,0.00082253-4.7963e-05i,0.00055309-0.00043146i,0.00056983-0.0001483i,9.8137e-05-0.00023027i,0.00023079-0.00030608i,0.0004561-1.905e-06i,0.00016419-0.00013589i,-0.00013922-0.00036035i,7.2417e-05+5.6612e-05i
-3.5514e-06-0.0018908i,-0.00018729-0.0015114i,-0.00096915-0.0013821i,-0.00099967-0.0005893i,-0.00073727+0.00018106i,3.5825e-05+4.0051e-05i,0.00082939-0.00057815i,4.3474e-05-0.0007741i,-0.00060091-0.00012844i,-0.00017136+0.00092616i,-9.9702e-05+0.00059577i,0.00033676+0.00014817i,0.00016649+0.00018062i,-0.0001772+0.00049624i,5.9792e-05+0.0004655i,-0.00012279+5.2771e-05i,-0.00046632+1.0951e-05i,-0.00032529+0.00017055i,-0.00028587-0.00018616i,-0.00036057-0.0010354i,-0.00043413-0.0010153i,-0.00034733-7.328e-06i,-0.00011763+0.00017421i
2.7438e-05+0.0012734i,-1.5831e-05+0.0019496i,-0.00031525+0.0010159i,0.00018873-2.0662e-05i,0.00065065+0.00038446i,0.0011702+0.00073757i,0.0012696-0.00025347i,0.00039317-0.0010629i,-0.00083688-0.00044811i,-0.00099308+5.1238e-05i,-0.00017147+0.00074836i,-3.6795e-05+0.00046564i,-0.00096331+1.094e-06i,-0.0012591+9.727e-05i,-0.00059393+0.00047493i,-5.3122e-05+0.00095232i,0.00013203+3.1711e-05i,-0.00037157+2.5354e-05i,-4.9627e-06+0.00019908i,-6.0718e-05-0.00039311i,-0.00069196-0.00026441i,0.00023499-0.00023974i,0.0013099+0.00028862i
0.00082201+0.0010166i,0.00056417+0.0019626i,0.0013887+0.0030721i,0.0019699+0.0031676i,0.0022491+0.0017813i,0.0025976-0.00022354i,0.0016195-0.0012097i,-0.00054878-0.0012246i,-0.001049-0.0013295i,-0.00020071-0.00063937i,-0.00042479-5.3894e-05i,-0.0007937-0.00016424i,-0.00033274+3.6677e-05i,-3.8878e-05+0.00034486i,0.00032814+0.00052611i,-0.00064837+0.00050722i,-0.0010785-0.0002128i,-0.00038311-0.00035109i,-0.0005887+0.00072896i,-0.00031053+0.0010889i,0.00031478+0.00064084i,0.00089434+0.00089202i,0.0013166+0.0011949i
0.00079972-0.00039935i,0.00065908-0.0012025i,-0.00034954-0.0013602i,-0.00015233-0.0013117i,0.00039557-0.00081835i,0.00089997-0.00020305i,0.001553-0.00039263i,0.0012221-0.00062356i,-0.00012172-0.00061112i,-0.0004326+0.00011351i,-0.00016038+0.00042346i,-5.2863e-05+7.3918e-05i,0.0004842+0.00031727i,0.00057788+0.00062212i,0.00014418-0.0001416i,-0.00019231-0.00042784i,-3.7503e-05+0.00023121i,0.00023489+0.000623i,6.2517e-06+0.0002136i,0.000224-0.00019921i,0.00084544-0.00011291i,0.00060535-0.0002192i,-2.9374e-05-0.00052147i
-0.00018207+0.0006721i,-0.0012961+0.00082938i,-0.00055467+0.00049976i,0.00029437+0.00026856i,0.00018688+8.9723e-05i,0.00048475+0.00020051i,0.00018941-0.00061765i,-0.0002031-0.0010914i,-0.00015492-0.0006476i,0.00045308-0.00026531i,0.00057786-9.0259e-05i,-0.00013861+0.00024777i,-0.00026599+0.000725i,0.00016379+0.0010962i,-0.00014871+0.00038967i,-6.4838e-05-0.00043569i,0.0002317-8.554e-05i,-7.1268e-05+0.00056898i,-0.00063597+0.0007358i,-0.00077907+0.00066309i,-0.0003313+0.00094085i,0.00054008+0.00093706i,0.0012422+0.00071409i
0.00022767-0.0040973i,0.00092288-0.0047915i,0.00033342-0.0042892i,-0.00074559-0.0029518i,-0.0014813-0.00097067i,-0.0010134+0.00057669i,0.00049009+0.00046929i,0.00049809-0.0001215i,-0.00057804-0.00059171i,-0.00072928-0.00039693i,-0.00049233+0.00022924i,-0.00029944+0.00017871i,1.8703e-05+3.7818e-05i,-0.0001639-0.00030759i,-0.00034643-0.00058157i,-0.0001098-0.00073685i,-0.00015021-0.00055459i,-0.00026625-0.00027639i,-0.00029399-0.00062855i,-0.00023966-0.000258i,6.2814e-05-0.00021969i,0.00068315-7.7497e-06i,0.00043737+0.00045387i
-0.00071262+0.0012466i,-0.00099781+0.00077081i,-0.001676+0.0011451i,-0.00092992+0.0015322i,0.00037746+0.0015019i,0.0014675+0.0011687i,0.0013145+1.0938e-05i,0.00019014-0.0010856i,-0.00022841-8.2904e-05i,-0.00062813+0.00091569i,-0.00077453+0.0010018i,-0.00087981+0.00079887i,-0.00089062+0.0011742i,-0.00020589+0.000856i,0.000887+0.00015413i,0.00037894-4.8134e-05i,-0.00054276-6.4285e-05i,-4.0619e-05-0.00018529i,-0.00013313-0.00019835i,-0.00062155+7.5636e-07i,-0.00053782+0.00034889i,-9.7254e-05+0.00039775i,0.00012278+0.00016541i
0.00053926-0.0017119i,-0.00049629-0.00089287i,-0.0010849-0.0020806i,-0.0011823-0.0019145i,-0.00055526-0.0007394i,-0.00010502-0.00053808i,0.00011892-0.00076882i,-0.00055599-0.00076166i,-0.0016718-0.00025354i,-0.0014379+0.00038835i,-0.00069604+0.00045237i,-0.00024346+7.9356e-05i,-0.0008198-0.00052418i,-0.0015541-0.00047532i,-0.0013632+0.00021282i,-0.0010107+0.00096094i,-0.0013954+0.0007304i,-0.0010269-0.00048877i,0.0001856-0.00037191i,0.0004013+0.00039013i,-0.00023715+0.00043517i,-0.00023065+0.00045672i,0.000624+0.00063451i
0.00038255-0.00063656i,-7.3891e-05-0.0015585i,-0.00082347-0.002027i,-0.0013334-0.00012101i,-0.00057802+0.0012312i,0.00013733+0.0016033i,7.2063e-05+0.0013281i,0.00046786+0.00079016i,0.00018249+0.00096166i,3.9281e-05+0.00081812i,0.00030458-0.00037987i,-0.00043494-0.0010319i,-0.00057219-0.0003598i,-0.00024173-9.5562e-05i,-0.00012787+8.7686e-05i,0.00026905+0.00060732i,0.00063312+0.00054998i,-0.0001481+0.00098806i,-0.00045541+0.0010976i,-0.0004553-0.00013596i,-0.00020684-0.00081926i,0.00035248-0.0001933i,0.00015361+0.00068784i
0.00070407-0.00054235i,0.0016133+0.00015476i,0.0015536-6.4588e-05i,0.00097437-1.6507e-05i,0.00098213+0.00033826i,0.0012983-3.547e-05i,0.001391-0.00077625i,0.00053501-0.0010225i,-0.0001051-0.00038333i,0.00046667+0.00058144i,0.00076241+0.0003118i,0.00010799-0.00010643i,-0.00077392-0.00028155i,-0.00098012+0.00047602i,-0.00017666+0.0015354i,0.00029683+0.0015322i,-0.00017515+0.00093169i,-0.00023317+0.00054489i,-5.0778e-05+0.00027604i,-0.000207+0.00019389i,-0.00028475-0.00045871i,-0.000275-0.00047882i,-0.00049444+3.5865e-05i
-0.00014143+0.0016533i,-0.00042259+0.0013564i,-2.4896e-05+0.0012357i,0.00039747+0.00060888i,0.00040262+9.5443e-05i,0.00081259-0.00039482i,0.00074333-0.00032411i,-0.000391-0.0004136i,-0.00048232-0.00085052i,0.00010502-0.0003201i,0.00010747+9.444e-05i,-0.00021833+2.3616e-05i,-0.00049772-0.00054929i,-0.00062969-9.1033e-05i,-0.00086357+0.00028665i,-0.0005007+0.00041824i,-1.6612e-05-0.0001506i,-0.00036377-0.000727i,-0.00083917-0.00049107i,-0.00050059-0.00065148i,0.0002825-0.00069403i,0.00072646+0.00034781i,0.00033577+0.0012936i
0.0015123+0.00028771i,0.0012455+0.00029406i,0.00050456+0.00091736i,0.00018329+0.00042281i,0.00030637+0.0003278i,0.00054456+0.0001233i,0.00088577+5.1147e-05i,0.00045693-0.00024899i,0.00018915-0.00091104i,0.00049393-0.0014459i,0.00099859-0.0009594i,0.0011712-0.0002764i,0.00020355+0.00046519i,-0.00064248+0.00080063i,0.00032725+0.00013064i,0.0010977-8.1555e-05i,0.00082169-0.00034688i,0.00060272-0.00051394i,-0.00045412+5.4263e-05i,-0.00071078-0.00039077i,0.00012684-0.00024019i,-0.00012996+0.00044387i,0.00028317+0.00061438i
0.0011705+0.0013976i,0.00086049+0.0014369i,0.0011949+0.0020803i,0.0010024+0.0016408i,0.00059131+0.00030312i,0.00087963-0.00014125i,0.00062214+6.1277e-05i,0.00030969-3.3006e-05i,0.00023255-0.00013577i,0.00058842-0.00020672i,0.00030233+9.881e-07i,-0.00021471+0.00069695i,-0.00043637+0.00085118i,-0.00049283+0.00052446i,-5.622e-06+0.0003219i,0.00031277-0.00051044i,-0.00063493-0.0005438i,-0.0015941-0.00026149i,-0.0011844-0.00097753i,-0.00057286-0.00091568i,0.00042762-1.5178e-05i,0.00076138+0.00053076i,0.00048016+0.00078227i
0.0023177-0.0013085i,0.0015017-0.001972i,0.0023722-0.0020306i,0.0025162-0.002032i,0.0016531-0.0014651i,0.00055741-0.0013619i,0.00056685-0.0018371i,0.00063542-0.00067062i,-0.00013757-3.1612e-05i,-0.00031419-0.00049361i,0.00025004-0.00091219i,0.00030155-0.00074766i,0.00048715-0.00013682i,0.00092569+9.2958e-05i,0.00025679+0.00011203i,-0.00027143-0.00018128i,0.00014295+0.00052099i,0.00018373+0.0013833i,-0.00099071+0.0010053i,-0.0013446+0.00082092i,-0.0004351+0.0007391i,-0.00019205+0.00063043i,0.00031391+0.00056562i
-2.6145e-05+0.0017968i,-0.00010595+0.0014543i,0.00011983+0.0025396i,0.00021387+0.0023559i,0.00030725+0.0013095i,0.0010654+0.00043168i,0.0012738-0.00016576i,0.00024042+3.0914e-05i,-0.0012491+0.00021849i,-0.0017492+2.362e-05i,-0.00086166+3.2267e-05i,-0.000504-0.00028552i,-0.001015-0.00017165i,-0.00086954+0.00027989i,0.00039175-0.00031001i,0.0011021-0.0013439i,0.00087702-0.00054252i,0.00043485+0.00058085i,-9.1857e-05+0.00021296i,2.9778e-05+0.00017107i,0.0006219+0.00092369i,0.00078475+0.00063362i,0.00077061+0.00012087i
-0.0008356+0.0023036i,-0.00052827+0.001918i,0.00053999+0.0021583i,0.0015402+0.0014928i,0.001616+0.00094214i,0.0017966+7.2066e-05i,0.0018388-0.00019179i,0.00074605-0.00016941i,-0.00036135-8.9263e-05i,-0.00047595+0.00036703i,-0.00091107+0.0004047i,-0.0014441-0.00020986i,-0.00074826+0.0003357i,-0.00027401+0.0011351i,-0.00072957+0.001083i,-0.0012319+0.00082628i,-0.0010645+5.3829e-05i,-0.00050313-0.00020687i,0.00014161+2.7799e-05i,0.00053823-9.3698e-05i,0.00052493+0.00017701i,0.00085658+0.0010504i,0.0010245+0.00035967i
0.0017578-0.0019353i,0.00080915-0.0027704i,0.0006336-0.003211i,0.00053476-0.0024904i,0.00057125-0.00078047i,0.00042738+0.00019483i,0.00033132+0.00041331i,0.00036047+0.00042296i,-0.00016752-0.00010497i,-0.0010742-0.00052269i,-0.0012169-0.00074807i,-0.0011589-0.0012242i,-0.0011222-0.00084118i,-0.00027917+0.00015143i,0.00047624-9.7392e-05i,0.00064223-0.00031874i,0.00043323-0.00027616i,0.00042482-0.00013124i,0.00056927+6.6082e-06i,0.00050126-6.3289e-05i,0.00015958-0.00024621i,-0.0006808-0.00017949i,-0.00029375+5.3706e-05i
-0.0022919-0.0011066i,-0.0019897-0.00099834i,-0.00257-0.00078147i,-0.0026088-0.00062692i,-0.0014263+0.00028608i,-5.2016e-05-7.3406e-05i,0.00033566-0.0014972i,-0.00026339-0.00093856i,-0.0013829+0.00059804i,-0.0018723+0.00053272i,-0.0011236+0.00029739i,-0.00088687+0.00075967i,-0.001178+0.00019525i,-0.00019779-5.8822e-05i,0.00077451+0.00029541i,0.00084812+5.889e-05i,0.00092667-0.00016834i,0.00064072-7.8865e-05i,0.00038571-0.0001405i,0.00025098-0.0004293i,-0.00034044-3.8173e-06i,-0.00015837+0.00024752i,0.00051435+0.00094967i
0.00098805+0.00044979i,0.00092637+0.00050351i,-0.00099063+0.0018397i,-0.00070002+0.0022392i,0.00063493+0.0017175i,0.00096456+0.00070014i,0.0014185+3.7036e-05i,0.0014425-0.00021408i,0.00014656-0.00055052i,-0.00053554-0.00072482i,-0.00046915-0.0003372i,-0.00076389+0.00025102i,-0.00048632+0.00043616i,-0.0002635-0.00010142i,-0.0011934+0.00020802i,-0.0017342+0.0010474i,-0.001065+0.00065624i,0.00057186+8.762e-05i,0.00097818-0.0003214i,-0.00042876-0.00042447i,-0.00085073-0.00060921i,-0.00085008-0.00048739i,-0.00095344-0.00010849i
-0.0026619-0.002231i,-0.0027474-0.0033877i,-0.0029672-0.0037084i,-0.0025672-0.0023509i,-0.00074168-0.00028072i,0.0013749+0.0001886i,0.0020007+7.591e-05i,0.0011471-0.00072028i,-0.00028905-0.0014171i,-0.00023212-0.00039374i,0.00014014-0.0004345i,-0.0005989-0.0010131i,1.4095e-05+0.00013976i,0.00049905+0.0014802i,-0.00035612+0.0015606i,-0.00043785+0.00086532i,-0.00066643-6.6637e-05i,-0.00011948-0.00019655i,0.00045224+0.00032543i,-0.0001826+0.00022151i,-0.00095209+0.00030639i,-0.00057588+0.00063258i,0.00051022+0.00022547i
0.0018866+0.0022419i,0.0029102+0.0021423i,0.0026675+0.0016013i,0.0016217+0.0015066i,0.00012252+0.00053649i,-0.00073428-0.00010837i,1.3229e-05+0.00036648i,0.00056091-0.00050794i,4.456e-05-0.00060654i,5.9208e-05+0.00056727i,0.00028741+0.00085998i,-7.7079e-05+0.00033223i,-0.00029246-0.00050175i,-8.8315e-05-0.00028281i,-0.00046154-0.00024614i,-0.00046359-9.8026e-05i,-0.00036181+0.00065032i,4.9752e-06+8.9286e-05i,0.00025936-0.001023i,0.00027967-0.0011016i,0.00077116-0.00027016i,0.00037114+0.00031433i,-0.00071281+0.0005508i
0.0027616-0.001583i,0.0015867-0.0011308i,0.0010554-0.00085335i,-0.00013871-0.00067096i,-0.0011141-0.00022947i,-0.0007816-0.00037168i,5.5592e-05-0.0008957i,0.0001845-0.00039431i,-0.00017299-5.2849e-05i,-0.00039805-0.00015939i,-0.00032733-0.00037782i,-0.00035035+2.9746e-05i,-0.00028414+0.00037342i,-2.4196e-05-0.00025198i,0.0001043-0.00067917i,-2.3594e-05+9.0251e-05i,-0.00025188+0.00088112i,-0.0003493+0.00041865i,-0.0004414-0.00010518i,0.00026862+0.00050684i,0.00093173+0.00026717i,0.00078418-0.00048483i,0.00021416-1.7755e-05i
0.002033+0.0025741i,0.0030053+0.0025362i,0.0036988+0.0013817i,0.0037044-1.0057e-05i,0.0036961+0.00012687i,0.0024959+0.00070619i,0.001392+8.7972e-06i,0.00098392-0.00029521i,0.00089704+0.00039515i,0.0010094+0.00059749i,0.00067873-3.7002e-05i,0.00016049-0.00061529i,0.00038437-0.00040293i,0.00053174-0.00021829i,0.00078042-9.1526e-05i,0.00045242-0.00029208i,-0.00012616-5.6718e-05i,-0.00027218-3.2647e-05i,0.00029058-0.00046606i,0.00077511-0.00077481i,0.00087735-0.00097685i,0.00086391-0.00083452i,0.0003004-0.00035218i
-0.00012104-0.0018368i,-0.00047742-0.0008978i,-0.00036941-0.00077927i,-0.0011604-0.00063123i,-0.0016247+0.00052674i,-0.0011052+0.0012601i,-0.00039046+0.00059966i,-4.8574e-05-0.00021244i,-0.00021608-0.001032i,-0.00040121-0.0014031i,-0.00041871-0.0013425i,-0.00052632-0.00099992i,-0.00013051-0.0010882i,-0.00026093-0.0011358i,-0.0008199-0.00078635i,-0.00047284-0.0006552i,9.1459e-05-0.00066892i,0.00073074-7.899e-05i,0.0012572+0.00060388i,0.00078955+0.00077649i,0.00019184-0.0003556i,8.2462e-05-0.0014268i,0.00051548-0.00091156i
0.0014167-0.0018413i,4.7725e-05-0.0024212i,-1.5948e-05-0.0027845i,0.00068256-0.0015758i,0.00092529-0.0002263i,0.001367-0.00022616i,0.0010673-0.00019925i,0.00061115-8.1688e-06i,0.00067588+0.0004371i,0.00042085+0.00032038i,-0.00027158-0.00036623i,-0.00042327-0.00043612i,0.00012035-0.00012116i,0.00039299+0.00024361i,2.3757e-06+0.00047867i,-0.00023743+0.00035215i,-8.3766e-06+0.00016503i,9.1261e-05+0.00026253i,-5.6374e-05+0.00026027i,-0.00043711+0.001159i,-0.00065875+0.0011169i,-9.491e-05+6.1517e-05i,0.00012723+0.00033659i
0.0014982+0.0009217i,0.0024824+0.0011558i,0.0019167+0.0017402i,0.00063389+0.0014806i,-0.00011025+0.00044272i,-0.00086586-0.00014357i,-0.0011312-0.00072618i,-0.00086355-0.00081944i,-0.00075849+7.9271e-05i,-0.00055112+0.00069487i,-0.00070985+0.00021444i,-0.00057246-0.00012973i,0.00030326+6.9904e-05i,0.00052108+0.00018004i,0.00032599+8.8911e-05i,-9.0495e-05+0.00052388i,-0.00097773+0.00033014i,-0.001082-0.00048308i,-0.0006121-0.00077695i,-0.00017108-0.00045835i,-1.0108e-05+4.5068e-05i,3.5757e-05+0.0001055i,-0.0001819+4.2758e-05i
-0.0019867-0.00012881i,-0.0019319+0.00028793i,-0.00051446+0.00077052i,0.00034381+0.00015933i,0.00061757-0.00052436i,0.00077585+6.964e-05i,0.00075071+0.00017169i,0.00057585-0.00035753i,0.00057846-0.0002929i,0.00076435+0.0002264i,-9.241e-06+0.00015828i,-0.00046935+0.00053893i,0.00044238+0.000578i,0.00074588-3.9714e-05i,0.00029664-0.0008436i,0.00020073-0.00059247i,0.00067828+0.00042481i,0.00053109+0.00095975i,2.7635e-06+0.0011437i,0.00021557+0.00099563i,0.00023589+0.00021041i,0.00089418-9.8179e-05i,0.0012268+0.00021619i
-0.0021206+0.001011i,-0.002574+8.741e-05i,-0.0014597+0.00098871i,-7.496e-05+0.0023865i,0.00099443+0.001822i,0.0015086+0.00032234i,0.00073011-0.0004966i,-0.00052388-8.7261e-05i,-0.00082126+0.00039123i,-0.0001162-0.00012381i,0.00078547-0.00065724i,0.00076493+3.1814e-05i,0.0007545+0.00081934i,0.00066601+0.00043869i,2.292e-05-5.7381e-05i,-0.00089549+0.0001547i,-0.00026451-0.0010149i,0.0006642-0.0014932i,0.00014692-0.0010605i,-0.00048798-0.00062753i,-0.00060634+0.00041474i,-0.00081714+0.0010925i,-0.00091896+0.00098008i
0.0018426+0.0023428i,0.0014378+0.0021433i,0.0018612+0.0022749i,0.0015996+0.0013131i,0.00082116-0.00021262i,-0.00014581-0.0011938i,-0.00046072-0.0012741i,-0.00045158-0.0014987i,-0.00053326-0.0010708i,0.00046682-0.00031254i,0.0012295+0.00017866i,0.00089374+0.00033846i,0.00041446+7.3386e-05i,0.00017554-0.001015i,0.00018183-0.0012889i,0.0002385-0.00034554i,-0.00037825+0.00012455i,-0.00081495+0.0005741i,-0.00033103+0.00075861i,-0.0002075+0.00072692i,-0.00066128+0.00070475i,-0.00082612+7.5412e-05i,-0.00062282-0.00038226i
-0.00095318+0.00062638i,-0.0011861+0.00055086i,-0.00064824-0.00016705i,-1.9813e-05+0.00016854i,0.00032585+0.00060095i,0.00023775+8.5689e-05i,-0.0001669-0.00096069i,0.00056506-0.00078006i,0.00078265+7.3438e-05i,0.00025738+0.00034639i,0.00010085+0.00073452i,-0.00024278+0.0002717i,-0.00031458-7.7634e-05i,-0.00084618+0.00026781i,-0.0011004+0.00090909i,-0.0004291+0.0012264i,-0.00014217+0.00054681i,0.0004202-8.3968e-05i,0.00052336-0.00078551i,-0.00011855-0.00036296i,-0.00047138+0.00024156i,0.0002039+0.00050592i,0.0008366+0.00044259i
-0.00072932+0.0022843i,-0.00030369+0.0028084i,0.00023794+0.0044133i,0.00084948+0.0035836i,0.0010891+0.00082068i,0.0012071-0.00090935i,0.00095254-0.00076612i,0.00042765-0.00061945i,-0.00048135-0.00031895i,-0.00057962+0.00016681i,0.00034322-3.3114e-05i,0.0010424-0.00074939i,0.0010566-3.6315e-05i,0.001336+0.0014154i,0.0012951+0.0011388i,0.00049676+8.8895e-05i,0.00037425+0.00040885i,2.4396e-05+0.0007902i,-0.00036075+0.00039091i,0.00013752+0.00057044i,0.00010436+0.00099728i,-0.00037761+0.0010462i,-0.00057722+0.0005185i
-0.0012598-0.00097461i,-0.0013537-0.00076364i,-0.002019-0.00061767i,-0.0016792-1.0423e-05i,0.00024812+0.0013826i,0.0014085+0.0010623i,0.0014907-0.00072342i,0.00099822-0.0010704i,-0.00010828-0.00050052i,-0.00063564+0.00044006i,-0.00041386+0.00098153i,0.00021626+0.0005061i,0.0011527+0.00064015i,0.0011314+0.0012717i,0.00026597+0.0013052i,0.00019444+0.0013767i,0.00053974+0.0011202i,-0.00010426+0.00026874i,-0.00076914-0.00023307i,-0.00058924-0.0004575i,-0.00037041-0.0004619i,-0.00017191+0.00032667i,4.3065e-05+0.00053946i
-6.2122e-07+0.00044684i,0.00082697+0.00040542i,0.0012623+0.00075699i,0.00082104+0.001506i,-4.432e-05+0.0012137i,0.00097461-0.00020244i,0.0018668-0.00077441i,0.00033581-0.0010369i,-0.00073733-0.00049507i,-0.00028718+0.00078026i,-0.00026284+0.00081684i,-0.00026647-0.00021055i,-0.0002615-8.1976e-05i,0.00051357+0.00029439i,0.0010311+0.00044795i,0.00016785+0.00037212i,-0.00037792-0.00031434i,-0.00042775-0.00085639i,-0.00071105-0.00018629i,-0.00047784+0.00059048i,0.00033085+0.0010262i,0.0013107+0.0010635i,0.0009156+0.00049842i
0.0003442-0.00027913i,-2.4405e-05-0.00079272i,0.00053328-0.0006705i,0.0011515+0.00049958i,0.0011567+0.0012637i,0.00063239+0.00080145i,0.00025714-0.00040703i,0.00031859-0.00043116i,-0.00044385+0.00027081i,-0.00052327+0.00054288i,0.00033982+3.5781e-05i,0.00023131-0.00056078i,-0.00059927-0.00038435i,9.1701e-05-0.00037497i,0.00079168-2.6719e-05i,0.00040949+0.00028557i,-0.00058257+0.00015277i,-0.00092602+0.00026837i,-0.00054896+0.00029093i,-0.00046818+6.4254e-05i,-0.00062901+3.0104e-05i,-0.00072816+0.00027358i,-3.908e-05+9.4032e-05i
-0.0024271-0.00061981i,-0.0023939-0.00056319i,-0.0020343-1.9032e-05i,-0.0015578+0.00088438i,-0.00016653+0.0011648i,0.0011194+0.0010365i,0.0010295-4.393e-05i,0.00079433-0.00070692i,-0.00016931-0.00091121i,-0.00071768-0.00030152i,-0.00028514+0.00038243i,-0.00012998+5.2139e-05i,6.5696e-05+0.00048414i,0.00019172+0.0012773i,-0.00027815+0.0006016i,-0.00074986+3.3826e-05i,-0.00011319+9.9604e-05i,0.00071158-0.00038746i,0.00056836+0.00039744i,0.00026424+0.00069825i,-0.00010586-0.00036291i,0.00021401-0.00013373i,0.00062487+0.00028094i
-0.0021218-0.0021342i,-0.0021638-0.0016831i,-0.0023429-0.00059374i,-0.0020803-0.00027053i,-0.0010532-0.00059659i,0.00014945-0.00016407i,0.00082056-7.9125e-05i,0.00073156-0.00065438i,-0.00023576-0.00019404i,-0.00027744+0.00016535i,0.00053531+2.032e-05i,3.6698e-05-0.0003568i,-0.0003195+2.0633e-06i,0.00021325+0.000684i,0.00048171+0.00030426i,-0.00013488-1.193e-05i,7.6091e-05-2.1372e-06i,0.00038246-0.00024294i,-0.00062065-9.0072e-05i,-0.0008077+0.00064991i,0.00043169+0.00099599i,0.0011351+0.00095016i,0.0014839+0.00056642i
0.0012611-0.0011916i,0.00032603-0.0020986i,0.00092014-0.0025843i,0.0013732-0.0012999i,0.0012514+4.4172e-05i,0.0017823+0.00018534i,0.0014115+0.00065118i,0.00025651+0.00058361i,-0.00018488+0.00032341i,-0.00058161+0.00010525i,-0.00053099+1.1513e-05i,-0.00078138+0.00052388i,-0.0010298+0.00076557i,-0.00058947+0.00064122i,-0.00060097+0.00091752i,-0.0010352+0.0011405i,-0.00038879+0.00032213i,-0.00039867-5.4442e-05i,-0.00089879-0.00030223i,-0.0012578+0.00019236i,-0.0013231+0.0008485i,-0.00049981+0.00015482i,0.00016214-0.0007567i
