-0.0036294+0.001298i,-0.003574+0.0011378i,-0.0037773+0.00049081i,-0.0028018+0.00059462i,-0.0012772+0.0016383i,-0.000949+0.0018967i,-0.00022466+0.00078534i,0.00068959+5.6913e-05i,0.0010769-3.8284e-05i,0.0011876-0.00023737i,0.0010084-0.00071047i,0.00058449-0.00069986i,2.7407e-05+0.00029667i,-0.00020978+0.00062249i,-5.3868e-05+0.00055404i,0.0004661-1.2833e-05i,0.00054-0.0017256i,-2.0558e-05-0.0021237i,-0.00016801-0.0014358i,-0.00062084-0.00081971i,-0.00063603+2.585e-05i,-0.00046674+0.00032487i,-0.00066268+0.00055979i
0.0011245+0.0014453i,0.0014137+0.0025108i,0.0013432+0.0022126i,0.0015809+0.00061109i,0.0016489-0.00046105i,0.0010153-0.00097484i,0.00033173-0.0010806i,8.1962e-05-0.00053962i,-0.00016129-0.00037196i,-0.00043722-0.00035379i,-0.00051521-0.00067532i,-0.00028833-0.00077916i,-0.00013914-0.00043819i,-0.00060239-0.00061709i,-0.00078807-0.0008989i,-0.0002419-0.00093677i,1.8442e-05-0.00085321i,0.00014565-0.0006771i,0.00069222+0.00012623i,0.00083088-0.00011979i,0.00098464-0.00087043i,0.00080227-0.00053263i,0.00029371-0.00013328i
-0.0014858-0.00054815i,-0.0030806-0.00066369i,-0.0033621-0.00055345i,-0.0018174-0.00090582i,-0.00033525-0.00032781i,0.00026966+0.00071063i,0.0008434+0.00022648i,0.00088063-0.00043849i,0.00071422-0.00061785i,0.00038576-0.00089792i,-0.00043112-0.00021858i,-0.00065257+0.00031126i,-0.00063382+0.00022238i,0.00035546+0.00043133i,0.00080117+0.00030721i,0.0011792+0.00010342i,0.0013525-0.00019469i,0.00055736-0.00041106i,0.00010081+1.6658e-05i,0.00013626+0.0005306i,-0.00031011+0.00059598i,-0.00068492-5.4934e-05i,8.2319e-05-0.00053107i
0.0026257+0.0004286i,0.0025858-0.00034728i,0.0028048-0.00013923i,0.0018576-0.00011023i,0.00044956-0.00052581i,-0.00053821-0.00087704i,-0.0008092-0.00058977i,-0.0002415+0.0005625i,3.8419e-05+0.00086639i,-1.7062e-05-0.00064699i,-0.00025216-0.0023639i,-0.0010527-0.0025028i,-0.00033027-0.0013729i,0.00039985-0.0013247i,0.00050508-0.0015542i,0.00056404-0.00083822i,0.00069541-0.00029973i,0.00077215+8.9403e-05i,0.00064094+0.00040971i,0.00088929+0.00083184i,0.00083303+0.00060426i,0.00064466+4.0869e-05i,0.000688+0.00075564i
-0.0016561+0.002405i,-0.0010483+0.00368i,-6.5672e-06+0.0041656i,-0.00019639+0.0031744i,-0.00019488+0.002034i,0.00016325+0.0015507i,5.6702e-06+0.00072015i,0.00089285-0.00022459i,0.00096175-0.0001778i,0.00092772+0.00063914i,0.00069193+0.00032253i,5.6128e-05+0.00021981i,0.00020265+0.00033241i,0.0011058-0.00016197i,0.0012499+0.00033035i,-9.1435e-05+0.00052529i,-0.00097653-2.9731e-05i,-0.00036555-0.00048521i,-8.9026e-05-0.00013215i,-8.4522e-05+0.00049707i,0.00049726+0.00078778i,0.00022065+0.00067747i,-0.00030784+0.00027434i
-0.0010476-0.0010592i,-0.0021378-0.00082205i,-0.00082413-0.0010936i,0.00058359-0.00067048i,0.00059623-0.00017135i,0.0002123+0.00016045i,0.00019629+3.2051e-05i,0.00055142-1.2213e-05i,0.00093712+0.00010072i,0.0009283-0.0010802i,0.00018672-0.0017222i,-0.00036784-0.00029047i,-0.00047024+0.00071511i,-2.9417e-05+0.00047466i,0.00032042-8.3977e-06i,-0.00022357-0.00022166i,-0.00014719+0.00073811i,0.00040254+0.0010419i,0.00051415+0.00080894i,0.00070942+0.00065803i,0.00078689+0.000369i,0.00083632-4.8298e-05i,0.00055883-2.4214e-05i
-0.0014586-0.0032049i,-0.0010069-0.0031965i,-0.00090717-0.0031841i,-0.0014312-0.0020337i,-0.0021429-0.00037052i,-0.0018994+0.00042269i,-0.00072733+0.00031487i,-0.00015617+0.00092748i,9.7217e-05+0.00087645i,-6.8674e-05+8.47e-05i,-0.00042857-0.00056774i,7.8764e-05-0.00034052i,7.1894e-05+0.00040349i,-0.00022742+0.00046593i,-0.00037489+0.00034282i,-0.00068372-6.307e-05i,-0.00018167-0.00049602i,0.00044338-0.0010457i,0.00072366-0.00053384i,0.00077151+0.00074817i,1.1256e-05+0.00029329i,2.8039e-05-0.00050659i,0.00039291-6.9381e-05i
0.0017832+0.00067968i,0.0004463+0.0011706i,0.0010288+0.00084909i,0.0012883+0.00030422i,0.00094859+0.00012358i,0.00098464+0.00019351i,0.00098499+0.000773i,0.00044324+0.00012162i,0.00037482-0.00060463i,0.00065407-0.00083354i,-1.4803e-05-0.0012638i,-0.00031026-0.00092157i,-7.864e-05-0.00049762i,0.00017092-0.0001444i,0.0003487+0.00031122i,0.00034468+0.00015668i,0.00090085-0.00023776i,0.00066056-0.00050409i,-0.00023701-0.00055131i,-0.00025634-0.0007868i,8.7611e-05-0.00071277i,0.00025317-0.00058652i,0.00051289-6.8017e-05i
-0.0018669-0.0005566i,-0.0018742+0.00041655i,-0.00060865+0.00098348i,-0.00014789+0.0016066i,-0.00016262+0.0018851i,8.5123e-05+0.0012538i,0.00057018+0.0010675i,0.00041874+0.00042093i,0.00022443-0.00071807i,0.00035384-0.00050325i,0.00032774-0.00034462i,0.00082557-2.47e-05i,0.0010116+0.00032744i,0.00065428-0.00020659i,0.00079485-0.00039513i,0.0012522-0.00059858i,0.0013705-0.00059726i,0.0011601-0.0010077i,0.00084404-0.0012829i,0.00085942-0.0005341i,0.00076179+0.00075723i,0.0004203+0.0014791i,0.00023776+0.00094584i
5.4745e-05-0.0024856i,-0.00045718-0.0034533i,-0.0010843-0.0028561i,-0.0012052-0.002236i,-0.00049884-0.0013963i,-0.0003965-0.00026108i,-0.0007067+0.00092608i,-0.00090792+0.00078089i,-0.0011506-0.00026738i,-0.00064076-0.00029865i,-0.00094823+2.1968e-05i,-0.0012667-0.00036426i,-0.00097188-0.0006643i,-0.00053472-0.00010485i,-0.00080353-6.0474e-05i,-0.00032868+7.5004e-06i,0.0011663+0.00059754i,0.0020485+0.00064718i,0.0019044+0.00043435i,0.00077189+4.4956e-05i,0.00049578-0.00020119i,0.00048224-9.3379e-05i,-0.00013618+2.2776e-07i
0.0012441+0.0016427i,0.0021136+0.0015236i,0.0021968+0.0016362i,0.0003809+0.0011944i,-0.00063268-0.00016272i,-0.0010754+0.0005201i,-0.00067707+0.00097303i,0.00063428+0.00063333i,0.00078966+0.00066267i,0.00013446-0.00054712i,-0.00047928-0.0015027i,-0.0011022-0.0011851i,-0.0008527-0.00094649i,-0.00030896-0.00055551i,-0.00041405+0.00030637i,-0.00017574+0.00025203i,0.00019731+0.00036782i,0.00045748+0.00049604i,0.00040169+0.00013063i,6.2794e-05-0.00032999i,0.0003609-0.00051882i,-0.00015507-0.00014749i,-0.00024627+0.00060545i
0.00094245-0.00035723i,0.00080709+0.00013942i,2.7979e-05+0.00076342i,7.5969e-05+0.00078936i,0.00021568+0.00053624i,0.00034134+0.00057793i,0.00019937+0.00070614i,-0.00042461+0.00089654i,-0.00029693+0.00010686i,-0.00058222-0.00045723i,-0.0013379-3.9771e-05i,-0.0010638+1.2223e-05i,-0.0007034-1.3366e-05i,-0.00049851+7.5644e-06i,-0.0002136-0.00017068i,-0.00068156-5.8012e-05i,-0.00062957-0.0001525i,0.00024544-0.00029181i,0.00035981+0.00010587i,-0.0003562+0.00031344i,-0.00052963-9.095e-05i,2.3964e-05-0.00029253i,5.7048e-05+9.1664e-05i
0.0028685-0.00050492i,0.0036537-0.00070446i,0.0033089-0.00098422i,0.0025791-0.0011871i,0.0005774-0.0010173i,-0.00079544+1.3638e-05i,-9.5457e-05-0.00013648i,0.00031805-0.00032626i,-0.00019379+0.00020692i,-0.00040948-0.00061045i,-0.00046027-0.00086336i,-0.00073853-1.1889e-05i,-0.00091977+0.0010142i,-0.00087992+0.0014599i,-0.00092142+0.00085503i,-0.00084858+0.00018985i,-0.00069064+3.7907e-05i,-0.00046355+2.3468e-05i,-5.0686e-05-0.00031384i,0.00040778-0.00028374i,-0.00021896-0.00033421i,-0.0009113-0.00024472i,-0.00035293-9.1743e-05i
-0.00025367+0.00087557i,0.00042945+0.0013479i,0.00068389+0.00056127i,5.3967e-05-9.7042e-05i,-0.00023557-0.00010816i,-0.00045271+0.00034793i,0.00013763+0.00052419i,0.00070558+0.00026445i,-6.921e-05-0.00036643i,-0.00055325-0.00084895i,-0.00028156-0.0010907i,0.00011768-0.00059147i,0.0003215+0.0003857i,-0.00020007+7.4404e-05i,-5.3776e-06-0.00062372i,9.2019e-05-0.00044962i,-8.6799e-05+0.00042988i,0.00025418+0.0005161i,0.00071303-3.9782e-05i,0.0013861-0.00055088i,0.00079123-0.00025567i,-0.0002712+2.19e-05i,-0.00028855-0.00046135i
0.001146-0.00093991i,0.00087051-0.0011417i,0.00091241-0.0011169i,-0.00047937-0.0011144i,-0.0011456-0.00094582i,0.00049538+0.00015554i,0.001261+0.00043047i,0.001546+0.00017917i,0.00129+0.00058086i,0.00090394+0.00045689i,0.0010922+2.9009e-05i,0.0010715+0.00014251i,0.001195-7.8425e-05i,0.0014628-0.00013343i,0.0011545-0.00032343i,0.00051507-0.00080447i,0.00095869-0.00043577i,0.0015889-8.6813e-05i,0.00075086+0.00019361i,-0.00021298+0.00013206i,-7.0157e-05-0.00017915i,0.00050644-0.00068372i,0.00054497-0.00075337i
0.0024758-0.00030285i,0.0028712+0.00097323i,0.0035784+0.00035799i,0.0025386+4.9608e-05i,0.0012202+0.00054249i,0.00039815+0.00082006i,0.00040592+0.0013095i,0.00045297+0.00035711i,6.3705e-05-0.00042463i,-0.00026562-0.00028732i,-0.00050759-0.00064292i,-7.3257e-05-0.00081417i,0.00028542-0.00061866i,0.0002578-0.00069564i,0.00050354-0.00035342i,0.00069726+0.00027998i,0.00082513-9.1845e-05i,0.00095094+0.00033786i,0.0010147+0.0010465i,0.00029921+0.00018636i,2.5116e-05-0.00064901i,0.00047363-0.00014015i,-0.00018415+0.00091383i
-0.0028106+0.0014529i,-0.0033053+0.0016913i,-0.0024222+0.0014447i,-0.0010887+0.00040825i,-0.00081823+0.00062896i,-0.00024414+0.00041999i,0.00074462+0.00014742i,0.00069426+0.00070026i,-0.00035081+0.00025073i,-0.00088868-0.00084529i,-0.0013455-0.00034725i,-0.0015253+0.0010806i,-0.0010032+0.0010459i,-0.00050322+0.00061318i,-0.00028134+0.00036986i,-0.0007577+5.9512e-06i,0.00020955+7.4255e-05i,0.00089247+0.00061822i,0.00016943+0.00051879i,0.00030018+0.00016607i,1.8431e-05+0.00023476i,-0.00034016+0.0010387i,-6.6346e-05+0.0011182i
0.0032125-0.0016362i,0.0030467-0.0014715i,0.0039802-0.001694i,0.00334-0.0014871i,0.0011315-0.00017523i,-0.00018464+0.0010545i,8.0466e-05+0.0012107i,0.00053768-9.1971e-05i,0.00081476-0.00072134i,0.00069971-0.00021788i,0.00062354-0.00052097i,0.00043625-0.00036539i,-3.0439e-05+0.00047319i,-0.00060957+0.00015731i,-0.0011626-0.00060021i,-0.0012915-0.00077267i,-0.00059037-0.00066337i,0.00010181-0.0004535i,0.00027883-0.00011988i,2.1304e-05-0.0004219i,2.7954e-05-0.00093947i,0.00026672-5.7738e-05i,0.00048538+0.00017004i
0.00060356-0.00090724i,0.00068138-0.0013064i,0.00044884-0.00058441i,-0.00040739-6.9679e-05i,-0.0014258-4.3837e-05i,-0.0011598-9.1875e-05i,-8.8538e-05-5.9369e-07i,6.6116e-05+0.00047655i,-0.00049931+0.00028716i,-0.00024066-0.00015345i,0.00033825+0.00032501i,0.00011144+0.00058641i,-0.00035136+0.00027064i,9.9787e-05+0.00036861i,0.00058195-3.2734e-05i,0.00034611-0.00084278i,0.0006428-0.00045637i,0.00077962-0.00014064i,0.00024054-0.00053146i,-2.5395e-05-0.00027218i,-0.0004169-0.0002091i,-0.00062976-0.00044539i,-0.00049093+9.6099e-05i
-0.0012342+0.0024317i,-0.0017125+0.0022803i,-0.0010631+0.00080873i,0.00047433+2.2317e-05i,0.0016601+7.7924e-05i,0.0016993+0.00052568i,0.00083721+0.0004819i,0.00046884-0.00019821i,0.00021849-0.0005286i,-0.00039863-4.2847e-05i,-0.00067035+0.00027695i,-0.00025173-0.00019932i,0.00051816-0.00028572i,0.0013379+3.3673e-05i,0.0011057+0.00018114i,0.00097771+0.00021079i,0.0010969-0.00022031i,0.00064043-0.00088019i,0.00062066-0.00060766i,0.00028055+6.6184e-05i,-0.00038832+0.00043294i,6.8969e-05+0.00051794i,0.0003838+0.00017649i
-0.0030701-0.0030425i,-0.0028717-0.003048i,-0.0032961-0.0032343i,-0.0029138-0.0020746i,-0.0023042-0.00044953i,-0.0018692+0.00024859i,-0.00072362-0.00027396i,-1.5954e-05-0.000766i,-4.6518e-05-0.00080165i,-2.6187e-05-7.5305e-05i,-0.00063367+0.00055993i,-0.0011096+4.4992e-05i,-0.0007203-0.00046429i,-0.00029278-8.4676e-05i,-6.4833e-05+0.00032527i,-0.00018111+0.00037388i,-0.00016086+0.00066424i,0.00078726+0.00041767i,0.00060201-0.00024051i,0.00040921-0.0002199i,4.3761e-05+0.00039184i,-0.00060054+0.0008687i,-0.00030786+0.00021603i
-0.0016309-0.0014569i,-0.0012981-0.0014862i,-1.962e-05-0.0013761i,0.00049532-0.00066299i,-0.0002604+4.3446e-05i,-0.00049179+0.00030082i,0.00025058+0.0005875i,0.00045321-0.0001436i,0.00028458-0.00047963i,0.00015507-7.7063e-05i,-0.0002982-0.00018098i,-0.00070717+4.8956e-05i,-0.00086086+0.0006947i,-0.0002321+0.00054175i,0.00016876-0.00054579i,-0.00055793-0.00052072i,-0.0010643+0.00093498i,-0.00066976+0.0012303i,-0.00023493+0.0003176i,0.0006779-4.996e-06i,0.00071585+0.00035796i,-0.00018496+0.00011599i,-0.00043823-0.0002299i
-0.0013984+0.0011502i,-0.0011162+0.0025282i,0.00081332+0.0029979i,0.0011727+0.0025675i,0.00084779+0.0012569i,0.00024777-0.00033662i,-2.24e-05-0.0005328i,0.00012361-0.00028805i,5.6247e-05-1.3131e-05i,3.6314e-05-6.7272e-05i,-0.00031432-7.0143e-05i,-0.00052383+0.00023214i,0.00024503+0.00035855i,0.00025038+0.00018972i,-0.0003672-0.00049284i,-5.2758e-05-0.00043293i,0.00079872+0.00027462i,0.00049156+9.6488e-05i,-0.00035037-0.00023588i,-9.3337e-05-0.00014057i,0.00042585+0.00011081i,9.1291e-05+0.00030806i,0.00044944-0.00029785i
-0.00063833-0.00048304i,-0.00060499-0.0005849i,0.00029477+0.00034568i,0.0004532-2.1155e-05i,0.00042776+1.4765e-08i,0.00026004+0.0011886i,-0.00038572+0.00090324i,-8.1198e-05+0.00028375i,0.00013705+9.7885e-05i,-3.8407e-05-3.5151e-05i,-2.5881e-05-3.5164e-05i,-0.00012531-0.00010582i,-0.0001045+0.00011758i,0.00077793+0.0003508i,0.0011068+0.00021456i,0.0006667+0.00019762i,0.00020406-8.331e-05i,0.00065166-6.1151e-05i,0.0015486+5.3668e-05i,0.00094538-0.00028597i,-3.8073e-05-0.00029279i,3.5885e-05+7.3558e-05i,0.00041445+0.00015665i
0.0015317-0.0017751i,0.001715-0.0010258i,0.00091382-0.0010574i,-0.0010883-0.00086079i,-0.0020813-0.00024373i,-0.001263+0.00018258i,-0.00037034+0.00060797i,0.00053769+0.00031946i,0.00029349+3.4793e-05i,-0.00098457-0.00015199i,-0.00063942-0.00047719i,0.00095101-0.00058366i,0.0016526-9.8314e-05i,0.0011203+0.00029737i,0.00065955-4.2839e-05i,0.00028671-0.00016041i,0.00086864+0.00012998i,0.0014055+0.00034743i,0.001445+7.0334e-06i,0.00085604-0.00018264i,0.00073542-0.00019872i,0.001127+1.7184e-05i,0.0012142+9.5586e-05i
0.0015265+0.0032484i,0.0020887+0.0034435i,0.0018803+0.0031729i,0.00079773+0.0019881i,-5.5754e-05+0.00096882i,0.0001598+0.00044923i,0.00083995-0.00023313i,0.00088401-0.00015959i,0.00066905-4.0478e-05i,0.00080342-0.00073368i,0.00057585-0.0010651i,0.00094692-0.00046439i,0.0014951+0.00070766i,0.001009+0.0014152i,0.0002835+0.00085866i,0.00019307+0.00049703i,0.00024079+3.481e-05i,0.0001418-0.00051049i,2.2905e-05-0.00057287i,0.00021592-0.00038361i,0.00053058-0.00027158i,0.00018227+0.00018001i,-7.7275e-05+0.0010427i
-0.001135+0.00074316i,-0.0011732+0.0013749i,-0.00073291+0.0022258i,0.00016157+0.0020708i,0.0002817+0.0014335i,0.00036088+0.0015485i,4.3256e-05+0.00097945i,0.00025793+3.5029e-05i,0.00084644-0.00014933i,0.00060289-0.00029087i,1.7604e-05-0.00046399i,-0.00086973-0.00084842i,-0.0011966+5.571e-06i,-0.00034611+0.0012377i,-0.00034725+0.0011332i,-0.00061094+0.00084365i,-7.2023e-05+0.00027781i,4.4297e-05-0.00016569i,-0.00060145-0.00026221i,-0.00085031-0.00094232i,-0.00036586-0.0011219i,0.00018893-0.00081264i,-6.5818e-05+1.1321e-05i
-0.0006908-0.0012992i,-0.00028139-0.0014618i,-0.00076883-0.0012678i,-0.0012341-5.1158e-06i,-0.0010141+0.00087565i,-0.00063812-1.7125e-05i,0.00035202-0.00047031i,0.00097135+2.595e-05i,0.00052594-0.00041959i,-0.00050007-0.0010857i,-0.00080971-0.00063559i,-0.001245+1.788e-05i,-0.0011786+0.00057482i,-0.00020541+0.00030761i,-0.00056607-0.00023351i,-0.0013212-2.0588e-05i,-0.00073893+0.00010153i,0.00073383-0.000234i,0.00087324-0.00045305i,-5.5929e-05+0.00049321i,-0.00010861+0.0010869i,0.000631+0.00049643i,0.00076785+0.00024573i
-0.001385+0.0030414i,-0.0017817+0.0042075i,-0.00039598+0.002325i,0.00021841+0.00049742i,0.0010527+0.00047439i,0.0017344+0.00096938i,0.0012109+0.00054126i,-0.00020777-7.8652e-05i,-0.00049284+0.00042519i,-8.0101e-05+0.00082014i,-0.00036435+0.00082527i,-0.00053864+0.00075748i,-0.0001116+0.00099579i,0.00025031+0.00060762i,-0.00027619-0.0002599i,-0.00048402-0.00083949i,-0.00011277-0.00036611i,0.0003858+0.00042492i,0.00098362-0.00011149i,0.0008286-0.0005632i,0.00018204-5.5992e-05i,0.00021477-0.0002689i,-0.00032971-0.0006743i
-0.0013248+0.00026677i,-0.0020491+1.6972e-05i,-0.0010233+0.0011619i,-0.00014392+0.0010757i,0.00055404+0.00093073i,0.00093225+0.00068647i,0.00029468-9.9187e-05i,-2.8367e-05-3.0033e-05i,0.00079954+1.057e-05i,0.0012864-7.5235e-05i,0.00061013-0.00061398i,0.0003312-0.00014408i,0.0009164+0.0010923i,0.001489+0.0011936i,0.0017062+0.00089371i,0.001236+0.00077758i,0.0005967+0.00043443i,0.00038105-9.2043e-05i,0.00059485-0.00079315i,0.00059306-0.00061246i,4.8127e-05-9.5628e-05i,-0.0001887+0.00011861i,0.00023865+0.00051728i
0.0037885-0.0011302i,0.0032853-0.0016632i,0.0019286-0.0021232i,-0.00013558-0.0018803i,-0.00082487-0.0011601i,-0.00079994-9.5444e-05i,-0.00079521+0.00012819i,-0.00024116-0.00036651i,0.00011078-0.00052304i,0.0004667-0.00068697i,0.00095387-0.00052046i,0.00066087-0.00029187i,-0.00067252-0.00010568i,-0.00062098+0.00010883i,0.00059541+0.00025727i,0.00119+0.00025599i,0.0014798+0.00016653i,0.00078703+6.301e-05i,0.0003716-7.4866e-07i,0.00023639+0.00031839i,-0.00033208+3.2879e-05i,8.4203e-05+0.00012969i,0.0001156+0.00074964i
-0.00011382+0.0005443i,0.00054558+0.00016086i,0.0016332+0.00055355i,0.00085427+0.00013692i,-0.00010048-7.3888e-05i,0.00053457+0.00057912i,0.00097053+0.0010145i,0.00063661+0.00013743i,0.00024966-0.00041619i,-0.00013883-0.00032996i,0.00078227-0.00062439i,0.00069415-0.00047085i,-0.00046344+2.379e-05i,0.0002981-0.00029854i,0.00035292-0.00080119i,-0.00031934-0.00062373i,-6.6073e-05+4.9974e-06i,0.0002032+0.0003867i,-0.00027646-9.4188e-05i,-0.00076353-0.0007081i,-0.00046892-0.00052269i,-0.00014926-0.00044667i,0.00014408-0.00029306i
-0.0019347-0.0017467i,-0.002223-0.0011859i,-0.0030237-0.001056i,-0.0020502-0.00049843i,-0.00042879+6.5812e-05i,0.00019875+0.00060172i,0.00029829+0.00069259i,0.00055346+0.00067292i,0.00055305+0.00056553i,0.00078997+3.9167e-05i,0.00038434-0.00017877i,-0.00054397-0.00067552i,-0.00024864-0.0003861i,0.00021953+0.00035251i,-0.00038541+0.00041524i,-0.0011527-0.00038878i,-0.0007783-0.00072668i,0.00016879-0.00049978i,0.00050224-0.00099989i,0.00031364-0.0012153i,-3.114e-06-0.00058243i,0.00023539-0.00016395i,-3.9941e-05-5.321e-06i
0.00012608-0.00026272i,0.00023401-0.00044434i,0.00041329-0.00066908i,0.00070809-0.00025218i,0.00049956+0.00048001i,0.00070512+0.00076802i,0.00098913+0.0009255i,0.0006364+0.00079973i,-0.00011863-0.00014531i,-0.00037545-0.0012125i,-0.00039921-0.0012901i,-0.00103-0.00069475i,-0.00068399+2.8553e-05i,0.00012917+0.00019715i,-0.00045793+0.00028551i,-0.0010593+0.00035285i,-0.00063467-0.00016716i,0.001129-0.0003251i,0.0021032+7.0156e-05i,0.0015138-0.0001387i,0.00097403-0.00010676i,0.00084243+0.00067852i,0.00038502+0.00075893i
-0.00082572+0.0012078i,-0.0013081+0.0010243i,-0.00075762+0.00081845i,-0.00057016+0.00069672i,-0.00088569+0.0015582i,-0.0013528+0.0010357i,-0.00067098-0.00020601i,-7.5551e-05-0.00026299i,-0.00080021-0.00020256i,-0.0011774+0.00015191i,-0.0010044+0.00025516i,-0.00076143+0.00057972i,0.00037093+0.0013112i,0.00040069+0.00085624i,0.00028539-0.00057724i,0.00078219-0.00054562i,0.00084854+0.00021168i,0.0009317-4.4336e-05i,0.00073532+0.00016243i,-0.0001163+0.00066445i,-0.00073453+0.00094962i,-0.00054889+0.00044671i,-0.00021227+0.00049703i
-0.00084851+8.5895e-05i,-0.0012288-0.00067912i,-0.001475-0.0012817i,-0.0015301-0.0010852i,-0.00043709-0.00076276i,0.00076961-0.0005647i,0.0013692-0.00016488i,0.0013771+0.00020953i,0.00045162+0.00074606i,2.49e-05+0.00031562i,-0.00023957-2.9235e-05i,-3.3705e-05+0.00017881i,0.0001604+0.00061959i,0.00041032+0.00067141i,0.00074199+0.0010172i,0.0012875+0.0011601i,0.0013311+0.00017068i,0.00073662-0.00037058i,0.00054075-0.00050718i,-0.0003434-0.00042462i,-0.00040563-0.00052729i,0.00012229-0.00037301i,-0.00049368-0.00029661i
0.00063743+0.00049799i,0.00078898+0.00067383i,0.00092673+0.001165i,0.0013616+0.00087614i,0.0017685+0.0009144i,0.00096848+0.0011055i,0.00065707+0.0004331i,0.00041132+0.0003395i,0.0003921-0.00028637i,0.00089408-0.00093461i,0.00069979-0.00083058i,0.00029924-0.00056892i,0.00088219-9.6781e-05i,0.00089957+0.00026615i,0.00013374-0.00042311i,-0.00057012-0.00076678i,-0.00088399-0.00095585i,-0.00022512-0.00043379i,0.00069614+7.5758e-05i,0.0010283-3.9126e-05i,9.4176e-05-8.3334e-05i,-0.00037496-0.00042107i,-0.00023401-0.00022089i
0.00026933+0.00050856i,-0.00038396+0.00035623i,-0.0013186-0.00043048i,-0.0013801+0.00041821i,-0.00092305+0.0012765i,4.1325e-05+0.0014547i,0.00053504+0.00083921i,0.00067357-0.00058879i,0.00055358-0.001616i,-0.00015593-0.0016331i,-7.4849e-05-0.001788i,0.00012667-0.0012794i,0.00029613-0.00085185i,0.00088467-0.00059513i,0.0010856+0.00042936i,0.00079952+0.00030142i,0.0004123-0.00041707i,0.00064644-0.0001946i,0.00097697-2.6562e-05i,0.00049518-0.00017006i,0.00017978+0.00054077i,0.00042735+0.00087972i,0.00016719+0.00016304i
-8.11e-05+0.0010618i,0.0011179+0.00080273i,0.0027389-0.00076405i,0.0023138-0.0011294i,0.0012415-0.00053001i,0.00021843-0.0003593i,-3.0492e-05+0.000113i,0.00077557+0.00038354i,0.0013085-0.00013974i,0.0016456-0.001433i,0.0007685-0.002247i,-0.0012832-0.0014153i,-0.0011423+7.7715e-06i,0.00011786+0.00011685i,0.00040912-0.00052431i,-4.0464e-05-0.00054669i,-6.0554e-06-0.00055599i,0.00038778+7.6251e-05i,0.00062307+0.00051436i,0.00084402+0.00033921i,0.0005094+0.00037352i,0.00060756+9.5245e-05i,0.0005447-5.9906e-05i
2.0398e-05+0.00033035i,-0.00070294+0.0017741i,-0.0003554+0.0025899i,-0.00093272+0.0018513i,-0.00063226+0.0011476i,-0.00031709+0.00071262i,-0.00019856+0.0003571i,0.0010279-1.024e-05i,0.0011534-6.661e-05i,-0.00021418+0.00016625i,-0.0015667+0.00044052i,-0.0014286+0.00071663i,-0.00070288+0.0011624i,0.00022156+0.0014941i,0.00024906+0.0011847i,-0.00016495-0.00012462i,0.00066162-0.00017115i,0.0015884+0.00053035i,0.0013072+0.00026677i,0.0009477-8.9917e-05i,0.00072831-0.00029878i,0.00034451-0.00029359i,-4.5894e-06+0.00088381i
-0.0010554+0.00090508i,-0.00039714+0.0020926i,-0.00046498+0.0017907i,-0.00045121+0.00075519i,-0.00055264+0.00055809i,-0.00033211+0.0011734i,0.0010843+0.0012267i,0.0011955+0.00024707i,0.00084488-0.00038854i,0.00099554+0.00027392i,-0.00018209+0.00025641i,-0.0008764+9.7531e-07i,0.00022829+0.00085968i,0.00044583+0.00095019i,8.7057e-05-0.00028411i,0.00053873-0.00043585i,9.7705e-05-0.00037455i,-0.00029804-0.00082873i,-0.00041186-0.00064903i,-0.00043211-0.00080652i,-0.00019813-0.00053767i,-0.00062374+0.00040674i,-0.00073673+0.00067721i
0.00021909-0.00033278i,0.00076138+0.00034571i,0.0020745+0.0014465i,0.0023803+0.0012194i,0.0013898+0.00075768i,0.00029836+0.00049959i,0.0001243+0.0007084i,3.6383e-05+0.0010989i,-6.4545e-05+0.00053383i,1.698e-05-0.00010435i,0.00013128-7.5268e-05i,-0.00031836+0.00061311i,-0.00064595+0.00068341i,-0.00093189+4.7979e-05i,-0.0011517+8.9574e-07i,-0.00030038-2.9269e-05i,0.00070344-0.000119i,0.0011329-0.00056518i,0.00048155-0.00040799i,-0.00042466-0.00027328i,-0.00054439-0.00090491i,-0.0010021-0.0011627i,-0.0012482-0.0011083i
0.00023904-0.0033226i,-0.00064079-0.0025855i,-0.001217-0.001921i,-0.0014175-0.0010394i,-0.001287-9.9625e-05i,-0.00037497+0.00047204i,0.00070237+0.00077581i,0.00046139+0.00088011i,-1.7076e-05-0.0001141i,0.0002729-0.0010303i,0.00010839-0.0011319i,-0.00060298-0.0010684i,-0.00095464-0.0011649i,-0.0002486-0.00098946i,0.00032673-0.00047165i,0.00010288+0.00056294i,-9.2304e-05+0.00097013i,0.00049709-0.00027432i,0.0010233-0.0010797i,0.00051296-0.00098477i,0.00071412-0.00071795i,0.00066081+0.00017582i,0.00044449+0.0010527i
