-0.0036294+0.001298i,-0.003574+0.0011378i,-0.0037773+0.00049081i,-0.0028018+0.00059462i,-0.0012772+0.0016383i,-0.000949+0.0018967i,-0.00022466+0.00078534i,0.00068959+5.6913e-05i,0.0010769-3.8284e-05i,0.0011876-0.00023737i,0.0010084-0.00071047i,0.00058449-0.00069986i,2.7407e-05+0.00029667i,-0.00020978+0.00062249i,-5.3868e-05+0.00055404i,0.0004661-1.2833e-05i,0.00054-0.0017256i,-2.0558e-05-0.0021237i,-0.00016801-0.0014358i,-0.00062084-0.00081971i,-0.00063603+2.585e-05i,-0.00046674+0.00032487i,-0.00066268+0.00055979i
4.8037e-05+0.0011534i,-0.00019107+0.00087078i,0.00049918+0.0021112i,0.00062787+0.0017204i,-0.00047085+0.0015755i,-0.00075429+0.0019362i,-0.00092657+0.00087031i,-0.00069586+0.00029564i,-2.4033e-05-0.00052101i,0.00057907-0.0012415i,0.00071822-0.0013408i,0.00025703-0.0013756i,0.00036835-0.00075895i,0.00015249-0.00077874i,-0.00031473-0.00059838i,-0.00027368+0.0001317i,2.243e-06-8.5557e-05i,0.0004098+9.8934e-05i,0.0012626-0.00060934i,0.0012235-0.00082286i,-9.4326e-05-6.3612e-05i,-0.00091459+0.00064546i,-0.00018341+0.0013708i
-0.00032836+0.00060243i,-0.00037568+0.0011296i,-0.0010666+0.0014715i,-0.0006588+0.0006556i,0.00014925+0.00076759i,8.6595e-05+0.00069443i,1.1123e-06+2.3168e-05i,0.00024137+0.00043705i,0.0008296+0.00047393i,0.0012182+5.4562e-05i,0.00015384+3.532e-05i,-0.00046257-0.00051602i,-0.00021591-0.00072847i,0.00020184-0.00031887i,0.0012091+0.00023125i,0.0011945+0.00022293i,0.00045138-0.00026472i,0.00064186-0.00012636i,0.0017463+0.00019498i,0.0020761-0.00027092i,0.00084707-0.00095582i,0.00018673-0.00081463i,-0.00016527-0.00023953i
0.0038504-0.00079221i,0.0035165-0.00034607i,0.0025683-0.0014285i,0.0010278-0.0018138i,-0.00056517-0.00023638i,-0.00080257+0.00088646i,0.00098553+0.000424i,0.0010423+2.3286e-05i,-3.2764e-05-0.0001826i,-6.3958e-05-0.00090583i,-8.6963e-05-0.0010181i,-0.0005103-0.0005051i,-0.00037388+0.00013443i,-0.00071618+0.00013301i,-0.00075614-0.00021145i,0.00011746+0.00016426i,0.00050618+0.00060527i,0.00098091+0.00018469i,0.00072545+0.00029606i,0.00017764+0.00055743i,0.00033646+0.0001359i,0.00042392+0.00017786i,0.00010792+0.00052102i
0.00033945-0.00011641i,0.00048344-0.00031367i,0.00026492-0.00045691i,-0.00013051-0.00034493i,-0.0010414-0.00081958i,-0.0013773-0.00068347i,-0.00080214-0.00016485i,-0.00036278+0.00023346i,-0.00045916-0.00012226i,-0.0011022-0.00067376i,-0.0012113-0.00057928i,-0.00036958-0.00020718i,0.00065806-9.9441e-05i,0.00090759+0.00021165i,9.1303e-05+0.00063353i,-0.0010423+0.00051377i,-0.0009147+0.00065884i,-0.00038547+0.00027378i,0.0003777-0.00065222i,0.00081326-0.00088003i,0.00051616-0.00077456i,-9.1924e-05-0.00035802i,-0.00011078-0.00031178i
0.00039873-0.0020983i,0.00079649-0.001994i,0.0006659-0.0020766i,-0.00070087-0.0021447i,-0.001801-0.0013986i,-0.0013166+0.00073364i,-0.00017119+0.0012941i,0.00051463+6.9977e-05i,0.00038653-0.00072904i,8.7841e-05-0.0016846i,0.00019288-0.0021396i,-0.00019198-0.0012599i,-0.00019421-0.0001996i,0.0001985-0.00033319i,0.0003392-0.0006365i,0.00018341-0.00061175i,-0.000223-0.00046982i,0.00041262-0.00015642i,0.00087099-0.00066071i,0.00046638-0.00027403i,0.00029+0.00039875i,-0.00019591-7.8372e-05i,-0.00043679-0.0001111i
0.0037297-0.00036578i,0.0032192+0.00021674i,0.0035572+0.00022064i,0.0034428-0.0001577i,0.00167-0.00039434i,0.00030359-0.0006224i,-0.00025643+4.3234e-05i,8.2902e-06+0.00029447i,0.00038351-0.00028047i,0.0010133-0.001113i,0.0019-0.0018319i,0.0010632-0.0015821i,7.6483e-05-0.00049224i,0.00012063-0.00066197i,0.00078388-0.0014642i,0.0010801-0.0011835i,0.0004152-0.00070816i,0.00024979-0.00039148i,0.00097248+0.00014945i,0.00018094+0.00037787i,-0.00083557-0.00025129i,-0.00084471+0.00035514i,-1.2484e-05+0.000837i
0.00046188-0.00063302i,-0.00012729-0.00039433i,-0.00066571-0.00081904i,-0.0010387-0.0015816i,-0.00064084-0.0016931i,0.00035833-0.00087335i,0.00072215+0.00035846i,0.00092491+2.4179e-06i,0.001161-0.0009224i,0.00035711-0.00064931i,-0.00085778+7.2525e-05i,-0.0011062+0.00092807i,-0.00041159+0.0015169i,-0.00037835+0.00078136i,-0.00098337+0.00033671i,-0.00073925+0.00039129i,-0.00037629+0.00010626i,-0.00012486+6.903e-05i,0.00011013+0.00020949i,1.0314e-05-0.00043307i,5.3166e-05-0.001079i,-0.00011769-0.0003894i,-0.00093271+5.5397e-05i
-0.00017215+0.00091744i,2.8757e-05+0.000122i,0.00056522+0.00018037i,0.00056948+0.00026186i,0.00040608+0.00026978i,0.00049404+0.00070829i,0.00010591+0.0019233i,-0.00038683+0.0020619i,-0.00021615+0.001358i,4.8495e-05+0.00033804i,7.5364e-05-0.00053896i,-0.0011242-0.00031219i,-0.0014618+0.00015271i,-0.00028685-0.00057979i,0.00046408-0.00074957i,-4.0332e-05+0.00017761i,9.9711e-05+0.0010914i,0.00071198+0.00090637i,0.00071472+0.00012384i,0.0011493-0.00029835i,0.0010741-6.999e-05i,0.00052256-0.00028795i,0.00021101-0.00048003i
-0.00018742+0.00078922i,-0.00044564+0.00040789i,-0.00031188+0.00073272i,-0.00026288+0.0010232i,-3.3561e-05+0.00065645i,0.00053073+0.00035832i,0.00070902+0.0010192i,0.00018819+0.0011371i,-0.00026536+0.00010195i,-0.00050139-0.00025797i,-0.00084174+0.00025085i,-0.00065721+0.00057909i,-0.0001942+0.0010014i,0.00029424+0.00056511i,-0.00017301-5.1497e-05i,-0.00046273+0.00013425i,0.00035227-0.00012838i,0.00045727-0.00065901i,-0.00028008-0.00018407i,-0.00039146+0.00036436i,-0.00011896+0.00071691i,-0.00019948+0.00078594i,-0.00032853+0.00048789i
0.0017288+0.0016243i,0.0023571+0.00099163i,0.0017842+0.00078873i,0.00050674+0.00025364i,0.00035543+0.00011661i,7.0903e-06+0.0014197i,-0.00014508+0.0016533i,0.00064443+0.00071227i,0.001363-0.00073815i,0.00046336-0.00092645i,-0.00043012-0.00010793i,-0.00032461+0.00049011i,0.00027211+0.00022508i,0.0012641-0.00010873i,0.0015717+9.7322e-05i,0.001104+0.00010564i,0.00064992+0.00015035i,0.0010166+0.00085908i,0.00079374+0.0007793i,0.00033848+8.082e-05i,0.00013954-0.00014395i,6.9271e-05-8.0341e-05i,8.4082e-05-3.437e-05i
0.00068999+0.0011231i,0.0012298+0.0016334i,0.00084366+0.0011616i,0.00069619+0.00025794i,0.00070323+0.00043367i,0.00034725+0.0010167i,-0.00042036+0.0011281i,-0.00050663+0.00090447i,1.6289e-07+0.00098885i,0.00032833+0.00075694i,0.0011842+0.00013775i,0.0016486-0.00025764i,0.00078192+0.00014076i,0.0003828+0.00081799i,0.00024314+0.0014873i,0.00012351+0.00061773i,0.00027241-0.000131i,0.00034976-0.00017355i,0.00025313-0.00024291i,0.00023629-8.6377e-05i,-0.00013277-0.00051417i,-0.00047869-0.0015933i,1.1158e-05-0.0017632i
-0.00074682+0.00012028i,-0.00056293+0.00016646i,-0.00074329+0.00066575i,-0.0012131-9.8962e-05i,-0.00076423-0.00087409i,0.00041865-0.00053101i,0.00067198-0.00022227i,0.00082808+0.00070993i,0.0012669+0.0011237i,0.00095248+0.00056405i,8.6237e-05+0.00013145i,-0.00030817-6.0535e-05i,-0.00025025+0.00014213i,-0.00034886+0.0001322i,-0.00065881-0.00030248i,-0.00040708-0.00027041i,5.302e-05+0.00015514i,0.00091205+0.00054912i,0.0012485-0.00044495i,0.00088794-0.00096065i,0.00020852-0.00034431i,4.9787e-05-0.00061935i,0.00050717-0.0010058i
-0.0036039-0.00027847i,-0.0035517-0.0004229i,-0.0022388+0.0011363i,-0.00078466+0.0029662i,0.00031885+0.0036163i,0.00028287+0.001901i,-0.00042977+0.00090811i,-0.00084141+0.0014148i,-0.00091573+0.0007682i,-0.00037668-0.00054712i,-1.4125e-05-0.00059683i,-0.00049677-0.0002069i,-0.00081574+0.00062184i,-0.00034556+0.0010968i,-0.00014369+0.00066056i,0.00017419-0.00053386i,0.00098213-0.001105i,0.0014271-0.00048692i,0.00099966-0.00021216i,0.00081495-0.00081859i,0.0015031-0.0012005i,0.001305-0.00093187i,0.00047092-0.00060033i
3.0521e-05-0.0016223i,0.00042779-0.00091229i,-0.0001509-0.00081092i,-0.00019468-0.00038715i,-0.00064049+0.00081176i,-0.00052335+0.001953i,-0.00030341+0.0017085i,-1.0919e-05+0.00053469i,-0.00095622-0.00037239i,-0.0019429-0.00050632i,-0.0010416-0.00038288i,0.00027205-0.00022637i,9.2933e-05-0.0008505i,-0.00017565-0.00090069i,0.00042466-8.8961e-05i,0.00066311+0.00075874i,0.00062051+0.0010293i,0.00044228+0.00062593i,0.0014131+0.00084534i,0.0016858+0.00041321i,0.001166-0.00019461i,0.0010604+0.00028798i,0.0006585+0.0009551i
0.0014459-0.0016954i,0.00092983-0.0010703i,0.0015291-0.0015563i,0.00054528-0.0019154i,-0.0016761-0.001442i,-0.0020587-0.00018281i,-0.00044898+2.846e-05i,0.00051858-0.00070107i,0.00019867-0.002309i,-0.00043048-0.0022107i,-0.0006308-0.00092804i,-0.00097379-0.00021484i,-0.00082158+0.00038168i,0.00028907+4.5377e-05i,0.0010966-0.00052666i,0.0017904-0.00034349i,0.0019727+0.00013396i,0.001477+0.00032799i,0.00070137+0.0002085i,0.00020442+0.00024155i,0.00039612+0.00099721i,-2.5164e-05+0.0012159i,-0.00028244+0.00017898i
-0.0016812-0.00028231i,-0.0025264-0.0010816i,-0.001872-0.0014847i,-0.00074703-0.00065261i,-0.0007005+0.00012683i,-0.00068223+0.00025113i,3.5245e-05+0.00051114i,0.00057432+0.00062941i,0.00066454+0.00022145i,-0.00035583-9.766e-05i,-0.00087085+0.00046672i,0.00025272+0.0010669i,0.00026212+0.001134i,0.00028383+0.0010511i,0.0008249+0.0014489i,0.00073434+0.0013042i,4.5498e-05+0.00011229i,3.6831e-05-0.00069343i,0.0008363-0.00045078i,0.0005813+0.00013985i,-3.1942e-05+0.00023603i,6.0443e-05+0.00013552i,8.7314e-05-0.0008903i
0.0017302-0.0023642i,0.0020554-0.0023534i,0.00094614-0.0014346i,-5.6926e-06+0.00085247i,-0.0007666+0.00072399i,-0.0012585+1.853e-05i,-0.00041026+0.00036145i,0.00050458+0.0006099i,0.0009998+6.5605e-05i,0.00063272-0.00097474i,6.6394e-05-0.0011435i,-8.8125e-05-0.00085878i,-0.00056907+0.00011812i,-0.00060695+0.00102i,-0.00055841+0.00041266i,-0.00067679-0.0007226i,-0.00027335-0.0010605i,0.00012178-0.00051808i,0.000398-0.0007714i,0.00048482-0.0014017i,0.00065545-0.0015403i,0.00052237-0.0011129i,0.0003291-0.00042706i
0.0019949+0.00060079i,0.0030362+0.00096502i,0.0021656+0.00075695i,0.00057199-3.3218e-05i,-0.00043881+7.6724e-05i,-0.0010691+0.00058535i,-0.00068038+0.0012002i,-0.00034456+0.00097715i,-0.00047358-5.5384e-05i,-1.7534e-05-0.0003454i,-0.00026869-0.0010338i,-0.00082116-0.0018856i,-0.0002144-0.0012433i,-0.0001121-0.00052374i,-0.0009418-0.00063421i,-0.0011423-0.0010159i,-7.2259e-05-0.0010847i,0.00098291-0.00045209i,0.0009413+8.4128e-05i,0.0010048+0.0005254i,0.00091109+0.00021303i,0.00046266+6.7728e-05i,0.00057509+0.00017595i
-0.0033212-0.00011643i,-0.0035402+4.3059e-06i,-0.0028908+0.00055122i,-0.0016622-0.00037075i,-0.0009417-0.00054935i,-0.00073491+0.00084069i,-0.00025451+0.00079163i,0.00010369-0.00084931i,8.2366e-05-0.0018056i,-0.0004434-0.001129i,-0.00034092-0.00076963i,0.00015503-0.00022452i,-0.00018307-0.00012976i,-0.00038857-0.00044609i,-0.0002524-0.00035463i,0.00017923-0.00065274i,0.0007693-0.0004957i,0.00091032+0.00022099i,0.00062997+0.00055737i,0.00068858+0.00010652i,0.0005295-0.00024435i,0.00014392-0.00018796i,0.00022638+0.00098744i
0.00098813-0.0015844i,0.0007034-0.0017747i,0.0022476-0.0008505i,0.0018961+0.00069633i,0.00099286+0.00094078i,0.00039674+0.00036392i,0.00020644+0.00042932i,0.00073148+0.00082351i,0.00073388+0.00032478i,0.00035945-0.00041996i,0.00025019-0.00037825i,-0.00012333-0.00018819i,-0.00037451-0.00047428i,0.00043393+5.026e-05i,0.001102+0.0010641i,0.0013868+0.0014022i,0.0012225+0.00058085i,0.001135-3.9272e-05i,0.00019386+0.00053273i,-8.0142e-06+0.00010242i,0.00020365-0.00018302i,0.00058668+0.00043526i,0.0004295+0.00027091i
-0.00044469+0.00016769i,-0.0006962+0.00046441i,-0.0010231-0.0005342i,-0.0015635-6.9475e-05i,-0.00091669+0.00096491i,-0.00043565+0.00097138i,0.0005725+0.00043427i,0.001529+0.00010262i,0.0012668+2.8278e-05i,0.0011873+0.00059284i,0.00051244+0.0010821i,-0.00016302+0.00065391i,7.1026e-05+0.00052469i,0.00055386+0.00036836i,0.001383+8.8991e-05i,0.0016379+0.00070465i,0.001087+0.00098559i,0.0013728-4.5955e-05i,0.0015562-0.0015257i,0.0010991-0.0012796i,0.00065198-0.00046788i,-0.0004362+0.00023747i,-0.00045495+0.0004499i
0.00074168-0.00087024i,0.0005476+0.0007044i,-0.00030836+0.00076107i,-0.00043692-0.00032726i,-0.00035763-0.000489i,-0.00090811+0.0001532i,-0.00071583+0.00052364i,0.0003868+0.00070448i,0.00020389-0.00016983i,-0.00053401-0.0011824i,-0.00056354-0.0011919i,6.813e-05-0.00099716i,0.00023656-0.0009935i,-0.00096144-0.0008251i,-0.0015906-0.00051789i,-0.00095732-0.00039953i,-0.00074999-0.00038985i,0.00014837-0.00052381i,0.00118-0.00052069i,0.00099841-0.00043938i,0.00026131-0.00059734i,-0.00015803-0.00017325i,0.00046409+4.684e-05i
7.2401e-05-0.0018952i,-0.00068525-0.002095i,0.00028473-0.0013018i,0.00041378-0.00079226i,-0.00092371-0.00051335i,-0.0017598+5.8162e-05i,-0.0015164+0.0010102i,-0.00025483+0.0016075i,0.00057432+0.0010264i,0.001149-0.00039932i,0.0008565-0.0014134i,0.00027755-0.0016119i,-3.9615e-05-0.0012517i,5.9651e-06-0.00099055i,-0.00035612-0.00099708i,-0.001231-0.00080106i,-0.0016347-0.00053703i,2.3065e-05-0.00079744i,0.0017399-0.00053273i,0.001475+0.00023006i,0.00036704+0.00053666i,-0.00040918+0.00053473i,-0.00026619+0.0009448i
0.0029623+0.001287i,0.0033862+0.0013726i,0.0030988+0.001149i,0.0015275-0.00046378i,0.00014791-0.0012373i,-0.00050278-0.00066871i,-0.00038337-0.00043999i,0.00016217-0.00072741i,0.0001942-0.0011167i,0.00011384-0.0018365i,0.00042857-0.0021523i,0.00063841-0.0012794i,0.00066306-0.00023848i,0.00044794-0.00047024i,-1.7085e-05-0.00093051i,0.00014993-0.00092834i,0.0007516-0.0015018i,0.00090526-0.0013778i,-0.00037619-0.00051791i,-0.00064471-0.0002148i,-0.0001641-0.00030358i,-9.9066e-05-0.00027924i,-0.00048251-8.9606e-05i
0.00089676+0.0033926i,0.0013311+0.0027328i,0.00172+0.0015431i,0.0015116+0.0016249i,0.00049335+0.0015167i,-0.0002236+0.00052718i,1.3888e-05-4.9209e-05i,0.0010109-1.2146e-06i,0.00070806+0.00030064i,8.9396e-05+0.00014598i,-7.978e-05-0.00042501i,-0.0010382-0.00027482i,-0.00079956+0.00072997i,0.00056074+0.00078001i,0.00093376-0.00021425i,0.0012822-0.00040875i,0.0015521+0.00018996i,0.0015151+0.00012934i,0.00081899-0.00038702i,0.00059277-0.00033461i,0.00079213+0.00054156i,0.00029244+0.00098263i,0.00047097+0.0012478i
-0.00046329-0.0010723i,-0.00049234-0.0010255i,-0.0015261-0.0012847i,-0.0016385-0.0019413i,-0.0010409-0.0014608i,0.00037625-0.00061996i,0.0016568-0.0002114i,0.0010204+0.00012179i,-0.00035233-0.00017024i,-0.00088749-0.00083135i,-0.00116+0.00018461i,-0.0015621+0.00097071i,-0.0016036+0.00097014i,-0.00088925+0.00052635i,0.00043562+0.0003289i,0.0014598+0.0011678i,0.0012808+0.0012746i,0.0013765+0.00036085i,0.0012747-0.00013214i,0.00074413-0.00062811i,0.00025637-0.0012136i,5.5226e-05-0.00067175i,0.00016124+0.00025976i
-0.00018309-0.0022599i,-0.00037197-0.0037941i,-0.0007515-0.0034875i,-0.00090291-0.00073069i,-0.00041519+0.00072619i,-0.00021283+0.0012883i,-0.00017741+0.00086738i,0.00029704+0.00032608i,-0.0002208-8.788e-05i,-0.00093692+0.00039405i,-0.00056004+0.0011474i,0.00023514+0.0007263i,0.0011155-4.2351e-05i,0.0011791+0.00020964i,0.00090161+0.00073985i,0.0010708+0.0014108i,0.00041512+0.0015936i,0.00025433+0.001142i,0.0010667+0.00036462i,0.00099171-0.00035729i,0.00077155-0.00023468i,0.00057632+0.00045725i,0.00046954+0.00088613i
-0.00021581-0.00073372i,0.00078229-0.00094355i,0.0012165-0.00019898i,6.7348e-06-0.00020567i,-0.00066828-0.00032073i,-0.00043297+0.00071522i,0.00068852+0.00049715i,0.0010743-0.00035913i,0.00061986-0.00070185i,0.00089139-0.00078678i,0.0014957-0.0010451i,0.0019395-0.0012338i,0.0016961-0.00084922i,0.00068175-0.00070249i,-0.00087598-0.0012996i,-0.00152-0.00095087i,-0.0010936-0.00088303i,-0.0013283-0.0012823i,-0.0011472-0.00075248i,-0.00054586-0.00027715i,-0.00021791+0.00028217i,-5.5034e-05+0.0007436i,-0.00034952+0.00099491i
-0.0020614-0.00076716i,-0.0020802+8.9054e-05i,-0.0031067+0.00099571i,-0.0024246+0.0012938i,-0.00089835+0.0015079i,-2.9329e-05+0.0011557i,0.00027311+5.1034e-05i,0.00067144-0.00043874i,0.00068542-9.9407e-05i,-3.0649e-05-0.00030196i,-0.00035342-0.00091328i,0.00039304-0.00070431i,0.00063549+4.9159e-05i,-0.00083717-5.2694e-05i,-0.0015649-0.0012012i,-0.0011609-0.0018298i,-0.0004765-0.0016265i,6.1351e-05-0.00088101i,-0.00030768+0.00012801i,-0.0005074+0.00020508i,0.00036789-0.00064278i,0.00033588-0.00056386i,-0.00074485-0.00025369i
-0.0022462-0.0014941i,-0.0033881-0.0019992i,-0.0044787-0.0015143i,-0.0026172+0.00010426i,-0.00094114+0.0011362i,-6.1497e-05+0.00082551i,0.00076829+0.0008794i,0.00065135+0.00080693i,0.00023424+0.00015853i,-0.0008407+6.5956e-07i,-0.00066969-0.00029116i,-0.00030079-0.00041969i,-0.0010006+6.3238e-05i,-0.00050919+0.00016984i,1.5748e-05+0.00022653i,0.00062783-0.00018505i,0.0015046-0.00049576i,0.0018229-0.00055842i,0.00077045-0.0009968i,-0.00018871-0.00067718i,-9.7237e-06-0.00016955i,-3.0239e-06-0.0002057i,-0.00033135+0.0001919i
-0.00049306-0.00048506i,0.00079485-0.00052577i,0.0015671+0.00040138i,0.00083184-0.0001675i,0.00039222-0.0014072i,-0.00025407-0.0016538i,-0.00021687-0.00072157i,0.00059451+3.5689e-05i,0.00063591+0.00019542i,6.2643e-05-0.00017438i,-0.00098265-0.00028373i,-0.0015378+4.7525e-05i,-0.0010664+0.00067607i,-0.00063289+0.0012291i,7.2937e-05+0.001359i,0.0016051+0.002025i,0.0025451+0.00216i,0.0032133+0.0015121i,0.0027105+0.00071381i,0.0013701-0.00010817i,0.00049723-2.8057e-05i,0.00030617+0.0002377i,0.0010449-5.4912e-06i
-0.0017518-0.0028665i,-0.0013014-0.0017704i,0.00045615-0.00035703i,0.0013926+0.00056146i,0.0015116+0.0013367i,0.0019583+0.0012994i,0.0010937+0.00072674i,-0.00012394+0.00037844i,-0.0013016+0.00084429i,-0.0018078+0.0012884i,-0.0011447+0.0014987i,-0.0004399+0.0017196i,0.00011139+0.0012195i,0.00049825+0.0014964i,0.0004245+0.0020219i,-0.00025299+0.0018135i,-0.00032063+0.0015899i,-8.3139e-06+0.0012643i,0.00069227+0.0010482i,0.00087713+0.00020004i,0.00052522-0.00067869i,4.2803e-05-0.00045868i,0.00030924+0.00022673i
-0.0028804+0.0036867i,-0.0039808+0.0028837i,-0.0047477+0.0017377i,-0.0032414-0.00019245i,-0.001087-0.00067591i,0.00050563+9.483e-05i,0.00044227-0.00010041i,-0.00014307-0.001116i,-0.00043501-0.0015322i,0.00036435-0.00090202i,0.0014976+0.00011134i,0.0012521+0.00083052i,0.00082615+0.00096865i,0.0013565+0.00014607i,0.00090966-0.00025972i,-8.4078e-05-0.00055287i,-0.00039414-0.0010214i,-0.00074773-0.0012004i,-0.00052176-0.00092421i,0.00016635-0.00059313i,0.0003591+1.0633e-05i,0.00022057+0.00069102i,-0.00049439+0.0007608i
-0.00084054+0.00024719i,-0.00018318+0.00042784i,0.0015065+0.00033542i,0.0021352+0.00040984i,0.00092475+0.00035644i,-0.0012049+0.00056893i,-0.0010999+0.00057039i,0.00066544+0.00017932i,0.0017747+0.00023593i,0.0015029+0.00031513i,0.0012346-0.00023799i,0.00094742-0.00018624i,0.00027288+0.00028178i,-0.00064212+0.00017112i,-0.00053828-0.00060628i,-0.00029218-0.0018483i,-0.00042694-0.0023148i,-0.00064716-0.0016966i,-0.00043673-0.0013642i,0.00021127-0.00085762i,0.0005766+6.7788e-05i,0.00088929+0.00046989i,0.00042515+0.00010661i
1.6503e-06-0.0011771i,-0.00026271-0.0017965i,-0.00031549-0.0010739i,1.8893e-06+0.00038741i,-0.00022696+0.00049533i,-0.00062228+0.00043742i,-0.00022019+0.00079286i,0.00048584+0.0010815i,0.00025198+0.00067174i,0.00069587+3.926e-05i,0.00079484-0.00068913i,0.00036629-0.0016854i,0.001179-0.0014794i,0.0020325-0.0004832i,0.0012447-0.00048454i,0.00019754-0.00012382i,0.00069858+0.00044624i,0.0019618-0.00027805i,0.0018889-0.0014695i,0.00059222-0.0011181i,-7.4206e-05-0.00025609i,-0.00046447-0.00023344i,-0.0012774-0.00034364i
-0.0010509-0.0012528i,-6.6097e-05-0.0013569i,-0.00022845-0.0018157i,-0.00045789-0.0020445i,5.8689e-05-0.0010272i,0.0009407-0.0012294i,0.00080149-0.0014025i,7.7493e-05-0.00046559i,-0.00017144-1.3614e-05i,-0.00086481-0.00043295i,-0.0016702-0.0010229i,-0.0014908-0.00086901i,-0.00060746-0.0001313i,-0.00010608+0.00052736i,-0.00029635+0.00061681i,0.00059394+0.00076405i,0.0019473+0.0010884i,0.0021801+0.0011635i,0.0021688+0.00061354i,0.0024447-0.0011094i,0.0013824-0.0014597i,0.00011185-0.00034306i,0.00028756+1.2298e-05i
-0.0023694+0.0013915i,-0.0040106+0.0021191i,-0.0033882+0.001218i,-0.0017841-9.4641e-05i,-0.00091007+0.0004085i,0.00012172+0.0009362i,0.00068338+0.0011805i,8.8868e-05+0.00097272i,9.2946e-05+0.00043131i,0.00032385+0.00041978i,-0.00098417+0.00058865i,-0.0019125+0.0015559i,-0.0016419+0.001672i,-0.00099729+0.00072955i,-0.00018148+0.0012311i,7.0516e-05+0.0019148i,0.00045247+0.0014946i,0.00058815+0.00089001i,0.00077558-0.000133i,0.0009825-0.00059244i,0.00051718+0.00018053i,0.00023283+0.00066213i,0.00092297+0.00042918i
-0.0019562-0.0025086i,-0.0024592-0.0031i,-0.0018801-0.0033439i,-0.00077444-0.0013562i,-0.00053401+0.0010546i,-0.00039262+0.001699i,-0.00016222+0.00082838i,0.00016582-0.00036459i,0.00014595-0.00047313i,7.9289e-05+0.00020018i,-0.00018518+0.00053959i,-0.00014907+0.00067706i,0.00034664+0.0010228i,0.00065506+0.00085634i,1.432e-05+0.00083908i,-0.00050204+0.00075276i,-0.00049614+0.00012151i,-0.00013602-0.00036341i,0.00042978-0.00082148i,6.9592e-05-0.00073146i,-0.00029378-2.0127e-06i,-0.00038024-0.00013678i,-0.00025771-0.00070122i
0.0038588+0.0010113i,0.0046581+0.0017816i,0.0052578+0.0029325i,0.0039166+0.0018991i,0.0024624+0.00022736i,0.00031688-0.00022898i,-0.00058486+0.00074084i,5.286e-05+0.0012469i,0.0009039+0.00028208i,0.00057915-9.4444e-05i,0.00055269-0.00016042i,0.00058122+4.4273e-05i,0.0014998+0.00027666i,0.0014079+0.0001832i,0.00013113-7.8225e-05i,-0.00031853-0.00081756i,-0.00055147-0.0017361i,-0.00010446-0.0013841i,0.00027097-2.903e-05i,8.7873e-05+0.00011455i,-3.0622e-05-0.00029294i,0.0001063+0.00012795i,-0.0002053+0.00082844i
-0.00099355+0.0018496i,-0.0017213+0.0018834i,-0.0024518+0.0012804i,-0.0026872+0.0003333i,-0.0021418+0.00076314i,-0.00092746+0.00065145i,-9.6543e-05-0.00043043i,5.1453e-05-0.0003394i,0.00030281-0.00052011i,0.0006846-0.0010811i,0.0017699-0.0018997i,0.002533-0.0022511i,0.0021454-0.0016109i,0.0011064-0.00079039i,-0.00017002-0.00086898i,-0.00030167-0.0013394i,0.00064565-0.00017075i,0.0005818+0.00056835i,-0.00042958-0.0005976i,-0.00011274-0.0011918i,0.00042628-0.00038818i,0.00010635+6.5322e-05i,-0.00038323-0.00027313i
0.00025919-0.001908i,0.00059564-0.0022788i,0.0012514-0.0027953i,0.00019467-0.0021845i,-0.00095886-0.001046i,-0.00024233+0.00063177i,0.0010626+0.0010319i,0.0015076+0.00015275i,0.0010448-0.0001662i,0.00049976-0.00048748i,-0.00032985-0.0012527i,-0.0015634-0.001795i,-0.0013018-0.0013369i,-0.0005462-0.00075819i,-0.00053172-0.0010869i,-5.1518e-06-0.0010035i,0.0011303-0.00036237i,0.0013638-0.00052891i,0.00102-0.00052701i,0.00095635+7.6448e-05i,0.00043477-0.00011762i,0.00062903-0.00011683i,0.0010403+0.00022529i
0.00057911+0.0015911i,0.001146+0.0019582i,0.001285+0.0020972i,2.2493e-05+0.00066331i,-0.00019226+0.00011598i,0.0002245+0.00054622i,6.9563e-05+0.0011395i,-0.00033818+0.0004048i,-0.0010995-0.00048286i,-0.00080222-0.00074914i,-0.00034997-0.0010852i,-0.0015007-0.00074468i,-0.0022181-0.00025398i,-0.00041304-0.00027019i,0.00079731-0.00019077i,0.00042906+0.00036071i,0.0010185+0.000351i,0.0012535-0.00070836i,0.0008374-0.0010343i,0.00097502-0.00028956i,0.00080093+0.00055115i,0.00050061+0.00039087i,-0.00011741+0.00018806i
0.00071894+0.00049184i,0.0011677+0.00014312i,0.0012953+0.0013124i,0.00076085+0.0016389i,0.00016158+0.0020366i,-0.000597+0.0017513i,-0.00028578+0.001081i,-6.5933e-05-0.00016228i,7.1173e-05-0.00057233i,-0.00032657-5.8625e-05i,-0.0010673+0.00032365i,-0.0023241+0.00058861i,-0.0022024+0.00022642i,-3.9122e-05+0.0006683i,0.0014022+0.0013461i,0.0018336+0.0015222i,0.0015048+0.00095425i,0.0010842-0.00029108i,0.00051138-0.0015623i,-0.00051815-0.0019907i,-0.0015893-0.0012179i,-0.0013965-0.00029941i,-0.00071946+0.00034769i
