-0.0037967+0.00025199i,-0.0021613+0.0003452i,-0.0018493+0.0010626i,-0.0011864+0.0017107i,8.6659e-05+0.0029063i,0.00084956+0.0032294i,0.00092735+0.0023403i,0.00054239+0.0014861i,0.00053316+0.00078085i,0.0013239-5.9718e-05i,0.0011315-0.00047111i,3.617e-06-0.0007345i,-0.00068978-0.0014243i,-0.0013216-0.0014578i,-0.0015444-0.00069375i,-0.00072577-0.0002332i,2.3696e-05-3.8641e-05i,-3.9906e-05-0.0004421i,-2.6459e-06-0.0011153i,0.0003866-0.00085341i,-0.00020704-0.00052153i,-0.00077763-0.00053182i,-0.00049046-0.00011383i
-7.4612e-05-0.0017288i,-0.0011606-0.0015071i,-0.001043-0.00093334i,-0.0010695-0.00019314i,-0.00094744+4.6503e-05i,-0.00074572+0.00073507i,-0.00028631+0.00047746i,-7.8623e-05+0.00011067i,0.00011234-0.00037529i,-0.00027141-0.00049936i,-0.00087631+0.00023588i,-0.0011891+0.00081207i,-0.00098621+0.00010378i,-0.00028363+0.00015131i,0.00013123+0.00071778i,0.00019905+0.00082285i,0.00019799+0.00056234i,-0.00012195+0.00033012i,-0.00017919+0.00031835i,0.00048244+0.00010657i,0.0006943+0.00033981i,0.00019232+0.00032258i,-0.00018419+0.00034482i
0.00033313+0.0016341i,0.00047603+0.0016003i,0.0012825+0.0012411i,0.0013956+0.00069462i,0.00051004-0.00023715i,0.00012943+0.00021237i,0.00040335+0.00051885i,0.0015175-9.4295e-05i,0.0012985-0.00057697i,0.00052862-0.00057283i,0.00038092-0.00062747i,0.00039901-0.00037559i,0.00021197-0.00036606i,-4.8999e-05-0.00046844i,5.1471e-05-0.00024823i,-8.8302e-05-4.039e-05i,-0.00072774+0.00075836i,-0.00082676+0.00080013i,-0.00065701+0.00026744i,-0.00039801+0.00021129i,0.00018903+0.00024433i,-0.00011889+0.00064265i,-0.00034829+0.00037489i
0.00057103+0.001574i,0.0018487+0.00068285i,0.0024496-0.001051i,0.0010381-0.00091718i,0.00040405-0.00042222i,0.00039492+0.00058991i,0.00053122+0.0010232i,0.00085381+2.0735e-05i,0.00052494-0.00060016i,-0.00040469-0.00072319i,-0.00072513-0.0013694i,-0.00038218-0.0015214i,-0.00096204-0.0010278i,-0.00099634-3.7968e-05i,-0.0010553+0.00063284i,-0.00085534+0.00051243i,6.2508e-05+0.00016288i,0.00074628-0.00038368i,0.0007229-0.001007i,0.00066884-0.00092527i,0.0003623-0.00019377i,0.00033409-0.00037504i,-0.0003759-0.0012024i
0.0025301-0.0028539i,0.00028223-0.0031099i,-0.00047092-0.0034205i,0.0005295-0.0023742i,-4.0734e-07-0.0012184i,-0.0011101+0.00014757i,-0.0005396+3.4014e-05i,0.00057748-0.00054473i,0.0004164-0.00035712i,-0.00042511-0.00076135i,-0.0014556-0.00079363i,-0.0013688-0.00087959i,-0.0015269-0.0006237i,-0.0017353+4.7156e-05i,-0.0004692+0.00070927i,0.00066532+0.00057313i,0.00022017+3.6775e-05i,-0.00065385-0.00015484i,-0.00037869-0.00013807i,1.9688e-05+3.3448e-05i,0.00019607-2.8685e-05i,0.00053247-0.00032354i,0.0002501-0.00062472i
-0.0021342+0.0018993i,-0.0016872+0.0030129i,-0.0012205+0.0029151i,-0.0015384+0.0018266i,-0.00067746+8.8469e-05i,0.00030578-0.00043393i,0.0011742-2.4959e-05i,0.001801+0.00042987i,0.00097565+0.00044833i,-0.00048479+0.00023473i,-0.0010975+0.0002116i,-0.00078438+0.00016993i,-0.00091621-1.1475e-05i,-0.00063332-0.00054789i,-0.00021171-0.0012733i,-0.00081984-0.00099084i,-0.00056585-0.00060597i,-0.00055499-0.00082909i,-0.0011129-0.00047873i,-0.00016365+0.00034923i,0.00048176+0.0013075i,0.00030228+0.0014062i,0.00024186+0.00045678i
-0.0010194+0.00019459i,9.5129e-05+0.00059862i,0.00035944+0.00026369i,7.1283e-05-0.00056736i,3.3019e-06+0.00038875i,0.00056871+0.00099746i,0.00017334+0.00084055i,-0.00031048+0.00083415i,0.00013665+0.00015833i,-0.00033424-0.00049991i,-0.00069889-0.0011207i,-0.00057742-0.0011521i,-0.00096058-0.00056721i,-0.00039476-0.00031647i,0.00013923-0.0002241i,0.0003554-0.00028768i,0.0012428-0.001379i,0.00098472-0.0014894i,0.00041678-0.00037972i,0.00019857+9.0953e-05i,-0.00042167+0.00041591i,-0.00083657+0.00053325i,-0.00093036+0.00017887i
-0.0010881-0.0029648i,-0.00082652-0.0028452i,-0.00014378-0.0011879i,9.5916e-05+0.00088342i,0.00052401+0.0016516i,0.00048311+0.001771i,0.00035266+0.0014215i,0.00059822+0.00057449i,0.00040223+0.00046705i,-0.00052269-0.00010857i,-0.00061351+0.00021331i,-0.0006456+0.00098155i,-0.0012865+8.4295e-05i,-0.00092453-0.00051826i,-0.00032049-0.00066201i,-0.00029911-0.00031169i,-0.0003186+0.0001247i,-0.00066051-0.00030646i,-0.0011465-0.00034118i,-0.0013257+0.00058693i,-0.0010999+0.00061599i,-0.0010445-0.00062439i,-0.00066912-0.0016015i
0.00029431+0.0016892i,-0.00015097+0.00057916i,0.00043953-0.00048707i,0.00040627-0.0024516i,3.2844e-05-0.002959i,-0.00037553-0.0015326i,-0.00024219+0.00064807i,0.00053028+0.0015111i,0.00089869+0.00045815i,0.0003365-0.00042576i,-0.00036897+0.00019283i,-0.00051497+0.00066775i,-0.0003289+0.00020054i,-0.00037267-0.00058196i,-0.00019017-0.0010812i,0.00013515-0.00066276i,0.00017985-0.00030808i,-5.8231e-06+9.1014e-05i,-0.00037026+0.00077226i,3.6836e-05+0.00087002i,0.00022575+0.00012388i,-0.00029117-0.00010323i,-0.00039466-3.1833e-05i
-0.00014893-0.0022606i,-0.00048242-0.0017115i,-0.0012198-0.00076818i,-0.0014765+0.00033492i,-0.0015188+0.00037981i,-0.0013382+0.00044498i,-0.00053449+0.00044701i,0.00025767-5.1886e-05i,0.00038925-0.00084967i,0.00023408-0.001487i,7.8944e-05-0.0009314i,-0.00033355-0.00016289i,-0.00031078+0.00029477i,-0.0001551-0.00025253i,-1.626e-05-0.00042522i,6.0314e-05-0.00011274i,-0.00058949-0.00026996i,-0.0012722+5.7924e-05i,-0.0010539+0.00030015i,-0.00074305+0.00020684i,-0.00039021+0.00020401i,-2.7172e-06-0.00032915i,-0.00038265-0.00076819i
-0.0001839-5.5431e-05i,0.00043372-0.00035904i,0.0012104+0.00010272i,0.00063774-0.00072261i,0.00057121-0.0009632i,0.0014927+2.7463e-05i,0.0013901+0.00021581i,0.00085591+6.6172e-05i,0.00074334-0.00076755i,0.00019979-0.00134i,-0.00078376-0.00097354i,-0.00027195-0.00096903i,0.0010499-0.0005504i,0.0004012+0.00018215i,-0.00041092+8.8774e-05i,-0.00042289-0.00024409i,-0.00041535-0.00034447i,-0.00050827-0.00034356i,-0.00023075+0.00016099i,0.00034265+0.00056617i,2.4555e-05+0.000592i,-0.00098734+0.00025236i,-0.00070868-0.000735i
0.0025265+0.0010811i,0.0016861-0.00032979i,0.0010356-0.0012909i,0.00093554-0.00094523i,0.00026193-0.00010312i,-0.00096543+0.00031321i,-0.00051207+0.0009621i,0.00064318+0.0012319i,0.00027327+0.00061393i,-0.00086904-0.00094861i,-0.0011911-0.0015439i,-0.00055767-0.00059224i,-0.00038313+0.0003107i,-0.00017594+0.00047506i,0.00045528+0.00069323i,0.00010426+0.00035273i,7.6602e-05-0.00035528i,0.00027457-0.00058259i,-5.5042e-05-0.00030062i,-0.00011875+0.00022478i,6.7738e-05+0.00012292i,0.00069492-0.0001919i,0.00072696-0.00030776i
-0.00032071-0.0005566i,-0.000125-0.00074508i,-0.00041103-0.001342i,3.7403e-05-0.0020852i,0.00042417-0.002181i,-0.00039652-0.00098052i,-0.00018646+0.00023592i,0.00058976+0.00026132i,0.00084484+0.00019432i,0.00064265+0.00023534i,0.00058048-0.000446i,0.00038793-0.00031643i,-4.064e-05+0.00038471i,5.3591e-05+0.00042856i,0.00043588+0.00036502i,0.00034471+0.00058381i,0.0004862+0.00037317i,-0.00016413+0.00022788i,-0.0008038+0.00051864i,-0.00075121+0.00030823i,0.00021349+0.00021468i,0.00083693+0.00030726i,0.00023988+0.00048644i
-0.0019243-0.00034313i,-0.0018326+0.00096953i,-0.0010927+0.0012613i,-0.00058195+0.00072646i,-0.00014656+0.00029805i,0.0003145+0.00017509i,0.0010419+0.00043044i,0.0011184+0.00084039i,0.00047961+0.00056525i,-0.00025044-0.00048619i,-0.0006939-0.00063478i,-0.00060829-0.00050356i,-0.00039943-0.00034618i,-0.00092793-0.00027605i,-0.0011796-0.00073782i,-0.00028968-0.00047127i,0.00010299+0.00038593i,0.00010399+0.00048543i,0.0002587-0.00026596i,-0.00027904-0.00087159i,-0.00014289-0.0011871i,-0.00010225-0.00080396i,-0.0010547+0.00012862i
0.0017648+0.00023196i,0.0027239+0.00039095i,0.0026375+0.00063939i,0.0014071+6.0369e-05i,0.0008379-0.00083251i,0.00020045-0.00011932i,0.00036824+0.0013016i,0.00057919+0.0016802i,0.00051336+0.00081342i,0.00065414-0.00019758i,0.00059627-3.5325e-05i,2.3289e-05+0.00023269i,0.00030551+1.2618e-05i,0.00076704-0.00028184i,0.0007527-6.0776e-05i,0.00051594+0.00080674i,-7.6137e-05+0.00065753i,0.00034723+0.00030354i,0.00063782+0.00017505i,9.2992e-05-0.00040403i,-0.0002032-0.00036601i,-0.0003368-4.4833e-05i,-0.00013154-0.00019322i
-0.00018516-0.00010636i,-0.00051512-0.0009163i,0.00020462-0.002394i,0.00060174-0.0026338i,-0.00079835-0.0010222i,-0.0011339+0.00020087i,-4.7086e-05+0.0005747i,0.00061396+0.00053579i,0.00037559-0.00038257i,-0.0005502-0.0009381i,-0.0010162-0.00044813i,-0.00079636-0.00019084i,-0.00052783-0.00011681i,-0.00058126+3.1592e-06i,-0.00049657-0.00026853i,-0.00014633-0.00034423i,0.00011822+9.9532e-05i,0.00032802+0.00039787i,0.00045826+0.00057671i,0.00052597+0.0004889i,-2.4996e-05+0.00061578i,-0.00014488+0.00093891i,0.00023092+0.00016214i
0.00078861+0.00022249i,0.0013085+4.2623e-05i,0.0014198-0.00034337i,0.0009617-0.00045645i,0.00085998-0.00097556i,0.00073262-0.00065275i,1.5947e-05+0.00074572i,1.86e-06+0.0011735i,0.00029216+0.0006065i,-0.00054148-0.0003833i,-0.00055287-0.00011355i,-0.00027466+0.00049092i,6.6762e-05+0.0001813i,0.00044987-0.0001681i,9.1846e-05+0.00011116i,-7.0726e-06-1.332e-06i,-0.000133+0.00024996i,-0.00021294+0.00032603i,-7.4704e-05+0.00010961i,-0.00038299+0.00016403i,-0.00076246+0.00023123i,-0.00090766+7.7546e-05i,-0.00045548-0.00073043i
-0.0013954-0.001061i,-0.0014831-0.0010645i,-0.00021653+0.00024067i,0.0013573+0.00133i,0.0014804+0.00091264i,0.00024307+0.000387i,4.6934e-05-2.6421e-05i,0.0010728-0.00025454i,0.0010566+6.5392e-05i,0.00053463+0.00035442i,0.00040914+0.0006015i,0.00048897-3.7159e-05i,0.00044328-0.00089436i,-6.3838e-05-0.0011116i,-0.00080279-0.00058622i,-0.00094874-0.0003031i,-2.4674e-05+7.3906e-05i,0.00058972+0.00075287i,0.00022669+0.00088745i,-0.00046617+0.00053018i,-0.0005346+0.0003195i,0.00032711+0.0002748i,0.0012552+4.5586e-05i
0.00032699+0.0012595i,-0.00053928-0.00013337i,8.9111e-05-0.0008257i,0.00088307-0.0013585i,0.00028031-0.0014846i,-0.0010832-0.00080859i,-0.0010226+0.00022995i,-0.00029675+0.00056554i,0.00019815+0.00057561i,8.1929e-05+0.00011163i,-0.00027161-0.00028179i,-1.7821e-05-0.00012508i,-0.00018879+0.00015902i,0.00013308+0.00019748i,0.00056271+4.4974e-05i,0.00060078+0.0005787i,0.00090192+0.00099197i,0.0010758+0.00092058i,0.00055895+0.00017825i,-0.00066422+5.218e-05i,-0.00099216+0.0007462i,-0.0001704+0.00083004i,0.00065039+0.00037757i
-0.0010472+0.0021464i,-0.00057164+0.0026465i,-0.00087042+0.0018565i,-0.0011686+0.0014591i,-0.00040577+0.0016999i,0.00032859+0.0014159i,0.00048299+0.0011076i,0.00054067+0.00050836i,-0.00020088-0.00036418i,-0.0010278-0.00097868i,-0.00079572-0.00067966i,0.00019212-0.00054414i,0.00059077-0.00068464i,0.0004951-0.0010753i,0.00035769-0.0011361i,0.00010741-0.0001077i,0.00014685+0.0010805i,0.0004625+0.0015412i,0.00058563+0.0011621i,0.00019291+9.6029e-05i,0.00054684-0.00047078i,0.00066853-0.00037347i,-0.0004245-0.00027902i
0.00017128-0.0015534i,0.00048101-0.0022349i,0.00076635-0.0024841i,0.0010953-0.0029771i,0.00079523-0.0027136i,3.932e-05-0.0016099i,-7.0344e-05-0.00041997i,-0.00020742+0.00035302i,-0.00054081+0.00029798i,-0.00027393+0.00018474i,0.00014612+0.00039666i,0.00043097+0.00081484i,0.00022297+0.0004363i,-0.00015638-5.0756e-05i,0.00032506-0.00029635i,0.0011137-0.0005337i,0.0010827-0.00056279i,0.00079244-0.00060629i,0.00064474-0.00022215i,0.00081753+0.00014202i,0.00058544+5.0499e-05i,0.00019748+0.0002283i,0.00026744-0.0001197i
0.0013117+0.0018722i,0.0011647+0.00016297i,0.00076733-0.0024129i,0.00023385-0.0031723i,-0.00050366-0.0022726i,-0.00084812-0.00077312i,-0.00047446+0.00021022i,0.00028242+0.00038229i,0.00026026+0.0002767i,-0.00047913+6.6629e-05i,-0.00038987-9.468e-05i,-0.00088268-0.00016489i,-0.0011732-6.5681e-05i,0.0001604-0.00025211i,0.00088646-0.00042367i,0.00051023-0.00010558i,0.00086257+0.0011082i,0.00050062+0.0011042i,-0.00010369+2.1157e-05i,-8.0723e-05-0.00051305i,-0.00015273-0.00020927i,-4.6473e-05-3.7103e-05i,-1.4452e-05-0.00069534i
-0.000248+0.0010653i,-0.00023566+0.0012098i,0.0004616+0.0010603i,0.00082528-5.0264e-05i,0.00059577-0.0001821i,0.00047779+0.00080722i,2.0315e-05+0.0013i,-0.00015287+0.00066144i,0.00052899-0.00031022i,0.00068259-0.00061823i,0.00033306-0.00046154i,-0.00012188-0.00040063i,0.00012004-0.00031124i,0.0006301-4.2741e-06i,-2.8132e-05-0.0004512i,0.00010349-0.00062818i,0.00066069-0.00027753i,0.0001905-9.5396e-05i,-0.00070616-5.8233e-05i,-0.00067931+0.00063816i,-0.00031877+0.00073985i,-0.00063812-0.00010171i,7.7675e-05-0.00079552i
0.00020434-0.0008565i,0.00083632-0.0013061i,0.00095306-0.0019218i,0.0010484-0.0017918i,6.0138e-06-0.001297i,-0.0013173-0.00087977i,-0.0010279-0.00020926i,0.00014508+0.00099791i,0.00044629+0.00065713i,0.00019689-0.00051537i,0.00013955-0.00086092i,8.8369e-07-0.0009612i,-0.00027766-0.00060838i,-0.00036569-0.00032695i,1.1209e-05+0.00045626i,2.0331e-05+0.00072661i,-4.1272e-05-2.3923e-05i,0.00053388-1.6189e-05i,0.00071791+0.0004072i,-0.00044048+0.00037426i,-0.0016158-0.00013611i,-0.0015919-0.00047447i,-0.00060764-0.00016115i
0.0013059+0.0014635i,0.00143+0.00054756i,0.00048025-0.00073333i,-0.00061634-0.0010364i,-0.00133-0.00034156i,-0.0015368-0.00037569i,-0.00051339-0.00030037i,0.00012707+0.00081239i,0.0010762+0.00027978i,0.00098597-0.00058893i,1.7235e-05-0.00058495i,0.00020626-0.0005343i,-0.00014208-0.00024478i,-0.00073276-0.00038716i,-0.00018083-0.00067132i,0.00076056-0.0007907i,0.00071291-0.001i,-2.6105e-05-0.0012295i,-4.899e-05-0.0010844i,0.0003099-0.00090159i,0.0005366-0.00049085i,-0.00035722+0.00019621i,-0.00098746+0.00031403i
-0.0016338+0.00039719i,-0.0017085-0.00047027i,-0.0013179-0.00088849i,0.00013234+1.2622e-05i,0.00065979+0.00075924i,0.0005396+0.0010461i,0.00069807+0.0014519i,0.0006991+0.0011481i,0.00023722+0.00071146i,-0.00059155+0.00021092i,-0.0013031+3.143e-05i,-0.0013824-6.532e-05i,-0.00087649-0.00037633i,-0.00067589-0.00046291i,-0.00068028-0.0003687i,-8.1974e-05-0.00045828i,-0.00043881-0.0001756i,-0.0003296-0.00036926i,0.00061465-0.00031968i,6.5173e-05+0.00031258i,0.0001583-0.00038331i,0.00039675-0.0010146i,0.00055969-0.00034957i
0.0022431-0.00098901i,0.0026111-0.00096367i,0.0015175-0.001703i,0.00012228-0.0021005i,0.00039463-0.0009828i,7.3169e-05-9.1796e-06i,-0.00022731+0.00030452i,0.00057988+4.1934e-05i,0.00080223-0.00032325i,0.00037169-0.00090406i,-0.00023637-0.0012483i,-0.00091504-0.0012365i,-0.00034873-0.001064i,0.00093835-0.00061896i,0.00078657-0.00058926i,-0.00017142-0.00060027i,2.0954e-05-0.00081273i,-0.00012464-0.00078037i,-0.00054101-0.00010211i,-0.00030786+0.00060429i,-0.00012907+0.00030204i,-0.00025219+0.00015646i,0.00019161+0.00080934i
-0.00023211+0.00032156i,-0.0012336-0.0014764i,-0.0012338-0.0016306i,-0.0010922-0.0010775i,-0.0012023-0.00047365i,-0.0014606+0.00020739i,-0.00096013+0.00065661i,0.00010473+0.00055578i,0.00056416+0.00019491i,-0.00022104-5.9047e-05i,-0.00079024-0.00024681i,-0.00012974-1.7022e-05i,0.000815+0.00038581i,-0.00016132-5.4492e-05i,-0.00084837-0.00023059i,0.00048877+3.7519e-05i,0.0010286-0.00012051i,0.00055083-0.00045514i,-0.00028423-0.00013923i,-0.00018127+0.00017219i,0.00053543-0.00010368i,0.00014757-0.00072652i,-2.8353e-05-0.00073531i
6.2128e-05+0.00046336i,0.00036019+0.00078869i,0.00077509+0.00065347i,0.00045273-0.00053392i,-0.00088707-0.0014078i,-0.00065603-0.00041703i,0.00010532+0.00062678i,3.4936e-05+0.00044234i,0.00011304+7.823e-05i,0.00020282-0.00062195i,-0.00033155-0.0012115i,-0.00058403-0.00065901i,0.00023628-0.00034574i,0.0008673-0.00028297i,0.00045167-0.0003791i,0.00040499-0.00044937i,0.0006331-9.0712e-05i,0.00011403+0.00043617i,-0.00038454+0.00018635i,0.00025402-0.00036363i,0.00051981-0.00041752i,0.00042152-0.00080047i,0.00060891-0.00075366i
0.00070581-0.002168i,0.00055457-0.0031858i,0.0007137-0.0035504i,0.00059652-0.0033295i,0.00036109-0.0027832i,5.9163e-05-0.0019968i,0.0002828-0.00065823i,0.00045468+7.7932e-05i,0.00016927-0.00047152i,0.00020918-0.00059857i,-0.00018534+0.00019641i,-0.00036841+0.00013915i,0.00063085-6.6317e-05i,0.00078485+0.00029671i,0.00037892+0.00016157i,0.00036528-0.00037055i,0.00042032-1.3766e-05i,0.00094716+0.00040275i,0.00074847+0.00023494i,0.00057169+0.00037019i,0.00018852-0.00048757i,-0.00081537-0.00086078i,-0.00094776+6.7838e-05i
0.0027283-0.00054638i,0.0025857-0.0013673i,0.0013356-0.0013179i,-0.00053638-0.001352i,-0.00097334-0.0012474i,-0.00019649-0.00014261i,0.00011666+0.00080511i,0.00031506+0.00053456i,0.00050094-0.00044464i,0.00029482-0.00045741i,-0.00076321-0.00024683i,-0.0015393-0.00075803i,-0.00061198-0.000686i,0.00081094+0.00018831i,0.0010421+0.00065751i,-8.9415e-05-7.7312e-05i,-0.00024344-0.00082458i,0.00028442-0.00042831i,0.00023022+8.6215e-05i,0.00059191+0.00010164i,0.00078591-1.816e-05i,0.00035051-0.00011021i,-4.5361e-06-6.596e-05i
-0.0014514-0.0009188i,-0.0003818-0.00032002i,0.00038116+1.1054e-06i,0.00037841-0.00031008i,0.00066744+0.00027946i,0.00029909+0.00075283i,0.00013593+0.0007782i,0.0010274+0.00041236i,0.00056353-0.00031148i,-0.00081624-0.00035085i,-7.7094e-05+1.1321e-05i,0.00095229-0.00057072i,0.00069172-0.00089521i,0.00051453-0.00064716i,0.00074843-0.00026975i,0.0004944-0.0002992i,0.00050793-0.00057598i,0.00069319-0.00062373i,0.00043569-0.00055822i,0.0001554-0.00087473i,0.0003941-0.00079526i,0.00048549-0.0004921i,-7.6685e-05-0.00057604i
0.00076779+0.0012476i,0.00081441-0.00022524i,0.0017271-0.0024155i,0.0016513-0.0023062i,0.00064857-0.0015285i,-0.00097341-0.00044419i,-0.0014983+0.00093061i,-0.00098515+0.0014096i,-0.00055672+0.00058214i,-0.00031109+1.473e-05i,-0.00053301+0.00048852i,-0.0003327+7.9495e-05i,-0.00061781-0.00030665i,-7.973e-05+0.00015618i,0.00070138+0.00024516i,0.00039928-0.00024729i,-0.00018084+0.00023646i,-0.00043549+9.4538e-05i,-0.00028224-0.00029999i,-0.00027844-0.00021481i,-6.9412e-05-0.0004598i,-0.00032055-0.00066475i,-0.00035855+0.0002421i
8.3818e-05+0.00094428i,0.00012563+0.00039434i,0.00033134-0.00079194i,-8.7725e-05-0.0019882i,-0.00037611-0.0019123i,-0.00042537-0.00087888i,-0.00056864-0.00016151i,-0.00038304+0.00034274i,-0.00045109+0.00029965i,-0.00074399-0.00092931i,-0.00045434-0.0012492i,-1.6134e-05-0.00031573i,-0.0004235-0.00063768i,-0.00018816-0.00071353i,0.0003216-0.00013949i,0.00020785+4.6165e-05i,-0.00031887+0.00042701i,-0.00070406+0.00011159i,-0.0005458-0.0007078i,-0.00055114-0.00088187i,-0.00079093-0.00025984i,-0.0011104+0.00034436i,-0.00068807+0.00072025i
0.00067543-0.0010426i,0.00053798-0.0019778i,0.00073034-0.0017045i,0.00080877-0.00028724i,-4.9372e-05+0.00028715i,-0.00014393+0.00017545i,-1.1557e-05+0.00072051i,0.00084558+0.00065638i,0.0017762+0.00043768i,0.0010745+0.00034567i,0.001223+0.0010324i,0.0011503+0.0010485i,0.00048824+0.00013113i,0.0005624-0.00016352i,0.00022403-0.00033704i,0.00016557-5.8214e-05i,0.0003869+0.00048698i,0.00014517-6.9099e-05i,0.0003077-0.0012716i,-6.1633e-05-0.0011853i,-0.0005366-0.00032979i,-0.0010082+0.00010876i,-0.0010203-0.00020627i
0.00026941+0.0012706i,0.00084638-7.4732e-05i,0.0016513-0.00072298i,0.00065985-0.0020696i,0.00027072-0.0024413i,0.00022686-0.00087149i,-0.00015314+0.00035709i,0.00029164+0.00060338i,0.00070561-0.00019305i,0.00032336-2.5324e-05i,-0.00026502+0.0008453i,-0.0007434+0.00015407i,-0.00061111-0.00034979i,-6.2405e-05+0.00066628i,0.00023588+0.0010018i,0.00012845-6.8292e-06i,0.00010566-0.00038153i,0.00060764-0.00072124i,0.00038003-0.00016166i,-0.0001361+0.00034303i,-0.00037516+0.00015599i,-0.00010982-8.489e-05i,0.0001193-9.4747e-05i
-0.00052792+0.0016567i,-0.00058946+0.002115i,-0.0001409+0.0013224i,0.00020238+0.00043891i,0.00047139+0.0010313i,0.00068596+0.0015447i,0.00024937+0.0010285i,-3.3357e-05+0.00031574i,0.00057938-2.5315e-05i,0.00078011-0.00014007i,5.9322e-05-1.0899e-05i,-0.000408+0.00025123i,0.00028122+0.00014464i,0.00032596-0.00029158i,-2.7505e-05-0.00013228i,0.00013201+0.00035631i,0.00022092+0.00010981i,-0.00025816+0.0002086i,0.00018421+0.00019145i,0.00061784+0.00060265i,2.2951e-06+0.00084081i,-1.2811e-05+0.00053134i,0.00024781+0.00032976i
-0.00072601-2.3182e-05i,-9.406e-05-0.00014223i,0.0003177+0.00024952i,0.00046803+7.4313e-05i,0.00053846-0.0003989i,0.00049278-0.00027904i,0.00054676+7.853e-05i,0.00056822-9.9536e-05i,7.9874e-05-0.00075422i,-0.00030819-0.0010033i,3.1948e-05-0.0010213i,0.00033552-0.00091647i,0.0005075-0.0003768i,0.00021662-0.00057869i,4.2793e-05-0.0014394i,0.00010181-0.0010226i,0.00024524-0.00014237i,0.00062194-5.8972e-05i,-5.5722e-05-0.00025923i,-0.00048785+0.0002095i,-0.00033519-9.0391e-05i,0.0001088-0.00091551i,-1.0128e-05-0.0010468i
0.0017306-0.0013624i,0.00061208-0.00023217i,-0.0004954-0.00026836i,-0.00071649-0.0011888i,-0.00086052-0.0014311i,-0.00048384-0.00038399i,0.00046496+0.00077193i,0.0011845+0.00032179i,0.00070604-0.00040557i,-0.00039459-0.00047483i,-0.0004203-0.00050834i,0.00042904-1.0276e-05i,0.00057292+0.00016542i,0.00018866-8.1865e-06i,-0.00029535-2.9231e-05i,-0.00018714-0.00072704i,-0.00026114-0.00099567i,-0.0001472-0.00029652i,-0.00016153+0.00028535i,-0.0008502+0.00036338i,-0.00031654-0.00017419i,0.0003824-0.00043405i,0.00011418-0.0006782i
-0.0026125+0.0013433i,-0.0017302+0.0015506i,-2.0575e-05+0.0019343i,0.00018426+0.0015977i,5.5868e-05+0.00066727i,0.00068724+0.00033827i,0.00041511+0.00020728i,3.4447e-05+0.0004509i,0.00016311+0.00031831i,7.635e-05-0.00017688i,-0.00048034-0.00090164i,-0.00099541-0.00093663i,-0.00073537-0.00089833i,-0.00039451-0.00083869i,-8.2984e-05+0.0003931i,0.00025762+0.001613i,0.00027356+0.0010922i,0.00058583+4.7128e-05i,0.0006792-0.00040258i,-0.00020075-0.00033357i,-0.00061062+1.1303e-05i,-0.0011489+0.00030746i,-0.0014751+5.6658e-05i
0.0015783-3.9562e-05i,0.00076664-0.00018005i,0.00079222-0.001556i,0.0013095-0.0029311i,0.0010044-0.0017092i,-1.1232e-05+0.00027297i,-0.0005919+0.00054949i,-0.00040112+0.00011303i,0.00069876+0.00017165i,0.0011853-0.00030879i,-0.00024823-0.0013615i,-0.00082147-0.0011175i,-0.00078669+4.4194e-05i,-0.00062144+0.00029085i,-0.00030626+0.00068356i,-0.00056981+0.00046949i,0.00029342-0.00057271i,0.00080946-0.00085636i,-0.00043195-0.0001613i,-0.00051498-0.00012439i,-0.00022335-0.00074654i,-0.00050529-0.0006935i,-0.00021989-0.00049209i
-0.00056158-7.2333e-05i,-0.00025056-0.00015435i,0.00012119-0.0007351i,0.00077788-0.0011566i,0.00042018-0.00067581i,0.00030001+0.00076479i,0.00105+0.0016821i,0.0017416+0.0013746i,0.0018025+0.0005716i,0.00092903+0.0001864i,-0.00052272+6.2014e-05i,-0.00072284-0.00068478i,-8.7305e-05-0.0010839i,0.00013455-0.00089109i,-0.0001595-0.00046371i,-0.00046572+0.00013302i,2.8249e-05+0.00010072i,-0.00017658-0.00035728i,-7.6905e-05-7.0442e-05i,0.00014036+0.00031296i,0.00045145+0.00058657i,0.00075511+0.00040381i,0.00041455-0.00071301i
0.00048735+0.00048645i,0.00029852+7.9907e-05i,0.00057753+0.00048927i,-0.00027145+0.00023481i,-0.0010432-0.00027822i,-0.00056526-0.00039011i,-0.00033396+0.00057389i,-0.00030764+0.0011483i,0.00039676+0.001027i,0.00048784+0.00028993i,-0.00030172-0.0004317i,-0.00071083-0.00040039i,7.1026e-05+0.00027015i,0.00054493+0.00058478i,-0.00012096+0.00045362i,-0.00077099+0.00045504i,-0.00097157+0.00050784i,-0.00078078+0.00035978i,0.00028662-0.00012001i,0.00082229-0.00039823i,4.4554e-05-0.00052882i,-0.00023443-0.00062995i,-4.2846e-06-0.00084351i
