-0.0011189+0.00052745i,-0.00029129-3.6417e-05i,-0.0013635-0.0017841i,-0.0014984-0.00080097i,-0.0010232+0.00081713i,-0.0010388+0.00034106i,-0.0003173-1.8391e-05i,0.00020658+0.00081529i,0.00042852+0.00068432i,0.00091639+0.00090675i,0.0012542+0.001631i,0.00025638+0.001492i,-0.00061958+0.00033451i,-0.00014371-0.00038186i,3.6196e-05+0.0001822i,-0.00034509+0.00053303i,0.00081053+0.00031044i,0.0015235-0.00025051i,0.00078693+8.6274e-05i,0.00018252+0.00035734i,4.0677e-05-0.00063611i,0.00043972-0.0003475i,-9.9292e-05+0.00053452i
0.22495-0.010964i,0.2385-0.14583i,0.17298-0.23433i,0.076484-0.15432i,0.059853-0.029685i,0.081575-0.012287i,0.068415-0.048843i,0.049937-0.058984i,0.040017-0.047604i,0.029605-0.028305i,0.020616-0.013289i,0.0083225-0.0054507i,-0.0035473+0.0040884i,-0.0070558+0.0094944i,-0.0080438+0.0087554i,-0.0094758+0.0093537i,-0.0082761+0.0090735i,-0.0050019+0.0057055i,-0.001897+0.0016944i,0.0010818-0.0027734i,0.0037281-0.0086059i,0.0024244-0.01361i,-0.0018848-0.011176i
-0.23388+0.10985i,-0.31475+0.073236i,-0.28788+0.027004i,-0.21171-0.034064i,-0.1662-0.065865i,-0.11929-0.02541i,-0.049782+0.017028i,-0.013212+0.013202i,-0.016303-0.0015252i,-0.022758-0.01193i,-0.023198-0.016883i,-0.015559-0.014712i,-0.0046906-0.011503i,-0.00084562-0.0069682i,0.00056849-0.0026415i,0.00094414-0.0015i,0.0022595+0.00056515i,0.0071754+0.0038587i,0.012445+0.0044061i,0.017195+0.0026493i,0.021375+0.0025033i,0.022318+0.0022419i,0.01662-0.002133i
0.097753-0.010767i,0.23527+0.050678i,0.26654+0.096267i,0.1833+0.10552i,0.096967+0.12097i,0.066456+0.092988i,0.04776+0.022265i,0.01794-0.016691i,-0.00075055-0.01901i,-0.0042766-0.0096004i,0.00056272-0.0013746i,0.0026827-0.0021818i,-0.0062151-0.0038322i,-0.011653-0.002297i,-0.0059021-0.005409i,-0.00102-0.013174i,-0.0042742-0.017051i,-0.0091751-0.012983i,-0.010743-0.0052226i,-0.012824+0.0042455i,-0.013707+0.01416i,-0.0091775+0.01786i,-0.0017455+0.013095i
-0.030719-0.097352i,-0.10435-0.12185i,-0.12988-0.10037i,-0.05387-0.076477i,0.011204-0.12776i,-0.036264-0.14533i,-0.095097-0.053727i,-0.07641+0.031564i,-0.031817+0.056692i,-0.0040103+0.050622i,0.0055203+0.035668i,0.0092958+0.026503i,0.020962+0.015727i,0.027946+0.003132i,0.023707+0.0012174i,0.019922+0.0069266i,0.017438+0.01141i,0.011795+0.011864i,0.0050658+0.010139i,0.00034578+0.0061805i,-0.0042392-0.0014872i,-0.010876-0.0045543i,-0.011911+1.4083e-05i
-0.041614+0.18763i,-0.036083+0.29476i,0.032169+0.30598i,0.082031+0.24112i,0.085468+0.18011i,0.089252+0.12566i,0.090154+0.0496i,0.067053-0.011771i,0.032252-0.03546i,-0.00016331-0.026216i,-0.015541-0.0072433i,-0.017944-0.002221i,-0.020896-0.0031429i,-0.02236-0.0024729i,-0.021453-0.002289i,-0.017977+0.00010279i,-0.0091513-0.0016564i,-0.0011652-0.008535i,0.002511-0.01331i,0.0043363-0.016558i,0.0058761-0.018801i,0.0049509-0.01881i,0.00010882-0.015664i
0.083535-0.27188i,0.10876-0.40789i,0.073871-0.42251i,-0.0098998-0.3336i,-0.04405-0.21023i,-0.0091553-0.1082i,0.011547-0.039781i,0.0055167+0.0026695i,0.0052161+0.01164i,0.0063937-0.0073043i,0.0018241-0.021222i,-0.0002779-0.013946i,0.003399+0.0023422i,0.0050665+0.010646i,0.0026814+0.011295i,-0.0035644+0.011411i,-0.010489+0.014928i,-0.011208+0.018614i,-0.0066389+0.015618i,-0.001552+0.013586i,0.0037697+0.016514i,0.0085907+0.016185i,0.0098823+0.0097238i
0.0074798+0.13182i,-0.10543+0.14442i,-0.20829+0.1412i,-0.19701+0.15382i,-0.12478+0.16791i,-0.061747+0.12875i,-0.0097497+0.051816i,0.019967-0.0074381i,0.02533-0.030199i,0.022763-0.028604i,0.020205-0.01961i,0.015436-0.018656i,0.0028299-0.021303i,-0.0033986-0.018084i,0.0034094-0.017302i,0.011795-0.021817i,0.01551-0.024322i,0.014033-0.021159i,0.010471-0.013444i,0.0058976-0.0075546i,-0.0018782-0.0042066i,-0.0062056-0.0001922i,-0.0021889+0.0031182i
0.099841+0.2188i,0.23069+0.23934i,0.25798+0.14346i,0.1777+0.0089465i,0.099144-0.081096i,0.04193-0.097097i,-0.017609-0.061273i,-0.055186-0.0078183i,-0.054218+0.040851i,-0.026693+0.062626i,-0.0050862+0.053251i,0.00063158+0.038949i,0.006787+0.02801i,0.0083004+0.018206i,0.0029248+0.015937i,-0.0028352+0.016332i,-0.0095207+0.012628i,-0.016335+0.0080518i,-0.018058+0.0059617i,-0.013815+0.0039926i,-0.01028-0.0017822i,-0.01191-0.0070623i,-0.014154-0.0036827i
-0.39344-0.1738i,-0.40198-0.16698i,-0.23626-0.0791i,-0.075371+0.016847i,-0.023658+0.045837i,-0.022302+0.037784i,-0.00021876+0.021908i,0.031453-0.0096213i,0.031557-0.040362i,0.0032133-0.044966i,-0.017083-0.030899i,-0.013834-0.02187i,-0.0073747-0.024297i,-0.0085824-0.02446i,-0.0093511-0.017113i,-0.0043083-0.0055834i,0.0067168+0.0047317i,0.016565+0.0094718i,0.019755+0.0088837i,0.01924+0.0058949i,0.019631+0.0018287i,0.01904-0.0035004i,0.01326-0.0064162i
0.23711-0.20439i,0.20618-0.092104i,0.16239-0.012159i,0.12883-0.068197i,0.057481-0.11126i,-0.0106-0.041541i,-0.025199+0.03887i,-0.022578+0.053957i,-0.02079+0.032163i,-0.015253+0.0064997i,-0.013025-0.0062431i,-0.014496+0.00068356i,-0.012117+0.01569i,-0.0073177+0.018028i,-0.005855+0.0077639i,-0.0094308-0.0035331i,-0.015248-0.01134i,-0.015898-0.014815i,-0.013207-0.014091i,-0.014551-0.0087713i,-0.016088+0.0025356i,-0.010167+0.013485i,-0.0015258+0.01069i
0.33567+0.01244i,0.26363-0.17521i,0.067041-0.23098i,-0.067408-0.083339i,-0.055684+0.064828i,0.0046911+0.064938i,0.024175+0.010824i,0.031387-0.0030285i,0.043148-0.0010058i,0.044352+0.00062871i,0.042004+0.0045719i,0.036849+0.0022669i,0.027289-0.00060523i,0.02404-0.00053085i,0.025757-0.0008077i,0.025501+0.0011277i,0.02142+0.0062613i,0.012561+0.010316i,0.0062503+0.010218i,0.0047211+0.0049301i,0.00058771-0.0013467i,-0.002757-0.0026803i,-0.0015852+0.0013723i
-0.2581+0.55834i,-0.25301+0.53572i,-0.21143+0.34958i,-0.11561+0.17022i,-0.00083948+0.03772i,0.047539-0.0487i,0.022456-0.063845i,-0.019148-0.035881i,-0.045484+0.0069538i,-0.043309+0.041601i,-0.029211+0.039817i,-0.025391+0.021215i,-0.022957+0.0095985i,-0.014599+0.0058779i,-0.0071877+0.0069668i,-0.0021405+0.0058094i,0.0017326-0.0011451i,0.0054802-0.0093839i,0.0080255-0.010876i,0.0091266-0.0090548i,0.0091911-0.013954i,0.002634-0.020054i,-0.0035934-0.015515i
-0.33961-0.319i,-0.13325-0.1364i,0.10387+0.045452i,0.13055+0.08628i,0.059053+0.081781i,0.046703+0.071125i,0.073635+0.0218i,0.070678-0.02877i,0.042578-0.052372i,0.010437-0.05576i,-0.008732-0.039748i,-0.0058136-0.021838i,-0.00053893-0.01698i,-0.0059445-0.013836i,-0.014374-0.008866i,-0.01998-0.0025048i,-0.022145+0.0082113i,-0.01848+0.015739i,-0.011473+0.0175i,-0.002542+0.019554i,0.010001+0.02072i,0.019009+0.015741i,0.014792+0.0073053i
0.19743-0.36432i,0.041676-0.3562i,-0.0096374-0.27833i,0.040469-0.23217i,0.023291-0.21287i,-0.044539-0.13747i,-0.078436-0.033498i,-0.066488+0.022279i,-0.028124+0.023788i,0.0046562-0.0024822i,0.0097087-0.022559i,0.0064428-0.01886i,0.0056767-0.0069006i,-0.00074305-0.002402i,-0.0027649-0.0013809i,0.0050386-0.0029609i,0.014179-0.0070835i,0.016283-0.0084367i,0.009533-0.0082302i,-0.0036195-0.0090905i,-0.017052-0.0040671i,-0.019032+0.005779i,-0.0084177+0.008106i
0.4824+0.17411i,0.36183+0.056236i,0.087619-0.0081561i,-0.088854+0.023923i,-0.12601+0.080226i,-0.10866+0.091601i,-0.07025+0.059064i,-0.025974+0.028477i,0.0073512+0.014296i,0.017201+0.012827i,0.014817+0.025571i,0.011214+0.031013i,0.009842+0.027433i,0.016295+0.021065i,0.019798+0.009288i,0.014499-0.00038909i,0.0054195-0.0090415i,-0.0056764-0.015684i,-0.010165-0.014504i,-0.0073184-0.011664i,-0.0062308-0.0098915i,-0.0071484-0.0060468i,-0.0079831-0.0016667i
-0.4186+0.45774i,-0.28006+0.31913i,-0.1513+0.095587i,-0.095957+0.0096896i,-0.0023906+0.016793i,0.081593+0.0072715i,0.073488-0.0018887i,0.024391+0.0085486i,-0.018508+0.030988i,-0.031123+0.052525i,-0.018861+0.040551i,-0.011881+0.013541i,-0.0095396-0.00090519i,-0.0062748-0.0047739i,-0.0059789+0.00066753i,-0.0068129+0.010638i,-0.006135+0.020772i,-0.00057967+0.027242i,0.0058402+0.023312i,0.010663+0.012535i,0.016549-0.002942i,0.016093-0.01655i,0.0071226-0.016032i
-0.15446-0.30553i,-0.10388-0.072171i,-0.016055+0.14736i,0.059574+0.18734i,0.069675+0.11818i,0.050004+0.057816i,0.06894+0.027026i,0.092614-0.016752i,0.070613-0.066282i,0.024194-0.08474i,-0.0074999-0.069165i,-0.017518-0.045921i,-0.018659-0.027771i,-0.01313-0.013297i,-0.0033983-0.008491i,-0.0010776-0.01299i,-0.0022162-0.014964i,0.00034282-0.01079i,0.0032152-0.0025554i,0.0027165+0.0079071i,0.0015526+0.019924i,0.004257+0.025217i,0.0078346+0.016418i
0.094932-0.25256i,0.072361-0.15335i,0.19796-0.063927i,0.26226-0.10476i,0.15833-0.13974i,0.032892-0.073371i,-0.032503-0.003086i,-0.062035+0.027269i,-0.053619+0.046999i,-0.014861+0.050321i,0.015384+0.035012i,0.026+0.022938i,0.026532+0.013012i,0.01682+0.0022258i,0.0048494-0.00074012i,0.0016364+0.0012269i,-0.00018976+0.0021074i,-0.0048076-0.00013995i,-0.0075998-0.0064025i,-0.0097781-0.011464i,-0.014047-0.011598i,-0.015261-0.0068212i,-0.0093865-0.00058789i
0.44382+0.30767i,0.34576+0.028003i,0.064287-0.18454i,-0.1117-0.14129i,-0.094376-0.042143i,-0.026614-0.061105i,-0.016924-0.10346i,-0.023192-0.076381i,0.0064077-0.031068i,0.028045-0.012747i,0.024148-0.0015105i,0.016977+0.0036454i,0.0068121+0.0037083i,4.8292e-05+0.0085378i,0.0025676+0.015924i,0.011697+0.01957i,0.025189+0.011432i,0.029605-0.0046675i,0.022212-0.013705i,0.01442-0.013653i,0.0083342-0.013757i,0.00052238-0.013166i,-0.0048114-0.0095099i
-0.58974-0.079639i,-0.57359-0.050948i,-0.45788+0.018342i,-0.32716+0.032613i,-0.20518+0.011457i,-0.12081+0.011047i,-0.070998+0.027631i,-0.047824+0.034042i,-0.060988+0.032759i,-0.080814+0.037488i,-0.07812+0.040107i,-0.059736+0.035579i,-0.034438+0.025791i,-0.014117+0.0099047i,-0.0088139-0.0065373i,-0.014172-0.013853i,-0.020603-0.011282i,-0.021013-0.0035202i,-0.013359+0.0055603i,-0.00056419+0.011465i,0.014549+0.011585i,0.024002+0.0053343i,0.018521-0.0014199i
0.18556+0.081277i,0.29403+0.25654i,0.27148+0.28802i,0.17556+0.26281i,0.13762+0.22598i,0.15463+0.15982i,0.16799+0.088798i,0.16811+0.020488i,0.14837-0.040844i,0.11307-0.073078i,0.073642-0.074621i,0.037217-0.057214i,0.010098-0.032762i,-0.0020342-0.013167i,-0.003931-0.0045504i,-0.0085758-0.0036733i,-0.014069+0.0038717i,-0.012966+0.019757i,-0.0072942+0.027786i,-0.0068798+0.023621i,-0.01226+0.019481i,-0.013867+0.01889i,-0.0078032+0.015916i
0.25693-0.35018i,0.1153-0.38917i,0.11259-0.25928i,0.18985-0.19726i,0.11519-0.2297i,-0.050528-0.17065i,-0.12592-0.05007i,-0.12195+0.0089957i,-0.10439+0.023058i,-0.074846+0.025864i,-0.04145+0.01388i,-0.019059+0.00010126i,0.00026845-0.004195i,0.016449-0.0036432i,0.024466-0.0015604i,0.030358-0.0011548i,0.028982-0.008162i,0.017038-0.018649i,0.0036671-0.022513i,-0.0058203-0.019245i,-0.01108-0.016042i,-0.011981-0.011662i,-0.0087978-0.0055835i
-0.20357+0.71528i,-0.076962+0.60509i,0.036132+0.24531i,-0.0084363+0.022826i,-0.048288+0.09818i,0.040293+0.1621i,0.098991+0.071525i,0.065019+0.004124i,0.042615+0.021023i,0.048115+0.047012i,0.046132+0.053304i,0.0346+0.040136i,0.014583+0.018152i,-0.0029159+0.0058732i,-0.013356+0.0066504i,-0.015097+0.011595i,-0.0057665+0.010057i,0.001695+0.00085397i,0.0025955-0.0058025i,0.0068314-0.0093352i,0.012437-0.014856i,0.009074-0.021348i,-0.0010845-0.021368i
-0.067065-0.59633i,-0.050603-0.67275i,-0.15789-0.49709i,-0.17015-0.27941i,-0.050525-0.2275i,-0.021192-0.23312i,-0.070635-0.14711i,-0.076782-0.048583i,-0.068176-0.024914i,-0.073587-0.040415i,-0.069027-0.043339i,-0.044022-0.028762i,-0.016287-0.015546i,-0.0041897-0.0094691i,0.0013647-0.0038441i,0.0047409+0.0015331i,0.0060126+0.005526i,0.011204+0.0070652i,0.014155+0.002761i,0.0084956+0.0018883i,0.0049447+0.011397i,0.0097328+0.019837i,0.014208+0.017971i
-0.27005-0.016355i,-0.41472+0.31044i,-0.30886+0.51663i,-0.12723+0.48518i,-0.072721+0.35236i,-0.050556+0.25768i,0.029408+0.17954i,0.10478+0.088985i,0.1228+0.024848i,0.097147+0.0071234i,0.059441+0.0069955i,0.020596+0.0039826i,-0.0088047+0.0032106i,-0.016435+0.004989i,-0.012639-0.0028524i,-0.012806-0.015018i,-0.01942-0.016409i,-0.024124-0.0050277i,-0.018686+0.0088124i,-0.0096995+0.012962i,-0.0069612+0.0089216i,-0.0081983+0.0056272i,-0.0043777+0.0042336i
0.80363+0.22514i,0.84021+0.044039i,0.65019-0.077727i,0.43773-0.10222i,0.30226-0.15236i,0.16388-0.21212i,0.014011-0.18707i,-0.075537-0.11391i,-0.088033-0.059088i,-0.055691-0.028865i,-0.018089-0.007115i,0.010729+0.014187i,0.032683+0.028255i,0.03751+0.023841i,0.024052+0.016544i,0.012998+0.020128i,0.011382+0.020664i,0.010136+0.0099472i,0.0069248-0.0011201i,0.0046631-0.0075117i,0.00069494-0.01185i,-0.005658-0.010732i,-0.0091918-0.0059112i
-0.57445+0.082673i,-0.52099-0.035603i,-0.34775-0.1574i,-0.25977-0.17082i,-0.24241-0.026155i,-0.13765+0.1068i,-0.0048404+0.094987i,0.027542+0.049181i,0.00097776+0.051992i,-0.019694+0.061636i,-0.022986+0.047008i,-0.017793+0.0087779i,-0.019962-0.024727i,-0.020382-0.029267i,-0.01124-0.019977i,-0.00088716-0.015408i,0.006981-0.017479i,0.0085683-0.018099i,0.0045065-0.0077584i,0.0064852+0.006709i,0.016423+0.010365i,0.021462+0.0010618i,0.013433-0.0070504i
0.11202+0.02479i,0.24473+0.072105i,0.15344-0.017332i,0.02335-0.083166i,0.05526-0.07336i,0.10893-0.057278i,0.06946-0.032268i,0.026283-0.0050988i,0.019243-0.010854i,0.015623-0.038193i,-0.0064009-0.046091i,-0.030874-0.015312i,-0.028626+0.019015i,-0.010263+0.023591i,0.0036514+0.010301i,0.0052155-0.0042308i,-0.0014312-0.0055654i,-0.00076421+0.0050245i,0.0055577+0.0061915i,0.000945-0.0012483i,-0.0092852+0.00036208i,-0.0097151+0.0086194i,-0.0018796+0.010905i
0.014785-0.45559i,-0.2482-0.31039i,-0.28298-0.0069188i,-0.15395+0.1613i,-0.10524+0.14073i,-0.13186+0.10886i,-0.091729+0.10975i,0.00054043+0.072498i,0.049547+0.015086i,0.046815-0.011171i,0.043189-0.016502i,0.046995-0.030913i,0.032903-0.047299i,0.0070808-0.038334i,-0.0061284-0.011626i,-0.0030738+0.0045875i,-0.0024521+0.0039692i,-0.012778+0.0016698i,-0.019621+0.0047681i,-0.01711+0.0051913i,-0.013936+0.00022299i,-0.011768-0.0029373i,-0.0095232-0.0017538i
-0.13981+0.5225i,-0.083459+0.48337i,0.083292+0.34004i,0.17875+0.15322i,0.1453+0.010021i,0.071119-0.045007i,0.0095323-0.057197i,-0.037118-0.050994i,-0.048848-0.026855i,-0.033371-0.0039385i,-0.028256+0.011534i,-0.034074+0.026718i,-0.030937+0.04088i,-0.017189+0.039952i,-0.0070096+0.027166i,-0.0042442+0.023635i,0.00018441+0.024492i,0.0089067+0.015722i,0.016853+0.001818i,0.019825-0.010739i,0.017845-0.019305i,0.013308-0.020283i,0.011805-0.01619i
0.048179-0.066434i,0.19911-0.15693i,0.19977-0.2118i,0.11-0.18486i,0.027541-0.086346i,0.018087-0.0064354i,0.046656+0.0014723i,0.038936-0.012753i,0.0042862-0.01198i,-0.01941+0.0025107i,-0.0078208+0.022505i,0.029604+0.026598i,0.051377+0.0086979i,0.041313-0.010238i,0.01474-0.01795i,-0.0034302-0.016045i,-0.0038779-0.014832i,-0.0023244-0.0215i,-0.0098686-0.021814i,-0.013252-0.0062609i,-0.0075792+0.0094269i,-0.0050782+0.011718i,-0.011096+0.0051131i
0.11444-0.3878i,0.097156-0.35898i,-0.017422-0.30993i,-0.071388-0.21273i,0.01618-0.13602i,0.082391-0.11312i,0.049806-0.05708i,0.013464+0.022315i,0.0044308+0.061122i,0.011103+0.047688i,0.0080703-0.00017662i,-0.023321-0.030169i,-0.040748-0.019375i,-0.022476-0.0057038i,0.0037063-0.006188i,0.013744-0.011141i,0.009674-0.0054977i,0.0066506+0.011784i,0.0085566+0.019143i,0.0050757+0.013127i,-0.0013164+0.011642i,0.0015396+0.019084i,0.0096534+0.025467i
0.23837+0.2277i,0.019627+0.22238i,-0.14833+0.2441i,-0.16238+0.27539i,-0.096191+0.22223i,-0.062658+0.094197i,-0.047639+0.0015747i,0.0016386-0.032816i,0.045824-0.04253i,0.039346-0.026395i,0.017112+0.0097118i,0.016416+0.030228i,0.019178+0.022652i,0.0082031+0.0074039i,-0.0053196+0.00051682i,-0.0059493+0.00055929i,0.0017001-0.0056232i,0.0032265-0.014065i,0.0013742-0.010967i,0.0036596-0.005679i,0.0060934-0.013098i,0.0025771-0.027517i,-0.0027558-0.03347i
-0.21994-0.0061212i,-0.12177-0.047332i,0.027679+0.019976i,0.0952+0.021282i,0.060885-0.044918i,0.020602-0.05267i,-0.0076291-0.036566i,-0.065451-0.030135i,-0.1002-0.012599i,-0.08259-0.0054052i,-0.054884-0.0096179i,-0.035835-0.012101i,-0.028059-0.011009i,-0.020428+0.003083i,-0.0016503+0.018621i,0.0098617+0.017099i,0.0041277+0.012306i,0.001016+0.015007i,0.010017+0.015304i,0.018164+0.0096437i,0.018332+0.0069399i,0.015053+0.013131i,0.01294+0.019956i
-0.50673+0.24605i,-0.36377+0.38757i,-0.098464+0.26849i,0.021423+0.098728i,-0.030041+0.10604i,-0.029784+0.19594i,0.050823+0.18563i,0.095714+0.095804i,0.083506+0.013987i,0.041033-0.028328i,0.00054666-0.026923i,-0.017182-0.0068341i,-0.020186+0.007187i,-0.012987+0.011665i,-0.0050562+0.0042627i,-0.0052253-0.0057996i,-0.0056592-0.0083213i,-0.0010261-0.0077513i,-0.0010078-0.0071711i,-0.0081272-0.0022689i,-0.0080839+0.0048699i,-0.0014186+0.0028147i,-0.00019155-0.0044558i
0.72834-0.054689i,0.74325-0.059177i,0.49787-0.173i,0.23287-0.21644i,0.14902-0.13313i,0.13415-0.04209i,0.082743+0.026891i,0.050665+0.053293i,0.027864+0.031329i,0.012067+0.013661i,0.019042+0.0018512i,0.021809-0.0088323i,0.021757-0.0056588i,0.02219-0.0031249i,0.016873+0.0015442i,0.013798+0.0096144i,0.010204+0.012384i,-0.0010486+0.014787i,-0.010815+0.016208i,-0.015022+0.013292i,-0.018445+0.0094629i,-0.02005+0.0095656i,-0.019777+0.0095659i
-0.27041-0.18253i,-0.48451-0.36507i,-0.53353-0.29316i,-0.42873-0.11481i,-0.27204-0.025275i,-0.14442-0.020836i,-0.049161-0.034426i,0.012525-0.03928i,0.028894-0.02327i,0.021443+0.010595i,0.022531+0.023741i,0.030163-0.00081174i,0.025271-0.030684i,0.0055492-0.044094i,-0.019198-0.039445i,-0.028629-0.01827i,-0.013248-0.0046315i,0.00092861-0.010759i,0.00079907-0.017464i,0.0031003-0.016467i,0.012715-0.019568i,0.020342-0.028942i,0.019567-0.032022i
-0.10227+0.073403i,-0.05925+0.10819i,-0.046019+0.21193i,0.019199+0.19331i,0.057411-0.000963i,0.0070686-0.1655i,-0.073399-0.1912i,-0.12323-0.11932i,-0.098735-0.031638i,-0.050929-0.007963i,-0.048543-0.0065074i,-0.053912+0.022556i,-0.036431+0.040102i,-0.017597+0.037815i,-0.0029261+0.033505i,0.0071558+0.023868i,0.0080111+0.011744i,0.0047176+0.0055983i,0.00060119+0.0031126i,-0.0073393+0.0013985i,-0.017053+0.00431i,-0.019667+0.011909i,-0.0050309+0.017472i
-0.15122-0.34858i,-0.1109-0.12048i,0.10603+0.084278i,0.27893+0.11533i,0.24006+0.082598i,0.139+0.091551i,0.088294+0.084143i,0.039601+0.045952i,0.0075893+0.019976i,0.015942+0.00073935i,0.0245-0.015274i,0.022053-0.012498i,0.018094+0.00031937i,0.013324+0.0083439i,0.010806+0.0028338i,0.0046567-0.010969i,-0.0067429-0.018138i,-0.0090607-0.01537i,0.0030051-0.0097353i,0.016467-0.0069014i,0.019383-0.0058494i,0.011284-0.00096003i,-0.0035269+0.0066345i
0.27829+0.46626i,0.32465+0.38668i,0.29064+0.080577i,0.15232-0.098507i,0.06175-0.061012i,0.0052575+0.0039897i,-0.067308+0.076005i,-0.046048+0.13412i,0.02082+0.10255i,0.025766+0.045019i,0.0089987+0.021434i,-0.0029441+0.0026295i,-0.015148-0.0097927i,-0.010025-0.010117i,0.004631-0.0074157i,0.013999+0.0001709i,0.014675+0.012397i,0.0053565+0.020594i,-0.004427+0.018065i,-0.0066042+0.01058i,-0.0029345+0.0044376i,0.0034901+0.0018941i,0.0089303+0.00090657i
0.14903+0.0090063i,0.090457-0.24194i,-0.11705-0.31742i,-0.24381-0.19132i,-0.20723+0.034012i,-0.094643+0.23331i,0.046154+0.2612i,0.11906+0.10198i,0.058294-0.047818i,-0.025462-0.059526i,-0.04005-0.028032i,-0.022869-0.027i,-0.003866-0.034161i,0.016694-0.049244i,0.022961-0.071738i,0.020409-0.077982i,0.021536-0.066864i,0.021979-0.046189i,0.018604-0.02201i,0.012945+0.0016354i,0.013172+0.016906i,0.017652+0.0087603i,0.0085692-0.01378i
-0.38542-0.13127i,-0.32349-0.014675i,-0.27076+0.080011i,-0.25692+0.08883i,-0.23655+0.035429i,-0.21231+0.035272i,-0.16437+0.11006i,-0.068765+0.14932i,-0.0081852+0.11308i,-0.00689+0.06511i,-0.0047414+0.040416i,-0.0042882+0.018507i,-0.019282+0.0090093i,-0.023694+0.021193i,-0.015812+0.032729i,-0.016237+0.033706i,-0.018065+0.032534i,-0.0053157+0.035483i,0.0092616+0.038148i,0.01651+0.033039i,0.019803+0.022705i,0.021189+0.01708i,0.028986+0.015896i
0.08291+0.33716i,0.033536+0.57382i,0.15551+0.58585i,0.31534+0.43871i,0.39053+0.24334i,0.42802+0.0099996i,0.36068-0.22513i,0.15848-0.2953i,0.017364-0.1773i,-0.0031779-0.071524i,-0.036109-0.039249i,-0.069344+0.009266i,-0.047006+0.052234i,-0.025648+0.065228i,-0.021679+0.096294i,-0.0027466+0.12542i,0.020543+0.096594i,0.026111+0.033543i,0.019246-0.0043159i,0.010379-0.011847i,-0.0027085-0.015652i,-0.024118-0.016644i,-0.045257-0.0073847i
0.15863+0.027723i,0.30658-0.063556i,0.40791-0.1976i,0.30782-0.33509i,0.14499-0.36432i,0.034739-0.32901i,-0.076353-0.22152i,-0.13826-0.051021i,-0.10487+0.059117i,-0.060179+0.087318i,-0.017746+0.082668i,0.028298+0.042107i,0.038686+0.0077252i,0.042651+0.011572i,0.069615+0.0078386i,0.088097-0.018104i,0.064918-0.034418i,0.016354-0.025561i,-0.014283-0.00021717i,-0.016641+0.022282i,-0.0031832+0.031738i,0.018635+0.027504i,0.032289+0.012484i
-3.3302+7.7378i,-1.3011+6.0843i,2.5033+5.0783i,4.691+1.7207i,4.277-1.4747i,2.2987-2.7113i,0.39229-1.7389i,-0.22698-0.042747i,0.46789+0.85666i,1.492+0.45839i,1.7242-0.62819i,1.2319-1.4533i,0.70036-1.5492i,0.57235-1.0688i,0.78716-0.73993i,0.61447-0.63451i,0.1066-0.34911i,-0.13491-0.11573i,-0.17892-0.14734i,-0.16368-0.16578i,-0.010796-0.17843i,0.13637-0.35496i,0.082267-0.49219i
-0.10381+0.012444i,-0.15772+0.2987i,-0.17293+0.34993i,-0.21675+0.14946i,-0.29295-0.08177i,-0.314-0.21883i,-0.29108-0.28482i,-0.26134-0.24751i,-0.19691-0.10097i,-0.087206-0.0034561i,-0.018338-0.013244i,-0.018987-0.020706i,-0.01206+0.0097898i,0.032833+0.050789i,0.11165+0.084967i,0.18405+0.072241i,0.17494+0.017287i,0.097117-0.021005i,0.0333-0.019131i,0.0075589-0.0063695i,-0.01184-0.0049116i,-0.029922-0.0011235i,-0.02501+0.016247i
-0.2483+0.32682i,-0.24529+0.47657i,-0.0086923+0.44616i,0.12273+0.33107i,0.14183+0.32939i,0.24001+0.37914i,0.3033+0.33978i,0.21036+0.22184i,0.088835+0.0969i,0.021207+0.022452i,-0.0094877-0.00639i,-0.020137-0.014359i,-0.027044-0.0030041i,-0.038408+0.0095352i,-0.065794+0.015937i,-0.090098+0.029359i,-0.078256+0.03586i,-0.044572+0.020104i,-0.020521+0.0077746i,-0.0043534+0.018045i,0.011223+0.024203i,0.015656+0.012643i,0.0094758-0.003303i
0.18595+0.3259i,0.37192+0.10932i,0.33717-0.17122i,0.11699-0.35062i,-0.13169-0.39936i,-0.30374-0.35157i,-0.31457-0.20586i,-0.17414-0.043738i,-0.048203+0.032547i,-0.0071315+0.04736i,0.01985+0.041746i,0.040843+0.011656i,0.037716-0.017824i,0.029711-0.031558i,0.021494-0.041074i,0.0074298-0.041857i,0.0010932-0.026395i,0.0091432-0.010031i,0.010679-0.0056237i,-0.0062139-0.0037384i,-0.021485+0.000762i,-0.017334-0.0010627i,-0.0049649-0.011286i
-0.12992-0.43684i,-0.17571-0.37656i,-0.18012-0.2302i,-0.075078-0.10823i,0.039738-0.062542i,0.094409-0.0849i,0.099329-0.14755i,0.049938-0.17016i,-0.0026733-0.12443i,-0.0089153-0.075005i,-0.014299-0.051623i,-0.025252-0.01617i,-0.013393+0.021878i,0.0011136+0.030784i,0.009596+0.022447i,0.01673+0.0072453i,0.011948-0.0092636i,0.0014696-0.013278i,-0.004721-0.01004i,-0.0076541-0.0089751i,-0.012007-0.0063511i,-0.023024-0.00035895i,-0.033598+0.01594i
