-0.0011189+0.00052745i,-0.00029129-3.6417e-05i,-0.0013635-0.0017841i,-0.0014984-0.00080097i,-0.0010232+0.00081713i,-0.0010388+0.00034106i,-0.0003173-1.8391e-05i,0.00020658+0.00081529i,0.00042852+0.00068432i,0.00091639+0.00090675i,0.0012542+0.001631i,0.00025638+0.001492i,-0.00061958+0.00033451i,-0.00014371-0.00038186i,3.6196e-05+0.0001822i,-0.00034509+0.00053303i,0.00081053+0.00031044i,0.0015235-0.00025051i,0.00078693+8.6274e-05i,0.00018252+0.00035734i,4.0677e-05-0.00063611i,0.00043972-0.0003475i,-9.9292e-05+0.00053452i
0.0023592-0.0051458i,0.001249-0.0041244i,-0.001154-0.0028597i,-0.0024283-0.0008544i,-0.001602+0.00019985i,-0.00054729+0.00062413i,-0.00022123+0.00064085i,-0.00028578+5.0458e-06i,-0.00038144-0.00013071i,-0.0010359+0.0002247i,-0.0014995+0.00067176i,-0.00059242+0.00034613i,0.00012827+3.6354e-05i,-3.5728e-05-0.00027444i,-4.5844e-05-0.00020397i,-0.00020935-0.00012422i,-0.00025627+9.1573e-05i,-0.00096924-8.0616e-05i,-0.0015647-0.00027487i,-0.0013292-0.0003111i,-0.000539-0.00014473i,0.00056831-0.00041268i,0.00019809-0.001426i
-0.0015127+2.4852e-05i,-0.0019437-5.9802e-05i,-0.0012706+0.0011458i,-0.00079201+0.0014811i,-0.00099485+0.00086119i,-0.0013486-9.6018e-05i,-0.0011904-0.00053699i,-0.00056657-0.00031362i,0.00020653+0.00010017i,0.00073828+0.00057891i,0.00095513+0.00093944i,0.0008798+0.00065291i,0.00054674-0.00029597i,0.00014614-0.00068427i,9.5234e-06+9.6797e-05i,-0.00042382+0.00027332i,-6.702e-05-3.5297e-05i,0.00079848-0.0003669i,0.00098295-0.00075017i,0.00070264-0.00022652i,2.3609e-05+0.0005216i,-0.00036993+0.00037912i,-0.00068236-0.00048704i
0.00037086+0.0010433i,0.00027258+0.0015925i,-0.00030029+0.0014256i,0.0001036+0.00074693i,0.0001126+0.0008473i,-0.00065101+0.00027296i,-0.0010197-0.001207i,-0.0012327-0.0012616i,-0.0012064-0.00085334i,-0.00062452-0.00082858i,-2.8845e-05+5.6445e-05i,-0.00020031+0.0013213i,-0.00024291+0.00053322i,0.00042539-0.00075841i,0.00085271-0.00051089i,0.0004684-0.00029686i,-3.5838e-05-0.00057076i,0.00050266-0.00056723i,0.00097672-0.00045442i,0.0010146-0.00053481i,0.00096033-0.00028047i,-0.00017275+0.00025738i,-0.0008238+0.0002183i
0.0016367-0.004069i,0.0024088-0.0026614i,0.0010398-0.0020821i,-0.0011084-0.0015734i,-0.0007621-0.00063611i,0.00069223-0.00015621i,0.001154-0.00044767i,0.00097163-0.00045444i,0.00088254+0.00017199i,0.00062308+0.00073742i,0.000107+0.00055963i,5.5433e-05+0.00030575i,-0.00028405-6.4165e-05i,-0.00061443-0.00016527i,-8.6723e-05-7.5845e-05i,0.0004352+0.00027486i,0.00033627+0.00041557i,0.0005987+2.2753e-05i,0.0010964-0.00013322i,0.00033797-0.00035319i,-0.00046175-0.00091601i,-8.8811e-05-0.001269i,0.00035188-0.0011173i
0.00047345+0.00065252i,-0.00033113+0.0011003i,-0.0012351+0.0004198i,-0.00089166+0.00050769i,-0.0001116+0.00113i,0.0007348+0.00038389i,0.00034263-0.00039061i,-0.00065019-0.00016216i,-1.1155e-05-0.0001442i,0.00044271-9.5953e-05i,4.0107e-05-0.0004965i,-0.00021504-0.0012021i,8.1815e-05-0.00036894i,0.0005671+4.912e-05i,0.00063862-0.00041866i,0.00053589-0.00072659i,0.0004983-0.00031578i,0.0002859+6.6518e-05i,8.4503e-05+2.7284e-05i,0.00068157-0.00040413i,0.00092069-0.00048244i,0.00035589-0.00043311i,0.00034444-0.00062129i
-0.00070916+0.0014529i,-0.00074357+0.0012509i,-0.00011729+0.0017451i,0.00021544+0.0012177i,-0.00022249-5.6385e-05i,-0.0006421-0.00057507i,-0.0012733-0.00094218i,-0.0018379-0.00089618i,-0.0013886-7.3244e-05i,-0.00055059+0.000642i,0.00026392+0.00098785i,0.0010233+0.00080194i,0.00085208+0.00037573i,0.0004292+0.00052209i,-5.2491e-05+0.00026273i,0.00011826-0.00034334i,0.00013116-0.00039128i,-5.7704e-05-0.00042554i,-3.5198e-06-0.00014358i,-0.00020336+0.00026863i,0.00025917+0.00020355i,3.5875e-06-0.00019863i,-0.00025077-0.00056807i
-0.0042303+0.00068712i,-0.002595+0.0012035i,-0.00099025+0.0010434i,5.2781e-05+0.00027252i,0.0001455-0.00022111i,-8.4659e-05-0.00063467i,-0.00069909-0.0013092i,-0.0012775-0.0010974i,-0.00090935-0.00084533i,-0.00021473-0.00042968i,-0.00017444-0.00038046i,4.4245e-05+1.5786e-05i,-3.1852e-05+0.00018197i,-0.00045267+7.6642e-05i,0.00030894-0.00042734i,0.00056781-0.00077243i,-0.00021685-0.00059567i,-0.00072563-0.00062429i,-0.00090728-0.00031065i,-0.0013309-0.00027556i,-0.00082823-0.00047041i,-0.00040508+0.00021172i,-0.00068447+0.00086517i
-0.00089719-0.0022121i,-0.00080502-0.0014807i,-0.0018505-0.0011949i,-0.0011602-9.9097e-05i,0.00013382+0.001064i,-9.9446e-05+0.00059354i,-0.00098496-0.00066406i,-0.00098142-0.00084431i,-0.00064289-0.00065223i,0.00022467+0.00011775i,8.9105e-05+0.0013141i,-0.00049543+0.0013073i,-0.00057577+0.00094334i,-0.00055359+0.00060514i,0.00039864+0.00054524i,0.001074+0.0008014i,0.0010102+0.00078168i,0.00079364+0.00033428i,0.00083068-5.4669e-05i,0.00040739+0.00053319i,0.00018061+0.0011676i,0.00027774+0.00076699i,0.00039848+0.00015421i
-2.8449e-05-0.0013123i,-0.0014587-0.0019403i,-0.002148-0.00081541i,-0.00082596+0.0014643i,0.0006404+0.0021397i,0.001045+0.0014287i,0.00053415+0.00024754i,0.00041993-0.00023761i,-0.00084325+6.2757e-05i,-0.001548+0.00062451i,0.00030644+0.0007445i,0.0012657+0.00093442i,2.9976e-05+0.0007834i,-0.0010621+1.7721e-06i,-0.0011567-8.6134e-05i,-0.00039739+9.4315e-06i,0.00036272-0.00084665i,0.00043135-0.0011935i,0.00088876-0.00012062i,0.00043314+3.6317e-05i,-0.00056328-1.0031e-05i,-0.000236-0.00059264i,-0.00016433-0.00064493i
-0.0019717-0.00066237i,-0.002149-0.0012095i,-0.002492-0.0012279i,-0.0016829-0.00010775i,-0.00039652+0.0016031i,0.0008712+0.0020572i,0.0017562+0.0018998i,0.0013142+0.0014523i,8.9073e-05+0.0004588i,3.5854e-05+0.00021153i,0.00088774+0.00017773i,0.0010445+1.1875e-05i,0.00023758-0.00019966i,-0.0002356-0.00053257i,-0.00052047-0.00048418i,-0.00048382-3.3299e-05i,-0.00032227+0.00022907i,0.00029095+0.00028753i,0.00082406+0.00037269i,0.00048089+0.00031032i,7.4592e-05+0.00022409i,-0.00021454-0.00067475i,-2.323e-05-0.0015917i
-0.005612-0.0029375i,-0.0040192-0.00076576i,-0.0034393+0.003005i,-0.00047804+0.0044659i,0.0013946+0.0032379i,0.0019587+0.0009876i,0.0011163-0.00114i,9.9711e-05-0.0014452i,4.4287e-05+0.00037645i,0.00022912+0.0019567i,0.0009419+0.0017424i,0.0018009+0.00070733i,0.0022264+0.00029783i,0.0018401+0.00077447i,0.0011859+0.0014544i,0.00031913+0.0016567i,-0.0002785+0.00062085i,-0.00016279+8.5999e-05i,0.00016894+0.00028653i,-0.00015006-0.00021801i,-0.00042284-0.00033358i,0.0002718-0.00034221i,0.00082217-0.00040851i
-0.0062172-0.011313i,-0.0055696-0.0087006i,-0.011036-0.0013757i,-0.0082594+0.0056728i,-0.0017378+0.0086748i,0.0026337+0.0058783i,0.0024825+0.00095515i,-3.7578e-05-0.00041846i,-0.001952+0.00051215i,-0.0020398+0.0028495i,0.00015009+0.0047547i,0.0022571+0.0037716i,0.003002+0.0020464i,0.0020216+0.00084894i,0.0014527+0.0011527i,0.0015708+0.0020973i,0.0011189+0.0012344i,0.00082037-0.00010028i,0.00077928-0.00026022i,0.00036479+0.00014323i,0.00059697+0.00010905i,0.0014311+0.00041015i,0.00054134+0.00041611i
0.0097622+0.005747i,0.0077478+0.0037851i,0.0076855-0.0027278i,0.0037677-0.0078001i,-0.00099019-0.0089689i,-0.0032553-0.0058669i,-0.0024866-0.0012425i,4.3579e-05+1.8992e-05i,0.0020798-0.0012051i,0.0015644-0.0028083i,-0.00081867-0.0032238i,-0.002813-0.0017119i,-0.0030086-0.00091574i,-0.0022772-0.00125i,-0.0013472-0.0014475i,-0.00065282-0.001195i,-0.00013098-0.0004736i,-0.00018151+0.00018895i,-0.00026797-9.9303e-05i,-0.00051097-0.00073865i,-0.0010323-0.00021771i,-0.0012153-0.00079914i,-0.0012977-0.0011144i
-3.1541e-05+0.0025214i,0.00071317+0.0016833i,0.002659+0.00083061i,0.00241+6.1454e-05i,0.0002629-0.0018641i,-0.0016208-0.0018418i,-0.0018139-0.0004679i,-0.0012943-3.0896e-06i,0.00021941-0.0002631i,0.0012631-0.00036394i,0.0004479-0.00093162i,-0.00035565-0.0014843i,-0.00061231-0.0010765i,-0.0002933-0.0012467i,0.00013556-0.0017005i,0.00010328-0.0011399i,-9.9042e-05-0.00013648i,-0.00036338-0.00024415i,-0.00059495-0.000353i,-0.000291+0.0002437i,0.00054176+0.00044981i,0.00022668+3.7309e-05i,-0.00039472-0.00047186i
0.0026468+0.001152i,0.0014535+0.0020152i,0.0022416+0.0011532i,0.0019327-0.00045884i,0.0012774-0.0015837i,0.00080272-0.0019059i,0.00098408-0.00164i,0.000979-0.0007853i,0.00041907-0.00058082i,-2.6325e-05-0.00049943i,-0.00029639-0.0012384i,-3.0596e-05-0.0016474i,0.00062168-0.0012721i,0.00086967-0.00078337i,0.00021576-0.00069251i,-0.0009182-0.00041132i,-0.0016811+0.00099412i,-0.0014+0.00061792i,-0.00082645-0.00014669i,-0.00011004-0.00037142i,0.00066117-0.00048003i,0.00058964+6.0606e-05i,-0.00022801+6.8357e-05i
0.0027983+0.00051802i,0.0029339-0.0003004i,0.0023661-0.0010535i,0.0011397-0.00098898i,-0.00056454-0.00062678i,-0.0012626-0.0003233i,-0.00043943-0.0001766i,0.00016092+4.2161e-05i,5.6266e-05-0.00048744i,-5.6474e-05-0.00048857i,-0.00074836+6.6088e-05i,-0.0013544-0.00014084i,-0.0010444+0.00016226i,-0.00070497-0.00011858i,-0.00065154-0.00057406i,-0.00046011-0.00034176i,0.00025832-0.00040248i,-0.00013369+0.00054958i,-0.00053862+0.00074371i,5.5879e-05+0.00012791i,0.0004618-0.00065993i,7.2471e-05-0.0010674i,-6.4189e-05-0.00030296i
0.00091336+0.0021022i,0.00070969+0.0014603i,0.00092856-4.219e-05i,-0.00016396-0.0015637i,-0.00078883-0.00253i,-0.0013799-0.0024483i,-0.00097039-0.0015551i,6.8644e-05-0.00017508i,0.0001668+0.0001702i,0.00016966-0.00089945i,7.1495e-05-0.0013213i,-0.00064678-0.00065608i,-0.0013069-0.00027489i,-0.0010286-0.00056822i,0.00010929-0.00089197i,0.00028938-0.00077517i,0.00022954-0.00068577i,0.0004803-0.00050109i,0.00036497-0.00021919i,0.00039305-0.0001474i,0.00069629-6.5104e-05i,0.00012951-0.00011851i,-0.00014502-8.7056e-06i
0.00092829-6.4418e-05i,0.00031178-0.00027734i,0.00097044+7.3058e-05i,0.00046936+0.00026627i,-0.0002746-0.00063634i,-0.00096849-0.0010139i,-0.0013186+0.0001748i,-0.00064134+0.00047416i,-9.6827e-06+3.3361e-05i,0.00032257-0.00053929i,0.00031382-0.00029655i,-0.00019588+0.0003559i,-0.00065142+0.00040476i,7.1363e-05-0.00011005i,0.00052565-0.00075808i,-0.00032807-0.00051177i,-0.00016254-0.00073285i,0.00012502-0.0011227i,-0.00074081-0.00046742i,-0.00041816-1.9717e-06i,0.00023213-0.0003466i,-6.2574e-05+9.5047e-05i,-0.00056613+0.00065305i
0.0035809-0.0013683i,0.0034824-0.00097055i,0.0023258-0.00072597i,0.00058605+0.00023491i,-0.00094008+0.00061414i,-0.0012533+0.0001673i,-0.00064402-0.00014093i,-0.00039525+0.00025182i,-0.00065378+0.00064102i,-0.00041549+0.00020547i,-0.00016657+0.00026092i,-0.0013453+0.00065064i,-0.0011017+0.00098375i,-0.00022766+0.0010843i,0.00033707+0.000465i,0.00068672-0.0002007i,0.0005771-7.6479e-05i,0.00022319+0.00024804i,0.000137-0.00022693i,0.00021368-0.00032467i,-0.00055801-0.00025101i,-0.00092884-2.0615e-06i,-0.00098489-0.00048587i
0.0011018-0.0019947i,0.00035684-0.0024877i,-0.00041294-0.0028984i,-0.0015285-0.0034072i,-0.0019346-0.0022587i,-0.0016879-0.00066025i,-0.00060924-0.00019075i,-8.5819e-05-0.00067467i,0.00022309-0.0004823i,0.00040243-0.00022911i,0.00042371-0.00032753i,0.00054651-3.2525e-05i,0.00035259+0.00031959i,1.7564e-05+0.00050087i,-0.00033139+0.00020563i,0.00013156-0.00062684i,0.00058684-0.00067587i,0.00063359+0.00016555i,0.00038525+0.00034661i,3.4564e-05-9.9073e-06i,0.00040125+0.00037812i,0.00057945+0.00040616i,-9.6472e-06+0.00021475i
0.00057308+0.00026897i,0.001156+0.00055269i,0.00088683+0.00033768i,-8.3232e-06-0.00036671i,-0.00099336-0.0016343i,-0.00078213-0.0015245i,-4.4807e-05-0.00073292i,7.1946e-05+2.2468e-05i,0.00052256+0.00020058i,0.00071799-0.00045964i,0.00042139-0.00028422i,-6.9021e-05-0.0003525i,-0.0011592-0.00059391i,-0.0014344-0.00018793i,-0.00045189-1.7706e-05i,-0.00040736-0.00027105i,-0.00096829-0.00051348i,-0.00068943-0.00068873i,-0.00062587-0.00046991i,-0.00078782+0.00036185i,5.7639e-07+0.00063023i,0.00029641+0.00057891i,-0.00023208+0.00033403i
0.0015134-0.0002635i,0.0020441-8.1216e-05i,0.0028742-0.00046718i,0.0017163-0.00098483i,0.00093867-0.00090734i,-0.00026445-0.00088946i,-0.00052627-0.00064143i,-0.00017887-1.4e-05i,0.00028343+0.00052799i,0.00042837+0.00021279i,6.6308e-07+7.2194e-05i,-0.00055905+8.4354e-05i,-9.2607e-05+0.0001627i,0.00019248-0.00013696i,0.00028763-0.0010864i,0.00017833-0.0013028i,-0.00063775-0.00068404i,-0.00062915-0.00021263i,-0.00027641-4.9041e-05i,-0.00013529+3.6272e-05i,0.00021389-0.00044968i,-0.00073425-0.00035275i,-0.0015488+0.00033464i
0.0015935+0.00099481i,0.0020392+0.00034703i,0.001265-0.00036876i,3.8906e-05-0.0002143i,-0.00028897-0.00022691i,-0.0001109-0.00047613i,0.00011212-0.0003839i,-0.00028191-8.802e-05i,-0.00069261+0.00064479i,-0.00041119+0.00095361i,9.2113e-05+0.00084594i,5.5068e-06+0.00069402i,0.0001383-1.012e-05i,0.0004252-5.0826e-05i,0.00042732-0.00024304i,0.00015292-0.00078898i,-0.00015692+2.9893e-05i,-0.00017648-0.00011411i,-0.00064999-0.0014319i,-0.0010979-0.0010013i,-0.00055827+0.00012644i,-0.00044347+0.00020994i,-0.00041359+0.00012775i
0.00042754-0.001072i,0.00060809-0.0021692i,0.00014783-0.0012032i,-0.00065384-0.00026068i,-0.0012468-0.00030163i,-0.0017979-0.00076985i,-0.00078121-0.0010543i,0.00017319-0.00059837i,0.00053243-2.841e-05i,0.00067609+0.00013849i,-4.3302e-05+0.0002018i,-0.00055411+0.0003488i,-0.00019958+0.00020576i,-1.4742e-05+0.00049318i,2.0827e-06+0.00059763i,0.00016374+3.5294e-05i,0.00030403-0.00018868i,-0.00021385+0.0001829i,-0.00064933+0.00047694i,-0.00052655+0.00022113i,-0.00044204+0.0001983i,-0.00050849+0.00052939i,-0.00048535+0.00054123i
8.2859e-05+0.0020181i,0.0013778+0.0029137i,0.0015317+0.0020439i,0.00068601+0.00064682i,0.00093327-0.00044655i,0.00095056-0.0011051i,-2.0619e-05-0.00093373i,-0.00087095-0.00017224i,0.00014019+0.00071933i,0.0022192+0.00024349i,0.0020945-4.0527e-05i,0.00057554+0.00024603i,0.00022024-0.00025789i,0.00021914-0.00047944i,0.00021189+0.00035974i,0.00031169+0.00014636i,0.00035329-0.00026149i,0.00011718-0.00021616i,-0.00021284+0.00016565i,0.00013406+0.0002465i,0.00047137-0.00011189i,0.00029146+0.00024572i,1.2195e-06-0.00028576i
0.0014481-0.0013516i,0.00062672-0.0010178i,-0.0002291-0.0013754i,-0.0010541-0.00066525i,-0.0013825+0.00017652i,-0.00097919-0.00025169i,-0.00055084-0.00082267i,-0.00017218-0.00015822i,-0.00074592+0.00065006i,-0.00040434+0.00089137i,0.00045329+0.0012998i,0.00019391+0.0010402i,-0.00038058+0.00021692i,-0.00064372-0.00032229i,-0.00041995-0.00010223i,1.612e-05-2.0705e-05i,0.00032388-4.2117e-05i,-0.00016077+0.00017464i,-0.00024595+0.00019451i,-0.00023756-0.00013138i,-0.00060604-0.00043079i,-0.00038741-0.00055615i,-0.00061303-0.0007619i
-0.00044256+0.0011039i,6.0474e-05+0.00032173i,0.0010255-0.00074531i,-6.2568e-05-0.0015431i,-0.001187-0.0018294i,-0.00046084-0.00066438i,0.00038452+0.00064988i,-2.0643e-05+0.00059826i,-0.00032034+0.00032786i,-0.00085674-9.3762e-05i,-0.00077902+0.00016656i,2.6203e-06+0.00078934i,0.00057132+0.00044931i,0.00075722-0.00011459i,0.00060876-0.00063446i,0.00043298-0.0006557i,0.00032015+0.00019917i,0.00013974+0.00052042i,-0.00037736+1.7424e-05i,-0.00074526+0.00016333i,-0.00028579+0.0002517i,0.00016739-0.00038737i,-5.3427e-05-0.0010322i
-0.00019323-1.7921e-05i,0.00051494-8.6755e-05i,0.00020327-0.00059043i,-0.00039477-0.00051121i,0.00040817-0.00024825i,0.00095344-0.0003207i,0.00033425-0.0010667i,-0.00023979-0.001372i,-0.00042331-0.00073032i,-0.00078098-0.00020359i,-0.001285-0.00013514i,-0.0013566+0.00015913i,-0.00068721+0.00054991i,-3.0729e-05-3.8282e-05i,0.00046547-0.0011332i,0.00057708-0.0017522i,0.00067591-0.00087445i,0.00036739+0.00013924i,-0.00070688+0.00018397i,-0.0010411-0.00033321i,-0.0010092-0.00053048i,-0.0005932-0.00053839i,-0.00014301-0.00022762i
0.0052709+0.00028577i,0.0039565+9.8057e-05i,0.0021739-0.00039923i,0.00027562-0.00067918i,-0.00013855-0.0011747i,-0.00078427-0.0015683i,-0.00097989-0.0010736i,-0.00028725-5.4921e-06i,0.00034035+0.00044077i,-5.4574e-06+6.948e-06i,-0.00077453-0.00043995i,-0.00097087-0.00072496i,-0.00020564-0.00038385i,-3.0842e-05-0.00068634i,-0.00042873-0.00078094i,-0.00037376-0.00031131i,-0.00045632-0.00044625i,-0.00051803-0.00036827i,-0.00044438-9.2248e-05i,9.1611e-05+0.00014136i,0.00042321-5.7984e-05i,-0.00044464-0.00032353i,-0.00066215-0.00075886i
-0.0010544-7.1216e-05i,-0.00065441-0.00031441i,-0.00018534-0.00071882i,-0.00034508-0.00040202i,-0.00054823+0.00031951i,-0.00017916+0.00010684i,-0.0002399-0.00034525i,-0.00039144+0.00044836i,0.00018216+0.00098043i,0.00045719-0.00010338i,0.00081466-0.00050621i,0.0009601+0.0002945i,0.00049162+4.3422e-05i,-0.00029493-0.00058778i,-0.00053249-0.00089652i,-0.0013228-0.00039313i,-0.0011822+0.00044552i,-1.6359e-05+0.00080715i,0.00047393+0.0010129i,0.00030953+0.00087152i,0.00056721+0.00014401i,0.00078716-0.00082858i,0.00032103-0.0010457i
-0.00071502+0.002027i,-7.2e-05+0.0015569i,0.00022181+0.0010638i,0.00018317-0.00015227i,0.00046416-0.0018855i,0.0012129-0.0019819i,0.0010922-0.0010244i,0.0008044-0.0002688i,0.00068955+0.00078661i,0.00054832+0.00036768i,0.00032304-0.00032841i,-0.00038372-0.0001359i,-0.00079314-0.00082543i,-0.00020515-0.0010937i,-2.7007e-05-0.00029873i,-0.00041909-0.0008301i,-0.00061955-0.0016905i,-0.00051456-0.0010605i,0.00027227-0.00032546i,0.00069593-0.00054212i,0.00056943-0.00094535i,0.0007583-0.0004185i,0.00079853-0.00020843i
0.0031622+0.00056204i,0.0022834+0.0016082i,0.0018113+2.149e-05i,0.0016366-0.00081129i,0.00093288-0.00073226i,0.00054996-0.0011615i,8.9735e-05-0.00091045i,-0.00023305-0.00034964i,-0.00020655-0.00037904i,-3.6632e-05-0.00011295i,-0.00034276-0.00043822i,-0.00084955-0.00040183i,-0.00026452+0.00047754i,0.00033991+0.00024805i,-6.63e-05-0.00095921i,0.00016861-0.00059559i,0.00038865+0.0005435i,8.8314e-05+0.00049991i,9.0974e-05+0.00012473i,-0.00055693+0.00010898i,-0.00083627+4.5278e-05i,-0.00045598+0.00026545i,-5.1039e-05+0.00040123i
9.0715e-05+0.00090643i,-0.00023142-0.00031053i,-0.00022274-0.00041738i,-0.0010253-0.00033824i,-0.001251-0.00073583i,-0.00084841-0.00024732i,-0.0012215-0.00010371i,-0.0013225-0.00069493i,-0.0010099-0.00020015i,-0.00063044+0.00055275i,-0.00065584+0.0010154i,-0.00079631+0.0014305i,-0.00076006+0.00070614i,0.00011913+6.3644e-05i,0.001222+9.2895e-05i,0.00048328+0.0006146i,-0.00026475+0.0007526i,0.00038523+0.00012556i,0.0011137-5.6879e-05i,0.00063472+9.8554e-05i,0.00031088+0.00048406i,0.00065204+0.00074881i,0.00045315+0.00029288i
0.0011559-0.0016695i,0.0012565-0.0014649i,0.0002952-0.002368i,-0.0013141-0.001573i,-0.0015588-0.00063869i,-8.5779e-05-0.00039044i,0.00039117+0.00021707i,-0.00043189+0.00026727i,-0.00076193+7.5671e-05i,-0.00071732+0.00022316i,-0.00070475+0.00020764i,-0.00042766+0.00029643i,-0.00015989+0.00050547i,0.00026722+0.00014142i,0.00044623-0.00010501i,0.00068174-0.00023111i,0.00077627-0.0010388i,-0.00018369-0.00088223i,-0.0004699-0.00024465i,1.0156e-05+0.00028037i,0.0004337+0.00053495i,0.00085438+0.00035446i,0.00039473-3.988e-05i
0.002049-0.0013349i,0.00043453-0.00066814i,0.00017893-0.00010749i,0.00043784+0.00012542i,0.00038738-0.0005769i,0.00032071-0.00089362i,7.822e-05-0.00012338i,0.00050138+0.00013613i,0.0010092-0.00013738i,0.00049823-0.00040795i,-0.00025579-0.00049005i,-0.00092378-0.00011711i,-0.00039057+0.00020462i,-0.00010795-0.00010524i,-0.00067944-0.00022819i,-0.00048846+0.00014628i,2.5524e-05+0.00040053i,0.00062975+5.3931e-05i,0.0008919+0.00019789i,0.00077188+0.0010616i,-0.00041475+0.00091688i,-0.0013309+0.00043262i,-0.0010491+0.00022148i
0.0010778+0.0019702i,0.001628+0.0015478i,0.0017157+0.0012639i,0.00081779+0.00036284i,0.00060978-0.00077336i,0.00068872-0.0011241i,7.3463e-06-0.0011023i,-0.00030696-0.001015i,0.00023885-0.00029396i,0.00013614+4.4018e-05i,0.00017953+0.00049871i,5.9898e-05+0.0010064i,0.00011251+0.00050644i,0.00045403+0.00013165i,0.00027777+4.4985e-05i,0.00042992-0.00065381i,0.00059673-4.5336e-05i,-0.00025306+0.00085696i,-0.0012615+0.00046335i,-0.0010999-0.00022529i,-0.00027278-0.00094958i,-0.00015423-0.00069447i,-0.0010399-0.00019989i
-0.00018476+0.0011984i,0.0002095-0.00010371i,0.00086991-0.0023501i,-0.00029101-0.0030026i,-0.0017761-0.0020967i,-0.0016008-0.00099561i,-0.00051926+9.2141e-05i,-0.00039829+0.00037887i,-0.00013498-0.00031421i,0.00054519-0.00054317i,0.00015734-4.9657e-05i,-0.00051557+0.00016585i,5.4193e-05-1.1788e-05i,0.00055876+0.00033864i,0.00019897+0.00051227i,-0.00041213-8.885e-05i,-0.00029242-0.00015519i,0.00031524+2.6257e-05i,5.2834e-05-3.9195e-05i,-0.00056925-0.00011503i,-0.00092135-0.00024402i,-0.0008797+0.00010792i,-0.00066576+5.7829e-05i
0.0022424-0.0012536i,0.0025453-0.00055153i,0.0019818-0.00099949i,-0.00023666-0.0022467i,-0.00095281-0.0019902i,-0.00095992-0.0009617i,-0.0003643-0.000867i,-3.6017e-05-0.00099578i,-0.00010701-0.00057298i,-2.0083e-06-0.00036262i,-0.00026404-0.00055534i,-0.00066484-0.00047101i,-0.00098161-0.00012496i,-0.00039263+0.00025489i,0.0004729+0.00022284i,0.00053935-0.00053132i,1.5529e-05-0.0007931i,-0.00054025-0.00020229i,-0.00087578-4.1036e-06i,-0.00051655-0.00052517i,-0.00013767-0.00094135i,-0.00019048-0.00038259i,-0.00029734+0.00052978i
0.0016522-0.00054892i,0.00067835-0.00066474i,0.00013977-0.0003927i,-0.00043512-0.00046496i,-0.001161-0.0014149i,-0.0010497-0.0016045i,-0.00034945-0.00034861i,-0.0004664+0.00065829i,-0.00049645+0.00057391i,0.00013497-0.00033808i,0.00057144-0.00046047i,0.00060405-0.0005985i,-0.00049239-0.0013109i,-0.00022113-0.001194i,0.00027131-0.00012885i,-0.0002733+4.9419e-05i,-0.00012367-0.00044322i,-0.0004374-0.00029253i,-0.00019597-0.00022955i,0.00018213+0.00010465i,-0.00031216-9.501e-05i,-0.00093081-0.00055601i,-0.0014833-0.00031308i
0.0008221+0.002789i,0.0011989+0.0025113i,0.0015233+0.00082579i,0.0010071+0.00059678i,0.00056699+0.0014228i,0.00043885+0.0006294i,-0.00014979-0.00023287i,-0.00044802-0.00044223i,-0.00057007-0.00055481i,-0.00077025+0.00015508i,-4.9416e-05+0.00037898i,0.00020402-7.9097e-05i,0.00024574-0.0002367i,0.00035095-0.00022132i,-0.00039798+0.00072023i,-0.00062068+0.0010622i,-0.00019542+0.00037523i,0.0002559+0.00011058i,0.00028295-0.0005015i,-0.00037067-0.00060049i,-0.00051376+5.884e-05i,-0.00014326+0.00071124i,0.00020273+0.0010184i
-0.00071197-0.0016818i,-6.2147e-05-0.0011922i,-0.00051734+0.00061252i,-0.0008695+0.0016123i,-0.0004339+0.0010383i,0.00015505-0.0006818i,0.00037816-0.001506i,0.00045963-0.00034337i,0.00030563+0.00093617i,8.6787e-05+0.0016448i,0.00063065+0.0011711i,0.0014253+0.00023524i,0.0013969+0.00022552i,0.0010135+0.00038185i,0.00099276+4.2931e-05i,0.00065356-0.00031642i,-0.00011532-0.0005716i,-0.00048124-0.00099674i,-0.00041184-0.001099i,0.00020263-0.00076914i,0.00076232+0.00042723i,0.00044884+0.0011426i,0.00011823+0.00061214i
0.0010453+0.0011273i,0.0016288+0.00033572i,0.0028416+0.00032398i,0.0027513-0.00056795i,0.0011666-0.00078538i,4.5352e-05-0.0012726i,-0.00014323-0.0010069i,-0.00052084+0.00021331i,-0.00022415+0.00049529i,0.00058698+0.00031721i,0.00074656+0.00030505i,0.00077886-0.00026294i,0.00094208-0.00054616i,0.00056579-0.00012105i,0.00051268+0.00024444i,0.00086638+0.00030878i,0.00051326+0.0012803i,0.00023777+0.0012139i,0.0001041+8.7221e-05i,0.00013063-0.0009062i,-0.00010856-0.00082651i,-0.00045349-0.00033199i,0.0002103-0.0008598i
