-0.0011074+0.00088047i,0.00017358-0.0006362i,2.7278e-05-0.00106i,-0.00055251+0.00029393i,0.00020498+0.0012558i,0.00096057+0.00043164i,0.00023704-0.00016745i,-0.00055103-0.00019402i,-0.00038431+0.00023011i,0.00015772+0.00066344i,-2.9906e-05+6.6554e-05i,-0.00065197-0.0010873i,-0.0008725-0.0012786i,-0.00041226-0.001203i,0.00069553-0.00090368i,0.00056688-0.00065241i,-2.1342e-05-0.00035378i,0.00084525-0.00050815i,0.0015084-0.0013529i,0.00041452-0.001296i,-0.00092906-0.00053134i,-0.0012265-0.00034959i,-0.0003283-3.2843e-06i
0.00019501+0.0026123i,0.0015736-0.00020632i,0.0021688-0.0023707i,0.0019784-0.0050062i,0.0015916-0.0046371i,0.0018862-0.0024475i,0.0025312-0.0016054i,0.0015016-0.0011966i,0.00013367-0.0013069i,-0.00016169-0.001169i,-0.00038606-0.0013529i,-0.0011541-0.0012592i,-0.0013894-0.00068256i,-0.00079962-0.0010718i,-0.00047112-0.0012554i,-3.5783e-05-0.00037939i,1.1369e-05+0.00022963i,0.00013378+0.00014606i,0.00089651+0.00029248i,0.00088976+0.00027768i,0.00077623+4.1823e-05i,0.0004416-0.00042369i,-0.00051781-0.00017833i
0.00181-0.0011121i,0.0016086-0.00051936i,-0.00021567-0.00063888i,-0.001574+0.0005098i,3.2642e-05+0.0014607i,0.0023503+0.00027535i,0.0034582-0.00088081i,0.0027028-0.0016682i,0.0015459-0.0014377i,0.00027539-0.00086035i,-0.00078576-0.0007096i,-0.00085468-0.0004052i,-0.00076963-8.638e-05i,-0.00072003+0.00059312i,-0.0014156+0.0011443i,-0.0012089+0.00062805i,-0.00045591+0.00044069i,-0.00030408+0.00027086i,0.00012537-2.9692e-05i,0.00082542+0.00017448i,0.00059566-9.0378e-05i,-0.00012078-0.00019471i,-0.00045888+0.0001449i
-0.0034207-0.0019604i,-0.0027985+0.0011372i,-0.0011006+0.0046075i,0.0014768+0.0049848i,0.0026357+0.0019137i,0.0033933-0.00030311i,0.0027772-0.00079853i,0.00065312-0.00064192i,-0.0004328+0.00023367i,-0.00061597+0.00026845i,-0.00072666-0.00017251i,-0.00065936+0.00020924i,-0.00058265+0.00045029i,-0.00035847-0.00013981i,-6.3638e-05-0.00030956i,-5.1551e-05-5.7122e-05i,-0.00066416+0.00011736i,-0.0016894-0.00010185i,-0.0013687-0.00072128i,-0.00013982-0.0010622i,9.5758e-05-0.0011058i,0.00059642-0.00039829i,0.00089333+0.00052928i
0.0051483+0.0020022i,0.0067379+0.001119i,0.0077647-0.00091722i,0.0065132-0.00078958i,0.0041253-7.6055e-05i,0.0034962+0.0002382i,0.0030702-0.00051576i,0.0018007-0.00064024i,8.6558e-05+0.00058829i,-0.0011546+0.00081583i,-0.0012676-1.8269e-05i,-0.00092759+0.00031966i,-0.00043718+0.00091102i,-0.00038824+0.00052878i,-0.00034775+0.00059359i,-0.00053927+0.00080496i,-0.00090977+0.00086603i,-0.00092557+0.00025301i,-0.0007768-0.00027413i,-0.00055188+0.00021983i,-0.00068006+0.00025254i,-0.001175+0.00022434i,-0.00096291+0.00034646i
0.0031671-0.00041148i,0.00057259-0.0040006i,-0.0027535-0.0064132i,-0.002513-0.0058774i,0.00012208-0.0031775i,0.0016356-0.001423i,0.001717-0.0015288i,0.0011911-0.0010331i,0.00078712-0.00086069i,0.0010691-0.0012003i,0.00022085-0.00079804i,-0.00070849-0.00029517i,0.00054942+0.0010197i,0.00090464+0.0018476i,0.00055716+0.00085468i,0.0015417-9.1317e-05i,0.0019674-0.00052759i,0.0007096-0.00078973i,-0.00014713-0.00020254i,-0.00010868+0.00042327i,0.0002001+8.7045e-05i,0.00069921+4.8821e-05i,0.00046808+0.00023628i
-0.00045203+0.0068862i,-0.00054192+0.0088336i,-0.00052242+0.0073855i,-2.4057e-05+0.0045488i,0.00027318+0.0020395i,0.00088441-0.00029079i,0.0015582-0.0019957i,0.0013113-0.0023855i,0.00068308-0.0019669i,7.6683e-05-0.0014265i,-0.0003568-0.00092693i,-0.00045963-0.00059865i,-7.8766e-05-0.00035988i,0.0006984+0.00011564i,0.00049792+0.00030425i,-5.728e-06-9.097e-05i,-0.00043708-0.00014087i,-4.9156e-06+0.00012536i,0.00065667+0.0003234i,0.00048756+0.00065192i,-3.3384e-05+0.00029273i,-0.00033127-0.00067345i,-0.00040564-0.0012222i
0.00050231-0.0044748i,0.0020625-0.0047916i,0.0018885-0.002897i,0.0016728-9.5771e-05i,0.0024792+0.00093193i,0.0029151-0.00014476i,0.0026585-0.0013301i,0.0020845-0.001592i,0.00075745-0.001127i,-0.00053119-0.00059156i,-0.00077067-0.00052708i,-0.00082827-2.108e-05i,-0.0011291+0.00095933i,-0.0010089+0.001356i,5.9854e-05+0.0013631i,0.00085324+0.0010889i,0.00059279+0.00021366i,0.00062257-0.0008259i,0.00025939-0.00096109i,0.00041429-0.00040746i,0.0004582-0.00044321i,-0.00036082-0.00061303i,-0.00070559-9.5883e-05i
-0.0022624+0.0010918i,-0.0026352+0.0040257i,0.00012335+0.0043844i,0.0019397+0.002074i,0.0016197+0.00060372i,0.00253+0.00038238i,0.0023284-0.00077136i,0.0011685-0.00098786i,-0.00041984-0.00019886i,-0.0014025-0.000337i,-0.00098079-0.00072087i,-0.00028567-0.0003889i,-2.9213e-05-0.00063719i,-0.00032413-0.00092053i,-0.00076704-0.00051575i,-0.00088485-0.00096845i,-0.00073924-0.0016891i,-0.00091104-0.0011932i,-0.0011609-4.2524e-05i,-0.00057414+0.00035283i,-0.00056344-0.00037788i,-0.00087923-0.00084288i,8.9706e-05-0.00056116i
0.0083852-8.7838e-05i,0.0085398-0.0021273i,0.0061161-0.0040579i,0.0031326-0.0041234i,0.001915-0.0014622i,0.00223+0.00057709i,0.0027348+0.00058394i,0.0016698+0.00092889i,0.00015661+0.0016185i,-0.0003415+0.0013951i,-0.00078574-0.00016016i,-0.00090437-5.6491e-05i,-0.00031564+0.0004946i,-0.00027949-0.0004199i,-0.00059577-0.00094463i,-0.00024709-0.00077779i,-0.00013083-0.00034103i,-0.00077767-0.00080316i,-0.00085078-0.0010178i,-2.1282e-05-0.00068585i,0.0010242-0.00038064i,0.0013152-1.4484e-05i,0.0007669-0.00027103i
-0.001326+0.0044725i,-0.0033625+0.0029245i,-0.0042767+0.00073787i,-0.0027746-0.00057782i,0.00064323-0.0012837i,0.0023653-0.0012864i,0.0026927-0.0011578i,0.0020594-0.00083795i,0.001185-0.00054721i,0.00077876-0.00013773i,3.2404e-05+8.4634e-05i,9.048e-05-8.5602e-05i,4.4191e-05-0.00022542i,-0.00076278-0.00015105i,-0.00056635-0.00031174i,0.00071602-0.00059149i,7.3655e-05-0.00089655i,-0.0012882-0.00070211i,-0.00071442-0.00010488i,-5.3967e-05-0.00072044i,-1.0119e-05-0.0018232i,0.0003044-0.0012361i,-3.607e-06-0.00016114i
-0.0011247+0.0066155i,0.0031221+0.008157i,0.0056357+0.0092093i,0.0046303+0.0078006i,0.0034008+0.0048399i,0.0034286+0.0018048i,0.0031358-9.9213e-05i,0.0020441-0.00068914i,0.00099259-5.8323e-05i,0.00025479-9.1475e-05i,-0.00040373-0.00024115i,-0.00079363+0.00014124i,-0.00084334+0.00015667i,-0.00021044-0.00011922i,0.00058034-3.7809e-05i,0.00065465+0.00021875i,0.00070894-0.00044832i,0.00066674-0.0012496i,0.00022363-0.0010441i,0.00027697-0.0012423i,0.00025642-0.00176i,-2.7928e-06-0.0008075i,0.00011564+0.00052449i
-0.0037719-0.0037082i,-0.0012644-0.0047333i,0.0029645-0.0039498i,0.0053249-0.0023708i,0.0046924-0.00097993i,0.0038034-0.0012087i,0.002909-0.0019518i,0.0019775-0.0016578i,0.0020842-0.00073304i,0.0016568-0.00040616i,0.0004675-0.00093047i,-0.00074091-0.0014454i,-0.0012124-0.0014457i,-0.00089933-0.0011597i,-0.00048773-0.00087506i,0.00046901-0.00043849i,0.00062603+7.4992e-05i,0.00038797-0.00033746i,-0.00012405-0.00015437i,-0.00042564+0.0010916i,-0.00021429+0.0014705i,0.00044128+0.00060494i,0.00026935-0.00023199i
0.0005825-0.0005968i,-0.0020527+0.0011359i,-0.0028477-0.00021061i,-0.0016922-0.0014674i,-0.00067508-0.00055775i,0.00073286-6.3815e-05i,0.001665-0.0011647i,0.00071141-0.0019379i,-0.00041312-0.0014129i,-0.00070942-0.00074514i,-0.00091942-0.00023943i,-0.00083782+7.9619e-06i,-0.00035794+0.00029459i,3.364e-05+0.00064314i,0.00071683+0.00012034i,0.0011448+6.4871e-06i,0.00041005+0.0002696i,-0.00042887+0.00052564i,-0.00050692+0.0003765i,-0.00031206-0.00021607i,-0.00024501-0.00023398i,-0.00059905-0.00039279i,-0.00065099-0.00056379i
0.0078439+0.0028807i,0.0060384+0.00015206i,0.0022304+0.0005704i,0.00052349+0.0014272i,0.0017728+0.00012086i,0.0028681-0.0018052i,0.0027434-0.0020759i,0.0019873-0.00097836i,0.0001454-0.00023492i,-0.00078429-0.00062755i,-0.00050085-0.0011309i,-0.00089205-0.00061347i,-0.00089892-3.8527e-05i,7.4564e-08-0.00063142i,0.00023178-0.00075114i,0.00031404-0.00020327i,0.00047289-0.00046615i,-0.0001039-0.00062292i,-0.00052823-0.00083786i,-5.4534e-05-0.00062585i,0.00020502+1.7743e-05i,-0.00014701+0.00061437i,0.00027131+0.00090272i
-0.0053441+0.0053333i,-0.0035804+0.00445i,-0.0014193+0.0050658i,0.00095458+0.0038494i,0.00249+0.00048563i,0.0019353-0.0011996i,0.00050132-0.00033539i,-0.00096972+0.00023859i,-0.0011811+0.00031197i,-0.0010529+0.00060694i,-0.00061035-0.00062778i,-0.00055784-0.001559i,-0.0004006-0.00073491i,-0.00027481-0.00044494i,-0.000734-0.00067792i,-0.00015307+5.9805e-05i,-3.4089e-05+0.00036181i,0.00036357-0.00021848i,0.00059703+0.00019816i,0.00060087+1.5667e-05i,0.00044705-2.4587e-05i,0.00060911+0.00033762i,0.0010245-9.7656e-05i
-0.00069762+0.0018051i,0.0038479+0.0034033i,0.0066008+0.0029877i,0.0063024+0.0017518i,0.0048836+0.0014259i,0.003409+8.8518e-05i,0.0018196-0.0011105i,0.00056084-0.0019594i,0.00040666-0.0011005i,0.0008145+0.00038825i,0.00056256+0.00021226i,-0.0013283+0.00024383i,-0.0022331+0.00075829i,-0.0015122+0.00075571i,-0.00049719-7.6082e-05i,0.00039736-0.00064365i,0.0011843-0.00069735i,0.0013144-0.00051263i,0.00075697-0.00033215i,0.00048209-0.0005514i,-0.00017464-0.00038082i,-0.00024444-0.00010311i,-4.3111e-05-0.00060984i
-4.6551e-05-0.0052643i,-0.0021394-0.0055233i,-0.0015652-0.0062294i,-0.0018-0.0058675i,-0.001675-0.0038631i,-0.00044163-0.0017154i,0.00084727-0.0010336i,0.0014585-0.00036815i,0.0022931-0.00048302i,0.0022682-0.00068505i,0.00063314+0.00021778i,0.00027217+9.5315e-06i,0.00024505-0.00016637i,-0.00070003+0.00087652i,-0.0010358+0.0010601i,-0.00051541+0.00044592i,-0.0001506-0.00017398i,-0.00086643-0.00014612i,-0.0011848+0.00059007i,-0.0006968+0.00076814i,-0.0010076+0.00027633i,-0.00068499+9.9562e-05i,-0.00018674-0.00011731i
0.008163+0.0063602i,0.0048853+0.0050335i,0.0014141+0.0019105i,-0.0013974+0.00024114i,-0.0022393+0.00012235i,-0.00029938+7.3743e-05i,0.0010423+0.00054932i,0.0008606+0.00018556i,0.0014135-0.00040027i,0.0013373-0.0013482i,0.00023432-0.0016489i,-0.00077219-0.00079257i,-0.0012878-0.00022705i,-0.0011224-0.00027628i,-0.001099-0.0003545i,-0.00028842+0.00031979i,0.00039158+0.00094224i,-0.00013867+0.00080341i,-0.00023971+0.00047198i,-7.5055e-06+0.00032819i,-3.2123e-05+0.00031601i,-0.00060827+0.00027421i,-0.00080132+0.00015679i
0.0029136+0.0033771i,0.006725+0.0014696i,0.0071715+0.0023723i,0.0063086+0.0038267i,0.0054539+0.0021978i,0.003958-0.00033697i,0.0027766-0.0018206i,0.0014888-0.0018888i,-4.2347e-05-0.00099584i,-0.00097449-0.00090695i,-0.00077898-0.0007522i,-6.0486e-05+0.00034305i,0.0010372+0.001381i,0.0011853+0.0010098i,-2.5654e-05-3.6102e-05i,-0.00040127-5.1547e-05i,-0.00048866+0.00065304i,-0.00082862+0.00026121i,-0.00070555-0.00043953i,-0.00054444+0.00022341i,-0.00033266-0.00043087i,-5.1448e-05-0.00097293i,0.00046151-6.1351e-05i
-0.004259-0.00052085i,-0.0026684+0.0002461i,0.00034117+0.001026i,0.0020884+0.0012082i,0.0023733+0.00040489i,0.0023924-0.00094413i,0.0020281-0.0021747i,0.0012012-0.0021111i,-0.00040293-0.0010363i,-0.0018849-0.00059659i,-0.0018434-0.00066841i,-0.0010565-0.0017756i,-0.0013025-0.0020114i,-0.001407-0.001067i,-0.001286-0.00077733i,-0.001161-0.00056322i,-0.000616-0.00021094i,0.00030372-0.00060084i,0.00096445-0.00076402i,0.00029072-0.00049393i,-0.00031798-0.00035909i,-1.0388e-05+5.2537e-05i,-0.00039187-0.00019192i
0.0033226-0.0050061i,0.0017718-0.0030619i,0.001433-0.0022769i,0.00087273-0.0023095i,-1.1083e-05-0.00063921i,0.00062936-0.00016105i,0.001065-0.001447i,0.0005454-0.0020198i,-5.4503e-05-0.00093643i,-0.00046416+0.00013451i,-0.0012454+7.3984e-05i,-0.0021444+0.00036347i,-0.0023876+0.0011311i,-0.0010513+0.0012198i,0.0005357+4.5923e-05i,0.00097144-0.00036117i,0.00098189+0.00041863i,0.00071732+0.00046009i,0.00026538-0.00041128i,0.00029929-0.0009409i,-5.4927e-05-0.00041i,-0.00018686-0.00024555i,0.0003808-0.00055011i
0.0060063+0.0028179i,0.0048723-0.00079037i,0.0028443-0.0024306i,0.00058504-0.0022422i,-0.00023504-0.0017868i,0.00013089-0.001265i,0.00050427-0.0013668i,0.00057813-0.00077993i,0.00037961+0.00055352i,0.00069595+0.00083386i,0.00050996-0.00029139i,-0.00089771-0.0010431i,-0.0012949-0.0010133i,-0.00051782-0.00075365i,-0.00021531-0.0001275i,-0.00057842-9.0993e-05i,-0.0002945-0.00031556i,0.00020878+5.0117e-05i,0.00066382+0.00036512i,0.00052829+0.00010788i,-2.7698e-05-0.00059413i,5.9385e-05-0.00019699i,-4.9841e-05-7.7237e-05i
0.0040653+0.0079406i,0.0058375+0.0064389i,0.0053528+0.0029035i,0.0038198-6.3973e-05i,0.0023402-6.3925e-06i,0.0011854+0.0016239i,0.0027953+0.0024754i,0.0034182+0.0020062i,0.0031568+0.0011713i,0.0032989+0.00030088i,0.0012478-8.1798e-05i,-0.00097004+0.00048408i,-0.0021879+0.0010898i,-0.00278+0.00015622i,-0.0031687-0.00050639i,-0.0021474-0.00032941i,-0.00064801-8.4332e-05i,0.00039827-0.00026915i,0.0010152+0.00039188i,0.00098127+0.00099076i,0.00054322+0.00063977i,-0.00010043+0.0003242i,-0.00072634+0.00018141i
-0.0035885-0.0016926i,-0.00041859-0.0007587i,0.0028426+0.00033421i,0.0039024+0.00080681i,0.0044022-0.00099298i,0.0032927-0.0024278i,0.001644-0.0017208i,0.0003905-0.00095549i,-5.0518e-05-0.00094483i,3.8939e-05-0.0012797i,-0.00082825-0.00048258i,-0.00085367-0.00023381i,0.0005385-0.00051374i,7.2371e-05-0.00019245i,-0.001415-0.0005588i,-0.0012187-0.00010163i,-0.00065842+0.00088822i,-0.0012642+0.00025105i,-0.0011151-0.00059013i,-0.00040849-0.00069997i,-0.00037408-0.00089567i,-0.00051612-0.00044613i,0.00014165-0.00045853i
6.0864e-05+0.0015508i,-0.00044778+0.004648i,0.00042742+0.0051494i,0.0014749+0.0030725i,0.0015858+0.0013181i,0.0014363-0.00068762i,0.0015223-0.0021316i,0.00037769-0.0015148i,-0.00086069-0.00017156i,-0.0012141-0.00042133i,-0.0011105+0.00012128i,-8.9804e-06+0.0012437i,7.7817e-05+0.0011427i,-0.00069147+0.00022869i,-0.00095929-0.00081418i,-0.00080205-0.0011834i,-0.00017696-0.00050486i,0.00027993+0.00022945i,0.00048971-6.9626e-05i,0.00011597-0.00065112i,-0.00069747-0.00054705i,-0.00058636-0.00023523i,-0.00025405-0.00068973i
0.010645+0.0020309i,0.0085051+0.00034247i,0.007328-0.00066036i,0.0051473-0.002812i,0.0026044-0.0033344i,0.0011127-0.0018326i,0.00046646-0.00091931i,9.5292e-05-0.00060799i,-0.00019921-0.00024866i,0.0001716-0.0011442i,0.00062482-0.0015147i,0.00054237-0.00085564i,0.00019178+0.00021461i,-0.00076497+0.00065219i,-0.0016681-0.00049257i,-0.00050503-0.0014776i,0.0006525-0.00055186i,0.00018002+0.00014674i,9.5449e-05-0.00047032i,-0.00015359-0.00020516i,-0.00039436+0.00029027i,-0.00018834+0.0001814i,-0.00016975+0.0006677i
-0.00060473+0.0028765i,-0.00040824-0.00063233i,-0.00039121-0.0017821i,-0.0005751-0.00097638i,0.00072475-0.00093927i,0.0025706-0.0011583i,0.0032091-0.0013429i,0.0024517-0.002387i,0.0010366-0.0014802i,-0.00020627+0.00019158i,-0.0013213-0.00059451i,-0.0022152-0.001721i,-0.0019219-0.0013447i,-0.0013996-0.0008969i,0.00025368-0.00058746i,0.0022334+0.00012552i,0.0019787+0.00044432i,0.0011656+0.00078738i,0.00036104+0.00075211i,0.00046438-0.00020653i,0.00084176-0.0010337i,0.00053534-0.00039268i,0.00057207+0.00031187i
-0.0039091+0.0032223i,-0.0015348+0.0036839i,0.0015431+0.0039064i,0.0032841+0.0022719i,0.0042259-0.00028316i,0.0026203-0.0020964i,0.0012752-0.0012834i,0.0013939-0.00025456i,0.00217+0.00033078i,0.0029754-0.00033172i,0.0018447-0.0016145i,-2.3471e-06-0.0015711i,-0.0010193-0.00090449i,-0.001642-0.0014775i,-0.0016165-0.0024312i,-0.0010324-0.002388i,-0.00022367-0.0015367i,0.00020156-0.0008748i,-0.00024213+3.8838e-05i,-0.00068422+0.0014908i,-0.00037691+0.0020985i,-0.00031058+0.0018948i,0.00022254+0.0009889i
0.0026907+0.0060377i,0.0051709+0.012801i,0.010937+0.0137i,0.010182+0.0061733i,0.0053185-0.00060719i,-0.00081096-0.0028149i,-0.0047124-0.0010845i,-0.0031394+0.0006672i,-4.6877e-05+0.001435i,0.0009208+0.00073826i,-0.00058842-0.0010115i,-0.0023486-0.001819i,-0.0029229-0.003011i,-0.0029656-0.0046772i,-0.00366-0.0049222i,-0.0034666-0.003646i,-0.0013497-0.001806i,-0.00090144-0.00072008i,-0.0013283+0.00013299i,-0.0003715+0.00088865i,-6.5479e-05+0.0011217i,-0.00035201-0.00013864i,-0.00021593-0.00081714i
0.006715-0.030183i,1.6516e-05-0.034272i,-0.017577-0.030045i,-0.021129-0.011518i,-0.014926+0.0054733i,-0.0022691+0.01386i,0.0068743+0.0079124i,0.006516+0.00037924i,0.0013193-0.0038783i,-0.0050295-0.0019341i,-0.0051939+0.0044839i,-0.00044747+0.0073188i,0.0037359+0.0094928i,0.0055625+0.013724i,0.0044963+0.016244i,0.0029644+0.012509i,0.0014981+0.0054023i,0.0016406+0.00086589i,0.0043158-0.0014826i,0.0045057-0.0040277i,0.001755-0.0047417i,-0.000811-0.0027098i,-0.0012214-0.00085926i
-0.00058606-0.0033844i,-0.0030435-0.0078056i,-0.007614-0.0080216i,-0.0071776-0.0023478i,-0.0019079+0.0027541i,0.0054897+0.0043169i,0.0094371+0.0021532i,0.0071086-0.00094061i,0.0022225-0.0022919i,-0.00063954-0.0011203i,-0.0011401-5.9756e-05i,0.00038672+0.00026558i,0.0023766+0.0016565i,0.0021795+0.0031622i,0.0015338+0.0039454i,0.0006251+0.0032093i,-0.00059383+0.001399i,-0.00043333+0.00046058i,0.00065743-0.00045363i,0.00096061-0.0013521i,0.00078758-0.0020692i,0.00034169-0.0012882i,-0.00037802-0.00046543i
-0.0046182-0.0043545i,-0.0034001-0.0056859i,-0.0020847-0.0036335i,-0.00010501-0.0012014i,0.0031308-4.6515e-05i,0.0065079-3.236e-05i,0.0072009-0.0013219i,0.0041893-0.0014177i,0.0013263-0.00016045i,0.00045409+0.00044908i,0.00023643-0.00019873i,-0.001344+0.00022479i,-0.0032112+0.0017108i,-0.0026252+0.0027575i,-0.00070807+0.0033601i,0.00019555+0.0027649i,0.00019449+0.002134i,0.00099468+0.0012833i,0.0024245+0.00059868i,0.0021894+0.00036285i,0.0010191-0.00053303i,-0.00023213-0.00038613i,-0.00085149+0.00099646i
0.00057548-0.0044731i,0.00059455-0.0007858i,-0.0013424-0.00013415i,-0.0020053+0.00023091i,-0.00036017-1.6939e-05i,0.0024303-0.0016564i,0.0027101-0.0021713i,0.0013808-0.0008615i,0.0013341+0.00086906i,0.0011604+0.0011111i,-4.1415e-05-0.00060653i,-4.4096e-05-0.0012922i,0.0012802-0.00093036i,0.0023553-0.001258i,0.0021781-0.0016017i,0.0016144-0.0014134i,0.0012141-0.0015387i,0.00036567-0.0014162i,-0.00029439-0.00047112i,-0.00032901+0.00041672i,7.285e-05+0.00077491i,-3.264e-05+0.00091994i,-0.00024823+0.001082i
0.0095618-0.0029571i,0.0079656-0.0023416i,0.0034059-0.0013789i,0.00072357-0.00038164i,-5.5793e-05-9.6007e-05i,0.0022471+0.00030525i,0.0048009-0.00060547i,0.0048038-0.0019963i,0.0027738-0.0016564i,0.00051112+0.00040996i,-0.001869+0.0019231i,-0.0021261+0.001888i,-0.0011363+0.0014203i,-0.00067041+0.0011581i,-0.0004178+0.0016071i,-0.00078018+0.0015216i,-0.0008091+0.00052313i,-0.00087481-0.00025041i,-0.0011232-0.00043615i,-0.0009731-0.00037221i,-0.00094582-0.00074801i,-0.0007015-0.00076541i,-0.00060613+0.00012035i
6.63e-05+0.0029951i,-0.0004322-0.0019418i,-0.0014092-0.0041347i,-0.0018969-0.0021877i,0.00047182+0.00045136i,0.0048232+0.0012946i,0.0067696-0.0014417i,0.0033575-0.0043062i,-0.00012117-0.0043371i,-0.0013388-0.003018i,-0.0017472-0.0018415i,-0.00094044-4.7284e-05i,0.0010932+0.0027602i,0.0018376+0.0037908i,0.00064037+0.002626i,0.00011131+0.0010312i,-3.6413e-05-0.00012647i,0.00036535-0.00044537i,0.0012997-0.0012379i,0.0017013-0.0017697i,0.0015241-0.0010966i,3.3697e-05-0.00020672i,-0.00068961+0.00022879i
-0.0054442+0.0022731i,-0.0021927+0.0038784i,-0.00038336+0.0031922i,0.00013456+0.0028104i,0.00115+0.0033857i,0.0033439+0.0021903i,0.0038047-0.00039393i,0.0014346-0.0017047i,-0.00054573-0.0024071i,-0.0013587-0.0030799i,-0.0019536-0.0021773i,-0.0021621-0.0010209i,-0.0019197-0.0012425i,-0.00096744-0.00080024i,-0.00041786+0.00031079i,-0.00074381+0.00050883i,-0.0010031+0.00073249i,-0.00081152+0.00089406i,-0.00014922+0.0002245i,0.00084876-0.00041862i,0.00081165+6.5291e-05i,0.00018097+0.00057217i,0.00042787+0.00069719i
0.0043013-0.011741i,0.0041237-0.0098286i,0.0028628-0.0069857i,0.0015462-0.0037322i,0.0010187-0.00087994i,0.0026133+0.001068i,0.0033658+0.0002852i,0.0014317-0.00048679i,0.00019207-0.00042028i,0.00012807+0.00060919i,-0.0001405+0.001698i,-3.8474e-05+0.0016731i,-3.1463e-05+0.0012283i,-0.00011026+0.0020323i,-0.00033104+0.0026469i,7.7048e-05+0.0017156i,0.001008+8.9032e-05i,0.0012636-0.00064798i,0.0012782+4.3739e-05i,0.0012101+4.6632e-05i,0.0012491-0.00036956i,0.0010014-0.00049924i,0.00012581+6.9028e-06i
0.0047695-0.0033844i,-0.0016468-0.0053213i,-0.005971-0.0040055i,-0.0050462-0.00018245i,-0.00081955+0.0023118i,0.0038503+0.0025513i,0.0061707+0.001795i,0.005103+0.001476i,0.0018573+0.0027895i,-0.000137+0.0028954i,-0.0011256+0.0011247i,-0.0017584-0.0010834i,-0.00061094-0.0026243i,0.00076527-0.0015829i,0.0012839-0.00054212i,0.0012471-0.00073182i,0.00053722-0.0011206i,6.3618e-05-0.00088443i,0.00059292+9.8427e-05i,0.0011+6.18e-05i,0.0005003-0.0010134i,-0.00036716-0.0010831i,-0.00086334-0.00071886i
0.0041275+0.0054937i,0.0031091+0.0041772i,0.0016419+0.0039029i,0.0028937+0.0040465i,0.0042877+0.0022699i,0.0058963+0.0015534i,0.0061439+0.0009734i,0.0043793+0.00043793i,0.002496+0.0014662i,0.0020726+0.0020728i,0.00087025+0.001747i,-0.0011528+0.001739i,-0.0016017+0.0020016i,-0.00061937+0.002419i,0.00026243+0.0015953i,0.00093085+0.001151i,0.0013657+0.0012618i,0.00095823+0.000664i,-4.0585e-05+0.00046433i,-0.00067489+0.00043149i,-0.00072133+0.00013837i,-0.000553-0.0007508i,-0.00073491-0.00099677i
-0.0048661+0.0028699i,-0.00090507+0.0011072i,0.0028178-0.001038i,0.0032004-0.0017178i,0.0025812-0.0009414i,0.0040741-0.00057241i,0.0056794-0.00025655i,0.0049343-0.0014888i,0.0034952-0.0028491i,0.0024217-0.0030386i,0.0018648-0.0028429i,0.0011949-0.0022751i,0.0010343-0.0010264i,0.0014948+3.4763e-06i,0.0011406-0.00012415i,-0.00016067-0.000127i,-0.00055708+0.00015403i,-0.00048058+0.00035069i,-0.00078969+0.0004974i,-0.00045222+0.00041012i,0.00040397-4.057e-05i,0.00021823-0.00078987i,-0.00037331-0.0010801i
-0.0012821-0.0020898i,-0.00071704-0.00090939i,-0.0017394+0.00020883i,-0.00060679+0.0010783i,0.0023993+0.0017445i,0.004587+0.00061922i,0.0043111-0.00085535i,0.0025989-0.0020994i,0.0008728-0.0035492i,-4.0619e-05-0.0043285i,-0.00057509-0.0037882i,-0.0017645-0.0016447i,-0.0017582+0.00069374i,-0.00056957+0.0013586i,-0.00016394+0.0016012i,-0.00073737+0.0022641i,-0.00072266+0.0016909i,-0.00063821-6.1429e-05i,-7.0895e-05-0.00081004i,-0.00033355-0.00095945i,-0.00045852-0.00093328i,-0.0001283-0.00023075i,0.00032979+0.00045948i
0.0029242-0.0014771i,0.0027234-0.00054281i,0.0025322+0.0007431i,0.0021651+0.0010051i,0.0022492+0.00045508i,0.0032205-0.00068355i,0.0036368-0.002248i,0.0014159-0.0031971i,-0.00036284-0.0029164i,0.00068488-0.002684i,0.0014781-0.0023174i,0.0018983-0.0016251i,0.0026094-0.001607i,0.0029778-0.0015307i,0.0026668-0.0015725i,0.0018222-0.0012303i,-6.1542e-05-0.00039742i,-0.00076368+0.00017229i,-2.8593e-05+0.00055935i,0.00012133+0.00044034i,0.00049169-3.993e-05i,0.00042334+9.4134e-05i,0.00047182+0.00037217i
-0.0044399+0.0040871i,-0.005805+0.003386i,-0.0050259+0.0030998i,-0.0019142+0.0026373i,0.00044523+0.0011742i,0.0018866+1.2045e-05i,0.0022535-0.00055734i,8.1831e-05-0.00013373i,-0.0023797+0.0018164i,-0.0034362+0.0032192i,-0.0040687+0.0018931i,-0.0047013-0.00041317i,-0.0038336-0.0012622i,-0.0021506-0.0015653i,-0.0009267-0.0020629i,-0.00021374-0.0014778i,0.00015973-0.001117i,0.00026883-0.00089736i,-0.00034222-0.00051905i,0.00025858-0.00083791i,0.0010194-0.00094456i,0.00082304-0.00065339i,0.00043282+2.279e-05i
