-0.0011074+0.00088047i,0.00017358-0.0006362i,2.7278e-05-0.00106i,-0.00055251+0.00029393i,0.00020498+0.0012558i,0.00096057+0.00043164i,0.00023704-0.00016745i,-0.00055103-0.00019402i,-0.00038431+0.00023011i,0.00015772+0.00066344i,-2.9906e-05+6.6554e-05i,-0.00065197-0.0010873i,-0.0008725-0.0012786i,-0.00041226-0.001203i,0.00069553-0.00090368i,0.00056688-0.00065241i,-2.1342e-05-0.00035378i,0.00084525-0.00050815i,0.0015084-0.0013529i,0.00041452-0.001296i,-0.00092906-0.00053134i,-0.0012265-0.00034959i,-0.0003283-3.2843e-06i
0.0033686+0.00091367i,0.0038276+0.0005401i,0.0034698+0.00010091i,0.0015343+0.00072432i,-0.00018762+0.00084928i,-8.3054e-06-0.00038399i,0.0014825-0.0011635i,0.0022388-0.00075266i,0.0015332-0.00013512i,0.00081579-0.00021872i,-9.9077e-05+7.9316e-05i,-0.0010987+0.00059907i,-0.00050721+0.0009171i,-0.00016999+0.00045161i,-0.0010873-0.00011798i,-0.00080009+0.00045768i,0.00017048+0.0011073i,0.00089646+0.00094896i,0.00092938+0.00039453i,0.00044695-0.00037318i,0.00013197-0.00069801i,-0.00018644-0.00020084i,9.2554e-05-0.00012538i
0.00099833-0.0010085i,0.0012266-0.0022508i,-0.00011091-0.0031514i,-0.00012897-0.0030308i,0.0015488-0.001519i,0.0023108-0.00044734i,0.0021124-0.0011901i,0.0019481-0.0011727i,0.0015219-0.00040423i,0.00021845-0.00065378i,-0.0012847-0.00055349i,-0.00076568+0.0006335i,0.00029448+0.0013857i,0.00055545+0.001363i,0.00049029+0.0007735i,0.00013327+0.00046767i,-5.9198e-05+0.00035772i,0.00033953+0.0005031i,-7.7869e-05+0.00038575i,-0.00054625-0.00032176i,-0.00037705-0.00055298i,-0.00056382-0.00024953i,-0.00072427-0.00014445i
0.00017899+0.00027783i,-0.00022634+0.00026455i,-0.00077646+0.0021171i,6.645e-06+0.003008i,0.00095269+0.0020583i,0.0017692+0.0010554i,0.0020177-0.0007056i,0.0017168-0.0023761i,0.0019407-0.0015631i,0.0011293-0.00044816i,-5.7555e-05-0.00061645i,-0.00094738-0.00061227i,-0.0012643+0.00014192i,-0.00041938-0.00022078i,-0.00010132-0.00042231i,-6.4421e-05+0.00040531i,0.00034607+0.00096225i,0.00098019+0.00043538i,0.00064002+0.00013014i,-0.00029176+7.9293e-05i,-0.0006618-2.5129e-05i,-0.00042455+0.0004696i,0.00011035+0.00050259i
0.0008658-0.00061135i,0.0014967-0.0020116i,0.0022421-0.0036529i,0.0023926-0.0030304i,0.0020268-0.001573i,0.0026243-0.0022145i,0.0029198-0.0032543i,0.00084639-0.0023511i,-0.0003525-0.00096021i,8.7718e-05-0.00018954i,-0.00026749+4.9831e-05i,-0.0010423-0.00049245i,-0.00071883-0.00049396i,-0.00013091-0.00058093i,0.00063394-0.00055573i,0.00047651+0.00081825i,-0.00049343+0.00082563i,-0.00079138+0.00034695i,-0.00074657+0.0004914i,-0.00052632+0.00064475i,-0.00024343+0.00023542i,-0.00056959+0.00020879i,-0.00071639+0.0010227i
-0.00022393+0.0020053i,-0.00070646+0.0015495i,-0.0014802+0.0026328i,-0.0010787+0.0030718i,0.00047382+0.0022336i,0.001649+0.00098054i,0.0015023-0.00056894i,0.00083116-0.0013689i,-0.00014819-0.0009357i,-0.00061876-0.00013649i,-0.001097+0.00035593i,-0.0012061-2.2797e-06i,-0.0019977-0.00031762i,-0.0017977-0.00044102i,-6.3821e-05+0.00029179i,0.00088195+0.00079757i,0.0007484+0.00070186i,-0.00038417+0.001111i,-0.00082774+0.0010055i,0.00024749+0.00023295i,0.00037125+0.0002531i,-0.00017929+0.00022872i,-0.00061833+5.4178e-05i
0.00087936+0.00050511i,0.0028086-5.2452e-05i,0.0035176+0.00022855i,0.0028429+0.00080874i,0.0026293+0.0011086i,0.0026154+0.00049618i,0.0018333-0.0014151i,0.00013351-0.0017568i,-0.0010261-0.00020148i,-0.0011275+0.00041822i,-0.00061763+0.00023872i,-0.0006802-3.572e-06i,-0.00021971-0.00030102i,0.00081571-0.00060326i,0.00064704-0.00031581i,0.00036525-0.00015559i,0.00018911+0.00019343i,-6.0331e-05+0.00046421i,-0.00038207+0.00025846i,-0.0011711+0.00058068i,-0.0012716-5.7444e-06i,-0.00035866-0.00015201i,-0.00025707+0.00023035i
-0.0014634+0.0013281i,-0.0013633+0.0020062i,-0.00085319+0.00094772i,-4.0208e-05+0.00071782i,0.0006862+0.00017584i,0.0017983-0.0013816i,0.0016272-0.0018085i,0.00086597-0.0004734i,0.00089944+0.0012097i,0.0010449+0.0018174i,0.00056553+0.0013607i,-0.00023801+0.00061259i,-0.00050043-0.00032965i,-4.4881e-05-0.00040519i,5.2548e-06-0.0003349i,-0.0009154-0.00023281i,-0.0011253-0.0003808i,-3.1351e-05-0.0003339i,0.00039295+0.00011359i,0.00053678-0.00026346i,0.00055831-0.000498i,-0.00018042-0.00020256i,-0.0014698-1.8656e-05i
-0.00045955-0.00091932i,0.00072692+0.0015194i,0.0018224+0.0028698i,0.0021101+0.0026652i,0.0028677+0.0016394i,0.0036912+0.00013438i,0.0029658-0.0014998i,0.0020798-0.0021944i,0.0017031-0.0008025i,0.0014401+0.0002879i,0.00081866+0.00052944i,0.00017787+0.00061947i,0.00079225-6.1488e-05i,0.0010608-0.00032972i,0.0011365-0.00018544i,0.0014509-0.00069346i,0.00082928-0.001038i,0.00039599-0.00068657i,0.00020113-0.00096464i,-9.7242e-05-0.0016797i,-0.00040421-0.0010047i,-0.00040229+1.1029e-06i,0.00025557-0.00011629i
0.0011092+0.00091409i,-0.000123-0.0011953i,-0.0012913-0.0014003i,-0.0015213-0.0012118i,-0.00044474-0.0012952i,0.001326-0.0017667i,0.001031-0.0020501i,0.00030589-0.0016725i,0.00084495-0.0015572i,0.0010264-0.0013874i,0.00013006-0.00057368i,-0.00052235-0.0004018i,-0.00053123-0.00094134i,-0.00063647-0.0003383i,-0.00043647-0.00022073i,-0.00022414-0.00055988i,-6.6628e-05-0.00029075i,0.00025143-0.00013444i,0.00026323-0.00029775i,0.00033413+0.00023245i,5.422e-05+0.0010818i,-0.0002416+0.00094666i,-0.00085205+0.00055386i
0.00053689+0.0005174i,0.0011176+0.0022089i,0.0014355+0.0037995i,0.0017877+0.0039394i,0.0022469+0.002662i,0.0028786+0.00031156i,0.0028489-0.0015725i,0.0013715-0.0023005i,-0.00075153-0.0025281i,-0.00063193-0.0015224i,-0.00048778-0.00030426i,-0.0010859-9.1295e-05i,-0.00029023+0.00024148i,0.00018941+0.00098596i,-0.00016231+0.00076969i,0.00029113+0.00029757i,0.0010152+0.00013516i,0.00068624+0.0002257i,0.00074595+0.00022795i,0.00088729+0.0001279i,0.00044361-4.2706e-05i,-0.00046509-0.00010683i,-0.00076801+0.00017961i
0.0016681+0.003127i,0.0024181+0.0011243i,0.0024405-0.0017377i,0.0020905-0.0026191i,0.0020278-0.0016361i,0.0017296-0.0011349i,0.00038225-0.001553i,-0.00077274-0.0012092i,-0.0010349-0.00064583i,-0.00069689-0.0015124i,-0.00075952-0.0014364i,-0.0011125-0.00025615i,-0.0011777+3.5482e-05i,-0.00086366-0.0002668i,-0.00078071-0.00063372i,-0.00051641-9.9119e-05i,-0.00035805-0.000305i,-0.00022893-0.00071634i,-0.00098646+0.00011341i,-0.00066316+0.00093175i,0.00053834+0.00086711i,0.00072215-0.00012875i,0.00024204-0.00072332i
-0.00040832-0.0003414i,-0.00048379+0.0010453i,-5.6523e-05+0.0017988i,-0.00029011+0.0011791i,-7.8973e-05-0.00014083i,0.00066364-0.00030242i,0.00034141+6.8765e-05i,-0.00037411-0.00024168i,-0.00019746-0.00033073i,-0.00069435-0.00019223i,-0.0015686-0.00037882i,-0.0013183-0.00010561i,-0.00093051+0.00072036i,-0.00067531+0.00092183i,-0.00016294-3.7113e-05i,6.1741e-05-0.00014893i,0.00021297+0.00039801i,0.00014248+0.00022978i,-5.9067e-05+0.00072506i,0.0004537+0.00048783i,0.00042457-0.00070536i,-0.00046242-0.00074207i,-0.0002622+0.00032025i
0.0036098-0.00064641i,0.0051926-0.0012742i,0.0048345-0.0017852i,0.0033231-0.0026737i,0.0030566-0.0021986i,0.0031205-0.00093169i,0.0024805-0.00085362i,0.0016611-0.00027307i,0.0012444+0.00070203i,0.00047581+0.00044845i,-0.00046157+0.0004106i,-0.00012228+0.00071951i,0.0011264+0.00042053i,0.00075864-0.00027168i,-0.00061263-0.00029604i,-0.0011599-3.9049e-05i,-0.00090323+0.00011105i,-0.00084721+0.00037013i,-0.00073909+0.00025431i,0.00024348-6.0396e-05i,0.00067252-0.00030701i,0.0004113-0.00030016i,0.00052441-0.00025283i
-0.00059741+0.0013967i,-0.00060779+0.00061507i,-0.0015058+0.00031125i,-0.0013198+0.00066752i,5.3652e-06+0.00080053i,0.0014938-0.00019616i,0.0018876-0.0012173i,0.0011071-0.0015936i,0.00034434-0.00010802i,-0.000183+0.0010205i,-0.00026317+0.00047735i,-6.4749e-05+0.00050452i,-0.00020928+0.00045461i,-0.0001878-0.00053246i,0.0001893-0.00061273i,-6.5032e-05+0.00063369i,-0.00072866+0.0013422i,-0.00079241+0.0011739i,-0.00036884+0.00075135i,-0.00038956+1.3585e-05i,-0.00035993-0.0007981i,0.00025106-0.0014702i,3.762e-05-0.00063674i
-1.8405e-05+0.0037549i,0.0036364+0.004198i,0.0058932+0.0038873i,0.0051453+0.0025665i,0.0033923+0.00013021i,0.002674-0.0013776i,0.0024768-0.0015738i,0.0015675-0.0014705i,0.00033767-0.00098543i,-0.00016265-0.00082252i,-0.00031002-0.0013963i,-7.1822e-05-0.0012127i,0.00035199-0.00065433i,0.00023666-0.00083446i,-2.6171e-05-0.0012441i,-0.00054666-0.0006705i,-0.00020701+0.00030501i,0.00023443-0.00014581i,-0.00016372-0.00053085i,-0.00036751+2.654e-05i,-0.0004615+0.00067353i,-0.00035005+0.00078281i,-0.00015158+0.0001394i
-0.0020309-0.0024498i,-0.0028135-0.0026511i,-0.002294-0.0027032i,-0.001071-0.00063555i,0.00020358+0.00065238i,0.001908-0.0011406i,0.0018343-0.0024769i,0.0016791-0.0028343i,0.0015118-0.0022172i,0.00073389-0.001095i,0.00015429-0.0010818i,2.064e-05-0.0011144i,0.00090135-0.0012019i,0.0011842-0.0010052i,0.00063977-0.00022946i,0.00069638+0.00026362i,0.00048194+0.00035328i,8.4828e-06-0.00039186i,-0.00049927-0.0007517i,-0.00080099-0.00036283i,-0.0010873-0.0002943i,-0.00098793-0.00052799i,-0.00075871-0.0002178i
0.00017283+0.00068462i,0.00033834+0.0010504i,5.0826e-05+0.0027443i,0.00019393+0.0030942i,0.0014142+0.002051i,0.0026229+0.0013721i,0.0024241-1.5155e-05i,0.00083646-0.00082871i,-0.00044332+0.00017065i,-0.00023003+0.00079911i,-0.00052033+0.00046811i,-0.0012877+0.00024677i,-0.00089382+0.00014196i,0.00032893+7.0476e-05i,0.00090967+0.00056595i,0.00098731+0.00080098i,0.00054519+8.4151e-05i,0.00014054-0.00085872i,0.00042341-0.00066957i,0.00080189+6.3451e-05i,0.00040413+0.00021706i,-5.3772e-05+0.00032133i,-0.00022797-6.8707e-05i
0.00077193-0.0017492i,0.00053118-0.0032315i,-0.00014014-0.0041317i,-0.00050594-0.0020247i,0.00010142-0.00040667i,0.0020029+0.00021441i,0.0033896+0.00013068i,0.0026031-0.00085379i,0.0006388-0.0015017i,-0.00083411-0.00064797i,-0.0013999+0.00037922i,-0.001428+0.0008696i,-0.00069413+0.0015024i,0.00011501+0.002105i,0.00042181+0.002005i,-0.00012459+0.0016214i,-0.00073095+0.00041202i,0.0002108-0.00038938i,0.00095511+0.00053648i,0.00075225+0.00091905i,2.488e-05+7.5958e-05i,-0.00027092-0.00047282i,-0.00033138-0.00024381i
-0.00058234+0.0012574i,0.0002256+0.0016407i,0.00085727+0.0024443i,0.00065945+0.0020247i,0.0012496+0.0010696i,0.0025134+0.00027551i,0.0027299-4.8105e-06i,0.0014767+0.00016503i,0.00049641+0.00072798i,0.00015331+0.00030711i,-0.00046435-0.00073041i,-0.0015815+0.00021053i,-0.0014281+0.00060632i,-0.00046767+0.0004529i,-0.00064511+0.00019386i,-0.00043496-0.00012619i,-6.5892e-05+0.00028675i,0.00032226+0.00031692i,0.00059895+0.001317i,0.00012365+0.0019083i,0.00011153+0.0010208i,1.075e-05+0.00022092i,-6.5551e-05+0.00011991i
-0.0015644-0.0018633i,-0.00033339-0.0028794i,0.0012789-0.0025604i,0.00147-0.0018712i,0.0018051-0.00079283i,0.0030057-0.00015982i,0.0034045-0.0013959i,0.0019478-0.0018021i,0.00046719-0.0008148i,0.00053825+0.00022075i,0.00088056+6.7529e-05i,0.0010172-0.00039944i,0.00053819-0.00098975i,-0.00041263-0.001378i,-0.00047949-0.00094034i,0.0001525-0.00025086i,-4.3746e-05+0.00027731i,0.00016832+8.8839e-06i,0.00094944-0.00067393i,0.0007129-0.00083405i,0.00013161-0.0011691i,0.00044443-0.00096469i,0.00035726-0.00040449i
0.0022079+0.00010011i,-6.8461e-05+0.001303i,-0.0029425+0.00026765i,-0.0033387-0.0001301i,-0.0010588-0.00052301i,0.0010835-0.0011077i,0.00063562-0.0012999i,-0.00019891-0.0013444i,0.00011637-0.00095099i,0.00046636-0.0007192i,-0.00025035-0.00055331i,-0.00094301-0.00019537i,-0.00055321-0.00027319i,-0.00036767-0.00080338i,-0.00054783+0.00018612i,-9.8754e-05+0.00091374i,-0.00028935+0.0006354i,0.00019136+0.00028252i,0.0012054-0.00013387i,0.0013091-0.00020713i,0.00066065-0.00017324i,0.0002645-0.00020308i,-8.9409e-05-0.00020315i
0.00302+0.0027293i,0.0044867+0.0035603i,0.0057899+0.0018863i,0.0049028+0.0002036i,0.0028932+5.8561e-05i,0.0026393+0.00030297i,0.0026036+0.0002395i,0.0010032-0.00077135i,0.00016026-0.0011414i,-0.0001468-0.00075358i,-0.00037998-0.00013136i,-0.00049376+0.00034211i,-0.0003514+0.0010343i,0.00021111+0.0010892i,0.00031335+0.00071675i,9.777e-05+0.00079164i,-0.00015536-3.7405e-05i,-0.00061543-0.00078977i,-0.00012207+0.00023267i,0.00027899+0.0010625i,0.00033783+0.00022754i,0.00011241-0.00024707i,-0.00023757-0.00042872i
-0.0010434-0.0016035i,-0.00052091-0.0031208i,4.451e-05-0.0041095i,0.00069726-0.0028978i,0.0015012-0.0014836i,0.0013353-0.0014966i,0.0004069-0.0015774i,-0.00035519-0.001289i,-0.0015264-0.0006217i,-0.0020261-0.00089812i,-0.0020551-0.0016693i,-0.0020767-0.0012191i,-0.0014453+0.00011284i,-0.00084636+0.0012977i,-0.00083605+0.0010828i,-0.00084565+0.00092109i,-0.00025347+0.0010738i,0.00012927+0.00052306i,4.8252e-05-0.00021762i,-0.00013633-0.00034678i,-0.00061016-3.6146e-05i,-0.00044912-5.0969e-05i,-7.5437e-05-0.00012395i
0.0030572-0.00021008i,0.0023486+0.0010685i,0.00077802+0.00078181i,-6.8568e-05-0.00017894i,0.00021374+0.00024769i,0.00070492+0.0005608i,0.0018079+0.0002105i,0.0018991+8.3662e-05i,0.00071702+0.00088418i,-0.00044895+0.0010813i,-0.0011651+0.001232i,-0.0007328+0.0015805i,7.0548e-05+0.0016966i,9.6303e-05+0.0012378i,-0.00020868+0.0007411i,0.0003021+0.00059367i,0.00024731+7.3958e-05i,-0.00025952-0.00023626i,-6.8294e-05-0.00025624i,0.00012438-1.7182e-05i,0.00012877+0.00042269i,-0.00016503+8.0743e-05i,-0.00021189+6.3819e-05i
0.0016854+0.0014823i,0.0030906-7.7723e-05i,0.0031136-0.0018446i,0.0017492-0.0011332i,0.0017481+6.8681e-05i,0.002672-0.00012603i,0.0024879-0.0016983i,0.0016316-0.002101i,0.00019772-0.00055939i,-0.00051261-2.9566e-05i,-0.00085491+0.00016668i,-0.00030733+0.00080813i,0.00086517+9.7189e-05i,0.00043307-0.00014604i,0.00054716+0.00037897i,0.00099108-0.00047112i,0.00027668-0.00048904i,0.00028419-3.8823e-05i,-7.5759e-05+6.7914e-05i,-0.00038813+0.00034388i,-0.00032439-7.7946e-05i,-0.00096285+4.0151e-05i,-0.00089926+0.00037158i
-0.0018896+0.0012695i,-0.002219+0.0011959i,-0.0021135+0.0021889i,-0.00062448+0.0023793i,0.00052994+0.0016353i,0.0011404+0.00065002i,0.0016457-0.00011281i,0.0015217-0.0004147i,0.00077405-0.0004521i,0.00032755-0.00070324i,0.00022881-0.0010736i,-0.00013052-0.00048507i,2.3482e-05-0.00048273i,0.0005029-0.00073941i,0.00049672-0.00088207i,0.00017248-0.00087906i,4.5234e-05-0.00018094i,9.577e-05-0.00031869i,-0.00015018-0.0011091i,-9.7256e-05-0.00075203i,0.00045446-0.0007449i,0.00065379-0.00023229i,0.00061363+0.00027489i
0.00044428+0.00062066i,0.0021662+0.0012257i,0.0037484+0.0014128i,0.0033564+0.00065005i,0.0024528+0.00025074i,0.0029595-0.00067121i,0.0038313-0.0022532i,0.0025412-0.0027177i,0.00072253-0.0013525i,0.00057311-0.00030256i,0.00053253-0.00022014i,0.00088453-5.4736e-05i,0.0011887-0.00046882i,0.0011211-0.00089896i,0.00025046-0.00071409i,-0.00063602-0.0004157i,0.00016225+8.9515e-05i,-5.8718e-05+0.00050762i,-0.00031501+0.00021782i,0.00067116-0.00089363i,0.00066092-0.001002i,-0.00032087-0.0004145i,-0.0011153-0.0002613i
-0.0002656+0.0024228i,-0.0019628-5.1221e-05i,-0.0033055-0.0014785i,-0.002023-0.00030656i,0.00036192+0.00010003i,0.00099818-0.0011103i,0.00057041-0.0024692i,2.404e-05-0.0028498i,-0.00044301-0.0018822i,2.3398e-05-0.00088095i,-0.00024082-0.0010104i,-0.00084513-0.0017805i,-0.00094479-0.0015744i,-0.00089426-0.00077621i,-0.00044423-0.00026152i,-0.00015815+4.0529e-05i,8.0865e-05-4.7459e-05i,-7.5147e-05-0.00015903i,3.0504e-05-0.00013432i,0.00057122-0.00031634i,0.00047338-4.9208e-05i,-0.00023896+0.00038517i,-0.00046051-1.7226e-05i
0.00058015-0.00032813i,0.0017128+0.00013529i,0.00092915+0.0024588i,-0.00021721+0.002758i,0.00070215+0.0014137i,0.0022813+0.0010727i,0.0027904-0.00017554i,0.0020703-0.0012345i,0.00022609-0.00083208i,-0.00091279-0.00070561i,-0.0015154-0.0010021i,-0.0018574-8.5419e-05i,-0.0013675+0.0011249i,-0.00088087+0.0014125i,-0.00021228+0.00095186i,0.0001431+0.00032522i,0.00072184-4.6954e-05i,0.0014916+0.00044327i,0.0012687+0.00037959i,0.00041325-0.00040332i,-0.00027705-0.0010234i,-0.00023901-0.001329i,-0.00013069-0.00060973i
0.0026773-0.0036362i,0.0029142-0.0047312i,0.0025308-0.0048678i,0.001671-0.0035994i,0.0007323-0.0010271i,0.00084465-0.00057018i,0.0014805-0.00029396i,0.00090526+0.00051258i,0.00060371+0.00097182i,8.1623e-05+0.00079372i,-0.0008314+0.00058473i,-0.0010281+0.0011006i,-0.00076009+0.0013047i,-0.00045388+0.0012898i,9.3502e-05+0.0011524i,0.00038376+0.0011454i,0.00030555+0.00072165i,9.8411e-05+0.00043137i,-0.00020471+0.001085i,-0.00011671+0.00090987i,0.00017525+3.1429e-06i,6.6739e-05-0.00052888i,0.00016409-0.00039654i
0.0015063-0.00054989i,0.00020452+0.00051411i,-0.0010912+0.0012033i,-0.00083516+0.0008757i,0.00076483+0.0010056i,0.0024567+0.0004751i,0.0032357-0.00053696i,0.0019796-0.0015279i,0.00067095-0.0015461i,0.00016028-0.00027868i,-0.00042143+0.00019628i,-0.00044068+0.00044082i,-0.00013329-0.00012907i,-0.00028518-0.0001851i,0.00017504+1.796e-05i,0.00058165-0.00025115i,0.00022384-0.00042237i,-0.00042391-6.9773e-05i,-2.4281e-05+0.0002632i,0.00031256+0.00051038i,-0.00028345-5.3063e-06i,-0.00042004-0.00020001i,-0.00047181+0.00028646i
0.0029247+0.001841i,0.0043196+0.00058994i,0.0041044-0.00017068i,0.0018329+0.00016176i,-0.00032262-0.00073684i,0.0015459-0.00053151i,0.0024848-0.00011943i,0.0008441-4.8346e-05i,0.00043456-0.00026577i,0.00074629-0.0008418i,-1.9209e-05-0.00041406i,-0.00033109+0.00049798i,-0.00014337+0.00069231i,-0.00084098+0.00081993i,-0.0013352+0.0012353i,-0.0010238+0.0007836i,-0.00019598+4.533e-05i,0.00097377-0.00030001i,0.00087186+5.6701e-05i,8.4416e-05+0.00012361i,-0.00028407-0.0004504i,-0.00071856-4.5846e-06i,-0.00065018+0.00077984i
-0.0022379+0.0015749i,-0.0016537+0.0012655i,-0.0012522+0.00071245i,0.00056192+0.0015409i,0.0019687+0.0027245i,0.0019512+0.0013711i,0.0015434-0.00065222i,0.00084681-0.0010314i,0.00057333-0.00061209i,0.0003396-0.00049421i,-0.00014803-0.00069096i,-0.00041722-0.00041548i,-0.00029955-0.00021388i,-0.00042369-0.00049271i,-0.00066563-0.00049206i,-8.364e-05+0.00029575i,0.00040757+0.0011024i,0.0001181+0.00060015i,0.00017442-0.00022767i,0.00040543-1.8021e-06i,0.00020855+7.7007e-05i,0.0005274+0.00026398i,0.00061651+0.00041107i
-0.00098179-0.0034976i,0.00066552-0.0013166i,0.00080317+0.0015884i,0.00095258+0.0016412i,0.0021378+0.00054576i,0.0040432-1.2701e-06i,0.0045822-0.00078889i,0.0020845-0.0014902i,8.8044e-05-0.0018687i,3.1066e-05-0.0015149i,0.00048742-0.0012437i,0.00073914-0.00032444i,0.00038215-0.0001784i,0.00069985-0.00058911i,0.0013964-0.00016188i,0.00090135-0.00022848i,-0.00034371-0.00074102i,-0.00075484-0.00045616i,0.00018045+0.00022835i,0.00073297-0.00010754i,0.00068845-0.00090464i,0.00072169-0.00037807i,0.00084574+0.00020952i
0.001513+0.0021177i,0.0021862+0.0010568i,0.0029749-0.00037996i,0.0028231-0.0009306i,0.0022872-0.00088119i,0.0021312-0.0014718i,0.0010769-0.002077i,-0.00030937-0.0025546i,4.7555e-05-0.001967i,0.00011958-0.0010589i,-0.001035+8.0801e-05i,-0.0010223+0.00024078i,-0.00042402-0.001134i,0.00031501-0.00070922i,0.0014214+1.0908e-05i,0.0017668-3.0927e-05i,0.00051635+0.00075488i,-0.00069508+0.00082454i,-0.00093979+0.00028215i,-0.0012402+0.00019273i,-0.00089224-0.00018836i,-0.0005012-0.00036693i,-0.00097802+0.00018954i
0.0030746+0.003791i,0.0024964+0.0035101i,0.0020452+0.0013936i,0.0012332-0.0010782i,0.0017228-0.0017294i,0.0020287-0.0013369i,0.0016437-0.0011519i,0.0013255-0.00034935i,0.00032493+0.0012189i,-0.0012646+0.0002171i,-0.0011035-0.00043472i,-0.00047839+0.00032204i,-0.00085002+0.00015072i,-0.00062159+0.00014088i,-0.00022773+0.00026617i,-2.9005e-05+0.00015529i,-0.00024222-3.6436e-05i,3.3196e-05+0.0009108i,-0.00029424+0.001331i,-0.0010325+0.00082164i,-0.00065389+0.00061871i,-0.00018852-0.00015035i,-0.00067494-0.00048031i
-0.00032219+0.0025221i,0.0020439+0.002176i,0.0030307+0.0033464i,0.0023195+0.003874i,0.0022873+0.0017988i,0.0028527-0.00097201i,0.0025535-0.0017712i,0.001086-0.0012523i,-0.00025836-4.4653e-05i,-0.0010339+0.00020023i,-0.0013729-0.00031942i,-0.0010041-0.00061905i,-0.00065753-0.0008096i,-0.0008782-0.00049017i,-0.0010111-0.00029523i,-0.0012674-0.00064177i,-0.0011642-0.00016i,-0.00060319+0.00075969i,-0.00029931+0.00069473i,-0.00010468-0.0002382i,-0.00013604-0.00024415i,-7.2355e-06+0.00043528i,-0.00060521-0.00013905i
-0.00090464-0.0006929i,-0.00028641+0.00059333i,0.00028125+0.0017474i,0.00089399+0.0017986i,0.001553+0.0022166i,0.0025785+0.0011895i,0.0026963-0.0015642i,0.0010635-0.0023236i,0.00051959-0.00083314i,0.00052565-1.4067e-05i,-0.00030653+0.00011872i,-0.00093018-0.0004186i,-0.00063777-0.0013761i,5.96e-05-0.0019318i,0.0009181-0.0017076i,0.00094212-0.00044557i,0.00054829+0.00068636i,0.0003301+0.00043909i,-0.00015737-0.00064183i,-0.00057124-0.00044332i,-0.00078959-2.389e-05i,-0.0005516-0.00036547i,-0.00023523-0.00029773i
0.0017487+0.0014494i,0.0026025+0.0010949i,0.0030426+0.00029818i,0.0025908+4.8434e-05i,0.0019111-0.0001629i,0.0022336-0.00125i,0.0025716-0.0023364i,0.0015127-0.001982i,0.001318-0.0011189i,0.0012807-0.0010646i,0.00042397-0.0010106i,-0.00069349-0.00073746i,-0.001345-0.00016075i,-0.0013889+0.00016505i,-0.00095594-0.00053084i,-0.00025293-0.00045855i,0.00038268-2.4043e-05i,-0.00019227+0.00010139i,-0.00084496-0.00065678i,0.00024123-0.0012065i,0.0011844-0.00079582i,0.0011147-0.00095446i,0.00016187-0.00064751i
0.0010435+0.0031485i,0.00022449+0.0016398i,-0.00081718-0.00043188i,-0.00018945-0.0019083i,0.00067366-0.0017562i,0.00097273-0.0018767i,0.0012153-0.0018104i,0.00070099-0.00056339i,-0.00020558+0.00024587i,0.0002809-0.00016458i,0.00052847-0.00027237i,-0.0004967+0.00083333i,-0.0010946+0.00097846i,-0.00048837+4.8824e-06i,0.00082721+0.00022168i,0.001372+0.00058713i,0.00080213-0.00055728i,9.3979e-05-0.0010564i,6.1176e-05-0.0006442i,0.00081371-0.0011377i,0.0011441-0.0017129i,0.00038655-0.0015267i,-0.00054311-0.00032228i
0.0014755+0.0028023i,0.0042561+0.003459i,0.0049486+0.0045174i,0.0034788+0.0041385i,0.0023983+0.0030722i,0.0021379+0.00039564i,0.0023622-0.0015403i,0.0026327-0.0013819i,0.0025143-0.00031557i,0.001083+0.00031317i,-0.00040022-2.5679e-05i,-0.00092222-9.2153e-05i,-0.00077411+0.00032576i,-0.00042662+3.9707e-05i,-7.622e-05-0.001072i,0.00026117-0.0013208i,0.00019914-0.001174i,-0.00039047-0.00062101i,-0.00099849-0.00011326i,-0.00060402+1.1988e-05i,-0.00049897+0.00073826i,-0.00087904+0.00040462i,-0.00086836+6.1536e-05i
0.00091687-0.0036094i,0.0010136-0.0036086i,0.00062643-0.0034079i,-0.00039102-0.00044013i,-0.00052103+0.00096755i,0.00067698-0.00015315i,0.0014096-0.00091635i,0.0011342+0.00013718i,0.00022614+0.00026913i,-0.0013841-0.00044287i,-0.0019855-3.3782e-05i,-0.001622+0.00028821i,-0.00058051+0.00067583i,-0.00010768+0.00054253i,-0.00016657+0.00071246i,0.00011144+0.0011085i,1.6976e-05+0.0012156i,-0.0005342+0.00098052i,-0.00099918+0.00077435i,-0.00063674+5.1295e-06i,-2.4215e-05-0.00036534i,0.00013417-0.00080924i,4.8352e-05-0.0010603i
0.0020248+0.00079778i,0.00036326+0.0015042i,-0.00029441+0.0014311i,0.00029464+0.00059424i,0.0016332+0.00029647i,0.0021846-0.00037317i,0.002606-0.0022781i,0.002677-0.0025918i,0.0021947-0.0011174i,0.0014983-0.00030614i,0.00070513-0.00047793i,0.00032962-0.00066515i,0.00046721-0.0003422i,0.00027232-0.00060914i,0.0002146-0.00093521i,0.00011663-0.00057674i,0.00018732-0.00041335i,0.00045971+0.00016363i,0.000251+0.00026543i,-0.00011451-2.6016e-05i,-0.00060585-0.00014268i,-0.00080815-2.0399e-05i,-0.00071223+0.00016662i
