-0.0023582+0.00056872i,-0.00094994-0.00035788i,-0.0011802-0.00066314i,-0.0010922+0.00032106i,-0.00049296+0.0010514i,-0.00027969+0.001085i,-0.00067921+0.0012531i,-0.00016647+0.0015134i,0.00029322+0.0018003i,0.00021249+0.00044939i,0.00051066-0.0011349i,-0.00025564-0.0013782i,-0.0007318-0.0006254i,9.0516e-05-0.00047383i,-0.00016358-0.0005864i,-0.00090561-0.00055716i,-0.0013744-0.0007515i,-0.001743-0.00064196i,-0.0010344-0.00013178i,-7.0716e-05+0.00094158i,4.9027e-05+0.001419i,-4.2884e-05+0.0010651i,0.00025534+0.00010409i
-0.00047541+0.00030265i,-0.0002641+0.00040488i,-0.00025692+0.0012424i,-0.00044246+0.0019258i,-6.0905e-05+0.0012988i,0.0001909-0.00019701i,-0.00018546-0.0011937i,-0.00076428-0.00048597i,-0.00073431+0.00026732i,-5.0271e-05+1.8154e-05i,0.00051918-0.00030859i,0.00010725-0.00043791i,-0.00017815-0.00013753i,-0.00052329-0.00045629i,-0.00011044-0.0004696i,0.00097124-0.00013087i,0.0012195-0.00072623i,-4.4739e-05-0.0006032i,-0.00062994+6.1282e-05i,-0.00016584+0.00026994i,-0.0002252+0.00096234i,4.1551e-06+0.00091984i,0.00037979+1.0925e-05i
-0.0011348+0.00027955i,-0.00097596-3.0364e-06i,-0.00010022+0.00014961i,-6.2829e-05+0.00066013i,-0.00055163+0.00027363i,-0.00013686-0.0010032i,-0.00048739-0.0013347i,-0.00048305-0.00045091i,0.00068579+0.0007891i,0.00080611+0.00071166i,0.00055352-0.00077386i,-2.7456e-05-0.0013324i,-0.00093566-0.00086429i,-0.0008853-0.0007683i,0.00013724+0.00023704i,0.0013172+0.0012826i,0.00060408+0.00062458i,-0.0001186-0.00012448i,0.00075975-1.963e-05i,0.00075998+0.0006245i,0.00056794+0.0010101i,0.00070088+0.00036834i,0.00096382+0.00031193i
0.00055483+0.00023061i,0.00026004-0.00080466i,0.00071655-0.00095916i,0.0017821-0.00065105i,0.0017699-0.00051613i,0.00030114-0.00067494i,-0.0011702-0.00038713i,-0.00076139-0.00036412i,0.00027608-0.00069497i,0.00091167-0.00052827i,0.00065572-0.0002283i,0.00045642-0.00032051i,0.0009784-0.00033088i,0.00055683+0.00045729i,-0.00034673+0.00075872i,-0.00075259+0.00059073i,-0.00062171+0.0010955i,-0.00066105+0.0010679i,-0.0002506-0.00013033i,0.00023126-0.0004906i,2.1525e-05-0.00038031i,-0.00015038-0.00068786i,-0.00027063-0.00040704i
-0.00033482+0.0022357i,0.00023215+0.0017104i,-0.0003128+0.0016316i,-0.00026996+0.0016445i,0.00021055+0.00078969i,0.00012124-0.00029453i,-0.00092549-0.0008225i,-0.0014182-0.00066531i,-0.00038542-0.00070075i,0.00061372-0.00075082i,0.00019113-0.00019861i,-0.00027565+0.00066521i,-3.0606e-05+0.00041044i,-0.00013136-0.00025803i,-0.00032331-0.00078018i,-0.00022078-0.00053213i,0.00016365+0.00019706i,0.00041491+5.7886e-05i,0.00028364+5.6618e-05i,-0.00025132+0.00066353i,-8.5008e-05+0.00161i,2.4261e-05+0.0013563i,-0.00024972+0.00043015i
0.00092297-0.0008467i,-0.0010991-0.0017132i,-0.0023711-0.0020316i,-0.0029019-0.0013742i,-0.0027748-0.00045105i,-0.0014154+0.00099671i,-0.00106+0.00079452i,-0.0010152+4.7438e-05i,-0.00051161-0.00040434i,-0.00080213-0.00099058i,-0.0010256-0.0008282i,-0.00069144-0.00045748i,-0.00037226-0.00032474i,-9.6323e-05-0.00022257i,-0.00020813-0.00037554i,-0.00053546-0.00066426i,-0.0001675-0.00072097i,-0.00015154-0.00027031i,-0.00031971-0.00012353i,-0.00023565-0.00078494i,4.4368e-05-0.00053102i,0.00025429+0.0004908i,1.9895e-05+0.00050355i
-0.0014059-0.00084557i,-0.0017843-0.00095641i,-0.0011226-0.00085747i,-0.00014905+0.0012148i,0.0008058+0.002629i,0.00085029+0.0019837i,-0.00080198+0.00077597i,-0.0014931-0.00067117i,-0.00083084-0.00070967i,-0.00088137-0.00021002i,-0.00082265-0.00017692i,5.3349e-05+0.0002869i,0.00065295+0.00041076i,0.00062297+7.0142e-05i,-8.3339e-05-0.00059316i,0.0002595-0.00045546i,0.0010647+0.00020898i,0.00084674-3.5923e-05i,0.00084969-0.00028121i,0.00063518+0.00024252i,0.00018776-0.00043179i,0.00061491-0.001242i,0.00045977-0.0003417i
0.00086957+0.00054677i,0.0011534+0.000947i,6.9927e-06+0.00021928i,-9.3792e-05-0.00013796i,0.00077357+5.178e-05i,0.00073977-0.00034746i,0.00058677-0.00046946i,5.6321e-05-0.00043674i,-0.00064276-0.00056773i,-0.00059672-0.00052844i,-0.00021151-0.00054235i,-0.00051918-0.00033144i,-0.00074949-0.00014283i,-0.00033998+0.00028498i,-0.0005057+0.00038297i,-0.00054568-5.3204e-05i,-0.000616-0.00026877i,-0.00061288+0.00012785i,-0.0006531+0.00056578i,-0.00068975-0.00012417i,-0.000729-0.00054961i,-0.00047237-0.0002191i,-0.00048295+0.00017119i
0.0020785+0.00066575i,0.0014105+3.8202e-05i,0.00040454-0.00088071i,-0.00070804-0.00051799i,-0.000957-1.8596e-05i,-0.0012154+0.00034918i,-0.001117-0.00033932i,-0.00050421-0.0011137i,-0.00044273-0.00092445i,-0.0010517-0.00075268i,-0.00081812-0.00017916i,-0.0002664+0.00078853i,-0.00030834+0.0017045i,2.0012e-05+0.0012816i,0.00045749+0.00026059i,0.00030867-0.00026126i,0.00028449+4.616e-05i,0.00056672+0.00033824i,0.00065982-0.00031527i,0.00045456-0.00018252i,0.00081807-5.1572e-05i,0.00055897-0.00029541i,-0.00049069-2.938e-05i
-0.0023134+0.00087986i,-0.0027939+0.00095211i,-0.0028644+0.0007122i,-0.0016143+0.00034652i,5.5686e-05+0.00040555i,0.00036139-0.00013305i,-0.0002475-0.00066467i,-0.0007859-0.00089669i,-0.00087578-0.0010048i,-0.00037657-1.8518e-05i,0.00025044-0.00011924i,0.00072498-0.00084125i,0.00081692-0.00057613i,0.00079879-0.00020182i,0.00054275+0.00043975i,-3.0469e-05+0.0005144i,0.00028059+0.00055417i,-8.8754e-05+0.00046467i,-0.00069348+0.00049228i,-4.1241e-05+0.0004913i,0.00073747-3.9542e-05i,0.00041588+0.00022028i,-0.00051972+0.00068331i
-0.00032601-0.001856i,0.00023536-0.0014916i,0.00034392-0.0013238i,-4.7449e-05-0.00060644i,-0.00015611+0.000886i,-0.00065422+0.0012646i,-0.00112+8.444e-05i,-0.00020112-0.00031005i,0.000419-0.00069804i,-1.8265e-05-0.0012636i,-0.00047038-0.00012304i,0.00012939+0.00020086i,0.00080443-0.00016058i,0.00083205-2.1417e-05i,0.00079125+6.6262e-05i,0.00030997-0.00037351i,-0.00027221-7.0562e-05i,-0.00058685+0.00035863i,8.5064e-05-0.00031624i,-0.00025926-0.00075145i,-0.00058117-0.0010685i,-0.00013783-0.00098479i,-6.4126e-06-0.00044555i
0.002069-0.0016046i,0.0015018-0.0023786i,0.00072512-0.0017112i,0.0003382-0.00026815i,-0.00075713+0.000519i,-0.00077057+0.00025586i,-2.6716e-05+0.00076962i,0.00013437+0.00058445i,-0.00024772-0.00038928i,-0.00032428-7.4018e-05i,-0.00011155+0.0007157i,0.00072768+0.00042781i,0.0012164-0.00020318i,0.00080738-0.00010516i,9.0157e-06+0.00066456i,-0.00025886+0.0004866i,0.00066244-0.00033209i,0.00096229-0.00026175i,0.00085051+0.00033306i,0.00083295+0.00037646i,0.00083616+0.00038716i,0.0005146+0.00096942i,-0.00081195+0.00092189i
-0.0016866+0.0020367i,-0.0010609+0.001076i,-7.1148e-05+0.00022972i,0.00011071+0.00080339i,0.00017296+0.0013406i,0.00016532-0.00024986i,-0.00014261-0.00098911i,-0.00020382-0.00088613i,-0.00010801-0.0011327i,-9.5305e-05-0.00089043i,-0.00029927-0.00027203i,-0.00077226-0.00010622i,-0.00091367-0.0003432i,-0.00015342-5.2787e-05i,0.00046355+0.00028905i,-0.00027017+0.00062714i,-0.00093691+0.00093261i,-0.00076274+0.00061804i,-0.00035025+0.00022362i,-0.00026211+0.00020698i,-0.0004645-3.4413e-05i,-0.00047428-0.00013135i,7.5997e-05+0.00029591i
0.00053343-0.00096867i,0.0018242-0.00046223i,0.0016398-0.00060744i,-1.8628e-05-0.00046946i,-0.00066621+9.828e-05i,-0.00083598+0.00057795i,-0.00096954+0.00073526i,-0.00090148+0.00012454i,-0.00013454-0.00046032i,0.00018377-0.0004181i,0.00016861+0.00047706i,0.0004463+0.0011059i,0.00031443+0.0005763i,-2.1679e-06+0.00057373i,-0.00048915+0.00060732i,-0.00050418+0.00041688i,0.0001833-2.7919e-05i,0.0010711-0.00041454i,0.00085264-0.00025317i,0.00087189+0.00011526i,0.0011419+0.00037984i,0.00075142+0.00073761i,0.00020454+0.00069983i
0.0023668-0.00073762i,0.0011141-0.0028057i,0.00026312-0.0029797i,0.00029954-0.0019244i,0.00036147-0.0011412i,-0.00024325-0.00087287i,-0.0012064-0.0007275i,-0.0012411-0.00061357i,-0.00045933-0.00011373i,0.00065198+0.00018749i,0.0012141-0.00023865i,0.00063837-0.00052555i,-2.6873e-05-0.00080225i,-0.00012255-0.00050879i,-4.823e-05+5.2601e-05i,-0.00015536+0.000279i,-0.0003554+0.00030187i,-0.00052146-7.9466e-05i,-0.0004095+0.00017792i,-0.00020866+0.00025569i,-0.00012619-0.00055458i,-0.00013007-0.0011355i,-0.0006036-0.00050886i
3.3325e-05+0.00089071i,0.00060985+0.00083442i,0.00055679+0.00017699i,0.00024845-0.00048486i,0.00025799-0.00091466i,0.00022928-0.00043637i,-9.753e-08+0.00025477i,0.00013898-0.00017465i,0.00025158-0.00080165i,0.00042315-0.0010793i,0.00011682-0.00074921i,-0.00092312-9.3068e-05i,-0.00093235-6.3374e-05i,-0.00045621-0.0006608i,-0.00035349-0.000711i,0.00023364-0.00033327i,-0.00026423-0.00030451i,-0.00051713-5.8397e-05i,-0.00025077+8.5684e-05i,-6.6532e-05-0.00027124i,0.00015019-0.00048814i,-0.00060018-0.00022914i,-0.0012616+3.8115e-05i
-0.0014637+0.0004515i,-0.0015444-8.0397e-05i,-0.0014385-0.00020307i,-0.0012512+0.00069572i,-0.00084302+0.0013295i,-0.00010021+0.0010735i,1.9438e-05-0.00025128i,-0.00015053-0.00054494i,-0.00044472-0.00022895i,-0.00063227-0.00037563i,-0.00034493-0.00086312i,-7.7165e-05-0.00057313i,-8.093e-05+0.00012213i,-0.00019448+0.00034607i,0.00018522+0.000144i,0.00058385-0.00036437i,0.00068564-0.00085798i,0.00042296-0.00073771i,0.00017593-0.00023649i,-7.0985e-05+0.0001187i,-0.00035416-0.00042219i,0.00020719-0.00043754i,0.00073946+0.00026072i
-0.00084295-0.0016103i,-0.00072702-0.0012472i,-0.0010843+0.00020811i,-0.00075052+0.0011552i,0.0007778+0.00041017i,0.0014702-0.00028439i,0.00026687-0.0002043i,-0.00057668-6.7209e-05i,-0.00071647-0.00044837i,-0.00076503-0.00073199i,-0.00056011-0.00034334i,0.0002384-0.00032174i,6.4036e-05-0.00070752i,-0.00029629-0.00054359i,-0.00015769-0.00029394i,-6.7988e-06-8.555e-05i,0.00022045-0.00022232i,0.00044622-0.00040838i,-1.7346e-05-0.00049566i,0.00013696-0.00024632i,0.00090194+0.00019161i,0.00047245+0.00045746i,-0.00069119+0.00024837i
-0.00036683+0.00057746i,2.7963e-05+0.00031854i,-0.00019812-7.2207e-05i,-0.00033812+0.00058484i,-0.00031937+0.0006359i,-0.00063351+0.00030751i,-0.00038277-0.00072184i,-9.5188e-05-0.0013674i,-0.00012723-0.00015993i,0.00057094+6.0167e-05i,0.00060513-0.00062764i,-7.4007e-06-0.00042639i,2.2231e-05-0.00045437i,-0.00013923-0.00049885i,-0.00039461-0.00028981i,-0.000227-0.00036469i,-0.00036462-0.00067475i,-0.00012278-0.00104i,-0.00020281-0.00052089i,-0.00051883+0.00029787i,0.00051403+0.00051581i,0.00074023+0.00086543i,0.00040236+0.00031715i
0.0012344+0.00093981i,0.0011002+0.0006983i,0.00044484+0.0010241i,-0.00037253+0.0014967i,-0.0003263+0.00076031i,-0.00011569-0.00048189i,-0.00097014-0.001042i,-0.0010641-0.00053595i,-0.00062001-0.0005762i,5.3494e-05-0.0011947i,0.00060255-0.00081041i,0.00030283-0.00017652i,-0.00017748+2.3067e-05i,-0.00033757-0.00030756i,-0.00033757-0.0005212i,-0.00065852-0.001224i,0.00014547-0.001613i,0.00077568-0.0011393i,0.00066308-0.00019751i,0.00014976+0.00066408i,-0.00037974+0.00063163i,-0.00044842+0.00021849i,-0.00056291+0.00074987i
-0.001092-0.00091789i,-0.0012527-0.0019299i,-0.00085973-0.0017821i,-0.00056868-0.00086143i,-8.5379e-05+0.00010788i,-9.4431e-06+0.00023052i,5.6786e-05+6.787e-05i,0.00048052+0.00022192i,0.00081946-8.3974e-05i,-1.5608e-05-0.00071224i,-0.00043186-0.00019439i,-0.00053756+0.00062137i,-0.00073936+0.0003059i,-0.00022145-1.3464e-05i,4.9072e-05-0.00040072i,-0.0002079-0.00073038i,-0.00025373-0.00064636i,5.9838e-06-0.00014698i,0.0001628-0.00022408i,0.00034709-0.00067745i,0.00070298-0.00039398i,0.00058995-2.728e-05i,0.00027713-0.00083057i
-0.0010603-0.0012072i,-0.0016887-0.00054124i,-0.0024378+0.00029841i,-0.0021107+0.00077658i,-0.00109+0.0009891i,-0.00058449+0.00076318i,-0.00093763-5.8039e-06i,-0.00095311-0.00034824i,-0.00015588-0.00026362i,0.00037254-0.00036782i,0.00033949-0.00046819i,-6.7452e-05+1.5655e-06i,-6.1128e-05-0.00014961i,0.00045568-0.00055338i,0.00092636-0.0002312i,0.00030293+0.00025044i,-0.00022523+9.5879e-05i,-0.0005298-0.00054462i,-0.00053741-0.0004774i,-0.0002465-0.00024479i,-0.00040844+8.5317e-06i,-0.00037992-3.6647e-05i,7.8645e-06-0.0003227i
0.0017688+0.0018984i,0.00088743+0.0011083i,0.00016377+0.00027885i,0.00069212+0.00021397i,0.00067749+0.00048041i,0.00043349+0.00031691i,0.00052845+0.00034683i,0.00063473+0.00046987i,0.0011208+0.00039078i,0.00092297+0.00047939i,0.00027684+0.00025788i,0.00010455-0.00056847i,0.00035216-0.00067025i,-0.0003601+0.00041807i,-0.00058057+0.00084707i,-0.00031581+0.00087016i,-0.00031433+0.00081575i,-0.00022873-0.00049245i,-0.00010035-0.0012433i,0.00011819-0.00081504i,0.00013508-0.00069844i,0.00024753-0.00054705i,-0.00011003-4.4565e-05i
-0.0020086-0.00047381i,-0.0030377-0.002153i,-0.0032737-0.0028422i,-0.0018152-0.0016897i,-0.00017632-0.0004645i,-0.00041578-0.00024307i,-0.00066703+0.00012215i,-0.0010622-0.00038855i,-0.0014134-0.00086806i,-0.0014118-0.00057739i,-0.0013413-0.00045694i,-0.00074737+0.00010013i,0.00027609+0.00050452i,0.0012054+0.00073548i,0.0013235+0.00083293i,2.2788e-05+0.00038886i,-0.0006338-0.00029939i,5.5574e-05+9.7189e-05i,0.00061709+0.00073479i,0.00063472-2.3949e-05i,0.0013736-0.00066086i,0.0019216-0.00062168i,0.0013278-0.00080986i
0.0011583+0.00054163i,0.00027248+0.00097021i,0.00055394+0.00059801i,0.0015562-0.0011575i,0.001181-0.0023601i,3.2059e-05-0.0016369i,-0.00044089-0.00016302i,-0.00091508-0.00022105i,-0.00046985+9.5596e-05i,0.00047278+0.00044181i,0.00046475+0.00016326i,-9.6799e-06+4.6683e-05i,-0.00034187-0.00045842i,-0.00082193-0.0007788i,-0.00062728-0.00010898i,-0.00038825+0.00094963i,-0.00038365+0.00077347i,-0.00012492+0.00043638i,-0.00013362+0.00040952i,-4.2915e-05+0.00090846i,-4.3658e-05+0.00054252i,-0.00020994-0.00032113i,5.5497e-05-0.00022026i
0.0016187+0.0013001i,5.5366e-05+0.00022948i,-0.0011574-0.00030748i,-0.0018269+0.00040883i,-0.001733+0.00063717i,-0.0021517+0.00045723i,-0.0010296+3.8682e-05i,0.00079593-8.1342e-05i,0.00039143-3.4854e-05i,0.00015797-0.00037436i,0.00032801-0.00060243i,2.3346e-05-2.8711e-05i,0.00025664+0.00040948i,0.00075142+0.00067943i,0.00050404+8.8102e-06i,7.666e-05-0.00063069i,2.8709e-05-0.00012966i,-3.9851e-05-0.00012154i,-0.00016733+9.3449e-05i,-0.00053011+0.0004453i,-0.00048869+0.00025388i,-0.00014682+0.0001722i,-0.000471-2.6648e-05i
0.00076127-0.00040161i,0.0011783-0.0014789i,0.00097451-0.0024272i,0.00062354-0.0011509i,0.00080373-0.00016329i,8.6278e-05-0.00020655i,-0.0010076+0.0004723i,-0.0011784+0.00036585i,-0.00043075-0.00028714i,-6.3009e-05+9.3205e-05i,-0.00025225+0.00018695i,9.2348e-05-0.00043188i,0.00015861-0.00017787i,-0.00019356+0.00059746i,0.00029615+9.2547e-05i,0.00079026-0.00036322i,0.00034805+8.3907e-05i,0.00015698+0.00043132i,-9.7662e-06+9.1043e-05i,-4.7382e-05+0.00043096i,0.00012568+0.00053612i,0.00047022+1.9866e-06i,0.0002922-0.00053599i
-0.00077787-0.0017545i,-0.0012689-0.0011649i,-0.0017089-0.0003201i,-0.0017708+0.00045886i,-0.0013468+0.00075731i,-0.00026868+0.00029411i,-0.00044119-0.00010047i,-0.00062268+0.00051717i,-0.00071762+0.0006638i,-0.00071166-7.5819e-05i,-0.00072719+0.0004473i,1.6226e-05+0.00025044i,0.0011271-4.0007e-05i,0.00095971+0.00015037i,0.00031471+0.00021769i,0.00032971+0.00043933i,-4.1734e-05+0.00069884i,-0.00065369+0.00060326i,-0.00059264+0.0002862i,-0.00046834-3.2145e-05i,0.0001001-0.00019806i,8.3309e-05-0.00012816i,-0.00051598-0.00021009i
0.00024105-0.00042453i,-3.0313e-05-0.00066206i,-0.00072737-0.0014215i,-0.0010138-0.0006629i,-0.0012592+0.00085032i,-0.0016128+0.00093488i,-0.0014603+1.6008e-05i,-0.0010104-0.00018533i,-0.00054777-0.00018589i,-5.7998e-05+0.00010901i,-0.00035025+0.00018787i,-0.00056121+0.00052164i,0.00016817+0.00063883i,0.00085386-0.00016531i,0.001214-0.00089008i,0.00099978-0.00064989i,0.00030446+5.2757e-05i,0.00056662+0.00012694i,0.00063268+0.00024099i,0.00017643+0.00061935i,0.00035278+0.0010128i,0.00083252+0.00075507i,0.00059314+0.0003963i
-0.00012594-2.9218e-05i,-0.00026658-0.00042974i,-0.00048919-0.0003129i,-0.00084684-1.386e-05i,-0.00041383+0.00055852i,0.00015437+0.00066818i,-0.0010634-7.254e-05i,-0.00135-0.00043337i,-0.00051365-0.00041145i,-0.00031275-0.00012895i,-0.00038017+0.000318i,-0.00029901+0.00011026i,-1.0246e-05+0.00010605i,0.00074975+0.00018365i,0.00052658-0.00057958i,0.00036024-0.00070176i,0.00040689-0.0003708i,0.00015463-0.00040604i,0.00071167+0.00041418i,0.00070893+0.0010344i,-0.00083176+0.001026i,-0.00097848+0.00081717i,0.00049105+0.00028422i
-0.00018865-0.0020638i,0.00022706-0.0032045i,0.00033544-0.0027089i,-0.00044949-0.0013666i,-0.00058395-0.00027912i,-0.00047454+0.00013659i,-0.00063654-3.2432e-05i,-0.00054787-0.00051323i,0.00023445-0.00098482i,0.00043989-0.00060023i,-4.8529e-05-7.6954e-06i,-0.00045129+5.1016e-05i,-0.00071929+0.0004876i,-0.00075506+0.00056765i,-0.00011111+0.00036772i,0.00087329-1.0978e-05i,0.0010592-0.00063975i,0.00025769-0.00031152i,-0.00053446+0.00035558i,-9.8498e-05+0.00027142i,-7.6286e-05+0.00033721i,-0.00099751+0.00035711i,-0.00063602-0.00024882i
-0.00021346-0.00024583i,-0.00047583-0.00061612i,-0.00029494+0.00023493i,0.00017951+0.0002177i,0.00055345+0.00016763i,0.00060584+0.00053644i,-7.1564e-05+0.00046357i,-0.00048785-0.00035366i,-2.4916e-05-0.0014354i,0.00040323-0.00093384i,0.00025484-3.5962e-05i,-7.9732e-05-0.00013456i,0.00072272-0.00039756i,0.0011308-0.00066772i,0.00041047-0.00016965i,-0.00015023-0.00026284i,-0.0011584-0.00033835i,-0.0014141-0.00051208i,-0.00057371+0.00011126i,-9.9063e-05+0.00053229i,0.00024618-3.845e-05i,-0.00014333-5.0008e-05i,-0.00031187+0.00013445i
-0.00032286-0.002631i,-0.0016982-0.0017241i,-0.0026624-0.0011123i,-0.0032551-0.00025515i,-0.0029527+0.00079926i,-0.001738+0.0011445i,-0.0010429+0.001054i,-0.00088367-0.0001444i,-0.0011513-0.00094199i,-0.0017297-0.00064284i,-0.0012239-0.00061305i,-0.00042587-4.2306e-05i,-0.00022876-0.00014213i,0.00017607-0.0004198i,0.00053375-0.00012115i,-0.00032394-0.0004682i,-0.00049432-0.00044264i,-0.00011405+0.00027465i,0.00013351+0.00025131i,-0.00010236+0.00041601i,-0.00040885-0.00020337i,-0.0005272-0.00098974i,-0.00087241-0.00022512i
-0.00094857-0.00066046i,-0.0026785-0.00096196i,-0.0033077-7.3385e-05i,-0.0017606+0.00091332i,-0.00025545+0.0011338i,-0.00095137+0.00063177i,-0.0018932-0.00010533i,-0.00088253-0.0004689i,-0.00017016-0.00092113i,-0.00023886-0.001438i,6.8313e-05-0.0010389i,-4.1329e-05-0.00019867i,-0.00014446-2.5346e-05i,0.00026211-7.0982e-05i,0.00062397-0.0002186i,0.00023627-0.00068644i,-0.00057923-0.0011939i,-0.00084078-0.00072942i,-0.00062329+0.00060929i,-0.00048652+0.0010148i,-5.9471e-05+0.00018505i,0.00075501-0.00062636i,0.0014001-8.5439e-06i
0.00042173+0.0013017i,0.00071739+0.0011142i,0.00048612+0.00089015i,1.2447e-05+9.4859e-05i,0.00042392+0.00047352i,-0.00015434+0.00037642i,-0.0013432-0.00029071i,-0.00073856-0.00057181i,0.00014832-0.00090022i,0.00073111-0.0006141i,0.00079002-7.2551e-06i,-6.0228e-05-0.00036476i,-0.00052559-0.00070083i,5.6351e-05-0.00058898i,0.00074442-1.6817e-05i,0.0010298+0.00078398i,0.00089495+0.00072744i,0.00070723+7.4143e-05i,0.00060612-0.00046362i,0.00044919+0.00022967i,0.00029713+0.00063249i,0.00021501+0.00041715i,0.00019604-0.00054017i
0.0018542-0.0002929i,0.00097893+3.485e-05i,0.00063607-0.00010012i,0.00011663-0.00069042i,-0.00059063-0.0013829i,-0.0012896-0.0012565i,-0.0015027-0.00075426i,-0.00064062-0.00057522i,-0.00024357-0.00033703i,4.3446e-06+0.00013191i,0.00055102-0.00011171i,0.0011373-0.00054811i,0.0009037-0.00026849i,0.0008563+0.00019878i,0.0009518+0.00074706i,0.00080342+0.00027628i,0.00039633-0.00020368i,-0.00040417+0.00010897i,-3.5689e-05-0.00024803i,0.00013206+5.57e-05i,0.00020956+0.00034786i,0.00023094+0.00011845i,-0.00016958+0.000287i
-2.3128e-05+0.0013551i,0.00063504+0.00141i,0.0015243+0.00081326i,0.00093103+0.0012036i,-0.00041948+0.0010725i,-0.00092189+3.9601e-05i,-0.00056307-0.00059717i,-0.00029013-0.0009142i,4.8039e-05-0.000753i,-0.00012311+5.9122e-05i,-0.00019069+0.00039706i,-0.00017885+0.00064501i,-0.00011421+0.0006133i,-0.00056629+0.00038514i,-0.00064399+0.00022067i,-0.00024649-8.4929e-05i,-0.00017271-9.8482e-05i,-0.00030163+0.00094169i,-0.00046277+0.00073695i,-0.00029985-0.00017492i,-0.00060384-0.00026005i,-0.00026466+2.6841e-05i,1.5216e-05-9.2118e-07i
-0.00094558+0.0010708i,-0.0014903+0.00079107i,-0.00072434+0.00047503i,0.00034787+0.00050757i,0.00063725+0.00016512i,6.203e-05-0.00086526i,-9.107e-05-0.00097829i,-0.00050927-0.00054974i,-0.00063066-0.00037119i,0.00038146-8.3898e-05i,0.00026623+0.00067138i,-0.00019538+0.00025996i,0.00011211+1.5134e-05i,-8.9902e-05+0.00039573i,-0.00015319-1.2224e-05i,-8.0354e-06-8.6862e-05i,-0.00030955+0.00045966i,-0.00093654+0.00019046i,-0.00076343-0.00028856i,0.00040258-3.8026e-05i,0.0004355-0.00022775i,9.0956e-05-0.00012706i,-4.4615e-05+0.00036194i
0.00034672-0.00047923i,-8.0129e-05-0.00065017i,0.00040192-0.00011455i,0.00064362+0.00053962i,1.4822e-05-0.00011976i,-0.00047898-0.0013163i,-0.00021401-0.0012412i,0.00042595-0.00066968i,0.00013031+0.00017547i,-0.00063765+3.8085e-05i,0.00019416-0.0008677i,0.00071913-0.00062303i,-0.00045041+0.00038447i,-0.0003968+0.00096015i,0.0005041+0.00048964i,0.0005528+0.00025176i,-0.00019861+0.00042576i,-0.0004983-1.5455e-05i,0.00027531-0.00084182i,0.00029791-0.00093683i,-4.84e-05-3.7295e-05i,4.8553e-05+0.00090182i,0.00032182+0.00073434i
-8.8151e-05-0.00074327i,-8.0251e-05-0.00059796i,-0.00037866+0.00014981i,-0.00048757+0.00062795i,-0.0010629+0.00047879i,-0.001726+0.0001612i,-0.0011924+0.00011166i,-0.00034131-0.00062562i,0.00027385-0.00064034i,-0.00012808-0.00013525i,-0.0005905-0.00037618i,-0.00039202-0.00035336i,-0.0003495+4.4856e-05i,-0.00014398+0.00020604i,0.00027632+0.00032814i,0.00010751+4.9808e-05i,0.00019571-0.00028312i,0.0003699+8.27e-05i,-0.00019552+0.0002441i,-0.00032633+0.00020134i,0.00035992+0.00014419i,0.00091865+0.00028984i,0.0010305+0.00015495i
-0.0005551+0.00080742i,0.00046602-2.4084e-05i,0.0007975-0.00044852i,1.4452e-05+0.00023784i,-0.00081394+0.0010301i,-0.00082072+0.00057295i,-0.0006868-5.0391e-05i,-0.00073189-0.00047572i,-0.00013957-0.0010093i,0.00015941-0.00062679i,-3.2816e-05-0.00050605i,0.00037874-0.00077337i,0.00037448-0.0010485i,-0.00016389-0.00099793i,0.00024248-0.00063419i,0.00059574-0.00032488i,0.00026871-0.00049218i,-0.00012554-0.00061101i,-9.5819e-05-2.6786e-05i,0.0001296+0.00035862i,0.00028632-2.0095e-05i,0.00026949-0.00021737i,-0.00022274-9.8226e-06i
-0.0010745-0.0013795i,-0.0018014-0.00044163i,-0.0017839+0.0004485i,-0.0012818+0.0015015i,-0.0010675+0.0020709i,-0.00089825+0.0013345i,-0.00044293+0.00046758i,-2.1073e-05+0.00028177i,0.00012254-0.00038598i,-0.00050279-0.0010355i,-0.00044854-0.0011028i,0.00079403-0.0010303i,0.00095698-0.00055262i,0.00050587-0.00044561i,0.00063522-0.00042364i,0.000512-0.00043708i,-0.00017431-0.00033773i,-0.00070467+0.00046913i,-0.00076472+0.00049512i,-0.00027341-0.00016789i,9.3792e-05+0.00034884i,4.6781e-05+0.00057317i,2.0206e-05+0.00055074i
0.00052133-0.0007396i,0.00018526-0.00098255i,-0.00097914-0.00061562i,-0.0010646+0.00022067i,-0.00051773+0.0016226i,-0.00015938+0.0011592i,-0.00022062-0.00027205i,-0.00062864-0.00065972i,-0.00029568-0.00077651i,0.00014736-0.00041441i,-0.00017838-0.00023311i,-0.00024526-0.0005055i,-0.00014287+4.5851e-05i,-0.00055568+0.00019492i,-0.00065456-0.0002299i,-0.00036772-2.9666e-05i,-0.00015989+0.00059831i,0.00037037+0.00090896i,0.00073584+0.00026784i,0.00045935-0.00055088i,0.00016013-0.00047899i,5.639e-05+0.00048725i,-0.0002901+0.00063144i
