-0.0052415-0.0026131i,-0.0042002-0.001927i,-0.0041088+0.000362i,-0.0025725+0.0011873i,0.00014743+0.0013554i,0.0002213+0.00050587i,-0.0011712+6.5701e-05i,-0.00015888+0.0012685i,0.00135+0.0017157i,0.0015192+0.00074505i,0.00117+0.00014545i,4.7605e-05-0.00013154i,0.00036305-0.00088889i,0.0012931-0.0005843i,0.00087548+0.00051098i,0.00050434+0.000613i,-0.00049719+4.3948e-05i,-0.0012949+8.6431e-06i,-0.00055898+0.00062978i,-1.8643e-05+0.00078134i,-0.00027139+0.00060866i,-0.00041461+0.00039133i,-0.00066732+0.00011341i
-0.00056958-0.00032982i,-0.0013529+0.00043304i,-0.0014211+0.0010731i,-0.00079047+0.0018328i,0.00015029+0.0012254i,0.00055521+0.00031838i,-6.2382e-05+7.8764e-05i,-0.0010662-0.0003291i,-0.0012491-0.00066025i,-0.00010046-0.0007195i,0.00085081-4.8834e-05i,0.00067725+0.0005936i,0.00015272+0.00052139i,-0.0001334+0.00052483i,7.5681e-05-0.00035638i,0.00041597-0.00074518i,0.00068391-0.00040569i,0.00086212-0.00084312i,0.0004708-0.0010714i,0.00051034-0.00056034i,0.00066392-0.00027132i,7.0908e-06-0.00047405i,0.00054425+3.5957e-06i
-0.0016674-0.00084114i,-0.0012951-0.00059428i,-0.00043687+0.00052585i,0.00070058+0.00067495i,0.00095346+0.00022222i,0.00087031+0.00024433i,0.00061323+1.9838e-05i,-0.00017215-0.00013472i,-0.00061417-3.856e-05i,-0.00042717-0.00038696i,5.9003e-05-0.00033184i,3.08e-05-0.00016516i,0.00021999-3.8361e-05i,0.00048274+0.00046399i,0.00025957+0.0004541i,-3.6579e-05-1.5614e-05i,-0.00076636-0.00060797i,-0.00066181-0.00053821i,-0.00038875-0.00052072i,-0.00035998-0.0006388i,-6.2741e-05-0.00067639i,1.3344e-05-0.00064304i,0.00039012-0.00070918i
0.0018825+0.00033569i,0.0015774-0.00078617i,0.00030766-0.00087197i,-0.0002333+0.00029011i,-0.00011542+0.00031655i,1.7765e-05-0.00031624i,6.0657e-05-0.00056306i,0.00072234-3.1708e-05i,0.00084712+0.00057242i,0.00016154+0.0012649i,-0.00049663+0.0010461i,-0.00046203+0.0005441i,-0.00031498+5.2434e-05i,-0.00024066+0.00014313i,-8.8651e-05+0.00069358i,-3.6849e-05+0.00041305i,-0.00065036-0.00040073i,-0.00063977-0.00066607i,0.00038181-0.0004447i,0.0013713-0.00010182i,0.001186-0.00079136i,5.9438e-06-0.00058621i,-0.00043991+0.00032525i
-0.0024578-0.00022424i,-0.0028544-0.00081894i,-0.001538-0.00026154i,-0.00080396-3.0571e-05i,-0.0008374-4.6348e-05i,-0.00068512+0.00069532i,0.00053959+0.00098146i,0.0012078+0.00094296i,0.00088828+0.0010445i,0.00061682+0.00028328i,-0.00024506-0.00055004i,-0.00074765-0.00053346i,7.2692e-05-0.00037445i,3.8769e-06-0.00074795i,6.4134e-05-0.00057449i,0.0002467+0.00061483i,0.00015798+0.00072186i,3.427e-05+9.7547e-05i,-0.00084018-0.00026971i,-0.00096251-0.00028994i,-0.00024793-0.00029187i,0.00057214+8.8319e-05i,0.0011904+0.00029282i
-0.0010362-0.00029903i,-0.00063373-0.00040601i,-0.00041864+8.8497e-05i,0.00044331-3.1311e-06i,0.00096851-0.00080613i,0.0010057-0.00085779i,0.00099093-2.9949e-05i,0.00088815+0.00014708i,0.00054396-9.3339e-06i,-0.00019401+0.00036941i,-0.00037273+0.0010867i,-0.00080468+0.00060355i,-0.00012399-0.00040375i,0.00081724+4.3695e-05i,0.00026993+0.00010878i,-0.00019769-0.0010316i,0.00038144-0.0011912i,0.00097522-0.00031348i,0.00059759+0.0004443i,-0.00027955+0.00045761i,-0.00044314-0.00071597i,-6.7752e-05-0.00086246i,0.00040138-0.00026182i
0.0011877+0.00181i,0.00019054+0.0016868i,-0.0001655+0.0012295i,0.00085624+0.00069325i,0.0015848+0.00036287i,0.00097181-0.00037199i,-9.9286e-05-0.00097578i,-7.0697e-05-0.00043037i,0.00044663+0.00010505i,0.0003951+0.00019109i,0.00041472-0.00033108i,0.00029634-0.00022925i,0.00032131-0.00061782i,0.00038905-0.0006288i,0.00015125-7.8779e-06i,-0.00030172-0.00020465i,-0.00057452-0.00026634i,-0.00069001-0.00069356i,-0.00084102-0.0008023i,-0.00087282-0.00027303i,-0.00064143-0.0001267i,4.3582e-05-0.00025749i,0.00054446-0.00037738i
-0.0011162-0.0012714i,-0.0011726-0.0010126i,-0.0015819+0.00033721i,-0.0013985+0.00027234i,-0.0012466-0.000457i,-0.0008061-0.00065164i,-0.000107-0.00025006i,0.00048178-0.00040079i,0.00061671-0.00089099i,7.4545e-05-0.00094949i,-0.00014351-0.00026306i,-0.00046523+0.00062961i,-0.00083464+0.0007194i,-0.00041714+0.00051637i,-3.5623e-05+7.6307e-05i,-0.000208+2.468e-05i,-0.00011966-5.9841e-05i,0.00028681+0.00038376i,0.00036949-1.8664e-05i,0.0008742-0.00086933i,0.00038698-0.00025482i,4.9767e-05+0.00045176i,0.00021013+0.00085415i
0.0030201+0.00023709i,0.0014426+0.00076083i,0.00066676+0.00047847i,-0.00074137+1.0254e-05i,-0.0015569+7.4556e-05i,-0.00082408+0.0011384i,0.00020084+0.0021962i,0.0010694+0.001358i,0.0015796+0.00031267i,0.00052466+0.00044169i,3.5252e-05+0.00058262i,-0.00031982+3.4664e-05i,-0.00057963-0.00041192i,-0.00050332-0.00044841i,-0.00032914-0.00025868i,0.00018656-5.8723e-05i,0.00033882+0.00050011i,0.0004129+0.0010253i,0.00049601+0.0012602i,-0.00018225+0.00090995i,-0.00055135+0.00018213i,-8.4638e-05-0.00014766i,-0.00047535+0.00025242i
0.0011035-0.00025419i,0.0013316-0.0012264i,0.0009048-0.0011087i,0.00036552-0.0013504i,0.00013149-0.0017471i,-0.00053604-0.0014783i,-0.00015819-0.00099657i,0.00053968-0.00031273i,0.00074166-0.00062741i,0.00031467-0.0010215i,-0.00011964-0.0008702i,-0.0003131-0.00078207i,-0.00052162-8.211e-05i,-5.4328e-05+2.6075e-06i,0.00024536-0.00040865i,9.1289e-05-0.00058881i,-0.00012313-0.00082693i,-0.00045105-0.00053272i,-0.00022649+0.00020069i,0.00087149+0.0003519i,0.00066345+0.0001578i,1.376e-06+0.0002733i,0.00023173+0.00025067i
0.0012912-0.0014062i,0.0012495-0.001243i,0.0002296-0.00079654i,-0.00065125-0.00068838i,-0.00095847-0.00057347i,-0.00054368-0.00030447i,-0.00038203-0.00046835i,0.00053388+0.00026228i,0.00098654+0.00013263i,0.00063005-0.0004528i,-0.00037792-0.00031331i,-0.0010736+0.0007833i,-0.00062182+0.0012026i,-0.00016563+0.00085823i,-3.9044e-05+0.00071516i,0.00013834-0.00022184i,0.00046587-0.0011266i,0.00094238-0.0011933i,0.0010692-1.7665e-05i,-0.00014873+0.0015009i,-0.0013814+0.0013577i,-0.0016689+0.00014191i,-0.0013522-0.00020787i
-0.0028149+0.0011862i,-0.0040908+0.00027256i,-0.0023487+0.00034583i,4.0879e-05+0.0010807i,0.00071244+0.00063124i,0.00023505-0.00029075i,-0.00029288+0.00029865i,-0.00019776+0.00027298i,-0.00010992-0.00038151i,-0.00052309-0.00023082i,-0.00071148-0.00021804i,-0.00067629-0.00017663i,-0.00033928-0.00040252i,-8.5771e-05-0.00091918i,-0.00022214-0.0011263i,-0.00011611-0.00072501i,-0.00045843+0.00050164i,-0.00049387+0.00076097i,7.8218e-05+7.5904e-05i,-0.00032711+5.4354e-06i,-0.00055809+0.00052403i,-0.0001157-7.4679e-05i,0.00019235-0.00020838i
0.00041457-0.00037893i,0.00063852+0.00022391i,-0.00065072+0.0001857i,-0.0004268-1.7683e-05i,0.00059464-0.00023663i,0.00058315-0.00065934i,-9.114e-06+3.9171e-05i,-0.00041381+0.00071597i,-0.00026385+0.00040451i,-0.00056085+0.00020208i,-0.00050806+0.00013394i,9.1144e-05+0.00026104i,-2.7757e-05-0.00033104i,3.7235e-05-0.00014164i,-0.00019536+0.00054634i,-0.0002321+0.0010174i,-0.00037685+0.00092483i,-0.00080451+0.00015368i,-0.00048881-0.00017016i,0.00013187-5.2088e-05i,0.00010304+7.3422e-06i,-0.00024655-0.00020405i,-0.0003687-8.7514e-05i
0.0010265+0.0010205i,0.00077662+0.0009252i,0.00063398+0.00075468i,0.00047553-2.7826e-05i,0.00074987-0.00092419i,0.00089805-0.0010801i,0.00015925-0.0005383i,0.00019804+0.00018862i,0.00043222+0.00010986i,0.00016758-0.00047373i,-8.8578e-05-0.00066455i,-0.00057692-0.0011114i,-0.0007103-0.0013526i,-0.00059557-0.00034633i,-0.00089249+0.0003642i,-0.0012999+0.00035503i,-0.00064617+0.00014412i,0.00026112+0.00024409i,0.00022337-0.00031831i,0.00034449-0.00050853i,0.00018556-2.3764e-05i,-0.0004197-0.00026386i,-0.0001222-0.00013854i
-0.0023015-0.00015706i,-0.0024346+0.00023638i,-0.0012277+0.00051688i,3.2194e-05+0.00028995i,0.00027585-0.00028387i,0.00027127-0.00098059i,0.00031182+0.00010086i,-0.00021391+0.00074099i,-0.00033405+0.00024339i,0.00016308+4.5271e-05i,0.00039411+6.8863e-05i,0.00024195+3.0557e-05i,0.00046421-0.00035951i,0.00039568-0.00032452i,-0.00054815-0.00047768i,-0.0012004-0.00062456i,-0.00092391-0.00057833i,-3.8025e-05-0.00093481i,5.1272e-06-0.0006415i,-0.00055302-0.00030876i,-7.8149e-05-0.00044798i,0.00096654-0.00068919i,0.0006031-0.0006025i
0.00050039-0.00032022i,2.6472e-05-0.00062718i,0.0008065+2.6032e-05i,0.0013607+0.0006719i,0.0010228+0.00052299i,0.00038271+0.00012878i,-0.00013981+0.00022552i,-0.00035666+0.00015719i,-0.00029624-0.00044514i,8.5345e-05-0.00019978i,-0.00010053+0.00030268i,-0.0014268+6.6396e-05i,-0.0010133-0.00020096i,-7.077e-05+4.688e-05i,-0.00018105-0.00013757i,-4.5487e-05-0.00054783i,0.00019002+0.00017362i,9.566e-05+0.00046868i,0.00042825-2.9851e-05i,0.00073569-0.00046336i,0.00066464-0.0010015i,0.00068719-0.0010558i,0.00037767-0.0010198i
-0.00137+0.0013112i,-0.0013402+0.00045832i,-0.00086765-0.00013184i,-0.00034527-0.00089293i,8.9331e-05-0.001053i,-0.00077908-0.00065073i,-0.00084555-0.00016449i,-1.0993e-05+0.00036453i,0.0012215+0.00061329i,0.0010583+0.0007213i,0.00033729+0.00034745i,-0.00031839+0.00048484i,-0.00060396+0.00010495i,0.00012014-0.00012397i,0.00049079+0.00050367i,0.00037271+0.00024657i,-1.3159e-05-0.00047392i,-0.00064552-0.0010807i,-0.00038381-0.0009005i,-0.0002768-0.0003851i,-0.00042989-0.00028117i,-0.0003984+0.00041611i,-0.000571+0.0010742i
-0.0023544-0.00013036i,-0.0025943+0.00031248i,-0.0011556+0.00182i,0.00085392+0.00073676i,0.0010732-0.0015785i,2.4581e-05-0.0018783i,-0.00069277-0.001334i,-0.00013489-0.0012055i,0.00036729+8.64e-06i,0.00052607+0.00072132i,0.00074066+0.00081811i,0.00040299+0.00044711i,0.00067206+0.00039673i,0.0011377+0.00061271i,0.00045727+0.00034568i,-0.00017607+6.3526e-05i,0.00074316-0.0001056i,0.0015579-0.00021164i,0.00063616+0.00018145i,2.466e-05+0.00066534i,0.00047221+1.3821e-05i,0.00085526-0.00050298i,0.00069643+3.1547e-05i
-0.0017084-0.0017621i,-0.0010589-0.0015244i,-0.00092723-0.0010991i,-0.00060285+2.03e-05i,0.00012684+0.00047248i,0.00021719+0.00029773i,-0.0009562+0.00073356i,-0.0009392+0.0010434i,-0.0002585+0.00056066i,-0.00086557-0.00018582i,-0.0010803+0.00021104i,-0.00024611+0.00035173i,0.00080943+0.0002384i,0.00055725+0.00061671i,-0.00011286+0.0011017i,-9.3701e-05+0.0015322i,-0.00030607+0.0016585i,-8.6135e-05+0.001007i,-0.00012828+0.00039409i,-9.8267e-05-0.00041824i,0.00091982-0.00062701i,0.0011388-0.00053508i,-1.9894e-05-0.00087338i
-0.00056608+0.00020954i,-0.0012866-0.00029975i,-0.00096226-0.00057184i,0.00010847-0.0012822i,0.00091798-0.0019387i,0.00097614-0.0013502i,0.00038151+0.00022657i,0.00068103+0.0009285i,0.0011943+0.00096323i,0.00050447+0.00021253i,-1.7476e-05-0.00068994i,-8.9288e-05-0.00057254i,-0.00025282-0.00043651i,-0.00022478-0.00031895i,-0.00026088+0.00020377i,-0.0002541-0.00015924i,-3.7424e-05-0.00055012i,4.4567e-05+0.00021356i,0.00036743+0.00096897i,7.4853e-06+0.0012261i,-0.00028459+0.00065309i,-7.8241e-05+0.00031599i,-0.00043181+0.00046206i
-0.00023574+0.00084166i,-0.00083751+0.0020327i,-0.0010024+0.0025974i,-0.00034093+0.0012556i,0.00024156-0.00068526i,0.00044356-0.0015259i,0.00071215-0.00033396i,-9.031e-05+0.00069147i,0.00033233+0.00037715i,0.00096577+0.00026938i,0.00012479+0.00029414i,-0.00041036-0.00022598i,0.00012992-0.000218i,0.00071715+7.8509e-05i,0.00053154+0.00039302i,-2.4628e-05+0.00049494i,0.00019247+0.00031988i,0.00046243+0.00050605i,0.00011736+0.0002772i,-0.00097205-0.00020695i,-0.0012399-0.0003019i,-0.00028533-0.00063598i,0.00033467-0.00069535i
-0.0018375+0.001701i,-0.0012253+0.0024165i,-9.3132e-05+0.0030666i,0.00079555+0.0016368i,0.00075192-0.00023961i,0.00044059-0.00085935i,-3.7998e-05-0.00027864i,-0.00049093+5.6333e-05i,-0.00067342+0.00018057i,-0.00058413+0.00049312i,0.00017806+8.5804e-05i,0.00092559-5.8513e-05i,0.00034026-0.00045001i,-0.00018845-0.00055286i,-0.00031791-0.00032722i,-0.00040375-0.00055062i,-0.00012976-0.00025533i,-0.000238+4.5237e-06i,-0.00035084-0.00016159i,8.7269e-06-0.0003565i,0.00037599-0.00024127i,0.00027966+7.2714e-05i,-0.00026358-0.00018306i
0.00049247-0.00067902i,0.0010775-0.0017402i,-0.00026454-0.0015659i,-0.00011114-0.00060612i,0.0010589+0.00010215i,0.001063+1.6401e-06i,0.00090039-0.00042165i,0.0003139+7.185e-05i,-0.00040752+0.00036336i,2.3608e-05+0.00048882i,0.00028348+0.00039168i,0.0002237-0.00070792i,0.00065061-0.001211i,0.00082078-0.00072426i,0.0003617+0.00033237i,-5.4118e-06+0.00093031i,-2.3623e-05+0.00096229i,0.00014485+0.00087265i,-0.0003251+7.9515e-05i,-0.00046401-0.00011761i,-0.00054304+0.00028486i,-0.00058919+3.686e-05i,-0.00074438+5.8512e-06i
0.00069307+0.00046485i,-0.00016123+9.3736e-05i,9.1232e-05-0.00076377i,0.00043226-0.0017021i,0.00023198-0.00099087i,-0.00012017-0.00051926i,-0.00039514-0.0013394i,-9.3661e-05-0.001751i,-1.5892e-05-0.0012192i,0.00042329-0.00022462i,0.00067405+0.00080657i,-3.7829e-05+0.0008106i,-0.0001859+0.00017329i,-0.00023254-0.00019541i,-0.00070983-5.8534e-05i,-0.00051737+0.00064404i,-0.00024857+0.00031307i,0.00023981-9.1138e-05i,0.00051989+0.00030702i,-0.00046892+0.00044866i,-0.00061864-0.00031866i,-0.00028252-0.00077054i,-5.7443e-05-0.00099666i
-0.00158-0.00024135i,-0.00244-0.0013732i,-0.00093782-0.00066675i,0.0008434-0.00088147i,0.00095959-0.0013875i,0.00028985-0.00070678i,0.0007688+0.00026771i,0.00056273+0.00039421i,-0.00024689+0.00016378i,-2.2132e-05+0.00023908i,0.00065545-0.0006936i,0.00083723-0.00090296i,0.00039279-0.00066398i,0.00070389-0.0012085i,0.00042717-0.0008526i,-0.00030262-0.00013089i,8.3596e-05-0.000176i,0.00022898+0.00023124i,8.2413e-05+0.00012415i,-0.00014475+3.2379e-05i,2.6345e-05-0.00016708i,0.0007043-0.00035481i,0.00085089-0.0005908i
0.0021656+0.0005727i,0.0018878-0.0005662i,0.0010979-0.0011069i,0.00017402-0.0015376i,-4.3033e-05-0.0018757i,-0.0001628-0.0017625i,-0.00020814-0.0013649i,0.00012134-0.00040941i,0.00023674-0.00049105i,7.8221e-05-0.0011152i,6.6676e-05-0.00041661i,-0.00025796+0.00028521i,-0.00050122+0.00060111i,-0.0005994+0.0004935i,-0.00073777-0.00018937i,-0.0010242-0.00038436i,-0.00072781+0.00014731i,-0.00017084+0.00015347i,0.00011309-0.00045948i,0.00045107+0.00045307i,0.00064575+0.0012307i,-0.0001787+0.00048648i,-0.00083181+5.4674e-05i
-0.0019505+0.0007245i,-0.0018794+0.0009944i,-0.00089013+0.0017212i,2.2395e-05+0.0018275i,0.0001565+0.00077717i,-0.00099605+7.6371e-05i,-0.0010301+0.00049016i,0.00016539+0.00084017i,0.00073879+0.00067798i,0.00097368+0.00033665i,0.0007881-2.677e-05i,0.00012855-0.00022742i,0.00028278-0.00011707i,0.00037638-0.00023132i,0.00054197-0.00040651i,-0.00010276-0.00061177i,-0.00016416-0.00030839i,0.00030253-0.00013957i,0.00042188-0.00024733i,0.00059648-0.00028545i,0.00052796+0.00028114i,3.2755e-05+0.00085733i,-3.0137e-05+0.00092961i
0.0022193-0.00044461i,0.002221-0.00066234i,0.001627-0.0010699i,0.00087923-0.00073385i,0.0008022-0.00082487i,0.00083006-0.00059701i,0.00042366-0.00074175i,0.00037224-0.0011627i,0.00026197-0.0011671i,-0.00048937-0.0015322i,-0.001039-0.0014472i,-0.00088303-0.00053312i,-0.00077184-0.00011651i,-0.0009502+3.6555e-05i,-0.00045121-8.3729e-05i,0.00058001-0.00029787i,0.00074514+0.00041476i,-0.00044243+0.0010915i,-0.0011768+0.00061967i,-0.00029969+0.00016175i,0.00072559+0.00013584i,0.0012105-0.00013875i,0.00076341-0.00038785i
-0.0019293+8.2634e-05i,-0.0016777+0.0005441i,-0.00016708+0.001356i,9.6726e-05+0.00060973i,0.00013365-0.0004698i,-0.00054481+4.9121e-05i,-0.0012419+0.00089497i,-0.00046323+0.00093248i,0.00067151+0.00041089i,0.00059636-0.00045655i,-0.00039598-0.00098184i,-0.00051553-0.00035154i,-3.4191e-05+5.4636e-06i,-3.1071e-05-0.00022254i,-0.00036166+8.8385e-05i,-0.000306+0.00065193i,0.00029918-9.1268e-05i,0.00059419-0.00032282i,0.00036835-0.00015317i,0.00033992+9.8599e-06i,0.0005008+8.0843e-05i,0.00026732-0.00031425i,-6.7926e-05-0.00020561i
0.00012004-0.0038917i,-0.00065507-0.003472i,-0.001058-0.0020249i,-0.00026789-0.00074838i,0.00010929-0.00052254i,-0.00013937-0.00026501i,0.00052876+0.00012368i,0.0005096+0.00028068i,-0.00043329+5.9208e-05i,-0.00073317-9.6237e-05i,-0.0003473+0.0005475i,-0.0001233+0.00081102i,0.00039706+0.0012647i,0.00071062+0.0011862i,0.00034283+0.00092224i,-0.00013622+0.0012108i,-2.6414e-05+0.00018502i,-4.1151e-05-0.00074502i,7.3704e-06-0.00031747i,0.00035773+0.00069168i,0.00047573+0.00042095i,0.00081192-0.00016482i,0.00048377+0.00043364i
0.00070499+0.0014975i,0.00068714+0.002305i,0.00021002+0.0017699i,0.00030278-0.0003846i,0.0015413-0.0011019i,0.00094974-0.00049869i,-0.00024173+0.00030181i,0.00083766+3.2618e-05i,0.0009105+0.0001664i,-0.00067508+0.00040084i,-0.0007745-3.8635e-05i,-0.00046738+7.9462e-05i,-0.0010764+0.00020015i,-0.00093491-0.00013256i,5.2316e-05-0.00042494i,0.00033869-0.00027187i,-0.00023768-7.5533e-05i,-0.00026006-4.3578e-05i,-0.00040172-0.00039309i,-0.00062693-0.0004799i,-0.00049208-0.00055629i,-0.00028348-0.00064852i,0.00069925-0.00046613i
0.00012851+0.0017673i,-0.0013516+0.0013635i,-0.00070092+0.0012042i,0.00082092+0.00073865i,0.0011084-0.00041141i,0.00076918-0.00066309i,0.00029625-0.00049323i,-0.0003887-0.00015285i,2.5237e-05+0.0007472i,0.00024819+0.0004366i,-3.7969e-05-0.00033562i,0.0004319-0.000455i,0.00052092-0.00083832i,0.00054615-0.0010145i,0.00055733-0.00029467i,0.00071313+0.00043036i,0.0006571+0.00040008i,0.00032197+0.00023201i,-0.00010766+0.00032869i,-6.5053e-05+0.00013503i,7.4098e-05-0.00042203i,-0.00013842-0.00084983i,0.00033193-0.00092476i
0.0016882+0.0018759i,0.00086204+0.0012581i,0.00082172-0.00056766i,0.00065146-0.0017367i,-6.6179e-05-0.0012852i,-0.00076667+1.0326e-05i,-0.0010456+0.0011485i,-0.0005981+0.001566i,0.00037091+0.00078111i,0.0012066+4.6083e-05i,0.00082274-0.00029825i,0.00011866-0.00073905i,-0.000419-0.00036126i,-0.00030461-0.00016569i,2.4858e-05-0.00029909i,0.00028779-0.00049428i,0.00031672+6.8784e-05i,0.00052793+0.00019829i,0.0003706-0.00082785i,1.1608e-05-0.00030761i,-0.00022563+0.00038997i,-0.00050424+0.00049076i,-9.1853e-05+0.0003427i
0.00015563+0.00050288i,-0.0011272-0.00059222i,-0.00071496-0.00076593i,0.00042524-0.00023087i,0.00085045-0.001497i,0.00046475-0.002146i,0.00026936-0.0008452i,0.0006594+0.00067735i,0.00063934+0.00072156i,-0.00024304+0.0010817i,-0.00084537+0.0013792i,-0.00047715-0.00024072i,0.00079858-0.00074659i,0.0014093+0.00010151i,0.00053653-0.00013659i,0.00023118-0.00056152i,0.00052653-0.0006718i,0.00026967-0.0010407i,-0.00017738-0.00059702i,-0.00087984-0.00058946i,-0.00095285-0.00042863i,0.00021526+0.00036981i,0.00040331+0.00034547i
0.00028681+2.8426e-05i,0.00092211-0.0005986i,0.00197-0.00061862i,0.0015763-0.00046466i,0.00043684-0.00043975i,-5.3177e-05-0.0006741i,4.4873e-05+9.1779e-07i,-0.00020398+0.00074792i,-0.0002984+0.00070723i,-6.9023e-05-2.1701e-05i,-8.0228e-05-0.00050479i,-0.00081291-0.00040844i,-0.00083868+0.00022445i,-0.00041869+0.00079483i,-0.00066066+0.00023926i,-0.00087595-0.00026825i,-0.00058932+0.00015389i,-0.00023169+0.00038126i,3.0452e-05+0.00056091i,0.00024229+0.0008354i,2.7321e-05+0.00028589i,-0.00049982+0.00011361i,-0.00045177+0.00026965i
-0.00098779-0.0008807i,-0.0013877+0.00060922i,-0.0020717+0.00079877i,-0.0016201+0.00019288i,-0.00067527-0.00054149i,-0.00032763-0.00087759i,-0.00085473-0.00074973i,-0.00086115-0.00030216i,-0.00029307-0.0003938i,0.00010849+7.0118e-05i,-0.00012846+0.00094365i,-0.00044082+0.00034826i,-7.5059e-05-0.0011149i,8.2282e-05-0.0009472i,-1.5786e-05-0.0007646i,-0.00030501-0.001298i,-0.00048863-0.00056559i,-0.00015943+4.9073e-05i,7.6667e-05-0.00040667i,0.00054223-0.00077003i,0.0010897-9.0146e-05i,0.00046206+0.0012456i,-0.0001687+0.00046858i
0.0011331-0.00067126i,0.0007415-0.0015891i,-0.00020502-0.0022192i,-0.00089278-0.0012573i,-0.00079696-0.00070187i,-8.1768e-06-8.452e-05i,0.00069775+6.5316e-05i,0.0010643+0.00036221i,0.00067465+0.00014846i,0.00032255-0.00093063i,-9.5646e-05-0.00085015i,-0.00089492-0.0014195i,-0.00051673-0.0016045i,-0.00028246-0.00067687i,-0.00047817-0.00065247i,-0.00058828-0.0011284i,-0.00060078-0.0015192i,-0.00016029-0.0018985i,0.00043985-0.0010594i,0.00059971+0.00046181i,0.00037994+0.00092152i,0.0002008+0.00027278i,-0.0002514-0.0007855i
-0.00082407+0.0004456i,-8.2282e-05+0.0024573i,-0.00015366+0.0017658i,-0.00076868+0.00037367i,-0.0015087+0.00041784i,-0.0010012+0.00093193i,0.00039447+0.00040228i,0.00041516-0.00026624i,-0.00011582-0.00017104i,-0.0003556-8.5677e-05i,-0.00061325-0.00061558i,0.00018611-0.00053022i,0.00074671-8.1494e-06i,0.00054988-6.8355e-05i,0.00069744+0.00031143i,0.00055158+0.00070228i,-0.00027121+0.00072063i,-0.00094475+0.00027108i,-0.00050485+6.4708e-05i,0.0004906+0.00051235i,0.00069963+0.00052056i,0.00054899-0.00011005i,-0.00022846-0.00089215i
-0.00096105-0.0013555i,-0.0016868-0.0021633i,-0.0011687-0.0025063i,-0.00096645-0.00085006i,-0.00061553+0.00089428i,-0.00022059+0.0017133i,0.0003475+0.00087208i,0.0012049+0.00047384i,0.0011169+0.00035501i,0.0006038+0.00015281i,3.5273e-05+0.0006222i,4.6058e-05+0.00041125i,-0.00024489+0.00067768i,-0.00036543+0.00059412i,-0.00029779-0.00052203i,-0.0003206-0.00050564i,0.00050463-0.00053422i,0.00031662-0.00070259i,-0.00033503-0.00050068i,-0.00051991-0.00032405i,-0.0006589-0.00030809i,-0.0001541+0.00011439i,0.00014148-3.8973e-05i
0.0013802+0.00045709i,0.0010502+0.00090064i,0.00145+0.0011306i,0.0011651+0.00060456i,0.00063945-0.00024788i,-0.00019619-2.7443e-05i,-0.00070294-0.00014404i,-0.00053473-0.00050177i,-5.3518e-05-0.00031044i,-0.00013806+9.2452e-05i,-9.9413e-06+0.00010645i,0.00057002-0.00029511i,0.00026549-0.00050202i,9.5362e-05-0.00016854i,0.00039242+0.00033026i,5.1884e-05+0.00031085i,0.00019278-0.0006971i,9.2823e-05-0.00058172i,-0.00019624+0.00076341i,2.4102e-05+0.0005745i,-0.00015517-0.00011907i,-0.00098969-0.00023378i,-0.0012153-0.00034071i
-0.00081887-0.00033635i,-0.0011761-1.4831e-05i,-0.001457-0.00091255i,-0.00088444-0.0015506i,-0.00017522-0.00094218i,0.00048709-0.00055655i,0.00086064+7.7307e-05i,0.00045396+0.00044178i,0.00044883-0.00020756i,0.00038684-0.00052566i,0.00050084+9.3129e-05i,0.00090295+0.00049494i,0.0013495+0.00023961i,0.0012098+0.00012235i,-8.6854e-05-4.1633e-05i,-0.00039432-0.00041752i,0.00050285-0.00021567i,0.00045554-0.00063009i,0.0001741-0.0006285i,-6.8442e-05-1.0067e-05i,-0.0004711-7.4954e-05i,-0.00041277+9.5487e-05i,-0.00026726-0.00021334i
-0.00051031-0.00029444i,0.00027245-0.00054186i,0.00039163-0.0012045i,-0.00040587-0.00029164i,-0.00022529+0.00084598i,-0.00045987+0.00044963i,-0.00091855+0.00025398i,-0.00067423+0.00042406i,-0.0012444+0.00019137i,-0.0013793+0.00022233i,-0.0013661+0.00036693i,-0.00078334+0.00028349i,0.00020138+0.00029806i,0.00010009+0.00071639i,-0.00018227+0.0010467i,-0.00099138+0.001258i,-0.0010648+0.0005035i,0.00013613-4.6608e-05i,0.00090682+0.00057837i,0.00017922+0.00016706i,-0.00087297-0.0009413i,-0.00058095-0.00043711i,5.592e-05+0.00020949i
-0.0013827-0.0015269i,-0.0022684-0.00098978i,-0.0033166-0.00073341i,-0.0022137+0.000228i,-0.00070218+0.00069829i,-0.00058143-7.046e-05i,-0.00082506-6.1925e-05i,-0.00083826+0.00075268i,-0.00086539+0.0010397i,-0.00038697+0.00038653i,0.00026285+0.00053222i,0.0001032+0.00075316i,-0.00061199+0.00076705i,-0.00015729+0.00052047i,-0.00035969-0.00049673i,-0.00070018-0.0011111i,-0.0005535-0.00026102i,-0.0005721+0.000235i,-1.1571e-05-9.9228e-05i,9.1282e-05-0.00028824i,5.3467e-05-0.00053335i,-4.4919e-05-0.00070007i,-0.00031056-0.00030445i
