-0.0052415-0.0026131i,-0.0042002-0.001927i,-0.0041088+0.000362i,-0.0025725+0.0011873i,0.00014743+0.0013554i,0.0002213+0.00050587i,-0.0011712+6.5701e-05i,-0.00015888+0.0012685i,0.00135+0.0017157i,0.0015192+0.00074505i,0.00117+0.00014545i,4.7605e-05-0.00013154i,0.00036305-0.00088889i,0.0012931-0.0005843i,0.00087548+0.00051098i,0.00050434+0.000613i,-0.00049719+4.3948e-05i,-0.0012949+8.6431e-06i,-0.00055898+0.00062978i,-1.8643e-05+0.00078134i,-0.00027139+0.00060866i,-0.00041461+0.00039133i,-0.00066732+0.00011341i
0.2665+0.068291i,0.36236+0.010937i,0.35389-0.072686i,0.26959-0.11044i,0.18153-0.083368i,0.11968-0.042384i,0.10254-0.029935i,0.098613-0.048659i,0.056644-0.059003i,0.01196-0.034782i,0.0041574-0.011736i,0.0073559-0.0077168i,0.0011182-0.0041725i,-0.0061119+0.00061905i,-0.0055554+0.0034705i,-0.00090126+0.0014824i,-0.00067587-0.0071748i,-0.0024498-0.013737i,-0.00075088-0.011958i,0.0042825-0.0043257i,0.0073259+0.0045466i,0.0073461+0.010568i,0.0072104+0.011725i
-0.16024+0.055518i,-0.14046-0.062298i,-0.10669-0.21418i,-0.09621-0.2342i,-0.069937-0.16223i,-0.0415-0.10827i,-0.066487-0.05892i,-0.087812+0.005035i,-0.057246+0.046458i,-0.013287+0.045666i,0.0086513+0.023393i,0.01423+0.0081028i,0.018045+0.0047306i,0.014598+0.0069336i,0.0022053+0.011561i,-0.0052932+0.013666i,-0.0038973+0.012876i,-0.0011765+0.012636i,-0.00047505+0.012565i,-0.0016812+0.010227i,-0.00691+0.0042865i,-0.011013+0.00080591i,-0.0064799+0.0012043i
-0.10758-0.11309i,-0.16789+0.067029i,-0.14592+0.27584i,-0.072951+0.3326i,-0.03142+0.26969i,-0.0080095+0.19022i,0.035726+0.11579i,0.06645+0.055891i,0.063539+0.0084384i,0.026303-0.020763i,-0.011044-0.011772i,-0.020457+0.0035178i,-0.020117+0.00087699i,-0.01399-0.0051417i,-0.0013389-0.010705i,0.0058789-0.012541i,0.0076698-0.0076076i,0.0078615-0.0017373i,0.0048006+0.00076449i,0.001129-0.00050046i,0.001776-0.0031491i,0.0027257-0.0082954i,-0.0025858-0.012141i
0.27568+0.041317i,0.32406+0.0014298i,0.28855-0.046611i,0.20214-0.11996i,0.10594-0.1673i,0.044781-0.13803i,0.023046-0.111i,-0.0056737-0.11584i,-0.037449-0.084608i,-0.027523-0.0314i,-0.0028961-0.013139i,0.0022335-0.0093962i,0.0010188+0.0016235i,-0.00035523+0.0080449i,1.7065e-05+0.0089336i,0.002203+0.0055634i,-0.00016785-0.0015355i,-0.0059516-0.007395i,-0.0087048-0.0092514i,-0.0052425-0.0061862i,-0.0001521-6.0832e-05i,0.0040146+0.0072391i,0.0069949+0.011442i
-0.18135+0.061922i,-0.22052-0.054465i,-0.27065-0.13874i,-0.25349-0.045908i,-0.14118+0.059053i,-0.065227+0.046557i,-0.07418+0.046269i,-0.064887+0.09001i,-0.017526+0.089747i,0.01142+0.048576i,0.014815+0.012868i,0.012986-0.006014i,0.012549-0.013144i,0.0095426-0.011711i,0.0017648-0.0054953i,-0.0043182+0.0013809i,-0.0032098+0.0053788i,0.0013193+0.0062257i,0.0048901+0.0035685i,0.0034503+0.00069612i,-0.003251+0.0010678i,-0.0066997+0.0025568i,-0.0017446+0.0029136i
-0.10298-0.10376i,-0.11083+0.034727i,-0.018663+0.14188i,0.083534+0.11569i,0.10039+0.067621i,0.072376+0.055737i,0.064011+0.029526i,0.060992-0.014989i,0.031827-0.042753i,-0.0074611-0.029753i,-0.019297+0.0051848i,-0.016032+0.022401i,-0.017021+0.020356i,-0.011382+0.010763i,-0.0058164-0.0031493i,-0.005983-0.0083826i,-0.0033117-0.0045669i,0.0010802-0.001342i,0.0031158+0.0009504i,0.0048283+0.00102i,0.008123-0.0032912i,0.0067285-0.01023i,-0.003247-0.014116i
0.29558+0.0117i,0.37778-0.045035i,0.34585-0.11635i,0.17461-0.19614i,-0.013286-0.20403i,-0.067021-0.12015i,-0.043693-0.054234i,-0.052584-0.019549i,-0.047957+0.019577i,-0.0086472+0.025955i,0.010607+0.0035198i,0.015272-0.0046449i,0.020329-0.0028993i,0.014889+0.0015773i,0.012685+0.011046i,0.017192+0.012397i,0.0137+0.0040966i,0.003332-0.0023843i,-0.004063-0.0016073i,-0.0054235+0.0018367i,-0.0029275+0.0045392i,0.0028819+0.0090567i,0.010202+0.011438i
-0.18268+0.093401i,-0.24366+0.03764i,-0.26731+0.035485i,-0.1546+0.14465i,0.022613+0.1792i,0.072916+0.0953i,0.043013+0.05737i,0.059387+0.05917i,0.071876+0.027736i,0.040401-0.0052081i,0.0096762-0.017192i,-0.0065165-0.023527i,-0.013907-0.025815i,-0.014342-0.019299i,-0.012962-0.010273i,-0.010214-0.0023435i,-0.0059045+0.0021147i,-0.0026516+0.00022707i,-0.0024696-0.0030987i,-0.0054198-0.0042074i,-0.0095167-0.0022727i,-0.011086-5.4893e-05i,-0.0072037-0.00028766i
-0.13409-0.079153i,-0.18362+0.048682i,-0.16551+0.13236i,-0.11274+0.080851i,-0.071087+0.010266i,-0.031759-0.007912i,-0.0061559-0.03632i,-0.017449-0.074663i,-0.038364-0.071851i,-0.033294-0.033111i,-0.014773+0.0030291i,-0.0084088+0.024158i,-0.0074557+0.032646i,-0.0017657+0.024194i,-0.00095634+0.0074817i,-0.0057033-0.0017021i,-0.0077872-0.0012109i,-0.0047784+0.0019722i,0.00010688+0.0021843i,0.0046687-0.00089519i,0.0070291-0.0058355i,0.002517-0.0099683i,-0.0091862-0.0088335i
0.30484-0.05357i,0.39255-0.13778i,0.34007-0.19527i,0.1415-0.16758i,-0.029965-0.069185i,-0.055181+0.0022856i,-0.025875+0.010766i,-0.019125+0.024448i,-0.0022766+0.043813i,0.013617+0.029701i,0.013135+0.0052023i,0.017898-0.011442i,0.021353-0.018981i,0.017008-0.012758i,0.017921-0.0045315i,0.019666-0.0067263i,0.014605-0.010749i,0.0066134-0.0073928i,0.0029178-0.00033685i,0.0019348+0.0044291i,0.0025323+0.0076573i,0.0085478+0.010315i,0.017523+0.008242i
-0.13779+0.11481i,-0.16599+0.05236i,-0.10086-0.0011682i,0.070434-0.0040281i,0.18387-0.02794i,0.1265-0.057503i,0.03313-0.031027i,0.013161-0.011818i,0.002938-0.022873i,-0.019214-0.012989i,-0.026003+0.001878i,-0.028532-0.00030489i,-0.031348-0.0024254i,-0.028137-0.0014151i,-0.02387-0.00075446i,-0.017535+0.0033731i,-0.0099125+0.0068471i,-0.005858+0.0054626i,-0.0063776+0.0024137i,-0.0085746+0.0014295i,-0.0099595+0.0019926i,-0.010384+0.0025393i,-0.0073961+0.00066822i
-0.14769-0.020496i,-0.17115+0.12587i,-0.14718+0.22144i,-0.13496+0.16386i,-0.14518+0.069616i,-0.11303+0.052347i,-0.061289+0.053742i,-0.053042+0.041443i,-0.046989+0.036749i,-0.015914+0.020956i,0.0047137+0.0099392i,0.013637+0.023151i,0.024814+0.030182i,0.025398+0.019243i,0.013804+0.0089299i,0.0025969+0.0081522i,-0.0011663+0.010351i,0.0022769+0.0086621i,0.0073624+0.0024988i,0.0095052-0.004816i,0.0076613-0.01051i,0.0010234-0.01195i,-0.0090096-0.0063173i
0.26888-0.11311i,0.31924-0.18525i,0.24618-0.19509i,0.11253-0.11552i,0.060041-0.01324i,0.077651+0.0078544i,0.079179-0.020083i,0.075806-0.017272i,0.079942-0.0074542i,0.063279-0.011429i,0.03704-0.019749i,0.019365-0.035504i,0.0042458-0.041999i,-0.0015546-0.02853i,0.0058783-0.015015i,0.010971-0.014625i,0.0077081-0.018695i,0.0025332-0.018413i,-0.00071094-0.013736i,-0.0016041-0.0058677i,0.00086451+0.0027591i,0.0076283+0.0056066i,0.014812+0.0014138i
-0.11422+0.1119i,-0.19708+0.018006i,-0.22992-0.079917i,-0.15504-0.10009i,-0.061617-0.097989i,-0.039926-0.088019i,-0.049138-0.04799i,-0.044636-0.028774i,-0.04551-0.026062i,-0.041713-0.007068i,-0.030086+0.0065156i,-0.032088+0.010865i,-0.034256+0.019407i,-0.027974+0.021938i,-0.02252+0.016387i,-0.016979+0.012013i,-0.010781+0.0099539i,-0.0085945+0.0082127i,-0.01102+0.0078371i,-0.011847+0.0085711i,-0.011038+0.0075289i,-0.011537+0.00607i,-0.010447+0.0051949i
-0.14716+0.031966i,-0.11328+0.1814i,-0.032311+0.27689i,-0.0087497+0.25124i,-0.050063+0.1985i,-0.048143+0.16227i,-0.003293+0.10709i,0.012497+0.063612i,0.016009+0.035661i,0.009262+0.0044106i,-0.00032451+0.0025222i,0.017828+0.01796i,0.037773+0.011383i,0.03544-0.00093851i,0.023427-0.0018876i,0.012698+0.0050443i,0.0092141+0.011379i,0.0087484+0.01067i,0.0087651+0.0038457i,0.0096509-0.005619i,0.0089829-0.011812i,0.005124-0.012087i,-0.0019997-0.0048406i
0.24986-0.16754i,0.33948-0.21978i,0.36117-0.22162i,0.30625-0.20511i,0.21995-0.18808i,0.11844-0.15802i,0.032447-0.11823i,0.00027345-0.087666i,-0.0074226-0.059027i,-0.0032266-0.023679i,0.0065803-0.013068i,-0.0024832-0.02453i,-0.017683-0.024223i,-0.016898-0.015749i,-0.0037468-0.01173i,0.0049656-0.014719i,0.0016578-0.018851i,-0.0041954-0.015274i,-0.0048551-0.0067532i,-0.0029444+0.00024612i,0.00032031+0.0053553i,0.0069245+0.0061689i,0.014205-0.00029695i
-0.066188+0.10906i,-0.18673+0.043805i,-0.27999-0.00089181i,-0.24638+0.03478i,-0.14826+0.061141i,-0.08778+0.053588i,-0.06608+0.064105i,-0.054714+0.076807i,-0.041664+0.070893i,-0.02332+0.050364i,-0.014812+0.02683i,-0.017539+0.021551i,-0.012596+0.026359i,-0.0053732+0.024827i,-0.0070293+0.017196i,-0.0096919+0.0092654i,-0.008283+0.0052835i,-0.0051238+0.0052316i,-0.0023045+0.0066299i,-0.0028052+0.0071637i,-0.0066437+0.0061231i,-0.010507+0.005359i,-0.010734+0.0055234i
-0.13618+0.094112i,-0.13799+0.19386i,-0.097936+0.21732i,-0.05939+0.16117i,-0.0087866+0.12963i,0.058059+0.10878i,0.098003+0.050838i,0.10053-0.0023251i,0.080141-0.031332i,0.041805-0.038425i,0.021411-0.020457i,0.029444-0.011607i,0.029256-0.022359i,0.016966-0.026828i,0.0064653-0.01934i,0.0027734-0.006119i,0.0068567+0.0052191i,0.011108+0.003727i,0.0089701-0.0069045i,0.0042365-0.014506i,0.002373-0.016037i,0.00072938-0.014476i,-0.0041389-0.0091142i
0.14916-0.21002i,0.2568-0.29955i,0.26018-0.33738i,0.12368-0.32967i,-0.019145-0.27843i,-0.064652-0.19305i,-0.063119-0.12092i,-0.068509-0.071339i,-0.056086-0.026371i,-0.018227-0.0057936i,-0.00049751-0.016207i,-0.01464-0.018716i,-0.027289-0.0040906i,-0.025083+0.0061212i,-0.014317+0.00498i,-0.0058433-0.0031208i,-0.0075589-0.010001i,-0.011367-0.0076528i,-0.010673+0.00037055i,-0.0069614+0.0077203i,-0.0017758+0.01259i,0.0042435+0.012084i,0.0092586+0.0052318i
-0.013575+0.052664i,-0.10651+0.063693i,-0.13565+0.11588i,-0.032538+0.20801i,0.066812+0.21162i,0.050384+0.12942i,0.0032933+0.085757i,0.0053734+0.079792i,0.014446+0.057314i,-0.0032614+0.032273i,-0.021544+0.026498i,-0.018205+0.027222i,-0.001274+0.022649i,0.010384+0.015861i,0.0077676+0.010797i,-0.0029412+0.010031i,-0.0089099+0.0099969i,-0.0083799+0.0077914i,-0.0056591+0.0073399i,-0.0028848+0.006639i,-0.0036748+0.0034725i,-0.0063183+0.0036485i,-0.0058152+0.0066952i
-0.034986+0.17459i,-0.054461+0.28167i,-0.018646+0.29866i,0.035281+0.17442i,0.042685+0.040018i,0.029707-0.0091727i,0.026211-0.030395i,0.0076463-0.060565i,-0.019304-0.063311i,-0.021579-0.03127i,0.0006499-0.0051765i,0.015904-0.0047532i,0.011194-0.012936i,0.0040037-0.013599i,0.0064259-0.0058858i,0.015697+0.0022822i,0.021909+0.0051526i,0.019735+0.001582i,0.01212-0.0051411i,0.0046507-0.01003i,0.0018427-0.013111i,-0.00012077-0.014657i,-0.0044703-0.011458i
-0.0135-0.16924i,0.11138-0.28706i,0.12503-0.33605i,-0.013746-0.27032i,-0.1157-0.13726i,-0.10126-0.042109i,-0.063738-0.00041081i,-0.041582+0.041162i,-0.0075863+0.063255i,0.019289+0.034727i,0.014682+0.00076904i,0.0022495-0.0017034i,-0.00043286+0.0089512i,-0.0013435+0.0135i,-0.00013297+0.008945i,-0.00021042-0.0026043i,-0.0040176-0.010151i,-0.0031931-0.0069383i,0.0026145-0.0011899i,0.0068984+0.0034418i,0.0080355+0.0091421i,0.010205+0.011641i,0.013054+0.0074728i
-0.013095-0.083936i,-0.10546-0.088291i,-0.1452-0.08366i,-0.042939-0.030298i,0.092731+0.012732i,0.11774+0.016964i,0.077323+0.018447i,0.069521+0.0041736i,0.059978-0.022237i,0.025003-0.019491i,0.0030968+1.7854e-05i,-0.0030148+0.0023458i,-0.0039548-0.0065433i,-0.0021497-0.0136i,-0.0084817-0.014004i,-0.017233-0.0031502i,-0.015965+0.0062748i,-0.011609+0.006202i,-0.01005+0.0045707i,-0.0094276+0.002159i,-0.01003-0.00058439i,-0.010561+0.00031697i,-0.0081241+0.0025504i
0.12315+0.14707i,0.057329+0.25501i,-0.0065914+0.27873i,-0.06795+0.16935i,-0.12411+0.068613i,-0.099461+0.045594i,-0.033843+0.015234i,-0.033287-0.021604i,-0.047778-0.021504i,-0.024874-0.015547i,-0.0039408-0.017672i,-0.00049459-0.011996i,-0.0025837-0.0037272i,-0.0018637-1.0722e-05i,0.0048891+0.0015339i,0.01344-0.000412i,0.016552-0.0040438i,0.012713-0.0062031i,0.0055277-0.0063895i,0.0011496-0.0053875i,0.00079813-0.0065717i,-0.0023142-0.0089839i,-0.0097075-0.0083585i
-0.099535+0.033202i,0.046231-0.079536i,0.1539-0.10626i,0.14536-0.030581i,0.09912+0.018862i,0.05148-0.0027273i,0.013051-0.018055i,0.010296+0.0021656i,0.018027+0.016106i,0.0063679+0.014592i,-0.0055964+0.011847i,0.0027436+0.0094591i,0.012257+0.00707i,0.010593+0.009065i,0.010174+0.0096267i,0.007289+0.0023856i,-0.0011806-0.0043378i,-0.0055064-0.0058041i,-0.0036171-0.0060589i,0.00060683-0.0037622i,0.0061123+0.0016511i,0.012715+0.00569i,0.018341+0.0063632i
-0.10418-0.14117i,-0.14159-0.1033i,-0.14872-0.068238i,-0.055485-0.037731i,0.046638-0.061314i,0.03729-0.088471i,-0.021004-0.051676i,-0.036696-0.021254i,-0.038509-0.022759i,-0.033854-0.0069101i,-0.016036+0.0082011i,-0.014336+0.0018605i,-0.021773-0.0059339i,-0.021959-0.0075422i,-0.021069-0.0026872i,-0.017547+0.006897i,-0.011052+0.012605i,-0.0067147+0.013915i,-0.0040303+0.01501i,-0.0033495+0.011233i,-0.0063531+0.0046603i,-0.0091137+0.0019317i,-0.0063957+0.00072851i
0.20803-0.082322i,0.089237+0.045545i,-0.0023285+0.14798i,-0.05303+0.12759i,-0.089542+0.11519i,-0.050909+0.13096i,0.0090828+0.090534i,0.013514+0.053034i,0.015495+0.042458i,0.019763+0.011793i,0.0071905-0.006112i,0.0058362+0.00092671i,0.013207+0.0037986i,0.016425-0.00087357i,0.016607-0.0086268i,0.013462-0.013789i,0.011008-0.01256i,0.010621-0.0089426i,0.0097637-0.0057i,0.0092177-0.0039081i,0.0084013-0.0040523i,0.0033624-0.0044902i,-0.0059558-0.0032881i
-0.019203+0.26687i,0.1024+0.039513i,0.16914-0.18229i,0.12235-0.23973i,0.060023-0.17338i,0.037005-0.093735i,0.028502-0.056375i,0.024191-0.045919i,0.01753-0.025975i,0.015093+0.0036415i,0.019455+0.0097901i,0.017395-0.0021321i,0.005188-0.0050944i,-0.0021886+0.00049464i,-0.0027331+0.0023478i,-0.0043281+0.00045407i,-0.0077787-0.00089089i,-0.0087809-0.0020032i,-0.0090157-0.0035839i,-0.01142-0.0040412i,-0.010039-0.00099212i,-0.0006979+0.0015686i,0.010049-7.26e-06i
-0.18891-0.11729i,-0.15993-0.066328i,-0.17783-0.033112i,-0.1648+0.026521i,-0.096607+0.055474i,-0.057824+0.031994i,-0.047526+0.036414i,-0.033655+0.041055i,-0.025308+0.019675i,-0.016218+0.0011072i,-0.014021-0.0070832i,-0.026087-0.0006314i,-0.029278+0.011669i,-0.02323+0.0174i,-0.014494+0.022906i,-0.0040351+0.024578i,0.0019014+0.018772i,0.0027951+0.011005i,0.0022767+0.006085i,0.00053623+0.005025i,-0.0023613+0.0031019i,-0.0057051+0.0013683i,-0.008734+0.0019911i
0.045558-0.2743i,-0.093415-0.042501i,-0.082573+0.22786i,0.023978+0.27017i,0.079515+0.15513i,0.078105+0.06016i,0.060785+0.0030194i,0.041969-0.017345i,0.029044-0.019211i,0.0072968-0.015272i,-0.0023414+0.0059157i,0.016077+0.01727i,0.030912+0.0042755i,0.028102-0.012322i,0.018613-0.021319i,0.011968-0.022046i,0.010166-0.017213i,0.0080421-0.012758i,0.0073053-0.010694i,0.010643-0.0093481i,0.012999-0.0076297i,0.010063-0.0050373i,0.003774-0.00019282i
0.21238+0.38352i,0.26522+0.17293i,0.22393-0.045628i,0.1101-0.11906i,0.02086-0.10483i,-0.0049401-0.084409i,-0.015068-0.070444i,-0.031643-0.042291i,-0.031118+0.002699i,-0.0038801+0.024919i,0.01656+0.0097007i,0.01458-0.0067278i,0.0068892-0.0058405i,-0.00027586+0.0021013i,-0.0071071+0.0076489i,-0.0095063+0.0051936i,-0.0086148+0.0011562i,-0.0073798+0.0022541i,-0.0085194+0.0072662i,-0.011042+0.011789i,-0.011987+0.013908i,-0.0059514+0.012661i,0.0061225+0.0058735i
-0.084169-0.12026i,0.0061295-0.19859i,-0.02234-0.23151i,-0.041714-0.12976i,0.0038183-0.005458i,0.016957+0.027829i,-0.0022226+0.031499i,0.0086536+0.027481i,0.022688-0.0086524i,0.0030861-0.042464i,-0.025189-0.036934i,-0.033863-0.011885i,-0.026507+0.0045564i,-0.0090995+0.01112i,0.0081406+0.010399i,0.0095672+0.0082825i,0.002882+0.0071866i,-0.0012278+0.0041527i,-0.00091223+0.0014392i,0.0020076-0.00016199i,0.0011547-0.0032235i,-0.0037352-0.002894i,-0.0066683+0.00076939i
-0.31172-0.21486i,-0.38519+0.028908i,-0.21711+0.1547i,-0.07722+0.031543i,-0.090769-0.078063i,-0.11322-0.029749i,-0.078835+0.019448i,-0.049386+0.0035122i,-0.03985-0.0088783i,-0.022667+0.0051592i,0.00379+0.013212i,0.017145-0.0030234i,0.0097321-0.024365i,-0.0043788-0.032688i,-0.012682-0.029797i,-0.011093-0.021517i,-0.004939-0.012085i,-0.0012807-0.0025805i,0.0015346-0.00053596i,0.0052057-0.007377i,0.0097572-0.011233i,0.011313-0.011913i,0.0032703-0.011906i
0.40841+0.30859i,0.3841+0.1802i,0.23991+0.08462i,0.10247+0.094018i,0.044763+0.12337i,0.056459+0.0924i,0.059251+0.038246i,0.028978+0.031225i,0.016743+0.053828i,0.025781+0.049388i,0.022214+0.02315i,0.0094776+0.0096245i,0.0024604+0.01162i,-0.00038342+0.020319i,-0.00028378+0.029044i,0.0034168+0.026329i,0.0067951+0.01441i,0.008626+0.0038297i,0.0051477+0.00010122i,-0.0038318+0.0058112i,-0.0090658+0.013608i,-0.0058946+0.014692i,0.0017728+0.0088718i
-0.033902-0.27544i,-0.01152-0.40475i,-0.11017-0.31733i,-0.088991-0.098741i,0.053849-0.022646i,0.083489-0.066111i,0.029023-0.051125i,0.018445-0.027626i,0.0022265-0.048406i,-0.033561-0.04597i,-0.039305-0.014171i,-0.026498+0.010009i,-0.0094297+0.019827i,0.010568+0.011324i,0.020324-0.0070685i,0.016222-0.013115i,0.0060995-0.0085029i,-0.0034849-0.0075056i,-0.0077447-0.0086438i,-0.0038388-0.009186i,-0.0015402-0.011337i,-0.004661-0.0072919i,-0.003746+0.0024168i
-0.41715+0.1272i,-0.42672+0.39474i,-0.21552+0.39061i,-0.10589+0.18366i,-0.14165+0.08496i,-0.1139+0.11112i,-0.033789+0.099964i,-0.0098372+0.066655i,0.00090038+0.065012i,0.027422+0.050154i,0.028651+0.016791i,0.0125-0.0012635i,-0.00087983-0.0094687i,-0.01633-0.013384i,-0.026449-0.012595i,-0.02495-0.012113i,-0.015124-0.0061144i,-0.0025943+0.0054858i,0.0058943+0.010164i,0.0093458+0.0051381i,0.010412+7.6994e-05i,0.0082207-0.0038795i,-0.00060814-0.0067543i
0.55227+0.16866i,0.61618+0.062673i,0.53185-0.035846i,0.39097-0.077006i,0.29443-0.077932i,0.22603-0.10246i,0.13912-0.14448i,0.072359-0.13067i,0.050257-0.085551i,0.030881-0.054204i,0.012827-0.026464i,0.012514-0.010853i,0.0087976-0.0060251i,0.0025517+0.0082291i,0.0065619+0.022787i,0.011998+0.021138i,0.011076+0.0069643i,0.0050672-0.0051676i,-0.0015612-0.0051616i,-0.0080293+0.003571i,-0.012861+0.012056i,-0.010959+0.017096i,-0.00064979+0.015305i
-0.24709-0.45262i,-0.31227-0.63735i,-0.35528-0.53608i,-0.29269-0.31488i,-0.23137-0.20815i,-0.22721-0.13612i,-0.19489-0.032601i,-0.13526+0.0017722i,-0.10441-0.0184i,-0.081993-0.022951i,-0.048388-0.017588i,-0.024633-0.016082i,-0.0088503-0.013492i,0.004361-0.01424i,0.0069515-0.019625i,0.00065247-0.015272i,-0.0090275-0.0039304i,-0.018082+0.0031945i,-0.020929+0.0018799i,-0.017015-0.003297i,-0.0097664-0.0069263i,-0.0018333-0.0081662i,0.0018008-0.0074063i
-0.24393+0.33504i,-0.26942+0.57442i,-0.19671+0.50656i,-0.14+0.33551i,-0.089526+0.2854i,-0.020015+0.25747i,0.021265+0.18909i,0.040048+0.14462i,0.065334+0.11261i,0.070203+0.066719i,0.040578+0.03177i,0.010199+0.019877i,-0.0021933+0.015064i,-0.0077526+0.0094143i,-0.012931+0.0074381i,-0.010514+0.009511i,0.0026057+0.01233i,0.019879+0.010559i,0.028026+0.0042197i,0.02682+0.00021461i,0.023084-0.0018982i,0.014682-0.0061051i,0.0017924-0.006139i
0.61825+0.013328i,0.6564-0.07282i,0.50009-0.064397i,0.31553-0.0466i,0.22465-0.099687i,0.14912-0.17152i,0.052656-0.17986i,-0.00996-0.13238i,-0.037678-0.076237i,-0.037885-0.023548i,-0.014185+0.0063031i,-0.00084685+0.010886i,-0.0016675+0.015851i,0.0028499+0.019322i,0.01366+0.014327i,0.02051+0.0014554i,0.017367-0.013582i,0.005092-0.01984i,-0.0047746-0.01318i,-0.0082208-0.00039619i,-0.01329+0.010179i,-0.013271+0.018857i,0.00073851+0.020094i
-0.46466-0.23921i,-0.49042-0.31282i,-0.38522-0.21875i,-0.2454-0.051879i,-0.18721+0.061572i,-0.15355+0.13745i,-0.072863+0.16425i,-0.007048+0.12166i,0.001275+0.058792i,-0.014815+0.007585i,-0.026712-0.019414i,-0.022098-0.020783i,-0.0057409-0.018701i,0.0020402-0.020316i,-0.0019335-0.021446i,-0.011715-0.016018i,-0.021892-0.0015959i,-0.024817+0.012808i,-0.019401+0.016857i,-0.010916+0.0093741i,-0.0017407-0.0020154i,0.0034696-0.01181i,-0.00028227-0.014781i
-0.061906+0.28003i,-0.015891+0.44153i,0.085923+0.32636i,0.15669+0.1023i,0.17114+0.0042582i,0.16835+0.014956i,0.14941+0.012626i,0.11593-0.022718i,0.093938-0.045671i,0.07496-0.042172i,0.045587-0.022267i,0.023112-0.0064267i,0.0086515-0.0058197i,-0.0033942-0.0059995i,-0.0088574+0.0011069i,-0.0040589+0.0096034i,0.0079727+0.010833i,0.018702+0.0025207i,0.020588-0.0070446i,0.016202-0.01137i,0.010656-0.012096i,0.0029554-0.011045i,-0.0051927-0.0069177i
0.46605-0.25247i,0.42947-0.36973i,0.27597-0.32315i,0.095987-0.23151i,-0.01861-0.18049i,-0.065839-0.17765i,-0.10143-0.17076i,-0.13386-0.10588i,-0.12301-0.023936i,-0.076762+0.018569i,-0.031708+0.026673i,-0.0058132+0.021937i,0.00011518+0.016127i,0.00047837+0.010575i,0.0047724+0.0023332i,0.0078818-0.0093831i,0.0033568-0.01924i,-0.0049866-0.020125i,-0.011818-0.011866i,-0.017666-0.00093304i,-0.021127+0.011298i,-0.013978+0.020962i,0.0018701+0.018243i
-0.30503+0.0074926i,-0.31336-0.090594i,-0.31888-0.12429i,-0.26671-0.011076i,-0.13295+0.10643i,-0.021514+0.12311i,0.018937+0.10067i,0.045689+0.07893i,0.048921+0.044067i,0.015754+0.016039i,-0.0075405+0.00048186i,-0.013212-0.017487i,-0.015555-0.024623i,-0.012662-0.016201i,-0.010981-0.0059395i,-0.014434+0.0038654i,-0.01457+0.015499i,-0.010008+0.019377i,-0.00642+0.01317i,-0.0010041+0.004693i,0.0062132-0.0044598i,0.0070137-0.013196i,-0.0020424-0.014432i
-0.061152+0.21617i,-0.065902+0.34791i,-0.059482+0.31353i,-0.027846+0.18006i,-0.00024023+0.03382i,-0.0071795-0.032615i,-0.011962-0.013143i,-0.0040088+0.0017444i,0.0054842-0.0038853i,0.02205-0.011765i,0.022019-0.018831i,0.0032391-0.0068819i,-0.005799+0.010719i,-0.0048422+0.014031i,0.00026882+0.013425i,0.0095658+0.013409i,0.017052+0.0085245i,0.017743+0.0023788i,0.014836+0.0026852i,0.013913+0.0046607i,0.011034+0.0030659i,0.0038848+0.0030366i,-0.0015025+0.0079i
0.23295-0.13355i,0.18793-0.0475i,0.21797+0.11263i,0.2276+0.13604i,0.13173+0.087081i,0.034572+0.054014i,-0.011087+0.014828i,-0.030639-0.0012458i,-0.026546+0.0064181i,-0.024452+0.01041i,-0.023415+0.024967i,-0.0068625+0.039909i,0.0047042+0.037109i,0.0029078+0.022035i,-0.00077565+0.0015611i,-0.0046174-0.015086i,-0.0099596-0.020955i,-0.010482-0.01496i,-0.006446-0.0059534i,-0.0075399-0.0011684i,-0.01063+0.0045822i,-0.0045677+0.0097977i,0.0079576+0.0079589i
-0.083461-0.079992i,0.041144-0.24519i,0.070047-0.33578i,0.017098-0.28077i,-0.0095227-0.16152i,0.0059351-0.063183i,0.026459-0.015463i,0.030706-0.027343i,0.013384-0.049117i,0.0033891-0.042766i,0.0074311-0.040983i,0.00062417-0.05035i,-0.0077104-0.041475i,-0.0039176-0.018523i,-0.0022354-2.1706e-05i,-0.0074308+0.0098009i,-0.01169+0.011577i,-0.014204+0.0055023i,-0.015607-0.0033557i,-0.012686-0.0093937i,-0.0060188-0.014552i,-0.0035806-0.018502i,-0.0073683-0.017091i
-0.15809+0.042891i,-0.22701+0.037063i,-0.23618-0.03179i,-0.17338-0.03342i,-0.10945+0.0061222i,-0.091138+0.029832i,-0.075165+0.048116i,-0.041521+0.067142i,-0.0060909+0.064805i,0.011747+0.033538i,0.0046264+0.009754i,0.003316+0.0093117i,0.018299+0.0035694i,0.027688-0.0078182i,0.028897-0.0071199i,0.028904+0.00053791i,0.028299+0.0051173i,0.023333+0.0075582i,0.01759+0.0099105i,0.015697+0.0097185i,0.012933+0.011081i,0.0087506+0.013439i,0.005835+0.010323i
