-0.002524+0.0022812i,-0.0026993+0.0017192i,-0.0022636+0.0017962i,-0.001536+0.0013225i,-0.0011266+0.00070565i,-0.0015046+0.00025458i,-0.0013818-9.0859e-05i,-7.3387e-05-0.00063788i,0.00079791-0.00040056i,0.00076724+0.00043627i,0.00088099+0.00059522i,0.0013763+3.2338e-05i,0.0018523-0.00017506i,0.0009572-0.0005653i,0.00038985-0.0014555i,8.767e-05-0.00069956i,5.4001e-05+0.00029373i,0.00052913-0.00055767i,-8.6207e-05-0.00064769i,-0.0013094-8.3308e-05i,-0.0011432+4.1621e-05i,-6.6713e-05+0.0005104i,0.00036593+0.00066175i
-0.0013096-0.0012667i,2.6515e-05-0.0011534i,0.0015434+0.00039711i,0.0012952+0.0011328i,-0.00042051+0.00032771i,-0.001226-0.00023448i,-0.00086359+5.5526e-05i,-0.0006344+1.6043e-05i,-0.00088899-0.00039059i,-0.00061934+0.00024814i,-0.00028157+0.00078206i,-0.00080552+0.00038052i,-0.0005881+0.00015522i,5.2726e-05+0.00043315i,0.00024492+0.00031506i,0.0002227-0.00024212i,-0.00019178-0.00026634i,-0.0004106+4.6776e-06i,-0.000324+0.00052215i,-0.00067792+0.00045031i,-0.0012511-5.5986e-05i,-0.00079091-9.616e-06i,-8.3092e-05+0.00049175i
0.00084456-0.0024973i,0.00025658-0.0037065i,0.00018128-0.0023881i,-0.00030932-0.00095307i,2.1182e-06-0.00085745i,0.00015782-0.00054301i,9.1161e-05-0.00027122i,-0.00040045+0.00011952i,-0.00013506-0.00011905i,-1.9781e-05+8.0589e-05i,-0.00083438-0.00033599i,-0.00063109-0.00073153i,-0.00019275+0.00016892i,-4.0915e-05+0.00095909i,-0.00010782+0.00012704i,-0.00016745-0.00083502i,7.9648e-06-0.00037597i,0.00022912+0.00013348i,-0.00041369-2.2889e-05i,-0.0011077-0.00024809i,-0.001089-0.00093795i,-4.6506e-05-0.00065572i,0.00063645-0.00041955i
0.0012192+0.0048692i,0.0020644+0.0053288i,0.001778+0.003771i,0.001458+0.0016029i,0.0013544+0.00044159i,0.0011103-0.0004827i,-2.1212e-05+9.3816e-05i,-0.0015391+0.00083975i,-0.001115+0.00044275i,-8.4259e-05-2.9156e-05i,-9.2753e-05-0.00033396i,-0.00043898-0.00075648i,-0.00023376-0.00079234i,0.00055896-0.00044955i,0.0013295+0.00036344i,0.0010824+0.00048287i,0.000328-0.00054667i,-3.6634e-05-0.0015984i,0.00080246-0.00092618i,0.0012793+0.00028545i,0.00029893-6.7753e-05i,0.00019679-0.00041225i,0.00079898-0.00046215i
0.00021514+0.00020387i,0.00098053+4.6831e-05i,0.00084306-0.0012403i,0.00030172-0.00095568i,8.6672e-05+0.0002076i,8.0659e-05+0.00062453i,-0.00014574+0.00048536i,0.0001054+0.00011057i,0.00035891-0.00059145i,0.00031707-0.000975i,0.00012376-0.0010827i,-0.00026574-0.00098169i,-0.0010906-0.00021341i,-0.0013528-2.691e-05i,-0.001087-2.8973e-05i,-0.0010653-0.00043649i,-0.0010923-0.0011511i,-0.0014033-0.0011615i,-0.0016283-0.00040943i,-0.0012236+0.00023282i,-0.00076559-0.00064934i,-0.00026667-0.00082192i,-0.00016739-2.672e-05i
0.00063941-0.0018338i,7.3469e-05-0.00076516i,-0.00013783+0.0001577i,0.00027467+1.7122e-06i,-0.0004225+0.00012424i,-0.001662+0.00020562i,-0.0017442-0.00032581i,-0.00098124-0.00010697i,-0.00063053+0.00053708i,-5.2945e-05+0.00092284i,2.8408e-05+0.00052408i,-0.00084883-0.00064074i,-0.0015438-9.7068e-05i,-0.0016221-5.1972e-05i,-0.0010946-0.00058648i,-0.00055293-0.00052221i,-0.00026855-0.00023758i,-0.00058444+0.00064718i,-0.00059875+0.00053714i,0.00055336-0.00015462i,0.0011163-2.9257e-05i,0.00046785-0.00012707i,-0.00017623-7.5805e-05i
0.0016129-0.0029544i,0.0025313-0.0033423i,0.0020376-0.0026556i,0.00099485-0.00099176i,0.0011926+1.445e-05i,0.0020922-0.00032696i,0.0018897-0.00048675i,0.0013967+0.00036714i,0.00050725+0.0012325i,0.00015007+0.0007063i,-4.0871e-06-0.00039997i,-0.00032349-0.00093819i,-0.00033063-0.00022966i,-0.00036974+0.00067873i,-5.854e-05+0.00048295i,5.1597e-05+0.00023618i,2.7564e-05+0.00022749i,0.00047044-0.00022875i,0.00039549-0.00044954i,-0.00025496+2.5689e-05i,-0.00011489+0.00035542i,0.00018217+0.00044781i,-9.521e-05+0.00069457i
-0.0019476-2.2295e-05i,-0.0015094+0.0012691i,-0.00098362+0.0014092i,-0.00037326+0.0013205i,-0.00034892+0.00087826i,0.00056037+0.00041064i,0.00049545+0.00057595i,-0.00053353-5.2574e-05i,-0.0009907-0.00055427i,-0.00083657+0.00079701i,4.2278e-06+0.0015549i,0.0014897+0.00091195i,0.002043+0.00062844i,0.0015046+0.00051349i,0.00071503+0.00058506i,0.00021508+0.00062608i,0.00010452-0.00010351i,0.00044305-0.00045622i,0.00027761+0.00052266i,8.4601e-05-0.00013186i,0.00024467-0.0014412i,0.00031894-0.0011573i,2.6402e-05-0.00090471i
0.00077484+0.0019206i,0.001093+0.0024249i,0.0013623+0.0022553i,0.0010963+0.0011423i,0.00048874+8.0866e-05i,-0.00010682-8.5185e-05i,-0.00014873-0.00041146i,-0.0001203+2.9831e-05i,0.0006265+0.00039592i,0.00035663-0.00029705i,-0.0009517-0.00024754i,-0.0012136-0.00035189i,-0.0011244-0.00036707i,-0.0015351-0.00018291i,-0.0014803-0.00020974i,-0.00070759-0.00033437i,-0.00062151-2.9192e-05i,0.00055788-4.307e-05i,0.0011603-0.00016419i,0.00021328-0.0007783i,0.00014469-0.00080415i,0.00067206-3.8274e-05i,0.001115-0.00013292i
0.001133-0.0021697i,-0.00016356-0.0012829i,0.00028324-0.00027246i,0.00082413-0.00020263i,-8.3269e-05-0.0005074i,-0.0017429+0.00011103i,-0.0015406+0.0004139i,-0.00020141+0.00017188i,0.00015186-0.00053765i,0.00041252-0.0012381i,0.00080601-0.0011209i,0.00065139-0.00052975i,-0.00065194-0.00052287i,-0.0017705-0.00051535i,-0.0019452-0.000207i,-0.0012976-0.00059194i,-3.081e-05-0.00044669i,0.0012244+0.00012845i,0.00045432+0.00051374i,-0.00037328-0.0002748i,-0.00015527-0.00059985i,2.2512e-05-0.00021427i,-0.00037631+0.00047223i
0.00031076-0.00054216i,0.0013229-6.4217e-05i,0.0015675+0.00094522i,0.00078801+0.00094667i,-0.00037747-0.00038433i,-0.00048297-0.00055936i,-0.00026625-9.1763e-05i,0.00020152+0.00029325i,0.00081305+0.00058787i,0.00091615+0.00036466i,0.00068411+0.00032136i,0.0001587+0.00069125i,-0.00096301+0.00066151i,-0.0019153+3.4866e-05i,-0.0016864-0.00085844i,-0.0013167-0.00062982i,-0.0012714+0.0004945i,-0.0013562+0.00094631i,-0.00085685+0.00079712i,0.00024927-0.00015038i,0.00051056-0.00075468i,0.00011597-0.00084803i,0.00012972+0.00019814i
0.0014891-0.00068684i,0.001819-0.0016994i,0.001983-0.0034025i,0.0021403-0.0031353i,0.0013851-0.0014046i,-6.7072e-05-0.00058871i,0.00047136-0.00045949i,0.0010495-0.00067132i,0.00066874-0.0012389i,0.00084665-0.0012139i,0.0005677-0.00015373i,0.00039997-5.1307e-05i,0.00030396+6.4338e-05i,0.00026178+0.00031492i,-0.00038657+0.00049358i,-0.0012024+0.00035781i,-0.00041433-0.00014113i,0.00045064+4.9388e-05i,0.00048722+0.00046655i,-0.0007336+0.00024199i,-0.0005622-0.00014962i,0.00050552-0.00060012i,0.00035663-0.00069298i
0.00058954+0.0010673i,0.00023356+0.0014991i,0.00033474+0.00093938i,0.00069447-0.00014241i,-0.00016417+2.8765e-05i,-0.0010996+0.00018568i,-0.0012947+0.00023393i,-0.00092452+0.00084805i,0.00019675+0.00062921i,0.00048117+0.00020457i,-0.00018232+0.00011231i,-0.00050166+0.00019984i,0.00015937+0.0012652i,6.9308e-05+0.00092583i,-0.00027176-0.00029231i,-0.00030563-0.00039418i,0.00012168-0.00038424i,0.00073782-0.00065639i,0.0001342-0.00030303i,-0.00039716-0.00023777i,-3.0492e-05-0.00057384i,0.00017103-0.00052863i,-0.00057085-0.00073249i
-0.00030091-0.0022276i,-0.0003838-0.0012988i,-0.00048251+0.00015329i,-0.0011242+0.00098242i,-0.0007198+0.00038392i,-0.00046763+0.00016813i,-0.00093894+0.00042831i,-0.00050599+0.00021584i,0.00011443-0.0003035i,0.00081825-0.00052048i,0.00081463+3.8268e-05i,0.00011513+0.00042874i,-0.00015622+0.00023533i,0.00067245-0.00010664i,0.0008984-0.00041234i,0.00064048-0.00035642i,0.00051141+0.00018986i,-6.4334e-05+0.00033041i,-0.00060768-0.00073064i,-0.00079032-0.00057153i,-0.00069165-0.00040439i,0.00048813-0.0012057i,0.00076973-0.00033253i
-0.0012782+0.0017872i,0.0004461+0.001658i,0.0022759+0.002338i,0.0029292+0.0014742i,0.0019201-0.00018294i,0.00092502-0.00074649i,0.00061272-0.00039988i,0.00026328-9.8077e-05i,0.00014835+0.00044091i,-0.00017127+0.0007707i,7.5514e-05+0.0010411i,-0.00015582+0.00067337i,-0.00051738-0.00038511i,-0.00021996-0.00076925i,-0.00010868-0.0014566i,-9.4335e-05-0.0014772i,3.6976e-05-0.00058768i,-9.3158e-05-0.00040934i,-0.0014188-0.00065428i,-0.0016427-0.0011969i,-0.00048609-0.00032621i,0.00017199+0.00010438i,-0.00012266-6.4151e-05i
0.00091625-0.00017948i,0.00128-0.00075758i,0.001981-0.00052557i,0.0022343+6.4188e-07i,0.0013809+0.00052342i,-0.00019041+0.00066522i,-0.00031887-4.3234e-05i,-5.9985e-05-0.00024283i,-0.00035363+9.4611e-05i,-0.00079779-0.00014194i,-0.00039048-6.6405e-05i,-0.00025221-0.0001005i,-0.00044232-0.00036477i,-0.00014218+6.4823e-05i,-0.00024513+0.0004912i,-0.00040644-3.0359e-05i,0.00011126-0.0012648i,0.00041826-0.001458i,0.00024232-0.00068104i,-0.00019358-0.00047292i,-0.00028718-0.00037938i,-0.00022151-0.00065073i,0.00023659-0.0012752i
0.00047027-0.0019495i,-0.00076045-0.0017136i,-0.00080733-0.0013641i,0.00070987-0.0011582i,0.0012529-0.00091847i,0.0004607-0.001091i,-5.607e-05-0.0020662i,-0.00014666-0.0014932i,-0.00054173-0.00022238i,-0.00039455+0.00049258i,0.0002562+0.00036041i,-0.00040461+0.00022363i,-0.00061813+0.0006694i,-0.00063312+0.0010769i,-0.00074901+0.0010332i,-0.00048038+0.00053984i,-0.00026837-0.00047813i,-0.00042124-0.00065514i,-0.00030909+0.00026071i,-0.00075145+0.00045531i,-0.00075883-0.00040582i,0.00013837-0.00055329i,0.00055905+0.00083113i
-0.0010871-0.0017378i,-0.0013232+0.00076409i,-0.00074306+0.0021843i,0.00032187+0.0013893i,0.00031465+0.00095687i,-0.00075192+0.0019845i,-0.0012342+0.0025247i,-0.0013551+0.00095284i,-0.0011498-0.00051701i,-0.00026778-0.00076577i,0.00029419-0.00065898i,0.00037454-0.00011795i,-0.00073128+0.00061852i,-0.00097192+0.00074681i,-0.00028676+0.00043642i,3.14e-05-9.3004e-05i,0.00013047-0.00054562i,-0.00015254-0.00064106i,-0.00056027-0.00071776i,-0.00093231-0.0008809i,-0.00063377-0.00072087i,-0.00068201-0.00064006i,-0.00071123-0.00096346i
0.0035426-6.5959e-05i,0.0030327+0.00055806i,0.0018758+0.0017462i,0.0017959+0.001281i,0.00099883+3.8537e-05i,9.7179e-05-0.00018295i,0.00016948+0.00039891i,0.00018086+0.00094655i,0.00026805+0.00087825i,0.00080106+0.00073782i,0.00080757+0.0012512i,0.00030458+0.0011086i,-0.00015717+0.00021313i,-0.00076072+0.0001733i,-0.00085489+0.00014194i,-0.00010399+0.00056654i,0.00076388+0.00092879i,0.00045741+0.00072468i,0.00011919+0.00070757i,-0.00028085+0.0004315i,-0.00089885+4.8535e-05i,-0.00049692-0.00014949i,-0.00014628-0.00072358i
0.00077125+0.0020905i,0.00050605+0.0015042i,0.0016062+0.00082311i,0.00167-0.00063308i,0.0010383-0.0015077i,0.00041093-0.0015586i,0.00019605-0.00070045i,-0.00016028-0.00020701i,-0.00010101+0.00025504i,0.00061016+0.00087527i,0.00052989+0.00072943i,0.0007104+0.00043244i,0.00072484+0.00015707i,-0.00059375-0.00020627i,-0.0014245-0.00025306i,-0.0010575+0.00040185i,-0.00024718+0.00060672i,0.00033809+1.7449e-05i,0.00034282-0.00039811i,0.00014275-0.00061788i,0.000141+1.0323e-05i,2.6949e-05-0.00010083i,-1.4007e-07-0.0011016i
0.00073179+0.0014947i,0.00061381+0.00044658i,0.00043512-0.00063405i,0.00043842-7.7115e-07i,0.00015447+0.0005026i,0.00013844+0.00024857i,0.00025405+0.00022758i,0.00027201-0.00031067i,-0.00010068-0.00097673i,-0.00015109-0.0012316i,0.00027633-0.00063154i,-0.0001177-0.00013082i,-0.00059711-0.0004765i,-0.00067917-0.00056002i,-0.00059224-0.00060566i,-0.00087589-0.00093804i,-0.00076432-0.0010605i,3.3563e-05-0.00048442i,0.00025595-0.00013477i,0.00017724-0.00050598i,-6.242e-05-0.0003983i,-0.00034771+0.00023227i,-0.00053875+0.00011481i
-0.00075392+0.00092326i,-0.0015227+0.0019194i,-0.00055516+0.0022018i,0.00020104+0.00098217i,-2.4598e-05+0.00042062i,-0.0013499+0.00079532i,-0.0019921+0.00045399i,-0.00051411+0.00035547i,3.9026e-05+0.00082196i,-0.00078821+0.00070398i,-0.00067954+3.779e-05i,-0.00094662-5.2836e-05i,-0.0010461+0.0001996i,-0.0013105-5.2967e-05i,-0.0015188-0.00094003i,-0.00069934-0.0012545i,-0.00043226-0.00058775i,-0.00019579-0.00046196i,0.0001846-0.00061667i,-8.3236e-05-0.00015664i,-0.00049248-0.00049228i,0.00022421-0.00062215i,0.0010001+5.112e-05i
0.0025447-8.9875e-06i,0.0031962+0.0001617i,0.0046947+0.0017175i,0.0037786+0.0011533i,0.0021731-0.00041104i,0.00054589-0.00054481i,-0.00022234+9.2669e-05i,-0.00050509+0.00014179i,-0.00031872-0.00040169i,-0.00052872-8.8419e-06i,-0.00066059+0.00059652i,-0.0006649+0.00050744i,-0.00045322-9.3558e-05i,-0.00040845-0.00024265i,-0.0011352-2.5961e-05i,-0.00065899+0.00040143i,0.00037856+0.00060452i,0.00060335-6.7456e-05i,0.00044992+0.0001498i,-0.0007724+0.00019802i,-0.00094815-0.00070972i,0.00020749-0.00090163i,0.00028165-0.00075262i
0.0017742-0.00011359i,0.0017999+0.00015414i,0.0021415+0.00031065i,0.0021197+0.00048062i,0.0021949-0.00026482i,0.0013986-0.00049835i,0.00083926+0.00041893i,0.00090533+0.00088048i,0.00052952+0.00032014i,0.00083157+0.00014933i,0.0012119+0.0003247i,0.00049011+0.00047473i,-0.0004166+0.00031659i,-0.00063239-0.00032906i,-0.00036212-0.0003971i,-0.00035749+5.3166e-05i,0.00012029-3.726e-05i,0.00050166-0.00035775i,-0.00029988-0.00085686i,-0.0011836-0.00056262i,-0.001258-0.00015893i,-0.00068079-4.5285e-05i,-0.00040338+0.00086728i
-0.0016613+0.0029858i,-0.0024957+0.003049i,-0.0010249+0.0017304i,0.00083538+0.00050232i,0.0013099-0.00040867i,0.0011751-0.00029752i,0.00055177-1.3409e-05i,-0.00020588+0.00022221i,-0.00065854-6.2894e-05i,-0.0012986-0.00043975i,-0.00033793-0.00043962i,0.00080223-0.00022694i,0.00045819-0.00014144i,-3.8079e-05-0.00038048i,-0.0004099-0.00060803i,-0.00014452-0.0010619i,0.00059342-0.00028344i,-5.4824e-05+0.00080249i,-0.00029699+0.00084603i,-0.00068558+0.0012069i,-0.0011981+0.00076061i,-3.4925e-05-2.8303e-06i,0.00014267+0.00017234i
-0.0021274+0.0038421i,0.00028158+0.0053987i,0.0026166+0.0047685i,0.0011849+0.0021409i,0.00060091-0.00022798i,0.00026378-0.00056316i,-0.0002172-9.4235e-05i,-0.00060999+0.00053054i,-0.00074113+0.0014425i,-2.3504e-05+0.00040733i,2.3799e-05-0.00029869i,-0.00050906+7.763e-06i,-0.00096138-0.00049995i,-0.00053956-0.0012934i,-0.00070314-0.0013619i,-0.00048128-0.0014389i,0.0004619-0.00075352i,-0.00021326-0.00032802i,-0.00071298-0.00051759i,0.00017989-0.00030325i,0.0001462+0.0005419i,-0.00014679+0.00085907i,0.00037767+0.00021888i
0.007589+0.0024747i,0.0088628+0.00273i,0.0096891-0.00075111i,0.0054278-0.0043588i,0.0014083-0.0054004i,-0.0012857-0.0037592i,-0.0014068-0.00084736i,-8.8639e-05+0.0011301i,0.000388+0.0011134i,0.0005465+6.9518e-05i,0.00019587-0.00045629i,-0.00097195-0.00052481i,-0.002368-0.0004513i,-0.0038335-0.00087725i,-0.0045848-0.0013699i,-0.0034832-0.0011922i,-0.0012687-0.00027247i,-0.0003922+0.00033515i,-0.00063266+0.00069166i,-0.00077574+0.00075617i,0.00018786+9.6845e-05i,0.00088496+2.6363e-05i,0.00039086+0.00039692i
-0.0041805-0.005724i,-0.0064949-0.0045781i,-0.009034+0.00074741i,-0.0052977+0.0032363i,-9.1665e-05+0.0038133i,0.0029441+0.0024656i,0.0031043-0.00040423i,0.0012856-0.0017979i,-0.00099423-0.0016277i,-0.0014723+0.00063545i,-0.00093423+0.0024819i,2.1157e-05+0.0022771i,0.0018338+0.0013874i,0.0036897+0.0014056i,0.0044479+0.0014913i,0.0029434+0.00076776i,0.0013077+0.00013173i,0.00042285-0.00033198i,-0.0002478-0.0012027i,5.5136e-05-0.0012016i,0.0007198-0.00065581i,0.00035699-0.00047166i,0.00022792-0.00016195i
-0.0007281+0.00086929i,-0.00041539+0.00048652i,0.00040387+0.0013615i,0.0017058+0.0017429i,0.0022791+0.0019751i,0.0020816+0.00057077i,0.0010671-0.00075604i,-0.00071065-0.00032075i,-0.0015158+2.4649e-05i,-0.00174-0.00011303i,-0.0015364+0.00027959i,-2.4116e-05-9.0277e-05i,0.00071142-0.00024916i,0.00020847+0.00014316i,0.00026833+0.0004066i,0.0006412+0.00052356i,0.00032831+0.00026472i,-0.00046714-0.00025307i,-0.00025113-0.0014437i,0.00023496-0.0021547i,0.00010671-0.0010589i,-0.00021661-0.00020194i,-0.00021383-0.00046339i
-0.0027103-0.0013359i,-0.0029413-0.0015968i,-0.0034119-0.0010571i,-0.0029588-0.00060434i,-0.0020183-0.00026444i,-0.00082067-0.00071488i,-0.00052147-0.0020561i,-0.00066483-0.0013742i,-0.00039431+0.00013244i,0.00022551+0.00029275i,0.0001137-0.00017823i,-0.00054887-0.00027275i,-0.00069013-1.5754e-05i,-0.00010467+0.00025721i,-0.00016161+0.00068684i,-0.00042234+0.00012499i,-0.00020722-0.00040882i,-9.9281e-05+0.00034852i,-0.00013612+0.00054214i,-0.00047645-0.00019785i,-0.00034333-0.00053977i,-0.00053814-0.00062291i,-0.00028134+0.00011985i
0.00095763-0.00031522i,0.0015237-0.00044278i,0.0020436+0.001156i,0.0019323+0.0011654i,0.0013909-0.000362i,0.0012174-0.00090623i,0.0007306-0.00061786i,-0.00017151+0.00027436i,-0.00031567+0.00053955i,0.00068154+0.00025982i,0.0006493+0.00097794i,-0.00085281+0.00027547i,-0.0012047-0.00065237i,-0.00022558-0.00076442i,-0.00010076-0.0010756i,-0.00069124-0.00078618i,-0.00065587+5.1456e-05i,-0.00071834+0.00042544i,-0.0010681+0.00029483i,-0.00056912+0.0012385i,0.00031848+0.0012858i,0.00020312+0.00038127i,-0.00076692-0.00049621i
0.0030031-0.0017879i,0.0011684-0.0024986i,-0.0013525-0.00073883i,-0.0011064+0.00051831i,0.00048517-0.00024505i,0.00098029-0.001197i,0.001107-0.0011196i,0.00072918-0.00050319i,-3.604e-06-0.00050354i,-1.752e-05-0.0006955i,-0.00024192+0.0001472i,-0.00039456+0.00040582i,-0.00030233+0.00010196i,-0.00020229-0.00026777i,0.00034859-1.9639e-05i,0.00050467+0.00079282i,0.00014834+0.00028543i,-0.00041669-0.00034045i,-0.0010936-0.00041344i,-0.00098011-0.00073396i,-0.00038884-0.00053378i,-0.00025725-0.00023942i,-0.00022727-0.00049484i
-0.0010625+0.0022339i,-0.0011106+0.0023806i,-0.0010395+0.0018846i,0.00032168+0.00094732i,0.0013443+0.00052031i,0.00068708+0.0005277i,0.00011604+0.00015601i,0.00059593-8.5232e-05i,0.00052852-0.0003493i,-2.2161e-05-0.00023121i,-0.00039929-0.00017174i,-0.0013368-0.00041133i,-0.0011008-0.00046629i,0.0007471-0.00095402i,0.00086854-0.00096131i,-2.0047e-05-0.00047724i,-0.00040767-0.00040497i,-0.00080162-0.0006449i,-0.00091105-0.00092347i,-0.00020499-0.00081462i,-0.00015189-0.00053389i,-0.00037081-0.00058375i,-0.00075005-0.00071429i
-0.0025329+0.00054671i,-0.0010881+0.00068592i,0.00078237+0.00073293i,0.0014942+0.00047313i,0.0010424+0.00075379i,0.0010695+0.00064125i,0.0012333+0.00042144i,0.00051256-3.8974e-07i,-0.0004427-0.00032008i,-0.00055344+0.00025947i,-0.00018233+0.00026938i,-6.2751e-05-0.00014076i,0.00082088+0.0002088i,0.00096261-5.8893e-05i,7.8675e-05-0.00047941i,-5.6032e-05-0.00013843i,-0.00018649-0.0002052i,-0.0010147-0.0004956i,-0.0010131-0.00023981i,-0.00052157-0.00045116i,-6.867e-05-0.0010504i,3.2662e-05-0.00079669i,-6.9837e-05+3.4673e-05i
-0.00020713-0.0027454i,-0.0020395-0.0026016i,-0.0030692-0.00099941i,-0.0019692+0.00046735i,-0.0015554+0.00021961i,-0.001757-0.00074369i,-0.001352-0.0003561i,-0.00071957+0.00018539i,1.9439e-05-0.00020281i,0.00029599+0.00036054i,0.00063794+0.00038636i,0.00058152-0.00075198i,-0.00012256-0.001106i,-0.00014568-0.00082363i,4.86e-05-0.00064169i,0.00037353+8.8635e-05i,0.00045344+0.00043139i,-0.0005586+0.00019615i,-0.0010897-0.00030096i,-0.00056166-0.00019129i,-0.00061525+0.00011209i,-0.00076869-6.9397e-05i,-0.00057172-0.0004388i
0.0032122+0.00044893i,0.0024707-1.0929e-06i,0.0019707+0.00018507i,0.0016366+0.00068105i,0.0010304-0.000131i,0.00034512-0.001086i,0.00021678-0.0011752i,0.0007049-0.000991i,0.00090097-0.0001832i,-0.00026592-0.00020296i,-0.001168-2.1876e-05i,-0.0013805+0.00067955i,-0.00086692+0.00041965i,0.00028066+1.852e-06i,0.00022945-7.6161e-05i,6.2646e-06-0.00022517i,-0.00017481-0.00024123i,0.00021254-0.00026788i,0.00047559-0.00051686i,0.00033317+1.7083e-05i,0.0008209+0.00026542i,7.8888e-05-3.5944e-06i,-0.00046924+0.000488i
0.00077946+0.0019102i,0.0016751+0.0011401i,0.0010189+8.4502e-05i,4.9988e-06+0.00066615i,0.00012169+0.0010423i,0.00053853+0.00040574i,0.00054943-0.00018826i,0.00039298-7.118e-05i,0.00012954+0.00028007i,-0.00037272+9.03e-05i,-0.00024613-0.00066654i,-0.00027429-0.00058695i,0.00017917+0.00035101i,0.00056835+0.00038716i,0.0011578-0.00039841i,0.0014075-0.00054666i,0.000749+6.6188e-05i,0.00035835-9.317e-05i,-5.102e-05-6.7343e-05i,-3.7681e-05+0.00019816i,-3.1224e-05+0.0001082i,-0.00027209-2.2897e-05i,-3.6002e-05-6.9835e-05i
-0.001502-0.0022768i,-0.001824-0.0018781i,9.1087e-05-0.00073993i,0.0018604-0.000648i,0.0010689-0.0014196i,0.00048468-0.0012251i,0.00035596-0.00042406i,-0.00053303-0.00016208i,-0.0006417-0.00024759i,-0.00023371-0.00022627i,-0.00045491-0.00027462i,-0.00093854-0.0001449i,-0.00061306+0.00031294i,-8.7486e-05-1.8266e-05i,0.00011184-0.00047235i,0.0002157-0.00017235i,3.1953e-05+0.00031474i,-0.00043477+0.00029064i,4.431e-05+0.00061559i,-0.00017412+0.000795i,-0.00023116-0.00034052i,0.00014032-0.00060354i,3.8216e-05-0.00022649i
0.00097988+0.00071146i,0.0011261+0.00038417i,0.0016775+0.00038392i,0.00079592-0.000936i,-0.00016432-0.0016171i,-0.00027236-0.001245i,0.00018055-0.00052091i,1.6455e-05+0.00010624i,0.00010801+0.00024464i,0.00017322+0.00030326i,-0.0003632-7.0795e-05i,-0.00089519-0.00066181i,-0.0013988-0.00065992i,-0.00099294-0.00043483i,-0.00050061-0.00047745i,-0.00046677-0.00056809i,-0.00021454-6.6889e-05i,0.00047543+7.6175e-05i,-6.3018e-05+0.0002531i,-0.0010251+0.00031703i,-0.00029409+0.00029902i,0.00043904+6.429e-05i,0.00074261-0.00012737i
0.00063673+0.0011504i,0.00023607+0.0020955i,0.00014251+0.0026228i,0.00060735+0.0024515i,0.00079199+0.0016919i,0.00050274+0.00076627i,-0.00012058+0.00033446i,-0.00038001+0.00021492i,-0.00024128+0.00056841i,-0.0001303+0.0011561i,0.00025175+0.00050334i,0.00058684+5.0611e-05i,3.2095e-05+0.00053905i,-0.00026183+0.00032861i,0.00034537+0.00036062i,0.00072817-4.0118e-05i,0.00025514+0.00012019i,0.00012276+0.00069153i,-0.00030747-5.0129e-05i,-0.00060211-0.00046304i,-7.1331e-05-0.00010907i,0.00059668-0.00019075i,0.00055153-0.000539i
-0.00024597-0.0025108i,-0.00043576-0.0034099i,-0.00045592-0.0033395i,0.00053339-0.0022538i,0.0001451-0.00066508i,-0.00044783+6.9742e-05i,0.00036163-0.00049768i,0.00093588-0.0013087i,0.00079919-0.00055721i,0.00042805+0.00068866i,-1.5471e-05+0.00058067i,-9.5271e-06+0.00082728i,-0.00010566+0.00083667i,0.00015703+0.00049997i,0.00090061+0.0011789i,0.00093819+0.0017075i,0.00070151+0.0010468i,0.0006174+0.0002184i,0.00014825-0.00041327i,-0.00060318-0.0010943i,-0.00023702-0.00062356i,0.00031988+4.1274e-05i,5.4827e-05+0.00038732i
-0.0020381-0.0012686i,-0.0013632-0.00049054i,-0.00056061+0.00029565i,-0.00033291+0.00036287i,0.0001873+0.00052467i,0.00060512+0.00063706i,-4.9852e-05-8.5668e-05i,1.3781e-06-0.00064793i,0.00086447-0.00069741i,0.00080357+5.5239e-05i,-1.2729e-05+0.0012528i,0.00011449+0.00096996i,0.0004286-0.00028037i,7.3746e-05-0.00022268i,-0.00024413+0.00025013i,-1.4433e-05+0.00028471i,0.00088949-0.00018712i,0.0010623-0.00070301i,0.00025305-0.00041365i,-0.00014872+0.00025177i,-0.00044364+0.00044707i,-0.00011849+0.00042798i,1.4713e-05+0.00025887i
-0.0010809-0.0018197i,-0.0022317-0.001988i,-0.0029826-0.0022148i,-0.0018718-0.00059769i,-9.2227e-05+0.0010515i,0.00095698+0.0011832i,0.00076844+0.00035728i,0.0006453-0.00016406i,-3.3517e-06+7.0328e-05i,-0.00028225+0.00016706i,0.00015056-3.853e-05i,0.00040245-0.00081777i,0.00027797-0.00044978i,0.00087814+0.00044711i,0.0015987+0.00088849i,0.001377+0.0008302i,0.0010042+6.125e-06i,0.00036919+0.00036271i,-0.00015158+0.0006738i,-0.00015714-8.1477e-05i,-0.00051566-6.359e-06i,-0.00039434+3.7694e-05i,0.00030012-0.0005089i
