-0.002524+0.0022812i,-0.0026993+0.0017192i,-0.0022636+0.0017962i,-0.001536+0.0013225i,-0.0011266+0.00070565i,-0.0015046+0.00025458i,-0.0013818-9.0859e-05i,-7.3387e-05-0.00063788i,0.00079791-0.00040056i,0.00076724+0.00043627i,0.00088099+0.00059522i,0.0013763+3.2338e-05i,0.0018523-0.00017506i,0.0009572-0.0005653i,0.00038985-0.0014555i,8.767e-05-0.00069956i,5.4001e-05+0.00029373i,0.00052913-0.00055767i,-8.6207e-05-0.00064769i,-0.0013094-8.3308e-05i,-0.0011432+4.1621e-05i,-6.6713e-05+0.0005104i,0.00036593+0.00066175i
-0.0012779-0.00070354i,-0.0012428-0.0022321i,-0.00061088-0.0013214i,-0.00092965-0.00016437i,-0.00068507-0.00016487i,0.00010537-0.00036954i,0.00059147-0.00039012i,0.00058094-0.00098512i,-0.0001137-0.0016665i,-0.00035801-0.0010947i,4.2179e-05-5.4712e-05i,0.00031641-5.5329e-06i,2.8728e-05-0.00070322i,-0.00042892-0.00040476i,-0.00051565+2.8143e-05i,-0.00052152-6.5756e-05i,-0.00055669-4.6741e-07i,-0.00014956-0.00014836i,7.2963e-05-0.00058389i,-0.0001105-0.00081044i,0.00050107-0.00046208i,0.0013034-0.00031023i,0.00087485-0.00095702i
-0.0014351-0.00075724i,-0.0020273+0.00080089i,-0.0025127+0.0017191i,-0.0022171+0.0017493i,-0.0010191+0.0022756i,-0.0005649+0.00093405i,-0.00072549-0.0013279i,-0.0010716-0.0010192i,-0.001582-0.00014062i,-0.0015782+4.7853e-05i,-0.00061138+0.0001158i,0.00023122+0.00013884i,0.00053385+0.0002075i,0.00085214+0.00036914i,0.0010628+0.0001626i,0.0003232-0.00068353i,6.8194e-08-0.00061995i,0.00050062-0.00021783i,0.0006339-0.00032577i,0.00076875-0.00063869i,0.001312-0.00056153i,0.0017137-8.5955e-05i,0.0010911+0.0001113i
-0.00013174-0.00046138i,0.0012079+0.00030125i,0.0016928+0.0011514i,0.0018699+0.00061506i,0.0020495-0.00039221i,0.0018128-0.0010495i,0.0010587-0.0012887i,0.00030494-0.001169i,-0.00041486-0.00032069i,-0.0010013+0.00019458i,-0.00071475+0.00020713i,9.0614e-05-9.1895e-05i,0.00016579-0.0012684i,0.00017823-0.0016451i,0.0013053-0.00085991i,0.0013768-0.00064378i,0.00067642-0.00048078i,-7.6281e-07-0.00054479i,7.8183e-05-0.00070098i,0.00024503-0.00077847i,0.00028251-0.00052818i,0.00045967-9.2527e-05i,0.00020782-0.00025031i
-0.0016176-0.00025093i,-0.0032272+0.00047077i,-0.0048741+0.00036366i,-0.004229+0.00022927i,-0.0034431+0.0010127i,-0.0014694+0.0010092i,0.00064713+0.00011836i,0.00074296-0.00038841i,0.00067625-0.0005289i,0.0004394+0.00033939i,0.0005952+0.00065907i,0.00078991+0.00045651i,2.3992e-05+0.00018312i,-0.00010415-0.00048557i,0.00023389-0.00067506i,0.00078372-0.0010308i,0.0014066-0.00099894i,0.001539-0.00062196i,0.0010949-0.00044789i,0.00071843-0.00035785i,0.00074529-0.00090404i,0.00066734-0.0014915i,0.0011895-0.0016228i
-0.00074218+0.00034193i,0.00091659+0.00022635i,0.0016084-0.00064761i,0.0013953-0.00072262i,0.00096677-0.00014369i,0.00013478-0.00017414i,-2.0247e-05-0.00018232i,0.0007059+0.0004096i,0.00043915+0.00091625i,-0.00027035+0.00089755i,-0.000828+0.00055345i,-0.00074452+0.00060072i,-0.00041351-0.00049725i,-0.00027009-0.0013968i,-0.00011006-0.00021142i,0.00036819+0.0010501i,0.0009144+0.00067964i,0.00048068+0.0001479i,-0.00035117-9.7877e-05i,-0.00026418-0.00042461i,-0.00041404-0.00079546i,-0.00064959-0.00073168i,-0.00062723+0.00038612i
-0.0019771-0.00071404i,-0.0027503-3.4676e-05i,-0.0027756+0.0015721i,-0.0018554+0.0021346i,-0.00016484+0.0018016i,0.0010401+0.0011039i,0.0010191+0.00038085i,0.00057038+0.0002625i,-0.0001553-0.00047664i,-0.0001865-0.00072868i,-0.00013595-4.6521e-05i,-0.00053138+2.4103e-05i,-0.00049824-0.00062301i,3.134e-05-0.00037664i,0.00099053+0.00057219i,0.0012386+0.00028934i,0.00064003-0.00052177i,-0.0002677-0.00069637i,-0.00069756-0.00066216i,-0.00040299-0.00077545i,-0.00026217-0.00031648i,-0.00025942+0.00050818i,-0.00043148+0.00047379i
-0.0018237-0.00016699i,-0.0026265+0.00033423i,-0.0020844+0.00080517i,-0.00095947+0.0008097i,-0.0002889+0.00010954i,-0.00036763-0.00077611i,-9.5699e-05-0.0012351i,0.00030892-0.00097912i,5.3878e-05-0.001068i,-0.00010267-0.00077745i,-0.00060074+0.00050973i,-0.00059143+0.00042853i,0.00029312+7.6212e-05i,0.00090469+0.0010437i,0.00056506+0.0011396i,0.00063445-4.8351e-05i,0.00072786-0.00095077i,0.00053182-0.00099144i,0.00027623-0.00024664i,0.00019948+3.0798e-05i,0.00092195+8.6273e-05i,0.0014177-0.0002803i,0.00065235-0.00067884i
0.0024627+0.00018771i,0.0017862+0.00035539i,0.0010215+0.0014712i,0.00033092+0.001387i,9.2784e-05+0.00062421i,-0.00036204-0.0002616i,-0.0001078-0.00061249i,0.00036855-0.00047963i,-0.00031212-6.4138e-05i,6.9696e-05-5.5527e-05i,0.00072593-0.00047151i,0.00038379-0.00051782i,-0.00012619-0.00037642i,-6.992e-05+8.6626e-05i,0.00012607+0.00030472i,6.1992e-05+0.00038224i,0.00013987-0.00028172i,0.00052304-0.00011035i,0.0001909-0.00028049i,-0.00057524-0.0007246i,-0.0012435-0.00019983i,-0.0010922+0.00013656i,-0.0003359+0.00029079i
0.0024761+0.00087571i,0.0014278+0.0010217i,-0.00040285-4.898e-05i,-0.002042+0.00055403i,-0.0026483+0.0014348i,-0.0019999+0.0013658i,-0.0012953+0.00042382i,-0.001207+3.1016e-05i,-0.00090511+0.0003305i,-0.00010008-6.3763e-05i,0.00030603-0.00096425i,-0.00038055-0.0011588i,-0.00036392+0.00016681i,-0.00061034+0.00099269i,-0.0011729+3.2341e-05i,-0.0009922-0.0011281i,0.00015698-0.001187i,0.00057956-0.00076761i,0.00015993-0.00066052i,0.00069182-0.00020106i,0.0011116-8.6169e-05i,0.00023793-0.00034303i,-0.00051474-0.00092563i
0.00022932-0.0012316i,0.00037125-0.0018344i,-0.00014233-0.0019589i,-0.00058473-0.0013043i,4.0605e-05-0.0011566i,0.00069822-0.0001316i,0.00071451+0.00070016i,0.00042204+0.00060498i,-0.0002734+0.00023141i,-0.00074557-0.00033262i,-0.00052517-0.00039006i,-0.00042652-0.00025024i,-0.00012373-0.00037781i,1.4202e-05-0.00044652i,-0.00055643-0.00044636i,-0.00060692-0.00047269i,4.7057e-05-0.0004286i,0.00061116-0.00029572i,0.0011885-0.00039242i,0.000821-0.00066132i,0.00024147-0.00052231i,0.00026307-0.00073496i,0.00062476-0.00093068i
0.0015641+0.0010292i,0.0016383+0.00054922i,0.00090499+0.0010689i,-0.0001125+0.0014817i,-4.4533e-05+0.00093487i,0.0001833-2.3633e-06i,-0.00062336+0.00012521i,-0.00024487+0.00068557i,0.0010464+0.0010633i,0.00078496+0.00096951i,-0.00026413+0.00019842i,-0.00019357-0.00050386i,0.00012954-0.00054451i,-0.00025079-0.00030705i,0.00016186-0.00064377i,0.00040434-0.00065842i,0.00063347-0.00020064i,0.00069735-0.00028605i,0.00015794-0.00046414i,6.1815e-05-0.00033711i,0.00043499-0.00036092i,0.00070811+0.0003211i,2.6961e-05+0.0010843i
0.00028194-0.00031876i,-8.1287e-06-0.00060076i,-0.00046206+2.267e-05i,-0.00042583-5.3104e-05i,-0.00019416-0.00091677i,0.00054354-0.0010023i,0.00087145-0.00098178i,0.0014386-0.0011053i,0.00134-0.00025091i,0.00060953+0.0003139i,-0.00029994-0.00016894i,-0.00060341-0.00018147i,0.00050122+0.0002156i,0.0011204+0.00056901i,0.0015949+0.00096766i,0.0018482+0.0010081i,0.0014826+8.5301e-05i,0.0010127-0.00057884i,0.00029894-0.001039i,-0.00034306-0.0008598i,-0.00024533-0.00021716i,0.00032006+0.00038217i,0.00046357+0.00038289i
0.00068614-0.00037902i,0.00067392+0.00057651i,0.00025995+0.001658i,-0.00049263+0.0012318i,-0.00045007+0.00083145i,-0.00074943+0.0010746i,-0.00073247+0.00017166i,0.0001606-0.00087076i,0.00043715-0.0010047i,-2.1126e-05-0.00043047i,-0.00015022-0.00037457i,-0.00025623-0.00054538i,0.00028168-9.1648e-05i,0.00081735+0.00043495i,0.00042471+0.00042599i,0.00034318+0.00039409i,0.00063335+0.00013084i,-9.123e-06-8.1939e-05i,6.6142e-05+0.00067127i,0.00027325+0.00020633i,-1.9937e-06-0.00041134i,0.0003045-1.8332e-05i,0.00058689-0.00061875i
-2.0714e-05+0.0015294i,0.0003094+0.0010437i,0.00073167+0.0017817i,0.00065413+0.00089368i,0.00042801-7.5728e-05i,0.0006957-0.00028014i,0.0012381-0.0013786i,0.00084617-0.0023292i,0.00033418-0.0015847i,0.00059469-0.00058833i,0.00058667-6.0958e-05i,-0.00019795+0.00031021i,0.00028378+0.00010074i,0.00068693-0.00041602i,0.00067265-0.00059138i,0.0008579-0.00037239i,0.00013542-0.00034821i,-0.00017939-0.00032371i,-0.00054685-0.00013918i,-0.00083774+0.00010503i,-0.00025805+0.00029454i,0.00052413-1.2818e-05i,0.0012073+0.00036263i
0.0023371-0.0020225i,0.0016512-0.0021512i,0.0016886-0.002564i,0.00086299-0.0019362i,-0.00075428-0.0011185i,-0.0014855-0.00067446i,-0.00060366-0.00016157i,0.00040221-0.00015185i,5.2207e-05-0.00065625i,-0.00077651-0.00059948i,-0.00079952-0.00048342i,-0.00021867-8.5092e-06i,0.00023332+0.00012342i,-0.00037527+4.5891e-05i,-0.00098258+0.00026405i,-0.0011224+0.00044732i,-0.00094359-9.0225e-06i,-3.277e-05-0.00040642i,0.0012957-0.000431i,0.0020162-0.00072553i,0.0016423-0.00059879i,0.00021389-5.3919e-05i,-0.00036333-0.00050099i
-0.00054417+0.0010791i,-0.0024094+0.00053708i,-0.0031118+0.0010995i,-0.0026069+0.0022125i,-0.0020519+0.0029421i,-0.00087818+0.0021366i,0.00062767+0.00069367i,0.00023687+0.00022851i,-0.0012149+2.9456e-05i,-0.0018012+3.9192e-06i,-0.0015367+2.8991e-05i,-0.0018389-0.00032142i,-0.0016482-0.00069225i,-0.00055769-0.00026799i,5.4319e-06-0.00013382i,0.00031798-0.00050899i,0.00025853-0.0005084i,0.00068014-0.00083428i,0.0010006-0.00059523i,0.0013245+0.00049136i,0.00087397+0.0008623i,7.6707e-05+0.00023281i,-0.00019919-0.00011259i
-0.0015948-0.0009606i,-0.0023841-0.001483i,-0.002912-0.0011364i,-0.001971-0.0002326i,-0.00029769+0.00042468i,0.00052342+7.7249e-05i,-0.00010948-0.0011202i,-0.0010803-0.00037807i,-0.001107+0.00083231i,-0.0006685+0.00017405i,-0.00026905-0.00046152i,-0.00055482+5.871e-06i,0.00022297-8.6212e-06i,0.00073095-0.00048406i,0.00015673-0.00035805i,0.0006266-0.00015964i,0.0016901-0.0014972i,0.0012992-0.0020267i,-0.00011717-0.0014592i,-0.00036294-0.0010951i,-0.00015085-0.00084122i,-0.00020952+9.8432e-05i,-0.00023118+0.0008177i
0.00057781-0.0014675i,0.0011233-0.0010658i,0.0012587+0.00043946i,0.00028757+0.00074447i,-0.00080437+0.00011954i,-0.00052674-0.00034076i,-8.3978e-05-0.00029876i,0.00040108+0.00044379i,-3.7193e-05+0.0009787i,-0.00068547+0.0010121i,-0.00038679+0.0010356i,0.00019428+0.0007195i,0.00044891-0.00040364i,0.00050343-0.00062902i,0.00090478-0.00026827i,0.0019168-0.00066121i,0.0022054-0.0011637i,0.0016201-0.00072419i,0.00046678-0.00042288i,-0.00027391-0.00079127i,-0.00033703-0.0010524i,0.00011089-0.0012884i,0.00019409-0.0010592i
0.00066685-0.0020024i,-4.8625e-07-0.0012492i,-0.0014228-0.00032706i,-0.0013384+0.0010512i,-0.00037951+0.0011425i,0.00082585+0.0007381i,0.002026+0.0010182i,0.0023416+0.00066985i,0.0014153-0.00015805i,0.00024331-0.00029458i,0.00054072-0.00027893i,0.0013344-0.00046423i,0.0014538-0.00020224i,0.0011647+0.00044503i,0.0014837+0.00057832i,0.0019086-0.00020445i,0.0014899-0.0010587i,0.00088722-0.0010052i,0.00057419-0.00036115i,0.00049004-0.00035598i,0.00026211-0.00011108i,0.00048416+0.00011257i,0.00079243+0.00022006i
3.1718e-05+0.0019224i,-0.0016609+0.0014422i,-0.0029226+0.0011058i,-0.0010802+0.00061511i,0.00073097-0.00016334i,0.00073016-0.00011051i,9.7729e-05+0.00033136i,0.00034876-0.00010691i,0.00050591-0.0012395i,0.00064429-0.0018642i,0.0003551-0.0015546i,-0.0001794-0.001191i,0.00041307-0.0014548i,0.00085122-0.001139i,0.00062644-0.00044037i,0.00093439-0.00055188i,0.00070051-0.00026682i,-1.4479e-05+0.00011605i,-0.00014168-0.00016614i,-0.00021971-9.4078e-05i,-0.00059582-0.00025795i,-0.0001416-0.00034735i,8.1824e-05-0.00047081i
-0.00048789+0.00018969i,0.00048423+0.00011055i,0.00072792+0.0015568i,-0.00028718+0.0023105i,-0.0015058+0.0013874i,-0.00074335-3.7076e-05i,0.00013855-0.00090462i,-0.00038104-0.00097185i,-0.00095786-0.00073132i,-0.0009832-0.00093689i,-0.0006408-0.00049829i,-0.0012066+5.7746e-05i,-0.0014235+0.0002734i,-0.00098416+0.00011156i,-0.0010988+0.00049314i,-0.0012485+0.001087i,-0.00078444+0.0012142i,-0.00074622+0.00098089i,-0.00061747+0.00038973i,-0.00018522-0.00024136i,0.00041874-0.0005586i,0.0007277-0.00085611i,0.00015792-0.00057018i
0.0012522+0.00031462i,0.0013085+3.5268e-05i,0.0012627+0.00043441i,0.00088716+0.00043096i,0.00088121-0.00049203i,0.0005143-0.00096641i,-0.00028334-0.00056599i,-0.00066596-0.00029606i,-0.001263+0.0001821i,-0.0012367-0.00018776i,-0.00097181-0.00055569i,-0.00032937-0.00084883i,-0.00013419-0.00064846i,-0.00056951+0.00069682i,-0.00055371+0.00051797i,0.00014675-0.00089566i,-0.0001325-0.0011558i,-0.0012994-0.00095963i,-0.00086695-0.00084232i,5.5223e-05-0.00045054i,0.00056645+0.00029676i,0.00033352+0.0011178i,-0.00075481+0.00076891i
0.00033778-0.00064758i,-5.5166e-06-0.00052724i,0.00014693+0.00013148i,0.00099568+0.0014086i,0.00088233+0.0014957i,6.1712e-05+0.00024814i,0.00028948-0.00029259i,0.00032051-6.9924e-06i,-0.00041331+0.00044798i,-0.00087589-0.00016909i,-0.00061007-0.00046872i,-0.0005244-7.5464e-05i,-0.00042036-0.00051863i,-1.0726e-05-0.00073337i,-0.000573-0.00083784i,-0.00069952-0.0004884i,8.9391e-06-0.00043594i,-0.0003043-0.0005731i,-0.00010395-3.2977e-05i,0.00064376-0.00023202i,3.5389e-05-0.00034315i,-0.000521+0.00013007i,-7.5521e-05-0.00015423i
-0.0011624+0.0017771i,-0.00084618+0.0011018i,0.00083434+0.0015041i,0.00078263+0.0018587i,8.9773e-05+0.00061218i,0.0003996-0.00096371i,2.3917e-05-0.00078396i,-0.00049379-4.5459e-05i,-0.00067451+8.0635e-05i,-0.00054526+0.00019644i,0.00059624+0.00039205i,0.00098999+6.7133e-05i,-0.0002799-0.00094236i,-0.00021774-0.0014719i,0.00054771-0.0013945i,0.00078051-0.0019094i,0.0010506-0.0022028i,0.0011637-0.00064253i,0.0004298-5.4346e-05i,-0.00012044-0.00033152i,0.00037917+4.5198e-05i,-0.00013797+0.00057874i,-0.00080227+0.00072231i
-0.00025258-0.0015297i,-0.0015293-0.00074715i,-0.0021055+0.00058514i,-0.0029142+0.0002788i,-0.0022613-0.00015201i,-0.0007071-0.00013646i,-3.7438e-05+0.00083256i,0.00077309+0.0015448i,0.0015718+0.0013019i,0.0018176+0.00075707i,0.0012957-0.00032154i,0.00021679-0.00088197i,-0.00028303-0.00080851i,-0.00010142-0.00011552i,0.00055724+0.00028985i,0.0015115+9.7548e-06i,0.001249-0.00024304i,0.00088546-0.00079164i,-0.00015223-0.00062014i,-0.0010752+5.0618e-05i,-0.00058387-0.00018354i,-8.4779e-05-0.00045198i,-0.00010068+0.0003151i
-0.00044365-0.0016185i,-0.0012017-0.00079534i,-0.00093293+0.00068958i,-0.00035898+0.0012534i,-0.00060954+0.0010838i,0.00043444+0.0011814i,0.0023351+0.0001229i,0.002411-0.001425i,0.0016975-0.0013235i,0.0015474-0.00080229i,0.00040165-0.00086407i,-0.00051259-0.00010768i,-0.00010803+0.00086967i,0.00050493+0.0012011i,0.00063499+0.0014379i,0.0010575+0.0013i,0.0013835+0.00015222i,0.0010366-0.0003085i,0.00071143-0.00043408i,0.0011388-0.00070112i,0.0010738-0.00090158i,0.00084506-0.00071177i,0.00091207-0.00029935i
0.0027475+0.00020737i,0.0030841-0.0008808i,0.001491-0.00014242i,-0.00049121-0.00014909i,-0.0011787-0.000796i,-0.00045484-0.00073137i,-0.00026647-0.0006147i,-0.00047332-0.0010968i,2.3896e-05-0.0017246i,-0.00011943-0.0021105i,-0.00056739-0.0017324i,-0.0010981-0.0010035i,-0.0015366-9.991e-05i,-0.00086942-0.00025898i,-0.00042099-3.6539e-05i,-5.5197e-05+0.00073557i,0.00018455+0.00024554i,0.00023725-5.7833e-05i,0.00025362+0.0001165i,5.1257e-05+0.00021291i,8.5303e-05+0.00017334i,0.00039243-0.00039016i,-0.00039418-0.00081142i
0.00057518-0.003894i,-0.00058812-0.004525i,-0.0014181-0.0039924i,-0.00080374-0.00094534i,-0.0001783+0.0010938i,-0.00015453+0.00089376i,0.00045132-0.00040147i,0.00093929-0.0014508i,-0.00041653-0.0017912i,-0.001557-0.0017529i,-0.0016495-0.000898i,-0.0010693+0.0003592i,-0.0003428+0.00082209i,0.00067024+0.00086657i,0.00053736+0.0012618i,-0.00044612+0.0017226i,-0.00051012+0.0010006i,-0.00021302+0.00037595i,-0.00040494+0.00034797i,-0.00011608+0.0010176i,-0.0001996+0.0006334i,-0.00076637-0.00027778i,-0.00045007-0.00034712i
-0.0019346+0.0035604i,-0.00033772+0.0049651i,0.00030879+0.0053849i,-0.00022227+0.0038895i,-0.00058443+0.0012458i,-0.00038692-0.00079027i,-0.00080118-0.00070685i,-0.0018129-0.00045751i,-0.0023454-0.0008134i,-0.0018095-0.00016197i,-0.00042645+0.00047989i,0.0004322-0.00013539i,0.00017843-0.00047127i,-0.00026651-0.0012203i,-0.00031669-0.001821i,-0.00030748-0.00089712i,-0.0002229-0.00038517i,0.0001338-0.00086323i,-3.6275e-05-0.0011654i,0.00010355-0.00074425i,0.00039893-0.00013042i,0.00013909-0.0001505i,-0.00019791-0.00087942i
0.0012808-6.8158e-05i,0.0020225-0.00011867i,0.0014336-8.0539e-05i,0.00042777+0.00054304i,0.00015818+0.00038771i,-0.00022246+0.00055274i,-0.00051989+0.0012193i,-0.00053773+0.0017155i,-0.00033718+0.0020121i,-1.1344e-05+0.0015873i,-0.00015635+0.00098317i,-0.00010868+0.00092001i,-0.00021332+0.00087451i,-0.00049933+0.00014294i,-8.2191e-05-3.0248e-06i,-0.00021198-5.6387e-05i,-0.00014349+0.00023071i,0.00055576+0.00032302i,0.00054279-0.00037298i,0.00058938-0.00084647i,0.00065779-0.00070826i,0.00063378-0.001218i,0.0004199-0.0016635i
0.0011421-0.0013303i,-0.0013634-0.0023084i,-0.0033585-0.0025537i,-0.0025435-0.0012868i,-0.0010486-2.3646e-05i,-0.00032313+0.0011168i,0.00035197+0.00061012i,0.0012446+0.00038308i,0.00086713+0.00086573i,0.00051462+0.00029431i,0.00072352-0.0002698i,0.00062066-0.00031448i,0.00013714-0.00026873i,-0.00013181-0.00046629i,0.00016442-0.00079518i,0.00071916-0.00041983i,0.0007955+0.00036935i,5.9703e-05-6.9308e-06i,-0.00013753-0.0005352i,0.00095067+6.7626e-05i,0.0011457-0.00012197i,0.00046712-0.00073498i,0.0001058-0.0009642i
0.00077228+2.9768e-05i,-0.00054273+0.0001976i,-0.00075679+0.0018835i,0.00019109+0.0027854i,0.0002657+0.0023758i,4.8125e-05+0.00053953i,0.0011146-0.00017559i,0.0029898+0.0006989i,0.003219+0.00098061i,0.0014359+4.3466e-05i,0.00014755-0.0012889i,-0.00055456-0.001707i,-0.0010585-0.0012197i,-0.0010375-0.00094079i,-0.00046063-0.00093242i,-2.2263e-05-0.00092118i,-0.00011233-0.00053684i,0.00026149-0.00031331i,0.00085933-0.0002693i,0.00064593-6.8345e-05i,0.00014987-0.00021233i,2.0882e-06-0.00029664i,0.00050858-8.6472e-05i
-0.0019001+0.00012403i,-0.0022543+0.00011514i,-0.0024954+0.00043391i,-0.0013814+0.00013275i,-0.00018836-0.000481i,0.00048692-0.00071984i,0.00033183-0.00085189i,0.00040787-0.0013086i,0.00046696-0.0015576i,0.00028563-0.0011998i,-0.00022585-0.0015478i,-0.0012308-0.0016518i,-0.0014834-0.00093812i,-0.00073732-0.00053956i,0.00042962+1.2213e-05i,0.00078172+0.00035124i,0.00066926-0.00010025i,0.00034277-0.00038229i,-0.00040921-0.00030869i,-0.00083418-0.00010253i,-0.0003862+0.00037473i,-8.6749e-05+0.00078998i,9.8589e-05+0.00047549i
0.001318+0.0002523i,0.0008834+0.0003912i,0.00045314+0.0022384i,-0.00034961+0.002961i,-3.6396e-05+0.0018356i,7.5392e-05+0.00027085i,-0.00092853-0.00075562i,-0.00055526-0.0013833i,0.00010091-0.0013157i,-0.0002256-0.00093606i,-0.00051555-0.00022472i,8.885e-05-0.00018748i,0.00066473-7.0235e-05i,0.0008282+0.00052482i,0.0005428+0.00052222i,1.3179e-05+0.00095372i,-1.7961e-05+0.0012601i,-2.0092e-05+0.00061335i,-0.00014447-8.4036e-05i,-0.00059671-0.00045324i,-0.0018342-8.4228e-05i,-0.0014683+0.00046815i,-0.00061958+0.00057359i
0.00025098-0.00095317i,0.0015551-0.001902i,0.0012673-0.0029758i,0.0008971-0.0031861i,0.00098478-0.0018325i,0.00067279-0.00066871i,0.00045602-0.0010304i,-0.00073048-0.0016605i,-0.001746-0.0014388i,-0.0010659-0.0006419i,1.2765e-06+0.00016474i,0.0005542+0.0008382i,0.00028279+0.0009114i,-4.6468e-05+0.0010929i,-0.00017746+0.00127i,-0.00026861+0.0012179i,-0.0010658+0.00096075i,-0.0010574+0.00013336i,0.00022131-0.00027237i,0.00090298-0.00024965i,0.00092599-0.00064531i,0.00024218-0.00026696i,-0.00060572+0.00014833i
-0.0011923+0.0012244i,-0.0019529+0.0022617i,-0.0028808+0.0038175i,-0.0031757+0.0044398i,-0.0027502+0.0031208i,-0.0015505+0.00062437i,-0.001499+0.00032014i,-0.0016109+0.0010677i,-0.0012795+0.0011888i,-0.0010135+0.00088109i,-0.00072723+0.00036335i,-0.00013069-0.00015534i,0.00034809-0.00024587i,0.00032979+0.00030836i,-6.5381e-06+0.00028943i,-0.00015795-0.00023947i,-0.00010481-0.0005705i,-0.00033244-0.00068694i,1.1225e-05-0.00012413i,0.00060292+0.00013654i,0.00082716-0.00053913i,0.00054279-0.00048895i,-1.3764e-06-0.00010981i
0.0016117+0.0011369i,0.0030144+0.0011043i,0.0030426-0.00035242i,0.0023819-0.00049783i,0.0012313-0.00068768i,0.00071426+0.00035572i,0.0009291+0.0018175i,0.00076957+0.0016629i,0.00075213+0.0010854i,0.00028936+0.00011606i,0.00018804-0.0013088i,0.00013445-0.0014376i,-0.00088853-0.00042371i,-0.0010734-7.2841e-05i,-0.0013948-0.00014551i,-0.0011388-0.0002445i,-0.000254-0.00037501i,0.0001136-0.00014609i,0.00059539+0.00052044i,0.0010319+0.00085692i,0.0008624+0.00038802i,0.00041348+9.2431e-05i,6.4844e-05-0.00028903i
-0.00050276+0.00087407i,-0.00068872+0.0015811i,-0.0018869+0.002062i,-0.0028733+0.0014081i,-0.0018644+0.00090552i,-0.00078281+0.0013755i,0.00028415+0.0013962i,0.0020361+0.00060411i,0.0027806+0.00039668i,0.0018545-0.00050572i,0.00076662-0.0016367i,-0.00037418-0.0014201i,-0.00070265-0.0012521i,-0.00058704-0.0020501i,-0.00071277-0.0028183i,-0.00084785-0.0023395i,-0.00065116-0.001437i,-0.00013769-0.00099235i,-8.4177e-05-0.00023908i,0.00012689-0.00041639i,0.00090298-0.00021209i,0.00052858+0.00027516i,-0.00019732-0.000316i
-0.0019261-0.0020685i,-0.0032729-0.0011833i,-0.0015463+0.0016423i,0.0015162+0.0027787i,0.0024629+0.0018468i,0.0018822+0.00057151i,0.0017483+0.0001896i,0.0021264-0.0001719i,0.0011619-0.0011907i,-0.00054277-0.0010617i,-0.00139-0.0003722i,-0.00099709-0.00019583i,-0.00025306+0.00014997i,0.00039229-4.9395e-05i,0.0005528-6.4164e-05i,0.0011817-3.6266e-05i,0.00099034-0.00066325i,0.00044545-0.0012282i,-0.0001822-0.0013273i,-0.00066157-0.0008617i,-0.00064219-0.00075257i,-0.00062918-0.00094244i,0.00042733-0.00066733i
0.0013053-0.00065372i,0.00032301-0.00098248i,-0.0013998-0.002165i,-0.00248-0.0021116i,-0.0026046-0.00091709i,-0.0013144-0.0010409i,0.00031645-0.0014463i,0.0010386-0.0018026i,0.00033139-0.001924i,-0.00031413-0.0013002i,-0.00036366+8.7301e-05i,-0.0005487+0.00071513i,-0.00027484+0.0005516i,0.00068156+0.00059914i,0.0015411+0.00041834i,0.0016598-0.00042484i,0.0011036-0.0015165i,0.00034273-0.0012607i,2.7456e-05+3.0572e-06i,-7.7272e-05+0.00031934i,-1.0132e-06-0.00072471i,0.00021463-0.00045394i,0.00037646+0.00027456i
-0.00017816-0.0016001i,-0.0013117-0.00095136i,-0.0014845+0.00063142i,-0.00067244+0.0022298i,0.00045091+0.0026749i,0.00034169+0.0012698i,-0.00045699-0.00015868i,-0.001108-0.00066899i,-0.002265-0.0011136i,-0.0025614-0.00052608i,-0.0011792+0.00063265i,-0.0004225+0.001805i,0.00018496+0.0023218i,0.0013153+0.0021783i,0.0019208+0.0017156i,0.00066343+0.0012352i,-0.0002752+0.00056854i,-5.6219e-05+0.00039886i,0.00075682-4.5858e-05i,0.0011453-0.00075759i,0.00028933-5.1304e-05i,-0.00037839+0.00045208i,-0.00038975+0.00048869i
-0.00039923+0.0014401i,-0.00074784+0.0022452i,-0.00077+0.0014142i,-0.0015056+0.00078735i,-0.0020147+0.00082846i,-0.0017943+0.00047084i,-0.00102-0.00051026i,-0.00068069-0.00099008i,-0.0006177+0.00049975i,-0.00030772+0.0011965i,0.00075731+9.7609e-05i,0.0010559-0.00038209i,0.00070893-0.0003975i,0.00019871+1.2896e-05i,-0.00066555+0.0010202i,-0.00078765+0.0010855i,0.00024267+0.00040664i,0.0012122+7.1826e-05i,0.001233-0.00076747i,0.0013647-0.0011066i,0.00094185+6.563e-05i,0.00024352-8.7975e-05i,-0.00056937-0.00026614i
0.0039251-0.00066431i,0.0036467-0.00091336i,0.002076+0.00069548i,-0.00016236+0.0021164i,-0.0013184+0.0015979i,-0.0016789+0.00033768i,-0.00093715+0.0011272i,0.00036566+0.001967i,0.00053441+0.00059746i,0.00016514-0.00044499i,3.7593e-05-0.001097i,-0.0005094-0.0019741i,-0.00083158-0.0015075i,-0.0011406-0.00013321i,-0.0019228+0.00033559i,-0.0014717-8.9333e-05i,-0.00061461+0.00015305i,-0.00027556+0.00074618i,0.00014773+0.00097353i,-8.648e-05+0.00048715i,3.033e-05-0.00060184i,0.00055742-0.00042093i,0.00049493-0.00047738i
