0.002078+0.00090661i,0.0014671+0.00076157i,5.898e-05+6.3724e-06i,-0.00068327-0.00022907i,-0.0019345+0.00084266i,-0.0015047+0.0022495i,-0.00051956+0.0023713i,-7.8184e-06+0.0023983i,0.00098643+0.0018521i,0.00064603+0.00030061i,-0.00023019-0.00059124i,-0.00023857-0.00079114i,-0.00022027-0.00059356i,-0.00083804-0.00071181i,-0.000894-0.00060049i,-0.00019695-0.00010812i,0.00030564+0.00031951i,-6.3482e-05+0.00036282i,5.5929e-05-0.00027349i,0.0004137-0.00060088i,0.00034294-0.00073698i,-0.00019747-0.00085887i,-0.00052533-0.0010266i
-0.0007643+0.0011752i,0.00029668+0.001614i,0.00018248+0.0010183i,0.00026861-0.00048269i,0.0006336-0.00066854i,0.00092229+0.00019457i,0.00066392+0.00052177i,0.00076628+0.00056911i,0.0010299+0.00064929i,0.00031063+7.2979e-05i,-0.00010763-0.00030697i,-0.00020128-0.00052717i,0.00031762-0.00082508i,0.00067317+2.9452e-05i,-0.00011155+0.00078662i,-0.00063274+0.00043513i,-0.00033585+5.8048e-05i,-0.00021268-0.00059064i,-4.149e-05-0.001154i,0.00058341-0.00078901i,-0.00045066+0.00019123i,-0.0010019+0.00015111i,-0.0006195-3.6696e-05i
0.00059945-0.0014244i,0.0011347-0.0010604i,0.00093141-0.00091446i,0.000823+0.0013935i,0.0016145+0.0025348i,0.0022553+0.00098089i,0.0015558+0.00028303i,0.0014228+0.00069614i,0.0011585+0.00098298i,-5.5476e-05+0.00050278i,-0.00045621-0.00062244i,-0.00012986-0.00070752i,0.00038134+0.0004837i,0.0006272+0.00083824i,0.00052358+0.00062262i,0.00045091+0.00039032i,0.00034785-0.00012593i,0.00072405-0.00046376i,0.00069964-0.00050717i,0.00082867+0.00025797i,0.00060405+0.00064068i,9.2719e-05+0.00066317i,0.00061613+0.00070972i
3.9884e-05+4.3435e-05i,0.00043027+0.00072602i,0.0006602+0.00096347i,8.8935e-05+0.0013457i,-0.00031753+0.001601i,7.7292e-05+0.0017123i,0.00052874+0.0014998i,0.00031008+0.00088668i,0.00083279+2.8093e-05i,0.00034399-0.00026513i,-0.00070351+1.0694e-05i,0.00019625+0.00040347i,0.00050979+0.00027639i,0.00049365+0.00020733i,0.00075925+6.8812e-05i,0.0005708-0.00010797i,0.0003876+1.0191e-05i,0.00053221+0.00014855i,0.0010624-0.00014079i,0.00077195-0.00036475i,-0.00041095-0.00040084i,-0.00065012-9.533e-05i,1.6323e-05+0.00077241i
0.00046438+0.00017059i,0.00074207+0.00034193i,0.00081562+0.00088172i,0.0016219+0.00062033i,0.0015105+0.00043497i,0.00098153+0.00012318i,0.00059621+0.00012829i,0.00021558+0.0012543i,9.5804e-05+0.0014518i,5.9626e-05+0.00042394i,0.00055841-3.6752e-06i,0.0004843+7.2619e-05i,0.00012973-0.0001013i,0.00045415-0.00047221i,0.00042395+1.5883e-05i,0.00033544+0.00082905i,6.5188e-05+0.00099318i,-5.9763e-05+0.00074319i,0.00031728+0.00076264i,0.00071856+0.0012659i,0.00053385+0.0012658i,0.0002745+0.00038174i,0.00015599+0.00014307i
0.002516+0.001001i,0.003735+0.00044278i,0.0051192+0.00035915i,0.0044326+0.00092687i,0.0028064-0.00013772i,0.0015028-0.00093553i,0.00025203+0.00014679i,0.00036405+0.0015345i,0.0011226+0.00086884i,0.00058737-0.00028437i,-0.00059753-0.00033395i,-0.00069863-0.00025622i,-0.00056046-0.00035728i,-0.00091777-0.00011524i,-0.00047208+1.0774e-05i,0.00018779+0.00014334i,2.9468e-05+0.00093493i,-0.00041472+0.00069747i,-0.00019194-1.1983e-05i,-5.861e-05-0.00030147i,3.3473e-05-0.00014353i,-0.00023023-0.00035076i,-0.00037457-0.00091059i
0.0016679-0.00061205i,0.001271-0.0011644i,0.0011841-0.0018776i,0.0015796-0.0012966i,0.0018938-0.00024373i,0.0016922-0.000665i,0.0010317-0.00016592i,0.00075986+0.0009499i,0.00071316+0.00043044i,0.00047951-0.00048413i,-0.00011229-0.00045347i,4.7852e-05-0.00036652i,-0.00026994-0.00022574i,-0.00063111-6.4785e-05i,0.0001616+0.00032457i,0.00091914+7.5532e-05i,0.00057695+0.00024162i,0.00025845+0.00058142i,0.00017229+0.00021676i,0.00014017-0.00014794i,5.8726e-05-0.00033664i,0.00015783-0.00017562i,0.00090212+8.1156e-05i
-0.0018763-0.00066714i,0.00097145-0.00034118i,0.001424-0.00026897i,0.00069042+0.0011179i,0.00097142+0.002447i,0.0014229+0.0018297i,0.00093899+0.0010383i,-5.2798e-05+0.0011709i,-0.00042364+0.00083406i,-0.00037237-3.4363e-05i,0.0002041-0.00074855i,0.00063271-0.00069698i,0.00064647-0.00064989i,0.00099404-0.00088258i,0.0010638-0.00046313i,0.00060996+4.6076e-06i,0.00039854+1.1161e-05i,0.00094247-0.00022576i,0.0014505-4.3087e-05i,0.00083547+0.00045832i,-0.00071224+0.00031864i,-0.0011686+0.00026692i,-0.00093202+8.6249e-05i
0.0020137+0.0021112i,0.0027591+0.00060892i,0.00383+0.0001443i,0.0032715+0.00094055i,0.003008+0.00048508i,0.0020291-0.00044133i,0.00090295+0.00015633i,0.00072009+0.0012631i,0.00038684+0.00039337i,3.2118e-05-0.001029i,-0.00047423-0.0005488i,-0.0012167+6.2298e-05i,-0.0013068-6.1794e-05i,-0.00063265-0.00038292i,-0.00042842-0.0007772i,-0.00030237-0.00041673i,-0.00056055+0.001072i,0.00015393+0.0010723i,0.0012089-0.00043352i,0.00086498-0.00032267i,0.00012484+0.00045216i,-0.00016907+0.00036426i,0.0002931-8.2532e-05i
0.0033708-0.0012478i,0.0025094-0.0025171i,0.0011289-0.0030422i,0.0013679-0.0014145i,0.0013879-7.1438e-05i,-0.00014691-7.0865e-05i,-0.0012818+0.0011457i,-0.00046414+0.0021093i,0.00050935+0.0018712i,-0.00036476+0.00062987i,-0.0011629-0.00021036i,-0.0010093+0.00061414i,-4.5865e-05+0.00091741i,-9.5988e-05-0.00016769i,-0.00058556-0.0008695i,-0.00027798-0.0004666i,9.4715e-05-0.00032162i,0.00039854-0.00056541i,0.00060766-0.00043309i,0.00051394-0.00036337i,-0.00021915-0.00062942i,-0.0006721-0.00081115i,2.1827e-05-0.00065016i
-0.00015383+0.0015695i,0.00093557+0.0013568i,0.0016823+0.0022871i,0.0018521+0.0021855i,0.0032354+0.00094231i,0.0027708-0.00056072i,0.0013384-0.00045536i,0.00077096+0.00032033i,0.00086802-0.00036505i,0.00039769-0.00065694i,-0.00047647-0.00036984i,-0.0006222-0.00031389i,-0.00045486-0.00039061i,-0.00024362-6.7178e-05i,9.274e-05-0.00010566i,7.1613e-05-0.00051713i,-0.0001244-0.00018261i,-0.00016008+7.8627e-05i,0.00012394+0.00010293i,8.3934e-05-0.00046319i,-0.00056656-0.0010404i,-0.0010602-0.0010097i,-0.00088712-0.00038011i
-0.001269+0.00061233i,-0.00027179+0.0010014i,0.00091135+7.6628e-05i,0.0014772+0.00026991i,0.0016682+0.0010612i,0.0016323+0.0012474i,0.0012972+0.00072676i,0.0010216+0.00073126i,0.0013621+0.00073572i,0.0010829+0.00051316i,0.00045996+0.00047246i,0.00075506+0.00039149i,0.00091693+0.00029322i,0.00072859+0.00039621i,9.0526e-05+0.0003008i,-0.00019141+0.00079417i,0.00020812+0.0011182i,0.00039385+0.0005831i,0.00012797+0.00023327i,-0.00066978+0.00021059i,-0.001054+0.00028917i,-0.001733+0.00039628i,-0.0012497+0.00023576i
0.00082037+0.00077655i,0.0012238+0.0012226i,0.00054234+0.0014591i,0.00061045+0.0014223i,0.00090335+0.0016866i,0.00038461+0.00087598i,0.00012931+0.00054395i,0.00054922+0.00062891i,0.0010153+0.00031889i,0.0010577-2.9105e-05i,0.00018564-0.0002079i,-0.00083696-2.9716e-05i,-0.00090093-0.00065305i,-3.6018e-05-0.00076733i,-2.95e-05-0.00011764i,-0.0010297-0.00037221i,-0.0012239-0.00017957i,-0.00015743+0.00024142i,0.00059692+0.00039404i,0.00045419+0.00021156i,0.00069307+0.00027476i,0.00078722+0.00092007i,0.00087512+0.0009731i
0.0022892-0.00096249i,0.0022558-0.001419i,0.0018916-0.0026613i,0.001214-0.0026218i,9.3457e-05-0.0015208i,-0.00038742-0.00019038i,-0.00042051+0.0010447i,0.00014928+0.0011633i,0.00054673+0.00042879i,-0.00055739+0.00018284i,-0.0013299-0.00042149i,-0.0010896-0.0001854i,-0.0010363+0.00034231i,-0.00083839+0.00018438i,-0.00082647+0.00068849i,-0.00062451+0.00035728i,-3.1795e-05+0.00010019i,0.00019651-0.00034975i,-0.0004174-0.0001725i,-0.00047158+0.00037899i,-0.00024105+0.00021954i,-0.0004095-6.6418e-05i,-0.00052958+0.00030537i
-0.000274+0.00095739i,-0.00028838+0.00037204i,0.00065126+0.00015665i,0.0030724+0.00046577i,0.0039808+0.0013013i,0.0032863+0.00091587i,0.0017797+8.9829e-05i,0.0012039-2.4501e-05i,0.0014175-0.00037167i,0.0012687-0.00044537i,0.00065845-0.00048046i,-7.1221e-05-0.0011133i,-0.00014719-0.00096267i,-0.00015359+0.0001786i,-0.00013845+0.00071574i,1.3965e-05+0.00092196i,-0.00025773+0.00026301i,0.00015768-0.00056378i,0.00058757-0.00059712i,0.00037602-1.6467e-05i,0.00048153+0.00022523i,0.00020025+0.00031809i,-3.6283e-05+0.00092787i
0.0019613+0.0014421i,0.0028124+0.0011923i,0.0020469+0.00012469i,0.00075908+0.0001316i,0.00064263+0.00038524i,0.00028805-0.00018656i,0.00021807-8.3575e-05i,0.00035348+0.00049585i,-0.0002628+0.00014286i,-0.00053929-0.00029027i,-0.00033702-0.0001288i,-0.00058075+0.00010669i,-0.0013137+0.00099657i,-0.00038926+0.0013959i,0.00043137+0.00071437i,0.00051979-0.00014623i,0.00087129-0.00080111i,0.00069058+0.00022876i,0.00074918+0.00040297i,0.00059378-0.00072829i,0.00038602-0.00089203i,0.00052418-0.00022619i,0.00014945+0.00036507i
-7.0959e-05+0.0014996i,0.00058447+0.0017104i,0.0019164+0.0014302i,0.002283+0.0007216i,0.0027043+0.00038381i,0.0022173+0.00023594i,0.0006804+0.00056359i,3.0674e-05+0.0011093i,0.00045385+0.0002727i,7.3705e-05-0.0006309i,-0.0006788-0.00049247i,-0.000786-0.00020206i,-0.00061487+0.0010528i,0.00010385+0.0011179i,0.00094625+5.215e-05i,0.0010335-0.00025287i,0.00030183+0.00020362i,-0.00028655+0.00093443i,-0.00041158+0.00084934i,-0.00057343+0.00065068i,-0.00087719+0.00048954i,-0.00060448+0.00011394i,1.5729e-05+0.00035007i
0.00064275-0.00085132i,0.00077443-0.0014691i,0.00046134-0.0016669i,0.00067024-0.00040846i,0.001552+0.00048696i,0.0013821+0.00082546i,-0.00010888+0.00080377i,-0.00041559+0.00080385i,0.00078145+0.00024968i,-0.00010499-0.00019553i,-0.0011859+0.00013473i,-0.0010647-0.00011242i,-0.00094456-0.00033628i,-0.00053878+0.0002492i,-0.00036302+0.00051974i,-9.9733e-05+0.00057326i,0.00064951+0.0012783i,0.00041215+0.00082828i,-0.00018697-0.00034648i,0.00011512-0.00060477i,0.00024224-0.00028915i,-0.0001346-5.5904e-05i,0.00022866-0.00011038i
0.0010498+0.0016064i,0.0015371+0.0013046i,0.0014267+0.00056412i,0.0015079-0.00022014i,0.0017445-0.00068818i,0.001393-0.00030162i,0.00050174+0.0009216i,-0.0001623+0.0012019i,-0.00010255-0.00019801i,-0.00033405-0.0004836i,-0.00073816+0.00066574i,6.5722e-05+0.00089044i,0.00057816-1.9488e-06i,0.00019647-0.0004761i,0.00024644+5.8035e-05i,0.00049891+0.00032269i,0.00061177+0.00064136i,0.0003824+0.0011051i,-0.0002362+0.001231i,-0.00029665+0.00029723i,0.0003129-0.00047375i,0.00082484+0.0001913i,0.00075486+0.0012385i
0.0024812-0.0029472i,0.00077798-0.0023193i,0.001019-0.0022708i,0.0014246-0.0026566i,0.0011856-0.0020288i,0.00085799-0.00021795i,0.0013134+0.0012989i,0.001584+0.0010819i,0.0012922+0.00069179i,0.00035514+0.00043076i,-0.00039833-0.00046385i,-0.00048133-0.00045352i,-0.00033285-0.00018684i,-0.00031665-0.00018034i,-0.00035832+8.4741e-05i,-0.00015922+0.00027606i,0.00081343-0.00017925i,0.0012023-0.00042694i,0.0002274-0.00067339i,-0.00043096-0.001146i,-0.00032519-0.0010978i,-0.00024704-0.00059293i,-0.00034824-0.00093838i
0.00094648-0.0017589i,0.0018036-0.00020111i,0.00095411+0.00065916i,0.00023197+0.00029884i,-1.3465e-05+0.00027927i,0.00089722+0.00017008i,0.0020776+0.00055431i,0.0021151+0.0011808i,0.0010907+0.00093557i,-0.00048547+0.00020523i,-0.00092656+0.00015358i,-0.00058031+0.00011845i,-0.00069881+0.00049016i,-0.00013776+0.00065784i,0.00041345+1.7395e-05i,0.00016922-0.000226i,-0.00037319+0.00011218i,5.8577e-06-0.00066487i,0.00028769-0.00059463i,-4.3941e-05-0.00035253i,-0.00015062-0.00080302i,-4.8548e-05-0.00034283i,7.5414e-05+2.1376e-05i
-0.00047644-0.00066915i,-1.7883e-05+0.000946i,-0.00084456+0.0010502i,-0.00054749+0.0012555i,0.00083796+0.0017529i,0.0014006+0.0011305i,0.0010974-8.0278e-06i,0.0013872+8.6557e-05i,0.0013731+0.00038316i,-1.9178e-05+0.0002376i,-0.00077552-3.9571e-05i,-0.00021933-3.6646e-05i,-0.00060785+4.7037e-05i,-0.00086698+0.00050643i,-0.0006778+0.00084583i,-0.00059024+0.00057248i,0.00037046+0.00074304i,0.0011956+0.00032521i,0.0012573+0.00010724i,0.00049354+0.00025985i,-0.00024984+0.00034496i,-0.00024522+1.5175e-05i,-0.00060862-0.00078437i
0.001442-0.0020426i,0.0017271-0.0018056i,0.0015697-0.00097118i,0.0014019-0.00051771i,0.0014756+8.3726e-05i,0.0010866+0.00011348i,-8.5459e-05+0.00050582i,-0.00023279+0.0019872i,0.00061293+0.0016211i,0.00027588+0.00029662i,-0.00056478+0.00032986i,-0.00055811-0.00021179i,-0.00071902-0.00026961i,-0.00057463+0.00021317i,0.00013474+0.00012868i,-0.00010502-0.00059713i,-0.00042155-0.00082256i,-0.00016822-0.000227i,-0.00013658-0.00025472i,0.00024294-0.00034632i,0.00069439+9.0415e-05i,0.00016071+0.00015837i,-0.00071601+1.1265e-05i
0.000875+0.0017876i,0.00055536+0.0015703i,0.00019883+0.0019308i,0.00099725+0.0018874i,0.0021811+0.0009624i,0.002447-7.3052e-05i,0.00098356-0.00074369i,0.00030795-6.9893e-05i,0.00095022+0.00054225i,0.0011884+0.00037119i,0.0010359+0.00045988i,0.00047835-0.00012951i,0.0005033-0.00046794i,0.00067181+1.2849e-05i,-4.4717e-05-0.00033855i,-0.00040588-0.0004988i,8.8112e-05-7.7718e-05i,0.0003491-2.1514e-05i,0.00017565-0.00047746i,-0.00023807-0.00032748i,-0.00074408+0.00023352i,-0.0012555+0.00044773i,-0.00064884+0.00026108i
0.00083748-0.00023769i,0.00083677-6.3876e-05i,0.00042462-0.00065601i,0.00085778-0.0002954i,0.001458+0.0010084i,0.0012394+0.0018796i,0.00057457+0.002273i,2.6159e-06+0.0019033i,-0.00021851+0.00040076i,-0.00061688-0.00079686i,-0.00017115-0.00025472i,-4.9458e-05+0.0003972i,-0.00039116+0.00031998i,-0.0010188+0.00055514i,-0.00082901-0.00029754i,-0.00012024-0.00086404i,0.00013731-0.00051849i,0.00073275-0.00040908i,0.00039682-0.00031596i,-6.957e-05-0.00051469i,5.0321e-05-0.00048405i,0.00028107+0.00013202i,-0.00034427+0.00055526i
0.00027448-0.0024095i,-0.00054042-0.0014428i,-0.0011937-0.00089524i,-0.0010284-0.0008784i,-0.00090514-0.00051623i,-0.00038243+0.00074745i,0.00035219+0.0015613i,0.00099696+0.001409i,0.0013482+0.0011409i,0.00056485+0.00096552i,-0.00060592+0.00037189i,-0.00051508+7.9118e-05i,-0.00058653-0.00019224i,-0.00063207+4.8879e-05i,-0.00043811+0.00065398i,-0.0005787-6.135e-05i,-0.00030738-0.00053224i,9.5216e-05-0.00039378i,8.6509e-05-0.00045446i,0.00013468-0.00029876i,0.00059082-0.00015985i,0.00019666-0.00012466i,-0.00064116+3.5145e-05i
0.0022021-0.002397i,0.0010476-0.0031167i,-0.00015051-0.0035649i,-0.00057239-0.0016805i,-0.00056145+0.00031337i,-0.00042804+0.00087538i,-0.00016673+0.0012402i,0.00026783+0.001449i,0.00073367+0.00064404i,0.00040112-0.00044708i,-0.00052308+0.00024876i,-0.0012425+0.00085707i,-0.0011071+0.00049893i,-0.00038549+0.00025952i,-0.00023259-0.00027858i,-0.00028602-0.00063166i,0.00047708-0.00033405i,0.0013724-2.4792e-06i,0.0019227+0.00014859i,0.0015899+0.00027196i,0.00037134-2.1889e-05i,-0.00059282-0.00022075i,8.4642e-05-0.00052309i
-0.00093171+0.00037008i,1.2851e-05+0.0013377i,0.00061208+0.0013729i,0.00095359+0.00093236i,0.0012961+0.00069985i,0.0014146+0.00052275i,0.00091624+0.00056964i,0.00039791+0.0012086i,-0.00040738+0.0010177i,-0.00074895+0.00071198i,-0.00037444+0.00058765i,0.0004675-0.00014267i,0.00040203-0.00064999i,-0.00045982+6.0737e-05i,-0.00043309+0.00044931i,8.7699e-05+0.00037869i,0.00020891+0.0001322i,-0.00022936-0.00026909i,-0.00036303-0.0004111i,-0.00015955-0.00030707i,0.00010645-0.00054702i,-0.00020281-0.00077131i,-0.00050871-0.00026281i
-0.0016346-0.002459i,-0.00074367-0.0015746i,-0.0012159+0.00020701i,-0.00087625+0.0011028i,0.00067635+0.0013949i,0.0019821+0.00096958i,0.0011874+0.00024678i,0.00014553+0.00078368i,3.9617e-05+0.0015991i,-0.00090934+0.0016943i,-0.00062057+0.00080213i,0.00083349-0.00019246i,0.00034267-0.00066812i,-0.00056613-0.0002673i,-0.00031708+0.00011734i,-0.00037515+0.0004249i,-0.00082431+0.00031715i,-0.00058655-0.00026475i,0.00025002-0.00063231i,0.00029737-0.00089287i,-0.0001412-0.000778i,-1.4913e-05-0.00053675i,0.00038127-0.00044106i
0.0008395-0.00045588i,0.0033293+0.00092514i,0.0037189+0.0015996i,0.0022077+0.00082162i,0.0015132+0.0004146i,0.00066131+0.00078375i,0.00066063+0.0011428i,0.0012064+0.00088594i,0.0010112+0.00018289i,0.00021049-0.00057679i,-0.00079791-0.00027515i,-0.00070947+0.00051084i,-0.00052067+0.00042967i,-0.00098336+0.000104i,-0.0010109+0.00025709i,-0.00096089+0.00039364i,-0.00096859+2.9469e-05i,-0.00064299-6.7449e-05i,-0.00012586+0.00024705i,8.3883e-05+8.1407e-05i,0.00026591+2.9059e-05i,0.00073794-0.00019476i,0.0012112+0.00019476i
-0.0031977+0.00017839i,-0.0029751+0.0010008i,-0.0036843+0.0018837i,-0.0024677+0.0025246i,0.00057074+0.0026804i,0.0029297+0.001453i,0.0024673+0.00082358i,0.0016331+0.0012444i,0.00084037+0.00082685i,-0.00037957-0.00014744i,-0.00049821+0.0003787i,-8.0099e-05+0.00039034i,0.00031894-0.00024947i,-0.00015203+0.00055631i,-0.00029228+0.00099243i,-0.00014654+0.00034046i,-0.00039464-0.00027341i,-0.00050556-0.00032603i,-0.0008302-6.3382e-05i,-0.00073646+0.00049499i,-0.00044218+0.00118i,-0.00062816+0.0010803i,-0.00056595+0.0012854i
0.0043802-0.00061027i,0.0044785-0.0023397i,0.0033796-0.0027128i,0.001608-0.00175i,0.00033585-0.00077212i,1.863e-05+0.0002511i,-0.00043427+0.00094069i,-0.00065407+0.0014782i,-0.00016328+0.00050686i,-0.00046643-0.00065474i,-0.0013527-0.00051068i,-0.0017668-0.0001385i,-0.0015826-2.4766e-05i,-0.0011369+0.00032517i,-0.00058516+0.00037951i,-0.00015839-4.4942e-05i,-0.000335-3.5634e-05i,0.00029678+1.5794e-05i,0.0010362+0.00019439i,0.00095001+0.00013146i,0.0010648-0.00076607i,0.0010649-0.0012839i,0.00046783-0.00026206i
-0.00036625-5.3737e-05i,0.00038544+0.0010287i,0.00096121+0.0011032i,0.0016711+0.001225i,0.0019519+0.00095136i,0.0018364-4.0415e-05i,0.00069334-1.3482e-05i,0.00013493+0.00055759i,0.00029558+0.00035546i,0.00032084+0.00026513i,0.00058052+0.00066762i,-8.2011e-05+0.00061478i,-0.00026602+6.1667e-05i,0.00022563-0.00031057i,7.5298e-05-0.00030081i,0.00093152-0.00062113i,0.0011109-0.00034009i,0.00039472+0.00013224i,0.00036538-0.00031376i,6.5326e-05-0.00072552i,-0.00010291-0.00039151i,-0.00027718+7.7724e-05i,-0.00040144+0.00046832i
0.00097153-0.0018249i,0.00037654-0.0028482i,0.00033144-0.0027155i,0.00017893-0.0010166i,0.00010822+0.00028592i,-4.5812e-06+0.00063416i,0.00062848+0.00055491i,0.0015776+0.00054668i,0.0018757+0.00038554i,0.00081914+0.00028051i,0.00021727+0.00065926i,-0.00010164+0.00076085i,-0.00011711+0.00056439i,0.0003539+0.00026879i,0.0002266+2.3417e-05i,2.1503e-05+0.00023565i,-4.6148e-05+0.00069147i,-0.00016947+0.00069882i,-1.8668e-06-0.00023791i,0.00039804-0.0006253i,0.0003646-0.00044278i,-1.2843e-05-3.1088e-06i,-0.00041732+0.00043946i
8.9033e-05+0.0022479i,0.0016781+0.002335i,0.0027003+0.0031254i,0.0023302+0.0025871i,0.0020137+0.0011432i,0.0019571+0.00062553i,0.00107+0.0013691i,0.00082328+0.0024006i,0.0012744+0.0014137i,0.00066603-0.00014959i,-0.00038403-0.00095795i,-0.00090553-0.0006743i,-0.0013337-0.0003225i,-0.0007347-0.00027053i,0.0001812+8.3848e-05i,0.0012088+0.00011747i,0.0013534+0.00012309i,0.00016671-0.0001058i,-0.00030135-4.5512e-05i,-0.0002961+0.0009712i,-0.00011861+0.00058205i,-7.2217e-05+0.00017207i,-0.00068603+0.00020388i
0.00082062-0.00072251i,0.00097165-0.00045911i,0.0014622-3.7486e-05i,0.001383-0.00010813i,0.0012693-0.00023521i,0.00076533-0.00063256i,-0.00023127-0.00069613i,7.8796e-06+0.00021809i,0.00093945+0.00016678i,0.00036458-0.00062441i,-0.0002636-0.00053965i,-0.00019798-4.196e-05i,-0.00034795-0.00016133i,-0.000204-1.3656e-06i,-5.1506e-05+0.00031377i,0.00013472+3.6374e-05i,-0.0001154+0.00022679i,-0.00040204+0.00039968i,-0.00031132+0.00020151i,-0.00029998+0.00060141i,-0.00045584+0.00072116i,-0.00054047-7.9627e-05i,-0.00032979-0.00098143i
-0.00056384-0.0021221i,-0.00063317-0.0021778i,-0.0002824-0.0022235i,0.0008658+0.00066009i,0.0012727+0.0030851i,0.00087017+0.0018568i,0.0002676+0.00025418i,-0.00039748+0.0006801i,-0.00061823+0.00076776i,0.00027424+0.0011634i,0.00019718+0.0015198i,-0.00017764+0.00065656i,4.1628e-05-0.0001631i,5.9629e-05+0.00026768i,2.0515e-05+0.00074094i,7.5439e-05+0.00051825i,0.00033396+0.00029911i,0.00058859-0.00012293i,0.00054387-0.00083073i,0.00053819-0.00049143i,0.00015466-0.00017416i,-0.00020881-0.00068165i,-0.00041852-0.00086431i
-0.00029724+0.00061014i,0.00086308+0.00072316i,0.0015531+0.00074587i,0.0012886+0.00097286i,0.0015757+0.00094013i,0.0016607+0.00031522i,0.0012172+0.00025008i,0.00070523+0.00084712i,0.00015023-2.7865e-05i,-0.00032111-9.8976e-05i,-0.00030183+0.00049306i,-0.00011408+0.0001684i,-0.00038469-0.00024582i,-0.00072732-0.00041544i,-0.00068786+0.00044206i,-0.00055726+0.00099292i,-0.00021175+0.00046121i,-0.00016427-0.0002526i,-6.952e-05+1.0771e-05i,0.00026292+0.001095i,2.6864e-05+0.0013421i,-0.0002861+0.00066551i,-0.00034604+0.00037861i
-0.00037465+0.00085257i,0.00024023+0.0016683i,0.0010885+0.0019263i,0.0018714+0.0017127i,0.0024648+0.0012388i,0.0019678+0.00060028i,0.0008535+0.00026302i,9.3174e-05+0.00079118i,-0.00049616+0.0010736i,-0.00053448+0.00052422i,-0.00077829+0.00020604i,-0.0010801+0.00010817i,-0.0010919+0.0004517i,-0.00067281+0.00062867i,-1.492e-05+0.00064487i,0.00022209+0.00062158i,0.00028646+0.00094564i,0.00011218+0.00098228i,-0.00058455+3.8551e-05i,-8.7659e-05-0.00019565i,0.00093455-6.8693e-05i,0.00038458+0.00011235i,-6.6673e-05+0.00046797i
0.001655-0.0016178i,0.0021606-0.0023397i,0.0020041-0.001716i,0.0016794-0.00016252i,0.0012074+0.00085461i,-0.00028733+0.00042682i,-0.0010267+0.00031369i,-5.0938e-05+0.0010991i,0.00046673+0.0010812i,-0.00022849+0.00067145i,-0.00044489+0.00040057i,-0.00061683+0.00052793i,-0.00030741+0.00043528i,0.00023292+0.00017971i,-4.6671e-06+0.00039898i,0.00011255+0.0007027i,0.00026479+0.00070501i,-0.00012507+0.00055411i,-0.00061991+0.00036709i,-0.00055752+0.00043161i,-0.00058059+0.00042938i,-0.00022396+0.00043087i,6.0943e-05+0.00032141i
-0.0011181-0.00019263i,-0.00070015+0.00088066i,-0.00082013+0.0012501i,-0.00030093+0.0013133i,0.00087716+0.0015858i,0.0010181+0.0010214i,0.00055052+0.00089289i,0.00014344+0.0016277i,-5.782e-05+0.0019799i,-0.0003109+0.0012016i,-0.00061667-0.00011996i,0.0002794-0.00054002i,0.00060581-0.00042498i,0.00013491-0.00036713i,-0.00030348+0.00013134i,-0.00053+0.00078063i,4.4344e-05+0.0008253i,0.00047227+0.00081753i,-8.8923e-05+0.00059405i,-0.00066216+0.00067689i,-0.00086946+0.00042194i,-0.00047537+0.00023451i,-1.7314e-05+0.00046546i
0.00055515-0.00046592i,0.00097975-0.00036337i,0.0011635+0.00020301i,0.00083322+0.00072555i,0.001297+0.00097918i,0.0012316+0.00050741i,0.00040863+0.00016855i,0.00026972+0.0008532i,0.00097043+0.00067093i,0.00090785-0.00053819i,0.00012315-0.00089402i,0.00028472-0.00093351i,0.00040713-0.00072075i,4.7468e-05-0.00043676i,0.00046906-1.5953e-05i,0.00062871+0.00048097i,0.00038412+0.00040388i,0.0003401+0.00016763i,0.00032758+6.0255e-05i,0.00066098+0.00051919i,0.00046719-1.0684e-05i,0.00027288-0.00038201i,0.00048544+0.00010247i
-0.00046075-0.0028665i,-0.00022881-0.0014928i,-0.00051132-0.00052926i,-0.00029738-0.00023336i,0.00016655+0.00031088i,0.00014566+0.0010834i,4.1515e-05+0.0015873i,0.0011877+0.0018676i,0.0013206+0.0010621i,-0.00018824-0.00024635i,-0.0013443-7.2834e-05i,-0.0011094+0.00058907i,-0.00031545+0.00036717i,3.1184e-05+0.00013083i,0.00018492+0.00061547i,0.00022638+0.00058647i,-7.4071e-05+0.00019296i,-0.00043461+7.3046e-06i,0.00016628-0.00018551i,0.00049426-0.00081207i,0.00015787-0.0007028i,-0.00024264-0.00014697i,-0.00076601-0.00017631i
0.0022376-0.00040401i,0.0028867-0.00021078i,0.0019472-0.00083839i,0.00089933-0.00098236i,0.0011838-0.00046552i,0.0010973+0.00040457i,0.0004336+0.0010642i,0.00019861+0.0013583i,0.00062862+0.0011432i,0.00057244-2.789e-05i,-0.00014279-0.00072132i,-1.3568e-05+6.6222e-06i,0.00050991+0.000362i,-7.1795e-05-0.00025082i,-0.00030809-0.00096522i,-0.00013697-0.00084822i,-0.00025658+6.0613e-05i,-7.2171e-06+0.00028725i,0.00016263-0.00012319i,0.00036964-0.00032485i,0.00025446-0.00037119i,5.5579e-05-0.0005314i,0.00045227-9.4714e-05i
