-0.0031091+0.00014999i,-0.0019081+7.6787e-05i,-0.0028228+0.00078252i,-0.0020665+0.0018755i,-0.0011261+0.001943i,-0.00089926+0.0018355i,-0.0013619+0.00216i,-0.00047546+0.0014908i,0.0008508+0.00091235i,0.0013788+0.00053682i,0.0016021-1.8058e-05i,0.0013019-0.00067084i,-8.7552e-05-0.0012449i,-0.00078093-0.0011297i,0.00021358+0.00019001i,0.00028195+0.00035117i,0.00029467-0.00055595i,0.0004834-8.6859e-05i,0.00011912-0.00013247i,0.00025502+0.00030105i,0.00029615+0.00025385i,-9.735e-05-0.00023528i,2.2193e-05-9.8613e-05i
-0.0012395+0.001263i,-0.00059957+0.00065408i,-0.0005935+0.00036293i,-0.0006458+0.0010232i,-0.00059134+0.00080568i,-0.00059165+0.00015642i,-0.00053421-0.00046294i,-0.00030456-0.00073913i,0.00012043+0.00033396i,0.0008389+0.0013458i,0.00011609+0.0012861i,-0.00045909+0.0002536i,0.00077416+0.00038446i,0.0013924+0.00057567i,0.00086701-0.00013902i,0.00074392-0.00033557i,0.00075774-0.00075365i,0.00016244-0.0013731i,0.00030457-0.00083487i,0.0014401-5.1864e-05i,0.0017409-0.00012633i,0.0012219-9.808e-05i,0.0011534-0.00029347i
-0.0014508+0.0014081i,4.9092e-05+0.0015062i,-0.0003883+0.00055667i,-0.0014852+0.00029139i,-0.00076474+0.0011489i,0.0001625+0.0011492i,0.00016144+0.00098422i,0.00025054+0.0010753i,0.00040176+0.0010109i,-0.00011178+0.00037482i,-0.0001806+0.00025578i,0.00018409+0.00022974i,-0.00020716-0.00028355i,-0.00091927-0.00075586i,-0.00047119-0.0012974i,0.00014531-0.00052679i,7.4289e-05+0.00056911i,-0.00033686+0.00065131i,-0.00056912+6.7642e-05i,-0.00016632-0.00057397i,0.00012817-0.00098904i,0.00052627-0.001325i,0.00076304-0.00049213i
-0.00038765-0.0012851i,-0.0006062-0.00041508i,-0.00089009+0.00038679i,-0.0006108+0.00013716i,-0.00027014+0.00044673i,-0.00074191+0.00099445i,-0.001383+0.00066641i,-0.00076985+0.00024867i,-7.6061e-06-3.5299e-05i,0.00029207+8.0718e-05i,0.00020157+0.00081939i,-0.00037426+0.0011604i,-1.6418e-05+0.00040661i,-0.00013105-3.8122e-05i,-0.0007499+0.00012199i,-0.00042997+0.00068584i,0.00012998+0.00114i,6.488e-07+0.00067112i,-0.00040913-0.00047016i,-4.2017e-05-0.0002956i,0.00021261-0.00034129i,8.8318e-05-0.00055161i,-0.00037351-0.00036971i
0.001299-0.00067542i,-0.00052776-0.00056806i,-0.00097999-3.5016e-05i,-0.0015798+2.6922e-05i,-0.0017686-4.4403e-06i,-0.0013241+0.00069938i,-0.00061362+0.00099944i,0.00049433+0.00052938i,0.00070613-0.00053874i,0.00033257-0.00062957i,-0.00011288+3.8757e-05i,-0.00087227+0.00027i,-0.0017888-0.00015386i,-0.0017351-0.0004321i,-0.00026726-0.00014062i,0.0004988-0.00011865i,0.0001812-0.00025465i,-0.00010972-0.00035244i,9.0499e-06-0.00076409i,-0.00049003-0.00046525i,-0.00041128+5.5822e-06i,-0.00015618-0.00028373i,-0.00039046+0.00013654i
0.00078681+0.0025725i,0.00084837+0.0012116i,-5.5495e-05-1.0157e-05i,-0.00080422-0.00069696i,-0.00071459-0.00082724i,-0.00055774-0.00028808i,-0.00020915+0.00089768i,8.0537e-05+0.0013672i,-0.00020348+0.00024058i,-0.0005713-0.00058865i,-0.0003379-0.00067201i,-0.00029738+3.4201e-05i,0.00026885+0.00072733i,0.00019519+0.00078829i,-0.00027468+0.00023533i,0.00020156+0.00084822i,0.00033692+0.0015042i,-0.00012186+0.000451i,-0.00043469-0.00038105i,-0.0002372-0.00033274i,-8.8874e-05+0.00015859i,-0.00033375-0.00044711i,-0.00070841-0.0012622i
0.0016638+0.00070036i,0.0028204+0.0004574i,0.0016912+0.00012717i,0.00048298-0.00028986i,0.00058685-0.00058164i,0.00027134-0.00031047i,0.00017142-0.00011497i,0.00051249+0.00069006i,0.00021092+0.0014221i,0.00025966+0.00074016i,-0.00013186-0.00037848i,-0.00086315-0.0012118i,-0.00017238-0.00035372i,0.00058172+0.0004693i,0.00080779+0.00018591i,-3.2613e-05+0.00047666i,-0.00063679+0.00021618i,0.00015616-0.00052701i,0.00058632-0.00064689i,0.00011828-0.00033443i,-0.00042251+0.00019822i,-0.00058419-0.00013433i,-0.00015076-0.0012437i
0.00068834-0.0019876i,-0.0003544-0.00050055i,-0.0010795-0.00055936i,-0.0021103+0.0001404i,-0.0025618+0.0018012i,-0.0015339+0.0016201i,-0.00045209+0.00060249i,0.00027364-0.00011639i,0.00073183-0.00065437i,0.00010773-0.00043784i,-0.00058795+0.00071675i,-0.00035347+0.0004365i,-0.00016376+0.00031325i,-0.00018188+0.00044854i,-0.00085425+0.00061906i,-0.0012269+0.0001719i,-0.00024829-0.00061442i,0.0006785+0.00013013i,0.0011756+0.0011217i,0.00049122+0.00081736i,-0.00017883+0.00021484i,0.00048977+0.00022565i,0.00073804-0.00021543i
0.0024708+0.0033559i,0.0013651+0.0027021i,0.00043801+0.0015677i,-0.0007333+0.00093936i,-0.0010338+0.00027643i,-4.4049e-06-0.00016758i,-0.00016041+6.2606e-05i,-0.00045783-4.978e-05i,0.00048947-0.00041755i,0.00079505-2.6658e-05i,0.00016886+0.00014801i,-0.00021515-6.2062e-06i,-0.00045084-0.0005629i,-0.0001969-0.00078219i,0.00023272+0.00035577i,0.00044606+0.00072192i,0.00061843+6.1804e-05i,0.00042647+0.00022821i,0.0002898+9.4213e-06i,0.0003166-0.00096066i,0.00042843-0.0013521i,0.00069674-0.00090047i,0.0010442-0.00040879i
-0.00099356-0.0011596i,-0.00022234-0.0021159i,-0.00061473-0.00085237i,-0.0009908+0.0004834i,-0.00045756+0.00061923i,-0.00010112+0.00088857i,0.00052015+0.0011151i,0.00066017+0.00052925i,0.0001866-0.00013246i,-0.0003265+4.3808e-05i,-0.00041879-9.9413e-05i,-0.00013259-0.00067765i,-0.00056911+0.00024796i,-0.00089204+0.00075252i,-0.00052068+0.00022153i,-9.4227e-05+0.00064555i,3.3426e-05+0.00049505i,-1.0613e-05-0.00036994i,-0.00041444-0.00052949i,-0.00044096-0.00018353i,-3.7109e-05-0.00030712i,0.00019565-0.00046095i,0.00069484-0.00077876i
3.8435e-05+0.00097788i,-0.00023662+0.00095068i,-0.00062484+0.000767i,-0.00085716+0.0010636i,-0.00082096+0.001637i,0.00023273+0.0012142i,5.9937e-05+0.00048645i,-0.00038847-4.9546e-05i,0.00029187-0.00074035i,-0.00058406-0.0010804i,-0.00091865-3.6753e-05i,0.00023751+0.00040986i,0.0003931-0.00036723i,-0.00035348-0.00089437i,-0.00069924-0.00095281i,-0.00079762-0.00090834i,-0.00042562-4.4997e-05i,-0.00033457+0.00036874i,2.6401e-05-0.00070625i,0.00061227-0.00063354i,0.00028485+1.7734e-05i,9.2389e-06-0.00030727i,-4.9653e-05-0.00035575i
0.0031347+0.00034735i,0.0026488-0.00079753i,0.0017627-0.00078456i,0.00020556-0.00017948i,-0.001001+0.00046985i,-0.00083433-0.00037872i,-0.00074931-0.00093508i,-0.00045726-0.00038879i,-0.0002972+5.3821e-05i,-0.00067488-0.00026819i,-0.0010105-0.00033388i,-0.00095717-0.00024055i,-0.00082752-0.00021483i,-0.00056846-0.00051713i,6.4012e-06-0.0009725i,0.00030626-0.00074617i,-3.7807e-05-0.00057927i,-0.00087753-0.00034816i,-0.0010923+0.00060523i,-0.00021712+0.00076602i,0.00023843-1.5224e-05i,-0.0007584-0.00071043i,-0.001109-0.00044313i
0.0019286+0.00095722i,0.00082738-0.00057748i,0.00099701-0.001612i,-9.5451e-05-0.00079267i,-0.0014012-0.00063368i,-0.0015854-0.00061086i,-0.00049057-0.00022535i,0.00058542-0.0001313i,0.00031282+0.00013801i,4.0944e-05-0.0004066i,-4.8668e-05-0.0010497i,-0.00080831-0.0012251i,-0.0006529-0.00062594i,4.0585e-05+0.00012114i,-4.6526e-05+0.00019626i,-0.00043105+0.00046289i,0.00026161+0.00049788i,0.00025786-0.00059872i,-0.00035279-0.001065i,-0.00064542-0.00021823i,-0.00070013+0.00031928i,-0.00015539+0.00010656i,-0.00022254-0.00028625i
0.00088337+0.0013198i,0.00016706+0.0011359i,-0.0013726+0.00022411i,-0.0019156+0.00011843i,-0.0015273+0.00024608i,-0.00056549+0.00033044i,-0.00017464+0.00034099i,-0.00033926-5.6693e-05i,1.9176e-05-0.00030684i,-0.00053428-0.00090574i,-0.0010634-0.00035471i,-0.00048278-0.00041923i,-0.00046136-0.0014878i,-0.00029566-0.0010411i,0.00054614+8.9838e-05i,0.0010741-0.00012719i,0.00086536-0.00065658i,0.00072653-0.00057047i,0.00045104-0.00014382i,6.4816e-05+0.00022989i,-5.8443e-05+0.00060023i,6.475e-05+0.00045733i,0.00025169+0.00015502i
-0.0022424-0.0019931i,-0.0013487-0.00074468i,-0.0011406+0.00084209i,-0.0011155+0.0017426i,-0.0010269+0.0016678i,-0.00043152+0.00051592i,-0.00044498+0.00031133i,-0.00055214+0.001121i,-0.00027792+0.00063524i,4.8151e-05-0.0001916i,0.00045668-0.00029098i,0.00055709+0.00010114i,0.00063426+0.00058313i,0.00075737+0.00092563i,1.861e-05+0.00065514i,-0.00055738+0.00011359i,4.1163e-05-0.0002393i,0.00051586-0.00016685i,0.00012743+0.00020053i,0.00012086+0.00028844i,0.00036272-0.00013214i,0.00033484-0.00046101i,0.0001518-5.8367e-05i
0.0028417+0.0016822i,0.0018239+7.6511e-05i,0.00097351-0.0012885i,-0.00031413-0.0016561i,-0.0010023-0.001272i,-0.00088121-0.00028453i,-0.001006+0.00039165i,-0.00058173+0.0014257i,-0.0001725+0.0015924i,-0.0006195+0.00070753i,-0.00058415+0.00097663i,-0.00047753+0.00078115i,-0.00025884+0.00054101i,0.00035884+0.00072429i,0.00034962+5.7981e-05i,-0.00026238-0.00054705i,-0.00014067-0.0005237i,0.00017315+0.0003496i,0.00057888+0.0009284i,0.00069147+0.00061198i,0.00018227+0.00033442i,0.0003611+0.00016324i,0.00077305+0.00042464i
-0.00031682+0.0011043i,-0.0010702+0.00035485i,-0.001673+1.9522e-05i,-0.0017861+0.00042717i,-0.0020421+0.00065698i,-0.0013086+0.00087839i,-0.00034276+0.001546i,0.00062577+0.001159i,0.0011768-0.0001016i,0.00072495-0.00073996i,4.4984e-05-0.00080421i,-0.00088447-0.0012624i,-0.00061025-0.0011993i,-0.00016504-0.00086731i,-0.00021709-0.00097971i,-0.00016903-0.00054062i,-1.891e-05-4.095e-06i,-9.2018e-05+0.00014411i,-0.00055087+0.00063915i,-0.00024375+0.00032648i,-0.00018359+0.00066196i,-9.9335e-05+0.0011169i,0.00037638+0.00073621i
0.00032337+0.0023025i,0.0019728+0.0020078i,0.0026068+0.00025457i,0.001235-0.00076974i,0.00092014-0.0011177i,0.00090157-0.00063267i,0.00038068-0.00062235i,0.00020177-0.0007812i,0.00048343-0.00026629i,0.0011166+0.00023913i,0.00053616+5.9471e-05i,-0.00071256+0.00027717i,-0.00072577+0.00089634i,-8.4171e-05-5.2298e-05i,0.00026738-5.4936e-05i,0.00074472+0.0001451i,0.00022928-0.00020587i,-9.3718e-05-4.373e-05i,1.8645e-05+0.00012792i,-0.00096558+0.00025358i,-0.00079857+0.00056544i,0.00028986+0.00094206i,0.00068848+0.00077425i
0.0027186-0.0031477i,0.00052723-0.0030688i,-0.00036605-0.001363i,-0.00084069+0.00028173i,-0.0018217+0.0007853i,-0.00099807+0.001175i,0.00018846+0.00023076i,0.00015475-0.00069574i,7.4275e-05-0.00052411i,-0.00018784-0.00033018i,-0.00094602+5.0752e-05i,-0.00058513+0.00044713i,-9.0128e-05+0.00037527i,-0.00034975-0.00026791i,-5.723e-06-0.00037933i,0.00040259+0.00028664i,0.00043989+0.00022688i,0.00092979+6.1937e-05i,0.0007935+0.00036191i,-0.00023262+0.00021126i,-0.00085491-0.00019452i,-0.00088986-0.00013361i,-0.0003591-0.00020753i
-0.0021654+0.00035939i,-0.0022009+0.00047693i,-0.0029008+0.0017902i,-0.0025732+0.0026344i,-0.0017499+0.0028276i,-0.00011163+0.0018005i,0.0014495+0.0015035i,0.0012239+0.0014049i,1.6893e-05+0.00038389i,-0.00055456-0.00064818i,-0.00014941-0.00021852i,0.00035106+0.00058187i,0.00010597+0.00037662i,0.00024473-0.00025288i,0.00020289-0.00015826i,-2.0855e-06+0.00091928i,0.0004744+0.00095401i,0.0012005-0.00036637i,0.0012481-0.0010677i,0.00053263-0.00080213i,0.0011393-0.00067392i,0.0016813+0.00014697i,0.00088923+0.00068721i
0.0014857+0.0022211i,0.002502+0.0018942i,0.0021166+0.00088442i,0.00077497+0.00014136i,-2.3791e-05-0.00056819i,0.00047696-6.4647e-05i,0.00032575+0.0005552i,-0.00042733+0.00019466i,-0.00089446-0.00018126i,-0.0010814+0.00023272i,-0.00028556+0.00014973i,0.000201+5.3426e-05i,2.9997e-06-0.00015983i,0.00015192-0.00025113i,-0.00029771-0.00019524i,1.5605e-05+0.00014028i,0.00017135-0.00023484i,-0.00062507-0.00076373i,-0.00094369-0.00041197i,-0.0002734-0.00036821i,0.00039885+5.4811e-05i,0.00054633+0.00082699i,0.0001925+0.00053411i
0.000735-0.0029039i,-0.00029191-0.0022026i,-0.00090681-0.00056742i,-0.0010358+0.00089524i,-0.0011033+0.0011192i,-0.00074439+0.0004478i,0.00014572+0.000401i,0.00097072+0.00051846i,0.0010482-0.00037069i,0.00040338-0.00087568i,-0.00062841-0.00069599i,-0.0011681-0.00032546i,-0.00094605+0.00011236i,-0.00076983-0.00014838i,-0.00075312-0.00057477i,-0.00041595-0.0010171i,-0.00059122-0.00089594i,-0.0011058-0.00017148i,-0.00019198+0.00047986i,0.00045848+0.0010919i,-0.00018965+0.001294i,-0.00069244+0.00098526i,-0.00050572+0.00016797i
0.0015166+0.00018251i,0.00051197+0.00046008i,-0.00083385+0.00085382i,-0.0015903+0.00054018i,-0.0020287+0.00085036i,-0.00038312+0.0014235i,0.0010798+0.0007208i,0.00030618-0.00049787i,-0.00070002-0.00090472i,-0.00071886-0.00041642i,-0.00089014-5.3361e-05i,-0.00046901-0.0005942i,0.00037342-0.00018453i,0.00013459+4.7814e-05i,-0.00015086+6.0505e-05i,0.00018806-7.9184e-05i,-0.00027048-0.00086321i,-0.00062171-0.00083399i,-0.00093463-0.00053766i,-0.00078081+0.00011091i,-0.00022388+0.0014542i,-0.00064642+0.0015602i,-0.0018274+0.00029595i
-0.0016103+0.002696i,-0.0003995+0.0021408i,-7.4771e-06+0.00089056i,-0.00088373+0.00066184i,-0.00087046+0.0018199i,0.00013555+0.0014804i,-0.00019831+0.00044402i,-5.9485e-06+0.00030801i,0.00099288+0.00071085i,0.00089238+0.00076472i,0.00029091+0.00074826i,0.00021608+0.00078082i,2.7297e-06+0.00065739i,-0.00029219+0.00026423i,0.00010838-0.00019028i,0.00062423+0.00035234i,6.6747e-05+0.00059145i,-0.00011019+3.3315e-05i,0.00065684+0.00049263i,0.00091053+0.00031629i,0.00072429-6.7852e-05i,0.00097761+0.00048495i,0.00053901+0.00081528i
-0.0022007-0.0001393i,-0.0019818-0.00018905i,-0.0025075+0.0014074i,-0.00079543+0.0023681i,0.00069891+0.0021638i,0.00020098+0.0015021i,-0.00011992+0.0012099i,0.00041623+0.00036869i,0.00031346-0.00010873i,-0.00021224-2.3296e-05i,-3.4999e-05+0.00068144i,-0.00024192+0.00019964i,-0.00040127-0.0011108i,-0.00033012-0.00093342i,-0.00038025-0.00027275i,-0.00021914+0.00010541i,0.00035726+8.5096e-05i,0.00045343-0.00015529i,3.4414e-05-0.00035331i,-0.00056521+0.00047803i,-0.0005426+0.00072358i,0.0007043-0.00013508i,0.00072488-0.00049432i
0.0019055-0.0030559i,-0.00024208-0.001201i,-0.0013875-0.00051908i,-0.0025786+0.00040537i,-0.0030914+0.0013892i,-0.0017853+0.002062i,-0.00073875+0.0010803i,-5.7072e-05-0.00040326i,-0.00033825-0.0013606i,-0.00079744-0.0009362i,-0.0011252+6.1621e-05i,-0.0013982+0.00039528i,-0.00077833+0.00050429i,-0.00021921+0.00050076i,-9.309e-05+0.00012636i,0.00028682-7.6047e-06i,0.00065387+0.00040152i,0.0003807+0.00024625i,-0.00013732-0.00014164i,-0.00027285+0.00010758i,-0.00032227+0.00087424i,-0.00049796+0.00034565i,0.0001369-0.00042963i
0.0027221+0.0018528i,0.0025424+0.0012956i,0.00092325-5.0071e-05i,-0.0015163-0.00057169i,-0.0024651+0.00012078i,-0.0011398+0.0002264i,-0.00032283+0.00017177i,-0.00020939+0.00017095i,-0.00025826-0.00020057i,-3.3465e-05-0.00038471i,0.00015825+0.00032947i,-0.00048026+0.0002745i,-0.0010005+0.0002101i,-0.00099023+0.0010221i,-0.00059748+0.0011178i,4.0948e-06+0.00036161i,0.00027584-0.00051841i,-0.00021218-0.00034632i,-0.0010811+0.00057702i,-0.00040611+0.00053972i,0.00037453-0.00019933i,0.00019621-0.00050523i,0.00034951-0.00039182i
-0.00076146-0.00066739i,-0.00042771-0.0020333i,3.6047e-05-0.0028974i,-0.00019241-0.0015616i,-0.00060274-0.00092127i,-0.00033094-0.00089262i,5.9929e-05+9.4254e-05i,-0.00034108+0.00027224i,-0.00074905-0.0001034i,-0.00069742-0.00020778i,-0.00054036-0.00040717i,-0.00039717-0.00066478i,-0.00050449-0.00011857i,0.00016812+0.00017184i,0.00076445-0.00074464i,2.3488e-05-0.001009i,-0.00053337+6.0822e-05i,-0.00053398+0.00020618i,-0.00031138-0.0003857i,1.2982e-05+8.173e-05i,0.00046041+0.00062263i,0.00097786+0.00014812i,0.00039236-0.00022963i
7.6064e-05+0.00031058i,-0.00050352+0.0022588i,-0.0015655+0.0017698i,-0.0021791+0.0017455i,-0.0016762+0.0016263i,-0.00067219+0.0017703i,-0.00046626+0.0013436i,0.00027878+0.00053863i,0.00083202-2.45e-05i,0.00040599-0.0004114i,2.5171e-05+0.00029854i,0.00011341+0.0009911i,-0.00010515+0.0012696i,-0.0003974+0.0010176i,-0.00021612+0.00038632i,0.00035808-7.9625e-05i,0.00055366+0.00022454i,-6.0843e-05+0.00069416i,-4.1411e-05+0.0014377i,-0.00045996+0.00085966i,-0.00091862-0.00022574i,-0.0003193+6.9313e-05i,-0.00023614+0.00030619i
0.0036162+0.00073787i,0.002359+0.00059276i,0.0013224+0.00021515i,-0.00035185+0.00027429i,-0.00054834+0.00019495i,-7.6485e-05-0.00014202i,0.00082223+0.00042838i,0.0017216+0.00050032i,0.00089773-0.00015958i,-0.00055463-0.00013788i,-0.0014482-0.00026723i,-0.001558-0.00024162i,-0.0022718+0.0006019i,-0.0023986+0.00032067i,-0.0013221-0.00011737i,-0.0010867+0.0002631i,-0.0016462-2.3881e-06i,-0.00090605-0.00053074i,0.00083496-0.00018078i,0.0015062-0.0002323i,0.0013029-0.00051141i,0.00065783+0.00014048i,0.00051764+0.00083674i
0.00036139-0.00045255i,0.0012137-0.00026263i,0.0011258-0.00010585i,-0.00033649-0.0006066i,-0.0020918-0.00029513i,-0.0021784+0.00083047i,-0.00045605+0.0012687i,1.8666e-05+0.00055929i,-0.00071861-0.00042264i,-0.0010616-0.00025749i,-0.0010038+0.00031734i,-0.00036618+4.4104e-05i,-0.00019618-0.00072609i,2.1105e-05-0.00051896i,-5.8927e-05+0.00031679i,0.00013514+0.00016923i,-4.0042e-05-0.00062876i,-0.00083697-0.00061483i,-0.00040711+9.2868e-05i,0.0001326-0.000101i,0.00032974-0.00053273i,0.00054169+6.0379e-05i,0.00064839+0.0001492i
-5.0012e-05-0.00062467i,0.00024944+0.00043668i,-0.00062551-0.00060574i,-0.0018426-0.0012104i,-0.0017971-0.00050231i,-0.000602+0.0006505i,0.00074634+0.0012749i,0.00070831+0.00064057i,-0.00034042-0.00016183i,-0.00089514-0.00093709i,-0.00034761-0.0018318i,-6.426e-05-0.0011452i,-0.00025924-3.8091e-05i,-0.00012315+0.00081686i,-0.00017065+0.00038431i,-0.00039585-0.00052711i,-0.00054907-0.00012272i,-0.00022254+0.00056227i,-0.00025157+0.00038771i,0.00020415-0.0005239i,0.00082411-0.00049569i,0.00030728-0.00013507i,-8.1814e-05+0.00018613i
0.0032773-0.00087605i,0.0018892-0.0016527i,5.7164e-05-0.0029221i,-0.0017851-0.0022868i,-0.002683-0.0008822i,-0.0030781-0.00012523i,-0.0013928+0.00032668i,0.00040381-0.00036088i,0.00084962-0.001447i,0.00018353-0.0015926i,-0.00040462-0.00079364i,-0.00085099-0.00035417i,-0.0010586+0.00019009i,-0.00070813+0.00024213i,-0.00062074-0.00078626i,-0.00097999-0.0012814i,-0.00087616-0.0010433i,-0.00030986-0.00054313i,0.00054958-0.00013809i,0.00054752-0.0002466i,0.00015742-0.00026761i,0.00070102+0.00058165i,0.00020706+0.0014921i
0.0082316+0.00016383i,0.0061956-3.585e-05i,0.0037058-0.0044043i,-0.00085411-0.0056814i,-0.0034401-0.0042595i,-0.0031026-0.0011334i,-0.00111+0.00020036i,-0.00020044-0.00046948i,0.00020255-0.0013463i,-0.00068162-0.0029105i,-0.0025033-0.0031434i,-0.0029312-0.00094773i,-0.0019543+0.00097934i,-0.0014295+0.00098545i,-0.0010465+2.6077e-05i,-0.00082565-0.00044026i,-0.00019401-0.00032244i,0.00034202+0.00082502i,0.00019985+0.0011464i,0.00010069+0.00058781i,-3.2385e-05+0.00051722i,-0.0003082+0.00021154i,-0.00086325-0.00016279i
-0.012413+0.0075488i,-0.01006+0.0086342i,-0.0060909+0.012839i,0.00096653+0.010586i,0.0059211+0.0060744i,0.0063207+0.001954i,0.001803-9.001e-05i,-0.0014841+0.00040211i,-0.0014948+0.0018013i,0.00098266+0.002979i,0.003547+0.0013931i,0.003603-0.00091451i,0.0028096-0.0018724i,0.0024892-0.00088616i,0.0026028+0.00038943i,0.002243+0.00048648i,0.0010405-9.9495e-06i,0.00044303-0.00027118i,0.00045988-0.00034253i,-1.4368e-05-0.00035697i,-0.00022714-5.4051e-05i,0.00080227-5.855e-05i,0.0018016-0.00076834i
-0.00050075-0.0015689i,0.00038962-0.0014661i,-6.2979e-05+0.00078658i,0.00057823+0.0020878i,0.0021231+0.0027547i,0.0029861+0.0011311i,0.002036-0.00059048i,0.00073397-0.00052861i,-9.6197e-05+4.9851e-05i,0.00029114-5.0585e-05i,0.0015391-0.00069895i,0.0020482-0.0005418i,0.001842-0.00040762i,0.0012148-0.0001421i,0.0007977+0.00011227i,2.9363e-05-0.00033539i,-4.4006e-05-0.00021833i,0.00020833-0.0001436i,-9.7099e-05-0.00041538i,-0.00048127+0.00027659i,-0.0004649+0.00055385i,0.00038415-0.00018552i,0.0010522-0.0003577i
-0.00024951+0.00092898i,-0.00069881+0.00021454i,-0.0017345+0.0010759i,-0.0012564+0.0012101i,-0.00056991+0.0011573i,-0.00038541-2.9817e-06i,-0.00073014-0.001286i,-0.0010074-0.00088558i,-0.0006388+0.00013096i,0.00018615+0.0010628i,0.00081162+0.0011272i,0.0019026+0.00046443i,0.0017767+0.00027361i,0.0003287-3.2004e-05i,-6.5494e-06-0.00098662i,0.00030591-0.0014212i,7.1064e-05-0.0014726i,0.00012173-0.001499i,2.2264e-05-0.0011463i,-0.00023027-0.00028555i,-0.00018968+0.00023012i,0.00019329-0.00060238i,0.00054122-0.00080331i
-0.0038921+0.0012698i,-0.0023321+0.0025694i,-0.0019876+0.0029671i,-0.0011458+0.0027218i,0.00049051+0.0023076i,0.0017267+0.0013783i,0.00099906+0.00061868i,-0.00022112-9.1858e-05i,-0.0010821-0.00078123i,-0.001203-0.00075018i,-0.00046384+0.00013171i,0.00037214+0.00044328i,4.1648e-05-0.00011098i,-0.00034538-0.00082601i,-0.00037887-0.00097746i,-0.00032805-0.00061106i,-0.00026442+0.00025066i,-0.0005859+0.0012169i,-0.00086483+0.0013906i,0.00057715+0.000588i,0.0020351+0.00011836i,0.00092315+0.00062707i,9.0877e-05+0.0010786i
0.0014281-0.0025943i,0.0014667-0.0011901i,0.00031469+0.0006706i,-0.00099751+0.0013047i,-0.00065097+0.0014182i,0.00010351+0.00055862i,-0.00011516-0.00042921i,-7.6474e-05-0.00070703i,-0.00020839-0.00038292i,-0.00059701-5.4496e-05i,-0.00016985+0.0001215i,-0.00040883-0.00019789i,-0.00040326-0.00025049i,7.4791e-05-0.00051797i,0.00017019-0.00019654i,0.00011746+0.00069135i,-0.00016779+0.00046811i,5.905e-05-6.3179e-05i,-0.00020462-5.6e-05i,-0.00053734-0.00016531i,-0.00053766-0.00079796i,-0.00027792-0.0010738i,-9.2476e-05-0.00069397i
0.0015154+0.00063326i,0.00016604-0.0010088i,-0.0014922-0.00052872i,-0.002495-6.7396e-05i,-0.0010871+0.00024123i,0.00034862+0.00092373i,0.00035744+0.00082954i,-0.00033708+0.0005544i,-0.0003589+7.697e-05i,0.00027605-0.00073867i,0.00087391-0.0012391i,0.00095769-0.0013561i,0.0005193-0.00065289i,0.00020011+0.00067801i,-2.3256e-05+0.00045267i,-0.00048329+0.00028948i,-0.00061395+0.00086369i,-8.1916e-05+0.0011609i,-0.00026859+0.00089049i,-1.3607e-05+0.00074081i,0.00023748+0.00063843i,-0.00021281+0.00020406i,-7.1168e-05-0.00036456i
-0.00063693+0.0017385i,0.00015094+0.00088248i,0.00017306+0.00030143i,-0.0014614+0.00062287i,-0.0017992+0.00085349i,-0.00067236+0.00084097i,-0.00015875-1.875e-05i,-0.00058456-0.00090842i,-0.0007522-0.00091856i,-0.00039958-8.7698e-05i,6.9095e-05+0.00089786i,-8.6581e-05+0.00086423i,-0.00064801+0.00044137i,-0.00065936-0.00018408i,-0.00038667-0.00029737i,-0.00016862-0.00027983i,0.00042787-0.00024035i,0.00053993-0.00025933i,-8.8648e-05-0.00055101i,4.4029e-05-0.00073559i,0.00066963-9.3014e-07i,0.00080222+0.00032762i,0.00070149-0.00018144i
-0.00018764-0.0042645i,-0.00047963-0.0028419i,-0.0025235-0.0018766i,-0.0033979+0.00078439i,-0.0019634+0.0027872i,0.00020043+0.0020595i,0.0007822+0.00065101i,0.00070581+0.00012468i,0.0004374+0.00034752i,-0.0003482+0.00037348i,-0.00084714+0.00031451i,-0.00074651+0.00042111i,-0.00047509+0.00025439i,9.2653e-05+8.3522e-05i,0.00030373+9.0941e-05i,4.4596e-05+8.3365e-05i,3.8201e-05-5.8842e-05i,9.9461e-05+2.832e-05i,6.2095e-05+8.3815e-05i,0.00018181-0.00013191i,0.00039481-0.00012277i,0.00022526-0.00044046i,0.0010381-5.8702e-05i
-0.000444+0.00064648i,-0.0017083+0.0011124i,-0.0020505-0.00023387i,-0.0020666-0.00041244i,-0.0014868+0.00037136i,0.00079818+0.00016182i,0.0018879-0.0002277i,0.00094238-0.00053408i,-2.1475e-05-0.00040826i,-0.00050144-0.00013525i,-0.00061154-0.00038509i,-0.00083627-0.00047139i,-0.0010232-0.00042522i,-0.00066164-0.00029794i,1.6958e-05+0.00045688i,0.00040754+0.00067092i,-0.00012616+0.00025702i,-0.00051903-2.467e-06i,-0.00014442+0.00059379i,0.00030197+0.001025i,6.1817e-05+0.00058755i,-4.445e-05+0.00053364i,0.00016639+0.00044858i
