-0.0031091+0.00014999i,-0.0019081+7.6787e-05i,-0.0028228+0.00078252i,-0.0020665+0.0018755i,-0.0011261+0.001943i,-0.00089926+0.0018355i,-0.0013619+0.00216i,-0.00047546+0.0014908i,0.0008508+0.00091235i,0.0013788+0.00053682i,0.0016021-1.8058e-05i,0.0013019-0.00067084i,-8.7552e-05-0.0012449i,-0.00078093-0.0011297i,0.00021358+0.00019001i,0.00028195+0.00035117i,0.00029467-0.00055595i,0.0004834-8.6859e-05i,0.00011912-0.00013247i,0.00025502+0.00030105i,0.00029615+0.00025385i,-9.735e-05-0.00023528i,2.2193e-05-9.8613e-05i
0.0018104-0.00031594i,0.00174-0.00040847i,-0.00032922+0.00084908i,-0.0017693+0.0014883i,-0.0012471+0.00083682i,-0.00049018-0.00048914i,-9.1658e-05-0.00071463i,-0.00015084+0.0001681i,-0.00025876+0.00055395i,-0.00081345+0.00031219i,-0.0011659-0.00030125i,-0.00058971+0.0002034i,-0.0003629+0.00019364i,-0.0004769-0.00016844i,-0.00017736+0.00018884i,0.00032343-0.00032488i,-8.2978e-05-0.0013898i,-0.00045356-0.0010869i,-0.0010772+0.00045156i,-0.0010073+0.0010356i,-0.00077059+0.00054906i,-0.0006278+0.00012549i,0.00021198+0.00037238i
-0.00072188+0.002283i,8.4245e-06+0.0026313i,0.00047194+0.0020404i,0.00055348+0.0013387i,0.00053435+0.0010514i,-0.0002309+0.0013666i,-0.00045888+0.0010354i,0.00012515+0.00017003i,0.00035134-0.00019156i,0.00020138-0.00033302i,0.00051044-0.00054897i,-6.1746e-05-0.00071117i,-0.0012109-0.00042719i,-0.00071301-0.00034773i,5.6354e-05-9.361e-05i,-0.00021398-3.4829e-05i,-0.00015961+0.00020564i,3.2138e-05+0.00034164i,0.00013694-0.0003448i,-0.00038202-0.00083463i,-0.0002388-0.00075047i,0.00010244-0.0006933i,-0.00032837-0.00010317i
-0.0017773+0.0025409i,-0.00082725+0.0014197i,1.6674e-05+8.8226e-05i,0.00077738+0.00012212i,0.0011611+0.00084652i,0.00067768+0.0012786i,0.00046902+0.00043856i,0.00039244+4.9216e-06i,0.00058742-6.4996e-06i,0.0014173-0.00032288i,0.00094248-0.00033297i,-0.00011448-0.00060397i,-0.00049133-8.2486e-05i,-0.0005459+0.00039358i,-0.00067758-5.7725e-05i,-0.00043954+5.8903e-05i,-5.3701e-05+0.00058442i,-0.00053831+0.00059366i,-0.00036266+9.1778e-05i,0.00051172-9.7514e-05i,0.00026112+5.2548e-05i,-0.00011887-0.00014775i,0.00040332-0.00034952i
0.0016965+0.00074123i,0.001429+0.00067904i,2.8455e-05+0.00056208i,-0.00099906+0.00043378i,-0.00065032+0.0013377i,0.00038662+0.0021957i,-5.2114e-05+0.0015971i,-0.00093923+0.00049418i,-0.00068961-0.00018838i,-0.0008641-0.00081985i,-0.0013068-0.00034034i,-0.00077441+0.00022778i,-0.00012918+0.00013689i,3.4156e-05+0.0002945i,8.915e-05+0.00054167i,-9.6037e-05+0.00054828i,1.552e-05-0.00010603i,0.00063705-0.00032255i,0.00023473+0.00025724i,-0.00020606+0.00092612i,0.00013614+0.00061989i,2.7833e-05-0.00022842i,-4.1348e-05-0.00037294i
0.00092305-0.0012086i,0.00033993-0.0014848i,-0.00061704-0.0004036i,-0.0017792+0.0014256i,-0.001156+0.001491i,7.1957e-05+0.0001248i,0.00018954-0.00021459i,0.00056978+0.00012285i,0.00037502-0.00034698i,-3.9534e-05-0.0014951i,0.00045482-0.0019321i,0.0013931-0.001297i,0.00091367-0.00011185i,-0.00037927-4.352e-05i,5.7758e-05-0.00076755i,0.0011031-0.00069027i,0.00065704-7.2441e-05i,-0.00030331+0.00011374i,-0.00063677+0.00020767i,-0.00068584+0.00033655i,-0.00090238+0.00037737i,-0.00030913+0.00040351i,-3.4675e-05+0.00042946i
-0.0028891+0.00060044i,-0.0032613+0.0018117i,-0.0030101+0.0025333i,-0.0019178+0.0020264i,-0.00060368+0.0023081i,0.0002751+0.0024555i,-3.2957e-05+0.0016311i,-0.00045876+0.00069338i,0.00022247+0.00074318i,0.00030622+0.00096687i,0.00029489+0.00061373i,0.00050959+0.00070557i,0.00052119-0.00012137i,3.5342e-05-0.00095516i,0.00023695-0.00027003i,-6.448e-05+0.00038113i,-0.00056286+0.00042193i,-0.00013873+0.00036173i,-0.00011668+0.0004998i,5.2674e-05+0.00098261i,0.00052768+0.00055352i,0.00018259+0.00019336i,0.00046005+0.00061966i
0.004696+0.0022824i,0.0051353+0.0015571i,0.0040328+0.0012283i,0.0015225+0.0010121i,-0.0001059+0.00054048i,-0.00032734+0.00038414i,0.00018972+0.00052385i,0.00024217+0.00064321i,6.5477e-05+0.00058122i,-5.2828e-05+0.00026164i,-0.000378-0.00026047i,-0.00066895-0.0009251i,-0.00068925-0.00062163i,-0.00034275+0.0003003i,-0.00051742+0.00023645i,-0.00026386-5.2799e-05i,0.000338-0.00023657i,-5.8632e-05-0.00029328i,-0.00065987+0.00053122i,-0.00052581+0.00067593i,0.00049073+0.00021786i,0.00049357+0.00039916i,-8.6288e-05+7.3536e-05i
-0.00011049-0.0013653i,0.00038127-0.0016836i,3.0327e-05-0.0022611i,-0.00094251-0.0013783i,-0.0012109-0.000158i,-0.00092053+2.1997e-05i,-0.00092769-5.7201e-05i,-0.00084441+0.00035215i,-0.00049914+0.00022874i,-4.9317e-05+2.6599e-05i,0.00010029+0.00040913i,-0.00020788+0.00013808i,-0.00064258+7.309e-05i,-0.0010931+0.00018574i,-0.0013654+0.00024569i,-0.0012859-0.00043544i,-0.00016892-0.00022747i,0.00066438+0.00032059i,0.00048528-0.00034289i,0.00042421-0.00027294i,0.00048247+0.00070766i,-3.1178e-05+0.0010379i,-0.00067359+0.00030637i
0.00036026+0.0011602i,-0.0017238+0.0011942i,-0.0018107+0.0011871i,-0.0019678+0.00024585i,-0.0014446+7.5406e-05i,-0.00036202+0.00094822i,-2.9421e-05+0.0011288i,-0.0003013+0.00074331i,-0.00093234-0.00051711i,-0.00089043-0.0013363i,0.00011718-0.00083683i,0.0002871-0.00040603i,-0.00027415-0.00066841i,0.00015733-0.00081412i,0.00032244-0.00046253i,0.00055454-0.00045771i,0.00063143+0.00024684i,-0.00017908+0.0006716i,-0.00087664+0.00034862i,-0.0010802-0.00066607i,-0.0007112-0.00067591i,-0.00073346+6.1693e-05i,-0.00081854-0.00027011i
-0.0017261+0.0011368i,-0.0014671+0.0013981i,-0.0015697+0.0014199i,-0.00078986+0.0018879i,-0.0005098+0.002134i,-0.00025875+0.0014293i,1.2398e-05+0.00065289i,0.00012811+0.00039115i,-0.00017367+0.00060297i,0.00020155+0.0010352i,0.000901+0.00079487i,0.001061+0.00050327i,0.001044+0.00091568i,0.00071211+0.00095353i,0.00023871+0.00019842i,-0.00019299-0.00051974i,0.00014479-0.00076549i,0.00027811-0.00041454i,0.00042973+1.6226e-05i,0.00063903-0.00020919i,0.00041078-0.00081128i,0.00061366-0.00047609i,0.00078168-0.00026959i
-0.00057415-0.00087076i,0.0007468-0.0007759i,0.00039651-0.00022554i,-0.00032607+0.00074931i,-0.00042554+0.0015513i,-0.00036836+0.0011217i,-0.00048959+1.2961e-05i,-0.00073864+0.00015968i,-0.00058807+0.00063341i,-0.00047475+0.00030791i,-0.00074932+6.8791e-05i,-0.0013006+0.00037964i,-0.001051+0.00074123i,0.00047189+5.2116e-05i,0.00042113+3.9801e-05i,-0.00064014-2.5792e-05i,-0.00068105-0.00055214i,-0.00054313+3.5829e-05i,-0.0010108+0.00054471i,-0.00082755-1.8764e-05i,-0.00011421-0.00036462i,0.00037393-0.00038695i,0.00031474-0.00037108i
-0.00024379-3.3811e-06i,-0.0010696-0.00018981i,-0.0011938-8.6863e-05i,-0.00054695-0.00038268i,-0.00043994-0.00040079i,-0.00022846-0.00054536i,0.00031775-0.00098723i,-0.00011681-0.0010366i,0.00021902-0.00090776i,0.0005522-0.00059668i,-0.00046857-0.00028593i,-0.0010999-0.00039365i,-0.00061633-0.00022588i,5.3705e-05+0.00011504i,-0.00043979+0.00060359i,-0.00097241+0.00048514i,-0.00035901+0.00010963i,9.0657e-05-3.7782e-05i,0.0004489-0.00016592i,0.00094238+0.00025403i,0.00017767+0.00040822i,-0.00033759-6.2027e-05i,0.00014001+0.00032504i
0.00046948+0.0033761i,0.00077672+0.001974i,0.0013102+0.001182i,0.00042568+0.00067756i,-0.00061585-0.00024351i,-0.00088284-0.00050192i,-0.0010327+0.00056907i,-0.00078867+0.00017484i,-0.00028044-0.00083128i,0.00024622-0.0010531i,0.00076631-0.00098801i,0.00082954-0.00046978i,-0.00018817+0.00022185i,-0.00098011+0.00054203i,-0.0010665-0.00015294i,-0.00044348-0.00075491i,-6.2199e-05-7.4277e-05i,-0.00073362+0.00027375i,-0.0008917+9.8552e-05i,-0.000683+0.00013172i,-0.00024136+6.1838e-06i,0.00054319+0.00013867i,0.00024916-0.00037394i
0.00045943+0.0027196i,0.001042+0.0019189i,0.00068835+0.0014604i,-0.00030166+0.0015156i,0.00019528+0.00081138i,0.00079314-0.00018817i,0.00073276-0.0001611i,0.00070491+6.7331e-05i,0.00092873-0.00086586i,0.0010135-0.0013598i,0.00072164-0.00092322i,0.00053839-0.00013729i,0.00027526-0.00010971i,-9.63e-07-0.00028279i,0.00029167+4.4139e-05i,0.0010085+0.00032786i,0.0006898+0.00024323i,-0.00014465+6.1728e-05i,0.00017966+0.0001681i,0.00036222+0.00044923i,0.00010095+0.00047707i,0.00046228+0.00069381i,0.00090472+0.00073572i
-0.00023868-0.0011507i,-0.0012737-0.00059181i,-0.0017412+0.0001447i,-0.0013397+0.00081061i,-0.0012935+0.0013367i,-0.0013537+0.00090811i,-0.0011538+0.00083974i,-0.00044021+0.00011301i,-7.0519e-05-0.00066358i,-0.00028269-0.00028228i,-0.00028924+0.00035066i,-0.00050962-3.803e-05i,-0.0010511-0.00046967i,-0.00082234-0.00053783i,0.00041413-0.00034382i,0.00085452-0.00019955i,0.00018686-0.00056585i,-0.00044112-6.4841e-05i,-0.00023903+0.00040255i,1.7084e-05-0.00024465i,-1.086e-07-0.00058503i,-0.00029736-0.000395i,-0.00082934+0.0003934i
0.0004829+0.00024671i,0.00073382+0.0013526i,-0.00048184+0.0011707i,-0.0013101+0.00084642i,-0.00034715+0.0016056i,0.00010298+0.0022079i,0.00024781+0.0018276i,7.7802e-05+0.0010606i,-0.00049086+0.00035568i,-0.00077601+0.00027846i,-0.0011036+0.00074338i,-0.00064418+0.00022285i,0.00056581-0.00030115i,0.00042703-0.0003309i,0.00024497+0.00018619i,-9.4559e-05+0.00033624i,-0.00043974-0.00025001i,0.0004059-0.0009204i,0.00084301-0.0010463i,0.00033663-0.0010796i,0.0004049-0.00052834i,0.00039373+0.00049429i,0.00025334+0.00084137i
-0.00019407+0.00098708i,0.00030092+0.00058248i,0.00078095+4.0629e-06i,8.1452e-05-8.2513e-05i,-0.0010444-5.1877e-05i,-0.0012922-8.0011e-05i,-0.0011173+0.00028574i,-0.00052429+0.00030205i,-0.00013938-1.1544e-05i,-0.00066943-2.2467e-05i,-0.00056017-9.8486e-05i,-0.00021184-0.00048949i,-0.0005494-0.00057855i,-0.00076896-0.00067534i,-0.0008007-0.00045626i,-0.00087007+5.6366e-05i,-0.0007052+5.0839e-06i,-7.172e-06+0.00020528i,0.00015935-0.00013625i,1.5378e-05-0.00035088i,3.6518e-05+0.0006254i,1.4277e-05+0.00085878i,0.00015747-0.00010767i
0.0031805-0.00092148i,0.0019124-0.0013487i,0.0012408-0.0024322i,-0.00022188-0.0033411i,-0.0010921-0.0022763i,-0.00085182-0.00024645i,-0.00015485+0.0006978i,0.00041657+0.0002779i,0.00082215-0.0011994i,0.00040274-0.0020698i,-0.00086889-0.0016736i,-0.00098067-0.00075808i,-0.00029747-0.00043241i,-6.2728e-05-0.0001524i,3.4126e-05-5.225e-05i,-0.00012961-0.00029668i,-0.00018536+0.00062179i,-9.3162e-05+0.0010138i,-1.2418e-05+0.00066587i,-0.00012584+0.00044542i,-0.00010292+0.00016554i,-0.000564+3.6644e-05i,-0.0011366-0.00018395i
0.00034549+0.001572i,-0.00024462+0.0010291i,-0.0013924-7.2466e-05i,-0.0031122-0.000483i,-0.0023404+0.00011166i,-0.00048358+0.00032754i,1.3321e-05-0.00013387i,0.00037247-0.00051702i,0.00055677-0.00058462i,0.00022552-0.00085384i,6.1023e-06-0.0010892i,-0.00066344-0.00050215i,-0.0012357+1.2144e-05i,-0.001186-0.00043121i,-0.0003789-0.00085646i,0.00089428-0.0006158i,0.00070422-0.00065164i,-0.00068113-0.0012389i,-0.00051423-0.0010995i,-0.00031781-0.00056248i,-0.00048653-0.00044174i,-5.8852e-05-0.00056864i,0.00032233-0.00068871i
-0.0012418+0.0017877i,-0.00046891+0.0013802i,0.00015316+0.00043735i,0.0006257+0.00068452i,0.00081441+0.00022134i,0.0012388-0.0010472i,0.00049878-0.00053182i,-0.00022333+0.00043095i,-0.00062691+0.00048396i,-0.00041084+0.00078211i,0.00027904+0.0011152i,0.0006338+0.00041789i,0.00073743-0.00021658i,0.001151+0.00039615i,0.001466+0.0011183i,0.00045902+0.00074235i,-6.5671e-05+0.00022376i,6.9024e-07+0.00011051i,-1.0732e-05-0.00023197i,-0.00052491-0.00028099i,-0.0006072-7.9231e-06i,-0.00065308-0.00048978i,-0.00057138-0.00095802i
-0.0027118+0.0027366i,-0.0010311+0.0023722i,-5.4398e-05+0.002776i,0.00043981+0.0022251i,0.00066906+0.0019103i,0.000439+0.0015223i,-0.00042826+0.00066965i,-0.0010524+0.00022596i,-0.00044286+0.0007776i,0.00011227+0.00078627i,-6.7862e-06-0.00018041i,0.00072305-0.0012898i,0.0014438-0.0010708i,0.0015826+2.665e-05i,0.0012906-0.00019021i,0.0010937-0.00089597i,0.0013417-5.5351e-05i,0.00104+4.5674e-05i,0.001227-0.0004932i,0.0011806+5.0953e-05i,0.00060419+0.00094906i,0.00045462+0.0013604i,0.00052455+0.00086844i
5.4303e-05+0.00026499i,-0.00046292+0.00050739i,-0.0011367+0.00035811i,-0.002207+0.0011954i,-0.0021266+0.0018708i,-0.00064942+0.0015673i,0.00024833+0.0012896i,0.00026391+3.2431e-05i,0.00046635-0.0012992i,0.0005435-0.00051709i,0.00094646+0.00040993i,0.0015281+0.00059925i,0.0012337+0.00076224i,3.7467e-05+0.0003258i,-0.00029421-2.522e-05i,-0.0002015-5.4405e-05i,-2.7975e-05+0.00069969i,0.00054168+0.0014618i,9.0741e-05+0.0014783i,-0.0005267+0.00071311i,-0.00046274+0.00013248i,-0.0002127+2.0499e-05i,-6.7879e-05+0.00045099i
7.3088e-05+0.0018337i,-3.5209e-06+0.0014429i,-0.00090048+0.00017086i,-0.0014332-0.00051515i,-0.00065764-0.00029483i,-0.00025159+0.00044665i,0.00021872+0.00048336i,0.00046286+0.0011257i,0.00040155+0.00167i,0.00024958+0.00057708i,-3.9273e-05+7.5522e-05i,-0.00039932+0.00013972i,-0.00022334+0.00012745i,0.00044598+0.00073599i,0.00023937+0.00045474i,-0.00026136-0.0001835i,-0.0004739-0.00022271i,-0.00041125-0.00027784i,-0.00054719-0.00034928i,-0.00026263-0.00014073i,-9.6351e-05+0.00052122i,2.2172e-05+0.00053269i,0.00069486+0.00026819i
0.0013282-0.00044311i,0.00069121+0.00037493i,-0.00034368+0.00079696i,-0.0010661+0.00014518i,-0.00079826+0.00016244i,-0.00075458+0.00048835i,-0.0011755+0.00012878i,-0.00084142-0.00053355i,-8.6634e-05-0.00025604i,0.00010755-0.00029144i,-8.1504e-05-0.00044599i,-0.00095121-0.00045997i,-0.0014115-0.0011653i,-0.00043857-0.00063016i,0.0012975+0.00030395i,0.0020159+1.0122e-05i,0.0015189-4.557e-05i,0.0011681+0.0002968i,0.00057191-6.1312e-05i,0.00069562-0.00037804i,0.00075233+0.00018534i,0.00038517+0.00015481i,0.00051692-0.00032938i
0.0005106+0.0021799i,0.0015871+0.0015153i,0.0014541-0.00022561i,-0.00032153-0.00018374i,-0.0014351+0.0011681i,-0.0018701+0.001649i,-0.0015676+0.0012852i,-0.00093018+0.00016841i,-0.00016306-0.0007616i,-0.00079123-0.00097619i,-0.0013529-0.0013242i,-0.00071124-0.00057545i,0.00041609+0.00020226i,0.0008635-1.8969e-05i,0.00020052+0.00038931i,-0.0002497+0.00091315i,0.00010313+0.00052874i,0.00031805+0.00021322i,0.00052754+7.2623e-05i,0.00039446+1.2573e-05i,-3.3475e-05-0.0001165i,0.00047645-0.00061167i,0.00012975-0.00012161i
0.0012578-0.00052756i,0.00090052+0.00030229i,0.00090314+0.00091182i,-3.897e-05+0.0005315i,-0.00023624+0.0007653i,0.0001668+0.00077229i,-0.00046473+0.00040786i,-4.6424e-05+0.00034986i,0.00071819-0.00029016i,0.00042678-0.00038438i,0.00024967-0.00040989i,0.00072186+0.00031754i,0.00057352+0.001222i,4.8732e-05+0.0010256i,0.00031204+4.8472e-05i,0.00044786-0.0010495i,3.1473e-05-0.0004783i,-0.00034768+0.00022809i,0.00018491+0.00037926i,0.00024934+0.00029688i,-0.00054219+8.1077e-05i,-0.0013659-9.4582e-05i,-0.001454+0.00021082i
0.0026989+0.00070274i,0.0012461-0.00075255i,-0.0011014-0.0011348i,-0.0024489-0.00038735i,-0.0026221+0.00029179i,-0.0016339+0.00027785i,-0.00032594+0.00020828i,0.0001197-0.00027699i,0.00038707-0.0010888i,0.0001618-0.00064815i,-6.6983e-05-0.00060722i,0.00010235-0.00086649i,-0.00062608-0.00021908i,-0.0012182-7.039e-05i,-0.00079169+7.4176e-05i,-0.00050456-0.00019718i,-0.00058409-0.00075916i,-0.00036921-0.00024663i,-0.001199-3.7548e-05i,-0.0012318-0.00084122i,-0.0010996-0.00075003i,-0.0011134-0.00044298i,-0.00061922-0.00076803i
-0.0019291-6.0142e-05i,-0.0020999-2.608e-05i,-0.0019579-0.00070115i,-0.0025082-0.00039162i,-0.002117+0.00063964i,-0.0016526+0.0011069i,-0.0010345+0.00088546i,-0.00013568+0.00032903i,2.1811e-05-1.5854e-05i,-0.00071344-0.00010936i,-0.0018692-0.00049011i,-0.0022308-0.00046035i,-0.0017507+0.00049054i,-0.001835+0.00081618i,-0.0014546+0.0010862i,-0.00090708+0.00066795i,-0.00043801-0.00037626i,0.0004047-0.0010012i,0.00061793+0.00010057i,4.8161e-05+0.00057829i,-0.00029747-5.0065e-05i,1.0273e-05-0.00025906i,0.00011992-0.00093925i
0.0018654-0.0027158i,0.0022472-0.0010918i,0.00052886-0.00032575i,-0.00077799+0.00076625i,-0.0010347+0.0013963i,-0.0011225+0.00082791i,-0.00049822-0.00012516i,0.00052505-0.00049196i,0.00022793+0.00024181i,-0.00030129+0.00041745i,-0.00052617+0.00033428i,-0.00046277+0.00033793i,-6.3105e-06+0.00023053i,0.0008665-7.2957e-05i,0.00058295-0.00077546i,0.0008726-0.00056187i,0.0013571+0.00046877i,0.00063176+0.00088254i,9.1333e-07+0.0002389i,9.4256e-05-0.00057688i,8.8856e-05-9.5917e-05i,-0.00012637+0.00096551i,0.00040178+0.00071603i
0.0016842+0.0018338i,0.00047871+0.0013351i,-0.00071215+0.00046727i,-0.0016432+0.00094907i,-0.0016699+0.0017045i,-0.0012977+0.0018064i,-0.00048305+0.0011227i,-4.1021e-05-6.1621e-05i,-0.00019739-0.00048574i,-0.00029946-4.6034e-05i,0.00010145+0.00085781i,0.00076455+0.00088541i,0.00062173+0.00058319i,-0.00013083+0.00082655i,-0.00023525+0.00022354i,-5.5289e-05+0.00067882i,-0.00026349+0.0013644i,-2.2275e-05+0.00093845i,-0.0001072+0.00048421i,-0.00068936+0.00020453i,-0.00081476-0.00027615i,-0.00031749-0.00027917i,-8.2902e-05+0.00039802i
-0.0044211+0.003238i,-0.002394+0.0034694i,-0.00060406+0.0031086i,-0.00028992+0.0016488i,0.00045272+0.00059232i,0.00078806+0.00040244i,0.00052307+0.00026532i,-1.4799e-05+0.00028409i,-8.3785e-05+0.00081611i,0.0002167+0.00045362i,0.00060957+0.00011791i,0.00069194+8.7096e-05i,0.0002509-0.00093371i,3.1419e-05-0.00061794i,-0.00040804+0.0001311i,-0.00050106-0.00032098i,-0.00019585+3.5717e-05i,-0.00023377+0.00027195i,0.00035497+0.00052465i,-5.8752e-05+0.0012247i,-0.0011585+0.00056071i,-0.00084046-0.00042834i,5.9717e-05-0.00076395i
0.0020054+0.00087447i,0.0020879+0.00093716i,0.00041113+0.000184i,-0.001374+0.00065091i,-0.0012733+0.0010748i,0.00016706+0.00017969i,0.0007513+4.6382e-05i,0.00053659+0.00017998i,-9.4138e-05-0.00011785i,-0.00021338-0.00021997i,-0.00033363-0.00035656i,-0.0010685-0.001102i,-0.0011042-0.0014221i,-0.00023494-0.00094881i,-8.8221e-05-0.00074135i,-0.00023009-0.00098225i,-8.4759e-05-0.00087451i,-0.00048212-0.00025449i,-0.00062475-0.00023566i,-0.00015547-0.00041733i,2.0083e-05-0.00033094i,-0.00026662-0.00035112i,0.00021474-2.9565e-05i
-0.00077488+0.0015483i,-0.00086692+0.00082846i,-0.0012529+0.0012442i,-0.0016237+0.001022i,-0.0015048+0.00077521i,-0.0011628+0.00033151i,-0.00057243-0.00016781i,-0.00045207-0.00033019i,-8.7717e-05-0.00045491i,7.1624e-05-0.0007627i,-0.00050147-0.00079683i,-4.3901e-05-0.00095739i,0.00039789-0.001556i,0.00061648-0.0014182i,0.00054234-0.00060839i,0.00037896-0.00050846i,0.00080464-0.00026864i,0.00048105-0.00052545i,3.6905e-05-0.00095883i,0.00010094-0.0005454i,0.00044436-0.0003722i,0.0010106+1.4163e-05i,0.0012345+0.00054754i
0.00061967-0.0012313i,0.0012254-0.00019359i,-0.00028839+0.00057181i,-0.0014092+0.00096385i,-0.0012451+0.0014864i,0.00016686+0.0015373i,0.0010388+0.0011951i,0.00047491+0.00096737i,-1.4179e-05+0.00011158i,-0.00039691-0.00051753i,-0.00071928-0.00012499i,-0.00054197+0.00036142i,0.00031955+0.00091776i,-3.8254e-05+0.00060209i,-0.0003337-0.00052827i,0.00059587-0.00029677i,0.0006773+0.000235i,0.00042781+0.00087371i,0.00084519+0.00064734i,0.00062175+0.00047913i,0.00025183+0.00094703i,0.00057467+2.3955e-05i,0.00011351+0.00037158i
-0.00015352+0.0039302i,0.00019788+0.0041915i,-0.00028492+0.0037404i,0.00020057+0.0032148i,0.0010546+0.0029103i,0.0012441+0.0021288i,-6.7025e-06+0.0014669i,-0.00068009+0.0010991i,-0.00021742+0.0010386i,0.00027011+0.0011299i,0.0009266+0.0020983i,0.00070931+0.0026273i,-5.9815e-05+0.0019852i,0.00034237+0.0011453i,0.00052668+0.0013123i,-0.00021189+0.0012998i,-0.00029302+0.00042927i,-0.00015753-0.00047536i,0.00013113-0.00064899i,-0.00017874-0.00019335i,-0.00077294+0.00069375i,-0.00081865+0.00086016i,-0.00061736+0.0006456i
-0.00065614+0.00027252i,-0.00078015-0.00064207i,-0.00047885-0.00011697i,-0.00062518+0.00013457i,-0.00026614-0.00022795i,-0.00010236-0.0006827i,-0.00023946-0.0006573i,0.00015401+0.00014049i,0.00067646+0.0010699i,0.00042143+0.00083311i,0.00031773-0.00030119i,0.00080187-0.00080594i,0.00018215-0.0011291i,-0.00084423-0.00090748i,-0.00062153-0.00025204i,-0.00014202-0.00050231i,-0.000518-0.00082227i,-0.0010708-0.00028008i,-0.00033945-0.00064431i,4.7602e-06-0.00035245i,-8.0042e-05+0.00015434i,0.00026587-0.00017053i,-0.00011207-5.1219e-05i
-0.0016449+0.00039572i,-0.001239-9.8534e-05i,-0.0021553-0.00082639i,-0.0025125-9.0267e-05i,-0.0012627+0.00069605i,0.00026543+0.00045083i,0.00013568+0.00040869i,-0.00045075-0.00035895i,-0.00060802-0.00070722i,-0.00082812+0.00019842i,-0.00023245+0.00017366i,0.00041782-0.00078255i,0.00044791-0.00046519i,0.00050082+0.00011631i,0.0003458-0.00019592i,0.00043979-0.00014373i,0.00036077-0.00023905i,-2.3553e-05-0.00081917i,-0.0001822-0.00062486i,-4.0263e-05-0.00020518i,7.9054e-05+0.0002269i,0.00014543+0.00013757i,-0.00032879-0.00013445i
0.00037402+0.0049911i,0.0008469+0.0044386i,0.0010739+0.0032974i,0.00083662+0.0017406i,-0.00035768+0.00065541i,-0.00046887+0.00068113i,-0.00034672+0.0010451i,-0.00056886+0.0010384i,0.00021701+0.00044888i,-1.4982e-06-8.3925e-05i,-0.00049876-0.00025487i,-0.00011159-0.00098884i,0.00058263-0.0014335i,0.00094705-0.0012985i,0.00033515-0.00099945i,-0.00034021+0.00032129i,-0.00019397+0.00098758i,-7.7997e-06+0.0002989i,-0.00050932+3.0147e-05i,-0.00031707+0.00032493i,0.00023624+0.00092538i,8.2694e-05+0.0013414i,0.00026268+0.00031941i
-0.00024871-0.00066596i,0.00086125+0.00031525i,0.00050855+0.0015001i,-0.0003709+0.0013181i,-0.00094776+0.000918i,9.306e-05+0.00061776i,0.00034218+0.0002016i,-0.0007269+0.00068558i,-0.001158+0.00069507i,-0.0004122+5.3408e-05i,0.00028328-5.7541e-05i,-0.00025187+0.00035273i,-0.00044285+0.0013623i,0.00061727+0.0013241i,0.0012762+0.00076548i,0.00025789+0.00079037i,-0.00040107+0.00099919i,0.00016575+0.00053851i,-4.4535e-05+0.0002872i,-0.00045669-0.00011891i,-0.00065743-0.00026132i,-0.00097897+0.00023905i,-0.00027997+0.00014225i
-0.0016288-0.00016194i,-0.0018942+8.3503e-05i,-0.0020933+0.00013099i,-0.0018545+0.0011626i,-0.0014025+0.002566i,-0.00072922+0.0023035i,-0.00017957+0.0012859i,-0.00027214+0.00052774i,-0.0015758+0.00017178i,-0.0014373+0.00082682i,-0.00037616+0.0014534i,-9.8284e-05+0.00096737i,-0.00014856+0.00050592i,-0.00014971+0.00052094i,-0.00015685+0.00077914i,-0.00071618+0.00079142i,-0.0012676-9.5455e-05i,-0.00067884-0.00050881i,-0.00025998-0.00032297i,-0.0001792-0.00049845i,1.6194e-05-0.00048249i,0.00027758-0.00014188i,0.00042664+4.6561e-05i
-0.0005689+0.0011341i,-2.1585e-05+0.0007027i,0.00048086+0.00058303i,1.1422e-05-0.00012362i,-0.0005584-0.0004868i,-0.00012396-6.8555e-05i,0.0012727+0.00042235i,0.001331+0.00055603i,0.00062489+0.00047096i,-0.00030648-0.00012285i,-0.0012658-0.00021395i,-0.00055562+0.00068216i,0.00042849+0.00047754i,0.00040237-0.00052618i,-0.00031579-0.00090163i,-0.0008203-0.00070834i,-0.0008501-4.8392e-07i,-0.00039291+0.00059639i,-0.00035385+0.00054221i,-0.00039082+0.00037567i,-8.9401e-05-0.00025497i,9.7633e-05-0.00024937i,-6.671e-05+0.00017223i
0.0011781+0.0001292i,0.001957-2.2156e-05i,0.0013087-0.00066832i,0.00023235-0.00038206i,-4.6451e-05+0.00087236i,0.00072651+0.00030517i,0.00094595-0.0013115i,0.0011516-0.0015567i,0.0014585-0.00075641i,0.00070583-0.00074415i,8.4475e-06-0.0015199i,0.00030472-0.00124i,0.00070377-0.00031705i,0.00029016+2.7161e-05i,6.1486e-05-1.3173e-06i,0.00097054-0.00047718i,0.00060262-0.00077464i,3.7559e-05-0.00061683i,-0.00019593-0.00027828i,-0.00029817+0.00032322i,0.00040815+0.00064698i,0.00029+0.00030631i,-0.00049931-0.00010174i
