1.1461e-05+0.0013952i,-0.00063297+0.00076065i,1.9613e-05+0.00014525i,0.00057405-0.00065018i,-0.00036375-0.00080745i,-0.0011075+9.6541e-05i,-0.00033931+0.00017565i,0.00097729+0.00013887i,0.0013183+0.00052394i,0.00095151+0.00031471i,0.00046642-0.00068137i,-0.00012086-0.00092348i,-0.00058626-0.00022539i,-0.00065207-0.00021643i,-0.00084102-0.00066406i,-0.00056932-0.00076027i,-5.2127e-06-0.00036642i,0.00049812-1.093e-05i,0.00062048+1.976e-05i,-7.3309e-05+0.00012659i,-0.00071862+0.00025841i,-0.00021098+0.00042584i,-3.0877e-05-8.6048e-05i
0.0014916-0.00097058i,0.0017372-0.00029172i,0.0012324-0.00048552i,0.00045335-0.00033503i,0.00024907+0.00024696i,0.00074866+0.00072405i,0.0010741+0.00032309i,0.00038065-0.00010756i,0.00011484+0.00051826i,0.0006063+0.00032263i,0.00029339-0.00052987i,0.00020915-0.00057932i,0.00067693+6.7886e-05i,6.0035e-05+1.4903e-05i,-0.001099-0.00023336i,-0.00090828+0.00029017i,-0.00031723+0.00066879i,-0.00069138+0.00061591i,-0.00038506+0.0003737i,0.00075354-0.00042679i,0.0015415-0.00010035i,0.0017391-7.1482e-05i,0.00099504-0.00024698i
0.0019193-0.00018491i,0.0023097-0.00027779i,0.00097587-0.0008208i,0.00011834-0.00030683i,0.00042281+0.00099673i,0.0011201+0.00074986i,0.0015546-2.55e-05i,0.0016164+0.00020642i,0.0012886+0.00017501i,0.00022579+0.00015498i,3.8747e-05+0.00069791i,0.00022643+0.0006395i,-0.00028528-0.00024868i,-0.00065943-0.00082205i,-0.00049007-0.0007329i,-0.00026982-2.1308e-05i,-0.00038841+0.00062452i,-0.00060702+0.00045478i,-0.00096465+0.00052826i,-0.00037179+0.00021703i,0.00054928-0.00067294i,0.0011844-0.0007837i,0.00054316-0.00063141i
-0.00074644-0.0006826i,-0.0014313-0.00038701i,-0.0008916-0.00015188i,0.00096387-0.00045142i,0.0022938-0.0011112i,0.0022506-0.0018654i,0.0017923-0.0023004i,0.0012601-0.0018192i,-3.217e-05-0.00058027i,-0.0002138+3.6747e-05i,0.00014018+0.00017357i,0.00016754+0.00027474i,0.00056524-0.00013711i,0.00073229-0.00018507i,0.00088486+0.0003242i,0.00079213+0.00017778i,0.0010359-0.00043055i,0.00055693+0.00026872i,-0.00081336+0.0008378i,-0.0011466-3.8911e-05i,-0.00067525-0.0006842i,0.00036021-0.00070384i,0.00086528-0.0004025i
-0.0017869+6.2262e-05i,-0.0015914+0.0014413i,-0.0011024+0.0023179i,-0.00017061+0.0023062i,-0.00023356+0.0014305i,0.0001273+0.00036083i,0.0003428-0.00082907i,0.00020217-0.0013054i,0.00046947-0.00055179i,0.0011769-4.6848e-05i,0.0011704-0.00038296i,0.00062124+3.0305e-05i,0.0010861-0.00010244i,0.0011719-0.0010395i,0.00028974-0.0011232i,0.00063305-0.0011242i,0.0010948-0.0012885i,0.00047106-0.0010068i,-0.00017738-0.00023437i,-0.00017237-0.00033155i,0.00011311-0.00027641i,-0.0004746-7.5374e-05i,-0.00073098+0.00010242i
-0.0014885-0.00077116i,-0.0016038+0.00019458i,-0.0015613+0.00013501i,-0.00089352-0.00061927i,5.2611e-05-0.00031884i,0.000519-0.00029806i,0.00021241-0.00053425i,-0.00023542-0.00072356i,-0.00010405-0.00012397i,5.9214e-05-8.2393e-05i,-0.00072706-0.00038309i,-0.0011137-0.00031299i,0.00036676-0.00031295i,0.0012828-0.00051058i,8.4122e-05-0.00037592i,-0.00058442+0.00025677i,4.0028e-05+6.1597e-05i,8.1013e-05-0.00054686i,0.00042024-0.00046411i,0.00077969-0.00048185i,0.00066904-0.00063094i,0.00075354-3.7777e-05i,0.00084344-6.007e-05i
-0.00017314-6.3442e-05i,-0.0011881-0.00068438i,-0.00059764-0.00083762i,0.00016429+9.9213e-05i,-2.9689e-05+0.0013874i,-2.2753e-05+0.002018i,0.00093736+0.00065628i,0.0013006-0.00085102i,0.00035912-0.0010471i,-0.0003838-0.00029503i,-0.00076232+0.00014806i,-0.0008675+0.00026849i,-0.00078731-0.00016112i,-0.0012267+4.246e-05i,-0.0010255-3.2651e-05i,0.00054709-0.00037503i,0.00069484+0.00042479i,0.00035734+0.00050701i,0.0002047+0.00029558i,-3.0826e-05-0.00039416i,-0.00021926-0.0011697i,0.00045882-0.0010768i,0.0010414-0.0005295i
0.00041029+0.0019181i,-2.5544e-05+0.0019098i,0.00073682+0.0010043i,0.00096009-3.0258e-05i,0.00097358-0.00042886i,0.0016069-9.4239e-07i,0.0017444+0.00028871i,0.00055959+0.00027919i,-0.001021+0.00042982i,-0.00062196+0.0002262i,-0.00018309-0.00029433i,-0.00023857-0.00049778i,-0.0003203-0.00022025i,-0.00042113-0.0005779i,0.00011489-0.00079957i,0.00025488-0.00042777i,-0.00045564-0.00028992i,-0.00043061-0.00021289i,-0.00039542+0.00015225i,-0.00049492+0.00010444i,0.00016517-0.0010594i,0.00053575-0.0011889i,0.00071864-0.00017085i
0.00031012+3.6418e-05i,-0.00018315-0.00010168i,5.4921e-05+0.00052828i,0.00063273-0.00028167i,0.00097902-0.00068083i,0.0017635-0.00016267i,0.0030124-0.00056789i,0.0023669-0.00024433i,0.0010697+0.00053211i,0.00039235+0.00052843i,8.6638e-06-4.0303e-05i,0.00010538+6.723e-06i,-0.00012388+0.00071335i,-1.3056e-05+0.00024377i,0.00030842-0.00084323i,-0.00030602-0.00044374i,-0.00071599+0.00033697i,-0.0004253-9.7759e-05i,-0.00028826-9.3448e-05i,-0.00049497+0.00010185i,-0.00057823+0.00054984i,-0.00066628+0.00072107i,-0.00022101+0.00039605i
-0.00014834+0.0010341i,1.59e-05+0.00049648i,0.00035375-0.00023627i,0.00088792-0.00050216i,0.0016676-0.00066835i,0.0021778-0.0012294i,0.0015268-0.0015632i,0.0011657-0.0017337i,0.0013351-0.0013077i,0.0010386-0.00044608i,0.00084758+4.4943e-05i,5.5518e-05-0.00020936i,-0.00097592-0.00020846i,-0.00082119-0.00086976i,-0.00020099-0.0015849i,-0.00024877-0.00089983i,-6.2221e-06-0.00024785i,0.00017623+0.0003261i,9.6093e-05+0.0006597i,0.00070624+0.00033252i,0.00072923+1.4916e-05i,-3.9648e-05+0.00022509i,-5.9851e-05+0.00074274i
-0.00079534+0.00092549i,-0.0012317+0.0012651i,-0.00035755+0.0011757i,0.00078678+0.00043378i,0.00053815+0.00023301i,0.0002944-0.00047327i,0.0010737-0.0011292i,0.00089687-0.00094266i,0.00016758-0.00087939i,0.00028604-0.0010607i,0.00047775-0.0010891i,0.00063918-0.0012111i,0.00059733-0.00094397i,0.0002926-0.00074488i,0.00018719-0.00092683i,0.00026231-0.00031663i,-0.00045958-3.6646e-05i,-0.00031917-0.00050468i,0.00026361-0.0007381i,0.0002494-0.0011076i,0.00023478-0.00073718i,-0.00048073+0.00057622i,-0.00062032+0.00094841i
0.00014881-9.1159e-06i,-0.00011853-0.00031746i,-0.001176-0.00022002i,-0.0018039+0.0008096i,-0.0013677+0.0017287i,-0.0004658+0.0016869i,-0.00010623+0.00070501i,0.00021406-0.00023501i,-0.00013697-0.00047933i,-0.00044388-0.00042136i,-6.8098e-05-0.00026969i,0.00043733+0.00034948i,0.00022754+0.00071589i,-0.00027947+0.00047669i,-0.00010295+0.00020271i,-3.5518e-05-0.00052544i,0.00031058-0.00038634i,0.00066143+0.00072172i,0.00031551+0.00017414i,0.00021823-0.00082732i,1.3797e-05-0.00076764i,-0.00068891-0.0002096i,-0.0010987-0.00022471i
-0.00044537-0.0009927i,-0.00086996+0.00062163i,-0.0013634+0.0012383i,-0.00064145+0.00094715i,0.00020378+0.0008858i,0.0013375+0.00052873i,0.0018369+0.00016183i,0.00079178-0.00052861i,-0.00016272-0.00054326i,-0.00013838+0.0004426i,3.9788e-05+0.0010405i,-0.00025435+0.00099081i,-0.00029817+0.00012623i,-0.00012563-0.0010176i,-0.00035754-0.0010197i,-0.00014526+0.00033427i,-2.9374e-05+0.00087482i,-0.00058703+5.9761e-05i,-0.00048657-0.00028485i,-0.00021126-0.00026099i,-1.2697e-05-0.001196i,-4.4969e-05-0.0013274i,0.00046066-0.0002009i
0.0012453-0.0013011i,0.00033981-0.00080432i,-0.0011764-0.00080298i,-0.00089556-0.00054412i,0.0003409+0.00085267i,0.0016978+0.0011319i,0.0025118+0.00057597i,0.0014969+1.5047e-05i,0.00079086-0.00054878i,0.00073039-0.00043413i,0.00073131-0.00044293i,0.00043862+2.9041e-05i,0.00014439+0.00033956i,0.00028758+0.00056392i,0.00047671+0.00058683i,0.00067177+0.00048463i,-0.0003298+0.00021315i,-0.00036227+0.00025547i,0.00054327+0.00058794i,0.00056529+0.00058376i,0.00020657+0.00050765i,2.9338e-05-4.9156e-05i,0.00087619-0.00071392i
-0.00052354+0.0018086i,-0.00057804+0.0011708i,5.6891e-05+0.00084541i,0.0008698+0.00090292i,0.0016923+0.00036617i,0.0022418-0.0005653i,0.0020366-0.001666i,0.0010377-0.0022775i,0.0003391-0.001348i,0.00038435-0.00081924i,0.00034124-0.0012821i,0.00087072-0.0012221i,0.00093891-0.0012986i,0.00025536-0.00071846i,-0.0003745-0.00087412i,-0.00067261-0.001248i,-0.0010457-0.00036289i,-0.00076796+0.00063791i,-0.00022128+8.3723e-05i,0.00035573+4.1614e-05i,0.00076698+1.393e-05i,0.00025233+0.00040779i,-1.3383e-05+0.00093657i
-0.00094078-0.00049013i,-2.5714e-06-0.00068768i,0.00032813-0.00084837i,0.00046957-0.00065519i,0.0002611-0.00078234i,-9.4753e-05-0.00072074i,0.00084072-0.00067965i,0.00088124-0.0017848i,0.00037585-0.0013535i,5.2108e-05-0.00025338i,-0.00060368-0.00066342i,-0.00027923-0.00066498i,-0.00023383+2.8194e-05i,-0.00076091+0.00016043i,-0.00041285-6.388e-05i,-0.00049901-0.00033594i,-0.00083178-8.1135e-05i,0.00012741+3.979e-05i,0.00072465+0.00026878i,0.00073923+0.00036135i,0.00096165-8.1832e-05i,0.00033187-0.00073475i,0.00022954-0.0010993i
0.0003862+0.00011439i,-0.00034888-0.00016399i,-0.0014631-0.00081756i,-0.0012349-0.00054623i,-0.00051735+0.00015709i,0.00042124+0.00045341i,0.00089338-0.00056126i,0.00026987-0.0012638i,-0.00058821-0.0010517i,-0.00020272-0.00035956i,0.00051195-4.3058e-05i,-3.7112e-05-0.0002892i,-0.00048931-0.00047659i,-0.0002702-0.000515i,-0.00024887-0.00035193i,-0.00089395-0.00045279i,-0.0011955-0.00053897i,-0.00052271-0.00063409i,-0.000232-0.00071358i,-0.00022064-0.00032445i,0.00046442+6.0828e-06i,0.0011392-6.6152e-05i,0.00078872-0.00055326i
-0.00022388-0.00017667i,-3.6022e-06-0.00018899i,-0.00045671+0.00022389i,-0.001631+0.00088264i,-0.0015447+0.00088015i,-0.0004993+0.0012047i,0.00068984+0.0012173i,0.00094314+0.0003061i,0.00015642-0.00087187i,-0.00012571-0.0012545i,-0.00025967-0.00077889i,-0.00025803+4.6688e-05i,-0.00025891+0.00092155i,-0.00017429+0.00061509i,-0.0004326-0.00035846i,-0.00055409-0.0013046i,0.00012494-0.0020207i,0.00013394-0.0014646i,-0.00020789-0.00089997i,6.164e-06-0.00092047i,-0.00012278-0.00056359i,2.4654e-05-0.00024282i,0.00036589+0.00019366i
-0.00074471+0.00026459i,-0.00096143+6.4214e-05i,-0.0014088-5.9204e-05i,-0.002776-0.00032227i,-0.0023274-0.00064011i,-1.4646e-05-0.00039476i,0.0017109-0.00022677i,0.0018614-0.00031267i,0.00086552-0.00012296i,0.00024167-0.00017302i,9.3659e-06+0.00012343i,-0.00058173+0.00011443i,-0.0005293-0.00027864i,-0.00038057-0.00034518i,-0.0012587-0.00032204i,-0.00095987-0.0003944i,-0.00026439-0.00050767i,-0.00019511-0.00041129i,6.817e-06-0.00028697i,0.0004288-0.00039706i,0.00075244-7.1364e-05i,0.0001874+0.00025919i,-0.00015366+4.5144e-08i
0.0012927+8.0707e-05i,-0.00040849+0.00076295i,-0.0014973+0.00058185i,-0.00089904+0.00023452i,0.00063019+1.6048e-05i,0.0014567-0.00061319i,0.0021223-0.00096834i,0.0022211-0.00084082i,0.0017816-6.3519e-05i,0.0011735+0.00073289i,0.00054024+0.0013584i,-0.00030519+0.0014408i,-0.0010182+0.00044434i,-0.0009377+2.492e-05i,-0.00094269+0.00026817i,-0.00097154+8.3526e-05i,-0.00069897-0.00049851i,-3.4545e-05-0.00092589i,0.00053386-0.00045103i,0.00020062-5.7674e-05i,-0.00034063+0.0004971i,-0.00045354+0.00058795i,-0.00043132+0.00047552i
0.0025264+0.0031598i,0.0023396+0.0022944i,0.0026995+0.0012818i,0.0017502-1.9849e-05i,0.0015459-0.00073413i,0.0018334-0.00032289i,0.0011887-0.00036918i,0.00039417-0.0014279i,8.5195e-05-0.001399i,-0.00020875-0.00075484i,-0.00019304-0.00060654i,-0.00060418+0.00020265i,-0.00074386+0.00011539i,-0.0012992-0.0011905i,-0.0020661-0.0021987i,-0.0015102-0.0024277i,-0.00099001-0.0014866i,-0.00034739-0.0004861i,0.00055293-0.00036361i,0.00043513+0.00035767i,-0.00020906+0.00048503i,-0.00023186-0.00011481i,4.6609e-05-0.00055083i
0.00096711+0.0015861i,0.00053598-0.00013977i,-0.0008517-0.0020424i,-0.00084695-0.0014296i,-0.00051231+0.00020228i,3.105e-05+0.00038288i,0.0011749-0.0011921i,0.0011456-0.0019826i,-0.00039562-0.0014026i,-0.0013659-0.00093076i,-0.00097207-0.00034939i,-0.00033847-7.9059e-06i,0.00066072-0.00023602i,9.2284e-05-0.00054943i,-0.00054998-0.00047894i,-3.751e-05-0.00082616i,1.7708e-05-0.00039581i,-0.00044361-0.00040709i,0.00013485-0.00050677i,0.0003792+0.00069451i,-0.00026491+0.00034741i,-0.00035385-0.00033372i,0.00019184-0.00023306i
-0.00041842+0.0011992i,-0.00047239+0.0015011i,-0.00067573+0.00029979i,-0.00049724-0.00051798i,0.00020975-0.00017469i,0.00071297+0.00040454i,0.00034506-6.1189e-05i,-0.00058227-0.00035961i,-0.0012231-0.00067593i,-0.0011064-0.00055041i,-0.00028266-0.00031395i,0.00046766+6.8379e-05i,-0.00048728-5.8527e-05i,-0.0014273-0.00013407i,-0.00086486+0.00011515i,-5.5892e-05-0.0003316i,-6.0256e-05-0.00046984i,0.0002054-0.00069635i,0.00083478-0.00084959i,0.00044837-0.00048412i,0.00052105-0.00057682i,0.0010476-0.00060639i,0.00080253-0.00057385i
0.00097412+0.0017429i,0.00036266+0.0016795i,0.0007107+0.00044369i,0.00099712+0.00017293i,0.0015952-0.00028186i,0.0017689+0.0001815i,0.00085434+0.0003662i,0.0010037+0.00025948i,0.00053508+0.00078461i,-0.00041801+6.4211e-05i,-0.00055762-0.0002326i,-0.00033199-3.831e-05i,-0.00040455-0.001415i,-0.00047315-0.0024415i,-0.0007297-0.0016407i,-0.00063114-0.0012204i,-0.00052184-0.00073283i,-0.00094929-0.0004808i,-0.0015341-1.389e-05i,-0.0016147+8.8384e-05i,-0.00062043+5.2432e-05i,4.4497e-05-0.00021783i,6.0151e-05-0.00051091i
-0.0003979-0.00079047i,-0.0010845-0.00053728i,-0.00086913+0.00022851i,-0.00015695+0.0011715i,0.0010473+0.0013375i,0.0020343+0.00038594i,0.0034842-0.0011404i,0.0037008-0.0013941i,0.0020527-0.00041335i,0.00097331-7.5306e-07i,0.00078615+0.00028958i,0.00081114-7.595e-06i,0.00024365-0.00021405i,-1.0931e-05-0.00019218i,-5.3941e-05-0.00016221i,-0.00016894+8.7161e-05i,-0.00041348+5.1104e-05i,-0.00064078-1.2827e-05i,-0.0006026-6.0223e-06i,9.205e-06+0.00032734i,8.2279e-05+9.7864e-05i,-0.00021684-0.00054781i,-3.3982e-06-0.00022349i
0.00032011-0.00016412i,0.00025374-0.00090537i,-0.00032743-0.00079523i,-0.0015545-0.00037042i,-0.0021731-0.00049336i,-0.00061018-0.00045145i,0.0010805-0.0012499i,0.001445-0.0016167i,0.00096199-0.0014039i,0.00067982-0.00094066i,0.00016956-0.00020266i,6.6109e-05+0.00038474i,0.00032278+0.0011864i,0.00061265+0.00094531i,0.00034245+0.00058257i,-0.00082685+0.00033359i,-0.0012192-0.00038004i,-0.00088537-0.00092881i,-0.00066931-0.00061573i,-0.0003547+0.00017077i,0.00035952-0.00019848i,0.00072778-0.0010996i,0.00044106-0.0006232i
3.9144e-05-0.00093767i,-0.001104-0.00096704i,-0.00095915-0.00074776i,-0.00034298-0.00059079i,4.7145e-05-5.4662e-05i,-0.0003077+8.665e-06i,-0.00042525-0.0013238i,-4.7552e-05-0.0024839i,0.00025259-0.001408i,0.00032673-0.00062098i,-0.00015485-0.00074704i,-0.00080469-2.0952e-06i,-0.00078915+0.00050511i,-0.00019887-0.0001314i,-0.00024452-0.00093827i,-0.00098016-0.0010997i,-0.00036883-0.0011675i,0.00047254-0.00067271i,-9.6177e-05+0.0002017i,-3.2229e-05+0.00062364i,0.00076637+0.00098317i,0.0014907+0.00073108i,0.0012437+0.00058034i
0.00099518+0.0010104i,0.001365+0.0010508i,0.0023302+0.00098366i,0.0021173+0.00061642i,0.0013345+0.00055998i,0.00095303+0.0004993i,-5.8988e-05-0.00021181i,-0.00080641-0.00070574i,-0.00099436-0.00053515i,-0.00046231-0.00088501i,0.00023224-0.00089581i,-7.8358e-05+0.0002318i,-0.00081369+0.00033671i,-0.0011666-0.00035044i,-0.0011766-0.00048929i,-0.00086107-0.00081591i,-0.00054787-0.00069201i,-0.0001972-0.00053204i,-0.00029493-0.00050947i,-0.00046555-0.00018348i,-0.00066638+0.0002298i,-0.00094593-2.6483e-06i,-0.00016466-0.00048088i
-0.00026867-0.0019426i,-1.792e-05-0.00089173i,-0.0013126-0.0001116i,-0.001753-0.00057348i,-0.00072675-0.00045256i,0.00048551+2.3268e-05i,0.0012509+0.00043437i,0.0012913+0.00071651i,0.00046423+0.001111i,-1.3321e-05+0.0015003i,9.8761e-05+0.0010457i,0.00014072+0.00052933i,-0.00052347+0.00014904i,-0.00084592-0.00057572i,-0.0003403-0.00054563i,2.3102e-05-0.00010832i,-5.6366e-05+5.459e-05i,0.00013792+8.6634e-05i,0.00030064+6.6795e-05i,-0.00015961-0.00041526i,0.00029317-6.7022e-05i,0.00096083+0.00088355i,0.0006075+0.0012333i
0.00030884-0.00068421i,-0.00084049-0.00052289i,-0.0016284-0.00071187i,-0.001264-0.00048138i,-0.00054742-0.00013446i,0.0010528+0.00087428i,0.0024879+0.0014912i,0.0030244+0.0011984i,0.0019287+0.00032834i,0.000592-2.1328e-05i,0.0002179+0.00020462i,0.00033853+0.0010496i,0.00058675+0.0003146i,0.0010515-0.00099367i,0.0002041-0.0008499i,-0.00045222-0.00058297i,-0.0002687-0.00028851i,-0.00038745-0.00084111i,0.0003367-0.0011065i,0.0010512-0.00058931i,0.001074-0.00029564i,0.00050297+5.4427e-06i,-5.3843e-05+0.00040975i
0.0010986-0.0010383i,0.00064282-0.00073212i,0.00060274-0.00036359i,0.00079453+3.8712e-05i,0.00038703+0.00017568i,0.00070496-0.00012017i,0.0020797-0.0011066i,0.0026567-0.0015821i,0.0014858-0.00048166i,0.00048958+0.00027743i,6.6764e-06-0.00053862i,0.00031022-0.0012362i,0.00067368-0.0011475i,0.00029206-0.00086615i,-0.00038326-0.0002591i,-0.00037132-0.00017572i,-5.5645e-05-0.00029156i,0.00035979-0.00016943i,0.00049664-0.00088793i,-9.8637e-05-0.00047193i,-6.4878e-06+0.00033086i,-0.00023874+0.00077269i,-0.00076095+0.00014288i
-0.00015344-0.00030284i,-0.0012588-9.2176e-05i,-0.0018073-0.00046623i,-0.001112-0.00011954i,-0.00024434+0.00049956i,0.00085186+0.0002063i,0.0010989-0.0012402i,0.00041526-0.0025191i,-0.00036408-0.0015323i,-0.00072643-0.00017284i,-0.00053443+0.00019353i,-0.00079064+0.00020824i,-0.00066609-0.00040274i,5.8772e-05-0.00089857i,-0.00010677-0.00083308i,-7.9114e-05-0.00048543i,0.00038742-4.6462e-05i,0.00042654+9.1818e-05i,0.00073275-7.2459e-05i,0.00044053-0.00027904i,-0.00050304-0.00037396i,-0.00058503-0.00048009i,-0.00062999-0.00010485i
4.5092e-05+4.9932e-05i,0.00023121-0.00011307i,0.00011922-0.00019584i,-0.00066073+0.00022486i,-0.00012786-0.00028548i,0.0011793-0.0008414i,0.000518-0.00070533i,-0.0010095-0.00084788i,-0.00097846-0.0013254i,-0.00021499-0.00062404i,8.9944e-05+0.00015223i,-0.00078348+5.5257e-05i,-0.0010805+0.00013034i,-0.00064301+0.00025171i,-0.00031049-0.00044404i,-0.00042023-0.00090299i,6.7009e-05-0.00084387i,0.00060248-0.00092224i,-0.00012813-0.00015348i,-0.00031613-1.8747e-06i,0.000205+0.0001537i,0.00026269+0.00045882i,1.9487e-06+0.00019878i
0.0013509+0.00051631i,0.00064282+0.00042428i,0.00095129-0.00053731i,0.00087783-0.0010905i,0.00048759-0.00044621i,0.0012705+0.00041535i,0.0014961+0.00049429i,0.00029613+0.00048479i,-0.00037396+0.00056109i,-0.00013229+0.00084843i,1.6305e-06+0.0011182i,8.8969e-05+0.00063098i,0.00016349+0.00034546i,-9.635e-05-0.0001224i,-0.00049207-0.00027775i,-0.0011324+5.8312e-05i,-0.00076446+0.00034116i,0.0005564+0.00037605i,0.0005255+0.00075247i,0.00064793+0.00079597i,0.0012436+0.00065605i,0.00056575+0.00016707i,0.00025269-0.0001811i
-0.00031889+0.001613i,0.0011028+0.0017595i,0.0020647+0.0012057i,0.001314+0.00084632i,0.0004129+0.0008422i,0.0013676+0.00041701i,0.0016175+0.00042153i,0.00047096+0.000463i,0.00049058+0.00056039i,0.00073807+0.00069147i,-0.00017098-0.00013771i,-0.00088848-0.00052792i,-0.0007729-0.0013711i,-0.00011817-0.0018125i,0.00040406-0.00092532i,0.0001347-0.00038004i,4.9094e-05-0.00039201i,0.00013425-6.3075e-05i,-0.00016664+0.00071923i,-0.00047724-3.0329e-05i,-0.00019962-0.00020037i,-0.00016604+0.00062551i,-0.00018209+0.00078527i
0.00057576-0.00080887i,-0.00024907-0.00072744i,-0.00089868-0.00067748i,-0.0011552-0.00061764i,-0.00089492-0.00070597i,0.00030838+0.00038698i,0.0021122+0.00081331i,0.0021597-2.2104e-05i,0.0008011-0.00055572i,-0.00031571-0.0004649i,-0.00042078-0.0002645i,-0.00044114+0.00023229i,-0.00020885+0.0002962i,-0.00011374-0.00050053i,-0.00018425-3.8312e-05i,-0.00032582+0.00034191i,-0.00058617+8.5536e-05i,-0.00020151+7.8379e-05i,0.00052745+3.5134e-05i,0.0007187-0.00084982i,0.00082286-0.00083869i,0.00096166+0.00029086i,0.00060899+0.00034655i
-0.00013268-0.001883i,-0.0006691-0.0023409i,-0.00031494-0.001664i,-0.00018097-0.0010305i,0.00010994-0.00073104i,0.0014953-0.00058161i,0.0023883-0.00084528i,0.0017779-0.0012621i,0.00063921-0.001687i,0.00011755-0.0015208i,-0.00023915-0.00086475i,-0.00072859-0.0005643i,-0.00070007-0.00024528i,0.00012939-0.00052156i,0.00014484-0.0008682i,0.00058179-0.0011746i,0.00073565-0.00086046i,-0.00033439+6.7124e-05i,-0.00042736-8.3267e-05i,-9.4048e-05-0.00048407i,0.00029926+0.00018386i,9.7018e-05+0.00033709i,0.0001351-9.7567e-05i
-0.001545+0.0011632i,-0.0001043+0.0018007i,-0.00019557+0.0014411i,-0.00079427+8.2237e-05i,0.00036129-0.00023665i,0.0010989-0.00017559i,0.00050762-0.00080355i,-0.00041037-0.0012698i,-0.00085354-0.0013178i,-0.00079546-0.0014454i,-0.00034292-0.0011622i,3.149e-05-0.00089704i,0.00037453-0.00050403i,-9.3964e-05-0.00084157i,-0.00077641-0.0013405i,-0.00095902-0.00085612i,-0.00056234-0.00040295i,0.00036691-0.00031218i,0.00070855-0.00090781i,0.00071935-0.001399i,0.00098744-0.0010726i,0.0010023-0.0005916i,0.00029669-0.00080632i
-0.00031346+0.0021074i,0.00040815+0.001452i,0.001129+0.0016677i,0.0018845+0.0012583i,0.0018543+0.00058429i,0.00041904-0.00055196i,-0.00049347-0.001023i,-0.0005477-1.6811e-05i,-0.00022534+0.00065303i,0.00048187+0.00066422i,0.0010845-0.00014573i,0.00057435-0.0010162i,-0.00060737-0.0011505i,-0.00107-0.0014018i,-0.0011066-0.0010992i,-0.0011004-0.0013381i,-0.00063586-0.0018294i,9.9706e-05-0.00099264i,0.00019935-0.00018293i,0.0001518-0.00021949i,0.00075839-0.00027676i,0.00079428+0.00034786i,0.00035806-0.00010395i
-0.00015416-0.0011842i,0.0004692-0.0021791i,0.00039245-0.0013323i,0.00032828+5.9334e-05i,0.0015979+0.0004766i,0.0023186+0.00049848i,0.0023767-0.00018454i,0.0019699+0.00018756i,0.001379+0.0005772i,0.0014843+6.8173e-05i,0.0012874+4.2063e-05i,0.0005716-0.00068682i,-1.6868e-05-0.00095085i,-0.00027347-0.00085744i,0.00018638-0.000891i,-6.6004e-05-0.00065045i,-9.2352e-05-0.00043874i,0.00013132-0.00010807i,0.00024646-8.2576e-05i,-0.00025104-4.78e-05i,-0.0010021+0.00040019i,-0.00063289+0.00034897i,-0.00013715-0.00031041i
-0.00054797+0.00079572i,4.0517e-05+0.00094108i,-7.3876e-05+0.00068692i,-0.00088697+0.00010272i,-0.00029047-0.00040527i,0.00074429-0.00057029i,0.0014006-0.0011093i,0.0020026-0.0013568i,0.00094421-0.0013185i,0.00041428-0.0015722i,0.00060679-0.00099535i,0.00017873-0.00023794i,0.00085424-9.2969e-05i,0.0011924-0.00041749i,7.0345e-05-0.00038667i,-0.00032424-0.00016074i,-0.00038516-5.719e-05i,0.00048134-0.00015173i,0.00085995-0.00026983i,-0.00011032-0.00037209i,-0.00083525+0.00068168i,-0.00015975+0.0011333i,0.00054031+0.00071608i
3.2835e-05+0.0016571i,0.00082731+0.001928i,0.0011984+0.0016459i,0.0015101+0.0011802i,0.0010348+0.00080638i,0.00026671+0.00057677i,0.00050292-0.00022545i,0.00075916-0.00092485i,0.00068218-0.0008109i,0.00022247-0.00015209i,9.5619e-05+0.00065668i,6.0429e-05+0.00043316i,0.00039183-0.00017985i,0.00058607-0.00033599i,-0.00028646-0.0006509i,9.6798e-05-0.00014389i,0.00065691+0.0002851i,0.00017119-0.0001676i,0.00029764-0.00057231i,0.00043902-0.0003245i,5.6937e-06+0.00010051i,-0.00019293+0.00053458i,-1.1445e-05+0.00032419i
0.0004309-0.002814i,0.00014667-0.0022792i,-0.00054245-0.0016025i,-0.0013251-0.0012977i,-0.00079801-0.001007i,0.00074583-0.00054893i,0.0018195-6.0471e-05i,0.0017636-0.00038457i,0.00048707-0.00064022i,-0.0003806-9.8365e-05i,-0.00051687-9.0836e-05i,-0.00074124-0.00035113i,0.00023135+0.00020153i,8.2275e-05+0.00077397i,-0.00073604+0.00069263i,-0.00022926+0.00039695i,-0.00025765+5.8412e-05i,-0.00065067-0.000163i,-0.00010292+0.00026623i,0.00034715+0.00032506i,0.001315+1.7462e-05i,0.0017873+3.2891e-06i,0.0010843-6.0554e-05i
