-0.0012638+0.00044156i,-0.00020663-0.00045193i,-0.00052215+0.00024354i,0.00016886+0.00046404i,-3.4344e-05+0.00021771i,-0.00097457-1.6103e-05i,-0.00097864+0.0010694i,-0.00052033+0.0017499i,-0.00017408+0.0011296i,0.00025273-0.00044486i,0.00026401-0.0010866i,0.00032617-0.00080993i,0.00011722-0.0015862i,-0.00090486-0.0015415i,-0.0010957-0.00027034i,-8.0756e-05+0.00032112i,0.00030052+0.00038198i,-0.00030278+0.00045252i,-0.00085157+8.0889e-05i,-0.0005603-0.00087548i,-0.0001376-0.00081772i,-0.00029415-0.0002925i,-0.00055684-0.00026657i
0.0042835-0.0017539i,0.0038808-0.0042712i,0.0010449-0.0046721i,-0.00085554-0.0026167i,-0.0013368-0.0011438i,-0.0018794-0.0019864i,-0.0029853-0.0029376i,-0.0042634-0.0031923i,-0.0030377-0.003174i,-0.00068462-0.0017844i,-0.00050707-0.00082977i,-0.00095607-0.00060098i,-0.0004662-2.6987e-05i,0.00056459+2.8684e-05i,0.00053892+0.0003617i,0.00012647+0.00057557i,0.00027168-4.8637e-05i,0.00053614-0.00083189i,0.00084479-0.00050719i,0.0010813+0.0001781i,0.0011157+0.00048722i,0.00037757+0.00081177i,-0.00030216+0.00061717i
0.00059261+0.0025616i,-0.0010923+0.0037809i,-0.0011592+0.0034516i,-0.00037101+0.0027959i,9.1979e-05+0.0012732i,-0.00064313+0.00040247i,-0.0018115+0.0014087i,-0.0030843+0.0016272i,-0.0030763+0.0011042i,-0.0016929+0.00047924i,-0.00053233+0.00046217i,0.00011792+0.00095005i,0.00059457+0.00024505i,0.0012334-0.00026503i,0.0005778-0.00039081i,1.4193e-05-0.00082658i,0.00023418-0.00080775i,0.00062596-0.00069315i,0.001086-3.0573e-05i,0.0012606+0.00079532i,0.00080758+0.00083006i,-0.00010732+0.00020546i,-0.00036024-0.0005135i
-0.0017094-0.0043669i,-0.00045296-0.0046787i,0.00021483-0.0042194i,0.00087245-0.0031461i,0.00094649-0.0012263i,0.0012467+0.0004526i,0.0017389+0.0022778i,0.0012378+0.0037582i,-0.00028802+0.0032044i,-0.0011308+0.0016081i,-0.00073253+0.00083422i,0.00023975-0.00023952i,0.0014741-0.00071458i,0.0015215-0.00037836i,0.00053533-0.00026398i,-0.00041762+0.00016854i,-0.0006923-6.3291e-05i,0.00042311-8.3044e-05i,0.00093712+0.00085579i,0.00050745+0.00074811i,0.00014132+5.8199e-05i,-0.00055256-0.00038347i,-0.00067153-0.00045548i
-0.0013424-0.0025693i,-0.0011565-0.0032241i,0.00090257-0.0020353i,0.0023797-0.00056335i,0.0031845-0.00053281i,0.003079-7.9902e-05i,0.0020615+0.00042247i,0.0019852+0.0018549i,0.0017041+0.0025098i,0.00047074+0.00086181i,4.8373e-07+0.00053035i,0.00026535+0.00087141i,-0.00037262-0.00013493i,-0.0015354-0.00060164i,-0.0019222-0.00035974i,-0.0010342-0.00017345i,0.00058977+0.0003138i,0.00077698+0.0006418i,4.4254e-05+0.00013039i,0.00050539-0.0008742i,-0.00013784-0.00049496i,-0.0010732-0.00013948i,-0.00015967-0.00033089i
0.0027581+0.0051233i,0.0033978+0.0056886i,0.0021469+0.0049961i,0.0010404+0.0026495i,0.0013821-0.00076396i,0.001472-0.0026561i,0.0021358-0.0024387i,0.0034941-0.0021889i,0.002796-0.0024106i,0.00024387-0.0018466i,-0.0016054-0.00083689i,-0.00098383-0.0003762i,-0.00011093+7.791e-05i,-0.0014062+0.0004605i,-0.0021776+0.00049968i,-0.0014233+0.00014131i,-0.00033258+2.59e-05i,0.0007957+0.00036213i,0.0010138+0.00022628i,0.00071839-0.00037957i,0.0011391-0.00081462i,0.00103-0.00044244i,0.00029414+0.00033343i
-0.00021036+0.0011002i,0.00046721+0.00036101i,0.0015576+0.0002611i,0.0013373+0.00042755i,0.0011211-0.00096025i,0.00061788-0.0028362i,0.00013715-0.0033786i,0.00068838-0.003756i,0.0012083-0.0031922i,0.0012868-0.0017645i,0.00087272-0.0005903i,4.2738e-05-0.00034776i,-0.00065232-6.409e-05i,-0.00079131+0.00061556i,-0.00010867+0.00053622i,0.00022579+0.00036458i,0.00026776+0.00048596i,-9.2225e-05+0.00015534i,-0.00043166-0.0004326i,-0.00024292-0.00051669i,-0.00018308-0.00035775i,0.00012439+0.00036125i,0.0002184+0.00065042i
-0.0041061+0.0016399i,-0.0046424+0.0037275i,-0.0030035+0.005419i,-8.7702e-05+0.0045034i,0.0017014+0.0011316i,0.00094888-0.0017469i,-0.001389-0.0031719i,-0.0021345-0.0042214i,-0.001258-0.0035289i,-0.00041495-0.002142i,0.0001815-0.0018944i,0.00056322-0.0023348i,0.0012403-0.0014338i,0.0014743+1.8291e-05i,0.00083986+0.00043996i,0.00089357-0.00029387i,0.00091729-0.00079774i,0.0003063-0.00031289i,2.5585e-05+0.00058049i,-0.00025015+0.00055825i,-0.00030726+0.00049831i,-0.00064307+0.00071354i,-0.00048848+4.4237e-05i
0.002107-0.00027284i,0.0029793-0.00085195i,0.0034052-0.00022427i,0.0036104-0.00089528i,0.002115-0.0013945i,-0.00024049-0.00096576i,-0.0015607+0.00041019i,-0.0032951+0.00080292i,-0.0037223+0.00029107i,-0.0026722-3.4477e-06i,-0.001729+0.00026321i,-0.00054944+0.00019968i,0.00068069-7.1773e-05i,0.00063566-4.947e-05i,0.00011497-1.1174e-05i,0.0010391-0.00085447i,0.0013309-0.0016306i,0.00017891-0.00092352i,-0.00059224-9.3402e-05i,-0.00067167+0.00014438i,-0.00018683+0.00037914i,-0.00045212+0.0004065i,-0.00038445+0.00033861i
-0.0012586+0.0021772i,-0.0006195+0.0012439i,0.00093218-0.00061627i,0.0023914-0.0030462i,0.0030458-0.0028247i,0.0020709-0.00096143i,0.0020355+0.00054327i,0.0016297+0.001795i,2.4103e-05+0.0027703i,-0.00038521+0.002724i,-0.00097222+0.0014469i,-0.0010638-0.00027112i,-0.00033147-0.0011701i,-0.00059436-0.0012276i,-0.0012348-0.0014476i,-0.0012473-0.0015962i,-0.00031345-0.0020556i,-8.166e-05-0.0017687i,-0.00046878-0.00055833i,-0.00047262-0.00010322i,-0.00013422-0.00010718i,-2.2279e-05+0.00055624i,0.00024475+0.00087689i
-0.00090734+0.0015612i,-0.0023701+0.0019931i,-0.0037964+0.0014761i,-0.0029826+0.00081602i,-0.0012234-0.0001602i,0.00037085-0.0011355i,0.0017829-0.00092994i,0.0013721+0.0010524i,-1.0462e-05+0.0020186i,-0.001124+0.0009449i,-0.0016644-0.00060779i,-0.00094601-0.001216i,-0.00024348-0.00087399i,-0.00012801-0.00094093i,-0.00087488-0.00086435i,-0.0013507-4.7403e-05i,-0.0009837-0.00032725i,-0.00041279-0.00081346i,0.00034816-0.00015141i,0.00034947+0.00064012i,2.2453e-05+0.00033022i,-0.00046459-1.1351e-05i,-0.00058705+0.00057055i
-0.002057-0.001797i,-0.0013885-0.0033736i,-0.00082887-0.0023996i,0.00023014+0.00077795i,0.0017066+0.0011897i,0.0021724-0.0013378i,0.0016922-0.0020646i,0.001792-0.0015329i,0.0014967-0.0012339i,0.0009923-0.00069799i,0.00056627-0.00026657i,0.00071926-0.00078571i,0.0011872-0.00072907i,0.0011904+0.00026926i,0.0013928+0.0014633i,0.0012519+0.0020181i,0.00022732+0.0014213i,-0.00015419+0.0005072i,0.00032099+0.00039735i,0.00059888+0.00067084i,-0.00024157+0.00023671i,-0.00082069-0.00024962i,-0.0014071-0.00084892i
-0.0044937+0.0012425i,-0.0050071+0.0041477i,-0.0021911+0.006711i,0.0014724+0.0060135i,0.002142+0.0029926i,0.0017925-0.0002528i,0.00094711-0.0019529i,-1.797e-05-0.0032644i,0.00052026-0.0033817i,0.0015088-0.0016912i,0.0016539-0.00043981i,0.001394-0.00038286i,0.0011042+0.00036188i,0.0013496+0.0010487i,0.0016163+0.0020206i,0.0011635+0.0031202i,0.00025779+0.002578i,4.6589e-06+0.0018135i,0.00038472+0.0011933i,0.0011111+0.00061102i,0.0013653+0.00062068i,0.00069611+0.00015518i,-0.00016615-0.00058488i
0.0033734-0.003098i,0.0024982-0.0025544i,0.00064897-0.0033344i,0.00066561-0.0032023i,0.0008652-0.0023334i,-0.0009225-0.0014228i,-0.0025485+0.0003018i,-0.0020518+0.0011295i,-0.0012052+3.8359e-05i,-0.0011185-0.00046852i,-0.00068935+0.00062874i,-1.7385e-05+0.0015539i,0.00050671+0.0014154i,0.0014415+0.0002916i,0.00098525-0.00011606i,0.00085525-0.0001631i,0.001462+9.4089e-05i,0.00080136+0.00011689i,0.00084182-0.0012634i,0.00085745-0.0017899i,0.00011735-0.0009906i,0.00044138+0.0001202i,0.00069483+0.00097365i
-0.0016964+0.0018006i,-0.00067888+0.00017431i,0.0010646+0.00068601i,0.0025114+0.00075694i,0.0026679+0.00041372i,0.0013867+0.0011491i,0.00020377+0.0026194i,-0.0013594+0.0030936i,-0.0019551+0.0025765i,-0.0013093+0.00084615i,-0.0011137-0.00095549i,-0.00052892-0.0012839i,7.1624e-05-0.0011691i,-0.00039548-0.0016611i,-0.00065885-0.0028116i,-0.00044663-0.0026879i,-0.00025226-0.0020846i,-0.00020813-0.0022245i,-0.00074745-0.0015366i,-0.0013901+0.00024862i,-0.0011627+0.0011299i,-0.00076185+0.00050619i,-0.00033257+0.00044195i
-0.0005352+4.3691e-05i,-0.0022023+0.00012941i,-0.0037676-0.00091155i,-0.004757-0.0013985i,-0.0026919-0.0012352i,0.000762-0.0012239i,0.0023115+8.2385e-05i,0.0023831+0.0015162i,0.0007944+0.00039803i,-0.00029854-0.0008566i,-0.00064251-0.00088646i,-0.00077671-0.0012665i,0.00018769-0.001663i,0.00097282-0.0022147i,0.00084855-0.0024366i,-3.4761e-05-0.0023459i,9.6436e-06-0.0025837i,0.00053805-0.0018046i,-0.00045124-0.00088948i,-0.0013458-0.00034777i,-0.0010378+0.00015567i,-0.00095824+1.5392e-05i,-0.0003952+2.6628e-05i
0.0010987-0.0014114i,0.00078676-0.001522i,0.00037424-0.00059406i,0.0007549-0.00034665i,0.0019327-0.0011251i,0.0017757-0.0021999i,0.0022081-0.0036689i,0.0031402-0.0035252i,0.0017471-0.0019258i,0.00014162-0.0012043i,0.00036573-0.00079221i,0.00071186-0.00091144i,5.6942e-05-0.00042088i,-0.00024004+0.0008987i,0.00054698+0.0019529i,0.00095288+0.0012487i,0.0010079-0.00062333i,0.0011047-0.0011212i,0.00039665-0.00054742i,-0.00022428+0.00025527i,-0.00022235+0.0003807i,-8.3437e-05+0.00034354i,-0.00035039-0.00044304i
0.00040722+0.00023279i,-0.00027387+0.00081647i,0.0012148+0.00087595i,0.0027364+5.1412e-06i,0.0030351-0.0013855i,0.0028992-0.0031588i,0.0024871-0.0049124i,0.0011766-0.0055694i,0.00068304-0.0035112i,0.000933+0.00013598i,0.00096237+0.0016094i,0.00068302+0.001417i,0.00036364+0.0015093i,0.00013598+0.0021949i,5.0205e-05+0.0027173i,-0.000719+0.0021323i,-0.00041398+0.0022133i,-0.00016024+0.0025632i,0.00034257+0.0023613i,0.0018314+0.00128i,0.0021459-0.00028911i,0.0015808-0.00066297i,0.00055317-0.00082407i
0.0017289-0.0062049i,9.3115e-05-0.0083106i,-0.0018612-0.0073815i,-0.0018688-0.0040338i,-0.00027705-0.00086597i,-0.00083177+0.00035268i,-0.0035974-0.00070906i,-0.0048526-0.0011958i,-0.0043429-0.00032767i,-0.0025568+0.00031373i,-0.0012315+0.00064815i,-7.2511e-05+0.0013203i,0.00097851+0.001622i,0.0010271+0.00099342i,0.0007371+0.00013798i,0.00019927+0.00041454i,-0.00032269+0.0014503i,-0.00049788+0.0012859i,-0.00050739+0.00032477i,-0.00012642-0.00041647i,0.00063284+0.00013067i,0.00068662+0.00081141i,0.00022765+0.00062458i
-0.0019359-0.0018122i,-0.0011667+0.00066539i,0.00017401+0.0015509i,0.0013197+0.00016021i,8.4005e-05-0.00041424i,-0.0018728+0.00089972i,-0.0037109+0.0019566i,-0.0050509+0.0019376i,-0.0041501+0.0021009i,-0.0019229+0.0016514i,-0.00067337+0.00050687i,-0.00017152-0.00041994i,0.00094452-0.00077605i,0.0016-0.0013358i,0.0020664-0.001707i,0.0019051-0.0014867i,0.00041147-0.0009355i,2.3345e-05-0.0002418i,-0.00043022+0.00011794i,5.5275e-05-0.00060746i,0.00035366-0.00094498i,-0.00051837+0.00043993i,0.00023765+0.0010787i
0.0017294-0.00026574i,0.0008618-0.00067211i,-0.00064395-0.0022444i,-0.001916-0.0022443i,-0.0010439-0.00073411i,0.00014541-7.3693e-05i,-0.00049717+0.0014134i,-0.00062413+0.0039923i,1.9043e-05+0.0042354i,-0.00030974+0.0014938i,-0.00020644-0.00080597i,0.0010266-0.0009687i,0.0011062-0.0011309i,0.0009669-0.0014475i,0.0012164-0.0016777i,0.0016849-0.0021058i,0.0025082-0.0022343i,0.0022376-0.0015751i,0.0010127+0.00014628i,3.7082e-05+0.00092588i,-0.00017655-2.879e-05i,-0.00042019-0.00070257i,3.6446e-05-0.00028604i
0.0014034-0.00011524i,2.1903e-05+0.00035024i,-0.0022383+0.00097221i,-0.00066667+0.00068223i,0.0033711-0.00028615i,0.0048257-0.00117i,0.0044748+0.00025391i,0.005125+0.0022119i,0.0048588+0.0021108i,0.0015826+0.00073486i,-0.00050924-0.00020892i,-5.0481e-05-0.00084229i,0.00045976-0.0016581i,1.9901e-05-0.0014205i,-0.0012245-0.00073226i,-0.00075772+3.954e-05i,-5.7963e-06+0.00012623i,-0.00033849-0.00035692i,-0.00084465+0.00059861i,-0.0009366+0.0017286i,-4.8344e-05+0.0011017i,0.00010632-0.00015626i,-0.00043514-0.00034384i
-0.00023146+0.0026438i,0.0014021+0.0032147i,0.0026963+0.0044786i,0.0033587+0.0037931i,0.0035107+0.00070283i,0.0035231-0.0020948i,0.0050777-0.0041509i,0.0061885-0.0051209i,0.004993-0.0045484i,0.0029313-0.0030318i,0.0011627-0.0019274i,-0.0005838-0.0013049i,-0.0017708-0.00083516i,-0.0024314-0.00037728i,-0.002438+0.00048051i,-0.0018179+0.001799i,-0.0012401+0.0016873i,-0.001689+0.00038208i,-0.0016599+3.5382e-05i,-0.00088516+0.00027877i,-0.00068707+0.0011235i,0.00016755+0.0010349i,0.0011601+0.00055734i
0.00090621-0.0011051i,0.0020345-0.0020535i,0.0038259-0.0036154i,0.0033549-0.0040208i,0.0016088-0.0038551i,0.0008948-0.0048492i,0.00048179-0.0066728i,-0.00016226-0.0072364i,-0.00031992-0.0055047i,-0.00037399-0.002548i,-0.001357-0.00084475i,-0.0023405+0.00094847i,-0.0017249+0.0028764i,-5.0288e-05+0.0031343i,0.00072891+0.0020936i,8.6782e-05+0.00090307i,-0.00084713+0.0003027i,-0.00090088+0.00013758i,-0.00034611-8.3516e-05i,0.00050824-0.00029114i,0.00019142-1.9947e-06i,0.00033211+0.0007004i,0.0008299+0.00066238i
0.0015872-0.00026292i,-0.00030859+0.00085265i,-0.00023464+0.0012336i,0.0011291+0.00036456i,0.0010503-0.00048871i,-0.0015332-0.0022346i,-0.0058822-0.0037401i,-0.0085809-0.0037958i,-0.0083336-0.0028799i,-0.0051941-0.0016298i,-0.0015995-0.00044556i,0.00015156+0.00066913i,1.6564e-05+0.0018306i,-0.00020098+0.002412i,0.00062196+0.0014276i,0.0014273+8.4281e-05i,0.0018672-0.00030985i,0.0014047-8.1359e-05i,3.5542e-05-5.467e-05i,-0.00010706-0.00025795i,0.00035291-1.1288e-05i,-4.4711e-05+0.00048521i,-0.00064838+0.00091844i
-0.00030761+0.0018395i,-0.0005692+0.0023504i,-0.0014162+0.0018702i,-0.0016979+0.00084362i,-0.00099019+0.00010768i,-0.0015049+0.0013916i,-0.0043165+0.0024955i,-0.0064796+0.0031137i,-0.0061519+0.003219i,-0.0045978+0.0022071i,-0.0024762+0.0012564i,-0.0005835+0.00063548i,0.00012141-0.00016538i,-0.00022993-0.00097392i,-0.00074906-0.0015136i,4.9412e-05-0.0013566i,0.0012129-0.00041878i,0.0016047+0.00089099i,0.0015507+0.0014673i,0.00095822+0.0011117i,0.0003375+5.1024e-05i,-0.00027407-0.00036715i,-0.00054562-0.0010709i
0.002634-0.00010868i,0.0052009-0.00088728i,0.0041167-0.0028744i,0.0010888-0.0040686i,0.00089661-0.0036228i,0.0016704-0.0010743i,0.0015118+0.0031762i,0.0016529+0.0056965i,0.0020494+0.0046725i,0.0004978+0.0016354i,-0.00060977-0.00016035i,0.00041539-0.00070665i,0.00172-0.001698i,0.0023186-0.0022761i,0.0016369-0.0014047i,0.0003278-0.00045771i,-0.00060113-0.00056372i,-0.00054933-0.00032125i,-0.00058164+0.00090303i,-0.00048724+0.001159i,-0.0002685+0.00053246i,-0.00034362-0.00049075i,-0.00013948-0.0011236i
-0.0019727-0.0068043i,-0.0046591-0.0062263i,-0.0056512-0.0029974i,-0.0029017-0.00052123i,0.00089165-0.00017714i,0.0034224+0.0010691i,0.0061731+0.0031149i,0.0081277+0.0034574i,0.006983+0.0021068i,0.0040998+0.00095764i,0.0016898+0.0004543i,0.00091336-0.0003878i,0.0012302-0.0010365i,0.0013712-0.0007255i,0.00079836+0.0001646i,-0.00038776+0.00096969i,-0.0017264+0.00076995i,-0.0021125+0.00070879i,-0.0024914+0.0012063i,-0.0019656+0.00071393i,-0.00074657-0.00011812i,0.00084457-0.00039264i,0.0018303+0.00059607i
0.0028171+0.0027389i,0.0034262+0.0015178i,0.0045901+0.00098786i,0.0053054+0.00058886i,0.0047958-0.0011028i,0.0040604-0.0030425i,0.0040754-0.0042539i,0.0041896-0.0043404i,0.0038902-0.0034122i,0.0027339-0.002462i,0.00068469-0.001378i,-0.0016173-0.00096415i,-0.0029531+9.3972e-05i,-0.0019747+0.0014848i,-0.00071769+0.0015796i,-0.00077768+0.00040984i,-0.00071112-0.00026468i,2.3867e-05-0.00048253i,0.00091929-0.00063269i,0.0012465-2.6176e-05i,0.001072+0.00078464i,-0.00025327+0.0012597i,-0.0013479+0.0013288i
-0.002321+0.00044285i,-0.0021612+0.00029056i,-0.002087+0.00071973i,-0.0017326+0.0014048i,0.00021804-0.0013159i,0.0010125-0.0072104i,-0.00033922-0.01136i,-0.0030287-0.011178i,-0.0043831-0.0076592i,-0.0030145-0.0035505i,-0.0018604-0.00070628i,-0.0019627+0.00097974i,-0.0016395+0.0020303i,-0.0013263+0.0014321i,-0.0015669+0.00051649i,-0.00049821+6.9979e-05i,0.0008114+0.00046079i,0.0013105+0.00048609i,0.0016238-0.00056164i,0.0010577-0.00033258i,-0.0001618+0.00098566i,-0.00092788+0.0012186i,-0.00099759-5.3893e-05i
-0.0012379+0.00062579i,-0.0019154+0.0027621i,-0.00084819+0.0025593i,0.0011722-1.6978e-05i,0.0014783-0.0040231i,-0.0023822-0.0062777i,-0.006444-0.0060059i,-0.0074194-0.0050081i,-0.0060997-0.0047073i,-0.004219-0.0039954i,-0.0034828-0.0023777i,-0.0028257+0.00047439i,-0.00094077+0.0010326i,0.00020556-0.00074126i,0.00022067-0.0010918i,0.0012292-0.00082305i,0.0021982-4.3527e-05i,0.0024422+0.00040443i,0.0017973+0.00070033i,0.00038716+0.0007539i,-0.00080049+0.00048781i,-0.00072014+9.8662e-05i,-5.5055e-05-0.00050971i
0.014602+0.031429i,0.020892+0.035313i,0.039832+0.022898i,0.037389-0.00068745i,0.022411-0.018124i,0.0029126-0.01967i,-0.0078728-0.0076284i,-0.0068332+0.001303i,-0.00082227+0.0037235i,0.0047314-0.0013932i,0.0034719-0.0063753i,-0.00052292-0.0040148i,-0.0016549-0.0010451i,-0.003062-0.00065531i,-0.0045835-0.00013522i,-0.0013748+0.0014637i,0.0036322+0.00099924i,0.0037109-0.00033831i,0.001076+0.00043667i,0.00064605+0.00012758i,0.00075386-0.00068736i,0.00037815+0.00072117i,0.0015878+0.0017121i
-0.0011987-0.0033547i,-0.0018325-0.0040829i,-0.0037012-0.0032508i,-0.0041052+0.00079523i,-0.0035195+0.0048908i,-0.00087388+0.0072393i,0.00016989+0.0080088i,0.00018248+0.0078956i,0.0010941+0.006869i,0.0013085+0.0055835i,0.00089149+0.0042631i,0.0014996+0.0028484i,0.0020852+0.0016457i,0.0023408+0.00097038i,0.0014896+0.00072875i,-0.0005672+9.6873e-05i,-0.0022333-0.00017047i,-0.0023344+0.00012679i,-0.0020645+0.00042812i,-0.00057145+0.00058191i,0.0015492+0.00039013i,0.0025675-0.00015287i,0.001336-2.4054e-05i
-0.0007182+0.0010848i,-0.00092562+0.0013054i,-0.001674-0.0004374i,-0.000705-0.00071635i,0.00084977-2.1162e-05i,0.0027161+0.0022799i,0.0061157+0.0048742i,0.0081465+0.0043617i,0.0068251+0.002561i,0.0038754+0.0021003i,0.0019753+0.00211i,0.0010583+0.00044174i,-0.0010602-0.00097696i,-0.0013999-0.00030994i,-0.00024898+0.00013603i,3.0442e-05-0.0010109i,4.7933e-05-0.0024516i,7.9387e-05-0.0023829i,0.0005652-0.00020767i,0.0010187+0.0014973i,0.00117+0.0018157i,0.00051363+0.0017198i,0.00051061+0.0013042i
-0.00067772+0.0041792i,0.0011946+0.0064958i,0.0022526+0.0070483i,0.0032217+0.0031466i,0.0036002-0.0013744i,0.0033358-0.0057378i,0.0043041-0.0087329i,0.0056381-0.0094438i,0.0036232-0.0087203i,-0.00040462-0.0064512i,-0.0025494-0.0027877i,-0.0027033-0.00082949i,-0.0025692-0.00044296i,-0.0024028-0.00076542i,-0.0014069-0.0010826i,-0.00038573-0.00056361i,0.00019137+0.00029952i,-0.00027127+0.00059871i,-0.0009309+0.00036545i,-0.0016874+0.00035567i,-0.0021192+0.00077098i,-0.0018842+0.0010766i,-0.0011602+0.00024483i
0.0048994-0.0057882i,0.0052937-0.0089971i,0.0031753-0.010538i,0.0012911-0.0066155i,0.00070142-0.002929i,0.0018587-0.0043895i,0.0033734-0.0084462i,0.0026511-0.010356i,4.9901e-05-0.0095763i,-0.0010633-0.0070254i,-0.0015847-0.0050813i,-0.0027505-0.0027984i,-0.0014751-0.00039566i,0.00087438-0.00017368i,0.0012131-0.00073622i,0.00046907-0.0011722i,0.00027413+0.00017454i,-0.00034145+0.0011839i,-0.00081616+0.00025456i,-0.0013195-0.0013045i,-0.0016714-0.0022029i,-0.00029216-0.0020464i,0.0013153-0.0017213i
-0.0026911+0.0016846i,-0.0023407+0.0011478i,-0.0013198+0.0010312i,0.00027728-0.00097962i,0.0014228-0.003553i,1.9378e-05-0.0055742i,-0.0049285-0.0071328i,-0.0084273-0.0047663i,-0.0064522-0.00034632i,-0.0013861+0.00082172i,0.0010524-0.00031914i,0.0005145-0.00060716i,0.0009002+0.00092491i,0.0021919+0.0012077i,0.0023114+0.00041908i,0.00023292+0.00019076i,-0.00079201-0.00046634i,0.00020194-0.0013576i,0.0011494-0.0016695i,0.00073167-0.0018604i,0.00027924-0.0014954i,0.0010119-0.0004969i,0.00094014-0.00028421i
-0.0010659-0.0010126i,-0.0019016+0.00056523i,-0.0020168+0.0020769i,-0.0016385+0.001959i,-0.0019182+0.00208i,-0.0046099+0.0034773i,-0.008992+0.0046874i,-0.010291+0.0073529i,-0.0085275+0.0092513i,-0.0056839+0.0081194i,-0.0017035+0.0063422i,0.0016344+0.00484i,0.0026794+0.0030817i,0.0020082+0.0023767i,0.00092116+0.0021874i,0.00080571+0.00197i,0.0013106+0.0008774i,0.0017099-0.00041093i,0.0017055-0.00041304i,0.0022672-0.00042992i,0.0027769-3.7798e-05i,0.0018434+0.00054368i,0.00069309+0.00018002i
0.0032526+0.0017313i,0.0043469+0.00017142i,0.0041562-0.00090391i,0.0024454-0.00052722i,0.00064677+0.00051044i,-0.0029505+0.0027305i,-0.0040929+0.0073495i,-0.0016112+0.0095227i,0.00060625+0.0071392i,-0.0002919+0.0047072i,-0.0020555+0.0038914i,-0.00090404+0.0027696i,0.00044114+0.0010597i,-0.00065374+0.00051404i,-0.0015255+0.0011493i,-0.00066536+0.0011589i,0.0010686+0.00090832i,0.0018958+0.0011302i,0.0015005+0.0018996i,0.001001+0.0031243i,0.0009956+0.0022041i,0.00083138-2.1717e-05i,7.2099e-05-0.0011782i
-0.0034787+0.00086167i,-0.0034847+0.0018562i,-0.0027554+0.0036396i,-0.00066454+0.0041154i,0.0014231+0.0036077i,0.0025143+0.0029212i,0.00458+0.0030307i,0.0073174+0.0020788i,0.0077938-6.9021e-05i,0.0052803-0.0025619i,0.0024482-0.0027562i,0.00076794-0.0015727i,-0.00037304-0.0017669i,-0.00075127-0.0021698i,-0.00020592-0.0016662i,0.00063652-0.00062672i,0.00040934-0.00011701i,-0.00029942+2.8126e-05i,-0.0010339+0.0011481i,-0.0024009+0.0019494i,-0.0020721+0.00086238i,-0.00025252+3.3067e-05i,-0.00048794-0.00013913i
-0.0016408-0.0004998i,0.00065501+0.00028058i,0.0029638-0.0007659i,0.0035176-0.0026311i,0.0049627-0.0028861i,0.0085236-0.0023242i,0.012371-0.003585i,0.013375-0.0059125i,0.010665-0.0068805i,0.0073264-0.0063214i,0.0045647-0.0049471i,0.0020673-0.004075i,0.00052485-0.0035599i,0.00037119-0.0019787i,0.00059721-0.00083812i,-2.5089e-05-0.0010521i,-0.00065466-0.0014649i,-0.00056324-0.0013668i,-0.00078044-0.0016777i,-0.0010214-0.0018927i,-0.0015693-0.0007145i,-0.0014708+0.00078317i,-0.00086996+0.00081126i
0.00043394-0.0025524i,-0.00060033-0.0045156i,-0.00031059-0.0050667i,0.0020631-0.0030136i,0.0051629-0.0013807i,0.0075274-0.0029904i,0.006594-0.0063879i,0.0029388-0.0080328i,0.00039538-0.0056032i,-0.00020474-0.0019603i,0.00062641-0.00030257i,0.00076052-0.00039174i,0.00019186+1.4583e-05i,-0.00032014+0.001181i,-3.175e-05+0.00082715i,-0.00021176-0.00040089i,-0.0016284-0.00046548i,-0.0015257+5.4779e-05i,0.00052439-0.00046886i,0.0018505-0.0025327i,0.0010368-0.002972i,-0.00016023-0.00093532i,-0.00018744+0.00052165i
-0.0040048+0.0025031i,-0.0050886+0.0026141i,-0.0059472+0.00279i,-0.0042525+0.0028476i,-0.0027577+0.001158i,-0.0024258-0.0016426i,-0.0040163-0.0042994i,-0.0081995-0.0053157i,-0.0098674-0.0033969i,-0.0076099-0.00063304i,-0.0048067+0.001584i,-0.0028243+0.0029025i,-0.0013542+0.0025151i,-0.00042573+0.0018733i,-0.00041055+0.0016745i,-0.00040307+0.0015802i,0.0001202+0.0012827i,0.00081732+0.00080819i,0.0017695+0.00073011i,0.0034127+0.00020728i,0.0030022-0.00060107i,0.00090828-0.00091547i,0.00015106-0.00061036i
-0.0020597-0.00066485i,0.00028786+0.0012604i,0.0017111+0.001904i,0.00029885+0.00097125i,-0.0021335-0.00052654i,-0.0061052-0.0022412i,-0.010556-0.0020326i,-0.011498+0.00057141i,-0.0097824+0.0026434i,-0.007848+0.0012066i,-0.0051988-0.00010918i,-0.0025229+0.00039941i,-0.00078821-5.3631e-05i,0.00012337-0.0007866i,-4.2363e-05-0.0003598i,-0.00027966+7.5705e-05i,0.00015072-8.2169e-05i,0.0010305+0.00020784i,0.00085145+0.0016446i,0.00058523+0.0031056i,0.0013918+0.0022023i,0.0018319-0.00025816i,0.0011186-0.0011417i
