-0.0012638+0.00044156i,-0.00020663-0.00045193i,-0.00052215+0.00024354i,0.00016886+0.00046404i,-3.4344e-05+0.00021771i,-0.00097457-1.6103e-05i,-0.00097864+0.0010694i,-0.00052033+0.0017499i,-0.00017408+0.0011296i,0.00025273-0.00044486i,0.00026401-0.0010866i,0.00032617-0.00080993i,0.00011722-0.0015862i,-0.00090486-0.0015415i,-0.0010957-0.00027034i,-8.0756e-05+0.00032112i,0.00030052+0.00038198i,-0.00030278+0.00045252i,-0.00085157+8.0889e-05i,-0.0005603-0.00087548i,-0.0001376-0.00081772i,-0.00029415-0.0002925i,-0.00055684-0.00026657i
0.00046729+0.00059934i,0.00054215+0.0010728i,-0.00014026+0.0017374i,-0.0012635+0.0019199i,-0.0013442+0.000486i,-0.00016061-5.3324e-05i,0.0005176-7.5678e-05i,0.00026711-0.00044898i,-0.00016538-0.00052135i,-0.00058164+0.00048944i,-0.00093102+0.001656i,-0.00086876+0.0014061i,-0.00011078+0.0012406i,0.00052211+0.0013952i,0.00026415+0.0013182i,9.6803e-05+0.0013532i,0.00061263+0.0011398i,0.0009349+5.5507e-05i,0.00081711-0.00063231i,0.0010334-0.00060805i,0.00061394-0.00066499i,0.00025717-0.0008776i,0.00036104-0.00057592i
-0.002541-0.00092935i,-0.0021448-0.0001382i,-0.0015493-9.8186e-05i,-0.00018446-0.00051694i,0.0010952-0.00075858i,0.00037196-0.0011453i,-0.0008357-0.0019575i,-0.0016473-0.0019256i,-0.0013074-0.00085268i,0.00044013-8.1895e-05i,0.0016199-0.00022801i,0.0015481-0.00032012i,0.00050191-0.00017131i,-0.00027362+0.00016393i,0.00011545+0.00052689i,0.00050081+0.00017482i,0.00064405+0.00020988i,0.00042634+0.00097484i,0.00014503+0.0011227i,7.3912e-05+0.0005425i,-8.766e-05-0.00025578i,-0.00029716-0.00069454i,-0.000902-0.00041774i
-0.00082459+0.00033162i,-0.00080235+0.001009i,-0.0005234+0.0018021i,-4.6766e-06+0.0015064i,0.0012967+6.7627e-05i,0.0016602-0.0003066i,0.00016472-0.00017886i,-0.00090602+0.0002i,-0.00038675+0.00067161i,0.00035924+0.0008438i,0.00069242+0.00053949i,0.0016757-1.6633e-05i,0.0016799-0.00098321i,0.001155-0.0017693i,0.0011846-0.0019055i,0.00078667-0.0018822i,0.00026036-0.0012417i,-0.00014271-0.00064344i,-0.0006063-1.3379e-05i,-0.00067069+0.00029383i,-0.00044963+0.0005293i,-0.0004629+0.00027479i,-0.00021454-0.00041929i
-0.00091395-0.00059411i,-0.00073944-0.00056891i,2.6939e-05+0.00054509i,-5.449e-05+0.0009911i,-2.4891e-05+0.00099395i,5.0894e-05+0.00053544i,0.00032096-0.00015366i,0.00057177-0.0007154i,0.00018438-0.00037068i,-0.00033113-0.0004075i,-0.0007125-0.0004221i,-0.0007377+1.8508e-05i,-0.00051737-0.0005977i,-6.6363e-05-0.00095283i,0.00045167-0.0011798i,-0.00017854-0.001493i,-0.0010431-0.00083014i,-0.00068684-0.00020559i,0.00014506-0.00010655i,0.00020288+0.00057662i,-9.7269e-05+0.0004568i,0.00018663-0.00046605i,0.00080651-0.00046494i
3.9622e-05+0.00084794i,-0.00012413+0.000876i,0.0010973+0.0013231i,0.0027856+0.00093693i,0.0027772-9.8715e-05i,0.0022446-0.00089064i,0.00071771-0.00054755i,7.6948e-05-1.3843e-05i,0.00022185+0.0001528i,-0.00013151-0.00019457i,-0.00078603-0.00040911i,-0.0011608-0.00066299i,-0.0010782-0.00077942i,-0.00016156-0.0001821i,0.00019179+0.00083194i,-0.00017974+0.0011319i,0.00035914+0.00038491i,8.6629e-05-6.8642e-05i,-0.00014065+5.0086e-05i,3.092e-06-0.00026432i,-0.00012306-0.00018904i,0.00022548+3.1167e-05i,0.00041171+0.00012468i
0.0015624+0.0011137i,0.00066931+0.0013053i,-0.0011839+0.00064639i,-0.0023223-0.00020315i,-0.0011593-0.00068444i,-0.00054298-0.00031184i,-0.00063303-0.00029942i,-0.00024392+0.00015203i,-0.00041688+0.00028391i,-0.00032225+0.00053232i,-0.0003591+0.00093021i,-0.0010273+0.00081525i,-0.0013926+0.00071596i,-0.0012138+0.00097964i,-0.0011364+0.0016299i,-0.0011191+0.00069629i,-0.00051233-0.00041157i,0.00027372-0.00060448i,0.00071111-0.00031736i,0.00055791-0.00061376i,0.0004324-0.0013508i,0.00087703-0.0012039i,0.00054337-0.00099071i
-0.0029625-0.0021712i,-0.0027709-0.0029599i,-0.0022717-0.003485i,-0.0021833-0.0021034i,-0.00096896-0.00094285i,-0.00011454-0.0010545i,0.00028447-0.0014647i,0.00035091-0.0011735i,0.00041986-0.00028432i,0.00026389+0.00028212i,-5.1145e-05+0.00094518i,0.00034921+0.0015255i,0.00057931+0.0013667i,0.00014571+0.0012263i,-8.497e-05+0.00026615i,-0.00029453-0.00039398i,0.0002742-8.2296e-05i,0.0010601+0.00015132i,0.00067487+0.00030935i,0.00054098-0.00018192i,0.00074754-0.0006969i,0.00066653-0.0011386i,0.00068689-0.00076227i
0.00062062-0.003292i,0.00040239-0.001662i,0.00010271-0.00019434i,-0.00018826+0.00015789i,0.00020218-7.9975e-05i,0.00069716-0.00027617i,-0.000569-0.0005153i,-0.00098904-0.001078i,-0.00038304-0.00041707i,0.00027459+0.0003477i,0.00029349+0.00080524i,0.0010299+0.0013859i,0.0022344+0.0011268i,0.0017037+0.00036702i,0.0005866-0.00016307i,0.00029817-0.00065176i,0.00043322-0.00042214i,0.00021604+0.0002574i,-0.00056372+0.00062175i,0.00012238+0.00057379i,0.0010934+0.0011528i,0.00078444+0.0015902i,0.00066534+0.00074586i
0.00031808+0.0021868i,0.00093807+0.0011682i,0.001392-0.00024275i,0.0012657-0.0010867i,0.0010543-0.0010647i,0.0001929-0.00085514i,0.00025179-0.0013122i,-0.00022964-0.0010159i,-0.00088005-0.0010593i,-0.00015211-0.0017046i,-0.00011612-0.0013643i,-0.00057678-0.0012303i,-9.09e-05-0.0011808i,0.00078569-0.00057241i,0.00072263-0.00027197i,0.00076068-0.00024864i,0.00046398-9.0259e-05i,0.00046692-0.00018264i,0.00090977-0.00014488i,-2.0263e-05+4.7421e-05i,-0.0011453-0.00018224i,-0.0011875-0.00047869i,-0.0016819-0.00037045i
-0.00065278-0.0020041i,-0.0015617-0.0028543i,-0.0017842-0.0026911i,-0.0018443-0.0011193i,-0.0016354-0.00012001i,-0.0014916-0.00026125i,-0.0011299-0.00085187i,-0.00088499-0.0013172i,-0.0012804-0.001542i,-0.0012728-0.0013298i,-0.00069567-0.00088446i,-0.00019053-0.00095186i,7.6704e-05-0.0010575i,3.1489e-05-0.00065583i,0.00024929-9.5111e-05i,0.00038671-6.8806e-05i,-0.0001179-0.00011567i,-0.00061941+0.00032114i,-0.00050829+0.000412i,-9.9519e-05+0.00026735i,-0.00023074+1.4159e-05i,0.00027885+0.00082544i,0.00073569+0.0013855i
0.0014806-0.00051504i,0.0010398+0.00032964i,0.00040352+0.00080596i,0.00014035+0.00082155i,0.00026432+0.00026618i,0.00086798-0.00013198i,0.00081282+0.00038736i,-0.00027143-1.419e-05i,-0.0014436-0.0012363i,-0.0011207-0.0011013i,-0.000257-0.0005246i,0.00015491+0.00015035i,0.0006369+7.2524e-07i,0.00035896-0.0005755i,-0.00042169+0.00045179i,-0.00055086+0.00060476i,-0.00027889+0.00016673i,1.6591e-05+0.00048633i,-0.00042669+0.00030426i,-0.00030372+0.00013065i,0.00026381-0.00010529i,0.00072194-0.00032032i,0.00042651+0.00028145i
-0.0016198+0.00046767i,-0.00075997-0.00071129i,0.00053178-0.0019235i,0.00071695-0.0019777i,0.00101-0.0013653i,0.00064512-0.0014295i,-0.00010157-0.0014839i,-0.00067539-0.00024526i,-0.00048848+0.00051471i,-0.00050568+0.0002502i,-0.00099028-0.00058383i,-0.00057195-0.0011352i,-0.00035966-0.001399i,-0.00060733-0.0011615i,-2.6817e-05-0.00079i,0.00029817-0.00056698i,-9.3724e-05-5.1292e-05i,-7.4629e-05+0.00075544i,0.00010497+0.0016466i,0.00044773+0.0013446i,0.00029712+0.00042467i,-0.00044011-0.00050378i,0.00028088-0.00064679i
0.00017065-0.00059213i,0.00029566-0.0006558i,0.00025429+0.0013792i,0.00078955+0.0023077i,0.0019761+0.0010559i,0.0018581+0.00059213i,0.0011714+0.00052535i,0.0011175+0.00050987i,-7.9975e-05+0.00037993i,-0.000987+0.0004733i,-0.00072917+0.0012038i,-0.00040397+0.0013106i,-0.0004233+0.0004972i,-0.00036685+6.297e-05i,0.00018706-8.2475e-05i,0.0001385-0.00023343i,-0.00024504-0.00017382i,-0.00058482-2.4597e-05i,-0.00054156-0.00057983i,0.00011681-0.0010856i,0.00095638-0.00080227i,0.0021148-0.00055878i,0.0020013-0.00058631i
0.00072325+0.0018875i,-3.8403e-06+0.0012225i,-0.00021951-3.2392e-05i,0.00010166-0.00090612i,0.00045904-0.0016656i,0.0005693-0.0020074i,3.4295e-05-0.0023796i,-0.00013885-0.0019599i,-0.00047087-0.00024044i,-0.00031824+0.00050327i,6.9772e-05+0.00016608i,-0.0005221-0.0002512i,-0.00056937+0.00058954i,0.00027843+0.0014886i,0.00079542+0.0011822i,0.00014953-2.6456e-05i,-0.00030755-0.00059852i,0.00019813-0.00013301i,0.00041298-0.000162i,0.00017012-0.00039193i,-0.00048017-9.9971e-05i,-0.0007686+0.00038186i,-0.00046542+0.00023001i
-0.00040235+0.00090803i,-0.00056011+0.001229i,0.00089123+0.00071442i,0.0017779-0.0011949i,0.0017827-0.002725i,0.00091872-0.0025405i,-7.4669e-05-0.0014521i,-0.00017807-0.00069546i,0.0006139-0.00025275i,0.0010124-1.5638e-06i,0.00079453-2.5512e-06i,0.00041303+0.00040081i,-0.00013731+0.00066909i,8.355e-05+2.9927e-05i,0.00057105-0.00067722i,0.00080996-0.00084393i,0.0005057-0.0010879i,0.00026825-0.00061781i,0.00060634-3.0047e-05i,0.00057543-0.00064826i,0.00042901-0.00075289i,-0.00031412+0.00011319i,-0.00093574+0.00090553i
0.002011-0.0017796i,0.0017456-0.0016944i,0.0014697-0.0011565i,0.0023681-0.0010045i,0.0028177-0.0015715i,0.0013876-0.0021325i,0.00025146-0.0020533i,-0.00062804-0.00091872i,-0.0008912-0.00049029i,-0.00013303-0.00068192i,6.804e-05-0.00074041i,0.00042516-0.00050034i,0.00077009-0.00058625i,0.00043123-0.00035252i,-0.00022019-0.00043929i,-8.5831e-05-0.0002065i,-9.2635e-05+0.0001513i,-0.00019909+5.0121e-05i,-7.6199e-05-0.00020599i,0.000156-0.00019448i,0.00053317-7.1607e-05i,0.00067072-0.0001217i,0.00039061-7.286e-06i
0.0023811+0.00040915i,0.0025144-0.00014114i,0.0032071-0.0013263i,0.0020026-0.0027752i,0.00032045-0.0025162i,-0.0011917-0.0012828i,-0.002662-0.00060039i,-0.002619+3.8424e-06i,-0.0011171+0.00052199i,-0.00014911-8.5287e-05i,-0.00013636-0.00053974i,-0.00014709+0.00019683i,-0.00023048+0.00066914i,-0.00049794-0.00022011i,-0.0012092-0.00050102i,-0.00072704+0.00034216i,0.00045432+0.00048247i,5.7639e-05+0.00062534i,-0.00047475+0.00034196i,3.5371e-05+0.00024132i,0.00014561+0.00065411i,-0.00054248+0.00037724i,-0.00066691-0.00061104i
0.0018785+0.00091036i,-0.00031804+0.00078708i,-0.00024917-0.00022211i,7.2581e-05+8.0926e-05i,-0.00049535+0.00099236i,-0.0002632+0.00093927i,0.00063978+0.0010083i,0.00070799+0.00087824i,-7.1819e-05+0.00071561i,-0.0008843-2.6378e-05i,-0.00060585-0.00013772i,-1.4308e-05+0.00081209i,0.00046058+0.00052087i,0.00011312-0.00028331i,-0.001223-0.00049495i,-0.002054-0.00061816i,-0.0015574-0.00033905i,-0.00075094-0.00024114i,-0.00034402-0.00011892i,-0.00069037+0.00046232i,-0.00046279+0.00036588i,0.00012262-0.0005531i,0.00035091-0.00052058i
-0.00020527+0.00012685i,0.00023506-0.0010624i,0.00039457-0.0017752i,0.001042-0.00043336i,0.0013655-0.00080626i,0.0006656-0.0022367i,0.00094326-0.0017106i,0.0010203-0.00057662i,-0.00011312-0.00070611i,-0.00050138-0.0013036i,-0.00010685-0.00077485i,-5.3383e-05-8.4407e-06i,-0.00035649+0.0002917i,-0.00046267+0.00048747i,9.8479e-05+3.884e-05i,0.00031889-0.00063734i,0.00055333-0.0012739i,0.0002086-0.00151i,-0.00030861-0.0009289i,-0.00044121-0.00042414i,-0.0008239-0.00027336i,-0.00055487-0.00034854i,-0.00046978+0.00040462i
-0.0024387-0.00073936i,-0.0012218-0.00053889i,-0.00026838-0.00024501i,0.0008466-0.00098718i,0.0017143-0.00091975i,0.0013135-0.00034312i,-0.00024252-6.6489e-05i,0.00037527+1.1171e-05i,0.0010376-4.8819e-05i,-8.4133e-05-0.00068968i,-0.00025901-0.00047265i,0.000306+1.1643e-05i,-0.00019827-5.3473e-05i,-0.00066385-0.00033979i,-0.00043469-7.6015e-05i,0.00030878+0.00084995i,0.00093515+0.0013529i,0.00034129+0.00086673i,-0.0001806-0.00010185i,-0.00050524-0.00091684i,-0.0007083-0.00054096i,-0.0007713-0.00046257i,-0.00074631-0.0001565i
0.00032755-0.0011661i,0.0011151-0.00032425i,0.00023549+0.00073111i,0.00038176+0.0005983i,0.0013792+0.00039132i,0.0017544-0.00092744i,0.0013865-0.0023125i,0.00059721-0.0021411i,-0.0004355-0.0012175i,-0.00048438-0.00038614i,0.00036015+0.00018005i,0.00028616-9.6153e-05i,0.00020245-0.00092029i,0.00021951-0.0006487i,-0.00015259+0.00029117i,0.00021415+0.0013158i,0.00047899+0.0011129i,2.8786e-05+0.00024454i,0.00022094+0.00050138i,0.00053396+0.00070825i,0.00073+0.00021478i,0.00097196+9.2225e-05i,0.00085468-3.3402e-05i
0.0018749-0.00082562i,0.0014469-0.00037162i,0.00062901-0.0010514i,-0.0001445-0.0021647i,-0.00080629-0.0013006i,-0.001544-0.00041283i,-0.0013765-0.00051106i,-0.0011806+0.00026364i,-0.0012875+0.00048542i,-0.00098146+9.5356e-05i,-0.00065254-0.00023993i,-0.00026872+5.9693e-05i,0.00036555+0.00048254i,0.0013594+0.0010732i,0.0011801+0.0015809i,0.00037175+0.00082297i,-8.9673e-05-0.00027342i,-0.0006825-0.00086909i,-0.00030517-0.00027674i,6.6781e-06+0.00086943i,0.00039468+0.00097437i,0.00055277+0.00038766i,0.00019569+4.8908e-05i
-0.0024974+0.0024442i,-0.0038123+0.0022677i,-0.0033276+0.0014134i,-0.00089607+0.0013942i,0.0014593+0.0010375i,0.001717-0.00030418i,0.00099963-0.0010004i,0.00066479-0.0001848i,-8.2521e-05+7.178e-05i,0.00040613-5.5106e-06i,0.00077147+1.9979e-05i,0.00044206-0.00067633i,0.00064584-0.00046715i,0.00038482-1.2754e-05i,-0.00020024-0.00020426i,-0.00056144-0.00026809i,-0.00082774+0.00053035i,-0.00068473+0.0010222i,-0.00020946+0.00052488i,-0.00059497+8.9272e-05i,-0.00052148+0.00038051i,2.6332e-05+0.0011478i,0.00025328+0.001472i
-0.0015294+0.0022305i,-0.00088966+0.0014998i,0.00060468+0.001624i,0.0022753+0.00030984i,0.0030618-0.0027211i,0.002436-0.0031505i,0.00052228-0.0015364i,-0.00072229-0.00045574i,-0.00041569-1.4187e-05i,-0.00014846+0.00016531i,-7.5727e-05+0.0010692i,-0.00075586+0.00081898i,-0.001723-0.00054143i,-0.00087041-0.00098742i,-0.00018565-0.00067571i,0.00034105-0.00044014i,0.00017355-0.0004971i,-0.00084221-0.00060641i,-0.00071079-0.0014062i,-0.00035045-0.0010671i,3.5899e-05-0.00010739i,0.0005344+1.4507e-05i,6.0254e-05-0.00013454i
0.00071669-0.0034811i,0.00095683-0.00455i,0.00032924-0.003295i,-0.0010111-0.0016406i,-0.00051666-0.0011986i,0.0010305-0.0010124i,0.00092175-0.00062249i,0.00087868+0.00023024i,0.0011098+0.00093239i,0.00077366+0.0012933i,0.00071952+0.0011396i,0.00079974+0.00089887i,0.00093721+0.00068527i,0.00031785-2.0134e-05i,-0.00053071+0.00012747i,-0.00059563+0.00048537i,-0.00033231+6.2565e-05i,-7.084e-05-0.0002734i,0.00024978-0.00081585i,0.00040024-0.00073763i,0.00033201-0.00042183i,0.0002997-0.00060281i,0.00037223-0.001035i
0.00091262+0.001661i,0.00085973+0.0013292i,-0.00032374+0.00089705i,-0.0017251-1.0874e-05i,-0.001608-0.0014567i,-0.00056639-0.0020163i,3.6113e-05-0.0013472i,-0.00025188-0.0017841i,-0.00074998-0.0023297i,-0.00048641-0.0023529i,-0.00060678-0.0016338i,-0.00073893+0.00034559i,-0.00026567+0.0016201i,1.9807e-06+0.0016237i,4.4435e-05+0.00094817i,0.00058996+0.00063461i,0.00073006+0.00012477i,-0.00029582+0.00078329i,-0.00075988+0.0015548i,-0.00047195+0.00066205i,0.00047494-0.00031458i,0.00088721-6.1225e-05i,-6.4866e-06+0.00022291i
-0.001074-0.0015576i,-0.00070437-0.00055609i,-0.0014268-0.00072298i,0.00022733-0.00071762i,0.0011716+0.00022663i,0.00097896+6.5029e-05i,-0.00015654-0.00020413i,-0.00083339-0.00040698i,-0.00091216-0.00023831i,-0.0014581+0.0008044i,-0.001675+0.00071818i,-0.00012487-0.00018943i,0.0010084-0.00056923i,0.0014378-0.00026713i,0.001762+0.00092631i,0.00041303+0.0013883i,-0.00087392+0.00035062i,-0.00025034-0.00032409i,-0.0003398-0.00039895i,-0.00062889-3.0887e-05i,-0.00041252+0.00081143i,-0.00019571+0.00098038i,0.00014283+0.00047496i
-0.0010575-0.00050736i,-0.0029794-0.00097479i,-0.0035378-0.00019509i,-0.0016606+0.00053129i,0.00047415+0.00057399i,0.0010059-0.00062835i,0.00057851-0.0018629i,0.00080797-0.001467i,0.0004798-0.00077926i,-0.00054173-0.00036443i,-0.00047159+0.00023093i,0.00015684+0.00044323i,0.00031747-7.8644e-05i,7.655e-06-0.0010971i,5.0954e-05-0.0017206i,0.00057533-0.00085631i,0.00057967-0.00018819i,0.0005336+4.0551e-05i,0.00013438+0.00031877i,-0.00033293+7.1532e-07i,8.9976e-06-6.828e-05i,0.00049597+6.066e-06i,-9.1406e-05-9.3883e-05i
-0.0001799-0.00021523i,0.00045027-0.00060182i,0.0015583+4.7156e-05i,0.002298+0.00014867i,0.0011207-0.00072453i,0.00025841-0.0012286i,-0.00094887-0.00056738i,-0.0024129+4.1444e-05i,-0.0025336+0.00056884i,-0.0018475+0.00040989i,-0.0012482+0.00028935i,-0.00033315+0.00018716i,-0.00017836-0.00067084i,-0.00098095-0.0011938i,-0.00036849-0.0010263i,0.0006454-0.0010774i,0.00059118-0.0012758i,-2.7681e-05-0.001397i,0.00044948-0.00086121i,0.00085303+0.00013167i,0.00015017+0.0004038i,-0.00010845+0.00015988i,-7.001e-05-5.6272e-05i
0.00056721-0.0013386i,0.0011046-0.00074151i,0.001246-0.002187i,0.001133-0.0037734i,0.0011463-0.0034611i,0.0012998-0.001843i,0.0017191-0.00072647i,0.0013789-0.00041523i,0.00048845-0.00021723i,-0.00042999-0.00013304i,0.00040598+0.00050824i,0.00065946+0.00082246i,3.5605e-05+4.336e-05i,-0.00047702-8.8347e-05i,-0.001066-0.00099388i,-0.00049991-0.0018745i,0.00035846-0.0011967i,0.00027983-0.00025231i,0.00030677+0.00052083i,-0.00020366+0.00036088i,-0.00029628-8.8576e-06i,-0.00017133+0.00030416i,-0.00028371-1.5713e-05i
0.00095804+0.0022369i,0.00023934+0.0029327i,0.00013078+0.0028505i,0.00047283+0.0011021i,0.00066356-0.0013035i,9.0008e-06-0.0027635i,-0.00066802-0.0021082i,-0.00055614-0.0018722i,0.00037589-0.002467i,0.0011548-0.0017772i,0.00083667-0.00057849i,2.2007e-05-4.4933e-05i,8.228e-05+0.00050803i,6.8116e-05+0.00074953i,-0.00058706+0.00069274i,-0.00014374+0.00053115i,0.00031537+0.00071403i,-3.6153e-05+0.0010418i,-0.00016367+0.00092014i,-0.00067223+0.0008452i,-0.00043334+0.00070677i,0.00082666+0.0011065i,0.0010914+0.0010378i
0.0015538+0.00030633i,0.0026827-0.00046855i,0.0032988-0.00066588i,0.0025964-0.00055794i,0.0015554-0.00030881i,0.00011114-0.0001611i,-0.00044653-0.0004365i,-0.00021281-0.00063285i,-0.00036164-0.00084274i,6.3243e-05-0.0011258i,0.00079723-0.00053901i,0.0012131-9.5596e-05i,0.00078461-0.00011817i,-5.407e-05-9.6334e-05i,4.7074e-05-0.000219i,0.00038949+0.00051217i,9.0427e-05+0.00095298i,-0.0006005+0.00048412i,-0.00046066-0.00028488i,3.7904e-05-0.00035096i,0.00037393+4.6934e-05i,0.00084074+0.00028891i,0.00047519+0.00084666i
-0.0003167+0.0008995i,-0.00088815-0.00050898i,-0.0014843-5.6417e-05i,-0.0010244+0.00049992i,3.518e-05-0.00063511i,0.0006062-0.0012882i,-8.0655e-05-0.0014454i,-0.0010956-0.0015124i,-0.0013701-0.0018408i,-0.00086153-0.001424i,-0.00020661-0.0013429i,0.00058782-0.0013073i,0.0014306-0.00026753i,0.0010145+0.00030991i,0.00084138+0.00069301i,0.00085006+0.00058071i,0.00030731+0.00012269i,-0.00019682-0.00017932i,-0.00034846-0.00056768i,-3.2102e-06-0.00096195i,0.00028624-0.00065888i,0.00056162+0.00014836i,0.00048146+0.00048413i
-0.00055964+0.00010902i,-0.00073931-0.00041612i,-0.0013289-0.00023876i,-0.0011554-0.0013724i,4.8e-05-0.0021518i,0.00013865-0.0019214i,0.00022085-0.00028376i,0.00052313+0.001304i,2.5379e-05+0.00084547i,-0.00094655-1.6066e-05i,-0.0017691-0.00010129i,-0.0017745+0.00032761i,-0.00080854+0.00041501i,-0.00027425+0.00043447i,6.8805e-05+0.00033188i,0.00044373-0.00034207i,0.00075028-0.00074995i,0.0011675-0.0001057i,0.00073558-0.00028429i,-0.00010373-0.0010629i,-0.00033041-0.00096066i,-0.00058602+0.00042697i,-0.00088899+0.0011904i
0.00054103-0.00065068i,0.00073724-0.00054345i,0.0018441+0.00036453i,0.0018645-2.4687e-05i,0.0016358-0.0011531i,0.002157-0.0011552i,0.0023057-0.00070634i,0.0015758-0.00026423i,-3.3425e-05+0.00010518i,-0.001034+0.00050454i,-0.00075404+0.0013914i,-9.0964e-05+0.0011742i,-0.00019738-0.00040865i,-0.00079084-0.0012344i,-0.00021167-0.00093442i,0.0003701-0.0005369i,-0.00019701-0.00047983i,-0.00035192-8.1482e-05i,0.00021596+0.00017554i,0.00058331+0.0004672i,0.00015506+0.0008537i,0.00045185-0.00014324i,0.00020189-0.00086418i
-0.001914+0.00080592i,-0.002818+0.00063614i,-0.0024175+0.0013262i,-0.00042217+0.002403i,0.0019168+0.0012563i,0.0025701-0.00075946i,0.00073397-0.0011876i,-0.00051698-0.00060366i,0.00038762+0.00049426i,0.00031509+0.00083723i,-1.6159e-05+0.00021701i,2.5095e-05-0.00061622i,-0.00023329-0.0012779i,-0.00030415-0.0014084i,-0.00085567-0.00033706i,-0.0013703-7.0777e-05i,-0.00086614-2.4646e-05i,-0.00054832+0.00045131i,-0.00064349+0.0011859i,-0.00053023+0.0012925i,-0.00039642+0.00092226i,-6.5887e-05-6.1286e-06i,0.00012204-0.00045743i
0.0016609+0.0033182i,0.0029284+0.0035849i,0.0030096+0.0015885i,0.0022426+0.00029897i,0.0013845-0.00079553i,-9.7234e-05-0.0014531i,-0.00013551-0.0021314i,-8.5943e-06-0.0020429i,-0.00011344-0.00096935i,-0.00019413-0.0002956i,0.00048438+0.00077728i,0.00070549+0.0014133i,4.7841e-05+0.00052574i,-0.00073521+0.00087332i,-0.00040281+0.0011525i,0.00052622+0.00083755i,0.00022084+0.00060007i,0.00015156+0.00064897i,0.00037328+0.00070655i,-0.00018714-9.4602e-05i,-0.00013816-2.8601e-05i,0.00048628+0.00084622i,-0.00013991+0.001152i
-0.0017508-0.0021424i,-0.0017127-0.0016406i,-0.0014481-0.0023693i,-0.0015231-0.002957i,-0.00098929-0.0023213i,-9.1692e-05-0.0011074i,-0.00086539-5.6805e-05i,-0.0018381-0.00031015i,-0.0010907-0.00066166i,0.0003918-4.8689e-05i,0.00051344+0.00057194i,0.00059157+0.00089801i,0.0004111+0.0011757i,0.00020714+0.00050623i,0.00018414+0.000208i,-0.00066309+0.00055916i,-0.00076465+0.0011787i,-0.00060732+0.001549i,-0.00053256+0.00018978i,0.00030891-0.00029274i,0.0011085-0.0002512i,0.0010188-0.00057816i,0.00041614+4.1951e-05i
0.0023709-0.0036218i,0.0016194-0.0037899i,-0.00035345-0.0024417i,-0.0011683-0.0019977i,0.00025901-0.0021511i,0.001157-0.0014997i,-0.000161-9.0022e-06i,-0.0012398+0.0010971i,-0.00078712+0.00034037i,-0.00069985-0.00022883i,-0.0011515-0.00083001i,-0.00064744-0.00039679i,0.00083343+0.00095392i,0.0012216+0.00096722i,0.00059841+0.0001319i,0.00091117-0.00055518i,0.00098908-0.00036311i,0.00047888+0.00056167i,0.00060898+0.00068029i,0.00091912+0.0001467i,0.0010628+0.00042359i,0.00074941+0.0010516i,0.00031101+0.00091878i
-0.00026743+0.0032855i,0.00060768+0.0037387i,0.0010645+0.0049922i,0.0017917+0.0053445i,0.0027036+0.0039925i,0.0035296+0.0024333i,0.0024149+0.0019386i,0.00064802+0.0021379i,-0.00013739+0.0015627i,-0.00068943+0.00035207i,-0.00093957-0.00046851i,-0.00092466-0.00084776i,-0.00048665-0.0012944i,0.00046266-0.0019203i,0.00084309-0.0023633i,0.00011663-0.0017528i,0.0003788-0.00073992i,0.00073928-0.00047225i,0.0006367-0.00022889i,0.00063023+0.0005715i,0.00062165+0.0012219i,0.0001802+0.001081i,-0.00062738+0.00039423i
-0.00071049+0.0014392i,-0.0016654+0.00068422i,-0.0016971-0.0002585i,-0.00082191-0.0016273i,0.00040367-0.0024925i,0.001768-0.0023368i,0.0032074-0.0014586i,0.0042055-4.0512e-05i,0.003061+0.00076944i,0.00080756+0.00073842i,0.00041457+0.00035644i,0.00044976-0.00078411i,-4.4849e-05-0.0017797i,-8.4907e-05-0.0020989i,-3.8718e-05-0.0019412i,-0.00058411-0.0010519i,-0.00033935-0.00083306i,0.00016948-0.00065788i,-0.00056685-0.00027974i,-0.0010161+0.0002048i,-0.0010775+0.00075568i,-0.00085237+0.0003573i,-0.00014546+0.00011803i
-0.0033818-0.0012884i,-0.0039032-0.00085362i,-0.0018433-0.00060313i,0.00027424-0.001229i,0.0014064-0.0023858i,0.0012335-0.0030819i,0.0011901-0.0031405i,0.0016638-0.0030019i,0.0011974-0.0016889i,-1.4634e-06+0.00025675i,-0.00093933+0.0016493i,-0.00072405+0.0010702i,-0.0005361+1.8536e-05i,-0.00049132+0.00042817i,0.00023862+0.00060163i,0.00016441-0.00010206i,-0.00034453-0.00019604i,5.0607e-05+0.0012005i,0.000161+0.0016739i,9.4715e-05+0.00071422i,0.00021391-0.00034754i,2.752e-05-0.00081779i,2.28e-05-0.0006872i
0.0010133-0.0021741i,0.0010497-0.0015898i,0.0015407-0.00023905i,0.0017286-0.00056903i,0.0015274-0.0018525i,0.00095147-0.0024343i,-0.00018957-0.0031216i,-0.0010149-0.0032404i,-0.0012243-0.0027394i,-0.00069841-0.0018981i,4.3271e-05-0.00055725i,-0.00043703+0.00020628i,-0.0016293+0.00013299i,-0.0019221+0.00045213i,-0.00099148+0.00092242i,-0.00067206+0.0012644i,-0.0015857+0.0012211i,-0.0013469+0.0012184i,-0.00035791+0.00070725i,-0.00050697-0.00054577i,-0.00034985-0.0013079i,0.00017001-0.00091896i,0.00054273-0.00037721i
