-0.0035344-0.00082871i,-0.0030871-0.0015464i,-0.0029745-0.00085329i,-0.0017955-0.0015167i,-0.0010192-0.0013938i,-0.000895-0.00011405i,-0.00030883+0.0008343i,0.00014585+0.00080105i,-0.00022397+0.0009337i,-0.00049559+0.00077967i,-0.00066751-0.00034971i,-0.00051379-0.00097186i,-0.00024425-0.00075903i,-4.2938e-05-0.00092123i,0.000334-0.0007998i,8.1845e-05+0.00084314i,-8.4292e-05+0.0012207i,0.00064829+0.00024516i,-0.00023618-0.00020045i,-0.0011636-0.00020881i,-0.00025379-0.00020247i,0.00046588-0.00052804i,0.00080456-0.00060393i
-0.0015867-0.0023455i,-0.0018975-0.0016236i,-0.0024134-0.00024083i,-0.002689+6.4675e-05i,-0.0021122-0.00046691i,-0.0013955-0.0005274i,-0.00077449-0.00062344i,-0.00098667-0.0003207i,-0.0013751+0.00020061i,-0.0013406+0.00030969i,-0.00071435+0.00031882i,0.00011961-0.00028807i,-0.00022186-0.00014623i,-0.00039692+0.0010766i,-7.9695e-05+0.0013286i,5.2967e-05+0.00089664i,0.00042836+0.00050894i,0.00035827+0.00023249i,0.0001322+0.00034265i,0.00045813+0.00078038i,3.3679e-05+0.00060708i,-0.00032227-6.1695e-05i,-0.00026777+0.00015753i
-5.703e-05-0.0018319i,-0.00059914-0.0029387i,-0.00075953-0.0035933i,-0.00055842-0.0025172i,-0.00060343-0.0012639i,-0.00030052-0.00018388i,-0.00010122+0.00014595i,-0.00068188-0.00014894i,-0.0014428+6.0908e-05i,-0.0014929+0.00069741i,-0.00041894+0.00052556i,0.00029147-0.00029306i,0.00045552-0.0011867i,-0.00043953-0.00093699i,-0.00087272+2.7678e-05i,-0.00018759+0.00022486i,6.4987e-05+0.00014098i,-0.00027576+0.00030227i,0.00019539-7.4025e-05i,0.00064239+0.00030418i,7.9407e-05+0.0010519i,-0.00027892+0.00088874i,-0.000248+7.7358e-05i
8.4621e-05-0.00027154i,0.00081952+2.388e-05i,-0.00012294+0.00068608i,-0.0018654+0.0010331i,-0.0018187+0.00066006i,-0.001131+8.0713e-05i,-0.00066774-0.00012348i,-0.00057673+0.00037891i,-0.00094909+0.00090033i,-0.00046283+0.00032859i,0.00022328-0.00045727i,0.00046136-0.00066677i,0.0003962-0.000205i,-0.00010538+0.00014533i,-8.1823e-06-0.00025962i,0.00063562+0.00040624i,0.00018283+0.0013674i,-0.00085396+0.0018799i,-0.0014411+0.0010001i,-0.0013602-0.00012093i,-0.00029273+0.00031047i,0.00057101+0.00051005i,0.0001911-8.3627e-05i
0.0034098-0.0002846i,0.002891-0.00049183i,0.0031876-0.0010548i,0.0022214-0.0019116i,0.0010159-0.0025704i,0.0005968-0.00056645i,-9.8821e-05+0.0015747i,-0.00065157+0.0015718i,-0.0010822+0.0012186i,-0.00084154+0.00045221i,-5.9176e-05-0.00041075i,-0.00014976-0.00041451i,-5.0207e-05+0.00014853i,0.00031671+0.00017045i,0.0013902+0.0001987i,0.0013911+0.00015137i,0.00027124+1.8163e-05i,-6.2139e-06+0.00021091i,0.00046679+0.0002525i,0.00010367+0.00040903i,-0.00040491+0.00065284i,-0.00026502+1.218e-07i,-2.5713e-05-0.00039729i
-0.00030794+0.0011013i,0.00039709+0.00096579i,0.00068899+0.00080294i,0.0010672+0.00032221i,-8.804e-05+0.00016859i,-0.0011261+1.5893e-05i,-0.00028541-0.00033459i,0.00059979-6.8794e-05i,0.00021334+0.0004201i,-0.00036272+0.00040673i,2.9103e-05+0.00011166i,0.00072943+0.00021765i,0.00055052-0.00016843i,0.0001675-0.00086944i,-0.00014586-0.00031248i,-0.00023358+0.00035279i,-9.9927e-05-6.5813e-05i,0.00028424+0.00026674i,-0.00010474+0.00069028i,-0.00091219+0.00016811i,-0.0011655+0.0002591i,-0.00056112+0.001504i,-0.00019138+0.0017032i
-0.0016976-0.00093702i,-0.0025935-0.0009771i,-0.0026742-0.0022101i,-0.0021361-0.0018141i,-0.00055683-0.0010757i,-0.00046999-0.0009941i,-0.0012803-0.0008364i,-0.0011308-0.00078345i,-0.00073037-0.00043051i,-0.00011993-0.0004281i,0.00019246-0.00058503i,0.00027113-0.0005994i,0.00032926-0.0004082i,0.00011819-0.00065672i,-0.0008231-0.00035285i,-0.001317+0.00055i,-0.0012102+0.0010153i,-0.00099698+0.00052444i,-0.00040301-0.00026764i,0.00059313-0.00015489i,0.00127+0.00076647i,0.00078291+0.001184i,0.00063239+0.00014631i
-0.00010593-0.00063368i,9.3255e-05+0.00029163i,-4.6105e-05+0.00069098i,8.398e-05-0.00021171i,-0.0011011-0.0013155i,-0.0018002-0.0014104i,-0.00040702-0.00017597i,-0.00067332+0.00015373i,-0.0020054+0.00025157i,-0.0011976+0.00073809i,-0.00049433+0.00046167i,-0.00069709-0.00023955i,-0.0002068-0.00010001i,0.00026472+9.9092e-05i,-0.00038154+0.0002255i,-0.00096811+0.00049961i,-0.00099493+0.00043458i,-0.00062185+0.00079152i,-0.00087546+0.00018891i,-0.0010159-0.00028353i,-0.00074583+9.7084e-05i,-0.0003424+0.00042884i,0.0004514+0.00066474i
-0.0010011-0.00022463i,-0.00065612+0.00021432i,-0.00117-0.00035861i,-0.0010187-0.00016554i,-0.00044299+0.00032525i,-9.0992e-06+0.00027777i,0.0003614+0.0005998i,0.00041333+0.00069647i,-0.00044478+0.0002057i,-0.0014327-0.00039515i,-0.0010011-0.00091413i,0.00016244-0.00060411i,0.00084406+0.00014663i,0.00026359+0.00025867i,0.00048733+0.00042072i,0.00074106+0.00028114i,5.0485e-05+6.4105e-05i,-4.2358e-05+0.00010191i,0.00016866-5.4752e-05i,-0.00016878-2.1384e-05i,-0.00034576+0.00011404i,-7.9239e-05+0.00065537i,-0.00014171+0.00031367i
0.00046762-0.0018266i,0.00049598-0.00227i,0.00018907-0.0019373i,-7.8097e-05-0.00099158i,-0.00018319-0.00075847i,-0.00052022-0.0015236i,-0.00058333-0.0010118i,-0.00047926-0.00047207i,-0.00090604-0.00020619i,-0.0013556-8.3565e-05i,-0.0014801-0.00071369i,-0.0011903-0.0010456i,-0.00073233-0.00093889i,-0.00056847-0.0003794i,-3.0827e-06+6.3189e-05i,0.00022743-1.4032e-05i,-0.00074133+9.6327e-06i,-0.00096452-0.00072046i,-0.00034283-0.00079583i,-0.0004438+0.00067639i,-0.00034372+0.00065699i,0.00025604-0.00039665i,0.00092446-4.3315e-05i
-0.00031223-0.0010445i,-0.00095738-0.00054038i,-0.0020347-0.0014802i,-0.0014626-0.0021432i,-0.0010362-0.001471i,-0.0018435-0.0010288i,-0.0019683-0.00051998i,-0.0013158+0.00021435i,-0.0011524+0.00042507i,-0.0012573+0.00021092i,-0.0011266-0.00052588i,9.6537e-05-0.0007111i,0.0013244-0.00024351i,0.00084564+0.00038941i,0.00063514+0.0011362i,0.00095836+0.0010432i,0.00049606+3.953e-05i,-0.00056899-0.00035848i,-0.00081182-0.00023181i,3.6757e-05+3.4811e-05i,6.6011e-05+9.9069e-05i,-0.00054812-3.1568e-05i,-0.00040449+2.5679e-05i
0.00058429-0.0013841i,0.00095516-0.00055635i,-0.00010677+0.00018636i,-0.0012195-0.00035401i,-0.0010372-7.0339e-05i,-0.00028307+0.00031813i,0.00034151-4.644e-05i,0.00015446+6.1845e-05i,-0.00063982+0.00066093i,-0.00046176+0.00094283i,0.00063241+0.00053625i,0.00071311-0.00021549i,0.00062277-0.00060999i,0.00043607-0.00057056i,-0.00063784-0.000294i,-0.00099524-4.3539e-05i,-0.00049905-0.00035419i,0.0003742-0.00086797i,0.00039906-0.00069715i,-0.00021923+5.4295e-05i,-1.9421e-05+0.00016628i,-0.00011956-0.00013716i,-0.00057413+0.00039857i
-0.0015918+0.002339i,-0.00095565+0.0031116i,0.00080122+0.0035656i,0.0013145+0.0017628i,0.0013338+1.7152e-05i,0.00081293-0.00093397i,-0.00055836-0.00099275i,-0.00077785-0.001083i,0.00032377-0.00070533i,0.00088681+8.4919e-05i,0.00096079+0.00014334i,0.0004881-0.00037946i,0.00018597-0.00045673i,0.00032717-0.00022392i,0.00014145-0.0011495i,0.00021327-0.0016659i,0.00044751-0.00068199i,0.0001992-0.0003655i,0.00047209-0.00034806i,0.00055379-6.7323e-05i,0.00038244+0.00038014i,0.00067416+0.00032756i,0.00031646-2.6e-05i
-0.00052898+0.0010694i,-0.00071703+0.0010927i,-0.00043621+0.00075521i,0.00066673+0.00032178i,0.0010789-0.00084089i,0.00036238-0.0014321i,7.6643e-05-0.00051375i,-0.00017188-0.00041426i,-0.00055982-0.00037791i,-0.00093831+0.0004197i,-0.00099973+0.00077862i,-0.0011592+0.0007828i,-0.00087261+0.00082177i,0.00056583+0.00035279i,0.00085215-1.3151e-05i,7.3623e-05-0.00044127i,0.00013684-0.00013321i,4.5199e-05+7.3408e-05i,-0.00052773-0.00058014i,-0.00060614-0.00061768i,0.00010536+0.00025847i,0.00053047-0.00013194i,0.0010185-0.00090907i
-0.0016376-0.00085557i,-0.0022934-0.0011177i,-0.0024405-0.0012294i,-0.0015542-0.0013543i,-0.0011628-0.0015541i,-0.0012521-0.0011763i,-0.00076961-0.00034153i,-0.00056058-0.00014324i,-0.0011393-0.00015859i,-0.0005848-0.00023935i,0.00052774-0.00030609i,0.00050752-1.3826e-05i,0.00024226+1.8573e-05i,0.00011979+4.5876e-05i,-6.4106e-05+0.00037314i,-5.2921e-05+0.00031306i,4.041e-05+0.00012994i,-0.00057907-9.72e-05i,-0.00094224+0.00028409i,-0.00054718+0.00050049i,-0.0001472+0.0001529i,-0.00016567-6.6854e-05i,-6.9508e-05-0.00031096i
0.0015367-0.002572i,0.0027953-0.0024138i,0.0022935-0.0023925i,0.00032754-0.002196i,-0.0010183-0.0016073i,-0.0011302-0.0012228i,-0.00099818-0.00031556i,-0.0013465+0.00082512i,-0.0015121+0.0007669i,-0.0012049+0.00023773i,-0.00083747-0.00020034i,-0.00077207-0.00028999i,-0.00010048-0.00077026i,-2.8763e-05-0.0010279i,-0.00063921-0.00077132i,0.00015783-0.00079477i,5.7738e-05-0.00093555i,-0.00034815-0.00029133i,-0.00016632+0.00050206i,-0.00018853+0.00048685i,-0.00012367+0.00028272i,0.00059047-2.9196e-05i,0.0012626+0.00024178i
0.00014217+3.7438e-06i,0.00077653+0.00035715i,0.00034982-4.1446e-05i,-7.2003e-06-0.0011461i,-0.00019121-0.0010994i,-0.0014404-0.00066775i,-0.0010195-0.00080332i,-0.00019901-0.0003921i,-0.00011038+0.00024172i,0.00022729-6.2948e-05i,-0.00024054-0.00084368i,-0.00052237-0.0010483i,0.00010445-7.9848e-05i,0.00029281+0.00098967i,8.0531e-05+0.0013997i,0.00012323+0.00071007i,-0.00021584+0.00036906i,-0.00064703+0.00038852i,-5.4288e-05-0.00024835i,0.00071577-9.182e-05i,0.0011025+0.00031081i,0.00088549+0.0004172i,-3.8374e-05+0.00020269i
-0.00082783-0.002526i,-0.0016724-0.0019183i,-0.0018925-0.0017939i,-0.0009532-0.0020043i,0.00020555-0.00142i,0.00049674-0.00096296i,0.00029826-0.00082084i,0.00039366-0.0009066i,2.9534e-05-0.00066773i,-0.00049043+0.00016916i,-4.281e-06+0.00048157i,0.00032998-0.00018065i,-0.0001398-0.00074181i,-0.00049427-0.00077291i,-0.00055133-0.00030636i,-0.00062661+0.0002457i,-0.00064735+0.00044621i,-0.00060268+0.00075247i,-0.0008418+0.0010863i,-0.000737+0.00079404i,-0.00032371+0.00053432i,-0.00024103+0.00064658i,0.00030186+0.0004373i
-0.00049096+0.00019143i,-0.00039856+0.00098204i,-0.00017075-0.00014804i,0.00059062-0.00011464i,0.00072982+0.00013906i,-0.0003288-0.00071552i,-0.0012479-0.00089839i,-0.0013435-0.00072623i,-0.0015156-0.00046033i,-0.00067093-0.00011488i,0.0010461+1.1505e-06i,0.0010978-0.0003535i,0.00045811-0.00046082i,0.00036306-0.0006607i,0.0011993-0.00070723i,0.00092897+0.00011184i,-0.00016258+0.00078226i,-0.00015064+0.00039306i,-0.00014057+0.00023494i,0.00025339+0.00051087i,0.00080971+0.0003708i,0.00068878+0.00022301i,0.00020738-0.00042825i
0.0021104-0.0012052i,0.0016442-0.00089454i,0.0019627-0.0010802i,0.0017525-0.00080172i,0.00030524-0.0010877i,-0.00062557-0.0010686i,-0.00052716-0.00035963i,-0.00053848-0.00031526i,-0.00091678-3.1084e-05i,-0.0010708-3.0727e-05i,0.00022719-0.00041673i,0.0017062-0.00070677i,0.0014447-0.00062345i,0.0005627-0.00027172i,0.00066199-8.7668e-05i,0.00075591-0.0003009i,4.1597e-05-0.00033792i,-0.00078987-0.00028827i,-0.00099154-0.00074451i,-0.00085898-0.00051174i,0.00015046+0.0001372i,0.00085118-3.5638e-05i,0.0008328-0.00030633i
0.0003688-4.8838e-05i,0.0011775+4.6605e-05i,0.00076348-0.00058017i,3.6915e-05-0.0016027i,-0.00091919-0.0019042i,-0.0007324-0.0015067i,0.00025252-0.001096i,0.00018745-0.0003605i,-0.00078086-0.00015462i,-0.00084762-0.00064666i,-0.00028277-0.0011376i,-6.7856e-05-0.0010456i,-4.9295e-05-0.00073517i,-0.00031193+3.5067e-05i,6.7965e-05+0.001126i,-2.1531e-06+0.0012285i,-0.0001847+0.00023993i,0.00021362-0.00016529i,0.00031682+0.00057062i,-0.00024866+0.0011194i,-0.00081986+0.0011097i,-0.00092221+0.00062962i,-0.00040904-0.00015929i
-0.0010379+0.0018757i,-0.0014504+0.0013987i,-0.0013484+0.0026687i,-0.00074495+0.0015311i,0.00034695-0.00071295i,0.00037135-0.0010547i,-0.00079679-5.228e-05i,-0.0018048+1.9778e-05i,-0.0020497+6.6062e-05i,-0.0017001+0.00014148i,-0.00067648-0.00033377i,0.00070799-0.00073546i,0.0012057-0.00077154i,0.00080651+0.00011837i,0.00034902+0.00027535i,0.00029661-0.00044876i,0.00049029-0.00030514i,0.00032835+0.00039905i,-0.00048645+0.00044958i,-0.00048265-0.00016619i,0.00014489+5.6614e-06i,8.9837e-05-0.00018581i,0.00040727-0.00050462i
0.00045105-0.0019239i,0.00064636-0.0015436i,0.00037902-0.0015809i,-0.00081147-0.0016711i,-0.0021319-0.00098527i,-0.0017581-0.00039416i,-0.00074428+0.00024519i,-0.00092962+0.00027819i,-0.0011512+4.3698e-05i,-0.00094245+0.00014425i,-0.00029338+0.00033702i,-4.8113e-05+5.9551e-06i,0.0002135-0.00045409i,0.00047785-0.00041146i,0.00031826-0.00022173i,9.9855e-05+0.00064313i,-9.9152e-05+0.00022768i,-0.00017017-0.00069776i,-0.00019581-4.7252e-05i,-0.00067396+0.0008405i,-0.0012643+0.00062061i,-0.00048653-0.00042816i,-0.00027524-0.00026727i
-0.0002411+0.0010568i,-0.00079145+0.0013519i,-0.0012086+0.00061003i,-0.00078785-0.00016599i,5.1167e-05-0.00043685i,-1.5073e-05-0.001029i,-0.00082706-0.0010964i,-0.00071321-0.00075132i,-0.00033058+9.7558e-05i,-0.00020538+0.00024846i,0.00042402-0.00031036i,0.00041752+8.0521e-05i,4.043e-06+0.00025i,-3.8409e-05+0.00034603i,0.00011745+0.00050298i,0.00062707-1.8186e-05i,0.00041314-0.00072296i,-0.00016889-8.226e-05i,7.6853e-05+0.0008914i,0.00055708+0.00098778i,0.00064948+0.00043661i,0.0011011-0.0001676i,0.0012266-0.0006331i
0.0015029-0.00053236i,0.0020247-0.0013542i,0.0016846-0.0025869i,0.0010578-0.0031432i,-0.0003139-0.0028136i,-0.0010344-0.0017987i,-0.0013292-0.00082009i,-0.0011639-0.00053594i,-0.00061582-0.00018732i,-0.00047322+4.8965e-05i,-0.00021208+6.0736e-05i,0.00011714-5.2978e-05i,-0.00016173-0.00021164i,0.00010268-0.00054037i,0.00035565-0.00040734i,8.6463e-05+7.3558e-05i,0.00020265+0.00026191i,0.00055226+0.00023364i,0.00063581-4.0782e-05i,0.00073636+0.00016046i,0.00040679+0.0003801i,-0.00023373+0.00061721i,-0.00086796+0.00095789i
0.0016016-0.0025368i,0.0005675-0.00086005i,-0.00010497-0.00014128i,-0.0011615-2.7105e-05i,-0.0015211-7.5325e-05i,-0.00058216+0.00017255i,0.00024181+0.00051625i,-2.7942e-05+0.00071167i,-0.00056091+0.00012094i,-0.00024901-0.00063154i,0.00040084-0.00085159i,0.00067577-0.00094293i,0.00039059-0.00072066i,0.00042096-0.00054713i,-9.16e-05-0.0002768i,-0.00063264-3.9094e-05i,-0.00092781-0.00010604i,-0.0011557+6.1487e-05i,-0.0011327-4.7754e-05i,-0.00018246-8.7103e-05i,0.00099754+0.000213i,0.0013376+0.0003006i,0.00067307+0.00065339i
-0.00043402+0.001703i,-0.00044026+0.00058786i,0.00022243-2.9541e-05i,0.0012272-0.0010132i,0.0016346-0.001931i,6.7736e-05-0.0021052i,-0.00079432-0.0011843i,0.00024155-0.00060962i,0.00032661-0.00033019i,-0.00038094+0.0001936i,-7.7696e-06+0.00029719i,0.0010902-3.4679e-05i,0.0011745-0.00025524i,0.0010469-0.00056334i,0.00076082-0.00078749i,-6.3651e-05-0.00060463i,-0.0001384-0.00046278i,0.00043589-0.0006534i,0.00037759-0.00065458i,-0.00019297+2.5253e-05i,-0.00051963+0.00035569i,-0.00067358-9.1352e-05i,-0.00043853-0.0002088i
0.00034109+0.00048946i,0.00078758+0.0016708i,0.00048497+0.0025206i,-0.00024605+0.0016864i,-0.00099014+0.00079009i,-0.0010471+0.00064469i,-0.00059414+0.00097258i,-3.0296e-05+0.00047389i,-0.00089882-0.00050958i,-0.0014157-0.00081058i,-0.00083593-0.00040219i,1.4003e-05-0.00047721i,0.00027459-0.00091064i,0.00063942-0.0010358i,0.00088096-0.0010887i,0.00034916-8.3654e-05i,9.2909e-06+0.00055002i,0.00040299-3.4586e-05i,0.00019151+0.00013597i,-0.0006774+0.000321i,-0.00082958+0.00023064i,-0.00035341+0.00042046i,-0.00055149+8.7803e-05i
-0.00043311+0.00065328i,-0.0013106+0.00087148i,-0.002296+0.0010899i,-0.0014075+0.00055133i,-0.00033728-0.00050052i,0.00017579-0.0011324i,0.00057468-9.8716e-05i,0.00019627+0.00069147i,-0.0010763+6.3577e-05i,-0.001048-0.00024951i,-0.00023584-0.00030767i,-4.6828e-06-0.00039563i,-0.00021433-0.00048522i,0.00061337-0.00047799i,0.0010362+5.3397e-05i,0.00024595+0.00016176i,-0.0002238-0.00065498i,-0.00060967-0.001131i,-0.001325-0.00066231i,-0.0008861-0.00014912i,-4.6793e-05-0.00019786i,0.00027207-0.00035443i,3.4185e-05-0.0005332i
-0.00063566+0.0010841i,0.00079392+0.0011043i,0.0011218+0.0013427i,0.0006732+0.0011309i,0.00076071+0.00032462i,0.00084811-0.0010209i,0.00053815-0.0008185i,0.00019013-5.0854e-05i,-0.00039056+0.00016262i,-0.00053004+0.00041948i,-9.8158e-05+0.00031951i,0.00028747-0.00021946i,0.0004781+6.7853e-05i,-0.00056916+5.5139e-05i,-0.00040912-0.00025577i,0.00071577-0.00017352i,0.00075819-0.00018095i,0.00054693+0.0003949i,7.8448e-05+0.00068963i,-0.00015794+0.00075381i,5.8176e-05+0.0008921i,0.00037013+0.00095752i,-8.0155e-05-0.00014394i
-0.0021439+0.00031253i,-0.0029145+0.0007419i,-0.0036672+0.0004212i,-0.0024802+0.00037917i,-0.0015504+0.0010376i,-0.0012838+0.00054062i,-0.00063478-0.00020977i,-0.00012037-0.00029112i,0.00037259-0.0001613i,0.00014892+8.69e-05i,-0.00011773+0.00067215i,0.00027961+0.00076983i,0.00047422+0.00041435i,0.0014535+0.0002945i,0.0018008-0.00028428i,0.00076016-0.00065995i,0.00012556+0.00021346i,-0.00056016+0.00077191i,-0.00040517+0.00046853i,-0.00043549+0.00054733i,0.00013446+0.00072472i,0.0011259+0.00010402i,0.0011141-0.00025956i
3.9442e-05-0.0023812i,0.00064549-0.0030085i,0.0014746-0.0025751i,0.00031491-0.0011415i,-0.00091598-0.00043068i,-0.00033556+0.00016613i,-0.00033737+0.0011222i,-0.00053988+0.00091278i,-0.00042493+0.00037387i,-0.00041323+0.00017627i,-0.00029687-0.00059319i,-0.00010048-0.00089013i,-7.5304e-05-0.00018713i,-0.00035794-1.4084e-05i,-0.00012411+0.00031287i,-4.5642e-05+0.00096344i,5.3487e-05+0.00054305i,0.00019701-6.3836e-05i,-0.00025677-3.5778e-05i,-0.00014453+0.00015419i,-0.00063378+0.00065968i,-0.00078358+0.0006788i,0.00010117-0.00042033i
0.0020065+0.00084966i,0.0012641+0.0015702i,0.0014155+0.0013045i,0.0011775+0.00074337i,0.00069042-0.00040422i,-0.0001509-0.002055i,-0.00090888-0.0024587i,-0.00054712-0.0017545i,0.00013456-0.00087971i,-0.00025963-0.00049992i,-0.00033592-0.00070714i,0.00048215-0.00034817i,0.00064841-0.00017695i,0.0003635-0.00063749i,8.1965e-05-0.00042011i,-7.332e-05-2.4857e-05i,-0.00017192+0.00027833i,-0.00031546+0.0001367i,-0.00040282+0.00044988i,-9.609e-05+0.00082495i,0.00038852+0.000297i,-7.4727e-05-0.00025553i,-0.00073547-0.00045495i
0.0024631+0.00332i,0.0031817+0.0023882i,0.003215+0.0016804i,0.001258+0.00022529i,-0.00069982-0.001029i,-0.00079573-0.0011838i,-0.00033453-0.00014805i,-0.00071402+0.00063495i,-0.00098538+0.00051531i,-0.00066825-1.4159e-05i,-8.2988e-05-0.00034743i,0.00040745-0.0006938i,0.0010124-0.0013952i,0.00072504-0.00076734i,2.3681e-05-0.00025277i,-0.00019189-0.00053827i,-2.9456e-05-0.00026706i,0.00036175-0.00028911i,0.00079715-0.00060832i,0.00043579-0.00053945i,0.00033368+2.5034e-05i,0.00090994+0.00055149i,0.0010019+0.00065218i
-0.0010523-0.00059852i,-0.0013112+0.0011575i,-0.0014659+0.0024675i,-0.00062629+0.0011124i,0.00035733-0.00020067i,0.00034556-0.00047444i,1.6997e-06-0.00071626i,-0.00070414-0.00055477i,-0.0012187-0.00034268i,-0.00056377-0.0002995i,0.0001605+2.7267e-05i,0.00019232+0.00042082i,-5.1981e-05-0.00026821i,0.0001181-0.00017207i,-0.00017353-0.00019003i,-0.0005137-0.00064031i,-0.0001025-0.00036521i,-0.00016894-0.00015544i,-0.00071264+8.2022e-05i,-0.00049185-6.3615e-05i,-0.00045401-9.9061e-05i,-0.00048439-0.00035534i,-0.00020779-0.0005572i
-0.00036212-0.0020253i,0.00037279-0.0024295i,-0.00042628-0.0022675i,-0.00187-0.0013545i,-0.0019814-0.00083406i,-0.0013792-0.00033463i,-0.0013053+0.00059273i,-0.0014312+0.0011694i,-0.0010612+0.0011917i,-0.000854+0.0018095i,-0.00074171+0.0017575i,-0.00072115+0.00030829i,-0.0010353-0.00087883i,-0.0010809-0.00047409i,-0.00065688+0.00031184i,-0.00034523-4.792e-05i,-8.0556e-05-0.00070919i,7.1948e-05-0.00028614i,0.0001872+0.00054499i,-0.00013557+0.0006079i,-7.6294e-05+0.0002284i,0.00017168-0.00039969i,2.1939e-05-0.00098931i
-0.001029-8.378e-05i,-0.00082155-0.00034317i,-0.0013692-0.00023467i,-0.001167-0.00039569i,-0.00045628-0.00056782i,-0.00059929-0.00080724i,-0.00080136-0.00014987i,0.0001487+0.00081169i,0.00037049+0.00062336i,0.0002491+0.00018415i,2.8895e-07+0.0004534i,-0.00015581+0.00031066i,-0.00045433+0.00031978i,-0.0010781+4.6925e-05i,-0.00067376+0.00012281i,0.00072492+0.00039216i,0.0011574+0.00012814i,0.00017179+0.00035717i,-0.00029281+0.00075342i,-0.0002408+0.00082304i,0.00050437+0.00081202i,0.00092685+0.0002371i,0.00055633-0.00025233i
0.0015479+0.00011784i,0.001225-0.00022829i,0.00069295+4.0978e-05i,0.00092867-0.00061173i,0.00059713-0.00097517i,-0.00037222-0.0015806i,-0.00068312-0.00086605i,-0.00023724+0.00040548i,6.6327e-05+0.00011021i,0.00011978+0.00021553i,-0.0005354+0.00072755i,-0.0012528+0.00062363i,-0.00032692+0.00053351i,0.00039106+0.00052449i,0.00038494-6.5256e-06i,0.00010293-0.00041304i,-0.00094319-0.00045496i,-0.0010681-0.0005054i,-0.00075935-0.00059383i,-0.00079384-0.00060405i,-0.00047399+0.0001528i,-0.00028646+0.00021209i,-0.00053447-0.00032304i
-0.0014633-0.0016699i,-0.0015271-0.0019379i,-0.0013321-0.002191i,-0.00022161-0.00085458i,0.00079265+0.00027365i,0.00080755-0.00045914i,0.00032735-0.0014915i,-0.0001581-0.00098669i,-0.00065975+5.941e-05i,-0.00070855+9.5345e-05i,0.00011352-0.00010623i,0.00067512-0.00012661i,0.00024015-0.00051492i,-0.00034029-0.0010803i,-0.00037117-0.00064894i,-0.00038908-0.00034464i,-6.9407e-05-0.00010949i,9.1439e-05+0.00041564i,-0.00022241+0.00020592i,-0.00018822-0.00043956i,0.00021374+8.879e-05i,0.00072907+0.00039799i,-2.5106e-06-0.00013075i
-0.00012051+0.0014986i,-0.00056976+0.00055187i,0.00040026-0.00039767i,0.00096399-0.00087274i,0.00092655-0.0014848i,-8.5204e-05-0.0015187i,-0.00083945-0.0010951i,-0.00091766-0.00084107i,-0.00092595-0.0010705i,-0.00051569-0.00057773i,-0.00042225+0.00034291i,-0.00077799-6.9526e-05i,-3.4987e-05+8.5354e-05i,0.00081197+0.00036869i,0.00079788-8.9543e-05i,0.0004843-0.00051538i,0.00011248-0.00044336i,-0.00050912-0.00026768i,-0.00048258+8.8928e-05i,-0.00046031+0.00017818i,4.5504e-05-9.6618e-05i,0.0004698-0.00013084i,-0.00014653-0.00074302i
-2.7802e-05-0.00070438i,-1.7631e-05+2.2511e-05i,-0.001504+0.00045198i,-0.0013647+0.00068133i,-0.00082229+0.00040787i,-0.0011324+0.0007067i,-0.0012017+0.0003312i,-0.0015866-0.00079257i,-0.0018251-0.00054098i,-0.0010136+0.00036575i,-0.00098563+0.00059069i,-0.00082723-0.00013228i,-0.0004253-0.00050762i,-0.00023043+0.00027861i,0.00044403+0.00075839i,0.0013737-1.0255e-05i,0.0012107-0.001203i,0.00042-0.00060353i,-0.00034802+0.00042278i,-0.00047764-2.5941e-05i,0.00060087-0.000297i,0.00050826+7.7639e-05i,3.3448e-05-0.00015891i
-0.00099924-0.0010076i,-0.00083654-0.0010441i,-0.0022065-0.0020748i,-0.002193-0.001754i,-0.0015647-0.00065302i,-0.0013577-0.00056573i,-0.00076514-0.00046054i,-0.00094334+0.00018781i,-0.00098148+0.0010028i,-0.00080713+0.001115i,-0.0010244+0.00031287i,-0.001194-0.00017043i,-0.00028067-0.00044486i,0.00062518-0.00041741i,0.00054794-0.00061253i,0.00025499-0.0013065i,-0.00049313-0.0015408i,-0.00086399-0.00064317i,-0.00039407-0.00011467i,-0.00029481-0.00065051i,-0.00068359-8.2536e-05i,-0.0007905+0.00045056i,-0.00051658+0.00014067i
0.00037142+0.00022972i,0.00043809+0.00019378i,0.00023486-0.00079209i,-0.00047341-0.00048299i,-0.00067808+7.6612e-05i,-0.0007664+0.00018228i,-0.0010741+0.0011554i,-0.00076502+0.0018158i,-0.00075027+0.001516i,-0.00091141+0.001587i,0.00044248+0.00028191i,0.0011319-0.0009565i,0.00073083+0.00058603i,0.00023342+0.0018892i,-0.00052098+0.0014845i,-0.00035866-6.9278e-05i,-0.00025461-0.00023936i,-0.00067075+0.00032017i,-0.00084176+0.00045567i,-0.00049046+0.00080354i,-0.00022276+0.00083905i,-6.4564e-05+0.00021683i,6.9887e-05-0.00025722i
