0.00074219+0.00050191i,0.0010837-0.00052111i,0.0011732-0.0014757i,0.0007882-0.0015569i,4.0293e-06-0.0016504i,0.00036205-0.0013725i,0.0013817+0.00047804i,0.0011759+0.0016084i,0.00090174+0.0010085i,0.00095562+0.00027593i,0.00086689-0.00023112i,0.0004193-0.00059574i,-0.00031603-0.00035294i,-0.00083791-0.00021576i,-0.001279-0.00046611i,-0.0012741-3.9827e-05i,-0.0012934+0.00024724i,-0.0011245+0.00054256i,-0.00043004+8.033e-05i,0.00020833-0.00038827i,0.00041652-7.8973e-05i,0.00029837-0.00011824i,-0.00017663-0.00034684i
0.0034051+0.0053207i,0.0024755+0.0031183i,0.0029797+0.00035321i,0.0024332-0.0020282i,0.00097411-0.0033443i,-0.00041488-0.0034292i,-0.00090665-0.0027741i,-0.0010668-0.00097692i,-0.00065677+0.00020058i,0.00015967+0.00020398i,-0.00036531+0.00030318i,-0.00069173+0.00062863i,-0.00079454-0.00012735i,-0.00024018-0.00067083i,1.0755e-05-0.00044198i,-0.00026244-0.00054432i,-0.0002392+0.00037854i,0.00052236+0.00041688i,0.0012826-0.0001311i,0.00062728-0.00019377i,-0.00040792-0.00064833i,-0.00095495-0.00089896i,-0.0010403-0.0010181i
0.00095637+0.0029749i,0.0031079+0.0011596i,0.003711-0.0013768i,0.0022812-0.0042646i,0.0014795-0.0054348i,0.0015637-0.0031929i,0.0012976-0.00083405i,0.0013623-0.00018574i,0.00080969+0.00023262i,-0.00024092+0.00039593i,-0.00033215-0.00030824i,-6.2424e-05-0.00078585i,-0.00017677-0.00039987i,-0.00045446-0.0006462i,7.6043e-05-0.00071257i,0.00052517-0.00064344i,0.00027155-0.00076798i,0.00035398-0.0008087i,0.00063492-0.00059513i,-0.00016698+3.1372e-05i,-0.0010073+6.0508e-05i,-0.00095846-0.00047936i,-0.0010407-0.00056417i
0.00027462-0.00095459i,0.0025222+0.00043392i,0.0035181+0.0010174i,0.0027778-0.00045587i,0.0024755-0.0020492i,0.0023804-0.00247i,0.0015696-0.0018814i,0.00093533-0.0015114i,0.00030533-0.0010423i,-0.00039435-0.00016395i,-0.00055745+5.972e-05i,-0.00027183+0.00011982i,-0.00019516+0.00023278i,-0.00013442+0.00012166i,-0.0002536+0.00056717i,-0.00025938+0.00046846i,-0.00067365+0.00080827i,-0.0010795+0.00079503i,-0.0007178+0.00033964i,-0.00012629+0.0007318i,-0.00036804+0.00035445i,-0.0010109+1.4857e-05i,-0.0010047-0.00027202i
0.0016899+0.00024189i,0.0017637+0.00084548i,0.0016634-8.2802e-05i,0.0015374-0.00073584i,0.0011228-0.0011852i,0.00094607-0.0019948i,0.00065018-0.0011666i,-0.0005011-0.00033685i,-0.0012113+1.995e-05i,-0.0006159+0.0009716i,0.00049398+0.00080495i,0.00047304-0.00041383i,-6.525e-06-5.0295e-05i,0.0004759+0.001108i,0.00077235+0.0016084i,0.00058008+0.0012403i,-0.0001671+0.00054519i,-0.00021832+0.00052833i,0.00059625+0.00074222i,0.0013505+0.00040615i,0.001322-0.00010171i,0.00065669-0.00058275i,0.00026349-0.0011018i
0.0011819+0.0033518i,0.0026959+0.0015688i,0.002946-0.00021929i,0.0024075-0.0023616i,0.0028135-0.0037891i,0.0022393-0.0032691i,0.001361-0.001848i,0.0012738-0.0013966i,0.00059926-0.00017004i,-0.00046989+0.00041101i,-0.00069247-0.00044663i,-0.00045029-0.00030441i,9.4998e-05-0.00023584i,0.00065397-0.00055946i,0.00013199-0.00021401i,-9.466e-05+0.00027871i,0.00049165+0.0003788i,0.00060761+0.00075768i,0.00026464+0.0011055i,0.00010411+0.00065902i,-3.7038e-05+0.00013474i,-0.00033265-4.4148e-05i,-0.00013267+0.00033126i
0.00061534+0.001238i,0.0020377+0.0008397i,0.0029658-0.0005494i,0.0017977-0.0021126i,0.0014888-0.0037177i,0.0021076-0.0042503i,0.0015347-0.0024278i,0.00084638-0.00056929i,-2.8897e-05+0.00051399i,-0.00019032+0.0001319i,9.539e-05-0.00038186i,-9.509e-05+0.00051708i,-0.00023227+0.00059827i,5.9158e-05-0.00043303i,0.00025143-0.00054614i,-0.00011833+0.00031916i,-0.00043528+0.00050688i,-0.00090856+0.00022029i,-0.00050332+0.00047875i,0.00038733+0.00066239i,0.0005817-1.1628e-05i,-0.00035424-0.00041374i,-0.0009533-0.00088464i
0.0025851-0.00026535i,0.0025561-0.00096771i,0.0017449-0.001195i,-0.00011636-0.0010603i,-0.00040891-0.0011831i,0.001644-0.00046244i,0.002525+0.00021696i,0.0016824-0.00031484i,0.00048019-0.00018877i,-0.00016301+0.00034207i,-0.00046617-0.000545i,-0.0008264-0.00041468i,-0.0010819+0.00021968i,-0.0010942-0.00061512i,-0.00096556-0.0011145i,7.117e-05-0.00037314i,0.00067265+0.00047805i,0.00076644+0.00048168i,0.00075051+0.00028638i,0.00045752+0.00056332i,-0.00024592+0.0010867i,-0.00035818+0.0011732i,4.9358e-05+0.00074302i
9.8005e-05+0.0025829i,-0.00069303+0.0016243i,-1.4348e-05+0.00038335i,-0.0001658-0.00094728i,-0.00014066-0.0014092i,0.00074532-0.0013697i,0.0018742-0.00037799i,0.0013702+0.0001442i,0.00052002+7.7925e-05i,-3.0678e-05+0.00066992i,-0.00079213+0.00089514i,-0.00063554+9.2389e-05i,0.00014888+0.00017156i,0.00011829+0.00054104i,-0.00067586+3.8887e-05i,-0.00072387-0.00038781i,-0.00043209-7.9326e-05i,-6.9448e-05+0.00015936i,0.00051623+4.9658e-05i,-0.00010083-0.00013081i,-0.00068006-0.00021515i,6.8769e-07-0.0007534i,8.3062e-06-0.0010979i
-0.0013803-0.00083991i,0.00028033+0.00020097i,0.0014836-0.00027457i,0.0021703-0.001095i,0.0016779-0.0011951i,0.0012234-0.0012478i,0.0013185-0.00053015i,0.0002827-4.5756e-05i,-0.00062603+0.00041584i,-0.00056682+0.00053301i,-0.00041613+0.00045907i,-0.00012448+0.00017643i,0.00015551-0.00018346i,-2.6651e-06-0.00010429i,-0.00060479-0.00021596i,-0.00076673-0.00045645i,-5.2573e-05-0.00039276i,0.00036755+1.0347e-05i,0.00023418+0.00030834i,0.00028993+0.00053567i,0.00068186+0.00031636i,0.00067387-7.1326e-05i,-0.00042977-0.0001068i
0.0040613+0.0016048i,0.0040478+0.0015697i,0.0033152-0.00097101i,0.0019057-0.0034425i,0.0011914-0.0033262i,0.0013292-0.0021123i,0.0010196-0.0011713i,-0.00031691-0.0010276i,-0.0005322-0.00084244i,-0.00027264-0.00056598i,-0.00069998+0.00051909i,-0.0014487+0.0012124i,-0.0012076+0.00040596i,-0.00045735+0.0001681i,-0.00034843+0.00041369i,-0.00036171+0.00079189i,-0.00037137+0.00022845i,-0.00060179-0.00022393i,-0.00054748+0.00067026i,-0.00015417+5.4039e-05i,0.00054501-0.0012505i,0.0009853-0.0013809i,0.00036672-0.00133i
0.0010877+0.00075632i,0.0014871-0.00059313i,-0.00045842-0.0018004i,-0.0012971-0.0028524i,-0.0001202-0.0030813i,0.00066663-0.0019393i,0.000432-0.00087617i,-9.7643e-05-0.00052458i,-3.5495e-05+7.2505e-07i,-0.00058712+0.00071229i,-0.0012047+0.0011505i,-8.9662e-05+0.00094853i,0.00067351+3.8025e-06i,8.884e-05-0.00035387i,-0.00069814+0.00039826i,-0.00049524+0.0010002i,-0.00017937+0.0008626i,-0.00036213+0.00063116i,-0.0002098+0.00034863i,2.9097e-05-0.0001919i,0.00037699-0.00023339i,0.00056434+0.00076944i,0.0001289+0.00083399i
-0.0019307-0.00079356i,-0.00082288-0.00016593i,0.00070793+0.0011521i,0.0017158+0.00055104i,0.0014125-0.00079727i,0.0010513-0.0012792i,0.00035119-0.00067096i,-6.2292e-05-6.2652e-05i,0.00015208-0.00096163i,-0.00039139-0.00098103i,-0.0012411-6.8092e-05i,-0.00084324-7e-06i,-0.00034046-0.00072606i,-0.00098641-0.00089943i,-0.0010699-0.00044216i,-1.4102e-05-0.00018782i,0.00029325-0.0006139i,-0.00012932-0.0010368i,-0.00086378-0.00080372i,-0.00098268-0.00033643i,-0.00031817+0.0001284i,0.00029681-0.00055155i,0.00029481-0.0011446i
0.00068012-0.0003296i,0.0013019+0.00085011i,0.0017111+0.00045172i,0.0011141-0.00063893i,0.00017179-0.00093891i,-7.1035e-05-0.00080314i,0.00018541-0.0015086i,0.00025749-0.001439i,0.00084766+0.00011143i,0.00064057+0.00096035i,-0.00010937+0.0005223i,-0.0005564-7.5786e-05i,-0.00048211+0.00018696i,0.00028817+0.00012136i,0.00085068-0.0002375i,0.00025135+0.0001585i,-0.00092531+0.00079184i,-0.00080558+0.00089971i,0.00011767+0.00086249i,0.00013023+0.00067249i,-0.00013923-6.2302e-05i,0.00039543-0.00065514i,0.0006706-0.00066306i
0.0011442+0.0029273i,0.0016928+0.0019842i,0.0015462+0.0004097i,0.0013216-0.00097576i,0.0011943-0.0024343i,0.00081124-0.002472i,0.00078535-0.0020594i,0.0010043-0.0011658i,0.00084701-0.00026953i,0.00062112-0.00016904i,0.00066576+0.00017577i,0.00059535-6.3034e-05i,0.00052926+9.763e-06i,0.00029399+0.00054891i,-0.000456-6.2463e-06i,-0.00068741-0.00054205i,-0.00062957-2.7111e-05i,-0.00043781+0.00013636i,-0.00085274+4.2301e-05i,-0.0005386+5.1082e-05i,-3.3215e-05-0.0003883i,-0.00060549-0.00046676i,-0.0012631-0.00025098i
-0.0003236-0.0026858i,0.0011388-0.0011375i,0.001377-5.0213e-05i,0.0022098-0.00012172i,0.0021886-0.0013297i,0.0019074-0.0022283i,0.0011478-0.0010321i,-3.5167e-05-1.3225e-05i,-0.0002709+2.1275e-05i,0.00043625+0.00057784i,0.0007447+0.00099625i,0.00044628+0.00010023i,0.0012003-0.00067907i,0.00073567-0.00077622i,-0.00038029-0.00096629i,-0.00036228-0.00058368i,3.9335e-05+0.00027263i,0.00052292+0.00065998i,0.00071441+0.00032133i,0.00023378+0.0002456i,0.00037436-9.6965e-05i,9.2771e-05-0.001045i,-0.00057527-0.0010571i
-0.00072422-0.0012503i,-0.00082478-0.0016714i,-0.0010706-0.0029148i,-0.0010064-0.0027801i,-0.00039553-0.0024101i,0.00016956-0.0020969i,0.00015341-0.00078906i,-0.0010476-0.0005267i,-0.0019576-0.00069765i,-0.0016866+0.0002794i,-0.00089503+0.0010939i,-7.9589e-05+0.00078932i,0.00017246+0.00036274i,-0.00012028+0.00035816i,-5.6024e-05+0.00056263i,0.00015255+0.00056019i,0.00085575+0.00040834i,0.0011672+0.00019389i,0.00077036+0.00011715i,9.5771e-06-0.00011252i,-6.7974e-05+0.00046059i,0.00021449+0.0010955i,-0.00028208-1.5133e-05i
0.0011073+0.0030059i,0.00083948+0.0029767i,0.001556+0.0014985i,0.0013014-0.00069375i,0.00086664-0.0030629i,0.00043316-0.0032021i,0.00025728-0.00097033i,0.00056709+0.00019708i,2.4598e-05+5.5204e-05i,-0.00031736-0.00061952i,0.00012252-0.00086243i,0.00036587-0.00084061i,4.3465e-05-0.00086882i,-0.00038976-0.00067202i,-0.00034997-0.00031384i,-0.00011655-0.00025955i,0.00039591-0.00055299i,0.00073229-0.00016324i,-0.00024065+4.2359e-05i,-0.00088764-0.00017028i,-0.0010312+0.00037998i,-0.001036+0.00087266i,-0.00060806+0.0010709i
0.001247+0.0012462i,0.0015042+0.001881i,0.0028012+0.0013587i,0.003068-0.00092083i,0.0020787-0.0029375i,0.0015227-0.0024884i,0.00073468-0.0012475i,0.00034447-0.00068966i,0.00025076-0.0004938i,0.00014251-0.00037846i,-2.1288e-05+3.8248e-05i,-0.00083494+8.0961e-05i,-0.00094043-0.00039478i,-0.00070827-0.0011135i,-0.0007495-0.001102i,-0.00076229-0.00067685i,-0.0011227-0.00059938i,-0.0011274-0.00053504i,-0.00046051+0.00020555i,-0.0011311+0.00064892i,-0.0011067+0.00026441i,0.00051166+0.00027531i,0.00022849+0.00038545i
0.0033056+0.0019752i,0.0044641-0.00018574i,0.0038886-0.0025585i,0.0022229-0.0037689i,0.0010446-0.0036187i,-4.0812e-05-0.0023375i,0.00016985-0.00084222i,0.00074983-0.00069273i,0.00065805-0.00064982i,8.5972e-05-0.00010041i,-0.00067607-0.00034458i,-0.0012747-0.0007808i,-0.00058015-0.00039775i,0.00064012+2.1077e-05i,-0.00014799-0.00018431i,-0.00081376-0.00012568i,-0.00029978+0.00012595i,0.00030389+6.4787e-05i,0.00047483+0.0001038i,-2.0415e-05+7.4417e-05i,-0.00032393-0.00014142i,-0.00021215-0.00046492i,-0.00029467-0.00025734i
-0.00091533+0.002013i,-0.0011465+0.0023262i,-0.0015353+0.0012746i,-0.00068927-0.00029715i,0.00075634-0.00096895i,0.0010715-0.001847i,0.0010156-0.0014803i,0.00082038-0.0003923i,0.00087379-0.00040416i,0.0010828-0.00020277i,0.00072653+4.5514e-05i,0.00052533+0.00015434i,0.0004671+0.00047888i,0.00027082+0.00050248i,-0.00039541-0.0002223i,-0.00011267-0.0011117i,-4.3716e-06-0.00086385i,-0.00052883-6.615e-05i,0.00014678-2.7041e-06i,0.00056913+0.00072147i,6.2374e-05+0.00068729i,-0.00010522-0.00056298i,-0.00022327-0.00065445i
0.0042446-0.0016098i,0.0042772-0.00066035i,0.0035352-0.0012036i,0.0028104-0.0027167i,0.0024756-0.0033008i,0.0017732-0.0020378i,0.0012546-0.0013909i,0.00042764-0.0018879i,-0.00041402-0.0019206i,-0.00090684-0.00053589i,-0.0011648+0.00060721i,-0.0015598-0.00010172i,-0.0011851-0.00032204i,-0.0003297-0.00020907i,-0.00077718-4.5853e-05i,-0.00071622+0.00049366i,0.00030908+0.0013412i,0.00026176+0.0013002i,0.00032675+0.00017631i,0.00054452-0.00044878i,-0.00019063-0.00029581i,-0.00080055+0.00031935i,-0.00083419+0.00029338i
0.0022079+0.0028272i,0.0028663+0.0018643i,0.0036061+0.00071615i,0.0031874-0.00076977i,0.0019193-0.0013856i,0.0016186-0.00095539i,0.0014731-0.00089197i,0.00028005+5.9614e-05i,-0.0010938+0.0012244i,-0.00065727+0.00058982i,0.00020908-0.00077962i,0.00066165-0.0011577i,-0.00017106-0.00037396i,-0.00050641-0.00033043i,0.00022679-0.0007813i,8.874e-05-0.0006355i,5.83e-06-0.00040745i,-0.00043135-0.00018651i,-0.00057272+0.00030375i,0.00026182+0.00019217i,0.00096228-0.00024428i,0.00056189-0.00073017i,8.6579e-05-0.00041753i
-0.00048017-9.731e-05i,-0.00019438+0.00038221i,-0.00035038-0.0013458i,-0.00058559-0.0037448i,5.8844e-05-0.0034779i,0.00079703-0.0020658i,0.00033288-0.00047923i,0.00042189+0.0001517i,0.00081172-0.00016965i,0.00044882+0.00036722i,-6.2263e-05+0.00018248i,-0.00066217+0.00047113i,-0.00046387+0.0010136i,-0.00013492+0.00038005i,-0.00020406+0.00024669i,0.00015139+0.00079669i,0.00025466+0.001372i,0.00015086+0.00094513i,0.00013332+0.00028224i,-0.00017076-0.00011973i,-0.00052387+0.00020814i,-0.0002352+0.00019897i,0.00033035-7.2936e-05i
0.00070197-0.0001673i,0.00034255+0.0019719i,0.00078253+0.0018956i,0.0013906+0.00026341i,0.0016524-0.0010517i,0.001475-0.001261i,0.00090483-0.00071462i,0.00039654-0.00036971i,3.6708e-05-0.00036717i,-0.00012472-0.00017632i,0.00020342+6.0049e-05i,0.00039026-0.00054634i,3.6523e-05-0.00076564i,1.3905e-06-0.0008646i,1.0364e-05-0.0005723i,-0.0002349+0.000417i,6.5445e-05+0.00053087i,0.00062705+0.00042695i,0.00013072+0.00050444i,-0.00019717+0.0011621i,-0.00029594+0.001134i,-0.00026107+2.5817e-06i,6.5284e-05-0.00061618i
0.00032044+0.00058584i,0.0002836-0.00038285i,0.00089797+0.00043918i,0.0019543+0.0013651i,0.0014099+0.0002071i,0.001008-0.0010246i,0.0011182-0.00095628i,0.00081443-0.00075933i,-0.00016034+5.6692e-05i,-0.00057615+0.0007343i,0.00036375+0.00042323i,0.000599-0.00022167i,6.1298e-05-0.00051384i,-0.00014395-9.0867e-05i,-0.0006095-0.00041528i,-0.00038967-0.00058492i,0.0002412-0.00051453i,0.00056336-0.00080061i,0.0005564-0.00073472i,0.00033935-0.00016337i,0.0002956+0.0001303i,0.00055899-0.00016147i,0.0003034-0.00044573i
0.0002669+0.0010112i,0.0012778+0.0016005i,0.0019068+0.00014783i,0.0015108-0.0014558i,0.00078702-0.00099972i,0.00018136-0.0011055i,-7.4099e-06-0.0012584i,-0.00018496-0.00064462i,-0.00026247+9.5389e-05i,-0.00021234+0.00098144i,0.00018116+0.0011008i,0.00038828+0.00090012i,3.3496e-05+0.0011193i,-0.00042644+0.0011131i,-0.0006841+0.00076842i,-0.00063023+0.00080764i,-0.00015044+0.00080801i,0.00025412+0.00089221i,0.00017429+0.0010433i,0.00045733+0.00063553i,0.00044464+0.00067728i,-0.00037347+0.00076091i,-0.00099894+3.4483e-05i
0.00091774-0.0017462i,0.00058325-0.0015685i,0.00048533-0.0010206i,0.0002631-0.0015937i,0.0010652-0.0024947i,0.001591-0.0022626i,0.0012162-0.00038194i,0.0011013+0.00015183i,0.00051951+0.00015184i,-0.00015576+0.00082782i,3.5418e-05+0.0013754i,-0.00012872+0.00095745i,-0.00016572+0.0001619i,-2.9714e-06-0.00063141i,0.00035141-0.00089004i,0.00083517+0.00021994i,0.0004402+0.00066514i,0.00033059+0.00016677i,0.00043324+0.00027205i,0.00034635-8.9016e-05i,0.0006197-0.00083631i,0.00053222-0.00027707i,0.00059849+0.00016448i
0.0035374+0.0011925i,0.0042747+0.0010191i,0.0027248+0.00058747i,0.00098818-0.00045473i,0.00049897-0.0018269i,0.00092641-0.0016237i,0.0009129-0.0001729i,0.00075926-0.00068938i,0.00033944-0.001064i,-0.00044687-0.00010198i,-0.0006559+0.00026597i,-0.0004215+0.00050051i,4.3936e-05+0.0015275i,0.00047397+0.0016177i,-0.00015305+0.00096763i,-0.0011111+0.00081691i,-0.00066649+0.00072002i,3.7159e-05+0.00042315i,0.00043564-0.00020708i,0.0011784-0.00066289i,0.0012982-0.00015563i,0.00074049+6.2987e-05i,9.3604e-05-0.00024743i
-0.0019464-0.001009i,-0.0019978-0.0012354i,-0.0001119-0.0028251i,0.00077041-0.0025588i,0.00085145-0.0014474i,0.0012563-0.00099471i,0.00092936-0.00047464i,0.00042411-0.00071663i,0.00015363-0.0011862i,-4.8929e-05-0.00056582i,-0.00010991+0.00044011i,-0.00017753+0.00031961i,-0.0002246-0.00060831i,-3.8254e-05-0.00059549i,0.00049444-5.2879e-05i,0.00060163+0.00029983i,0.00044886+0.00028911i,-0.00024787+0.00036718i,-0.0007526+3.3641e-05i,-0.00059784-0.00011761i,-0.00039864+0.00023831i,5.6445e-06+3.7327e-05i,-0.00035961+0.00032781i
0.0029314-0.0020494i,0.0022309-0.0016844i,0.00030417-0.00099134i,-0.00017656-0.001527i,5.6226e-06-0.0018658i,-4.7771e-05-0.0015044i,0.00039868-0.0010473i,0.0010969-0.00072906i,0.00087369-0.00018285i,0.00012054-0.00034566i,-0.00054057-0.00067234i,-0.00044759-0.00042308i,-2.3528e-05-0.00032922i,0.00055525-0.00063508i,0.00073457-0.00085694i,0.00055122-0.00041i,0.00028451+0.00013182i,0.00017863-0.00043793i,0.00095822-0.00026826i,0.00069661+0.00042178i,0.00019393+0.00053288i,-8.8071e-05+0.00040259i,-0.00070275+0.00048945i
0.0017677+0.0026756i,0.0014827+0.0037089i,0.00096394+0.0017179i,0.0010315-0.00095548i,0.0010794-0.0015915i,0.0011935-0.0012371i,0.0010645-0.0006447i,0.00024013-3.1401e-05i,-0.00015543+0.00047103i,-0.00048758+0.00096958i,-0.00085321+0.00086255i,-0.00088856+0.00065924i,-0.0001358+0.00065035i,0.00042045+0.00079156i,-8.9513e-05+0.00090454i,-0.00060649+0.00021132i,-0.00036903-0.00026284i,-0.00044804-0.0001393i,-0.00030798+0.00026205i,-0.00023751+0.00028373i,-0.00031655-0.00014956i,-7.2604e-05-7.8552e-05i,-0.00038273+0.00040312i
0.00066897-0.0015639i,0.0021728-0.0020923i,0.0032676-0.0022079i,0.0028343-0.0028842i,0.0018231-0.0030961i,0.0013916-0.0026338i,0.00090564-0.00139i,0.00048985-0.00027943i,-0.0002876+0.00057779i,-0.0012479+0.00073418i,-0.00041264-0.00016774i,8.6818e-05-0.0013034i,-0.00023155-0.0011781i,0.00038463-0.00046937i,0.00081947-0.00056316i,0.0010015-0.00044432i,0.00077405+0.00085333i,1.7597e-05+0.0013781i,-0.000241+0.00078591i,-0.0003488-1.4561e-05i,9.4032e-05-0.00013036i,0.00039943+0.00048267i,-0.00022245+0.0010682i
0.0011613+0.002079i,0.0012969+0.00062921i,0.00083478-0.0014139i,0.00023579-0.0024588i,0.00073466-0.0027004i,0.00026011-0.0020809i,0.00016378-0.0018128i,0.0009471-0.0016942i,0.00041841-0.00090264i,-0.00033175-0.00023495i,-0.00063682-0.00053968i,-0.00026299-0.00012626i,-0.0004085+0.00012324i,-0.00047938-0.00023254i,0.00018151-0.00032405i,0.00010866-0.00079575i,-0.00034183-0.00052433i,-0.0013641-7.6694e-05i,-0.0010416-0.00020602i,0.00015397-0.00028893i,-0.000205-0.00017204i,-0.0007293+0.0006055i,-0.00095738+0.00070148i
-0.00088815+0.00054944i,-0.00041522+0.00052638i,0.00071965+0.0009104i,0.0016666+0.0003473i,0.0015688-0.0012014i,0.0015163-0.0017524i,0.0015583-0.0013885i,0.00056581-0.0010314i,-0.00019905-0.000554i,0.00026108+0.00034154i,0.00046005+0.00052086i,7.6959e-05+0.00014736i,-0.00048627+5.8351e-05i,-5.5733e-05-0.0001306i,0.00026094-0.00063521i,0.00018178-0.00054019i,0.00066738-0.00041484i,0.00087546-0.00051474i,0.00060661+0.00037994i,0.00028814+0.0011395i,3.978e-05+0.00057386i,-0.00015215+0.000133i,0.00023988-4.3119e-06i
0.0005646+0.0022915i,0.0011553+0.0025859i,0.002638+0.002132i,0.0034093+0.00045748i,0.0026734-0.0012339i,0.0023338-0.0015441i,0.0015951-0.00065784i,0.00041105-5.6777e-05i,-0.00010621+6.2667e-05i,8.4762e-06+0.00041401i,-0.00015893-0.00025766i,-0.00072606-0.00032085i,-0.00042284+0.00015383i,0.00017335-0.0005235i,-0.00057262-0.00022014i,-0.00048753-0.00029837i,-6.5414e-05-0.00024065i,0.00015741-0.00031577i,0.00046273-0.001101i,0.00016434-0.0012276i,0.0004821-0.0011402i,0.00081216-0.00043067i,0.00069406-0.00015268i
-0.0013745-0.0011602i,-0.0012735-0.0013096i,-0.0018913-0.0014697i,-0.00081174-0.0009175i,0.0010675-0.0010041i,0.001458-0.0014957i,0.00063559-0.0015499i,0.00021072-0.00071303i,-0.00024253+0.00032127i,-0.00039881+0.0011434i,2.0987e-05+0.00088101i,5.8031e-05+0.00041001i,-0.00045699+0.00090757i,-0.0010101+0.0010475i,-4.4643e-05+0.0011471i,0.00046147+0.0014962i,0.00030234+0.0014567i,0.00049011+0.00096343i,0.00040581+0.00033674i,5.4601e-05-0.00024723i,-0.00022599-0.00071858i,-0.00017929-0.00037984i,-2.449e-05-0.00070787i
0.0016336-0.00089047i,0.0022801+0.00076266i,0.0025034+0.0011257i,0.0019062+5.3017e-05i,0.0010269-0.0012651i,0.001091-0.0016328i,0.00061713-0.001864i,-0.00015704-0.0014i,-7.6543e-05-0.00038182i,0.00022851+0.0005437i,0.0001031+0.00091026i,0.00011674+0.00046741i,0.00034039+0.00033163i,0.00048821+0.0003078i,0.00012562+0.00053279i,-0.00040596+0.00076311i,-0.0002242+0.00049579i,-0.00035564-0.00016423i,0.00011875-0.00033243i,0.00023538+0.00011165i,-0.00010651+0.00027673i,0.00043477+0.00045029i,0.00025667+0.00029693i
0.00091059+0.0022584i,0.00077516+0.0013944i,0.0010018+0.00040865i,0.0014868-0.00015155i,0.0019024-0.0013989i,0.0016606-0.0014751i,0.000791-0.00012096i,0.00011129-0.00032262i,0.00010945-0.000355i,9.2313e-05+0.00015062i,-2.9648e-06-7.2362e-05i,0.00033229+0.00020725i,0.00092834-0.00016365i,0.00072078-0.00051148i,0.0005103-0.0003254i,0.00060288-0.00038621i,0.000445-0.00012889i,0.00014157+0.00011767i,0.00015601-3.8044e-05i,0.00031539-0.00058843i,0.00049788-0.00083015i,0.00023947-0.00032948i,-0.00053384+0.00024857i
0.00019813-0.0022447i,0.00027652-0.0014091i,0.00076028-0.0014974i,0.00055161-0.0020002i,0.00063426-0.0022376i,0.0011859-0.0012049i,0.0011415+0.00047367i,0.00061367+0.00035557i,0.00019031-0.00017769i,-0.00043043+0.00012708i,-0.00096886+0.00024735i,-0.00070774-0.00012318i,-0.00052343-0.00034456i,-0.0004858-0.00025492i,-0.00075422-0.00050098i,-0.00052936-0.00056908i,-0.00020108-0.00037003i,-8.438e-05-0.00013321i,0.00019841+0.00057446i,7.0634e-05+0.00052091i,0.00026121-0.00027037i,0.0005182-9.5478e-05i,0.00034148+8.9701e-05i
0.00076331+0.00038628i,0.00044091+0.00063303i,0.00070906+0.00039106i,0.00056901-0.00086599i,-0.00037778-0.0017045i,7.2996e-05-0.00077662i,0.001125+0.0002906i,0.00056182+0.00010211i,-0.00051516-4.548e-05i,-0.00061832+0.00012067i,-0.00027531+0.00013427i,-2.7373e-05+8.1449e-05i,-0.00016599+0.00080887i,-0.00023767+0.00079723i,-0.00010088+0.00028098i,-0.00069325+0.00062001i,-0.00023689+0.00068881i,-0.00030262+0.00028142i,-0.00077251-0.00015271i,2.0733e-05-0.00049521i,-0.0003497+0.00024047i,-0.00094626+0.00054549i,-7.6211e-06-2.275e-06i
-0.0013562+0.0014586i,-0.0011073+0.00041004i,-0.00040882-0.0008638i,-4.4606e-05-0.0015344i,0.00037011-0.0013329i,0.00068975-0.00050903i,0.00081838-0.00039763i,0.00021542-0.00062804i,-0.00074321-0.00090755i,-0.00057599-0.00058418i,-0.00044446-0.00013884i,-0.0010264-0.00024164i,-0.0013317-0.00010446i,-0.00037178-5.0899e-06i,0.00036719-0.00022385i,0.00049464-0.00072486i,0.00074711-0.00065893i,0.00042974-0.00013122i,0.00037665+0.00044396i,0.00041152+0.00088867i,-0.00062886+0.00065669i,-0.00090252-3.5109e-05i,-0.00014828+0.00065518i
0.00031795+0.00055561i,0.0011169+0.00034938i,0.0015034+0.00086485i,0.0019729+0.00065455i,0.0023482-0.00042111i,0.0019098-0.00010739i,0.0010982-0.00029387i,0.00082342-0.0010442i,-0.00036408-0.0011762i,-0.00062527-0.0010889i,0.00069411-0.00012686i,0.0012076+0.00022178i,0.00088606-0.00041843i,7.3439e-05+0.0001512i,-0.00065643+0.00070636i,-0.00086156+0.00016737i,-0.00061316-0.00047707i,0.00034659-0.00010817i,0.00104+0.00044446i,-0.00018189+0.00027564i,-0.0012828-7.9325e-05i,-0.0004836-0.00018082i,-0.00031047-2.5521e-05i
-0.0016816-0.00025606i,-0.001196+0.0001277i,0.00082394+0.00010457i,0.0018906-0.0012832i,0.0018813-0.0023395i,0.0018633-0.0023715i,0.00090768-0.0010625i,0.00036392+0.00012653i,6.1536e-05+0.00023543i,-0.00084251+0.00017054i,-0.0010564+0.00054068i,-0.0001259+0.00085868i,7.4303e-05+0.00079982i,-0.00036139+0.00073942i,0.00028988+0.00051441i,0.0010136+0.00046803i,0.00091652+0.0004569i,0.00084228+0.00033419i,0.00012295-0.00019325i,-0.00010625-0.00035412i,-0.00051503+1.0852e-05i,-0.00079462+0.00042417i,-0.00053208+0.00032868i
