-0.0023886+0.0016377i,-0.0022975+0.0020343i,-0.0019431+0.0014354i,-0.0012534+0.0010037i,-0.00038815+0.0012014i,0.001099+0.00086767i,0.0021279-6.3467e-05i,0.0015844+0.00012792i,0.0010168+0.00015107i,0.00067783-0.00010139i,0.00073236-0.00042846i,0.00061465-0.00073133i,0.00087501-0.00086993i,0.00084334-0.0007448i,0.00074193-0.00058842i,0.00064959-0.0013914i,0.00031416-0.001533i,5.0051e-05-0.00071619i,-0.00034819-0.00037035i,-0.00044477-0.00059771i,-0.00034986-0.00024691i,-0.00045827+0.00043677i,-0.00083621+0.00059293i
0.00070698+0.00085542i,0.00035001+0.00062949i,0.00061345-0.00052839i,0.0001162-0.00095134i,-0.00017275-0.00079204i,0.00048279-0.0011342i,0.0010934-0.0011645i,0.00071656-0.00019753i,-6.0018e-05+0.0009275i,-0.00047891+0.00076759i,-0.00064335+0.0005241i,-0.00031885+0.00036505i,3.4795e-05-0.00042754i,0.00037263-0.00067678i,0.00059669-0.00029662i,5.5595e-05-0.000151i,-0.00033487-8.6144e-05i,-0.00032602+0.00012336i,-1.4786e-05+0.0007157i,8.9284e-05+0.0013509i,0.00021866+0.0012797i,-3.6907e-05+0.00080557i,0.00025415+0.0003372i
-0.0007896-0.00033615i,-0.0010144+0.00011216i,-0.0015245+0.00077662i,-0.00091401-4.1348e-05i,-0.00017965-0.001132i,0.00044813-0.0017443i,0.00074024-0.0021615i,-8.4142e-05-0.00098336i,-0.00067444+0.000141i,-0.00040735+0.00013919i,-0.00034732+5.6117e-05i,-0.0010316+0.00010676i,-0.0018046+0.00055645i,-0.0014056+0.000599i,-0.0010264+8.1747e-05i,-0.0009747-0.000183i,-0.0012842-0.00011486i,-0.0013693-1.3647e-06i,-0.0010272-0.00089805i,-0.00095497-0.0013849i,-0.00043653-0.00027538i,-0.00019535+0.000181i,-0.00067408-0.0001297i
-0.0017903-0.00065609i,-0.0018067+0.00080978i,-0.0012684+0.0017952i,-0.00030928+0.0013704i,0.0004088+0.00024829i,0.0020327-0.001136i,0.0015137-0.0022249i,-0.00060614-0.0014553i,-0.00076428-0.00040455i,-0.00019069+0.00041789i,-0.00019598+0.0012705i,-0.00033161+0.00085789i,9.5055e-05+0.00013801i,0.00059629-0.00028725i,0.001007-0.00088906i,0.0011345-0.00030708i,0.00060669+0.0007565i,2.8178e-05+0.00050839i,2.7067e-05-0.00039797i,0.00052308-0.0003513i,0.0011952-2.04e-05i,0.0012974+0.0007967i,0.0012035+0.0011398i
0.00051553+0.0024197i,0.0002478+0.0019163i,0.0010202+0.00090056i,0.0013787-0.00050572i,0.0017951-0.0014408i,0.0013149-0.0019895i,0.00019397-0.00183i,7.3351e-05-0.0016895i,0.00010738-0.00084788i,-0.00023079-9.7281e-05i,-7.2318e-05+8.8159e-05i,-2.6321e-05+0.00097836i,-0.00065585+0.00089932i,-0.00060388-0.00031565i,-0.00017663-0.00085386i,-3.9952e-05-0.00014136i,9.0657e-05-0.00016889i,0.00050594-0.00029017i,0.00046679-1.9789e-05i,-6.3984e-05-0.000133i,-0.00021806+0.00011105i,0.00024078-4.4847e-05i,0.00067753-3.1449e-05i
0.0019196-0.0018801i,0.0016029-0.0016235i,0.00042755-0.0016478i,0.00013413-0.0017999i,0.00099648-0.0012871i,0.0013888-0.00084347i,0.00059806-0.0016472i,0.00037454-0.0026967i,0.0001854-0.0019823i,-0.00025903-0.00060871i,0.00019281+6.8794e-05i,-7.6622e-05-0.00016616i,-0.00066181+0.00055652i,-0.00064717+0.001452i,-0.00077489+0.00031298i,-0.00070715-0.00098116i,-0.0003038-0.0004216i,0.0001135-4.2244e-05i,2.218e-05-0.0004976i,0.00016732-0.00044396i,0.00053559-0.00035089i,0.00063348-0.0006103i,0.0005567-0.00013105i
-0.0017953+0.00063394i,-0.0015308+0.0015891i,-0.0012244+0.0021502i,-0.0011064+0.0015654i,-0.00050989+0.00014726i,0.0013158-0.0011143i,0.0010831-0.0013724i,-0.00079192-0.00084388i,-0.00084719-0.00022494i,-0.00028323-0.00027399i,-0.0003441-0.00039252i,-9.6026e-05-0.00044947i,-0.00013613-0.0009028i,-0.0005849-0.00067769i,-0.0002251-9.5121e-05i,9.5687e-05+0.00014974i,-0.00047467+0.00021414i,-0.00032913-4.0049e-05i,-0.00012201-0.00027618i,-0.00085716+0.00059966i,-0.00083581+0.0010656i,-0.00034512+0.00075554i,0.00014886+0.00076367i
-0.0014805+0.0013291i,-0.0019393+0.0024687i,-0.00072733+0.0018796i,0.00049235+0.00073445i,0.00059421-0.00015618i,0.00093103-0.0011818i,0.0012024-0.0013204i,0.00088362-0.0011897i,0.0010484-0.00077038i,0.0010014+0.00010896i,0.00022517+0.00080801i,6.1445e-06+0.00091549i,0.00030154+0.00092019i,0.0001815+0.00078498i,0.00049511+5.8976e-05i,-1.6288e-05-8.1866e-05i,-0.00082289+0.00039942i,-0.00077775+0.00044674i,-0.00055567-0.00065276i,0.00020496-0.00043765i,8.0539e-05+0.0007486i,-0.00045612+0.00062316i,0.00010609-2.3118e-05i
-0.00021617+0.0022471i,0.0011105+0.0010061i,0.0016254+0.00013963i,0.0016519-0.00084216i,0.0015556-0.0019586i,0.0013826-0.0025485i,-0.00014349-0.0026402i,-0.00089172-0.0019618i,-0.00050476-0.00047445i,-0.00016663+0.00012591i,0.00034753-0.00015756i,0.00010658-0.0004005i,-0.00030532-0.00044108i,-0.00020886-0.00039312i,-7.2575e-05-0.000308i,0.00036498+0.00051872i,6.5541e-05+0.00076499i,-0.00010557+0.00024703i,0.00019875-6.6851e-05i,7.3186e-05+9.589e-05i,0.00021558+0.00057293i,0.00057885+0.0011672i,0.00048126+0.0012279i
0.00033838-0.0011495i,-0.0006561-7.3833e-05i,-0.0016336+4.1058e-05i,-0.0024514-0.00018358i,-0.0018121-0.00025555i,-0.00035339+0.000242i,0.00044563+0.00028542i,0.00047846+2.0487e-05i,0.00018618-0.00027708i,6.5733e-05-0.00043803i,-0.00058278-8.9091e-05i,-0.00094772-0.00016197i,-7.8481e-05-0.00054147i,0.00019069-0.00029714i,0.00075917-0.00020788i,0.00074536-0.00011427i,-0.00039046-7.8649e-05i,-7.7302e-05-0.00024342i,0.00060451-0.00060907i,0.00039158-0.00072508i,-0.0002081-0.00039671i,0.00011569-0.00015273i,0.00073951-1.6041e-05i
-0.00065673-0.00077159i,0.0003031+0.0010196i,0.00099394+0.002983i,0.0012591+0.0019864i,0.0011162+0.00059367i,0.0015764-0.00075804i,0.0017846-0.0023284i,0.00050083-0.0018906i,-0.00021089-4.7027e-05i,-0.00022108+0.00066309i,0.00010573+0.00025448i,0.000517-8.7139e-05i,0.001092-0.00020789i,0.00095499-0.00026668i,0.00024493-0.00059011i,0.00041329-0.0010076i,0.00077052-0.0011155i,0.00096068-9.9819e-05i,0.00091534+0.00091342i,0.00047888+0.00099924i,-9.4286e-05+0.00018815i,-2.6393e-05-0.00049055i,0.00029276-0.00053964i
0.001352+0.0015136i,0.0014587+0.0002959i,0.0013893-0.0013483i,0.00063112-0.0020276i,0.00068388-0.0023377i,0.0014283-0.0019431i,0.0007467-0.0016492i,-2.1524e-05-0.0017303i,0.00021711-0.0016404i,-0.00020673-0.00073782i,-0.00050329-0.00022977i,-1.917e-05-0.0003693i,-0.00080773+0.00036363i,-0.0018406+0.0005631i,-0.001613+0.0003038i,-0.00082141+0.00093877i,6.6679e-05+0.00053084i,0.00079704-0.00023134i,0.00095802-0.00014362i,0.0007259-6.5222e-05i,-0.00010574+0.00014565i,-0.00063078+2.5465e-05i,-0.00061441-0.00011657i
0.00075195-0.00045501i,-8.421e-05+0.00014534i,-0.00087788-0.00064489i,-0.0003517-7.065e-05i,-0.00010397+0.0012528i,0.00087655+0.00070328i,0.0010138-0.00057723i,-0.00037999-0.00091949i,-0.00013327-0.00067352i,-0.00021792-0.00029314i,-0.00074951+0.00019059i,-0.00051749+0.00037002i,3.7281e-05-2.2555e-05i,0.00084933-7.8378e-05i,0.0006671+0.00010235i,-0.00031397-0.00016771i,-0.00050414-0.00024836i,-0.00026554+0.00011636i,-0.0003359-0.00023434i,-0.00047012-0.00052867i,-0.00044302-3.2436e-05i,-0.00024649+0.00038199i,-0.00034233+0.00013951i
0.0009292+0.0023631i,-0.00072659+0.0034465i,-0.00047748+0.0035251i,0.0005868+0.0015055i,0.00033589-0.0011803i,-5.7523e-05-0.0018725i,0.00014196-0.00038739i,-6.6269e-05+0.00036766i,0.00015543+0.00017938i,0.00014771-0.00044559i,3.8661e-05-0.0012708i,-0.00035264-0.0017875i,-0.0011121-0.0014458i,-0.00087181-0.0018381i,7.1048e-05-0.0021056i,0.00046805-0.00063304i,0.00036735+0.00053586i,-0.00023636+0.00034781i,-0.00063161-2.7642e-05i,-0.00057249+0.00041781i,-0.00082415+0.00064226i,-0.0012013+0.00033879i,-0.00076497+6.9872e-05i
-0.00039603+0.0014206i,0.00018316+0.0017096i,0.00082382+0.002066i,0.0010943+0.0011617i,0.0015625+0.00029572i,0.002067-0.00037681i,0.0021007-0.0006289i,0.0010534-7.7676e-05i,-0.00017533+0.00034063i,-0.0003951+0.00013766i,-0.00050086-0.00022021i,-0.00072115-2.4274e-05i,-0.0005114-0.0003474i,2.5002e-05-0.0010955i,0.00028714-0.00055579i,0.00020999+0.00014559i,0.00052112+0.00036743i,0.00068447+0.0003309i,0.0004178-0.00020672i,7.5709e-05-0.0003015i,0.00021042+0.00019738i,-0.00015762+0.0003826i,-0.0006489-0.00038245i
0.00071416+0.0034694i,0.0020964+0.0037964i,0.0030787+0.0020602i,0.0017523-0.00023227i,0.00051491-0.0018814i,-0.00072575-0.0033664i,-0.0014106-0.0038403i,-0.0013137-0.0023888i,-0.00083268-0.00032597i,-0.00010143+0.00017098i,0.00056892-0.00039859i,0.00086002-0.00068068i,0.00049291-0.00072091i,-7.3652e-05-0.0011835i,-0.0002455-0.0011057i,-0.0005952-0.00022659i,-0.00062266-0.00010803i,0.00014832-0.00050948i,-0.00015884-0.00035156i,-0.00021583-0.00022666i,4.0559e-05+0.00010228i,0.00028911-8.3239e-05i,0.00010306-0.00036814i
-0.0030807+0.0030274i,-0.0016821+0.0041263i,0.0009863+0.0053617i,0.0027823+0.0038315i,0.0045363+0.00044321i,0.0041702-0.0035566i,0.00086762-0.0035982i,-0.0016985-0.001857i,-0.0015996-0.00030271i,-0.00073847+0.00047804i,0.00026365+7.2074e-06i,0.00071784-0.0009362i,6.4549e-05-0.0017891i,-0.00052675-0.0025724i,-0.00014195-0.0025824i,-0.00031821-0.0010945i,-0.00090352+0.00014377i,-0.0011287+0.00047319i,-0.0010193+0.00038221i,-0.0008385+0.00039429i,-0.00054732+0.0012127i,0.00012627+0.00094158i,0.00097318+0.00076581i
0.0026424-0.0042457i,0.00089512-0.0049362i,-0.0025837-0.0051964i,-0.0030681-0.0035348i,-0.002943-0.0019149i,-0.0012497-9.3305e-05i,0.0013517+0.00024484i,0.0012343+0.00024482i,0.00049235-3.5802e-05i,-0.00034549-0.00026207i,-0.00094238+0.0010211i,-0.00040006+0.001691i,0.00038683+0.0010876i,0.00054628+0.0019458i,0.0007163+0.0035223i,0.0011072+0.0023349i,0.00017164-0.00017716i,-0.00055869-0.00072458i,-0.00047345+0.00023291i,-0.00054753+0.00021207i,-0.0004436-0.00045686i,-0.00075507-0.00052351i,-0.00079091+9.341e-05i
-0.00092116-0.002594i,-0.0018552-0.00096225i,-0.00268-0.0011318i,-0.0026263-0.002173i,-0.0011858-0.0011729i,0.001293+2.1629e-05i,0.002854-0.0010032i,0.0018315-0.0015983i,-0.00060266-0.00091102i,-0.0020714+8.2147e-05i,-0.0021316+0.00052126i,-0.00082256+0.00021405i,0.00056758+0.00043934i,0.0006065+0.0012065i,-0.00038748+0.0014704i,-0.00046513+0.00076548i,-0.00045185+0.00033732i,-0.00033051+0.00016377i,0.00053579-0.00039871i,0.00063672+4.5716e-05i,-0.00029907+0.00027035i,-0.00029345+0.00025936i,7.8221e-05+0.00038788i
0.0038393-0.00044576i,0.0034685+0.00011166i,0.001345+0.00015843i,0.00015797-9.6565e-06i,-0.00069849-0.00016909i,-0.00112-0.00018744i,-0.00021935-0.00066817i,-6.0466e-05-0.0006666i,3.4229e-05+0.00022711i,0.00017408+0.00058904i,-0.0005004+0.00030926i,-0.00059648+0.00030086i,0.00018223+0.00092588i,0.00010476+0.0009798i,-0.00012421+0.0003659i,0.00015358+7.1757e-05i,-0.0001146+0.0003691i,-0.00030609+0.00069622i,-0.00011295+0.0001935i,8.91e-05+7.1878e-05i,0.00025588+0.00044102i,0.00063957+0.00064047i,0.00095788+0.00046667i
0.00105-0.0017987i,0.0010878-0.0020479i,0.00061466-0.0025076i,-0.00028274-0.0017719i,0.00038155-0.00033025i,0.0014907+0.00023751i,0.0023227-0.00086332i,0.0019006-0.0015364i,0.0005161-0.00094222i,-0.00075069-0.00093493i,-0.00085163-0.00086762i,-0.00044982-9.9212e-05i,-0.0011318+0.00042055i,-0.0012766+0.0013522i,-0.00071468+0.0015131i,-0.0008175+0.00082798i,-0.00035526+0.0003438i,0.00022249-1.3474e-05i,0.00017807+1.995e-05i,-3.5978e-05+0.0002042i,-0.00031422+0.00048221i,-0.00069082+0.001128i,-0.00072756+0.00066306i
-0.0018611-0.0007101i,-0.0032738+0.00011795i,-0.0025795-4.3146e-05i,-0.0013839-0.00090399i,-0.00037365-0.0017003i,0.00089241-0.002113i,7.6349e-05-0.002761i,-0.00065592-0.0021545i,-0.0008323-0.00063517i,-0.0013763+0.00031775i,-0.00063115+0.00114i,4.1835e-05+0.0011661i,9.2469e-05+0.00021064i,0.00073306-0.00083626i,0.00080992-0.0003818i,0.00088365-3.4963e-05i,0.0007082-0.00051008i,3.7494e-05-0.00029764i,0.0001908+2.7314e-05i,0.0001223-0.00021705i,-0.00014365-0.00028201i,-0.00082634-5.6047e-05i,-0.00078638+0.00030555i
-0.00030781-0.00093982i,0.00045315-0.00025004i,5.3741e-05-7.9484e-05i,-0.00049247+0.00022606i,-0.00045743-0.000228i,0.00035903-0.0010185i,0.0012387-0.0011426i,0.0008162-0.0011285i,-0.00079148-8.0635e-05i,-0.00075805+0.0014262i,0.00089297+0.0013708i,0.0016416+0.00031174i,0.0010878-0.00037668i,0.00066428+0.00046144i,0.00066986+0.00087312i,0.00056751+0.00061398i,0.00018608+0.00053096i,-0.00027117+0.00018572i,-0.00044015+7.8104e-05i,-0.0005222+0.00038387i,0.00028611+0.00056879i,0.0010476+0.00069825i,0.00084395+0.00076131i
0.0010919-0.00034759i,0.0017582-0.00026171i,0.00064811-0.0010604i,-0.00065983-0.0013307i,3.1506e-05-0.00031997i,0.0016127+0.00028523i,0.0022121-0.00041423i,0.0013091-0.0014699i,0.00028071-0.0010418i,-0.00024651-0.00038955i,-0.00022324+0.00027545i,3.7875e-05+0.0012238i,0.00065462+0.00070077i,0.0006937+0.00072149i,0.00041777+0.0017776i,0.00072767+0.0011769i,0.00042456+0.00011961i,-0.00029958-0.00035169i,-0.00051171+0.00048997i,-0.001139+0.0009607i,-0.0015936-0.00012211i,-0.0013348-0.00032829i,-0.00059008-8.9222e-05i
0.0015482-0.0038786i,0.00010077-0.0037383i,-0.0016266-0.0043579i,-0.0027384-0.00361i,-0.0019432-0.0013479i,-0.00015311+2.4113e-05i,0.00072419-2.8584e-05i,0.0012393-0.00040518i,0.0010082-0.0004159i,-0.00051623-0.00096691i,-0.0017317-0.0012007i,-0.0016848-0.00012582i,-0.00037072+0.0012474i,0.0006514+0.0014875i,0.00028476+0.0017816i,0.00027301+0.001748i,0.0006732+0.0013975i,0.00027623+0.00078934i,4.7815e-05+0.00015043i,0.0004153+9.1113e-05i,0.0003267-5.8521e-05i,-0.00096588-0.00013559i,-0.0015508-5.9962e-05i
0.0010744+0.00021047i,0.00069762-0.00028372i,0.00013227-0.00079201i,0.0001529+0.00072673i,0.00052211+0.0015841i,0.0010908+0.00095939i,0.0015679-0.00035599i,0.001136-0.00045884i,6.2436e-05-0.00065499i,-0.00055156-0.00093698i,-0.00085252-0.00013556i,-0.0011596+3.9191e-05i,-0.001168-0.00048818i,-0.00075555-0.00051572i,0.00015335-0.00014891i,0.00024905+0.00012396i,0.00024611-0.00061059i,0.00052785-0.0011374i,-8.9012e-05-0.00043513i,-0.00035144-1.6142e-05i,0.00054784-0.00011761i,0.00099951-0.0002716i,-0.00011156-0.00053088i
-0.00037115+0.00037832i,0.00077539+0.0013674i,0.00097823-7.7531e-05i,0.00079286-0.0013836i,0.00021386-0.00068839i,0.0001222-0.00065421i,0.00047948-0.00034616i,0.00034292-0.00074175i,-6.8522e-05-0.00087388i,-0.00051327-0.0001698i,-0.00057891+8.453e-05i,0.00035776-1.6914e-05i,0.00062249-0.00015357i,0.00011175-0.00056707i,0.00012272-0.00096868i,0.00047082-0.0004018i,0.00076604+0.00018053i,0.00069008+0.00050165i,0.00026495+0.00065092i,0.00041603+0.00014248i,-0.00032246+0.00017917i,-1.9812e-05+0.0005393i,0.00078325+0.00090556i
0.0017781-0.00033145i,0.00052934-0.00065351i,-0.00020445-0.0013568i,2.0965e-05-0.00074493i,0.00036369+0.00011805i,0.0014437-0.00023913i,0.0020817-0.000747i,0.00069574-0.0009183i,-0.00014154-0.000506i,0.00021504-0.00039918i,-0.00022399-0.00063265i,-0.00046751-0.00073648i,0.00036627-0.00074351i,9.6969e-05-0.0005109i,-0.00057044+8.287e-05i,-0.00048802+0.001221i,-0.00015865+0.0011026i,1.755e-05-5.604e-05i,0.00027994-0.00018775i,0.00039242-0.00021571i,0.00010793-6.7428e-05i,-0.00013448+0.00054862i,0.00011537+6.0599e-05i
0.0018471+0.0014286i,0.00075285+0.00076243i,-0.00018805-0.00020443i,-0.00077945-0.0014023i,-0.0010472-0.0016877i,-0.00079043-0.0016585i,-0.0005647-0.0013795i,-0.0005572-0.0002482i,-0.00064203+0.00032035i,-0.00076557-8.5048e-06i,-0.00076365-0.00021546i,-0.0003832-0.00021599i,-5.2797e-05+0.00029466i,0.00019663+0.00069462i,7.3676e-05+0.00038337i,-0.00054027-1.8018e-06i,2.4991e-05+0.00041137i,0.0003478+0.0008832i,0.00064837+0.00047259i,0.0007305+0.0003622i,0.00030046+0.00028221i,1.2396e-05+0.00028352i,-0.00038167+0.00019346i
-0.00042911-0.001313i,-0.00041672-0.00097823i,0.000438-0.00035945i,0.0010203-0.00028729i,0.00088184-0.00084075i,0.0012206-0.00074162i,0.0015743-0.0011434i,0.00085012-0.0013444i,-0.00021925-0.00076604i,-0.00096164+8.3706e-05i,-0.00097809+0.00052293i,-0.00044631-0.00019424i,0.00034868-0.00045778i,0.0010512-0.0003724i,0.00066786+0.00050129i,0.00034676+0.0010923i,0.00098758+0.00049098i,0.0010765-0.00031126i,0.00044112-0.00021404i,-0.00036128-3.2398e-05i,-0.00032287+0.00058143i,-0.00020569+0.0013221i,-0.00025268+0.0009981i
0.0013077-0.00014138i,0.00046504-0.00084597i,-0.00035637-0.0012824i,-0.00025376-0.0015683i,2.6949e-05-0.0010778i,0.00022833-0.00085844i,0.00064873-0.0013424i,0.00088695-0.0009204i,0.00063874-0.00077461i,0.00038663-0.00098086i,-0.00020963-7.2051e-05i,-0.00036567+0.00085977i,-0.00018044+0.00051019i,-0.00011845-0.00066217i,0.00040662-0.00057896i,0.0004525+0.00030907i,-0.00036901+0.00050894i,-0.00072753+0.00044831i,-0.00054483+0.00052497i,0.00029609+0.00042289i,0.00043478-0.00014585i,-0.00057534+0.00020812i,-0.00072294+0.0014063i
-0.0013437-0.00071924i,-0.0025242-0.00054116i,-0.0034141-0.0011277i,-0.0033823-0.00038942i,-0.0022182+0.00030502i,0.00028944+0.00048784i,0.0011508+0.00048788i,0.00039135-0.00040441i,-0.00074197-0.00083239i,-0.0010916-0.00025903i,-0.0013537+6.0978e-05i,-0.0013095+0.00034511i,8.3241e-05+0.00031075i,0.00059623+0.00024832i,0.00044378+0.00077199i,0.00043961+0.00034716i,-0.00012032-0.00060646i,-0.00038607-0.00067878i,0.00019008-0.0005241i,0.00055252-0.00049278i,0.00048575+0.00013706i,0.00061744-5.6296e-05i,0.00074453-0.00057135i
0.00027171+0.00055185i,0.00083459+0.00090096i,0.001058+0.0013982i,0.00071972+0.00048662i,0.00029825-0.00079063i,0.00076336-0.0019562i,0.0011289-0.0020184i,0.00076888-0.0012385i,0.00012313-0.00074962i,0.00025201-0.00049351i,5.4994e-05-0.00028028i,-0.0011377+0.00033871i,-0.0016444+0.00099129i,-0.0017588+0.0012191i,-0.0015494+0.0004195i,-0.001001+0.00013463i,-0.00055314+0.00047232i,0.00022729+0.00039429i,0.00028332+0.00039394i,0.0001468+0.0003205i,0.00016977+0.00029204i,4.0045e-05+0.00013723i,0.00022406-0.00024637i
0.0002407-0.00026577i,0.0013522+3.365e-05i,0.00057729-0.000292i,-0.0011342+0.00036889i,-0.00011203+0.00072375i,0.0008792+0.00032271i,0.0011057-0.00076697i,0.00059638-0.0012112i,-0.00025134-0.00076464i,-0.00021816-7.51e-05i,-0.00023942+0.00028326i,-0.00013314+0.00036392i,-0.0002549+0.00066667i,-0.00022795+0.00041645i,0.00058058-8.9194e-05i,0.00083416+7.0066e-05i,0.0005094+0.00028274i,0.00012726+0.00042307i,-0.00030425-0.00026611i,-2.3971e-05-0.00028333i,2.0192e-05-0.00016975i,0.00014334+0.00018547i,0.00013463+0.00076184i
7.6443e-05+0.00092717i,-4.2916e-05+0.0013606i,-0.00028623+0.0013683i,-0.00018977-0.00065145i,-0.0004266-0.001106i,-0.00033796-0.00080135i,0.00071127-0.0012826i,0.00041136-0.00073963i,-0.00025584-0.00029081i,-0.00043487-0.0004082i,-0.0014273+4.8648e-05i,-0.0012835-0.00013896i,0.00046546-0.00056999i,0.001093-0.00047364i,0.00061575+2.7265e-05i,0.00011496+0.0006188i,2.3203e-05+0.00061448i,-0.00011108+0.00057729i,-0.00031454+0.00035385i,0.000161+0.00038464i,0.00020205+0.0002119i,0.00039168-5.6191e-05i,0.00096-0.00035484i
0.0012191-0.0016405i,6.3847e-05-0.0015133i,0.00025435-0.00093015i,0.00070827-0.00018557i,0.0003585-0.00026902i,0.00045527-1.192e-05i,0.00095442-0.00058852i,0.00045951-0.0012588i,-0.00081196-0.0010449i,-0.0010719-9.9074e-05i,-0.0010146+0.00018294i,-0.00089134+8.2145e-05i,-0.00016928+0.00081068i,0.00033621+0.0015662i,-2.037e-05+0.0011124i,-0.00081199+0.00033382i,-0.001244-0.00011528i,-0.00097048+0.00020842i,-0.00062022+0.00097807i,-6.6417e-05+0.0011429i,0.00062661+8.3661e-05i,0.00031119-0.0011316i,-0.00017352-0.00093386i
0.0011518+0.0030283i,0.0012847+0.0028388i,0.0013196+0.0016914i,0.00095591-0.00011583i,0.0012629-0.00035625i,0.00121-5.8431e-05i,0.00086041-0.00071635i,0.00060412-0.00047242i,0.00031329+0.00024229i,-0.00023497-6.065e-05i,-0.00056854-0.00059333i,-0.00016712-0.00083856i,-0.00031748-0.00064599i,-0.00042642-0.00062464i,-0.00063122-0.00061579i,-0.00086062-0.00037979i,0.00025824-0.00036835i,0.00025059-0.00058386i,-0.00013997-6.387e-05i,0.00063255+0.00064751i,0.0006572+0.00043052i,0.00016847+0.00017231i,-0.00018086-3.1843e-05i
-0.00034157+0.00087488i,-0.00053258+0.00040281i,-0.00079711-0.00031521i,-8.3579e-06-0.00093819i,0.00047311-0.0014163i,0.00043566-0.0015791i,0.00067686-0.0012169i,0.00074521-0.0010784i,0.00047212-0.00065973i,0.001031+0.00021594i,0.00044981+0.00053131i,-0.00054782+4.2573e-05i,-0.00065025-0.0012084i,-0.00033792-0.0012815i,0.00014705-0.0006855i,0.00091296-0.00049075i,0.0013364-0.00056308i,0.00028865-0.00038654i,-7.1256e-05+0.00024263i,0.00039232+5.5353e-05i,0.00047407-0.00018006i,-0.00020412+0.0005546i,-0.0011887+0.00058239i
0.00047574+0.0014362i,0.00096743+0.0010824i,0.00037166+0.001245i,0.00018695+0.00080924i,0.00066509+4.9187e-05i,0.0012582-0.0011289i,0.001035-0.0017847i,0.00039681-0.0018011i,-0.00037615-0.0018856i,-0.00067994-0.0011566i,-0.00061864-0.00060982i,0.00017256-0.0005314i,-0.00012992-0.00041848i,-0.00081267+0.00023842i,-0.00011537+0.00035598i,0.00076544-0.00015122i,0.0011528-0.00038636i,0.0010036-0.00023107i,0.00050442+7.1067e-05i,0.00082984+0.00018866i,0.0012216+0.00026416i,0.00060901+0.00015997i,0.00032499+0.00029587i
-0.00037202-0.0020418i,-0.0014099-0.0017773i,-0.0014423-0.0020529i,-0.00099268-0.0021444i,-0.0011035-0.00093368i,0.00028934-0.00045499i,0.0026234-0.0010143i,0.0022713-0.0010622i,0.00022172-0.00018213i,-0.00072752-0.00023186i,-0.00086696-0.00035609i,-0.00055321+0.00036983i,0.00010528+0.00034559i,0.00097537-4.1176e-05i,0.0014506+0.00019606i,0.00109+0.00017295i,0.00062318-0.0001666i,0.00075185-0.00056692i,0.00057554-0.00053342i,1.1455e-05-3.1574e-05i,-0.00014921+0.0002766i,-0.00045303+0.00017852i,-0.00051686+0.00010853i
-5.7048e-06+0.00039323i,-0.00085811+0.0014398i,0.00011524+0.0015527i,0.0015829+8.2839e-05i,0.0018093-0.0016351i,0.0020139-0.0026783i,0.0017469-0.0025843i,0.00023009-0.0011281i,-0.00069805+7.6047e-05i,-0.00066879-0.00020224i,-0.00022655-0.00082537i,0.00030862-0.00040113i,0.00041326+0.00057209i,0.00010365+0.00084624i,0.00011048+0.00039617i,0.00061654-0.00032634i,0.00075459-0.00048904i,0.00025667-0.00098788i,6.2689e-05-0.00098791i,-0.00028291-0.00011315i,-0.0012916+0.00039864i,-0.0017715+0.00036671i,-0.001055-0.00020815i
-0.00088562+0.0015485i,-0.0011966+0.0014922i,-0.00098511+0.00070007i,-0.00031476+0.00021745i,0.0010667-0.0003619i,0.0016719+0.00028253i,0.0013565+0.0007955i,0.00042442-0.00045302i,-0.00076385-0.00089714i,-0.0009544+0.00017979i,-0.00030847+0.0006509i,-0.0001838+0.0010861i,-0.00048642+0.0020521i,0.00049818+0.0018218i,0.00061627+0.00040759i,-0.00042623-0.00058456i,-0.00033615-0.00055358i,0.00021132-0.00029616i,0.00021193-0.000375i,-4.3106e-05-0.00064408i,0.00050894-0.00066396i,0.0010849+0.00040411i,0.0012003+0.00052781i
0.00046399+0.0011517i,-0.00015785+0.0015907i,0.0001144+0.0019595i,0.00026104+0.0012846i,0.00034484-0.00039428i,0.0006779-0.0017321i,0.00014799-0.0019028i,-8.2588e-05-0.0013193i,-6.0032e-05-0.0010027i,-0.00036124-0.00090337i,-0.00055507+0.00026766i,-0.0010684+0.00033506i,-0.0014714-0.00057185i,-0.0010629-0.00019857i,-0.00020936-3.3167e-05i,0.00048596+0.00054223i,0.00064709+0.00089524i,2.9835e-05+0.00039183i,2.7215e-05+0.00084284i,0.00051808+0.0012646i,0.00012163+0.00091689i,-9.6969e-07+0.00062231i,-0.00015371+0.00020269i
0.00083001-0.0002915i,0.00060407+0.00015972i,0.0011917-0.00039606i,0.001275-0.00066821i,0.0012231-0.00055297i,0.001523-0.00053328i,0.0011293-0.00080667i,0.00090033-0.00055196i,0.00070242-0.00013601i,-1.4626e-05+0.00012411i,-0.00056181-0.00067523i,-0.0003922-0.0012114i,0.00011928-0.00082914i,0.00049947-0.00062317i,-0.00011832-0.00043032i,-0.00010122+7.0105e-05i,3.6004e-05+0.0007059i,-0.00038938+1.9211e-05i,-0.00054672-0.00030865i,-0.0005449-0.00010569i,-0.00054588+0.00055945i,-0.00082588+0.00098315i,-0.0005648+0.00039758i
